"","Kod","Nazwa","rok","BEZROBOCIE_kobiety_w_proc_bezrobotnych_kobiet_proc"
"21166",2413000,"Powiat tarnogórski",2007,54.2
"21167",2414000,"Powiat bieruńsko-lędziński",2007,47.4
"21168",2415000,"Powiat wodzisławski",2007,44.3
"21169",2416000,"Powiat zawierciański",2007,52.2
"21170",2417000,"Powiat żywiecki",2007,48.5
"21171",2461000,"Powiat m.Bielsko-Biała",2007,53.2
"21172",2462000,"Powiat m.Bytom",2007,48.8
"21173",2463000,"Powiat m.Chorzów",2007,39.3
"21174",2464000,"Powiat m.Częstochowa",2007,51.7
"21175",2465000,"Powiat m.Dąbrowa Górnicza",2007,48
"21176",2466000,"Powiat m.Gliwice",2007,49.1
"21177",2467000,"Powiat m.Jastrzębie-Zdrój",2007,54.5
"21178",2468000,"Powiat m.Jaworzno",2007,56.5
"21179",2469000,"Powiat m.Katowice",2007,38.6
"21180",2470000,"Powiat m.Mysłowice",2007,50.5
"21181",2471000,"Powiat m.Piekary Śląskie",2007,53.6
"21182",2472000,"Powiat m.Ruda Śląska",2007,34.3
"21183",2473000,"Powiat m.Rybnik",2007,37.9
"21184",2474000,"Powiat m.Siemianowice Śląskie",2007,20.7
"21185",2475000,"Powiat m.Sosnowiec",2007,41.7
"21186",2476000,"Powiat m.Świętochłowice",2007,39.5
"21187",2477000,"Powiat m.Tychy",2007,39.5
"21188",2478000,"Powiat m.Zabrze",2007,58.4
"21189",2479000,"Powiat m.Żory",2007,49
"21190",2601000,"Powiat buski",2007,50.7
"21191",2602000,"Powiat jędrzejowski",2007,60.2
"21192",2603000,"Powiat kazimierski",2007,60.5
"21193",2604000,"Powiat kielecki",2007,56.5
"21194",2605000,"Powiat konecki",2007,57.2
"21195",2606000,"Powiat opatowski",2007,56.2
"21196",2607000,"Powiat ostrowiecki",2007,53
"21197",2608000,"Powiat pińczowski",2007,54.3
"21198",2609000,"Powiat sandomierski",2007,57.1
"21199",2610000,"Powiat skarżyski",2007,52.7
"21200",2611000,"Powiat starachowicki",2007,43.9
"21201",2612000,"Powiat staszowski",2007,50.6
"21202",2613000,"Powiat włoszczowski",2007,65.9
"21203",2661000,"Powiat m.Kielce",2007,52.1
"21204",2801000,"Powiat bartoszycki",2007,54.3
"21205",2802000,"Powiat braniewski",2007,61.1
"21206",2803000,"Powiat działdowski",2007,57.2
"21207",2804000,"Powiat elbląski",2007,47.8
"21208",2805000,"Powiat ełcki",2007,50.2
"21209",2806000,"Powiat giżycki",2007,47.6
"21210",2807000,"Powiat iławski",2007,44.3
"21211",2808000,"Powiat kętrzyński",2007,50
"21212",2809000,"Powiat lidzbarski",2007,57.8
"21213",2810000,"Powiat mrągowski",2007,42.3
"21214",2811000,"Powiat nidzicki",2007,42.6
"21215",2812000,"Powiat nowomiejski",2007,56.3
"21216",2813000,"Powiat olecki",2007,53.8
"21217",2814000,"Powiat olsztyński",2007,42.6
"21218",2815000,"Powiat ostródzki",2007,61.7
"21219",2816000,"Powiat piski",2007,44.5
"21220",2817000,"Powiat szczycieński",2007,47.6
"21221",2818000,"Powiat gołdapski",2007,58.4
"21222",2819000,"Powiat węgorzewski",2007,50.9
"21223",2861000,"Powiat m.Elbląg",2007,44.9
"21224",2862000,"Powiat m.Olsztyn",2007,32.1
"21225",3001000,"Powiat chodzieski",2007,44.8
"21226",3002000,"Powiat czarnkowsko-trzcianecki",2007,44.5
"21227",3003000,"Powiat gnieźnieński",2007,58.4
"21228",3004000,"Powiat gostyński",2007,43.3
"21229",3005000,"Powiat grodziski",2007,29.2
"21230",3006000,"Powiat jarociński",2007,50.1
"21231",3007000,"Powiat kaliski",2007,46.8
"21232",3008000,"Powiat kępiński",2007,30
"21233",3009000,"Powiat kolski",2007,56.3
"21234",3010000,"Powiat koniński",2007,56.2
"21235",3011000,"Powiat kościański",2007,30.8
"21236",3012000,"Powiat krotoszyński",2007,47.6
"21237",3013000,"Powiat leszczyński",2007,43.6
"21238",3014000,"Powiat międzychodzki",2007,53.7
"21239",3015000,"Powiat nowotomyski",2007,49.5
"21240",3016000,"Powiat obornicki",2007,50.4
"21241",3017000,"Powiat ostrowski",2007,47.1
"21242",3018000,"Powiat ostrzeszowski",2007,24.9
"21243",3019000,"Powiat pilski",2007,45.7
"21244",3020000,"Powiat pleszewski",2007,51.8
"21245",3021000,"Powiat poznański",2007,50.3
"21246",3022000,"Powiat rawicki",2007,43.3
"21247",3023000,"Powiat słupecki",2007,54.5
"21248",3024000,"Powiat szamotulski",2007,49.6
"21249",3025000,"Powiat średzki",2007,56.1
"21250",3026000,"Powiat śremski",2007,30.3
"21251",3027000,"Powiat turecki",2007,43
"21252",3028000,"Powiat wągrowiecki",2007,45.7
"21253",3029000,"Powiat wolsztyński",2007,31.1
"21254",3030000,"Powiat wrzesiński",2007,53.3
"21255",3031000,"Powiat złotowski",2007,20.1
"21256",3061000,"Powiat m.Kalisz",2007,49
"21257",3062000,"Powiat m.Konin",2007,52.8
"21258",3063000,"Powiat m.Leszno",2007,37.8
"21259",3064000,"Powiat m.Poznań",2007,45.6
"21260",3201000,"Powiat białogardzki",2007,52.3
"21261",3202000,"Powiat choszczeński",2007,41.2
"21262",3203000,"Powiat drawski",2007,41.5
"21263",3204000,"Powiat goleniowski",2007,45.8
"21264",3205000,"Powiat gryficki",2007,48.6
"21265",3206000,"Powiat gryfiński",2007,47.3
"21266",3207000,"Powiat kamieński",2007,40.2
"21267",3208000,"Powiat kołobrzeski",2007,30.9
"21268",3209000,"Powiat koszaliński",2007,48.5
"21269",3210000,"Powiat myśliborski",2007,38.7
"21270",3211000,"Powiat policki",2007,52
"21271",3212000,"Powiat pyrzycki",2007,47.3
"21272",3213000,"Powiat sławieński",2007,44.2
"21273",3214000,"Powiat stargardzki",2007,47.4
"21274",3215000,"Powiat szczecinecki",2007,49.2
"21275",3216000,"Powiat świdwiński",2007,43.1
"21276",3217000,"Powiat wałecki",2007,31
"21277",3218000,"Powiat łobeski",2007,44.7
"21278",3261000,"Powiat m.Koszalin",2007,48.3
"21279",3262000,"Powiat m.Szczecin",2007,44.3
"21280",3263000,"Powiat m.Świnoujście",2007,35
"21281",201000,"Powiat bolesławiecki",2008,19
"21282",202000,"Powiat dzierżoniowski",2008,41.8
"21283",203000,"Powiat głogowski",2008,36.4
"21284",204000,"Powiat górowski",2008,32.5
"21285",205000,"Powiat jaworski",2008,32.9
"21286",206000,"Powiat jeleniogórski",2008,24.4
"21287",207000,"Powiat kamiennogórski",2008,17.5
"21288",208000,"Powiat kłodzki",2008,39
"21289",209000,"Powiat legnicki",2008,27.3
"21290",210000,"Powiat lubański",2008,37.4
"21291",211000,"Powiat lubiński",2008,12.1
"21292",212000,"Powiat lwówecki",2008,32.2
"21293",213000,"Powiat milicki",2008,35.5
"21294",214000,"Powiat oleśnicki",2008,30.6
"21295",215000,"Powiat oławski",2008,27.7
"21296",216000,"Powiat polkowicki",2008,39.8
"21297",217000,"Powiat strzeliński",2008,31.5
"21298",218000,"Powiat średzki",2008,26.7
"21299",219000,"Powiat świdnicki",2008,18.3
"21300",220000,"Powiat trzebnicki",2008,41.1
"21301",221000,"Powiat wałbrzyski",2008,31.4
"21302",222000,"Powiat wołowski",2008,39
"21303",223000,"Powiat wrocławski",2008,42.3
"21304",224000,"Powiat ząbkowicki",2008,26.3
"21305",225000,"Powiat zgorzelecki",2008,33.4
"21306",226000,"Powiat złotoryjski",2008,35.5
"21307",261000,"Powiat m.Jelenia Góra",2008,19
"21308",262000,"Powiat m.Legnica",2008,17.8
"21309",264000,"Powiat m.Wrocław",2008,41.4
"21310",265000,"Powiat m.Wałbrzych od 2013",2008,NA
"21311",401000,"Powiat aleksandrowski",2008,42.6
"21312",402000,"Powiat brodnicki",2008,33.6
"21313",403000,"Powiat bydgoski",2008,31.7
"21314",404000,"Powiat chełmiński",2008,40.6
"21315",405000,"Powiat golubsko-dobrzyński",2008,42.4
"21316",406000,"Powiat grudziądzki",2008,42.3
"21317",407000,"Powiat inowrocławski",2008,51.8
"21318",408000,"Powiat lipnowski",2008,43.6
"21319",409000,"Powiat mogileński",2008,53.7
"21320",410000,"Powiat nakielski",2008,37.7
"21321",411000,"Powiat radziejowski",2008,50.9
"21322",412000,"Powiat rypiński",2008,36.7
"21323",413000,"Powiat sępoleński",2008,45.3
"21324",414000,"Powiat świecki",2008,46.3
"21325",415000,"Powiat toruński",2008,30.1
"21326",416000,"Powiat tucholski",2008,32.9
"21327",417000,"Powiat wąbrzeski",2008,38.6
"21328",418000,"Powiat włocławski",2008,49.1
"21329",419000,"Powiat żniński",2008,48.1
"21330",461000,"Powiat m.Bydgoszcz",2008,29.7
"21331",462000,"Powiat m.Grudziądz",2008,37.7
"21332",463000,"Powiat m.Toruń",2008,29.8
"21333",464000,"Powiat m.Włocławek",2008,47.9
"21334",601000,"Powiat bialski",2008,45.4
"21335",602000,"Powiat biłgorajski",2008,30
"21336",603000,"Powiat chełmski",2008,55.7
"21337",604000,"Powiat hrubieszowski",2008,50.5
"21338",605000,"Powiat janowski",2008,47
"21339",606000,"Powiat krasnostawski",2008,50
"21340",607000,"Powiat kraśnicki",2008,45.9
"21341",608000,"Powiat lubartowski",2008,58.3
"21342",609000,"Powiat lubelski",2008,47.5
"21343",610000,"Powiat łęczyński",2008,34
"21344",611000,"Powiat łukowski",2008,31.9
"21345",612000,"Powiat opolski",2008,53.9
"21346",613000,"Powiat parczewski",2008,52.3
"21347",614000,"Powiat puławski",2008,38.1
"21348",615000,"Powiat radzyński",2008,53.9
"21349",616000,"Powiat rycki",2008,29.9
"21350",617000,"Powiat świdnicki",2008,43.6
"21351",618000,"Powiat tomaszowski",2008,39.3
"21352",619000,"Powiat włodawski",2008,39.8
"21353",620000,"Powiat zamojski",2008,41.4
"21354",661000,"Powiat m.Biała Podlaska",2008,50.4
"21355",662000,"Powiat m.Chełm",2008,47.2
"21356",663000,"Powiat m.Lublin",2008,45.4
"21357",664000,"Powiat m.Zamość",2008,38.7
"21358",801000,"Powiat gorzowski",2008,22.9
"21359",802000,"Powiat krośnieński",2008,42.4
"21360",803000,"Powiat międzyrzecki",2008,35.6
"21361",804000,"Powiat nowosolski",2008,31.1
"21362",805000,"Powiat słubicki",2008,30.8
"21363",806000,"Powiat strzelecko-drezdenecki",2008,38.9
"21364",807000,"Powiat sulęciński",2008,26
"21365",808000,"Powiat świebodziński",2008,14.9
"21366",809000,"Powiat zielonogórski",2008,25.6
"21367",810000,"Powiat żagański",2008,36
"21368",811000,"Powiat żarski",2008,28.6
"21369",812000,"Powiat wschowski",2008,36.9
"21370",861000,"Powiat m.Gorzów Wielkopolski",2008,15.8
"21371",862000,"Powiat m.Zielona Góra",2008,27.4
"21372",1001000,"Powiat bełchatowski",2008,38.6
"21373",1002000,"Powiat kutnowski",2008,41.7
"21374",1003000,"Powiat łaski",2008,33.5
"21375",1004000,"Powiat łęczycki",2008,35.9
"21376",1005000,"Powiat łowicki",2008,36.1
"21377",1006000,"Powiat łódzki wschodni",2008,29.8
"21378",1007000,"Powiat opoczyński",2008,44
"21379",1008000,"Powiat pabianicki",2008,26.4
"21380",1009000,"Powiat pajęczański",2008,36.4
"21381",1010000,"Powiat piotrkowski",2008,32.3
"21382",1011000,"Powiat poddębicki",2008,34.6
"21383",1012000,"Powiat radomszczański",2008,50.5
"21384",1013000,"Powiat rawski",2008,33.2
"21385",1014000,"Powiat sieradzki",2008,43.8
"21386",1015000,"Powiat skierniewicki",2008,26.4
"21387",1016000,"Powiat tomaszowski",2008,34.4
"21388",1017000,"Powiat wieluński",2008,40.3
"21389",1018000,"Powiat wieruszowski",2008,33.9
"21390",1019000,"Powiat zduńskowolski",2008,31.5
"21391",1020000,"Powiat zgierski",2008,35.6
"21392",1021000,"Powiat brzeziński",2008,38.8
"21393",1061000,"Powiat m.Łódź",2008,30.1
"21394",1062000,"Powiat m.Piotrków Trybunalski",2008,30.4
"21395",1063000,"Powiat m.Skierniewice",2008,30.3
"21396",1201000,"Powiat bocheński",2008,29.1
"21397",1202000,"Powiat brzeski",2008,43.7
"21398",1203000,"Powiat chrzanowski",2008,40.1
"21399",1204000,"Powiat dąbrowski",2008,44.8
"21400",1205000,"Powiat gorlicki",2008,48.5
"21401",1206000,"Powiat krakowski",2008,37.7
"21402",1207000,"Powiat limanowski",2008,52.2
"21403",1208000,"Powiat miechowski",2008,30.9
"21404",1209000,"Powiat myślenicki",2008,33.1
"21405",1210000,"Powiat nowosądecki",2008,41.3
"21406",1211000,"Powiat nowotarski",2008,38.1
"21407",1212000,"Powiat olkuski",2008,50.5
"21408",1213000,"Powiat oświęcimski",2008,28.1
"21409",1214000,"Powiat proszowicki",2008,44.4
"21410",1215000,"Powiat suski",2008,25.8
"21411",1216000,"Powiat tarnowski",2008,37.5
"21412",1217000,"Powiat tatrzański",2008,41.4
"21413",1218000,"Powiat wadowicki",2008,30.2
"21414",1219000,"Powiat wielicki",2008,36.8
"21415",1261000,"Powiat m.Kraków",2008,37.5
"21416",1262000,"Powiat m.Nowy Sącz",2008,30.1
"21417",1263000,"Powiat m.Tarnów",2008,31.8
"21418",1401000,"Powiat białobrzeski",2008,55.2
"21419",1402000,"Powiat ciechanowski",2008,41.5
"21420",1403000,"Powiat garwoliński",2008,44.5
"21421",1404000,"Powiat gostyniński",2008,43.6
"21422",1405000,"Powiat grodziski",2008,18
"21423",1406000,"Powiat grójecki",2008,46.6
"21424",1407000,"Powiat kozienicki",2008,46
"21425",1408000,"Powiat legionowski",2008,30.2
"21426",1409000,"Powiat lipski",2008,46.3
"21427",1410000,"Powiat łosicki",2008,43.3
"21428",1411000,"Powiat makowski",2008,57.7
"21429",1412000,"Powiat miński",2008,29.7
"21430",1413000,"Powiat mławski",2008,35.1
"21431",1414000,"Powiat nowodworski",2008,40.3
"21432",1415000,"Powiat ostrołęcki",2008,41.2
"21433",1416000,"Powiat ostrowski",2008,53.2
"21434",1417000,"Powiat otwocki",2008,29.4
"21435",1418000,"Powiat piaseczyński",2008,28.2
"21436",1419000,"Powiat płocki",2008,46
"21437",1420000,"Powiat płoński",2008,46.6
"21438",1421000,"Powiat pruszkowski",2008,41.5
"21439",1422000,"Powiat przasnyski",2008,42.7
"21440",1423000,"Powiat przysuski",2008,54.3
"21441",1424000,"Powiat pułtuski",2008,38.4
"21442",1425000,"Powiat radomski",2008,59.6
"21443",1426000,"Powiat siedlecki",2008,45.2
"21444",1427000,"Powiat sierpecki",2008,53.4
"21445",1428000,"Powiat sochaczewski",2008,32.2
"21446",1429000,"Powiat sokołowski",2008,42.2
"21447",1430000,"Powiat szydłowiecki",2008,60.1
"21448",1432000,"Powiat warszawski zachodni",2008,37.5
"21449",1433000,"Powiat węgrowski",2008,49.6
"21450",1434000,"Powiat wołomiński",2008,33.1
"21451",1435000,"Powiat wyszkowski",2008,39.6
"21452",1436000,"Powiat zwoleński",2008,46.9
"21453",1437000,"Powiat żuromiński",2008,54.2
"21454",1438000,"Powiat żyrardowski",2008,36.2
"21455",1461000,"Powiat m.Ostrołęka",2008,48.5
"21456",1462000,"Powiat m.Płock",2008,56.4
"21457",1463000,"Powiat m.Radom",2008,58.3
"21458",1464000,"Powiat m.Siedlce",2008,41.7
"21459",1465000,"Powiat m. st. Warszawa",2008,34.6
"21460",1601000,"Powiat brzeski",2008,38.3
"21461",1602000,"Powiat głubczycki",2008,36.6
"21462",1603000,"Powiat kędzierzyńsko-kozielski",2008,30.6
"21463",1604000,"Powiat kluczborski",2008,37
"21464",1605000,"Powiat krapkowicki",2008,38.3
"21465",1606000,"Powiat namysłowski",2008,33.5
"21466",1607000,"Powiat nyski",2008,18.7
"21467",1608000,"Powiat oleski",2008,28
"21468",1609000,"Powiat opolski",2008,29.8
"21469",1610000,"Powiat prudnicki",2008,27.7
"21470",1611000,"Powiat strzelecki",2008,28.8
"21471",1661000,"Powiat m.Opole",2008,29.3
"21472",1801000,"Powiat bieszczadzki",2008,40.7
"21473",1802000,"Powiat brzozowski",2008,61.1
"21474",1803000,"Powiat dębicki",2008,30.9
"21475",1804000,"Powiat jarosławski",2008,55
"21476",1805000,"Powiat jasielski",2008,49
"21477",1806000,"Powiat kolbuszowski",2008,44.6
"21478",1807000,"Powiat krośnieński",2008,39.5
"21479",1808000,"Powiat leżajski",2008,39.1
"21480",1809000,"Powiat lubaczowski",2008,42.6
"21481",1810000,"Powiat łańcucki",2008,39.2
"21482",1811000,"Powiat mielecki",2008,41.9
"21483",1812000,"Powiat niżański",2008,47.5
"21484",1813000,"Powiat przemyski",2008,53.1
"21485",1814000,"Powiat przeworski",2008,49
"21486",1815000,"Powiat ropczycko-sędziszowski",2008,42.8
"21487",1816000,"Powiat rzeszowski",2008,47.4
"21488",1817000,"Powiat sanocki",2008,42.1
"21489",1818000,"Powiat stalowowolski",2008,36.6
"21490",1819000,"Powiat strzyżowski",2008,53.1
"21491",1820000,"Powiat tarnobrzeski",2008,44.5
"21492",1821000,"Powiat leski",2008,48.2
"21493",1861000,"Powiat m.Krosno",2008,36.6
"21494",1862000,"Powiat m.Przemyśl",2008,57.2
"21495",1863000,"Powiat m.Rzeszów",2008,41.7
"21496",1864000,"Powiat m.Tarnobrzeg",2008,46
"21497",2001000,"Powiat augustowski",2008,41
"21498",2002000,"Powiat białostocki",2008,32
"21499",2003000,"Powiat bielski",2008,30.8
"21500",2004000,"Powiat grajewski",2008,44.1
"21501",2005000,"Powiat hajnowski",2008,30.3
"21502",2006000,"Powiat kolneński",2008,38
"21503",2007000,"Powiat łomżyński",2008,36.2
"21504",2008000,"Powiat moniecki",2008,53.9
"21505",2009000,"Powiat sejneński",2008,47.3
"21506",2010000,"Powiat siemiatycki",2008,36.7
"21507",2011000,"Powiat sokólski",2008,44.3
"21508",2012000,"Powiat suwalski",2008,26.6
"21509",2013000,"Powiat wysokomazowiecki",2008,41.3
"21510",2014000,"Powiat zambrowski",2008,32.4
"21511",2061000,"Powiat m.Białystok",2008,28.5
"21512",2062000,"Powiat m.Łomża",2008,39
"21513",2063000,"Powiat m.Suwałki",2008,28.9
"21514",2201000,"Powiat bytowski",2008,39.1
"21515",2202000,"Powiat chojnicki",2008,35.3
"21516",2203000,"Powiat człuchowski",2008,38.3
"21517",2204000,"Powiat gdański",2008,14.5
"21518",2205000,"Powiat kartuski",2008,25.7
"21519",2206000,"Powiat kościerski",2008,33.8
"21520",2207000,"Powiat kwidzyński",2008,22.1
"21521",2208000,"Powiat lęborski",2008,42.8
"21522",2209000,"Powiat malborski",2008,37.8
"21523",2210000,"Powiat nowodworski",2008,30.2
"21524",2211000,"Powiat pucki",2008,33.1
"21525",2212000,"Powiat słupski",2008,39.1
"21526",2213000,"Powiat starogardzki",2008,40.9
"21527",2214000,"Powiat tczewski",2008,34.7
"21528",2215000,"Powiat wejherowski",2008,31.5
"21529",2216000,"Powiat sztumski",2008,24.8
"21530",2261000,"Powiat m.Gdańsk",2008,15.3
"21531",2262000,"Powiat m.Gdynia",2008,12.4
"21532",2263000,"Powiat m.Słupsk",2008,33.6
"21533",2264000,"Powiat m.Sopot",2008,18.1
"21534",2401000,"Powiat będziński",2008,37.1
"21535",2402000,"Powiat bielski",2008,38.3
"21536",2403000,"Powiat cieszyński",2008,37.3
"21537",2404000,"Powiat częstochowski",2008,29.8
"21538",2405000,"Powiat gliwicki",2008,33.9
"21539",2406000,"Powiat kłobucki",2008,22.7
"21540",2407000,"Powiat lubliniecki",2008,25.9
"21541",2408000,"Powiat mikołowski",2008,40.3
"21542",2409000,"Powiat myszkowski",2008,30.9
"21543",2410000,"Powiat pszczyński",2008,31.5
"21544",2411000,"Powiat raciborski",2008,35.5
"21545",2412000,"Powiat rybnicki",2008,22.7
"21546",2413000,"Powiat tarnogórski",2008,42.4
"21547",2414000,"Powiat bieruńsko-lędziński",2008,30.9
"21548",2415000,"Powiat wodzisławski",2008,22.3
"21549",2416000,"Powiat zawierciański",2008,39
"21550",2417000,"Powiat żywiecki",2008,37.1
"21551",2461000,"Powiat m.Bielsko-Biała",2008,43.4
"21552",2462000,"Powiat m.Bytom",2008,37.9
"21553",2463000,"Powiat m.Chorzów",2008,21.5
"21554",2464000,"Powiat m.Częstochowa",2008,31.2
"21555",2465000,"Powiat m.Dąbrowa Górnicza",2008,29.8
"21556",2466000,"Powiat m.Gliwice",2008,31.9
"21557",2467000,"Powiat m.Jastrzębie-Zdrój",2008,30.4
"21558",2468000,"Powiat m.Jaworzno",2008,47.5
"21559",2469000,"Powiat m.Katowice",2008,20.2
"21560",2470000,"Powiat m.Mysłowice",2008,44.2
"21561",2471000,"Powiat m.Piekary Śląskie",2008,48.3
"21562",2472000,"Powiat m.Ruda Śląska",2008,19.6
"21563",2473000,"Powiat m.Rybnik",2008,25.2
"21564",2474000,"Powiat m.Siemianowice Śląskie",2008,20.5
"21565",2475000,"Powiat m.Sosnowiec",2008,28.4
"21566",2476000,"Powiat m.Świętochłowice",2008,17
"21567",2477000,"Powiat m.Tychy",2008,21.7
"21568",2478000,"Powiat m.Zabrze",2008,41.5
"21569",2479000,"Powiat m.Żory",2008,29.9
"21570",2601000,"Powiat buski",2008,45.9
"21571",2602000,"Powiat jędrzejowski",2008,53.7
"21572",2603000,"Powiat kazimierski",2008,52.5
"21573",2604000,"Powiat kielecki",2008,52.8
"21574",2605000,"Powiat konecki",2008,54.7
"21575",2606000,"Powiat opatowski",2008,50
"21576",2607000,"Powiat ostrowiecki",2008,41.5
"21577",2608000,"Powiat pińczowski",2008,38
"21578",2609000,"Powiat sandomierski",2008,42
"21579",2610000,"Powiat skarżyski",2008,39.9
"21580",2611000,"Powiat starachowicki",2008,34.1
"21581",2612000,"Powiat staszowski",2008,36.2
"21582",2613000,"Powiat włoszczowski",2008,55.3
"21583",2661000,"Powiat m.Kielce",2008,50.4
"21584",2801000,"Powiat bartoszycki",2008,48.7
"21585",2802000,"Powiat braniewski",2008,53.3
"21586",2803000,"Powiat działdowski",2008,47.6
"21587",2804000,"Powiat elbląski",2008,32.2
"21588",2805000,"Powiat ełcki",2008,39.3
"21589",2806000,"Powiat giżycki",2008,26.5
"21590",2807000,"Powiat iławski",2008,28.6
"21591",2808000,"Powiat kętrzyński",2008,31.6
"21592",2809000,"Powiat lidzbarski",2008,49.1
"21593",2810000,"Powiat mrągowski",2008,26.4
"21594",2811000,"Powiat nidzicki",2008,35.5
"21595",2812000,"Powiat nowomiejski",2008,38.2
"21596",2813000,"Powiat olecki",2008,45.2
"21597",2814000,"Powiat olsztyński",2008,27.7
"21598",2815000,"Powiat ostródzki",2008,48.5
"21599",2816000,"Powiat piski",2008,40.3
"21600",2817000,"Powiat szczycieński",2008,39.6
"21601",2818000,"Powiat gołdapski",2008,46.9
"21602",2819000,"Powiat węgorzewski",2008,45.4
"21603",2861000,"Powiat m.Elbląg",2008,29.4
"21604",2862000,"Powiat m.Olsztyn",2008,21.5
"21605",3001000,"Powiat chodzieski",2008,22.1
"21606",3002000,"Powiat czarnkowsko-trzcianecki",2008,31
"21607",3003000,"Powiat gnieźnieński",2008,43.2
"21608",3004000,"Powiat gostyński",2008,34.5
"21609",3005000,"Powiat grodziski",2008,16.1
"21610",3006000,"Powiat jarociński",2008,30
"21611",3007000,"Powiat kaliski",2008,31
"21612",3008000,"Powiat kępiński",2008,20.9
"21613",3009000,"Powiat kolski",2008,51.1
"21614",3010000,"Powiat koniński",2008,32.2
"21615",3011000,"Powiat kościański",2008,23
"21616",3012000,"Powiat krotoszyński",2008,39.9
"21617",3013000,"Powiat leszczyński",2008,31.2
"21618",3014000,"Powiat międzychodzki",2008,22.6
"21619",3015000,"Powiat nowotomyski",2008,24.7
"21620",3016000,"Powiat obornicki",2008,22.2
"21621",3017000,"Powiat ostrowski",2008,26.6
"21622",3018000,"Powiat ostrzeszowski",2008,23
"21623",3019000,"Powiat pilski",2008,26.2
"21624",3020000,"Powiat pleszewski",2008,41.4
"21625",3021000,"Powiat poznański",2008,20.1
"21626",3022000,"Powiat rawicki",2008,35.9
"21627",3023000,"Powiat słupecki",2008,51.1
"21628",3024000,"Powiat szamotulski",2008,31.5
"21629",3025000,"Powiat średzki",2008,44.9
"21630",3026000,"Powiat śremski",2008,15.9
"21631",3027000,"Powiat turecki",2008,24.1
"21632",3028000,"Powiat wągrowiecki",2008,32
"21633",3029000,"Powiat wolsztyński",2008,16.3
"21634",3030000,"Powiat wrzesiński",2008,38.6
"21635",3031000,"Powiat złotowski",2008,30
"21636",3061000,"Powiat m.Kalisz",2008,27.6
"21637",3062000,"Powiat m.Konin",2008,31.8
"21638",3063000,"Powiat m.Leszno",2008,29
"21639",3064000,"Powiat m.Poznań",2008,23.4
"21640",3201000,"Powiat białogardzki",2008,43.5
"21641",3202000,"Powiat choszczeński",2008,33.3
"21642",3203000,"Powiat drawski",2008,35.6
"21643",3204000,"Powiat goleniowski",2008,36.9
"21644",3205000,"Powiat gryficki",2008,40.6
"21645",3206000,"Powiat gryfiński",2008,42.7
"21646",3207000,"Powiat kamieński",2008,35.6
"21647",3208000,"Powiat kołobrzeski",2008,23.4
"21648",3209000,"Powiat koszaliński",2008,40.5
"21649",3210000,"Powiat myśliborski",2008,31
"21650",3211000,"Powiat policki",2008,47.3
"21651",3212000,"Powiat pyrzycki",2008,39.3
"21652",3213000,"Powiat sławieński",2008,27
"21653",3214000,"Powiat stargardzki",2008,25.9
"21654",3215000,"Powiat szczecinecki",2008,40.3
"21655",3216000,"Powiat świdwiński",2008,34.2
"21656",3217000,"Powiat wałecki",2008,30.4
"21657",3218000,"Powiat łobeski",2008,28.9
"21658",3261000,"Powiat m.Koszalin",2008,38.6
"21659",3262000,"Powiat m.Szczecin",2008,22
"21660",3263000,"Powiat m.Świnoujście",2008,21.6
"21661",201000,"Powiat bolesławiecki",2009,16.8
"21662",202000,"Powiat dzierżoniowski",2009,33.9
"21663",203000,"Powiat głogowski",2009,28.1
"21664",204000,"Powiat górowski",2009,26.6
"21665",205000,"Powiat jaworski",2009,25
"21666",206000,"Powiat jeleniogórski",2009,26.6
"21667",207000,"Powiat kamiennogórski",2009,21.8
"21668",208000,"Powiat kłodzki",2009,34.7
"21669",209000,"Powiat legnicki",2009,29.5
"21670",210000,"Powiat lubański",2009,34.6
"21671",211000,"Powiat lubiński",2009,11.2
"21672",212000,"Powiat lwówecki",2009,31.6
"21673",213000,"Powiat milicki",2009,37
"21674",214000,"Powiat oleśnicki",2009,24.8
"21675",215000,"Powiat oławski",2009,23.3
"21676",216000,"Powiat polkowicki",2009,33
"21677",217000,"Powiat strzeliński",2009,25.6
"21678",218000,"Powiat średzki",2009,24.2
"21679",219000,"Powiat świdnicki",2009,15.9
"21680",220000,"Powiat trzebnicki",2009,27.3
"21681",221000,"Powiat wałbrzyski",2009,27.7
"21682",222000,"Powiat wołowski",2009,35.5
"21683",223000,"Powiat wrocławski",2009,25.3
"21684",224000,"Powiat ząbkowicki",2009,26
"21685",225000,"Powiat zgorzelecki",2009,24.7
"21686",226000,"Powiat złotoryjski",2009,33.8
"21687",261000,"Powiat m.Jelenia Góra",2009,17
"21688",262000,"Powiat m.Legnica",2009,12.3
"21689",264000,"Powiat m.Wrocław",2009,25.4
"21690",265000,"Powiat m.Wałbrzych od 2013",2009,NA
"21691",401000,"Powiat aleksandrowski",2009,29.8
"21692",402000,"Powiat brodnicki",2009,25.5
"21693",403000,"Powiat bydgoski",2009,24.6
"21694",404000,"Powiat chełmiński",2009,38.2
"21695",405000,"Powiat golubsko-dobrzyński",2009,35.4
"21696",406000,"Powiat grudziądzki",2009,32.1
"21697",407000,"Powiat inowrocławski",2009,43.3
"21698",408000,"Powiat lipnowski",2009,43.5
"21699",409000,"Powiat mogileński",2009,47.4
"21700",410000,"Powiat nakielski",2009,28.6
