"","Kod","Nazwa","rok","BEZROBOCIE_kobiety_w_proc_bezrobotnych_kobiet_proc"
"24744",414000,"Powiat świecki",2017,47
"24745",415000,"Powiat toruński",2017,46.4
"24746",416000,"Powiat tucholski",2017,55.6
"24747",417000,"Powiat wąbrzeski",2017,60.2
"24748",418000,"Powiat włocławski",2017,62.6
"24749",419000,"Powiat żniński",2017,49.9
"24750",461000,"Powiat m.Bydgoszcz",2017,40.9
"24751",462000,"Powiat m.Grudziądz",2017,50
"24752",463000,"Powiat m.Toruń",2017,43.1
"24753",464000,"Powiat m.Włocławek",2017,57.9
"24754",601000,"Powiat bialski",2017,51.7
"24755",602000,"Powiat biłgorajski",2017,33.4
"24756",603000,"Powiat chełmski",2017,49.9
"24757",604000,"Powiat hrubieszowski",2017,50.5
"24758",605000,"Powiat janowski",2017,52.2
"24759",606000,"Powiat krasnostawski",2017,51.5
"24760",607000,"Powiat kraśnicki",2017,52.7
"24761",608000,"Powiat lubartowski",2017,56.3
"24762",609000,"Powiat lubelski",2017,44.7
"24763",610000,"Powiat łęczyński",2017,38.7
"24764",611000,"Powiat łukowski",2017,35.5
"24765",612000,"Powiat opolski",2017,44.3
"24766",613000,"Powiat parczewski",2017,55.6
"24767",614000,"Powiat puławski",2017,36.7
"24768",615000,"Powiat radzyński",2017,49.5
"24769",616000,"Powiat rycki",2017,53.1
"24770",617000,"Powiat świdnicki",2017,51.3
"24771",618000,"Powiat tomaszowski",2017,33.4
"24772",619000,"Powiat włodawski",2017,51.5
"24773",620000,"Powiat zamojski",2017,50.4
"24774",661000,"Powiat m.Biała Podlaska",2017,50.8
"24775",662000,"Powiat m.Chełm",2017,45.1
"24776",663000,"Powiat m.Lublin",2017,49.6
"24777",664000,"Powiat m.Zamość",2017,51.8
"24778",801000,"Powiat gorzowski",2017,36.1
"24779",802000,"Powiat krośnieński",2017,35.8
"24780",803000,"Powiat międzyrzecki",2017,46.4
"24781",804000,"Powiat nowosolski",2017,40.1
"24782",805000,"Powiat słubicki",2017,23.8
"24783",806000,"Powiat strzelecko-drezdenecki",2017,36
"24784",807000,"Powiat sulęciński",2017,32.9
"24785",808000,"Powiat świebodziński",2017,35.4
"24786",809000,"Powiat zielonogórski",2017,38.5
"24787",810000,"Powiat żagański",2017,29.9
"24788",811000,"Powiat żarski",2017,34.2
"24789",812000,"Powiat wschowski",2017,44.3
"24790",861000,"Powiat m.Gorzów Wielkopolski",2017,25.1
"24791",862000,"Powiat m.Zielona Góra",2017,21.5
"24792",1001000,"Powiat bełchatowski",2017,43.3
"24793",1002000,"Powiat kutnowski",2017,54.2
"24794",1003000,"Powiat łaski",2017,45.1
"24795",1004000,"Powiat łęczycki",2017,57.4
"24796",1005000,"Powiat łowicki",2017,46.9
"24797",1006000,"Powiat łódzki wschodni",2017,46.2
"24798",1007000,"Powiat opoczyński",2017,25
"24799",1008000,"Powiat pabianicki",2017,37.3
"24800",1009000,"Powiat pajęczański",2017,43.4
"24801",1010000,"Powiat piotrkowski",2017,40.4
"24802",1011000,"Powiat poddębicki",2017,52.1
"24803",1012000,"Powiat radomszczański",2017,51
"24804",1013000,"Powiat rawski",2017,39.3
"24805",1014000,"Powiat sieradzki",2017,38.8
"24806",1015000,"Powiat skierniewicki",2017,44.8
"24807",1016000,"Powiat tomaszowski",2017,37.9
"24808",1017000,"Powiat wieluński",2017,53.3
"24809",1018000,"Powiat wieruszowski",2017,33.5
"24810",1019000,"Powiat zduńskowolski",2017,52.1
"24811",1020000,"Powiat zgierski",2017,38.3
"24812",1021000,"Powiat brzeziński",2017,35.2
"24813",1061000,"Powiat m.Łódź",2017,48.4
"24814",1062000,"Powiat m.Piotrków Trybunalski",2017,42.7
"24815",1063000,"Powiat m.Skierniewice",2017,50.2
"24816",1201000,"Powiat bocheński",2017,49.5
"24817",1202000,"Powiat brzeski",2017,52.9
"24818",1203000,"Powiat chrzanowski",2017,42.6
"24819",1204000,"Powiat dąbrowski",2017,49.8
"24820",1205000,"Powiat gorlicki",2017,42.5
"24821",1206000,"Powiat krakowski",2017,44.4
"24822",1207000,"Powiat limanowski",2017,44.1
"24823",1208000,"Powiat miechowski",2017,49.4
"24824",1209000,"Powiat myślenicki",2017,21.9
"24825",1210000,"Powiat nowosądecki",2017,47.9
"24826",1211000,"Powiat nowotarski",2017,38.9
"24827",1212000,"Powiat olkuski",2017,43.6
"24828",1213000,"Powiat oświęcimski",2017,39.6
"24829",1214000,"Powiat proszowicki",2017,48.2
"24830",1215000,"Powiat suski",2017,25.5
"24831",1216000,"Powiat tarnowski",2017,46.6
"24832",1217000,"Powiat tatrzański",2017,53.2
"24833",1218000,"Powiat wadowicki",2017,37.6
"24834",1219000,"Powiat wielicki",2017,44
"24835",1261000,"Powiat m.Kraków",2017,42.6
"24836",1262000,"Powiat m.Nowy Sącz",2017,35.3
"24837",1263000,"Powiat m.Tarnów",2017,49.8
"24838",1401000,"Powiat białobrzeski",2017,50.5
"24839",1402000,"Powiat ciechanowski",2017,42.3
"24840",1403000,"Powiat garwoliński",2017,51
"24841",1404000,"Powiat gostyniński",2017,54.9
"24842",1405000,"Powiat grodziski",2017,31.8
"24843",1406000,"Powiat grójecki",2017,18.3
"24844",1407000,"Powiat kozienicki",2017,53.6
"24845",1408000,"Powiat legionowski",2017,39.3
"24846",1409000,"Powiat lipski",2017,49.5
"24847",1410000,"Powiat łosicki",2017,53.7
"24848",1411000,"Powiat makowski",2017,55.1
"24849",1412000,"Powiat miński",2017,42.9
"24850",1413000,"Powiat mławski",2017,41.7
"24851",1414000,"Powiat nowodworski",2017,41.6
"24852",1415000,"Powiat ostrołęcki",2017,53.5
"24853",1416000,"Powiat ostrowski",2017,49.3
"24854",1417000,"Powiat otwocki",2017,39.4
"24855",1418000,"Powiat piaseczyński",2017,40.3
"24856",1419000,"Powiat płocki",2017,48.3
"24857",1420000,"Powiat płoński",2017,50.2
"24858",1421000,"Powiat pruszkowski",2017,48
"24859",1422000,"Powiat przasnyski",2017,51.6
"24860",1423000,"Powiat przysuski",2017,58.3
"24861",1424000,"Powiat pułtuski",2017,49.7
"24862",1425000,"Powiat radomski",2017,55.7
"24863",1426000,"Powiat siedlecki",2017,44.9
"24864",1427000,"Powiat sierpecki",2017,61.3
"24865",1428000,"Powiat sochaczewski",2017,44.5
"24866",1429000,"Powiat sokołowski",2017,47.5
"24867",1430000,"Powiat szydłowiecki",2017,55.1
"24868",1432000,"Powiat warszawski zachodni",2017,38.8
"24869",1433000,"Powiat węgrowski",2017,55
"24870",1434000,"Powiat wołomiński",2017,43.3
"24871",1435000,"Powiat wyszkowski",2017,28
"24872",1436000,"Powiat zwoleński",2017,38.7
"24873",1437000,"Powiat żuromiński",2017,51.4
"24874",1438000,"Powiat żyrardowski",2017,53.9
"24875",1461000,"Powiat m.Ostrołęka",2017,58.7
"24876",1462000,"Powiat m.Płock",2017,47
"24877",1463000,"Powiat m.Radom",2017,52.7
"24878",1464000,"Powiat m.Siedlce",2017,45.4
"24879",1465000,"Powiat m. st. Warszawa",2017,42.1
"24880",1601000,"Powiat brzeski",2017,40.6
"24881",1602000,"Powiat głubczycki",2017,50.4
"24882",1603000,"Powiat kędzierzyńsko-kozielski",2017,47.6
"24883",1604000,"Powiat kluczborski",2017,46.5
"24884",1605000,"Powiat krapkowicki",2017,49.5
"24885",1606000,"Powiat namysłowski",2017,41.8
"24886",1607000,"Powiat nyski",2017,31.7
"24887",1608000,"Powiat oleski",2017,49.3
"24888",1609000,"Powiat opolski",2017,45.7
"24889",1610000,"Powiat prudnicki",2017,43
"24890",1611000,"Powiat strzelecki",2017,37
"24891",1661000,"Powiat m.Opole",2017,42.9
"24892",1801000,"Powiat bieszczadzki",2017,54.3
"24893",1802000,"Powiat brzozowski",2017,62.8
"24894",1803000,"Powiat dębicki",2017,48.5
"24895",1804000,"Powiat jarosławski",2017,55.9
"24896",1805000,"Powiat jasielski",2017,56.8
"24897",1806000,"Powiat kolbuszowski",2017,52.4
"24898",1807000,"Powiat krośnieński",2017,44.1
"24899",1808000,"Powiat leżajski",2017,48.2
"24900",1809000,"Powiat lubaczowski",2017,40.6
"24901",1810000,"Powiat łańcucki",2017,51.6
"24902",1811000,"Powiat mielecki",2017,46.8
"24903",1812000,"Powiat niżański",2017,52.8
"24904",1813000,"Powiat przemyski",2017,56.6
"24905",1814000,"Powiat przeworski",2017,52.4
"24906",1815000,"Powiat ropczycko-sędziszowski",2017,43.3
"24907",1816000,"Powiat rzeszowski",2017,54.6
"24908",1817000,"Powiat sanocki",2017,46
"24909",1818000,"Powiat stalowowolski",2017,29.2
"24910",1819000,"Powiat strzyżowski",2017,57.1
"24911",1820000,"Powiat tarnobrzeski",2017,48.2
"24912",1821000,"Powiat leski",2017,47.8
"24913",1861000,"Powiat m.Krosno",2017,39.1
"24914",1862000,"Powiat m.Przemyśl",2017,60
"24915",1863000,"Powiat m.Rzeszów",2017,58
"24916",1864000,"Powiat m.Tarnobrzeg",2017,49.2
"24917",2001000,"Powiat augustowski",2017,41.9
"24918",2002000,"Powiat białostocki",2017,47.2
"24919",2003000,"Powiat bielski",2017,44
"24920",2004000,"Powiat grajewski",2017,54
"24921",2005000,"Powiat hajnowski",2017,40.8
"24922",2006000,"Powiat kolneński",2017,52.9
"24923",2007000,"Powiat łomżyński",2017,47.1
"24924",2008000,"Powiat moniecki",2017,45.9
"24925",2009000,"Powiat sejneński",2017,48
"24926",2010000,"Powiat siemiatycki",2017,51.1
"24927",2011000,"Powiat sokólski",2017,56.1
"24928",2012000,"Powiat suwalski",2017,40.7
"24929",2013000,"Powiat wysokomazowiecki",2017,50.2
"24930",2014000,"Powiat zambrowski",2017,51.9
"24931",2061000,"Powiat m.Białystok",2017,47.3
"24932",2062000,"Powiat m.Łomża",2017,45.3
"24933",2063000,"Powiat m.Suwałki",2017,37.2
"24934",2201000,"Powiat bytowski",2017,40.9
"24935",2202000,"Powiat chojnicki",2017,52.9
"24936",2203000,"Powiat człuchowski",2017,43.4
"24937",2204000,"Powiat gdański",2017,45.9
"24938",2205000,"Powiat kartuski",2017,22.2
"24939",2206000,"Powiat kościerski",2017,33.6
"24940",2207000,"Powiat kwidzyński",2017,48.4
"24941",2208000,"Powiat lęborski",2017,23.4
"24942",2209000,"Powiat malborski",2017,38.6
"24943",2210000,"Powiat nowodworski",2017,21.3
"24944",2211000,"Powiat pucki",2017,27
"24945",2212000,"Powiat słupski",2017,32.3
"24946",2213000,"Powiat starogardzki",2017,29.1
"24947",2214000,"Powiat tczewski",2017,48.5
"24948",2215000,"Powiat wejherowski",2017,34
"24949",2216000,"Powiat sztumski",2017,40.9
"24950",2261000,"Powiat m.Gdańsk",2017,39.8
"24951",2262000,"Powiat m.Gdynia",2017,31.1
"24952",2263000,"Powiat m.Słupsk",2017,29.2
"24953",2264000,"Powiat m.Sopot",2017,30.5
"24954",2401000,"Powiat będziński",2017,42.4
"24955",2402000,"Powiat bielski",2017,30.9
"24956",2403000,"Powiat cieszyński",2017,41.7
"24957",2404000,"Powiat częstochowski",2017,45.1
"24958",2405000,"Powiat gliwicki",2017,44.6
"24959",2406000,"Powiat kłobucki",2017,40.6
"24960",2407000,"Powiat lubliniecki",2017,47.9
"24961",2408000,"Powiat mikołowski",2017,34.5
"24962",2409000,"Powiat myszkowski",2017,34.8
"24963",2410000,"Powiat pszczyński",2017,31.1
"24964",2411000,"Powiat raciborski",2017,46.2
"24965",2412000,"Powiat rybnicki",2017,39.9
"24966",2413000,"Powiat tarnogórski",2017,47
"24967",2414000,"Powiat bieruńsko-lędziński",2017,33.4
"24968",2415000,"Powiat wodzisławski",2017,42.6
"24969",2416000,"Powiat zawierciański",2017,47.1
"24970",2417000,"Powiat żywiecki",2017,38.6
"24971",2461000,"Powiat m.Bielsko-Biała",2017,34.2
"24972",2462000,"Powiat m.Bytom",2017,43.4
"24973",2463000,"Powiat m.Chorzów",2017,39
"24974",2464000,"Powiat m.Częstochowa",2017,41
"24975",2465000,"Powiat m.Dąbrowa Górnicza",2017,49.5
"24976",2466000,"Powiat m.Gliwice",2017,42.9
"24977",2467000,"Powiat m.Jastrzębie-Zdrój",2017,34
"24978",2468000,"Powiat m.Jaworzno",2017,36.5
"24979",2469000,"Powiat m.Katowice",2017,39
"24980",2470000,"Powiat m.Mysłowice",2017,32.8
"24981",2471000,"Powiat m.Piekary Śląskie",2017,41.7
"24982",2472000,"Powiat m.Ruda Śląska",2017,28.8
"24983",2473000,"Powiat m.Rybnik",2017,42.1
"24984",2474000,"Powiat m.Siemianowice Śląskie",2017,30
"24985",2475000,"Powiat m.Sosnowiec",2017,40.1
"24986",2476000,"Powiat m.Świętochłowice",2017,39.2
"24987",2477000,"Powiat m.Tychy",2017,36
"24988",2478000,"Powiat m.Zabrze",2017,34.6
"24989",2479000,"Powiat m.Żory",2017,31.8
"24990",2601000,"Powiat buski",2017,37.3
"24991",2602000,"Powiat jędrzejowski",2017,42.6
"24992",2603000,"Powiat kazimierski",2017,57.3
"24993",2604000,"Powiat kielecki",2017,30
"24994",2605000,"Powiat konecki",2017,32.6
"24995",2606000,"Powiat opatowski",2017,41.1
"24996",2607000,"Powiat ostrowiecki",2017,41.5
"24997",2608000,"Powiat pińczowski",2017,54.3
"24998",2609000,"Powiat sandomierski",2017,45.3
"24999",2610000,"Powiat skarżyski",2017,35.2
"25000",2611000,"Powiat starachowicki",2017,47.3
"25001",2612000,"Powiat staszowski",2017,39.1
"25002",2613000,"Powiat włoszczowski",2017,46.4
"25003",2661000,"Powiat m.Kielce",2017,45.3
"25004",2801000,"Powiat bartoszycki",2017,53.3
"25005",2802000,"Powiat braniewski",2017,53.4
"25006",2803000,"Powiat działdowski",2017,57.5
"25007",2804000,"Powiat elbląski",2017,51.4
"25008",2805000,"Powiat ełcki",2017,46.4
"25009",2806000,"Powiat giżycki",2017,33.7
"25010",2807000,"Powiat iławski",2017,22.9
"25011",2808000,"Powiat kętrzyński",2017,46.6
"25012",2809000,"Powiat lidzbarski",2017,46
"25013",2810000,"Powiat mrągowski",2017,32.5
"25014",2811000,"Powiat nidzicki",2017,39.3
"25015",2812000,"Powiat nowomiejski",2017,46
"25016",2813000,"Powiat olecki",2017,55.1
"25017",2814000,"Powiat olsztyński",2017,45.8
"25018",2815000,"Powiat ostródzki",2017,44.9
"25019",2816000,"Powiat piski",2017,40
"25020",2817000,"Powiat szczycieński",2017,31.6
"25021",2818000,"Powiat gołdapski",2017,42.3
"25022",2819000,"Powiat węgorzewski",2017,41.2
"25023",2861000,"Powiat m.Elbląg",2017,42
"25024",2862000,"Powiat m.Olsztyn",2017,37.9
"25025",3001000,"Powiat chodzieski",2017,49.1
"25026",3002000,"Powiat czarnkowsko-trzcianecki",2017,28.5
"25027",3003000,"Powiat gnieźnieński",2017,39.4
"25028",3004000,"Powiat gostyński",2017,43.9
"25029",3005000,"Powiat grodziski",2017,39.1
"25030",3006000,"Powiat jarociński",2017,30.4
"25031",3007000,"Powiat kaliski",2017,35.6
"25032",3008000,"Powiat kępiński",2017,40
"25033",3009000,"Powiat kolski",2017,30.3
"25034",3010000,"Powiat koniński",2017,50.2
"25035",3011000,"Powiat kościański",2017,42.4
"25036",3012000,"Powiat krotoszyński",2017,33.7
"25037",3013000,"Powiat leszczyński",2017,40.1
"25038",3014000,"Powiat międzychodzki",2017,25.6
"25039",3015000,"Powiat nowotomyski",2017,26.6
"25040",3016000,"Powiat obornicki",2017,40.5
"25041",3017000,"Powiat ostrowski",2017,33
"25042",3018000,"Powiat ostrzeszowski",2017,42.4
"25043",3019000,"Powiat pilski",2017,39.3
"25044",3020000,"Powiat pleszewski",2017,17.6
"25045",3021000,"Powiat poznański",2017,40.2
"25046",3022000,"Powiat rawicki",2017,33.2
"25047",3023000,"Powiat słupecki",2017,38.6
"25048",3024000,"Powiat szamotulski",2017,47.5
"25049",3025000,"Powiat średzki",2017,44.1
"25050",3026000,"Powiat śremski",2017,31.2
"25051",3027000,"Powiat turecki",2017,34.5
"25052",3028000,"Powiat wągrowiecki",2017,31.3
"25053",3029000,"Powiat wolsztyński",2017,37
"25054",3030000,"Powiat wrzesiński",2017,24
"25055",3031000,"Powiat złotowski",2017,43.1
"25056",3061000,"Powiat m.Kalisz",2017,35.7
"25057",3062000,"Powiat m.Konin",2017,49.7
"25058",3063000,"Powiat m.Leszno",2017,43.7
"25059",3064000,"Powiat m.Poznań",2017,34.6
"25060",3201000,"Powiat białogardzki",2017,50.6
"25061",3202000,"Powiat choszczeński",2017,47.9
"25062",3203000,"Powiat drawski",2017,43.4
"25063",3204000,"Powiat goleniowski",2017,42.2
"25064",3205000,"Powiat gryficki",2017,28.2
"25065",3206000,"Powiat gryfiński",2017,53.2
"25066",3207000,"Powiat kamieński",2017,46
"25067",3208000,"Powiat kołobrzeski",2017,32
"25068",3209000,"Powiat koszaliński",2017,43.2
"25069",3210000,"Powiat myśliborski",2017,43.2
"25070",3211000,"Powiat policki",2017,45
"25071",3212000,"Powiat pyrzycki",2017,51.4
"25072",3213000,"Powiat sławieński",2017,37
"25073",3214000,"Powiat stargardzki",2017,42
"25074",3215000,"Powiat szczecinecki",2017,49
"25075",3216000,"Powiat świdwiński",2017,36.7
"25076",3217000,"Powiat wałecki",2017,34.9
"25077",3218000,"Powiat łobeski",2017,53.6
"25078",3261000,"Powiat m.Koszalin",2017,40.2
"25079",3262000,"Powiat m.Szczecin",2017,33.1
"25080",3263000,"Powiat m.Świnoujście",2017,28.3
"25081",201000,"Powiat bolesławiecki",2018,27.4
"25082",202000,"Powiat dzierżoniowski",2018,25.4
"25083",203000,"Powiat głogowski",2018,47.9
"25084",204000,"Powiat górowski",2018,45.7
"25085",205000,"Powiat jaworski",2018,41.1
"25086",206000,"Powiat jeleniogórski",2018,42.5
"25087",207000,"Powiat kamiennogórski",2018,21.6
"25088",208000,"Powiat kłodzki",2018,40.7
"25089",209000,"Powiat legnicki",2018,53
"25090",210000,"Powiat lubański",2018,38.9
"25091",211000,"Powiat lubiński",2018,35.6
"25092",212000,"Powiat lwówecki",2018,39.1
"25093",213000,"Powiat milicki",2018,49.1
"25094",214000,"Powiat oleśnicki",2018,39.3
"25095",215000,"Powiat oławski",2018,45.5
"25096",216000,"Powiat polkowicki",2018,39.8
"25097",217000,"Powiat strzeliński",2018,49.4
"25098",218000,"Powiat średzki",2018,40.8
"25099",219000,"Powiat świdnicki",2018,30.4
"25100",220000,"Powiat trzebnicki",2018,45
"25101",221000,"Powiat wałbrzyski",2018,33.6
"25102",222000,"Powiat wołowski",2018,55.1
"25103",223000,"Powiat wrocławski",2018,40
"25104",224000,"Powiat ząbkowicki",2018,35.8
"25105",225000,"Powiat zgorzelecki",2018,41.6
"25106",226000,"Powiat złotoryjski",2018,48.9
"25107",261000,"Powiat m.Jelenia Góra",2018,25.7
"25108",262000,"Powiat m.Legnica",2018,48.1
"25109",264000,"Powiat m.Wrocław",2018,35.8
"25110",265000,"Powiat m.Wałbrzych od 2013",2018,33.5
"25111",401000,"Powiat aleksandrowski",2018,46.4
"25112",402000,"Powiat brodnicki",2018,49.8
"25113",403000,"Powiat bydgoski",2018,43.1
"25114",404000,"Powiat chełmiński",2018,54.1
"25115",405000,"Powiat golubsko-dobrzyński",2018,51.6
"25116",406000,"Powiat grudziądzki",2018,56.1
"25117",407000,"Powiat inowrocławski",2018,49.6
"25118",408000,"Powiat lipnowski",2018,47.8
"25119",409000,"Powiat mogileński",2018,48.7
"25120",410000,"Powiat nakielski",2018,49
"25121",411000,"Powiat radziejowski",2018,58.9
"25122",412000,"Powiat rypiński",2018,46.3
"25123",413000,"Powiat sępoleński",2018,50
"25124",414000,"Powiat świecki",2018,44.3
"25125",415000,"Powiat toruński",2018,48.2
"25126",416000,"Powiat tucholski",2018,55.5
"25127",417000,"Powiat wąbrzeski",2018,56.7
"25128",418000,"Powiat włocławski",2018,64.2
"25129",419000,"Powiat żniński",2018,47
"25130",461000,"Powiat m.Bydgoszcz",2018,42.7
"25131",462000,"Powiat m.Grudziądz",2018,49.8
"25132",463000,"Powiat m.Toruń",2018,44.4
"25133",464000,"Powiat m.Włocławek",2018,56.2
"25134",601000,"Powiat bialski",2018,51.8
"25135",602000,"Powiat biłgorajski",2018,36.8
"25136",603000,"Powiat chełmski",2018,51.4
"25137",604000,"Powiat hrubieszowski",2018,50.1
"25138",605000,"Powiat janowski",2018,44.9
"25139",606000,"Powiat krasnostawski",2018,54.9
"25140",607000,"Powiat kraśnicki",2018,48.2
"25141",608000,"Powiat lubartowski",2018,56.7
"25142",609000,"Powiat lubelski",2018,46.4
"25143",610000,"Powiat łęczyński",2018,39.6
"25144",611000,"Powiat łukowski",2018,35.4
"25145",612000,"Powiat opolski",2018,43.5
"25146",613000,"Powiat parczewski",2018,52.5
"25147",614000,"Powiat puławski",2018,38
"25148",615000,"Powiat radzyński",2018,50.2
"25149",616000,"Powiat rycki",2018,53.4
"25150",617000,"Powiat świdnicki",2018,49.9
"25151",618000,"Powiat tomaszowski",2018,34.8
"25152",619000,"Powiat włodawski",2018,50.8
"25153",620000,"Powiat zamojski",2018,51.1
"25154",661000,"Powiat m.Biała Podlaska",2018,53
"25155",662000,"Powiat m.Chełm",2018,47
"25156",663000,"Powiat m.Lublin",2018,48.5
"25157",664000,"Powiat m.Zamość",2018,47.7
"25158",801000,"Powiat gorzowski",2018,32.7
"25159",802000,"Powiat krośnieński",2018,44.6
"25160",803000,"Powiat międzyrzecki",2018,48.6
"25161",804000,"Powiat nowosolski",2018,43.6
"25162",805000,"Powiat słubicki",2018,31.8
"25163",806000,"Powiat strzelecko-drezdenecki",2018,32.8
"25164",807000,"Powiat sulęciński",2018,34.1
"25165",808000,"Powiat świebodziński",2018,33.7
"25166",809000,"Powiat zielonogórski",2018,35.2
"25167",810000,"Powiat żagański",2018,30.7
"25168",811000,"Powiat żarski",2018,38.4
"25169",812000,"Powiat wschowski",2018,44.8
"25170",861000,"Powiat m.Gorzów Wielkopolski",2018,17
"25171",862000,"Powiat m.Zielona Góra",2018,30.4
"25172",1001000,"Powiat bełchatowski",2018,43.7
"25173",1002000,"Powiat kutnowski",2018,53.4
"25174",1003000,"Powiat łaski",2018,41.3
"25175",1004000,"Powiat łęczycki",2018,59.6
"25176",1005000,"Powiat łowicki",2018,45.4
"25177",1006000,"Powiat łódzki wschodni",2018,48.8
"25178",1007000,"Powiat opoczyński",2018,27.5
"25179",1008000,"Powiat pabianicki",2018,38.9
"25180",1009000,"Powiat pajęczański",2018,44.2
"25181",1010000,"Powiat piotrkowski",2018,40.1
"25182",1011000,"Powiat poddębicki",2018,50.4
"25183",1012000,"Powiat radomszczański",2018,46.9
"25184",1013000,"Powiat rawski",2018,40.9
"25185",1014000,"Powiat sieradzki",2018,35.8
"25186",1015000,"Powiat skierniewicki",2018,47.4
"25187",1016000,"Powiat tomaszowski",2018,36
"25188",1017000,"Powiat wieluński",2018,55.1
"25189",1018000,"Powiat wieruszowski",2018,35.5
"25190",1019000,"Powiat zduńskowolski",2018,48.2
"25191",1020000,"Powiat zgierski",2018,34.7
"25192",1021000,"Powiat brzeziński",2018,33.3
"25193",1061000,"Powiat m.Łódź",2018,47.4
"25194",1062000,"Powiat m.Piotrków Trybunalski",2018,42.6
"25195",1063000,"Powiat m.Skierniewice",2018,49.3
"25196",1201000,"Powiat bocheński",2018,53.1
"25197",1202000,"Powiat brzeski",2018,52
"25198",1203000,"Powiat chrzanowski",2018,42.7
"25199",1204000,"Powiat dąbrowski",2018,51.4
"25200",1205000,"Powiat gorlicki",2018,38.7
"25201",1206000,"Powiat krakowski",2018,44.5
"25202",1207000,"Powiat limanowski",2018,45.6
"25203",1208000,"Powiat miechowski",2018,54
"25204",1209000,"Powiat myślenicki",2018,17.2
"25205",1210000,"Powiat nowosądecki",2018,52.2
"25206",1211000,"Powiat nowotarski",2018,37.8
"25207",1212000,"Powiat olkuski",2018,44.8
"25208",1213000,"Powiat oświęcimski",2018,36.3
"25209",1214000,"Powiat proszowicki",2018,53.1
"25210",1215000,"Powiat suski",2018,30.5
"25211",1216000,"Powiat tarnowski",2018,46.4
"25212",1217000,"Powiat tatrzański",2018,53.6
"25213",1218000,"Powiat wadowicki",2018,43.5
"25214",1219000,"Powiat wielicki",2018,43.9
"25215",1261000,"Powiat m.Kraków",2018,41.4
"25216",1262000,"Powiat m.Nowy Sącz",2018,25.6
"25217",1263000,"Powiat m.Tarnów",2018,50.6
"25218",1401000,"Powiat białobrzeski",2018,47.3
"25219",1402000,"Powiat ciechanowski",2018,41.3
"25220",1403000,"Powiat garwoliński",2018,50
"25221",1404000,"Powiat gostyniński",2018,55.2
"25222",1405000,"Powiat grodziski",2018,33.2
"25223",1406000,"Powiat grójecki",2018,22.2
"25224",1407000,"Powiat kozienicki",2018,49.7
"25225",1408000,"Powiat legionowski",2018,35.2
"25226",1409000,"Powiat lipski",2018,47
"25227",1410000,"Powiat łosicki",2018,47.5
"25228",1411000,"Powiat makowski",2018,57.8
"25229",1412000,"Powiat miński",2018,42.1
"25230",1413000,"Powiat mławski",2018,36.3
"25231",1414000,"Powiat nowodworski",2018,42.1
"25232",1415000,"Powiat ostrołęcki",2018,51.7
"25233",1416000,"Powiat ostrowski",2018,48.9
"25234",1417000,"Powiat otwocki",2018,36.1
"25235",1418000,"Powiat piaseczyński",2018,45.4
"25236",1419000,"Powiat płocki",2018,51.5
"25237",1420000,"Powiat płoński",2018,52.2
"25238",1421000,"Powiat pruszkowski",2018,43.8
"25239",1422000,"Powiat przasnyski",2018,51.3
"25240",1423000,"Powiat przysuski",2018,56.4
"25241",1424000,"Powiat pułtuski",2018,46.1
"25242",1425000,"Powiat radomski",2018,53
"25243",1426000,"Powiat siedlecki",2018,46.1
"25244",1427000,"Powiat sierpecki",2018,61.3
"25245",1428000,"Powiat sochaczewski",2018,46.1
"25246",1429000,"Powiat sokołowski",2018,48.7
"25247",1430000,"Powiat szydłowiecki",2018,54.1
"25248",1432000,"Powiat warszawski zachodni",2018,38.8
"25249",1433000,"Powiat węgrowski",2018,49.2
"25250",1434000,"Powiat wołomiński",2018,40.1
"25251",1435000,"Powiat wyszkowski",2018,24.8
"25252",1436000,"Powiat zwoleński",2018,37
"25253",1437000,"Powiat żuromiński",2018,55.5
"25254",1438000,"Powiat żyrardowski",2018,54.8
"25255",1461000,"Powiat m.Ostrołęka",2018,55.1
"25256",1462000,"Powiat m.Płock",2018,49.6
"25257",1463000,"Powiat m.Radom",2018,49.4
"25258",1464000,"Powiat m.Siedlce",2018,43.2
"25259",1465000,"Powiat m. st. Warszawa",2018,36.4
"25260",1601000,"Powiat brzeski",2018,36.2
"25261",1602000,"Powiat głubczycki",2018,51.8
"25262",1603000,"Powiat kędzierzyńsko-kozielski",2018,47.4
"25263",1604000,"Powiat kluczborski",2018,40.1
"25264",1605000,"Powiat krapkowicki",2018,49.5
"25265",1606000,"Powiat namysłowski",2018,39.5
"25266",1607000,"Powiat nyski",2018,31.5
"25267",1608000,"Powiat oleski",2018,42.9
"25268",1609000,"Powiat opolski",2018,43.8
"25269",1610000,"Powiat prudnicki",2018,34.9
"25270",1611000,"Powiat strzelecki",2018,38.2
"25271",1661000,"Powiat m.Opole",2018,39.9
"25272",1801000,"Powiat bieszczadzki",2018,50.8
"25273",1802000,"Powiat brzozowski",2018,61.3
"25274",1803000,"Powiat dębicki",2018,45.3
"25275",1804000,"Powiat jarosławski",2018,56.8
"25276",1805000,"Powiat jasielski",2018,55.8
"25277",1806000,"Powiat kolbuszowski",2018,48.5
"25278",1807000,"Powiat krośnieński",2018,32.7
"25279",1808000,"Powiat leżajski",2018,52.5
"25280",1809000,"Powiat lubaczowski",2018,35.6
"25281",1810000,"Powiat łańcucki",2018,47.6
