"","Kod","Nazwa","rok","Rodziny_ktorym_na_podstawie_decyzji_przyznano_pomoc_wg_przyczyn_ubostwo"
"569",1610000,"Powiat prudnicki",2015,869
"570",1611000,"Powiat strzelecki",2015,715
"571",1661000,"Powiat m.Opole",2015,943
"572",1801000,"Powiat bieszczadzki",2015,677
"573",1802000,"Powiat brzozowski",2015,1788
"574",1803000,"Powiat dębicki",2015,3544
"575",1804000,"Powiat jarosławski",2015,1429
"576",1805000,"Powiat jasielski",2015,3431
"577",1806000,"Powiat kolbuszowski",2015,1220
"578",1807000,"Powiat krośnieński",2015,2492
"579",1808000,"Powiat leżajski",2015,1522
"580",1809000,"Powiat lubaczowski",2015,605
"581",1810000,"Powiat łańcucki",2015,1395
"582",1811000,"Powiat mielecki",2015,1381
"583",1812000,"Powiat niżański",2015,1671
"584",1813000,"Powiat przemyski",2015,2364
"585",1814000,"Powiat przeworski",2015,1603
"586",1815000,"Powiat ropczycko-sędziszowski",2015,1114
"587",1816000,"Powiat rzeszowski",2015,3487
"588",1817000,"Powiat sanocki",2015,2418
"589",1818000,"Powiat stalowowolski",2015,1746
"590",1819000,"Powiat strzyżowski",2015,1050
"591",1820000,"Powiat tarnobrzeski",2015,856
"592",1821000,"Powiat leski",2015,682
"593",1861000,"Powiat m.Krosno",2015,590
"594",1862000,"Powiat m.Przemyśl",2015,1597
"595",1863000,"Powiat m.Rzeszów",2015,2958
"596",1864000,"Powiat m.Tarnobrzeg",2015,538
"597",2001000,"Powiat augustowski",2015,1504
"598",2002000,"Powiat białostocki",2015,3454
"599",2003000,"Powiat bielski",2015,1290
"600",2004000,"Powiat grajewski",2015,1808
"601",2005000,"Powiat hajnowski",2015,1833
"602",2006000,"Powiat kolneński",2015,803
"603",2007000,"Powiat łomżyński",2015,1070
"604",2008000,"Powiat moniecki",2015,911
"605",2009000,"Powiat sejneński",2015,775
"606",2010000,"Powiat siemiatycki",2015,1451
"607",2011000,"Powiat sokólski",2015,2427
"608",2012000,"Powiat suwalski",2015,802
"609",2013000,"Powiat wysokomazowiecki",2015,737
"610",2014000,"Powiat zambrowski",2015,1026
"611",2061000,"Powiat m.Białystok",2015,6238
"612",2062000,"Powiat m.Łomża",2015,1172
"613",2063000,"Powiat m.Suwałki",2015,1652
"614",2201000,"Powiat bytowski",2015,1948
"615",2202000,"Powiat chojnicki",2015,2278
"616",2203000,"Powiat człuchowski",2015,1663
"617",2204000,"Powiat gdański",2015,1620
"618",2205000,"Powiat kartuski",2015,2812
"619",2206000,"Powiat kościerski",2015,1887
"620",2207000,"Powiat kwidzyński",2015,3006
"621",2208000,"Powiat lęborski",2015,2294
"622",2209000,"Powiat malborski",2015,2017
"623",2210000,"Powiat nowodworski",2015,921
"624",2211000,"Powiat pucki",2015,1511
"625",2212000,"Powiat słupski",2015,3474
"626",2213000,"Powiat starogardzki",2015,3402
"627",2214000,"Powiat tczewski",2015,2625
"628",2215000,"Powiat wejherowski",2015,4500
"629",2216000,"Powiat sztumski",2015,1418
"630",2261000,"Powiat m.Gdańsk",2015,4741
"631",2262000,"Powiat m.Gdynia",2015,2491
"632",2263000,"Powiat m.Słupsk",2015,3027
"633",2264000,"Powiat m.Sopot",2015,551
"634",2401000,"Powiat będziński",2015,2392
"635",2402000,"Powiat bielski",2015,1410
"636",2403000,"Powiat cieszyński",2015,2157
"637",2404000,"Powiat częstochowski",2015,1552
"638",2405000,"Powiat gliwicki",2015,1075
"639",2406000,"Powiat kłobucki",2015,1134
"640",2407000,"Powiat lubliniecki",2015,1262
"641",2408000,"Powiat mikołowski",2015,588
"642",2409000,"Powiat myszkowski",2015,304
"643",2410000,"Powiat pszczyński",2015,983
"644",2411000,"Powiat raciborski",2015,565
"645",2412000,"Powiat rybnicki",2015,923
"646",2413000,"Powiat tarnogórski",2015,1464
"647",2414000,"Powiat bieruńsko-lędziński",2015,443
"648",2415000,"Powiat wodzisławski",2015,1185
"649",2416000,"Powiat zawierciański",2015,1515
"650",2417000,"Powiat żywiecki",2015,2324
"651",2461000,"Powiat m.Bielsko-Biała",2015,962
"652",2462000,"Powiat m.Bytom",2015,5041
"653",2463000,"Powiat m.Chorzów",2015,2896
"654",2464000,"Powiat m.Częstochowa",2015,4891
"655",2465000,"Powiat m.Dąbrowa Górnicza",2015,1564
"656",2466000,"Powiat m.Gliwice",2015,2045
"657",2467000,"Powiat m.Jastrzębie-Zdrój",2015,1351
"658",2468000,"Powiat m.Jaworzno",2015,748
"659",2469000,"Powiat m.Katowice",2015,4172
"660",2470000,"Powiat m.Mysłowice",2015,357
"661",2471000,"Powiat m.Piekary Śląskie",2015,866
"662",2472000,"Powiat m.Ruda Śląska",2015,2190
"663",2473000,"Powiat m.Rybnik",2015,1796
"664",2474000,"Powiat m.Siemianowice Śląskie",2015,2152
"665",2475000,"Powiat m.Sosnowiec",2015,3160
"666",2476000,"Powiat m.Świętochłowice",2015,987
"667",2477000,"Powiat m.Tychy",2015,1319
"668",2478000,"Powiat m.Zabrze",2015,2101
"669",2479000,"Powiat m.Żory",2015,452
"670",2601000,"Powiat buski",2015,722
"671",2602000,"Powiat jędrzejowski",2015,1595
"672",2603000,"Powiat kazimierski",2015,350
"673",2604000,"Powiat kielecki",2015,4721
"674",2605000,"Powiat konecki",2015,1404
"675",2606000,"Powiat opatowski",2015,1035
"676",2607000,"Powiat ostrowiecki",2015,2604
"677",2608000,"Powiat pińczowski",2015,508
"678",2609000,"Powiat sandomierski",2015,1267
"679",2610000,"Powiat skarżyski",2015,1381
"680",2611000,"Powiat starachowicki",2015,1949
"681",2612000,"Powiat staszowski",2015,1385
"682",2613000,"Powiat włoszczowski",2015,395
"683",2661000,"Powiat m.Kielce",2015,4798
"684",2801000,"Powiat bartoszycki",2015,2322
"685",2802000,"Powiat braniewski",2015,1431
"686",2803000,"Powiat działdowski",2015,1338
"687",2804000,"Powiat elbląski",2015,3308
"688",2805000,"Powiat ełcki",2015,2528
"689",2806000,"Powiat giżycki",2015,1405
"690",2807000,"Powiat iławski",2015,2862
"691",2808000,"Powiat kętrzyński",2015,2929
"692",2809000,"Powiat lidzbarski",2015,1363
"693",2810000,"Powiat mrągowski",2015,1458
"694",2811000,"Powiat nidzicki",2015,727
"695",2812000,"Powiat nowomiejski",2015,1596
"696",2813000,"Powiat olecki",2015,232
"697",2814000,"Powiat olsztyński",2015,2588
"698",2815000,"Powiat ostródzki",2015,2288
"699",2816000,"Powiat piski",2015,2316
"700",2817000,"Powiat szczycieński",2015,2468
"701",2818000,"Powiat gołdapski",2015,757
"702",2819000,"Powiat węgorzewski",2015,744
"703",2861000,"Powiat m.Elbląg",2015,3643
"704",2862000,"Powiat m.Olsztyn",2015,2631
"705",3001000,"Powiat chodzieski",2015,869
"706",3002000,"Powiat czarnkowsko-trzcianecki",2015,2005
"707",3003000,"Powiat gnieźnieński",2015,2198
"708",3004000,"Powiat gostyński",2015,832
"709",3005000,"Powiat grodziski",2015,524
"710",3006000,"Powiat jarociński",2015,1388
"711",3007000,"Powiat kaliski",2015,991
"712",3008000,"Powiat kępiński",2015,734
"713",3009000,"Powiat kolski",2015,1170
"714",3010000,"Powiat koniński",2015,1340
"715",3011000,"Powiat kościański",2015,1039
"716",3012000,"Powiat krotoszyński",2015,1215
"717",3013000,"Powiat leszczyński",2015,486
"718",3014000,"Powiat międzychodzki",2015,661
"719",3015000,"Powiat nowotomyski",2015,731
"720",3016000,"Powiat obornicki",2015,1140
"721",3017000,"Powiat ostrowski",2015,2846
"722",3018000,"Powiat ostrzeszowski",2015,774
"723",3019000,"Powiat pilski",2015,2705
"724",3020000,"Powiat pleszewski",2015,958
"725",3021000,"Powiat poznański",2015,2691
"726",3022000,"Powiat rawicki",2015,967
"727",3023000,"Powiat słupecki",2015,938
"728",3024000,"Powiat szamotulski",2015,932
"729",3025000,"Powiat średzki",2015,988
"730",3026000,"Powiat śremski",2015,759
"731",3027000,"Powiat turecki",2015,867
"732",3028000,"Powiat wągrowiecki",2015,1073
"733",3029000,"Powiat wolsztyński",2015,573
"734",3030000,"Powiat wrzesiński",2015,935
"735",3031000,"Powiat złotowski",2015,1661
"736",3061000,"Powiat m.Kalisz",2015,2767
"737",3062000,"Powiat m.Konin",2015,2620
"738",3063000,"Powiat m.Leszno",2015,1173
"739",3064000,"Powiat m.Poznań",2015,5656
"740",3201000,"Powiat białogardzki",2015,2059
"741",3202000,"Powiat choszczeński",2015,1547
"742",3203000,"Powiat drawski",2015,1633
"743",3204000,"Powiat goleniowski",2015,1270
"744",3205000,"Powiat gryficki",2015,1408
"745",3206000,"Powiat gryfiński",2015,1720
"746",3207000,"Powiat kamieński",2015,473
"747",3208000,"Powiat kołobrzeski",2015,1053
"748",3209000,"Powiat koszaliński",2015,1822
"749",3210000,"Powiat myśliborski",2015,1671
"750",3211000,"Powiat policki",2015,1146
"751",3212000,"Powiat pyrzycki",2015,1134
"752",3213000,"Powiat sławieński",2015,1135
"753",3214000,"Powiat stargardzki",2015,2888
"754",3215000,"Powiat szczecinecki",2015,2398
"755",3216000,"Powiat świdwiński",2015,1273
"756",3217000,"Powiat wałecki",2015,1623
"757",3218000,"Powiat łobeski",2015,1176
"758",3261000,"Powiat m.Koszalin",2015,1799
"759",3262000,"Powiat m.Szczecin",2015,5874
"760",3263000,"Powiat m.Świnoujście",2015,494
"761",201000,"Powiat bolesławiecki",2016,1124
"762",202000,"Powiat dzierżoniowski",2016,1527
"763",203000,"Powiat głogowski",2016,1032
"764",204000,"Powiat górowski",2016,1122
"765",205000,"Powiat jaworski",2016,862
"766",206000,"Powiat jeleniogórski",2016,963
"767",207000,"Powiat kamiennogórski",2016,615
"768",208000,"Powiat kłodzki",2016,3776
"769",209000,"Powiat legnicki",2016,1366
"770",210000,"Powiat lubański",2016,833
"771",211000,"Powiat lubiński",2016,1192
"772",212000,"Powiat lwówecki",2016,1087
"773",213000,"Powiat milicki",2016,587
"774",214000,"Powiat oleśnicki",2016,1101
"775",215000,"Powiat oławski",2016,360
"776",216000,"Powiat polkowicki",2016,1274
"777",217000,"Powiat strzeliński",2016,310
"778",218000,"Powiat średzki",2016,347
"779",219000,"Powiat świdnicki",2016,2630
"780",220000,"Powiat trzebnicki",2016,1092
"781",221000,"Powiat wałbrzyski",2016,1571
"782",222000,"Powiat wołowski",2016,946
"783",223000,"Powiat wrocławski",2016,788
"784",224000,"Powiat ząbkowicki",2016,1618
"785",225000,"Powiat zgorzelecki",2016,1830
"786",226000,"Powiat złotoryjski",2016,1512
"787",261000,"Powiat m.Jelenia Góra",2016,1568
"788",262000,"Powiat m.Legnica",2016,1892
"789",264000,"Powiat m.Wrocław",2016,4392
"790",265000,"Powiat m.Wałbrzych od 2013",2016,3705
"791",401000,"Powiat aleksandrowski",2016,2452
"792",402000,"Powiat brodnicki",2016,1672
"793",403000,"Powiat bydgoski",2016,1920
"794",404000,"Powiat chełmiński",2016,1364
"795",405000,"Powiat golubsko-dobrzyński",2016,1097
"796",406000,"Powiat grudziądzki",2016,1662
"797",407000,"Powiat inowrocławski",2016,4508
"798",408000,"Powiat lipnowski",2016,2077
"799",409000,"Powiat mogileński",2016,432
"800",410000,"Powiat nakielski",2016,2397
"801",411000,"Powiat radziejowski",2016,1006
"802",412000,"Powiat rypiński",2016,2123
"803",413000,"Powiat sępoleński",2016,691
"804",414000,"Powiat świecki",2016,2685
"805",415000,"Powiat toruński",2016,2381
"806",416000,"Powiat tucholski",2016,1154
"807",417000,"Powiat wąbrzeski",2016,964
"808",418000,"Powiat włocławski",2016,3738
"809",419000,"Powiat żniński",2016,1883
"810",461000,"Powiat m.Bydgoszcz",2016,3731
"811",462000,"Powiat m.Grudziądz",2016,3304
"812",463000,"Powiat m.Toruń",2016,4058
"813",464000,"Powiat m.Włocławek",2016,5738
"814",601000,"Powiat bialski",2016,1887
"815",602000,"Powiat biłgorajski",2016,1592
"816",603000,"Powiat chełmski",2016,2130
"817",604000,"Powiat hrubieszowski",2016,1434
"818",605000,"Powiat janowski",2016,1007
"819",606000,"Powiat krasnostawski",2016,1441
"820",607000,"Powiat kraśnicki",2016,2045
"821",608000,"Powiat lubartowski",2016,2194
"822",609000,"Powiat lubelski",2016,1864
"823",610000,"Powiat łęczyński",2016,924
"824",611000,"Powiat łukowski",2016,1606
"825",612000,"Powiat opolski",2016,1290
"826",613000,"Powiat parczewski",2016,1051
"827",614000,"Powiat puławski",2016,1610
"828",615000,"Powiat radzyński",2016,1132
"829",616000,"Powiat rycki",2016,1081
"830",617000,"Powiat świdnicki",2016,1151
"831",618000,"Powiat tomaszowski",2016,1454
"832",619000,"Powiat włodawski",2016,1205
"833",620000,"Powiat zamojski",2016,1682
"834",661000,"Powiat m.Biała Podlaska",2016,794
"835",662000,"Powiat m.Chełm",2016,1264
"836",663000,"Powiat m.Lublin",2016,5198
"837",664000,"Powiat m.Zamość",2016,1376
"838",801000,"Powiat gorzowski",2016,1149
"839",802000,"Powiat krośnieński",2016,1498
"840",803000,"Powiat międzyrzecki",2016,1378
"841",804000,"Powiat nowosolski",2016,2051
"842",805000,"Powiat słubicki",2016,1029
"843",806000,"Powiat strzelecko-drezdenecki",2016,2302
"844",807000,"Powiat sulęciński",2016,1461
"845",808000,"Powiat świebodziński",2016,1316
"846",809000,"Powiat zielonogórski",2016,1551
"847",810000,"Powiat żagański",2016,2681
"848",811000,"Powiat żarski",2016,3071
"849",812000,"Powiat wschowski",2016,736
"850",861000,"Powiat m.Gorzów Wielkopolski",2016,2175
"851",862000,"Powiat m.Zielona Góra",2016,2247
"852",1001000,"Powiat bełchatowski",2016,2599
"853",1002000,"Powiat kutnowski",2016,2294
"854",1003000,"Powiat łaski",2016,543
"855",1004000,"Powiat łęczycki",2016,1324
"856",1005000,"Powiat łowicki",2016,792
"857",1006000,"Powiat łódzki wschodni",2016,1076
"858",1007000,"Powiat opoczyński",2016,1053
"859",1008000,"Powiat pabianicki",2016,1235
"860",1009000,"Powiat pajęczański",2016,602
"861",1010000,"Powiat piotrkowski",2016,1559
"862",1011000,"Powiat poddębicki",2016,550
"863",1012000,"Powiat radomszczański",2016,2643
"864",1013000,"Powiat rawski",2016,612
"865",1014000,"Powiat sieradzki",2016,2190
"866",1015000,"Powiat skierniewicki",2016,502
"867",1016000,"Powiat tomaszowski",2016,1235
"868",1017000,"Powiat wieluński",2016,914
"869",1018000,"Powiat wieruszowski",2016,682
"870",1019000,"Powiat zduńskowolski",2016,1062
"871",1020000,"Powiat zgierski",2016,2888
"872",1021000,"Powiat brzeziński",2016,744
"873",1061000,"Powiat m.Łódź",2016,12003
"874",1062000,"Powiat m.Piotrków Trybunalski",2016,1910
"875",1063000,"Powiat m.Skierniewice",2016,889
"876",1201000,"Powiat bocheński",2016,1176
"877",1202000,"Powiat brzeski",2016,950
"878",1203000,"Powiat chrzanowski",2016,2086
"879",1204000,"Powiat dąbrowski",2016,1391
"880",1205000,"Powiat gorlicki",2016,2952
"881",1206000,"Powiat krakowski",2016,2463
"882",1207000,"Powiat limanowski",2016,2412
"883",1208000,"Powiat miechowski",2016,554
"884",1209000,"Powiat myślenicki",2016,1196
"885",1210000,"Powiat nowosądecki",2016,4267
"886",1211000,"Powiat nowotarski",2016,1685
"887",1212000,"Powiat olkuski",2016,1216
"888",1213000,"Powiat oświęcimski",2016,1661
"889",1214000,"Powiat proszowicki",2016,472
"890",1215000,"Powiat suski",2016,1541
"891",1216000,"Powiat tarnowski",2016,2636
"892",1217000,"Powiat tatrzański",2016,711
"893",1218000,"Powiat wadowicki",2016,1659
"894",1219000,"Powiat wielicki",2016,1180
"895",1261000,"Powiat m.Kraków",2016,7983
"896",1262000,"Powiat m.Nowy Sącz",2016,1313
"897",1263000,"Powiat m.Tarnów",2016,1912
"898",1401000,"Powiat białobrzeski",2016,910
"899",1402000,"Powiat ciechanowski",2016,1518
"900",1403000,"Powiat garwoliński",2016,1579
"901",1404000,"Powiat gostyniński",2016,820
"902",1405000,"Powiat grodziski",2016,1344
"903",1406000,"Powiat grójecki",2016,992
"904",1407000,"Powiat kozienicki",2016,1409
"905",1408000,"Powiat legionowski",2016,1204
"906",1409000,"Powiat lipski",2016,792
"907",1410000,"Powiat łosicki",2016,729
"908",1411000,"Powiat makowski",2016,1091
"909",1412000,"Powiat miński",2016,1837
"910",1413000,"Powiat mławski",2016,1277
"911",1414000,"Powiat nowodworski",2016,1260
"912",1415000,"Powiat ostrołęcki",2016,2033
"913",1416000,"Powiat ostrowski",2016,1635
"914",1417000,"Powiat otwocki",2016,1457
"915",1418000,"Powiat piaseczyński",2016,1370
"916",1419000,"Powiat płocki",2016,2223
"917",1420000,"Powiat płoński",2016,1215
"918",1421000,"Powiat pruszkowski",2016,986
"919",1422000,"Powiat przasnyski",2016,1908
"920",1423000,"Powiat przysuski",2016,889
"921",1424000,"Powiat pułtuski",2016,1149
"922",1425000,"Powiat radomski",2016,2560
"923",1426000,"Powiat siedlecki",2016,1628
"924",1427000,"Powiat sierpecki",2016,1382
"925",1428000,"Powiat sochaczewski",2016,1286
"926",1429000,"Powiat sokołowski",2016,771
"927",1430000,"Powiat szydłowiecki",2016,1553
"928",1432000,"Powiat warszawski zachodni",2016,903
"929",1433000,"Powiat węgrowski",2016,1934
"930",1434000,"Powiat wołomiński",2016,3352
"931",1435000,"Powiat wyszkowski",2016,1438
"932",1436000,"Powiat zwoleński",2016,675
"933",1437000,"Powiat żuromiński",2016,778
"934",1438000,"Powiat żyrardowski",2016,1062
"935",1461000,"Powiat m.Ostrołęka",2016,1547
"936",1462000,"Powiat m.Płock",2016,1970
"937",1463000,"Powiat m.Radom",2016,6323
"938",1464000,"Powiat m.Siedlce",2016,1537
"939",1465000,"Powiat m. st. Warszawa",2016,14226
"940",1601000,"Powiat brzeski",2016,1569
"941",1602000,"Powiat głubczycki",2016,1364
"942",1603000,"Powiat kędzierzyńsko-kozielski",2016,1565
"943",1604000,"Powiat kluczborski",2016,1074
"944",1605000,"Powiat krapkowicki",2016,856
"945",1606000,"Powiat namysłowski",2016,695
"946",1607000,"Powiat nyski",2016,3119
"947",1608000,"Powiat oleski",2016,603
"948",1609000,"Powiat opolski",2016,919
"949",1610000,"Powiat prudnicki",2016,1306
"950",1611000,"Powiat strzelecki",2016,831
"951",1661000,"Powiat m.Opole",2016,664
"952",1801000,"Powiat bieszczadzki",2016,617
"953",1802000,"Powiat brzozowski",2016,1613
"954",1803000,"Powiat dębicki",2016,3350
"955",1804000,"Powiat jarosławski",2016,1306
"956",1805000,"Powiat jasielski",2016,3351
"957",1806000,"Powiat kolbuszowski",2016,1140
"958",1807000,"Powiat krośnieński",2016,570
"959",1808000,"Powiat leżajski",2016,2239
"960",1809000,"Powiat lubaczowski",2016,676
"961",1810000,"Powiat łańcucki",2016,1454
"962",1811000,"Powiat mielecki",2016,576
"963",1812000,"Powiat niżański",2016,1308
"964",1813000,"Powiat przemyski",2016,1329
"965",1814000,"Powiat przeworski",2016,1618
"966",1815000,"Powiat ropczycko-sędziszowski",2016,2167
"967",1816000,"Powiat rzeszowski",2016,1497
"968",1817000,"Powiat sanocki",2016,1393
"969",1818000,"Powiat stalowowolski",2016,977
"970",1819000,"Powiat strzyżowski",2016,3027
"971",1820000,"Powiat tarnobrzeski",2016,2730
"972",1821000,"Powiat leski",2016,2143
"973",1861000,"Powiat m.Krosno",2016,1446
"974",1862000,"Powiat m.Przemyśl",2016,1018
"975",1863000,"Powiat m.Rzeszów",2016,472
"976",1864000,"Powiat m.Tarnobrzeg",2016,824
"977",2001000,"Powiat augustowski",2016,1360
"978",2002000,"Powiat białostocki",2016,3084
"979",2003000,"Powiat bielski",2016,5798
"980",2004000,"Powiat grajewski",2016,1243
"981",2005000,"Powiat hajnowski",2016,1721
"982",2006000,"Powiat kolneński",2016,1792
"983",2007000,"Powiat łomżyński",2016,801
"984",2008000,"Powiat moniecki",2016,1234
"985",2009000,"Powiat sejneński",2016,1012
"986",2010000,"Powiat siemiatycki",2016,860
"987",2011000,"Powiat sokólski",2016,690
"988",2012000,"Powiat suwalski",2016,1438
"989",2013000,"Powiat wysokomazowiecki",2016,2309
"990",2014000,"Powiat zambrowski",2016,755
"991",2061000,"Powiat m.Białystok",2016,1414
"992",2062000,"Powiat m.Łomża",2016,718
"993",2063000,"Powiat m.Suwałki",2016,941
"994",2201000,"Powiat bytowski",2016,1826
"995",2202000,"Powiat chojnicki",2016,2221
"996",2203000,"Powiat człuchowski",2016,1493
"997",2204000,"Powiat gdański",2016,4446
"998",2205000,"Powiat kartuski",2016,1562
"999",2206000,"Powiat kościerski",2016,2384
"1000",2207000,"Powiat kwidzyński",2016,2666
"1001",2208000,"Powiat lęborski",2016,1850
"1002",2209000,"Powiat malborski",2016,2520
"1003",2210000,"Powiat nowodworski",2016,2201
"1004",2211000,"Powiat pucki",2016,1829
"1005",2212000,"Powiat słupski",2016,878
"1006",2213000,"Powiat starogardzki",2016,1351
"1007",2214000,"Powiat tczewski",2016,2765
"1008",2215000,"Powiat wejherowski",2016,3129
"1009",2216000,"Powiat sztumski",2016,524
"1010",2261000,"Powiat m.Gdańsk",2016,3046
"1011",2262000,"Powiat m.Gdynia",2016,1344
"1012",2263000,"Powiat m.Słupsk",2016,2426
"1013",2264000,"Powiat m.Sopot",2016,4154
"1014",2401000,"Powiat będziński",2016,2287
"1015",2402000,"Powiat bielski",2016,1240
"1016",2403000,"Powiat cieszyński",2016,827
"1017",2404000,"Powiat częstochowski",2016,385
"1018",2405000,"Powiat gliwicki",2016,4810
"1019",2406000,"Powiat kłobucki",2016,2663
"1020",2407000,"Powiat lubliniecki",2016,1657
"1021",2408000,"Powiat mikołowski",2016,4506
"1022",2409000,"Powiat myszkowski",2016,1440
"1023",2410000,"Powiat pszczyński",2016,1340
"1024",2411000,"Powiat raciborski",2016,2003
"1025",2412000,"Powiat rybnicki",2016,995
"1026",2413000,"Powiat tarnogórski",2016,1243
"1027",2414000,"Powiat bieruńsko-lędziński",2016,730
"1028",2415000,"Powiat wodzisławski",2016,3758
"1029",2416000,"Powiat zawierciański",2016,1083
"1030",2417000,"Powiat żywiecki",2016,1154
"1031",2461000,"Powiat m.Bielsko-Biała",2016,583
"1032",2462000,"Powiat m.Bytom",2016,583
"1033",2463000,"Powiat m.Chorzów",2016,346
"1034",2464000,"Powiat m.Częstochowa",2016,812
"1035",2465000,"Powiat m.Dąbrowa Górnicza",2016,886
"1036",2466000,"Powiat m.Gliwice",2016,516
"1037",2467000,"Powiat m.Jastrzębie-Zdrój",2016,1896
"1038",2468000,"Powiat m.Jaworzno",2016,868
"1039",2469000,"Powiat m.Katowice",2016,1763
"1040",2470000,"Powiat m.Mysłowice",2016,2058
"1041",2471000,"Powiat m.Piekary Śląskie",2016,2778
"1042",2472000,"Powiat m.Ruda Śląska",2016,957
"1043",2473000,"Powiat m.Rybnik",2016,1487
"1044",2474000,"Powiat m.Siemianowice Śląskie",2016,1223
"1045",2475000,"Powiat m.Sosnowiec",2016,1177
"1046",2476000,"Powiat m.Świętochłowice",2016,1941
"1047",2477000,"Powiat m.Tychy",2016,1411
"1048",2478000,"Powiat m.Zabrze",2016,439
"1049",2479000,"Powiat m.Żory",2016,1901
"1050",2601000,"Powiat buski",2016,747
"1051",2602000,"Powiat jędrzejowski",2016,1534
"1052",2603000,"Powiat kazimierski",2016,375
"1053",2604000,"Powiat kielecki",2016,4384
"1054",2605000,"Powiat konecki",2016,4264
"1055",2606000,"Powiat opatowski",2016,1403
"1056",2607000,"Powiat ostrowiecki",2016,991
"1057",2608000,"Powiat pińczowski",2016,2473
"1058",2609000,"Powiat sandomierski",2016,521
"1059",2610000,"Powiat skarżyski",2016,1189
"1060",2611000,"Powiat starachowicki",2016,1380
"1061",2612000,"Powiat staszowski",2016,1835
"1062",2613000,"Powiat włoszczowski",2016,1470
"1063",2661000,"Powiat m.Kielce",2016,359
"1064",2801000,"Powiat bartoszycki",2016,2062
"1065",2802000,"Powiat braniewski",2016,1343
"1066",2803000,"Powiat działdowski",2016,1583
"1067",2804000,"Powiat elbląski",2016,3170
"1068",2805000,"Powiat ełcki",2016,3187
"1069",2806000,"Powiat giżycki",2016,2380
"1070",2807000,"Powiat iławski",2016,1313
"1071",2808000,"Powiat kętrzyński",2016,746
"1072",2809000,"Powiat lidzbarski",2016,2284
"1073",2810000,"Powiat mrągowski",2016,2751
"1074",2811000,"Powiat nidzicki",2016,1364
"1075",2812000,"Powiat nowomiejski",2016,1378
"1076",2813000,"Powiat olecki",2016,716
"1077",2814000,"Powiat olsztyński",2016,1451
"1078",2815000,"Powiat ostródzki",2016,235
"1079",2816000,"Powiat piski",2016,2554
"1080",2817000,"Powiat szczycieński",2016,2261
"1081",2818000,"Powiat gołdapski",2016,2168
"1082",2819000,"Powiat węgorzewski",2016,2115
"1083",2861000,"Powiat m.Elbląg",2016,2166
"1084",2862000,"Powiat m.Olsztyn",2016,750
"1085",3001000,"Powiat chodzieski",2016,763
"1086",3002000,"Powiat czarnkowsko-trzcianecki",2016,1834
"1087",3003000,"Powiat gnieźnieński",2016,2045
"1088",3004000,"Powiat gostyński",2016,751
"1089",3005000,"Powiat grodziski",2016,478
"1090",3006000,"Powiat jarociński",2016,929
"1091",3007000,"Powiat kaliski",2016,875
"1092",3008000,"Powiat kępiński",2016,2514
"1093",3009000,"Powiat kolski",2016,724
"1094",3010000,"Powiat koniński",2016,1017
"1095",3011000,"Powiat kościański",2016,2473
"1096",3012000,"Powiat krotoszyński",2016,1200
"1097",3013000,"Powiat leszczyński",2016,972
"1098",3014000,"Powiat międzychodzki",2016,1086
"1099",3015000,"Powiat nowotomyski",2016,474
"1100",3016000,"Powiat obornicki",2016,1366
"1101",3017000,"Powiat ostrowski",2016,590
"1102",3018000,"Powiat ostrzeszowski",2016,650
"1103",3019000,"Powiat pilski",2016,1062
"1104",3020000,"Powiat pleszewski",2016,2489
"1105",3021000,"Powiat poznański",2016,729
"1106",3022000,"Powiat rawicki",2016,2489
"1107",3023000,"Powiat słupecki",2016,814
"1108",3024000,"Powiat szamotulski",2016,5394
"1109",3025000,"Powiat średzki",2016,2543
"1110",3026000,"Powiat śremski",2016,892
"1111",3027000,"Powiat turecki",2016,787
"1112",3028000,"Powiat wągrowiecki",2016,896
"1113",3029000,"Powiat wolsztyński",2016,693
"1114",3030000,"Powiat wrzesiński",2016,661
"1115",3031000,"Powiat złotowski",2016,756
"1116",3061000,"Powiat m.Kalisz",2016,947
"1117",3062000,"Powiat m.Konin",2016,511
"1118",3063000,"Powiat m.Leszno",2016,752
"1119",3064000,"Powiat m.Poznań",2016,1744
"1120",3201000,"Powiat białogardzki",2016,1910
"1121",3202000,"Powiat choszczeński",2016,1427
"1122",3203000,"Powiat drawski",2016,1474
"1123",3204000,"Powiat goleniowski",2016,1089
"1124",3205000,"Powiat gryficki",2016,1415
"1125",3206000,"Powiat gryfiński",2016,1706
"1126",3207000,"Powiat kamieński",2016,425
"1127",3208000,"Powiat kołobrzeski",2016,966
"1128",3209000,"Powiat koszaliński",2016,1615
"1129",3210000,"Powiat myśliborski",2016,1645
"1130",3211000,"Powiat policki",2016,928
"1131",3212000,"Powiat pyrzycki",2016,1558
"1132",3213000,"Powiat sławieński",2016,1085
"1133",3214000,"Powiat stargardzki",2016,1034
"1134",3215000,"Powiat szczecinecki",2016,1074
"1135",3216000,"Powiat świdwiński",2016,2729
"1136",3217000,"Powiat wałecki",2016,5418
"1137",3218000,"Powiat łobeski",2016,2323
"1138",3261000,"Powiat m.Koszalin",2016,1081
"1139",3262000,"Powiat m.Szczecin",2016,467
"1140",3263000,"Powiat m.Świnoujście",2016,1409
"1141",201000,"Powiat bolesławiecki",2017,1086
"1142",202000,"Powiat dzierżoniowski",2017,1306
"1143",203000,"Powiat głogowski",2017,938
