"","Kod","Nazwa","rok","Mieszkania_oddane_do_uzytkowania_ogolem_powierzchnia_uZytkowa_mieszkan_m2"
"10094",1424000,"Powiat pułtuski",1996,8290
"10095",1425000,"Powiat radomski",1996,25005
"10096",1426000,"Powiat siedlecki",1996,17012
"10097",1427000,"Powiat sierpecki",1996,12366
"10098",1428000,"Powiat sochaczewski",1996,18355
"10099",1429000,"Powiat sokołowski",1996,8752
"10100",1430000,"Powiat szydłowiecki",1996,4932
"10101",1431000,"Powiat warszawski",1996,408612
"10102",1432000,"Powiat warszawski zachodni",1996,48424
"10103",1433000,"Powiat węgrowski",1996,9781
"10104",1434000,"Powiat wołomiński",1996,64038
"10105",1435000,"Powiat wyszkowski",1996,8495
"10106",1436000,"Powiat zwoleński",1996,5124
"10107",1437000,"Powiat żuromiński",1996,3235
"10108",1438000,"Powiat żyrardowski",1996,7216
"10109",1461000,"Powiat m.Ostrołęka",1996,24821
"10110",1462000,"Powiat m.Płock",1996,32039
"10111",1463000,"Powiat m.Radom",1996,32643
"10112",1464000,"Powiat m.Siedlce",1996,24154
"10113",1465000,"Powiat m. st. Warszawa",1996,NA
"10114",1601000,"Powiat brzeski",1996,7010
"10115",1602000,"Powiat głubczycki",1996,4217
"10116",1603000,"Powiat kędzierzyńsko-kozielski",1996,3757
"10117",1604000,"Powiat kluczborski",1996,2758
"10118",1605000,"Powiat krapkowicki",1996,2891
"10119",1606000,"Powiat namysłowski",1996,2261
"10120",1607000,"Powiat nyski",1996,12450
"10121",1608000,"Powiat oleski",1996,9136
"10122",1609000,"Powiat opolski",1996,6394
"10123",1610000,"Powiat prudnicki",1996,2601
"10124",1611000,"Powiat strzelecki",1996,3448
"10125",1661000,"Powiat m.Opole",1996,9616
"10126",1801000,"Powiat bieszczadzki",1996,2905
"10127",1802000,"Powiat brzozowski",1996,5978
"10128",1803000,"Powiat dębicki",1996,21769
"10129",1804000,"Powiat jarosławski",1996,6027
"10130",1805000,"Powiat jasielski",1996,13650
"10131",1806000,"Powiat kolbuszowski",1996,6220
"10132",1807000,"Powiat krośnieński",1996,15737
"10133",1808000,"Powiat leżajski",1996,11290
"10134",1809000,"Powiat lubaczowski",1996,4775
"10135",1810000,"Powiat łańcucki",1996,13083
"10136",1811000,"Powiat mielecki",1996,21995
"10137",1812000,"Powiat niżański",1996,9580
"10138",1813000,"Powiat przemyski",1996,2394
"10139",1814000,"Powiat przeworski",1996,4699
"10140",1815000,"Powiat ropczycko-sędziszowski",1996,16493
"10141",1816000,"Powiat rzeszowski",1996,20670
"10142",1817000,"Powiat sanocki",1996,5801
"10143",1818000,"Powiat stalowowolski",1996,17366
"10144",1819000,"Powiat strzyżowski",1996,4499
"10145",1820000,"Powiat tarnobrzeski",1996,4837
"10146",1821000,"Powiat leski",1996,NA
"10147",1861000,"Powiat m.Krosno",1996,8199
"10148",1862000,"Powiat m.Przemyśl",1996,6090
"10149",1863000,"Powiat m.Rzeszów",1996,15837
"10150",1864000,"Powiat m.Tarnobrzeg",1996,6975
"10151",2001000,"Powiat augustowski",1996,7299
"10152",2002000,"Powiat białostocki",1996,50556
"10153",2003000,"Powiat bielski",1996,20120
"10154",2004000,"Powiat grajewski",1996,7558
"10155",2005000,"Powiat hajnowski",1996,6771
"10156",2006000,"Powiat kolneński",1996,7347
"10157",2007000,"Powiat łomżyński",1996,19459
"10158",2008000,"Powiat moniecki",1996,7632
"10159",2009000,"Powiat sejneński",1996,2319
"10160",2010000,"Powiat siemiatycki",1996,10662
"10161",2011000,"Powiat sokólski",1996,8942
"10162",2012000,"Powiat suwalski",1996,3351
"10163",2013000,"Powiat wysokomazowiecki",1996,11560
"10164",2014000,"Powiat zambrowski",1996,8828
"10165",2061000,"Powiat m.Białystok",1996,144086
"10166",2062000,"Powiat m.Łomża",1996,13939
"10167",2063000,"Powiat m.Suwałki",1996,22397
"10168",2201000,"Powiat bytowski",1996,4736
"10169",2202000,"Powiat chojnicki",1996,8026
"10170",2203000,"Powiat człuchowski",1996,1837
"10171",2204000,"Powiat gdański",1996,13169
"10172",2205000,"Powiat kartuski",1996,12930
"10173",2206000,"Powiat kościerski",1996,5198
"10174",2207000,"Powiat kwidzyński",1996,11193
"10175",2208000,"Powiat lęborski",1996,11374
"10176",2209000,"Powiat malborski",1996,6095
"10177",2210000,"Powiat nowodworski",1996,2535
"10178",2211000,"Powiat pucki",1996,11190
"10179",2212000,"Powiat słupski",1996,5115
"10180",2213000,"Powiat starogardzki",1996,14399
"10181",2214000,"Powiat tczewski",1996,17137
"10182",2215000,"Powiat wejherowski",1996,35960
"10183",2216000,"Powiat sztumski",1996,NA
"10184",2261000,"Powiat m.Gdańsk",1996,92675
"10185",2262000,"Powiat m.Gdynia",1996,54318
"10186",2263000,"Powiat m.Słupsk",1996,13556
"10187",2264000,"Powiat m.Sopot",1996,7244
"10188",2401000,"Powiat będziński",1996,10921
"10189",2402000,"Powiat bielski",1996,27080
"10190",2403000,"Powiat cieszyński",1996,35664
"10191",2404000,"Powiat częstochowski",1996,17635
"10192",2405000,"Powiat gliwicki",1996,3093
"10193",2406000,"Powiat kłobucki",1996,9210
"10194",2407000,"Powiat lubliniecki",1996,8772
"10195",2408000,"Powiat mikołowski",1996,11530
"10196",2409000,"Powiat myszkowski",1996,10567
"10197",2410000,"Powiat pszczyński",1996,18328
"10198",2411000,"Powiat raciborski",1996,5041
"10199",2412000,"Powiat rybnicki",1996,8073
"10200",2413000,"Powiat tarnogórski",1996,10900
"10201",2414000,"Powiat bieruńsko-lędziński",1996,6237
"10202",2415000,"Powiat wodzisławski",1996,17022
"10203",2416000,"Powiat zawierciański",1996,14965
"10204",2417000,"Powiat żywiecki",1996,26896
"10205",2461000,"Powiat m.Bielsko-Biała",1996,31869
"10206",2462000,"Powiat m.Bytom",1996,2406
"10207",2463000,"Powiat m.Chorzów",1996,110
"10208",2464000,"Powiat m.Częstochowa",1996,44893
"10209",2465000,"Powiat m.Dąbrowa Górnicza",1996,6323
"10210",2466000,"Powiat m.Gliwice",1996,11869
"10211",2467000,"Powiat m.Jastrzębie-Zdrój",1996,4799
"10212",2468000,"Powiat m.Jaworzno",1996,6181
"10213",2469000,"Powiat m.Katowice",1996,10061
"10214",2470000,"Powiat m.Mysłowice",1996,3269
"10215",2471000,"Powiat m.Piekary Śląskie",1996,1529
"10216",2472000,"Powiat m.Ruda Śląska",1996,4306
"10217",2473000,"Powiat m.Rybnik",1996,16050
"10218",2474000,"Powiat m.Siemianowice Śląskie",1996,2540
"10219",2475000,"Powiat m.Sosnowiec",1996,4068
"10220",2476000,"Powiat m.Świętochłowice",1996,169
"10221",2477000,"Powiat m.Tychy",1996,7687
"10222",2478000,"Powiat m.Zabrze",1996,1824
"10223",2479000,"Powiat m.Żory",1996,6281
"10224",2601000,"Powiat buski",1996,14501
"10225",2602000,"Powiat jędrzejowski",1996,15353
"10226",2603000,"Powiat kazimierski",1996,3586
"10227",2604000,"Powiat kielecki",1996,28785
"10228",2605000,"Powiat konecki",1996,14725
"10229",2606000,"Powiat opatowski",1996,6154
"10230",2607000,"Powiat ostrowiecki",1996,11303
"10231",2608000,"Powiat pińczowski",1996,4121
"10232",2609000,"Powiat sandomierski",1996,16445
"10233",2610000,"Powiat skarżyski",1996,4978
"10234",2611000,"Powiat starachowicki",1996,10111
"10235",2612000,"Powiat staszowski",1996,14675
"10236",2613000,"Powiat włoszczowski",1996,7890
"10237",2661000,"Powiat m.Kielce",1996,46159
"10238",2801000,"Powiat bartoszycki",1996,3227
"10239",2802000,"Powiat braniewski",1996,3009
"10240",2803000,"Powiat działdowski",1996,7123
"10241",2804000,"Powiat elbląski",1996,2125
"10242",2805000,"Powiat ełcki",1996,15109
"10243",2806000,"Powiat giżycki",1996,13831
"10244",2807000,"Powiat iławski",1996,10657
"10245",2808000,"Powiat kętrzyński",1996,6784
"10246",2809000,"Powiat lidzbarski",1996,2218
"10247",2810000,"Powiat mrągowski",1996,9356
"10248",2811000,"Powiat nidzicki",1996,4369
"10249",2812000,"Powiat nowomiejski",1996,6222
"10250",2813000,"Powiat olecki",1996,4696
"10251",2814000,"Powiat olsztyński",1996,5810
"10252",2815000,"Powiat ostródzki",1996,10037
"10253",2816000,"Powiat piski",1996,4698
"10254",2817000,"Powiat szczycieński",1996,6943
"10255",2818000,"Powiat gołdapski",1996,NA
"10256",2819000,"Powiat węgorzewski",1996,NA
"10257",2861000,"Powiat m.Elbląg",1996,25876
"10258",2862000,"Powiat m.Olsztyn",1996,48005
"10259",3001000,"Powiat chodzieski",1996,2751
"10260",3002000,"Powiat czarnkowsko-trzcianecki",1996,4153
"10261",3003000,"Powiat gnieźnieński",1996,13311
"10262",3004000,"Powiat gostyński",1996,9683
"10263",3005000,"Powiat grodziski",1996,2319
"10264",3006000,"Powiat jarociński",1996,13824
"10265",3007000,"Powiat kaliski",1996,3856
"10266",3008000,"Powiat kępiński",1996,11799
"10267",3009000,"Powiat kolski",1996,9760
"10268",3010000,"Powiat koniński",1996,12719
"10269",3011000,"Powiat kościański",1996,7297
"10270",3012000,"Powiat krotoszyński",1996,7092
"10271",3013000,"Powiat leszczyński",1996,4450
"10272",3014000,"Powiat międzychodzki",1996,4778
"10273",3015000,"Powiat nowotomyski",1996,11881
"10274",3016000,"Powiat obornicki",1996,6771
"10275",3017000,"Powiat ostrowski",1996,15149
"10276",3018000,"Powiat ostrzeszowski",1996,6284
"10277",3019000,"Powiat pilski",1996,16071
"10278",3020000,"Powiat pleszewski",1996,8158
"10279",3021000,"Powiat poznański",1996,51384
"10280",3022000,"Powiat rawicki",1996,4669
"10281",3023000,"Powiat słupecki",1996,10630
"10282",3024000,"Powiat szamotulski",1996,7160
"10283",3025000,"Powiat średzki",1996,7651
"10284",3026000,"Powiat śremski",1996,5037
"10285",3027000,"Powiat turecki",1996,10430
"10286",3028000,"Powiat wągrowiecki",1996,4062
"10287",3029000,"Powiat wolsztyński",1996,4645
"10288",3030000,"Powiat wrzesiński",1996,8745
"10289",3031000,"Powiat złotowski",1996,5295
"10290",3061000,"Powiat m.Kalisz",1996,21419
"10291",3062000,"Powiat m.Konin",1996,17935
"10292",3063000,"Powiat m.Leszno",1996,8592
"10293",3064000,"Powiat m.Poznań",1996,109475
"10294",3201000,"Powiat białogardzki",1996,1934
"10295",3202000,"Powiat choszczeński",1996,2414
"10296",3203000,"Powiat drawski",1996,2111
"10297",3204000,"Powiat goleniowski",1996,6314
"10298",3205000,"Powiat gryficki",1996,2971
"10299",3206000,"Powiat gryfiński",1996,4340
"10300",3207000,"Powiat kamieński",1996,6626
"10301",3208000,"Powiat kołobrzeski",1996,19104
"10302",3209000,"Powiat koszaliński",1996,6639
"10303",3210000,"Powiat myśliborski",1996,8495
"10304",3211000,"Powiat policki",1996,22501
"10305",3212000,"Powiat pyrzycki",1996,2189
"10306",3213000,"Powiat sławieński",1996,3348
"10307",3214000,"Powiat stargardzki",1996,5801
"10308",3215000,"Powiat szczecinecki",1996,6162
"10309",3216000,"Powiat świdwiński",1996,2172
"10310",3217000,"Powiat wałecki",1996,10081
"10311",3218000,"Powiat łobeski",1996,NA
"10312",3261000,"Powiat m.Koszalin",1996,10591
"10313",3262000,"Powiat m.Szczecin",1996,78440
"10314",3263000,"Powiat m.Świnoujście",1996,6666
"10315",201000,"Powiat bolesławiecki",1997,16034
"10316",202000,"Powiat dzierżoniowski",1997,12576
"10317",203000,"Powiat głogowski",1997,12691
"10318",204000,"Powiat górowski",1997,1435
"10319",205000,"Powiat jaworski",1997,1746
"10320",206000,"Powiat jeleniogórski",1997,8105
"10321",207000,"Powiat kamiennogórski",1997,3772
"10322",208000,"Powiat kłodzki",1997,17789
"10323",209000,"Powiat legnicki",1997,8527
"10324",210000,"Powiat lubański",1997,2566
"10325",211000,"Powiat lubiński",1997,14037
"10326",212000,"Powiat lwówecki",1997,3263
"10327",213000,"Powiat milicki",1997,3983
"10328",214000,"Powiat oleśnicki",1997,9166
"10329",215000,"Powiat oławski",1997,9294
"10330",216000,"Powiat polkowicki",1997,11409
"10331",217000,"Powiat strzeliński",1997,2890
"10332",218000,"Powiat średzki",1997,5209
"10333",219000,"Powiat świdnicki",1997,11713
"10334",220000,"Powiat trzebnicki",1997,8121
"10335",221000,"Powiat wałbrzyski",1997,2171
"10336",222000,"Powiat wołowski",1997,4220
"10337",223000,"Powiat wrocławski",1997,22499
"10338",224000,"Powiat ząbkowicki",1997,4049
"10339",225000,"Powiat zgorzelecki",1997,11004
"10340",226000,"Powiat złotoryjski",1997,3643
"10341",261000,"Powiat m.Jelenia Góra",1997,11033
"10342",262000,"Powiat m.Legnica",1997,7444
"10343",263000,"Powiat m.Wałbrzych do 2002",1997,6008
"10344",264000,"Powiat m.Wrocław",1997,125449
"10345",265000,"Powiat m.Wałbrzych od 2013",1997,NA
"10346",401000,"Powiat aleksandrowski",1997,8856
"10347",402000,"Powiat brodnicki",1997,13653
"10348",403000,"Powiat bydgoski",1997,17275
"10349",404000,"Powiat chełmiński",1997,7667
"10350",405000,"Powiat golubsko-dobrzyński",1997,5518
"10351",406000,"Powiat grudziądzki",1997,3897
"10352",407000,"Powiat inowrocławski",1997,22034
"10353",408000,"Powiat lipnowski",1997,7001
"10354",409000,"Powiat mogileński",1997,10471
"10355",410000,"Powiat nakielski",1997,5762
"10356",411000,"Powiat radziejowski",1997,5588
"10357",412000,"Powiat rypiński",1997,8318
"10358",413000,"Powiat sępoleński",1997,2585
"10359",414000,"Powiat świecki",1997,12453
"10360",415000,"Powiat toruński",1997,8234
"10361",416000,"Powiat tucholski",1997,7946
"10362",417000,"Powiat wąbrzeski",1997,3228
"10363",418000,"Powiat włocławski",1997,10891
"10364",419000,"Powiat żniński",1997,11478
"10365",461000,"Powiat m.Bydgoszcz",1997,61703
"10366",462000,"Powiat m.Grudziądz",1997,5836
"10367",463000,"Powiat m.Toruń",1997,83439
"10368",464000,"Powiat m.Włocławek",1997,34811
"10369",601000,"Powiat bialski",1997,21225
"10370",602000,"Powiat biłgorajski",1997,25092
"10371",603000,"Powiat chełmski",1997,8627
"10372",604000,"Powiat hrubieszowski",1997,9764
"10373",605000,"Powiat janowski",1997,7202
"10374",606000,"Powiat krasnostawski",1997,13758
"10375",607000,"Powiat kraśnicki",1997,19393
"10376",608000,"Powiat lubartowski",1997,8661
"10377",609000,"Powiat lubelski",1997,13696
"10378",610000,"Powiat łęczyński",1997,9195
"10379",611000,"Powiat łukowski",1997,24859
"10380",612000,"Powiat opolski",1997,8054
"10381",613000,"Powiat parczewski",1997,3770
"10382",614000,"Powiat puławski",1997,19162
"10383",615000,"Powiat radzyński",1997,2699
"10384",616000,"Powiat rycki",1997,7207
"10385",617000,"Powiat świdnicki",1997,5635
"10386",618000,"Powiat tomaszowski",1997,27077
"10387",619000,"Powiat włodawski",1997,3524
"10388",620000,"Powiat zamojski",1997,11259
"10389",661000,"Powiat m.Biała Podlaska",1997,26853
"10390",662000,"Powiat m.Chełm",1997,20198
"10391",663000,"Powiat m.Lublin",1997,95586
"10392",664000,"Powiat m.Zamość",1997,17353
"10393",801000,"Powiat gorzowski",1997,11735
"10394",802000,"Powiat krośnieński",1997,4090
"10395",803000,"Powiat międzyrzecki",1997,4533
"10396",804000,"Powiat nowosolski",1997,16630
"10397",805000,"Powiat słubicki",1997,10352
"10398",806000,"Powiat strzelecko-drezdenecki",1997,3841
"10399",807000,"Powiat sulęciński",1997,2531
"10400",808000,"Powiat świebodziński",1997,3172
"10401",809000,"Powiat zielonogórski",1997,13031
"10402",810000,"Powiat żagański",1997,6659
"10403",811000,"Powiat żarski",1997,5768
"10404",812000,"Powiat wschowski",1997,NA
"10405",861000,"Powiat m.Gorzów Wielkopolski",1997,31502
"10406",862000,"Powiat m.Zielona Góra",1997,42201
"10407",1001000,"Powiat bełchatowski",1997,20669
"10408",1002000,"Powiat kutnowski",1997,11021
"10409",1003000,"Powiat łaski",1997,5658
"10410",1004000,"Powiat łęczycki",1997,7009
"10411",1005000,"Powiat łowicki",1997,21081
"10412",1006000,"Powiat łódzki wschodni",1997,21327
"10413",1007000,"Powiat opoczyński",1997,24308
"10414",1008000,"Powiat pabianicki",1997,20589
"10415",1009000,"Powiat pajęczański",1997,6156
"10416",1010000,"Powiat piotrkowski",1997,13794
"10417",1011000,"Powiat poddębicki",1997,9941
"10418",1012000,"Powiat radomszczański",1997,25460
"10419",1013000,"Powiat rawski",1997,1914
"10420",1014000,"Powiat sieradzki",1997,14508
"10421",1015000,"Powiat skierniewicki",1997,232
"10422",1016000,"Powiat tomaszowski",1997,35426
"10423",1017000,"Powiat wieluński",1997,3634
"10424",1018000,"Powiat wieruszowski",1997,4071
"10425",1019000,"Powiat zduńskowolski",1997,6122
"10426",1020000,"Powiat zgierski",1997,33247
"10427",1021000,"Powiat brzeziński",1997,NA
"10428",1061000,"Powiat m.Łódź",1997,130726
"10429",1062000,"Powiat m.Piotrków Trybunalski",1997,16026
"10430",1063000,"Powiat m.Skierniewice",1997,9520
"10431",1201000,"Powiat bocheński",1997,29794
"10432",1202000,"Powiat brzeski",1997,21685
"10433",1203000,"Powiat chrzanowski",1997,17000
"10434",1204000,"Powiat dąbrowski",1997,5126
"10435",1205000,"Powiat gorlicki",1997,26863
"10436",1206000,"Powiat krakowski",1997,66119
"10437",1207000,"Powiat limanowski",1997,23819
"10438",1208000,"Powiat miechowski",1997,4020
"10439",1209000,"Powiat myślenicki",1997,24566
"10440",1210000,"Powiat nowosądecki",1997,18747
"10441",1211000,"Powiat nowotarski",1997,43726
"10442",1212000,"Powiat olkuski",1997,15581
"10443",1213000,"Powiat oświęcimski",1997,32106
"10444",1214000,"Powiat proszowicki",1997,9412
"10445",1215000,"Powiat suski",1997,19732
"10446",1216000,"Powiat tarnowski",1997,40797
"10447",1217000,"Powiat tatrzański",1997,20025
"10448",1218000,"Powiat wadowicki",1997,52595
"10449",1219000,"Powiat wielicki",1997,27351
"10450",1261000,"Powiat m.Kraków",1997,208381
"10451",1262000,"Powiat m.Nowy Sącz",1997,23722
"10452",1263000,"Powiat m.Tarnów",1997,24997
"10453",1401000,"Powiat białobrzeski",1997,5815
"10454",1402000,"Powiat ciechanowski",1997,13298
"10455",1403000,"Powiat garwoliński",1997,25984
"10456",1404000,"Powiat gostyniński",1997,9576
"10457",1405000,"Powiat grodziski",1997,36123
"10458",1406000,"Powiat grójecki",1997,13736
"10459",1407000,"Powiat kozienicki",1997,12174
"10460",1408000,"Powiat legionowski",1997,27013
"10461",1409000,"Powiat lipski",1997,11373
"10462",1410000,"Powiat łosicki",1997,9495
"10463",1411000,"Powiat makowski",1997,8282
"10464",1412000,"Powiat miński",1997,46136
"10465",1413000,"Powiat mławski",1997,23929
"10466",1414000,"Powiat nowodworski",1997,13843
"10467",1415000,"Powiat ostrołęcki",1997,19915
"10468",1416000,"Powiat ostrowski",1997,15752
"10469",1417000,"Powiat otwocki",1997,35885
"10470",1418000,"Powiat piaseczyński",1997,68328
"10471",1419000,"Powiat płocki",1997,6210
"10472",1420000,"Powiat płoński",1997,7963
"10473",1421000,"Powiat pruszkowski",1997,76524
"10474",1422000,"Powiat przasnyski",1997,7538
"10475",1423000,"Powiat przysuski",1997,9468
"10476",1424000,"Powiat pułtuski",1997,11451
"10477",1425000,"Powiat radomski",1997,22417
"10478",1426000,"Powiat siedlecki",1997,7682
"10479",1427000,"Powiat sierpecki",1997,10125
"10480",1428000,"Powiat sochaczewski",1997,9839
"10481",1429000,"Powiat sokołowski",1997,20558
"10482",1430000,"Powiat szydłowiecki",1997,7157
"10483",1431000,"Powiat warszawski",1997,421033
"10484",1432000,"Powiat warszawski zachodni",1997,59346
"10485",1433000,"Powiat węgrowski",1997,7605
"10486",1434000,"Powiat wołomiński",1997,93955
"10487",1435000,"Powiat wyszkowski",1997,16374
"10488",1436000,"Powiat zwoleński",1997,5097
"10489",1437000,"Powiat żuromiński",1997,4236
"10490",1438000,"Powiat żyrardowski",1997,9731
"10491",1461000,"Powiat m.Ostrołęka",1997,22431
"10492",1462000,"Powiat m.Płock",1997,35754
"10493",1463000,"Powiat m.Radom",1997,39620
"10494",1464000,"Powiat m.Siedlce",1997,16610
"10495",1465000,"Powiat m. st. Warszawa",1997,NA
"10496",1601000,"Powiat brzeski",1997,12455
"10497",1602000,"Powiat głubczycki",1997,2819
"10498",1603000,"Powiat kędzierzyńsko-kozielski",1997,12345
"10499",1604000,"Powiat kluczborski",1997,1522
"10500",1605000,"Powiat krapkowicki",1997,3531
"10501",1606000,"Powiat namysłowski",1997,3461
"10502",1607000,"Powiat nyski",1997,14147
"10503",1608000,"Powiat oleski",1997,8413
"10504",1609000,"Powiat opolski",1997,12537
"10505",1610000,"Powiat prudnicki",1997,2563
"10506",1611000,"Powiat strzelecki",1997,4298
"10507",1661000,"Powiat m.Opole",1997,21987
"10508",1801000,"Powiat bieszczadzki",1997,2148
"10509",1802000,"Powiat brzozowski",1997,1555
"10510",1803000,"Powiat dębicki",1997,24002
"10511",1804000,"Powiat jarosławski",1997,8765
"10512",1805000,"Powiat jasielski",1997,19356
"10513",1806000,"Powiat kolbuszowski",1997,8675
"10514",1807000,"Powiat krośnieński",1997,17617
"10515",1808000,"Powiat leżajski",1997,11127
"10516",1809000,"Powiat lubaczowski",1997,5759
"10517",1810000,"Powiat łańcucki",1997,12635
"10518",1811000,"Powiat mielecki",1997,25385
"10519",1812000,"Powiat niżański",1997,4796
"10520",1813000,"Powiat przemyski",1997,1885
"10521",1814000,"Powiat przeworski",1997,15232
