"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_wydatki_majatkowe_inwestycyjne_zl"
"18353",1006000,"Powiat łódzki wschodni",2015,4595044.45
"18354",1007000,"Powiat opoczyński",2015,22389581.75
"18355",1008000,"Powiat pabianicki",2015,7120179.6
"18356",1009000,"Powiat pajęczański",2015,4133663.21
"18357",1010000,"Powiat piotrkowski",2015,11663252.06
"18358",1011000,"Powiat poddębicki",2015,8112010.97
"18359",1012000,"Powiat radomszczański",2015,9086876.94
"18360",1013000,"Powiat rawski",2015,4866720.52
"18361",1014000,"Powiat sieradzki",2015,7690011.06
"18362",1015000,"Powiat skierniewicki",2015,2049298.71
"18363",1016000,"Powiat tomaszowski",2015,9151334.69
"18364",1017000,"Powiat wieluński",2015,8797539.32
"18365",1018000,"Powiat wieruszowski",2015,3645259.63
"18366",1019000,"Powiat zduńskowolski",2015,16368935.92
"18367",1020000,"Powiat zgierski",2015,11180108.93
"18368",1021000,"Powiat brzeziński",2015,5524017.07
"18369",1201000,"Powiat bocheński",2015,18067368.96
"18370",1202000,"Powiat brzeski",2015,17608748.73
"18371",1203000,"Powiat chrzanowski",2015,15109600.15
"18372",1204000,"Powiat dąbrowski",2015,11301233.62
"18373",1205000,"Powiat gorlicki",2015,63761943.35
"18374",1206000,"Powiat krakowski",2015,30777706.57
"18375",1207000,"Powiat limanowski",2015,31412438.83
"18376",1208000,"Powiat miechowski",2015,14603240.77
"18377",1209000,"Powiat myślenicki",2015,11507921.54
"18378",1210000,"Powiat nowosądecki",2015,68766471.13
"18379",1211000,"Powiat nowotarski",2015,27473731.16
"18380",1212000,"Powiat olkuski",2015,6531524.74
"18381",1213000,"Powiat oświęcimski",2015,19645302.49
"18382",1214000,"Powiat proszowicki",2015,6087399.94
"18383",1215000,"Powiat suski",2015,12236990.47
"18384",1216000,"Powiat tarnowski",2015,7384762.14
"18385",1217000,"Powiat tatrzański",2015,2080406.77
"18386",1218000,"Powiat wadowicki",2015,30499921.74
"18387",1219000,"Powiat wielicki",2015,15035662.38
"18388",1401000,"Powiat białobrzeski",2015,3841086.16
"18389",1402000,"Powiat ciechanowski",2015,8862040.13
"18390",1403000,"Powiat garwoliński",2015,14501587.44
"18391",1404000,"Powiat gostyniński",2015,1599891.73
"18392",1405000,"Powiat grodziski",2015,8710773.77
"18393",1406000,"Powiat grójecki",2015,10285525.45
"18394",1407000,"Powiat kozienicki",2015,7634193.72
"18395",1408000,"Powiat legionowski",2015,20268363.01
"18396",1409000,"Powiat lipski",2015,1979103.65
"18397",1410000,"Powiat łosicki",2015,6346453.51
"18398",1411000,"Powiat makowski",2015,7489297.02
"18399",1412000,"Powiat miński",2015,15300499.43
"18400",1413000,"Powiat mławski",2015,11355137.09
"18401",1414000,"Powiat nowodworski",2015,2917267.77
"18402",1415000,"Powiat ostrołęcki",2015,41751617.26
"18403",1416000,"Powiat ostrowski",2015,16473459.93
"18404",1417000,"Powiat otwocki",2015,6881166.85
"18405",1418000,"Powiat piaseczyński",2015,22755988.71
"18406",1419000,"Powiat płocki",2015,7467102.37
"18407",1420000,"Powiat płoński",2015,9114831.93
"18408",1421000,"Powiat pruszkowski",2015,25038025.98
"18409",1422000,"Powiat przasnyski",2015,65151317.79
"18410",1423000,"Powiat przysuski",2015,5933717.09
"18411",1424000,"Powiat pułtuski",2015,11748878.24
"18412",1425000,"Powiat radomski",2015,18475490.99
"18413",1426000,"Powiat siedlecki",2015,11140706.98
"18414",1427000,"Powiat sierpecki",2015,8896173.16
"18415",1428000,"Powiat sochaczewski",2015,15988580.32
"18416",1429000,"Powiat sokołowski",2015,10002679.3
"18417",1430000,"Powiat szydłowiecki",2015,3866995.84
"18418",1431000,"Powiat warszawski",2015,NA
"18419",1432000,"Powiat warszawski zachodni",2015,11426791.84
"18420",1433000,"Powiat węgrowski",2015,8873866.54
"18421",1434000,"Powiat wołomiński",2015,19775699.79
"18422",1435000,"Powiat wyszkowski",2015,11704500.23
"18423",1436000,"Powiat zwoleński",2015,5499141.91
"18424",1437000,"Powiat żuromiński",2015,5735236.36
"18425",1438000,"Powiat żyrardowski",2015,3683221.29
"18426",1601000,"Powiat brzeski",2015,2061743
"18427",1602000,"Powiat głubczycki",2015,2403682.85
"18428",1603000,"Powiat kędzierzyńsko-kozielski",2015,13437422.53
"18429",1604000,"Powiat kluczborski",2015,10359804.07
"18430",1605000,"Powiat krapkowicki",2015,4783657.78
"18431",1606000,"Powiat namysłowski",2015,2904187.7
"18432",1607000,"Powiat nyski",2015,19236614.55
"18433",1608000,"Powiat oleski",2015,5208993.71
"18434",1609000,"Powiat opolski",2015,12062269.24
"18435",1610000,"Powiat prudnicki",2015,2995742.03
"18436",1611000,"Powiat strzelecki",2015,7173120.14
"18437",1801000,"Powiat bieszczadzki",2015,3173102.28
"18438",1802000,"Powiat brzozowski",2015,7499099.29
"18439",1803000,"Powiat dębicki",2015,9695000.08
"18440",1804000,"Powiat jarosławski",2015,13731208.04
"18441",1805000,"Powiat jasielski",2015,13482004.09
"18442",1806000,"Powiat kolbuszowski",2015,9583069.97
"18443",1807000,"Powiat krośnieński",2015,10269917.44
"18444",1808000,"Powiat leżajski",2015,11302759.91
"18445",1809000,"Powiat lubaczowski",2015,7401587.22
"18446",1810000,"Powiat łańcucki",2015,2569462.3
"18447",1811000,"Powiat mielecki",2015,6030108.83
"18448",1812000,"Powiat niżański",2015,10269756.04
"18449",1813000,"Powiat przemyski",2015,15202451.25
"18450",1814000,"Powiat przeworski",2015,8299944.03
"18451",1815000,"Powiat ropczycko-sędziszowski",2015,7786080.63
"18452",1816000,"Powiat rzeszowski",2015,78942635.68
"18453",1817000,"Powiat sanocki",2015,3997192.02
"18454",1818000,"Powiat stalowowolski",2015,25218420.12
"18455",1819000,"Powiat strzyżowski",2015,13246932.8
"18456",1820000,"Powiat tarnobrzeski",2015,4175514.48
"18457",1821000,"Powiat leski",2015,1697559.34
"18458",2001000,"Powiat augustowski",2015,18116657.81
"18459",2002000,"Powiat białostocki",2015,28336751.83
"18460",2003000,"Powiat bielski",2015,9282038.64
"18461",2004000,"Powiat grajewski",2015,4455319.47
"18462",2005000,"Powiat hajnowski",2015,9321554.12
"18463",2006000,"Powiat kolneński",2015,1243394.87
"18464",2007000,"Powiat łomżyński",2015,7229737.09
"18465",2008000,"Powiat moniecki",2015,14225405.83
"18466",2009000,"Powiat sejneński",2015,1762941.95
"18467",2010000,"Powiat siemiatycki",2015,7797450.06
"18468",2011000,"Powiat sokólski",2015,19705883.61
"18469",2012000,"Powiat suwalski",2015,6452732.57
"18470",2013000,"Powiat wysokomazowiecki",2015,20105787.29
"18471",2014000,"Powiat zambrowski",2015,4039594.74
"18472",2201000,"Powiat bytowski",2015,8930795.73
"18473",2202000,"Powiat chojnicki",2015,18007279.23
"18474",2203000,"Powiat człuchowski",2015,21419987.42
"18475",2204000,"Powiat gdański",2015,36787934.96
"18476",2205000,"Powiat kartuski",2015,12202211.46
"18477",2206000,"Powiat kościerski",2015,709787.24
"18478",2207000,"Powiat kwidzyński",2015,8908101.01
"18479",2208000,"Powiat lęborski",2015,6253524.84
"18480",2209000,"Powiat malborski",2015,7453385.57
"18481",2210000,"Powiat nowodworski",2015,1353967.87
"18482",2211000,"Powiat pucki",2015,4280428.65
"18483",2212000,"Powiat słupski",2015,12099494.28
"18484",2213000,"Powiat starogardzki",2015,12635042.98
"18485",2214000,"Powiat tczewski",2015,24554567.68
"18486",2215000,"Powiat wejherowski",2015,13433851.47
"18487",2216000,"Powiat sztumski",2015,8787200.98
"18488",2401000,"Powiat będziński",2015,16500717.8
"18489",2402000,"Powiat bielski",2015,35178789.2
"18490",2403000,"Powiat cieszyński",2015,14703124.85
"18491",2404000,"Powiat częstochowski",2015,25640825.94
"18492",2405000,"Powiat gliwicki",2015,25229079.97
"18493",2406000,"Powiat kłobucki",2015,9887593.78
"18494",2407000,"Powiat lubliniecki",2015,7557184.99
"18495",2408000,"Powiat mikołowski",2015,3383890.88
"18496",2409000,"Powiat myszkowski",2015,5715391.84
"18497",2410000,"Powiat pszczyński",2015,11168333.26
"18498",2411000,"Powiat raciborski",2015,12740081.09
"18499",2412000,"Powiat rybnicki",2015,10743275.5
"18500",2413000,"Powiat tarnogórski",2015,663344.23
"18501",2414000,"Powiat bieruńsko-lędziński",2015,12198148.22
"18502",2415000,"Powiat wodzisławski",2015,13854948.08
"18503",2416000,"Powiat zawierciański",2015,42825666.79
"18504",2417000,"Powiat żywiecki",2015,9434611.71
"18505",2601000,"Powiat buski",2015,15699364.5
"18506",2602000,"Powiat jędrzejowski",2015,11702418.98
"18507",2603000,"Powiat kazimierski",2015,9023300.45
"18508",2604000,"Powiat kielecki",2015,23839006.04
"18509",2605000,"Powiat konecki",2015,10559732.78
"18510",2606000,"Powiat opatowski",2015,3999389.65
"18511",2607000,"Powiat ostrowiecki",2015,13324058.28
"18512",2608000,"Powiat pińczowski",2015,4663424.34
"18513",2609000,"Powiat sandomierski",2015,9491163.41
"18514",2610000,"Powiat skarżyski",2015,7515691.36
"18515",2611000,"Powiat starachowicki",2015,9182128.8
"18516",2612000,"Powiat staszowski",2015,5453735.97
"18517",2613000,"Powiat włoszczowski",2015,10815870.48
"18518",2801000,"Powiat bartoszycki",2015,18055313.2
"18519",2802000,"Powiat braniewski",2015,11752622.92
"18520",2803000,"Powiat działdowski",2015,5558042.47
"18521",2804000,"Powiat elbląski",2015,7225158.45
"18522",2805000,"Powiat ełcki",2015,4387429.1
"18523",2806000,"Powiat giżycki",2015,6176822.1
"18524",2807000,"Powiat iławski",2015,19193349.36
"18525",2808000,"Powiat kętrzyński",2015,6837750.58
"18526",2809000,"Powiat lidzbarski",2015,34983876.28
"18527",2810000,"Powiat mrągowski",2015,1139240.04
"18528",2811000,"Powiat nidzicki",2015,3024504.15
"18529",2812000,"Powiat nowomiejski",2015,5855232
"18530",2813000,"Powiat olecki",2015,5920283.67
"18531",2814000,"Powiat olsztyński",2015,11703942.39
"18532",2815000,"Powiat ostródzki",2015,3539979.92
"18533",2816000,"Powiat piski",2015,11239098.12
"18534",2817000,"Powiat szczycieński",2015,9811865.13
"18535",2818000,"Powiat gołdapski",2015,5580237
"18536",2819000,"Powiat węgorzewski",2015,2108287.03
"18537",3001000,"Powiat chodzieski",2015,2926911.34
"18538",3002000,"Powiat czarnkowsko-trzcianecki",2015,2420884.81
"18539",3003000,"Powiat gnieźnieński",2015,3600753.97
"18540",3004000,"Powiat gostyński",2015,9506905.36
"18541",3005000,"Powiat grodziski",2015,15930477.37
"18542",3006000,"Powiat jarociński",2015,12331383.81
"18543",3007000,"Powiat kaliski",2015,13625619.83
"18544",3008000,"Powiat kępiński",2015,8171386.21
"18545",3009000,"Powiat kolski",2015,4350837.66
"18546",3010000,"Powiat koniński",2015,7667106.31
"18547",3011000,"Powiat kościański",2015,15293541.58
"18548",3012000,"Powiat krotoszyński",2015,11001143.17
"18549",3013000,"Powiat leszczyński",2015,16959588.62
"18550",3014000,"Powiat międzychodzki",2015,3791979.26
"18551",3015000,"Powiat nowotomyski",2015,6459422.11
"18552",3016000,"Powiat obornicki",2015,10292875.66
"18553",3017000,"Powiat ostrowski",2015,12243155.63
"18554",3018000,"Powiat ostrzeszowski",2015,3117673.05
"18555",3019000,"Powiat pilski",2015,8398838.48
"18556",3020000,"Powiat pleszewski",2015,11408828.54
"18557",3021000,"Powiat poznański",2015,40480704.73
"18558",3022000,"Powiat rawicki",2015,2162800.98
"18559",3023000,"Powiat słupecki",2015,1339162.38
"18560",3024000,"Powiat szamotulski",2015,7435336.51
"18561",3025000,"Powiat średzki",2015,5087736.63
"18562",3026000,"Powiat śremski",2015,7698576.22
"18563",3027000,"Powiat turecki",2015,3085951.76
"18564",3028000,"Powiat wągrowiecki",2015,3651719.77
"18565",3029000,"Powiat wolsztyński",2015,5905122
"18566",3030000,"Powiat wrzesiński",2015,3902806.32
"18567",3031000,"Powiat złotowski",2015,3037830.82
"18568",3201000,"Powiat białogardzki",2015,1569114.01
"18569",3202000,"Powiat choszczeński",2015,6936143.94
"18570",3203000,"Powiat drawski",2015,11773234.41
"18571",3204000,"Powiat goleniowski",2015,6560507.18
"18572",3205000,"Powiat gryficki",2015,3072765.39
"18573",3206000,"Powiat gryfiński",2015,8471799.74
"18574",3207000,"Powiat kamieński",2015,1904170.04
"18575",3208000,"Powiat kołobrzeski",2015,6135979.79
"18576",3209000,"Powiat koszaliński",2015,22587503.09
"18577",3210000,"Powiat myśliborski",2015,2448522.08
"18578",3211000,"Powiat policki",2015,1943600.28
"18579",3212000,"Powiat pyrzycki",2015,416465.62
"18580",3213000,"Powiat sławieński",2015,7784824.33
"18581",3214000,"Powiat stargardzki",2015,7811619.3
"18582",3215000,"Powiat szczecinecki",2015,22743668.66
"18583",3216000,"Powiat świdwiński",2015,10343908.58
"18584",3217000,"Powiat wałecki",2015,3799032.11
"18585",3218000,"Powiat łobeski",2015,1672958.66
"18586",201000,"Powiat bolesławiecki",2016,10563211.25
"18587",202000,"Powiat dzierżoniowski",2016,8453919.03
"18588",203000,"Powiat głogowski",2016,3744416.59
"18589",204000,"Powiat górowski",2016,465188.75
"18590",205000,"Powiat jaworski",2016,5632295.45
"18591",206000,"Powiat jeleniogórski",2016,4963148.85
"18592",207000,"Powiat kamiennogórski",2016,3170035.2
"18593",208000,"Powiat kłodzki",2016,16914495.22
"18594",209000,"Powiat legnicki",2016,3982156.77
"18595",210000,"Powiat lubański",2016,2705587.96
"18596",211000,"Powiat lubiński",2016,6584105.01
"18597",212000,"Powiat lwówecki",2016,3195103.82
"18598",213000,"Powiat milicki",2016,486391.63
"18599",214000,"Powiat oleśnicki",2016,6254311.92
"18600",215000,"Powiat oławski",2016,17446982.09
"18601",216000,"Powiat polkowicki",2016,2453189.57
"18602",217000,"Powiat strzeliński",2016,1645027.99
"18603",218000,"Powiat średzki",2016,8428567.98
"18604",219000,"Powiat świdnicki",2016,9217474.42
"18605",220000,"Powiat trzebnicki",2016,6901222.4
"18606",221000,"Powiat wałbrzyski",2016,12498744.57
"18607",222000,"Powiat wołowski",2016,8676105.37
"18608",223000,"Powiat wrocławski",2016,22941284.66
"18609",224000,"Powiat ząbkowicki",2016,4852518.85
"18610",225000,"Powiat zgorzelecki",2016,827472.66
"18611",226000,"Powiat złotoryjski",2016,2213158.85
"18612",401000,"Powiat aleksandrowski",2016,4108561.35
"18613",402000,"Powiat brodnicki",2016,8611061.49
"18614",403000,"Powiat bydgoski",2016,11674385.42
"18615",404000,"Powiat chełmiński",2016,5730584.07
"18616",405000,"Powiat golubsko-dobrzyński",2016,7331569.39
"18617",406000,"Powiat grudziądzki",2016,9340403.01
"18618",407000,"Powiat inowrocławski",2016,3187744.13
"18619",408000,"Powiat lipnowski",2016,5418138.72
"18620",409000,"Powiat mogileński",2016,2604265.67
"18621",410000,"Powiat nakielski",2016,11157414.59
"18622",411000,"Powiat radziejowski",2016,1471518.67
"18623",412000,"Powiat rypiński",2016,5684912.07
"18624",413000,"Powiat sępoleński",2016,1697722.02
"18625",414000,"Powiat świecki",2016,17946017.59
"18626",415000,"Powiat toruński",2016,8671378.99
"18627",416000,"Powiat tucholski",2016,4923040.04
"18628",417000,"Powiat wąbrzeski",2016,1843208.43
"18629",418000,"Powiat włocławski",2016,12162410.4
"18630",419000,"Powiat żniński",2016,9249201.03
"18631",601000,"Powiat bialski",2016,6834312.11
"18632",602000,"Powiat biłgorajski",2016,24358139.76
"18633",603000,"Powiat chełmski",2016,21344650.06
"18634",604000,"Powiat hrubieszowski",2016,3859794.16
"18635",605000,"Powiat janowski",2016,8514409.61
"18636",606000,"Powiat krasnostawski",2016,9653765.23
"18637",607000,"Powiat kraśnicki",2016,6232339.91
"18638",608000,"Powiat lubartowski",2016,2325994.39
"18639",609000,"Powiat lubelski",2016,33512098.57
"18640",610000,"Powiat łęczyński",2016,4315851.82
"18641",611000,"Powiat łukowski",2016,15935190.82
"18642",612000,"Powiat opolski",2016,8844257.47
"18643",613000,"Powiat parczewski",2016,5324767.15
"18644",614000,"Powiat puławski",2016,12398933.3
"18645",615000,"Powiat radzyński",2016,4544238.9
"18646",616000,"Powiat rycki",2016,11518633.09
"18647",617000,"Powiat świdnicki",2016,9103472.23
"18648",618000,"Powiat tomaszowski",2016,17005085.66
"18649",619000,"Powiat włodawski",2016,1596036.31
"18650",620000,"Powiat zamojski",2016,8809587.27
"18651",801000,"Powiat gorzowski",2016,3090486.45
"18652",802000,"Powiat krośnieński",2016,4303388.4
"18653",803000,"Powiat międzyrzecki",2016,3556402.25
"18654",804000,"Powiat nowosolski",2016,13590966.9
"18655",805000,"Powiat słubicki",2016,451634.67
"18656",806000,"Powiat strzelecko-drezdenecki",2016,2631907.02
"18657",807000,"Powiat sulęciński",2016,682072.02
"18658",808000,"Powiat świebodziński",2016,3605921.9
"18659",809000,"Powiat zielonogórski",2016,5923641.42
"18660",810000,"Powiat żagański",2016,8838613.19
"18661",811000,"Powiat żarski",2016,11273251.85
"18662",812000,"Powiat wschowski",2016,2743525.1
"18663",1001000,"Powiat bełchatowski",2016,6027174.01
"18664",1002000,"Powiat kutnowski",2016,2719402.48
"18665",1003000,"Powiat łaski",2016,7707951.86
"18666",1004000,"Powiat łęczycki",2016,674820.42
"18667",1005000,"Powiat łowicki",2016,6720329.36
"18668",1006000,"Powiat łódzki wschodni",2016,9085403.65
"18669",1007000,"Powiat opoczyński",2016,18529481.48
"18670",1008000,"Powiat pabianicki",2016,4709162.75
"18671",1009000,"Powiat pajęczański",2016,5093905.07
"18672",1010000,"Powiat piotrkowski",2016,8603039.1
"18673",1011000,"Powiat poddębicki",2016,9560884.86
"18674",1012000,"Powiat radomszczański",2016,10888453.94
"18675",1013000,"Powiat rawski",2016,6514400.97
"18676",1014000,"Powiat sieradzki",2016,15644677.98
"18677",1015000,"Powiat skierniewicki",2016,5541196.52
"18678",1016000,"Powiat tomaszowski",2016,13827348.96
"18679",1017000,"Powiat wieluński",2016,13580587.87
"18680",1018000,"Powiat wieruszowski",2016,4377881.26
"18681",1019000,"Powiat zduńskowolski",2016,9289180.03
"18682",1020000,"Powiat zgierski",2016,9741153.39
"18683",1021000,"Powiat brzeziński",2016,1310199.03
"18684",1201000,"Powiat bocheński",2016,15848753.8
"18685",1202000,"Powiat brzeski",2016,9449709.93
"18686",1203000,"Powiat chrzanowski",2016,7942993.7
"18687",1204000,"Powiat dąbrowski",2016,5870815.29
"18688",1205000,"Powiat gorlicki",2016,13089797.45
"18689",1206000,"Powiat krakowski",2016,31707355.53
"18690",1207000,"Powiat limanowski",2016,23015770.97
"18691",1208000,"Powiat miechowski",2016,6247388.11
"18692",1209000,"Powiat myślenicki",2016,12784004.33
"18693",1210000,"Powiat nowosądecki",2016,17255189.54
"18694",1211000,"Powiat nowotarski",2016,31607279.29
"18695",1212000,"Powiat olkuski",2016,3571736.68
"18696",1213000,"Powiat oświęcimski",2016,33986127
"18697",1214000,"Powiat proszowicki",2016,5409028.43
"18698",1215000,"Powiat suski",2016,11138426.95
"18699",1216000,"Powiat tarnowski",2016,16412554.68
"18700",1217000,"Powiat tatrzański",2016,3010923.53
"18701",1218000,"Powiat wadowicki",2016,17741417.28
"18702",1219000,"Powiat wielicki",2016,10899939.02
"18703",1401000,"Powiat białobrzeski",2016,2334813.42
"18704",1402000,"Powiat ciechanowski",2016,5537827.4
"18705",1403000,"Powiat garwoliński",2016,12755930.47
"18706",1404000,"Powiat gostyniński",2016,2878637.99
"18707",1405000,"Powiat grodziski",2016,16712810.77
"18708",1406000,"Powiat grójecki",2016,8402535.47
"18709",1407000,"Powiat kozienicki",2016,5688408.57
"18710",1408000,"Powiat legionowski",2016,9748768.49
"18711",1409000,"Powiat lipski",2016,804148.24
"18712",1410000,"Powiat łosicki",2016,1869927.24
"18713",1411000,"Powiat makowski",2016,11038611.36
"18714",1412000,"Powiat miński",2016,22602903.29
"18715",1413000,"Powiat mławski",2016,12971359.11
"18716",1414000,"Powiat nowodworski",2016,22963490.67
"18717",1415000,"Powiat ostrołęcki",2016,36458529.44
"18718",1416000,"Powiat ostrowski",2016,8811897.03
"18719",1417000,"Powiat otwocki",2016,8682199.77
"18720",1418000,"Powiat piaseczyński",2016,36942572
"18721",1419000,"Powiat płocki",2016,12227446.62
"18722",1420000,"Powiat płoński",2016,13137870.58
"18723",1421000,"Powiat pruszkowski",2016,24798826
"18724",1422000,"Powiat przasnyski",2016,5552422.8
"18725",1423000,"Powiat przysuski",2016,4282123.6
"18726",1424000,"Powiat pułtuski",2016,18509751.91
"18727",1425000,"Powiat radomski",2016,18357840.2
"18728",1426000,"Powiat siedlecki",2016,16503206.6
"18729",1427000,"Powiat sierpecki",2016,8306811.47
"18730",1428000,"Powiat sochaczewski",2016,7218498.95
"18731",1429000,"Powiat sokołowski",2016,7951141.72
"18732",1430000,"Powiat szydłowiecki",2016,4986107.77
"18733",1431000,"Powiat warszawski",2016,NA
"18734",1432000,"Powiat warszawski zachodni",2016,21081220.61
"18735",1433000,"Powiat węgrowski",2016,9916920.4
"18736",1434000,"Powiat wołomiński",2016,31035174.43
"18737",1435000,"Powiat wyszkowski",2016,9525498.4
"18738",1436000,"Powiat zwoleński",2016,4531098.97
"18739",1437000,"Powiat żuromiński",2016,3902658.39
"18740",1438000,"Powiat żyrardowski",2016,8852669.26
"18741",1601000,"Powiat brzeski",2016,7569265.16
"18742",1602000,"Powiat głubczycki",2016,2820657.55
"18743",1603000,"Powiat kędzierzyńsko-kozielski",2016,6482766.82
"18744",1604000,"Powiat kluczborski",2016,11635660.51
"18745",1605000,"Powiat krapkowicki",2016,6737605.78
"18746",1606000,"Powiat namysłowski",2016,2858895.32
"18747",1607000,"Powiat nyski",2016,17631181.18
"18748",1608000,"Powiat oleski",2016,5530420.71
"18749",1609000,"Powiat opolski",2016,9364456.26
"18750",1610000,"Powiat prudnicki",2016,3974247.07
"18751",1611000,"Powiat strzelecki",2016,5480944.32
"18752",1801000,"Powiat bieszczadzki",2016,2561235.01
"18753",1802000,"Powiat brzozowski",2016,5664261.54
"18754",1803000,"Powiat dębicki",2016,14761302.58
"18755",1804000,"Powiat jarosławski",2016,18094950.57
"18756",1805000,"Powiat jasielski",2016,11470449.59
"18757",1806000,"Powiat kolbuszowski",2016,8306941.46
"18758",1807000,"Powiat krośnieński",2016,17203447.69
"18759",1808000,"Powiat leżajski",2016,10079236.38
"18760",1809000,"Powiat lubaczowski",2016,6754496.49
"18761",1810000,"Powiat łańcucki",2016,6962414.24
"18762",1811000,"Powiat mielecki",2016,8655318.03
"18763",1812000,"Powiat niżański",2016,10048599.97
"18764",1813000,"Powiat przemyski",2016,6765784.76
"18765",1814000,"Powiat przeworski",2016,5371327.65
"18766",1815000,"Powiat ropczycko-sędziszowski",2016,8668336.65
"18767",1816000,"Powiat rzeszowski",2016,31827570.1
"18768",1817000,"Powiat sanocki",2016,5478416.7
"18769",1818000,"Powiat stalowowolski",2016,10484402.36
"18770",1819000,"Powiat strzyżowski",2016,13808858.31
"18771",1820000,"Powiat tarnobrzeski",2016,4246270.4
"18772",1821000,"Powiat leski",2016,861448.94
"18773",2001000,"Powiat augustowski",2016,13468498.97
"18774",2002000,"Powiat białostocki",2016,30553477.16
"18775",2003000,"Powiat bielski",2016,11028737.65
"18776",2004000,"Powiat grajewski",2016,8159711.11
"18777",2005000,"Powiat hajnowski",2016,2962634.29
"18778",2006000,"Powiat kolneński",2016,4189665.04
"18779",2007000,"Powiat łomżyński",2016,4105072
"18780",2008000,"Powiat moniecki",2016,5096312.89
"18781",2009000,"Powiat sejneński",2016,2573092.35
"18782",2010000,"Powiat siemiatycki",2016,9386086.15
"18783",2011000,"Powiat sokólski",2016,14605882.62
"18784",2012000,"Powiat suwalski",2016,4091257.64
"18785",2013000,"Powiat wysokomazowiecki",2016,20086300.64
"18786",2014000,"Powiat zambrowski",2016,4316171.19
"18787",2201000,"Powiat bytowski",2016,9606445.24
"18788",2202000,"Powiat chojnicki",2016,9971607.68
"18789",2203000,"Powiat człuchowski",2016,23881030.97
"18790",2204000,"Powiat gdański",2016,24659151.13
"18791",2205000,"Powiat kartuski",2016,8401373.15
"18792",2206000,"Powiat kościerski",2016,1928565.02
"18793",2207000,"Powiat kwidzyński",2016,3124239.92
"18794",2208000,"Powiat lęborski",2016,2880391.41
"18795",2209000,"Powiat malborski",2016,8937705.41
"18796",2210000,"Powiat nowodworski",2016,4344405.28
"18797",2211000,"Powiat pucki",2016,4390926.8
"18798",2212000,"Powiat słupski",2016,17768144.06
"18799",2213000,"Powiat starogardzki",2016,9182466.19
"18800",2214000,"Powiat tczewski",2016,30557916.14
"18801",2215000,"Powiat wejherowski",2016,14378702.6
"18802",2216000,"Powiat sztumski",2016,9047103.09
"18803",2401000,"Powiat będziński",2016,5487790.42
"18804",2402000,"Powiat bielski",2016,26354603.17
"18805",2403000,"Powiat cieszyński",2016,17539592.94
"18806",2404000,"Powiat częstochowski",2016,26962437.23
"18807",2405000,"Powiat gliwicki",2016,10423969.83
"18808",2406000,"Powiat kłobucki",2016,11550803.49
"18809",2407000,"Powiat lubliniecki",2016,4580684.1
"18810",2408000,"Powiat mikołowski",2016,6877362.08
"18811",2409000,"Powiat myszkowski",2016,7489807.57
"18812",2410000,"Powiat pszczyński",2016,11303591.03
"18813",2411000,"Powiat raciborski",2016,8704148.63
"18814",2412000,"Powiat rybnicki",2016,10458014.39
"18815",2413000,"Powiat tarnogórski",2016,2297399.05
"18816",2414000,"Powiat bieruńsko-lędziński",2016,5801543.1
"18817",2415000,"Powiat wodzisławski",2016,16014596.89
"18818",2416000,"Powiat zawierciański",2016,17144076.15
"18819",2417000,"Powiat żywiecki",2016,9018332.99
"18820",2601000,"Powiat buski",2016,11181912.29
"18821",2602000,"Powiat jędrzejowski",2016,11159764.98
"18822",2603000,"Powiat kazimierski",2016,3170601.68
"18823",2604000,"Powiat kielecki",2016,21621817.88
"18824",2605000,"Powiat konecki",2016,11213026.83
"18825",2606000,"Powiat opatowski",2016,5440275.32
"18826",2607000,"Powiat ostrowiecki",2016,4835233.73
"18827",2608000,"Powiat pińczowski",2016,652958.53
"18828",2609000,"Powiat sandomierski",2016,4855005.57
"18829",2610000,"Powiat skarżyski",2016,7087147.1
"18830",2611000,"Powiat starachowicki",2016,15182804.89
"18831",2612000,"Powiat staszowski",2016,5716983.82
"18832",2613000,"Powiat włoszczowski",2016,7501723.37
"18833",2801000,"Powiat bartoszycki",2016,7336678.92
"18834",2802000,"Powiat braniewski",2016,3238749.3
"18835",2803000,"Powiat działdowski",2016,5961195.1
"18836",2804000,"Powiat elbląski",2016,4993322.02
"18837",2805000,"Powiat ełcki",2016,6072007.89
"18838",2806000,"Powiat giżycki",2016,6942960.96
"18839",2807000,"Powiat iławski",2016,11804555.85
"18840",2808000,"Powiat kętrzyński",2016,18358953.76
"18841",2809000,"Powiat lidzbarski",2016,5049849.44
"18842",2810000,"Powiat mrągowski",2016,1896884.46
"18843",2811000,"Powiat nidzicki",2016,2983719.94
"18844",2812000,"Powiat nowomiejski",2016,9341446.51
"18845",2813000,"Powiat olecki",2016,4336401.04
"18846",2814000,"Powiat olsztyński",2016,11474819.09
"18847",2815000,"Powiat ostródzki",2016,8185429.57
"18848",2816000,"Powiat piski",2016,6627168.97
"18849",2817000,"Powiat szczycieński",2016,12836131.48
"18850",2818000,"Powiat gołdapski",2016,293289.1
"18851",2819000,"Powiat węgorzewski",2016,1383719.2
"18852",3001000,"Powiat chodzieski",2016,1570772.28
"18853",3002000,"Powiat czarnkowsko-trzcianecki",2016,2465698.07
"18854",3003000,"Powiat gnieźnieński",2016,14450326.48
"18855",3004000,"Powiat gostyński",2016,17623022.03
"18856",3005000,"Powiat grodziski",2016,12061901.59
