"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_wydatki_majatkowe_inwestycyjne_zl"
"14898",1016000,"Powiat tomaszowski",2004,1973703
"14899",1017000,"Powiat wieluński",2004,3572165
"14900",1018000,"Powiat wieruszowski",2004,2020741
"14901",1019000,"Powiat zduńskowolski",2004,2065722
"14902",1020000,"Powiat zgierski",2004,5151291
"14903",1021000,"Powiat brzeziński",2004,2824903
"14904",1201000,"Powiat bocheński",2004,6962393
"14905",1202000,"Powiat brzeski",2004,6094525
"14906",1203000,"Powiat chrzanowski",2004,2386113
"14907",1204000,"Powiat dąbrowski",2004,696122
"14908",1205000,"Powiat gorlicki",2004,3644095
"14909",1206000,"Powiat krakowski",2004,3108188
"14910",1207000,"Powiat limanowski",2004,8239603
"14911",1208000,"Powiat miechowski",2004,2450252
"14912",1209000,"Powiat myślenicki",2004,2996014
"14913",1210000,"Powiat nowosądecki",2004,6454223
"14914",1211000,"Powiat nowotarski",2004,18012825
"14915",1212000,"Powiat olkuski",2004,2465903
"14916",1213000,"Powiat oświęcimski",2004,7618857
"14917",1214000,"Powiat proszowicki",2004,3519513
"14918",1215000,"Powiat suski",2004,5537141
"14919",1216000,"Powiat tarnowski",2004,2680633
"14920",1217000,"Powiat tatrzański",2004,2823521
"14921",1218000,"Powiat wadowicki",2004,4633317
"14922",1219000,"Powiat wielicki",2004,2624989
"14923",1401000,"Powiat białobrzeski",2004,1581276
"14924",1402000,"Powiat ciechanowski",2004,1581394
"14925",1403000,"Powiat garwoliński",2004,11313382
"14926",1404000,"Powiat gostyniński",2004,1662313
"14927",1405000,"Powiat grodziski",2004,19784381
"14928",1406000,"Powiat grójecki",2004,1425558
"14929",1407000,"Powiat kozienicki",2004,6765210
"14930",1408000,"Powiat legionowski",2004,3294493
"14931",1409000,"Powiat lipski",2004,2497742
"14932",1410000,"Powiat łosicki",2004,3808107
"14933",1411000,"Powiat makowski",2004,2847036
"14934",1412000,"Powiat miński",2004,4668401
"14935",1413000,"Powiat mławski",2004,2016241
"14936",1414000,"Powiat nowodworski",2004,4947978
"14937",1415000,"Powiat ostrołęcki",2004,14852747
"14938",1416000,"Powiat ostrowski",2004,5579791
"14939",1417000,"Powiat otwocki",2004,6409424
"14940",1418000,"Powiat piaseczyński",2004,3852805
"14941",1419000,"Powiat płocki",2004,2531842
"14942",1420000,"Powiat płoński",2004,6688652
"14943",1421000,"Powiat pruszkowski",2004,3215884
"14944",1422000,"Powiat przasnyski",2004,5146777
"14945",1423000,"Powiat przysuski",2004,5107078
"14946",1424000,"Powiat pułtuski",2004,8705166
"14947",1425000,"Powiat radomski",2004,8469535
"14948",1426000,"Powiat siedlecki",2004,4579376
"14949",1427000,"Powiat sierpecki",2004,750592
"14950",1428000,"Powiat sochaczewski",2004,4100132
"14951",1429000,"Powiat sokołowski",2004,7049090
"14952",1430000,"Powiat szydłowiecki",2004,1106217
"14953",1431000,"Powiat warszawski",2004,NA
"14954",1432000,"Powiat warszawski zachodni",2004,4640101
"14955",1433000,"Powiat węgrowski",2004,6271566
"14956",1434000,"Powiat wołomiński",2004,7422975
"14957",1435000,"Powiat wyszkowski",2004,6546831
"14958",1436000,"Powiat zwoleński",2004,2334720
"14959",1437000,"Powiat żuromiński",2004,3374610
"14960",1438000,"Powiat żyrardowski",2004,620675
"14961",1601000,"Powiat brzeski",2004,3530683
"14962",1602000,"Powiat głubczycki",2004,2152461
"14963",1603000,"Powiat kędzierzyńsko-kozielski",2004,2044917
"14964",1604000,"Powiat kluczborski",2004,2614035
"14965",1605000,"Powiat krapkowicki",2004,196980
"14966",1606000,"Powiat namysłowski",2004,1885507
"14967",1607000,"Powiat nyski",2004,3644601
"14968",1608000,"Powiat oleski",2004,1766424
"14969",1609000,"Powiat opolski",2004,1365820
"14970",1610000,"Powiat prudnicki",2004,490201
"14971",1611000,"Powiat strzelecki",2004,4608029
"14972",1801000,"Powiat bieszczadzki",2004,723452
"14973",1802000,"Powiat brzozowski",2004,2160398
"14974",1803000,"Powiat dębicki",2004,7179817
"14975",1804000,"Powiat jarosławski",2004,5502192
"14976",1805000,"Powiat jasielski",2004,1680270
"14977",1806000,"Powiat kolbuszowski",2004,8493919
"14978",1807000,"Powiat krośnieński",2004,3097079
"14979",1808000,"Powiat leżajski",2004,3610263
"14980",1809000,"Powiat lubaczowski",2004,19126590
"14981",1810000,"Powiat łańcucki",2004,2269201
"14982",1811000,"Powiat mielecki",2004,13263102
"14983",1812000,"Powiat niżański",2004,3173491
"14984",1813000,"Powiat przemyski",2004,2550582
"14985",1814000,"Powiat przeworski",2004,2439397
"14986",1815000,"Powiat ropczycko-sędziszowski",2004,4712497
"14987",1816000,"Powiat rzeszowski",2004,6512710
"14988",1817000,"Powiat sanocki",2004,3061744
"14989",1818000,"Powiat stalowowolski",2004,3861195
"14990",1819000,"Powiat strzyżowski",2004,3172943
"14991",1820000,"Powiat tarnobrzeski",2004,1834180
"14992",1821000,"Powiat leski",2004,2660335
"14993",2001000,"Powiat augustowski",2004,5876801
"14994",2002000,"Powiat białostocki",2004,7888426
"14995",2003000,"Powiat bielski",2004,5274916
"14996",2004000,"Powiat grajewski",2004,2683432
"14997",2005000,"Powiat hajnowski",2004,1891607
"14998",2006000,"Powiat kolneński",2004,1943842
"14999",2007000,"Powiat łomżyński",2004,4068620
"15000",2008000,"Powiat moniecki",2004,5858462
"15001",2009000,"Powiat sejneński",2004,2191914
"15002",2010000,"Powiat siemiatycki",2004,6933124
"15003",2011000,"Powiat sokólski",2004,8016685
"15004",2012000,"Powiat suwalski",2004,5468425
"15005",2013000,"Powiat wysokomazowiecki",2004,8720208
"15006",2014000,"Powiat zambrowski",2004,1277532
"15007",2201000,"Powiat bytowski",2004,6335520
"15008",2202000,"Powiat chojnicki",2004,5769856
"15009",2203000,"Powiat człuchowski",2004,6896668
"15010",2204000,"Powiat gdański",2004,1857527
"15011",2205000,"Powiat kartuski",2004,1723347
"15012",2206000,"Powiat kościerski",2004,2463730
"15013",2207000,"Powiat kwidzyński",2004,2674468
"15014",2208000,"Powiat lęborski",2004,1687882
"15015",2209000,"Powiat malborski",2004,2820114
"15016",2210000,"Powiat nowodworski",2004,2945886
"15017",2211000,"Powiat pucki",2004,7493463
"15018",2212000,"Powiat słupski",2004,1460430
"15019",2213000,"Powiat starogardzki",2004,3370548
"15020",2214000,"Powiat tczewski",2004,2588747
"15021",2215000,"Powiat wejherowski",2004,2438175
"15022",2216000,"Powiat sztumski",2004,1707480
"15023",2401000,"Powiat będziński",2004,5396868
"15024",2402000,"Powiat bielski",2004,1819412
"15025",2403000,"Powiat cieszyński",2004,10257278
"15026",2404000,"Powiat częstochowski",2004,6437023
"15027",2405000,"Powiat gliwicki",2004,1943180
"15028",2406000,"Powiat kłobucki",2004,2734261
"15029",2407000,"Powiat lubliniecki",2004,2592485
"15030",2408000,"Powiat mikołowski",2004,3292642
"15031",2409000,"Powiat myszkowski",2004,2904020
"15032",2410000,"Powiat pszczyński",2004,2004706
"15033",2411000,"Powiat raciborski",2004,19723196
"15034",2412000,"Powiat rybnicki",2004,646223
"15035",2413000,"Powiat tarnogórski",2004,5503502
"15036",2414000,"Powiat bieruńsko-lędziński",2004,1833039
"15037",2415000,"Powiat wodzisławski",2004,4990157
"15038",2416000,"Powiat zawierciański",2004,6994176
"15039",2417000,"Powiat żywiecki",2004,1092753
"15040",2601000,"Powiat buski",2004,5764500
"15041",2602000,"Powiat jędrzejowski",2004,670792
"15042",2603000,"Powiat kazimierski",2004,2444259
"15043",2604000,"Powiat kielecki",2004,10093795
"15044",2605000,"Powiat konecki",2004,1270144
"15045",2606000,"Powiat opatowski",2004,10797775
"15046",2607000,"Powiat ostrowiecki",2004,4308525
"15047",2608000,"Powiat pińczowski",2004,2261646
"15048",2609000,"Powiat sandomierski",2004,2701278
"15049",2610000,"Powiat skarżyski",2004,4047505
"15050",2611000,"Powiat starachowicki",2004,13865048
"15051",2612000,"Powiat staszowski",2004,10795321
"15052",2613000,"Powiat włoszczowski",2004,4405707
"15053",2801000,"Powiat bartoszycki",2004,2273717
"15054",2802000,"Powiat braniewski",2004,461187
"15055",2803000,"Powiat działdowski",2004,5011256
"15056",2804000,"Powiat elbląski",2004,1182288
"15057",2805000,"Powiat ełcki",2004,3337617
"15058",2806000,"Powiat giżycki",2004,4707714
"15059",2807000,"Powiat iławski",2004,2901816
"15060",2808000,"Powiat kętrzyński",2004,4499507
"15061",2809000,"Powiat lidzbarski",2004,1319073
"15062",2810000,"Powiat mrągowski",2004,3475738
"15063",2811000,"Powiat nidzicki",2004,203859
"15064",2812000,"Powiat nowomiejski",2004,1501619
"15065",2813000,"Powiat olecki",2004,1307925
"15066",2814000,"Powiat olsztyński",2004,10989885
"15067",2815000,"Powiat ostródzki",2004,3543254
"15068",2816000,"Powiat piski",2004,3730041
"15069",2817000,"Powiat szczycieński",2004,3305341
"15070",2818000,"Powiat gołdapski",2004,1001571
"15071",2819000,"Powiat węgorzewski",2004,1175407
"15072",3001000,"Powiat chodzieski",2004,3353999
"15073",3002000,"Powiat czarnkowsko-trzcianecki",2004,3130255
"15074",3003000,"Powiat gnieźnieński",2004,5104728
"15075",3004000,"Powiat gostyński",2004,5308097
"15076",3005000,"Powiat grodziski",2004,3074568
"15077",3006000,"Powiat jarociński",2004,3206302
"15078",3007000,"Powiat kaliski",2004,2125818
"15079",3008000,"Powiat kępiński",2004,1743880
"15080",3009000,"Powiat kolski",2004,3258129
"15081",3010000,"Powiat koniński",2004,3527829
"15082",3011000,"Powiat kościański",2004,6485824
"15083",3012000,"Powiat krotoszyński",2004,4040771
"15084",3013000,"Powiat leszczyński",2004,994266
"15085",3014000,"Powiat międzychodzki",2004,1015508
"15086",3015000,"Powiat nowotomyski",2004,1295189
"15087",3016000,"Powiat obornicki",2004,3355982
"15088",3017000,"Powiat ostrowski",2004,6798215
"15089",3018000,"Powiat ostrzeszowski",2004,1902839
"15090",3019000,"Powiat pilski",2004,6592480
"15091",3020000,"Powiat pleszewski",2004,8709621
"15092",3021000,"Powiat poznański",2004,8059104
"15093",3022000,"Powiat rawicki",2004,1699824
"15094",3023000,"Powiat słupecki",2004,2031833
"15095",3024000,"Powiat szamotulski",2004,3801994
"15096",3025000,"Powiat średzki",2004,2513156
"15097",3026000,"Powiat śremski",2004,3367586
"15098",3027000,"Powiat turecki",2004,2642358
"15099",3028000,"Powiat wągrowiecki",2004,5972115
"15100",3029000,"Powiat wolsztyński",2004,1473857
"15101",3030000,"Powiat wrzesiński",2004,2466258
"15102",3031000,"Powiat złotowski",2004,2615886
"15103",3201000,"Powiat białogardzki",2004,13085709
"15104",3202000,"Powiat choszczeński",2004,820743
"15105",3203000,"Powiat drawski",2004,2861753
"15106",3204000,"Powiat goleniowski",2004,2291292
"15107",3205000,"Powiat gryficki",2004,926069
"15108",3206000,"Powiat gryfiński",2004,2794635
"15109",3207000,"Powiat kamieński",2004,6057095
"15110",3208000,"Powiat kołobrzeski",2004,1429668
"15111",3209000,"Powiat koszaliński",2004,2308563
"15112",3210000,"Powiat myśliborski",2004,2137096
"15113",3211000,"Powiat policki",2004,1825371
"15114",3212000,"Powiat pyrzycki",2004,1377963
"15115",3213000,"Powiat sławieński",2004,3161608
"15116",3214000,"Powiat stargardzki",2004,5656618
"15117",3215000,"Powiat szczecinecki",2004,6638735
"15118",3216000,"Powiat świdwiński",2004,2021069
"15119",3217000,"Powiat wałecki",2004,1060406
"15120",3218000,"Powiat łobeski",2004,2022101
"15121",201000,"Powiat bolesławiecki",2005,1944739
"15122",202000,"Powiat dzierżoniowski",2005,1102676
"15123",203000,"Powiat głogowski",2005,307290
"15124",204000,"Powiat górowski",2005,827941
"15125",205000,"Powiat jaworski",2005,495800
"15126",206000,"Powiat jeleniogórski",2005,2854000
"15127",207000,"Powiat kamiennogórski",2005,2487029
"15128",208000,"Powiat kłodzki",2005,7533698
"15129",209000,"Powiat legnicki",2005,948235
"15130",210000,"Powiat lubański",2005,1355112
"15131",211000,"Powiat lubiński",2005,6152259
"15132",212000,"Powiat lwówecki",2005,1251383
"15133",213000,"Powiat milicki",2005,3359349
"15134",214000,"Powiat oleśnicki",2005,3982390
"15135",215000,"Powiat oławski",2005,1823136
"15136",216000,"Powiat polkowicki",2005,1214439
"15137",217000,"Powiat strzeliński",2005,1463552
"15138",218000,"Powiat średzki",2005,1644629
"15139",219000,"Powiat świdnicki",2005,14593427
"15140",220000,"Powiat trzebnicki",2005,1544681
"15141",221000,"Powiat wałbrzyski",2005,3419074
"15142",222000,"Powiat wołowski",2005,2995101
"15143",223000,"Powiat wrocławski",2005,4208971
"15144",224000,"Powiat ząbkowicki",2005,417225
"15145",225000,"Powiat zgorzelecki",2005,2176250
"15146",226000,"Powiat złotoryjski",2005,5560461
"15147",401000,"Powiat aleksandrowski",2005,613588
"15148",402000,"Powiat brodnicki",2005,2969915
"15149",403000,"Powiat bydgoski",2005,3365722
"15150",404000,"Powiat chełmiński",2005,1999600
"15151",405000,"Powiat golubsko-dobrzyński",2005,1380042
"15152",406000,"Powiat grudziądzki",2005,2121810
"15153",407000,"Powiat inowrocławski",2005,5499168
"15154",408000,"Powiat lipnowski",2005,1237982
"15155",409000,"Powiat mogileński",2005,1832736
"15156",410000,"Powiat nakielski",2005,4669184
"15157",411000,"Powiat radziejowski",2005,1810999
"15158",412000,"Powiat rypiński",2005,801983
"15159",413000,"Powiat sępoleński",2005,1496311
"15160",414000,"Powiat świecki",2005,4625619
"15161",415000,"Powiat toruński",2005,1557868
"15162",416000,"Powiat tucholski",2005,3341057
"15163",417000,"Powiat wąbrzeski",2005,12768243
"15164",418000,"Powiat włocławski",2005,1096757
"15165",419000,"Powiat żniński",2005,4656203
"15166",601000,"Powiat bialski",2005,3755180
"15167",602000,"Powiat biłgorajski",2005,7619859
"15168",603000,"Powiat chełmski",2005,998609
"15169",604000,"Powiat hrubieszowski",2005,3111441
"15170",605000,"Powiat janowski",2005,4531354
"15171",606000,"Powiat krasnostawski",2005,12705976
"15172",607000,"Powiat kraśnicki",2005,4861367
"15173",608000,"Powiat lubartowski",2005,3881327
"15174",609000,"Powiat lubelski",2005,5458579
"15175",610000,"Powiat łęczyński",2005,15108455
"15176",611000,"Powiat łukowski",2005,11087580
"15177",612000,"Powiat opolski",2005,670657
"15178",613000,"Powiat parczewski",2005,740449
"15179",614000,"Powiat puławski",2005,4256112
"15180",615000,"Powiat radzyński",2005,3318425
"15181",616000,"Powiat rycki",2005,4898457
"15182",617000,"Powiat świdnicki",2005,3466798
"15183",618000,"Powiat tomaszowski",2005,1358618
"15184",619000,"Powiat włodawski",2005,4000998
"15185",620000,"Powiat zamojski",2005,1923089
"15186",801000,"Powiat gorzowski",2005,2537406
"15187",802000,"Powiat krośnieński",2005,4165481
"15188",803000,"Powiat międzyrzecki",2005,8216843
"15189",804000,"Powiat nowosolski",2005,7970982
"15190",805000,"Powiat słubicki",2005,8022189
"15191",806000,"Powiat strzelecko-drezdenecki",2005,1406816
"15192",807000,"Powiat sulęciński",2005,7427960
"15193",808000,"Powiat świebodziński",2005,2758177
"15194",809000,"Powiat zielonogórski",2005,3180509
"15195",810000,"Powiat żagański",2005,4890005
"15196",811000,"Powiat żarski",2005,6134090
"15197",812000,"Powiat wschowski",2005,2945243
"15198",1001000,"Powiat bełchatowski",2005,2942031
"15199",1002000,"Powiat kutnowski",2005,4949824
"15200",1003000,"Powiat łaski",2005,6555310
"15201",1004000,"Powiat łęczycki",2005,4370504
"15202",1005000,"Powiat łowicki",2005,4120101
"15203",1006000,"Powiat łódzki wschodni",2005,4074201
"15204",1007000,"Powiat opoczyński",2005,3851695
"15205",1008000,"Powiat pabianicki",2005,2716539
"15206",1009000,"Powiat pajęczański",2005,2322231
"15207",1010000,"Powiat piotrkowski",2005,3747805
"15208",1011000,"Powiat poddębicki",2005,4712793
"15209",1012000,"Powiat radomszczański",2005,12404770
"15210",1013000,"Powiat rawski",2005,5840183
"15211",1014000,"Powiat sieradzki",2005,7445462
"15212",1015000,"Powiat skierniewicki",2005,2665534
"15213",1016000,"Powiat tomaszowski",2005,5426207
"15214",1017000,"Powiat wieluński",2005,6542028
"15215",1018000,"Powiat wieruszowski",2005,4439434
"15216",1019000,"Powiat zduńskowolski",2005,4247366
"15217",1020000,"Powiat zgierski",2005,4214050
"15218",1021000,"Powiat brzeziński",2005,1583875
"15219",1201000,"Powiat bocheński",2005,6687088
"15220",1202000,"Powiat brzeski",2005,3193485
"15221",1203000,"Powiat chrzanowski",2005,5826743
"15222",1204000,"Powiat dąbrowski",2005,1517949
"15223",1205000,"Powiat gorlicki",2005,8617356
"15224",1206000,"Powiat krakowski",2005,7237325
"15225",1207000,"Powiat limanowski",2005,22226164
"15226",1208000,"Powiat miechowski",2005,3346056
"15227",1209000,"Powiat myślenicki",2005,5907590
"15228",1210000,"Powiat nowosądecki",2005,12703622
"15229",1211000,"Powiat nowotarski",2005,15739324
"15230",1212000,"Powiat olkuski",2005,4986924
"15231",1213000,"Powiat oświęcimski",2005,12938819
"15232",1214000,"Powiat proszowicki",2005,2852435
"15233",1215000,"Powiat suski",2005,4871706
"15234",1216000,"Powiat tarnowski",2005,15144994
"15235",1217000,"Powiat tatrzański",2005,2611704
"15236",1218000,"Powiat wadowicki",2005,5670306
"15237",1219000,"Powiat wielicki",2005,3572126
"15238",1401000,"Powiat białobrzeski",2005,657862
"15239",1402000,"Powiat ciechanowski",2005,1359551
"15240",1403000,"Powiat garwoliński",2005,10853860
"15241",1404000,"Powiat gostyniński",2005,3842533
"15242",1405000,"Powiat grodziski",2005,20252691
"15243",1406000,"Powiat grójecki",2005,5737778
"15244",1407000,"Powiat kozienicki",2005,2619414
"15245",1408000,"Powiat legionowski",2005,7650429
"15246",1409000,"Powiat lipski",2005,4511747
"15247",1410000,"Powiat łosicki",2005,4905064
"15248",1411000,"Powiat makowski",2005,4109395
"15249",1412000,"Powiat miński",2005,9863760
"15250",1413000,"Powiat mławski",2005,3962255
"15251",1414000,"Powiat nowodworski",2005,5700546
"15252",1415000,"Powiat ostrołęcki",2005,10284597
"15253",1416000,"Powiat ostrowski",2005,4245112
"15254",1417000,"Powiat otwocki",2005,10613716
"15255",1418000,"Powiat piaseczyński",2005,9438327
"15256",1419000,"Powiat płocki",2005,4226659
"15257",1420000,"Powiat płoński",2005,11356450
"15258",1421000,"Powiat pruszkowski",2005,10621982
"15259",1422000,"Powiat przasnyski",2005,18059211
"15260",1423000,"Powiat przysuski",2005,7022485
"15261",1424000,"Powiat pułtuski",2005,10758172
"15262",1425000,"Powiat radomski",2005,7186439
"15263",1426000,"Powiat siedlecki",2005,3023251
"15264",1427000,"Powiat sierpecki",2005,1577528
"15265",1428000,"Powiat sochaczewski",2005,1419194
"15266",1429000,"Powiat sokołowski",2005,7722259
"15267",1430000,"Powiat szydłowiecki",2005,580584
"15268",1431000,"Powiat warszawski",2005,NA
"15269",1432000,"Powiat warszawski zachodni",2005,5568656
"15270",1433000,"Powiat węgrowski",2005,4566235
"15271",1434000,"Powiat wołomiński",2005,12484550
"15272",1435000,"Powiat wyszkowski",2005,3378100
"15273",1436000,"Powiat zwoleński",2005,3900209
"15274",1437000,"Powiat żuromiński",2005,2005861
"15275",1438000,"Powiat żyrardowski",2005,1613952
"15276",1601000,"Powiat brzeski",2005,3065222
"15277",1602000,"Powiat głubczycki",2005,3957356
"15278",1603000,"Powiat kędzierzyńsko-kozielski",2005,1962547
"15279",1604000,"Powiat kluczborski",2005,430602
"15280",1605000,"Powiat krapkowicki",2005,2977743
"15281",1606000,"Powiat namysłowski",2005,2331462
"15282",1607000,"Powiat nyski",2005,4025014
"15283",1608000,"Powiat oleski",2005,895897
"15284",1609000,"Powiat opolski",2005,1930148
"15285",1610000,"Powiat prudnicki",2005,1117078
"15286",1611000,"Powiat strzelecki",2005,6297475
"15287",1801000,"Powiat bieszczadzki",2005,2315041
"15288",1802000,"Powiat brzozowski",2005,2236360
"15289",1803000,"Powiat dębicki",2005,11772434
"15290",1804000,"Powiat jarosławski",2005,11257520
"15291",1805000,"Powiat jasielski",2005,3187889
"15292",1806000,"Powiat kolbuszowski",2005,6590603
"15293",1807000,"Powiat krośnieński",2005,1652709
"15294",1808000,"Powiat leżajski",2005,3703598
"15295",1809000,"Powiat lubaczowski",2005,9337601
"15296",1810000,"Powiat łańcucki",2005,3397562
"15297",1811000,"Powiat mielecki",2005,10705358
"15298",1812000,"Powiat niżański",2005,2536388
"15299",1813000,"Powiat przemyski",2005,3780721
"15300",1814000,"Powiat przeworski",2005,1021403
"15301",1815000,"Powiat ropczycko-sędziszowski",2005,6521093
"15302",1816000,"Powiat rzeszowski",2005,14780294
"15303",1817000,"Powiat sanocki",2005,2986731
"15304",1818000,"Powiat stalowowolski",2005,4813576
"15305",1819000,"Powiat strzyżowski",2005,5013188
"15306",1820000,"Powiat tarnobrzeski",2005,1095362
"15307",1821000,"Powiat leski",2005,6443133
"15308",2001000,"Powiat augustowski",2005,5359861
"15309",2002000,"Powiat białostocki",2005,10289211
"15310",2003000,"Powiat bielski",2005,8997600
"15311",2004000,"Powiat grajewski",2005,2355547
"15312",2005000,"Powiat hajnowski",2005,3665823
"15313",2006000,"Powiat kolneński",2005,3424502
"15314",2007000,"Powiat łomżyński",2005,2114013
"15315",2008000,"Powiat moniecki",2005,5838710
"15316",2009000,"Powiat sejneński",2005,2172042
"15317",2010000,"Powiat siemiatycki",2005,7047033
"15318",2011000,"Powiat sokólski",2005,5400362
"15319",2012000,"Powiat suwalski",2005,3428998
"15320",2013000,"Powiat wysokomazowiecki",2005,12570774
"15321",2014000,"Powiat zambrowski",2005,3686067
"15322",2201000,"Powiat bytowski",2005,10092132
"15323",2202000,"Powiat chojnicki",2005,8961884
"15324",2203000,"Powiat człuchowski",2005,15081375
"15325",2204000,"Powiat gdański",2005,3254051
"15326",2205000,"Powiat kartuski",2005,4305341
"15327",2206000,"Powiat kościerski",2005,3726726
"15328",2207000,"Powiat kwidzyński",2005,10127651
"15329",2208000,"Powiat lęborski",2005,1420302
"15330",2209000,"Powiat malborski",2005,5280149
"15331",2210000,"Powiat nowodworski",2005,7305905
"15332",2211000,"Powiat pucki",2005,4526786
"15333",2212000,"Powiat słupski",2005,3060778
"15334",2213000,"Powiat starogardzki",2005,8026205
"15335",2214000,"Powiat tczewski",2005,5513412
"15336",2215000,"Powiat wejherowski",2005,10574129
"15337",2216000,"Powiat sztumski",2005,2739656
"15338",2401000,"Powiat będziński",2005,4295208
"15339",2402000,"Powiat bielski",2005,9150584
"15340",2403000,"Powiat cieszyński",2005,18906224
"15341",2404000,"Powiat częstochowski",2005,7612359
"15342",2405000,"Powiat gliwicki",2005,4659782
"15343",2406000,"Powiat kłobucki",2005,7581503
"15344",2407000,"Powiat lubliniecki",2005,3563771
"15345",2408000,"Powiat mikołowski",2005,8502388
"15346",2409000,"Powiat myszkowski",2005,5110646
"15347",2410000,"Powiat pszczyński",2005,5847640
"15348",2411000,"Powiat raciborski",2005,14076846
"15349",2412000,"Powiat rybnicki",2005,1370200
"15350",2413000,"Powiat tarnogórski",2005,8016634
"15351",2414000,"Powiat bieruńsko-lędziński",2005,1604851
"15352",2415000,"Powiat wodzisławski",2005,7573687
"15353",2416000,"Powiat zawierciański",2005,4955970
"15354",2417000,"Powiat żywiecki",2005,3468785
"15355",2601000,"Powiat buski",2005,7897966
"15356",2602000,"Powiat jędrzejowski",2005,3639637
"15357",2603000,"Powiat kazimierski",2005,4708296
"15358",2604000,"Powiat kielecki",2005,11342873
"15359",2605000,"Powiat konecki",2005,4102219
"15360",2606000,"Powiat opatowski",2005,5956981
"15361",2607000,"Powiat ostrowiecki",2005,6733936
"15362",2608000,"Powiat pińczowski",2005,3737450
"15363",2609000,"Powiat sandomierski",2005,3898805
"15364",2610000,"Powiat skarżyski",2005,3822093
"15365",2611000,"Powiat starachowicki",2005,12354260
"15366",2612000,"Powiat staszowski",2005,8192675
"15367",2613000,"Powiat włoszczowski",2005,3764040
"15368",2801000,"Powiat bartoszycki",2005,730460
"15369",2802000,"Powiat braniewski",2005,490810
"15370",2803000,"Powiat działdowski",2005,3381450
"15371",2804000,"Powiat elbląski",2005,3072561
"15372",2805000,"Powiat ełcki",2005,9747664
"15373",2806000,"Powiat giżycki",2005,3901625
"15374",2807000,"Powiat iławski",2005,2454056
"15375",2808000,"Powiat kętrzyński",2005,9167846
"15376",2809000,"Powiat lidzbarski",2005,7214498
"15377",2810000,"Powiat mrągowski",2005,5628395
"15378",2811000,"Powiat nidzicki",2005,3124394
"15379",2812000,"Powiat nowomiejski",2005,1071969
"15380",2813000,"Powiat olecki",2005,7036490
"15381",2814000,"Powiat olsztyński",2005,8002972
"15382",2815000,"Powiat ostródzki",2005,6009170
"15383",2816000,"Powiat piski",2005,638400
"15384",2817000,"Powiat szczycieński",2005,12277530
"15385",2818000,"Powiat gołdapski",2005,996632
"15386",2819000,"Powiat węgorzewski",2005,2673998
"15387",3001000,"Powiat chodzieski",2005,3478000
"15388",3002000,"Powiat czarnkowsko-trzcianecki",2005,5474942
"15389",3003000,"Powiat gnieźnieński",2005,6595426
"15390",3004000,"Powiat gostyński",2005,6450798
"15391",3005000,"Powiat grodziski",2005,2947837
"15392",3006000,"Powiat jarociński",2005,6173212
"15393",3007000,"Powiat kaliski",2005,2769894
"15394",3008000,"Powiat kępiński",2005,2834744
"15395",3009000,"Powiat kolski",2005,3523583
"15396",3010000,"Powiat koniński",2005,5437526
"15397",3011000,"Powiat kościański",2005,5564950
"15398",3012000,"Powiat krotoszyński",2005,3615843
"15399",3013000,"Powiat leszczyński",2005,2208093
"15400",3014000,"Powiat międzychodzki",2005,2253894
"15401",3015000,"Powiat nowotomyski",2005,2218229
"15402",3016000,"Powiat obornicki",2005,1219999
"15403",3017000,"Powiat ostrowski",2005,8625398
"15404",3018000,"Powiat ostrzeszowski",2005,2005193
"15405",3019000,"Powiat pilski",2005,1525676
"15406",3020000,"Powiat pleszewski",2005,7404862
"15407",3021000,"Powiat poznański",2005,23002986
"15408",3022000,"Powiat rawicki",2005,3993135
"15409",3023000,"Powiat słupecki",2005,2593671
"15410",3024000,"Powiat szamotulski",2005,6224971
"15411",3025000,"Powiat średzki",2005,3094788
"15412",3026000,"Powiat śremski",2005,8638568
"15413",3027000,"Powiat turecki",2005,3867848
"15414",3028000,"Powiat wągrowiecki",2005,13069461
"15415",3029000,"Powiat wolsztyński",2005,4234479
"15416",3030000,"Powiat wrzesiński",2005,6554911
"15417",3031000,"Powiat złotowski",2005,4899008
"15418",3201000,"Powiat białogardzki",2005,4903118
"15419",3202000,"Powiat choszczeński",2005,827132
"15420",3203000,"Powiat drawski",2005,917139
"15421",3204000,"Powiat goleniowski",2005,2628767
"15422",3205000,"Powiat gryficki",2005,2176613
"15423",3206000,"Powiat gryfiński",2005,4581728
"15424",3207000,"Powiat kamieński",2005,2267232
"15425",3208000,"Powiat kołobrzeski",2005,1405532
"15426",3209000,"Powiat koszaliński",2005,8248839
"15427",3210000,"Powiat myśliborski",2005,4437823
"15428",3211000,"Powiat policki",2005,2193966
"15429",3212000,"Powiat pyrzycki",2005,1524092
"15430",3213000,"Powiat sławieński",2005,755288
"15431",3214000,"Powiat stargardzki",2005,10574895
"15432",3215000,"Powiat szczecinecki",2005,9206179
"15433",3216000,"Powiat świdwiński",2005,1932921
"15434",3217000,"Powiat wałecki",2005,1191152
"15435",3218000,"Powiat łobeski",2005,4938624
"15436",201000,"Powiat bolesławiecki",2006,7348421.1
"15437",202000,"Powiat dzierżoniowski",2006,3118385.43
"15438",203000,"Powiat głogowski",2006,2982095.81
"15439",204000,"Powiat górowski",2006,1056903.27
"15440",205000,"Powiat jaworski",2006,1388874.53
