"","Kod","Nazwa","rok","ZASOBY_MIESZKANIOWE_przecietna_liczba_osob_na_1_mieszkanie"
"32421",1206000,"Powiat krakowski",2015,3.23
"32422",1207000,"Powiat limanowski",2015,3.86
"32423",1208000,"Powiat miechowski",2015,2.9
"32424",1209000,"Powiat myślenicki",2015,3.7
"32425",1210000,"Powiat nowosądecki",2015,4.02
"32426",1211000,"Powiat nowotarski",2015,3.63
"32427",1212000,"Powiat olkuski",2015,2.99
"32428",1213000,"Powiat oświęcimski",2015,3.04
"32429",1214000,"Powiat proszowicki",2015,3.37
"32430",1215000,"Powiat suski",2015,3.39
"32431",1216000,"Powiat tarnowski",2015,3.73
"32432",1217000,"Powiat tatrzański",2015,2.78
"32433",1218000,"Powiat wadowicki",2015,3.43
"32434",1219000,"Powiat wielicki",2015,3.24
"32435",1261000,"Powiat m.Kraków",2015,2.11
"32436",1262000,"Powiat m.Nowy Sącz",2015,2.82
"32437",1263000,"Powiat m.Tarnów",2015,2.56
"32438",1401000,"Powiat białobrzeski",2015,2.86
"32439",1402000,"Powiat ciechanowski",2015,2.91
"32440",1403000,"Powiat garwoliński",2015,3.16
"32441",1404000,"Powiat gostyniński",2015,2.86
"32442",1405000,"Powiat grodziski",2015,2.62
"32443",1406000,"Powiat grójecki",2015,2.73
"32444",1407000,"Powiat kozienicki",2015,2.79
"32445",1408000,"Powiat legionowski",2015,2.62
"32446",1409000,"Powiat lipski",2015,2.66
"32447",1410000,"Powiat łosicki",2015,2.77
"32448",1411000,"Powiat makowski",2015,3.05
"32449",1412000,"Powiat miński",2015,2.77
"32450",1413000,"Powiat mławski",2015,2.96
"32451",1414000,"Powiat nowodworski",2015,2.7
"32452",1415000,"Powiat ostrołęcki",2015,3.64
"32453",1416000,"Powiat ostrowski",2015,3.02
"32454",1417000,"Powiat otwocki",2015,2.67
"32455",1418000,"Powiat piaseczyński",2015,2.43
"32456",1419000,"Powiat płocki",2015,3.22
"32457",1420000,"Powiat płoński",2015,2.95
"32458",1421000,"Powiat pruszkowski",2015,2.63
"32459",1422000,"Powiat przasnyski",2015,3.33
"32460",1423000,"Powiat przysuski",2015,2.9
"32461",1424000,"Powiat pułtuski",2015,2.84
"32462",1425000,"Powiat radomski",2015,3.36
"32463",1426000,"Powiat siedlecki",2015,3.13
"32464",1427000,"Powiat sierpecki",2015,3.19
"32465",1428000,"Powiat sochaczewski",2015,2.92
"32466",1429000,"Powiat sokołowski",2015,2.64
"32467",1430000,"Powiat szydłowiecki",2015,3.08
"32468",1432000,"Powiat warszawski zachodni",2015,2.61
"32469",1433000,"Powiat węgrowski",2015,2.75
"32470",1434000,"Powiat wołomiński",2015,2.89
"32471",1435000,"Powiat wyszkowski",2015,3.23
"32472",1436000,"Powiat zwoleński",2015,3.02
"32473",1437000,"Powiat żuromiński",2015,3.31
"32474",1438000,"Powiat żyrardowski",2015,2.5
"32475",1461000,"Powiat m.Ostrołęka",2015,2.77
"32476",1462000,"Powiat m.Płock",2015,2.42
"32477",1463000,"Powiat m.Radom",2015,2.62
"32478",1464000,"Powiat m.Siedlce",2015,2.42
"32479",1465000,"Powiat m. st. Warszawa",2015,1.91
"32480",1601000,"Powiat brzeski",2015,2.82
"32481",1602000,"Powiat głubczycki",2015,2.74
"32482",1603000,"Powiat kędzierzyńsko-kozielski",2015,2.67
"32483",1604000,"Powiat kluczborski",2015,2.93
"32484",1605000,"Powiat krapkowicki",2015,3.07
"32485",1606000,"Powiat namysłowski",2015,2.85
"32486",1607000,"Powiat nyski",2015,2.86
"32487",1608000,"Powiat oleski",2015,3.13
"32488",1609000,"Powiat opolski",2015,3.17
"32489",1610000,"Powiat prudnicki",2015,2.78
"32490",1611000,"Powiat strzelecki",2015,3.12
"32491",1661000,"Powiat m.Opole",2015,2.3
"32492",1801000,"Powiat bieszczadzki",2015,3.26
"32493",1802000,"Powiat brzozowski",2015,3.6
"32494",1803000,"Powiat dębicki",2015,3.62
"32495",1804000,"Powiat jarosławski",2015,3.43
"32496",1805000,"Powiat jasielski",2015,3.47
"32497",1806000,"Powiat kolbuszowski",2015,3.77
"32498",1807000,"Powiat krośnieński",2015,3.6
"32499",1808000,"Powiat leżajski",2015,3.56
"32500",1809000,"Powiat lubaczowski",2015,3.41
"32501",1810000,"Powiat łańcucki",2015,3.45
"32502",1811000,"Powiat mielecki",2015,3.35
"32503",1812000,"Powiat niżański",2015,3.42
"32504",1813000,"Powiat przemyski",2015,3.7
"32505",1814000,"Powiat przeworski",2015,3.37
"32506",1815000,"Powiat ropczycko-sędziszowski",2015,3.65
"32507",1816000,"Powiat rzeszowski",2015,3.5
"32508",1817000,"Powiat sanocki",2015,3.34
"32509",1818000,"Powiat stalowowolski",2015,3.03
"32510",1819000,"Powiat strzyżowski",2015,3.6
"32511",1820000,"Powiat tarnobrzeski",2015,3.41
"32512",1821000,"Powiat leski",2015,3.41
"32513",1861000,"Powiat m.Krosno",2015,2.68
"32514",1862000,"Powiat m.Przemyśl",2015,2.54
"32515",1863000,"Powiat m.Rzeszów",2015,2.52
"32516",1864000,"Powiat m.Tarnobrzeg",2015,2.75
"32517",2001000,"Powiat augustowski",2015,2.98
"32518",2002000,"Powiat białostocki",2015,2.74
"32519",2003000,"Powiat bielski",2015,2.4
"32520",2004000,"Powiat grajewski",2015,3.17
"32521",2005000,"Powiat hajnowski",2015,2.04
"32522",2006000,"Powiat kolneński",2015,3.67
"32523",2007000,"Powiat łomżyński",2015,3.46
"32524",2008000,"Powiat moniecki",2015,3.07
"32525",2009000,"Powiat sejneński",2015,2.93
"32526",2010000,"Powiat siemiatycki",2015,2.56
"32527",2011000,"Powiat sokólski",2015,2.73
"32528",2012000,"Powiat suwalski",2015,3.23
"32529",2013000,"Powiat wysokomazowiecki",2015,3.27
"32530",2014000,"Powiat zambrowski",2015,3.1
"32531",2061000,"Powiat m.Białystok",2015,2.34
"32532",2062000,"Powiat m.Łomża",2015,2.72
"32533",2063000,"Powiat m.Suwałki",2015,2.76
"32534",2201000,"Powiat bytowski",2015,3.51
"32535",2202000,"Powiat chojnicki",2015,3.36
"32536",2203000,"Powiat człuchowski",2015,3.2
"32537",2204000,"Powiat gdański",2015,3.05
"32538",2205000,"Powiat kartuski",2015,3.79
"32539",2206000,"Powiat kościerski",2015,3.42
"32540",2207000,"Powiat kwidzyński",2015,3.26
"32541",2208000,"Powiat lęborski",2015,3.05
"32542",2209000,"Powiat malborski",2015,2.98
"32543",2210000,"Powiat nowodworski",2015,2.81
"32544",2211000,"Powiat pucki",2015,3.02
"32545",2212000,"Powiat słupski",2015,3.09
"32546",2213000,"Powiat starogardzki",2015,3.26
"32547",2214000,"Powiat tczewski",2015,3.13
"32548",2215000,"Powiat wejherowski",2015,3.11
"32549",2216000,"Powiat sztumski",2015,3.31
"32550",2261000,"Powiat m.Gdańsk",2015,2.19
"32551",2262000,"Powiat m.Gdynia",2015,2.23
"32552",2263000,"Powiat m.Słupsk",2015,2.4
"32553",2264000,"Powiat m.Sopot",2015,1.95
"32554",2401000,"Powiat będziński",2015,2.46
"32555",2402000,"Powiat bielski",2015,3.3
"32556",2403000,"Powiat cieszyński",2015,2.95
"32557",2404000,"Powiat częstochowski",2015,2.93
"32558",2405000,"Powiat gliwicki",2015,3.03
"32559",2406000,"Powiat kłobucki",2015,3.21
"32560",2407000,"Powiat lubliniecki",2015,3.07
"32561",2408000,"Powiat mikołowski",2015,2.93
"32562",2409000,"Powiat myszkowski",2015,2.7
"32563",2410000,"Powiat pszczyński",2015,3.48
"32564",2411000,"Powiat raciborski",2015,3.05
"32565",2412000,"Powiat rybnicki",2015,3.2
"32566",2413000,"Powiat tarnogórski",2015,2.87
"32567",2414000,"Powiat bieruńsko-lędziński",2015,3.25
"32568",2415000,"Powiat wodzisławski",2015,3.23
"32569",2416000,"Powiat zawierciański",2015,2.53
"32570",2417000,"Powiat żywiecki",2015,3.03
"32571",2461000,"Powiat m.Bielsko-Biała",2015,2.47
"32572",2462000,"Powiat m.Bytom",2015,2.33
"32573",2463000,"Powiat m.Chorzów",2015,2.08
"32574",2464000,"Powiat m.Częstochowa",2015,2.32
"32575",2465000,"Powiat m.Dąbrowa Górnicza",2015,2.47
"32576",2466000,"Powiat m.Gliwice",2015,2.35
"32577",2467000,"Powiat m.Jastrzębie-Zdrój",2015,2.84
"32578",2468000,"Powiat m.Jaworzno",2015,2.7
"32579",2469000,"Powiat m.Katowice",2015,2.13
"32580",2470000,"Powiat m.Mysłowice",2015,2.64
"32581",2471000,"Powiat m.Piekary Śląskie",2015,2.55
"32582",2472000,"Powiat m.Ruda Śląska",2015,2.41
"32583",2473000,"Powiat m.Rybnik",2015,2.94
"32584",2474000,"Powiat m.Siemianowice Śląskie",2015,2.2
"32585",2475000,"Powiat m.Sosnowiec",2015,2.26
"32586",2476000,"Powiat m.Świętochłowice",2015,2.26
"32587",2477000,"Powiat m.Tychy",2015,2.6
"32588",2478000,"Powiat m.Zabrze",2015,2.52
"32589",2479000,"Powiat m.Żory",2015,3.12
"32590",2601000,"Powiat buski",2015,2.95
"32591",2602000,"Powiat jędrzejowski",2015,2.93
"32592",2603000,"Powiat kazimierski",2015,3.15
"32593",2604000,"Powiat kielecki",2015,3.52
"32594",2605000,"Powiat konecki",2015,2.77
"32595",2606000,"Powiat opatowski",2015,2.9
"32596",2607000,"Powiat ostrowiecki",2015,2.75
"32597",2608000,"Powiat pińczowski",2015,2.8
"32598",2609000,"Powiat sandomierski",2015,3.1
"32599",2610000,"Powiat skarżyski",2015,2.54
"32600",2611000,"Powiat starachowicki",2015,2.86
"32601",2612000,"Powiat staszowski",2015,3.1
"32602",2613000,"Powiat włoszczowski",2015,2.84
"32603",2661000,"Powiat m.Kielce",2015,2.39
"32604",2801000,"Powiat bartoszycki",2015,2.87
"32605",2802000,"Powiat braniewski",2015,2.98
"32606",2803000,"Powiat działdowski",2015,3.08
"32607",2804000,"Powiat elbląski",2015,3.24
"32608",2805000,"Powiat ełcki",2015,2.85
"32609",2806000,"Powiat giżycki",2015,2.8
"32610",2807000,"Powiat iławski",2015,3.15
"32611",2808000,"Powiat kętrzyński",2015,2.74
"32612",2809000,"Powiat lidzbarski",2015,2.85
"32613",2810000,"Powiat mrągowski",2015,2.85
"32614",2811000,"Powiat nidzicki",2015,3.18
"32615",2812000,"Powiat nowomiejski",2015,3.31
"32616",2813000,"Powiat olecki",2015,2.97
"32617",2814000,"Powiat olsztyński",2015,3.05
"32618",2815000,"Powiat ostródzki",2015,2.95
"32619",2816000,"Powiat piski",2015,3.04
"32620",2817000,"Powiat szczycieński",2015,3.13
"32621",2818000,"Powiat gołdapski",2015,3.04
"32622",2819000,"Powiat węgorzewski",2015,2.81
"32623",2861000,"Powiat m.Elbląg",2015,2.63
"32624",2862000,"Powiat m.Olsztyn",2015,2.28
"32625",3001000,"Powiat chodzieski",2015,3.27
"32626",3002000,"Powiat czarnkowsko-trzcianecki",2015,3.26
"32627",3003000,"Powiat gnieźnieński",2015,3.01
"32628",3004000,"Powiat gostyński",2015,3.58
"32629",3005000,"Powiat grodziski",2015,3.6
"32630",3006000,"Powiat jarociński",2015,3.43
"32631",3007000,"Powiat kaliski",2015,3.64
"32632",3008000,"Powiat kępiński",2015,3.36
"32633",3009000,"Powiat kolski",2015,3.06
"32634",3010000,"Powiat koniński",2015,3.61
"32635",3011000,"Powiat kościański",2015,3.28
"32636",3012000,"Powiat krotoszyński",2015,3.38
"32637",3013000,"Powiat leszczyński",2015,3.68
"32638",3014000,"Powiat międzychodzki",2015,3.03
"32639",3015000,"Powiat nowotomyski",2015,3.24
"32640",3016000,"Powiat obornicki",2015,3.2
"32641",3017000,"Powiat ostrowski",2015,3.19
"32642",3018000,"Powiat ostrzeszowski",2015,3.35
"32643",3019000,"Powiat pilski",2015,3.04
"32644",3020000,"Powiat pleszewski",2015,3.46
"32645",3021000,"Powiat poznański",2015,3.02
"32646",3022000,"Powiat rawicki",2015,3.21
"32647",3023000,"Powiat słupecki",2015,3.26
"32648",3024000,"Powiat szamotulski",2015,3.17
"32649",3025000,"Powiat średzki",2015,3.25
"32650",3026000,"Powiat śremski",2015,3.21
"32651",3027000,"Powiat turecki",2015,3.24
"32652",3028000,"Powiat wągrowiecki",2015,3.23
"32653",3029000,"Powiat wolsztyński",2015,3.63
"32654",3030000,"Powiat wrzesiński",2015,3.09
"32655",3031000,"Powiat złotowski",2015,3.23
"32656",3061000,"Powiat m.Kalisz",2015,2.38
"32657",3062000,"Powiat m.Konin",2015,2.59
"32658",3063000,"Powiat m.Leszno",2015,2.69
"32659",3064000,"Powiat m.Poznań",2015,2.16
"32660",3201000,"Powiat białogardzki",2015,2.91
"32661",3202000,"Powiat choszczeński",2015,3.01
"32662",3203000,"Powiat drawski",2015,2.9
"32663",3204000,"Powiat goleniowski",2015,3.05
"32664",3205000,"Powiat gryficki",2015,2.96
"32665",3206000,"Powiat gryfiński",2015,3.1
"32666",3207000,"Powiat kamieński",2015,2.34
"32667",3208000,"Powiat kołobrzeski",2015,2.37
"32668",3209000,"Powiat koszaliński",2015,3.03
"32669",3210000,"Powiat myśliborski",2015,3.03
"32670",3211000,"Powiat policki",2015,2.8
"32671",3212000,"Powiat pyrzycki",2015,3.19
"32672",3213000,"Powiat sławieński",2015,3.08
"32673",3214000,"Powiat stargardzki",2015,2.94
"32674",3215000,"Powiat szczecinecki",2015,2.81
"32675",3216000,"Powiat świdwiński",2015,2.91
"32676",3217000,"Powiat wałecki",2015,2.89
"32677",3218000,"Powiat łobeski",2015,2.95
"32678",3261000,"Powiat m.Koszalin",2015,2.38
"32679",3262000,"Powiat m.Szczecin",2015,2.35
"32680",3263000,"Powiat m.Świnoujście",2015,2.03
"32681",201000,"Powiat bolesławiecki",2016,2.87
"32682",202000,"Powiat dzierżoniowski",2016,2.59
"32683",203000,"Powiat głogowski",2016,2.78
"32684",204000,"Powiat górowski",2016,3.02
"32685",205000,"Powiat jaworski",2016,2.86
"32686",206000,"Powiat jeleniogórski",2016,2.58
"32687",207000,"Powiat kamiennogórski",2016,2.64
"32688",208000,"Powiat kłodzki",2016,2.52
"32689",209000,"Powiat legnicki",2016,3.04
"32690",210000,"Powiat lubański",2016,2.73
"32691",211000,"Powiat lubiński",2016,2.65
"32692",212000,"Powiat lwówecki",2016,2.78
"32693",213000,"Powiat milicki",2016,3.22
"32694",214000,"Powiat oleśnicki",2016,3
"32695",215000,"Powiat oławski",2016,2.8
"32696",216000,"Powiat polkowicki",2016,2.96
"32697",217000,"Powiat strzeliński",2016,2.91
"32698",218000,"Powiat średzki",2016,3.01
"32699",219000,"Powiat świdnicki",2016,2.65
"32700",220000,"Powiat trzebnicki",2016,3.12
"32701",221000,"Powiat wałbrzyski",2016,2.56
"32702",222000,"Powiat wołowski",2016,2.77
"32703",223000,"Powiat wrocławski",2016,2.7
"32704",224000,"Powiat ząbkowicki",2016,2.78
"32705",225000,"Powiat zgorzelecki",2016,2.68
"32706",226000,"Powiat złotoryjski",2016,2.84
"32707",261000,"Powiat m.Jelenia Góra",2016,2.29
"32708",262000,"Powiat m.Legnica",2016,2.4
"32709",264000,"Powiat m.Wrocław",2016,2.05
"32710",265000,"Powiat m.Wałbrzych od 2013",2016,2.26
"32711",401000,"Powiat aleksandrowski",2016,2.82
"32712",402000,"Powiat brodnicki",2016,3.07
"32713",403000,"Powiat bydgoski",2016,3.17
"32714",404000,"Powiat chełmiński",2016,3.18
"32715",405000,"Powiat golubsko-dobrzyński",2016,3.18
"32716",406000,"Powiat grudziądzki",2016,3.36
"32717",407000,"Powiat inowrocławski",2016,2.82
"32718",408000,"Powiat lipnowski",2016,3.36
"32719",409000,"Powiat mogileński",2016,3.23
"32720",410000,"Powiat nakielski",2016,3.35
"32721",411000,"Powiat radziejowski",2016,3.35
"32722",412000,"Powiat rypiński",2016,3.19
"32723",413000,"Powiat sępoleński",2016,3.4
"32724",414000,"Powiat świecki",2016,3.19
"32725",415000,"Powiat toruński",2016,3.37
"32726",416000,"Powiat tucholski",2016,3.34
"32727",417000,"Powiat wąbrzeski",2016,3.07
"32728",418000,"Powiat włocławski",2016,3.23
"32729",419000,"Powiat żniński",2016,3.28
"32730",461000,"Powiat m.Bydgoszcz",2016,2.38
"32731",462000,"Powiat m.Grudziądz",2016,2.49
"32732",463000,"Powiat m.Toruń",2016,2.29
"32733",464000,"Powiat m.Włocławek",2016,2.44
"32734",601000,"Powiat bialski",2016,2.87
"32735",602000,"Powiat biłgorajski",2016,3.26
"32736",603000,"Powiat chełmski",2016,2.77
"32737",604000,"Powiat hrubieszowski",2016,2.85
"32738",605000,"Powiat janowski",2016,3.46
"32739",606000,"Powiat krasnostawski",2016,2.63
"32740",607000,"Powiat kraśnicki",2016,3.05
"32741",608000,"Powiat lubartowski",2016,2.93
"32742",609000,"Powiat lubelski",2016,3.06
"32743",610000,"Powiat łęczyński",2016,3.08
"32744",611000,"Powiat łukowski",2016,3.25
"32745",612000,"Powiat opolski",2016,2.91
"32746",613000,"Powiat parczewski",2016,2.72
"32747",614000,"Powiat puławski",2016,2.69
"32748",615000,"Powiat radzyński",2016,3.04
"32749",616000,"Powiat rycki",2016,2.83
"32750",617000,"Powiat świdnicki",2016,2.7
"32751",618000,"Powiat tomaszowski",2016,3.03
"32752",619000,"Powiat włodawski",2016,2.73
"32753",620000,"Powiat zamojski",2016,2.95
"32754",661000,"Powiat m.Biała Podlaska",2016,2.6
"32755",662000,"Powiat m.Chełm",2016,2.48
"32756",663000,"Powiat m.Lublin",2016,2.28
"32757",664000,"Powiat m.Zamość",2016,2.68
"32758",801000,"Powiat gorzowski",2016,3.18
"32759",802000,"Powiat krośnieński",2016,2.9
"32760",803000,"Powiat międzyrzecki",2016,2.86
"32761",804000,"Powiat nowosolski",2016,2.86
"32762",805000,"Powiat słubicki",2016,2.87
"32763",806000,"Powiat strzelecko-drezdenecki",2016,2.97
"32764",807000,"Powiat sulęciński",2016,2.89
"32765",808000,"Powiat świebodziński",2016,2.86
"32766",809000,"Powiat zielonogórski",2016,3.06
"32767",810000,"Powiat żagański",2016,2.74
"32768",811000,"Powiat żarski",2016,2.86
"32769",812000,"Powiat wschowski",2016,3.13
"32770",861000,"Powiat m.Gorzów Wielkopolski",2016,2.38
"32771",862000,"Powiat m.Zielona Góra",2016,2.37
"32772",1001000,"Powiat bełchatowski",2016,2.78
"32773",1002000,"Powiat kutnowski",2016,2.6
"32774",1003000,"Powiat łaski",2016,2.61
"32775",1004000,"Powiat łęczycki",2016,2.94
"32776",1005000,"Powiat łowicki",2016,2.87
"32777",1006000,"Powiat łódzki wschodni",2016,2.92
"32778",1007000,"Powiat opoczyński",2016,2.95
"32779",1008000,"Powiat pabianicki",2016,2.34
"32780",1009000,"Powiat pajęczański",2016,3.07
"32781",1010000,"Powiat piotrkowski",2016,3.02
"32782",1011000,"Powiat poddębicki",2016,2.68
"32783",1012000,"Powiat radomszczański",2016,2.65
"32784",1013000,"Powiat rawski",2016,2.97
"32785",1014000,"Powiat sieradzki",2016,3.02
"32786",1015000,"Powiat skierniewicki",2016,3.1
"32787",1016000,"Powiat tomaszowski",2016,2.58
"32788",1017000,"Powiat wieluński",2016,3.04
"32789",1018000,"Powiat wieruszowski",2016,3.13
"32790",1019000,"Powiat zduńskowolski",2016,2.75
"32791",1020000,"Powiat zgierski",2016,2.5
"32792",1021000,"Powiat brzeziński",2016,2.71
"32793",1061000,"Powiat m.Łódź",2016,1.97
"32794",1062000,"Powiat m.Piotrków Trybunalski",2016,2.37
"32795",1063000,"Powiat m.Skierniewice",2016,2.47
"32796",1201000,"Powiat bocheński",2016,3.34
"32797",1202000,"Powiat brzeski",2016,3.39
"32798",1203000,"Powiat chrzanowski",2016,2.86
"32799",1204000,"Powiat dąbrowski",2016,3.57
"32800",1205000,"Powiat gorlicki",2016,3.42
"32801",1206000,"Powiat krakowski",2016,3.21
"32802",1207000,"Powiat limanowski",2016,3.83
"32803",1208000,"Powiat miechowski",2016,2.89
"32804",1209000,"Powiat myślenicki",2016,3.68
"32805",1210000,"Powiat nowosądecki",2016,4.01
"32806",1211000,"Powiat nowotarski",2016,3.6
"32807",1212000,"Powiat olkuski",2016,2.97
"32808",1213000,"Powiat oświęcimski",2016,3.02
"32809",1214000,"Powiat proszowicki",2016,3.34
"32810",1215000,"Powiat suski",2016,3.36
"32811",1216000,"Powiat tarnowski",2016,3.69
"32812",1217000,"Powiat tatrzański",2016,2.75
"32813",1218000,"Powiat wadowicki",2016,3.4
"32814",1219000,"Powiat wielicki",2016,3.23
"32815",1261000,"Powiat m.Kraków",2016,2.07
"32816",1262000,"Powiat m.Nowy Sącz",2016,2.8
"32817",1263000,"Powiat m.Tarnów",2016,2.54
"32818",1401000,"Powiat białobrzeski",2016,2.83
"32819",1402000,"Powiat ciechanowski",2016,2.9
"32820",1403000,"Powiat garwoliński",2016,3.12
"32821",1404000,"Powiat gostyniński",2016,2.82
"32822",1405000,"Powiat grodziski",2016,2.59
"32823",1406000,"Powiat grójecki",2016,2.7
"32824",1407000,"Powiat kozienicki",2016,2.76
"32825",1408000,"Powiat legionowski",2016,2.59
"32826",1409000,"Powiat lipski",2016,2.63
"32827",1410000,"Powiat łosicki",2016,2.74
"32828",1411000,"Powiat makowski",2016,3.02
"32829",1412000,"Powiat miński",2016,2.76
"32830",1413000,"Powiat mławski",2016,2.94
"32831",1414000,"Powiat nowodworski",2016,2.65
"32832",1415000,"Powiat ostrołęcki",2016,3.62
"32833",1416000,"Powiat ostrowski",2016,2.99
"32834",1417000,"Powiat otwocki",2016,2.64
"32835",1418000,"Powiat piaseczyński",2016,2.41
"32836",1419000,"Powiat płocki",2016,3.19
"32837",1420000,"Powiat płoński",2016,2.91
"32838",1421000,"Powiat pruszkowski",2016,2.62
"32839",1422000,"Powiat przasnyski",2016,3.29
"32840",1423000,"Powiat przysuski",2016,2.88
"32841",1424000,"Powiat pułtuski",2016,2.81
"32842",1425000,"Powiat radomski",2016,3.33
"32843",1426000,"Powiat siedlecki",2016,3.11
"32844",1427000,"Powiat sierpecki",2016,3.15
"32845",1428000,"Powiat sochaczewski",2016,2.91
"32846",1429000,"Powiat sokołowski",2016,2.61
"32847",1430000,"Powiat szydłowiecki",2016,3.04
"32848",1432000,"Powiat warszawski zachodni",2016,2.6
"32849",1433000,"Powiat węgrowski",2016,2.73
"32850",1434000,"Powiat wołomiński",2016,2.87
"32851",1435000,"Powiat wyszkowski",2016,3.19
"32852",1436000,"Powiat zwoleński",2016,3
"32853",1437000,"Powiat żuromiński",2016,3.27
"32854",1438000,"Powiat żyrardowski",2016,2.49
"32855",1461000,"Powiat m.Ostrołęka",2016,2.74
"32856",1462000,"Powiat m.Płock",2016,2.39
"32857",1463000,"Powiat m.Radom",2016,2.59
"32858",1464000,"Powiat m.Siedlce",2016,2.39
"32859",1465000,"Powiat m. st. Warszawa",2016,1.88
"32860",1601000,"Powiat brzeski",2016,2.8
"32861",1602000,"Powiat głubczycki",2016,2.71
"32862",1603000,"Powiat kędzierzyńsko-kozielski",2016,2.65
"32863",1604000,"Powiat kluczborski",2016,2.91
"32864",1605000,"Powiat krapkowicki",2016,3.05
"32865",1606000,"Powiat namysłowski",2016,2.82
"32866",1607000,"Powiat nyski",2016,2.84
"32867",1608000,"Powiat oleski",2016,3.11
"32868",1609000,"Powiat opolski",2016,3.15
"32869",1610000,"Powiat prudnicki",2016,2.76
"32870",1611000,"Powiat strzelecki",2016,3.1
"32871",1661000,"Powiat m.Opole",2016,2.28
"32872",1801000,"Powiat bieszczadzki",2016,3.23
"32873",1802000,"Powiat brzozowski",2016,3.56
"32874",1803000,"Powiat dębicki",2016,3.59
"32875",1804000,"Powiat jarosławski",2016,3.41
"32876",1805000,"Powiat jasielski",2016,3.44
"32877",1806000,"Powiat kolbuszowski",2016,3.74
"32878",1807000,"Powiat krośnieński",2016,3.57
"32879",1808000,"Powiat leżajski",2016,3.53
"32880",1809000,"Powiat lubaczowski",2016,3.37
"32881",1810000,"Powiat łańcucki",2016,3.43
"32882",1811000,"Powiat mielecki",2016,3.32
"32883",1812000,"Powiat niżański",2016,3.38
"32884",1813000,"Powiat przemyski",2016,3.67
"32885",1814000,"Powiat przeworski",2016,3.35
"32886",1815000,"Powiat ropczycko-sędziszowski",2016,3.63
"32887",1816000,"Powiat rzeszowski",2016,3.47
"32888",1817000,"Powiat sanocki",2016,3.31
"32889",1818000,"Powiat stalowowolski",2016,3
"32890",1819000,"Powiat strzyżowski",2016,3.56
"32891",1820000,"Powiat tarnobrzeski",2016,3.38
"32892",1821000,"Powiat leski",2016,3.38
"32893",1861000,"Powiat m.Krosno",2016,2.65
"32894",1862000,"Powiat m.Przemyśl",2016,2.5
"32895",1863000,"Powiat m.Rzeszów",2016,2.45
"32896",1864000,"Powiat m.Tarnobrzeg",2016,2.72
"32897",2001000,"Powiat augustowski",2016,2.96
"32898",2002000,"Powiat białostocki",2016,2.71
"32899",2003000,"Powiat bielski",2016,2.37
"32900",2004000,"Powiat grajewski",2016,3.12
"32901",2005000,"Powiat hajnowski",2016,2.01
"32902",2006000,"Powiat kolneński",2016,3.63
"32903",2007000,"Powiat łomżyński",2016,3.43
"32904",2008000,"Powiat moniecki",2016,3.04
"32905",2009000,"Powiat sejneński",2016,2.88
"32906",2010000,"Powiat siemiatycki",2016,2.52
"32907",2011000,"Powiat sokólski",2016,2.7
"32908",2012000,"Powiat suwalski",2016,3.21
"32909",2013000,"Powiat wysokomazowiecki",2016,3.24
"32910",2014000,"Powiat zambrowski",2016,3.07
"32911",2061000,"Powiat m.Białystok",2016,2.32
"32912",2062000,"Powiat m.Łomża",2016,2.69
"32913",2063000,"Powiat m.Suwałki",2016,2.73
"32914",2201000,"Powiat bytowski",2016,3.49
"32915",2202000,"Powiat chojnicki",2016,3.34
"32916",2203000,"Powiat człuchowski",2016,3.17
"32917",2204000,"Powiat gdański",2016,3.05
"32918",2205000,"Powiat kartuski",2016,3.75
"32919",2206000,"Powiat kościerski",2016,3.39
"32920",2207000,"Powiat kwidzyński",2016,3.24
"32921",2208000,"Powiat lęborski",2016,3.02
"32922",2209000,"Powiat malborski",2016,2.95
"32923",2210000,"Powiat nowodworski",2016,2.78
"32924",2211000,"Powiat pucki",2016,2.99
"32925",2212000,"Powiat słupski",2016,3.05
"32926",2213000,"Powiat starogardzki",2016,3.24
"32927",2214000,"Powiat tczewski",2016,3.1
"32928",2215000,"Powiat wejherowski",2016,3.1
"32929",2216000,"Powiat sztumski",2016,3.28
"32930",2261000,"Powiat m.Gdańsk",2016,2.15
"32931",2262000,"Powiat m.Gdynia",2016,2.2
"32932",2263000,"Powiat m.Słupsk",2016,2.37
"32933",2264000,"Powiat m.Sopot",2016,1.93
"32934",2401000,"Powiat będziński",2016,2.44
"32935",2402000,"Powiat bielski",2016,3.28
"32936",2403000,"Powiat cieszyński",2016,2.92
"32937",2404000,"Powiat częstochowski",2016,2.91
"32938",2405000,"Powiat gliwicki",2016,3.01
"32939",2406000,"Powiat kłobucki",2016,3.19
"32940",2407000,"Powiat lubliniecki",2016,3.05
"32941",2408000,"Powiat mikołowski",2016,2.91
"32942",2409000,"Powiat myszkowski",2016,2.69
"32943",2410000,"Powiat pszczyński",2016,3.46
"32944",2411000,"Powiat raciborski",2016,3.04
"32945",2412000,"Powiat rybnicki",2016,3.18
"32946",2413000,"Powiat tarnogórski",2016,2.84
"32947",2414000,"Powiat bieruńsko-lędziński",2016,3.23
"32948",2415000,"Powiat wodzisławski",2016,3.22
"32949",2416000,"Powiat zawierciański",2016,2.52
"32950",2417000,"Powiat żywiecki",2016,3.01
"32951",2461000,"Powiat m.Bielsko-Biała",2016,2.44
"32952",2462000,"Powiat m.Bytom",2016,2.31
