"","Kod","Nazwa","rok","ZASOBY_MIESZKANIOWE_przecietna_liczba_osob_na_1_mieszkanie"
"28753",2264000,"Powiat m.Sopot",2005,2.27
"28754",2401000,"Powiat będziński",2005,2.53
"28755",2402000,"Powiat bielski",2005,3.15
"28756",2403000,"Powiat cieszyński",2005,2.95
"28757",2404000,"Powiat częstochowski",2005,3.07
"28758",2405000,"Powiat gliwicki",2005,3.04
"28759",2406000,"Powiat kłobucki",2005,3.4
"28760",2407000,"Powiat lubliniecki",2005,3.29
"28761",2408000,"Powiat mikołowski",2005,2.9
"28762",2409000,"Powiat myszkowski",2005,2.87
"28763",2410000,"Powiat pszczyński",2005,3.52
"28764",2411000,"Powiat raciborski",2005,3.22
"28765",2412000,"Powiat rybnicki",2005,3.11
"28766",2413000,"Powiat tarnogórski",2005,2.98
"28767",2414000,"Powiat bieruńsko-lędziński",2005,3.26
"28768",2415000,"Powiat wodzisławski",2005,3.17
"28769",2416000,"Powiat zawierciański",2005,2.72
"28770",2417000,"Powiat żywiecki",2005,3.19
"28771",2461000,"Powiat m.Bielsko-Biała",2005,2.77
"28772",2462000,"Powiat m.Bytom",2005,2.6
"28773",2463000,"Powiat m.Chorzów",2005,2.29
"28774",2464000,"Powiat m.Częstochowa",2005,2.61
"28775",2465000,"Powiat m.Dąbrowa Górnicza",2005,2.61
"28776",2466000,"Powiat m.Gliwice",2005,2.68
"28777",2467000,"Powiat m.Jastrzębie-Zdrój",2005,3.1
"28778",2468000,"Powiat m.Jaworzno",2005,2.89
"28779",2469000,"Powiat m.Katowice",2005,2.39
"28780",2470000,"Powiat m.Mysłowice",2005,2.78
"28781",2471000,"Powiat m.Piekary Śląskie",2005,2.56
"28782",2472000,"Powiat m.Ruda Śląska",2005,2.6
"28783",2473000,"Powiat m.Rybnik",2005,3.05
"28784",2474000,"Powiat m.Siemianowice Śląskie",2005,2.43
"28785",2475000,"Powiat m.Sosnowiec",2005,2.49
"28786",2476000,"Powiat m.Świętochłowice",2005,2.52
"28787",2477000,"Powiat m.Tychy",2005,2.87
"28788",2478000,"Powiat m.Zabrze",2005,2.85
"28789",2479000,"Powiat m.Żory",2005,3.37
"28790",2601000,"Powiat buski",2005,3.21
"28791",2602000,"Powiat jędrzejowski",2005,3.15
"28792",2603000,"Powiat kazimierski",2005,3.37
"28793",2604000,"Powiat kielecki",2005,3.66
"28794",2605000,"Powiat konecki",2005,2.99
"28795",2606000,"Powiat opatowski",2005,3.14
"28796",2607000,"Powiat ostrowiecki",2005,2.91
"28797",2608000,"Powiat pińczowski",2005,3.07
"28798",2609000,"Powiat sandomierski",2005,3.38
"28799",2610000,"Powiat skarżyski",2005,2.76
"28800",2611000,"Powiat starachowicki",2005,3.04
"28801",2612000,"Powiat staszowski",2005,3.35
"28802",2613000,"Powiat włoszczowski",2005,3.16
"28803",2661000,"Powiat m.Kielce",2005,2.73
"28804",2801000,"Powiat bartoszycki",2005,3.1
"28805",2802000,"Powiat braniewski",2005,3.24
"28806",2803000,"Powiat działdowski",2005,3.29
"28807",2804000,"Powiat elbląski",2005,3.43
"28808",2805000,"Powiat ełcki",2005,3.14
"28809",2806000,"Powiat giżycki",2005,2.98
"28810",2807000,"Powiat iławski",2005,3.42
"28811",2808000,"Powiat kętrzyński",2005,2.96
"28812",2809000,"Powiat lidzbarski",2005,3.04
"28813",2810000,"Powiat mrągowski",2005,3.07
"28814",2811000,"Powiat nidzicki",2005,3.33
"28815",2812000,"Powiat nowomiejski",2005,3.42
"28816",2813000,"Powiat olecki",2005,3.19
"28817",2814000,"Powiat olsztyński",2005,3.38
"28818",2815000,"Powiat ostródzki",2005,3.22
"28819",2816000,"Powiat piski",2005,3.3
"28820",2817000,"Powiat szczycieński",2005,3.41
"28821",2818000,"Powiat gołdapski",2005,3.22
"28822",2819000,"Powiat węgorzewski",2005,3.04
"28823",2861000,"Powiat m.Elbląg",2005,2.91
"28824",2862000,"Powiat m.Olsztyn",2005,2.67
"28825",3001000,"Powiat chodzieski",2005,3.32
"28826",3002000,"Powiat czarnkowsko-trzcianecki",2005,3.42
"28827",3003000,"Powiat gnieźnieński",2005,3.3
"28828",3004000,"Powiat gostyński",2005,3.79
"28829",3005000,"Powiat grodziski",2005,3.8
"28830",3006000,"Powiat jarociński",2005,3.62
"28831",3007000,"Powiat kaliski",2005,3.88
"28832",3008000,"Powiat kępiński",2005,3.62
"28833",3009000,"Powiat kolski",2005,3.18
"28834",3010000,"Powiat koniński",2005,3.78
"28835",3011000,"Powiat kościański",2005,3.55
"28836",3012000,"Powiat krotoszyński",2005,3.58
"28837",3013000,"Powiat leszczyński",2005,3.99
"28838",3014000,"Powiat międzychodzki",2005,3.29
"28839",3015000,"Powiat nowotomyski",2005,3.47
"28840",3016000,"Powiat obornicki",2005,3.4
"28841",3017000,"Powiat ostrowski",2005,3.46
"28842",3018000,"Powiat ostrzeszowski",2005,3.59
"28843",3019000,"Powiat pilski",2005,3.27
"28844",3020000,"Powiat pleszewski",2005,3.76
"28845",3021000,"Powiat poznański",2005,3.38
"28846",3022000,"Powiat rawicki",2005,3.48
"28847",3023000,"Powiat słupecki",2005,3.49
"28848",3024000,"Powiat szamotulski",2005,3.45
"28849",3025000,"Powiat średzki",2005,3.52
"28850",3026000,"Powiat śremski",2005,3.53
"28851",3027000,"Powiat turecki",2005,3.41
"28852",3028000,"Powiat wągrowiecki",2005,3.46
"28853",3029000,"Powiat wolsztyński",2005,3.77
"28854",3030000,"Powiat wrzesiński",2005,3.38
"28855",3031000,"Powiat złotowski",2005,3.41
"28856",3061000,"Powiat m.Kalisz",2005,2.73
"28857",3062000,"Powiat m.Konin",2005,2.89
"28858",3063000,"Powiat m.Leszno",2005,2.93
"28859",3064000,"Powiat m.Poznań",2005,2.56
"28860",3201000,"Powiat białogardzki",2005,3.07
"28861",3202000,"Powiat choszczeński",2005,3.21
"28862",3203000,"Powiat drawski",2005,3.13
"28863",3204000,"Powiat goleniowski",2005,3.19
"28864",3205000,"Powiat gryficki",2005,3.14
"28865",3206000,"Powiat gryfiński",2005,3.25
"28866",3207000,"Powiat kamieński",2005,2.83
"28867",3208000,"Powiat kołobrzeski",2005,2.79
"28868",3209000,"Powiat koszaliński",2005,3.43
"28869",3210000,"Powiat myśliborski",2005,3.2
"28870",3211000,"Powiat policki",2005,3.08
"28871",3212000,"Powiat pyrzycki",2005,3.32
"28872",3213000,"Powiat sławieński",2005,3.31
"28873",3214000,"Powiat stargardzki",2005,3.16
"28874",3215000,"Powiat szczecinecki",2005,2.89
"28875",3216000,"Powiat świdwiński",2005,3.09
"28876",3217000,"Powiat wałecki",2005,3.07
"28877",3218000,"Powiat łobeski",2005,3.06
"28878",3261000,"Powiat m.Koszalin",2005,2.69
"28879",3262000,"Powiat m.Szczecin",2005,2.65
"28880",3263000,"Powiat m.Świnoujście",2005,2.58
"28881",201000,"Powiat bolesławiecki",2006,3.04
"28882",202000,"Powiat dzierżoniowski",2006,2.75
"28883",203000,"Powiat głogowski",2006,3.01
"28884",204000,"Powiat górowski",2006,3.19
"28885",205000,"Powiat jaworski",2006,3.05
"28886",206000,"Powiat jeleniogórski",2006,2.86
"28887",207000,"Powiat kamiennogórski",2006,2.84
"28888",208000,"Powiat kłodzki",2006,2.74
"28889",209000,"Powiat legnicki",2006,3.21
"28890",210000,"Powiat lubański",2006,2.92
"28891",211000,"Powiat lubiński",2006,2.93
"28892",212000,"Powiat lwówecki",2006,2.9
"28893",213000,"Powiat milicki",2006,3.47
"28894",214000,"Powiat oleśnicki",2006,3.31
"28895",215000,"Powiat oławski",2006,3.15
"28896",216000,"Powiat polkowicki",2006,3.16
"28897",217000,"Powiat strzeliński",2006,3.14
"28898",218000,"Powiat średzki",2006,3.31
"28899",219000,"Powiat świdnicki",2006,2.85
"28900",220000,"Powiat trzebnicki",2006,3.33
"28901",221000,"Powiat wałbrzyski",2006,2.56
"28902",222000,"Powiat wołowski",2006,3.01
"28903",223000,"Powiat wrocławski",2006,3.22
"28904",224000,"Powiat ząbkowicki",2006,2.96
"28905",225000,"Powiat zgorzelecki",2006,2.87
"28906",226000,"Powiat złotoryjski",2006,3.07
"28907",261000,"Powiat m.Jelenia Góra",2006,2.6
"28908",262000,"Powiat m.Legnica",2006,2.64
"28909",264000,"Powiat m.Wrocław",2006,2.53
"28910",265000,"Powiat m.Wałbrzych od 2013",2006,NA
"28911",401000,"Powiat aleksandrowski",2006,3.03
"28912",402000,"Powiat brodnicki",2006,3.29
"28913",403000,"Powiat bydgoski",2006,3.41
"28914",404000,"Powiat chełmiński",2006,3.32
"28915",405000,"Powiat golubsko-dobrzyński",2006,3.42
"28916",406000,"Powiat grudziądzki",2006,3.44
"28917",407000,"Powiat inowrocławski",2006,3.07
"28918",408000,"Powiat lipnowski",2006,3.5
"28919",409000,"Powiat mogileński",2006,3.4
"28920",410000,"Powiat nakielski",2006,3.48
"28921",411000,"Powiat radziejowski",2006,3.45
"28922",412000,"Powiat rypiński",2006,3.42
"28923",413000,"Powiat sępoleński",2006,3.55
"28924",414000,"Powiat świecki",2006,3.31
"28925",415000,"Powiat toruński",2006,3.67
"28926",416000,"Powiat tucholski",2006,3.5
"28927",417000,"Powiat wąbrzeski",2006,3.21
"28928",418000,"Powiat włocławski",2006,3.4
"28929",419000,"Powiat żniński",2006,3.43
"28930",461000,"Powiat m.Bydgoszcz",2006,2.66
"28931",462000,"Powiat m.Grudziądz",2006,2.79
"28932",463000,"Powiat m.Toruń",2006,2.65
"28933",464000,"Powiat m.Włocławek",2006,2.73
"28934",601000,"Powiat bialski",2006,3.17
"28935",602000,"Powiat biłgorajski",2006,3.48
"28936",603000,"Powiat chełmski",2006,3.02
"28937",604000,"Powiat hrubieszowski",2006,3.08
"28938",605000,"Powiat janowski",2006,3.67
"28939",606000,"Powiat krasnostawski",2006,2.94
"28940",607000,"Powiat kraśnicki",2006,3.32
"28941",608000,"Powiat lubartowski",2006,3.26
"28942",609000,"Powiat lubelski",2006,3.33
"28943",610000,"Powiat łęczyński",2006,3.35
"28944",611000,"Powiat łukowski",2006,3.53
"28945",612000,"Powiat opolski",2006,3.14
"28946",613000,"Powiat parczewski",2006,3
"28947",614000,"Powiat puławski",2006,2.94
"28948",615000,"Powiat radzyński",2006,3.31
"28949",616000,"Powiat rycki",2006,3.12
"28950",617000,"Powiat świdnicki",2006,2.96
"28951",618000,"Powiat tomaszowski",2006,3.28
"28952",619000,"Powiat włodawski",2006,2.93
"28953",620000,"Powiat zamojski",2006,3.25
"28954",661000,"Powiat m.Biała Podlaska",2006,2.95
"28955",662000,"Powiat m.Chełm",2006,2.8
"28956",663000,"Powiat m.Lublin",2006,2.68
"28957",664000,"Powiat m.Zamość",2006,2.99
"28958",801000,"Powiat gorzowski",2006,3.32
"28959",802000,"Powiat krośnieński",2006,3.09
"28960",803000,"Powiat międzyrzecki",2006,3.06
"28961",804000,"Powiat nowosolski",2006,3.05
"28962",805000,"Powiat słubicki",2006,3.09
"28963",806000,"Powiat strzelecko-drezdenecki",2006,3.2
"28964",807000,"Powiat sulęciński",2006,3.11
"28965",808000,"Powiat świebodziński",2006,3.18
"28966",809000,"Powiat zielonogórski",2006,3.31
"28967",810000,"Powiat żagański",2006,2.92
"28968",811000,"Powiat żarski",2006,3.03
"28969",812000,"Powiat wschowski",2006,3.36
"28970",861000,"Powiat m.Gorzów Wielkopolski",2006,2.7
"28971",862000,"Powiat m.Zielona Góra",2006,2.61
"28972",1001000,"Powiat bełchatowski",2006,3.01
"28973",1002000,"Powiat kutnowski",2006,2.81
"28974",1003000,"Powiat łaski",2006,2.81
"28975",1004000,"Powiat łęczycki",2006,3.19
"28976",1005000,"Powiat łowicki",2006,3.09
"28977",1006000,"Powiat łódzki wschodni",2006,2.88
"28978",1007000,"Powiat opoczyński",2006,3.17
"28979",1008000,"Powiat pabianicki",2006,2.48
"28980",1009000,"Powiat pajęczański",2006,3.31
"28981",1010000,"Powiat piotrkowski",2006,3.19
"28982",1011000,"Powiat poddębicki",2006,2.88
"28983",1012000,"Powiat radomszczański",2006,2.89
"28984",1013000,"Powiat rawski",2006,3.16
"28985",1014000,"Powiat sieradzki",2006,3.26
"28986",1015000,"Powiat skierniewicki",2006,3.32
"28987",1016000,"Powiat tomaszowski",2006,2.78
"28988",1017000,"Powiat wieluński",2006,3.26
"28989",1018000,"Powiat wieruszowski",2006,3.35
"28990",1019000,"Powiat zduńskowolski",2006,2.94
"28991",1020000,"Powiat zgierski",2006,2.6
"28992",1021000,"Powiat brzeziński",2006,2.88
"28993",1061000,"Powiat m.Łódź",2006,2.29
"28994",1062000,"Powiat m.Piotrków Trybunalski",2006,2.68
"28995",1063000,"Powiat m.Skierniewice",2006,2.69
"28996",1201000,"Powiat bocheński",2006,3.43
"28997",1202000,"Powiat brzeski",2006,3.53
"28998",1203000,"Powiat chrzanowski",2006,2.96
"28999",1204000,"Powiat dąbrowski",2006,3.8
"29000",1205000,"Powiat gorlicki",2006,3.66
"29001",1206000,"Powiat krakowski",2006,3.3
"29002",1207000,"Powiat limanowski",2006,4.03
"29003",1208000,"Powiat miechowski",2006,2.94
"29004",1209000,"Powiat myślenicki",2006,3.75
"29005",1210000,"Powiat nowosądecki",2006,4.2
"29006",1211000,"Powiat nowotarski",2006,3.69
"29007",1212000,"Powiat olkuski",2006,3.04
"29008",1213000,"Powiat oświęcimski",2006,3.08
"29009",1214000,"Powiat proszowicki",2006,3.52
"29010",1215000,"Powiat suski",2006,3.44
"29011",1216000,"Powiat tarnowski",2006,3.95
"29012",1217000,"Powiat tatrzański",2006,3.02
"29013",1218000,"Powiat wadowicki",2006,3.48
"29014",1219000,"Powiat wielicki",2006,3.28
"29015",1261000,"Powiat m.Kraków",2006,2.52
"29016",1262000,"Powiat m.Nowy Sącz",2006,3.1
"29017",1263000,"Powiat m.Tarnów",2006,2.86
"29018",1401000,"Powiat białobrzeski",2006,3.09
"29019",1402000,"Powiat ciechanowski",2006,3.18
"29020",1403000,"Powiat garwoliński",2006,3.43
"29021",1404000,"Powiat gostyniński",2006,3.14
"29022",1405000,"Powiat grodziski",2006,2.74
"29023",1406000,"Powiat grójecki",2006,2.97
"29024",1407000,"Powiat kozienicki",2006,3.01
"29025",1408000,"Powiat legionowski",2006,2.9
"29026",1409000,"Powiat lipski",2006,2.99
"29027",1410000,"Powiat łosicki",2006,3.04
"29028",1411000,"Powiat makowski",2006,3.3
"29029",1412000,"Powiat miński",2006,3
"29030",1413000,"Powiat mławski",2006,3.26
"29031",1414000,"Powiat nowodworski",2006,2.94
"29032",1415000,"Powiat ostrołęcki",2006,3.87
"29033",1416000,"Powiat ostrowski",2006,3.26
"29034",1417000,"Powiat otwocki",2006,2.86
"29035",1418000,"Powiat piaseczyński",2006,2.78
"29036",1419000,"Powiat płocki",2006,3.55
"29037",1420000,"Powiat płoński",2006,3.24
"29038",1421000,"Powiat pruszkowski",2006,2.7
"29039",1422000,"Powiat przasnyski",2006,3.49
"29040",1423000,"Powiat przysuski",2006,3.22
"29041",1424000,"Powiat pułtuski",2006,3.21
"29042",1425000,"Powiat radomski",2006,3.52
"29043",1426000,"Powiat siedlecki",2006,3.39
"29044",1427000,"Powiat sierpecki",2006,3.34
"29045",1428000,"Powiat sochaczewski",2006,3.04
"29046",1429000,"Powiat sokołowski",2006,2.87
"29047",1430000,"Powiat szydłowiecki",2006,3.32
"29048",1432000,"Powiat warszawski zachodni",2006,2.9
"29049",1433000,"Powiat węgrowski",2006,3.05
"29050",1434000,"Powiat wołomiński",2006,2.98
"29051",1435000,"Powiat wyszkowski",2006,3.5
"29052",1436000,"Powiat zwoleński",2006,3.34
"29053",1437000,"Powiat żuromiński",2006,3.45
"29054",1438000,"Powiat żyrardowski",2006,2.63
"29055",1461000,"Powiat m.Ostrołęka",2006,3.04
"29056",1462000,"Powiat m.Płock",2006,2.76
"29057",1463000,"Powiat m.Radom",2006,2.92
"29058",1464000,"Powiat m.Siedlce",2006,2.8
"29059",1465000,"Powiat m. st. Warszawa",2006,2.22
"29060",1601000,"Powiat brzeski",2006,3.01
"29061",1602000,"Powiat głubczycki",2006,3.04
"29062",1603000,"Powiat kędzierzyńsko-kozielski",2006,2.89
"29063",1604000,"Powiat kluczborski",2006,3.14
"29064",1605000,"Powiat krapkowicki",2006,3.33
"29065",1606000,"Powiat namysłowski",2006,3.21
"29066",1607000,"Powiat nyski",2006,3.14
"29067",1608000,"Powiat oleski",2006,3.33
"29068",1609000,"Powiat opolski",2006,3.45
"29069",1610000,"Powiat prudnicki",2006,3.03
"29070",1611000,"Powiat strzelecki",2006,3.4
"29071",1661000,"Powiat m.Opole",2006,2.69
"29072",1801000,"Powiat bieszczadzki",2006,3.39
"29073",1802000,"Powiat brzozowski",2006,3.72
"29074",1803000,"Powiat dębicki",2006,3.74
"29075",1804000,"Powiat jarosławski",2006,3.63
"29076",1805000,"Powiat jasielski",2006,3.54
"29077",1806000,"Powiat kolbuszowski",2006,3.9
"29078",1807000,"Powiat krośnieński",2006,3.68
"29079",1808000,"Powiat leżajski",2006,3.64
"29080",1809000,"Powiat lubaczowski",2006,3.63
"29081",1810000,"Powiat łańcucki",2006,3.54
"29082",1811000,"Powiat mielecki",2006,3.51
"29083",1812000,"Powiat niżański",2006,3.59
"29084",1813000,"Powiat przemyski",2006,3.79
"29085",1814000,"Powiat przeworski",2006,3.53
"29086",1815000,"Powiat ropczycko-sędziszowski",2006,3.87
"29087",1816000,"Powiat rzeszowski",2006,3.58
"29088",1817000,"Powiat sanocki",2006,3.44
"29089",1818000,"Powiat stalowowolski",2006,3.16
"29090",1819000,"Powiat strzyżowski",2006,3.59
"29091",1820000,"Powiat tarnobrzeski",2006,3.61
"29092",1821000,"Powiat leski",2006,3.63
"29093",1861000,"Powiat m.Krosno",2006,2.97
"29094",1862000,"Powiat m.Przemyśl",2006,2.89
"29095",1863000,"Powiat m.Rzeszów",2006,2.88
"29096",1864000,"Powiat m.Tarnobrzeg",2006,3.04
"29097",2001000,"Powiat augustowski",2006,3.2
"29098",2002000,"Powiat białostocki",2006,2.93
"29099",2003000,"Powiat bielski",2006,2.72
"29100",2004000,"Powiat grajewski",2006,3.42
"29101",2005000,"Powiat hajnowski",2006,2.33
"29102",2006000,"Powiat kolneński",2006,3.86
"29103",2007000,"Powiat łomżyński",2006,3.69
"29104",2008000,"Powiat moniecki",2006,3.41
"29105",2009000,"Powiat sejneński",2006,3.27
"29106",2010000,"Powiat siemiatycki",2006,2.89
"29107",2011000,"Powiat sokólski",2006,3.05
"29108",2012000,"Powiat suwalski",2006,3.5
"29109",2013000,"Powiat wysokomazowiecki",2006,3.5
"29110",2014000,"Powiat zambrowski",2006,3.42
"29111",2061000,"Powiat m.Białystok",2006,2.63
"29112",2062000,"Powiat m.Łomża",2006,3.04
"29113",2063000,"Powiat m.Suwałki",2006,3
"29114",2201000,"Powiat bytowski",2006,3.57
"29115",2202000,"Powiat chojnicki",2006,3.52
"29116",2203000,"Powiat człuchowski",2006,3.33
"29117",2204000,"Powiat gdański",2006,3.39
"29118",2205000,"Powiat kartuski",2006,3.97
"29119",2206000,"Powiat kościerski",2006,3.63
"29120",2207000,"Powiat kwidzyński",2006,3.4
"29121",2208000,"Powiat lęborski",2006,3.2
"29122",2209000,"Powiat malborski",2006,3.13
"29123",2210000,"Powiat nowodworski",2006,3.15
"29124",2211000,"Powiat pucki",2006,3.36
"29125",2212000,"Powiat słupski",2006,3.28
"29126",2213000,"Powiat starogardzki",2006,3.33
"29127",2214000,"Powiat tczewski",2006,3.24
"29128",2215000,"Powiat wejherowski",2006,3.39
"29129",2216000,"Powiat sztumski",2006,3.38
"29130",2261000,"Powiat m.Gdańsk",2006,2.61
"29131",2262000,"Powiat m.Gdynia",2006,2.51
"29132",2263000,"Powiat m.Słupsk",2006,2.71
"29133",2264000,"Powiat m.Sopot",2006,2.22
"29134",2401000,"Powiat będziński",2006,2.51
"29135",2402000,"Powiat bielski",2006,3.15
"29136",2403000,"Powiat cieszyński",2006,2.92
"29137",2404000,"Powiat częstochowski",2006,3.06
"29138",2405000,"Powiat gliwicki",2006,3.02
"29139",2406000,"Powiat kłobucki",2006,3.39
"29140",2407000,"Powiat lubliniecki",2006,3.27
"29141",2408000,"Powiat mikołowski",2006,2.89
"29142",2409000,"Powiat myszkowski",2006,2.85
"29143",2410000,"Powiat pszczyński",2006,3.5
"29144",2411000,"Powiat raciborski",2006,3.19
"29145",2412000,"Powiat rybnicki",2006,3.1
"29146",2413000,"Powiat tarnogórski",2006,2.96
"29147",2414000,"Powiat bieruńsko-lędziński",2006,3.25
"29148",2415000,"Powiat wodzisławski",2006,3.16
"29149",2416000,"Powiat zawierciański",2006,2.7
"29150",2417000,"Powiat żywiecki",2006,3.17
"29151",2461000,"Powiat m.Bielsko-Biała",2006,2.74
"29152",2462000,"Powiat m.Bytom",2006,2.58
"29153",2463000,"Powiat m.Chorzów",2006,2.27
"29154",2464000,"Powiat m.Częstochowa",2006,2.58
"29155",2465000,"Powiat m.Dąbrowa Górnicza",2006,2.59
"29156",2466000,"Powiat m.Gliwice",2006,2.66
"29157",2467000,"Powiat m.Jastrzębie-Zdrój",2006,3.06
"29158",2468000,"Powiat m.Jaworzno",2006,2.88
"29159",2469000,"Powiat m.Katowice",2006,2.36
"29160",2470000,"Powiat m.Mysłowice",2006,2.77
"29161",2471000,"Powiat m.Piekary Śląskie",2006,2.55
"29162",2472000,"Powiat m.Ruda Śląska",2006,2.58
"29163",2473000,"Powiat m.Rybnik",2006,3.02
"29164",2474000,"Powiat m.Siemianowice Śląskie",2006,2.41
"29165",2475000,"Powiat m.Sosnowiec",2006,2.47
"29166",2476000,"Powiat m.Świętochłowice",2006,2.51
"29167",2477000,"Powiat m.Tychy",2006,2.84
"29168",2478000,"Powiat m.Zabrze",2006,2.84
"29169",2479000,"Powiat m.Żory",2006,3.33
"29170",2601000,"Powiat buski",2006,3.18
"29171",2602000,"Powiat jędrzejowski",2006,3.14
"29172",2603000,"Powiat kazimierski",2006,3.34
"29173",2604000,"Powiat kielecki",2006,3.65
"29174",2605000,"Powiat konecki",2006,2.96
"29175",2606000,"Powiat opatowski",2006,3.12
"29176",2607000,"Powiat ostrowiecki",2006,2.88
"29177",2608000,"Powiat pińczowski",2006,3.05
"29178",2609000,"Powiat sandomierski",2006,3.36
"29179",2610000,"Powiat skarżyski",2006,2.73
"29180",2611000,"Powiat starachowicki",2006,3.02
"29181",2612000,"Powiat staszowski",2006,3.33
"29182",2613000,"Powiat włoszczowski",2006,3.13
"29183",2661000,"Powiat m.Kielce",2006,2.71
"29184",2801000,"Powiat bartoszycki",2006,3.07
"29185",2802000,"Powiat braniewski",2006,3.2
"29186",2803000,"Powiat działdowski",2006,3.26
"29187",2804000,"Powiat elbląski",2006,3.42
"29188",2805000,"Powiat ełcki",2006,3.1
"29189",2806000,"Powiat giżycki",2006,2.95
"29190",2807000,"Powiat iławski",2006,3.39
"29191",2808000,"Powiat kętrzyński",2006,2.95
"29192",2809000,"Powiat lidzbarski",2006,3.01
"29193",2810000,"Powiat mrągowski",2006,3.04
"29194",2811000,"Powiat nidzicki",2006,3.31
"29195",2812000,"Powiat nowomiejski",2006,3.42
"29196",2813000,"Powiat olecki",2006,3.19
"29197",2814000,"Powiat olsztyński",2006,3.35
"29198",2815000,"Powiat ostródzki",2006,3.19
"29199",2816000,"Powiat piski",2006,3.26
"29200",2817000,"Powiat szczycieński",2006,3.39
"29201",2818000,"Powiat gołdapski",2006,3.16
"29202",2819000,"Powiat węgorzewski",2006,2.98
"29203",2861000,"Powiat m.Elbląg",2006,2.89
"29204",2862000,"Powiat m.Olsztyn",2006,2.63
"29205",3001000,"Powiat chodzieski",2006,3.3
"29206",3002000,"Powiat czarnkowsko-trzcianecki",2006,3.4
"29207",3003000,"Powiat gnieźnieński",2006,3.29
"29208",3004000,"Powiat gostyński",2006,3.79
"29209",3005000,"Powiat grodziski",2006,3.79
"29210",3006000,"Powiat jarociński",2006,3.61
"29211",3007000,"Powiat kaliski",2006,3.86
"29212",3008000,"Powiat kępiński",2006,3.6
"29213",3009000,"Powiat kolski",2006,3.16
"29214",3010000,"Powiat koniński",2006,3.76
"29215",3011000,"Powiat kościański",2006,3.54
"29216",3012000,"Powiat krotoszyński",2006,3.58
"29217",3013000,"Powiat leszczyński",2006,3.99
"29218",3014000,"Powiat międzychodzki",2006,3.28
"29219",3015000,"Powiat nowotomyski",2006,3.47
"29220",3016000,"Powiat obornicki",2006,3.4
"29221",3017000,"Powiat ostrowski",2006,3.44
"29222",3018000,"Powiat ostrzeszowski",2006,3.58
"29223",3019000,"Powiat pilski",2006,3.26
"29224",3020000,"Powiat pleszewski",2006,3.74
"29225",3021000,"Powiat poznański",2006,3.38
"29226",3022000,"Powiat rawicki",2006,3.46
"29227",3023000,"Powiat słupecki",2006,3.47
"29228",3024000,"Powiat szamotulski",2006,3.45
"29229",3025000,"Powiat średzki",2006,3.5
"29230",3026000,"Powiat śremski",2006,3.52
"29231",3027000,"Powiat turecki",2006,3.39
"29232",3028000,"Powiat wągrowiecki",2006,3.46
"29233",3029000,"Powiat wolsztyński",2006,3.76
"29234",3030000,"Powiat wrzesiński",2006,3.36
"29235",3031000,"Powiat złotowski",2006,3.39
"29236",3061000,"Powiat m.Kalisz",2006,2.72
"29237",3062000,"Powiat m.Konin",2006,2.86
"29238",3063000,"Powiat m.Leszno",2006,2.92
"29239",3064000,"Powiat m.Poznań",2006,2.52
"29240",3201000,"Powiat białogardzki",2006,3.07
"29241",3202000,"Powiat choszczeński",2006,3.2
"29242",3203000,"Powiat drawski",2006,3.11
"29243",3204000,"Powiat goleniowski",2006,3.19
"29244",3205000,"Powiat gryficki",2006,3.13
"29245",3206000,"Powiat gryfiński",2006,3.25
"29246",3207000,"Powiat kamieński",2006,2.81
"29247",3208000,"Powiat kołobrzeski",2006,2.69
"29248",3209000,"Powiat koszaliński",2006,3.4
"29249",3210000,"Powiat myśliborski",2006,3.17
"29250",3211000,"Powiat policki",2006,3.07
"29251",3212000,"Powiat pyrzycki",2006,3.3
"29252",3213000,"Powiat sławieński",2006,3.29
"29253",3214000,"Powiat stargardzki",2006,3.14
"29254",3215000,"Powiat szczecinecki",2006,2.88
"29255",3216000,"Powiat świdwiński",2006,3.07
"29256",3217000,"Powiat wałecki",2006,3.05
"29257",3218000,"Powiat łobeski",2006,3.05
"29258",3261000,"Powiat m.Koszalin",2006,2.67
"29259",3262000,"Powiat m.Szczecin",2006,2.63
"29260",3263000,"Powiat m.Świnoujście",2006,2.5
"29261",201000,"Powiat bolesławiecki",2007,3.02
"29262",202000,"Powiat dzierżoniowski",2007,2.73
"29263",203000,"Powiat głogowski",2007,2.99
"29264",204000,"Powiat górowski",2007,3.19
"29265",205000,"Powiat jaworski",2007,3.03
"29266",206000,"Powiat jeleniogórski",2007,2.84
"29267",207000,"Powiat kamiennogórski",2007,2.82
"29268",208000,"Powiat kłodzki",2007,2.72
"29269",209000,"Powiat legnicki",2007,3.2
"29270",210000,"Powiat lubański",2007,2.89
"29271",211000,"Powiat lubiński",2007,2.91
"29272",212000,"Powiat lwówecki",2007,2.88
"29273",213000,"Powiat milicki",2007,3.46
"29274",214000,"Powiat oleśnicki",2007,3.29
"29275",215000,"Powiat oławski",2007,3.12
"29276",216000,"Powiat polkowicki",2007,3.1
"29277",217000,"Powiat strzeliński",2007,3.12
"29278",218000,"Powiat średzki",2007,3.29
"29279",219000,"Powiat świdnicki",2007,2.83
"29280",220000,"Powiat trzebnicki",2007,3.31
"29281",221000,"Powiat wałbrzyski",2007,2.53
"29282",222000,"Powiat wołowski",2007,2.99
"29283",223000,"Powiat wrocławski",2007,3.17
"29284",224000,"Powiat ząbkowicki",2007,2.94
