"","Kod","Nazwa","rok","Muzea_zwiedzajacy_muzea_i_oddzialy_na_10_tys_mieszkancow_osoba"
"12923",2405000,"Powiat gliwicki",2008,0
"12924",2407000,"Powiat lubliniecki",2008,0
"12925",2408000,"Powiat mikołowski",2008,549
"12926",2410000,"Powiat pszczyński",2008,19345
"12927",2411000,"Powiat raciborski",2008,1423
"12928",2413000,"Powiat tarnogórski",2008,9110
"12929",2414000,"Powiat bieruńsko-lędziński",2008,0
"12930",2415000,"Powiat wodzisławski",2008,304
"12931",2417000,"Powiat żywiecki",2008,10153
"12932",2461000,"Powiat m.Bielsko-Biała",2008,1293
"12933",2462000,"Powiat m.Bytom",2008,1675
"12934",2463000,"Powiat m.Chorzów",2008,6448
"12935",2464000,"Powiat m.Częstochowa",2008,10365
"12936",2465000,"Powiat m.Dąbrowa Górnicza",2008,414
"12937",2466000,"Powiat m.Gliwice",2008,2043
"12938",2468000,"Powiat m.Jaworzno",2008,320
"12939",2469000,"Powiat m.Katowice",2008,1460
"12940",2470000,"Powiat m.Mysłowice",2008,2667
"12941",2472000,"Powiat m.Ruda Śląska",2008,247
"12942",2473000,"Powiat m.Rybnik",2008,1015
"12943",2474000,"Powiat m.Siemianowice Śląskie",2008,287
"12944",2475000,"Powiat m.Sosnowiec",2008,1998
"12945",2476000,"Powiat m.Świętochłowice",2008,147
"12946",2477000,"Powiat m.Tychy",2008,4075
"12947",2478000,"Powiat m.Zabrze",2008,2781
"12948",2479000,"Powiat m.Żory",2008,510
"12949",2601000,"Powiat buski",2008,1060
"12950",2602000,"Powiat jędrzejowski",2008,2721
"12951",2604000,"Powiat kielecki",2008,13115
"12952",2605000,"Powiat konecki",2008,531
"12953",2606000,"Powiat opatowski",2008,0
"12954",2607000,"Powiat ostrowiecki",2008,5314
"12955",2608000,"Powiat pińczowski",2008,1693
"12956",2609000,"Powiat sandomierski",2008,11332
"12957",2610000,"Powiat skarżyski",2008,2287
"12958",2611000,"Powiat starachowicki",2008,1438
"12959",2612000,"Powiat staszowski",2008,0
"12960",2661000,"Powiat m.Kielce",2008,9638
"12961",2801000,"Powiat bartoszycki",2008,0
"12962",2802000,"Powiat braniewski",2008,33880
"12963",2803000,"Powiat działdowski",2008,0
"12964",2805000,"Powiat ełcki",2008,0
"12965",2806000,"Powiat giżycki",2008,0
"12966",2807000,"Powiat iławski",2008,0
"12967",2808000,"Powiat kętrzyński",2008,3661
"12968",2809000,"Powiat lidzbarski",2008,6580
"12969",2810000,"Powiat mrągowski",2008,1038
"12970",2812000,"Powiat nowomiejski",2008,74
"12971",2814000,"Powiat olsztyński",2008,6917
"12972",2815000,"Powiat ostródzki",2008,5854
"12973",2816000,"Powiat piski",2008,5117
"12974",2817000,"Powiat szczycieński",2008,2481
"12975",2819000,"Powiat węgorzewski",2008,3259
"12976",2861000,"Powiat m.Elbląg",2008,1602
"12977",2862000,"Powiat m.Olsztyn",2008,5351
"12978",3002000,"Powiat czarnkowsko-trzcianecki",2008,606
"12979",3003000,"Powiat gnieźnieński",2008,16490
"12980",3004000,"Powiat gostyński",2008,383
"12981",3005000,"Powiat grodziski",2008,3817
"12982",3006000,"Powiat jarociński",2008,3155
"12983",3007000,"Powiat kaliski",2008,680
"12984",3008000,"Powiat kępiński",2008,311
"12985",3009000,"Powiat kolski",2008,2651
"12986",3010000,"Powiat koniński",2008,758
"12987",3011000,"Powiat kościański",2008,367
"12988",3012000,"Powiat krotoszyński",2008,778
"12989",3014000,"Powiat międzychodzki",2008,2975
"12990",3015000,"Powiat nowotomyski",2008,1340
"12991",3016000,"Powiat obornicki",2008,1795
"12992",3017000,"Powiat ostrowski",2008,627
"12993",3018000,"Powiat ostrzeszowski",2008,908
"12994",3019000,"Powiat pilski",2008,2906
"12995",3020000,"Powiat pleszewski",2008,7535
"12996",3021000,"Powiat poznański",2008,7317
"12997",3022000,"Powiat rawicki",2008,931
"12998",3023000,"Powiat słupecki",2008,879
"12999",3024000,"Powiat szamotulski",2008,1368
"13000",3025000,"Powiat średzki",2008,1336
"13001",3026000,"Powiat śremski",2008,1233
"13002",3027000,"Powiat turecki",2008,400
"13003",3028000,"Powiat wągrowiecki",2008,750
"13004",3029000,"Powiat wolsztyński",2008,3906
"13005",3030000,"Powiat wrzesiński",2008,766
"13006",3031000,"Powiat złotowski",2008,293
"13007",3061000,"Powiat m.Kalisz",2008,4280
"13008",3062000,"Powiat m.Konin",2008,1379
"13009",3063000,"Powiat m.Leszno",2008,3087
"13010",3064000,"Powiat m.Poznań",2008,5652
"13011",3201000,"Powiat białogardzki",2008,0
"13012",3205000,"Powiat gryficki",2008,1751
"13013",3206000,"Powiat gryfiński",2008,638
"13014",3207000,"Powiat kamieński",2008,1260
"13015",3208000,"Powiat kołobrzeski",2008,15873
"13016",3210000,"Powiat myśliborski",2008,924
"13017",3211000,"Powiat policki",2008,0
"13018",3213000,"Powiat sławieński",2008,12182
"13019",3214000,"Powiat stargardzki",2008,640
"13020",3215000,"Powiat szczecinecki",2008,958
"13021",3216000,"Powiat świdwiński",2008,0
"13022",3217000,"Powiat wałecki",2008,1109
"13023",3218000,"Powiat łobeski",2008,25
"13024",3261000,"Powiat m.Koszalin",2008,1227
"13025",3262000,"Powiat m.Szczecin",2008,2036
"13026",3263000,"Powiat m.Świnoujście",2008,5429
"13027",201000,"Powiat bolesławiecki",2009,589
"13028",202000,"Powiat dzierżoniowski",2009,0
"13029",203000,"Powiat głogowski",2009,1385
"13030",205000,"Powiat jaworski",2009,10813
"13031",206000,"Powiat jeleniogórski",2009,19429
"13032",207000,"Powiat kamiennogórski",2009,680
"13033",208000,"Powiat kłodzki",2009,8587
"13034",209000,"Powiat legnicki",2009,2259
"13035",210000,"Powiat lubański",2009,1356
"13036",211000,"Powiat lubiński",2009,0
"13037",212000,"Powiat lwówecki",2009,3524
"13038",214000,"Powiat oleśnicki",2009,322
"13039",218000,"Powiat średzki",2009,668
"13040",219000,"Powiat świdnicki",2009,4287
"13041",220000,"Powiat trzebnicki",2009,0
"13042",221000,"Powiat wałbrzyski",2009,2731
"13043",223000,"Powiat wrocławski",2009,224
"13044",224000,"Powiat ząbkowicki",2009,279
"13045",225000,"Powiat zgorzelecki",2009,214
"13046",261000,"Powiat m.Jelenia Góra",2009,6930
"13047",262000,"Powiat m.Legnica",2009,2457
"13048",263000,"Powiat m.Wałbrzych do 2002",2009,NA
"13049",264000,"Powiat m.Wrocław",2009,11639
"13050",265000,"Powiat m.Wałbrzych od 2013",2009,NA
"13051",401000,"Powiat aleksandrowski",2009,460
"13052",402000,"Powiat brodnicki",2009,5317
"13053",403000,"Powiat bydgoski",2009,235
"13054",404000,"Powiat chełmiński",2009,1200
"13055",405000,"Powiat golubsko-dobrzyński",2009,8600
"13056",407000,"Powiat inowrocławski",2009,750
"13057",409000,"Powiat mogileński",2009,748
"13058",410000,"Powiat nakielski",2009,879
"13059",412000,"Powiat rypiński",2009,1197
"13060",413000,"Powiat sępoleński",2009,0
"13061",415000,"Powiat toruński",2009,551
"13062",416000,"Powiat tucholski",2009,1389
"13063",417000,"Powiat wąbrzeski",2009,0
"13064",418000,"Powiat włocławski",2009,1685
"13065",419000,"Powiat żniński",2009,48304
"13066",461000,"Powiat m.Bydgoszcz",2009,1560
"13067",462000,"Powiat m.Grudziądz",2009,3317
"13068",463000,"Powiat m.Toruń",2009,12804
"13069",464000,"Powiat m.Włocławek",2009,1239
"13070",601000,"Powiat bialski",2009,525
"13071",602000,"Powiat biłgorajski",2009,0
"13072",604000,"Powiat hrubieszowski",2009,632
"13073",605000,"Powiat janowski",2009,0
"13074",606000,"Powiat krasnostawski",2009,913
"13075",607000,"Powiat kraśnicki",2009,173
"13076",608000,"Powiat lubartowski",2009,29057
"13077",609000,"Powiat lubelski",2009,446
"13078",610000,"Powiat łęczyński",2009,491
"13079",611000,"Powiat łukowski",2009,747
"13080",612000,"Powiat opolski",2009,0
"13081",613000,"Powiat parczewski",2009,0
"13082",614000,"Powiat puławski",2009,15632
"13083",616000,"Powiat rycki",2009,0
"13084",618000,"Powiat tomaszowski",2009,4409
"13085",619000,"Powiat włodawski",2009,7257
"13086",620000,"Powiat zamojski",2009,4573
"13087",661000,"Powiat m.Biała Podlaska",2009,1746
"13088",662000,"Powiat m.Chełm",2009,4174
"13089",663000,"Powiat m.Lublin",2009,9304
"13090",664000,"Powiat m.Zamość",2009,9656
"13091",801000,"Powiat gorzowski",2009,1891
"13092",803000,"Powiat międzyrzecki",2009,1625
"13093",804000,"Powiat nowosolski",2009,517
"13094",805000,"Powiat słubicki",2009,0
"13095",806000,"Powiat strzelecko-drezdenecki",2009,1164
"13096",807000,"Powiat sulęciński",2009,1129
"13097",808000,"Powiat świebodziński",2009,734
"13098",809000,"Powiat zielonogórski",2009,6535
"13099",810000,"Powiat żagański",2009,1883
"13100",811000,"Powiat żarski",2009,0
"13101",812000,"Powiat wschowski",2009,1502
"13102",861000,"Powiat m.Gorzów Wielkopolski",2009,2193
"13103",862000,"Powiat m.Zielona Góra",2009,1465
"13104",1001000,"Powiat bełchatowski",2009,1008
"13105",1002000,"Powiat kutnowski",2009,2308
"13106",1003000,"Powiat łaski",2009,116
"13107",1004000,"Powiat łęczycki",2009,6024
"13108",1005000,"Powiat łowicki",2009,19667
"13109",1006000,"Powiat łódzki wschodni",2009,0
"13110",1007000,"Powiat opoczyński",2009,663
"13111",1008000,"Powiat pabianicki",2009,983
"13112",1010000,"Powiat piotrkowski",2009,376
"13113",1011000,"Powiat poddębicki",2009,655
"13114",1012000,"Powiat radomszczański",2009,1173
"13115",1013000,"Powiat rawski",2009,430
"13116",1014000,"Powiat sieradzki",2009,1483
"13117",1015000,"Powiat skierniewicki",2009,1103
"13118",1016000,"Powiat tomaszowski",2009,1331
"13119",1017000,"Powiat wieluński",2009,2444
"13120",1018000,"Powiat wieruszowski",2009,0
"13121",1019000,"Powiat zduńskowolski",2009,1093
"13122",1020000,"Powiat zgierski",2009,338
"13123",1021000,"Powiat brzeziński",2009,6190
"13124",1061000,"Powiat m.Łódź",2009,4340
"13125",1062000,"Powiat m.Piotrków Trybunalski",2009,2932
"13126",1063000,"Powiat m.Skierniewice",2009,0
"13127",1201000,"Powiat bocheński",2009,5721
"13128",1202000,"Powiat brzeski",2009,2112
"13129",1203000,"Powiat chrzanowski",2009,7056
"13130",1204000,"Powiat dąbrowski",2009,1116
"13131",1205000,"Powiat gorlicki",2009,5771
"13132",1206000,"Powiat krakowski",2009,3314
"13133",1207000,"Powiat limanowski",2009,741
"13134",1208000,"Powiat miechowski",2009,0
"13135",1209000,"Powiat myślenicki",2009,2110
"13136",1210000,"Powiat nowosądecki",2009,3345
"13137",1211000,"Powiat nowotarski",2009,18713
"13138",1212000,"Powiat olkuski",2009,292
"13139",1213000,"Powiat oświęcimski",2009,84717
"13140",1214000,"Powiat proszowicki",2009,380
"13141",1215000,"Powiat suski",2009,2599
"13142",1216000,"Powiat tarnowski",2009,830
"13143",1217000,"Powiat tatrzański",2009,22788
"13144",1218000,"Powiat wadowicki",2009,2053
"13145",1219000,"Powiat wielicki",2009,87423
"13146",1261000,"Powiat m.Kraków",2009,36000
"13147",1262000,"Powiat m.Nowy Sącz",2009,5628
"13148",1263000,"Powiat m.Tarnów",2009,1630
"13149",1402000,"Powiat ciechanowski",2009,4605
"13150",1403000,"Powiat garwoliński",2009,112
"13151",1405000,"Powiat grodziski",2009,369
"13152",1406000,"Powiat grójecki",2009,1177
"13153",1407000,"Powiat kozienicki",2009,874
"13154",1408000,"Powiat legionowski",2009,188
"13155",1410000,"Powiat łosicki",2009,0
"13156",1411000,"Powiat makowski",2009,0
"13157",1412000,"Powiat miński",2009,245
"13158",1413000,"Powiat mławski",2009,1207
"13159",1414000,"Powiat nowodworski",2009,1331
"13160",1415000,"Powiat ostrołęcki",2009,1002
"13161",1416000,"Powiat ostrowski",2009,0
"13162",1417000,"Powiat otwocki",2009,967
"13163",1418000,"Powiat piaseczyński",2009,742
"13164",1419000,"Powiat płocki",2009,0
"13165",1421000,"Powiat pruszkowski",2009,199
"13166",1422000,"Powiat przasnyski",2009,179
"13167",1423000,"Powiat przysuski",2009,904
"13168",1424000,"Powiat pułtuski",2009,2110
"13169",1425000,"Powiat radomski",2009,623
"13170",1426000,"Powiat siedlecki",2009,46
"13171",1427000,"Powiat sierpecki",2009,10936
"13172",1428000,"Powiat sochaczewski",2009,20692
"13173",1429000,"Powiat sokołowski",2009,8337
"13174",1430000,"Powiat szydłowiecki",2009,4898
"13175",1431000,"Powiat warszawski",2009,NA
"13176",1432000,"Powiat warszawski zachodni",2009,1660
"13177",1433000,"Powiat węgrowski",2009,3345
"13178",1434000,"Powiat wołomiński",2009,426
"13179",1435000,"Powiat wyszkowski",2009,0
"13180",1436000,"Powiat zwoleński",2009,10761
"13181",1437000,"Powiat żuromiński",2009,508
"13182",1438000,"Powiat żyrardowski",2009,683
"13183",1461000,"Powiat m.Ostrołęka",2009,1198
"13184",1462000,"Powiat m.Płock",2009,4573
"13185",1463000,"Powiat m.Radom",2009,3099
"13186",1464000,"Powiat m.Siedlce",2009,4748
"13187",1465000,"Powiat m. st. Warszawa",2009,15302
"13188",1601000,"Powiat brzeski",2009,2539
"13189",1602000,"Powiat głubczycki",2009,2923
"13190",1603000,"Powiat kędzierzyńsko-kozielski",2009,0
"13191",1604000,"Powiat kluczborski",2009,880
"13192",1606000,"Powiat namysłowski",2009,0
"13193",1607000,"Powiat nyski",2009,2483
"13194",1608000,"Powiat oleski",2009,1222
"13195",1609000,"Powiat opolski",2009,0
"13196",1610000,"Powiat prudnicki",2009,1170
"13197",1611000,"Powiat strzelecki",2009,1156
"13198",1661000,"Powiat m.Opole",2009,7276
"13199",1801000,"Powiat bieszczadzki",2009,14282
"13200",1802000,"Powiat brzozowski",2009,128
"13201",1803000,"Powiat dębicki",2009,1950
"13202",1804000,"Powiat jarosławski",2009,252
"13203",1805000,"Powiat jasielski",2009,358
"13204",1806000,"Powiat kolbuszowski",2009,5509
"13205",1807000,"Powiat krośnieński",2009,5128
"13206",1808000,"Powiat leżajski",2009,2382
"13207",1809000,"Powiat lubaczowski",2009,1806
"13208",1810000,"Powiat łańcucki",2009,48244
"13209",1811000,"Powiat mielecki",2009,1402
"13210",1813000,"Powiat przemyski",2009,0
"13211",1814000,"Powiat przeworski",2009,1585
"13212",1816000,"Powiat rzeszowski",2009,37
"13213",1817000,"Powiat sanocki",2009,16221
"13214",1818000,"Powiat stalowowolski",2009,1322
"13215",1819000,"Powiat strzyżowski",2009,6
"13216",1820000,"Powiat tarnobrzeski",2009,8739
"13217",1821000,"Powiat leski",2009,4606
"13218",1861000,"Powiat m.Krosno",2009,3601
"13219",1862000,"Powiat m.Przemyśl",2009,7006
"13220",1863000,"Powiat m.Rzeszów",2009,2957
"13221",1864000,"Powiat m.Tarnobrzeg",2009,0
"13222",2001000,"Powiat augustowski",2009,945
"13223",2002000,"Powiat białostocki",2009,12107
"13224",2003000,"Powiat bielski",2009,1779
"13225",2005000,"Powiat hajnowski",2009,473
"13226",2007000,"Powiat łomżyński",2009,7758
"13227",2009000,"Powiat sejneński",2009,493
"13228",2010000,"Powiat siemiatycki",2009,1166
"13229",2011000,"Powiat sokólski",2009,435
"13230",2013000,"Powiat wysokomazowiecki",2009,10379
"13231",2061000,"Powiat m.Białystok",2009,1145
"13232",2062000,"Powiat m.Łomża",2009,752
"13233",2063000,"Powiat m.Suwałki",2009,3346
"13234",2201000,"Powiat bytowski",2009,5357
"13235",2202000,"Powiat chojnicki",2009,800
"13236",2203000,"Powiat człuchowski",2009,538
"13237",2205000,"Powiat kartuski",2009,1231
"13238",2206000,"Powiat kościerski",2009,25332
"13239",2207000,"Powiat kwidzyński",2009,2377
"13240",2208000,"Powiat lęborski",2009,3961
"13241",2209000,"Powiat malborski",2009,69325
"13242",2210000,"Powiat nowodworski",2009,31352
"13243",2211000,"Powiat pucki",2009,13288
"13244",2212000,"Powiat słupski",2009,11301
"13245",2213000,"Powiat starogardzki",2009,272
"13246",2214000,"Powiat tczewski",2009,4187
"13247",2215000,"Powiat wejherowski",2009,1802
"13248",2216000,"Powiat sztumski",2009,573
"13249",2261000,"Powiat m.Gdańsk",2009,8349
"13250",2262000,"Powiat m.Gdynia",2009,9663
"13251",2263000,"Powiat m.Słupsk",2009,3399
"13252",2264000,"Powiat m.Sopot",2009,3634
"13253",2401000,"Powiat będziński",2009,2736
"13254",2402000,"Powiat bielski",2009,474
"13255",2403000,"Powiat cieszyński",2009,2593
"13256",2404000,"Powiat częstochowski",2009,1103
"13257",2405000,"Powiat gliwicki",2009,2419
"13258",2407000,"Powiat lubliniecki",2009,0
"13259",2408000,"Powiat mikołowski",2009,553
"13260",2410000,"Powiat pszczyński",2009,17540
"13261",2411000,"Powiat raciborski",2009,1107
"13262",2413000,"Powiat tarnogórski",2009,7668
"13263",2414000,"Powiat bieruńsko-lędziński",2009,0
"13264",2415000,"Powiat wodzisławski",2009,335
"13265",2417000,"Powiat żywiecki",2009,8318
"13266",2461000,"Powiat m.Bielsko-Biała",2009,1756
"13267",2462000,"Powiat m.Bytom",2009,2992
"13268",2463000,"Powiat m.Chorzów",2009,6778
"13269",2464000,"Powiat m.Częstochowa",2009,2442
"13270",2465000,"Powiat m.Dąbrowa Górnicza",2009,366
"13271",2466000,"Powiat m.Gliwice",2009,1811
"13272",2468000,"Powiat m.Jaworzno",2009,349
"13273",2469000,"Powiat m.Katowice",2009,1669
"13274",2470000,"Powiat m.Mysłowice",2009,2236
"13275",2472000,"Powiat m.Ruda Śląska",2009,285
"13276",2473000,"Powiat m.Rybnik",2009,1154
"13277",2474000,"Powiat m.Siemianowice Śląskie",2009,293
"13278",2475000,"Powiat m.Sosnowiec",2009,2013
"13279",2476000,"Powiat m.Świętochłowice",2009,37
"13280",2477000,"Powiat m.Tychy",2009,4127
"13281",2478000,"Powiat m.Zabrze",2009,3179
"13282",2479000,"Powiat m.Żory",2009,460
"13283",2601000,"Powiat buski",2009,871
"13284",2602000,"Powiat jędrzejowski",2009,2368
"13285",2604000,"Powiat kielecki",2009,6274
"13286",2605000,"Powiat konecki",2009,729
"13287",2606000,"Powiat opatowski",2009,0
"13288",2607000,"Powiat ostrowiecki",2009,38877
"13289",2608000,"Powiat pińczowski",2009,1798
"13290",2609000,"Powiat sandomierski",2009,3185
"13291",2610000,"Powiat skarżyski",2009,0
"13292",2611000,"Powiat starachowicki",2009,0
"13293",2612000,"Powiat staszowski",2009,0
"13294",2661000,"Powiat m.Kielce",2009,9832
"13295",2801000,"Powiat bartoszycki",2009,27
"13296",2802000,"Powiat braniewski",2009,31193
"13297",2803000,"Powiat działdowski",2009,0
"13298",2805000,"Powiat ełcki",2009,0
"13299",2806000,"Powiat giżycki",2009,0
"13300",2807000,"Powiat iławski",2009,0
"13301",2808000,"Powiat kętrzyński",2009,5828
"13302",2809000,"Powiat lidzbarski",2009,7691
"13303",2810000,"Powiat mrągowski",2009,1544
"13304",2812000,"Powiat nowomiejski",2009,111
"13305",2814000,"Powiat olsztyński",2009,8407
"13306",2815000,"Powiat ostródzki",2009,1083
"13307",2816000,"Powiat piski",2009,5024
"13308",2817000,"Powiat szczycieński",2009,1830
"13309",2819000,"Powiat węgorzewski",2009,2209
"13310",2861000,"Powiat m.Elbląg",2009,880
"13311",2862000,"Powiat m.Olsztyn",2009,5043
"13312",3002000,"Powiat czarnkowsko-trzcianecki",2009,527
"13313",3003000,"Powiat gnieźnieński",2009,14955
"13314",3004000,"Powiat gostyński",2009,606
"13315",3005000,"Powiat grodziski",2009,3658
"13316",3006000,"Powiat jarociński",2009,4532
"13317",3007000,"Powiat kaliski",2009,1769
"13318",3008000,"Powiat kępiński",2009,277
"13319",3009000,"Powiat kolski",2009,2243
"13320",3010000,"Powiat koniński",2009,150
"13321",3011000,"Powiat kościański",2009,432
"13322",3012000,"Powiat krotoszyński",2009,792
"13323",3014000,"Powiat międzychodzki",2009,3521
"13324",3015000,"Powiat nowotomyski",2009,1521
"13325",3016000,"Powiat obornicki",2009,1694
"13326",3017000,"Powiat ostrowski",2009,1435
"13327",3018000,"Powiat ostrzeszowski",2009,1041
"13328",3019000,"Powiat pilski",2009,2178
"13329",3020000,"Powiat pleszewski",2009,7751
"13330",3021000,"Powiat poznański",2009,5278
"13331",3022000,"Powiat rawicki",2009,866
"13332",3023000,"Powiat słupecki",2009,383
"13333",3024000,"Powiat szamotulski",2009,1286
"13334",3025000,"Powiat średzki",2009,1510
"13335",3026000,"Powiat śremski",2009,897
"13336",3027000,"Powiat turecki",2009,1006
"13337",3028000,"Powiat wągrowiecki",2009,661
"13338",3029000,"Powiat wolsztyński",2009,3920
"13339",3030000,"Powiat wrzesiński",2009,960
"13340",3031000,"Powiat złotowski",2009,569
"13341",3061000,"Powiat m.Kalisz",2009,1908
"13342",3062000,"Powiat m.Konin",2009,1276
"13343",3063000,"Powiat m.Leszno",2009,3204
"13344",3064000,"Powiat m.Poznań",2009,6376
"13345",3201000,"Powiat białogardzki",2009,0
"13346",3205000,"Powiat gryficki",2009,2410
"13347",3206000,"Powiat gryfiński",2009,698
"13348",3207000,"Powiat kamieński",2009,4816
"13349",3208000,"Powiat kołobrzeski",2009,15446
"13350",3210000,"Powiat myśliborski",2009,698
"13351",3211000,"Powiat policki",2009,0
"13352",3213000,"Powiat sławieński",2009,14054
"13353",3214000,"Powiat stargardzki",2009,665
"13354",3215000,"Powiat szczecinecki",2009,800
"13355",3216000,"Powiat świdwiński",2009,0
"13356",3217000,"Powiat wałecki",2009,1325
"13357",3218000,"Powiat łobeski",2009,24
"13358",3261000,"Powiat m.Koszalin",2009,1203
"13359",3262000,"Powiat m.Szczecin",2009,3145
"13360",3263000,"Powiat m.Świnoujście",2009,5465
"13361",201000,"Powiat bolesławiecki",2010,1484
"13362",202000,"Powiat dzierżoniowski",2010,0
"13363",203000,"Powiat głogowski",2010,1292
"13364",205000,"Powiat jaworski",2010,11009
"13365",206000,"Powiat jeleniogórski",2010,17820
"13366",207000,"Powiat kamiennogórski",2010,1029
"13367",208000,"Powiat kłodzki",2010,8041
"13368",209000,"Powiat legnicki",2010,1453
"13369",210000,"Powiat lubański",2010,549
"13370",211000,"Powiat lubiński",2010,0
"13371",212000,"Powiat lwówecki",2010,2189
"13372",214000,"Powiat oleśnicki",2010,325
"13373",218000,"Powiat średzki",2010,578
"13374",219000,"Powiat świdnicki",2010,4386
"13375",220000,"Powiat trzebnicki",2010,0
"13376",221000,"Powiat wałbrzyski",2010,564
"13377",223000,"Powiat wrocławski",2010,186
"13378",224000,"Powiat ząbkowicki",2010,93
"13379",225000,"Powiat zgorzelecki",2010,86
"13380",261000,"Powiat m.Jelenia Góra",2010,9085
"13381",262000,"Powiat m.Legnica",2010,2384
"13382",263000,"Powiat m.Wałbrzych do 2002",2010,NA
"13383",264000,"Powiat m.Wrocław",2010,18024
"13384",265000,"Powiat m.Wałbrzych od 2013",2010,NA
"13385",401000,"Powiat aleksandrowski",2010,356
"13386",402000,"Powiat brodnicki",2010,4907
"13387",403000,"Powiat bydgoski",2010,235
"13388",404000,"Powiat chełmiński",2010,1896
"13389",405000,"Powiat golubsko-dobrzyński",2010,10982
"13390",407000,"Powiat inowrocławski",2010,613
"13391",409000,"Powiat mogileński",2010,685
"13392",410000,"Powiat nakielski",2010,1226
"13393",412000,"Powiat rypiński",2010,765
"13394",413000,"Powiat sępoleński",2010,0
"13395",415000,"Powiat toruński",2010,474
"13396",416000,"Powiat tucholski",2010,1903
"13397",417000,"Powiat wąbrzeski",2010,0
"13398",418000,"Powiat włocławski",2010,1752
"13399",419000,"Powiat żniński",2010,38099
"13400",461000,"Powiat m.Bydgoszcz",2010,2152
"13401",462000,"Powiat m.Grudziądz",2010,2743
"13402",463000,"Powiat m.Toruń",2010,12020
"13403",464000,"Powiat m.Włocławek",2010,1315
"13404",601000,"Powiat bialski",2010,468
"13405",602000,"Powiat biłgorajski",2010,375
"13406",604000,"Powiat hrubieszowski",2010,2832
"13407",605000,"Powiat janowski",2010,1894
"13408",606000,"Powiat krasnostawski",2010,701
"13409",607000,"Powiat kraśnicki",2010,227
"13410",608000,"Powiat lubartowski",2010,22787
"13411",609000,"Powiat lubelski",2010,416
"13412",610000,"Powiat łęczyński",2010,415
"13413",611000,"Powiat łukowski",2010,1470
"13414",612000,"Powiat opolski",2010,0
"13415",613000,"Powiat parczewski",2010,0
"13416",614000,"Powiat puławski",2010,12131
"13417",616000,"Powiat rycki",2010,0
"13418",618000,"Powiat tomaszowski",2010,3776
"13419",619000,"Powiat włodawski",2010,17564
"13420",620000,"Powiat zamojski",2010,0
"13421",661000,"Powiat m.Biała Podlaska",2010,1100
"13422",662000,"Powiat m.Chełm",2010,3637
"13423",663000,"Powiat m.Lublin",2010,9754
"13424",664000,"Powiat m.Zamość",2010,7947
"13425",801000,"Powiat gorzowski",2010,2075
"13426",803000,"Powiat międzyrzecki",2010,1791
"13427",804000,"Powiat nowosolski",2010,548
"13428",805000,"Powiat słubicki",2010,0
"13429",806000,"Powiat strzelecko-drezdenecki",2010,1317
"13430",807000,"Powiat sulęciński",2010,1107
"13431",808000,"Powiat świebodziński",2010,398
"13432",809000,"Powiat zielonogórski",2010,6503
"13433",810000,"Powiat żagański",2010,809
"13434",811000,"Powiat żarski",2010,0
"13435",812000,"Powiat wschowski",2010,1164
"13436",861000,"Powiat m.Gorzów Wielkopolski",2010,1749
"13437",862000,"Powiat m.Zielona Góra",2010,2145
"13438",1001000,"Powiat bełchatowski",2010,502
"13439",1002000,"Powiat kutnowski",2010,2157
"13440",1003000,"Powiat łaski",2010,62
"13441",1004000,"Powiat łęczycki",2010,6219
"13442",1005000,"Powiat łowicki",2010,18918
"13443",1006000,"Powiat łódzki wschodni",2010,0
"13444",1007000,"Powiat opoczyński",2010,735
"13445",1008000,"Powiat pabianicki",2010,810
"13446",1010000,"Powiat piotrkowski",2010,318
"13447",1011000,"Powiat poddębicki",2010,856
"13448",1012000,"Powiat radomszczański",2010,1045
"13449",1013000,"Powiat rawski",2010,499
"13450",1014000,"Powiat sieradzki",2010,1238
"13451",1015000,"Powiat skierniewicki",2010,1196
"13452",1016000,"Powiat tomaszowski",2010,1517
"13453",1017000,"Powiat wieluński",2010,2168
"13454",1018000,"Powiat wieruszowski",2010,0
"13455",1019000,"Powiat zduńskowolski",2010,469
"13456",1020000,"Powiat zgierski",2010,260
"13457",1021000,"Powiat brzeziński",2010,5565
"13458",1061000,"Powiat m.Łódź",2010,4807
"13459",1062000,"Powiat m.Piotrków Trybunalski",2010,3352
"13460",1063000,"Powiat m.Skierniewice",2010,0
"13461",1201000,"Powiat bocheński",2010,5587
"13462",1202000,"Powiat brzeski",2010,2065
"13463",1203000,"Powiat chrzanowski",2010,5036
"13464",1204000,"Powiat dąbrowski",2010,1008
"13465",1205000,"Powiat gorlicki",2010,5294
"13466",1206000,"Powiat krakowski",2010,2850
"13467",1207000,"Powiat limanowski",2010,674
"13468",1208000,"Powiat miechowski",2010,0
"13469",1209000,"Powiat myślenicki",2010,1621
"13470",1210000,"Powiat nowosądecki",2010,2910
"13471",1211000,"Powiat nowotarski",2010,13502
"13472",1212000,"Powiat olkuski",2010,324
"13473",1213000,"Powiat oświęcimski",2010,89711
"13474",1214000,"Powiat proszowicki",2010,325
"13475",1215000,"Powiat suski",2010,2124
"13476",1216000,"Powiat tarnowski",2010,468
"13477",1217000,"Powiat tatrzański",2010,21746
"13478",1218000,"Powiat wadowicki",2010,3600
"13479",1219000,"Powiat wielicki",2010,89544
"13480",1261000,"Powiat m.Kraków",2010,41587
"13481",1262000,"Powiat m.Nowy Sącz",2010,6517
"13482",1263000,"Powiat m.Tarnów",2010,1852
