"","Kod","Nazwa","rok","Muzea_zwiedzajacy_muzea_i_oddzialy_na_10_tys_mieszkancow_osoba"
"10792",1204000,"Powiat dąbrowski",2002,NA
"10793",1205000,"Powiat gorlicki",2002,NA
"10794",1206000,"Powiat krakowski",2002,NA
"10795",1207000,"Powiat limanowski",2002,NA
"10796",1208000,"Powiat miechowski",2002,NA
"10797",1209000,"Powiat myślenicki",2002,NA
"10798",1210000,"Powiat nowosądecki",2002,NA
"10799",1211000,"Powiat nowotarski",2002,NA
"10800",1212000,"Powiat olkuski",2002,NA
"10801",1213000,"Powiat oświęcimski",2002,NA
"10802",1214000,"Powiat proszowicki",2002,NA
"10803",1215000,"Powiat suski",2002,NA
"10804",1216000,"Powiat tarnowski",2002,NA
"10805",1217000,"Powiat tatrzański",2002,NA
"10806",1218000,"Powiat wadowicki",2002,NA
"10807",1219000,"Powiat wielicki",2002,NA
"10808",1261000,"Powiat m.Kraków",2002,NA
"10809",1262000,"Powiat m.Nowy Sącz",2002,NA
"10810",1263000,"Powiat m.Tarnów",2002,NA
"10811",1402000,"Powiat ciechanowski",2002,NA
"10812",1403000,"Powiat garwoliński",2002,NA
"10813",1405000,"Powiat grodziski",2002,NA
"10814",1406000,"Powiat grójecki",2002,NA
"10815",1407000,"Powiat kozienicki",2002,NA
"10816",1408000,"Powiat legionowski",2002,NA
"10817",1410000,"Powiat łosicki",2002,NA
"10818",1411000,"Powiat makowski",2002,NA
"10819",1412000,"Powiat miński",2002,NA
"10820",1413000,"Powiat mławski",2002,NA
"10821",1414000,"Powiat nowodworski",2002,NA
"10822",1415000,"Powiat ostrołęcki",2002,NA
"10823",1416000,"Powiat ostrowski",2002,NA
"10824",1417000,"Powiat otwocki",2002,NA
"10825",1418000,"Powiat piaseczyński",2002,NA
"10826",1419000,"Powiat płocki",2002,NA
"10827",1421000,"Powiat pruszkowski",2002,NA
"10828",1422000,"Powiat przasnyski",2002,NA
"10829",1423000,"Powiat przysuski",2002,NA
"10830",1424000,"Powiat pułtuski",2002,NA
"10831",1425000,"Powiat radomski",2002,NA
"10832",1426000,"Powiat siedlecki",2002,NA
"10833",1427000,"Powiat sierpecki",2002,NA
"10834",1428000,"Powiat sochaczewski",2002,NA
"10835",1429000,"Powiat sokołowski",2002,NA
"10836",1430000,"Powiat szydłowiecki",2002,NA
"10837",1431000,"Powiat warszawski",2002,NA
"10838",1432000,"Powiat warszawski zachodni",2002,NA
"10839",1433000,"Powiat węgrowski",2002,NA
"10840",1434000,"Powiat wołomiński",2002,NA
"10841",1435000,"Powiat wyszkowski",2002,NA
"10842",1436000,"Powiat zwoleński",2002,NA
"10843",1437000,"Powiat żuromiński",2002,NA
"10844",1438000,"Powiat żyrardowski",2002,NA
"10845",1461000,"Powiat m.Ostrołęka",2002,NA
"10846",1462000,"Powiat m.Płock",2002,NA
"10847",1463000,"Powiat m.Radom",2002,NA
"10848",1464000,"Powiat m.Siedlce",2002,NA
"10849",1465000,"Powiat m. st. Warszawa",2002,NA
"10850",1601000,"Powiat brzeski",2002,NA
"10851",1602000,"Powiat głubczycki",2002,NA
"10852",1603000,"Powiat kędzierzyńsko-kozielski",2002,NA
"10853",1604000,"Powiat kluczborski",2002,NA
"10854",1606000,"Powiat namysłowski",2002,NA
"10855",1607000,"Powiat nyski",2002,NA
"10856",1608000,"Powiat oleski",2002,NA
"10857",1609000,"Powiat opolski",2002,NA
"10858",1610000,"Powiat prudnicki",2002,NA
"10859",1611000,"Powiat strzelecki",2002,NA
"10860",1661000,"Powiat m.Opole",2002,NA
"10861",1801000,"Powiat bieszczadzki",2002,NA
"10862",1802000,"Powiat brzozowski",2002,NA
"10863",1803000,"Powiat dębicki",2002,NA
"10864",1804000,"Powiat jarosławski",2002,NA
"10865",1805000,"Powiat jasielski",2002,NA
"10866",1806000,"Powiat kolbuszowski",2002,NA
"10867",1807000,"Powiat krośnieński",2002,NA
"10868",1808000,"Powiat leżajski",2002,NA
"10869",1809000,"Powiat lubaczowski",2002,NA
"10870",1810000,"Powiat łańcucki",2002,NA
"10871",1811000,"Powiat mielecki",2002,NA
"10872",1813000,"Powiat przemyski",2002,NA
"10873",1814000,"Powiat przeworski",2002,NA
"10874",1816000,"Powiat rzeszowski",2002,NA
"10875",1817000,"Powiat sanocki",2002,NA
"10876",1818000,"Powiat stalowowolski",2002,NA
"10877",1819000,"Powiat strzyżowski",2002,NA
"10878",1820000,"Powiat tarnobrzeski",2002,NA
"10879",1821000,"Powiat leski",2002,NA
"10880",1861000,"Powiat m.Krosno",2002,NA
"10881",1862000,"Powiat m.Przemyśl",2002,NA
"10882",1863000,"Powiat m.Rzeszów",2002,NA
"10883",1864000,"Powiat m.Tarnobrzeg",2002,NA
"10884",2001000,"Powiat augustowski",2002,NA
"10885",2002000,"Powiat białostocki",2002,NA
"10886",2003000,"Powiat bielski",2002,NA
"10887",2005000,"Powiat hajnowski",2002,NA
"10888",2007000,"Powiat łomżyński",2002,NA
"10889",2009000,"Powiat sejneński",2002,NA
"10890",2010000,"Powiat siemiatycki",2002,NA
"10891",2011000,"Powiat sokólski",2002,NA
"10892",2013000,"Powiat wysokomazowiecki",2002,NA
"10893",2061000,"Powiat m.Białystok",2002,NA
"10894",2062000,"Powiat m.Łomża",2002,NA
"10895",2063000,"Powiat m.Suwałki",2002,NA
"10896",2201000,"Powiat bytowski",2002,NA
"10897",2202000,"Powiat chojnicki",2002,NA
"10898",2203000,"Powiat człuchowski",2002,NA
"10899",2205000,"Powiat kartuski",2002,NA
"10900",2206000,"Powiat kościerski",2002,NA
"10901",2207000,"Powiat kwidzyński",2002,NA
"10902",2208000,"Powiat lęborski",2002,NA
"10903",2209000,"Powiat malborski",2002,NA
"10904",2210000,"Powiat nowodworski",2002,NA
"10905",2211000,"Powiat pucki",2002,NA
"10906",2212000,"Powiat słupski",2002,NA
"10907",2213000,"Powiat starogardzki",2002,NA
"10908",2214000,"Powiat tczewski",2002,NA
"10909",2215000,"Powiat wejherowski",2002,NA
"10910",2216000,"Powiat sztumski",2002,NA
"10911",2261000,"Powiat m.Gdańsk",2002,NA
"10912",2262000,"Powiat m.Gdynia",2002,NA
"10913",2263000,"Powiat m.Słupsk",2002,NA
"10914",2264000,"Powiat m.Sopot",2002,NA
"10915",2401000,"Powiat będziński",2002,NA
"10916",2402000,"Powiat bielski",2002,NA
"10917",2403000,"Powiat cieszyński",2002,NA
"10918",2404000,"Powiat częstochowski",2002,NA
"10919",2405000,"Powiat gliwicki",2002,NA
"10920",2407000,"Powiat lubliniecki",2002,NA
"10921",2408000,"Powiat mikołowski",2002,NA
"10922",2410000,"Powiat pszczyński",2002,NA
"10923",2411000,"Powiat raciborski",2002,NA
"10924",2413000,"Powiat tarnogórski",2002,NA
"10925",2414000,"Powiat bieruńsko-lędziński",2002,NA
"10926",2415000,"Powiat wodzisławski",2002,NA
"10927",2417000,"Powiat żywiecki",2002,NA
"10928",2461000,"Powiat m.Bielsko-Biała",2002,NA
"10929",2462000,"Powiat m.Bytom",2002,NA
"10930",2463000,"Powiat m.Chorzów",2002,NA
"10931",2464000,"Powiat m.Częstochowa",2002,NA
"10932",2465000,"Powiat m.Dąbrowa Górnicza",2002,NA
"10933",2466000,"Powiat m.Gliwice",2002,NA
"10934",2468000,"Powiat m.Jaworzno",2002,NA
"10935",2469000,"Powiat m.Katowice",2002,NA
"10936",2470000,"Powiat m.Mysłowice",2002,NA
"10937",2472000,"Powiat m.Ruda Śląska",2002,NA
"10938",2473000,"Powiat m.Rybnik",2002,NA
"10939",2474000,"Powiat m.Siemianowice Śląskie",2002,NA
"10940",2475000,"Powiat m.Sosnowiec",2002,NA
"10941",2476000,"Powiat m.Świętochłowice",2002,NA
"10942",2477000,"Powiat m.Tychy",2002,NA
"10943",2478000,"Powiat m.Zabrze",2002,NA
"10944",2479000,"Powiat m.Żory",2002,NA
"10945",2601000,"Powiat buski",2002,NA
"10946",2602000,"Powiat jędrzejowski",2002,NA
"10947",2604000,"Powiat kielecki",2002,NA
"10948",2605000,"Powiat konecki",2002,NA
"10949",2606000,"Powiat opatowski",2002,NA
"10950",2607000,"Powiat ostrowiecki",2002,NA
"10951",2608000,"Powiat pińczowski",2002,NA
"10952",2609000,"Powiat sandomierski",2002,NA
"10953",2610000,"Powiat skarżyski",2002,NA
"10954",2611000,"Powiat starachowicki",2002,NA
"10955",2612000,"Powiat staszowski",2002,NA
"10956",2661000,"Powiat m.Kielce",2002,NA
"10957",2801000,"Powiat bartoszycki",2002,NA
"10958",2802000,"Powiat braniewski",2002,NA
"10959",2803000,"Powiat działdowski",2002,NA
"10960",2805000,"Powiat ełcki",2002,NA
"10961",2806000,"Powiat giżycki",2002,NA
"10962",2807000,"Powiat iławski",2002,NA
"10963",2808000,"Powiat kętrzyński",2002,NA
"10964",2809000,"Powiat lidzbarski",2002,NA
"10965",2810000,"Powiat mrągowski",2002,NA
"10966",2812000,"Powiat nowomiejski",2002,NA
"10967",2814000,"Powiat olsztyński",2002,NA
"10968",2815000,"Powiat ostródzki",2002,NA
"10969",2816000,"Powiat piski",2002,NA
"10970",2817000,"Powiat szczycieński",2002,NA
"10971",2819000,"Powiat węgorzewski",2002,NA
"10972",2861000,"Powiat m.Elbląg",2002,NA
"10973",2862000,"Powiat m.Olsztyn",2002,NA
"10974",3002000,"Powiat czarnkowsko-trzcianecki",2002,NA
"10975",3003000,"Powiat gnieźnieński",2002,NA
"10976",3004000,"Powiat gostyński",2002,NA
"10977",3005000,"Powiat grodziski",2002,NA
"10978",3006000,"Powiat jarociński",2002,NA
"10979",3007000,"Powiat kaliski",2002,NA
"10980",3008000,"Powiat kępiński",2002,NA
"10981",3009000,"Powiat kolski",2002,NA
"10982",3010000,"Powiat koniński",2002,NA
"10983",3011000,"Powiat kościański",2002,NA
"10984",3012000,"Powiat krotoszyński",2002,NA
"10985",3014000,"Powiat międzychodzki",2002,NA
"10986",3015000,"Powiat nowotomyski",2002,NA
"10987",3016000,"Powiat obornicki",2002,NA
"10988",3017000,"Powiat ostrowski",2002,NA
"10989",3018000,"Powiat ostrzeszowski",2002,NA
"10990",3019000,"Powiat pilski",2002,NA
"10991",3020000,"Powiat pleszewski",2002,NA
"10992",3021000,"Powiat poznański",2002,NA
"10993",3022000,"Powiat rawicki",2002,NA
"10994",3023000,"Powiat słupecki",2002,NA
"10995",3024000,"Powiat szamotulski",2002,NA
"10996",3025000,"Powiat średzki",2002,NA
"10997",3026000,"Powiat śremski",2002,NA
"10998",3027000,"Powiat turecki",2002,NA
"10999",3028000,"Powiat wągrowiecki",2002,NA
"11000",3029000,"Powiat wolsztyński",2002,NA
"11001",3030000,"Powiat wrzesiński",2002,NA
"11002",3031000,"Powiat złotowski",2002,NA
"11003",3061000,"Powiat m.Kalisz",2002,NA
"11004",3062000,"Powiat m.Konin",2002,NA
"11005",3063000,"Powiat m.Leszno",2002,NA
"11006",3064000,"Powiat m.Poznań",2002,NA
"11007",3201000,"Powiat białogardzki",2002,NA
"11008",3205000,"Powiat gryficki",2002,NA
"11009",3206000,"Powiat gryfiński",2002,NA
"11010",3207000,"Powiat kamieński",2002,NA
"11011",3208000,"Powiat kołobrzeski",2002,NA
"11012",3210000,"Powiat myśliborski",2002,NA
"11013",3211000,"Powiat policki",2002,NA
"11014",3213000,"Powiat sławieński",2002,NA
"11015",3214000,"Powiat stargardzki",2002,NA
"11016",3215000,"Powiat szczecinecki",2002,NA
"11017",3216000,"Powiat świdwiński",2002,NA
"11018",3217000,"Powiat wałecki",2002,NA
"11019",3218000,"Powiat łobeski",2002,NA
"11020",3261000,"Powiat m.Koszalin",2002,NA
"11021",3262000,"Powiat m.Szczecin",2002,NA
"11022",3263000,"Powiat m.Świnoujście",2002,NA
"11023",201000,"Powiat bolesławiecki",2003,1113
"11024",202000,"Powiat dzierżoniowski",2003,0
"11025",203000,"Powiat głogowski",2003,1504
"11026",205000,"Powiat jaworski",2003,8293
"11027",206000,"Powiat jeleniogórski",2003,18613
"11028",207000,"Powiat kamiennogórski",2003,808
"11029",208000,"Powiat kłodzki",2003,4132
"11030",209000,"Powiat legnicki",2003,3892
"11031",210000,"Powiat lubański",2003,1045
"11032",211000,"Powiat lubiński",2003,0
"11033",212000,"Powiat lwówecki",2003,2742
"11034",214000,"Powiat oleśnicki",2003,369
"11035",218000,"Powiat średzki",2003,853
"11036",219000,"Powiat świdnicki",2003,2328
"11037",220000,"Powiat trzebnicki",2003,0
"11038",221000,"Powiat wałbrzyski",2003,5821
"11039",223000,"Powiat wrocławski",2003,436
"11040",224000,"Powiat ząbkowicki",2003,839
"11041",225000,"Powiat zgorzelecki",2003,0
"11042",261000,"Powiat m.Jelenia Góra",2003,6810
"11043",262000,"Powiat m.Legnica",2003,2526
"11044",263000,"Powiat m.Wałbrzych do 2002",2003,NA
"11045",264000,"Powiat m.Wrocław",2003,8039
"11046",265000,"Powiat m.Wałbrzych od 2013",2003,NA
"11047",401000,"Powiat aleksandrowski",2003,0
"11048",402000,"Powiat brodnicki",2003,4009
"11049",403000,"Powiat bydgoski",2003,0
"11050",404000,"Powiat chełmiński",2003,2051
"11051",405000,"Powiat golubsko-dobrzyński",2003,34157
"11052",407000,"Powiat inowrocławski",2003,653
"11053",409000,"Powiat mogileński",2003,555
"11054",410000,"Powiat nakielski",2003,557
"11055",412000,"Powiat rypiński",2003,0
"11056",413000,"Powiat sępoleński",2003,0
"11057",415000,"Powiat toruński",2003,0
"11058",416000,"Powiat tucholski",2003,1872
"11059",417000,"Powiat wąbrzeski",2003,0
"11060",418000,"Powiat włocławski",2003,0
"11061",419000,"Powiat żniński",2003,46689
"11062",461000,"Powiat m.Bydgoszcz",2003,1503
"11063",462000,"Powiat m.Grudziądz",2003,3211
"11064",463000,"Powiat m.Toruń",2003,7707
"11065",464000,"Powiat m.Włocławek",2003,3062
"11066",601000,"Powiat bialski",2003,701
"11067",602000,"Powiat biłgorajski",2003,735
"11068",604000,"Powiat hrubieszowski",2003,845
"11069",605000,"Powiat janowski",2003,339
"11070",606000,"Powiat krasnostawski",2003,648
"11071",607000,"Powiat kraśnicki",2003,216
"11072",608000,"Powiat lubartowski",2003,28781
"11073",609000,"Powiat lubelski",2003,0
"11074",610000,"Powiat łęczyński",2003,555
"11075",611000,"Powiat łukowski",2003,1835
"11076",612000,"Powiat opolski",2003,0
"11077",613000,"Powiat parczewski",2003,0
"11078",614000,"Powiat puławski",2003,13309
"11079",616000,"Powiat rycki",2003,0
"11080",618000,"Powiat tomaszowski",2003,439
"11081",619000,"Powiat włodawski",2003,4653
"11082",620000,"Powiat zamojski",2003,5392
"11083",661000,"Powiat m.Biała Podlaska",2003,4729
"11084",662000,"Powiat m.Chełm",2003,2013
"11085",663000,"Powiat m.Lublin",2003,8365
"11086",664000,"Powiat m.Zamość",2003,8617
"11087",801000,"Powiat gorzowski",2003,0
"11088",803000,"Powiat międzyrzecki",2003,3031
"11089",804000,"Powiat nowosolski",2003,557
"11090",805000,"Powiat słubicki",2003,0
"11091",806000,"Powiat strzelecko-drezdenecki",2003,539
"11092",807000,"Powiat sulęciński",2003,987
"11093",808000,"Powiat świebodziński",2003,1001
"11094",809000,"Powiat zielonogórski",2003,5753
"11095",810000,"Powiat żagański",2003,773
"11096",811000,"Powiat żarski",2003,0
"11097",812000,"Powiat wschowski",2003,455
"11098",861000,"Powiat m.Gorzów Wielkopolski",2003,4483
"11099",862000,"Powiat m.Zielona Góra",2003,1317
"11100",1001000,"Powiat bełchatowski",2003,711
"11101",1002000,"Powiat kutnowski",2003,3384
"11102",1003000,"Powiat łaski",2003,74
"11103",1004000,"Powiat łęczycki",2003,3602
"11104",1005000,"Powiat łowicki",2003,16674
"11105",1006000,"Powiat łódzki wschodni",2003,0
"11106",1007000,"Powiat opoczyński",2003,718
"11107",1008000,"Powiat pabianicki",2003,475
"11108",1010000,"Powiat piotrkowski",2003,397
"11109",1011000,"Powiat poddębicki",2003,424
"11110",1012000,"Powiat radomszczański",2003,1080
"11111",1013000,"Powiat rawski",2003,818
"11112",1014000,"Powiat sieradzki",2003,1404
"11113",1015000,"Powiat skierniewicki",2003,908
"11114",1016000,"Powiat tomaszowski",2003,1273
"11115",1017000,"Powiat wieluński",2003,3436
"11116",1018000,"Powiat wieruszowski",2003,84
"11117",1019000,"Powiat zduńskowolski",2003,2345
"11118",1020000,"Powiat zgierski",2003,175
"11119",1021000,"Powiat brzeziński",2003,547
"11120",1061000,"Powiat m.Łódź",2003,3052
"11121",1062000,"Powiat m.Piotrków Trybunalski",2003,2659
"11122",1063000,"Powiat m.Skierniewice",2003,0
"11123",1201000,"Powiat bocheński",2003,4912
"11124",1202000,"Powiat brzeski",2003,2969
"11125",1203000,"Powiat chrzanowski",2003,7115
"11126",1204000,"Powiat dąbrowski",2003,2567
"11127",1205000,"Powiat gorlicki",2003,2841
"11128",1206000,"Powiat krakowski",2003,5634
"11129",1207000,"Powiat limanowski",2003,1089
"11130",1208000,"Powiat miechowski",2003,62
"11131",1209000,"Powiat myślenicki",2003,2295
"11132",1210000,"Powiat nowosądecki",2003,1368
"11133",1211000,"Powiat nowotarski",2003,40019
"11134",1212000,"Powiat olkuski",2003,950
"11135",1213000,"Powiat oświęcimski",2003,31015
"11136",1214000,"Powiat proszowicki",2003,0
"11137",1215000,"Powiat suski",2003,161
"11138",1216000,"Powiat tarnowski",2003,1941
"11139",1217000,"Powiat tatrzański",2003,22521
"11140",1218000,"Powiat wadowicki",2003,20353
"11141",1219000,"Powiat wielicki",2003,69311
"11142",1261000,"Powiat m.Kraków",2003,23044
"11143",1262000,"Powiat m.Nowy Sącz",2003,3762
"11144",1263000,"Powiat m.Tarnów",2003,2920
"11145",1402000,"Powiat ciechanowski",2003,4913
"11146",1403000,"Powiat garwoliński",2003,89
"11147",1405000,"Powiat grodziski",2003,757
"11148",1406000,"Powiat grójecki",2003,641
"11149",1407000,"Powiat kozienicki",2003,1247
"11150",1408000,"Powiat legionowski",2003,0
"11151",1410000,"Powiat łosicki",2003,0
"11152",1411000,"Powiat makowski",2003,0
"11153",1412000,"Powiat miński",2003,69
"11154",1413000,"Powiat mławski",2003,1471
"11155",1414000,"Powiat nowodworski",2003,3828
"11156",1415000,"Powiat ostrołęcki",2003,1054
"11157",1416000,"Powiat ostrowski",2003,0
"11158",1417000,"Powiat otwocki",2003,308
"11159",1418000,"Powiat piaseczyński",2003,43
"11160",1419000,"Powiat płocki",2003,0
"11161",1421000,"Powiat pruszkowski",2003,368
"11162",1422000,"Powiat przasnyski",2003,1188
"11163",1423000,"Powiat przysuski",2003,761
"11164",1424000,"Powiat pułtuski",2003,1546
"11165",1425000,"Powiat radomski",2003,468
"11166",1426000,"Powiat siedlecki",2003,87
"11167",1427000,"Powiat sierpecki",2003,8446
"11168",1428000,"Powiat sochaczewski",2003,14003
"11169",1429000,"Powiat sokołowski",2003,5512
"11170",1430000,"Powiat szydłowiecki",2003,1903
"11171",1431000,"Powiat warszawski",2003,NA
"11172",1432000,"Powiat warszawski zachodni",2003,1883
"11173",1433000,"Powiat węgrowski",2003,3599
"11174",1434000,"Powiat wołomiński",2003,137
"11175",1435000,"Powiat wyszkowski",2003,0
"11176",1436000,"Powiat zwoleński",2003,10460
"11177",1437000,"Powiat żuromiński",2003,617
"11178",1438000,"Powiat żyrardowski",2003,579
"11179",1461000,"Powiat m.Ostrołęka",2003,1808
"11180",1462000,"Powiat m.Płock",2003,4223
"11181",1463000,"Powiat m.Radom",2003,2591
"11182",1464000,"Powiat m.Siedlce",2003,6555
"11183",1465000,"Powiat m. st. Warszawa",2003,10422
"11184",1601000,"Powiat brzeski",2003,2172
"11185",1602000,"Powiat głubczycki",2003,586
"11186",1603000,"Powiat kędzierzyńsko-kozielski",2003,0
"11187",1604000,"Powiat kluczborski",2003,1323
"11188",1606000,"Powiat namysłowski",2003,0
"11189",1607000,"Powiat nyski",2003,2950
"11190",1608000,"Powiat oleski",2003,1729
"11191",1609000,"Powiat opolski",2003,0
"11192",1610000,"Powiat prudnicki",2003,1280
"11193",1611000,"Powiat strzelecki",2003,505
"11194",1661000,"Powiat m.Opole",2003,7056
"11195",1801000,"Powiat bieszczadzki",2003,13885
"11196",1802000,"Powiat brzozowski",2003,487
"11197",1803000,"Powiat dębicki",2003,1764
"11198",1804000,"Powiat jarosławski",2003,632
"11199",1805000,"Powiat jasielski",2003,432
"11200",1806000,"Powiat kolbuszowski",2003,2947
"11201",1807000,"Powiat krośnieński",2003,4350
"11202",1808000,"Powiat leżajski",2003,0
"11203",1809000,"Powiat lubaczowski",2003,907
"11204",1810000,"Powiat łańcucki",2003,47978
"11205",1811000,"Powiat mielecki",2003,410
"11206",1813000,"Powiat przemyski",2003,0
"11207",1814000,"Powiat przeworski",2003,1639
"11208",1816000,"Powiat rzeszowski",2003,48
"11209",1817000,"Powiat sanocki",2003,11720
"11210",1818000,"Powiat stalowowolski",2003,1839
"11211",1819000,"Powiat strzyżowski",2003,78
"11212",1820000,"Powiat tarnobrzeski",2003,7773
"11213",1821000,"Powiat leski",2003,0
"11214",1861000,"Powiat m.Krosno",2003,3676
"11215",1862000,"Powiat m.Przemyśl",2003,3091
"11216",1863000,"Powiat m.Rzeszów",2003,2022
"11217",1864000,"Powiat m.Tarnobrzeg",2003,407
"11218",2001000,"Powiat augustowski",2003,1091
"11219",2002000,"Powiat białostocki",2003,6704
"11220",2003000,"Powiat bielski",2003,1336
"11221",2005000,"Powiat hajnowski",2003,12172
"11222",2007000,"Powiat łomżyński",2003,8368
"11223",2009000,"Powiat sejneński",2003,0
"11224",2010000,"Powiat siemiatycki",2003,462
"11225",2011000,"Powiat sokólski",2003,227
"11226",2013000,"Powiat wysokomazowiecki",2003,9018
"11227",2061000,"Powiat m.Białystok",2003,1562
"11228",2062000,"Powiat m.Łomża",2003,2647
"11229",2063000,"Powiat m.Suwałki",2003,3705
"11230",2201000,"Powiat bytowski",2003,4122
"11231",2202000,"Powiat chojnicki",2003,1174
"11232",2203000,"Powiat człuchowski",2003,502
"11233",2205000,"Powiat kartuski",2003,1461
"11234",2206000,"Powiat kościerski",2003,14789
"11235",2207000,"Powiat kwidzyński",2003,2324
"11236",2208000,"Powiat lęborski",2003,1711
"11237",2209000,"Powiat malborski",2003,70390
"11238",2210000,"Powiat nowodworski",2003,17378
"11239",2211000,"Powiat pucki",2003,15055
"11240",2212000,"Powiat słupski",2003,14360
"11241",2213000,"Powiat starogardzki",2003,215
"11242",2214000,"Powiat tczewski",2003,1208
"11243",2215000,"Powiat wejherowski",2003,307
"11244",2216000,"Powiat sztumski",2003,0
"11245",2261000,"Powiat m.Gdańsk",2003,10068
"11246",2262000,"Powiat m.Gdynia",2003,12296
"11247",2263000,"Powiat m.Słupsk",2003,9046
"11248",2264000,"Powiat m.Sopot",2003,1043
"11249",2401000,"Powiat będziński",2003,2979
"11250",2402000,"Powiat bielski",2003,189
"11251",2403000,"Powiat cieszyński",2003,4189
"11252",2404000,"Powiat częstochowski",2003,0
"11253",2405000,"Powiat gliwicki",2003,0
"11254",2407000,"Powiat lubliniecki",2003,0
"11255",2408000,"Powiat mikołowski",2003,0
"11256",2410000,"Powiat pszczyński",2003,10811
"11257",2411000,"Powiat raciborski",2003,1515
"11258",2413000,"Powiat tarnogórski",2003,5600
"11259",2414000,"Powiat bieruńsko-lędziński",2003,0
"11260",2415000,"Powiat wodzisławski",2003,356
"11261",2417000,"Powiat żywiecki",2003,1136
"11262",2461000,"Powiat m.Bielsko-Biała",2003,763
"11263",2462000,"Powiat m.Bytom",2003,1253
"11264",2463000,"Powiat m.Chorzów",2003,6327
"11265",2464000,"Powiat m.Częstochowa",2003,1394
"11266",2465000,"Powiat m.Dąbrowa Górnicza",2003,252
"11267",2466000,"Powiat m.Gliwice",2003,1964
"11268",2468000,"Powiat m.Jaworzno",2003,602
"11269",2469000,"Powiat m.Katowice",2003,1507
"11270",2470000,"Powiat m.Mysłowice",2003,836
"11271",2472000,"Powiat m.Ruda Śląska",2003,439
"11272",2473000,"Powiat m.Rybnik",2003,705
"11273",2474000,"Powiat m.Siemianowice Śląskie",2003,252
"11274",2475000,"Powiat m.Sosnowiec",2003,1377
"11275",2476000,"Powiat m.Świętochłowice",2003,472
"11276",2477000,"Powiat m.Tychy",2003,0
"11277",2478000,"Powiat m.Zabrze",2003,2495
"11278",2479000,"Powiat m.Żory",2003,1203
"11279",2601000,"Powiat buski",2003,140
"11280",2602000,"Powiat jędrzejowski",2003,2651
"11281",2604000,"Powiat kielecki",2003,6324
"11282",2605000,"Powiat konecki",2003,615
"11283",2606000,"Powiat opatowski",2003,0
"11284",2607000,"Powiat ostrowiecki",2003,3382
"11285",2608000,"Powiat pińczowski",2003,1580
"11286",2609000,"Powiat sandomierski",2003,6503
"11287",2610000,"Powiat skarżyski",2003,2158
"11288",2611000,"Powiat starachowicki",2003,1753
"11289",2612000,"Powiat staszowski",2003,492
"11290",2661000,"Powiat m.Kielce",2003,5742
"11291",2801000,"Powiat bartoszycki",2003,0
"11292",2802000,"Powiat braniewski",2003,27313
"11293",2803000,"Powiat działdowski",2003,0
"11294",2805000,"Powiat ełcki",2003,0
"11295",2806000,"Powiat giżycki",2003,449
"11296",2807000,"Powiat iławski",2003,0
"11297",2808000,"Powiat kętrzyński",2003,3141
"11298",2809000,"Powiat lidzbarski",2003,5442
"11299",2810000,"Powiat mrągowski",2003,420
"11300",2812000,"Powiat nowomiejski",2003,0
"11301",2814000,"Powiat olsztyński",2003,6355
"11302",2815000,"Powiat ostródzki",2003,4972
"11303",2816000,"Powiat piski",2003,5687
"11304",2817000,"Powiat szczycieński",2003,1779
"11305",2819000,"Powiat węgorzewski",2003,2732
"11306",2861000,"Powiat m.Elbląg",2003,1153
"11307",2862000,"Powiat m.Olsztyn",2003,4202
"11308",3002000,"Powiat czarnkowsko-trzcianecki",2003,836
"11309",3003000,"Powiat gnieźnieński",2003,11874
"11310",3004000,"Powiat gostyński",2003,406
"11311",3005000,"Powiat grodziski",2003,1650
"11312",3006000,"Powiat jarociński",2003,2904
"11313",3007000,"Powiat kaliski",2003,757
"11314",3008000,"Powiat kępiński",2003,600
"11315",3009000,"Powiat kolski",2003,8221
"11316",3010000,"Powiat koniński",2003,415
"11317",3011000,"Powiat kościański",2003,785
"11318",3012000,"Powiat krotoszyński",2003,1166
"11319",3014000,"Powiat międzychodzki",2003,2174
"11320",3015000,"Powiat nowotomyski",2003,511
"11321",3016000,"Powiat obornicki",2003,2220
"11322",3017000,"Powiat ostrowski",2003,648
"11323",3018000,"Powiat ostrzeszowski",2003,1208
"11324",3019000,"Powiat pilski",2003,1882
"11325",3020000,"Powiat pleszewski",2003,5256
"11326",3021000,"Powiat poznański",2003,8916
"11327",3022000,"Powiat rawicki",2003,943
"11328",3023000,"Powiat słupecki",2003,915
"11329",3024000,"Powiat szamotulski",2003,1475
"11330",3025000,"Powiat średzki",2003,1568
"11331",3026000,"Powiat śremski",2003,994
"11332",3027000,"Powiat turecki",2003,804
"11333",3028000,"Powiat wągrowiecki",2003,865
"11334",3029000,"Powiat wolsztyński",2003,3177
"11335",3030000,"Powiat wrzesiński",2003,1030
"11336",3031000,"Powiat złotowski",2003,397
"11337",3061000,"Powiat m.Kalisz",2003,2941
"11338",3062000,"Powiat m.Konin",2003,3262
"11339",3063000,"Powiat m.Leszno",2003,2469
"11340",3064000,"Powiat m.Poznań",2003,4780
"11341",3201000,"Powiat białogardzki",2003,0
"11342",3205000,"Powiat gryficki",2003,2134
"11343",3206000,"Powiat gryfiński",2003,643
"11344",3207000,"Powiat kamieński",2003,18206
"11345",3208000,"Powiat kołobrzeski",2003,15696
"11346",3210000,"Powiat myśliborski",2003,1149
"11347",3211000,"Powiat policki",2003,0
