"","Kod","Nazwa","rok","Kina_stale_wg_formy_wlasnosci_ogolem_seanse_ogolem"
"18665",1821000,"Powiat leski",1996,NA
"18666",1861000,"Powiat m.Krosno",1996,575
"18667",1862000,"Powiat m.Przemyśl",1996,1532
"18668",1863000,"Powiat m.Rzeszów",1996,5043
"18669",1864000,"Powiat m.Tarnobrzeg",1996,992
"18670",2001000,"Powiat augustowski",1996,588
"18671",2002000,"Powiat białostocki",1996,67
"18672",2003000,"Powiat bielski",1996,473
"18673",2004000,"Powiat grajewski",1996,36
"18674",2005000,"Powiat hajnowski",1996,334
"18675",2006000,"Powiat kolneński",1996,66
"18676",2009000,"Powiat sejneński",1996,0
"18677",2010000,"Powiat siemiatycki",1996,251
"18678",2011000,"Powiat sokólski",1996,582
"18679",2013000,"Powiat wysokomazowiecki",1996,215
"18680",2014000,"Powiat zambrowski",1996,0
"18681",2061000,"Powiat m.Białystok",1996,5905
"18682",2062000,"Powiat m.Łomża",1996,687
"18683",2063000,"Powiat m.Suwałki",1996,733
"18684",2201000,"Powiat bytowski",1996,648
"18685",2202000,"Powiat chojnicki",1996,554
"18686",2203000,"Powiat człuchowski",1996,277
"18687",2204000,"Powiat gdański",1996,582
"18688",2205000,"Powiat kartuski",1996,74
"18689",2206000,"Powiat kościerski",1996,489
"18690",2207000,"Powiat kwidzyński",1996,509
"18691",2208000,"Powiat lęborski",1996,766
"18692",2209000,"Powiat malborski",1996,724
"18693",2210000,"Powiat nowodworski",1996,260
"18694",2211000,"Powiat pucki",1996,921
"18695",2212000,"Powiat słupski",1996,772
"18696",2213000,"Powiat starogardzki",1996,972
"18697",2214000,"Powiat tczewski",1996,696
"18698",2215000,"Powiat wejherowski",1996,9
"18699",2216000,"Powiat sztumski",1996,NA
"18700",2261000,"Powiat m.Gdańsk",1996,8480
"18701",2262000,"Powiat m.Gdynia",1996,3300
"18702",2263000,"Powiat m.Słupsk",1996,1491
"18703",2264000,"Powiat m.Sopot",1996,2374
"18704",2401000,"Powiat będziński",1996,556
"18705",2402000,"Powiat bielski",1996,1837
"18706",2403000,"Powiat cieszyński",1996,3291
"18707",2404000,"Powiat częstochowski",1996,43
"18708",2405000,"Powiat gliwicki",1996,0
"18709",2406000,"Powiat kłobucki",1996,67
"18710",2407000,"Powiat lubliniecki",1996,238
"18711",2408000,"Powiat mikołowski",1996,629
"18712",2409000,"Powiat myszkowski",1996,155
"18713",2410000,"Powiat pszczyński",1996,1182
"18714",2411000,"Powiat raciborski",1996,539
"18715",2413000,"Powiat tarnogórski",1996,1676
"18716",2414000,"Powiat bieruńsko-lędziński",1996,4
"18717",2415000,"Powiat wodzisławski",1996,576
"18718",2416000,"Powiat zawierciański",1996,486
"18719",2417000,"Powiat żywiecki",1996,862
"18720",2461000,"Powiat m.Bielsko-Biała",1996,2756
"18721",2462000,"Powiat m.Bytom",1996,2139
"18722",2463000,"Powiat m.Chorzów",1996,1584
"18723",2464000,"Powiat m.Częstochowa",1996,3220
"18724",2465000,"Powiat m.Dąbrowa Górnicza",1996,963
"18725",2466000,"Powiat m.Gliwice",1996,4181
"18726",2467000,"Powiat m.Jastrzębie-Zdrój",1996,345
"18727",2468000,"Powiat m.Jaworzno",1996,122
"18728",2469000,"Powiat m.Katowice",1996,5817
"18729",2470000,"Powiat m.Mysłowice",1996,1072
"18730",2471000,"Powiat m.Piekary Śląskie",1996,0
"18731",2472000,"Powiat m.Ruda Śląska",1996,0
"18732",2473000,"Powiat m.Rybnik",1996,1389
"18733",2474000,"Powiat m.Siemianowice Śląskie",1996,0
"18734",2475000,"Powiat m.Sosnowiec",1996,1991
"18735",2477000,"Powiat m.Tychy",1996,1600
"18736",2478000,"Powiat m.Zabrze",1996,2573
"18737",2479000,"Powiat m.Żory",1996,0
"18738",2601000,"Powiat buski",1996,278
"18739",2602000,"Powiat jędrzejowski",1996,422
"18740",2603000,"Powiat kazimierski",1996,175
"18741",2604000,"Powiat kielecki",1996,72
"18742",2605000,"Powiat konecki",1996,475
"18743",2606000,"Powiat opatowski",1996,0
"18744",2607000,"Powiat ostrowiecki",1996,198
"18745",2608000,"Powiat pińczowski",1996,52
"18746",2609000,"Powiat sandomierski",1996,840
"18747",2610000,"Powiat skarżyski",1996,1057
"18748",2611000,"Powiat starachowicki",1996,192
"18749",2612000,"Powiat staszowski",1996,238
"18750",2613000,"Powiat włoszczowski",1996,175
"18751",2661000,"Powiat m.Kielce",1996,3868
"18752",2801000,"Powiat bartoszycki",1996,49
"18753",2802000,"Powiat braniewski",1996,223
"18754",2803000,"Powiat działdowski",1996,451
"18755",2804000,"Powiat elbląski",1996,242
"18756",2805000,"Powiat ełcki",1996,707
"18757",2806000,"Powiat giżycki",1996,1026
"18758",2807000,"Powiat iławski",1996,1055
"18759",2808000,"Powiat kętrzyński",1996,742
"18760",2809000,"Powiat lidzbarski",1996,0
"18761",2810000,"Powiat mrągowski",1996,523
"18762",2811000,"Powiat nidzicki",1996,89
"18763",2812000,"Powiat nowomiejski",1996,269
"18764",2813000,"Powiat olecki",1996,339
"18765",2814000,"Powiat olsztyński",1996,603
"18766",2815000,"Powiat ostródzki",1996,1317
"18767",2816000,"Powiat piski",1996,560
"18768",2817000,"Powiat szczycieński",1996,772
"18769",2818000,"Powiat gołdapski",1996,NA
"18770",2819000,"Powiat węgorzewski",1996,NA
"18771",2861000,"Powiat m.Elbląg",1996,1623
"18772",2862000,"Powiat m.Olsztyn",1996,3519
"18773",3001000,"Powiat chodzieski",1996,425
"18774",3002000,"Powiat czarnkowsko-trzcianecki",1996,259
"18775",3003000,"Powiat gnieźnieński",1996,974
"18776",3004000,"Powiat gostyński",1996,494
"18777",3005000,"Powiat grodziski",1996,442
"18778",3006000,"Powiat jarociński",1996,0
"18779",3008000,"Powiat kępiński",1996,323
"18780",3009000,"Powiat kolski",1996,327
"18781",3010000,"Powiat koniński",1996,211
"18782",3011000,"Powiat kościański",1996,520
"18783",3012000,"Powiat krotoszyński",1996,460
"18784",3014000,"Powiat międzychodzki",1996,0
"18785",3015000,"Powiat nowotomyski",1996,1124
"18786",3017000,"Powiat ostrowski",1996,1233
"18787",3018000,"Powiat ostrzeszowski",1996,391
"18788",3019000,"Powiat pilski",1996,1262
"18789",3020000,"Powiat pleszewski",1996,426
"18790",3021000,"Powiat poznański",1996,378
"18791",3022000,"Powiat rawicki",1996,641
"18792",3023000,"Powiat słupecki",1996,394
"18793",3024000,"Powiat szamotulski",1996,685
"18794",3025000,"Powiat średzki",1996,600
"18795",3026000,"Powiat śremski",1996,356
"18796",3027000,"Powiat turecki",1996,303
"18797",3028000,"Powiat wągrowiecki",1996,207
"18798",3029000,"Powiat wolsztyński",1996,474
"18799",3030000,"Powiat wrzesiński",1996,94
"18800",3031000,"Powiat złotowski",1996,347
"18801",3061000,"Powiat m.Kalisz",1996,2015
"18802",3062000,"Powiat m.Konin",1996,818
"18803",3063000,"Powiat m.Leszno",1996,920
"18804",3064000,"Powiat m.Poznań",1996,14240
"18805",3201000,"Powiat białogardzki",1996,379
"18806",3202000,"Powiat choszczeński",1996,75
"18807",3203000,"Powiat drawski",1996,377
"18808",3204000,"Powiat goleniowski",1996,430
"18809",3205000,"Powiat gryficki",1996,717
"18810",3206000,"Powiat gryfiński",1996,345
"18811",3207000,"Powiat kamieński",1996,794
"18812",3208000,"Powiat kołobrzeski",1996,1253
"18813",3209000,"Powiat koszaliński",1996,686
"18814",3210000,"Powiat myśliborski",1996,463
"18815",3211000,"Powiat policki",1996,86
"18816",3212000,"Powiat pyrzycki",1996,0
"18817",3213000,"Powiat sławieński",1996,488
"18818",3214000,"Powiat stargardzki",1996,521
"18819",3215000,"Powiat szczecinecki",1996,585
"18820",3216000,"Powiat świdwiński",1996,702
"18821",3217000,"Powiat wałecki",1996,652
"18822",3261000,"Powiat m.Koszalin",1996,1881
"18823",3262000,"Powiat m.Szczecin",1996,7193
"18824",3263000,"Powiat m.Świnoujście",1996,560
"18825",201000,"Powiat bolesławiecki",1997,1221
"18826",202000,"Powiat dzierżoniowski",1997,789
"18827",203000,"Powiat głogowski",1997,1195
"18828",204000,"Powiat górowski",1997,701
"18829",205000,"Powiat jaworski",1997,235
"18830",206000,"Powiat jeleniogórski",1997,74
"18831",207000,"Powiat kamiennogórski",1997,0
"18832",208000,"Powiat kłodzki",1997,1417
"18833",209000,"Powiat legnicki",1997,0
"18834",210000,"Powiat lubański",1997,306
"18835",211000,"Powiat lubiński",1997,1024
"18836",212000,"Powiat lwówecki",1997,112
"18837",214000,"Powiat oleśnicki",1997,208
"18838",215000,"Powiat oławski",1997,552
"18839",216000,"Powiat polkowicki",1997,204
"18840",217000,"Powiat strzeliński",1997,169
"18841",218000,"Powiat średzki",1997,213
"18842",219000,"Powiat świdnicki",1997,900
"18843",220000,"Powiat trzebnicki",1997,236
"18844",221000,"Powiat wałbrzyski",1997,78
"18845",222000,"Powiat wołowski",1997,82
"18846",223000,"Powiat wrocławski",1997,0
"18847",224000,"Powiat ząbkowicki",1997,184
"18848",225000,"Powiat zgorzelecki",1997,565
"18849",226000,"Powiat złotoryjski",1997,322
"18850",261000,"Powiat m.Jelenia Góra",1997,2014
"18851",262000,"Powiat m.Legnica",1997,2244
"18852",263000,"Powiat m.Wałbrzych do 2002",1997,2134
"18853",264000,"Powiat m.Wrocław",1997,17096
"18854",265000,"Powiat m.Wałbrzych od 2013",1997,NA
"18855",401000,"Powiat aleksandrowski",1997,263
"18856",402000,"Powiat brodnicki",1997,517
"18857",403000,"Powiat bydgoski",1997,0
"18858",404000,"Powiat chełmiński",1997,381
"18859",405000,"Powiat golubsko-dobrzyński",1997,0
"18860",406000,"Powiat grudziądzki",1997,37
"18861",407000,"Powiat inowrocławski",1997,1018
"18862",408000,"Powiat lipnowski",1997,226
"18863",409000,"Powiat mogileński",1997,171
"18864",410000,"Powiat nakielski",1997,431
"18865",411000,"Powiat radziejowski",1997,55
"18866",412000,"Powiat rypiński",1997,140
"18867",413000,"Powiat sępoleński",1997,207
"18868",414000,"Powiat świecki",1997,529
"18869",415000,"Powiat toruński",1997,240
"18870",416000,"Powiat tucholski",1997,210
"18871",417000,"Powiat wąbrzeski",1997,126
"18872",419000,"Powiat żniński",1997,172
"18873",461000,"Powiat m.Bydgoszcz",1997,4810
"18874",462000,"Powiat m.Grudziądz",1997,1245
"18875",463000,"Powiat m.Toruń",1997,4457
"18876",464000,"Powiat m.Włocławek",1997,2520
"18877",601000,"Powiat bialski",1997,246
"18878",602000,"Powiat biłgorajski",1997,452
"18879",604000,"Powiat hrubieszowski",1997,124
"18880",605000,"Powiat janowski",1997,77
"18881",606000,"Powiat krasnostawski",1997,366
"18882",607000,"Powiat kraśnicki",1997,601
"18883",608000,"Powiat lubartowski",1997,277
"18884",609000,"Powiat lubelski",1997,99
"18885",611000,"Powiat łukowski",1997,503
"18886",612000,"Powiat opolski",1997,261
"18887",613000,"Powiat parczewski",1997,107
"18888",614000,"Powiat puławski",1997,1881
"18889",615000,"Powiat radzyński",1997,93
"18890",616000,"Powiat rycki",1997,204
"18891",617000,"Powiat świdnicki",1997,529
"18892",618000,"Powiat tomaszowski",1997,383
"18893",619000,"Powiat włodawski",1997,323
"18894",620000,"Powiat zamojski",1997,0
"18895",661000,"Powiat m.Biała Podlaska",1997,992
"18896",662000,"Powiat m.Chełm",1997,2575
"18897",663000,"Powiat m.Lublin",1997,7627
"18898",664000,"Powiat m.Zamość",1997,1020
"18899",802000,"Powiat krośnieński",1997,173
"18900",803000,"Powiat międzyrzecki",1997,380
"18901",804000,"Powiat nowosolski",1997,384
"18902",805000,"Powiat słubicki",1997,480
"18903",806000,"Powiat strzelecko-drezdenecki",1997,254
"18904",807000,"Powiat sulęciński",1997,286
"18905",808000,"Powiat świebodziński",1997,750
"18906",809000,"Powiat zielonogórski",1997,217
"18907",810000,"Powiat żagański",1997,54
"18908",811000,"Powiat żarski",1997,469
"18909",812000,"Powiat wschowski",1997,NA
"18910",861000,"Powiat m.Gorzów Wielkopolski",1997,2220
"18911",862000,"Powiat m.Zielona Góra",1997,2892
"18912",1001000,"Powiat bełchatowski",1997,783
"18913",1002000,"Powiat kutnowski",1997,439
"18914",1003000,"Powiat łaski",1997,470
"18915",1004000,"Powiat łęczycki",1997,332
"18916",1005000,"Powiat łowicki",1997,440
"18917",1006000,"Powiat łódzki wschodni",1997,441
"18918",1007000,"Powiat opoczyński",1997,100
"18919",1008000,"Powiat pabianicki",1997,612
"18920",1009000,"Powiat pajęczański",1997,180
"18921",1010000,"Powiat piotrkowski",1997,24
"18922",1011000,"Powiat poddębicki",1997,60
"18923",1012000,"Powiat radomszczański",1997,1015
"18924",1013000,"Powiat rawski",1997,464
"18925",1014000,"Powiat sieradzki",1997,815
"18926",1016000,"Powiat tomaszowski",1997,460
"18927",1017000,"Powiat wieluński",1997,219
"18928",1018000,"Powiat wieruszowski",1997,60
"18929",1019000,"Powiat zduńskowolski",1997,540
"18930",1020000,"Powiat zgierski",1997,745
"18931",1061000,"Powiat m.Łódź",1997,17807
"18932",1062000,"Powiat m.Piotrków Trybunalski",1997,817
"18933",1063000,"Powiat m.Skierniewice",1997,910
"18934",1201000,"Powiat bocheński",1997,480
"18935",1202000,"Powiat brzeski",1997,503
"18936",1203000,"Powiat chrzanowski",1997,605
"18937",1204000,"Powiat dąbrowski",1997,109
"18938",1205000,"Powiat gorlicki",1997,639
"18939",1206000,"Powiat krakowski",1997,294
"18940",1207000,"Powiat limanowski",1997,792
"18941",1208000,"Powiat miechowski",1997,0
"18942",1209000,"Powiat myślenicki",1997,389
"18943",1210000,"Powiat nowosądecki",1997,1297
"18944",1211000,"Powiat nowotarski",1997,2363
"18945",1212000,"Powiat olkuski",1997,752
"18946",1213000,"Powiat oświęcimski",1997,1683
"18947",1214000,"Powiat proszowicki",1997,57
"18948",1215000,"Powiat suski",1997,515
"18949",1216000,"Powiat tarnowski",1997,87
"18950",1217000,"Powiat tatrzański",1997,1109
"18951",1218000,"Powiat wadowicki",1997,1246
"18952",1219000,"Powiat wielicki",1997,0
"18953",1261000,"Powiat m.Kraków",1997,20715
"18954",1262000,"Powiat m.Nowy Sącz",1997,1284
"18955",1263000,"Powiat m.Tarnów",1997,1345
"18956",1402000,"Powiat ciechanowski",1997,639
"18957",1403000,"Powiat garwoliński",1997,368
"18958",1404000,"Powiat gostyniński",1997,190
"18959",1405000,"Powiat grodziski",1997,0
"18960",1406000,"Powiat grójecki",1997,428
"18961",1407000,"Powiat kozienicki",1997,0
"18962",1408000,"Powiat legionowski",1997,0
"18963",1409000,"Powiat lipski",1997,89
"18964",1410000,"Powiat łosicki",1997,153
"18965",1411000,"Powiat makowski",1997,72
"18966",1412000,"Powiat miński",1997,680
"18967",1413000,"Powiat mławski",1997,410
"18968",1414000,"Powiat nowodworski",1997,0
"18969",1416000,"Powiat ostrowski",1997,394
"18970",1417000,"Powiat otwocki",1997,212
"18971",1418000,"Powiat piaseczyński",1997,139
"18972",1420000,"Powiat płoński",1997,434
"18973",1421000,"Powiat pruszkowski",1997,598
"18974",1422000,"Powiat przasnyski",1997,0
"18975",1423000,"Powiat przysuski",1997,54
"18976",1424000,"Powiat pułtuski",1997,394
"18977",1425000,"Powiat radomski",1997,0
"18978",1427000,"Powiat sierpecki",1997,0
"18979",1428000,"Powiat sochaczewski",1997,207
"18980",1429000,"Powiat sokołowski",1997,422
"18981",1430000,"Powiat szydłowiecki",1997,30
"18982",1431000,"Powiat warszawski",1997,59020
"18983",1432000,"Powiat warszawski zachodni",1997,0
"18984",1433000,"Powiat węgrowski",1997,291
"18985",1434000,"Powiat wołomiński",1997,0
"18986",1435000,"Powiat wyszkowski",1997,709
"18987",1436000,"Powiat zwoleński",1997,0
"18988",1437000,"Powiat żuromiński",1997,100
"18989",1438000,"Powiat żyrardowski",1997,637
"18990",1461000,"Powiat m.Ostrołęka",1997,1138
"18991",1462000,"Powiat m.Płock",1997,2332
"18992",1463000,"Powiat m.Radom",1997,3335
"18993",1464000,"Powiat m.Siedlce",1997,758
"18994",1465000,"Powiat m. st. Warszawa",1997,NA
"18995",1601000,"Powiat brzeski",1997,396
"18996",1602000,"Powiat głubczycki",1997,91
"18997",1603000,"Powiat kędzierzyńsko-kozielski",1997,1260
"18998",1604000,"Powiat kluczborski",1997,469
"18999",1605000,"Powiat krapkowicki",1997,382
"19000",1606000,"Powiat namysłowski",1997,0
"19001",1607000,"Powiat nyski",1997,718
"19002",1608000,"Powiat oleski",1997,301
"19003",1609000,"Powiat opolski",1997,0
"19004",1610000,"Powiat prudnicki",1997,411
"19005",1611000,"Powiat strzelecki",1997,412
"19006",1661000,"Powiat m.Opole",1997,3389
"19007",1801000,"Powiat bieszczadzki",1997,530
"19008",1802000,"Powiat brzozowski",1997,433
"19009",1803000,"Powiat dębicki",1997,786
"19010",1804000,"Powiat jarosławski",1997,1007
"19011",1805000,"Powiat jasielski",1997,643
"19012",1806000,"Powiat kolbuszowski",1997,112
"19013",1807000,"Powiat krośnieński",1997,770
"19014",1808000,"Powiat leżajski",1997,541
"19015",1809000,"Powiat lubaczowski",1997,261
"19016",1810000,"Powiat łańcucki",1997,391
"19017",1811000,"Powiat mielecki",1997,1360
"19018",1812000,"Powiat niżański",1997,442
"19019",1813000,"Powiat przemyski",1997,5
"19020",1814000,"Powiat przeworski",1997,227
"19021",1815000,"Powiat ropczycko-sędziszowski",1997,459
"19022",1816000,"Powiat rzeszowski",1997,162
"19023",1817000,"Powiat sanocki",1997,378
"19024",1818000,"Powiat stalowowolski",1997,1636
"19025",1819000,"Powiat strzyżowski",1997,214
"19026",1820000,"Powiat tarnobrzeski",1997,92
"19027",1821000,"Powiat leski",1997,NA
"19028",1861000,"Powiat m.Krosno",1997,591
"19029",1862000,"Powiat m.Przemyśl",1997,1598
"19030",1863000,"Powiat m.Rzeszów",1997,5650
"19031",1864000,"Powiat m.Tarnobrzeg",1997,1032
"19032",2001000,"Powiat augustowski",1997,292
"19033",2002000,"Powiat białostocki",1997,26
"19034",2003000,"Powiat bielski",1997,365
"19035",2004000,"Powiat grajewski",1997,80
"19036",2005000,"Powiat hajnowski",1997,348
"19037",2006000,"Powiat kolneński",1997,56
"19038",2009000,"Powiat sejneński",1997,0
"19039",2010000,"Powiat siemiatycki",1997,221
"19040",2011000,"Powiat sokólski",1997,477
"19041",2013000,"Powiat wysokomazowiecki",1997,135
"19042",2014000,"Powiat zambrowski",1997,0
"19043",2061000,"Powiat m.Białystok",1997,7448
"19044",2062000,"Powiat m.Łomża",1997,1273
"19045",2063000,"Powiat m.Suwałki",1997,829
"19046",2201000,"Powiat bytowski",1997,613
"19047",2202000,"Powiat chojnicki",1997,586
"19048",2203000,"Powiat człuchowski",1997,279
"19049",2204000,"Powiat gdański",1997,601
"19050",2205000,"Powiat kartuski",1997,57
"19051",2206000,"Powiat kościerski",1997,383
"19052",2207000,"Powiat kwidzyński",1997,558
"19053",2208000,"Powiat lęborski",1997,470
"19054",2209000,"Powiat malborski",1997,704
"19055",2210000,"Powiat nowodworski",1997,271
"19056",2211000,"Powiat pucki",1997,902
"19057",2212000,"Powiat słupski",1997,730
"19058",2213000,"Powiat starogardzki",1997,1024
"19059",2214000,"Powiat tczewski",1997,709
"19060",2215000,"Powiat wejherowski",1997,0
"19061",2216000,"Powiat sztumski",1997,NA
"19062",2261000,"Powiat m.Gdańsk",1997,10062
"19063",2262000,"Powiat m.Gdynia",1997,3264
"19064",2263000,"Powiat m.Słupsk",1997,1613
"19065",2264000,"Powiat m.Sopot",1997,2390
"19066",2401000,"Powiat będziński",1997,0
"19067",2402000,"Powiat bielski",1997,1280
"19068",2403000,"Powiat cieszyński",1997,3788
"19069",2404000,"Powiat częstochowski",1997,17
"19070",2405000,"Powiat gliwicki",1997,468
"19071",2406000,"Powiat kłobucki",1997,67
"19072",2407000,"Powiat lubliniecki",1997,231
"19073",2408000,"Powiat mikołowski",1997,580
"19074",2409000,"Powiat myszkowski",1997,193
"19075",2410000,"Powiat pszczyński",1997,1146
"19076",2411000,"Powiat raciborski",1997,1405
"19077",2413000,"Powiat tarnogórski",1997,1934
"19078",2414000,"Powiat bieruńsko-lędziński",1997,249
"19079",2415000,"Powiat wodzisławski",1997,1248
"19080",2416000,"Powiat zawierciański",1997,478
"19081",2417000,"Powiat żywiecki",1997,1040
"19082",2461000,"Powiat m.Bielsko-Biała",1997,3469
"19083",2462000,"Powiat m.Bytom",1997,1586
"19084",2463000,"Powiat m.Chorzów",1997,3968
"19085",2464000,"Powiat m.Częstochowa",1997,3239
"19086",2465000,"Powiat m.Dąbrowa Górnicza",1997,1272
"19087",2466000,"Powiat m.Gliwice",1997,4915
"19088",2467000,"Powiat m.Jastrzębie-Zdrój",1997,462
"19089",2468000,"Powiat m.Jaworzno",1997,1050
"19090",2469000,"Powiat m.Katowice",1997,6897
"19091",2470000,"Powiat m.Mysłowice",1997,1370
"19092",2471000,"Powiat m.Piekary Śląskie",1997,0
"19093",2472000,"Powiat m.Ruda Śląska",1997,0
