"","Kod","Nazwa","rok","EMISJA_ZANIECZYSZCZEN_POWIETRZA_Z_ZAKLADOW_SZCZEGOLNIE_UCIAZLIWYCH_CTAB_ogolem_tr"
"4123",3061000,"Powiat m.Kalisz",2006,140178
"4124",3062000,"Powiat m.Konin",2006,10131929
"4125",3063000,"Powiat m.Leszno",2006,88525
"4126",3064000,"Powiat m.Poznań",2006,1866302
"4127",3201000,"Powiat białogardzki",2006,57533
"4128",3202000,"Powiat choszczeński",2006,13544
"4129",3203000,"Powiat drawski",2006,15515
"4130",3204000,"Powiat goleniowski",2006,32199
"4131",3205000,"Powiat gryficki",2006,26217
"4132",3206000,"Powiat gryfiński",2006,5511814
"4133",3207000,"Powiat kamieński",2006,291
"4134",3208000,"Powiat kołobrzeski",2006,86195
"4135",3209000,"Powiat koszaliński",2006,9499
"4136",3210000,"Powiat myśliborski",2006,83100
"4137",3211000,"Powiat policki",2006,1562908
"4138",3212000,"Powiat pyrzycki",2006,0
"4139",3213000,"Powiat sławieński",2006,10063
"4140",3214000,"Powiat stargardzki",2006,97368
"4141",3215000,"Powiat szczecinecki",2006,352737
"4142",3216000,"Powiat świdwiński",2006,9957
"4143",3217000,"Powiat wałecki",2006,36359
"4144",3218000,"Powiat łobeski",2006,18023
"4145",3261000,"Powiat m.Koszalin",2006,144987
"4146",3262000,"Powiat m.Szczecin",2006,1358873
"4147",3263000,"Powiat m.Świnoujście",2006,66829
"4148",201000,"Powiat bolesławiecki",2007,57268
"4149",202000,"Powiat dzierżoniowski",2007,29829
"4150",203000,"Powiat głogowski",2007,392782
"4151",204000,"Powiat górowski",2007,11
"4152",205000,"Powiat jaworski",2007,31076
"4153",206000,"Powiat jeleniogórski",2007,52690
"4154",207000,"Powiat kamiennogórski",2007,18950
"4155",208000,"Powiat kłodzki",2007,74226
"4156",209000,"Powiat legnicki",2007,20037
"4157",210000,"Powiat lubański",2007,25188
"4158",211000,"Powiat lubiński",2007,254647
"4159",212000,"Powiat lwówecki",2007,3624
"4160",213000,"Powiat milicki",2007,569
"4161",214000,"Powiat oleśnicki",2007,34
"4162",215000,"Powiat oławski",2007,47581
"4163",216000,"Powiat polkowicki",2007,114409
"4164",217000,"Powiat strzeliński",2007,58896
"4165",218000,"Powiat średzki",2007,27
"4166",219000,"Powiat świdnicki",2007,158803
"4167",220000,"Powiat trzebnicki",2007,1577
"4168",221000,"Powiat wałbrzyski",2007,208331
"4169",222000,"Powiat wołowski",2007,134993
"4170",223000,"Powiat wrocławski",2007,445264
"4171",224000,"Powiat ząbkowicki",2007,309
"4172",225000,"Powiat zgorzelecki",2007,12419403
"4173",226000,"Powiat złotoryjski",2007,2232
"4174",261000,"Powiat m.Jelenia Góra",2007,93651
"4175",262000,"Powiat m.Legnica",2007,507119
"4176",263000,"Powiat m.Wałbrzych do 2002",2007,NA
"4177",264000,"Powiat m.Wrocław",2007,1523584
"4178",265000,"Powiat m.Wałbrzych od 2013",2007,NA
"4179",401000,"Powiat aleksandrowski",2007,10401
"4180",402000,"Powiat brodnicki",2007,31692
"4181",403000,"Powiat bydgoski",2007,105842
"4182",404000,"Powiat chełmiński",2007,2091
"4183",405000,"Powiat golubsko-dobrzyński",2007,0
"4184",406000,"Powiat grudziądzki",2007,0
"4185",407000,"Powiat inowrocławski",2007,2151845
"4186",408000,"Powiat lipnowski",2007,7642
"4187",409000,"Powiat mogileński",2007,0
"4188",410000,"Powiat nakielski",2007,61165
"4189",411000,"Powiat radziejowski",2007,0
"4190",412000,"Powiat rypiński",2007,56627
"4191",414000,"Powiat świecki",2007,345399
"4192",415000,"Powiat toruński",2007,78679
"4193",416000,"Powiat tucholski",2007,0
"4194",417000,"Powiat wąbrzeski",2007,8651
"4195",418000,"Powiat włocławski",2007,52294
"4196",419000,"Powiat żniński",2007,1316900
"4197",461000,"Powiat m.Bydgoszcz",2007,1277579
"4198",462000,"Powiat m.Grudziądz",2007,120761
"4199",463000,"Powiat m.Toruń",2007,649095
"4200",464000,"Powiat m.Włocławek",2007,1258179
"4201",601000,"Powiat bialski",2007,21921
"4202",602000,"Powiat biłgorajski",2007,31868
"4203",603000,"Powiat chełmski",2007,273389
"4204",604000,"Powiat hrubieszowski",2007,95386
"4205",605000,"Powiat janowski",2007,5921
"4206",606000,"Powiat krasnostawski",2007,101233
"4207",607000,"Powiat kraśnicki",2007,60086
"4208",608000,"Powiat lubartowski",2007,35872
"4209",609000,"Powiat lubelski",2007,44555
"4210",610000,"Powiat łęczyński",2007,65860
"4211",611000,"Powiat łukowski",2007,54559
"4212",612000,"Powiat opolski",2007,34868
"4213",613000,"Powiat parczewski",2007,13391
"4214",614000,"Powiat puławski",2007,1712686
"4215",615000,"Powiat radzyński",2007,36576
"4216",616000,"Powiat rycki",2007,60183
"4217",617000,"Powiat świdnicki",2007,82284
"4218",618000,"Powiat tomaszowski",2007,23436
"4219",619000,"Powiat włodawski",2007,31077
"4220",620000,"Powiat zamojski",2007,67181
"4221",661000,"Powiat m.Biała Podlaska",2007,70466
"4222",662000,"Powiat m.Chełm",2007,1457776
"4223",663000,"Powiat m.Lublin",2007,816092
"4224",664000,"Powiat m.Zamość",2007,94257
"4225",801000,"Powiat gorzowski",2007,165433
"4226",802000,"Powiat krośnieński",2007,55842
"4227",803000,"Powiat międzyrzecki",2007,34218
"4228",804000,"Powiat nowosolski",2007,26236
"4229",805000,"Powiat słubicki",2007,10645
"4230",806000,"Powiat strzelecko-drezdenecki",2007,14856
"4231",807000,"Powiat sulęciński",2007,11106
"4232",808000,"Powiat świebodziński",2007,24069
"4233",809000,"Powiat zielonogórski",2007,228154
"4234",810000,"Powiat żagański",2007,88221
"4235",811000,"Powiat żarski",2007,280999
"4236",812000,"Powiat wschowski",2007,4469
"4237",861000,"Powiat m.Gorzów Wielkopolski",2007,503522
"4238",862000,"Powiat m.Zielona Góra",2007,571305
"4239",1001000,"Powiat bełchatowski",2007,28464799
"4240",1002000,"Powiat kutnowski",2007,155541
"4241",1003000,"Powiat łaski",2007,0
"4242",1004000,"Powiat łęczycki",2007,609
"4243",1005000,"Powiat łowicki",2007,72518
"4244",1006000,"Powiat łódzki wschodni",2007,22378
"4245",1007000,"Powiat opoczyński",2007,173450
"4246",1008000,"Powiat pabianicki",2007,96047
"4247",1009000,"Powiat pajęczański",2007,1304873
"4248",1010000,"Powiat piotrkowski",2007,24500
"4249",1012000,"Powiat radomszczański",2007,110798
"4250",1013000,"Powiat rawski",2007,7833
"4251",1014000,"Powiat sieradzki",2007,57870
"4252",1015000,"Powiat skierniewicki",2007,0
"4253",1016000,"Powiat tomaszowski",2007,176689
"4254",1017000,"Powiat wieluński",2007,44480
"4255",1018000,"Powiat wieruszowski",2007,152698
"4256",1019000,"Powiat zduńskowolski",2007,88980
"4257",1020000,"Powiat zgierski",2007,186128
"4258",1021000,"Powiat brzeziński",2007,9984
"4259",1061000,"Powiat m.Łódź",2007,2628798
"4260",1062000,"Powiat m.Piotrków Trybunalski",2007,149061
"4261",1063000,"Powiat m.Skierniewice",2007,90286
"4262",1201000,"Powiat bocheński",2007,63619
"4263",1202000,"Powiat brzeski",2007,43283
"4264",1203000,"Powiat chrzanowski",2007,3222720
"4265",1205000,"Powiat gorlicki",2007,50025
"4266",1206000,"Powiat krakowski",2007,2754089
"4267",1207000,"Powiat limanowski",2007,7410
"4268",1208000,"Powiat miechowski",2007,2802
"4269",1209000,"Powiat myślenicki",2007,23906
"4270",1210000,"Powiat nowosądecki",2007,62
"4271",1211000,"Powiat nowotarski",2007,19697
"4272",1212000,"Powiat olkuski",2007,268386
"4273",1213000,"Powiat oświęcimski",2007,599386
"4274",1214000,"Powiat proszowicki",2007,0
"4275",1215000,"Powiat suski",2007,22563
"4276",1216000,"Powiat tarnowski",2007,31639
"4277",1217000,"Powiat tatrzański",2007,4391
"4278",1218000,"Powiat wadowicki",2007,57979
"4279",1219000,"Powiat wielicki",2007,1984
"4280",1261000,"Powiat m.Kraków",2007,6990249
"4281",1262000,"Powiat m.Nowy Sącz",2007,102095
"4282",1263000,"Powiat m.Tarnów",2007,1243845
"4283",1401000,"Powiat białobrzeski",2007,0
"4284",1402000,"Powiat ciechanowski",2007,217875
"4285",1403000,"Powiat garwoliński",2007,29562
"4286",1404000,"Powiat gostyniński",2007,24623
"4287",1405000,"Powiat grodziski",2007,4071
"4288",1406000,"Powiat grójecki",2007,59377
"4289",1407000,"Powiat kozienicki",2007,10664710
"4290",1408000,"Powiat legionowski",2007,70331
"4291",1409000,"Powiat lipski",2007,16466
"4292",1410000,"Powiat łosicki",2007,26858
"4293",1411000,"Powiat makowski",2007,2131
"4294",1412000,"Powiat miński",2007,41236
"4295",1413000,"Powiat mławski",2007,17231
"4296",1414000,"Powiat nowodworski",2007,36609
"4297",1415000,"Powiat ostrołęcki",2007,4842
"4298",1416000,"Powiat ostrowski",2007,142395
"4299",1417000,"Powiat otwocki",2007,16414
"4300",1418000,"Powiat piaseczyński",2007,125535
"4301",1419000,"Powiat płocki",2007,1612
"4302",1420000,"Powiat płoński",2007,50693
"4303",1421000,"Powiat pruszkowski",2007,126652
"4304",1422000,"Powiat przasnyski",2007,24095
"4305",1423000,"Powiat przysuski",2007,40535
"4306",1424000,"Powiat pułtuski",2007,17562
"4307",1425000,"Powiat radomski",2007,2999
"4308",1426000,"Powiat siedlecki",2007,10440
"4309",1427000,"Powiat sierpecki",2007,41628
"4310",1428000,"Powiat sochaczewski",2007,67518
"4311",1429000,"Powiat sokołowski",2007,61980
"4312",1430000,"Powiat szydłowiecki",2007,17566
"4313",1431000,"Powiat warszawski",2007,NA
"4314",1432000,"Powiat warszawski zachodni",2007,16582
"4315",1433000,"Powiat węgrowski",2007,18125
"4316",1434000,"Powiat wołomiński",2007,73226
"4317",1435000,"Powiat wyszkowski",2007,57669
"4318",1436000,"Powiat zwoleński",2007,17004
"4319",1437000,"Powiat żuromiński",2007,8290
"4320",1438000,"Powiat żyrardowski",2007,84200
"4321",1461000,"Powiat m.Ostrołęka",2007,2796067
"4322",1462000,"Powiat m.Płock",2007,6340389
"4323",1463000,"Powiat m.Radom",2007,249774
"4324",1464000,"Powiat m.Siedlce",2007,129614
"4325",1465000,"Powiat m. st. Warszawa",2007,6321414
"4326",1601000,"Powiat brzeski",2007,155861
"4327",1602000,"Powiat głubczycki",2007,11929
"4328",1603000,"Powiat kędzierzyńsko-kozielski",2007,1568613
"4329",1604000,"Powiat kluczborski",2007,54595
"4330",1605000,"Powiat krapkowicki",2007,4733791
"4331",1606000,"Powiat namysłowski",2007,20597
"4332",1607000,"Powiat nyski",2007,140866
"4333",1608000,"Powiat oleski",2007,12398
"4334",1609000,"Powiat opolski",2007,8217473
"4335",1610000,"Powiat prudnicki",2007,57841
"4336",1611000,"Powiat strzelecki",2007,48419
"4337",1661000,"Powiat m.Opole",2007,527599
"4338",1801000,"Powiat bieszczadzki",2007,15091
"4339",1802000,"Powiat brzozowski",2007,0
"4340",1803000,"Powiat dębicki",2007,114353
"4341",1804000,"Powiat jarosławski",2007,180041
"4342",1805000,"Powiat jasielski",2007,73358
"4343",1806000,"Powiat kolbuszowski",2007,16837
"4344",1807000,"Powiat krośnieński",2007,53772
"4345",1808000,"Powiat leżajski",2007,392728
"4346",1809000,"Powiat lubaczowski",2007,0
"4347",1810000,"Powiat łańcucki",2007,2341
"4348",1811000,"Powiat mielecki",2007,349457
"4349",1812000,"Powiat niżański",2007,29252
"4350",1813000,"Powiat przemyski",2007,0
"4351",1814000,"Powiat przeworski",2007,7411
"4352",1815000,"Powiat ropczycko-sędziszowski",2007,104744
"4353",1816000,"Powiat rzeszowski",2007,24620
"4354",1817000,"Powiat sanocki",2007,68671
"4355",1818000,"Powiat stalowowolski",2007,1337334
"4356",1819000,"Powiat strzyżowski",2007,3482
"4357",1820000,"Powiat tarnobrzeski",2007,14940
"4358",1821000,"Powiat leski",2007,0
"4359",1861000,"Powiat m.Krosno",2007,123593
"4360",1862000,"Powiat m.Przemyśl",2007,120894
"4361",1863000,"Powiat m.Rzeszów",2007,440762
"4362",1864000,"Powiat m.Tarnobrzeg",2007,72255
"4363",2001000,"Powiat augustowski",2007,36679
"4364",2002000,"Powiat białostocki",2007,39385
"4365",2003000,"Powiat bielski",2007,46878
"4366",2004000,"Powiat grajewski",2007,161414
"4367",2005000,"Powiat hajnowski",2007,83532
"4368",2006000,"Powiat kolneński",2007,31780
"4369",2007000,"Powiat łomżyński",2007,26146
"4370",2008000,"Powiat moniecki",2007,27782
"4371",2009000,"Powiat sejneński",2007,0
"4372",2010000,"Powiat siemiatycki",2007,12710
"4373",2011000,"Powiat sokólski",2007,20910
"4374",2012000,"Powiat suwalski",2007,0
"4375",2013000,"Powiat wysokomazowiecki",2007,67187
"4376",2014000,"Powiat zambrowski",2007,41095
"4377",2061000,"Powiat m.Białystok",2007,890516
"4378",2062000,"Powiat m.Łomża",2007,112470
"4379",2063000,"Powiat m.Suwałki",2007,117760
"4380",2201000,"Powiat bytowski",2007,23169
"4381",2202000,"Powiat chojnicki",2007,30768
"4382",2203000,"Powiat człuchowski",2007,24460
"4383",2204000,"Powiat gdański",2007,382
"4384",2205000,"Powiat kartuski",2007,15045
"4385",2206000,"Powiat kościerski",2007,43458
"4386",2207000,"Powiat kwidzyński",2007,1549544
"4387",2208000,"Powiat lęborski",2007,58791
"4388",2209000,"Powiat malborski",2007,106017
"4389",2210000,"Powiat nowodworski",2007,3184
"4390",2211000,"Powiat pucki",2007,111666
"4391",2212000,"Powiat słupski",2007,52626
"4392",2213000,"Powiat starogardzki",2007,200548
"4393",2214000,"Powiat tczewski",2007,91970
"4394",2215000,"Powiat wejherowski",2007,33586
"4395",2216000,"Powiat sztumski",2007,13349
"4396",2261000,"Powiat m.Gdańsk",2007,2573949
"4397",2262000,"Powiat m.Gdynia",2007,902103
"4398",2263000,"Powiat m.Słupsk",2007,144638
"4399",2264000,"Powiat m.Sopot",2007,0
"4400",2401000,"Powiat będziński",2007,3818645
"4401",2402000,"Powiat bielski",2007,465754
"4402",2403000,"Powiat cieszyński",2007,116412
"4403",2404000,"Powiat częstochowski",2007,707248
"4404",2405000,"Powiat gliwicki",2007,240297
"4405",2406000,"Powiat kłobucki",2007,10125
"4406",2407000,"Powiat lubliniecki",2007,9131
"4407",2408000,"Powiat mikołowski",2007,5457912
"4408",2409000,"Powiat myszkowski",2007,100388
"4409",2410000,"Powiat pszczyński",2007,329050
"4410",2411000,"Powiat raciborski",2007,114155
"4411",2412000,"Powiat rybnicki",2007,120491
"4412",2413000,"Powiat tarnogórski",2007,437777
"4413",2414000,"Powiat bieruńsko-lędziński",2007,157530
"4414",2415000,"Powiat wodzisławski",2007,381000
"4415",2416000,"Powiat zawierciański",2007,307804
"4416",2417000,"Powiat żywiecki",2007,43540
"4417",2461000,"Powiat m.Bielsko-Biała",2007,511948
"4418",2462000,"Powiat m.Bytom",2007,432056
"4419",2463000,"Powiat m.Chorzów",2007,1644540
"4420",2464000,"Powiat m.Częstochowa",2007,918992
"4421",2465000,"Powiat m.Dąbrowa Górnicza",2007,8430943
"4422",2466000,"Powiat m.Gliwice",2007,524260
"4423",2467000,"Powiat m.Jastrzębie-Zdrój",2007,877080
"4424",2468000,"Powiat m.Jaworzno",2007,7904140
"4425",2469000,"Powiat m.Katowice",2007,1211906
"4426",2470000,"Powiat m.Mysłowice",2007,38271
"4427",2471000,"Powiat m.Piekary Śląskie",2007,76468
"4428",2472000,"Powiat m.Ruda Śląska",2007,706125
"4429",2473000,"Powiat m.Rybnik",2007,8919081
"4430",2474000,"Powiat m.Siemianowice Śląskie",2007,9431
"4431",2475000,"Powiat m.Sosnowiec",2007,175128
"4432",2476000,"Powiat m.Świętochłowice",2007,35037
"4433",2477000,"Powiat m.Tychy",2007,513739
"4434",2478000,"Powiat m.Zabrze",2007,450612
"4435",2479000,"Powiat m.Żory",2007,77585
"4436",2601000,"Powiat buski",2007,38629
"4437",2602000,"Powiat jędrzejowski",2007,1259833
"4438",2603000,"Powiat kazimierski",2007,30979
"4439",2604000,"Powiat kielecki",2007,1509655
"4440",2605000,"Powiat konecki",2007,46351
"4441",2606000,"Powiat opatowski",2007,2118423
"4442",2607000,"Powiat ostrowiecki",2007,354497
"4443",2608000,"Powiat pińczowski",2007,69883
"4444",2609000,"Powiat sandomierski",2007,139319
"4445",2610000,"Powiat skarżyski",2007,113136
"4446",2611000,"Powiat starachowicki",2007,116532
"4447",2612000,"Powiat staszowski",2007,5447608
"4448",2613000,"Powiat włoszczowski",2007,531252
"4449",2661000,"Powiat m.Kielce",2007,273692
"4450",2801000,"Powiat bartoszycki",2007,27098
"4451",2802000,"Powiat braniewski",2007,30291
"4452",2803000,"Powiat działdowski",2007,17853
"4453",2804000,"Powiat elbląski",2007,22841
"4454",2805000,"Powiat ełcki",2007,132190
"4455",2806000,"Powiat giżycki",2007,68400
"4456",2807000,"Powiat iławski",2007,60385
"4457",2808000,"Powiat kętrzyński",2007,26838
"4458",2809000,"Powiat lidzbarski",2007,40938
"4459",2810000,"Powiat mrągowski",2007,58770
"4460",2811000,"Powiat nidzicki",2007,7096
"4461",2812000,"Powiat nowomiejski",2007,0
"4462",2813000,"Powiat olecki",2007,1324
"4463",2814000,"Powiat olsztyński",2007,58
"4464",2815000,"Powiat ostródzki",2007,60307
"4465",2816000,"Powiat piski",2007,79281
"4466",2817000,"Powiat szczycieński",2007,29137
"4467",2819000,"Powiat węgorzewski",2007,5707
"4468",2861000,"Powiat m.Elbląg",2007,275530
"4469",2862000,"Powiat m.Olsztyn",2007,461530
"4470",3001000,"Powiat chodzieski",2007,13147
"4471",3002000,"Powiat czarnkowsko-trzcianecki",2007,195043
"4472",3003000,"Powiat gnieźnieński",2007,55746
"4473",3004000,"Powiat gostyński",2007,167037
"4474",3005000,"Powiat grodziski",2007,215
"4475",3006000,"Powiat jarociński",2007,38256
"4476",3007000,"Powiat kaliski",2007,4036
"4477",3008000,"Powiat kępiński",2007,18533
"4478",3009000,"Powiat kolski",2007,23104
"4479",3010000,"Powiat koniński",2007,30488
"4480",3011000,"Powiat kościański",2007,3725
"4481",3012000,"Powiat krotoszyński",2007,28483
"4482",3013000,"Powiat leszczyński",2007,0
"4483",3014000,"Powiat międzychodzki",2007,69106
"4484",3015000,"Powiat nowotomyski",2007,58827
"4485",3017000,"Powiat ostrowski",2007,167689
"4486",3018000,"Powiat ostrzeszowski",2007,4042
"4487",3019000,"Powiat pilski",2007,262002
"4488",3020000,"Powiat pleszewski",2007,0
"4489",3021000,"Powiat poznański",2007,20782
"4490",3022000,"Powiat rawicki",2007,55837
"4491",3023000,"Powiat słupecki",2007,33867
"4492",3024000,"Powiat szamotulski",2007,146779
"4493",3025000,"Powiat średzki",2007,65029
"4494",3026000,"Powiat śremski",2007,61556
"4495",3027000,"Powiat turecki",2007,4763462
"4496",3028000,"Powiat wągrowiecki",2007,6110
"4497",3029000,"Powiat wolsztyński",2007,21674
"4498",3030000,"Powiat wrzesiński",2007,45
"4499",3031000,"Powiat złotowski",2007,30316
"4500",3061000,"Powiat m.Kalisz",2007,137064
"4501",3062000,"Powiat m.Konin",2007,10025450
"4502",3063000,"Powiat m.Leszno",2007,88734
"4503",3064000,"Powiat m.Poznań",2007,1698035
"4504",3201000,"Powiat białogardzki",2007,56227
"4505",3202000,"Powiat choszczeński",2007,12007
"4506",3203000,"Powiat drawski",2007,13747
"4507",3204000,"Powiat goleniowski",2007,34080
"4508",3205000,"Powiat gryficki",2007,4895
"4509",3206000,"Powiat gryfiński",2007,5663574
"4510",3207000,"Powiat kamieński",2007,280
"4511",3208000,"Powiat kołobrzeski",2007,86892
"4512",3209000,"Powiat koszaliński",2007,9129
"4513",3210000,"Powiat myśliborski",2007,84379
"4514",3211000,"Powiat policki",2007,1445779
"4515",3212000,"Powiat pyrzycki",2007,0
"4516",3213000,"Powiat sławieński",2007,8469
"4517",3214000,"Powiat stargardzki",2007,129171
"4518",3215000,"Powiat szczecinecki",2007,360501
"4519",3216000,"Powiat świdwiński",2007,11808
"4520",3217000,"Powiat wałecki",2007,34232
"4521",3218000,"Powiat łobeski",2007,17396
"4522",3261000,"Powiat m.Koszalin",2007,138101
"4523",3262000,"Powiat m.Szczecin",2007,1150773
"4524",3263000,"Powiat m.Świnoujście",2007,66114
"4525",201000,"Powiat bolesławiecki",2008,51786
"4526",202000,"Powiat dzierżoniowski",2008,24463
"4527",203000,"Powiat głogowski",2008,390979
"4528",204000,"Powiat górowski",2008,595
"4529",205000,"Powiat jaworski",2008,30906
"4530",206000,"Powiat jeleniogórski",2008,56472
"4531",207000,"Powiat kamiennogórski",2008,18127
"4532",208000,"Powiat kłodzki",2008,66396
"4533",209000,"Powiat legnicki",2008,22132
"4534",210000,"Powiat lubański",2008,22187
"4535",211000,"Powiat lubiński",2008,191268
"4536",212000,"Powiat lwówecki",2008,2453
"4537",213000,"Powiat milicki",2008,643
"4538",214000,"Powiat oleśnicki",2008,39
"4539",215000,"Powiat oławski",2008,42739
"4540",216000,"Powiat polkowicki",2008,147653
"4541",217000,"Powiat strzeliński",2008,56672
"4542",218000,"Powiat średzki",2008,0
"4543",219000,"Powiat świdnicki",2008,157705
"4544",220000,"Powiat trzebnicki",2008,1326
"4545",221000,"Powiat wałbrzyski",2008,204622
"4546",222000,"Powiat wołowski",2008,141774
"4547",223000,"Powiat wrocławski",2008,431725
"4548",224000,"Powiat ząbkowicki",2008,207
"4549",225000,"Powiat zgorzelecki",2008,12954405
"4550",226000,"Powiat złotoryjski",2008,45823
"4551",261000,"Powiat m.Jelenia Góra",2008,87959
"4552",262000,"Powiat m.Legnica",2008,493443
"4553",263000,"Powiat m.Wałbrzych do 2002",2008,NA
"4554",264000,"Powiat m.Wrocław",2008,1314121
"4555",265000,"Powiat m.Wałbrzych od 2013",2008,NA
"4556",401000,"Powiat aleksandrowski",2008,9822
"4557",402000,"Powiat brodnicki",2008,31750
"4558",403000,"Powiat bydgoski",2008,97118
"4559",404000,"Powiat chełmiński",2008,417
"4560",405000,"Powiat golubsko-dobrzyński",2008,0
"4561",406000,"Powiat grudziądzki",2008,0
"4562",407000,"Powiat inowrocławski",2008,2153197
"4563",408000,"Powiat lipnowski",2008,7199
"4564",409000,"Powiat mogileński",2008,0
"4565",410000,"Powiat nakielski",2008,60535
"4566",411000,"Powiat radziejowski",2008,0
"4567",412000,"Powiat rypiński",2008,35271
"4568",414000,"Powiat świecki",2008,318200
"4569",415000,"Powiat toruński",2008,75423
"4570",416000,"Powiat tucholski",2008,0
"4571",417000,"Powiat wąbrzeski",2008,9081
"4572",418000,"Powiat włocławski",2008,5711
"4573",419000,"Powiat żniński",2008,1240298
"4574",461000,"Powiat m.Bydgoszcz",2008,1132284
"4575",462000,"Powiat m.Grudziądz",2008,151875
"4576",463000,"Powiat m.Toruń",2008,425072
"4577",464000,"Powiat m.Włocławek",2008,1213119
"4578",601000,"Powiat bialski",2008,17679
"4579",602000,"Powiat biłgorajski",2008,21729
"4580",603000,"Powiat chełmski",2008,255084
"4581",604000,"Powiat hrubieszowski",2008,68691
"4582",605000,"Powiat janowski",2008,5631
"4583",606000,"Powiat krasnostawski",2008,130186
"4584",607000,"Powiat kraśnicki",2008,55944
"4585",608000,"Powiat lubartowski",2008,33086
"4586",609000,"Powiat lubelski",2008,39508
"4587",610000,"Powiat łęczyński",2008,55372
"4588",611000,"Powiat łukowski",2008,56202
"4589",612000,"Powiat opolski",2008,28937
"4590",613000,"Powiat parczewski",2008,12621
"4591",614000,"Powiat puławski",2008,1735495
"4592",615000,"Powiat radzyński",2008,39511
"4593",616000,"Powiat rycki",2008,23286
"4594",617000,"Powiat świdnicki",2008,83714
"4595",618000,"Powiat tomaszowski",2008,19000
"4596",619000,"Powiat włodawski",2008,31701
"4597",620000,"Powiat zamojski",2008,23578
"4598",661000,"Powiat m.Biała Podlaska",2008,70259
"4599",662000,"Powiat m.Chełm",2008,1214739
"4600",663000,"Powiat m.Lublin",2008,797285
"4601",664000,"Powiat m.Zamość",2008,86099
"4602",801000,"Powiat gorzowski",2008,148198
"4603",802000,"Powiat krośnieński",2008,50378
"4604",803000,"Powiat międzyrzecki",2008,34943
"4605",804000,"Powiat nowosolski",2008,27158
"4606",805000,"Powiat słubicki",2008,11922
"4607",806000,"Powiat strzelecko-drezdenecki",2008,15124
"4608",807000,"Powiat sulęciński",2008,10554
"4609",808000,"Powiat świebodziński",2008,21720
"4610",809000,"Powiat zielonogórski",2008,174055
"4611",810000,"Powiat żagański",2008,102763
"4612",811000,"Powiat żarski",2008,251943
"4613",812000,"Powiat wschowski",2008,2479
"4614",861000,"Powiat m.Gorzów Wielkopolski",2008,457405
"4615",862000,"Powiat m.Zielona Góra",2008,533688
"4616",1001000,"Powiat bełchatowski",2008,31001154
"4617",1002000,"Powiat kutnowski",2008,154593
"4618",1003000,"Powiat łaski",2008,14293
"4619",1004000,"Powiat łęczycki",2008,689
"4620",1005000,"Powiat łowicki",2008,63834
"4621",1006000,"Powiat łódzki wschodni",2008,21162
"4622",1007000,"Powiat opoczyński",2008,218685
"4623",1008000,"Powiat pabianicki",2008,92433
"4624",1009000,"Powiat pajęczański",2008,1044989
"4625",1010000,"Powiat piotrkowski",2008,4526
"4626",1012000,"Powiat radomszczański",2008,95601
"4627",1013000,"Powiat rawski",2008,6311
"4628",1014000,"Powiat sieradzki",2008,76423
"4629",1015000,"Powiat skierniewicki",2008,1344
"4630",1016000,"Powiat tomaszowski",2008,183947
"4631",1017000,"Powiat wieluński",2008,116275
"4632",1018000,"Powiat wieruszowski",2008,104489
"4633",1019000,"Powiat zduńskowolski",2008,86177
"4634",1020000,"Powiat zgierski",2008,187040
"4635",1021000,"Powiat brzeziński",2008,10342
"4636",1061000,"Powiat m.Łódź",2008,2565214
"4637",1062000,"Powiat m.Piotrków Trybunalski",2008,130686
"4638",1063000,"Powiat m.Skierniewice",2008,104523
"4639",1201000,"Powiat bocheński",2008,56905
"4640",1202000,"Powiat brzeski",2008,30444
"4641",1203000,"Powiat chrzanowski",2008,2739795
"4642",1205000,"Powiat gorlicki",2008,58603
"4643",1206000,"Powiat krakowski",2008,1730640
"4644",1207000,"Powiat limanowski",2008,13732
"4645",1208000,"Powiat miechowski",2008,2329
"4646",1209000,"Powiat myślenicki",2008,17258
"4647",1210000,"Powiat nowosądecki",2008,37
"4648",1211000,"Powiat nowotarski",2008,17811
"4649",1212000,"Powiat olkuski",2008,269468
"4650",1213000,"Powiat oświęcimski",2008,568404
"4651",1214000,"Powiat proszowicki",2008,0
"4652",1215000,"Powiat suski",2008,26646
"4653",1216000,"Powiat tarnowski",2008,39890
"4654",1217000,"Powiat tatrzański",2008,5073
"4655",1218000,"Powiat wadowicki",2008,67233
"4656",1219000,"Powiat wielicki",2008,2059
"4657",1261000,"Powiat m.Kraków",2008,6276433
"4658",1262000,"Powiat m.Nowy Sącz",2008,91715
"4659",1263000,"Powiat m.Tarnów",2008,1277710
"4660",1401000,"Powiat białobrzeski",2008,49
"4661",1402000,"Powiat ciechanowski",2008,267998
"4662",1403000,"Powiat garwoliński",2008,29396
"4663",1404000,"Powiat gostyniński",2008,22929
"4664",1405000,"Powiat grodziski",2008,4977
"4665",1406000,"Powiat grójecki",2008,68841
"4666",1407000,"Powiat kozienicki",2008,10099630
"4667",1408000,"Powiat legionowski",2008,64549
"4668",1409000,"Powiat lipski",2008,15083
"4669",1410000,"Powiat łosicki",2008,22532
"4670",1411000,"Powiat makowski",2008,2989
"4671",1412000,"Powiat miński",2008,45079
"4672",1413000,"Powiat mławski",2008,15902
"4673",1414000,"Powiat nowodworski",2008,40998
"4674",1415000,"Powiat ostrołęcki",2008,3635
"4675",1416000,"Powiat ostrowski",2008,121093
"4676",1417000,"Powiat otwocki",2008,15143
