"","Kod","Nazwa","rok","EMISJA_ZANIECZYSZCZEN_POWIETRZA_Z_ZAKLADOW_SZCZEGOLNIE_UCIAZLIWYCH_CTAB_ogolem_tr"
"2300",407000,"Powiat inowrocławski",2002,1952141
"2301",408000,"Powiat lipnowski",2002,8477
"2302",409000,"Powiat mogileński",2002,0
"2303",410000,"Powiat nakielski",2002,50737
"2304",411000,"Powiat radziejowski",2002,33701
"2305",412000,"Powiat rypiński",2002,56006
"2306",414000,"Powiat świecki",2002,849080
"2307",415000,"Powiat toruński",2002,69061
"2308",416000,"Powiat tucholski",2002,0
"2309",417000,"Powiat wąbrzeski",2002,9292
"2310",418000,"Powiat włocławski",2002,34732
"2311",419000,"Powiat żniński",2002,968500
"2312",461000,"Powiat m.Bydgoszcz",2002,1504906
"2313",462000,"Powiat m.Grudziądz",2002,176377
"2314",463000,"Powiat m.Toruń",2002,747079
"2315",464000,"Powiat m.Włocławek",2002,1170315
"2316",601000,"Powiat bialski",2002,31852
"2317",602000,"Powiat biłgorajski",2002,25447
"2318",603000,"Powiat chełmski",2002,197922
"2319",604000,"Powiat hrubieszowski",2002,95828
"2320",605000,"Powiat janowski",2002,5094
"2321",606000,"Powiat krasnostawski",2002,98579
"2322",607000,"Powiat kraśnicki",2002,114784
"2323",608000,"Powiat lubartowski",2002,49598
"2324",609000,"Powiat lubelski",2002,53126
"2325",610000,"Powiat łęczyński",2002,97433
"2326",611000,"Powiat łukowski",2002,53115
"2327",612000,"Powiat opolski",2002,63564
"2328",613000,"Powiat parczewski",2002,13428
"2329",614000,"Powiat puławski",2002,1415239
"2330",615000,"Powiat radzyński",2002,40311
"2331",616000,"Powiat rycki",2002,24034
"2332",617000,"Powiat świdnicki",2002,102661
"2333",618000,"Powiat tomaszowski",2002,48574
"2334",619000,"Powiat włodawski",2002,40694
"2335",620000,"Powiat zamojski",2002,31990
"2336",661000,"Powiat m.Biała Podlaska",2002,112314
"2337",662000,"Powiat m.Chełm",2002,1155223
"2338",663000,"Powiat m.Lublin",2002,1219991
"2339",664000,"Powiat m.Zamość",2002,113012
"2340",801000,"Powiat gorzowski",2002,229743
"2341",802000,"Powiat krośnieński",2002,85070
"2342",803000,"Powiat międzyrzecki",2002,40569
"2343",804000,"Powiat nowosolski",2002,33102
"2344",805000,"Powiat słubicki",2002,12523
"2345",806000,"Powiat strzelecko-drezdenecki",2002,16993
"2346",807000,"Powiat sulęciński",2002,13871
"2347",808000,"Powiat świebodziński",2002,37546
"2348",809000,"Powiat zielonogórski",2002,71382
"2349",810000,"Powiat żagański",2002,60991
"2350",811000,"Powiat żarski",2002,24308
"2351",812000,"Powiat wschowski",2002,22141
"2352",861000,"Powiat m.Gorzów Wielkopolski",2002,606181
"2353",862000,"Powiat m.Zielona Góra",2002,264872
"2354",1001000,"Powiat bełchatowski",2002,41990337
"2355",1002000,"Powiat kutnowski",2002,163164
"2356",1003000,"Powiat łaski",2002,0
"2357",1004000,"Powiat łęczycki",2002,2389
"2358",1005000,"Powiat łowicki",2002,87061
"2359",1006000,"Powiat łódzki wschodni",2002,25576
"2360",1007000,"Powiat opoczyński",2002,108737
"2361",1008000,"Powiat pabianicki",2002,149090
"2362",1009000,"Powiat pajęczański",2002,749811
"2363",1010000,"Powiat piotrkowski",2002,209
"2364",1012000,"Powiat radomszczański",2002,149696
"2365",1013000,"Powiat rawski",2002,10093
"2366",1014000,"Powiat sieradzki",2002,75010
"2367",1015000,"Powiat skierniewicki",2002,0
"2368",1016000,"Powiat tomaszowski",2002,104373
"2369",1017000,"Powiat wieluński",2002,52054
"2370",1018000,"Powiat wieruszowski",2002,40057
"2371",1019000,"Powiat zduńskowolski",2002,107792
"2372",1020000,"Powiat zgierski",2002,173672
"2373",1021000,"Powiat brzeziński",2002,12687
"2374",1061000,"Powiat m.Łódź",2002,2883360
"2375",1062000,"Powiat m.Piotrków Trybunalski",2002,170903
"2376",1063000,"Powiat m.Skierniewice",2002,84960
"2377",1201000,"Powiat bocheński",2002,71264
"2378",1202000,"Powiat brzeski",2002,55494
"2379",1203000,"Powiat chrzanowski",2002,2741744
"2380",1205000,"Powiat gorlicki",2002,88558
"2381",1206000,"Powiat krakowski",2002,2765964
"2382",1207000,"Powiat limanowski",2002,9449
"2383",1208000,"Powiat miechowski",2002,8073
"2384",1209000,"Powiat myślenicki",2002,32721
"2385",1210000,"Powiat nowosądecki",2002,50
"2386",1211000,"Powiat nowotarski",2002,28091
"2387",1212000,"Powiat olkuski",2002,229771
"2388",1213000,"Powiat oświęcimski",2002,690313
"2389",1214000,"Powiat proszowicki",2002,0
"2390",1215000,"Powiat suski",2002,29850
"2391",1216000,"Powiat tarnowski",2002,18778
"2392",1217000,"Powiat tatrzański",2002,6700
"2393",1218000,"Powiat wadowicki",2002,75441
"2394",1219000,"Powiat wielicki",2002,48049
"2395",1261000,"Powiat m.Kraków",2002,4474120
"2396",1262000,"Powiat m.Nowy Sącz",2002,107970
"2397",1263000,"Powiat m.Tarnów",2002,1178493
"2398",1401000,"Powiat białobrzeski",2002,0
"2399",1402000,"Powiat ciechanowski",2002,195967
"2400",1403000,"Powiat garwoliński",2002,25748
"2401",1404000,"Powiat gostyniński",2002,29712
"2402",1405000,"Powiat grodziski",2002,7815
"2403",1406000,"Powiat grójecki",2002,22875
"2404",1407000,"Powiat kozienicki",2002,7984484
"2405",1408000,"Powiat legionowski",2002,687
"2406",1409000,"Powiat lipski",2002,0
"2407",1410000,"Powiat łosicki",2002,20626
"2408",1411000,"Powiat makowski",2002,2111
"2409",1412000,"Powiat miński",2002,46895
"2410",1413000,"Powiat mławski",2002,18607
"2411",1414000,"Powiat nowodworski",2002,6812
"2412",1415000,"Powiat ostrołęcki",2002,2658
"2413",1416000,"Powiat ostrowski",2002,68669
"2414",1417000,"Powiat otwocki",2002,1094
"2415",1418000,"Powiat piaseczyński",2002,58754
"2416",1419000,"Powiat płocki",2002,22271
"2417",1420000,"Powiat płoński",2002,63412
"2418",1421000,"Powiat pruszkowski",2002,144358
"2419",1422000,"Powiat przasnyski",2002,5058
"2420",1423000,"Powiat przysuski",2002,25538
"2421",1424000,"Powiat pułtuski",2002,17560
"2422",1425000,"Powiat radomski",2002,129
"2423",1426000,"Powiat siedlecki",2002,9977
"2424",1427000,"Powiat sierpecki",2002,40366
"2425",1428000,"Powiat sochaczewski",2002,50199
"2426",1429000,"Powiat sokołowski",2002,78631
"2427",1430000,"Powiat szydłowiecki",2002,1902
"2428",1431000,"Powiat warszawski",2002,NA
"2429",1432000,"Powiat warszawski zachodni",2002,11611
"2430",1433000,"Powiat węgrowski",2002,40529
"2431",1434000,"Powiat wołomiński",2002,30617
"2432",1435000,"Powiat wyszkowski",2002,67888
"2433",1436000,"Powiat zwoleński",2002,0
"2434",1437000,"Powiat żuromiński",2002,0
"2435",1438000,"Powiat żyrardowski",2002,86010
"2436",1461000,"Powiat m.Ostrołęka",2002,2653541
"2437",1462000,"Powiat m.Płock",2002,5164657
"2438",1463000,"Powiat m.Radom",2002,337498
"2439",1464000,"Powiat m.Siedlce",2002,154384
"2440",1465000,"Powiat m. st. Warszawa",2002,6598531
"2441",1601000,"Powiat brzeski",2002,120557
"2442",1602000,"Powiat głubczycki",2002,31010
"2443",1603000,"Powiat kędzierzyńsko-kozielski",2002,1598480
"2444",1604000,"Powiat kluczborski",2002,51243
"2445",1605000,"Powiat krapkowicki",2002,2609142
"2446",1606000,"Powiat namysłowski",2002,23046
"2447",1607000,"Powiat nyski",2002,166265
"2448",1608000,"Powiat oleski",2002,27414
"2449",1609000,"Powiat opolski",2002,6836482
"2450",1610000,"Powiat prudnicki",2002,73421
"2451",1611000,"Powiat strzelecki",2002,89601
"2452",1661000,"Powiat m.Opole",2002,434079
"2453",1801000,"Powiat bieszczadzki",2002,18117
"2454",1802000,"Powiat brzozowski",2002,0
"2455",1803000,"Powiat dębicki",2002,133842
"2456",1804000,"Powiat jarosławski",2002,124140
"2457",1805000,"Powiat jasielski",2002,75939
"2458",1806000,"Powiat kolbuszowski",2002,9589
"2459",1807000,"Powiat krośnieński",2002,50610
"2460",1808000,"Powiat leżajski",2002,43754
"2461",1809000,"Powiat lubaczowski",2002,0
"2462",1810000,"Powiat łańcucki",2002,2124
"2463",1811000,"Powiat mielecki",2002,170426
"2464",1812000,"Powiat niżański",2002,2248
"2465",1813000,"Powiat przemyski",2002,0
"2466",1814000,"Powiat przeworski",2002,45562
"2467",1815000,"Powiat ropczycko-sędziszowski",2002,82919
"2468",1816000,"Powiat rzeszowski",2002,20441
"2469",1817000,"Powiat sanocki",2002,1082
"2470",1818000,"Powiat stalowowolski",2002,1186296
"2471",1819000,"Powiat strzyżowski",2002,2746
"2472",1820000,"Powiat tarnobrzeski",2002,41101
"2473",1821000,"Powiat leski",2002,0
"2474",1861000,"Powiat m.Krosno",2002,159325
"2475",1862000,"Powiat m.Przemyśl",2002,58763
"2476",1863000,"Powiat m.Rzeszów",2002,346542
"2477",1864000,"Powiat m.Tarnobrzeg",2002,99257
"2478",2001000,"Powiat augustowski",2002,42803
"2479",2002000,"Powiat białostocki",2002,82436
"2480",2003000,"Powiat bielski",2002,41427
"2481",2004000,"Powiat grajewski",2002,86573
"2482",2005000,"Powiat hajnowski",2002,54803
"2483",2006000,"Powiat kolneński",2002,30173
"2484",2007000,"Powiat łomżyński",2002,13231
"2485",2008000,"Powiat moniecki",2002,13761
"2486",2009000,"Powiat sejneński",2002,0
"2487",2010000,"Powiat siemiatycki",2002,13679
"2488",2011000,"Powiat sokólski",2002,16000
"2489",2012000,"Powiat suwalski",2002,0
"2490",2013000,"Powiat wysokomazowiecki",2002,53453
"2491",2014000,"Powiat zambrowski",2002,44888
"2492",2061000,"Powiat m.Białystok",2002,1144564
"2493",2062000,"Powiat m.Łomża",2002,123407
"2494",2063000,"Powiat m.Suwałki",2002,112616
"2495",2201000,"Powiat bytowski",2002,25116
"2496",2202000,"Powiat chojnicki",2002,41818
"2497",2203000,"Powiat człuchowski",2002,29465
"2498",2204000,"Powiat gdański",2002,23115
"2499",2205000,"Powiat kartuski",2002,14129
"2500",2206000,"Powiat kościerski",2002,46955
"2501",2207000,"Powiat kwidzyński",2002,1725496
"2502",2208000,"Powiat lęborski",2002,66144
"2503",2209000,"Powiat malborski",2002,110532
"2504",2210000,"Powiat nowodworski",2002,4491
"2505",2211000,"Powiat pucki",2002,18542
"2506",2212000,"Powiat słupski",2002,58952
"2507",2213000,"Powiat starogardzki",2002,215078
"2508",2214000,"Powiat tczewski",2002,105329
"2509",2215000,"Powiat wejherowski",2002,32497
"2510",2216000,"Powiat sztumski",2002,13011
"2511",2261000,"Powiat m.Gdańsk",2002,1574446
"2512",2262000,"Powiat m.Gdynia",2002,946518
"2513",2263000,"Powiat m.Słupsk",2002,136145
"2514",2264000,"Powiat m.Sopot",2002,0
"2515",2401000,"Powiat będziński",2002,3722552
"2516",2402000,"Powiat bielski",2002,518902
"2517",2403000,"Powiat cieszyński",2002,151299
"2518",2404000,"Powiat częstochowski",2002,584929
"2519",2405000,"Powiat gliwicki",2002,37130
"2520",2406000,"Powiat kłobucki",2002,3028
"2521",2407000,"Powiat lubliniecki",2002,41170
"2522",2408000,"Powiat mikołowski",2002,4434139
"2523",2409000,"Powiat myszkowski",2002,184692
"2524",2410000,"Powiat pszczyński",2002,254666
"2525",2411000,"Powiat raciborski",2002,188133
"2526",2412000,"Powiat rybnicki",2002,360802
"2527",2413000,"Powiat tarnogórski",2002,484407
"2528",2414000,"Powiat bieruńsko-lędziński",2002,145975
"2529",2415000,"Powiat wodzisławski",2002,476794
"2530",2416000,"Powiat zawierciański",2002,206409
"2531",2417000,"Powiat żywiecki",2002,45105
"2532",2461000,"Powiat m.Bielsko-Biała",2002,635591
"2533",2462000,"Powiat m.Bytom",2002,552440
"2534",2463000,"Powiat m.Chorzów",2002,711062
"2535",2464000,"Powiat m.Częstochowa",2002,617011
"2536",2465000,"Powiat m.Dąbrowa Górnicza",2002,3471861
"2537",2466000,"Powiat m.Gliwice",2002,205793
"2538",2467000,"Powiat m.Jastrzębie-Zdrój",2002,1079783
"2539",2468000,"Powiat m.Jaworzno",2002,6146434
"2540",2469000,"Powiat m.Katowice",2002,1415897
"2541",2470000,"Powiat m.Mysłowice",2002,33224
"2542",2471000,"Powiat m.Piekary Śląskie",2002,104721
"2543",2472000,"Powiat m.Ruda Śląska",2002,1241556
"2544",2473000,"Powiat m.Rybnik",2002,8319828
"2545",2474000,"Powiat m.Siemianowice Śląskie",2002,7974
"2546",2475000,"Powiat m.Sosnowiec",2002,127724
"2547",2476000,"Powiat m.Świętochłowice",2002,30089
"2548",2477000,"Powiat m.Tychy",2002,466394
"2549",2478000,"Powiat m.Zabrze",2002,609309
"2550",2479000,"Powiat m.Żory",2002,120225
"2551",2601000,"Powiat buski",2002,24834
"2552",2602000,"Powiat jędrzejowski",2002,807576
"2553",2603000,"Powiat kazimierski",2002,27210
"2554",2604000,"Powiat kielecki",2002,1121105
"2555",2605000,"Powiat konecki",2002,50129
"2556",2606000,"Powiat opatowski",2002,1361917
"2557",2607000,"Powiat ostrowiecki",2002,230148
"2558",2608000,"Powiat pińczowski",2002,68082
"2559",2609000,"Powiat sandomierski",2002,38544
"2560",2610000,"Powiat skarżyski",2002,81613
"2561",2611000,"Powiat starachowicki",2002,117649
"2562",2612000,"Powiat staszowski",2002,6217639
"2563",2613000,"Powiat włoszczowski",2002,452999
"2564",2661000,"Powiat m.Kielce",2002,296131
"2565",2801000,"Powiat bartoszycki",2002,29698
"2566",2802000,"Powiat braniewski",2002,25419
"2567",2803000,"Powiat działdowski",2002,23680
"2568",2804000,"Powiat elbląski",2002,14213
"2569",2805000,"Powiat ełcki",2002,84626
"2570",2806000,"Powiat giżycki",2002,64340
"2571",2807000,"Powiat iławski",2002,67305
"2572",2808000,"Powiat kętrzyński",2002,37930
"2573",2809000,"Powiat lidzbarski",2002,30622
"2574",2810000,"Powiat mrągowski",2002,53766
"2575",2811000,"Powiat nidzicki",2002,12745
"2576",2812000,"Powiat nowomiejski",2002,3
"2577",2813000,"Powiat olecki",2002,1577
"2578",2814000,"Powiat olsztyński",2002,422
"2579",2815000,"Powiat ostródzki",2002,76002
"2580",2816000,"Powiat piski",2002,66332
"2581",2817000,"Powiat szczycieński",2002,33668
"2582",2819000,"Powiat węgorzewski",2002,5959
"2583",2861000,"Powiat m.Elbląg",2002,354786
"2584",2862000,"Powiat m.Olsztyn",2002,485040
"2585",3001000,"Powiat chodzieski",2002,14072
"2586",3002000,"Powiat czarnkowsko-trzcianecki",2002,141519
"2587",3003000,"Powiat gnieźnieński",2002,73422
"2588",3004000,"Powiat gostyński",2002,98979
"2589",3005000,"Powiat grodziski",2002,33
"2590",3006000,"Powiat jarociński",2002,37634
"2591",3007000,"Powiat kaliski",2002,0
"2592",3008000,"Powiat kępiński",2002,0
"2593",3009000,"Powiat kolski",2002,34373
"2594",3010000,"Powiat koniński",2002,16918
"2595",3011000,"Powiat kościański",2002,42819
"2596",3012000,"Powiat krotoszyński",2002,20816
"2597",3013000,"Powiat leszczyński",2002,0
"2598",3014000,"Powiat międzychodzki",2002,28012
"2599",3015000,"Powiat nowotomyski",2002,30068
"2600",3017000,"Powiat ostrowski",2002,202890
"2601",3018000,"Powiat ostrzeszowski",2002,0
"2602",3019000,"Powiat pilski",2002,169464
"2603",3020000,"Powiat pleszewski",2002,2143
"2604",3021000,"Powiat poznański",2002,3112
"2605",3022000,"Powiat rawicki",2002,32599
"2606",3023000,"Powiat słupecki",2002,30848
"2607",3024000,"Powiat szamotulski",2002,13081
"2608",3025000,"Powiat średzki",2002,49211
"2609",3026000,"Powiat śremski",2002,72705
"2610",3027000,"Powiat turecki",2002,3885787
"2611",3028000,"Powiat wągrowiecki",2002,9
"2612",3029000,"Powiat wolsztyński",2002,5
"2613",3030000,"Powiat wrzesiński",2002,31259
"2614",3031000,"Powiat złotowski",2002,36198
"2615",3061000,"Powiat m.Kalisz",2002,160807
"2616",3062000,"Powiat m.Konin",2002,10094797
"2617",3063000,"Powiat m.Leszno",2002,98509
"2618",3064000,"Powiat m.Poznań",2002,1883387
"2619",3201000,"Powiat białogardzki",2002,48225
"2620",3202000,"Powiat choszczeński",2002,16177
"2621",3203000,"Powiat drawski",2002,12858
"2622",3204000,"Powiat goleniowski",2002,39307
"2623",3205000,"Powiat gryficki",2002,5097
"2624",3206000,"Powiat gryfiński",2002,4725679
"2625",3207000,"Powiat kamieński",2002,741
"2626",3208000,"Powiat kołobrzeski",2002,91007
"2627",3209000,"Powiat koszaliński",2002,8545
"2628",3210000,"Powiat myśliborski",2002,99062
"2629",3211000,"Powiat policki",2002,926146
"2630",3212000,"Powiat pyrzycki",2002,1392
"2631",3213000,"Powiat sławieński",2002,15604
"2632",3214000,"Powiat stargardzki",2002,135753
"2633",3215000,"Powiat szczecinecki",2002,91654
"2634",3216000,"Powiat świdwiński",2002,5916
"2635",3217000,"Powiat wałecki",2002,39848
"2636",3218000,"Powiat łobeski",2002,271
"2637",3261000,"Powiat m.Koszalin",2002,134580
"2638",3262000,"Powiat m.Szczecin",2002,1445438
"2639",3263000,"Powiat m.Świnoujście",2002,72930
"2640",201000,"Powiat bolesławiecki",2003,97744
"2641",202000,"Powiat dzierżoniowski",2003,194208
"2642",203000,"Powiat głogowski",2003,508962
"2643",204000,"Powiat górowski",2003,32236
"2644",205000,"Powiat jaworski",2003,42849
"2645",206000,"Powiat jeleniogórski",2003,52888
"2646",207000,"Powiat kamiennogórski",2003,29809
"2647",208000,"Powiat kłodzki",2003,88623
"2648",209000,"Powiat legnicki",2003,37
"2649",210000,"Powiat lubański",2003,37602
"2650",211000,"Powiat lubiński",2003,262752
"2651",212000,"Powiat lwówecki",2003,4283
"2652",213000,"Powiat milicki",2003,705
"2653",214000,"Powiat oleśnicki",2003,5936
"2654",215000,"Powiat oławski",2003,35639
"2655",216000,"Powiat polkowicki",2003,101972
"2656",217000,"Powiat strzeliński",2003,8582
"2657",218000,"Powiat średzki",2003,40453
"2658",219000,"Powiat świdnicki",2003,164941
"2659",220000,"Powiat trzebnicki",2003,1450
"2660",221000,"Powiat wałbrzyski",2003,155240
"2661",222000,"Powiat wołowski",2003,217126
"2662",223000,"Powiat wrocławski",2003,466456
"2663",224000,"Powiat ząbkowicki",2003,1569
"2664",225000,"Powiat zgorzelecki",2003,9834385
"2665",226000,"Powiat złotoryjski",2003,713
"2666",261000,"Powiat m.Jelenia Góra",2003,100951
"2667",262000,"Powiat m.Legnica",2003,231686
"2668",263000,"Powiat m.Wałbrzych do 2002",2003,NA
"2669",264000,"Powiat m.Wrocław",2003,1655278
"2670",265000,"Powiat m.Wałbrzych od 2013",2003,NA
"2671",401000,"Powiat aleksandrowski",2003,16052
"2672",402000,"Powiat brodnicki",2003,35046
"2673",403000,"Powiat bydgoski",2003,108559
"2674",404000,"Powiat chełmiński",2003,32824
"2675",405000,"Powiat golubsko-dobrzyński",2003,0
"2676",406000,"Powiat grudziądzki",2003,0
"2677",407000,"Powiat inowrocławski",2003,2061865
"2678",408000,"Powiat lipnowski",2003,7775
"2679",409000,"Powiat mogileński",2003,0
"2680",410000,"Powiat nakielski",2003,47242
"2681",411000,"Powiat radziejowski",2003,35224
"2682",412000,"Powiat rypiński",2003,53102
"2683",414000,"Powiat świecki",2003,1119640
"2684",415000,"Powiat toruński",2003,65672
"2685",416000,"Powiat tucholski",2003,0
"2686",417000,"Powiat wąbrzeski",2003,9076
"2687",418000,"Powiat włocławski",2003,35494
"2688",419000,"Powiat żniński",2003,980760
"2689",461000,"Powiat m.Bydgoszcz",2003,1620109
"2690",462000,"Powiat m.Grudziądz",2003,143806
"2691",463000,"Powiat m.Toruń",2003,1089936
"2692",464000,"Powiat m.Włocławek",2003,1351017
"2693",601000,"Powiat bialski",2003,29884
"2694",602000,"Powiat biłgorajski",2003,23107
"2695",603000,"Powiat chełmski",2003,184620
"2696",604000,"Powiat hrubieszowski",2003,92000
"2697",605000,"Powiat janowski",2003,7027
"2698",606000,"Powiat krasnostawski",2003,96084
"2699",607000,"Powiat kraśnicki",2003,112114
"2700",608000,"Powiat lubartowski",2003,47676
"2701",609000,"Powiat lubelski",2003,52036
"2702",610000,"Powiat łęczyński",2003,96458
"2703",611000,"Powiat łukowski",2003,55958
"2704",612000,"Powiat opolski",2003,56722
"2705",613000,"Powiat parczewski",2003,12548
"2706",614000,"Powiat puławski",2003,1333283
"2707",615000,"Powiat radzyński",2003,38725
"2708",616000,"Powiat rycki",2003,80865
"2709",617000,"Powiat świdnicki",2003,96943
"2710",618000,"Powiat tomaszowski",2003,48552
"2711",619000,"Powiat włodawski",2003,40064
"2712",620000,"Powiat zamojski",2003,26927
"2713",661000,"Powiat m.Biała Podlaska",2003,109680
"2714",662000,"Powiat m.Chełm",2003,1250317
"2715",663000,"Powiat m.Lublin",2003,1121240
"2716",664000,"Powiat m.Zamość",2003,115122
"2717",801000,"Powiat gorzowski",2003,257235
"2718",802000,"Powiat krośnieński",2003,73281
"2719",803000,"Powiat międzyrzecki",2003,36783
"2720",804000,"Powiat nowosolski",2003,37670
"2721",805000,"Powiat słubicki",2003,13304
"2722",806000,"Powiat strzelecko-drezdenecki",2003,17919
"2723",807000,"Powiat sulęciński",2003,13339
"2724",808000,"Powiat świebodziński",2003,40136
"2725",809000,"Powiat zielonogórski",2003,125204
"2726",810000,"Powiat żagański",2003,64758
"2727",811000,"Powiat żarski",2003,242786
"2728",812000,"Powiat wschowski",2003,7128
"2729",861000,"Powiat m.Gorzów Wielkopolski",2003,589503
"2730",862000,"Powiat m.Zielona Góra",2003,266737
"2731",1001000,"Powiat bełchatowski",2003,43479717
"2732",1002000,"Powiat kutnowski",2003,168323
"2733",1003000,"Powiat łaski",2003,0
"2734",1004000,"Powiat łęczycki",2003,1868
"2735",1005000,"Powiat łowicki",2003,56985
"2736",1006000,"Powiat łódzki wschodni",2003,21876
"2737",1007000,"Powiat opoczyński",2003,133538
"2738",1008000,"Powiat pabianicki",2003,117899
"2739",1009000,"Powiat pajęczański",2003,662615
"2740",1010000,"Powiat piotrkowski",2003,18214
"2741",1012000,"Powiat radomszczański",2003,161006
"2742",1013000,"Powiat rawski",2003,9820
"2743",1014000,"Powiat sieradzki",2003,72631
"2744",1015000,"Powiat skierniewicki",2003,0
"2745",1016000,"Powiat tomaszowski",2003,146483
"2746",1017000,"Powiat wieluński",2003,53247
"2747",1018000,"Powiat wieruszowski",2003,77210
"2748",1019000,"Powiat zduńskowolski",2003,112641
"2749",1020000,"Powiat zgierski",2003,229304
"2750",1021000,"Powiat brzeziński",2003,12664
"2751",1061000,"Powiat m.Łódź",2003,2813366
"2752",1062000,"Powiat m.Piotrków Trybunalski",2003,211065
"2753",1063000,"Powiat m.Skierniewice",2003,93631
"2754",1201000,"Powiat bocheński",2003,61076
"2755",1202000,"Powiat brzeski",2003,58152
"2756",1203000,"Powiat chrzanowski",2003,2872688
"2757",1205000,"Powiat gorlicki",2003,97538
"2758",1206000,"Powiat krakowski",2003,3144111
"2759",1207000,"Powiat limanowski",2003,10306
"2760",1208000,"Powiat miechowski",2003,3787
"2761",1209000,"Powiat myślenicki",2003,20683
"2762",1210000,"Powiat nowosądecki",2003,27
"2763",1211000,"Powiat nowotarski",2003,28747
"2764",1212000,"Powiat olkuski",2003,241509
"2765",1213000,"Powiat oświęcimski",2003,644124
"2766",1214000,"Powiat proszowicki",2003,0
"2767",1215000,"Powiat suski",2003,16187
"2768",1216000,"Powiat tarnowski",2003,28554
"2769",1217000,"Powiat tatrzański",2003,3932
"2770",1218000,"Powiat wadowicki",2003,92128
"2771",1219000,"Powiat wielicki",2003,43441
"2772",1261000,"Powiat m.Kraków",2003,4383294
"2773",1262000,"Powiat m.Nowy Sącz",2003,101921
"2774",1263000,"Powiat m.Tarnów",2003,1213447
"2775",1401000,"Powiat białobrzeski",2003,0
"2776",1402000,"Powiat ciechanowski",2003,185000
"2777",1403000,"Powiat garwoliński",2003,27012
"2778",1404000,"Powiat gostyniński",2003,26435
"2779",1405000,"Powiat grodziski",2003,5753
"2780",1406000,"Powiat grójecki",2003,34243
"2781",1407000,"Powiat kozienicki",2003,9909249
"2782",1408000,"Powiat legionowski",2003,508
"2783",1409000,"Powiat lipski",2003,8726
"2784",1410000,"Powiat łosicki",2003,22598
"2785",1411000,"Powiat makowski",2003,7851
"2786",1412000,"Powiat miński",2003,49366
"2787",1413000,"Powiat mławski",2003,17824
"2788",1414000,"Powiat nowodworski",2003,44268
"2789",1415000,"Powiat ostrołęcki",2003,2926
"2790",1416000,"Powiat ostrowski",2003,103139
"2791",1417000,"Powiat otwocki",2003,17167
"2792",1418000,"Powiat piaseczyński",2003,150904
"2793",1419000,"Powiat płocki",2003,19323
"2794",1420000,"Powiat płoński",2003,60855
"2795",1421000,"Powiat pruszkowski",2003,157235
"2796",1422000,"Powiat przasnyski",2003,25405
"2797",1423000,"Powiat przysuski",2003,35213
"2798",1424000,"Powiat pułtuski",2003,18301
"2799",1425000,"Powiat radomski",2003,3398
"2800",1426000,"Powiat siedlecki",2003,8205
"2801",1427000,"Powiat sierpecki",2003,44299
"2802",1428000,"Powiat sochaczewski",2003,45693
"2803",1429000,"Powiat sokołowski",2003,80214
"2804",1430000,"Powiat szydłowiecki",2003,20468
"2805",1431000,"Powiat warszawski",2003,NA
"2806",1432000,"Powiat warszawski zachodni",2003,15079
"2807",1433000,"Powiat węgrowski",2003,28163
"2808",1434000,"Powiat wołomiński",2003,77034
"2809",1435000,"Powiat wyszkowski",2003,51669
"2810",1436000,"Powiat zwoleński",2003,15248
"2811",1437000,"Powiat żuromiński",2003,10056
"2812",1438000,"Powiat żyrardowski",2003,72746
"2813",1461000,"Powiat m.Ostrołęka",2003,2771529
"2814",1462000,"Powiat m.Płock",2003,5127302
"2815",1463000,"Powiat m.Radom",2003,339075
"2816",1464000,"Powiat m.Siedlce",2003,133191
"2817",1465000,"Powiat m. st. Warszawa",2003,6532825
"2818",1601000,"Powiat brzeski",2003,117455
"2819",1602000,"Powiat głubczycki",2003,12633
"2820",1603000,"Powiat kędzierzyńsko-kozielski",2003,1652166
"2821",1604000,"Powiat kluczborski",2003,48533
"2822",1605000,"Powiat krapkowicki",2003,2698057
"2823",1606000,"Powiat namysłowski",2003,27845
"2824",1607000,"Powiat nyski",2003,165989
"2825",1608000,"Powiat oleski",2003,32299
"2826",1609000,"Powiat opolski",2003,7668288
"2827",1610000,"Powiat prudnicki",2003,76821
"2828",1611000,"Powiat strzelecki",2003,74795
"2829",1661000,"Powiat m.Opole",2003,452789
"2830",1801000,"Powiat bieszczadzki",2003,18937
"2831",1802000,"Powiat brzozowski",2003,0
"2832",1803000,"Powiat dębicki",2003,140541
"2833",1804000,"Powiat jarosławski",2003,127647
"2834",1805000,"Powiat jasielski",2003,70668
"2835",1806000,"Powiat kolbuszowski",2003,9488
"2836",1807000,"Powiat krośnieński",2003,52590
"2837",1808000,"Powiat leżajski",2003,406995
"2838",1809000,"Powiat lubaczowski",2003,0
"2839",1810000,"Powiat łańcucki",2003,1317
"2840",1811000,"Powiat mielecki",2003,379477
"2841",1812000,"Powiat niżański",2003,3123
"2842",1813000,"Powiat przemyski",2003,0
"2843",1814000,"Powiat przeworski",2003,39454
"2844",1815000,"Powiat ropczycko-sędziszowski",2003,83998
"2845",1816000,"Powiat rzeszowski",2003,20693
"2846",1817000,"Powiat sanocki",2003,1333
"2847",1818000,"Powiat stalowowolski",2003,1407183
"2848",1819000,"Powiat strzyżowski",2003,2604
"2849",1820000,"Powiat tarnobrzeski",2003,33764
"2850",1821000,"Powiat leski",2003,0
"2851",1861000,"Powiat m.Krosno",2003,157558
"2852",1862000,"Powiat m.Przemyśl",2003,62449
