"","Kod","Nazwa","rok","WYPADKI_DROGOWE_CTAB_ofiary_smiertelne_na_100_tys_ludnosci_osoba"
"18806",1607000,"Powiat nyski",2015,11.47
"18807",1608000,"Powiat oleski",2015,15.29
"18808",1609000,"Powiat opolski",2015,17.25
"18809",1610000,"Powiat prudnicki",2015,10.64
"18810",1611000,"Powiat strzelecki",2015,13.21
"18811",1661000,"Powiat m.Opole",2015,6.7
"18812",1801000,"Powiat bieszczadzki",2015,0
"18813",1802000,"Powiat brzozowski",2015,6.05
"18814",1803000,"Powiat dębicki",2015,4.44
"18815",1804000,"Powiat jarosławski",2015,8.22
"18816",1805000,"Powiat jasielski",2015,5.22
"18817",1806000,"Powiat kolbuszowski",2015,14.38
"18818",1807000,"Powiat krośnieński",2015,6.25
"18819",1808000,"Powiat leżajski",2015,10.04
"18820",1809000,"Powiat lubaczowski",2015,5.29
"18821",1810000,"Powiat łańcucki",2015,1.25
"18822",1811000,"Powiat mielecki",2015,5.87
"18823",1812000,"Powiat niżański",2015,14.87
"18824",1813000,"Powiat przemyski",2015,4.05
"18825",1814000,"Powiat przeworski",2015,8.88
"18826",1815000,"Powiat ropczycko-sędziszowski",2015,2.71
"18827",1816000,"Powiat rzeszowski",2015,4.19
"18828",1817000,"Powiat sanocki",2015,8.36
"18829",1818000,"Powiat stalowowolski",2015,10.18
"18830",1819000,"Powiat strzyżowski",2015,8.09
"18831",1820000,"Powiat tarnobrzeski",2015,11.17
"18832",1821000,"Powiat leski",2015,7.47
"18833",1861000,"Powiat m.Krosno",2015,8.55
"18834",1862000,"Powiat m.Przemyśl",2015,3.17
"18835",1863000,"Powiat m.Rzeszów",2015,2.69
"18836",1864000,"Powiat m.Tarnobrzeg",2015,6.26
"18837",2001000,"Powiat augustowski",2015,30.38
"18838",2002000,"Powiat białostocki",2015,14.43
"18839",2003000,"Powiat bielski",2015,10.55
"18840",2004000,"Powiat grajewski",2015,12.38
"18841",2005000,"Powiat hajnowski",2015,4.47
"18842",2006000,"Powiat kolneński",2015,7.65
"18843",2007000,"Powiat łomżyński",2015,13.59
"18844",2008000,"Powiat moniecki",2015,16.8
"18845",2009000,"Powiat sejneński",2015,14.48
"18846",2010000,"Powiat siemiatycki",2015,17.29
"18847",2011000,"Powiat sokólski",2015,10.04
"18848",2012000,"Powiat suwalski",2015,13.92
"18849",2013000,"Powiat wysokomazowiecki",2015,15.43
"18850",2014000,"Powiat zambrowski",2015,20.3
"18851",2061000,"Powiat m.Białystok",2015,1.01
"18852",2062000,"Powiat m.Łomża",2015,1.59
"18853",2063000,"Powiat m.Suwałki",2015,4.33
"18854",2201000,"Powiat bytowski",2015,11.44
"18855",2202000,"Powiat chojnicki",2015,4.15
"18856",2203000,"Powiat człuchowski",2015,24.58
"18857",2204000,"Powiat gdański",2015,8.3
"18858",2205000,"Powiat kartuski",2015,16.4
"18859",2206000,"Powiat kościerski",2015,12.58
"18860",2207000,"Powiat kwidzyński",2015,9.58
"18861",2208000,"Powiat lęborski",2015,12.09
"18862",2209000,"Powiat malborski",2015,14.02
"18863",2210000,"Powiat nowodworski",2015,5.52
"18864",2211000,"Powiat pucki",2015,14.5
"18865",2212000,"Powiat słupski",2015,8.18
"18866",2213000,"Powiat starogardzki",2015,11
"18867",2214000,"Powiat tczewski",2015,6.9
"18868",2215000,"Powiat wejherowski",2015,4.79
"18869",2216000,"Powiat sztumski",2015,14.16
"18870",2261000,"Powiat m.Gdańsk",2015,2.82
"18871",2262000,"Powiat m.Gdynia",2015,1.21
"18872",2263000,"Powiat m.Słupsk",2015,3.23
"18873",2264000,"Powiat m.Sopot",2015,0
"18874",2401000,"Powiat będziński",2015,8.64
"18875",2402000,"Powiat bielski",2015,4.95
"18876",2403000,"Powiat cieszyński",2015,10.13
"18877",2404000,"Powiat częstochowski",2015,14.74
"18878",2405000,"Powiat gliwicki",2015,10.42
"18879",2406000,"Powiat kłobucki",2015,8.21
"18880",2407000,"Powiat lubliniecki",2015,1.3
"18881",2408000,"Powiat mikołowski",2015,2.08
"18882",2409000,"Powiat myszkowski",2015,9.74
"18883",2410000,"Powiat pszczyński",2015,13.7
"18884",2411000,"Powiat raciborski",2015,5.49
"18885",2412000,"Powiat rybnicki",2015,3.88
"18886",2413000,"Powiat tarnogórski",2015,7.22
"18887",2414000,"Powiat bieruńsko-lędziński",2015,10.18
"18888",2415000,"Powiat wodzisławski",2015,2.53
"18889",2416000,"Powiat zawierciański",2015,11.61
"18890",2417000,"Powiat żywiecki",2015,9.8
"18891",2461000,"Powiat m.Bielsko-Biała",2015,4.63
"18892",2462000,"Powiat m.Bytom",2015,4.66
"18893",2463000,"Powiat m.Chorzów",2015,1.82
"18894",2464000,"Powiat m.Częstochowa",2015,3.49
"18895",2465000,"Powiat m.Dąbrowa Górnicza",2015,3.25
"18896",2466000,"Powiat m.Gliwice",2015,8.15
"18897",2467000,"Powiat m.Jastrzębie-Zdrój",2015,6.63
"18898",2468000,"Powiat m.Jaworzno",2015,2.15
"18899",2469000,"Powiat m.Katowice",2015,4.32
"18900",2470000,"Powiat m.Mysłowice",2015,4
"18901",2471000,"Powiat m.Piekary Śląskie",2015,0
"18902",2472000,"Powiat m.Ruda Śląska",2015,2.85
"18903",2473000,"Powiat m.Rybnik",2015,7.86
"18904",2474000,"Powiat m.Siemianowice Śląskie",2015,1.46
"18905",2475000,"Powiat m.Sosnowiec",2015,1.44
"18906",2476000,"Powiat m.Świętochłowice",2015,1.95
"18907",2477000,"Powiat m.Tychy",2015,1.56
"18908",2478000,"Powiat m.Zabrze",2015,1.13
"18909",2479000,"Powiat m.Żory",2015,1.61
"18910",2601000,"Powiat buski",2015,10.93
"18911",2602000,"Powiat jędrzejowski",2015,6.87
"18912",2603000,"Powiat kazimierski",2015,5.8
"18913",2604000,"Powiat kielecki",2015,18.73
"18914",2605000,"Powiat konecki",2015,7.26
"18915",2606000,"Powiat opatowski",2015,14.82
"18916",2607000,"Powiat ostrowiecki",2015,0
"18917",2608000,"Powiat pińczowski",2015,4.97
"18918",2609000,"Powiat sandomierski",2015,13.86
"18919",2610000,"Powiat skarżyski",2015,2.59
"18920",2611000,"Powiat starachowicki",2015,3.25
"18921",2612000,"Powiat staszowski",2015,9.57
"18922",2613000,"Powiat włoszczowski",2015,8.7
"18923",2661000,"Powiat m.Kielce",2015,5.04
"18924",2801000,"Powiat bartoszycki",2015,21.83
"18925",2802000,"Powiat braniewski",2015,16.54
"18926",2803000,"Powiat działdowski",2015,4.53
"18927",2804000,"Powiat elbląski",2015,6.88
"18928",2805000,"Powiat ełcki",2015,5.56
"18929",2806000,"Powiat giżycki",2015,17.38
"18930",2807000,"Powiat iławski",2015,8.6
"18931",2808000,"Powiat kętrzyński",2015,10.81
"18932",2809000,"Powiat lidzbarski",2015,16.49
"18933",2810000,"Powiat mrągowski",2015,7.88
"18934",2811000,"Powiat nidzicki",2015,26.66
"18935",2812000,"Powiat nowomiejski",2015,4.52
"18936",2813000,"Powiat olecki",2015,14.39
"18937",2814000,"Powiat olsztyński",2015,20.29
"18938",2815000,"Powiat ostródzki",2015,5.64
"18939",2816000,"Powiat piski",2015,8.67
"18940",2817000,"Powiat szczycieński",2015,12.73
"18941",2818000,"Powiat gołdapski",2015,0
"18942",2819000,"Powiat węgorzewski",2015,17
"18943",2861000,"Powiat m.Elbląg",2015,3.28
"18944",2862000,"Powiat m.Olsztyn",2015,1.72
"18945",3001000,"Powiat chodzieski",2015,4.21
"18946",3002000,"Powiat czarnkowsko-trzcianecki",2015,12.5
"18947",3003000,"Powiat gnieźnieński",2015,11.03
"18948",3004000,"Powiat gostyński",2015,6.56
"18949",3005000,"Powiat grodziski",2015,3.9
"18950",3006000,"Powiat jarociński",2015,9.76
"18951",3007000,"Powiat kaliski",2015,18.12
"18952",3008000,"Powiat kępiński",2015,8.86
"18953",3009000,"Powiat kolski",2015,12.42
"18954",3010000,"Powiat koniński",2015,11.62
"18955",3011000,"Powiat kościański",2015,12.65
"18956",3012000,"Powiat krotoszyński",2015,14.13
"18957",3013000,"Powiat leszczyński",2015,1.83
"18958",3014000,"Powiat międzychodzki",2015,2.7
"18959",3015000,"Powiat nowotomyski",2015,9.38
"18960",3016000,"Powiat obornicki",2015,3.37
"18961",3017000,"Powiat ostrowski",2015,8.68
"18962",3018000,"Powiat ostrzeszowski",2015,10.83
"18963",3019000,"Powiat pilski",2015,5.81
"18964",3020000,"Powiat pleszewski",2015,11.07
"18965",3021000,"Powiat poznański",2015,6.9
"18966",3022000,"Powiat rawicki",2015,1.66
"18967",3023000,"Powiat słupecki",2015,5.03
"18968",3024000,"Powiat szamotulski",2015,6.66
"18969",3025000,"Powiat średzki",2015,10.48
"18970",3026000,"Powiat śremski",2015,6.57
"18971",3027000,"Powiat turecki",2015,7.11
"18972",3028000,"Powiat wągrowiecki",2015,4.29
"18973",3029000,"Powiat wolsztyński",2015,5.26
"18974",3030000,"Powiat wrzesiński",2015,7.8
"18975",3031000,"Powiat złotowski",2015,8.59
"18976",3061000,"Powiat m.Kalisz",2015,1.94
"18977",3062000,"Powiat m.Konin",2015,5.25
"18978",3063000,"Powiat m.Leszno",2015,0
"18979",3064000,"Powiat m.Poznań",2015,2.57
"18980",3201000,"Powiat białogardzki",2015,0
"18981",3202000,"Powiat choszczeński",2015,16.14
"18982",3203000,"Powiat drawski",2015,10.32
"18983",3204000,"Powiat goleniowski",2015,9.69
"18984",3205000,"Powiat gryficki",2015,8.15
"18985",3206000,"Powiat gryfiński",2015,15.58
"18986",3207000,"Powiat kamieński",2015,20.97
"18987",3208000,"Powiat kołobrzeski",2015,6.28
"18988",3209000,"Powiat koszaliński",2015,15.2
"18989",3210000,"Powiat myśliborski",2015,8.91
"18990",3211000,"Powiat policki",2015,1.32
"18991",3212000,"Powiat pyrzycki",2015,19.81
"18992",3213000,"Powiat sławieński",2015,6.98
"18993",3214000,"Powiat stargardzki",2015,4.15
"18994",3215000,"Powiat szczecinecki",2015,8.9
"18995",3216000,"Powiat świdwiński",2015,8.31
"18996",3217000,"Powiat wałecki",2015,7.38
"18997",3218000,"Powiat łobeski",2015,5.3
"18998",3261000,"Powiat m.Koszalin",2015,2.76
"18999",3262000,"Powiat m.Szczecin",2015,3.69
"19000",3263000,"Powiat m.Świnoujście",2015,2.43
"19001",201000,"Powiat bolesławiecki",2016,12.2
"19002",202000,"Powiat dzierżoniowski",2016,8.74
"19003",203000,"Powiat głogowski",2016,9.99
"19004",204000,"Powiat górowski",2016,8.37
"19005",205000,"Powiat jaworski",2016,13.64
"19006",206000,"Powiat jeleniogórski",2016,13.97
"19007",207000,"Powiat kamiennogórski",2016,11.29
"19008",208000,"Powiat kłodzki",2016,14.21
"19009",209000,"Powiat legnicki",2016,12.7
"19010",210000,"Powiat lubański",2016,5.42
"19011",211000,"Powiat lubiński",2016,7.53
"19012",212000,"Powiat lwówecki",2016,10.74
"19013",213000,"Powiat milicki",2016,10.76
"19014",214000,"Powiat oleśnicki",2016,9.38
"19015",215000,"Powiat oławski",2016,9.19
"19016",216000,"Powiat polkowicki",2016,4.76
"19017",217000,"Powiat strzeliński",2016,4.54
"19018",218000,"Powiat średzki",2016,18.88
"19019",219000,"Powiat świdnicki",2016,8.79
"19020",220000,"Powiat trzebnicki",2016,14.29
"19021",221000,"Powiat wałbrzyski",2016,3.52
"19022",222000,"Powiat wołowski",2016,6.37
"19023",223000,"Powiat wrocławski",2016,11.04
"19024",224000,"Powiat ząbkowicki",2016,8.99
"19025",225000,"Powiat zgorzelecki",2016,4.37
"19026",226000,"Powiat złotoryjski",2016,11.25
"19027",261000,"Powiat m.Jelenia Góra",2016,9.89
"19028",262000,"Powiat m.Legnica",2016,0
"19029",264000,"Powiat m.Wrocław",2016,2.98
"19030",265000,"Powiat m.Wałbrzych od 2013",2016,2.61
"19031",401000,"Powiat aleksandrowski",2016,10.82
"19032",402000,"Powiat brodnicki",2016,7.65
"19033",403000,"Powiat bydgoski",2016,8.8
"19034",404000,"Powiat chełmiński",2016,11.46
"19035",405000,"Powiat golubsko-dobrzyński",2016,17.66
"19036",406000,"Powiat grudziądzki",2016,27.28
"19037",407000,"Powiat inowrocławski",2016,6.17
"19038",408000,"Powiat lipnowski",2016,18
"19039",409000,"Powiat mogileński",2016,6.5
"19040",410000,"Powiat nakielski",2016,17.28
"19041",411000,"Powiat radziejowski",2016,12.12
"19042",412000,"Powiat rypiński",2016,0
"19043",413000,"Powiat sępoleński",2016,2.41
"19044",414000,"Powiat świecki",2016,16.05
"19045",415000,"Powiat toruński",2016,11.55
"19046",416000,"Powiat tucholski",2016,8.27
"19047",417000,"Powiat wąbrzeski",2016,5.74
"19048",418000,"Powiat włocławski",2016,17.32
"19049",419000,"Powiat żniński",2016,8.5
"19050",461000,"Powiat m.Bydgoszcz",2016,3.1
"19051",462000,"Powiat m.Grudziądz",2016,2.08
"19052",463000,"Powiat m.Toruń",2016,5.92
"19053",464000,"Powiat m.Włocławek",2016,4.44
"19054",601000,"Powiat bialski",2016,11.57
"19055",602000,"Powiat biłgorajski",2016,12.7
"19056",603000,"Powiat chełmski",2016,17.67
"19057",604000,"Powiat hrubieszowski",2016,3.05
"19058",605000,"Powiat janowski",2016,10.7
"19059",606000,"Powiat krasnostawski",2016,9.21
"19060",607000,"Powiat kraśnicki",2016,6.17
"19061",608000,"Powiat lubartowski",2016,6.72
"19062",609000,"Powiat lubelski",2016,14.5
"19063",610000,"Powiat łęczyński",2016,8.72
"19064",611000,"Powiat łukowski",2016,11.99
"19065",612000,"Powiat opolski",2016,14.81
"19066",613000,"Powiat parczewski",2016,11.27
"19067",614000,"Powiat puławski",2016,9.58
"19068",615000,"Powiat radzyński",2016,8.32
"19069",616000,"Powiat rycki",2016,8.74
"19070",617000,"Powiat świdnicki",2016,9.65
"19071",618000,"Powiat tomaszowski",2016,3.51
"19072",619000,"Powiat włodawski",2016,7.66
"19073",620000,"Powiat zamojski",2016,11.11
"19074",661000,"Powiat m.Biała Podlaska",2016,3.48
"19075",662000,"Powiat m.Chełm",2016,3.13
"19076",663000,"Powiat m.Lublin",2016,2.05
"19077",664000,"Powiat m.Zamość",2016,4.63
"19078",801000,"Powiat gorzowski",2016,12.68
"19079",802000,"Powiat krośnieński",2016,5.37
"19080",803000,"Powiat międzyrzecki",2016,22.27
"19081",804000,"Powiat nowosolski",2016,6.88
"19082",805000,"Powiat słubicki",2016,10.58
"19083",806000,"Powiat strzelecko-drezdenecki",2016,6.01
"19084",807000,"Powiat sulęciński",2016,16.92
"19085",808000,"Powiat świebodziński",2016,23.12
"19086",809000,"Powiat zielonogórski",2016,23.91
"19087",810000,"Powiat żagański",2016,17.32
"19088",811000,"Powiat żarski",2016,3.06
"19089",812000,"Powiat wschowski",2016,15.28
"19090",861000,"Powiat m.Gorzów Wielkopolski",2016,6.46
"19091",862000,"Powiat m.Zielona Góra",2016,4.32
"19092",1001000,"Powiat bełchatowski",2016,12.41
"19093",1002000,"Powiat kutnowski",2016,11.13
"19094",1003000,"Powiat łaski",2016,23.89
"19095",1004000,"Powiat łęczycki",2016,7.86
"19096",1005000,"Powiat łowicki",2016,12.59
"19097",1006000,"Powiat łódzki wschodni",2016,9.91
"19098",1007000,"Powiat opoczyński",2016,10.35
"19099",1008000,"Powiat pabianicki",2016,11.72
"19100",1009000,"Powiat pajęczański",2016,9.63
"19101",1010000,"Powiat piotrkowski",2016,26.29
"19102",1011000,"Powiat poddębicki",2016,4.81
"19103",1012000,"Powiat radomszczański",2016,15.7
"19104",1013000,"Powiat rawski",2016,4.07
"19105",1014000,"Powiat sieradzki",2016,5.88
"19106",1015000,"Powiat skierniewicki",2016,13.1
"19107",1016000,"Powiat tomaszowski",2016,6.76
"19108",1017000,"Powiat wieluński",2016,7.77
"19109",1018000,"Powiat wieruszowski",2016,14.23
"19110",1019000,"Powiat zduńskowolski",2016,7.43
"19111",1020000,"Powiat zgierski",2016,9.08
"19112",1021000,"Powiat brzeziński",2016,22.63
"19113",1061000,"Powiat m.Łódź",2016,2.43
"19114",1062000,"Powiat m.Piotrków Trybunalski",2016,5.34
"19115",1063000,"Powiat m.Skierniewice",2016,6.21
"19116",1201000,"Powiat bocheński",2016,7.58
"19117",1202000,"Powiat brzeski",2016,6.45
"19118",1203000,"Powiat chrzanowski",2016,4.75
"19119",1204000,"Powiat dąbrowski",2016,5.06
"19120",1205000,"Powiat gorlicki",2016,8.25
"19121",1206000,"Powiat krakowski",2016,5.89
"19122",1207000,"Powiat limanowski",2016,4.62
"19123",1208000,"Powiat miechowski",2016,22.21
"19124",1209000,"Powiat myślenicki",2016,2.39
"19125",1210000,"Powiat nowosądecki",2016,3.28
"19126",1211000,"Powiat nowotarski",2016,7.87
"19127",1212000,"Powiat olkuski",2016,7.96
"19128",1213000,"Powiat oświęcimski",2016,3.23
"19129",1214000,"Powiat proszowicki",2016,6.87
"19130",1215000,"Powiat suski",2016,11.88
"19131",1216000,"Powiat tarnowski",2016,11.96
"19132",1217000,"Powiat tatrzański",2016,2.94
"19133",1218000,"Powiat wadowicki",2016,5.64
"19134",1219000,"Powiat wielicki",2016,8.17
"19135",1261000,"Powiat m.Kraków",2016,2.1
"19136",1262000,"Powiat m.Nowy Sącz",2016,2.39
"19137",1263000,"Powiat m.Tarnów",2016,4.53
"19138",1401000,"Powiat białobrzeski",2016,23.84
"19139",1402000,"Powiat ciechanowski",2016,14.4
"19140",1403000,"Powiat garwoliński",2016,15.63
"19141",1404000,"Powiat gostyniński",2016,8.72
"19142",1405000,"Powiat grodziski",2016,6.57
"19143",1406000,"Powiat grójecki",2016,25.37
"19144",1407000,"Powiat kozienicki",2016,22.9
"19145",1408000,"Powiat legionowski",2016,2.64
"19146",1409000,"Powiat lipski",2016,20.06
"19147",1410000,"Powiat łosicki",2016,9.49
"19148",1411000,"Powiat makowski",2016,23.99
"19149",1412000,"Powiat miński",2016,11.2
"19150",1413000,"Powiat mławski",2016,12.21
"19151",1414000,"Powiat nowodworski",2016,12.68
"19152",1415000,"Powiat ostrołęcki",2016,16.94
"19153",1416000,"Powiat ostrowski",2016,39.32
"19154",1417000,"Powiat otwocki",2016,9.73
"19155",1418000,"Powiat piaseczyński",2016,5.6
"19156",1419000,"Powiat płocki",2016,12.6
"19157",1420000,"Powiat płoński",2016,21.58
"19158",1421000,"Powiat pruszkowski",2016,3.1
"19159",1422000,"Powiat przasnyski",2016,18.86
"19160",1423000,"Powiat przysuski",2016,7.08
"19161",1424000,"Powiat pułtuski",2016,17.45
"19162",1425000,"Powiat radomski",2016,19.81
"19163",1426000,"Powiat siedlecki",2016,13.51
"19164",1427000,"Powiat sierpecki",2016,20.84
"19165",1428000,"Powiat sochaczewski",2016,17.61
"19166",1429000,"Powiat sokołowski",2016,12.74
"19167",1430000,"Powiat szydłowiecki",2016,27.39
"19168",1432000,"Powiat warszawski zachodni",2016,14.07
"19169",1433000,"Powiat węgrowski",2016,20.92
"19170",1434000,"Powiat wołomiński",2016,10.13
"19171",1435000,"Powiat wyszkowski",2016,13.52
"19172",1436000,"Powiat zwoleński",2016,16.35
"19173",1437000,"Powiat żuromiński",2016,7.57
"19174",1438000,"Powiat żyrardowski",2016,7.89
"19175",1461000,"Powiat m.Ostrołęka",2016,3.82
"19176",1462000,"Powiat m.Płock",2016,4.94
"19177",1463000,"Powiat m.Radom",2016,3.71
"19178",1464000,"Powiat m.Siedlce",2016,1.3
"19179",1465000,"Powiat m. st. Warszawa",2016,3.09
"19180",1601000,"Powiat brzeski",2016,8.79
"19181",1602000,"Powiat głubczycki",2016,4.28
"19182",1603000,"Powiat kędzierzyńsko-kozielski",2016,4.17
"19183",1604000,"Powiat kluczborski",2016,13.53
"19184",1605000,"Powiat krapkowicki",2016,9.31
"19185",1606000,"Powiat namysłowski",2016,14.06
"19186",1607000,"Powiat nyski",2016,6.5
"19187",1608000,"Powiat oleski",2016,23.01
"19188",1609000,"Powiat opolski",2016,12.76
"19189",1610000,"Powiat prudnicki",2016,16.06
"19190",1611000,"Powiat strzelecki",2016,6.64
"19191",1661000,"Powiat m.Opole",2016,7.57
"19192",1801000,"Powiat bieszczadzki",2016,0
"19193",1802000,"Powiat brzozowski",2016,3.03
"19194",1803000,"Powiat dębicki",2016,5.92
"19195",1804000,"Powiat jarosławski",2016,9.06
"19196",1805000,"Powiat jasielski",2016,3.49
"19197",1806000,"Powiat kolbuszowski",2016,11.22
"19198",1807000,"Powiat krośnieński",2016,7.14
"19199",1808000,"Powiat leżajski",2016,5.75
"19200",1809000,"Powiat lubaczowski",2016,5.32
"19201",1810000,"Powiat łańcucki",2016,9.97
"19202",1811000,"Powiat mielecki",2016,3.67
"19203",1812000,"Powiat niżański",2016,16.4
"19204",1813000,"Powiat przemyski",2016,4.04
"19205",1814000,"Powiat przeworski",2016,3.81
"19206",1815000,"Powiat ropczycko-sędziszowski",2016,6.78
"19207",1816000,"Powiat rzeszowski",2016,10.74
"19208",1817000,"Powiat sanocki",2016,1.05
"19209",1818000,"Powiat stalowowolski",2016,8.36
"19210",1819000,"Powiat strzyżowski",2016,11.33
"19211",1820000,"Powiat tarnobrzeski",2016,9.33
"19212",1821000,"Powiat leski",2016,22.47
"19213",1861000,"Powiat m.Krosno",2016,2.14
"19214",1862000,"Powiat m.Przemyśl",2016,1.6
"19215",1863000,"Powiat m.Rzeszów",2016,5.35
"19216",1864000,"Powiat m.Tarnobrzeg",2016,2.1
"19217",2001000,"Powiat augustowski",2016,28.81
"19218",2002000,"Powiat białostocki",2016,10.97
"19219",2003000,"Powiat bielski",2016,19.55
"19220",2004000,"Powiat grajewski",2016,8.29
"19221",2005000,"Powiat hajnowski",2016,6.77
"19222",2006000,"Powiat kolneński",2016,7.68
"19223",2007000,"Powiat łomżyński",2016,17.52
"19224",2008000,"Powiat moniecki",2016,14.48
"19225",2009000,"Powiat sejneński",2016,4.87
"19226",2010000,"Powiat siemiatycki",2016,8.73
"19227",2011000,"Powiat sokólski",2016,11.59
"19228",2012000,"Powiat suwalski",2016,8.36
"19229",2013000,"Powiat wysokomazowiecki",2016,24.14
"19230",2014000,"Powiat zambrowski",2016,11.3
"19231",2061000,"Powiat m.Białystok",2016,1.69
"19232",2062000,"Powiat m.Łomża",2016,11.16
"19233",2063000,"Powiat m.Suwałki",2016,5.75
"19234",2201000,"Powiat bytowski",2016,8.88
"19235",2202000,"Powiat chojnicki",2016,6.2
"19236",2203000,"Powiat człuchowski",2016,14.08
"19237",2204000,"Powiat gdański",2016,5.42
"19238",2205000,"Powiat kartuski",2016,5.38
"19239",2206000,"Powiat kościerski",2016,12.55
"19240",2207000,"Powiat kwidzyński",2016,4.79
"19241",2208000,"Powiat lęborski",2016,4.53
"19242",2209000,"Powiat malborski",2016,12.46
"19243",2210000,"Powiat nowodworski",2016,13.85
"19244",2211000,"Powiat pucki",2016,7.19
"19245",2212000,"Powiat słupski",2016,9.16
"19246",2213000,"Powiat starogardzki",2016,8.64
"19247",2214000,"Powiat tczewski",2016,3.46
"19248",2215000,"Powiat wejherowski",2016,6.65
"19249",2216000,"Powiat sztumski",2016,7.09
"19250",2261000,"Powiat m.Gdańsk",2016,2.59
"19251",2262000,"Powiat m.Gdynia",2016,5.66
"19252",2263000,"Powiat m.Słupsk",2016,5.42
"19253",2264000,"Powiat m.Sopot",2016,8.09
"19254",2401000,"Powiat będziński",2016,16.67
"19255",2402000,"Powiat bielski",2016,5.54
"19256",2403000,"Powiat cieszyński",2016,5.63
"19257",2404000,"Powiat częstochowski",2016,9.59
"19258",2405000,"Powiat gliwicki",2016,6.94
"19259",2406000,"Powiat kłobucki",2016,11.75
"19260",2407000,"Powiat lubliniecki",2016,18.21
"19261",2408000,"Powiat mikołowski",2016,12.41
"19262",2409000,"Powiat myszkowski",2016,15.34
"19263",2410000,"Powiat pszczyński",2016,9.09
"19264",2411000,"Powiat raciborski",2016,7.34
"19265",2412000,"Powiat rybnicki",2016,3.87
"19266",2413000,"Powiat tarnogórski",2016,2.88
"19267",2414000,"Powiat bieruńsko-lędziński",2016,5.08
"19268",2415000,"Powiat wodzisławski",2016,3.17
"19269",2416000,"Powiat zawierciański",2016,8.34
"19270",2417000,"Powiat żywiecki",2016,2.61
"19271",2461000,"Powiat m.Bielsko-Biała",2016,2.9
"19272",2462000,"Powiat m.Bytom",2016,2.35
"19273",2463000,"Powiat m.Chorzów",2016,1.83
"19274",2464000,"Powiat m.Częstochowa",2016,6.16
"19275",2465000,"Powiat m.Dąbrowa Górnicza",2016,5.72
"19276",2466000,"Powiat m.Gliwice",2016,6.01
"19277",2467000,"Powiat m.Jastrzębie-Zdrój",2016,1.11
"19278",2468000,"Powiat m.Jaworzno",2016,4.32
"19279",2469000,"Powiat m.Katowice",2016,6.02
"19280",2470000,"Powiat m.Mysłowice",2016,5.35
"19281",2471000,"Powiat m.Piekary Śląskie",2016,3.56
"19282",2472000,"Powiat m.Ruda Śląska",2016,2.15
"19283",2473000,"Powiat m.Rybnik",2016,4.3
"19284",2474000,"Powiat m.Siemianowice Śląskie",2016,0
"19285",2475000,"Powiat m.Sosnowiec",2016,3.87
"19286",2476000,"Powiat m.Świętochłowice",2016,3.94
"19287",2477000,"Powiat m.Tychy",2016,0.78
"19288",2478000,"Powiat m.Zabrze",2016,2.84
"19289",2479000,"Powiat m.Żory",2016,1.61
"19290",2601000,"Powiat buski",2016,9.6
"19291",2602000,"Powiat jędrzejowski",2016,6.9
"19292",2603000,"Powiat kazimierski",2016,5.83
"19293",2604000,"Powiat kielecki",2016,10.54
"19294",2605000,"Powiat konecki",2016,14.62
"19295",2606000,"Powiat opatowski",2016,22.4
"19296",2607000,"Powiat ostrowiecki",2016,4.46
"19297",2608000,"Powiat pińczowski",2016,2.5
"19298",2609000,"Powiat sandomierski",2016,13.91
"19299",2610000,"Powiat skarżyski",2016,6.52
"19300",2611000,"Powiat starachowicki",2016,8.72
"19301",2612000,"Powiat staszowski",2016,9.61
"19302",2613000,"Powiat włoszczowski",2016,6.55
"19303",2661000,"Powiat m.Kielce",2016,3.03
"19304",2801000,"Powiat bartoszycki",2016,16.91
"19305",2802000,"Powiat braniewski",2016,11.9
"19306",2803000,"Powiat działdowski",2016,3.03
"19307",2804000,"Powiat elbląski",2016,29.24
"19308",2805000,"Powiat ełcki",2016,6.65
"19309",2806000,"Powiat giżycki",2016,12.24
"19310",2807000,"Powiat iławski",2016,15.1
"19311",2808000,"Powiat kętrzyński",2016,6.23
"19312",2809000,"Powiat lidzbarski",2016,16.6
"19313",2810000,"Powiat mrągowski",2016,13.83
"19314",2811000,"Powiat nidzicki",2016,5.96
"19315",2812000,"Powiat nowomiejski",2016,4.52
"19316",2813000,"Powiat olecki",2016,20.18
"19317",2814000,"Powiat olsztyński",2016,19.39
"19318",2815000,"Powiat ostródzki",2016,15.13
"19319",2816000,"Powiat piski",2016,13.93
"19320",2817000,"Powiat szczycieński",2016,12.77
"19321",2818000,"Powiat gołdapski",2016,3.68
"19322",2819000,"Powiat węgorzewski",2016,4.29
"19323",2861000,"Powiat m.Elbląg",2016,0.82
"19324",2862000,"Powiat m.Olsztyn",2016,4.61
"19325",3001000,"Powiat chodzieski",2016,0
"19326",3002000,"Powiat czarnkowsko-trzcianecki",2016,13.67
"19327",3003000,"Powiat gnieźnieński",2016,7.58
"19328",3004000,"Powiat gostyński",2016,6.57
"19329",3005000,"Powiat grodziski",2016,7.77
"19330",3006000,"Powiat jarociński",2016,5.57
"19331",3007000,"Powiat kaliski",2016,14.47
"19332",3008000,"Powiat kępiński",2016,7.09
"19333",3009000,"Powiat kolski",2016,11.34
"19334",3010000,"Powiat koniński",2016,7.73
"19335",3011000,"Powiat kościański",2016,6.33
"19336",3012000,"Powiat krotoszyński",2016,3.87
