"","Kod","Nazwa","rok","WYPADKI_DROGOWE_CTAB_ofiary_smiertelne_na_100_tys_ludnosci_osoba"
"17262",1425000,"Powiat radomski",2011,16.69
"17263",1426000,"Powiat siedlecki",2011,23.22
"17264",1427000,"Powiat sierpecki",2011,22.29
"17265",1428000,"Powiat sochaczewski",2011,25.85
"17266",1429000,"Powiat sokołowski",2011,12.32
"17267",1430000,"Powiat szydłowiecki",2011,31.88
"17268",1432000,"Powiat warszawski zachodni",2011,13.95
"17269",1433000,"Powiat węgrowski",2011,30.8
"17270",1434000,"Powiat wołomiński",2011,14.97
"17271",1435000,"Powiat wyszkowski",2011,29.86
"17272",1436000,"Powiat zwoleński",2011,13.41
"17273",1437000,"Powiat żuromiński",2011,7.4
"17274",1438000,"Powiat żyrardowski",2011,27.45
"17275",1461000,"Powiat m.Ostrołęka",2011,1.87
"17276",1462000,"Powiat m.Płock",2011,7.23
"17277",1463000,"Powiat m.Radom",2011,5.43
"17278",1464000,"Powiat m.Siedlce",2011,1.31
"17279",1465000,"Powiat m. st. Warszawa",2011,5.28
"17280",1601000,"Powiat brzeski",2011,11.9
"17281",1602000,"Powiat głubczycki",2011,8.27
"17282",1603000,"Powiat kędzierzyńsko-kozielski",2011,7.1
"17283",1604000,"Powiat kluczborski",2011,19.1
"17284",1605000,"Powiat krapkowicki",2011,3.04
"17285",1606000,"Powiat namysłowski",2011,4.64
"17286",1607000,"Powiat nyski",2011,5.61
"17287",1608000,"Powiat oleski",2011,7.55
"17288",1609000,"Powiat opolski",2011,18.03
"17289",1610000,"Powiat prudnicki",2011,6.92
"17290",1611000,"Powiat strzelecki",2011,16.9
"17291",1661000,"Powiat m.Opole",2011,5.71
"17292",1801000,"Powiat bieszczadzki",2011,4.46
"17293",1802000,"Powiat brzozowski",2011,12.02
"17294",1803000,"Powiat dębicki",2011,12.6
"17295",1804000,"Powiat jarosławski",2011,11.4
"17296",1805000,"Powiat jasielski",2011,4.32
"17297",1806000,"Powiat kolbuszowski",2011,15.91
"17298",1807000,"Powiat krośnieński",2011,8.95
"17299",1808000,"Powiat leżajski",2011,9.98
"17300",1809000,"Powiat lubaczowski",2011,24.25
"17301",1810000,"Powiat łańcucki",2011,12.58
"17302",1811000,"Powiat mielecki",2011,8.08
"17303",1812000,"Powiat niżański",2011,11.8
"17304",1813000,"Powiat przemyski",2011,10.85
"17305",1814000,"Powiat przeworski",2011,17.63
"17306",1815000,"Powiat ropczycko-sędziszowski",2011,15.06
"17307",1816000,"Powiat rzeszowski",2011,12.87
"17308",1817000,"Powiat sanocki",2011,7.27
"17309",1818000,"Powiat stalowowolski",2011,10.94
"17310",1819000,"Powiat strzyżowski",2011,19.25
"17311",1820000,"Powiat tarnobrzeski",2011,14.74
"17312",1821000,"Powiat leski",2011,3.71
"17313",1861000,"Powiat m.Krosno",2011,8.43
"17314",1862000,"Powiat m.Przemyśl",2011,3.08
"17315",1863000,"Powiat m.Rzeszów",2011,3.9
"17316",1864000,"Powiat m.Tarnobrzeg",2011,4.1
"17317",2001000,"Powiat augustowski",2011,11.66
"17318",2002000,"Powiat białostocki",2011,16.78
"17319",2003000,"Powiat bielski",2011,18.74
"17320",2004000,"Powiat grajewski",2011,10.08
"17321",2005000,"Powiat hajnowski",2011,8.55
"17322",2006000,"Powiat kolneński",2011,22.46
"17323",2007000,"Powiat łomżyński",2011,28.75
"17324",2008000,"Powiat moniecki",2011,4.66
"17325",2009000,"Powiat sejneński",2011,14.2
"17326",2010000,"Powiat siemiatycki",2011,12.5
"17327",2011000,"Powiat sokólski",2011,18.05
"17328",2012000,"Powiat suwalski",2011,33.13
"17329",2013000,"Powiat wysokomazowiecki",2011,13.42
"17330",2014000,"Powiat zambrowski",2011,28.82
"17331",2061000,"Powiat m.Białystok",2011,4.42
"17332",2062000,"Powiat m.Łomża",2011,7.92
"17333",2063000,"Powiat m.Suwałki",2011,2.89
"17334",2201000,"Powiat bytowski",2011,17.9
"17335",2202000,"Powiat chojnicki",2011,7.31
"17336",2203000,"Powiat człuchowski",2011,6.95
"17337",2204000,"Powiat gdański",2011,19.07
"17338",2205000,"Powiat kartuski",2011,14.12
"17339",2206000,"Powiat kościerski",2011,19.85
"17340",2207000,"Powiat kwidzyński",2011,9.56
"17341",2208000,"Powiat lęborski",2011,7.55
"17342",2209000,"Powiat malborski",2011,24.67
"17343",2210000,"Powiat nowodworski",2011,27.38
"17344",2211000,"Powiat pucki",2011,8.79
"17345",2212000,"Powiat słupski",2011,12.4
"17346",2213000,"Powiat starogardzki",2011,11.05
"17347",2214000,"Powiat tczewski",2011,9.51
"17348",2215000,"Powiat wejherowski",2011,8.98
"17349",2216000,"Powiat sztumski",2011,7.02
"17350",2261000,"Powiat m.Gdańsk",2011,5.43
"17351",2262000,"Powiat m.Gdynia",2011,5.22
"17352",2263000,"Powiat m.Słupsk",2011,4.17
"17353",2264000,"Powiat m.Sopot",2011,2.59
"17354",2401000,"Powiat będziński",2011,7.89
"17355",2402000,"Powiat bielski",2011,10.79
"17356",2403000,"Powiat cieszyński",2011,10.21
"17357",2404000,"Powiat częstochowski",2011,22.13
"17358",2405000,"Powiat gliwicki",2011,11.3
"17359",2406000,"Powiat kłobucki",2011,13.99
"17360",2407000,"Powiat lubliniecki",2011,28.49
"17361",2408000,"Powiat mikołowski",2011,10.6
"17362",2409000,"Powiat myszkowski",2011,11.1
"17363",2410000,"Powiat pszczyński",2011,10.19
"17364",2411000,"Powiat raciborski",2011,9.99
"17365",2412000,"Powiat rybnicki",2011,2.62
"17366",2413000,"Powiat tarnogórski",2011,5.78
"17367",2414000,"Powiat bieruńsko-lędziński",2011,5.18
"17368",2415000,"Powiat wodzisławski",2011,5.06
"17369",2416000,"Powiat zawierciański",2011,10.58
"17370",2417000,"Powiat żywiecki",2011,6.53
"17371",2461000,"Powiat m.Bielsko-Biała",2011,5.73
"17372",2462000,"Powiat m.Bytom",2011,1.7
"17373",2463000,"Powiat m.Chorzów",2011,6.27
"17374",2464000,"Powiat m.Częstochowa",2011,6.34
"17375",2465000,"Powiat m.Dąbrowa Górnicza",2011,11.13
"17376",2466000,"Powiat m.Gliwice",2011,8.54
"17377",2467000,"Powiat m.Jastrzębie-Zdrój",2011,4.33
"17378",2468000,"Powiat m.Jaworzno",2011,2.11
"17379",2469000,"Powiat m.Katowice",2011,3.87
"17380",2470000,"Powiat m.Mysłowice",2011,5.31
"17381",2471000,"Powiat m.Piekary Śląskie",2011,3.46
"17382",2472000,"Powiat m.Ruda Śląska",2011,2.79
"17383",2473000,"Powiat m.Rybnik",2011,5.67
"17384",2474000,"Powiat m.Siemianowice Śląskie",2011,1.43
"17385",2475000,"Powiat m.Sosnowiec",2011,4.17
"17386",2476000,"Powiat m.Świętochłowice",2011,7.54
"17387",2477000,"Powiat m.Tychy",2011,10.05
"17388",2478000,"Powiat m.Zabrze",2011,3.87
"17389",2479000,"Powiat m.Żory",2011,6.44
"17390",2601000,"Powiat buski",2011,21.5
"17391",2602000,"Powiat jędrzejowski",2011,20.29
"17392",2603000,"Powiat kazimierski",2011,8.41
"17393",2604000,"Powiat kielecki",2011,22.84
"17394",2605000,"Powiat konecki",2011,16.57
"17395",2606000,"Powiat opatowski",2011,23.38
"17396",2607000,"Powiat ostrowiecki",2011,4.3
"17397",2608000,"Powiat pińczowski",2011,19.4
"17398",2609000,"Powiat sandomierski",2011,17.26
"17399",2610000,"Powiat skarżyski",2011,13.86
"17400",2611000,"Powiat starachowicki",2011,4.24
"17401",2612000,"Powiat staszowski",2011,10.78
"17402",2613000,"Powiat włoszczowski",2011,14.95
"17403",2661000,"Powiat m.Kielce",2011,5.44
"17404",2801000,"Powiat bartoszycki",2011,11.44
"17405",2802000,"Powiat braniewski",2011,16.09
"17406",2803000,"Powiat działdowski",2011,16.46
"17407",2804000,"Powiat elbląski",2011,17.13
"17408",2805000,"Powiat ełcki",2011,9.02
"17409",2806000,"Powiat giżycki",2011,17.3
"17410",2807000,"Powiat iławski",2011,6.45
"17411",2808000,"Powiat kętrzyński",2011,7.51
"17412",2809000,"Powiat lidzbarski",2011,16.22
"17413",2810000,"Powiat mrągowski",2011,5.84
"17414",2811000,"Powiat nidzicki",2011,26.2
"17415",2812000,"Powiat nowomiejski",2011,6.77
"17416",2813000,"Powiat olecki",2011,25.67
"17417",2814000,"Powiat olsztyński",2011,28.25
"17418",2815000,"Powiat ostródzki",2011,16.75
"17419",2816000,"Powiat piski",2011,6.84
"17420",2817000,"Powiat szczycieński",2011,14
"17421",2818000,"Powiat gołdapski",2011,10.88
"17422",2819000,"Powiat węgorzewski",2011,16.8
"17423",2861000,"Powiat m.Elbląg",2011,3.21
"17424",2862000,"Powiat m.Olsztyn",2011,3.99
"17425",3001000,"Powiat chodzieski",2011,20.91
"17426",3002000,"Powiat czarnkowsko-trzcianecki",2011,15.85
"17427",3003000,"Powiat gnieźnieński",2011,15.97
"17428",3004000,"Powiat gostyński",2011,10.49
"17429",3005000,"Powiat grodziski",2011,9.9
"17430",3006000,"Powiat jarociński",2011,11.19
"17431",3007000,"Powiat kaliski",2011,12.17
"17432",3008000,"Powiat kępiński",2011,21.24
"17433",3009000,"Powiat kolski",2011,23.45
"17434",3010000,"Powiat koniński",2011,12.54
"17435",3011000,"Powiat kościański",2011,6.34
"17436",3012000,"Powiat krotoszyński",2011,10.26
"17437",3013000,"Powiat leszczyński",2011,18.96
"17438",3014000,"Powiat międzychodzki",2011,10.79
"17439",3015000,"Powiat nowotomyski",2011,17.66
"17440",3016000,"Powiat obornicki",2011,11.97
"17441",3017000,"Powiat ostrowski",2011,14.32
"17442",3018000,"Powiat ostrzeszowski",2011,21.64
"17443",3019000,"Powiat pilski",2011,17.32
"17444",3020000,"Powiat pleszewski",2011,14.23
"17445",3021000,"Powiat poznański",2011,9.88
"17446",3022000,"Powiat rawicki",2011,8.27
"17447",3023000,"Powiat słupecki",2011,8.36
"17448",3024000,"Powiat szamotulski",2011,14.65
"17449",3025000,"Powiat średzki",2011,26.63
"17450",3026000,"Powiat śremski",2011,6.62
"17451",3027000,"Powiat turecki",2011,15.35
"17452",3028000,"Powiat wągrowiecki",2011,14.38
"17453",3029000,"Powiat wolsztyński",2011,12.39
"17454",3030000,"Powiat wrzesiński",2011,11.82
"17455",3031000,"Powiat złotowski",2011,17.08
"17456",3061000,"Powiat m.Kalisz",2011,2.85
"17457",3062000,"Powiat m.Konin",2011,5.1
"17458",3063000,"Powiat m.Leszno",2011,6.19
"17459",3064000,"Powiat m.Poznań",2011,4.69
"17460",3201000,"Powiat białogardzki",2011,2.02
"17461",3202000,"Powiat choszczeński",2011,5.94
"17462",3203000,"Powiat drawski",2011,20.38
"17463",3204000,"Powiat goleniowski",2011,22.01
"17464",3205000,"Powiat gryficki",2011,8.07
"17465",3206000,"Powiat gryfiński",2011,9.49
"17466",3207000,"Powiat kamieński",2011,14.45
"17467",3208000,"Powiat kołobrzeski",2011,20.15
"17468",3209000,"Powiat koszaliński",2011,12.22
"17469",3210000,"Powiat myśliborski",2011,16.15
"17470",3211000,"Powiat policki",2011,6.97
"17471",3212000,"Powiat pyrzycki",2011,19.6
"17472",3213000,"Powiat sławieński",2011,20.63
"17473",3214000,"Powiat stargardzki",2011,11.58
"17474",3215000,"Powiat szczecinecki",2011,7.54
"17475",3216000,"Powiat świdwiński",2011,16.23
"17476",3217000,"Powiat wałecki",2011,16.35
"17477",3218000,"Powiat łobeski",2011,5.2
"17478",3261000,"Powiat m.Koszalin",2011,2.74
"17479",3262000,"Powiat m.Szczecin",2011,3.17
"17480",3263000,"Powiat m.Świnoujście",2011,2.41
"17481",201000,"Powiat bolesławiecki",2012,8.84
"17482",202000,"Powiat dzierżoniowski",2012,7.58
"17483",203000,"Powiat głogowski",2012,7.75
"17484",204000,"Powiat górowski",2012,10.91
"17485",205000,"Powiat jaworski",2012,3.81
"17486",206000,"Powiat jeleniogórski",2012,3.07
"17487",207000,"Powiat kamiennogórski",2012,19.7
"17488",208000,"Powiat kłodzki",2012,5.41
"17489",209000,"Powiat legnicki",2012,12.78
"17490",210000,"Powiat lubański",2012,1.77
"17491",211000,"Powiat lubiński",2012,4.68
"17492",212000,"Powiat lwówecki",2012,4.19
"17493",213000,"Powiat milicki",2012,7.99
"17494",214000,"Powiat oleśnicki",2012,8.51
"17495",215000,"Powiat oławski",2012,10.63
"17496",216000,"Powiat polkowicki",2012,14.26
"17497",217000,"Powiat strzeliński",2012,8.97
"17498",218000,"Powiat średzki",2012,25.01
"17499",219000,"Powiat świdnicki",2012,11.11
"17500",220000,"Powiat trzebnicki",2012,14.59
"17501",221000,"Powiat wałbrzyski",2012,4.5
"17502",222000,"Powiat wołowski",2012,8.38
"17503",223000,"Powiat wrocławski",2012,13
"17504",224000,"Powiat ząbkowicki",2012,26.24
"17505",225000,"Powiat zgorzelecki",2012,7.45
"17506",226000,"Powiat złotoryjski",2012,10.98
"17507",261000,"Powiat m.Jelenia Góra",2012,4.81
"17508",262000,"Powiat m.Legnica",2012,1.95
"17509",264000,"Powiat m.Wrocław",2012,5.54
"17510",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"17511",401000,"Powiat aleksandrowski",2012,16.04
"17512",402000,"Powiat brodnicki",2012,9
"17513",403000,"Powiat bydgoski",2012,16.58
"17514",404000,"Powiat chełmiński",2012,11.37
"17515",405000,"Powiat golubsko-dobrzyński",2012,15.42
"17516",406000,"Powiat grudziądzki",2012,14.93
"17517",407000,"Powiat inowrocławski",2012,15.18
"17518",408000,"Powiat lipnowski",2012,11.86
"17519",409000,"Powiat mogileński",2012,10.66
"17520",410000,"Powiat nakielski",2012,8.04
"17521",411000,"Powiat radziejowski",2012,16.62
"17522",412000,"Powiat rypiński",2012,6.69
"17523",413000,"Powiat sępoleński",2012,7.19
"17524",414000,"Powiat świecki",2012,9
"17525",415000,"Powiat toruński",2012,30.23
"17526",416000,"Powiat tucholski",2012,26.95
"17527",417000,"Powiat wąbrzeski",2012,8.51
"17528",418000,"Powiat włocławski",2012,26.35
"17529",419000,"Powiat żniński",2012,14.1
"17530",461000,"Powiat m.Bydgoszcz",2012,2.48
"17531",462000,"Powiat m.Grudziądz",2012,1.02
"17532",463000,"Powiat m.Toruń",2012,2.93
"17533",464000,"Powiat m.Włocławek",2012,6.04
"17534",601000,"Powiat bialski",2012,19.31
"17535",602000,"Powiat biłgorajski",2012,9.66
"17536",603000,"Powiat chełmski",2012,16.24
"17537",604000,"Powiat hrubieszowski",2012,2.95
"17538",605000,"Powiat janowski",2012,14.7
"17539",606000,"Powiat krasnostawski",2012,20.86
"17540",607000,"Powiat kraśnicki",2012,9.06
"17541",608000,"Powiat lubartowski",2012,13.28
"17542",609000,"Powiat lubelski",2012,14.87
"17543",610000,"Powiat łęczyński",2012,12.14
"17544",611000,"Powiat łukowski",2012,22.78
"17545",612000,"Powiat opolski",2012,12.82
"17546",613000,"Powiat parczewski",2012,13.8
"17547",614000,"Powiat puławski",2012,7.71
"17548",615000,"Powiat radzyński",2012,14.72
"17549",616000,"Powiat rycki",2012,20.47
"17550",617000,"Powiat świdnicki",2012,5.46
"17551",618000,"Powiat tomaszowski",2012,11.4
"17552",619000,"Powiat włodawski",2012,5.02
"17553",620000,"Powiat zamojski",2012,11.87
"17554",661000,"Powiat m.Biała Podlaska",2012,1.72
"17555",662000,"Powiat m.Chełm",2012,1.51
"17556",663000,"Powiat m.Lublin",2012,7.18
"17557",664000,"Powiat m.Zamość",2012,1.52
"17558",801000,"Powiat gorzowski",2012,11.47
"17559",802000,"Powiat krośnieński",2012,10.56
"17560",803000,"Powiat międzyrzecki",2012,11.91
"17561",804000,"Powiat nowosolski",2012,10.23
"17562",805000,"Powiat słubicki",2012,14.73
"17563",806000,"Powiat strzelecko-drezdenecki",2012,11.84
"17564",807000,"Powiat sulęciński",2012,8.36
"17565",808000,"Powiat świebodziński",2012,12.33
"17566",809000,"Powiat zielonogórski",2012,22.34
"17567",810000,"Powiat żagański",2012,4.86
"17568",811000,"Powiat żarski",2012,11.04
"17569",812000,"Powiat wschowski",2012,10.15
"17570",861000,"Powiat m.Gorzów Wielkopolski",2012,4.02
"17571",862000,"Powiat m.Zielona Góra",2012,0.84
"17572",1001000,"Powiat bełchatowski",2012,15.93
"17573",1002000,"Powiat kutnowski",2012,13.81
"17574",1003000,"Powiat łaski",2012,19.73
"17575",1004000,"Powiat łęczycki",2012,21.1
"17576",1005000,"Powiat łowicki",2012,14.86
"17577",1006000,"Powiat łódzki wschodni",2012,15.94
"17578",1007000,"Powiat opoczyński",2012,8.93
"17579",1008000,"Powiat pabianicki",2012,11.67
"17580",1009000,"Powiat pajęczański",2012,7.59
"17581",1010000,"Powiat piotrkowski",2012,17.49
"17582",1011000,"Powiat poddębicki",2012,26.21
"17583",1012000,"Powiat radomszczański",2012,12.81
"17584",1013000,"Powiat rawski",2012,12.08
"17585",1014000,"Powiat sieradzki",2012,12.46
"17586",1015000,"Powiat skierniewicki",2012,20.91
"17587",1016000,"Powiat tomaszowski",2012,17.41
"17588",1017000,"Powiat wieluński",2012,19.23
"17589",1018000,"Powiat wieruszowski",2012,4.73
"17590",1019000,"Powiat zduńskowolski",2012,19.09
"17591",1020000,"Powiat zgierski",2012,17.01
"17592",1021000,"Powiat brzeziński",2012,22.6
"17593",1061000,"Powiat m.Łódź",2012,4.57
"17594",1062000,"Powiat m.Piotrków Trybunalski",2012,6.55
"17595",1063000,"Powiat m.Skierniewice",2012,0
"17596",1201000,"Powiat bocheński",2012,4.8
"17597",1202000,"Powiat brzeski",2012,11.89
"17598",1203000,"Powiat chrzanowski",2012,5.48
"17599",1204000,"Powiat dąbrowski",2012,8.41
"17600",1205000,"Powiat gorlicki",2012,11.9
"17601",1206000,"Powiat krakowski",2012,11.4
"17602",1207000,"Powiat limanowski",2012,3.91
"17603",1208000,"Powiat miechowski",2012,13.94
"17604",1209000,"Powiat myślenicki",2012,8.95
"17605",1210000,"Powiat nowosądecki",2012,9.56
"17606",1211000,"Powiat nowotarski",2012,6.35
"17607",1212000,"Powiat olkuski",2012,11.35
"17608",1213000,"Powiat oświęcimski",2012,7.1
"17609",1214000,"Powiat proszowicki",2012,15.92
"17610",1215000,"Powiat suski",2012,9.52
"17611",1216000,"Powiat tarnowski",2012,11.07
"17612",1217000,"Powiat tatrzański",2012,14.78
"17613",1218000,"Powiat wadowicki",2012,10.1
"17614",1219000,"Powiat wielicki",2012,8.62
"17615",1261000,"Powiat m.Kraków",2012,3.56
"17616",1262000,"Powiat m.Nowy Sącz",2012,1.19
"17617",1263000,"Powiat m.Tarnów",2012,1.77
"17618",1401000,"Powiat białobrzeski",2012,20.71
"17619",1402000,"Powiat ciechanowski",2012,14.24
"17620",1403000,"Powiat garwoliński",2012,22.12
"17621",1404000,"Powiat gostyniński",2012,19.26
"17622",1405000,"Powiat grodziski",2012,4.6
"17623",1406000,"Powiat grójecki",2012,18.27
"17624",1407000,"Powiat kozienicki",2012,16.04
"17625",1408000,"Powiat legionowski",2012,6.4
"17626",1409000,"Powiat lipski",2012,30.46
"17627",1410000,"Powiat łosicki",2012,18.51
"17628",1411000,"Powiat makowski",2012,17.06
"17629",1412000,"Powiat miński",2012,15.48
"17630",1413000,"Powiat mławski",2012,24.14
"17631",1414000,"Powiat nowodworski",2012,17.91
"17632",1415000,"Powiat ostrołęcki",2012,25.08
"17633",1416000,"Powiat ostrowski",2012,26.57
"17634",1417000,"Powiat otwocki",2012,11.51
"17635",1418000,"Powiat piaseczyński",2012,8.95
"17636",1419000,"Powiat płocki",2012,21.7
"17637",1420000,"Powiat płoński",2012,35.93
"17638",1421000,"Powiat pruszkowski",2012,9.6
"17639",1422000,"Powiat przasnyski",2012,7.42
"17640",1423000,"Powiat przysuski",2012,4.61
"17641",1424000,"Powiat pułtuski",2012,9.74
"17642",1425000,"Powiat radomski",2012,17.96
"17643",1426000,"Powiat siedlecki",2012,23.2
"17644",1427000,"Powiat sierpecki",2012,31.69
"17645",1428000,"Powiat sochaczewski",2012,22.32
"17646",1429000,"Powiat sokołowski",2012,21.26
"17647",1430000,"Powiat szydłowiecki",2012,14.74
"17648",1432000,"Powiat warszawski zachodni",2012,9.18
"17649",1433000,"Powiat węgrowski",2012,13.25
"17650",1434000,"Powiat wołomiński",2012,11.59
"17651",1435000,"Powiat wyszkowski",2012,23.04
"17652",1436000,"Powiat zwoleński",2012,18.87
"17653",1437000,"Powiat żuromiński",2012,12.41
"17654",1438000,"Powiat żyrardowski",2012,16.97
"17655",1461000,"Powiat m.Ostrołęka",2012,0
"17656",1462000,"Powiat m.Płock",2012,2.42
"17657",1463000,"Powiat m.Radom",2012,5.45
"17658",1464000,"Powiat m.Siedlce",2012,1.31
"17659",1465000,"Powiat m. st. Warszawa",2012,3.45
"17660",1601000,"Powiat brzeski",2012,4.33
"17661",1602000,"Powiat głubczycki",2012,6.24
"17662",1603000,"Powiat kędzierzyńsko-kozielski",2012,7.14
"17663",1604000,"Powiat kluczborski",2012,7.39
"17664",1605000,"Powiat krapkowicki",2012,12.19
"17665",1606000,"Powiat namysłowski",2012,11.61
"17666",1607000,"Powiat nyski",2012,9.87
"17667",1608000,"Powiat oleski",2012,18.17
"17668",1609000,"Powiat opolski",2012,8.25
"17669",1610000,"Powiat prudnicki",2012,8.71
"17670",1611000,"Powiat strzelecki",2012,6.53
"17671",1661000,"Powiat m.Opole",2012,1.64
"17672",1801000,"Powiat bieszczadzki",2012,17.87
"17673",1802000,"Powiat brzozowski",2012,10.52
"17674",1803000,"Powiat dębicki",2012,8.88
"17675",1804000,"Powiat jarosławski",2012,7.34
"17676",1805000,"Powiat jasielski",2012,8.64
"17677",1806000,"Powiat kolbuszowski",2012,6.37
"17678",1807000,"Powiat krośnieński",2012,9.84
"17679",1808000,"Powiat leżajski",2012,7.12
"17680",1809000,"Powiat lubaczowski",2012,3.48
"17681",1810000,"Powiat łańcucki",2012,11.29
"17682",1811000,"Powiat mielecki",2012,6.61
"17683",1812000,"Powiat niżański",2012,8.87
"17684",1813000,"Powiat przemyski",2012,8.12
"17685",1814000,"Powiat przeworski",2012,17.64
"17686",1815000,"Powiat ropczycko-sędziszowski",2012,8.19
"17687",1816000,"Powiat rzeszowski",2012,15.83
"17688",1817000,"Powiat sanocki",2012,7.28
"17689",1818000,"Powiat stalowowolski",2012,9.15
"17690",1819000,"Powiat strzyżowski",2012,16.06
"17691",1820000,"Powiat tarnobrzeski",2012,9.22
"17692",1821000,"Powiat leski",2012,0
"17693",1861000,"Powiat m.Krosno",2012,2.11
"17694",1862000,"Powiat m.Przemyśl",2012,0
"17695",1863000,"Powiat m.Rzeszów",2012,5.53
"17696",1864000,"Powiat m.Tarnobrzeg",2012,2.06
"17697",2001000,"Powiat augustowski",2012,16.69
"17698",2002000,"Powiat białostocki",2012,9.73
"17699",2003000,"Powiat bielski",2012,24.04
"17700",2004000,"Powiat grajewski",2012,4.05
"17701",2005000,"Powiat hajnowski",2012,12.95
"17702",2006000,"Powiat kolneński",2012,12.53
"17703",2007000,"Powiat łomżyński",2012,32.57
"17704",2008000,"Powiat moniecki",2012,9.39
"17705",2009000,"Powiat sejneński",2012,23.84
"17706",2010000,"Powiat siemiatycki",2012,10.5
"17707",2011000,"Powiat sokólski",2012,21.01
"17708",2012000,"Powiat suwalski",2012,11.07
"17709",2013000,"Powiat wysokomazowiecki",2012,8.43
"17710",2014000,"Powiat zambrowski",2012,24.45
"17711",2061000,"Powiat m.Białystok",2012,3.05
"17712",2062000,"Powiat m.Łomża",2012,0
"17713",2063000,"Powiat m.Suwałki",2012,7.21
"17714",2201000,"Powiat bytowski",2012,6.39
"17715",2202000,"Powiat chojnicki",2012,5.21
"17716",2203000,"Powiat człuchowski",2012,26.13
"17717",2204000,"Powiat gdański",2012,11.77
"17718",2205000,"Powiat kartuski",2012,10.63
"17719",2206000,"Powiat kościerski",2012,14.1
"17720",2207000,"Powiat kwidzyński",2012,5.96
"17721",2208000,"Powiat lęborski",2012,9.06
"17722",2209000,"Powiat malborski",2012,10.81
"17723",2210000,"Powiat nowodworski",2012,27.42
"17724",2211000,"Powiat pucki",2012,11.18
"17725",2212000,"Powiat słupski",2012,5.15
"17726",2213000,"Powiat starogardzki",2012,10.24
"17727",2214000,"Powiat tczewski",2012,4.32
"17728",2215000,"Powiat wejherowski",2012,8.38
"17729",2216000,"Powiat sztumski",2012,11.69
"17730",2261000,"Powiat m.Gdańsk",2012,4.34
"17731",2262000,"Powiat m.Gdynia",2012,5.23
"17732",2263000,"Powiat m.Słupsk",2012,1.05
"17733",2264000,"Powiat m.Sopot",2012,7.81
"17734",2401000,"Powiat będziński",2012,14.48
"17735",2402000,"Powiat bielski",2012,8.19
"17736",2403000,"Powiat cieszyński",2012,10.18
"17737",2404000,"Powiat częstochowski",2012,15.49
"17738",2405000,"Powiat gliwicki",2012,12.15
"17739",2406000,"Powiat kłobucki",2012,12.82
"17740",2407000,"Powiat lubliniecki",2012,7.76
"17741",2408000,"Powiat mikołowski",2012,12.64
"17742",2409000,"Powiat myszkowski",2012,22.22
"17743",2410000,"Powiat pszczyński",2012,4.61
"17744",2411000,"Powiat raciborski",2012,11.82
"17745",2412000,"Powiat rybnicki",2012,2.61
"17746",2413000,"Powiat tarnogórski",2012,7.94
"17747",2414000,"Powiat bieruńsko-lędziński",2012,10.31
"17748",2415000,"Powiat wodzisławski",2012,3.79
"17749",2416000,"Powiat zawierciański",2012,13.88
"17750",2417000,"Powiat żywiecki",2012,9.8
"17751",2461000,"Powiat m.Bielsko-Biała",2012,4.59
"17752",2462000,"Powiat m.Bytom",2012,4.56
"17753",2463000,"Powiat m.Chorzów",2012,3.59
"17754",2464000,"Powiat m.Częstochowa",2012,6.38
"17755",2465000,"Powiat m.Dąbrowa Górnicza",2012,8
"17756",2466000,"Powiat m.Gliwice",2012,7.51
"17757",2467000,"Powiat m.Jastrzębie-Zdrój",2012,1.09
"17758",2468000,"Powiat m.Jaworzno",2012,6.35
"17759",2469000,"Powiat m.Katowice",2012,6.49
"17760",2470000,"Powiat m.Mysłowice",2012,6.63
"17761",2471000,"Powiat m.Piekary Śląskie",2012,3.47
"17762",2472000,"Powiat m.Ruda Śląska",2012,5.61
"17763",2473000,"Powiat m.Rybnik",2012,2.13
"17764",2474000,"Powiat m.Siemianowice Śląskie",2012,4.3
"17765",2475000,"Powiat m.Sosnowiec",2012,2.33
"17766",2476000,"Powiat m.Świętochłowice",2012,0
"17767",2477000,"Powiat m.Tychy",2012,3.1
"17768",2478000,"Powiat m.Zabrze",2012,3.89
"17769",2479000,"Powiat m.Żory",2012,8.05
"17770",2601000,"Powiat buski",2012,17.55
"17771",2602000,"Powiat jędrzejowski",2012,26.03
"17772",2603000,"Powiat kazimierski",2012,5.65
"17773",2604000,"Powiat kielecki",2012,12.59
"17774",2605000,"Powiat konecki",2012,10.71
"17775",2606000,"Powiat opatowski",2012,21.73
"17776",2607000,"Powiat ostrowiecki",2012,4.33
"17777",2608000,"Powiat pińczowski",2012,12.18
"17778",2609000,"Powiat sandomierski",2012,18.6
"17779",2610000,"Powiat skarżyski",2012,7.61
"17780",2611000,"Powiat starachowicki",2012,8.51
"17781",2612000,"Powiat staszowski",2012,8.12
"17782",2613000,"Powiat włoszczowski",2012,4.29
"17783",2661000,"Powiat m.Kielce",2012,1.99
"17784",2801000,"Powiat bartoszycki",2012,8.21
"17785",2802000,"Powiat braniewski",2012,4.64
"17786",2803000,"Powiat działdowski",2012,10.49
"17787",2804000,"Powiat elbląski",2012,13.7
"17788",2805000,"Powiat ełcki",2012,5.62
"17789",2806000,"Powiat giżycki",2012,12.12
"17790",2807000,"Powiat iławski",2012,6.45
"17791",2808000,"Powiat kętrzyński",2012,6.04
