"","Kod","Nazwa","rok","ZASOBY_MIESZKANIOWE_przecietna_liczba_osob_na_1_izbe"
"39951",462000,"Powiat m.Grudziądz",2017,0.71
"39952",463000,"Powiat m.Toruń",2017,0.65
"39953",464000,"Powiat m.Włocławek",2017,0.71
"39954",601000,"Powiat bialski",2017,0.69
"39955",602000,"Powiat biłgorajski",2017,0.77
"39956",603000,"Powiat chełmski",2017,0.75
"39957",604000,"Powiat hrubieszowski",2017,0.76
"39958",605000,"Powiat janowski",2017,0.84
"39959",606000,"Powiat krasnostawski",2017,0.69
"39960",607000,"Powiat kraśnicki",2017,0.76
"39961",608000,"Powiat lubartowski",2017,0.74
"39962",609000,"Powiat lubelski",2017,0.71
"39963",610000,"Powiat łęczyński",2017,0.77
"39964",611000,"Powiat łukowski",2017,0.81
"39965",612000,"Powiat opolski",2017,0.78
"39966",613000,"Powiat parczewski",2017,0.69
"39967",614000,"Powiat puławski",2017,0.7
"39968",615000,"Powiat radzyński",2017,0.73
"39969",616000,"Powiat rycki",2017,0.73
"39970",617000,"Powiat świdnicki",2017,0.73
"39971",618000,"Powiat tomaszowski",2017,0.75
"39972",619000,"Powiat włodawski",2017,0.7
"39973",620000,"Powiat zamojski",2017,0.74
"39974",661000,"Powiat m.Biała Podlaska",2017,0.66
"39975",662000,"Powiat m.Chełm",2017,0.68
"39976",663000,"Powiat m.Lublin",2017,0.63
"39977",664000,"Powiat m.Zamość",2017,0.71
"39978",801000,"Powiat gorzowski",2017,0.71
"39979",802000,"Powiat krośnieński",2017,0.71
"39980",803000,"Powiat międzyrzecki",2017,0.71
"39981",804000,"Powiat nowosolski",2017,0.74
"39982",805000,"Powiat słubicki",2017,0.72
"39983",806000,"Powiat strzelecko-drezdenecki",2017,0.72
"39984",807000,"Powiat sulęciński",2017,0.69
"39985",808000,"Powiat świebodziński",2017,0.72
"39986",809000,"Powiat zielonogórski",2017,0.72
"39987",810000,"Powiat żagański",2017,0.71
"39988",811000,"Powiat żarski",2017,0.72
"39989",812000,"Powiat wschowski",2017,0.74
"39990",861000,"Powiat m.Gorzów Wielkopolski",2017,0.59
"39991",862000,"Powiat m.Zielona Góra",2017,0.62
"39992",1001000,"Powiat bełchatowski",2017,0.68
"39993",1002000,"Powiat kutnowski",2017,0.71
"39994",1003000,"Powiat łaski",2017,0.66
"39995",1004000,"Powiat łęczycki",2017,0.76
"39996",1005000,"Powiat łowicki",2017,0.68
"39997",1006000,"Powiat łódzki wschodni",2017,0.67
"39998",1007000,"Powiat opoczyński",2017,0.75
"39999",1008000,"Powiat pabianicki",2017,0.66
"40000",1009000,"Powiat pajęczański",2017,0.71
"40001",1010000,"Powiat piotrkowski",2017,0.7
"40002",1011000,"Powiat poddębicki",2017,0.68
"40003",1012000,"Powiat radomszczański",2017,0.69
"40004",1013000,"Powiat rawski",2017,0.77
"40005",1014000,"Powiat sieradzki",2017,0.75
"40006",1015000,"Powiat skierniewicki",2017,0.73
"40007",1016000,"Powiat tomaszowski",2017,0.69
"40008",1017000,"Powiat wieluński",2017,0.71
"40009",1018000,"Powiat wieruszowski",2017,0.68
"40010",1019000,"Powiat zduńskowolski",2017,0.72
"40011",1020000,"Powiat zgierski",2017,0.68
"40012",1021000,"Powiat brzeziński",2017,0.7
"40013",1061000,"Powiat m.Łódź",2017,0.63
"40014",1062000,"Powiat m.Piotrków Trybunalski",2017,0.67
"40015",1063000,"Powiat m.Skierniewice",2017,0.65
"40016",1201000,"Powiat bocheński",2017,0.74
"40017",1202000,"Powiat brzeski",2017,0.78
"40018",1203000,"Powiat chrzanowski",2017,0.71
"40019",1204000,"Powiat dąbrowski",2017,0.84
"40020",1205000,"Powiat gorlicki",2017,0.8
"40021",1206000,"Powiat krakowski",2017,0.71
"40022",1207000,"Powiat limanowski",2017,0.87
"40023",1208000,"Powiat miechowski",2017,0.73
"40024",1209000,"Powiat myślenicki",2017,0.81
"40025",1210000,"Powiat nowosądecki",2017,0.93
"40026",1211000,"Powiat nowotarski",2017,0.79
"40027",1212000,"Powiat olkuski",2017,0.71
"40028",1213000,"Powiat oświęcimski",2017,0.73
"40029",1214000,"Powiat proszowicki",2017,0.75
"40030",1215000,"Powiat suski",2017,0.74
"40031",1216000,"Powiat tarnowski",2017,0.83
"40032",1217000,"Powiat tatrzański",2017,0.58
"40033",1218000,"Powiat wadowicki",2017,0.78
"40034",1219000,"Powiat wielicki",2017,0.71
"40035",1261000,"Powiat m.Kraków",2017,0.64
"40036",1262000,"Powiat m.Nowy Sącz",2017,0.71
"40037",1263000,"Powiat m.Tarnów",2017,0.7
"40038",1401000,"Powiat białobrzeski",2017,0.74
"40039",1402000,"Powiat ciechanowski",2017,0.72
"40040",1403000,"Powiat garwoliński",2017,0.75
"40041",1404000,"Powiat gostyniński",2017,0.7
"40042",1405000,"Powiat grodziski",2017,0.62
"40043",1406000,"Powiat grójecki",2017,0.71
"40044",1407000,"Powiat kozienicki",2017,0.71
"40045",1408000,"Powiat legionowski",2017,0.61
"40046",1409000,"Powiat lipski",2017,0.7
"40047",1410000,"Powiat łosicki",2017,0.66
"40048",1411000,"Powiat makowski",2017,0.73
"40049",1412000,"Powiat miński",2017,0.69
"40050",1413000,"Powiat mławski",2017,0.73
"40051",1414000,"Powiat nowodworski",2017,0.69
"40052",1415000,"Powiat ostrołęcki",2017,0.79
"40053",1416000,"Powiat ostrowski",2017,0.73
"40054",1417000,"Powiat otwocki",2017,0.67
"40055",1418000,"Powiat piaseczyński",2017,0.59
"40056",1419000,"Powiat płocki",2017,0.73
"40057",1420000,"Powiat płoński",2017,0.74
"40058",1421000,"Powiat pruszkowski",2017,0.63
"40059",1422000,"Powiat przasnyski",2017,0.79
"40060",1423000,"Powiat przysuski",2017,0.77
"40061",1424000,"Powiat pułtuski",2017,0.69
"40062",1425000,"Powiat radomski",2017,0.85
"40063",1426000,"Powiat siedlecki",2017,0.73
"40064",1427000,"Powiat sierpecki",2017,0.76
"40065",1428000,"Powiat sochaczewski",2017,0.73
"40066",1429000,"Powiat sokołowski",2017,0.64
"40067",1430000,"Powiat szydłowiecki",2017,0.78
"40068",1432000,"Powiat warszawski zachodni",2017,0.57
"40069",1433000,"Powiat węgrowski",2017,0.68
"40070",1434000,"Powiat wołomiński",2017,0.7
"40071",1435000,"Powiat wyszkowski",2017,0.76
"40072",1436000,"Powiat zwoleński",2017,0.77
"40073",1437000,"Powiat żuromiński",2017,0.73
"40074",1438000,"Powiat żyrardowski",2017,0.7
"40075",1461000,"Powiat m.Ostrołęka",2017,0.67
"40076",1462000,"Powiat m.Płock",2017,0.67
"40077",1463000,"Powiat m.Radom",2017,0.75
"40078",1464000,"Powiat m.Siedlce",2017,0.65
"40079",1465000,"Powiat m. st. Warszawa",2017,0.59
"40080",1601000,"Powiat brzeski",2017,0.73
"40081",1602000,"Powiat głubczycki",2017,0.68
"40082",1603000,"Powiat kędzierzyńsko-kozielski",2017,0.65
"40083",1604000,"Powiat kluczborski",2017,0.71
"40084",1605000,"Powiat krapkowicki",2017,0.66
"40085",1606000,"Powiat namysłowski",2017,0.69
"40086",1607000,"Powiat nyski",2017,0.7
"40087",1608000,"Powiat oleski",2017,0.67
"40088",1609000,"Powiat opolski",2017,0.64
"40089",1610000,"Powiat prudnicki",2017,0.65
"40090",1611000,"Powiat strzelecki",2017,0.67
"40091",1661000,"Powiat m.Opole",2017,0.6
"40092",1801000,"Powiat bieszczadzki",2017,0.81
"40093",1802000,"Powiat brzozowski",2017,0.82
"40094",1803000,"Powiat dębicki",2017,0.85
"40095",1804000,"Powiat jarosławski",2017,0.83
"40096",1805000,"Powiat jasielski",2017,0.83
"40097",1806000,"Powiat kolbuszowski",2017,0.86
"40098",1807000,"Powiat krośnieński",2017,0.76
"40099",1808000,"Powiat leżajski",2017,0.85
"40100",1809000,"Powiat lubaczowski",2017,0.8
"40101",1810000,"Powiat łańcucki",2017,0.77
"40102",1811000,"Powiat mielecki",2017,0.81
"40103",1812000,"Powiat niżański",2017,0.78
"40104",1813000,"Powiat przemyski",2017,0.84
"40105",1814000,"Powiat przeworski",2017,0.8
"40106",1815000,"Powiat ropczycko-sędziszowski",2017,0.87
"40107",1816000,"Powiat rzeszowski",2017,0.78
"40108",1817000,"Powiat sanocki",2017,0.81
"40109",1818000,"Powiat stalowowolski",2017,0.76
"40110",1819000,"Powiat strzyżowski",2017,0.81
"40111",1820000,"Powiat tarnobrzeski",2017,0.81
"40112",1821000,"Powiat leski",2017,0.75
"40113",1861000,"Powiat m.Krosno",2017,0.67
"40114",1862000,"Powiat m.Przemyśl",2017,0.73
"40115",1863000,"Powiat m.Rzeszów",2017,0.65
"40116",1864000,"Powiat m.Tarnobrzeg",2017,0.73
"40117",2001000,"Powiat augustowski",2017,0.69
"40118",2002000,"Powiat białostocki",2017,0.62
"40119",2003000,"Powiat bielski",2017,0.56
"40120",2004000,"Powiat grajewski",2017,0.76
"40121",2005000,"Powiat hajnowski",2017,0.51
"40122",2006000,"Powiat kolneński",2017,0.85
"40123",2007000,"Powiat łomżyński",2017,0.74
"40124",2008000,"Powiat moniecki",2017,0.69
"40125",2009000,"Powiat sejneński",2017,0.64
"40126",2010000,"Powiat siemiatycki",2017,0.58
"40127",2011000,"Powiat sokólski",2017,0.65
"40128",2012000,"Powiat suwalski",2017,0.71
"40129",2013000,"Powiat wysokomazowiecki",2017,0.69
"40130",2014000,"Powiat zambrowski",2017,0.73
"40131",2061000,"Powiat m.Białystok",2017,0.64
"40132",2062000,"Powiat m.Łomża",2017,0.69
"40133",2063000,"Powiat m.Suwałki",2017,0.72
"40134",2201000,"Powiat bytowski",2017,0.83
"40135",2202000,"Powiat chojnicki",2017,0.78
"40136",2203000,"Powiat człuchowski",2017,0.78
"40137",2204000,"Powiat gdański",2017,0.72
"40138",2205000,"Powiat kartuski",2017,0.8
"40139",2206000,"Powiat kościerski",2017,0.76
"40140",2207000,"Powiat kwidzyński",2017,0.83
"40141",2208000,"Powiat lęborski",2017,0.75
"40142",2209000,"Powiat malborski",2017,0.78
"40143",2210000,"Powiat nowodworski",2017,0.65
"40144",2211000,"Powiat pucki",2017,0.61
"40145",2212000,"Powiat słupski",2017,0.75
"40146",2213000,"Powiat starogardzki",2017,0.79
"40147",2214000,"Powiat tczewski",2017,0.83
"40148",2215000,"Powiat wejherowski",2017,0.78
"40149",2216000,"Powiat sztumski",2017,0.84
"40150",2261000,"Powiat m.Gdańsk",2017,0.63
"40151",2262000,"Powiat m.Gdynia",2017,0.63
"40152",2263000,"Powiat m.Słupsk",2017,0.66
"40153",2264000,"Powiat m.Sopot",2017,0.55
"40154",2401000,"Powiat będziński",2017,0.64
"40155",2402000,"Powiat bielski",2017,0.73
"40156",2403000,"Powiat cieszyński",2017,0.63
"40157",2404000,"Powiat częstochowski",2017,0.7
"40158",2405000,"Powiat gliwicki",2017,0.72
"40159",2406000,"Powiat kłobucki",2017,0.71
"40160",2407000,"Powiat lubliniecki",2017,0.66
"40161",2408000,"Powiat mikołowski",2017,0.67
"40162",2409000,"Powiat myszkowski",2017,0.64
"40163",2410000,"Powiat pszczyński",2017,0.72
"40164",2411000,"Powiat raciborski",2017,0.68
"40165",2412000,"Powiat rybnicki",2017,0.69
"40166",2413000,"Powiat tarnogórski",2017,0.66
"40167",2414000,"Powiat bieruńsko-lędziński",2017,0.7
"40168",2415000,"Powiat wodzisławski",2017,0.7
"40169",2416000,"Powiat zawierciański",2017,0.66
"40170",2417000,"Powiat żywiecki",2017,0.7
"40171",2461000,"Powiat m.Bielsko-Biała",2017,0.66
"40172",2462000,"Powiat m.Bytom",2017,0.72
"40173",2463000,"Powiat m.Chorzów",2017,0.68
"40174",2464000,"Powiat m.Częstochowa",2017,0.67
"40175",2465000,"Powiat m.Dąbrowa Górnicza",2017,0.71
"40176",2466000,"Powiat m.Gliwice",2017,0.66
"40177",2467000,"Powiat m.Jastrzębie-Zdrój",2017,0.76
"40178",2468000,"Powiat m.Jaworzno",2017,0.73
"40179",2469000,"Powiat m.Katowice",2017,0.62
"40180",2470000,"Powiat m.Mysłowice",2017,0.71
"40181",2471000,"Powiat m.Piekary Śląskie",2017,0.7
"40182",2472000,"Powiat m.Ruda Śląska",2017,0.74
"40183",2473000,"Powiat m.Rybnik",2017,0.71
"40184",2474000,"Powiat m.Siemianowice Śląskie",2017,0.68
"40185",2475000,"Powiat m.Sosnowiec",2017,0.68
"40186",2476000,"Powiat m.Świętochłowice",2017,0.73
"40187",2477000,"Powiat m.Tychy",2017,0.7
"40188",2478000,"Powiat m.Zabrze",2017,0.76
"40189",2479000,"Powiat m.Żory",2017,0.8
"40190",2601000,"Powiat buski",2017,0.7
"40191",2602000,"Powiat jędrzejowski",2017,0.74
"40192",2603000,"Powiat kazimierski",2017,0.73
"40193",2604000,"Powiat kielecki",2017,0.82
"40194",2605000,"Powiat konecki",2017,0.74
"40195",2606000,"Powiat opatowski",2017,0.79
"40196",2607000,"Powiat ostrowiecki",2017,0.74
"40197",2608000,"Powiat pińczowski",2017,0.69
"40198",2609000,"Powiat sandomierski",2017,0.76
"40199",2610000,"Powiat skarżyski",2017,0.69
"40200",2611000,"Powiat starachowicki",2017,0.76
"40201",2612000,"Powiat staszowski",2017,0.74
"40202",2613000,"Powiat włoszczowski",2017,0.72
"40203",2661000,"Powiat m.Kielce",2017,0.7
"40204",2801000,"Powiat bartoszycki",2017,0.76
"40205",2802000,"Powiat braniewski",2017,0.79
"40206",2803000,"Powiat działdowski",2017,0.75
"40207",2804000,"Powiat elbląski",2017,0.81
"40208",2805000,"Powiat ełcki",2017,0.75
"40209",2806000,"Powiat giżycki",2017,0.71
"40210",2807000,"Powiat iławski",2017,0.79
"40211",2808000,"Powiat kętrzyński",2017,0.75
"40212",2809000,"Powiat lidzbarski",2017,0.75
"40213",2810000,"Powiat mrągowski",2017,0.7
"40214",2811000,"Powiat nidzicki",2017,0.8
"40215",2812000,"Powiat nowomiejski",2017,0.78
"40216",2813000,"Powiat olecki",2017,0.76
"40217",2814000,"Powiat olsztyński",2017,0.72
"40218",2815000,"Powiat ostródzki",2017,0.77
"40219",2816000,"Powiat piski",2017,0.76
"40220",2817000,"Powiat szczycieński",2017,0.75
"40221",2818000,"Powiat gołdapski",2017,0.76
"40222",2819000,"Powiat węgorzewski",2017,0.7
"40223",2861000,"Powiat m.Elbląg",2017,0.74
"40224",2862000,"Powiat m.Olsztyn",2017,0.64
"40225",3001000,"Powiat chodzieski",2017,0.76
"40226",3002000,"Powiat czarnkowsko-trzcianecki",2017,0.76
"40227",3003000,"Powiat gnieźnieński",2017,0.77
"40228",3004000,"Powiat gostyński",2017,0.79
"40229",3005000,"Powiat grodziski",2017,0.79
"40230",3006000,"Powiat jarociński",2017,0.77
"40231",3007000,"Powiat kaliski",2017,0.78
"40232",3008000,"Powiat kępiński",2017,0.71
"40233",3009000,"Powiat kolski",2017,0.74
"40234",3010000,"Powiat koniński",2017,0.77
"40235",3011000,"Powiat kościański",2017,0.77
"40236",3012000,"Powiat krotoszyński",2017,0.75
"40237",3013000,"Powiat leszczyński",2017,0.74
"40238",3014000,"Powiat międzychodzki",2017,0.73
"40239",3015000,"Powiat nowotomyski",2017,0.74
"40240",3016000,"Powiat obornicki",2017,0.77
"40241",3017000,"Powiat ostrowski",2017,0.73
"40242",3018000,"Powiat ostrzeszowski",2017,0.7
"40243",3019000,"Powiat pilski",2017,0.75
"40244",3020000,"Powiat pleszewski",2017,0.76
"40245",3021000,"Powiat poznański",2017,0.67
"40246",3022000,"Powiat rawicki",2017,0.74
"40247",3023000,"Powiat słupecki",2017,0.75
"40248",3024000,"Powiat szamotulski",2017,0.74
"40249",3025000,"Powiat średzki",2017,0.77
"40250",3026000,"Powiat śremski",2017,0.78
"40251",3027000,"Powiat turecki",2017,0.75
"40252",3028000,"Powiat wągrowiecki",2017,0.78
"40253",3029000,"Powiat wolsztyński",2017,0.78
"40254",3030000,"Powiat wrzesiński",2017,0.71
"40255",3031000,"Powiat złotowski",2017,0.77
"40256",3061000,"Powiat m.Kalisz",2017,0.68
"40257",3062000,"Powiat m.Konin",2017,0.68
"40258",3063000,"Powiat m.Leszno",2017,0.66
"40259",3064000,"Powiat m.Poznań",2017,0.6
"40260",3201000,"Powiat białogardzki",2017,0.75
"40261",3202000,"Powiat choszczeński",2017,0.76
"40262",3203000,"Powiat drawski",2017,0.74
"40263",3204000,"Powiat goleniowski",2017,0.75
"40264",3205000,"Powiat gryficki",2017,0.72
"40265",3206000,"Powiat gryfiński",2017,0.77
"40266",3207000,"Powiat kamieński",2017,0.57
"40267",3208000,"Powiat kołobrzeski",2017,0.57
"40268",3209000,"Powiat koszaliński",2017,0.66
"40269",3210000,"Powiat myśliborski",2017,0.75
"40270",3211000,"Powiat policki",2017,0.62
"40271",3212000,"Powiat pyrzycki",2017,0.8
"40272",3213000,"Powiat sławieński",2017,0.71
"40273",3214000,"Powiat stargardzki",2017,0.76
"40274",3215000,"Powiat szczecinecki",2017,0.74
"40275",3216000,"Powiat świdwiński",2017,0.75
"40276",3217000,"Powiat wałecki",2017,0.74
"40277",3218000,"Powiat łobeski",2017,0.77
"40278",3261000,"Powiat m.Koszalin",2017,0.64
"40279",3262000,"Powiat m.Szczecin",2017,0.63
"40280",3263000,"Powiat m.Świnoujście",2017,0.53
"40281",201000,"Powiat bolesławiecki",2018,0.69
"40282",202000,"Powiat dzierżoniowski",2018,0.73
"40283",203000,"Powiat głogowski",2018,0.72
"40284",204000,"Powiat górowski",2018,0.73
"40285",205000,"Powiat jaworski",2018,0.71
"40286",206000,"Powiat jeleniogórski",2018,0.62
"40287",207000,"Powiat kamiennogórski",2018,0.75
"40288",208000,"Powiat kłodzki",2018,0.69
"40289",209000,"Powiat legnicki",2018,0.69
"40290",210000,"Powiat lubański",2018,0.68
"40291",211000,"Powiat lubiński",2018,0.69
"40292",212000,"Powiat lwówecki",2018,0.68
"40293",213000,"Powiat milicki",2018,0.74
"40294",214000,"Powiat oleśnicki",2018,0.72
"40295",215000,"Powiat oławski",2018,0.67
"40296",216000,"Powiat polkowicki",2018,0.73
"40297",217000,"Powiat strzeliński",2018,0.7
"40298",218000,"Powiat średzki",2018,0.67
"40299",219000,"Powiat świdnicki",2018,0.71
"40300",220000,"Powiat trzebnicki",2018,0.71
"40301",221000,"Powiat wałbrzyski",2018,0.74
"40302",222000,"Powiat wołowski",2018,0.7
"40303",223000,"Powiat wrocławski",2018,0.56
"40304",224000,"Powiat ząbkowicki",2018,0.7
"40305",225000,"Powiat zgorzelecki",2018,0.68
"40306",226000,"Powiat złotoryjski",2018,0.7
"40307",261000,"Powiat m.Jelenia Góra",2018,0.63
"40308",262000,"Powiat m.Legnica",2018,0.67
"40309",264000,"Powiat m.Wrocław",2018,0.52
"40310",265000,"Powiat m.Wałbrzych od 2013",2018,0.71
"40311",401000,"Powiat aleksandrowski",2018,0.68
"40312",402000,"Powiat brodnicki",2018,0.74
"40313",403000,"Powiat bydgoski",2018,0.71
"40314",404000,"Powiat chełmiński",2018,0.82
"40315",405000,"Powiat golubsko-dobrzyński",2018,0.78
"40316",406000,"Powiat grudziądzki",2018,0.8
"40317",407000,"Powiat inowrocławski",2018,0.76
"40318",408000,"Powiat lipnowski",2018,0.82
"40319",409000,"Powiat mogileński",2018,0.78
"40320",410000,"Powiat nakielski",2018,0.84
"40321",411000,"Powiat radziejowski",2018,0.78
"40322",412000,"Powiat rypiński",2018,0.78
"40323",413000,"Powiat sępoleński",2018,0.82
"40324",414000,"Powiat świecki",2018,0.78
"40325",415000,"Powiat toruński",2018,0.76
"40326",416000,"Powiat tucholski",2018,0.75
"40327",417000,"Powiat wąbrzeski",2018,0.78
"40328",418000,"Powiat włocławski",2018,0.79
"40329",419000,"Powiat żniński",2018,0.8
"40330",461000,"Powiat m.Bydgoszcz",2018,0.68
"40331",462000,"Powiat m.Grudziądz",2018,0.7
"40332",463000,"Powiat m.Toruń",2018,0.64
"40333",464000,"Powiat m.Włocławek",2018,0.7
"40334",601000,"Powiat bialski",2018,0.68
"40335",602000,"Powiat biłgorajski",2018,0.76
"40336",603000,"Powiat chełmski",2018,0.74
"40337",604000,"Powiat hrubieszowski",2018,0.75
"40338",605000,"Powiat janowski",2018,0.84
"40339",606000,"Powiat krasnostawski",2018,0.68
"40340",607000,"Powiat kraśnicki",2018,0.76
"40341",608000,"Powiat lubartowski",2018,0.73
"40342",609000,"Powiat lubelski",2018,0.7
"40343",610000,"Powiat łęczyński",2018,0.76
"40344",611000,"Powiat łukowski",2018,0.8
"40345",612000,"Powiat opolski",2018,0.77
"40346",613000,"Powiat parczewski",2018,0.68
"40347",614000,"Powiat puławski",2018,0.69
"40348",615000,"Powiat radzyński",2018,0.72
"40349",616000,"Powiat rycki",2018,0.72
"40350",617000,"Powiat świdnicki",2018,0.72
"40351",618000,"Powiat tomaszowski",2018,0.74
"40352",619000,"Powiat włodawski",2018,0.69
"40353",620000,"Powiat zamojski",2018,0.73
"40354",661000,"Powiat m.Biała Podlaska",2018,0.65
"40355",662000,"Powiat m.Chełm",2018,0.67
"40356",663000,"Powiat m.Lublin",2018,0.62
"40357",664000,"Powiat m.Zamość",2018,0.7
"40358",801000,"Powiat gorzowski",2018,0.7
"40359",802000,"Powiat krośnieński",2018,0.7
"40360",803000,"Powiat międzyrzecki",2018,0.71
"40361",804000,"Powiat nowosolski",2018,0.73
"40362",805000,"Powiat słubicki",2018,0.71
"40363",806000,"Powiat strzelecko-drezdenecki",2018,0.72
"40364",807000,"Powiat sulęciński",2018,0.69
"40365",808000,"Powiat świebodziński",2018,0.71
"40366",809000,"Powiat zielonogórski",2018,0.71
"40367",810000,"Powiat żagański",2018,0.7
"40368",811000,"Powiat żarski",2018,0.71
"40369",812000,"Powiat wschowski",2018,0.73
"40370",861000,"Powiat m.Gorzów Wielkopolski",2018,0.59
"40371",862000,"Powiat m.Zielona Góra",2018,0.61
"40372",1001000,"Powiat bełchatowski",2018,0.67
"40373",1002000,"Powiat kutnowski",2018,0.7
"40374",1003000,"Powiat łaski",2018,0.66
"40375",1004000,"Powiat łęczycki",2018,0.75
"40376",1005000,"Powiat łowicki",2018,0.67
"40377",1006000,"Powiat łódzki wschodni",2018,0.67
"40378",1007000,"Powiat opoczyński",2018,0.74
"40379",1008000,"Powiat pabianicki",2018,0.65
"40380",1009000,"Powiat pajęczański",2018,0.7
"40381",1010000,"Powiat piotrkowski",2018,0.7
"40382",1011000,"Powiat poddębicki",2018,0.67
"40383",1012000,"Powiat radomszczański",2018,0.68
"40384",1013000,"Powiat rawski",2018,0.76
"40385",1014000,"Powiat sieradzki",2018,0.74
"40386",1015000,"Powiat skierniewicki",2018,0.72
"40387",1016000,"Powiat tomaszowski",2018,0.68
"40388",1017000,"Powiat wieluński",2018,0.7
"40389",1018000,"Powiat wieruszowski",2018,0.68
"40390",1019000,"Powiat zduńskowolski",2018,0.71
"40391",1020000,"Powiat zgierski",2018,0.68
"40392",1021000,"Powiat brzeziński",2018,0.69
"40393",1061000,"Powiat m.Łódź",2018,0.62
"40394",1062000,"Powiat m.Piotrków Trybunalski",2018,0.66
"40395",1063000,"Powiat m.Skierniewice",2018,0.65
"40396",1201000,"Powiat bocheński",2018,0.74
"40397",1202000,"Powiat brzeski",2018,0.77
"40398",1203000,"Powiat chrzanowski",2018,0.71
"40399",1204000,"Powiat dąbrowski",2018,0.83
"40400",1205000,"Powiat gorlicki",2018,0.79
"40401",1206000,"Powiat krakowski",2018,0.7
"40402",1207000,"Powiat limanowski",2018,0.86
"40403",1208000,"Powiat miechowski",2018,0.72
"40404",1209000,"Powiat myślenicki",2018,0.8
"40405",1210000,"Powiat nowosądecki",2018,0.94
"40406",1211000,"Powiat nowotarski",2018,0.78
"40407",1212000,"Powiat olkuski",2018,0.7
"40408",1213000,"Powiat oświęcimski",2018,0.72
"40409",1214000,"Powiat proszowicki",2018,0.74
"40410",1215000,"Powiat suski",2018,0.73
"40411",1216000,"Powiat tarnowski",2018,0.82
"40412",1217000,"Powiat tatrzański",2018,0.58
"40413",1218000,"Powiat wadowicki",2018,0.77
"40414",1219000,"Powiat wielicki",2018,0.7
"40415",1261000,"Powiat m.Kraków",2018,0.63
"40416",1262000,"Powiat m.Nowy Sącz",2018,0.71
"40417",1263000,"Powiat m.Tarnów",2018,0.69
"40418",1401000,"Powiat białobrzeski",2018,0.73
"40419",1402000,"Powiat ciechanowski",2018,0.71
"40420",1403000,"Powiat garwoliński",2018,0.74
"40421",1404000,"Powiat gostyniński",2018,0.69
"40422",1405000,"Powiat grodziski",2018,0.61
"40423",1406000,"Powiat grójecki",2018,0.7
"40424",1407000,"Powiat kozienicki",2018,0.7
"40425",1408000,"Powiat legionowski",2018,0.6
"40426",1409000,"Powiat lipski",2018,0.69
"40427",1410000,"Powiat łosicki",2018,0.65
"40428",1411000,"Powiat makowski",2018,0.72
"40429",1412000,"Powiat miński",2018,0.69
"40430",1413000,"Powiat mławski",2018,0.73
"40431",1414000,"Powiat nowodworski",2018,0.69
"40432",1415000,"Powiat ostrołęcki",2018,0.78
"40433",1416000,"Powiat ostrowski",2018,0.72
"40434",1417000,"Powiat otwocki",2018,0.67
"40435",1418000,"Powiat piaseczyński",2018,0.58
"40436",1419000,"Powiat płocki",2018,0.72
"40437",1420000,"Powiat płoński",2018,0.73
"40438",1421000,"Powiat pruszkowski",2018,0.63
"40439",1422000,"Powiat przasnyski",2018,0.79
"40440",1423000,"Powiat przysuski",2018,0.76
"40441",1424000,"Powiat pułtuski",2018,0.69
"40442",1425000,"Powiat radomski",2018,0.84
"40443",1426000,"Powiat siedlecki",2018,0.73
"40444",1427000,"Powiat sierpecki",2018,0.75
"40445",1428000,"Powiat sochaczewski",2018,0.72
"40446",1429000,"Powiat sokołowski",2018,0.63
"40447",1430000,"Powiat szydłowiecki",2018,0.77
"40448",1432000,"Powiat warszawski zachodni",2018,0.56
"40449",1433000,"Powiat węgrowski",2018,0.68
"40450",1434000,"Powiat wołomiński",2018,0.7
"40451",1435000,"Powiat wyszkowski",2018,0.75
"40452",1436000,"Powiat zwoleński",2018,0.75
"40453",1437000,"Powiat żuromiński",2018,0.72
"40454",1438000,"Powiat żyrardowski",2018,0.69
"40455",1461000,"Powiat m.Ostrołęka",2018,0.66
"40456",1462000,"Powiat m.Płock",2018,0.66
"40457",1463000,"Powiat m.Radom",2018,0.74
"40458",1464000,"Powiat m.Siedlce",2018,0.65
"40459",1465000,"Powiat m. st. Warszawa",2018,0.58
"40460",1601000,"Powiat brzeski",2018,0.73
"40461",1602000,"Powiat głubczycki",2018,0.67
"40462",1603000,"Powiat kędzierzyńsko-kozielski",2018,0.64
"40463",1604000,"Powiat kluczborski",2018,0.7
"40464",1605000,"Powiat krapkowicki",2018,0.66
"40465",1606000,"Powiat namysłowski",2018,0.67
"40466",1607000,"Powiat nyski",2018,0.7
"40467",1608000,"Powiat oleski",2018,0.66
"40468",1609000,"Powiat opolski",2018,0.64
"40469",1610000,"Powiat prudnicki",2018,0.64
"40470",1611000,"Powiat strzelecki",2018,0.67
"40471",1661000,"Powiat m.Opole",2018,0.59
"40472",1801000,"Powiat bieszczadzki",2018,0.8
"40473",1802000,"Powiat brzozowski",2018,0.81
"40474",1803000,"Powiat dębicki",2018,0.84
"40475",1804000,"Powiat jarosławski",2018,0.82
"40476",1805000,"Powiat jasielski",2018,0.82
"40477",1806000,"Powiat kolbuszowski",2018,0.86
"40478",1807000,"Powiat krośnieński",2018,0.76
"40479",1808000,"Powiat leżajski",2018,0.84
"40480",1809000,"Powiat lubaczowski",2018,0.79
"40481",1810000,"Powiat łańcucki",2018,0.77
"40482",1811000,"Powiat mielecki",2018,0.8
"40483",1812000,"Powiat niżański",2018,0.77
