"","Kod","Nazwa","rok","ZASOBY_MIESZKANIOWE_przecietna_liczba_osob_na_1_izbe"
"35582",2209000,"Powiat malborski",2005,0.86
"35583",2210000,"Powiat nowodworski",2005,0.79
"35584",2211000,"Powiat pucki",2005,0.73
"35585",2212000,"Powiat słupski",2005,0.85
"35586",2213000,"Powiat starogardzki",2005,0.85
"35587",2214000,"Powiat tczewski",2005,0.9
"35588",2215000,"Powiat wejherowski",2005,0.87
"35589",2216000,"Powiat sztumski",2005,0.91
"35590",2261000,"Powiat m.Gdańsk",2005,0.79
"35591",2262000,"Powiat m.Gdynia",2005,0.75
"35592",2263000,"Powiat m.Słupsk",2005,0.78
"35593",2264000,"Powiat m.Sopot",2005,0.67
"35594",2401000,"Powiat będziński",2005,0.71
"35595",2402000,"Powiat bielski",2005,0.77
"35596",2403000,"Powiat cieszyński",2005,0.69
"35597",2404000,"Powiat częstochowski",2005,0.79
"35598",2405000,"Powiat gliwicki",2005,0.77
"35599",2406000,"Powiat kłobucki",2005,0.8
"35600",2407000,"Powiat lubliniecki",2005,0.76
"35601",2408000,"Powiat mikołowski",2005,0.73
"35602",2409000,"Powiat myszkowski",2005,0.75
"35603",2410000,"Powiat pszczyński",2005,0.79
"35604",2411000,"Powiat raciborski",2005,0.75
"35605",2412000,"Powiat rybnicki",2005,0.73
"35606",2413000,"Powiat tarnogórski",2005,0.75
"35607",2414000,"Powiat bieruńsko-lędziński",2005,0.78
"35608",2415000,"Powiat wodzisławski",2005,0.73
"35609",2416000,"Powiat zawierciański",2005,0.74
"35610",2417000,"Powiat żywiecki",2005,0.79
"35611",2461000,"Powiat m.Bielsko-Biała",2005,0.77
"35612",2462000,"Powiat m.Bytom",2005,0.82
"35613",2463000,"Powiat m.Chorzów",2005,0.77
"35614",2464000,"Powiat m.Częstochowa",2005,0.8
"35615",2465000,"Powiat m.Dąbrowa Górnicza",2005,0.78
"35616",2466000,"Powiat m.Gliwice",2005,0.78
"35617",2467000,"Powiat m.Jastrzębie-Zdrój",2005,0.87
"35618",2468000,"Powiat m.Jaworzno",2005,0.84
"35619",2469000,"Powiat m.Katowice",2005,0.73
"35620",2470000,"Powiat m.Mysłowice",2005,0.79
"35621",2471000,"Powiat m.Piekary Śląskie",2005,0.75
"35622",2472000,"Powiat m.Ruda Śląska",2005,0.82
"35623",2473000,"Powiat m.Rybnik",2005,0.78
"35624",2474000,"Powiat m.Siemianowice Śląskie",2005,0.78
"35625",2475000,"Powiat m.Sosnowiec",2005,0.78
"35626",2476000,"Powiat m.Świętochłowice",2005,0.83
"35627",2477000,"Powiat m.Tychy",2005,0.82
"35628",2478000,"Powiat m.Zabrze",2005,0.89
"35629",2479000,"Powiat m.Żory",2005,0.93
"35630",2601000,"Powiat buski",2005,0.81
"35631",2602000,"Powiat jędrzejowski",2005,0.86
"35632",2603000,"Powiat kazimierski",2005,0.83
"35633",2604000,"Powiat kielecki",2005,0.94
"35634",2605000,"Powiat konecki",2005,0.85
"35635",2606000,"Powiat opatowski",2005,0.92
"35636",2607000,"Powiat ostrowiecki",2005,0.82
"35637",2608000,"Powiat pińczowski",2005,0.81
"35638",2609000,"Powiat sandomierski",2005,0.88
"35639",2610000,"Powiat skarżyski",2005,0.8
"35640",2611000,"Powiat starachowicki",2005,0.87
"35641",2612000,"Powiat staszowski",2005,0.86
"35642",2613000,"Powiat włoszczowski",2005,0.87
"35643",2661000,"Powiat m.Kielce",2005,0.82
"35644",2801000,"Powiat bartoszycki",2005,0.86
"35645",2802000,"Powiat braniewski",2005,0.9
"35646",2803000,"Powiat działdowski",2005,0.85
"35647",2804000,"Powiat elbląski",2005,0.91
"35648",2805000,"Powiat ełcki",2005,0.84
"35649",2806000,"Powiat giżycki",2005,0.78
"35650",2807000,"Powiat iławski",2005,0.9
"35651",2808000,"Powiat kętrzyński",2005,0.83
"35652",2809000,"Powiat lidzbarski",2005,0.84
"35653",2810000,"Powiat mrągowski",2005,0.79
"35654",2811000,"Powiat nidzicki",2005,0.9
"35655",2812000,"Powiat nowomiejski",2005,0.87
"35656",2813000,"Powiat olecki",2005,0.84
"35657",2814000,"Powiat olsztyński",2005,0.86
"35658",2815000,"Powiat ostródzki",2005,0.88
"35659",2816000,"Powiat piski",2005,0.87
"35660",2817000,"Powiat szczycieński",2005,0.88
"35661",2818000,"Powiat gołdapski",2005,0.84
"35662",2819000,"Powiat węgorzewski",2005,0.8
"35663",2861000,"Powiat m.Elbląg",2005,0.84
"35664",2862000,"Powiat m.Olsztyn",2005,0.76
"35665",3001000,"Powiat chodzieski",2005,0.84
"35666",3002000,"Powiat czarnkowsko-trzcianecki",2005,0.85
"35667",3003000,"Powiat gnieźnieński",2005,0.89
"35668",3004000,"Powiat gostyński",2005,0.88
"35669",3005000,"Powiat grodziski",2005,0.88
"35670",3006000,"Powiat jarociński",2005,0.85
"35671",3007000,"Powiat kaliski",2005,0.9
"35672",3008000,"Powiat kępiński",2005,0.82
"35673",3009000,"Powiat kolski",2005,0.82
"35674",3010000,"Powiat koniński",2005,0.88
"35675",3011000,"Powiat kościański",2005,0.87
"35676",3012000,"Powiat krotoszyński",2005,0.84
"35677",3013000,"Powiat leszczyński",2005,0.87
"35678",3014000,"Powiat międzychodzki",2005,0.84
"35679",3015000,"Powiat nowotomyski",2005,0.84
"35680",3016000,"Powiat obornicki",2005,0.87
"35681",3017000,"Powiat ostrowski",2005,0.82
"35682",3018000,"Powiat ostrzeszowski",2005,0.8
"35683",3019000,"Powiat pilski",2005,0.85
"35684",3020000,"Powiat pleszewski",2005,0.87
"35685",3021000,"Powiat poznański",2005,0.79
"35686",3022000,"Powiat rawicki",2005,0.83
"35687",3023000,"Powiat słupecki",2005,0.85
"35688",3024000,"Powiat szamotulski",2005,0.86
"35689",3025000,"Powiat średzki",2005,0.88
"35690",3026000,"Powiat śremski",2005,0.9
"35691",3027000,"Powiat turecki",2005,0.85
"35692",3028000,"Powiat wągrowiecki",2005,0.87
"35693",3029000,"Powiat wolsztyński",2005,0.85
"35694",3030000,"Powiat wrzesiński",2005,0.84
"35695",3031000,"Powiat złotowski",2005,0.85
"35696",3061000,"Powiat m.Kalisz",2005,0.8
"35697",3062000,"Powiat m.Konin",2005,0.78
"35698",3063000,"Powiat m.Leszno",2005,0.75
"35699",3064000,"Powiat m.Poznań",2005,0.74
"35700",3201000,"Powiat białogardzki",2005,0.83
"35701",3202000,"Powiat choszczeński",2005,0.85
"35702",3203000,"Powiat drawski",2005,0.83
"35703",3204000,"Powiat goleniowski",2005,0.84
"35704",3205000,"Powiat gryficki",2005,0.81
"35705",3206000,"Powiat gryfiński",2005,0.86
"35706",3207000,"Powiat kamieński",2005,0.72
"35707",3208000,"Powiat kołobrzeski",2005,0.72
"35708",3209000,"Powiat koszaliński",2005,0.82
"35709",3210000,"Powiat myśliborski",2005,0.83
"35710",3211000,"Powiat policki",2005,0.8
"35711",3212000,"Powiat pyrzycki",2005,0.88
"35712",3213000,"Powiat sławieński",2005,0.81
"35713",3214000,"Powiat stargardzki",2005,0.86
"35714",3215000,"Powiat szczecinecki",2005,0.79
"35715",3216000,"Powiat świdwiński",2005,0.83
"35716",3217000,"Powiat wałecki",2005,0.82
"35717",3218000,"Powiat łobeski",2005,0.83
"35718",3261000,"Powiat m.Koszalin",2005,0.76
"35719",3262000,"Powiat m.Szczecin",2005,0.77
"35720",3263000,"Powiat m.Świnoujście",2005,0.75
"35721",201000,"Powiat bolesławiecki",2006,0.76
"35722",202000,"Powiat dzierżoniowski",2006,0.8
"35723",203000,"Powiat głogowski",2006,0.82
"35724",204000,"Powiat górowski",2006,0.83
"35725",205000,"Powiat jaworski",2006,0.8
"35726",206000,"Powiat jeleniogórski",2006,0.73
"35727",207000,"Powiat kamiennogórski",2006,0.87
"35728",208000,"Powiat kłodzki",2006,0.78
"35729",209000,"Powiat legnicki",2006,0.78
"35730",210000,"Powiat lubański",2006,0.76
"35731",211000,"Powiat lubiński",2006,0.8
"35732",212000,"Powiat lwówecki",2006,0.74
"35733",213000,"Powiat milicki",2006,0.86
"35734",214000,"Powiat oleśnicki",2006,0.86
"35735",215000,"Powiat oławski",2006,0.83
"35736",216000,"Powiat polkowicki",2006,0.83
"35737",217000,"Powiat strzeliński",2006,0.82
"35738",218000,"Powiat średzki",2006,0.81
"35739",219000,"Powiat świdnicki",2006,0.81
"35740",220000,"Powiat trzebnicki",2006,0.81
"35741",221000,"Powiat wałbrzyski",2006,0.82
"35742",222000,"Powiat wołowski",2006,0.79
"35743",223000,"Powiat wrocławski",2006,0.76
"35744",224000,"Powiat ząbkowicki",2006,0.79
"35745",225000,"Powiat zgorzelecki",2006,0.76
"35746",226000,"Powiat złotoryjski",2006,0.8
"35747",261000,"Powiat m.Jelenia Góra",2006,0.74
"35748",262000,"Powiat m.Legnica",2006,0.75
"35749",264000,"Powiat m.Wrocław",2006,0.76
"35750",265000,"Powiat m.Wałbrzych od 2013",2006,NA
"35751",401000,"Powiat aleksandrowski",2006,0.78
"35752",402000,"Powiat brodnicki",2006,0.85
"35753",403000,"Powiat bydgoski",2006,0.85
"35754",404000,"Powiat chełmiński",2006,0.91
"35755",405000,"Powiat golubsko-dobrzyński",2006,0.92
"35756",406000,"Powiat grudziądzki",2006,0.9
"35757",407000,"Powiat inowrocławski",2006,0.86
"35758",408000,"Powiat lipnowski",2006,0.93
"35759",409000,"Powiat mogileński",2006,0.88
"35760",410000,"Powiat nakielski",2006,0.93
"35761",411000,"Powiat radziejowski",2006,0.87
"35762",412000,"Powiat rypiński",2006,0.9
"35763",413000,"Powiat sępoleński",2006,0.9
"35764",414000,"Powiat świecki",2006,0.86
"35765",415000,"Powiat toruński",2006,0.94
"35766",416000,"Powiat tucholski",2006,0.84
"35767",417000,"Powiat wąbrzeski",2006,0.87
"35768",418000,"Powiat włocławski",2006,0.9
"35769",419000,"Powiat żniński",2006,0.9
"35770",461000,"Powiat m.Bydgoszcz",2006,0.78
"35771",462000,"Powiat m.Grudziądz",2006,0.81
"35772",463000,"Powiat m.Toruń",2006,0.77
"35773",464000,"Powiat m.Włocławek",2006,0.81
"35774",601000,"Powiat bialski",2006,0.81
"35775",602000,"Powiat biłgorajski",2006,0.88
"35776",603000,"Powiat chełmski",2006,0.86
"35777",604000,"Powiat hrubieszowski",2006,0.85
"35778",605000,"Powiat janowski",2006,0.96
"35779",606000,"Powiat krasnostawski",2006,0.8
"35780",607000,"Powiat kraśnicki",2006,0.86
"35781",608000,"Powiat lubartowski",2006,0.87
"35782",609000,"Powiat lubelski",2006,0.84
"35783",610000,"Powiat łęczyński",2006,0.9
"35784",611000,"Powiat łukowski",2006,0.92
"35785",612000,"Powiat opolski",2006,0.89
"35786",613000,"Powiat parczewski",2006,0.8
"35787",614000,"Powiat puławski",2006,0.8
"35788",615000,"Powiat radzyński",2006,0.84
"35789",616000,"Powiat rycki",2006,0.84
"35790",617000,"Powiat świdnicki",2006,0.84
"35791",618000,"Powiat tomaszowski",2006,0.84
"35792",619000,"Powiat włodawski",2006,0.78
"35793",620000,"Powiat zamojski",2006,0.86
"35794",661000,"Powiat m.Biała Podlaska",2006,0.77
"35795",662000,"Powiat m.Chełm",2006,0.78
"35796",663000,"Powiat m.Lublin",2006,0.75
"35797",664000,"Powiat m.Zamość",2006,0.8
"35798",801000,"Powiat gorzowski",2006,0.79
"35799",802000,"Powiat krośnieński",2006,0.8
"35800",803000,"Powiat międzyrzecki",2006,0.8
"35801",804000,"Powiat nowosolski",2006,0.83
"35802",805000,"Powiat słubicki",2006,0.81
"35803",806000,"Powiat strzelecko-drezdenecki",2006,0.81
"35804",807000,"Powiat sulęciński",2006,0.79
"35805",808000,"Powiat świebodziński",2006,0.84
"35806",809000,"Powiat zielonogórski",2006,0.8
"35807",810000,"Powiat żagański",2006,0.79
"35808",811000,"Powiat żarski",2006,0.79
"35809",812000,"Powiat wschowski",2006,0.84
"35810",861000,"Powiat m.Gorzów Wielkopolski",2006,0.76
"35811",862000,"Powiat m.Zielona Góra",2006,0.76
"35812",1001000,"Powiat bełchatowski",2006,0.77
"35813",1002000,"Powiat kutnowski",2006,0.8
"35814",1003000,"Powiat łaski",2006,0.76
"35815",1004000,"Powiat łęczycki",2006,0.86
"35816",1005000,"Powiat łowicki",2006,0.77
"35817",1006000,"Powiat łódzki wschodni",2006,0.73
"35818",1007000,"Powiat opoczyński",2006,0.86
"35819",1008000,"Powiat pabianicki",2006,0.73
"35820",1009000,"Powiat pajęczański",2006,0.81
"35821",1010000,"Powiat piotrkowski",2006,0.8
"35822",1011000,"Powiat poddębicki",2006,0.76
"35823",1012000,"Powiat radomszczański",2006,0.79
"35824",1013000,"Powiat rawski",2006,0.87
"35825",1014000,"Powiat sieradzki",2006,0.84
"35826",1015000,"Powiat skierniewicki",2006,0.84
"35827",1016000,"Powiat tomaszowski",2006,0.78
"35828",1017000,"Powiat wieluński",2006,0.8
"35829",1018000,"Powiat wieruszowski",2006,0.77
"35830",1019000,"Powiat zduńskowolski",2006,0.82
"35831",1020000,"Powiat zgierski",2006,0.75
"35832",1021000,"Powiat brzeziński",2006,0.79
"35833",1061000,"Powiat m.Łódź",2006,0.74
"35834",1062000,"Powiat m.Piotrków Trybunalski",2006,0.78
"35835",1063000,"Powiat m.Skierniewice",2006,0.73
"35836",1201000,"Powiat bocheński",2006,0.81
"35837",1202000,"Powiat brzeski",2006,0.86
"35838",1203000,"Powiat chrzanowski",2006,0.78
"35839",1204000,"Powiat dąbrowski",2006,0.95
"35840",1205000,"Powiat gorlicki",2006,0.91
"35841",1206000,"Powiat krakowski",2006,0.8
"35842",1207000,"Powiat limanowski",2006,0.99
"35843",1208000,"Powiat miechowski",2006,0.79
"35844",1209000,"Powiat myślenicki",2006,0.89
"35845",1210000,"Powiat nowosądecki",2006,1.03
"35846",1211000,"Powiat nowotarski",2006,0.85
"35847",1212000,"Powiat olkuski",2006,0.77
"35848",1213000,"Powiat oświęcimski",2006,0.79
"35849",1214000,"Powiat proszowicki",2006,0.85
"35850",1215000,"Powiat suski",2006,0.82
"35851",1216000,"Powiat tarnowski",2006,0.95
"35852",1217000,"Powiat tatrzański",2006,0.67
"35853",1218000,"Powiat wadowicki",2006,0.85
"35854",1219000,"Powiat wielicki",2006,0.77
"35855",1261000,"Powiat m.Kraków",2006,0.8
"35856",1262000,"Powiat m.Nowy Sącz",2006,0.82
"35857",1263000,"Powiat m.Tarnów",2006,0.8
"35858",1401000,"Powiat białobrzeski",2006,0.86
"35859",1402000,"Powiat ciechanowski",2006,0.84
"35860",1403000,"Powiat garwoliński",2006,0.89
"35861",1404000,"Powiat gostyniński",2006,0.83
"35862",1405000,"Powiat grodziski",2006,0.74
"35863",1406000,"Powiat grójecki",2006,0.82
"35864",1407000,"Powiat kozienicki",2006,0.82
"35865",1408000,"Powiat legionowski",2006,0.73
"35866",1409000,"Powiat lipski",2006,0.85
"35867",1410000,"Powiat łosicki",2006,0.77
"35868",1411000,"Powiat makowski",2006,0.83
"35869",1412000,"Powiat miński",2006,0.8
"35870",1413000,"Powiat mławski",2006,0.86
"35871",1414000,"Powiat nowodworski",2006,0.81
"35872",1415000,"Powiat ostrołęcki",2006,0.91
"35873",1416000,"Powiat ostrowski",2006,0.83
"35874",1417000,"Powiat otwocki",2006,0.77
"35875",1418000,"Powiat piaseczyński",2006,0.76
"35876",1419000,"Powiat płocki",2006,0.88
"35877",1420000,"Powiat płoński",2006,0.87
"35878",1421000,"Powiat pruszkowski",2006,0.7
"35879",1422000,"Powiat przasnyski",2006,0.89
"35880",1423000,"Powiat przysuski",2006,0.92
"35881",1424000,"Powiat pułtuski",2006,0.84
"35882",1425000,"Powiat radomski",2006,0.97
"35883",1426000,"Powiat siedlecki",2006,0.86
"35884",1427000,"Powiat sierpecki",2006,0.86
"35885",1428000,"Powiat sochaczewski",2006,0.82
"35886",1429000,"Powiat sokołowski",2006,0.75
"35887",1430000,"Powiat szydłowiecki",2006,0.92
"35888",1432000,"Powiat warszawski zachodni",2006,0.68
"35889",1433000,"Powiat węgrowski",2006,0.81
"35890",1434000,"Powiat wołomiński",2006,0.76
"35891",1435000,"Powiat wyszkowski",2006,0.89
"35892",1436000,"Powiat zwoleński",2006,0.92
"35893",1437000,"Powiat żuromiński",2006,0.84
"35894",1438000,"Powiat żyrardowski",2006,0.81
"35895",1461000,"Powiat m.Ostrołęka",2006,0.75
"35896",1462000,"Powiat m.Płock",2006,0.79
"35897",1463000,"Powiat m.Radom",2006,0.87
"35898",1464000,"Powiat m.Siedlce",2006,0.77
"35899",1465000,"Powiat m. st. Warszawa",2006,0.71
"35900",1601000,"Powiat brzeski",2006,0.82
"35901",1602000,"Powiat głubczycki",2006,0.78
"35902",1603000,"Powiat kędzierzyńsko-kozielski",2006,0.73
"35903",1604000,"Powiat kluczborski",2006,0.79
"35904",1605000,"Powiat krapkowicki",2006,0.75
"35905",1606000,"Powiat namysłowski",2006,0.83
"35906",1607000,"Powiat nyski",2006,0.81
"35907",1608000,"Powiat oleski",2006,0.75
"35908",1609000,"Powiat opolski",2006,0.73
"35909",1610000,"Powiat prudnicki",2006,0.73
"35910",1611000,"Powiat strzelecki",2006,0.77
"35911",1661000,"Powiat m.Opole",2006,0.76
"35912",1801000,"Powiat bieszczadzki",2006,0.91
"35913",1802000,"Powiat brzozowski",2006,0.91
"35914",1803000,"Powiat dębicki",2006,0.94
"35915",1804000,"Powiat jarosławski",2006,0.93
"35916",1805000,"Powiat jasielski",2006,0.88
"35917",1806000,"Powiat kolbuszowski",2006,0.97
"35918",1807000,"Powiat krośnieński",2006,0.83
"35919",1808000,"Powiat leżajski",2006,0.91
"35920",1809000,"Powiat lubaczowski",2006,0.92
"35921",1810000,"Powiat łańcucki",2006,0.85
"35922",1811000,"Powiat mielecki",2006,0.91
"35923",1812000,"Powiat niżański",2006,0.86
"35924",1813000,"Powiat przemyski",2006,0.94
"35925",1814000,"Powiat przeworski",2006,0.9
"35926",1815000,"Powiat ropczycko-sędziszowski",2006,0.99
"35927",1816000,"Powiat rzeszowski",2006,0.84
"35928",1817000,"Powiat sanocki",2006,0.87
"35929",1818000,"Powiat stalowowolski",2006,0.83
"35930",1819000,"Powiat strzyżowski",2006,0.87
"35931",1820000,"Powiat tarnobrzeski",2006,0.9
"35932",1821000,"Powiat leski",2006,0.88
"35933",1861000,"Powiat m.Krosno",2006,0.77
"35934",1862000,"Powiat m.Przemyśl",2006,0.86
"35935",1863000,"Powiat m.Rzeszów",2006,0.8
"35936",1864000,"Powiat m.Tarnobrzeg",2006,0.84
"35937",2001000,"Powiat augustowski",2006,0.77
"35938",2002000,"Powiat białostocki",2006,0.72
"35939",2003000,"Powiat bielski",2006,0.68
"35940",2004000,"Powiat grajewski",2006,0.86
"35941",2005000,"Powiat hajnowski",2006,0.62
"35942",2006000,"Powiat kolneński",2006,0.95
"35943",2007000,"Powiat łomżyński",2006,0.85
"35944",2008000,"Powiat moniecki",2006,0.81
"35945",2009000,"Powiat sejneński",2006,0.77
"35946",2010000,"Powiat siemiatycki",2006,0.69
"35947",2011000,"Powiat sokólski",2006,0.75
"35948",2012000,"Powiat suwalski",2006,0.83
"35949",2013000,"Powiat wysokomazowiecki",2006,0.79
"35950",2014000,"Powiat zambrowski",2006,0.85
"35951",2061000,"Powiat m.Białystok",2006,0.73
"35952",2062000,"Powiat m.Łomża",2006,0.78
"35953",2063000,"Powiat m.Suwałki",2006,0.8
"35954",2201000,"Powiat bytowski",2006,0.87
"35955",2202000,"Powiat chojnicki",2006,0.86
"35956",2203000,"Powiat człuchowski",2006,0.85
"35957",2204000,"Powiat gdański",2006,0.85
"35958",2205000,"Powiat kartuski",2006,0.89
"35959",2206000,"Powiat kościerski",2006,0.86
"35960",2207000,"Powiat kwidzyński",2006,0.9
"35961",2208000,"Powiat lęborski",2006,0.83
"35962",2209000,"Powiat malborski",2006,0.85
"35963",2210000,"Powiat nowodworski",2006,0.78
"35964",2211000,"Powiat pucki",2006,0.73
"35965",2212000,"Powiat słupski",2006,0.84
"35966",2213000,"Powiat starogardzki",2006,0.85
"35967",2214000,"Powiat tczewski",2006,0.9
"35968",2215000,"Powiat wejherowski",2006,0.87
"35969",2216000,"Powiat sztumski",2006,0.9
"35970",2261000,"Powiat m.Gdańsk",2006,0.78
"35971",2262000,"Powiat m.Gdynia",2006,0.73
"35972",2263000,"Powiat m.Słupsk",2006,0.77
"35973",2264000,"Powiat m.Sopot",2006,0.65
"35974",2401000,"Powiat będziński",2006,0.7
"35975",2402000,"Powiat bielski",2006,0.76
"35976",2403000,"Powiat cieszyński",2006,0.68
"35977",2404000,"Powiat częstochowski",2006,0.79
"35978",2405000,"Powiat gliwicki",2006,0.77
"35979",2406000,"Powiat kłobucki",2006,0.8
"35980",2407000,"Powiat lubliniecki",2006,0.76
"35981",2408000,"Powiat mikołowski",2006,0.73
"35982",2409000,"Powiat myszkowski",2006,0.74
"35983",2410000,"Powiat pszczyński",2006,0.78
"35984",2411000,"Powiat raciborski",2006,0.74
"35985",2412000,"Powiat rybnicki",2006,0.73
"35986",2413000,"Powiat tarnogórski",2006,0.74
"35987",2414000,"Powiat bieruńsko-lędziński",2006,0.77
"35988",2415000,"Powiat wodzisławski",2006,0.72
"35989",2416000,"Powiat zawierciański",2006,0.73
"35990",2417000,"Powiat żywiecki",2006,0.79
"35991",2461000,"Powiat m.Bielsko-Biała",2006,0.77
"35992",2462000,"Powiat m.Bytom",2006,0.81
"35993",2463000,"Powiat m.Chorzów",2006,0.76
"35994",2464000,"Powiat m.Częstochowa",2006,0.79
"35995",2465000,"Powiat m.Dąbrowa Górnicza",2006,0.78
"35996",2466000,"Powiat m.Gliwice",2006,0.77
"35997",2467000,"Powiat m.Jastrzębie-Zdrój",2006,0.86
"35998",2468000,"Powiat m.Jaworzno",2006,0.84
"35999",2469000,"Powiat m.Katowice",2006,0.72
"36000",2470000,"Powiat m.Mysłowice",2006,0.79
"36001",2471000,"Powiat m.Piekary Śląskie",2006,0.75
"36002",2472000,"Powiat m.Ruda Śląska",2006,0.81
"36003",2473000,"Powiat m.Rybnik",2006,0.78
"36004",2474000,"Powiat m.Siemianowice Śląskie",2006,0.77
"36005",2475000,"Powiat m.Sosnowiec",2006,0.77
"36006",2476000,"Powiat m.Świętochłowice",2006,0.83
"36007",2477000,"Powiat m.Tychy",2006,0.81
"36008",2478000,"Powiat m.Zabrze",2006,0.88
"36009",2479000,"Powiat m.Żory",2006,0.91
"36010",2601000,"Powiat buski",2006,0.8
"36011",2602000,"Powiat jędrzejowski",2006,0.86
"36012",2603000,"Powiat kazimierski",2006,0.82
"36013",2604000,"Powiat kielecki",2006,0.93
"36014",2605000,"Powiat konecki",2006,0.84
"36015",2606000,"Powiat opatowski",2006,0.91
"36016",2607000,"Powiat ostrowiecki",2006,0.81
"36017",2608000,"Powiat pińczowski",2006,0.8
"36018",2609000,"Powiat sandomierski",2006,0.87
"36019",2610000,"Powiat skarżyski",2006,0.79
"36020",2611000,"Powiat starachowicki",2006,0.86
"36021",2612000,"Powiat staszowski",2006,0.85
"36022",2613000,"Powiat włoszczowski",2006,0.86
"36023",2661000,"Powiat m.Kielce",2006,0.81
"36024",2801000,"Powiat bartoszycki",2006,0.85
"36025",2802000,"Powiat braniewski",2006,0.89
"36026",2803000,"Powiat działdowski",2006,0.84
"36027",2804000,"Powiat elbląski",2006,0.91
"36028",2805000,"Powiat ełcki",2006,0.83
"36029",2806000,"Powiat giżycki",2006,0.77
"36030",2807000,"Powiat iławski",2006,0.89
"36031",2808000,"Powiat kętrzyński",2006,0.83
"36032",2809000,"Powiat lidzbarski",2006,0.83
"36033",2810000,"Powiat mrągowski",2006,0.78
"36034",2811000,"Powiat nidzicki",2006,0.9
"36035",2812000,"Powiat nowomiejski",2006,0.87
"36036",2813000,"Powiat olecki",2006,0.84
"36037",2814000,"Powiat olsztyński",2006,0.86
"36038",2815000,"Powiat ostródzki",2006,0.87
"36039",2816000,"Powiat piski",2006,0.86
"36040",2817000,"Powiat szczycieński",2006,0.87
"36041",2818000,"Powiat gołdapski",2006,0.82
"36042",2819000,"Powiat węgorzewski",2006,0.78
"36043",2861000,"Powiat m.Elbląg",2006,0.84
"36044",2862000,"Powiat m.Olsztyn",2006,0.75
"36045",3001000,"Powiat chodzieski",2006,0.83
"36046",3002000,"Powiat czarnkowsko-trzcianecki",2006,0.84
"36047",3003000,"Powiat gnieźnieński",2006,0.88
"36048",3004000,"Powiat gostyński",2006,0.88
"36049",3005000,"Powiat grodziski",2006,0.88
"36050",3006000,"Powiat jarociński",2006,0.85
"36051",3007000,"Powiat kaliski",2006,0.89
"36052",3008000,"Powiat kępiński",2006,0.81
"36053",3009000,"Powiat kolski",2006,0.81
"36054",3010000,"Powiat koniński",2006,0.87
"36055",3011000,"Powiat kościański",2006,0.87
"36056",3012000,"Powiat krotoszyński",2006,0.83
"36057",3013000,"Powiat leszczyński",2006,0.87
"36058",3014000,"Powiat międzychodzki",2006,0.84
"36059",3015000,"Powiat nowotomyski",2006,0.84
"36060",3016000,"Powiat obornicki",2006,0.87
"36061",3017000,"Powiat ostrowski",2006,0.82
"36062",3018000,"Powiat ostrzeszowski",2006,0.79
"36063",3019000,"Powiat pilski",2006,0.85
"36064",3020000,"Powiat pleszewski",2006,0.87
"36065",3021000,"Powiat poznański",2006,0.79
"36066",3022000,"Powiat rawicki",2006,0.83
"36067",3023000,"Powiat słupecki",2006,0.85
"36068",3024000,"Powiat szamotulski",2006,0.86
"36069",3025000,"Powiat średzki",2006,0.88
"36070",3026000,"Powiat śremski",2006,0.9
"36071",3027000,"Powiat turecki",2006,0.84
"36072",3028000,"Powiat wągrowiecki",2006,0.87
"36073",3029000,"Powiat wolsztyński",2006,0.85
"36074",3030000,"Powiat wrzesiński",2006,0.84
"36075",3031000,"Powiat złotowski",2006,0.84
"36076",3061000,"Powiat m.Kalisz",2006,0.79
"36077",3062000,"Powiat m.Konin",2006,0.78
"36078",3063000,"Powiat m.Leszno",2006,0.74
"36079",3064000,"Powiat m.Poznań",2006,0.73
"36080",3201000,"Powiat białogardzki",2006,0.83
"36081",3202000,"Powiat choszczeński",2006,0.85
"36082",3203000,"Powiat drawski",2006,0.82
"36083",3204000,"Powiat goleniowski",2006,0.84
"36084",3205000,"Powiat gryficki",2006,0.8
"36085",3206000,"Powiat gryfiński",2006,0.85
"36086",3207000,"Powiat kamieński",2006,0.71
"36087",3208000,"Powiat kołobrzeski",2006,0.71
"36088",3209000,"Powiat koszaliński",2006,0.81
"36089",3210000,"Powiat myśliborski",2006,0.82
"36090",3211000,"Powiat policki",2006,0.79
"36091",3212000,"Powiat pyrzycki",2006,0.88
"36092",3213000,"Powiat sławieński",2006,0.81
"36093",3214000,"Powiat stargardzki",2006,0.85
"36094",3215000,"Powiat szczecinecki",2006,0.79
"36095",3216000,"Powiat świdwiński",2006,0.82
"36096",3217000,"Powiat wałecki",2006,0.82
"36097",3218000,"Powiat łobeski",2006,0.82
"36098",3261000,"Powiat m.Koszalin",2006,0.76
"36099",3262000,"Powiat m.Szczecin",2006,0.76
"36100",3263000,"Powiat m.Świnoujście",2006,0.73
"36101",201000,"Powiat bolesławiecki",2007,0.76
"36102",202000,"Powiat dzierżoniowski",2007,0.8
"36103",203000,"Powiat głogowski",2007,0.81
"36104",204000,"Powiat górowski",2007,0.83
"36105",205000,"Powiat jaworski",2007,0.8
"36106",206000,"Powiat jeleniogórski",2007,0.73
"36107",207000,"Powiat kamiennogórski",2007,0.86
"36108",208000,"Powiat kłodzki",2007,0.77
"36109",209000,"Powiat legnicki",2007,0.77
"36110",210000,"Powiat lubański",2007,0.75
"36111",211000,"Powiat lubiński",2007,0.79
"36112",212000,"Powiat lwówecki",2007,0.74
