"","Kod","Nazwa","rok","TURYSTYCZNE_OBIEKTY_NOCLEGOWE_I_ICH_WYKORZYSTANIE_CTAB_udzielone_noclegi_turystom_zagranicznym_w_turystycznych_obiektach_noclegowych_na_10_tys_mieszkancow_ogolem"
"72746",3031000,"Powiat złotowski",2012,117
"72747",3061000,"Powiat m.Kalisz",2012,1023
"72748",3062000,"Powiat m.Konin",2012,529
"72749",3063000,"Powiat m.Leszno",2012,1307
"72750",3064000,"Powiat m.Poznań",2012,5865
"72751",3201000,"Powiat białogardzki",2012,409
"72752",3202000,"Powiat choszczeński",2012,289
"72753",3203000,"Powiat drawski",2012,660
"72754",3204000,"Powiat goleniowski",2012,265
"72755",3205000,"Powiat gryficki",2012,24933
"72756",3206000,"Powiat gryfiński",2012,1264
"72757",3207000,"Powiat kamieński",2012,50964
"72758",3208000,"Powiat kołobrzeski",2012,135614
"72759",3209000,"Powiat koszaliński",2012,13881
"72760",3210000,"Powiat myśliborski",2012,861
"72761",3211000,"Powiat policki",2012,1387
"72762",3212000,"Powiat pyrzycki",2012,45
"72763",3213000,"Powiat sławieński",2012,14007
"72764",3214000,"Powiat stargardzki",2012,1594
"72765",3215000,"Powiat szczecinecki",2012,522
"72766",3216000,"Powiat świdwiński",2012,1401
"72767",3217000,"Powiat wałecki",2012,768
"72768",3218000,"Powiat łobeski",2012,43
"72769",3261000,"Powiat m.Koszalin",2012,849
"72770",3262000,"Powiat m.Szczecin",2012,5544
"72771",3263000,"Powiat m.Świnoujście",2012,135829
"72772",201000,"Powiat bolesławiecki",2013,1370
"72773",202000,"Powiat dzierżoniowski",2013,928
"72774",203000,"Powiat głogowski",2013,824
"72775",204000,"Powiat górowski",2013,5
"72776",205000,"Powiat jaworski",2013,303
"72777",206000,"Powiat jeleniogórski",2013,11534
"72778",207000,"Powiat kamiennogórski",2013,65
"72779",208000,"Powiat kłodzki",2013,5264
"72780",209000,"Powiat legnicki",2013,650
"72781",210000,"Powiat lubański",2013,29696
"72782",211000,"Powiat lubiński",2013,286
"72783",212000,"Powiat lwówecki",2013,1979
"72784",213000,"Powiat milicki",2013,909
"72785",214000,"Powiat oleśnicki",2013,794
"72786",215000,"Powiat oławski",2013,1399
"72787",216000,"Powiat polkowicki",2013,1733
"72788",217000,"Powiat strzeliński",2013,352
"72789",218000,"Powiat średzki",2013,706
"72790",219000,"Powiat świdnicki",2013,1972
"72791",220000,"Powiat trzebnicki",2013,555
"72792",221000,"Powiat wałbrzyski",2013,1023
"72793",222000,"Powiat wołowski",2013,467
"72794",223000,"Powiat wrocławski",2013,163
"72795",224000,"Powiat ząbkowicki",2013,126
"72796",225000,"Powiat zgorzelecki",2013,2030
"72797",226000,"Powiat złotoryjski",2013,2537
"72798",261000,"Powiat m.Jelenia Góra",2013,9134
"72799",262000,"Powiat m.Legnica",2013,3460
"72800",263000,"Powiat m.Wałbrzych do 2002",2013,NA
"72801",264000,"Powiat m.Wrocław",2013,7783
"72802",265000,"Powiat m.Wałbrzych od 2013",2013,1023
"72803",401000,"Powiat aleksandrowski",2013,2084
"72804",402000,"Powiat brodnicki",2013,149
"72805",403000,"Powiat bydgoski",2013,287
"72806",404000,"Powiat chełmiński",2013,547
"72807",405000,"Powiat golubsko-dobrzyński",2013,125
"72808",406000,"Powiat grudziądzki",2013,0
"72809",407000,"Powiat inowrocławski",2013,227
"72810",408000,"Powiat lipnowski",2013,31
"72811",409000,"Powiat mogileński",2013,15
"72812",410000,"Powiat nakielski",2013,92
"72813",411000,"Powiat radziejowski",2013,0
"72814",412000,"Powiat rypiński",2013,0
"72815",413000,"Powiat sępoleński",2013,140
"72816",414000,"Powiat świecki",2013,337
"72817",415000,"Powiat toruński",2013,146
"72818",416000,"Powiat tucholski",2013,34
"72819",417000,"Powiat wąbrzeski",2013,9
"72820",418000,"Powiat włocławski",2013,26
"72821",419000,"Powiat żniński",2013,207
"72822",461000,"Powiat m.Bydgoszcz",2013,1378
"72823",462000,"Powiat m.Grudziądz",2013,505
"72824",463000,"Powiat m.Toruń",2013,4170
"72825",464000,"Powiat m.Włocławek",2013,491
"72826",601000,"Powiat bialski",2013,1387
"72827",602000,"Powiat biłgorajski",2013,105
"72828",603000,"Powiat chełmski",2013,520
"72829",604000,"Powiat hrubieszowski",2013,16
"72830",605000,"Powiat janowski",2013,174
"72831",606000,"Powiat krasnostawski",2013,123
"72832",607000,"Powiat kraśnicki",2013,39
"72833",608000,"Powiat lubartowski",2013,109
"72834",609000,"Powiat lubelski",2013,652
"72835",610000,"Powiat łęczyński",2013,5
"72836",611000,"Powiat łukowski",2013,63
"72837",612000,"Powiat opolski",2013,69
"72838",613000,"Powiat parczewski",2013,24
"72839",614000,"Powiat puławski",2013,935
"72840",615000,"Powiat radzyński",2013,93
"72841",616000,"Powiat rycki",2013,49
"72842",617000,"Powiat świdnicki",2013,158
"72843",618000,"Powiat tomaszowski",2013,304
"72844",619000,"Powiat włodawski",2013,330
"72845",620000,"Powiat zamojski",2013,261
"72846",661000,"Powiat m.Biała Podlaska",2013,2128
"72847",662000,"Powiat m.Chełm",2013,2075
"72848",663000,"Powiat m.Lublin",2013,2225
"72849",664000,"Powiat m.Zamość",2013,2395
"72850",801000,"Powiat gorzowski",2013,1501
"72851",802000,"Powiat krośnieński",2013,1679
"72852",803000,"Powiat międzyrzecki",2013,1672
"72853",804000,"Powiat nowosolski",2013,246
"72854",805000,"Powiat słubicki",2013,10436
"72855",806000,"Powiat strzelecko-drezdenecki",2013,1546
"72856",807000,"Powiat sulęciński",2013,7057
"72857",808000,"Powiat świebodziński",2013,9423
"72858",809000,"Powiat zielonogórski",2013,1228
"72859",810000,"Powiat żagański",2013,574
"72860",811000,"Powiat żarski",2013,937
"72861",812000,"Powiat wschowski",2013,2227
"72862",861000,"Powiat m.Gorzów Wielkopolski",2013,2000
"72863",862000,"Powiat m.Zielona Góra",2013,1364
"72864",1001000,"Powiat bełchatowski",2013,863
"72865",1002000,"Powiat kutnowski",2013,825
"72866",1003000,"Powiat łaski",2013,488
"72867",1004000,"Powiat łęczycki",2013,28
"72868",1005000,"Powiat łowicki",2013,281
"72869",1006000,"Powiat łódzki wschodni",2013,1822
"72870",1007000,"Powiat opoczyński",2013,183
"72871",1008000,"Powiat pabianicki",2013,427
"72872",1009000,"Powiat pajęczański",2013,40
"72873",1010000,"Powiat piotrkowski",2013,1690
"72874",1011000,"Powiat poddębicki",2013,800
"72875",1012000,"Powiat radomszczański",2013,548
"72876",1013000,"Powiat rawski",2013,1522
"72877",1014000,"Powiat sieradzki",2013,203
"72878",1015000,"Powiat skierniewicki",2013,9
"72879",1016000,"Powiat tomaszowski",2013,1322
"72880",1017000,"Powiat wieluński",2013,947
"72881",1018000,"Powiat wieruszowski",2013,206
"72882",1019000,"Powiat zduńskowolski",2013,728
"72883",1020000,"Powiat zgierski",2013,536
"72884",1021000,"Powiat brzeziński",2013,114
"72885",1061000,"Powiat m.Łódź",2013,2475
"72886",1062000,"Powiat m.Piotrków Trybunalski",2013,934
"72887",1063000,"Powiat m.Skierniewice",2013,407
"72888",1201000,"Powiat bocheński",2013,963
"72889",1202000,"Powiat brzeski",2013,547
"72890",1203000,"Powiat chrzanowski",2013,41
"72891",1204000,"Powiat dąbrowski",2013,35
"72892",1205000,"Powiat gorlicki",2013,186
"72893",1206000,"Powiat krakowski",2013,814
"72894",1207000,"Powiat limanowski",2013,206
"72895",1208000,"Powiat miechowski",2013,186
"72896",1209000,"Powiat myślenicki",2013,284
"72897",1210000,"Powiat nowosądecki",2013,1557
"72898",1211000,"Powiat nowotarski",2013,783
"72899",1212000,"Powiat olkuski",2013,216
"72900",1213000,"Powiat oświęcimski",2013,2962
"72901",1214000,"Powiat proszowicki",2013,84
"72902",1215000,"Powiat suski",2013,414
"72903",1216000,"Powiat tarnowski",2013,207
"72904",1217000,"Powiat tatrzański",2013,28640
"72905",1218000,"Powiat wadowicki",2013,818
"72906",1219000,"Powiat wielicki",2013,1983
"72907",1261000,"Powiat m.Kraków",2013,30748
"72908",1262000,"Powiat m.Nowy Sącz",2013,974
"72909",1263000,"Powiat m.Tarnów",2013,848
"72910",1401000,"Powiat białobrzeski",2013,58
"72911",1402000,"Powiat ciechanowski",2013,160
"72912",1403000,"Powiat garwoliński",2013,184
"72913",1404000,"Powiat gostyniński",2013,47
"72914",1405000,"Powiat grodziski",2013,389
"72915",1406000,"Powiat grójecki",2013,908
"72916",1407000,"Powiat kozienicki",2013,124
"72917",1408000,"Powiat legionowski",2013,687
"72918",1409000,"Powiat lipski",2013,11
"72919",1410000,"Powiat łosicki",2013,107
"72920",1411000,"Powiat makowski",2013,3
"72921",1412000,"Powiat miński",2013,291
"72922",1413000,"Powiat mławski",2013,51
"72923",1414000,"Powiat nowodworski",2013,543
"72924",1415000,"Powiat ostrołęcki",2013,331
"72925",1416000,"Powiat ostrowski",2013,339
"72926",1417000,"Powiat otwocki",2013,931
"72927",1418000,"Powiat piaseczyński",2013,827
"72928",1419000,"Powiat płocki",2013,78
"72929",1420000,"Powiat płoński",2013,281
"72930",1421000,"Powiat pruszkowski",2013,750
"72931",1422000,"Powiat przasnyski",2013,98
"72932",1423000,"Powiat przysuski",2013,45
"72933",1424000,"Powiat pułtuski",2013,2060
"72934",1425000,"Powiat radomski",2013,65
"72935",1426000,"Powiat siedlecki",2013,194
"72936",1427000,"Powiat sierpecki",2013,20
"72937",1428000,"Powiat sochaczewski",2013,502
"72938",1429000,"Powiat sokołowski",2013,17
"72939",1430000,"Powiat szydłowiecki",2013,321
"72940",1432000,"Powiat warszawski zachodni",2013,598
"72941",1433000,"Powiat węgrowski",2013,96
"72942",1434000,"Powiat wołomiński",2013,278
"72943",1435000,"Powiat wyszkowski",2013,830
"72944",1436000,"Powiat zwoleński",2013,25
"72945",1437000,"Powiat żuromiński",2013,0
"72946",1438000,"Powiat żyrardowski",2013,200
"72947",1461000,"Powiat m.Ostrołęka",2013,714
"72948",1462000,"Powiat m.Płock",2013,609
"72949",1463000,"Powiat m.Radom",2013,925
"72950",1464000,"Powiat m.Siedlce",2013,571
"72951",1465000,"Powiat m. st. Warszawa",2013,11328
"72952",1601000,"Powiat brzeski",2013,93
"72953",1602000,"Powiat głubczycki",2013,397
"72954",1603000,"Powiat kędzierzyńsko-kozielski",2013,413
"72955",1604000,"Powiat kluczborski",2013,153
"72956",1605000,"Powiat krapkowicki",2013,1288
"72957",1606000,"Powiat namysłowski",2013,418
"72958",1607000,"Powiat nyski",2013,597
"72959",1608000,"Powiat oleski",2013,507
"72960",1609000,"Powiat opolski",2013,438
"72961",1610000,"Powiat prudnicki",2013,286
"72962",1611000,"Powiat strzelecki",2013,378
"72963",1661000,"Powiat m.Opole",2013,2876
"72964",1801000,"Powiat bieszczadzki",2013,988
"72965",1802000,"Powiat brzozowski",2013,56
"72966",1803000,"Powiat dębicki",2013,300
"72967",1804000,"Powiat jarosławski",2013,433
"72968",1805000,"Powiat jasielski",2013,49
"72969",1806000,"Powiat kolbuszowski",2013,3
"72970",1807000,"Powiat krośnieński",2013,256
"72971",1808000,"Powiat leżajski",2013,238
"72972",1809000,"Powiat lubaczowski",2013,291
"72973",1810000,"Powiat łańcucki",2013,521
"72974",1811000,"Powiat mielecki",2013,692
"72975",1812000,"Powiat niżański",2013,87
"72976",1813000,"Powiat przemyski",2013,455
"72977",1814000,"Powiat przeworski",2013,434
"72978",1815000,"Powiat ropczycko-sędziszowski",2013,561
"72979",1816000,"Powiat rzeszowski",2013,856
"72980",1817000,"Powiat sanocki",2013,424
"72981",1818000,"Powiat stalowowolski",2013,900
"72982",1819000,"Powiat strzyżowski",2013,74
"72983",1820000,"Powiat tarnobrzeski",2013,331
"72984",1821000,"Powiat leski",2013,1771
"72985",1861000,"Powiat m.Krosno",2013,1495
"72986",1862000,"Powiat m.Przemyśl",2013,2253
"72987",1863000,"Powiat m.Rzeszów",2013,3193
"72988",1864000,"Powiat m.Tarnobrzeg",2013,254
"72989",2001000,"Powiat augustowski",2013,2794
"72990",2002000,"Powiat białostocki",2013,1419
"72991",2003000,"Powiat bielski",2013,430
"72992",2004000,"Powiat grajewski",2013,55
"72993",2005000,"Powiat hajnowski",2013,2306
"72994",2006000,"Powiat kolneński",2013,31
"72995",2007000,"Powiat łomżyński",2013,1609
"72996",2008000,"Powiat moniecki",2013,229
"72997",2009000,"Powiat sejneński",2013,362
"72998",2010000,"Powiat siemiatycki",2013,497
"72999",2011000,"Powiat sokólski",2013,466
"73000",2012000,"Powiat suwalski",2013,665
"73001",2013000,"Powiat wysokomazowiecki",2013,100
"73002",2014000,"Powiat zambrowski",2013,0
"73003",2061000,"Powiat m.Białystok",2013,4255
"73004",2062000,"Powiat m.Łomża",2013,1229
"73005",2063000,"Powiat m.Suwałki",2013,1016
"73006",2201000,"Powiat bytowski",2013,337
"73007",2202000,"Powiat chojnicki",2013,361
"73008",2203000,"Powiat człuchowski",2013,435
"73009",2204000,"Powiat gdański",2013,1306
"73010",2205000,"Powiat kartuski",2013,421
"73011",2206000,"Powiat kościerski",2013,140
"73012",2207000,"Powiat kwidzyński",2013,786
"73013",2208000,"Powiat lęborski",2013,4211
"73014",2209000,"Powiat malborski",2013,2503
"73015",2210000,"Powiat nowodworski",2013,1960
"73016",2211000,"Powiat pucki",2013,1672
"73017",2212000,"Powiat słupski",2013,4115
"73018",2213000,"Powiat starogardzki",2013,173
"73019",2214000,"Powiat tczewski",2013,559
"73020",2215000,"Powiat wejherowski",2013,1233
"73021",2216000,"Powiat sztumski",2013,32
"73022",2261000,"Powiat m.Gdańsk",2013,12469
"73023",2262000,"Powiat m.Gdynia",2013,2801
"73024",2263000,"Powiat m.Słupsk",2013,447
"73025",2264000,"Powiat m.Sopot",2013,34946
"73026",2401000,"Powiat będziński",2013,1309
"73027",2402000,"Powiat bielski",2013,1152
"73028",2403000,"Powiat cieszyński",2013,5384
"73029",2404000,"Powiat częstochowski",2013,43
"73030",2405000,"Powiat gliwicki",2013,441
"73031",2406000,"Powiat kłobucki",2013,31
"73032",2407000,"Powiat lubliniecki",2013,642
"73033",2408000,"Powiat mikołowski",2013,205
"73034",2409000,"Powiat myszkowski",2013,393
"73035",2410000,"Powiat pszczyński",2013,613
"73036",2411000,"Powiat raciborski",2013,528
"73037",2412000,"Powiat rybnicki",2013,12
"73038",2413000,"Powiat tarnogórski",2013,958
"73039",2414000,"Powiat bieruńsko-lędziński",2013,85
"73040",2415000,"Powiat wodzisławski",2013,285
"73041",2416000,"Powiat zawierciański",2013,219
"73042",2417000,"Powiat żywiecki",2013,164
"73043",2461000,"Powiat m.Bielsko-Biała",2013,3075
"73044",2462000,"Powiat m.Bytom",2013,173
"73045",2463000,"Powiat m.Chorzów",2013,942
"73046",2464000,"Powiat m.Częstochowa",2013,2271
"73047",2465000,"Powiat m.Dąbrowa Górnicza",2013,283
"73048",2466000,"Powiat m.Gliwice",2013,3259
"73049",2467000,"Powiat m.Jastrzębie-Zdrój",2013,87
"73050",2468000,"Powiat m.Jaworzno",2013,294
"73051",2469000,"Powiat m.Katowice",2013,4510
"73052",2470000,"Powiat m.Mysłowice",2013,146
"73053",2471000,"Powiat m.Piekary Śląskie",2013,988
"73054",2472000,"Powiat m.Ruda Śląska",2013,31
"73055",2473000,"Powiat m.Rybnik",2013,515
"73056",2474000,"Powiat m.Siemianowice Śląskie",2013,448
"73057",2475000,"Powiat m.Sosnowiec",2013,322
"73058",2476000,"Powiat m.Świętochłowice",2013,4
"73059",2477000,"Powiat m.Tychy",2013,2464
"73060",2478000,"Powiat m.Zabrze",2013,1332
"73061",2479000,"Powiat m.Żory",2013,488
"73062",2601000,"Powiat buski",2013,1248
"73063",2602000,"Powiat jędrzejowski",2013,8
"73064",2603000,"Powiat kazimierski",2013,15
"73065",2604000,"Powiat kielecki",2013,368
"73066",2605000,"Powiat konecki",2013,55
"73067",2606000,"Powiat opatowski",2013,12
"73068",2607000,"Powiat ostrowiecki",2013,482
"73069",2608000,"Powiat pińczowski",2013,69
"73070",2609000,"Powiat sandomierski",2013,862
"73071",2610000,"Powiat skarżyski",2013,320
"73072",2611000,"Powiat starachowicki",2013,392
"73073",2612000,"Powiat staszowski",2013,42
"73074",2613000,"Powiat włoszczowski",2013,14
"73075",2661000,"Powiat m.Kielce",2013,1301
"73076",2801000,"Powiat bartoszycki",2013,835
"73077",2802000,"Powiat braniewski",2013,2206
"73078",2803000,"Powiat działdowski",2013,306
"73079",2804000,"Powiat elbląski",2013,261
"73080",2805000,"Powiat ełcki",2013,633
"73081",2806000,"Powiat giżycki",2013,6099
"73082",2807000,"Powiat iławski",2013,1091
"73083",2808000,"Powiat kętrzyński",2013,980
"73084",2809000,"Powiat lidzbarski",2013,1884
"73085",2810000,"Powiat mrągowski",2013,33628
"73086",2811000,"Powiat nidzicki",2013,60
"73087",2812000,"Powiat nowomiejski",2013,56
"73088",2813000,"Powiat olecki",2013,207
"73089",2814000,"Powiat olsztyński",2013,718
"73090",2815000,"Powiat ostródzki",2013,2577
"73091",2816000,"Powiat piski",2013,827
"73092",2817000,"Powiat szczycieński",2013,323
"73093",2818000,"Powiat gołdapski",2013,1243
"73094",2819000,"Powiat węgorzewski",2013,3854
"73095",2861000,"Powiat m.Elbląg",2013,2622
"73096",2862000,"Powiat m.Olsztyn",2013,3149
"73097",3001000,"Powiat chodzieski",2013,899
"73098",3002000,"Powiat czarnkowsko-trzcianecki",2013,140
"73099",3003000,"Powiat gnieźnieński",2013,656
"73100",3004000,"Powiat gostyński",2013,696
"73101",3005000,"Powiat grodziski",2013,310
"73102",3006000,"Powiat jarociński",2013,443
"73103",3007000,"Powiat kaliski",2013,61
"73104",3008000,"Powiat kępiński",2013,55
"73105",3009000,"Powiat kolski",2013,574
"73106",3010000,"Powiat koniński",2013,616
"73107",3011000,"Powiat kościański",2013,333
"73108",3012000,"Powiat krotoszyński",2013,442
"73109",3013000,"Powiat leszczyński",2013,976
"73110",3014000,"Powiat międzychodzki",2013,571
"73111",3015000,"Powiat nowotomyski",2013,1182
"73112",3016000,"Powiat obornicki",2013,50
"73113",3017000,"Powiat ostrowski",2013,486
"73114",3018000,"Powiat ostrzeszowski",2013,277
"73115",3019000,"Powiat pilski",2013,1195
"73116",3020000,"Powiat pleszewski",2013,226
"73117",3021000,"Powiat poznański",2013,734
"73118",3022000,"Powiat rawicki",2013,31
"73119",3023000,"Powiat słupecki",2013,55
"73120",3024000,"Powiat szamotulski",2013,508
"73121",3025000,"Powiat średzki",2013,195
"73122",3026000,"Powiat śremski",2013,623
"73123",3027000,"Powiat turecki",2013,258
"73124",3028000,"Powiat wągrowiecki",2013,757
"73125",3029000,"Powiat wolsztyński",2013,848
"73126",3030000,"Powiat wrzesiński",2013,1039
"73127",3031000,"Powiat złotowski",2013,135
"73128",3061000,"Powiat m.Kalisz",2013,955
"73129",3062000,"Powiat m.Konin",2013,543
"73130",3063000,"Powiat m.Leszno",2013,1492
"73131",3064000,"Powiat m.Poznań",2013,5539
"73132",3201000,"Powiat białogardzki",2013,377
"73133",3202000,"Powiat choszczeński",2013,191
"73134",3203000,"Powiat drawski",2013,731
"73135",3204000,"Powiat goleniowski",2013,440
"73136",3205000,"Powiat gryficki",2013,23994
"73137",3206000,"Powiat gryfiński",2013,1334
"73138",3207000,"Powiat kamieński",2013,56349
"73139",3208000,"Powiat kołobrzeski",2013,142441
"73140",3209000,"Powiat koszaliński",2013,15313
"73141",3210000,"Powiat myśliborski",2013,1329
"73142",3211000,"Powiat policki",2013,1628
"73143",3212000,"Powiat pyrzycki",2013,18
"73144",3213000,"Powiat sławieński",2013,10549
"73145",3214000,"Powiat stargardzki",2013,1632
"73146",3215000,"Powiat szczecinecki",2013,529
"73147",3216000,"Powiat świdwiński",2013,1100
"73148",3217000,"Powiat wałecki",2013,1027
"73149",3218000,"Powiat łobeski",2013,199
"73150",3261000,"Powiat m.Koszalin",2013,1143
"73151",3262000,"Powiat m.Szczecin",2013,5882
"73152",3263000,"Powiat m.Świnoujście",2013,158492
"73153",201000,"Powiat bolesławiecki",2014,1400
"73154",202000,"Powiat dzierżoniowski",2014,688
"73155",203000,"Powiat głogowski",2014,778
"73156",204000,"Powiat górowski",2014,3
"73157",205000,"Powiat jaworski",2014,127
"73158",206000,"Powiat jeleniogórski",2014,11947
"73159",207000,"Powiat kamiennogórski",2014,24
"73160",208000,"Powiat kłodzki",2014,5245
"73161",209000,"Powiat legnicki",2014,482
"73162",210000,"Powiat lubański",2014,21824
"73163",211000,"Powiat lubiński",2014,504
"73164",212000,"Powiat lwówecki",2014,2668
"73165",213000,"Powiat milicki",2014,788
"73166",214000,"Powiat oleśnicki",2014,564
"73167",215000,"Powiat oławski",2014,1115
"73168",216000,"Powiat polkowicki",2014,1628
"73169",217000,"Powiat strzeliński",2014,384
"73170",218000,"Powiat średzki",2014,810
"73171",219000,"Powiat świdnicki",2014,2131
"73172",220000,"Powiat trzebnicki",2014,408
