"","Kod","Nazwa","rok","Kluby_sportowe_lacznie_z_klubami_wyznaniowymi_i_UKS_cwiczacy_ogolem_osoba"
"12707",1218000,"Powiat wadowicki",2014,4279
"12708",1219000,"Powiat wielicki",2014,3680
"12709",1261000,"Powiat m.Kraków",2014,27976
"12710",1262000,"Powiat m.Nowy Sącz",2014,3617
"12711",1263000,"Powiat m.Tarnów",2014,3723
"12712",1401000,"Powiat białobrzeski",2014,709
"12713",1402000,"Powiat ciechanowski",2014,1786
"12714",1403000,"Powiat garwoliński",2014,3424
"12715",1404000,"Powiat gostyniński",2014,734
"12716",1405000,"Powiat grodziski",2014,1870
"12717",1406000,"Powiat grójecki",2014,1391
"12718",1407000,"Powiat kozienicki",2014,1460
"12719",1408000,"Powiat legionowski",2014,2559
"12720",1409000,"Powiat lipski",2014,608
"12721",1410000,"Powiat łosicki",2014,495
"12722",1411000,"Powiat makowski",2014,1060
"12723",1412000,"Powiat miński",2014,3468
"12724",1413000,"Powiat mławski",2014,1266
"12725",1414000,"Powiat nowodworski",2014,1165
"12726",1415000,"Powiat ostrołęcki",2014,1635
"12727",1416000,"Powiat ostrowski",2014,1188
"12728",1417000,"Powiat otwocki",2014,2328
"12729",1418000,"Powiat piaseczyński",2014,5066
"12730",1419000,"Powiat płocki",2014,1255
"12731",1420000,"Powiat płoński",2014,1420
"12732",1421000,"Powiat pruszkowski",2014,2779
"12733",1422000,"Powiat przasnyski",2014,724
"12734",1423000,"Powiat przysuski",2014,639
"12735",1424000,"Powiat pułtuski",2014,1469
"12736",1425000,"Powiat radomski",2014,2579
"12737",1426000,"Powiat siedlecki",2014,1882
"12738",1427000,"Powiat sierpecki",2014,1269
"12739",1428000,"Powiat sochaczewski",2014,794
"12740",1429000,"Powiat sokołowski",2014,1859
"12741",1430000,"Powiat szydłowiecki",2014,1142
"12742",1432000,"Powiat warszawski zachodni",2014,1682
"12743",1433000,"Powiat węgrowski",2014,1771
"12744",1434000,"Powiat wołomiński",2014,2740
"12745",1435000,"Powiat wyszkowski",2014,1062
"12746",1436000,"Powiat zwoleński",2014,743
"12747",1437000,"Powiat żuromiński",2014,730
"12748",1438000,"Powiat żyrardowski",2014,1419
"12749",1461000,"Powiat m.Ostrołęka",2014,1979
"12750",1462000,"Powiat m.Płock",2014,2598
"12751",1463000,"Powiat m.Radom",2014,3574
"12752",1464000,"Powiat m.Siedlce",2014,2323
"12753",1465000,"Powiat m. st. Warszawa",2014,39420
"12754",1601000,"Powiat brzeski",2014,2435
"12755",1602000,"Powiat głubczycki",2014,1606
"12756",1603000,"Powiat kędzierzyńsko-kozielski",2014,2288
"12757",1604000,"Powiat kluczborski",2014,1819
"12758",1605000,"Powiat krapkowicki",2014,2120
"12759",1606000,"Powiat namysłowski",2014,978
"12760",1607000,"Powiat nyski",2014,3891
"12761",1608000,"Powiat oleski",2014,1544
"12762",1609000,"Powiat opolski",2014,3929
"12763",1610000,"Powiat prudnicki",2014,1288
"12764",1611000,"Powiat strzelecki",2014,2351
"12765",1661000,"Powiat m.Opole",2014,3206
"12766",1801000,"Powiat bieszczadzki",2014,706
"12767",1802000,"Powiat brzozowski",2014,2926
"12768",1803000,"Powiat dębicki",2014,5465
"12769",1804000,"Powiat jarosławski",2014,4753
"12770",1805000,"Powiat jasielski",2014,3654
"12771",1806000,"Powiat kolbuszowski",2014,1904
"12772",1807000,"Powiat krośnieński",2014,3726
"12773",1808000,"Powiat leżajski",2014,2567
"12774",1809000,"Powiat lubaczowski",2014,2258
"12775",1810000,"Powiat łańcucki",2014,1708
"12776",1811000,"Powiat mielecki",2014,6225
"12777",1812000,"Powiat niżański",2014,2234
"12778",1813000,"Powiat przemyski",2014,1996
"12779",1814000,"Powiat przeworski",2014,2563
"12780",1815000,"Powiat ropczycko-sędziszowski",2014,1977
"12781",1816000,"Powiat rzeszowski",2014,4965
"12782",1817000,"Powiat sanocki",2014,3243
"12783",1818000,"Powiat stalowowolski",2014,3321
"12784",1819000,"Powiat strzyżowski",2014,1385
"12785",1820000,"Powiat tarnobrzeski",2014,1780
"12786",1821000,"Powiat leski",2014,845
"12787",1861000,"Powiat m.Krosno",2014,1621
"12788",1862000,"Powiat m.Przemyśl",2014,2495
"12789",1863000,"Powiat m.Rzeszów",2014,5793
"12790",1864000,"Powiat m.Tarnobrzeg",2014,1748
"12791",2001000,"Powiat augustowski",2014,917
"12792",2002000,"Powiat białostocki",2014,3110
"12793",2003000,"Powiat bielski",2014,815
"12794",2004000,"Powiat grajewski",2014,1277
"12795",2005000,"Powiat hajnowski",2014,548
"12796",2006000,"Powiat kolneński",2014,521
"12797",2007000,"Powiat łomżyński",2014,616
"12798",2008000,"Powiat moniecki",2014,534
"12799",2009000,"Powiat sejneński",2014,548
"12800",2010000,"Powiat siemiatycki",2014,1008
"12801",2011000,"Powiat sokólski",2014,1255
"12802",2012000,"Powiat suwalski",2014,691
"12803",2013000,"Powiat wysokomazowiecki",2014,1126
"12804",2014000,"Powiat zambrowski",2014,920
"12805",2061000,"Powiat m.Białystok",2014,8439
"12806",2062000,"Powiat m.Łomża",2014,1805
"12807",2063000,"Powiat m.Suwałki",2014,1987
"12808",2201000,"Powiat bytowski",2014,1787
"12809",2202000,"Powiat chojnicki",2014,1256
"12810",2203000,"Powiat człuchowski",2014,1873
"12811",2204000,"Powiat gdański",2014,2328
"12812",2205000,"Powiat kartuski",2014,2201
"12813",2206000,"Powiat kościerski",2014,1219
"12814",2207000,"Powiat kwidzyński",2014,1520
"12815",2208000,"Powiat lęborski",2014,1287
"12816",2209000,"Powiat malborski",2014,957
"12817",2210000,"Powiat nowodworski",2014,347
"12818",2211000,"Powiat pucki",2014,2131
"12819",2212000,"Powiat słupski",2014,1301
"12820",2213000,"Powiat starogardzki",2014,2243
"12821",2214000,"Powiat tczewski",2014,2271
"12822",2215000,"Powiat wejherowski",2014,3343
"12823",2216000,"Powiat sztumski",2014,417
"12824",2261000,"Powiat m.Gdańsk",2014,6992
"12825",2262000,"Powiat m.Gdynia",2014,4697
"12826",2263000,"Powiat m.Słupsk",2014,1829
"12827",2264000,"Powiat m.Sopot",2014,1524
"12828",2401000,"Powiat będziński",2014,2070
"12829",2402000,"Powiat bielski",2014,3212
"12830",2403000,"Powiat cieszyński",2014,3884
"12831",2404000,"Powiat częstochowski",2014,2897
"12832",2405000,"Powiat gliwicki",2014,2964
"12833",2406000,"Powiat kłobucki",2014,2410
"12834",2407000,"Powiat lubliniecki",2014,2289
"12835",2408000,"Powiat mikołowski",2014,1758
"12836",2409000,"Powiat myszkowski",2014,884
"12837",2410000,"Powiat pszczyński",2014,3285
"12838",2411000,"Powiat raciborski",2014,3465
"12839",2412000,"Powiat rybnicki",2014,1950
"12840",2413000,"Powiat tarnogórski",2014,3348
"12841",2414000,"Powiat bieruńsko-lędziński",2014,1021
"12842",2415000,"Powiat wodzisławski",2014,3600
"12843",2416000,"Powiat zawierciański",2014,1823
"12844",2417000,"Powiat żywiecki",2014,3005
"12845",2461000,"Powiat m.Bielsko-Biała",2014,4277
"12846",2462000,"Powiat m.Bytom",2014,3142
"12847",2463000,"Powiat m.Chorzów",2014,3514
"12848",2464000,"Powiat m.Częstochowa",2014,6174
"12849",2465000,"Powiat m.Dąbrowa Górnicza",2014,3664
"12850",2466000,"Powiat m.Gliwice",2014,4855
"12851",2467000,"Powiat m.Jastrzębie-Zdrój",2014,1661
"12852",2468000,"Powiat m.Jaworzno",2014,1937
"12853",2469000,"Powiat m.Katowice",2014,9927
"12854",2470000,"Powiat m.Mysłowice",2014,837
"12855",2471000,"Powiat m.Piekary Śląskie",2014,641
"12856",2472000,"Powiat m.Ruda Śląska",2014,3018
"12857",2473000,"Powiat m.Rybnik",2014,3287
"12858",2474000,"Powiat m.Siemianowice Śląskie",2014,916
"12859",2475000,"Powiat m.Sosnowiec",2014,2586
"12860",2476000,"Powiat m.Świętochłowice",2014,994
"12861",2477000,"Powiat m.Tychy",2014,3200
"12862",2478000,"Powiat m.Zabrze",2014,4413
"12863",2479000,"Powiat m.Żory",2014,1524
"12864",2601000,"Powiat buski",2014,889
"12865",2602000,"Powiat jędrzejowski",2014,1459
"12866",2603000,"Powiat kazimierski",2014,471
"12867",2604000,"Powiat kielecki",2014,3013
"12868",2605000,"Powiat konecki",2014,1506
"12869",2606000,"Powiat opatowski",2014,776
"12870",2607000,"Powiat ostrowiecki",2014,1393
"12871",2608000,"Powiat pińczowski",2014,545
"12872",2609000,"Powiat sandomierski",2014,709
"12873",2610000,"Powiat skarżyski",2014,1101
"12874",2611000,"Powiat starachowicki",2014,1350
"12875",2612000,"Powiat staszowski",2014,1296
"12876",2613000,"Powiat włoszczowski",2014,1462
"12877",2661000,"Powiat m.Kielce",2014,4579
"12878",2801000,"Powiat bartoszycki",2014,795
"12879",2802000,"Powiat braniewski",2014,710
"12880",2803000,"Powiat działdowski",2014,1477
"12881",2804000,"Powiat elbląski",2014,1246
"12882",2805000,"Powiat ełcki",2014,2745
"12883",2806000,"Powiat giżycki",2014,1414
"12884",2807000,"Powiat iławski",2014,3137
"12885",2808000,"Powiat kętrzyński",2014,1276
"12886",2809000,"Powiat lidzbarski",2014,804
"12887",2810000,"Powiat mrągowski",2014,1295
"12888",2811000,"Powiat nidzicki",2014,789
"12889",2812000,"Powiat nowomiejski",2014,995
"12890",2813000,"Powiat olecki",2014,955
"12891",2814000,"Powiat olsztyński",2014,2134
"12892",2815000,"Powiat ostródzki",2014,2014
"12893",2816000,"Powiat piski",2014,1050
"12894",2817000,"Powiat szczycieński",2014,1887
"12895",2818000,"Powiat gołdapski",2014,813
"12896",2819000,"Powiat węgorzewski",2014,428
"12897",2861000,"Powiat m.Elbląg",2014,3462
"12898",2862000,"Powiat m.Olsztyn",2014,3581
"12899",3001000,"Powiat chodzieski",2014,856
"12900",3002000,"Powiat czarnkowsko-trzcianecki",2014,2295
"12901",3003000,"Powiat gnieźnieński",2014,3446
"12902",3004000,"Powiat gostyński",2014,1843
"12903",3005000,"Powiat grodziski",2014,786
"12904",3006000,"Powiat jarociński",2014,1566
"12905",3007000,"Powiat kaliski",2014,1244
"12906",3008000,"Powiat kępiński",2014,1259
"12907",3009000,"Powiat kolski",2014,1704
"12908",3010000,"Powiat koniński",2014,3004
"12909",3011000,"Powiat kościański",2014,2165
"12910",3012000,"Powiat krotoszyński",2014,2214
"12911",3013000,"Powiat leszczyński",2014,1010
"12912",3014000,"Powiat międzychodzki",2014,928
"12913",3015000,"Powiat nowotomyski",2014,2179
"12914",3016000,"Powiat obornicki",2014,961
"12915",3017000,"Powiat ostrowski",2014,4488
"12916",3018000,"Powiat ostrzeszowski",2014,1502
"12917",3019000,"Powiat pilski",2014,4203
"12918",3020000,"Powiat pleszewski",2014,1403
"12919",3021000,"Powiat poznański",2014,7660
"12920",3022000,"Powiat rawicki",2014,1857
"12921",3023000,"Powiat słupecki",2014,1111
"12922",3024000,"Powiat szamotulski",2014,2797
"12923",3025000,"Powiat średzki",2014,1602
"12924",3026000,"Powiat śremski",2014,1297
"12925",3027000,"Powiat turecki",2014,1701
"12926",3028000,"Powiat wągrowiecki",2014,1626
"12927",3029000,"Powiat wolsztyński",2014,1761
"12928",3030000,"Powiat wrzesiński",2014,1393
"12929",3031000,"Powiat złotowski",2014,1757
"12930",3061000,"Powiat m.Kalisz",2014,1811
"12931",3062000,"Powiat m.Konin",2014,1879
"12932",3063000,"Powiat m.Leszno",2014,2041
"12933",3064000,"Powiat m.Poznań",2014,12870
"12934",3201000,"Powiat białogardzki",2014,579
"12935",3202000,"Powiat choszczeński",2014,2287
"12936",3203000,"Powiat drawski",2014,1658
"12937",3204000,"Powiat goleniowski",2014,1842
"12938",3205000,"Powiat gryficki",2014,1064
"12939",3206000,"Powiat gryfiński",2014,2420
"12940",3207000,"Powiat kamieński",2014,1689
"12941",3208000,"Powiat kołobrzeski",2014,1651
"12942",3209000,"Powiat koszaliński",2014,1301
"12943",3210000,"Powiat myśliborski",2014,1445
"12944",3211000,"Powiat policki",2014,1186
"12945",3212000,"Powiat pyrzycki",2014,1072
"12946",3213000,"Powiat sławieński",2014,1275
"12947",3214000,"Powiat stargardzki",2014,3731
"12948",3215000,"Powiat szczecinecki",2014,3005
"12949",3216000,"Powiat świdwiński",2014,1600
"12950",3217000,"Powiat wałecki",2014,1382
"12951",3218000,"Powiat łobeski",2014,1081
"12952",3261000,"Powiat m.Koszalin",2014,3371
"12953",3262000,"Powiat m.Szczecin",2014,10937
"12954",3263000,"Powiat m.Świnoujście",2014,855
"12955",201000,"Powiat bolesławiecki",2016,1524
"12956",202000,"Powiat dzierżoniowski",2016,2975
"12957",203000,"Powiat głogowski",2016,2737
"12958",204000,"Powiat górowski",2016,742
"12959",205000,"Powiat jaworski",2016,1745
"12960",206000,"Powiat jeleniogórski",2016,1488
"12961",207000,"Powiat kamiennogórski",2016,1326
"12962",208000,"Powiat kłodzki",2016,4187
"12963",209000,"Powiat legnicki",2016,1529
"12964",210000,"Powiat lubański",2016,1405
"12965",211000,"Powiat lubiński",2016,3442
"12966",212000,"Powiat lwówecki",2016,1202
"12967",213000,"Powiat milicki",2016,1053
"12968",214000,"Powiat oleśnicki",2016,2922
"12969",215000,"Powiat oławski",2016,2091
"12970",216000,"Powiat polkowicki",2016,2149
"12971",217000,"Powiat strzeliński",2016,1311
"12972",218000,"Powiat średzki",2016,1906
"12973",219000,"Powiat świdnicki",2016,4801
"12974",220000,"Powiat trzebnicki",2016,2986
"12975",221000,"Powiat wałbrzyski",2016,1541
"12976",222000,"Powiat wołowski",2016,1631
"12977",223000,"Powiat wrocławski",2016,4619
"12978",224000,"Powiat ząbkowicki",2016,1636
"12979",225000,"Powiat zgorzelecki",2016,2897
"12980",226000,"Powiat złotoryjski",2016,1445
"12981",261000,"Powiat m.Jelenia Góra",2016,2770
"12982",262000,"Powiat m.Legnica",2016,2399
"12983",263000,"Powiat m.Wałbrzych do 2002",2016,NA
"12984",264000,"Powiat m.Wrocław",2016,18316
"12985",265000,"Powiat m.Wałbrzych od 2013",2016,2294
"12986",401000,"Powiat aleksandrowski",2016,1541
"12987",402000,"Powiat brodnicki",2016,1907
"12988",403000,"Powiat bydgoski",2016,3461
"12989",404000,"Powiat chełmiński",2016,1866
"12990",405000,"Powiat golubsko-dobrzyński",2016,1335
"12991",406000,"Powiat grudziądzki",2016,766
"12992",407000,"Powiat inowrocławski",2016,4278
"12993",408000,"Powiat lipnowski",2016,921
"12994",409000,"Powiat mogileński",2016,1039
"12995",410000,"Powiat nakielski",2016,1856
"12996",411000,"Powiat radziejowski",2016,715
"12997",412000,"Powiat rypiński",2016,894
"12998",413000,"Powiat sępoleński",2016,1302
"12999",414000,"Powiat świecki",2016,2686
"13000",415000,"Powiat toruński",2016,2338
"13001",416000,"Powiat tucholski",2016,1459
"13002",417000,"Powiat wąbrzeski",2016,753
"13003",418000,"Powiat włocławski",2016,2312
"13004",419000,"Powiat żniński",2016,1775
"13005",461000,"Powiat m.Bydgoszcz",2016,9452
"13006",462000,"Powiat m.Grudziądz",2016,2426
"13007",463000,"Powiat m.Toruń",2016,9370
"13008",464000,"Powiat m.Włocławek",2016,4414
"13009",601000,"Powiat bialski",2016,2230
"13010",602000,"Powiat biłgorajski",2016,1650
"13011",603000,"Powiat chełmski",2016,1633
"13012",604000,"Powiat hrubieszowski",2016,546
"13013",605000,"Powiat janowski",2016,699
"13014",606000,"Powiat krasnostawski",2016,1726
"13015",607000,"Powiat kraśnicki",2016,2004
"13016",608000,"Powiat lubartowski",2016,1776
"13017",609000,"Powiat lubelski",2016,2826
"13018",610000,"Powiat łęczyński",2016,1331
"13019",611000,"Powiat łukowski",2016,3755
"13020",612000,"Powiat opolski",2016,818
"13021",613000,"Powiat parczewski",2016,696
"13022",614000,"Powiat puławski",2016,2165
"13023",615000,"Powiat radzyński",2016,1631
"13024",616000,"Powiat rycki",2016,1328
"13025",617000,"Powiat świdnicki",2016,1353
"13026",618000,"Powiat tomaszowski",2016,2691
"13027",619000,"Powiat włodawski",2016,923
"13028",620000,"Powiat zamojski",2016,1944
"13029",661000,"Powiat m.Biała Podlaska",2016,2415
"13030",662000,"Powiat m.Chełm",2016,1436
"13031",663000,"Powiat m.Lublin",2016,7233
"13032",664000,"Powiat m.Zamość",2016,2560
"13033",801000,"Powiat gorzowski",2016,2381
"13034",802000,"Powiat krośnieński",2016,1048
"13035",803000,"Powiat międzyrzecki",2016,1035
"13036",804000,"Powiat nowosolski",2016,1848
"13037",805000,"Powiat słubicki",2016,1690
"13038",806000,"Powiat strzelecko-drezdenecki",2016,1902
"13039",807000,"Powiat sulęciński",2016,799
"13040",808000,"Powiat świebodziński",2016,1896
"13041",809000,"Powiat zielonogórski",2016,1744
"13042",810000,"Powiat żagański",2016,1707
"13043",811000,"Powiat żarski",2016,2363
"13044",812000,"Powiat wschowski",2016,1147
"13045",861000,"Powiat m.Gorzów Wielkopolski",2016,4886
"13046",862000,"Powiat m.Zielona Góra",2016,6028
"13047",1001000,"Powiat bełchatowski",2016,3602
"13048",1002000,"Powiat kutnowski",2016,1770
"13049",1003000,"Powiat łaski",2016,1358
"13050",1004000,"Powiat łęczycki",2016,1142
"13051",1005000,"Powiat łowicki",2016,2128
"13052",1006000,"Powiat łódzki wschodni",2016,1839
"13053",1007000,"Powiat opoczyński",2016,3187
"13054",1008000,"Powiat pabianicki",2016,3011
"13055",1009000,"Powiat pajęczański",2016,1520
"13056",1010000,"Powiat piotrkowski",2016,2391
"13057",1011000,"Powiat poddębicki",2016,1039
"13058",1012000,"Powiat radomszczański",2016,2405
"13059",1013000,"Powiat rawski",2016,1506
"13060",1014000,"Powiat sieradzki",2016,2702
"13061",1015000,"Powiat skierniewicki",2016,1039
"13062",1016000,"Powiat tomaszowski",2016,3181
"13063",1017000,"Powiat wieluński",2016,2009
"13064",1018000,"Powiat wieruszowski",2016,1001
"13065",1019000,"Powiat zduńskowolski",2016,1506
"13066",1020000,"Powiat zgierski",2016,5201
"13067",1021000,"Powiat brzeziński",2016,802
"13068",1061000,"Powiat m.Łódź",2016,14756
"13069",1062000,"Powiat m.Piotrków Trybunalski",2016,1797
"13070",1063000,"Powiat m.Skierniewice",2016,1827
"13071",1201000,"Powiat bocheński",2016,2753
"13072",1202000,"Powiat brzeski",2016,3227
"13073",1203000,"Powiat chrzanowski",2016,3105
"13074",1204000,"Powiat dąbrowski",2016,1372
"13075",1205000,"Powiat gorlicki",2016,3635
"13076",1206000,"Powiat krakowski",2016,7675
"13077",1207000,"Powiat limanowski",2016,5396
"13078",1208000,"Powiat miechowski",2016,1364
"13079",1209000,"Powiat myślenicki",2016,5304
"13080",1210000,"Powiat nowosądecki",2016,5910
"13081",1211000,"Powiat nowotarski",2016,5157
"13082",1212000,"Powiat olkuski",2016,3017
"13083",1213000,"Powiat oświęcimski",2016,4595
"13084",1214000,"Powiat proszowicki",2016,658
"13085",1215000,"Powiat suski",2016,1892
"13086",1216000,"Powiat tarnowski",2016,5591
"13087",1217000,"Powiat tatrzański",2016,2163
"13088",1218000,"Powiat wadowicki",2016,5073
"13089",1219000,"Powiat wielicki",2016,4793
"13090",1261000,"Powiat m.Kraków",2016,25605
"13091",1262000,"Powiat m.Nowy Sącz",2016,3377
"13092",1263000,"Powiat m.Tarnów",2016,4224
"13093",1401000,"Powiat białobrzeski",2016,572
"13094",1402000,"Powiat ciechanowski",2016,1522
"13095",1403000,"Powiat garwoliński",2016,3198
"13096",1404000,"Powiat gostyniński",2016,797
"13097",1405000,"Powiat grodziski",2016,4100
"13098",1406000,"Powiat grójecki",2016,1645
"13099",1407000,"Powiat kozienicki",2016,1432
"13100",1408000,"Powiat legionowski",2016,3014
"13101",1409000,"Powiat lipski",2016,572
"13102",1410000,"Powiat łosicki",2016,168
"13103",1411000,"Powiat makowski",2016,931
"13104",1412000,"Powiat miński",2016,2921
"13105",1413000,"Powiat mławski",2016,1341
"13106",1414000,"Powiat nowodworski",2016,1268
"13107",1415000,"Powiat ostrołęcki",2016,1491
"13108",1416000,"Powiat ostrowski",2016,1206
"13109",1417000,"Powiat otwocki",2016,2865
"13110",1418000,"Powiat piaseczyński",2016,6143
"13111",1419000,"Powiat płocki",2016,1959
"13112",1420000,"Powiat płoński",2016,1927
"13113",1421000,"Powiat pruszkowski",2016,4925
"13114",1422000,"Powiat przasnyski",2016,833
"13115",1423000,"Powiat przysuski",2016,798
"13116",1424000,"Powiat pułtuski",2016,1492
"13117",1425000,"Powiat radomski",2016,3396
"13118",1426000,"Powiat siedlecki",2016,1772
"13119",1427000,"Powiat sierpecki",2016,1465
"13120",1428000,"Powiat sochaczewski",2016,1476
"13121",1429000,"Powiat sokołowski",2016,1348
"13122",1430000,"Powiat szydłowiecki",2016,1112
"13123",1432000,"Powiat warszawski zachodni",2016,2449
"13124",1433000,"Powiat węgrowski",2016,1958
"13125",1434000,"Powiat wołomiński",2016,4147
"13126",1435000,"Powiat wyszkowski",2016,734
"13127",1436000,"Powiat zwoleński",2016,979
"13128",1437000,"Powiat żuromiński",2016,618
"13129",1438000,"Powiat żyrardowski",2016,1824
"13130",1461000,"Powiat m.Ostrołęka",2016,2012
"13131",1462000,"Powiat m.Płock",2016,2319
"13132",1463000,"Powiat m.Radom",2016,3723
"13133",1464000,"Powiat m.Siedlce",2016,2227
"13134",1465000,"Powiat m. st. Warszawa",2016,51190
"13135",1601000,"Powiat brzeski",2016,2578
"13136",1602000,"Powiat głubczycki",2016,1646
"13137",1603000,"Powiat kędzierzyńsko-kozielski",2016,2427
"13138",1604000,"Powiat kluczborski",2016,1791
"13139",1605000,"Powiat krapkowicki",2016,2939
"13140",1606000,"Powiat namysłowski",2016,1205
"13141",1607000,"Powiat nyski",2016,4359
"13142",1608000,"Powiat oleski",2016,1784
"13143",1609000,"Powiat opolski",2016,4332
"13144",1610000,"Powiat prudnicki",2016,1942
"13145",1611000,"Powiat strzelecki",2016,2319
"13146",1661000,"Powiat m.Opole",2016,5142
"13147",1801000,"Powiat bieszczadzki",2016,977
"13148",1802000,"Powiat brzozowski",2016,2815
"13149",1803000,"Powiat dębicki",2016,5737
"13150",1804000,"Powiat jarosławski",2016,4403
"13151",1805000,"Powiat jasielski",2016,3523
"13152",1806000,"Powiat kolbuszowski",2016,1970
"13153",1807000,"Powiat krośnieński",2016,3808
"13154",1808000,"Powiat leżajski",2016,2740
"13155",1809000,"Powiat lubaczowski",2016,2413
"13156",1810000,"Powiat łańcucki",2016,2231
"13157",1811000,"Powiat mielecki",2016,6321
"13158",1812000,"Powiat niżański",2016,2054
"13159",1813000,"Powiat przemyski",2016,2000
"13160",1814000,"Powiat przeworski",2016,2564
"13161",1815000,"Powiat ropczycko-sędziszowski",2016,2612
"13162",1816000,"Powiat rzeszowski",2016,5010
"13163",1817000,"Powiat sanocki",2016,3634
"13164",1818000,"Powiat stalowowolski",2016,3945
"13165",1819000,"Powiat strzyżowski",2016,1086
"13166",1820000,"Powiat tarnobrzeski",2016,1755
"13167",1821000,"Powiat leski",2016,940
"13168",1861000,"Powiat m.Krosno",2016,1972
"13169",1862000,"Powiat m.Przemyśl",2016,2250
"13170",1863000,"Powiat m.Rzeszów",2016,8379
"13171",1864000,"Powiat m.Tarnobrzeg",2016,2229
"13172",2001000,"Powiat augustowski",2016,1114
"13173",2002000,"Powiat białostocki",2016,2768
"13174",2003000,"Powiat bielski",2016,625
"13175",2004000,"Powiat grajewski",2016,1304
"13176",2005000,"Powiat hajnowski",2016,406
"13177",2006000,"Powiat kolneński",2016,756
"13178",2007000,"Powiat łomżyński",2016,2063
"13179",2008000,"Powiat moniecki",2016,728
"13180",2009000,"Powiat sejneński",2016,293
"13181",2010000,"Powiat siemiatycki",2016,847
"13182",2011000,"Powiat sokólski",2016,1581
"13183",2012000,"Powiat suwalski",2016,911
"13184",2013000,"Powiat wysokomazowiecki",2016,1061
"13185",2014000,"Powiat zambrowski",2016,879
"13186",2061000,"Powiat m.Białystok",2016,9695
"13187",2062000,"Powiat m.Łomża",2016,2365
"13188",2063000,"Powiat m.Suwałki",2016,1698
"13189",2201000,"Powiat bytowski",2016,2966
"13190",2202000,"Powiat chojnicki",2016,1537
"13191",2203000,"Powiat człuchowski",2016,2567
"13192",2204000,"Powiat gdański",2016,1825
"13193",2205000,"Powiat kartuski",2016,2923
"13194",2206000,"Powiat kościerski",2016,1488
"13195",2207000,"Powiat kwidzyński",2016,1865
"13196",2208000,"Powiat lęborski",2016,1474
"13197",2209000,"Powiat malborski",2016,1371
"13198",2210000,"Powiat nowodworski",2016,734
"13199",2211000,"Powiat pucki",2016,1990
"13200",2212000,"Powiat słupski",2016,2224
"13201",2213000,"Powiat starogardzki",2016,2651
"13202",2214000,"Powiat tczewski",2016,2938
"13203",2215000,"Powiat wejherowski",2016,4071
"13204",2216000,"Powiat sztumski",2016,697
"13205",2261000,"Powiat m.Gdańsk",2016,8203
"13206",2262000,"Powiat m.Gdynia",2016,5419
"13207",2263000,"Powiat m.Słupsk",2016,2151
"13208",2264000,"Powiat m.Sopot",2016,1628
"13209",2401000,"Powiat będziński",2016,2727
"13210",2402000,"Powiat bielski",2016,4057
"13211",2403000,"Powiat cieszyński",2016,4113
"13212",2404000,"Powiat częstochowski",2016,3337
"13213",2405000,"Powiat gliwicki",2016,3297
"13214",2406000,"Powiat kłobucki",2016,2760
"13215",2407000,"Powiat lubliniecki",2016,2774
"13216",2408000,"Powiat mikołowski",2016,2003
"13217",2409000,"Powiat myszkowski",2016,1140
"13218",2410000,"Powiat pszczyński",2016,4479
"13219",2411000,"Powiat raciborski",2016,3757
"13220",2412000,"Powiat rybnicki",2016,2282
"13221",2413000,"Powiat tarnogórski",2016,4322
"13222",2414000,"Powiat bieruńsko-lędziński",2016,1518
"13223",2415000,"Powiat wodzisławski",2016,3915
"13224",2416000,"Powiat zawierciański",2016,1757
"13225",2417000,"Powiat żywiecki",2016,3803
"13226",2461000,"Powiat m.Bielsko-Biała",2016,4988
"13227",2462000,"Powiat m.Bytom",2016,4168
"13228",2463000,"Powiat m.Chorzów",2016,3359
"13229",2464000,"Powiat m.Częstochowa",2016,7248
"13230",2465000,"Powiat m.Dąbrowa Górnicza",2016,4485
"13231",2466000,"Powiat m.Gliwice",2016,4128
"13232",2467000,"Powiat m.Jastrzębie-Zdrój",2016,2063
"13233",2468000,"Powiat m.Jaworzno",2016,2452
"13234",2469000,"Powiat m.Katowice",2016,10167
"13235",2470000,"Powiat m.Mysłowice",2016,979
"13236",2471000,"Powiat m.Piekary Śląskie",2016,1073
"13237",2472000,"Powiat m.Ruda Śląska",2016,3145
"13238",2473000,"Powiat m.Rybnik",2016,4338
"13239",2474000,"Powiat m.Siemianowice Śląskie",2016,1670
"13240",2475000,"Powiat m.Sosnowiec",2016,3798
"13241",2476000,"Powiat m.Świętochłowice",2016,1137
"13242",2477000,"Powiat m.Tychy",2016,4080
"13243",2478000,"Powiat m.Zabrze",2016,5785
"13244",2479000,"Powiat m.Żory",2016,1697
"13245",2601000,"Powiat buski",2016,1019
"13246",2602000,"Powiat jędrzejowski",2016,1478
"13247",2603000,"Powiat kazimierski",2016,502
"13248",2604000,"Powiat kielecki",2016,3632
"13249",2605000,"Powiat konecki",2016,1468
"13250",2606000,"Powiat opatowski",2016,842
"13251",2607000,"Powiat ostrowiecki",2016,1544
"13252",2608000,"Powiat pińczowski",2016,660
"13253",2609000,"Powiat sandomierski",2016,1490
"13254",2610000,"Powiat skarżyski",2016,1007
"13255",2611000,"Powiat starachowicki",2016,1641
"13256",2612000,"Powiat staszowski",2016,1267
"13257",2613000,"Powiat włoszczowski",2016,1279
"13258",2661000,"Powiat m.Kielce",2016,5180
"13259",2801000,"Powiat bartoszycki",2016,798
"13260",2802000,"Powiat braniewski",2016,443
