"","Kod","Nazwa","rok","Kluby_sportowe_lacznie_z_klubami_wyznaniowymi_i_UKS_cwiczacy_ogolem_osoba"
"10256",3025000,"Powiat średzki",2001,NA
"10257",3026000,"Powiat śremski",2001,NA
"10258",3027000,"Powiat turecki",2001,NA
"10259",3028000,"Powiat wągrowiecki",2001,NA
"10260",3029000,"Powiat wolsztyński",2001,NA
"10261",3030000,"Powiat wrzesiński",2001,NA
"10262",3031000,"Powiat złotowski",2001,NA
"10263",3061000,"Powiat m.Kalisz",2001,NA
"10264",3062000,"Powiat m.Konin",2001,NA
"10265",3063000,"Powiat m.Leszno",2001,NA
"10266",3064000,"Powiat m.Poznań",2001,NA
"10267",3201000,"Powiat białogardzki",2001,NA
"10268",3202000,"Powiat choszczeński",2001,NA
"10269",3203000,"Powiat drawski",2001,NA
"10270",3204000,"Powiat goleniowski",2001,NA
"10271",3205000,"Powiat gryficki",2001,NA
"10272",3206000,"Powiat gryfiński",2001,NA
"10273",3207000,"Powiat kamieński",2001,NA
"10274",3208000,"Powiat kołobrzeski",2001,NA
"10275",3209000,"Powiat koszaliński",2001,NA
"10276",3210000,"Powiat myśliborski",2001,NA
"10277",3211000,"Powiat policki",2001,NA
"10278",3212000,"Powiat pyrzycki",2001,NA
"10279",3213000,"Powiat sławieński",2001,NA
"10280",3214000,"Powiat stargardzki",2001,NA
"10281",3215000,"Powiat szczecinecki",2001,NA
"10282",3216000,"Powiat świdwiński",2001,NA
"10283",3217000,"Powiat wałecki",2001,NA
"10284",3218000,"Powiat łobeski",2001,NA
"10285",3261000,"Powiat m.Koszalin",2001,NA
"10286",3262000,"Powiat m.Szczecin",2001,NA
"10287",3263000,"Powiat m.Świnoujście",2001,NA
"10288",201000,"Powiat bolesławiecki",2002,1650
"10289",202000,"Powiat dzierżoniowski",2002,1242
"10290",203000,"Powiat głogowski",2002,1369
"10291",204000,"Powiat górowski",2002,481
"10292",205000,"Powiat jaworski",2002,669
"10293",206000,"Powiat jeleniogórski",2002,1027
"10294",207000,"Powiat kamiennogórski",2002,581
"10295",208000,"Powiat kłodzki",2002,2827
"10296",209000,"Powiat legnicki",2002,759
"10297",210000,"Powiat lubański",2002,550
"10298",211000,"Powiat lubiński",2002,1899
"10299",212000,"Powiat lwówecki",2002,845
"10300",213000,"Powiat milicki",2002,734
"10301",214000,"Powiat oleśnicki",2002,1746
"10302",215000,"Powiat oławski",2002,720
"10303",216000,"Powiat polkowicki",2002,1517
"10304",217000,"Powiat strzeliński",2002,362
"10305",218000,"Powiat średzki",2002,415
"10306",219000,"Powiat świdnicki",2002,1615
"10307",220000,"Powiat trzebnicki",2002,755
"10308",221000,"Powiat wałbrzyski",2002,550
"10309",222000,"Powiat wołowski",2002,1111
"10310",223000,"Powiat wrocławski",2002,1774
"10311",224000,"Powiat ząbkowicki",2002,667
"10312",225000,"Powiat zgorzelecki",2002,1990
"10313",226000,"Powiat złotoryjski",2002,884
"10314",261000,"Powiat m.Jelenia Góra",2002,2273
"10315",262000,"Powiat m.Legnica",2002,2285
"10316",263000,"Powiat m.Wałbrzych do 2002",2002,1527
"10317",264000,"Powiat m.Wrocław",2002,12799
"10318",265000,"Powiat m.Wałbrzych od 2013",2002,NA
"10319",401000,"Powiat aleksandrowski",2002,580
"10320",402000,"Powiat brodnicki",2002,1550
"10321",403000,"Powiat bydgoski",2002,1463
"10322",404000,"Powiat chełmiński",2002,874
"10323",405000,"Powiat golubsko-dobrzyński",2002,222
"10324",406000,"Powiat grudziądzki",2002,827
"10325",407000,"Powiat inowrocławski",2002,2766
"10326",408000,"Powiat lipnowski",2002,1491
"10327",409000,"Powiat mogileński",2002,479
"10328",410000,"Powiat nakielski",2002,514
"10329",411000,"Powiat radziejowski",2002,644
"10330",412000,"Powiat rypiński",2002,476
"10331",413000,"Powiat sępoleński",2002,499
"10332",414000,"Powiat świecki",2002,1132
"10333",415000,"Powiat toruński",2002,867
"10334",416000,"Powiat tucholski",2002,585
"10335",417000,"Powiat wąbrzeski",2002,357
"10336",418000,"Powiat włocławski",2002,1420
"10337",419000,"Powiat żniński",2002,1257
"10338",461000,"Powiat m.Bydgoszcz",2002,8227
"10339",462000,"Powiat m.Grudziądz",2002,1789
"10340",463000,"Powiat m.Toruń",2002,3447
"10341",464000,"Powiat m.Włocławek",2002,3167
"10342",601000,"Powiat bialski",2002,2162
"10343",602000,"Powiat biłgorajski",2002,1807
"10344",603000,"Powiat chełmski",2002,952
"10345",604000,"Powiat hrubieszowski",2002,1557
"10346",605000,"Powiat janowski",2002,991
"10347",606000,"Powiat krasnostawski",2002,1110
"10348",607000,"Powiat kraśnicki",2002,1207
"10349",608000,"Powiat lubartowski",2002,1336
"10350",609000,"Powiat lubelski",2002,2262
"10351",610000,"Powiat łęczyński",2002,874
"10352",611000,"Powiat łukowski",2002,3888
"10353",612000,"Powiat opolski",2002,966
"10354",613000,"Powiat parczewski",2002,725
"10355",614000,"Powiat puławski",2002,2124
"10356",615000,"Powiat radzyński",2002,1122
"10357",616000,"Powiat rycki",2002,510
"10358",617000,"Powiat świdnicki",2002,1303
"10359",618000,"Powiat tomaszowski",2002,2213
"10360",619000,"Powiat włodawski",2002,1026
"10361",620000,"Powiat zamojski",2002,1664
"10362",661000,"Powiat m.Biała Podlaska",2002,1666
"10363",662000,"Powiat m.Chełm",2002,1767
"10364",663000,"Powiat m.Lublin",2002,8755
"10365",664000,"Powiat m.Zamość",2002,3587
"10366",801000,"Powiat gorzowski",2002,1048
"10367",802000,"Powiat krośnieński",2002,824
"10368",803000,"Powiat międzyrzecki",2002,1328
"10369",804000,"Powiat nowosolski",2002,2511
"10370",805000,"Powiat słubicki",2002,948
"10371",806000,"Powiat strzelecko-drezdenecki",2002,1444
"10372",807000,"Powiat sulęciński",2002,561
"10373",808000,"Powiat świebodziński",2002,622
"10374",809000,"Powiat zielonogórski",2002,2112
"10375",810000,"Powiat żagański",2002,1842
"10376",811000,"Powiat żarski",2002,2307
"10377",812000,"Powiat wschowski",2002,645
"10378",861000,"Powiat m.Gorzów Wielkopolski",2002,3612
"10379",862000,"Powiat m.Zielona Góra",2002,2508
"10380",1001000,"Powiat bełchatowski",2002,2680
"10381",1002000,"Powiat kutnowski",2002,1616
"10382",1003000,"Powiat łaski",2002,990
"10383",1004000,"Powiat łęczycki",2002,1243
"10384",1005000,"Powiat łowicki",2002,964
"10385",1006000,"Powiat łódzki wschodni",2002,1983
"10386",1007000,"Powiat opoczyński",2002,1495
"10387",1008000,"Powiat pabianicki",2002,1963
"10388",1009000,"Powiat pajęczański",2002,575
"10389",1010000,"Powiat piotrkowski",2002,1384
"10390",1011000,"Powiat poddębicki",2002,1456
"10391",1012000,"Powiat radomszczański",2002,965
"10392",1013000,"Powiat rawski",2002,742
"10393",1014000,"Powiat sieradzki",2002,2755
"10394",1015000,"Powiat skierniewicki",2002,296
"10395",1016000,"Powiat tomaszowski",2002,2640
"10396",1017000,"Powiat wieluński",2002,2250
"10397",1018000,"Powiat wieruszowski",2002,719
"10398",1019000,"Powiat zduńskowolski",2002,4359
"10399",1020000,"Powiat zgierski",2002,2991
"10400",1021000,"Powiat brzeziński",2002,224
"10401",1061000,"Powiat m.Łódź",2002,15408
"10402",1062000,"Powiat m.Piotrków Trybunalski",2002,1845
"10403",1063000,"Powiat m.Skierniewice",2002,1547
"10404",1201000,"Powiat bocheński",2002,1089
"10405",1202000,"Powiat brzeski",2002,2629
"10406",1203000,"Powiat chrzanowski",2002,1658
"10407",1204000,"Powiat dąbrowski",2002,1116
"10408",1205000,"Powiat gorlicki",2002,4703
"10409",1206000,"Powiat krakowski",2002,3055
"10410",1207000,"Powiat limanowski",2002,2805
"10411",1208000,"Powiat miechowski",2002,669
"10412",1209000,"Powiat myślenicki",2002,3196
"10413",1210000,"Powiat nowosądecki",2002,5814
"10414",1211000,"Powiat nowotarski",2002,3115
"10415",1212000,"Powiat olkuski",2002,1690
"10416",1213000,"Powiat oświęcimski",2002,2430
"10417",1214000,"Powiat proszowicki",2002,319
"10418",1215000,"Powiat suski",2002,1221
"10419",1216000,"Powiat tarnowski",2002,5024
"10420",1217000,"Powiat tatrzański",2002,1001
"10421",1218000,"Powiat wadowicki",2002,3106
"10422",1219000,"Powiat wielicki",2002,2430
"10423",1261000,"Powiat m.Kraków",2002,18570
"10424",1262000,"Powiat m.Nowy Sącz",2002,2783
"10425",1263000,"Powiat m.Tarnów",2002,4395
"10426",1401000,"Powiat białobrzeski",2002,276
"10427",1402000,"Powiat ciechanowski",2002,2010
"10428",1403000,"Powiat garwoliński",2002,968
"10429",1404000,"Powiat gostyniński",2002,260
"10430",1405000,"Powiat grodziski",2002,695
"10431",1406000,"Powiat grójecki",2002,667
"10432",1407000,"Powiat kozienicki",2002,551
"10433",1408000,"Powiat legionowski",2002,600
"10434",1409000,"Powiat lipski",2002,264
"10435",1410000,"Powiat łosicki",2002,412
"10436",1411000,"Powiat makowski",2002,662
"10437",1412000,"Powiat miński",2002,926
"10438",1413000,"Powiat mławski",2002,863
"10439",1414000,"Powiat nowodworski",2002,976
"10440",1415000,"Powiat ostrołęcki",2002,600
"10441",1416000,"Powiat ostrowski",2002,1573
"10442",1417000,"Powiat otwocki",2002,992
"10443",1418000,"Powiat piaseczyński",2002,1054
"10444",1419000,"Powiat płocki",2002,795
"10445",1420000,"Powiat płoński",2002,1648
"10446",1421000,"Powiat pruszkowski",2002,1050
"10447",1422000,"Powiat przasnyski",2002,590
"10448",1423000,"Powiat przysuski",2002,291
"10449",1424000,"Powiat pułtuski",2002,821
"10450",1425000,"Powiat radomski",2002,1187
"10451",1426000,"Powiat siedlecki",2002,1502
"10452",1427000,"Powiat sierpecki",2002,160
"10453",1428000,"Powiat sochaczewski",2002,787
"10454",1429000,"Powiat sokołowski",2002,742
"10455",1430000,"Powiat szydłowiecki",2002,192
"10456",1432000,"Powiat warszawski zachodni",2002,821
"10457",1433000,"Powiat węgrowski",2002,1106
"10458",1434000,"Powiat wołomiński",2002,1111
"10459",1435000,"Powiat wyszkowski",2002,477
"10460",1436000,"Powiat zwoleński",2002,60
"10461",1437000,"Powiat żuromiński",2002,395
"10462",1438000,"Powiat żyrardowski",2002,354
"10463",1461000,"Powiat m.Ostrołęka",2002,1190
"10464",1462000,"Powiat m.Płock",2002,2105
"10465",1463000,"Powiat m.Radom",2002,1994
"10466",1464000,"Powiat m.Siedlce",2002,1918
"10467",1465000,"Powiat m. st. Warszawa",2002,20008
"10468",1601000,"Powiat brzeski",2002,410
"10469",1602000,"Powiat głubczycki",2002,1491
"10470",1603000,"Powiat kędzierzyńsko-kozielski",2002,1350
"10471",1604000,"Powiat kluczborski",2002,691
"10472",1605000,"Powiat krapkowicki",2002,862
"10473",1606000,"Powiat namysłowski",2002,445
"10474",1607000,"Powiat nyski",2002,2593
"10475",1608000,"Powiat oleski",2002,1173
"10476",1609000,"Powiat opolski",2002,1314
"10477",1610000,"Powiat prudnicki",2002,1084
"10478",1611000,"Powiat strzelecki",2002,587
"10479",1661000,"Powiat m.Opole",2002,1002
"10480",1801000,"Powiat bieszczadzki",2002,756
"10481",1802000,"Powiat brzozowski",2002,1825
"10482",1803000,"Powiat dębicki",2002,4585
"10483",1804000,"Powiat jarosławski",2002,1742
"10484",1805000,"Powiat jasielski",2002,2951
"10485",1806000,"Powiat kolbuszowski",2002,1323
"10486",1807000,"Powiat krośnieński",2002,3155
"10487",1808000,"Powiat leżajski",2002,3486
"10488",1809000,"Powiat lubaczowski",2002,906
"10489",1810000,"Powiat łańcucki",2002,1822
"10490",1811000,"Powiat mielecki",2002,4747
"10491",1812000,"Powiat niżański",2002,945
"10492",1813000,"Powiat przemyski",2002,1166
"10493",1814000,"Powiat przeworski",2002,1557
"10494",1815000,"Powiat ropczycko-sędziszowski",2002,1165
"10495",1816000,"Powiat rzeszowski",2002,4717
"10496",1817000,"Powiat sanocki",2002,2887
"10497",1818000,"Powiat stalowowolski",2002,2212
"10498",1819000,"Powiat strzyżowski",2002,659
"10499",1820000,"Powiat tarnobrzeski",2002,1072
"10500",1821000,"Powiat leski",2002,1027
"10501",1861000,"Powiat m.Krosno",2002,1294
"10502",1862000,"Powiat m.Przemyśl",2002,1683
"10503",1863000,"Powiat m.Rzeszów",2002,4671
"10504",1864000,"Powiat m.Tarnobrzeg",2002,1748
"10505",2001000,"Powiat augustowski",2002,424
"10506",2002000,"Powiat białostocki",2002,1744
"10507",2003000,"Powiat bielski",2002,959
"10508",2004000,"Powiat grajewski",2002,1002
"10509",2005000,"Powiat hajnowski",2002,570
"10510",2006000,"Powiat kolneński",2002,238
"10511",2007000,"Powiat łomżyński",2002,264
"10512",2008000,"Powiat moniecki",2002,531
"10513",2009000,"Powiat sejneński",2002,253
"10514",2010000,"Powiat siemiatycki",2002,754
"10515",2011000,"Powiat sokólski",2002,1061
"10516",2012000,"Powiat suwalski",2002,234
"10517",2013000,"Powiat wysokomazowiecki",2002,818
"10518",2014000,"Powiat zambrowski",2002,741
"10519",2061000,"Powiat m.Białystok",2002,7969
"10520",2062000,"Powiat m.Łomża",2002,1553
"10521",2063000,"Powiat m.Suwałki",2002,1743
"10522",2201000,"Powiat bytowski",2002,2145
"10523",2202000,"Powiat chojnicki",2002,1861
"10524",2203000,"Powiat człuchowski",2002,1947
"10525",2204000,"Powiat gdański",2002,1877
"10526",2205000,"Powiat kartuski",2002,1310
"10527",2206000,"Powiat kościerski",2002,737
"10528",2207000,"Powiat kwidzyński",2002,1414
"10529",2208000,"Powiat lęborski",2002,734
"10530",2209000,"Powiat malborski",2002,1206
"10531",2210000,"Powiat nowodworski",2002,695
"10532",2211000,"Powiat pucki",2002,801
"10533",2212000,"Powiat słupski",2002,2195
"10534",2213000,"Powiat starogardzki",2002,1091
"10535",2214000,"Powiat tczewski",2002,1554
"10536",2215000,"Powiat wejherowski",2002,1798
"10537",2216000,"Powiat sztumski",2002,839
"10538",2261000,"Powiat m.Gdańsk",2002,10405
"10539",2262000,"Powiat m.Gdynia",2002,3840
"10540",2263000,"Powiat m.Słupsk",2002,1991
"10541",2264000,"Powiat m.Sopot",2002,2172
"10542",2401000,"Powiat będziński",2002,1565
"10543",2402000,"Powiat bielski",2002,3341
"10544",2403000,"Powiat cieszyński",2002,3417
"10545",2404000,"Powiat częstochowski",2002,2035
"10546",2405000,"Powiat gliwicki",2002,2376
"10547",2406000,"Powiat kłobucki",2002,1553
"10548",2407000,"Powiat lubliniecki",2002,1559
"10549",2408000,"Powiat mikołowski",2002,1194
"10550",2409000,"Powiat myszkowski",2002,788
"10551",2410000,"Powiat pszczyński",2002,2523
"10552",2411000,"Powiat raciborski",2002,2662
"10553",2412000,"Powiat rybnicki",2002,1139
"10554",2413000,"Powiat tarnogórski",2002,2569
"10555",2414000,"Powiat bieruńsko-lędziński",2002,804
"10556",2415000,"Powiat wodzisławski",2002,2649
"10557",2416000,"Powiat zawierciański",2002,1102
"10558",2417000,"Powiat żywiecki",2002,2849
"10559",2461000,"Powiat m.Bielsko-Biała",2002,3093
"10560",2462000,"Powiat m.Bytom",2002,3452
"10561",2463000,"Powiat m.Chorzów",2002,2342
"10562",2464000,"Powiat m.Częstochowa",2002,6053
"10563",2465000,"Powiat m.Dąbrowa Górnicza",2002,1210
"10564",2466000,"Powiat m.Gliwice",2002,4370
"10565",2467000,"Powiat m.Jastrzębie-Zdrój",2002,2167
"10566",2468000,"Powiat m.Jaworzno",2002,1461
"10567",2469000,"Powiat m.Katowice",2002,5756
"10568",2470000,"Powiat m.Mysłowice",2002,860
"10569",2471000,"Powiat m.Piekary Śląskie",2002,936
"10570",2472000,"Powiat m.Ruda Śląska",2002,1887
"10571",2473000,"Powiat m.Rybnik",2002,4231
"10572",2474000,"Powiat m.Siemianowice Śląskie",2002,904
"10573",2475000,"Powiat m.Sosnowiec",2002,2883
"10574",2476000,"Powiat m.Świętochłowice",2002,553
"10575",2477000,"Powiat m.Tychy",2002,762
"10576",2478000,"Powiat m.Zabrze",2002,3184
"10577",2479000,"Powiat m.Żory",2002,567
"10578",2601000,"Powiat buski",2002,624
"10579",2602000,"Powiat jędrzejowski",2002,524
"10580",2603000,"Powiat kazimierski",2002,291
"10581",2604000,"Powiat kielecki",2002,2619
"10582",2605000,"Powiat konecki",2002,731
"10583",2606000,"Powiat opatowski",2002,1115
"10584",2607000,"Powiat ostrowiecki",2002,424
"10585",2608000,"Powiat pińczowski",2002,286
"10586",2609000,"Powiat sandomierski",2002,1190
"10587",2610000,"Powiat skarżyski",2002,1198
"10588",2611000,"Powiat starachowicki",2002,789
"10589",2612000,"Powiat staszowski",2002,1002
"10590",2613000,"Powiat włoszczowski",2002,670
"10591",2661000,"Powiat m.Kielce",2002,5234
"10592",2801000,"Powiat bartoszycki",2002,654
"10593",2802000,"Powiat braniewski",2002,401
"10594",2803000,"Powiat działdowski",2002,1304
"10595",2804000,"Powiat elbląski",2002,939
"10596",2805000,"Powiat ełcki",2002,1062
"10597",2806000,"Powiat giżycki",2002,1624
"10598",2807000,"Powiat iławski",2002,1260
"10599",2808000,"Powiat kętrzyński",2002,667
"10600",2809000,"Powiat lidzbarski",2002,916
"10601",2810000,"Powiat mrągowski",2002,470
"10602",2811000,"Powiat nidzicki",2002,577
"10603",2812000,"Powiat nowomiejski",2002,639
"10604",2813000,"Powiat olecki",2002,941
"10605",2814000,"Powiat olsztyński",2002,1373
"10606",2815000,"Powiat ostródzki",2002,1118
"10607",2816000,"Powiat piski",2002,1089
"10608",2817000,"Powiat szczycieński",2002,1199
"10609",2818000,"Powiat gołdapski",2002,0
"10610",2819000,"Powiat węgorzewski",2002,0
"10611",2861000,"Powiat m.Elbląg",2002,2094
"10612",2862000,"Powiat m.Olsztyn",2002,2921
"10613",3001000,"Powiat chodzieski",2002,812
"10614",3002000,"Powiat czarnkowsko-trzcianecki",2002,1788
"10615",3003000,"Powiat gnieźnieński",2002,3980
"10616",3004000,"Powiat gostyński",2002,590
"10617",3005000,"Powiat grodziski",2002,0
"10618",3006000,"Powiat jarociński",2002,999
"10619",3007000,"Powiat kaliski",2002,365
"10620",3008000,"Powiat kępiński",2002,247
"10621",3009000,"Powiat kolski",2002,1587
"10622",3010000,"Powiat koniński",2002,2634
"10623",3011000,"Powiat kościański",2002,1326
"10624",3012000,"Powiat krotoszyński",2002,1461
"10625",3013000,"Powiat leszczyński",2002,541
"10626",3014000,"Powiat międzychodzki",2002,530
"10627",3015000,"Powiat nowotomyski",2002,1121
"10628",3016000,"Powiat obornicki",2002,552
"10629",3017000,"Powiat ostrowski",2002,2980
"10630",3018000,"Powiat ostrzeszowski",2002,1430
"10631",3019000,"Powiat pilski",2002,3639
"10632",3020000,"Powiat pleszewski",2002,913
"10633",3021000,"Powiat poznański",2002,3746
"10634",3022000,"Powiat rawicki",2002,667
"10635",3023000,"Powiat słupecki",2002,1437
"10636",3024000,"Powiat szamotulski",2002,1611
"10637",3025000,"Powiat średzki",2002,1244
"10638",3026000,"Powiat śremski",2002,940
"10639",3027000,"Powiat turecki",2002,1608
"10640",3028000,"Powiat wągrowiecki",2002,2329
"10641",3029000,"Powiat wolsztyński",2002,1281
"10642",3030000,"Powiat wrzesiński",2002,1480
"10643",3031000,"Powiat złotowski",2002,1212
"10644",3061000,"Powiat m.Kalisz",2002,1301
"10645",3062000,"Powiat m.Konin",2002,2198
"10646",3063000,"Powiat m.Leszno",2002,2033
"10647",3064000,"Powiat m.Poznań",2002,8881
"10648",3201000,"Powiat białogardzki",2002,533
"10649",3202000,"Powiat choszczeński",2002,1481
"10650",3203000,"Powiat drawski",2002,1210
"10651",3204000,"Powiat goleniowski",2002,1257
"10652",3205000,"Powiat gryficki",2002,842
"10653",3206000,"Powiat gryfiński",2002,1863
"10654",3207000,"Powiat kamieński",2002,1259
"10655",3208000,"Powiat kołobrzeski",2002,1497
"10656",3209000,"Powiat koszaliński",2002,1323
"10657",3210000,"Powiat myśliborski",2002,697
"10658",3211000,"Powiat policki",2002,1365
"10659",3212000,"Powiat pyrzycki",2002,1044
"10660",3213000,"Powiat sławieński",2002,943
"10661",3214000,"Powiat stargardzki",2002,3223
"10662",3215000,"Powiat szczecinecki",2002,1248
"10663",3216000,"Powiat świdwiński",2002,1355
"10664",3217000,"Powiat wałecki",2002,1595
"10665",3218000,"Powiat łobeski",2002,906
"10666",3261000,"Powiat m.Koszalin",2002,3247
"10667",3262000,"Powiat m.Szczecin",2002,8560
"10668",3263000,"Powiat m.Świnoujście",2002,672
"10669",201000,"Powiat bolesławiecki",2004,1842
"10670",202000,"Powiat dzierżoniowski",2004,2262
"10671",203000,"Powiat głogowski",2004,1279
"10672",204000,"Powiat górowski",2004,648
"10673",205000,"Powiat jaworski",2004,820
"10674",206000,"Powiat jeleniogórski",2004,1240
"10675",207000,"Powiat kamiennogórski",2004,873
"10676",208000,"Powiat kłodzki",2004,2759
"10677",209000,"Powiat legnicki",2004,615
"10678",210000,"Powiat lubański",2004,659
"10679",211000,"Powiat lubiński",2004,1986
"10680",212000,"Powiat lwówecki",2004,1170
"10681",213000,"Powiat milicki",2004,854
"10682",214000,"Powiat oleśnicki",2004,1996
"10683",215000,"Powiat oławski",2004,513
"10684",216000,"Powiat polkowicki",2004,998
"10685",217000,"Powiat strzeliński",2004,1099
"10686",218000,"Powiat średzki",2004,508
"10687",219000,"Powiat świdnicki",2004,3078
"10688",220000,"Powiat trzebnicki",2004,984
"10689",221000,"Powiat wałbrzyski",2004,1936
"10690",222000,"Powiat wołowski",2004,1678
"10691",223000,"Powiat wrocławski",2004,2278
"10692",224000,"Powiat ząbkowicki",2004,1059
"10693",225000,"Powiat zgorzelecki",2004,1753
"10694",226000,"Powiat złotoryjski",2004,774
"10695",261000,"Powiat m.Jelenia Góra",2004,2883
"10696",262000,"Powiat m.Legnica",2004,2449
"10697",263000,"Powiat m.Wałbrzych do 2002",2004,NA
"10698",264000,"Powiat m.Wrocław",2004,11372
"10699",265000,"Powiat m.Wałbrzych od 2013",2004,NA
"10700",401000,"Powiat aleksandrowski",2004,999
"10701",402000,"Powiat brodnicki",2004,1707
"10702",403000,"Powiat bydgoski",2004,1350
"10703",404000,"Powiat chełmiński",2004,845
"10704",405000,"Powiat golubsko-dobrzyński",2004,279
"10705",406000,"Powiat grudziądzki",2004,793
"10706",407000,"Powiat inowrocławski",2004,2659
"10707",408000,"Powiat lipnowski",2004,1418
"10708",409000,"Powiat mogileński",2004,599
"10709",410000,"Powiat nakielski",2004,1387
"10710",411000,"Powiat radziejowski",2004,769
"10711",412000,"Powiat rypiński",2004,586
"10712",413000,"Powiat sępoleński",2004,756
"10713",414000,"Powiat świecki",2004,1594
"10714",415000,"Powiat toruński",2004,860
"10715",416000,"Powiat tucholski",2004,868
"10716",417000,"Powiat wąbrzeski",2004,312
"10717",418000,"Powiat włocławski",2004,1963
"10718",419000,"Powiat żniński",2004,1129
"10719",461000,"Powiat m.Bydgoszcz",2004,8669
"10720",462000,"Powiat m.Grudziądz",2004,1945
"10721",463000,"Powiat m.Toruń",2004,3424
"10722",464000,"Powiat m.Włocławek",2004,3592
"10723",601000,"Powiat bialski",2004,5409
"10724",602000,"Powiat biłgorajski",2004,2062
"10725",603000,"Powiat chełmski",2004,1926
"10726",604000,"Powiat hrubieszowski",2004,1427
"10727",605000,"Powiat janowski",2004,1329
"10728",606000,"Powiat krasnostawski",2004,1844
"10729",607000,"Powiat kraśnicki",2004,1375
"10730",608000,"Powiat lubartowski",2004,1254
"10731",609000,"Powiat lubelski",2004,1816
"10732",610000,"Powiat łęczyński",2004,1270
"10733",611000,"Powiat łukowski",2004,4912
"10734",612000,"Powiat opolski",2004,1418
"10735",613000,"Powiat parczewski",2004,1445
"10736",614000,"Powiat puławski",2004,2875
"10737",615000,"Powiat radzyński",2004,2276
"10738",616000,"Powiat rycki",2004,1588
"10739",617000,"Powiat świdnicki",2004,1505
"10740",618000,"Powiat tomaszowski",2004,2807
"10741",619000,"Powiat włodawski",2004,1109
"10742",620000,"Powiat zamojski",2004,2541
"10743",661000,"Powiat m.Biała Podlaska",2004,2250
"10744",662000,"Powiat m.Chełm",2004,1901
"10745",663000,"Powiat m.Lublin",2004,7573
"10746",664000,"Powiat m.Zamość",2004,3280
"10747",801000,"Powiat gorzowski",2004,1277
"10748",802000,"Powiat krośnieński",2004,1005
"10749",803000,"Powiat międzyrzecki",2004,1458
"10750",804000,"Powiat nowosolski",2004,2468
"10751",805000,"Powiat słubicki",2004,1271
"10752",806000,"Powiat strzelecko-drezdenecki",2004,1089
"10753",807000,"Powiat sulęciński",2004,552
"10754",808000,"Powiat świebodziński",2004,869
"10755",809000,"Powiat zielonogórski",2004,2034
"10756",810000,"Powiat żagański",2004,1768
"10757",811000,"Powiat żarski",2004,2646
"10758",812000,"Powiat wschowski",2004,851
"10759",861000,"Powiat m.Gorzów Wielkopolski",2004,3517
"10760",862000,"Powiat m.Zielona Góra",2004,2435
"10761",1001000,"Powiat bełchatowski",2004,2725
"10762",1002000,"Powiat kutnowski",2004,1494
"10763",1003000,"Powiat łaski",2004,1075
"10764",1004000,"Powiat łęczycki",2004,1143
"10765",1005000,"Powiat łowicki",2004,1043
"10766",1006000,"Powiat łódzki wschodni",2004,1843
"10767",1007000,"Powiat opoczyński",2004,1883
"10768",1008000,"Powiat pabianicki",2004,2277
"10769",1009000,"Powiat pajęczański",2004,734
"10770",1010000,"Powiat piotrkowski",2004,1905
"10771",1011000,"Powiat poddębicki",2004,1575
"10772",1012000,"Powiat radomszczański",2004,910
"10773",1013000,"Powiat rawski",2004,1040
"10774",1014000,"Powiat sieradzki",2004,3102
"10775",1015000,"Powiat skierniewicki",2004,411
"10776",1016000,"Powiat tomaszowski",2004,2242
"10777",1017000,"Powiat wieluński",2004,2462
"10778",1018000,"Powiat wieruszowski",2004,1315
"10779",1019000,"Powiat zduńskowolski",2004,1510
"10780",1020000,"Powiat zgierski",2004,4992
"10781",1021000,"Powiat brzeziński",2004,441
"10782",1061000,"Powiat m.Łódź",2004,15497
"10783",1062000,"Powiat m.Piotrków Trybunalski",2004,1681
"10784",1063000,"Powiat m.Skierniewice",2004,1495
"10785",1201000,"Powiat bocheński",2004,1661
"10786",1202000,"Powiat brzeski",2004,2339
"10787",1203000,"Powiat chrzanowski",2004,2238
"10788",1204000,"Powiat dąbrowski",2004,906
"10789",1205000,"Powiat gorlicki",2004,1894
"10790",1206000,"Powiat krakowski",2004,2855
"10791",1207000,"Powiat limanowski",2004,4781
"10792",1208000,"Powiat miechowski",2004,643
"10793",1209000,"Powiat myślenicki",2004,3505
"10794",1210000,"Powiat nowosądecki",2004,7972
"10795",1211000,"Powiat nowotarski",2004,6316
"10796",1212000,"Powiat olkuski",2004,1797
"10797",1213000,"Powiat oświęcimski",2004,2118
"10798",1214000,"Powiat proszowicki",2004,343
"10799",1215000,"Powiat suski",2004,1750
"10800",1216000,"Powiat tarnowski",2004,4637
"10801",1217000,"Powiat tatrzański",2004,2294
"10802",1218000,"Powiat wadowicki",2004,2935
"10803",1219000,"Powiat wielicki",2004,2634
"10804",1261000,"Powiat m.Kraków",2004,19519
"10805",1262000,"Powiat m.Nowy Sącz",2004,4368
"10806",1263000,"Powiat m.Tarnów",2004,2305
"10807",1401000,"Powiat białobrzeski",2004,258
"10808",1402000,"Powiat ciechanowski",2004,2177
"10809",1403000,"Powiat garwoliński",2004,1508
"10810",1404000,"Powiat gostyniński",2004,166
"10811",1405000,"Powiat grodziski",2004,1172
"10812",1406000,"Powiat grójecki",2004,784
"10813",1407000,"Powiat kozienicki",2004,897
"10814",1408000,"Powiat legionowski",2004,872
"10815",1409000,"Powiat lipski",2004,443
"10816",1410000,"Powiat łosicki",2004,380
"10817",1411000,"Powiat makowski",2004,637
"10818",1412000,"Powiat miński",2004,1456
