"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_do_40_m2_zl"
"21447",1430000,"Powiat szydłowiecki",2016,1907
"21448",1432000,"Powiat warszawski zachodni",2016,3725
"21449",1433000,"Powiat węgrowski",2016,2917
"21450",1434000,"Powiat wołomiński",2016,5183
"21451",1435000,"Powiat wyszkowski",2016,4543
"21452",1436000,"Powiat zwoleński",2016,0
"21453",1437000,"Powiat żuromiński",2016,2043
"21454",1438000,"Powiat żyrardowski",2016,2894
"21455",1461000,"Powiat m.Ostrołęka",2016,2786
"21456",1462000,"Powiat m.Płock",2016,3308
"21457",1463000,"Powiat m.Radom",2016,2594
"21458",1464000,"Powiat m.Siedlce",2016,3413
"21459",1465000,"Powiat m. st. Warszawa",2016,7618
"21460",1601000,"Powiat brzeski",2016,2530
"21461",1602000,"Powiat głubczycki",2016,1530
"21462",1603000,"Powiat kędzierzyńsko-kozielski",2016,1852
"21463",1604000,"Powiat kluczborski",2016,2243
"21464",1605000,"Powiat krapkowicki",2016,2532
"21465",1606000,"Powiat namysłowski",2016,2793
"21466",1607000,"Powiat nyski",2016,2363
"21467",1608000,"Powiat oleski",2016,2128
"21468",1609000,"Powiat opolski",2016,2312
"21469",1610000,"Powiat prudnicki",2016,1382
"21470",1611000,"Powiat strzelecki",2016,1981
"21471",1661000,"Powiat m.Opole",2016,4258
"21472",1801000,"Powiat bieszczadzki",2016,2051
"21473",1802000,"Powiat brzozowski",2016,2588
"21474",1803000,"Powiat dębicki",2016,2828
"21475",1804000,"Powiat jarosławski",2016,3053
"21476",1805000,"Powiat jasielski",2016,2419
"21477",1806000,"Powiat kolbuszowski",2016,2665
"21478",1807000,"Powiat krośnieński",2016,3251
"21479",1808000,"Powiat leżajski",2016,2000
"21480",1809000,"Powiat lubaczowski",2016,1843
"21481",1810000,"Powiat łańcucki",2016,3033
"21482",1811000,"Powiat mielecki",2016,3087
"21483",1812000,"Powiat niżański",2016,0
"21484",1813000,"Powiat przemyski",2016,2418
"21485",1814000,"Powiat przeworski",2016,3267
"21486",1815000,"Powiat ropczycko-sędziszowski",2016,3021
"21487",1816000,"Powiat rzeszowski",2016,3515
"21488",1817000,"Powiat sanocki",2016,2617
"21489",1818000,"Powiat stalowowolski",2016,2687
"21490",1819000,"Powiat strzyżowski",2016,0
"21491",1820000,"Powiat tarnobrzeski",2016,2011
"21492",1821000,"Powiat leski",2016,2556
"21493",1861000,"Powiat m.Krosno",2016,2598
"21494",1862000,"Powiat m.Przemyśl",2016,2656
"21495",1863000,"Powiat m.Rzeszów",2016,4545
"21496",1864000,"Powiat m.Tarnobrzeg",2016,2324
"21497",2001000,"Powiat augustowski",2016,3510
"21498",2002000,"Powiat białostocki",2016,2786
"21499",2003000,"Powiat bielski",2016,0
"21500",2004000,"Powiat grajewski",2016,2073
"21501",2005000,"Powiat hajnowski",2016,1884
"21502",2006000,"Powiat kolneński",2016,1569
"21503",2007000,"Powiat łomżyński",2016,0
"21504",2008000,"Powiat moniecki",2016,0
"21505",2009000,"Powiat sejneński",2016,2563
"21506",2010000,"Powiat siemiatycki",2016,0
"21507",2011000,"Powiat sokólski",2016,2546
"21508",2012000,"Powiat suwalski",2016,1266
"21509",2013000,"Powiat wysokomazowiecki",2016,3206
"21510",2014000,"Powiat zambrowski",2016,2611
"21511",2061000,"Powiat m.Białystok",2016,4101
"21512",2062000,"Powiat m.Łomża",2016,2770
"21513",2063000,"Powiat m.Suwałki",2016,2058
"21514",2201000,"Powiat bytowski",2016,2738
"21515",2202000,"Powiat chojnicki",2016,3213
"21516",2203000,"Powiat człuchowski",2016,2574
"21517",2204000,"Powiat gdański",2016,4295
"21518",2205000,"Powiat kartuski",2016,3413
"21519",2206000,"Powiat kościerski",2016,3124
"21520",2207000,"Powiat kwidzyński",2016,2530
"21521",2208000,"Powiat lęborski",2016,2647
"21522",2209000,"Powiat malborski",2016,2361
"21523",2210000,"Powiat nowodworski",2016,5847
"21524",2211000,"Powiat pucki",2016,5051
"21525",2212000,"Powiat słupski",2016,3765
"21526",2213000,"Powiat starogardzki",2016,2920
"21527",2214000,"Powiat tczewski",2016,3344
"21528",2215000,"Powiat wejherowski",2016,4237
"21529",2216000,"Powiat sztumski",2016,1641
"21530",2261000,"Powiat m.Gdańsk",2016,5658
"21531",2262000,"Powiat m.Gdynia",2016,5000
"21532",2263000,"Powiat m.Słupsk",2016,3019
"21533",2264000,"Powiat m.Sopot",2016,7713
"21534",2401000,"Powiat będziński",2016,2184
"21535",2402000,"Powiat bielski",2016,2513
"21536",2403000,"Powiat cieszyński",2016,2901
"21537",2404000,"Powiat częstochowski",2016,1681
"21538",2405000,"Powiat gliwicki",2016,2226
"21539",2406000,"Powiat kłobucki",2016,2647
"21540",2407000,"Powiat lubliniecki",2016,2636
"21541",2408000,"Powiat mikołowski",2016,2653
"21542",2409000,"Powiat myszkowski",2016,1891
"21543",2410000,"Powiat pszczyński",2016,2255
"21544",2411000,"Powiat raciborski",2016,1695
"21545",2412000,"Powiat rybnicki",2016,1991
"21546",2413000,"Powiat tarnogórski",2016,2202
"21547",2414000,"Powiat bieruńsko-lędziński",2016,2539
"21548",2415000,"Powiat wodzisławski",2016,1700
"21549",2416000,"Powiat zawierciański",2016,1854
"21550",2417000,"Powiat żywiecki",2016,3372
"21551",2461000,"Powiat m.Bielsko-Biała",2016,3150
"21552",2462000,"Powiat m.Bytom",2016,1727
"21553",2463000,"Powiat m.Chorzów",2016,2368
"21554",2464000,"Powiat m.Częstochowa",2016,2415
"21555",2465000,"Powiat m.Dąbrowa Górnicza",2016,2453
"21556",2466000,"Powiat m.Gliwice",2016,3089
"21557",2467000,"Powiat m.Jastrzębie-Zdrój",2016,2181
"21558",2468000,"Powiat m.Jaworzno",2016,2670
"21559",2469000,"Powiat m.Katowice",2016,3339
"21560",2470000,"Powiat m.Mysłowice",2016,2254
"21561",2471000,"Powiat m.Piekary Śląskie",2016,1913
"21562",2472000,"Powiat m.Ruda Śląska",2016,1918
"21563",2473000,"Powiat m.Rybnik",2016,2164
"21564",2474000,"Powiat m.Siemianowice Śląskie",2016,2331
"21565",2475000,"Powiat m.Sosnowiec",2016,2395
"21566",2476000,"Powiat m.Świętochłowice",2016,2181
"21567",2477000,"Powiat m.Tychy",2016,3235
"21568",2478000,"Powiat m.Zabrze",2016,2276
"21569",2479000,"Powiat m.Żory",2016,2433
"21570",2601000,"Powiat buski",2016,3280
"21571",2602000,"Powiat jędrzejowski",2016,2597
"21572",2603000,"Powiat kazimierski",2016,2509
"21573",2604000,"Powiat kielecki",2016,0
"21574",2605000,"Powiat konecki",2016,2251
"21575",2606000,"Powiat opatowski",2016,2200
"21576",2607000,"Powiat ostrowiecki",2016,1812
"21577",2608000,"Powiat pińczowski",2016,1974
"21578",2609000,"Powiat sandomierski",2016,2800
"21579",2610000,"Powiat skarżyski",2016,2059
"21580",2611000,"Powiat starachowicki",2016,2167
"21581",2612000,"Powiat staszowski",2016,2532
"21582",2613000,"Powiat włoszczowski",2016,2778
"21583",2661000,"Powiat m.Kielce",2016,3552
"21584",2801000,"Powiat bartoszycki",2016,2006
"21585",2802000,"Powiat braniewski",2016,1905
"21586",2803000,"Powiat działdowski",2016,2422
"21587",2804000,"Powiat elbląski",2016,1777
"21588",2805000,"Powiat ełcki",2016,2534
"21589",2806000,"Powiat giżycki",2016,2868
"21590",2807000,"Powiat iławski",2016,3189
"21591",2808000,"Powiat kętrzyński",2016,1685
"21592",2809000,"Powiat lidzbarski",2016,2092
"21593",2810000,"Powiat mrągowski",2016,2943
"21594",2811000,"Powiat nidzicki",2016,1877
"21595",2812000,"Powiat nowomiejski",2016,1603
"21596",2813000,"Powiat olecki",2016,2683
"21597",2814000,"Powiat olsztyński",2016,2861
"21598",2815000,"Powiat ostródzki",2016,2443
"21599",2816000,"Powiat piski",2016,1968
"21600",2817000,"Powiat szczycieński",2016,2598
"21601",2818000,"Powiat gołdapski",2016,1980
"21602",2819000,"Powiat węgorzewski",2016,2487
"21603",2861000,"Powiat m.Elbląg",2016,2916
"21604",2862000,"Powiat m.Olsztyn",2016,4359
"21605",3001000,"Powiat chodzieski",2016,2933
"21606",3002000,"Powiat czarnkowsko-trzcianecki",2016,1847
"21607",3003000,"Powiat gnieźnieński",2016,2724
"21608",3004000,"Powiat gostyński",2016,2973
"21609",3005000,"Powiat grodziski",2016,2238
"21610",3006000,"Powiat jarociński",2016,3000
"21611",3007000,"Powiat kaliski",2016,2100
"21612",3008000,"Powiat kępiński",2016,0
"21613",3009000,"Powiat kolski",2016,2652
"21614",3010000,"Powiat koniński",2016,2039
"21615",3011000,"Powiat kościański",2016,2703
"21616",3012000,"Powiat krotoszyński",2016,2521
"21617",3013000,"Powiat leszczyński",2016,3079
"21618",3014000,"Powiat międzychodzki",2016,2314
"21619",3015000,"Powiat nowotomyski",2016,2896
"21620",3016000,"Powiat obornicki",2016,3185
"21621",3017000,"Powiat ostrowski",2016,2411
"21622",3018000,"Powiat ostrzeszowski",2016,1690
"21623",3019000,"Powiat pilski",2016,3046
"21624",3020000,"Powiat pleszewski",2016,1892
"21625",3021000,"Powiat poznański",2016,4557
"21626",3022000,"Powiat rawicki",2016,3004
"21627",3023000,"Powiat słupecki",2016,3485
"21628",3024000,"Powiat szamotulski",2016,3422
"21629",3025000,"Powiat średzki",2016,3338
"21630",3026000,"Powiat śremski",2016,3057
"21631",3027000,"Powiat turecki",2016,2203
"21632",3028000,"Powiat wągrowiecki",2016,2973
"21633",3029000,"Powiat wolsztyński",2016,2328
"21634",3030000,"Powiat wrzesiński",2016,3439
"21635",3031000,"Powiat złotowski",2016,2308
"21636",3061000,"Powiat m.Kalisz",2016,2446
"21637",3062000,"Powiat m.Konin",2016,2970
"21638",3063000,"Powiat m.Leszno",2016,3191
"21639",3064000,"Powiat m.Poznań",2016,5622
"21640",3201000,"Powiat białogardzki",2016,1857
"21641",3202000,"Powiat choszczeński",2016,2105
"21642",3203000,"Powiat drawski",2016,2101
"21643",3204000,"Powiat goleniowski",2016,3049
"21644",3205000,"Powiat gryficki",2016,2920
"21645",3206000,"Powiat gryfiński",2016,2345
"21646",3207000,"Powiat kamieński",2016,4203
"21647",3208000,"Powiat kołobrzeski",2016,4568
"21648",3209000,"Powiat koszaliński",2016,3034
"21649",3210000,"Powiat myśliborski",2016,2411
"21650",3211000,"Powiat policki",2016,4124
"21651",3212000,"Powiat pyrzycki",2016,2311
"21652",3213000,"Powiat sławieński",2016,2603
"21653",3214000,"Powiat stargardzki",2016,3571
"21654",3215000,"Powiat szczecinecki",2016,1863
"21655",3216000,"Powiat świdwiński",2016,1865
"21656",3217000,"Powiat wałecki",2016,2751
"21657",3218000,"Powiat łobeski",2016,1325
"21658",3261000,"Powiat m.Koszalin",2016,3623
"21659",3262000,"Powiat m.Szczecin",2016,4344
"21660",3263000,"Powiat m.Świnoujście",2016,5165
"21661",201000,"Powiat bolesławiecki",2017,2778
"21662",202000,"Powiat dzierżoniowski",2017,1829
"21663",203000,"Powiat głogowski",2017,3135
"21664",204000,"Powiat górowski",2017,0
"21665",205000,"Powiat jaworski",2017,2370
"21666",206000,"Powiat jeleniogórski",2017,2698
"21667",207000,"Powiat kamiennogórski",2017,1603
"21668",208000,"Powiat kłodzki",2017,2047
"21669",209000,"Powiat legnicki",2017,2286
"21670",210000,"Powiat lubański",2017,1943
"21671",211000,"Powiat lubiński",2017,2933
"21672",212000,"Powiat lwówecki",2017,1724
"21673",213000,"Powiat milicki",2017,2850
"21674",214000,"Powiat oleśnicki",2017,3486
"21675",215000,"Powiat oławski",2017,3235
"21676",216000,"Powiat polkowicki",2017,2392
"21677",217000,"Powiat strzeliński",2017,2572
"21678",218000,"Powiat średzki",2017,3143
"21679",219000,"Powiat świdnicki",2017,2427
"21680",220000,"Powiat trzebnicki",2017,3585
"21681",221000,"Powiat wałbrzyski",2017,1215
"21682",222000,"Powiat wołowski",2017,2493
"21683",223000,"Powiat wrocławski",2017,4030
"21684",224000,"Powiat ząbkowicki",2017,1554
"21685",225000,"Powiat zgorzelecki",2017,2479
"21686",226000,"Powiat złotoryjski",2017,2450
"21687",261000,"Powiat m.Jelenia Góra",2017,2560
"21688",262000,"Powiat m.Legnica",2017,2763
"21689",264000,"Powiat m.Wrocław",2017,6098
"21690",265000,"Powiat m.Wałbrzych od 2013",2017,1987
"21691",401000,"Powiat aleksandrowski",2017,3284
"21692",402000,"Powiat brodnicki",2017,2554
"21693",403000,"Powiat bydgoski",2017,3189
"21694",404000,"Powiat chełmiński",2017,2778
"21695",405000,"Powiat golubsko-dobrzyński",2017,1833
"21696",406000,"Powiat grudziądzki",2017,1715
"21697",407000,"Powiat inowrocławski",2017,3067
"21698",408000,"Powiat lipnowski",2017,1842
"21699",409000,"Powiat mogileński",2017,2336
"21700",410000,"Powiat nakielski",2017,2634
"21701",411000,"Powiat radziejowski",2017,2865
"21702",412000,"Powiat rypiński",2017,1712
"21703",413000,"Powiat sępoleński",2017,1893
"21704",414000,"Powiat świecki",2017,2732
"21705",415000,"Powiat toruński",2017,2310
"21706",416000,"Powiat tucholski",2017,2399
"21707",417000,"Powiat wąbrzeski",2017,1869
"21708",418000,"Powiat włocławski",2017,1145
"21709",419000,"Powiat żniński",2017,2463
"21710",461000,"Powiat m.Bydgoszcz",2017,4023
"21711",462000,"Powiat m.Grudziądz",2017,2705
"21712",463000,"Powiat m.Toruń",2017,4493
"21713",464000,"Powiat m.Włocławek",2017,2513
"21714",601000,"Powiat bialski",2017,2319
"21715",602000,"Powiat biłgorajski",2017,2941
"21716",603000,"Powiat chełmski",2017,1684
"21717",604000,"Powiat hrubieszowski",2017,2229
"21718",605000,"Powiat janowski",2017,2320
"21719",606000,"Powiat krasnostawski",2017,3014
"21720",607000,"Powiat kraśnicki",2017,2309
"21721",608000,"Powiat lubartowski",2017,3652
"21722",609000,"Powiat lubelski",2017,3558
"21723",610000,"Powiat łęczyński",2017,2595
"21724",611000,"Powiat łukowski",2017,2874
"21725",612000,"Powiat opolski",2017,2617
"21726",613000,"Powiat parczewski",2017,2553
"21727",614000,"Powiat puławski",2017,3341
"21728",615000,"Powiat radzyński",2017,2589
"21729",616000,"Powiat rycki",2017,2754
"21730",617000,"Powiat świdnicki",2017,3626
"21731",618000,"Powiat tomaszowski",2017,2875
"21732",619000,"Powiat włodawski",2017,2164
"21733",620000,"Powiat zamojski",2017,2901
"21734",661000,"Powiat m.Biała Podlaska",2017,2917
"21735",662000,"Powiat m.Chełm",2017,2821
"21736",663000,"Powiat m.Lublin",2017,4974
"21737",664000,"Powiat m.Zamość",2017,3197
"21738",801000,"Powiat gorzowski",2017,2612
"21739",802000,"Powiat krośnieński",2017,2151
"21740",803000,"Powiat międzyrzecki",2017,2368
"21741",804000,"Powiat nowosolski",2017,1730
"21742",805000,"Powiat słubicki",2017,2256
"21743",806000,"Powiat strzelecko-drezdenecki",2017,1754
"21744",807000,"Powiat sulęciński",2017,1682
"21745",808000,"Powiat świebodziński",2017,2305
"21746",809000,"Powiat zielonogórski",2017,2632
"21747",810000,"Powiat żagański",2017,1788
"21748",811000,"Powiat żarski",2017,2038
"21749",812000,"Powiat wschowski",2017,1877
"21750",861000,"Powiat m.Gorzów Wielkopolski",2017,2927
"21751",862000,"Powiat m.Zielona Góra",2017,3252
"21752",1001000,"Powiat bełchatowski",2017,2551
"21753",1002000,"Powiat kutnowski",2017,3095
"21754",1003000,"Powiat łaski",2017,2232
"21755",1004000,"Powiat łęczycki",2017,2756
"21756",1005000,"Powiat łowicki",2017,3117
"21757",1006000,"Powiat łódzki wschodni",2017,2277
"21758",1007000,"Powiat opoczyński",2017,2794
"21759",1008000,"Powiat pabianicki",2017,2365
"21760",1009000,"Powiat pajęczański",2017,0
"21761",1010000,"Powiat piotrkowski",2017,1514
"21762",1011000,"Powiat poddębicki",2017,2809
"21763",1012000,"Powiat radomszczański",2017,2475
"21764",1013000,"Powiat rawski",2017,2796
"21765",1014000,"Powiat sieradzki",2017,2641
"21766",1015000,"Powiat skierniewicki",2017,0
"21767",1016000,"Powiat tomaszowski",2017,2417
"21768",1017000,"Powiat wieluński",2017,3034
"21769",1018000,"Powiat wieruszowski",2017,2174
"21770",1019000,"Powiat zduńskowolski",2017,2957
"21771",1020000,"Powiat zgierski",2017,2591
"21772",1021000,"Powiat brzeziński",2017,2421
"21773",1061000,"Powiat m.Łódź",2017,3539
"21774",1062000,"Powiat m.Piotrków Trybunalski",2017,2769
"21775",1063000,"Powiat m.Skierniewice",2017,3400
"21776",1201000,"Powiat bocheński",2017,3974
"21777",1202000,"Powiat brzeski",2017,3511
"21778",1203000,"Powiat chrzanowski",2017,2672
"21779",1204000,"Powiat dąbrowski",2017,2168
"21780",1205000,"Powiat gorlicki",2017,2798
"21781",1206000,"Powiat krakowski",2017,4201
"21782",1207000,"Powiat limanowski",2017,3000
"21783",1208000,"Powiat miechowski",2017,2973
"21784",1209000,"Powiat myślenicki",2017,4664
"21785",1210000,"Powiat nowosądecki",2017,3270
"21786",1211000,"Powiat nowotarski",2017,3957
"21787",1212000,"Powiat olkuski",2017,2448
"21788",1213000,"Powiat oświęcimski",2017,2706
"21789",1214000,"Powiat proszowicki",2017,3502
"21790",1215000,"Powiat suski",2017,3407
"21791",1216000,"Powiat tarnowski",2017,0
"21792",1217000,"Powiat tatrzański",2017,8236
"21793",1218000,"Powiat wadowicki",2017,2965
"21794",1219000,"Powiat wielicki",2017,5167
"21795",1261000,"Powiat m.Kraków",2017,6557
"21796",1262000,"Powiat m.Nowy Sącz",2017,3483
"21797",1263000,"Powiat m.Tarnów",2017,2987
"21798",1401000,"Powiat białobrzeski",2017,3494
"21799",1402000,"Powiat ciechanowski",2017,2500
"21800",1403000,"Powiat garwoliński",2017,3722
"21801",1404000,"Powiat gostyniński",2017,2210
"21802",1405000,"Powiat grodziski",2017,4618
"21803",1406000,"Powiat grójecki",2017,2663
"21804",1407000,"Powiat kozienicki",2017,3008
"21805",1408000,"Powiat legionowski",2017,5185
"21806",1409000,"Powiat lipski",2017,2222
"21807",1410000,"Powiat łosicki",2017,0
"21808",1411000,"Powiat makowski",2017,1942
"21809",1412000,"Powiat miński",2017,4268
"21810",1413000,"Powiat mławski",2017,2873
"21811",1414000,"Powiat nowodworski",2017,3832
"21812",1415000,"Powiat ostrołęcki",2017,0
"21813",1416000,"Powiat ostrowski",2017,2887
"21814",1417000,"Powiat otwocki",2017,4706
"21815",1418000,"Powiat piaseczyński",2017,5647
"21816",1419000,"Powiat płocki",2017,1361
"21817",1420000,"Powiat płoński",2017,2564
"21818",1421000,"Powiat pruszkowski",2017,5147
"21819",1422000,"Powiat przasnyski",2017,2733
"21820",1423000,"Powiat przysuski",2017,1994
"21821",1424000,"Powiat pułtuski",2017,2342
"21822",1425000,"Powiat radomski",2017,1656
"21823",1426000,"Powiat siedlecki",2017,1090
"21824",1427000,"Powiat sierpecki",2017,3148
"21825",1428000,"Powiat sochaczewski",2017,3248
"21826",1429000,"Powiat sokołowski",2017,3085
"21827",1430000,"Powiat szydłowiecki",2017,3401
"21828",1432000,"Powiat warszawski zachodni",2017,4658
"21829",1433000,"Powiat węgrowski",2017,2333
"21830",1434000,"Powiat wołomiński",2017,5286
"21831",1435000,"Powiat wyszkowski",2017,3688
"21832",1436000,"Powiat zwoleński",2017,1754
"21833",1437000,"Powiat żuromiński",2017,2484
"21834",1438000,"Powiat żyrardowski",2017,3028
"21835",1461000,"Powiat m.Ostrołęka",2017,2679
"21836",1462000,"Powiat m.Płock",2017,3411
"21837",1463000,"Powiat m.Radom",2017,2713
"21838",1464000,"Powiat m.Siedlce",2017,3518
"21839",1465000,"Powiat m. st. Warszawa",2017,8108
"21840",1601000,"Powiat brzeski",2017,2282
"21841",1602000,"Powiat głubczycki",2017,1611
"21842",1603000,"Powiat kędzierzyńsko-kozielski",2017,2022
"21843",1604000,"Powiat kluczborski",2017,2211
"21844",1605000,"Powiat krapkowicki",2017,2020
"21845",1606000,"Powiat namysłowski",2017,2646
"21846",1607000,"Powiat nyski",2017,2460
"21847",1608000,"Powiat oleski",2017,1983
"21848",1609000,"Powiat opolski",2017,2335
"21849",1610000,"Powiat prudnicki",2017,1455
"21850",1611000,"Powiat strzelecki",2017,1826
"21851",1661000,"Powiat m.Opole",2017,4394
"21852",1801000,"Powiat bieszczadzki",2017,2139
"21853",1802000,"Powiat brzozowski",2017,2299
"21854",1803000,"Powiat dębicki",2017,3000
"21855",1804000,"Powiat jarosławski",2017,3000
"21856",1805000,"Powiat jasielski",2017,2546
"21857",1806000,"Powiat kolbuszowski",2017,2839
"21858",1807000,"Powiat krośnieński",2017,1503
"21859",1808000,"Powiat leżajski",2017,1362
"21860",1809000,"Powiat lubaczowski",2017,1767
"21861",1810000,"Powiat łańcucki",2017,3235
"21862",1811000,"Powiat mielecki",2017,3209
"21863",1812000,"Powiat niżański",2017,2198
"21864",1813000,"Powiat przemyski",2017,3157
"21865",1814000,"Powiat przeworski",2017,3039
"21866",1815000,"Powiat ropczycko-sędziszowski",2017,2296
"21867",1816000,"Powiat rzeszowski",2017,4050
"21868",1817000,"Powiat sanocki",2017,2764
"21869",1818000,"Powiat stalowowolski",2017,2746
"21870",1819000,"Powiat strzyżowski",2017,2934
"21871",1820000,"Powiat tarnobrzeski",2017,2055
"21872",1821000,"Powiat leski",2017,2503
"21873",1861000,"Powiat m.Krosno",2017,2727
"21874",1862000,"Powiat m.Przemyśl",2017,2326
"21875",1863000,"Powiat m.Rzeszów",2017,4918
"21876",1864000,"Powiat m.Tarnobrzeg",2017,2224
"21877",2001000,"Powiat augustowski",2017,3524
"21878",2002000,"Powiat białostocki",2017,2562
"21879",2003000,"Powiat bielski",2017,0
"21880",2004000,"Powiat grajewski",2017,2353
"21881",2005000,"Powiat hajnowski",2017,1995
"21882",2006000,"Powiat kolneński",2017,1997
"21883",2007000,"Powiat łomżyński",2017,0
"21884",2008000,"Powiat moniecki",2017,3241
"21885",2009000,"Powiat sejneński",2017,2031
"21886",2010000,"Powiat siemiatycki",2017,0
"21887",2011000,"Powiat sokólski",2017,2305
"21888",2012000,"Powiat suwalski",2017,1325
"21889",2013000,"Powiat wysokomazowiecki",2017,3061
"21890",2014000,"Powiat zambrowski",2017,2273
"21891",2061000,"Powiat m.Białystok",2017,4243
"21892",2062000,"Powiat m.Łomża",2017,2939
"21893",2063000,"Powiat m.Suwałki",2017,2881
"21894",2201000,"Powiat bytowski",2017,3004
"21895",2202000,"Powiat chojnicki",2017,3459
"21896",2203000,"Powiat człuchowski",2017,2441
"21897",2204000,"Powiat gdański",2017,4983
"21898",2205000,"Powiat kartuski",2017,3047
"21899",2206000,"Powiat kościerski",2017,3517
"21900",2207000,"Powiat kwidzyński",2017,2713
"21901",2208000,"Powiat lęborski",2017,2734
"21902",2209000,"Powiat malborski",2017,2762
"21903",2210000,"Powiat nowodworski",2017,4000
"21904",2211000,"Powiat pucki",2017,5345
"21905",2212000,"Powiat słupski",2017,4545
"21906",2213000,"Powiat starogardzki",2017,2921
"21907",2214000,"Powiat tczewski",2017,3672
"21908",2215000,"Powiat wejherowski",2017,4571
"21909",2216000,"Powiat sztumski",2017,1811
"21910",2261000,"Powiat m.Gdańsk",2017,6452
"21911",2262000,"Powiat m.Gdynia",2017,5833
"21912",2263000,"Powiat m.Słupsk",2017,3199
"21913",2264000,"Powiat m.Sopot",2017,9607
"21914",2401000,"Powiat będziński",2017,2135
"21915",2402000,"Powiat bielski",2017,2808
"21916",2403000,"Powiat cieszyński",2017,2921
"21917",2404000,"Powiat częstochowski",2017,1910
"21918",2405000,"Powiat gliwicki",2017,2218
"21919",2406000,"Powiat kłobucki",2017,2584
"21920",2407000,"Powiat lubliniecki",2017,2325
"21921",2408000,"Powiat mikołowski",2017,2712
"21922",2409000,"Powiat myszkowski",2017,2014
"21923",2410000,"Powiat pszczyński",2017,2273
"21924",2411000,"Powiat raciborski",2017,1906
"21925",2412000,"Powiat rybnicki",2017,2156
"21926",2413000,"Powiat tarnogórski",2017,2143
"21927",2414000,"Powiat bieruńsko-lędziński",2017,2657
"21928",2415000,"Powiat wodzisławski",2017,1886
"21929",2416000,"Powiat zawierciański",2017,1716
"21930",2417000,"Powiat żywiecki",2017,2819
"21931",2461000,"Powiat m.Bielsko-Biała",2017,3386
"21932",2462000,"Powiat m.Bytom",2017,1805
"21933",2463000,"Powiat m.Chorzów",2017,2501
"21934",2464000,"Powiat m.Częstochowa",2017,2780
"21935",2465000,"Powiat m.Dąbrowa Górnicza",2017,2500
"21936",2466000,"Powiat m.Gliwice",2017,3113
"21937",2467000,"Powiat m.Jastrzębie-Zdrój",2017,2087
"21938",2468000,"Powiat m.Jaworzno",2017,2830
"21939",2469000,"Powiat m.Katowice",2017,3577
"21940",2470000,"Powiat m.Mysłowice",2017,2504
"21941",2471000,"Powiat m.Piekary Śląskie",2017,1957
"21942",2472000,"Powiat m.Ruda Śląska",2017,2021
"21943",2473000,"Powiat m.Rybnik",2017,2197
"21944",2474000,"Powiat m.Siemianowice Śląskie",2017,2444
"21945",2475000,"Powiat m.Sosnowiec",2017,2419
"21946",2476000,"Powiat m.Świętochłowice",2017,2296
"21947",2477000,"Powiat m.Tychy",2017,3472
"21948",2478000,"Powiat m.Zabrze",2017,2257
"21949",2479000,"Powiat m.Żory",2017,2700
"21950",2601000,"Powiat buski",2017,3371
"21951",2602000,"Powiat jędrzejowski",2017,2478
"21952",2603000,"Powiat kazimierski",2017,0
"21953",2604000,"Powiat kielecki",2017,0
"21954",2605000,"Powiat konecki",2017,2493
"21955",2606000,"Powiat opatowski",2017,2105
"21956",2607000,"Powiat ostrowiecki",2017,2203
"21957",2608000,"Powiat pińczowski",2017,2039
"21958",2609000,"Powiat sandomierski",2017,2924
"21959",2610000,"Powiat skarżyski",2017,1905
"21960",2611000,"Powiat starachowicki",2017,2291
"21961",2612000,"Powiat staszowski",2017,2446
"21962",2613000,"Powiat włoszczowski",2017,2740
"21963",2661000,"Powiat m.Kielce",2017,3672
"21964",2801000,"Powiat bartoszycki",2017,2141
"21965",2802000,"Powiat braniewski",2017,1954
"21966",2803000,"Powiat działdowski",2017,2333
"21967",2804000,"Powiat elbląski",2017,1962
"21968",2805000,"Powiat ełcki",2017,2717
"21969",2806000,"Powiat giżycki",2017,3172
"21970",2807000,"Powiat iławski",2017,3188
"21971",2808000,"Powiat kętrzyński",2017,1982
"21972",2809000,"Powiat lidzbarski",2017,2033
"21973",2810000,"Powiat mrągowski",2017,2675
"21974",2811000,"Powiat nidzicki",2017,2022
"21975",2812000,"Powiat nowomiejski",2017,2232
"21976",2813000,"Powiat olecki",2017,2012
"21977",2814000,"Powiat olsztyński",2017,3177
"21978",2815000,"Powiat ostródzki",2017,2911
"21979",2816000,"Powiat piski",2017,2036
"21980",2817000,"Powiat szczycieński",2017,2967
"21981",2818000,"Powiat gołdapski",2017,1916
"21982",2819000,"Powiat węgorzewski",2017,2282
"21983",2861000,"Powiat m.Elbląg",2017,3113
"21984",2862000,"Powiat m.Olsztyn",2017,4448
"21985",3001000,"Powiat chodzieski",2017,2500
"21986",3002000,"Powiat czarnkowsko-trzcianecki",2017,2516
"21987",3003000,"Powiat gnieźnieński",2017,3096
"21988",3004000,"Powiat gostyński",2017,2916
"21989",3005000,"Powiat grodziski",2017,2943
"21990",3006000,"Powiat jarociński",2017,2626
"21991",3007000,"Powiat kaliski",2017,0
"21992",3008000,"Powiat kępiński",2017,4280
"21993",3009000,"Powiat kolski",2017,2309
"21994",3010000,"Powiat koniński",2017,2081
"21995",3011000,"Powiat kościański",2017,2245
"21996",3012000,"Powiat krotoszyński",2017,2493
