"","Kod","Nazwa","rok","Budynki_mieszkalne_podaaczone_do_infrastruktury_technicznej_w_proc_ogolu_budynkow_mieszkalnych_ogolem_kanalizacja_proc"
"2049",1412000,"Powiat miński",2016,44.6
"2050",1413000,"Powiat mławski",2016,27.6
"2051",1414000,"Powiat nowodworski",2016,31.9
"2052",1415000,"Powiat ostrołęcki",2016,24
"2053",1416000,"Powiat ostrowski",2016,22.8
"2054",1417000,"Powiat otwocki",2016,46.2
"2055",1418000,"Powiat piaseczyński",2016,62.6
"2056",1419000,"Powiat płocki",2016,30.1
"2057",1420000,"Powiat płoński",2016,19.6
"2058",1421000,"Powiat pruszkowski",2016,76.2
"2059",1422000,"Powiat przasnyski",2016,41.1
"2060",1423000,"Powiat przysuski",2016,27.7
"2061",1424000,"Powiat pułtuski",2016,24.7
"2062",1425000,"Powiat radomski",2016,29.2
"2063",1426000,"Powiat siedlecki",2016,32.8
"2064",1427000,"Powiat sierpecki",2016,29.8
"2065",1428000,"Powiat sochaczewski",2016,32.5
"2066",1429000,"Powiat sokołowski",2016,22.3
"2067",1430000,"Powiat szydłowiecki",2016,19.6
"2068",1432000,"Powiat warszawski zachodni",2016,56
"2069",1433000,"Powiat węgrowski",2016,26.5
"2070",1434000,"Powiat wołomiński",2016,53.4
"2071",1435000,"Powiat wyszkowski",2016,34.4
"2072",1436000,"Powiat zwoleński",2016,21.8
"2073",1437000,"Powiat żuromiński",2016,26.3
"2074",1438000,"Powiat żyrardowski",2016,33.1
"2075",1461000,"Powiat m.Ostrołęka",2016,75.1
"2076",1462000,"Powiat m.Płock",2016,43.2
"2077",1463000,"Powiat m.Radom",2016,55.1
"2078",1464000,"Powiat m.Siedlce",2016,51.2
"2079",1465000,"Powiat m. st. Warszawa",2016,61.9
"2080",1601000,"Powiat brzeski",2016,68.4
"2081",1602000,"Powiat głubczycki",2016,41
"2082",1603000,"Powiat kędzierzyńsko-kozielski",2016,68.3
"2083",1604000,"Powiat kluczborski",2016,46.8
"2084",1605000,"Powiat krapkowicki",2016,58.7
"2085",1606000,"Powiat namysłowski",2016,43.2
"2086",1607000,"Powiat nyski",2016,53.1
"2087",1608000,"Powiat oleski",2016,36.8
"2088",1609000,"Powiat opolski",2016,73.8
"2089",1610000,"Powiat prudnicki",2016,32.8
"2090",1611000,"Powiat strzelecki",2016,72.4
"2091",1661000,"Powiat m.Opole",2016,88.4
"2092",1801000,"Powiat bieszczadzki",2016,20.8
"2093",1802000,"Powiat brzozowski",2016,50.4
"2094",1803000,"Powiat dębicki",2016,56.8
"2095",1804000,"Powiat jarosławski",2016,64.8
"2096",1805000,"Powiat jasielski",2016,51.9
"2097",1806000,"Powiat kolbuszowski",2016,49.6
"2098",1807000,"Powiat krośnieński",2016,67.6
"2099",1808000,"Powiat leżajski",2016,57.1
"2100",1809000,"Powiat lubaczowski",2016,67.4
"2101",1810000,"Powiat łańcucki",2016,82.8
"2102",1811000,"Powiat mielecki",2016,51
"2103",1812000,"Powiat niżański",2016,59.3
"2104",1813000,"Powiat przemyski",2016,60.6
"2105",1814000,"Powiat przeworski",2016,74.8
"2106",1815000,"Powiat ropczycko-sędziszowski",2016,41
"2107",1816000,"Powiat rzeszowski",2016,70.6
"2108",1817000,"Powiat sanocki",2016,66.7
"2109",1818000,"Powiat stalowowolski",2016,36.9
"2110",1819000,"Powiat strzyżowski",2016,26.7
"2111",1820000,"Powiat tarnobrzeski",2016,61.5
"2112",1821000,"Powiat leski",2016,43.6
"2113",1861000,"Powiat m.Krosno",2016,88.8
"2114",1862000,"Powiat m.Przemyśl",2016,70.1
"2115",1863000,"Powiat m.Rzeszów",2016,97.4
"2116",1864000,"Powiat m.Tarnobrzeg",2016,67.9
"2117",2001000,"Powiat augustowski",2016,42.6
"2118",2002000,"Powiat białostocki",2016,45.6
"2119",2003000,"Powiat bielski",2016,30.7
"2120",2004000,"Powiat grajewski",2016,37.8
"2121",2005000,"Powiat hajnowski",2016,46.7
"2122",2006000,"Powiat kolneński",2016,21.5
"2123",2007000,"Powiat łomżyński",2016,15.7
"2124",2008000,"Powiat moniecki",2016,32.6
"2125",2009000,"Powiat sejneński",2016,14.9
"2126",2010000,"Powiat siemiatycki",2016,21.8
"2127",2011000,"Powiat sokólski",2016,25.5
"2128",2012000,"Powiat suwalski",2016,27.4
"2129",2013000,"Powiat wysokomazowiecki",2016,23.9
"2130",2014000,"Powiat zambrowski",2016,27.4
"2131",2061000,"Powiat m.Białystok",2016,82
"2132",2062000,"Powiat m.Łomża",2016,70.6
"2133",2063000,"Powiat m.Suwałki",2016,69.2
"2134",2201000,"Powiat bytowski",2016,68.5
"2135",2202000,"Powiat chojnicki",2016,75.5
"2136",2203000,"Powiat człuchowski",2016,63
"2137",2204000,"Powiat gdański",2016,77.8
"2138",2205000,"Powiat kartuski",2016,48.5
"2139",2206000,"Powiat kościerski",2016,66.9
"2140",2207000,"Powiat kwidzyński",2016,62.9
"2141",2208000,"Powiat lęborski",2016,56.7
"2142",2209000,"Powiat malborski",2016,74.5
"2143",2210000,"Powiat nowodworski",2016,66.1
"2144",2211000,"Powiat pucki",2016,84.9
"2145",2212000,"Powiat słupski",2016,73.5
"2146",2213000,"Powiat starogardzki",2016,40.7
"2147",2214000,"Powiat tczewski",2016,71.8
"2148",2215000,"Powiat wejherowski",2016,51
"2149",2216000,"Powiat sztumski",2016,47.6
"2150",2261000,"Powiat m.Gdańsk",2016,92.4
"2151",2262000,"Powiat m.Gdynia",2016,47.7
"2152",2263000,"Powiat m.Słupsk",2016,87.4
"2153",2264000,"Powiat m.Sopot",2016,100
"2154",2401000,"Powiat będziński",2016,46.8
"2155",2402000,"Powiat bielski",2016,46
"2156",2403000,"Powiat cieszyński",2016,46.2
"2157",2404000,"Powiat częstochowski",2016,36.5
"2158",2405000,"Powiat gliwicki",2016,41.8
"2159",2406000,"Powiat kłobucki",2016,44.8
"2160",2407000,"Powiat lubliniecki",2016,72.2
"2161",2408000,"Powiat mikołowski",2016,65.3
"2162",2409000,"Powiat myszkowski",2016,28.2
"2163",2410000,"Powiat pszczyński",2016,57.8
"2164",2411000,"Powiat raciborski",2016,36.5
"2165",2412000,"Powiat rybnicki",2016,33.2
"2166",2413000,"Powiat tarnogórski",2016,52.8
"2167",2414000,"Powiat bieruńsko-lędziński",2016,86.2
"2168",2415000,"Powiat wodzisławski",2016,50.3
"2169",2416000,"Powiat zawierciański",2016,30.7
"2170",2417000,"Powiat żywiecki",2016,76.4
"2171",2461000,"Powiat m.Bielsko-Biała",2016,76
"2172",2462000,"Powiat m.Bytom",2016,100
"2173",2463000,"Powiat m.Chorzów",2016,47.9
"2174",2464000,"Powiat m.Częstochowa",2016,66.2
"2175",2465000,"Powiat m.Dąbrowa Górnicza",2016,50.5
"2176",2466000,"Powiat m.Gliwice",2016,74.4
"2177",2467000,"Powiat m.Jastrzębie-Zdrój",2016,64.1
"2178",2468000,"Powiat m.Jaworzno",2016,44.6
"2179",2469000,"Powiat m.Katowice",2016,87.6
"2180",2470000,"Powiat m.Mysłowice",2016,70.8
"2181",2471000,"Powiat m.Piekary Śląskie",2016,90.6
"2182",2472000,"Powiat m.Ruda Śląska",2016,78.9
"2183",2473000,"Powiat m.Rybnik",2016,87.6
"2184",2474000,"Powiat m.Siemianowice Śląskie",2016,89.3
"2185",2475000,"Powiat m.Sosnowiec",2016,58.3
"2186",2476000,"Powiat m.Świętochłowice",2016,100
"2187",2477000,"Powiat m.Tychy",2016,100
"2188",2478000,"Powiat m.Zabrze",2016,92.7
"2189",2479000,"Powiat m.Żory",2016,94.6
"2190",2601000,"Powiat buski",2016,43
"2191",2602000,"Powiat jędrzejowski",2016,24
"2192",2603000,"Powiat kazimierski",2016,22.1
"2193",2604000,"Powiat kielecki",2016,48.5
"2194",2605000,"Powiat konecki",2016,37.7
"2195",2606000,"Powiat opatowski",2016,20.1
"2196",2607000,"Powiat ostrowiecki",2016,50.9
"2197",2608000,"Powiat pińczowski",2016,27.7
"2198",2609000,"Powiat sandomierski",2016,24.7
"2199",2610000,"Powiat skarżyski",2016,54.2
"2200",2611000,"Powiat starachowicki",2016,65
"2201",2612000,"Powiat staszowski",2016,42.2
"2202",2613000,"Powiat włoszczowski",2016,40.9
"2203",2661000,"Powiat m.Kielce",2016,82.6
"2204",2801000,"Powiat bartoszycki",2016,49.1
"2205",2802000,"Powiat braniewski",2016,51.1
"2206",2803000,"Powiat działdowski",2016,56.9
"2207",2804000,"Powiat elbląski",2016,32.9
"2208",2805000,"Powiat ełcki",2016,36.8
"2209",2806000,"Powiat giżycki",2016,64.9
"2210",2807000,"Powiat iławski",2016,57.9
"2211",2808000,"Powiat kętrzyński",2016,57.4
"2212",2809000,"Powiat lidzbarski",2016,43.3
"2213",2810000,"Powiat mrągowski",2016,59
"2214",2811000,"Powiat nidzicki",2016,50.9
"2215",2812000,"Powiat nowomiejski",2016,46.7
"2216",2813000,"Powiat olecki",2016,43.5
"2217",2814000,"Powiat olsztyński",2016,55.8
"2218",2815000,"Powiat ostródzki",2016,57.9
"2219",2816000,"Powiat piski",2016,56.5
"2220",2817000,"Powiat szczycieński",2016,47.1
"2221",2818000,"Powiat gołdapski",2016,47.6
"2222",2819000,"Powiat węgorzewski",2016,37.4
"2223",2861000,"Powiat m.Elbląg",2016,50.4
"2224",2862000,"Powiat m.Olsztyn",2016,99.9
"2225",3001000,"Powiat chodzieski",2016,74.6
"2226",3002000,"Powiat czarnkowsko-trzcianecki",2016,46
"2227",3003000,"Powiat gnieźnieński",2016,56.5
"2228",3004000,"Powiat gostyński",2016,62.4
"2229",3005000,"Powiat grodziski",2016,52.1
"2230",3006000,"Powiat jarociński",2016,70.8
"2231",3007000,"Powiat kaliski",2016,28.6
"2232",3008000,"Powiat kępiński",2016,60.6
"2233",3009000,"Powiat kolski",2016,29.7
"2234",3010000,"Powiat koniński",2016,35.9
"2235",3011000,"Powiat kościański",2016,63.7
"2236",3012000,"Powiat krotoszyński",2016,43.3
"2237",3013000,"Powiat leszczyński",2016,49.4
"2238",3014000,"Powiat międzychodzki",2016,51.9
"2239",3015000,"Powiat nowotomyski",2016,50.4
"2240",3016000,"Powiat obornicki",2016,59.2
"2241",3017000,"Powiat ostrowski",2016,44.8
"2242",3018000,"Powiat ostrzeszowski",2016,36.3
"2243",3019000,"Powiat pilski",2016,67.8
"2244",3020000,"Powiat pleszewski",2016,45.6
"2245",3021000,"Powiat poznański",2016,67.2
"2246",3022000,"Powiat rawicki",2016,60.4
"2247",3023000,"Powiat słupecki",2016,46.3
"2248",3024000,"Powiat szamotulski",2016,57.4
"2249",3025000,"Powiat średzki",2016,59.3
"2250",3026000,"Powiat śremski",2016,72.1
"2251",3027000,"Powiat turecki",2016,34.2
"2252",3028000,"Powiat wągrowiecki",2016,60.6
"2253",3029000,"Powiat wolsztyński",2016,77.6
"2254",3030000,"Powiat wrzesiński",2016,44.5
"2255",3031000,"Powiat złotowski",2016,60.4
"2256",3061000,"Powiat m.Kalisz",2016,63.7
"2257",3062000,"Powiat m.Konin",2016,54.4
"2258",3063000,"Powiat m.Leszno",2016,96
"2259",3064000,"Powiat m.Poznań",2016,93
"2260",3201000,"Powiat białogardzki",2016,79.2
"2261",3202000,"Powiat choszczeński",2016,57.6
"2262",3203000,"Powiat drawski",2016,56.6
"2263",3204000,"Powiat goleniowski",2016,53.3
"2264",3205000,"Powiat gryficki",2016,52.9
"2265",3206000,"Powiat gryfiński",2016,46.7
"2266",3207000,"Powiat kamieński",2016,49.8
"2267",3208000,"Powiat kołobrzeski",2016,88.3
"2268",3209000,"Powiat koszaliński",2016,62.6
"2269",3210000,"Powiat myśliborski",2016,51
"2270",3211000,"Powiat policki",2016,63.5
"2271",3212000,"Powiat pyrzycki",2016,50.1
"2272",3213000,"Powiat sławieński",2016,47.3
"2273",3214000,"Powiat stargardzki",2016,61.1
"2274",3215000,"Powiat szczecinecki",2016,70.9
"2275",3216000,"Powiat świdwiński",2016,67.5
"2276",3217000,"Powiat wałecki",2016,50.9
"2277",3218000,"Powiat łobeski",2016,42.6
"2278",3261000,"Powiat m.Koszalin",2016,89.5
"2279",3262000,"Powiat m.Szczecin",2016,66.4
"2280",3263000,"Powiat m.Świnoujście",2016,93
"2281",201000,"Powiat bolesławiecki",2017,72.9
"2282",202000,"Powiat dzierżoniowski",2017,56.6
"2283",203000,"Powiat głogowski",2017,54.3
"2284",204000,"Powiat górowski",2017,32.7
"2285",205000,"Powiat jaworski",2017,70.1
"2286",206000,"Powiat jeleniogórski",2017,62.4
"2287",207000,"Powiat kamiennogórski",2017,65.2
"2288",208000,"Powiat kłodzki",2017,46.6
"2289",209000,"Powiat legnicki",2017,68.2
"2290",210000,"Powiat lubański",2017,51.7
"2291",211000,"Powiat lubiński",2017,88.8
"2292",212000,"Powiat lwówecki",2017,37.7
"2293",213000,"Powiat milicki",2017,52.6
"2294",214000,"Powiat oleśnicki",2017,46.9
"2295",215000,"Powiat oławski",2017,52.2
"2296",216000,"Powiat polkowicki",2017,75.7
"2297",217000,"Powiat strzeliński",2017,41.4
"2298",218000,"Powiat średzki",2017,49.5
"2299",219000,"Powiat świdnicki",2017,57.1
"2300",220000,"Powiat trzebnicki",2017,28.8
"2301",221000,"Powiat wałbrzyski",2017,51.5
"2302",222000,"Powiat wołowski",2017,48.2
"2303",223000,"Powiat wrocławski",2017,53.3
"2304",224000,"Powiat ząbkowicki",2017,36.3
"2305",225000,"Powiat zgorzelecki",2017,51.3
"2306",226000,"Powiat złotoryjski",2017,55.3
"2307",261000,"Powiat m.Jelenia Góra",2017,84.8
"2308",262000,"Powiat m.Legnica",2017,94.4
"2309",264000,"Powiat m.Wrocław",2017,84.6
"2310",265000,"Powiat m.Wałbrzych od 2013",2017,84.5
"2311",401000,"Powiat aleksandrowski",2017,48.2
"2312",402000,"Powiat brodnicki",2017,50
"2313",403000,"Powiat bydgoski",2017,43.9
"2314",404000,"Powiat chełmiński",2017,48.5
"2315",405000,"Powiat golubsko-dobrzyński",2017,39.1
"2316",406000,"Powiat grudziądzki",2017,28.7
"2317",407000,"Powiat inowrocławski",2017,50.3
"2318",408000,"Powiat lipnowski",2017,31.5
"2319",409000,"Powiat mogileński",2017,45.7
"2320",410000,"Powiat nakielski",2017,38.7
"2321",411000,"Powiat radziejowski",2017,33.6
"2322",412000,"Powiat rypiński",2017,35.2
"2323",413000,"Powiat sępoleński",2017,51.7
"2324",414000,"Powiat świecki",2017,53.2
"2325",415000,"Powiat toruński",2017,45.4
"2326",416000,"Powiat tucholski",2017,64.6
"2327",417000,"Powiat wąbrzeski",2017,32
"2328",418000,"Powiat włocławski",2017,32.2
"2329",419000,"Powiat żniński",2017,43.5
"2330",461000,"Powiat m.Bydgoszcz",2017,100
"2331",462000,"Powiat m.Grudziądz",2017,59.4
"2332",463000,"Powiat m.Toruń",2017,83.9
"2333",464000,"Powiat m.Włocławek",2017,80.2
"2334",601000,"Powiat bialski",2017,31
"2335",602000,"Powiat biłgorajski",2017,52.4
"2336",603000,"Powiat chełmski",2017,16.4
"2337",604000,"Powiat hrubieszowski",2017,22.5
"2338",605000,"Powiat janowski",2017,23.1
"2339",606000,"Powiat krasnostawski",2017,15.8
"2340",607000,"Powiat kraśnicki",2017,23.9
"2341",608000,"Powiat lubartowski",2017,38
"2342",609000,"Powiat lubelski",2017,13.4
"2343",610000,"Powiat łęczyński",2017,26.1
"2344",611000,"Powiat łukowski",2017,30.1
"2345",612000,"Powiat opolski",2017,9.6
"2346",613000,"Powiat parczewski",2017,36.1
"2347",614000,"Powiat puławski",2017,37.8
"2348",615000,"Powiat radzyński",2017,28
"2349",616000,"Powiat rycki",2017,21.7
"2350",617000,"Powiat świdnicki",2017,21.9
"2351",618000,"Powiat tomaszowski",2017,24
"2352",619000,"Powiat włodawski",2017,37.1
"2353",620000,"Powiat zamojski",2017,12.3
"2354",661000,"Powiat m.Biała Podlaska",2017,77.9
"2355",662000,"Powiat m.Chełm",2017,37.5
"2356",663000,"Powiat m.Lublin",2017,55.6
"2357",664000,"Powiat m.Zamość",2017,57.8
"2358",801000,"Powiat gorzowski",2017,54.3
"2359",802000,"Powiat krośnieński",2017,36.4
"2360",803000,"Powiat międzyrzecki",2017,51.5
"2361",804000,"Powiat nowosolski",2017,54
"2362",805000,"Powiat słubicki",2017,61.2
"2363",806000,"Powiat strzelecko-drezdenecki",2017,40.3
"2364",807000,"Powiat sulęciński",2017,48.1
"2365",808000,"Powiat świebodziński",2017,72
"2366",809000,"Powiat zielonogórski",2017,55.3
"2367",810000,"Powiat żagański",2017,54.5
"2368",811000,"Powiat żarski",2017,32.1
"2369",812000,"Powiat wschowski",2017,47.1
"2370",861000,"Powiat m.Gorzów Wielkopolski",2017,92.8
"2371",862000,"Powiat m.Zielona Góra",2017,48.1
"2372",1001000,"Powiat bełchatowski",2017,38.1
"2373",1002000,"Powiat kutnowski",2017,33.1
"2374",1003000,"Powiat łaski",2017,26.3
"2375",1004000,"Powiat łęczycki",2017,17.9
"2376",1005000,"Powiat łowicki",2017,26.6
"2377",1006000,"Powiat łódzki wschodni",2017,29.7
"2378",1007000,"Powiat opoczyński",2017,55.2
"2379",1008000,"Powiat pabianicki",2017,36.3
"2380",1009000,"Powiat pajęczański",2017,37.1
"2381",1010000,"Powiat piotrkowski",2017,25.1
"2382",1011000,"Powiat poddębicki",2017,18.2
"2383",1012000,"Powiat radomszczański",2017,34.8
"2384",1013000,"Powiat rawski",2017,18
"2385",1014000,"Powiat sieradzki",2017,30.2
"2386",1015000,"Powiat skierniewicki",2017,11.3
"2387",1016000,"Powiat tomaszowski",2017,38.2
"2388",1017000,"Powiat wieluński",2017,35
"2389",1018000,"Powiat wieruszowski",2017,47.8
"2390",1019000,"Powiat zduńskowolski",2017,38.2
"2391",1020000,"Powiat zgierski",2017,33
"2392",1021000,"Powiat brzeziński",2017,20.2
"2393",1061000,"Powiat m.Łódź",2017,50.6
"2394",1062000,"Powiat m.Piotrków Trybunalski",2017,49.6
"2395",1063000,"Powiat m.Skierniewice",2017,61.6
"2396",1201000,"Powiat bocheński",2017,50.8
"2397",1202000,"Powiat brzeski",2017,27.5
"2398",1203000,"Powiat chrzanowski",2017,40.1
"2399",1204000,"Powiat dąbrowski",2017,33.4
"2400",1205000,"Powiat gorlicki",2017,49.9
"2401",1206000,"Powiat krakowski",2017,51.4
"2402",1207000,"Powiat limanowski",2017,32.4
"2403",1208000,"Powiat miechowski",2017,15.5
"2404",1209000,"Powiat myślenicki",2017,52
"2405",1210000,"Powiat nowosądecki",2017,40.3
"2406",1211000,"Powiat nowotarski",2017,58.8
"2407",1212000,"Powiat olkuski",2017,34.9
"2408",1213000,"Powiat oświęcimski",2017,42.9
"2409",1214000,"Powiat proszowicki",2017,29.4
"2410",1215000,"Powiat suski",2017,33.2
"2411",1216000,"Powiat tarnowski",2017,47.5
"2412",1217000,"Powiat tatrzański",2017,44
"2413",1218000,"Powiat wadowicki",2017,40.5
"2414",1219000,"Powiat wielicki",2017,45
"2415",1261000,"Powiat m.Kraków",2017,75.6
"2416",1262000,"Powiat m.Nowy Sącz",2017,89.3
"2417",1263000,"Powiat m.Tarnów",2017,88.1
"2418",1401000,"Powiat białobrzeski",2017,20.7
"2419",1402000,"Powiat ciechanowski",2017,40.9
"2420",1403000,"Powiat garwoliński",2017,35.9
"2421",1404000,"Powiat gostyniński",2017,26.2
"2422",1405000,"Powiat grodziski",2017,50.9
"2423",1406000,"Powiat grójecki",2017,26.2
"2424",1407000,"Powiat kozienicki",2017,47.7
"2425",1408000,"Powiat legionowski",2017,37.9
"2426",1409000,"Powiat lipski",2017,16.2
"2427",1410000,"Powiat łosicki",2017,36.9
"2428",1411000,"Powiat makowski",2017,16.4
"2429",1412000,"Powiat miński",2017,46.1
"2430",1413000,"Powiat mławski",2017,33.1
"2431",1414000,"Powiat nowodworski",2017,32.3
"2432",1415000,"Powiat ostrołęcki",2017,24.2
"2433",1416000,"Powiat ostrowski",2017,22.8
"2434",1417000,"Powiat otwocki",2017,47.3
"2435",1418000,"Powiat piaseczyński",2017,62.6
"2436",1419000,"Powiat płocki",2017,29.8
"2437",1420000,"Powiat płoński",2017,19.9
"2438",1421000,"Powiat pruszkowski",2017,74.1
"2439",1422000,"Powiat przasnyski",2017,41.9
"2440",1423000,"Powiat przysuski",2017,28.4
"2441",1424000,"Powiat pułtuski",2017,24.1
"2442",1425000,"Powiat radomski",2017,29.4
"2443",1426000,"Powiat siedlecki",2017,35.5
"2444",1427000,"Powiat sierpecki",2017,29.4
"2445",1428000,"Powiat sochaczewski",2017,33.8
"2446",1429000,"Powiat sokołowski",2017,22.7
"2447",1430000,"Powiat szydłowiecki",2017,19.6
"2448",1432000,"Powiat warszawski zachodni",2017,57.3
"2449",1433000,"Powiat węgrowski",2017,26.2
"2450",1434000,"Powiat wołomiński",2017,55
"2451",1435000,"Powiat wyszkowski",2017,34.1
"2452",1436000,"Powiat zwoleński",2017,24.1
"2453",1437000,"Powiat żuromiński",2017,26.3
"2454",1438000,"Powiat żyrardowski",2017,33.8
"2455",1461000,"Powiat m.Ostrołęka",2017,75.1
"2456",1462000,"Powiat m.Płock",2017,43.9
"2457",1463000,"Powiat m.Radom",2017,56.4
"2458",1464000,"Powiat m.Siedlce",2017,51.3
"2459",1465000,"Powiat m. st. Warszawa",2017,62
"2460",1601000,"Powiat brzeski",2017,69.3
"2461",1602000,"Powiat głubczycki",2017,41.8
"2462",1603000,"Powiat kędzierzyńsko-kozielski",2017,70.1
"2463",1604000,"Powiat kluczborski",2017,48.2
"2464",1605000,"Powiat krapkowicki",2017,58.9
"2465",1606000,"Powiat namysłowski",2017,44.3
"2466",1607000,"Powiat nyski",2017,54.7
"2467",1608000,"Powiat oleski",2017,36.6
"2468",1609000,"Powiat opolski",2017,71.7
"2469",1610000,"Powiat prudnicki",2017,39.8
"2470",1611000,"Powiat strzelecki",2017,72.6
"2471",1661000,"Powiat m.Opole",2017,74.6
"2472",1801000,"Powiat bieszczadzki",2017,20.6
"2473",1802000,"Powiat brzozowski",2017,50.8
"2474",1803000,"Powiat dębicki",2017,55.9
"2475",1804000,"Powiat jarosławski",2017,65.3
"2476",1805000,"Powiat jasielski",2017,51.7
"2477",1806000,"Powiat kolbuszowski",2017,49
"2478",1807000,"Powiat krośnieński",2017,67.6
"2479",1808000,"Powiat leżajski",2017,57.2
"2480",1809000,"Powiat lubaczowski",2017,68.8
"2481",1810000,"Powiat łańcucki",2017,82.8
"2482",1811000,"Powiat mielecki",2017,51.4
"2483",1812000,"Powiat niżański",2017,59.4
"2484",1813000,"Powiat przemyski",2017,60.1
"2485",1814000,"Powiat przeworski",2017,75
"2486",1815000,"Powiat ropczycko-sędziszowski",2017,43.6
"2487",1816000,"Powiat rzeszowski",2017,70.7
"2488",1817000,"Powiat sanocki",2017,66.9
"2489",1818000,"Powiat stalowowolski",2017,37.1
"2490",1819000,"Powiat strzyżowski",2017,27.3
"2491",1820000,"Powiat tarnobrzeski",2017,63.8
"2492",1821000,"Powiat leski",2017,43.7
"2493",1861000,"Powiat m.Krosno",2017,88.4
"2494",1862000,"Powiat m.Przemyśl",2017,68.7
"2495",1863000,"Powiat m.Rzeszów",2017,92
"2496",1864000,"Powiat m.Tarnobrzeg",2017,68.3
"2497",2001000,"Powiat augustowski",2017,43.8
"2498",2002000,"Powiat białostocki",2017,45.1
"2499",2003000,"Powiat bielski",2017,31
"2500",2004000,"Powiat grajewski",2017,37.9
"2501",2005000,"Powiat hajnowski",2017,47.9
"2502",2006000,"Powiat kolneński",2017,21.1
"2503",2007000,"Powiat łomżyński",2017,15.7
"2504",2008000,"Powiat moniecki",2017,32.8
"2505",2009000,"Powiat sejneński",2017,14.9
"2506",2010000,"Powiat siemiatycki",2017,22.2
"2507",2011000,"Powiat sokólski",2017,25.7
"2508",2012000,"Powiat suwalski",2017,27.1
"2509",2013000,"Powiat wysokomazowiecki",2017,23.7
"2510",2014000,"Powiat zambrowski",2017,27.1
"2511",2061000,"Powiat m.Białystok",2017,82.6
"2512",2062000,"Powiat m.Łomża",2017,69.9
"2513",2063000,"Powiat m.Suwałki",2017,67.7
"2514",2201000,"Powiat bytowski",2017,68
"2515",2202000,"Powiat chojnicki",2017,74.7
"2516",2203000,"Powiat człuchowski",2017,63.8
"2517",2204000,"Powiat gdański",2017,77.6
"2518",2205000,"Powiat kartuski",2017,49.1
"2519",2206000,"Powiat kościerski",2017,67
"2520",2207000,"Powiat kwidzyński",2017,62.6
"2521",2208000,"Powiat lęborski",2017,56.5
"2522",2209000,"Powiat malborski",2017,74.7
"2523",2210000,"Powiat nowodworski",2017,66
"2524",2211000,"Powiat pucki",2017,84.7
"2525",2212000,"Powiat słupski",2017,74.2
"2526",2213000,"Powiat starogardzki",2017,41.2
"2527",2214000,"Powiat tczewski",2017,70.3
"2528",2215000,"Powiat wejherowski",2017,51.8
"2529",2216000,"Powiat sztumski",2017,47.7
"2530",2261000,"Powiat m.Gdańsk",2017,92.5
"2531",2262000,"Powiat m.Gdynia",2017,47.3
"2532",2263000,"Powiat m.Słupsk",2017,87.2
"2533",2264000,"Powiat m.Sopot",2017,100
"2534",2401000,"Powiat będziński",2017,46.8
"2535",2402000,"Powiat bielski",2017,46.3
"2536",2403000,"Powiat cieszyński",2017,47
"2537",2404000,"Powiat częstochowski",2017,36.7
"2538",2405000,"Powiat gliwicki",2017,42.8
"2539",2406000,"Powiat kłobucki",2017,44.9
"2540",2407000,"Powiat lubliniecki",2017,67.2
"2541",2408000,"Powiat mikołowski",2017,65.6
"2542",2409000,"Powiat myszkowski",2017,28.3
"2543",2410000,"Powiat pszczyński",2017,57.5
"2544",2411000,"Powiat raciborski",2017,36.8
"2545",2412000,"Powiat rybnicki",2017,33.7
"2546",2413000,"Powiat tarnogórski",2017,55
"2547",2414000,"Powiat bieruńsko-lędziński",2017,87
"2548",2415000,"Powiat wodzisławski",2017,52.3
"2549",2416000,"Powiat zawierciański",2017,29.6
"2550",2417000,"Powiat żywiecki",2017,76.4
"2551",2461000,"Powiat m.Bielsko-Biała",2017,75.2
"2552",2462000,"Powiat m.Bytom",2017,100
"2553",2463000,"Powiat m.Chorzów",2017,47.4
"2554",2464000,"Powiat m.Częstochowa",2017,66.5
"2555",2465000,"Powiat m.Dąbrowa Górnicza",2017,50.5
"2556",2466000,"Powiat m.Gliwice",2017,75.5
"2557",2467000,"Powiat m.Jastrzębie-Zdrój",2017,67.5
"2558",2468000,"Powiat m.Jaworzno",2017,48.1
"2559",2469000,"Powiat m.Katowice",2017,8.9
"2560",2470000,"Powiat m.Mysłowice",2017,75.9
"2561",2471000,"Powiat m.Piekary Śląskie",2017,89.5
"2562",2472000,"Powiat m.Ruda Śląska",2017,79.7
"2563",2473000,"Powiat m.Rybnik",2017,85.3
"2564",2474000,"Powiat m.Siemianowice Śląskie",2017,89.3
"2565",2475000,"Powiat m.Sosnowiec",2017,60.4
"2566",2476000,"Powiat m.Świętochłowice",2017,100
"2567",2477000,"Powiat m.Tychy",2017,100
"2568",2478000,"Powiat m.Zabrze",2017,92.6
"2569",2479000,"Powiat m.Żory",2017,91.2
"2570",2601000,"Powiat buski",2017,43.2
"2571",2602000,"Powiat jędrzejowski",2017,24.5
"2572",2603000,"Powiat kazimierski",2017,22.5
"2573",2604000,"Powiat kielecki",2017,48.6
"2574",2605000,"Powiat konecki",2017,38.4
"2575",2606000,"Powiat opatowski",2017,20.2
"2576",2607000,"Powiat ostrowiecki",2017,51.2
"2577",2608000,"Powiat pińczowski",2017,31.1
"2578",2609000,"Powiat sandomierski",2017,27.9
"2579",2610000,"Powiat skarżyski",2017,55.1
"2580",2611000,"Powiat starachowicki",2017,65.5
"2581",2612000,"Powiat staszowski",2017,42.3
