"","Kod","Nazwa","rok","BEZROBOCIE_w_proc_ludnosci_aktywnej_zawodowo_proc"
"29229",3025000,"Powiat średzki",2011,5.1
"29230",3026000,"Powiat śremski",2011,1.9
"29231",3027000,"Powiat turecki",2011,3.5
"29232",3028000,"Powiat wągrowiecki",2011,7.1
"29233",3029000,"Powiat wolsztyński",2011,1.5
"29234",3030000,"Powiat wrzesiński",2011,4.9
"29235",3031000,"Powiat złotowski",2011,5.7
"29236",3061000,"Powiat m.Kalisz",2011,2.1
"29237",3062000,"Powiat m.Konin",2011,5.3
"29238",3063000,"Powiat m.Leszno",2011,2.1
"29239",3064000,"Powiat m.Poznań",2011,0.8
"29240",3201000,"Powiat białogardzki",2011,10.3
"29241",3202000,"Powiat choszczeński",2011,8.9
"29242",3203000,"Powiat drawski",2011,9.4
"29243",3204000,"Powiat goleniowski",2011,5.5
"29244",3205000,"Powiat gryficki",2011,6.5
"29245",3206000,"Powiat gryfiński",2011,9
"29246",3207000,"Powiat kamieński",2011,8.6
"29247",3208000,"Powiat kołobrzeski",2011,2.7
"29248",3209000,"Powiat koszaliński",2011,8.6
"29249",3210000,"Powiat myśliborski",2011,5.2
"29250",3211000,"Powiat policki",2011,6.3
"29251",3212000,"Powiat pyrzycki",2011,11.9
"29252",3213000,"Powiat sławieński",2011,6.4
"29253",3214000,"Powiat stargardzki",2011,6.8
"29254",3215000,"Powiat szczecinecki",2011,9
"29255",3216000,"Powiat świdwiński",2011,7.6
"29256",3217000,"Powiat wałecki",2011,6.1
"29257",3218000,"Powiat łobeski",2011,10
"29258",3261000,"Powiat m.Koszalin",2011,4
"29259",3262000,"Powiat m.Szczecin",2011,3.2
"29260",3263000,"Powiat m.Świnoujście",2011,2
"29261",201000,"Powiat bolesławiecki",2012,3
"29262",202000,"Powiat dzierżoniowski",2012,4.9
"29263",203000,"Powiat głogowski",2012,5.3
"29264",204000,"Powiat górowski",2012,11
"29265",205000,"Powiat jaworski",2012,8.5
"29266",206000,"Powiat jeleniogórski",2012,8
"29267",207000,"Powiat kamiennogórski",2012,6.8
"29268",208000,"Powiat kłodzki",2012,10
"29269",209000,"Powiat legnicki",2012,8
"29270",210000,"Powiat lubański",2012,8.6
"29271",211000,"Powiat lubiński",2012,3
"29272",212000,"Powiat lwówecki",2012,9.7
"29273",213000,"Powiat milicki",2012,6.9
"29274",214000,"Powiat oleśnicki",2012,5
"29275",215000,"Powiat oławski",2012,4.3
"29276",216000,"Powiat polkowicki",2012,3.2
"29277",217000,"Powiat strzeliński",2012,5.2
"29278",218000,"Powiat średzki",2012,4.6
"29279",219000,"Powiat świdnicki",2012,3.2
"29280",220000,"Powiat trzebnicki",2012,3.5
"29281",221000,"Powiat wałbrzyski",2012,6.3
"29282",222000,"Powiat wołowski",2012,9.7
"29283",223000,"Powiat wrocławski",2012,1.5
"29284",224000,"Powiat ząbkowicki",2012,7.6
"29285",225000,"Powiat zgorzelecki",2012,4.5
"29286",226000,"Powiat złotoryjski",2012,10.6
"29287",261000,"Powiat m.Jelenia Góra",2012,2.8
"29288",262000,"Powiat m.Legnica",2012,3.2
"29289",264000,"Powiat m.Wrocław",2012,1.8
"29290",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"29291",401000,"Powiat aleksandrowski",2012,8.6
"29292",402000,"Powiat brodnicki",2012,4.7
"29293",403000,"Powiat bydgoski",2012,4.4
"29294",404000,"Powiat chełmiński",2012,10.2
"29295",405000,"Powiat golubsko-dobrzyński",2012,9.4
"29296",406000,"Powiat grudziądzki",2012,11.4
"29297",407000,"Powiat inowrocławski",2012,10.5
"29298",408000,"Powiat lipnowski",2012,11.1
"29299",409000,"Powiat mogileński",2012,7.9
"29300",410000,"Powiat nakielski",2012,7.4
"29301",411000,"Powiat radziejowski",2012,11.7
"29302",412000,"Powiat rypiński",2012,7.6
"29303",413000,"Powiat sępoleński",2012,7.6
"29304",414000,"Powiat świecki",2012,6.8
"29305",415000,"Powiat toruński",2012,5.1
"29306",416000,"Powiat tucholski",2012,7.7
"29307",417000,"Powiat wąbrzeski",2012,8.9
"29308",418000,"Powiat włocławski",2012,13.4
"29309",419000,"Powiat żniński",2012,7.7
"29310",461000,"Powiat m.Bydgoszcz",2012,2.5
"29311",462000,"Powiat m.Grudziądz",2012,8.8
"29312",463000,"Powiat m.Toruń",2012,2.6
"29313",464000,"Powiat m.Włocławek",2012,10
"29314",601000,"Powiat bialski",2012,7
"29315",602000,"Powiat biłgorajski",2012,1.4
"29316",603000,"Powiat chełmski",2012,7.9
"29317",604000,"Powiat hrubieszowski",2012,9
"29318",605000,"Powiat janowski",2012,7.1
"29319",606000,"Powiat krasnostawski",2012,8
"29320",607000,"Powiat kraśnicki",2012,7.4
"29321",608000,"Powiat lubartowski",2012,8.1
"29322",609000,"Powiat lubelski",2012,4.9
"29323",610000,"Powiat łęczyński",2012,2.7
"29324",611000,"Powiat łukowski",2012,4.3
"29325",612000,"Powiat opolski",2012,7.7
"29326",613000,"Powiat parczewski",2012,6.7
"29327",614000,"Powiat puławski",2012,3.9
"29328",615000,"Powiat radzyński",2012,7.4
"29329",616000,"Powiat rycki",2012,4.9
"29330",617000,"Powiat świdnicki",2012,6.6
"29331",618000,"Powiat tomaszowski",2012,6.3
"29332",619000,"Powiat włodawski",2012,11.1
"29333",620000,"Powiat zamojski",2012,6
"29334",661000,"Powiat m.Biała Podlaska",2012,7.1
"29335",662000,"Powiat m.Chełm",2012,6.7
"29336",663000,"Powiat m.Lublin",2012,4.3
"29337",664000,"Powiat m.Zamość",2012,6.5
"29338",801000,"Powiat gorzowski",2012,3.1
"29339",802000,"Powiat krośnieński",2012,8.4
"29340",803000,"Powiat międzyrzecki",2012,8.1
"29341",804000,"Powiat nowosolski",2012,9
"29342",805000,"Powiat słubicki",2012,3.2
"29343",806000,"Powiat strzelecko-drezdenecki",2012,8.4
"29344",807000,"Powiat sulęciński",2012,3.2
"29345",808000,"Powiat świebodziński",2012,1.7
"29346",809000,"Powiat zielonogórski",2012,3.9
"29347",810000,"Powiat żagański",2012,6.2
"29348",811000,"Powiat żarski",2012,5.2
"29349",812000,"Powiat wschowski",2012,5
"29350",861000,"Powiat m.Gorzów Wielkopolski",2012,2.3
"29351",862000,"Powiat m.Zielona Góra",2012,1.9
"29352",1001000,"Powiat bełchatowski",2012,5
"29353",1002000,"Powiat kutnowski",2012,7
"29354",1003000,"Powiat łaski",2012,8.1
"29355",1004000,"Powiat łęczycki",2012,6.1
"29356",1005000,"Powiat łowicki",2012,3.3
"29357",1006000,"Powiat łódzki wschodni",2012,3.4
"29358",1007000,"Powiat opoczyński",2012,5.8
"29359",1008000,"Powiat pabianicki",2012,6.7
"29360",1009000,"Powiat pajęczański",2012,4.7
"29361",1010000,"Powiat piotrkowski",2012,4.8
"29362",1011000,"Powiat poddębicki",2012,6
"29363",1012000,"Powiat radomszczański",2012,6.9
"29364",1013000,"Powiat rawski",2012,2.4
"29365",1014000,"Powiat sieradzki",2012,5.1
"29366",1015000,"Powiat skierniewicki",2012,2.3
"29367",1016000,"Powiat tomaszowski",2012,5.3
"29368",1017000,"Powiat wieluński",2012,4.8
"29369",1018000,"Powiat wieruszowski",2012,3.8
"29370",1019000,"Powiat zduńskowolski",2012,5.5
"29371",1020000,"Powiat zgierski",2012,7.2
"29372",1021000,"Powiat brzeziński",2012,6.2
"29373",1061000,"Powiat m.Łódź",2012,4.7
"29374",1062000,"Powiat m.Piotrków Trybunalski",2012,4.4
"29375",1063000,"Powiat m.Skierniewice",2012,3.7
"29376",1201000,"Powiat bocheński",2012,4.1
"29377",1202000,"Powiat brzeski",2012,4.2
"29378",1203000,"Powiat chrzanowski",2012,4.3
"29379",1204000,"Powiat dąbrowski",2012,8.2
"29380",1205000,"Powiat gorlicki",2012,4.6
"29381",1206000,"Powiat krakowski",2012,3.4
"29382",1207000,"Powiat limanowski",2012,8.9
"29383",1208000,"Powiat miechowski",2012,4.7
"29384",1209000,"Powiat myślenicki",2012,5.2
"29385",1210000,"Powiat nowosądecki",2012,6.2
"29386",1211000,"Powiat nowotarski",2012,5.5
"29387",1212000,"Powiat olkuski",2012,7.1
"29388",1213000,"Powiat oświęcimski",2012,4.2
"29389",1214000,"Powiat proszowicki",2012,5.3
"29390",1215000,"Powiat suski",2012,3.4
"29391",1216000,"Powiat tarnowski",2012,4.8
"29392",1217000,"Powiat tatrzański",2012,5.6
"29393",1218000,"Powiat wadowicki",2012,4.5
"29394",1219000,"Powiat wielicki",2012,3.8
"29395",1261000,"Powiat m.Kraków",2012,1.7
"29396",1262000,"Powiat m.Nowy Sącz",2012,3.4
"29397",1263000,"Powiat m.Tarnów",2012,3.5
"29398",1401000,"Powiat białobrzeski",2012,7.1
"29399",1402000,"Powiat ciechanowski",2012,6.7
"29400",1403000,"Powiat garwoliński",2012,5.9
"29401",1404000,"Powiat gostyniński",2012,9.4
"29402",1405000,"Powiat grodziski",2012,1.6
"29403",1406000,"Powiat grójecki",2012,3
"29404",1407000,"Powiat kozienicki",2012,8.2
"29405",1408000,"Powiat legionowski",2012,4.8
"29406",1409000,"Powiat lipski",2012,6.2
"29407",1410000,"Powiat łosicki",2012,4.4
"29408",1411000,"Powiat makowski",2012,13.9
"29409",1412000,"Powiat miński",2012,3.2
"29410",1413000,"Powiat mławski",2012,5.2
"29411",1414000,"Powiat nowodworski",2012,4.8
"29412",1415000,"Powiat ostrołęcki",2012,9.5
"29413",1416000,"Powiat ostrowski",2012,8.4
"29414",1417000,"Powiat otwocki",2012,2.4
"29415",1418000,"Powiat piaseczyński",2012,2.7
"29416",1419000,"Powiat płocki",2012,7.1
"29417",1420000,"Powiat płoński",2012,7.5
"29418",1421000,"Powiat pruszkowski",2012,2.7
"29419",1422000,"Powiat przasnyski",2012,7.5
"29420",1423000,"Powiat przysuski",2012,15.2
"29421",1424000,"Powiat pułtuski",2012,10.4
"29422",1425000,"Powiat radomski",2012,14.7
"29423",1426000,"Powiat siedlecki",2012,3.8
"29424",1427000,"Powiat sierpecki",2012,11.6
"29425",1428000,"Powiat sochaczewski",2012,3.9
"29426",1429000,"Powiat sokołowski",2012,4.3
"29427",1430000,"Powiat szydłowiecki",2012,19.3
"29428",1432000,"Powiat warszawski zachodni",2012,2.3
"29429",1433000,"Powiat węgrowski",2012,6
"29430",1434000,"Powiat wołomiński",2012,5.7
"29431",1435000,"Powiat wyszkowski",2012,4.4
"29432",1436000,"Powiat zwoleński",2012,9.6
"29433",1437000,"Powiat żuromiński",2012,11
"29434",1438000,"Powiat żyrardowski",2012,5.9
"29435",1461000,"Powiat m.Ostrołęka",2012,7.7
"29436",1462000,"Powiat m.Płock",2012,4.6
"29437",1463000,"Powiat m.Radom",2012,10.2
"29438",1464000,"Powiat m.Siedlce",2012,4
"29439",1465000,"Powiat m. st. Warszawa",2012,1.6
"29440",1601000,"Powiat brzeski",2012,6.8
"29441",1602000,"Powiat głubczycki",2012,7.5
"29442",1603000,"Powiat kędzierzyńsko-kozielski",2012,4.8
"29443",1604000,"Powiat kluczborski",2012,4.6
"29444",1605000,"Powiat krapkowicki",2012,2.9
"29445",1606000,"Powiat namysłowski",2012,6.2
"29446",1607000,"Powiat nyski",2012,6
"29447",1608000,"Powiat oleski",2012,3.1
"29448",1609000,"Powiat opolski",2012,4.1
"29449",1610000,"Powiat prudnicki",2012,7.3
"29450",1611000,"Powiat strzelecki",2012,2.8
"29451",1661000,"Powiat m.Opole",2012,2.1
"29452",1801000,"Powiat bieszczadzki",2012,8.9
"29453",1802000,"Powiat brzozowski",2012,11.7
"29454",1803000,"Powiat dębicki",2012,4.8
"29455",1804000,"Powiat jarosławski",2012,9.2
"29456",1805000,"Powiat jasielski",2012,8.3
"29457",1806000,"Powiat kolbuszowski",2012,7.3
"29458",1807000,"Powiat krośnieński",2012,6.4
"29459",1808000,"Powiat leżajski",2012,8.2
"29460",1809000,"Powiat lubaczowski",2012,4.9
"29461",1810000,"Powiat łańcucki",2012,7.8
"29462",1811000,"Powiat mielecki",2012,5.9
"29463",1812000,"Powiat niżański",2012,10.3
"29464",1813000,"Powiat przemyski",2012,9.1
"29465",1814000,"Powiat przeworski",2012,8.4
"29466",1815000,"Powiat ropczycko-sędziszowski",2012,8.2
"29467",1816000,"Powiat rzeszowski",2012,5.6
"29468",1817000,"Powiat sanocki",2012,5
"29469",1818000,"Powiat stalowowolski",2012,5.8
"29470",1819000,"Powiat strzyżowski",2012,11.1
"29471",1820000,"Powiat tarnobrzeski",2012,6.2
"29472",1821000,"Powiat leski",2012,9.6
"29473",1861000,"Powiat m.Krosno",2012,2.7
"29474",1862000,"Powiat m.Przemyśl",2012,10
"29475",1863000,"Powiat m.Rzeszów",2012,3.3
"29476",1864000,"Powiat m.Tarnobrzeg",2012,6.3
"29477",2001000,"Powiat augustowski",2012,8.9
"29478",2002000,"Powiat białostocki",2012,7.3
"29479",2003000,"Powiat bielski",2012,3.2
"29480",2004000,"Powiat grajewski",2012,9.9
"29481",2005000,"Powiat hajnowski",2012,4.2
"29482",2006000,"Powiat kolneński",2012,9.6
"29483",2007000,"Powiat łomżyński",2012,5.5
"29484",2008000,"Powiat moniecki",2012,6.2
"29485",2009000,"Powiat sejneński",2012,10
"29486",2010000,"Powiat siemiatycki",2012,3.8
"29487",2011000,"Powiat sokólski",2012,8.4
"29488",2012000,"Powiat suwalski",2012,3.2
"29489",2013000,"Powiat wysokomazowiecki",2012,2.7
"29490",2014000,"Powiat zambrowski",2012,6.8
"29491",2061000,"Powiat m.Białystok",2012,5.4
"29492",2062000,"Powiat m.Łomża",2012,6.8
"29493",2063000,"Powiat m.Suwałki",2012,3.8
"29494",2201000,"Powiat bytowski",2012,8.7
"29495",2202000,"Powiat chojnicki",2012,8.5
"29496",2203000,"Powiat człuchowski",2012,7.8
"29497",2204000,"Powiat gdański",2012,2.6
"29498",2205000,"Powiat kartuski",2012,2.6
"29499",2206000,"Powiat kościerski",2012,4.5
"29500",2207000,"Powiat kwidzyński",2012,5.8
"29501",2208000,"Powiat lęborski",2012,6.8
"29502",2209000,"Powiat malborski",2012,8.7
"29503",2210000,"Powiat nowodworski",2012,11.8
"29504",2211000,"Powiat pucki",2012,3.5
"29505",2212000,"Powiat słupski",2012,8.1
"29506",2213000,"Powiat starogardzki",2012,6.8
"29507",2214000,"Powiat tczewski",2012,3.9
"29508",2215000,"Powiat wejherowski",2012,4.8
"29509",2216000,"Powiat sztumski",2012,7.8
"29510",2261000,"Powiat m.Gdańsk",2012,1.7
"29511",2262000,"Powiat m.Gdynia",2012,1.4
"29512",2263000,"Powiat m.Słupsk",2012,4
"29513",2264000,"Powiat m.Sopot",2012,1.1
"29514",2401000,"Powiat będziński",2012,5.1
"29515",2402000,"Powiat bielski",2012,3.8
"29516",2403000,"Powiat cieszyński",2012,3.6
"29517",2404000,"Powiat częstochowski",2012,8
"29518",2405000,"Powiat gliwicki",2012,3.3
"29519",2406000,"Powiat kłobucki",2012,4.3
"29520",2407000,"Powiat lubliniecki",2012,5.2
"29521",2408000,"Powiat mikołowski",2012,2.4
"29522",2409000,"Powiat myszkowski",2012,7.6
"29523",2410000,"Powiat pszczyński",2012,1.9
"29524",2411000,"Powiat raciborski",2012,2.6
"29525",2412000,"Powiat rybnicki",2012,3.2
"29526",2413000,"Powiat tarnogórski",2012,4.5
"29527",2414000,"Powiat bieruńsko-lędziński",2012,1.1
"29528",2415000,"Powiat wodzisławski",2012,3
"29529",2416000,"Powiat zawierciański",2012,6.7
"29530",2417000,"Powiat żywiecki",2012,5.7
"29531",2461000,"Powiat m.Bielsko-Biała",2012,2.3
"29532",2462000,"Powiat m.Bytom",2012,8.1
"29533",2463000,"Powiat m.Chorzów",2012,2.9
"29534",2464000,"Powiat m.Częstochowa",2012,5.3
"29535",2465000,"Powiat m.Dąbrowa Górnicza",2012,3.4
"29536",2466000,"Powiat m.Gliwice",2012,2.1
"29537",2467000,"Powiat m.Jastrzębie-Zdrój",2012,2.5
"29538",2468000,"Powiat m.Jaworzno",2012,2.5
"29539",2469000,"Powiat m.Katowice",2012,1.5
"29540",2470000,"Powiat m.Mysłowice",2012,2.2
"29541",2471000,"Powiat m.Piekary Śląskie",2012,5.3
"29542",2472000,"Powiat m.Ruda Śląska",2012,1.5
"29543",2473000,"Powiat m.Rybnik",2012,2.1
"29544",2474000,"Powiat m.Siemianowice Śląskie",2012,2.8
"29545",2475000,"Powiat m.Sosnowiec",2012,4.2
"29546",2476000,"Powiat m.Świętochłowice",2012,4.9
"29547",2477000,"Powiat m.Tychy",2012,1.5
"29548",2478000,"Powiat m.Zabrze",2012,4
"29549",2479000,"Powiat m.Żory",2012,1.9
"29550",2601000,"Powiat buski",2012,2.7
"29551",2602000,"Powiat jędrzejowski",2012,6.5
"29552",2603000,"Powiat kazimierski",2012,5.8
"29553",2604000,"Powiat kielecki",2012,5.7
"29554",2605000,"Powiat konecki",2012,8.2
"29555",2606000,"Powiat opatowski",2012,11.6
"29556",2607000,"Powiat ostrowiecki",2012,7.9
"29557",2608000,"Powiat pińczowski",2012,4
"29558",2609000,"Powiat sandomierski",2012,5.2
"29559",2610000,"Powiat skarżyski",2012,9.8
"29560",2611000,"Powiat starachowicki",2012,6.9
"29561",2612000,"Powiat staszowski",2012,3.3
"29562",2613000,"Powiat włoszczowski",2012,5.2
"29563",2661000,"Powiat m.Kielce",2012,3.8
"29564",2801000,"Powiat bartoszycki",2012,12.2
"29565",2802000,"Powiat braniewski",2012,12.6
"29566",2803000,"Powiat działdowski",2012,11.1
"29567",2804000,"Powiat elbląski",2012,11.3
"29568",2805000,"Powiat ełcki",2012,9.9
"29569",2806000,"Powiat giżycki",2012,3.9
"29570",2807000,"Powiat iławski",2012,2.9
"29571",2808000,"Powiat kętrzyński",2012,8.3
"29572",2809000,"Powiat lidzbarski",2012,9.2
"29573",2810000,"Powiat mrągowski",2012,5.2
"29574",2811000,"Powiat nidzicki",2012,5.4
"29575",2812000,"Powiat nowomiejski",2012,8.6
"29576",2813000,"Powiat olecki",2012,8.3
"29577",2814000,"Powiat olsztyński",2012,7.1
"29578",2815000,"Powiat ostródzki",2012,8.2
"29579",2816000,"Powiat piski",2012,10.9
"29580",2817000,"Powiat szczycieński",2012,11.4
"29581",2818000,"Powiat gołdapski",2012,7.7
"29582",2819000,"Powiat węgorzewski",2012,9.5
"29583",2861000,"Powiat m.Elbląg",2012,6.6
"29584",2862000,"Powiat m.Olsztyn",2012,2.3
"29585",3001000,"Powiat chodzieski",2012,6.3
"29586",3002000,"Powiat czarnkowsko-trzcianecki",2012,4.6
"29587",3003000,"Powiat gnieźnieński",2012,5.2
"29588",3004000,"Powiat gostyński",2012,3.6
"29589",3005000,"Powiat grodziski",2012,3.6
"29590",3006000,"Powiat jarociński",2012,4.2
"29591",3007000,"Powiat kaliski",2012,2.4
"29592",3008000,"Powiat kępiński",2012,1.7
"29593",3009000,"Powiat kolski",2012,5.3
"29594",3010000,"Powiat koniński",2012,7
"29595",3011000,"Powiat kościański",2012,2.2
"29596",3012000,"Powiat krotoszyński",2012,3.3
"29597",3013000,"Powiat leszczyński",2012,2.4
"29598",3014000,"Powiat międzychodzki",2012,1.7
"29599",3015000,"Powiat nowotomyski",2012,1.1
"29600",3016000,"Powiat obornicki",2012,3.4
"29601",3017000,"Powiat ostrowski",2012,2.6
"29602",3018000,"Powiat ostrzeszowski",2012,3.3
"29603",3019000,"Powiat pilski",2012,3.4
"29604",3020000,"Powiat pleszewski",2012,2.9
"29605",3021000,"Powiat poznański",2012,0.8
"29606",3022000,"Powiat rawicki",2012,3.1
"29607",3023000,"Powiat słupecki",2012,6.7
"29608",3024000,"Powiat szamotulski",2012,3.9
"29609",3025000,"Powiat średzki",2012,5.3
"29610",3026000,"Powiat śremski",2012,2.5
"29611",3027000,"Powiat turecki",2012,3.6
"29612",3028000,"Powiat wągrowiecki",2012,8.7
"29613",3029000,"Powiat wolsztyński",2012,1.6
"29614",3030000,"Powiat wrzesiński",2012,5.1
"29615",3031000,"Powiat złotowski",2012,5.3
"29616",3061000,"Powiat m.Kalisz",2012,2.1
"29617",3062000,"Powiat m.Konin",2012,5.2
"29618",3063000,"Powiat m.Leszno",2012,2.2
"29619",3064000,"Powiat m.Poznań",2012,0.9
"29620",3201000,"Powiat białogardzki",2012,9.7
"29621",3202000,"Powiat choszczeński",2012,10.2
"29622",3203000,"Powiat drawski",2012,9.6
"29623",3204000,"Powiat goleniowski",2012,4.6
"29624",3205000,"Powiat gryficki",2012,6.6
"29625",3206000,"Powiat gryfiński",2012,9
"29626",3207000,"Powiat kamieński",2012,7.8
"29627",3208000,"Powiat kołobrzeski",2012,1.8
"29628",3209000,"Powiat koszaliński",2012,9.4
"29629",3210000,"Powiat myśliborski",2012,5.5
"29630",3211000,"Powiat policki",2012,6.3
"29631",3212000,"Powiat pyrzycki",2012,10.6
"29632",3213000,"Powiat sławieński",2012,9
"29633",3214000,"Powiat stargardzki",2012,7
"29634",3215000,"Powiat szczecinecki",2012,9.3
"29635",3216000,"Powiat świdwiński",2012,7.4
"29636",3217000,"Powiat wałecki",2012,6.1
"29637",3218000,"Powiat łobeski",2012,11
"29638",3261000,"Powiat m.Koszalin",2012,4.3
"29639",3262000,"Powiat m.Szczecin",2012,3.9
"29640",3263000,"Powiat m.Świnoujście",2012,2.2
"29641",201000,"Powiat bolesławiecki",2013,3.5
"29642",202000,"Powiat dzierżoniowski",2013,5.6
"29643",203000,"Powiat głogowski",2013,5.5
"29644",204000,"Powiat górowski",2013,11.1
"29645",205000,"Powiat jaworski",2013,9.4
"29646",206000,"Powiat jeleniogórski",2013,8
"29647",207000,"Powiat kamiennogórski",2013,6.7
"29648",208000,"Powiat kłodzki",2013,11
"29649",209000,"Powiat legnicki",2013,8
"29650",210000,"Powiat lubański",2013,8
"29651",211000,"Powiat lubiński",2013,3.5
"29652",212000,"Powiat lwówecki",2013,10.4
"29653",213000,"Powiat milicki",2013,7.5
"29654",214000,"Powiat oleśnicki",2013,5.6
"29655",215000,"Powiat oławski",2013,4.4
"29656",216000,"Powiat polkowicki",2013,3.3
"29657",217000,"Powiat strzeliński",2013,6.6
"29658",218000,"Powiat średzki",2013,4.6
"29659",219000,"Powiat świdnicki",2013,3.9
"29660",220000,"Powiat trzebnicki",2013,4.4
"29661",221000,"Powiat wałbrzyski",2013,10.3
"29662",222000,"Powiat wołowski",2013,9.6
"29663",223000,"Powiat wrocławski",2013,1.8
"29664",224000,"Powiat ząbkowicki",2013,7
"29665",225000,"Powiat zgorzelecki",2013,5.6
"29666",226000,"Powiat złotoryjski",2013,11
"29667",261000,"Powiat m.Jelenia Góra",2013,3
"29668",262000,"Powiat m.Legnica",2013,3.5
"29669",264000,"Powiat m.Wrocław",2013,2
"29670",265000,"Powiat m.Wałbrzych od 2013",2013,5.6
"29671",401000,"Powiat aleksandrowski",2013,10.4
"29672",402000,"Powiat brodnicki",2013,5.1
"29673",403000,"Powiat bydgoski",2013,4.5
"29674",404000,"Powiat chełmiński",2013,10.8
"29675",405000,"Powiat golubsko-dobrzyński",2013,10.3
"29676",406000,"Powiat grudziądzki",2013,10.7
"29677",407000,"Powiat inowrocławski",2013,10.6
"29678",408000,"Powiat lipnowski",2013,11.3
"29679",409000,"Powiat mogileński",2013,9.4
"29680",410000,"Powiat nakielski",2013,7.9
"29681",411000,"Powiat radziejowski",2013,12
"29682",412000,"Powiat rypiński",2013,8.7
"29683",413000,"Powiat sępoleński",2013,7.9
"29684",414000,"Powiat świecki",2013,7.3
"29685",415000,"Powiat toruński",2013,7.5
"29686",416000,"Powiat tucholski",2013,8.7
"29687",417000,"Powiat wąbrzeski",2013,10.2
"29688",418000,"Powiat włocławski",2013,13
"29689",419000,"Powiat żniński",2013,8.5
"29690",461000,"Powiat m.Bydgoszcz",2013,2.9
"29691",462000,"Powiat m.Grudziądz",2013,8.7
"29692",463000,"Powiat m.Toruń",2013,3.7
"29693",464000,"Powiat m.Włocławek",2013,9.7
"29694",601000,"Powiat bialski",2013,7.6
"29695",602000,"Powiat biłgorajski",2013,1.7
"29696",603000,"Powiat chełmski",2013,8.7
"29697",604000,"Powiat hrubieszowski",2013,9.6
"29698",605000,"Powiat janowski",2013,7.8
"29699",606000,"Powiat krasnostawski",2013,8.9
"29700",607000,"Powiat kraśnicki",2013,8
"29701",608000,"Powiat lubartowski",2013,8.7
"29702",609000,"Powiat lubelski",2013,5.4
"29703",610000,"Powiat łęczyński",2013,3.1
"29704",611000,"Powiat łukowski",2013,5.1
"29705",612000,"Powiat opolski",2013,7.7
"29706",613000,"Powiat parczewski",2013,7.4
"29707",614000,"Powiat puławski",2013,4.1
"29708",615000,"Powiat radzyński",2013,8.1
"29709",616000,"Powiat rycki",2013,6.2
"29710",617000,"Powiat świdnicki",2013,7.1
"29711",618000,"Powiat tomaszowski",2013,6.1
"29712",619000,"Powiat włodawski",2013,11.4
"29713",620000,"Powiat zamojski",2013,7.1
"29714",661000,"Powiat m.Biała Podlaska",2013,7.8
"29715",662000,"Powiat m.Chełm",2013,7.8
"29716",663000,"Powiat m.Lublin",2013,4.7
"29717",664000,"Powiat m.Zamość",2013,7.4
"29718",801000,"Powiat gorzowski",2013,3.3
"29719",802000,"Powiat krośnieński",2013,8.4
"29720",803000,"Powiat międzyrzecki",2013,9.4
"29721",804000,"Powiat nowosolski",2013,9.7
"29722",805000,"Powiat słubicki",2013,3.2
"29723",806000,"Powiat strzelecko-drezdenecki",2013,8.6
"29724",807000,"Powiat sulęciński",2013,3.4
"29725",808000,"Powiat świebodziński",2013,3.8
"29726",809000,"Powiat zielonogórski",2013,4.1
"29727",810000,"Powiat żagański",2013,6.4
"29728",811000,"Powiat żarski",2013,5.3
"29729",812000,"Powiat wschowski",2013,5
"29730",861000,"Powiat m.Gorzów Wielkopolski",2013,2.1
"29731",862000,"Powiat m.Zielona Góra",2013,1.9
"29732",1001000,"Powiat bełchatowski",2013,5.7
"29733",1002000,"Powiat kutnowski",2013,7
"29734",1003000,"Powiat łaski",2013,9
"29735",1004000,"Powiat łęczycki",2013,7
"29736",1005000,"Powiat łowicki",2013,3.8
"29737",1006000,"Powiat łódzki wschodni",2013,4.5
"29738",1007000,"Powiat opoczyński",2013,6
"29739",1008000,"Powiat pabianicki",2013,7.3
"29740",1009000,"Powiat pajęczański",2013,5.1
"29741",1010000,"Powiat piotrkowski",2013,5.1
"29742",1011000,"Powiat poddębicki",2013,7.1
"29743",1012000,"Powiat radomszczański",2013,7.5
"29744",1013000,"Powiat rawski",2013,3
"29745",1014000,"Powiat sieradzki",2013,5.2
"29746",1015000,"Powiat skierniewicki",2013,2.8
"29747",1016000,"Powiat tomaszowski",2013,6
"29748",1017000,"Powiat wieluński",2013,5.4
"29749",1018000,"Powiat wieruszowski",2013,4.1
"29750",1019000,"Powiat zduńskowolski",2013,6.5
"29751",1020000,"Powiat zgierski",2013,8
"29752",1021000,"Powiat brzeziński",2013,6.3
"29753",1061000,"Powiat m.Łódź",2013,5.5
"29754",1062000,"Powiat m.Piotrków Trybunalski",2013,5.1
"29755",1063000,"Powiat m.Skierniewice",2013,4.1
"29756",1201000,"Powiat bocheński",2013,4.6
"29757",1202000,"Powiat brzeski",2013,5
"29758",1203000,"Powiat chrzanowski",2013,5.1
"29759",1204000,"Powiat dąbrowski",2013,8.5
"29760",1205000,"Powiat gorlicki",2013,5.3
"29761",1206000,"Powiat krakowski",2013,3.5
"29762",1207000,"Powiat limanowski",2013,8.8
"29763",1208000,"Powiat miechowski",2013,4.8
"29764",1209000,"Powiat myślenicki",2013,5.4
"29765",1210000,"Powiat nowosądecki",2013,6.4
"29766",1211000,"Powiat nowotarski",2013,6.3
"29767",1212000,"Powiat olkuski",2013,6.8
