"","Kod","Nazwa","rok","BEZROBOCIE_w_proc_ludnosci_aktywnej_zawodowo_proc"
"27339",3064000,"Powiat m.Poznań",2006,2.4
"27340",3201000,"Powiat białogardzki",2006,17
"27341",3202000,"Powiat choszczeński",2006,12.2
"27342",3203000,"Powiat drawski",2006,13.1
"27343",3204000,"Powiat goleniowski",2006,9.7
"27344",3205000,"Powiat gryficki",2006,16.2
"27345",3206000,"Powiat gryfiński",2006,12
"27346",3207000,"Powiat kamieński",2006,12.6
"27347",3208000,"Powiat kołobrzeski",2006,4.5
"27348",3209000,"Powiat koszaliński",2006,14.2
"27349",3210000,"Powiat myśliborski",2006,8.4
"27350",3211000,"Powiat policki",2006,8.7
"27351",3212000,"Powiat pyrzycki",2006,14.2
"27352",3213000,"Powiat sławieński",2006,12.5
"27353",3214000,"Powiat stargardzki",2006,13.2
"27354",3215000,"Powiat szczecinecki",2006,13.7
"27355",3216000,"Powiat świdwiński",2006,15.3
"27356",3217000,"Powiat wałecki",2006,7.7
"27357",3218000,"Powiat łobeski",2006,16.7
"27358",3261000,"Powiat m.Koszalin",2006,7.3
"27359",3262000,"Powiat m.Szczecin",2006,6.3
"27360",3263000,"Powiat m.Świnoujście",2006,5.7
"27361",201000,"Powiat bolesławiecki",2007,5.1
"27362",202000,"Powiat dzierżoniowski",2007,11.5
"27363",203000,"Powiat głogowski",2007,4.5
"27364",204000,"Powiat górowski",2007,6.2
"27365",205000,"Powiat jaworski",2007,7.4
"27366",206000,"Powiat jeleniogórski",2007,5
"27367",207000,"Powiat kamiennogórski",2007,4.2
"27368",208000,"Powiat kłodzki",2007,10.3
"27369",209000,"Powiat legnicki",2007,5.9
"27370",210000,"Powiat lubański",2007,8.9
"27371",211000,"Powiat lubiński",2007,1.5
"27372",212000,"Powiat lwówecki",2007,10.3
"27373",213000,"Powiat milicki",2007,8.3
"27374",214000,"Powiat oleśnicki",2007,4.5
"27375",215000,"Powiat oławski",2007,2.9
"27376",216000,"Powiat polkowicki",2007,3.6
"27377",217000,"Powiat strzeliński",2007,9.1
"27378",218000,"Powiat średzki",2007,4.2
"27379",219000,"Powiat świdnicki",2007,3.5
"27380",220000,"Powiat trzebnicki",2007,5.7
"27381",221000,"Powiat wałbrzyski",2007,5.9
"27382",222000,"Powiat wołowski",2007,6
"27383",223000,"Powiat wrocławski",2007,2.6
"27384",224000,"Powiat ząbkowicki",2007,5.8
"27385",225000,"Powiat zgorzelecki",2007,5.2
"27386",226000,"Powiat złotoryjski",2007,9.7
"27387",261000,"Powiat m.Jelenia Góra",2007,2.1
"27388",262000,"Powiat m.Legnica",2007,2.1
"27389",264000,"Powiat m.Wrocław",2007,2.6
"27390",265000,"Powiat m.Wałbrzych od 2013",2007,NA
"27391",401000,"Powiat aleksandrowski",2007,8.4
"27392",402000,"Powiat brodnicki",2007,6
"27393",403000,"Powiat bydgoski",2007,4.6
"27394",404000,"Powiat chełmiński",2007,6.9
"27395",405000,"Powiat golubsko-dobrzyński",2007,7
"27396",406000,"Powiat grudziądzki",2007,11.1
"27397",407000,"Powiat inowrocławski",2007,12.3
"27398",408000,"Powiat lipnowski",2007,11
"27399",409000,"Powiat mogileński",2007,10.8
"27400",410000,"Powiat nakielski",2007,8.9
"27401",411000,"Powiat radziejowski",2007,10.4
"27402",412000,"Powiat rypiński",2007,8.6
"27403",413000,"Powiat sępoleński",2007,9
"27404",414000,"Powiat świecki",2007,7.8
"27405",415000,"Powiat toruński",2007,6.8
"27406",416000,"Powiat tucholski",2007,8.2
"27407",417000,"Powiat wąbrzeski",2007,8.9
"27408",418000,"Powiat włocławski",2007,10.3
"27409",419000,"Powiat żniński",2007,8.6
"27410",461000,"Powiat m.Bydgoszcz",2007,2.5
"27411",462000,"Powiat m.Grudziądz",2007,8.8
"27412",463000,"Powiat m.Toruń",2007,2.5
"27413",464000,"Powiat m.Włocławek",2007,6.6
"27414",601000,"Powiat bialski",2007,8.1
"27415",602000,"Powiat biłgorajski",2007,3.4
"27416",603000,"Powiat chełmski",2007,12.3
"27417",604000,"Powiat hrubieszowski",2007,8.4
"27418",605000,"Powiat janowski",2007,6.5
"27419",606000,"Powiat krasnostawski",2007,6.2
"27420",607000,"Powiat kraśnicki",2007,6.9
"27421",608000,"Powiat lubartowski",2007,8
"27422",609000,"Powiat lubelski",2007,5.1
"27423",610000,"Powiat łęczyński",2007,4.5
"27424",611000,"Powiat łukowski",2007,4.5
"27425",612000,"Powiat opolski",2007,10.4
"27426",613000,"Powiat parczewski",2007,7
"27427",614000,"Powiat puławski",2007,3.9
"27428",615000,"Powiat radzyński",2007,6.5
"27429",616000,"Powiat rycki",2007,4.6
"27430",617000,"Powiat świdnicki",2007,5.9
"27431",618000,"Powiat tomaszowski",2007,8.1
"27432",619000,"Powiat włodawski",2007,8.8
"27433",620000,"Powiat zamojski",2007,6.3
"27434",661000,"Powiat m.Biała Podlaska",2007,8.8
"27435",662000,"Powiat m.Chełm",2007,8.9
"27436",663000,"Powiat m.Lublin",2007,4.3
"27437",664000,"Powiat m.Zamość",2007,6.9
"27438",801000,"Powiat gorzowski",2007,2.6
"27439",802000,"Powiat krośnieński",2007,13
"27440",803000,"Powiat międzyrzecki",2007,7.4
"27441",804000,"Powiat nowosolski",2007,8.7
"27442",805000,"Powiat słubicki",2007,5.4
"27443",806000,"Powiat strzelecko-drezdenecki",2007,8.7
"27444",807000,"Powiat sulęciński",2007,4.6
"27445",808000,"Powiat świebodziński",2007,2.6
"27446",809000,"Powiat zielonogórski",2007,5.5
"27447",810000,"Powiat żagański",2007,10.1
"27448",811000,"Powiat żarski",2007,5.6
"27449",812000,"Powiat wschowski",2007,4.7
"27450",861000,"Powiat m.Gorzów Wielkopolski",2007,1.1
"27451",862000,"Powiat m.Zielona Góra",2007,2.6
"27452",1001000,"Powiat bełchatowski",2007,4.8
"27453",1002000,"Powiat kutnowski",2007,7.6
"27454",1003000,"Powiat łaski",2007,5.5
"27455",1004000,"Powiat łęczycki",2007,6.9
"27456",1005000,"Powiat łowicki",2007,4.1
"27457",1006000,"Powiat łódzki wschodni",2007,6.7
"27458",1007000,"Powiat opoczyński",2007,7.1
"27459",1008000,"Powiat pabianicki",2007,4.2
"27460",1009000,"Powiat pajęczański",2007,5.2
"27461",1010000,"Powiat piotrkowski",2007,5.2
"27462",1011000,"Powiat poddębicki",2007,5.5
"27463",1012000,"Powiat radomszczański",2007,10.3
"27464",1013000,"Powiat rawski",2007,3.3
"27465",1014000,"Powiat sieradzki",2007,7
"27466",1015000,"Powiat skierniewicki",2007,2.5
"27467",1016000,"Powiat tomaszowski",2007,6.6
"27468",1017000,"Powiat wieluński",2007,3.5
"27469",1018000,"Powiat wieruszowski",2007,4.3
"27470",1019000,"Powiat zduńskowolski",2007,5.9
"27471",1020000,"Powiat zgierski",2007,7
"27472",1021000,"Powiat brzeziński",2007,6
"27473",1061000,"Powiat m.Łódź",2007,3.5
"27474",1062000,"Powiat m.Piotrków Trybunalski",2007,4.2
"27475",1063000,"Powiat m.Skierniewice",2007,3
"27476",1201000,"Powiat bocheński",2007,2.7
"27477",1202000,"Powiat brzeski",2007,5.4
"27478",1203000,"Powiat chrzanowski",2007,5.8
"27479",1204000,"Powiat dąbrowski",2007,8.6
"27480",1205000,"Powiat gorlicki",2007,8.8
"27481",1206000,"Powiat krakowski",2007,3.2
"27482",1207000,"Powiat limanowski",2007,9
"27483",1208000,"Powiat miechowski",2007,3.3
"27484",1209000,"Powiat myślenicki",2007,3
"27485",1210000,"Powiat nowosądecki",2007,8.6
"27486",1211000,"Powiat nowotarski",2007,3.6
"27487",1212000,"Powiat olkuski",2007,6.5
"27488",1213000,"Powiat oświęcimski",2007,4.4
"27489",1214000,"Powiat proszowicki",2007,3.8
"27490",1215000,"Powiat suski",2007,3.2
"27491",1216000,"Powiat tarnowski",2007,4.6
"27492",1217000,"Powiat tatrzański",2007,3.4
"27493",1218000,"Powiat wadowicki",2007,3.9
"27494",1219000,"Powiat wielicki",2007,3.9
"27495",1261000,"Powiat m.Kraków",2007,1.9
"27496",1262000,"Powiat m.Nowy Sącz",2007,4.2
"27497",1263000,"Powiat m.Tarnów",2007,2.5
"27498",1401000,"Powiat białobrzeski",2007,7.7
"27499",1402000,"Powiat ciechanowski",2007,7.1
"27500",1403000,"Powiat garwoliński",2007,6.6
"27501",1404000,"Powiat gostyniński",2007,8.2
"27502",1405000,"Powiat grodziski",2007,0.9
"27503",1406000,"Powiat grójecki",2007,2.9
"27504",1407000,"Powiat kozienicki",2007,7.6
"27505",1408000,"Powiat legionowski",2007,4.9
"27506",1409000,"Powiat lipski",2007,6.2
"27507",1410000,"Powiat łosicki",2007,5.5
"27508",1411000,"Powiat makowski",2007,12.2
"27509",1412000,"Powiat miński",2007,4.8
"27510",1413000,"Powiat mławski",2007,4.1
"27511",1414000,"Powiat nowodworski",2007,4.8
"27512",1415000,"Powiat ostrołęcki",2007,10.9
"27513",1416000,"Powiat ostrowski",2007,7.4
"27514",1417000,"Powiat otwocki",2007,4.2
"27515",1418000,"Powiat piaseczyński",2007,2.3
"27516",1419000,"Powiat płocki",2007,12.1
"27517",1420000,"Powiat płoński",2007,9.8
"27518",1421000,"Powiat pruszkowski",2007,3
"27519",1422000,"Powiat przasnyski",2007,6.4
"27520",1423000,"Powiat przysuski",2007,13.1
"27521",1424000,"Powiat pułtuski",2007,7.1
"27522",1425000,"Powiat radomski",2007,15.7
"27523",1426000,"Powiat siedlecki",2007,4.3
"27524",1427000,"Powiat sierpecki",2007,10.5
"27525",1428000,"Powiat sochaczewski",2007,4.7
"27526",1429000,"Powiat sokołowski",2007,3.5
"27527",1430000,"Powiat szydłowiecki",2007,18.4
"27528",1432000,"Powiat warszawski zachodni",2007,2.7
"27529",1433000,"Powiat węgrowski",2007,8
"27530",1434000,"Powiat wołomiński",2007,4.7
"27531",1435000,"Powiat wyszkowski",2007,7.2
"27532",1436000,"Powiat zwoleński",2007,8.9
"27533",1437000,"Powiat żuromiński",2007,10.6
"27534",1438000,"Powiat żyrardowski",2007,5.3
"27535",1461000,"Powiat m.Ostrołęka",2007,8.8
"27536",1462000,"Powiat m.Płock",2007,6.1
"27537",1463000,"Powiat m.Radom",2007,12.4
"27538",1464000,"Powiat m.Siedlce",2007,4.5
"27539",1465000,"Powiat m. st. Warszawa",2007,1.4
"27540",1601000,"Powiat brzeski",2007,9.3
"27541",1602000,"Powiat głubczycki",2007,5.8
"27542",1603000,"Powiat kędzierzyńsko-kozielski",2007,5.6
"27543",1604000,"Powiat kluczborski",2007,5.3
"27544",1605000,"Powiat krapkowicki",2007,3.8
"27545",1606000,"Powiat namysłowski",2007,6.7
"27546",1607000,"Powiat nyski",2007,4.4
"27547",1608000,"Powiat oleski",2007,2.7
"27548",1609000,"Powiat opolski",2007,4.4
"27549",1610000,"Powiat prudnicki",2007,7.7
"27550",1611000,"Powiat strzelecki",2007,4.3
"27551",1661000,"Powiat m.Opole",2007,2.2
"27552",1801000,"Powiat bieszczadzki",2007,8.5
"27553",1802000,"Powiat brzozowski",2007,12.2
"27554",1803000,"Powiat dębicki",2007,6.3
"27555",1804000,"Powiat jarosławski",2007,9.4
"27556",1805000,"Powiat jasielski",2007,7.9
"27557",1806000,"Powiat kolbuszowski",2007,7.9
"27558",1807000,"Powiat krośnieński",2007,7.5
"27559",1808000,"Powiat leżajski",2007,7.8
"27560",1809000,"Powiat lubaczowski",2007,8
"27561",1810000,"Powiat łańcucki",2007,6.8
"27562",1811000,"Powiat mielecki",2007,5
"27563",1812000,"Powiat niżański",2007,10.1
"27564",1813000,"Powiat przemyski",2007,10.3
"27565",1814000,"Powiat przeworski",2007,6
"27566",1815000,"Powiat ropczycko-sędziszowski",2007,7
"27567",1816000,"Powiat rzeszowski",2007,8
"27568",1817000,"Powiat sanocki",2007,7
"27569",1818000,"Powiat stalowowolski",2007,4
"27570",1819000,"Powiat strzyżowski",2007,12.3
"27571",1820000,"Powiat tarnobrzeski",2007,7.2
"27572",1821000,"Powiat leski",2007,10.9
"27573",1861000,"Powiat m.Krosno",2007,2.2
"27574",1862000,"Powiat m.Przemyśl",2007,9.2
"27575",1863000,"Powiat m.Rzeszów",2007,3.6
"27576",1864000,"Powiat m.Tarnobrzeg",2007,6.7
"27577",2001000,"Powiat augustowski",2007,7.4
"27578",2002000,"Powiat białostocki",2007,4.3
"27579",2003000,"Powiat bielski",2007,2.9
"27580",2004000,"Powiat grajewski",2007,10.5
"27581",2005000,"Powiat hajnowski",2007,2.3
"27582",2006000,"Powiat kolneński",2007,6.6
"27583",2007000,"Powiat łomżyński",2007,5.2
"27584",2008000,"Powiat moniecki",2007,4.8
"27585",2009000,"Powiat sejneński",2007,9.2
"27586",2010000,"Powiat siemiatycki",2007,3.4
"27587",2011000,"Powiat sokólski",2007,6.4
"27588",2012000,"Powiat suwalski",2007,3.4
"27589",2013000,"Powiat wysokomazowiecki",2007,3.3
"27590",2014000,"Powiat zambrowski",2007,6.1
"27591",2061000,"Powiat m.Białystok",2007,2.7
"27592",2062000,"Powiat m.Łomża",2007,5.8
"27593",2063000,"Powiat m.Suwałki",2007,4
"27594",2201000,"Powiat bytowski",2007,8.9
"27595",2202000,"Powiat chojnicki",2007,7.9
"27596",2203000,"Powiat człuchowski",2007,7.2
"27597",2204000,"Powiat gdański",2007,1.8
"27598",2205000,"Powiat kartuski",2007,3.7
"27599",2206000,"Powiat kościerski",2007,7.2
"27600",2207000,"Powiat kwidzyński",2007,5.4
"27601",2208000,"Powiat lęborski",2007,11.1
"27602",2209000,"Powiat malborski",2007,9.4
"27603",2210000,"Powiat nowodworski",2007,12.3
"27604",2211000,"Powiat pucki",2007,5.4
"27605",2212000,"Powiat słupski",2007,10.6
"27606",2213000,"Powiat starogardzki",2007,9.4
"27607",2214000,"Powiat tczewski",2007,8.7
"27608",2215000,"Powiat wejherowski",2007,4
"27609",2216000,"Powiat sztumski",2007,4.9
"27610",2261000,"Powiat m.Gdańsk",2007,1.1
"27611",2262000,"Powiat m.Gdynia",2007,0.8
"27612",2263000,"Powiat m.Słupsk",2007,4.3
"27613",2264000,"Powiat m.Sopot",2007,0.8
"27614",2401000,"Powiat będziński",2007,8
"27615",2402000,"Powiat bielski",2007,4.1
"27616",2403000,"Powiat cieszyński",2007,4.3
"27617",2404000,"Powiat częstochowski",2007,7.4
"27618",2405000,"Powiat gliwicki",2007,3.8
"27619",2406000,"Powiat kłobucki",2007,4.3
"27620",2407000,"Powiat lubliniecki",2007,3.5
"27621",2408000,"Powiat mikołowski",2007,5.6
"27622",2409000,"Powiat myszkowski",2007,7.1
"27623",2410000,"Powiat pszczyński",2007,3.1
"27624",2411000,"Powiat raciborski",2007,2.6
"27625",2412000,"Powiat rybnicki",2007,3.5
"27626",2413000,"Powiat tarnogórski",2007,4.3
"27627",2414000,"Powiat bieruńsko-lędziński",2007,2.4
"27628",2415000,"Powiat wodzisławski",2007,4.5
"27629",2416000,"Powiat zawierciański",2007,8.6
"27630",2417000,"Powiat żywiecki",2007,3.2
"27631",2461000,"Powiat m.Bielsko-Biała",2007,2.7
"27632",2462000,"Powiat m.Bytom",2007,6.9
"27633",2463000,"Powiat m.Chorzów",2007,4.6
"27634",2464000,"Powiat m.Częstochowa",2007,4.8
"27635",2465000,"Powiat m.Dąbrowa Górnicza",2007,4.9
"27636",2466000,"Powiat m.Gliwice",2007,2.8
"27637",2467000,"Powiat m.Jastrzębie-Zdrój",2007,5
"27638",2468000,"Powiat m.Jaworzno",2007,6.6
"27639",2469000,"Powiat m.Katowice",2007,1.2
"27640",2470000,"Powiat m.Mysłowice",2007,4
"27641",2471000,"Powiat m.Piekary Śląskie",2007,7
"27642",2472000,"Powiat m.Ruda Śląska",2007,2.1
"27643",2473000,"Powiat m.Rybnik",2007,2.2
"27644",2474000,"Powiat m.Siemianowice Śląskie",2007,2.4
"27645",2475000,"Powiat m.Sosnowiec",2007,4.5
"27646",2476000,"Powiat m.Świętochłowice",2007,4.4
"27647",2477000,"Powiat m.Tychy",2007,2
"27648",2478000,"Powiat m.Zabrze",2007,6.8
"27649",2479000,"Powiat m.Żory",2007,4.3
"27650",2601000,"Powiat buski",2007,4.3
"27651",2602000,"Powiat jędrzejowski",2007,6.7
"27652",2603000,"Powiat kazimierski",2007,6.3
"27653",2604000,"Powiat kielecki",2007,10.4
"27654",2605000,"Powiat konecki",2007,12
"27655",2606000,"Powiat opatowski",2007,9.1
"27656",2607000,"Powiat ostrowiecki",2007,8.7
"27657",2608000,"Powiat pińczowski",2007,4.7
"27658",2609000,"Powiat sandomierski",2007,6.6
"27659",2610000,"Powiat skarżyski",2007,12.3
"27660",2611000,"Powiat starachowicki",2007,5.4
"27661",2612000,"Powiat staszowski",2007,5.6
"27662",2613000,"Powiat włoszczowski",2007,8.7
"27663",2661000,"Powiat m.Kielce",2007,4.7
"27664",2801000,"Powiat bartoszycki",2007,14.5
"27665",2802000,"Powiat braniewski",2007,17.7
"27666",2803000,"Powiat działdowski",2007,9
"27667",2804000,"Powiat elbląski",2007,9.4
"27668",2805000,"Powiat ełcki",2007,8.8
"27669",2806000,"Powiat giżycki",2007,9.6
"27670",2807000,"Powiat iławski",2007,4.7
"27671",2808000,"Powiat kętrzyński",2007,9.8
"27672",2809000,"Powiat lidzbarski",2007,14.1
"27673",2810000,"Powiat mrągowski",2007,7.8
"27674",2811000,"Powiat nidzicki",2007,7
"27675",2812000,"Powiat nowomiejski",2007,9.5
"27676",2813000,"Powiat olecki",2007,7.9
"27677",2814000,"Powiat olsztyński",2007,7
"27678",2815000,"Powiat ostródzki",2007,11.8
"27679",2816000,"Powiat piski",2007,10.8
"27680",2817000,"Powiat szczycieński",2007,9.3
"27681",2818000,"Powiat gołdapski",2007,12
"27682",2819000,"Powiat węgorzewski",2007,13.1
"27683",2861000,"Powiat m.Elbląg",2007,5.3
"27684",2862000,"Powiat m.Olsztyn",2007,1.3
"27685",3001000,"Powiat chodzieski",2007,4.5
"27686",3002000,"Powiat czarnkowsko-trzcianecki",2007,4.4
"27687",3003000,"Powiat gnieźnieński",2007,6.3
"27688",3004000,"Powiat gostyński",2007,4.5
"27689",3005000,"Powiat grodziski",2007,1.6
"27690",3006000,"Powiat jarociński",2007,5.7
"27691",3007000,"Powiat kaliski",2007,3.5
"27692",3008000,"Powiat kępiński",2007,1
"27693",3009000,"Powiat kolski",2007,7.6
"27694",3010000,"Powiat koniński",2007,9.1
"27695",3011000,"Powiat kościański",2007,1.8
"27696",3012000,"Powiat krotoszyński",2007,4
"27697",3013000,"Powiat leszczyński",2007,2.4
"27698",3014000,"Powiat międzychodzki",2007,3.5
"27699",3015000,"Powiat nowotomyski",2007,2
"27700",3016000,"Powiat obornicki",2007,3.9
"27701",3017000,"Powiat ostrowski",2007,3.9
"27702",3018000,"Powiat ostrzeszowski",2007,1.5
"27703",3019000,"Powiat pilski",2007,3.8
"27704",3020000,"Powiat pleszewski",2007,6
"27705",3021000,"Powiat poznański",2007,1.5
"27706",3022000,"Powiat rawicki",2007,2.6
"27707",3023000,"Powiat słupecki",2007,6.8
"27708",3024000,"Powiat szamotulski",2007,3.7
"27709",3025000,"Powiat średzki",2007,4.8
"27710",3026000,"Powiat śremski",2007,1.7
"27711",3027000,"Powiat turecki",2007,3
"27712",3028000,"Powiat wągrowiecki",2007,6.4
"27713",3029000,"Powiat wolsztyński",2007,1.1
"27714",3030000,"Powiat wrzesiński",2007,5.1
"27715",3031000,"Powiat złotowski",2007,2.9
"27716",3061000,"Powiat m.Kalisz",2007,3.4
"27717",3062000,"Powiat m.Konin",2007,5
"27718",3063000,"Powiat m.Leszno",2007,1.9
"27719",3064000,"Powiat m.Poznań",2007,1.3
"27720",3201000,"Powiat białogardzki",2007,15.2
"27721",3202000,"Powiat choszczeński",2007,9
"27722",3203000,"Powiat drawski",2007,10.2
"27723",3204000,"Powiat goleniowski",2007,6.6
"27724",3205000,"Powiat gryficki",2007,11.2
"27725",3206000,"Powiat gryfiński",2007,8.8
"27726",3207000,"Powiat kamieński",2007,8.8
"27727",3208000,"Powiat kołobrzeski",2007,3.4
"27728",3209000,"Powiat koszaliński",2007,10.7
"27729",3210000,"Powiat myśliborski",2007,5.6
"27730",3211000,"Powiat policki",2007,6.7
"27731",3212000,"Powiat pyrzycki",2007,9.3
"27732",3213000,"Powiat sławieński",2007,9.5
"27733",3214000,"Powiat stargardzki",2007,9.6
"27734",3215000,"Powiat szczecinecki",2007,10.7
"27735",3216000,"Powiat świdwiński",2007,11
"27736",3217000,"Powiat wałecki",2007,4.8
"27737",3218000,"Powiat łobeski",2007,11.2
"27738",3261000,"Powiat m.Koszalin",2007,5.1
"27739",3262000,"Powiat m.Szczecin",2007,2.7
"27740",3263000,"Powiat m.Świnoujście",2007,3.9
"27741",201000,"Powiat bolesławiecki",2008,2.1
"27742",202000,"Powiat dzierżoniowski",2008,8.2
"27743",203000,"Powiat głogowski",2008,3.6
"27744",204000,"Powiat górowski",2008,5
"27745",205000,"Powiat jaworski",2008,4.7
"27746",206000,"Powiat jeleniogórski",2008,3
"27747",207000,"Powiat kamiennogórski",2008,2.3
"27748",208000,"Powiat kłodzki",2008,7.4
"27749",209000,"Powiat legnicki",2008,3.6
"27750",210000,"Powiat lubański",2008,7.2
"27751",211000,"Powiat lubiński",2008,0.7
"27752",212000,"Powiat lwówecki",2008,5.4
"27753",213000,"Powiat milicki",2008,4.3
"27754",214000,"Powiat oleśnicki",2008,3
"27755",215000,"Powiat oławski",2008,2.1
"27756",216000,"Powiat polkowicki",2008,2.7
"27757",217000,"Powiat strzeliński",2008,3.9
"27758",218000,"Powiat średzki",2008,2.1
"27759",219000,"Powiat świdnicki",2008,2
"27760",220000,"Powiat trzebnicki",2008,3.9
"27761",221000,"Powiat wałbrzyski",2008,4
"27762",222000,"Powiat wołowski",2008,5.2
"27763",223000,"Powiat wrocławski",2008,1.6
"27764",224000,"Powiat ząbkowicki",2008,4.1
"27765",225000,"Powiat zgorzelecki",2008,3.3
"27766",226000,"Powiat złotoryjski",2008,7.8
"27767",261000,"Powiat m.Jelenia Góra",2008,1.2
"27768",262000,"Powiat m.Legnica",2008,1.1
"27769",264000,"Powiat m.Wrocław",2008,1.5
"27770",265000,"Powiat m.Wałbrzych od 2013",2008,NA
"27771",401000,"Powiat aleksandrowski",2008,6.1
"27772",402000,"Powiat brodnicki",2008,3.2
"27773",403000,"Powiat bydgoski",2008,2.3
"27774",404000,"Powiat chełmiński",2008,6.2
"27775",405000,"Powiat golubsko-dobrzyński",2008,5.3
"27776",406000,"Powiat grudziądzki",2008,8
"27777",407000,"Powiat inowrocławski",2008,9.3
"27778",408000,"Powiat lipnowski",2008,7.8
"27779",409000,"Powiat mogileński",2008,8.6
"27780",410000,"Powiat nakielski",2008,5.6
"27781",411000,"Powiat radziejowski",2008,8.5
"27782",412000,"Powiat rypiński",2008,4.5
"27783",413000,"Powiat sępoleński",2008,7.6
"27784",414000,"Powiat świecki",2008,6.2
"27785",415000,"Powiat toruński",2008,3.7
"27786",416000,"Powiat tucholski",2008,4
"27787",417000,"Powiat wąbrzeski",2008,5.8
"27788",418000,"Powiat włocławski",2008,7.7
"27789",419000,"Powiat żniński",2008,8.3
"27790",461000,"Powiat m.Bydgoszcz",2008,1.3
"27791",462000,"Powiat m.Grudziądz",2008,6.4
"27792",463000,"Powiat m.Toruń",2008,1.5
"27793",464000,"Powiat m.Włocławek",2008,5.3
"27794",601000,"Powiat bialski",2008,5.3
"27795",602000,"Powiat biłgorajski",2008,2
"27796",603000,"Powiat chełmski",2008,8.2
"27797",604000,"Powiat hrubieszowski",2008,6.4
"27798",605000,"Powiat janowski",2008,5.7
"27799",606000,"Powiat krasnostawski",2008,5.1
"27800",607000,"Powiat kraśnicki",2008,6
"27801",608000,"Powiat lubartowski",2008,6.4
"27802",609000,"Powiat lubelski",2008,3.2
"27803",610000,"Powiat łęczyński",2008,2.9
"27804",611000,"Powiat łukowski",2008,2.2
"27805",612000,"Powiat opolski",2008,8.8
"27806",613000,"Powiat parczewski",2008,5.1
"27807",614000,"Powiat puławski",2008,2.7
"27808",615000,"Powiat radzyński",2008,5.8
"27809",616000,"Powiat rycki",2008,3
"27810",617000,"Powiat świdnicki",2008,5.2
"27811",618000,"Powiat tomaszowski",2008,4.4
"27812",619000,"Powiat włodawski",2008,6.9
"27813",620000,"Powiat zamojski",2008,4.3
"27814",661000,"Powiat m.Biała Podlaska",2008,6
"27815",662000,"Powiat m.Chełm",2008,6
"27816",663000,"Powiat m.Lublin",2008,3
"27817",664000,"Powiat m.Zamość",2008,4.9
"27818",801000,"Powiat gorzowski",2008,1.7
"27819",802000,"Powiat krośnieński",2008,9.9
"27820",803000,"Powiat międzyrzecki",2008,5.3
"27821",804000,"Powiat nowosolski",2008,5.4
"27822",805000,"Powiat słubicki",2008,3.7
"27823",806000,"Powiat strzelecko-drezdenecki",2008,6.8
"27824",807000,"Powiat sulęciński",2008,2.1
"27825",808000,"Powiat świebodziński",2008,1.1
"27826",809000,"Powiat zielonogórski",2008,2.3
"27827",810000,"Powiat żagański",2008,6.8
"27828",811000,"Powiat żarski",2008,3.8
"27829",812000,"Powiat wschowski",2008,4.3
"27830",861000,"Powiat m.Gorzów Wielkopolski",2008,0.6
"27831",862000,"Powiat m.Zielona Góra",2008,1.2
"27832",1001000,"Powiat bełchatowski",2008,2.9
"27833",1002000,"Powiat kutnowski",2008,4.9
"27834",1003000,"Powiat łaski",2008,3.6
"27835",1004000,"Powiat łęczycki",2008,3.7
"27836",1005000,"Powiat łowicki",2008,3
"27837",1006000,"Powiat łódzki wschodni",2008,2.1
"27838",1007000,"Powiat opoczyński",2008,5.2
"27839",1008000,"Powiat pabianicki",2008,2.5
"27840",1009000,"Powiat pajęczański",2008,3.4
"27841",1010000,"Powiat piotrkowski",2008,2.3
"27842",1011000,"Powiat poddębicki",2008,2.6
"27843",1012000,"Powiat radomszczański",2008,5.8
"27844",1013000,"Powiat rawski",2008,2.2
"27845",1014000,"Powiat sieradzki",2008,4.7
"27846",1015000,"Powiat skierniewicki",2008,1.3
"27847",1016000,"Powiat tomaszowski",2008,4.4
"27848",1017000,"Powiat wieluński",2008,2.8
"27849",1018000,"Powiat wieruszowski",2008,2.8
"27850",1019000,"Powiat zduńskowolski",2008,2.9
"27851",1020000,"Powiat zgierski",2008,4.7
"27852",1021000,"Powiat brzeziński",2008,3.9
"27853",1061000,"Powiat m.Łódź",2008,1.9
"27854",1062000,"Powiat m.Piotrków Trybunalski",2008,2.2
"27855",1063000,"Powiat m.Skierniewice",2008,1.7
"27856",1201000,"Powiat bocheński",2008,1.4
"27857",1202000,"Powiat brzeski",2008,3.9
"27858",1203000,"Powiat chrzanowski",2008,3.5
"27859",1204000,"Powiat dąbrowski",2008,6.7
"27860",1205000,"Powiat gorlicki",2008,5.6
"27861",1206000,"Powiat krakowski",2008,2.3
"27862",1207000,"Powiat limanowski",2008,7
"27863",1208000,"Powiat miechowski",2008,1.9
"27864",1209000,"Powiat myślenicki",2008,2.4
"27865",1210000,"Powiat nowosądecki",2008,4.7
"27866",1211000,"Powiat nowotarski",2008,3
"27867",1212000,"Powiat olkuski",2008,4.8
"27868",1213000,"Powiat oświęcimski",2008,2.3
"27869",1214000,"Powiat proszowicki",2008,3.5
"27870",1215000,"Powiat suski",2008,1.5
"27871",1216000,"Powiat tarnowski",2008,3.4
"27872",1217000,"Powiat tatrzański",2008,2.9
"27873",1218000,"Powiat wadowicki",2008,2.3
"27874",1219000,"Powiat wielicki",2008,2.2
"27875",1261000,"Powiat m.Kraków",2008,0.9
"27876",1262000,"Powiat m.Nowy Sącz",2008,2.3
"27877",1263000,"Powiat m.Tarnów",2008,1.9
