"","Kod","Nazwa","rok","UCZELNIE_CTAB_uczelnie_ogolem_ob"
"1205",463000,"Powiat m.Toruń",2018,4
"1206",464000,"Powiat m.Włocławek",2018,2
"1207",602000,"Powiat biłgorajski",2018,0
"1208",611000,"Powiat łukowski",2018,0
"1209",614000,"Powiat puławski",2018,0
"1210",616000,"Powiat rycki",2018,2
"1211",618000,"Powiat tomaszowski",2018,0
"1212",661000,"Powiat m.Biała Podlaska",2018,1
"1213",662000,"Powiat m.Chełm",2018,2
"1214",663000,"Powiat m.Lublin",2018,9
"1215",664000,"Powiat m.Zamość",2018,3
"1216",801000,"Powiat gorzowski",2018,0
"1217",802000,"Powiat krośnieński",2018,0
"1218",805000,"Powiat słubicki",2018,0
"1219",809000,"Powiat zielonogórski",2018,0
"1220",810000,"Powiat żagański",2018,0
"1221",811000,"Powiat żarski",2018,1
"1222",861000,"Powiat m.Gorzów Wielkopolski",2018,3
"1223",862000,"Powiat m.Zielona Góra",2018,2
"1224",1001000,"Powiat bełchatowski",2018,0
"1225",1002000,"Powiat kutnowski",2018,1
"1226",1005000,"Powiat łowicki",2018,0
"1227",1008000,"Powiat pabianicki",2018,0
"1228",1012000,"Powiat radomszczański",2018,0
"1229",1014000,"Powiat sieradzki",2018,0
"1230",1016000,"Powiat tomaszowski",2018,0
"1231",1017000,"Powiat wieluński",2018,0
"1232",1019000,"Powiat zduńskowolski",2018,0
"1233",1061000,"Powiat m.Łódź",2018,20
"1234",1062000,"Powiat m.Piotrków Trybunalski",2018,0
"1235",1063000,"Powiat m.Skierniewice",2018,2
"1236",1201000,"Powiat bocheński",2018,0
"1237",1202000,"Powiat brzeski",2018,0
"1238",1203000,"Powiat chrzanowski",2018,0
"1239",1207000,"Powiat limanowski",2018,0
"1240",1208000,"Powiat miechowski",2018,0
"1241",1209000,"Powiat myślenicki",2018,0
"1242",1211000,"Powiat nowotarski",2018,1
"1243",1212000,"Powiat olkuski",2018,0
"1244",1213000,"Powiat oświęcimski",2018,1
"1245",1215000,"Powiat suski",2018,1
"1246",1217000,"Powiat tatrzański",2018,0
"1247",1261000,"Powiat m.Kraków",2018,21
"1248",1262000,"Powiat m.Nowy Sącz",2018,2
"1249",1263000,"Powiat m.Tarnów",2018,3
"1250",1402000,"Powiat ciechanowski",2018,2
"1251",1403000,"Powiat garwoliński",2018,0
"1252",1405000,"Powiat grodziski",2018,2
"1253",1406000,"Powiat grójecki",2018,0
"1254",1412000,"Powiat miński",2018,0
"1255",1413000,"Powiat mławski",2018,0
"1256",1415000,"Powiat ostrołęcki",2018,0
"1257",1416000,"Powiat ostrowski",2018,0
"1258",1417000,"Powiat otwocki",2018,2
"1259",1420000,"Powiat płoński",2018,0
"1260",1421000,"Powiat pruszkowski",2018,1
"1261",1422000,"Powiat przasnyski",2018,0
"1262",1424000,"Powiat pułtuski",2018,1
"1263",1426000,"Powiat siedlecki",2018,0
"1264",1428000,"Powiat sochaczewski",2018,1
"1265",1433000,"Powiat węgrowski",2018,0
"1266",1434000,"Powiat wołomiński",2018,3
"1267",1435000,"Powiat wyszkowski",2018,0
"1268",1438000,"Powiat żyrardowski",2018,1
"1269",1461000,"Powiat m.Ostrołęka",2018,1
"1270",1462000,"Powiat m.Płock",2018,3
"1271",1463000,"Powiat m.Radom",2018,7
"1272",1464000,"Powiat m.Siedlce",2018,2
"1273",1465000,"Powiat m. st. Warszawa",2018,71
"1274",1601000,"Powiat brzeski",2018,1
"1275",1603000,"Powiat kędzierzyńsko-kozielski",2018,0
"1276",1607000,"Powiat nyski",2018,1
"1277",1661000,"Powiat m.Opole",2018,4
"1278",1803000,"Powiat dębicki",2018,0
"1279",1804000,"Powiat jarosławski",2018,1
"1280",1805000,"Powiat jasielski",2018,1
"1281",1806000,"Powiat kolbuszowski",2018,0
"1282",1811000,"Powiat mielecki",2018,0
"1283",1812000,"Powiat niżański",2018,0
"1284",1814000,"Powiat przeworski",2018,1
"1285",1817000,"Powiat sanocki",2018,1
"1286",1818000,"Powiat stalowowolski",2018,2
"1287",1861000,"Powiat m.Krosno",2018,1
"1288",1862000,"Powiat m.Przemyśl",2018,4
"1289",1863000,"Powiat m.Rzeszów",2018,6
"1290",1864000,"Powiat m.Tarnobrzeg",2018,1
"1291",2001000,"Powiat augustowski",2018,0
"1292",2005000,"Powiat hajnowski",2018,0
"1293",2010000,"Powiat siemiatycki",2018,1
"1294",2061000,"Powiat m.Białystok",2018,10
"1295",2062000,"Powiat m.Łomża",2018,4
"1296",2063000,"Powiat m.Suwałki",2018,1
"1297",2202000,"Powiat chojnicki",2018,1
"1298",2203000,"Powiat człuchowski",2018,0
"1299",2205000,"Powiat kartuski",2018,0
"1300",2206000,"Powiat kościerski",2018,0
"1301",2207000,"Powiat kwidzyński",2018,1
"1302",2208000,"Powiat lęborski",2018,0
"1303",2209000,"Powiat malborski",2018,0
"1304",2213000,"Powiat starogardzki",2018,1
"1305",2214000,"Powiat tczewski",2018,0
"1306",2215000,"Powiat wejherowski",2018,1
"1307",2261000,"Powiat m.Gdańsk",2018,13
"1308",2262000,"Powiat m.Gdynia",2018,5
"1309",2263000,"Powiat m.Słupsk",2018,2
"1310",2264000,"Powiat m.Sopot",2018,2
"1311",2401000,"Powiat będziński",2018,0
"1312",2403000,"Powiat cieszyński",2018,0
"1313",2409000,"Powiat myszkowski",2018,0
"1314",2411000,"Powiat raciborski",2018,1
"1315",2413000,"Powiat tarnogórski",2018,0
"1316",2415000,"Powiat wodzisławski",2018,0
"1317",2416000,"Powiat zawierciański",2018,0
"1318",2417000,"Powiat żywiecki",2018,1
"1319",2461000,"Powiat m.Bielsko-Biała",2018,6
"1320",2462000,"Powiat m.Bytom",2018,0
"1321",2463000,"Powiat m.Chorzów",2018,1
"1322",2464000,"Powiat m.Częstochowa",2018,6
"1323",2465000,"Powiat m.Dąbrowa Górnicza",2018,2
"1324",2466000,"Powiat m.Gliwice",2018,2
"1325",2467000,"Powiat m.Jastrzębie-Zdrój",2018,0
"1326",2468000,"Powiat m.Jaworzno",2018,0
"1327",2469000,"Powiat m.Katowice",2018,11
"1328",2470000,"Powiat m.Mysłowice",2018,0
"1329",2472000,"Powiat m.Ruda Śląska",2018,1
"1330",2473000,"Powiat m.Rybnik",2018,0
"1331",2475000,"Powiat m.Sosnowiec",2018,3
"1332",2477000,"Powiat m.Tychy",2018,0
"1333",2478000,"Powiat m.Zabrze",2018,0
"1334",2479000,"Powiat m.Żory",2018,0
"1335",2607000,"Powiat ostrowiecki",2018,1
"1336",2608000,"Powiat pińczowski",2018,1
"1337",2609000,"Powiat sandomierski",2018,2
"1338",2610000,"Powiat skarżyski",2018,0
"1339",2611000,"Powiat starachowicki",2018,0
"1340",2661000,"Powiat m.Kielce",2018,8
"1341",2801000,"Powiat bartoszycki",2018,0
"1342",2805000,"Powiat ełcki",2018,0
"1343",2806000,"Powiat giżycki",2018,0
"1344",2807000,"Powiat iławski",2018,0
"1345",2808000,"Powiat kętrzyński",2018,0
"1346",2813000,"Powiat olecki",2018,0
"1347",2817000,"Powiat szczycieński",2018,1
"1348",2861000,"Powiat m.Elbląg",2018,2
"1349",2862000,"Powiat m.Olsztyn",2018,4
"1350",3002000,"Powiat czarnkowsko-trzcianecki",2018,0
"1351",3003000,"Powiat gnieźnieński",2018,2
"1352",3006000,"Powiat jarociński",2018,0
"1353",3007000,"Powiat kaliski",2018,0
"1354",3008000,"Powiat kępiński",2018,0
"1355",3009000,"Powiat kolski",2018,0
"1356",3011000,"Powiat kościański",2018,0
"1357",3015000,"Powiat nowotomyski",2018,0
"1358",3017000,"Powiat ostrowski",2018,0
"1359",3019000,"Powiat pilski",2018,1
"1360",3021000,"Powiat poznański",2018,1
"1361",3023000,"Powiat słupecki",2018,0
"1362",3025000,"Powiat średzki",2018,1
"1363",3026000,"Powiat śremski",2018,0
"1364",3027000,"Powiat turecki",2018,0
"1365",3028000,"Powiat wągrowiecki",2018,0
"1366",3030000,"Powiat wrzesiński",2018,0
"1367",3061000,"Powiat m.Kalisz",2018,1
"1368",3062000,"Powiat m.Konin",2018,3
"1369",3063000,"Powiat m.Leszno",2018,2
"1370",3064000,"Powiat m.Poznań",2018,24
"1371",3204000,"Powiat goleniowski",2018,0
"1372",3205000,"Powiat gryficki",2018,0
"1373",3208000,"Powiat kołobrzeski",2018,0
"1374",3214000,"Powiat stargardzki",2018,0
"1375",3215000,"Powiat szczecinecki",2018,0
"1376",3217000,"Powiat wałecki",2018,1
"1377",3261000,"Powiat m.Koszalin",2018,3
"1378",3262000,"Powiat m.Szczecin",2018,12
"1379",3263000,"Powiat m.Świnoujście",2018,0
