"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_pierwotny_ogolem_szt"
"10066",1607000,"Powiat nyski",2016,29
"10067",1608000,"Powiat oleski",2016,0
"10068",1609000,"Powiat opolski",2016,11
"10069",1610000,"Powiat prudnicki",2016,0
"10070",1611000,"Powiat strzelecki",2016,0
"10071",1661000,"Powiat m.Opole",2016,248
"10072",1801000,"Powiat bieszczadzki",2016,0
"10073",1802000,"Powiat brzozowski",2016,0
"10074",1803000,"Powiat dębicki",2016,5
"10075",1804000,"Powiat jarosławski",2016,43
"10076",1805000,"Powiat jasielski",2016,8
"10077",1806000,"Powiat kolbuszowski",2016,0
"10078",1807000,"Powiat krośnieński",2016,0
"10079",1808000,"Powiat leżajski",2016,0
"10080",1809000,"Powiat lubaczowski",2016,0
"10081",1810000,"Powiat łańcucki",2016,0
"10082",1811000,"Powiat mielecki",2016,27
"10083",1812000,"Powiat niżański",2016,0
"10084",1813000,"Powiat przemyski",2016,5
"10085",1814000,"Powiat przeworski",2016,0
"10086",1815000,"Powiat ropczycko-sędziszowski",2016,34
"10087",1816000,"Powiat rzeszowski",2016,84
"10088",1817000,"Powiat sanocki",2016,0
"10089",1818000,"Powiat stalowowolski",2016,4
"10090",1819000,"Powiat strzyżowski",2016,0
"10091",1820000,"Powiat tarnobrzeski",2016,0
"10092",1821000,"Powiat leski",2016,0
"10093",1861000,"Powiat m.Krosno",2016,23
"10094",1862000,"Powiat m.Przemyśl",2016,42
"10095",1863000,"Powiat m.Rzeszów",2016,466
"10096",1864000,"Powiat m.Tarnobrzeg",2016,0
"10097",2001000,"Powiat augustowski",2016,13
"10098",2002000,"Powiat białostocki",2016,136
"10099",2003000,"Powiat bielski",2016,0
"10100",2004000,"Powiat grajewski",2016,79
"10101",2005000,"Powiat hajnowski",2016,0
"10102",2006000,"Powiat kolneński",2016,0
"10103",2007000,"Powiat łomżyński",2016,0
"10104",2008000,"Powiat moniecki",2016,0
"10105",2009000,"Powiat sejneński",2016,0
"10106",2010000,"Powiat siemiatycki",2016,8
"10107",2011000,"Powiat sokólski",2016,4
"10108",2012000,"Powiat suwalski",2016,0
"10109",2013000,"Powiat wysokomazowiecki",2016,4
"10110",2014000,"Powiat zambrowski",2016,24
"10111",2061000,"Powiat m.Białystok",2016,1648
"10112",2062000,"Powiat m.Łomża",2016,249
"10113",2063000,"Powiat m.Suwałki",2016,16
"10114",2201000,"Powiat bytowski",2016,0
"10115",2202000,"Powiat chojnicki",2016,0
"10116",2203000,"Powiat człuchowski",2016,0
"10117",2204000,"Powiat gdański",2016,410
"10118",2205000,"Powiat kartuski",2016,262
"10119",2206000,"Powiat kościerski",2016,60
"10120",2207000,"Powiat kwidzyński",2016,6
"10121",2208000,"Powiat lęborski",2016,52
"10122",2209000,"Powiat malborski",2016,52
"10123",2210000,"Powiat nowodworski",2016,68
"10124",2211000,"Powiat pucki",2016,267
"10125",2212000,"Powiat słupski",2016,135
"10126",2213000,"Powiat starogardzki",2016,18
"10127",2214000,"Powiat tczewski",2016,191
"10128",2215000,"Powiat wejherowski",2016,616
"10129",2216000,"Powiat sztumski",2016,8
"10130",2261000,"Powiat m.Gdańsk",2016,4796
"10131",2262000,"Powiat m.Gdynia",2016,686
"10132",2263000,"Powiat m.Słupsk",2016,160
"10133",2264000,"Powiat m.Sopot",2016,68
"10134",2401000,"Powiat będziński",2016,33
"10135",2402000,"Powiat bielski",2016,63
"10136",2403000,"Powiat cieszyński",2016,117
"10137",2404000,"Powiat częstochowski",2016,0
"10138",2405000,"Powiat gliwicki",2016,22
"10139",2406000,"Powiat kłobucki",2016,0
"10140",2407000,"Powiat lubliniecki",2016,14
"10141",2408000,"Powiat mikołowski",2016,34
"10142",2409000,"Powiat myszkowski",2016,0
"10143",2410000,"Powiat pszczyński",2016,59
"10144",2411000,"Powiat raciborski",2016,3
"10145",2412000,"Powiat rybnicki",2016,0
"10146",2413000,"Powiat tarnogórski",2016,24
"10147",2414000,"Powiat bieruńsko-lędziński",2016,15
"10148",2415000,"Powiat wodzisławski",2016,0
"10149",2416000,"Powiat zawierciański",2016,0
"10150",2417000,"Powiat żywiecki",2016,0
"10151",2461000,"Powiat m.Bielsko-Biała",2016,185
"10152",2462000,"Powiat m.Bytom",2016,10
"10153",2463000,"Powiat m.Chorzów",2016,39
"10154",2464000,"Powiat m.Częstochowa",2016,59
"10155",2465000,"Powiat m.Dąbrowa Górnicza",2016,71
"10156",2466000,"Powiat m.Gliwice",2016,207
"10157",2467000,"Powiat m.Jastrzębie-Zdrój",2016,8
"10158",2468000,"Powiat m.Jaworzno",2016,64
"10159",2469000,"Powiat m.Katowice",2016,63
"10160",2470000,"Powiat m.Mysłowice",2016,36
"10161",2471000,"Powiat m.Piekary Śląskie",2016,14
"10162",2472000,"Powiat m.Ruda Śląska",2016,81
"10163",2473000,"Powiat m.Rybnik",2016,18
"10164",2474000,"Powiat m.Siemianowice Śląskie",2016,71
"10165",2475000,"Powiat m.Sosnowiec",2016,21
"10166",2476000,"Powiat m.Świętochłowice",2016,69
"10167",2477000,"Powiat m.Tychy",2016,124
"10168",2478000,"Powiat m.Zabrze",2016,4
"10169",2479000,"Powiat m.Żory",2016,36
"10170",2601000,"Powiat buski",2016,0
"10171",2602000,"Powiat jędrzejowski",2016,0
"10172",2603000,"Powiat kazimierski",2016,0
"10173",2604000,"Powiat kielecki",2016,0
"10174",2605000,"Powiat konecki",2016,9
"10175",2606000,"Powiat opatowski",2016,0
"10176",2607000,"Powiat ostrowiecki",2016,9
"10177",2608000,"Powiat pińczowski",2016,0
"10178",2609000,"Powiat sandomierski",2016,0
"10179",2610000,"Powiat skarżyski",2016,9
"10180",2611000,"Powiat starachowicki",2016,7
"10181",2612000,"Powiat staszowski",2016,0
"10182",2613000,"Powiat włoszczowski",2016,0
"10183",2661000,"Powiat m.Kielce",2016,651
"10184",2801000,"Powiat bartoszycki",2016,5
"10185",2802000,"Powiat braniewski",2016,25
"10186",2803000,"Powiat działdowski",2016,42
"10187",2804000,"Powiat elbląski",2016,0
"10188",2805000,"Powiat ełcki",2016,60
"10189",2806000,"Powiat giżycki",2016,43
"10190",2807000,"Powiat iławski",2016,152
"10191",2808000,"Powiat kętrzyński",2016,25
"10192",2809000,"Powiat lidzbarski",2016,4
"10193",2810000,"Powiat mrągowski",2016,27
"10194",2811000,"Powiat nidzicki",2016,37
"10195",2812000,"Powiat nowomiejski",2016,0
"10196",2813000,"Powiat olecki",2016,56
"10197",2814000,"Powiat olsztyński",2016,389
"10198",2815000,"Powiat ostródzki",2016,78
"10199",2816000,"Powiat piski",2016,68
"10200",2817000,"Powiat szczycieński",2016,86
"10201",2818000,"Powiat gołdapski",2016,16
"10202",2819000,"Powiat węgorzewski",2016,11
"10203",2861000,"Powiat m.Elbląg",2016,85
"10204",2862000,"Powiat m.Olsztyn",2016,402
"10205",3001000,"Powiat chodzieski",2016,0
"10206",3002000,"Powiat czarnkowsko-trzcianecki",2016,6
"10207",3003000,"Powiat gnieźnieński",2016,90
"10208",3004000,"Powiat gostyński",2016,86
"10209",3005000,"Powiat grodziski",2016,59
"10210",3006000,"Powiat jarociński",2016,32
"10211",3007000,"Powiat kaliski",2016,0
"10212",3008000,"Powiat kępiński",2016,0
"10213",3009000,"Powiat kolski",2016,5
"10214",3010000,"Powiat koniński",2016,5
"10215",3011000,"Powiat kościański",2016,92
"10216",3012000,"Powiat krotoszyński",2016,38
"10217",3013000,"Powiat leszczyński",2016,22
"10218",3014000,"Powiat międzychodzki",2016,15
"10219",3015000,"Powiat nowotomyski",2016,19
"10220",3016000,"Powiat obornicki",2016,133
"10221",3017000,"Powiat ostrowski",2016,41
"10222",3018000,"Powiat ostrzeszowski",2016,43
"10223",3019000,"Powiat pilski",2016,129
"10224",3020000,"Powiat pleszewski",2016,0
"10225",3021000,"Powiat poznański",2016,949
"10226",3022000,"Powiat rawicki",2016,47
"10227",3023000,"Powiat słupecki",2016,5
"10228",3024000,"Powiat szamotulski",2016,112
"10229",3025000,"Powiat średzki",2016,114
"10230",3026000,"Powiat śremski",2016,12
"10231",3027000,"Powiat turecki",2016,0
"10232",3028000,"Powiat wągrowiecki",2016,76
"10233",3029000,"Powiat wolsztyński",2016,0
"10234",3030000,"Powiat wrzesiński",2016,293
"10235",3031000,"Powiat złotowski",2016,59
"10236",3061000,"Powiat m.Kalisz",2016,108
"10237",3062000,"Powiat m.Konin",2016,91
"10238",3063000,"Powiat m.Leszno",2016,71
"10239",3064000,"Powiat m.Poznań",2016,3284
"10240",3201000,"Powiat białogardzki",2016,3
"10241",3202000,"Powiat choszczeński",2016,7
"10242",3203000,"Powiat drawski",2016,12
"10243",3204000,"Powiat goleniowski",2016,0
"10244",3205000,"Powiat gryficki",2016,3
"10245",3206000,"Powiat gryfiński",2016,11
"10246",3207000,"Powiat kamieński",2016,115
"10247",3208000,"Powiat kołobrzeski",2016,206
"10248",3209000,"Powiat koszaliński",2016,69
"10249",3210000,"Powiat myśliborski",2016,38
"10250",3211000,"Powiat policki",2016,121
"10251",3212000,"Powiat pyrzycki",2016,0
"10252",3213000,"Powiat sławieński",2016,13
"10253",3214000,"Powiat stargardzki",2016,39
"10254",3215000,"Powiat szczecinecki",2016,31
"10255",3216000,"Powiat świdwiński",2016,0
"10256",3217000,"Powiat wałecki",2016,0
"10257",3218000,"Powiat łobeski",2016,5
"10258",3261000,"Powiat m.Koszalin",2016,12
"10259",3262000,"Powiat m.Szczecin",2016,1750
"10260",3263000,"Powiat m.Świnoujście",2016,27
"10261",201000,"Powiat bolesławiecki",2017,5
"10262",202000,"Powiat dzierżoniowski",2017,0
"10263",203000,"Powiat głogowski",2017,68
"10264",204000,"Powiat górowski",2017,5
"10265",205000,"Powiat jaworski",2017,4
"10266",206000,"Powiat jeleniogórski",2017,44
"10267",207000,"Powiat kamiennogórski",2017,0
"10268",208000,"Powiat kłodzki",2017,100
"10269",209000,"Powiat legnicki",2017,0
"10270",210000,"Powiat lubański",2017,41
"10271",211000,"Powiat lubiński",2017,145
"10272",212000,"Powiat lwówecki",2017,4
"10273",213000,"Powiat milicki",2017,7
"10274",214000,"Powiat oleśnicki",2017,78
"10275",215000,"Powiat oławski",2017,163
"10276",216000,"Powiat polkowicki",2017,31
"10277",217000,"Powiat strzeliński",2017,29
"10278",218000,"Powiat średzki",2017,54
"10279",219000,"Powiat świdnicki",2017,67
"10280",220000,"Powiat trzebnicki",2017,69
"10281",221000,"Powiat wałbrzyski",2017,13
"10282",222000,"Powiat wołowski",2017,66
"10283",223000,"Powiat wrocławski",2017,696
"10284",224000,"Powiat ząbkowicki",2017,0
"10285",225000,"Powiat zgorzelecki",2017,8
"10286",226000,"Powiat złotoryjski",2017,0
"10287",261000,"Powiat m.Jelenia Góra",2017,129
"10288",262000,"Powiat m.Legnica",2017,118
"10289",264000,"Powiat m.Wrocław",2017,6480
"10290",265000,"Powiat m.Wałbrzych od 2013",2017,5
"10291",401000,"Powiat aleksandrowski",2017,19
"10292",402000,"Powiat brodnicki",2017,198
"10293",403000,"Powiat bydgoski",2017,57
"10294",404000,"Powiat chełmiński",2017,22
"10295",405000,"Powiat golubsko-dobrzyński",2017,51
"10296",406000,"Powiat grudziądzki",2017,0
"10297",407000,"Powiat inowrocławski",2017,144
"10298",408000,"Powiat lipnowski",2017,0
"10299",409000,"Powiat mogileński",2017,3
"10300",410000,"Powiat nakielski",2017,26
"10301",411000,"Powiat radziejowski",2017,3
"10302",412000,"Powiat rypiński",2017,0
"10303",413000,"Powiat sępoleński",2017,0
"10304",414000,"Powiat świecki",2017,43
"10305",415000,"Powiat toruński",2017,63
"10306",416000,"Powiat tucholski",2017,0
"10307",417000,"Powiat wąbrzeski",2017,0
"10308",418000,"Powiat włocławski",2017,4
"10309",419000,"Powiat żniński",2017,7
"10310",461000,"Powiat m.Bydgoszcz",2017,1005
"10311",462000,"Powiat m.Grudziądz",2017,47
"10312",463000,"Powiat m.Toruń",2017,363
"10313",464000,"Powiat m.Włocławek",2017,132
"10314",601000,"Powiat bialski",2017,0
"10315",602000,"Powiat biłgorajski",2017,20
"10316",603000,"Powiat chełmski",2017,0
"10317",604000,"Powiat hrubieszowski",2017,0
"10318",605000,"Powiat janowski",2017,0
"10319",606000,"Powiat krasnostawski",2017,0
"10320",607000,"Powiat kraśnicki",2017,0
"10321",608000,"Powiat lubartowski",2017,0
"10322",609000,"Powiat lubelski",2017,34
"10323",610000,"Powiat łęczyński",2017,22
"10324",611000,"Powiat łukowski",2017,0
"10325",612000,"Powiat opolski",2017,0
"10326",613000,"Powiat parczewski",2017,0
"10327",614000,"Powiat puławski",2017,158
"10328",615000,"Powiat radzyński",2017,0
"10329",616000,"Powiat rycki",2017,11
"10330",617000,"Powiat świdnicki",2017,0
"10331",618000,"Powiat tomaszowski",2017,9
"10332",619000,"Powiat włodawski",2017,6
"10333",620000,"Powiat zamojski",2017,3
"10334",661000,"Powiat m.Biała Podlaska",2017,63
"10335",662000,"Powiat m.Chełm",2017,37
"10336",663000,"Powiat m.Lublin",2017,1977
"10337",664000,"Powiat m.Zamość",2017,90
"10338",801000,"Powiat gorzowski",2017,23
"10339",802000,"Powiat krośnieński",2017,4
"10340",803000,"Powiat międzyrzecki",2017,25
"10341",804000,"Powiat nowosolski",2017,33
"10342",805000,"Powiat słubicki",2017,106
"10343",806000,"Powiat strzelecko-drezdenecki",2017,24
"10344",807000,"Powiat sulęciński",2017,3
"10345",808000,"Powiat świebodziński",2017,118
"10346",809000,"Powiat zielonogórski",2017,3
"10347",810000,"Powiat żagański",2017,5
"10348",811000,"Powiat żarski",2017,40
"10349",812000,"Powiat wschowski",2017,0
"10350",861000,"Powiat m.Gorzów Wielkopolski",2017,461
"10351",862000,"Powiat m.Zielona Góra",2017,89
"10352",1001000,"Powiat bełchatowski",2017,7
"10353",1002000,"Powiat kutnowski",2017,25
"10354",1003000,"Powiat łaski",2017,0
"10355",1004000,"Powiat łęczycki",2017,0
"10356",1005000,"Powiat łowicki",2017,36
"10357",1006000,"Powiat łódzki wschodni",2017,0
"10358",1007000,"Powiat opoczyński",2017,0
"10359",1008000,"Powiat pabianicki",2017,24
"10360",1009000,"Powiat pajęczański",2017,0
"10361",1010000,"Powiat piotrkowski",2017,0
"10362",1011000,"Powiat poddębicki",2017,56
"10363",1012000,"Powiat radomszczański",2017,41
"10364",1013000,"Powiat rawski",2017,0
"10365",1014000,"Powiat sieradzki",2017,61
"10366",1015000,"Powiat skierniewicki",2017,0
"10367",1016000,"Powiat tomaszowski",2017,35
"10368",1017000,"Powiat wieluński",2017,0
"10369",1018000,"Powiat wieruszowski",2017,13
"10370",1019000,"Powiat zduńskowolski",2017,0
"10371",1020000,"Powiat zgierski",2017,98
"10372",1021000,"Powiat brzeziński",2017,0
"10373",1061000,"Powiat m.Łódź",2017,1789
"10374",1062000,"Powiat m.Piotrków Trybunalski",2017,12
"10375",1063000,"Powiat m.Skierniewice",2017,39
"10376",1201000,"Powiat bocheński",2017,70
"10377",1202000,"Powiat brzeski",2017,13
"10378",1203000,"Powiat chrzanowski",2017,3
"10379",1204000,"Powiat dąbrowski",2017,0
"10380",1205000,"Powiat gorlicki",2017,0
"10381",1206000,"Powiat krakowski",2017,125
"10382",1207000,"Powiat limanowski",2017,0
"10383",1208000,"Powiat miechowski",2017,0
"10384",1209000,"Powiat myślenicki",2017,92
"10385",1210000,"Powiat nowosądecki",2017,80
"10386",1211000,"Powiat nowotarski",2017,18
"10387",1212000,"Powiat olkuski",2017,0
"10388",1213000,"Powiat oświęcimski",2017,63
"10389",1214000,"Powiat proszowicki",2017,10
"10390",1215000,"Powiat suski",2017,0
"10391",1216000,"Powiat tarnowski",2017,0
"10392",1217000,"Powiat tatrzański",2017,42
"10393",1218000,"Powiat wadowicki",2017,26
"10394",1219000,"Powiat wielicki",2017,469
"10395",1261000,"Powiat m.Kraków",2017,6462
"10396",1262000,"Powiat m.Nowy Sącz",2017,0
"10397",1263000,"Powiat m.Tarnów",2017,81
"10398",1401000,"Powiat białobrzeski",2017,3
"10399",1402000,"Powiat ciechanowski",2017,172
"10400",1403000,"Powiat garwoliński",2017,0
"10401",1404000,"Powiat gostyniński",2017,34
"10402",1405000,"Powiat grodziski",2017,67
"10403",1406000,"Powiat grójecki",2017,52
"10404",1407000,"Powiat kozienicki",2017,0
"10405",1408000,"Powiat legionowski",2017,221
"10406",1409000,"Powiat lipski",2017,0
"10407",1410000,"Powiat łosicki",2017,0
"10408",1411000,"Powiat makowski",2017,0
"10409",1412000,"Powiat miński",2017,328
"10410",1413000,"Powiat mławski",2017,153
"10411",1414000,"Powiat nowodworski",2017,158
"10412",1415000,"Powiat ostrołęcki",2017,0
"10413",1416000,"Powiat ostrowski",2017,0
"10414",1417000,"Powiat otwocki",2017,139
"10415",1418000,"Powiat piaseczyński",2017,36
"10416",1419000,"Powiat płocki",2017,6
"10417",1420000,"Powiat płoński",2017,28
"10418",1421000,"Powiat pruszkowski",2017,1097
"10419",1422000,"Powiat przasnyski",2017,51
"10420",1423000,"Powiat przysuski",2017,0
"10421",1424000,"Powiat pułtuski",2017,68
"10422",1425000,"Powiat radomski",2017,7
"10423",1426000,"Powiat siedlecki",2017,0
"10424",1427000,"Powiat sierpecki",2017,74
"10425",1428000,"Powiat sochaczewski",2017,0
"10426",1429000,"Powiat sokołowski",2017,40
"10427",1430000,"Powiat szydłowiecki",2017,4
"10428",1432000,"Powiat warszawski zachodni",2017,312
"10429",1433000,"Powiat węgrowski",2017,41
"10430",1434000,"Powiat wołomiński",2017,939
"10431",1435000,"Powiat wyszkowski",2017,77
"10432",1436000,"Powiat zwoleński",2017,0
"10433",1437000,"Powiat żuromiński",2017,22
"10434",1438000,"Powiat żyrardowski",2017,150
"10435",1461000,"Powiat m.Ostrołęka",2017,117
"10436",1462000,"Powiat m.Płock",2017,474
"10437",1463000,"Powiat m.Radom",2017,323
"10438",1464000,"Powiat m.Siedlce",2017,306
"10439",1465000,"Powiat m. st. Warszawa",2017,9523
"10440",1601000,"Powiat brzeski",2017,58
"10441",1602000,"Powiat głubczycki",2017,0
"10442",1603000,"Powiat kędzierzyńsko-kozielski",2017,3
"10443",1604000,"Powiat kluczborski",2017,25
"10444",1605000,"Powiat krapkowicki",2017,15
"10445",1606000,"Powiat namysłowski",2017,0
"10446",1607000,"Powiat nyski",2017,25
"10447",1608000,"Powiat oleski",2017,0
"10448",1609000,"Powiat opolski",2017,7
"10449",1610000,"Powiat prudnicki",2017,0
"10450",1611000,"Powiat strzelecki",2017,0
"10451",1661000,"Powiat m.Opole",2017,307
"10452",1801000,"Powiat bieszczadzki",2017,26
"10453",1802000,"Powiat brzozowski",2017,0
"10454",1803000,"Powiat dębicki",2017,50
"10455",1804000,"Powiat jarosławski",2017,65
"10456",1805000,"Powiat jasielski",2017,0
"10457",1806000,"Powiat kolbuszowski",2017,4
"10458",1807000,"Powiat krośnieński",2017,18
"10459",1808000,"Powiat leżajski",2017,0
"10460",1809000,"Powiat lubaczowski",2017,0
"10461",1810000,"Powiat łańcucki",2017,43
"10462",1811000,"Powiat mielecki",2017,52
"10463",1812000,"Powiat niżański",2017,0
"10464",1813000,"Powiat przemyski",2017,0
"10465",1814000,"Powiat przeworski",2017,0
"10466",1815000,"Powiat ropczycko-sędziszowski",2017,42
"10467",1816000,"Powiat rzeszowski",2017,93
"10468",1817000,"Powiat sanocki",2017,10
"10469",1818000,"Powiat stalowowolski",2017,78
"10470",1819000,"Powiat strzyżowski",2017,0
"10471",1820000,"Powiat tarnobrzeski",2017,0
"10472",1821000,"Powiat leski",2017,0
"10473",1861000,"Powiat m.Krosno",2017,15
"10474",1862000,"Powiat m.Przemyśl",2017,42
"10475",1863000,"Powiat m.Rzeszów",2017,606
"10476",1864000,"Powiat m.Tarnobrzeg",2017,0
"10477",2001000,"Powiat augustowski",2017,7
"10478",2002000,"Powiat białostocki",2017,74
"10479",2003000,"Powiat bielski",2017,0
"10480",2004000,"Powiat grajewski",2017,10
"10481",2005000,"Powiat hajnowski",2017,0
"10482",2006000,"Powiat kolneński",2017,0
"10483",2007000,"Powiat łomżyński",2017,0
"10484",2008000,"Powiat moniecki",2017,0
"10485",2009000,"Powiat sejneński",2017,3
"10486",2010000,"Powiat siemiatycki",2017,0
"10487",2011000,"Powiat sokólski",2017,32
"10488",2012000,"Powiat suwalski",2017,0
"10489",2013000,"Powiat wysokomazowiecki",2017,0
"10490",2014000,"Powiat zambrowski",2017,11
"10491",2061000,"Powiat m.Białystok",2017,1792
"10492",2062000,"Powiat m.Łomża",2017,139
"10493",2063000,"Powiat m.Suwałki",2017,337
"10494",2201000,"Powiat bytowski",2017,18
"10495",2202000,"Powiat chojnicki",2017,59
"10496",2203000,"Powiat człuchowski",2017,0
"10497",2204000,"Powiat gdański",2017,398
"10498",2205000,"Powiat kartuski",2017,406
"10499",2206000,"Powiat kościerski",2017,66
"10500",2207000,"Powiat kwidzyński",2017,11
"10501",2208000,"Powiat lęborski",2017,21
"10502",2209000,"Powiat malborski",2017,81
"10503",2210000,"Powiat nowodworski",2017,86
"10504",2211000,"Powiat pucki",2017,373
"10505",2212000,"Powiat słupski",2017,91
"10506",2213000,"Powiat starogardzki",2017,85
"10507",2214000,"Powiat tczewski",2017,83
"10508",2215000,"Powiat wejherowski",2017,780
"10509",2216000,"Powiat sztumski",2017,0
"10510",2261000,"Powiat m.Gdańsk",2017,5459
"10511",2262000,"Powiat m.Gdynia",2017,1245
"10512",2263000,"Powiat m.Słupsk",2017,122
"10513",2264000,"Powiat m.Sopot",2017,90
"10514",2401000,"Powiat będziński",2017,57
"10515",2402000,"Powiat bielski",2017,72
"10516",2403000,"Powiat cieszyński",2017,152
"10517",2404000,"Powiat częstochowski",2017,0
"10518",2405000,"Powiat gliwicki",2017,31
"10519",2406000,"Powiat kłobucki",2017,25
"10520",2407000,"Powiat lubliniecki",2017,19
"10521",2408000,"Powiat mikołowski",2017,32
"10522",2409000,"Powiat myszkowski",2017,0
"10523",2410000,"Powiat pszczyński",2017,42
"10524",2411000,"Powiat raciborski",2017,3
"10525",2412000,"Powiat rybnicki",2017,0
"10526",2413000,"Powiat tarnogórski",2017,95
"10527",2414000,"Powiat bieruńsko-lędziński",2017,6
"10528",2415000,"Powiat wodzisławski",2017,11
"10529",2416000,"Powiat zawierciański",2017,0
"10530",2417000,"Powiat żywiecki",2017,0
"10531",2461000,"Powiat m.Bielsko-Biała",2017,293
"10532",2462000,"Powiat m.Bytom",2017,13
"10533",2463000,"Powiat m.Chorzów",2017,259
"10534",2464000,"Powiat m.Częstochowa",2017,110
"10535",2465000,"Powiat m.Dąbrowa Górnicza",2017,56
"10536",2466000,"Powiat m.Gliwice",2017,291
"10537",2467000,"Powiat m.Jastrzębie-Zdrój",2017,5
"10538",2468000,"Powiat m.Jaworzno",2017,31
"10539",2469000,"Powiat m.Katowice",2017,101
"10540",2470000,"Powiat m.Mysłowice",2017,47
"10541",2471000,"Powiat m.Piekary Śląskie",2017,3
"10542",2472000,"Powiat m.Ruda Śląska",2017,30
"10543",2473000,"Powiat m.Rybnik",2017,81
"10544",2474000,"Powiat m.Siemianowice Śląskie",2017,84
"10545",2475000,"Powiat m.Sosnowiec",2017,82
"10546",2476000,"Powiat m.Świętochłowice",2017,66
"10547",2477000,"Powiat m.Tychy",2017,233
"10548",2478000,"Powiat m.Zabrze",2017,108
"10549",2479000,"Powiat m.Żory",2017,42
"10550",2601000,"Powiat buski",2017,5
"10551",2602000,"Powiat jędrzejowski",2017,0
"10552",2603000,"Powiat kazimierski",2017,0
"10553",2604000,"Powiat kielecki",2017,0
"10554",2605000,"Powiat konecki",2017,4
"10555",2606000,"Powiat opatowski",2017,0
"10556",2607000,"Powiat ostrowiecki",2017,0
"10557",2608000,"Powiat pińczowski",2017,0
"10558",2609000,"Powiat sandomierski",2017,0
"10559",2610000,"Powiat skarżyski",2017,6
"10560",2611000,"Powiat starachowicki",2017,8
"10561",2612000,"Powiat staszowski",2017,0
"10562",2613000,"Powiat włoszczowski",2017,0
"10563",2661000,"Powiat m.Kielce",2017,479
"10564",2801000,"Powiat bartoszycki",2017,0
"10565",2802000,"Powiat braniewski",2017,40
"10566",2803000,"Powiat działdowski",2017,27
"10567",2804000,"Powiat elbląski",2017,11
"10568",2805000,"Powiat ełcki",2017,81
"10569",2806000,"Powiat giżycki",2017,143
"10570",2807000,"Powiat iławski",2017,86
"10571",2808000,"Powiat kętrzyński",2017,21
"10572",2809000,"Powiat lidzbarski",2017,3
"10573",2810000,"Powiat mrągowski",2017,23
"10574",2811000,"Powiat nidzicki",2017,12
"10575",2812000,"Powiat nowomiejski",2017,4
"10576",2813000,"Powiat olecki",2017,34
"10577",2814000,"Powiat olsztyński",2017,366
"10578",2815000,"Powiat ostródzki",2017,92
"10579",2816000,"Powiat piski",2017,71
"10580",2817000,"Powiat szczycieński",2017,102
"10581",2818000,"Powiat gołdapski",2017,29
"10582",2819000,"Powiat węgorzewski",2017,0
"10583",2861000,"Powiat m.Elbląg",2017,320
"10584",2862000,"Powiat m.Olsztyn",2017,852
"10585",3001000,"Powiat chodzieski",2017,61
"10586",3002000,"Powiat czarnkowsko-trzcianecki",2017,6
"10587",3003000,"Powiat gnieźnieński",2017,133
"10588",3004000,"Powiat gostyński",2017,96
"10589",3005000,"Powiat grodziski",2017,48
"10590",3006000,"Powiat jarociński",2017,46
"10591",3007000,"Powiat kaliski",2017,0
"10592",3008000,"Powiat kępiński",2017,28
"10593",3009000,"Powiat kolski",2017,5
"10594",3010000,"Powiat koniński",2017,4
"10595",3011000,"Powiat kościański",2017,70
"10596",3012000,"Powiat krotoszyński",2017,69
"10597",3013000,"Powiat leszczyński",2017,42
"10598",3014000,"Powiat międzychodzki",2017,13
"10599",3015000,"Powiat nowotomyski",2017,0
"10600",3016000,"Powiat obornicki",2017,34
"10601",3017000,"Powiat ostrowski",2017,3
"10602",3018000,"Powiat ostrzeszowski",2017,33
"10603",3019000,"Powiat pilski",2017,114
"10604",3020000,"Powiat pleszewski",2017,0
"10605",3021000,"Powiat poznański",2017,666
"10606",3022000,"Powiat rawicki",2017,60
"10607",3023000,"Powiat słupecki",2017,0
"10608",3024000,"Powiat szamotulski",2017,172
"10609",3025000,"Powiat średzki",2017,149
"10610",3026000,"Powiat śremski",2017,91
"10611",3027000,"Powiat turecki",2017,77
"10612",3028000,"Powiat wągrowiecki",2017,60
"10613",3029000,"Powiat wolsztyński",2017,4
"10614",3030000,"Powiat wrzesiński",2017,688
"10615",3031000,"Powiat złotowski",2017,88
"10616",3061000,"Powiat m.Kalisz",2017,119
"10617",3062000,"Powiat m.Konin",2017,63
"10618",3063000,"Powiat m.Leszno",2017,200
"10619",3064000,"Powiat m.Poznań",2017,3531
"10620",3201000,"Powiat białogardzki",2017,18
"10621",3202000,"Powiat choszczeński",2017,8
"10622",3203000,"Powiat drawski",2017,0
"10623",3204000,"Powiat goleniowski",2017,30
"10624",3205000,"Powiat gryficki",2017,17
"10625",3206000,"Powiat gryfiński",2017,8
"10626",3207000,"Powiat kamieński",2017,138
"10627",3208000,"Powiat kołobrzeski",2017,78
"10628",3209000,"Powiat koszaliński",2017,75
"10629",3210000,"Powiat myśliborski",2017,32
"10630",3211000,"Powiat policki",2017,107
"10631",3212000,"Powiat pyrzycki",2017,0
"10632",3213000,"Powiat sławieński",2017,6
"10633",3214000,"Powiat stargardzki",2017,132
"10634",3215000,"Powiat szczecinecki",2017,60
"10635",3216000,"Powiat świdwiński",2017,0
"10636",3217000,"Powiat wałecki",2017,22
"10637",3218000,"Powiat łobeski",2017,0
"10638",3261000,"Powiat m.Koszalin",2017,51
