"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_wydatki_bieZace_ogolem_zl"
"23792",1801000,"Powiat bieszczadzki",2011,27370951.22
"23793",1802000,"Powiat brzozowski",2011,48892778.97
"23794",1803000,"Powiat dębicki",2011,99020480.28
"23795",1804000,"Powiat jarosławski",2011,110720185.34
"23796",1805000,"Powiat jasielski",2011,89035679.02
"23797",1806000,"Powiat kolbuszowski",2011,30154970.94
"23798",1807000,"Powiat krośnieński",2011,62141694.36
"23799",1808000,"Powiat leżajski",2011,66662492.2
"23800",1809000,"Powiat lubaczowski",2011,57002068.05
"23801",1810000,"Powiat łańcucki",2011,50105230.94
"23802",1811000,"Powiat mielecki",2011,109373935.93
"23803",1812000,"Powiat niżański",2011,41070306.41
"23804",1813000,"Powiat przemyski",2011,25639624.13
"23805",1814000,"Powiat przeworski",2011,47335323.5
"23806",1815000,"Powiat ropczycko-sędziszowski",2011,54810656.34
"23807",1816000,"Powiat rzeszowski",2011,80484803.08
"23808",1817000,"Powiat sanocki",2011,72169625.16
"23809",1818000,"Powiat stalowowolski",2011,83862937.93
"23810",1819000,"Powiat strzyżowski",2011,49235144.01
"23811",1820000,"Powiat tarnobrzeski",2011,39277099.61
"23812",1821000,"Powiat leski",2011,25016620.36
"23813",2001000,"Powiat augustowski",2011,53648203.18
"23814",2002000,"Powiat białostocki",2011,81255794.21
"23815",2003000,"Powiat bielski",2011,41721444.16
"23816",2004000,"Powiat grajewski",2011,39246626.77
"23817",2005000,"Powiat hajnowski",2011,35164884.64
"23818",2006000,"Powiat kolneński",2011,23259537.14
"23819",2007000,"Powiat łomżyński",2011,23291939.95
"23820",2008000,"Powiat moniecki",2011,30510510.82
"23821",2009000,"Powiat sejneński",2011,16312219.09
"23822",2010000,"Powiat siemiatycki",2011,42526495.38
"23823",2011000,"Powiat sokólski",2011,50190704.15
"23824",2012000,"Powiat suwalski",2011,23329385.99
"23825",2013000,"Powiat wysokomazowiecki",2011,41759539.77
"23826",2014000,"Powiat zambrowski",2011,36386193.51
"23827",2201000,"Powiat bytowski",2011,78512237.72
"23828",2202000,"Powiat chojnicki",2011,78471469.82
"23829",2203000,"Powiat człuchowski",2011,72512141.44
"23830",2204000,"Powiat gdański",2011,42128761.18
"23831",2205000,"Powiat kartuski",2011,91695033.07
"23832",2206000,"Powiat kościerski",2011,61801553.07
"23833",2207000,"Powiat kwidzyński",2011,67619900.93
"23834",2208000,"Powiat lęborski",2011,61069230.24
"23835",2209000,"Powiat malborski",2011,59909903.07
"23836",2210000,"Powiat nowodworski",2011,33302792.68
"23837",2211000,"Powiat pucki",2011,52942821.45
"23838",2212000,"Powiat słupski",2011,68642174.33
"23839",2213000,"Powiat starogardzki",2011,124857580.24
"23840",2214000,"Powiat tczewski",2011,115052406.69
"23841",2215000,"Powiat wejherowski",2011,113848998.68
"23842",2216000,"Powiat sztumski",2011,37135476.4
"23843",2401000,"Powiat będziński",2011,84633390.62
"23844",2402000,"Powiat bielski",2011,61324088.78
"23845",2403000,"Powiat cieszyński",2011,130867095.29
"23846",2404000,"Powiat częstochowski",2011,61833839.14
"23847",2405000,"Powiat gliwicki",2011,54964179.99
"23848",2406000,"Powiat kłobucki",2011,46483829.56
"23849",2407000,"Powiat lubliniecki",2011,74132270.53
"23850",2408000,"Powiat mikołowski",2011,69822871.45
"23851",2409000,"Powiat myszkowski",2011,46508695.06
"23852",2410000,"Powiat pszczyński",2011,69866758.09
"23853",2411000,"Powiat raciborski",2011,89158404.65
"23854",2412000,"Powiat rybnicki",2011,29654268.26
"23855",2413000,"Powiat tarnogórski",2011,120416499
"23856",2414000,"Powiat bieruńsko-lędziński",2011,29906671.82
"23857",2415000,"Powiat wodzisławski",2011,107128940.58
"23858",2416000,"Powiat zawierciański",2011,99627062.58
"23859",2417000,"Powiat żywiecki",2011,114267647.51
"23860",2601000,"Powiat buski",2011,74150774
"23861",2602000,"Powiat jędrzejowski",2011,74798889.51
"23862",2603000,"Powiat kazimierski",2011,33476968.78
"23863",2604000,"Powiat kielecki",2011,100031946.14
"23864",2605000,"Powiat konecki",2011,66868690.12
"23865",2606000,"Powiat opatowski",2011,58991384.46
"23866",2607000,"Powiat ostrowiecki",2011,109535856.75
"23867",2608000,"Powiat pińczowski",2011,31667444.49
"23868",2609000,"Powiat sandomierski",2011,65723728.43
"23869",2610000,"Powiat skarżyski",2011,79689259.5
"23870",2611000,"Powiat starachowicki",2011,73887791.39
"23871",2612000,"Powiat staszowski",2011,48959633.49
"23872",2613000,"Powiat włoszczowski",2011,34159491.78
"23873",2801000,"Powiat bartoszycki",2011,57892218.91
"23874",2802000,"Powiat braniewski",2011,55901603.11
"23875",2803000,"Powiat działdowski",2011,46982704.2
"23876",2804000,"Powiat elbląski",2011,47604575.16
"23877",2805000,"Powiat ełcki",2011,87157668.85
"23878",2806000,"Powiat giżycki",2011,59152546.69
"23879",2807000,"Powiat iławski",2011,75100870.28
"23880",2808000,"Powiat kętrzyński",2011,52441457.92
"23881",2809000,"Powiat lidzbarski",2011,43407072.88
"23882",2810000,"Powiat mrągowski",2011,48403729.82
"23883",2811000,"Powiat nidzicki",2011,34139981.37
"23884",2812000,"Powiat nowomiejski",2011,31039654.01
"23885",2813000,"Powiat olecki",2011,40289847.48
"23886",2814000,"Powiat olsztyński",2011,87549283.91
"23887",2815000,"Powiat ostródzki",2011,97973013.17
"23888",2816000,"Powiat piski",2011,48551473.9
"23889",2817000,"Powiat szczycieński",2011,57641477.8
"23890",2818000,"Powiat gołdapski",2011,24056393.97
"23891",2819000,"Powiat węgorzewski",2011,34569493.47
"23892",3001000,"Powiat chodzieski",2011,39857478.66
"23893",3002000,"Powiat czarnkowsko-trzcianecki",2011,79699618.85
"23894",3003000,"Powiat gnieźnieński",2011,114647154.92
"23895",3004000,"Powiat gostyński",2011,62914702.55
"23896",3005000,"Powiat grodziski",2011,29385700.57
"23897",3006000,"Powiat jarociński",2011,51948600.75
"23898",3007000,"Powiat kaliski",2011,31394302.73
"23899",3008000,"Powiat kępiński",2011,38649064.78
"23900",3009000,"Powiat kolski",2011,62831430.83
"23901",3010000,"Powiat koniński",2011,66070302.49
"23902",3011000,"Powiat kościański",2011,45889025.86
"23903",3012000,"Powiat krotoszyński",2011,67817923.53
"23904",3013000,"Powiat leszczyński",2011,23089995.93
"23905",3014000,"Powiat międzychodzki",2011,36082237.2
"23906",3015000,"Powiat nowotomyski",2011,46849141.11
"23907",3016000,"Powiat obornicki",2011,39414852.14
"23908",3017000,"Powiat ostrowski",2011,116944545
"23909",3018000,"Powiat ostrzeszowski",2011,53021981.22
"23910",3019000,"Powiat pilski",2011,120130397.63
"23911",3020000,"Powiat pleszewski",2011,63875558
"23912",3021000,"Powiat poznański",2011,165864788.09
"23913",3022000,"Powiat rawicki",2011,45897839.15
"23914",3023000,"Powiat słupecki",2011,58550155.23
"23915",3024000,"Powiat szamotulski",2011,59547910.26
"23916",3025000,"Powiat średzki",2011,38257485.55
"23917",3026000,"Powiat śremski",2011,45971983.12
"23918",3027000,"Powiat turecki",2011,66694005.45
"23919",3028000,"Powiat wągrowiecki",2011,58637468.63
"23920",3029000,"Powiat wolsztyński",2011,45691229.86
"23921",3030000,"Powiat wrzesiński",2011,55061211.24
"23922",3031000,"Powiat złotowski",2011,52603741.8
"23923",3201000,"Powiat białogardzki",2011,51170157.77
"23924",3202000,"Powiat choszczeński",2011,44584528.93
"23925",3203000,"Powiat drawski",2011,52574408.56
"23926",3204000,"Powiat goleniowski",2011,68121143.25
"23927",3205000,"Powiat gryficki",2011,63030077.86
"23928",3206000,"Powiat gryfiński",2011,59386607.05
"23929",3207000,"Powiat kamieński",2011,42595511.96
"23930",3208000,"Powiat kołobrzeski",2011,81238452.85
"23931",3209000,"Powiat koszaliński",2011,63849982.07
"23932",3210000,"Powiat myśliborski",2011,62431910.07
"23933",3211000,"Powiat policki",2011,65997101.64
"23934",3212000,"Powiat pyrzycki",2011,39752336.66
"23935",3213000,"Powiat sławieński",2011,45742967.2
"23936",3214000,"Powiat stargardzki",2011,106310252.38
"23937",3215000,"Powiat szczecinecki",2011,73905036.1
"23938",3216000,"Powiat świdwiński",2011,51937831.3
"23939",3217000,"Powiat wałecki",2011,46617191.11
"23940",3218000,"Powiat łobeski",2011,32971044.45
"23941",201000,"Powiat bolesławiecki",2012,57577816.68
"23942",202000,"Powiat dzierżoniowski",2012,74537242.37
"23943",203000,"Powiat głogowski",2012,89969356.84
"23944",204000,"Powiat górowski",2012,41259595.46
"23945",205000,"Powiat jaworski",2012,48794855.78
"23946",206000,"Powiat jeleniogórski",2012,67891416.08
"23947",207000,"Powiat kamiennogórski",2012,42694132.03
"23948",208000,"Powiat kłodzki",2012,153994965.57
"23949",209000,"Powiat legnicki",2012,54810638.97
"23950",210000,"Powiat lubański",2012,59308087.1
"23951",211000,"Powiat lubiński",2012,64874268.13
"23952",212000,"Powiat lwówecki",2012,51475848.4
"23953",213000,"Powiat milicki",2012,45399237.89
"23954",214000,"Powiat oleśnicki",2012,86158744.7
"23955",215000,"Powiat oławski",2012,49431827.22
"23956",216000,"Powiat polkowicki",2012,45369986.85
"23957",217000,"Powiat strzeliński",2012,42348584.48
"23958",218000,"Powiat średzki",2012,32307886.71
"23959",219000,"Powiat świdnicki",2012,127482751.56
"23960",220000,"Powiat trzebnicki",2012,61320906.97
"23961",221000,"Powiat wałbrzyski",2012,125703333.92
"23962",222000,"Powiat wołowski",2012,48248464.99
"23963",223000,"Powiat wrocławski",2012,71079775.25
"23964",224000,"Powiat ząbkowicki",2012,70315735.84
"23965",225000,"Powiat zgorzelecki",2012,79391342.96
"23966",226000,"Powiat złotoryjski",2012,40148712
"23967",401000,"Powiat aleksandrowski",2012,42244906.77
"23968",402000,"Powiat brodnicki",2012,54863123.04
"23969",403000,"Powiat bydgoski",2012,47788851.04
"23970",404000,"Powiat chełmiński",2012,44726133.68
"23971",405000,"Powiat golubsko-dobrzyński",2012,35295264.89
"23972",406000,"Powiat grudziądzki",2012,18019654.98
"23973",407000,"Powiat inowrocławski",2012,138327937.49
"23974",408000,"Powiat lipnowski",2012,53901549.18
"23975",409000,"Powiat mogileński",2012,53252847.47
"23976",410000,"Powiat nakielski",2012,71113419.12
"23977",411000,"Powiat radziejowski",2012,44851366.07
"23978",412000,"Powiat rypiński",2012,38715605.96
"23979",413000,"Powiat sępoleński",2012,46086390.52
"23980",414000,"Powiat świecki",2012,68052761.81
"23981",415000,"Powiat toruński",2012,64167267.56
"23982",416000,"Powiat tucholski",2012,45528012.35
"23983",417000,"Powiat wąbrzeski",2012,30234235.42
"23984",418000,"Powiat włocławski",2012,57360712.28
"23985",419000,"Powiat żniński",2012,56658232.74
"23986",601000,"Powiat bialski",2012,73139912.09
"23987",602000,"Powiat biłgorajski",2012,81032257.56
"23988",603000,"Powiat chełmski",2012,48549232.01
"23989",604000,"Powiat hrubieszowski",2012,50830875.1
"23990",605000,"Powiat janowski",2012,34600483.03
"23991",606000,"Powiat krasnostawski",2012,62016868.69
"23992",607000,"Powiat kraśnicki",2012,77977267.21
"23993",608000,"Powiat lubartowski",2012,64858551.8
"23994",609000,"Powiat lubelski",2012,86109602.87
"23995",610000,"Powiat łęczyński",2012,43306222.42
"23996",611000,"Powiat łukowski",2012,82019793.76
"23997",612000,"Powiat opolski",2012,42426710.3
"23998",613000,"Powiat parczewski",2012,26666573.67
"23999",614000,"Powiat puławski",2012,100935943.87
"24000",615000,"Powiat radzyński",2012,41241679.09
"24001",616000,"Powiat rycki",2012,45721778.35
"24002",617000,"Powiat świdnicki",2012,56504561.67
"24003",618000,"Powiat tomaszowski",2012,67396706.29
"24004",619000,"Powiat włodawski",2012,44591964.99
"24005",620000,"Powiat zamojski",2012,46004800.59
"24006",801000,"Powiat gorzowski",2012,43551349.67
"24007",802000,"Powiat krośnieński",2012,48470701.1
"24008",803000,"Powiat międzyrzecki",2012,51823026.04
"24009",804000,"Powiat nowosolski",2012,68893223.7
"24010",805000,"Powiat słubicki",2012,39316760.18
"24011",806000,"Powiat strzelecko-drezdenecki",2012,38170140.03
"24012",807000,"Powiat sulęciński",2012,32528152.82
"24013",808000,"Powiat świebodziński",2012,51374696.94
"24014",809000,"Powiat zielonogórski",2012,63589107.97
"24015",810000,"Powiat żagański",2012,58272947.21
"24016",811000,"Powiat żarski",2012,87592116.09
"24017",812000,"Powiat wschowski",2012,33700835.58
"24018",1001000,"Powiat bełchatowski",2012,113094695.08
"24019",1002000,"Powiat kutnowski",2012,89694167.18
"24020",1003000,"Powiat łaski",2012,36076823.08
"24021",1004000,"Powiat łęczycki",2012,46665632.84
"24022",1005000,"Powiat łowicki",2012,58982167.91
"24023",1006000,"Powiat łódzki wschodni",2012,37781903.6
"24024",1007000,"Powiat opoczyński",2012,51947129.94
"24025",1008000,"Powiat pabianicki",2012,76642099.17
"24026",1009000,"Powiat pajęczański",2012,30951309.75
"24027",1010000,"Powiat piotrkowski",2012,55400182.15
"24028",1011000,"Powiat poddębicki",2012,31435430.97
"24029",1012000,"Powiat radomszczański",2012,83977925.52
"24030",1013000,"Powiat rawski",2012,45527868.11
"24031",1014000,"Powiat sieradzki",2012,101613165.47
"24032",1015000,"Powiat skierniewicki",2012,16265465.06
"24033",1016000,"Powiat tomaszowski",2012,97905551.35
"24034",1017000,"Powiat wieluński",2012,60536256.33
"24035",1018000,"Powiat wieruszowski",2012,33306152.18
"24036",1019000,"Powiat zduńskowolski",2012,58468004.1
"24037",1020000,"Powiat zgierski",2012,108586242.23
"24038",1021000,"Powiat brzeziński",2012,25145391.78
"24039",1201000,"Powiat bocheński",2012,78133804.15
"24040",1202000,"Powiat brzeski",2012,67604362.73
"24041",1203000,"Powiat chrzanowski",2012,79793409.1
"24042",1204000,"Powiat dąbrowski",2012,41719281.22
"24043",1205000,"Powiat gorlicki",2012,90125683.32
"24044",1206000,"Powiat krakowski",2012,131979853.07
"24045",1207000,"Powiat limanowski",2012,95268577.68
"24046",1208000,"Powiat miechowski",2012,55117998.78
"24047",1209000,"Powiat myślenicki",2012,82114391.13
"24048",1210000,"Powiat nowosądecki",2012,125038228.22
"24049",1211000,"Powiat nowotarski",2012,111336092.82
"24050",1212000,"Powiat olkuski",2012,90308890.9
"24051",1213000,"Powiat oświęcimski",2012,121770675.43
"24052",1214000,"Powiat proszowicki",2012,28066411.69
"24053",1215000,"Powiat suski",2012,68982304.73
"24054",1216000,"Powiat tarnowski",2012,106711508.1
"24055",1217000,"Powiat tatrzański",2012,54849504.72
"24056",1218000,"Powiat wadowicki",2012,108388493.57
"24057",1219000,"Powiat wielicki",2012,50584796
"24058",1401000,"Powiat białobrzeski",2012,27191669.42
"24059",1402000,"Powiat ciechanowski",2012,81648947.36
"24060",1403000,"Powiat garwoliński",2012,83065564.83
"24061",1404000,"Powiat gostyniński",2012,45333719.96
"24062",1405000,"Powiat grodziski",2012,65213191.57
"24063",1406000,"Powiat grójecki",2012,77965086.34
"24064",1407000,"Powiat kozienicki",2012,53166985.67
"24065",1408000,"Powiat legionowski",2012,67179148.97
"24066",1409000,"Powiat lipski",2012,38988084.21
"24067",1410000,"Powiat łosicki",2012,29964382.74
"24068",1411000,"Powiat makowski",2012,36980072.64
"24069",1412000,"Powiat miński",2012,105093757.03
"24070",1413000,"Powiat mławski",2012,54631010.77
"24071",1414000,"Powiat nowodworski",2012,45975388.21
"24072",1415000,"Powiat ostrołęcki",2012,43657497.51
"24073",1416000,"Powiat ostrowski",2012,48339640.84
"24074",1417000,"Powiat otwocki",2012,98182288.1
"24075",1418000,"Powiat piaseczyński",2012,155060867.93
"24076",1419000,"Powiat płocki",2012,78818988.55
"24077",1420000,"Powiat płoński",2012,69775490.47
"24078",1421000,"Powiat pruszkowski",2012,110195717.3
"24079",1422000,"Powiat przasnyski",2012,47193755.79
"24080",1423000,"Powiat przysuski",2012,49084584.98
"24081",1424000,"Powiat pułtuski",2012,51832727.74
"24082",1425000,"Powiat radomski",2012,100532785.1
"24083",1426000,"Powiat siedlecki",2012,27826310.53
"24084",1427000,"Powiat sierpecki",2012,44700340.05
"24085",1428000,"Powiat sochaczewski",2012,66038212.91
"24086",1429000,"Powiat sokołowski",2012,41620474.51
"24087",1430000,"Powiat szydłowiecki",2012,29176512.4
"24088",1431000,"Powiat warszawski",2012,NA
"24089",1432000,"Powiat warszawski zachodni",2012,103198809.38
"24090",1433000,"Powiat węgrowski",2012,53123299.1
"24091",1434000,"Powiat wołomiński",2012,128542799.34
"24092",1435000,"Powiat wyszkowski",2012,67979346.1
"24093",1436000,"Powiat zwoleński",2012,27467589.81
"24094",1437000,"Powiat żuromiński",2012,35136257.59
"24095",1438000,"Powiat żyrardowski",2012,51704837.57
"24096",1601000,"Powiat brzeski",2012,77570130.53
"24097",1602000,"Powiat głubczycki",2012,50893310.64
"24098",1603000,"Powiat kędzierzyńsko-kozielski",2012,77049195.99
"24099",1604000,"Powiat kluczborski",2012,65805771.72
"24100",1605000,"Powiat krapkowicki",2012,32900832.38
"24101",1606000,"Powiat namysłowski",2012,39369187.73
"24102",1607000,"Powiat nyski",2012,102943480.78
"24103",1608000,"Powiat oleski",2012,50534878.72
"24104",1609000,"Powiat opolski",2012,62551304.5
"24105",1610000,"Powiat prudnicki",2012,46867392.38
"24106",1611000,"Powiat strzelecki",2012,59793521.01
"24107",1801000,"Powiat bieszczadzki",2012,26372100.22
"24108",1802000,"Powiat brzozowski",2012,51632866.46
"24109",1803000,"Powiat dębicki",2012,95192446.68
"24110",1804000,"Powiat jarosławski",2012,118436330.7
"24111",1805000,"Powiat jasielski",2012,89909782.46
"24112",1806000,"Powiat kolbuszowski",2012,32231149.46
"24113",1807000,"Powiat krośnieński",2012,60108355.66
"24114",1808000,"Powiat leżajski",2012,64867701.22
"24115",1809000,"Powiat lubaczowski",2012,59059493.99
"24116",1810000,"Powiat łańcucki",2012,53107372.92
"24117",1811000,"Powiat mielecki",2012,109883983.7
"24118",1812000,"Powiat niżański",2012,42870508.31
"24119",1813000,"Powiat przemyski",2012,29795158.45
"24120",1814000,"Powiat przeworski",2012,50407576.83
"24121",1815000,"Powiat ropczycko-sędziszowski",2012,59703636.04
"24122",1816000,"Powiat rzeszowski",2012,85592173.97
"24123",1817000,"Powiat sanocki",2012,75127643.66
"24124",1818000,"Powiat stalowowolski",2012,86816744.25
"24125",1819000,"Powiat strzyżowski",2012,48340528.65
"24126",1820000,"Powiat tarnobrzeski",2012,38679916.33
"24127",1821000,"Powiat leski",2012,26370256.3
"24128",2001000,"Powiat augustowski",2012,53280732.7
"24129",2002000,"Powiat białostocki",2012,85277194.96
"24130",2003000,"Powiat bielski",2012,42562126.44
"24131",2004000,"Powiat grajewski",2012,39594763.49
"24132",2005000,"Powiat hajnowski",2012,35959492.5
"24133",2006000,"Powiat kolneński",2012,24025284.92
"24134",2007000,"Powiat łomżyński",2012,24402580.95
"24135",2008000,"Powiat moniecki",2012,30991301.06
"24136",2009000,"Powiat sejneński",2012,16898105.29
"24137",2010000,"Powiat siemiatycki",2012,39392009.07
"24138",2011000,"Powiat sokólski",2012,51664283.15
"24139",2012000,"Powiat suwalski",2012,23664943.04
"24140",2013000,"Powiat wysokomazowiecki",2012,43520396.14
"24141",2014000,"Powiat zambrowski",2012,37926282.98
"24142",2201000,"Powiat bytowski",2012,73031940.79
"24143",2202000,"Powiat chojnicki",2012,81459930.69
"24144",2203000,"Powiat człuchowski",2012,74243291.2
"24145",2204000,"Powiat gdański",2012,45558383.78
"24146",2205000,"Powiat kartuski",2012,87419135.41
"24147",2206000,"Powiat kościerski",2012,63249691.15
"24148",2207000,"Powiat kwidzyński",2012,70346779.26
"24149",2208000,"Powiat lęborski",2012,61273428.8
"24150",2209000,"Powiat malborski",2012,63758619.25
"24151",2210000,"Powiat nowodworski",2012,34848208.64
"24152",2211000,"Powiat pucki",2012,53246196.33
"24153",2212000,"Powiat słupski",2012,70319051.61
"24154",2213000,"Powiat starogardzki",2012,114344412.06
"24155",2214000,"Powiat tczewski",2012,109546436.78
"24156",2215000,"Powiat wejherowski",2012,120375809.5
"24157",2216000,"Powiat sztumski",2012,37492959.78
"24158",2401000,"Powiat będziński",2012,94984191.37
"24159",2402000,"Powiat bielski",2012,72271048.66
"24160",2403000,"Powiat cieszyński",2012,132381104.94
"24161",2404000,"Powiat częstochowski",2012,65422388.88
"24162",2405000,"Powiat gliwicki",2012,57700319.26
"24163",2406000,"Powiat kłobucki",2012,47596493.82
"24164",2407000,"Powiat lubliniecki",2012,78721419.97
"24165",2408000,"Powiat mikołowski",2012,71588372.23
"24166",2409000,"Powiat myszkowski",2012,49482947.37
"24167",2410000,"Powiat pszczyński",2012,71058903.91
"24168",2411000,"Powiat raciborski",2012,90262698.63
"24169",2412000,"Powiat rybnicki",2012,31418555.34
"24170",2413000,"Powiat tarnogórski",2012,128605601.29
"24171",2414000,"Powiat bieruńsko-lędziński",2012,36236744.77
"24172",2415000,"Powiat wodzisławski",2012,113669095.01
"24173",2416000,"Powiat zawierciański",2012,107387565.5
"24174",2417000,"Powiat żywiecki",2012,120229020.62
"24175",2601000,"Powiat buski",2012,75139790.88
"24176",2602000,"Powiat jędrzejowski",2012,73150879.18
"24177",2603000,"Powiat kazimierski",2012,34911925.1
"24178",2604000,"Powiat kielecki",2012,99513541.66
"24179",2605000,"Powiat konecki",2012,70260184.77
"24180",2606000,"Powiat opatowski",2012,57416957.34
"24181",2607000,"Powiat ostrowiecki",2012,112087275.48
"24182",2608000,"Powiat pińczowski",2012,33401028.97
"24183",2609000,"Powiat sandomierski",2012,68733970.38
"24184",2610000,"Powiat skarżyski",2012,83132342.9
"24185",2611000,"Powiat starachowicki",2012,75205596.12
"24186",2612000,"Powiat staszowski",2012,48908979.5
"24187",2613000,"Powiat włoszczowski",2012,35941716.89
"24188",2801000,"Powiat bartoszycki",2012,56149816.92
"24189",2802000,"Powiat braniewski",2012,41606400.83
"24190",2803000,"Powiat działdowski",2012,48920940.9
"24191",2804000,"Powiat elbląski",2012,48210488.03
"24192",2805000,"Powiat ełcki",2012,92895442.78
"24193",2806000,"Powiat giżycki",2012,62413646.84
"24194",2807000,"Powiat iławski",2012,80187151.56
"24195",2808000,"Powiat kętrzyński",2012,52640340.61
"24196",2809000,"Powiat lidzbarski",2012,48255596.53
"24197",2810000,"Powiat mrągowski",2012,48885521.49
"24198",2811000,"Powiat nidzicki",2012,34385255.71
"24199",2812000,"Powiat nowomiejski",2012,29214825.62
"24200",2813000,"Powiat olecki",2012,40265096.05
"24201",2814000,"Powiat olsztyński",2012,88042884.89
"24202",2815000,"Powiat ostródzki",2012,100195976.31
"24203",2816000,"Powiat piski",2012,49355948.86
"24204",2817000,"Powiat szczycieński",2012,62729857.85
"24205",2818000,"Powiat gołdapski",2012,24483444.55
"24206",2819000,"Powiat węgorzewski",2012,30273169.52
"24207",3001000,"Powiat chodzieski",2012,42399860.99
"24208",3002000,"Powiat czarnkowsko-trzcianecki",2012,87015266.42
"24209",3003000,"Powiat gnieźnieński",2012,116283459.42
"24210",3004000,"Powiat gostyński",2012,62140258.4
"24211",3005000,"Powiat grodziski",2012,30323190.76
"24212",3006000,"Powiat jarociński",2012,52636120.01
"24213",3007000,"Powiat kaliski",2012,31098479.9
"24214",3008000,"Powiat kępiński",2012,38967261.73
"24215",3009000,"Powiat kolski",2012,63247760.04
"24216",3010000,"Powiat koniński",2012,64235815.11
"24217",3011000,"Powiat kościański",2012,49168328.95
"24218",3012000,"Powiat krotoszyński",2012,70495139.14
"24219",3013000,"Powiat leszczyński",2012,23716034.51
"24220",3014000,"Powiat międzychodzki",2012,37814404.02
"24221",3015000,"Powiat nowotomyski",2012,49561602.18
"24222",3016000,"Powiat obornicki",2012,38389223.31
"24223",3017000,"Powiat ostrowski",2012,119628922.87
"24224",3018000,"Powiat ostrzeszowski",2012,54447184.03
"24225",3019000,"Powiat pilski",2012,123112574.97
"24226",3020000,"Powiat pleszewski",2012,68891152.5
"24227",3021000,"Powiat poznański",2012,172019876.14
"24228",3022000,"Powiat rawicki",2012,46071803.65
"24229",3023000,"Powiat słupecki",2012,58124820.55
"24230",3024000,"Powiat szamotulski",2012,61028643.7
"24231",3025000,"Powiat średzki",2012,39063533.16
"24232",3026000,"Powiat śremski",2012,48288635.96
"24233",3027000,"Powiat turecki",2012,71823902.63
"24234",3028000,"Powiat wągrowiecki",2012,60644645.71
"24235",3029000,"Powiat wolsztyński",2012,46218376.88
"24236",3030000,"Powiat wrzesiński",2012,54104295.63
"24237",3031000,"Powiat złotowski",2012,55888494.12
"24238",3201000,"Powiat białogardzki",2012,49583976.82
"24239",3202000,"Powiat choszczeński",2012,44678613.52
"24240",3203000,"Powiat drawski",2012,52542220.32
"24241",3204000,"Powiat goleniowski",2012,70670642.6
"24242",3205000,"Powiat gryficki",2012,65085137.31
"24243",3206000,"Powiat gryfiński",2012,60070882.13
"24244",3207000,"Powiat kamieński",2012,42553947.92
"24245",3208000,"Powiat kołobrzeski",2012,84351267.04
"24246",3209000,"Powiat koszaliński",2012,61161259.16
"24247",3210000,"Powiat myśliborski",2012,62633813.09
"24248",3211000,"Powiat policki",2012,67896640.55
"24249",3212000,"Powiat pyrzycki",2012,39077009.75
"24250",3213000,"Powiat sławieński",2012,48525552.08
"24251",3214000,"Powiat stargardzki",2012,96453846.39
"24252",3215000,"Powiat szczecinecki",2012,76303493.7
"24253",3216000,"Powiat świdwiński",2012,53125417.34
"24254",3217000,"Powiat wałecki",2012,47346861.37
"24255",3218000,"Powiat łobeski",2012,34194653.88
"24256",201000,"Powiat bolesławiecki",2013,59750303.51
"24257",202000,"Powiat dzierżoniowski",2013,76778619.9
"24258",203000,"Powiat głogowski",2013,96105468.92
"24259",204000,"Powiat górowski",2013,47312563.09
"24260",205000,"Powiat jaworski",2013,50781245.75
"24261",206000,"Powiat jeleniogórski",2013,58608876.27
"24262",207000,"Powiat kamiennogórski",2013,35317146.58
"24263",208000,"Powiat kłodzki",2013,153455427.23
"24264",209000,"Powiat legnicki",2013,53673426.41
"24265",210000,"Powiat lubański",2013,50552044.09
"24266",211000,"Powiat lubiński",2013,69162543.16
"24267",212000,"Powiat lwówecki",2013,45754687
"24268",213000,"Powiat milicki",2013,45750368.94
"24269",214000,"Powiat oleśnicki",2013,87081800.04
"24270",215000,"Powiat oławski",2013,50953433.71
"24271",216000,"Powiat polkowicki",2013,51486564.28
"24272",217000,"Powiat strzeliński",2013,44178298.4
"24273",218000,"Powiat średzki",2013,32311282.42
"24274",219000,"Powiat świdnicki",2013,126161134.83
"24275",220000,"Powiat trzebnicki",2013,59971161.17
"24276",221000,"Powiat wałbrzyski",2013,46805209.39
"24277",222000,"Powiat wołowski",2013,51914430.16
"24278",223000,"Powiat wrocławski",2013,79220274.41
"24279",224000,"Powiat ząbkowicki",2013,73633599.24
"24280",225000,"Powiat zgorzelecki",2013,80845028.15
"24281",226000,"Powiat złotoryjski",2013,42773474.55
"24282",401000,"Powiat aleksandrowski",2013,43379621.3
"24283",402000,"Powiat brodnicki",2013,58230447.67
"24284",403000,"Powiat bydgoski",2013,50845839.46
"24285",404000,"Powiat chełmiński",2013,47206101.55
"24286",405000,"Powiat golubsko-dobrzyński",2013,38282515.75
"24287",406000,"Powiat grudziądzki",2013,17234006.32
"24288",407000,"Powiat inowrocławski",2013,142567490.89
"24289",408000,"Powiat lipnowski",2013,55437913.52
"24290",409000,"Powiat mogileński",2013,56234634.51
"24291",410000,"Powiat nakielski",2013,73445889.7
"24292",411000,"Powiat radziejowski",2013,45378205.89
"24293",412000,"Powiat rypiński",2013,41232986.07
"24294",413000,"Powiat sępoleński",2013,48091259.6
"24295",414000,"Powiat świecki",2013,70480099
"24296",415000,"Powiat toruński",2013,67952090.82
