"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_wydatki_bieZace_ogolem_zl"
"19846",201000,"Powiat bolesławiecki",1999,NA
"19847",202000,"Powiat dzierżoniowski",1999,NA
"19848",203000,"Powiat głogowski",1999,NA
"19849",204000,"Powiat górowski",1999,NA
"19850",205000,"Powiat jaworski",1999,NA
"19851",206000,"Powiat jeleniogórski",1999,NA
"19852",207000,"Powiat kamiennogórski",1999,NA
"19853",208000,"Powiat kłodzki",1999,NA
"19854",209000,"Powiat legnicki",1999,NA
"19855",210000,"Powiat lubański",1999,NA
"19856",211000,"Powiat lubiński",1999,NA
"19857",212000,"Powiat lwówecki",1999,NA
"19858",213000,"Powiat milicki",1999,NA
"19859",214000,"Powiat oleśnicki",1999,NA
"19860",215000,"Powiat oławski",1999,NA
"19861",216000,"Powiat polkowicki",1999,NA
"19862",217000,"Powiat strzeliński",1999,NA
"19863",218000,"Powiat średzki",1999,NA
"19864",219000,"Powiat świdnicki",1999,NA
"19865",220000,"Powiat trzebnicki",1999,NA
"19866",221000,"Powiat wałbrzyski",1999,NA
"19867",222000,"Powiat wołowski",1999,NA
"19868",223000,"Powiat wrocławski",1999,NA
"19869",224000,"Powiat ząbkowicki",1999,NA
"19870",225000,"Powiat zgorzelecki",1999,NA
"19871",226000,"Powiat złotoryjski",1999,NA
"19872",401000,"Powiat aleksandrowski",1999,NA
"19873",402000,"Powiat brodnicki",1999,NA
"19874",403000,"Powiat bydgoski",1999,NA
"19875",404000,"Powiat chełmiński",1999,NA
"19876",405000,"Powiat golubsko-dobrzyński",1999,NA
"19877",406000,"Powiat grudziądzki",1999,NA
"19878",407000,"Powiat inowrocławski",1999,NA
"19879",408000,"Powiat lipnowski",1999,NA
"19880",409000,"Powiat mogileński",1999,NA
"19881",410000,"Powiat nakielski",1999,NA
"19882",411000,"Powiat radziejowski",1999,NA
"19883",412000,"Powiat rypiński",1999,NA
"19884",413000,"Powiat sępoleński",1999,NA
"19885",414000,"Powiat świecki",1999,NA
"19886",415000,"Powiat toruński",1999,NA
"19887",416000,"Powiat tucholski",1999,NA
"19888",417000,"Powiat wąbrzeski",1999,NA
"19889",418000,"Powiat włocławski",1999,NA
"19890",419000,"Powiat żniński",1999,NA
"19891",601000,"Powiat bialski",1999,NA
"19892",602000,"Powiat biłgorajski",1999,NA
"19893",603000,"Powiat chełmski",1999,NA
"19894",604000,"Powiat hrubieszowski",1999,NA
"19895",605000,"Powiat janowski",1999,NA
"19896",606000,"Powiat krasnostawski",1999,NA
"19897",607000,"Powiat kraśnicki",1999,NA
"19898",608000,"Powiat lubartowski",1999,NA
"19899",609000,"Powiat lubelski",1999,NA
"19900",610000,"Powiat łęczyński",1999,NA
"19901",611000,"Powiat łukowski",1999,NA
"19902",612000,"Powiat opolski",1999,NA
"19903",613000,"Powiat parczewski",1999,NA
"19904",614000,"Powiat puławski",1999,NA
"19905",615000,"Powiat radzyński",1999,NA
"19906",616000,"Powiat rycki",1999,NA
"19907",617000,"Powiat świdnicki",1999,NA
"19908",618000,"Powiat tomaszowski",1999,NA
"19909",619000,"Powiat włodawski",1999,NA
"19910",620000,"Powiat zamojski",1999,NA
"19911",801000,"Powiat gorzowski",1999,NA
"19912",802000,"Powiat krośnieński",1999,NA
"19913",803000,"Powiat międzyrzecki",1999,NA
"19914",804000,"Powiat nowosolski",1999,NA
"19915",805000,"Powiat słubicki",1999,NA
"19916",806000,"Powiat strzelecko-drezdenecki",1999,NA
"19917",807000,"Powiat sulęciński",1999,NA
"19918",808000,"Powiat świebodziński",1999,NA
"19919",809000,"Powiat zielonogórski",1999,NA
"19920",810000,"Powiat żagański",1999,NA
"19921",811000,"Powiat żarski",1999,NA
"19922",812000,"Powiat wschowski",1999,NA
"19923",1001000,"Powiat bełchatowski",1999,NA
"19924",1002000,"Powiat kutnowski",1999,NA
"19925",1003000,"Powiat łaski",1999,NA
"19926",1004000,"Powiat łęczycki",1999,NA
"19927",1005000,"Powiat łowicki",1999,NA
"19928",1006000,"Powiat łódzki wschodni",1999,NA
"19929",1007000,"Powiat opoczyński",1999,NA
"19930",1008000,"Powiat pabianicki",1999,NA
"19931",1009000,"Powiat pajęczański",1999,NA
"19932",1010000,"Powiat piotrkowski",1999,NA
"19933",1011000,"Powiat poddębicki",1999,NA
"19934",1012000,"Powiat radomszczański",1999,NA
"19935",1013000,"Powiat rawski",1999,NA
"19936",1014000,"Powiat sieradzki",1999,NA
"19937",1015000,"Powiat skierniewicki",1999,NA
"19938",1016000,"Powiat tomaszowski",1999,NA
"19939",1017000,"Powiat wieluński",1999,NA
"19940",1018000,"Powiat wieruszowski",1999,NA
"19941",1019000,"Powiat zduńskowolski",1999,NA
"19942",1020000,"Powiat zgierski",1999,NA
"19943",1021000,"Powiat brzeziński",1999,NA
"19944",1201000,"Powiat bocheński",1999,NA
"19945",1202000,"Powiat brzeski",1999,NA
"19946",1203000,"Powiat chrzanowski",1999,NA
"19947",1204000,"Powiat dąbrowski",1999,NA
"19948",1205000,"Powiat gorlicki",1999,NA
"19949",1206000,"Powiat krakowski",1999,NA
"19950",1207000,"Powiat limanowski",1999,NA
"19951",1208000,"Powiat miechowski",1999,NA
"19952",1209000,"Powiat myślenicki",1999,NA
"19953",1210000,"Powiat nowosądecki",1999,NA
"19954",1211000,"Powiat nowotarski",1999,NA
"19955",1212000,"Powiat olkuski",1999,NA
"19956",1213000,"Powiat oświęcimski",1999,NA
"19957",1214000,"Powiat proszowicki",1999,NA
"19958",1215000,"Powiat suski",1999,NA
"19959",1216000,"Powiat tarnowski",1999,NA
"19960",1217000,"Powiat tatrzański",1999,NA
"19961",1218000,"Powiat wadowicki",1999,NA
"19962",1219000,"Powiat wielicki",1999,NA
"19963",1401000,"Powiat białobrzeski",1999,NA
"19964",1402000,"Powiat ciechanowski",1999,NA
"19965",1403000,"Powiat garwoliński",1999,NA
"19966",1404000,"Powiat gostyniński",1999,NA
"19967",1405000,"Powiat grodziski",1999,NA
"19968",1406000,"Powiat grójecki",1999,NA
"19969",1407000,"Powiat kozienicki",1999,NA
"19970",1408000,"Powiat legionowski",1999,NA
"19971",1409000,"Powiat lipski",1999,NA
"19972",1410000,"Powiat łosicki",1999,NA
"19973",1411000,"Powiat makowski",1999,NA
"19974",1412000,"Powiat miński",1999,NA
"19975",1413000,"Powiat mławski",1999,NA
"19976",1414000,"Powiat nowodworski",1999,NA
"19977",1415000,"Powiat ostrołęcki",1999,NA
"19978",1416000,"Powiat ostrowski",1999,NA
"19979",1417000,"Powiat otwocki",1999,NA
"19980",1418000,"Powiat piaseczyński",1999,NA
"19981",1419000,"Powiat płocki",1999,NA
"19982",1420000,"Powiat płoński",1999,NA
"19983",1421000,"Powiat pruszkowski",1999,NA
"19984",1422000,"Powiat przasnyski",1999,NA
"19985",1423000,"Powiat przysuski",1999,NA
"19986",1424000,"Powiat pułtuski",1999,NA
"19987",1425000,"Powiat radomski",1999,NA
"19988",1426000,"Powiat siedlecki",1999,NA
"19989",1427000,"Powiat sierpecki",1999,NA
"19990",1428000,"Powiat sochaczewski",1999,NA
"19991",1429000,"Powiat sokołowski",1999,NA
"19992",1430000,"Powiat szydłowiecki",1999,NA
"19993",1431000,"Powiat warszawski",1999,NA
"19994",1432000,"Powiat warszawski zachodni",1999,NA
"19995",1433000,"Powiat węgrowski",1999,NA
"19996",1434000,"Powiat wołomiński",1999,NA
"19997",1435000,"Powiat wyszkowski",1999,NA
"19998",1436000,"Powiat zwoleński",1999,NA
"19999",1437000,"Powiat żuromiński",1999,NA
"20000",1438000,"Powiat żyrardowski",1999,NA
"20001",1601000,"Powiat brzeski",1999,NA
"20002",1602000,"Powiat głubczycki",1999,NA
"20003",1603000,"Powiat kędzierzyńsko-kozielski",1999,NA
"20004",1604000,"Powiat kluczborski",1999,NA
"20005",1605000,"Powiat krapkowicki",1999,NA
"20006",1606000,"Powiat namysłowski",1999,NA
"20007",1607000,"Powiat nyski",1999,NA
"20008",1608000,"Powiat oleski",1999,NA
"20009",1609000,"Powiat opolski",1999,NA
"20010",1610000,"Powiat prudnicki",1999,NA
"20011",1611000,"Powiat strzelecki",1999,NA
"20012",1801000,"Powiat bieszczadzki",1999,NA
"20013",1802000,"Powiat brzozowski",1999,NA
"20014",1803000,"Powiat dębicki",1999,NA
"20015",1804000,"Powiat jarosławski",1999,NA
"20016",1805000,"Powiat jasielski",1999,NA
"20017",1806000,"Powiat kolbuszowski",1999,NA
"20018",1807000,"Powiat krośnieński",1999,NA
"20019",1808000,"Powiat leżajski",1999,NA
"20020",1809000,"Powiat lubaczowski",1999,NA
"20021",1810000,"Powiat łańcucki",1999,NA
"20022",1811000,"Powiat mielecki",1999,NA
"20023",1812000,"Powiat niżański",1999,NA
"20024",1813000,"Powiat przemyski",1999,NA
"20025",1814000,"Powiat przeworski",1999,NA
"20026",1815000,"Powiat ropczycko-sędziszowski",1999,NA
"20027",1816000,"Powiat rzeszowski",1999,NA
"20028",1817000,"Powiat sanocki",1999,NA
"20029",1818000,"Powiat stalowowolski",1999,NA
"20030",1819000,"Powiat strzyżowski",1999,NA
"20031",1820000,"Powiat tarnobrzeski",1999,NA
"20032",1821000,"Powiat leski",1999,NA
"20033",2001000,"Powiat augustowski",1999,NA
"20034",2002000,"Powiat białostocki",1999,NA
"20035",2003000,"Powiat bielski",1999,NA
"20036",2004000,"Powiat grajewski",1999,NA
"20037",2005000,"Powiat hajnowski",1999,NA
"20038",2006000,"Powiat kolneński",1999,NA
"20039",2007000,"Powiat łomżyński",1999,NA
"20040",2008000,"Powiat moniecki",1999,NA
"20041",2009000,"Powiat sejneński",1999,NA
"20042",2010000,"Powiat siemiatycki",1999,NA
"20043",2011000,"Powiat sokólski",1999,NA
"20044",2012000,"Powiat suwalski",1999,NA
"20045",2013000,"Powiat wysokomazowiecki",1999,NA
"20046",2014000,"Powiat zambrowski",1999,NA
"20047",2201000,"Powiat bytowski",1999,NA
"20048",2202000,"Powiat chojnicki",1999,NA
"20049",2203000,"Powiat człuchowski",1999,NA
"20050",2204000,"Powiat gdański",1999,NA
"20051",2205000,"Powiat kartuski",1999,NA
"20052",2206000,"Powiat kościerski",1999,NA
"20053",2207000,"Powiat kwidzyński",1999,NA
"20054",2208000,"Powiat lęborski",1999,NA
"20055",2209000,"Powiat malborski",1999,NA
"20056",2210000,"Powiat nowodworski",1999,NA
"20057",2211000,"Powiat pucki",1999,NA
"20058",2212000,"Powiat słupski",1999,NA
"20059",2213000,"Powiat starogardzki",1999,NA
"20060",2214000,"Powiat tczewski",1999,NA
"20061",2215000,"Powiat wejherowski",1999,NA
"20062",2216000,"Powiat sztumski",1999,NA
"20063",2401000,"Powiat będziński",1999,NA
"20064",2402000,"Powiat bielski",1999,NA
"20065",2403000,"Powiat cieszyński",1999,NA
"20066",2404000,"Powiat częstochowski",1999,NA
"20067",2405000,"Powiat gliwicki",1999,NA
"20068",2406000,"Powiat kłobucki",1999,NA
"20069",2407000,"Powiat lubliniecki",1999,NA
"20070",2408000,"Powiat mikołowski",1999,NA
"20071",2409000,"Powiat myszkowski",1999,NA
"20072",2410000,"Powiat pszczyński",1999,NA
"20073",2411000,"Powiat raciborski",1999,NA
"20074",2412000,"Powiat rybnicki",1999,NA
"20075",2413000,"Powiat tarnogórski",1999,NA
"20076",2414000,"Powiat bieruńsko-lędziński",1999,NA
"20077",2415000,"Powiat wodzisławski",1999,NA
"20078",2416000,"Powiat zawierciański",1999,NA
"20079",2417000,"Powiat żywiecki",1999,NA
"20080",2601000,"Powiat buski",1999,NA
"20081",2602000,"Powiat jędrzejowski",1999,NA
"20082",2603000,"Powiat kazimierski",1999,NA
"20083",2604000,"Powiat kielecki",1999,NA
"20084",2605000,"Powiat konecki",1999,NA
"20085",2606000,"Powiat opatowski",1999,NA
"20086",2607000,"Powiat ostrowiecki",1999,NA
"20087",2608000,"Powiat pińczowski",1999,NA
"20088",2609000,"Powiat sandomierski",1999,NA
"20089",2610000,"Powiat skarżyski",1999,NA
"20090",2611000,"Powiat starachowicki",1999,NA
"20091",2612000,"Powiat staszowski",1999,NA
"20092",2613000,"Powiat włoszczowski",1999,NA
"20093",2801000,"Powiat bartoszycki",1999,NA
"20094",2802000,"Powiat braniewski",1999,NA
"20095",2803000,"Powiat działdowski",1999,NA
"20096",2804000,"Powiat elbląski",1999,NA
"20097",2805000,"Powiat ełcki",1999,NA
"20098",2806000,"Powiat giżycki",1999,NA
"20099",2807000,"Powiat iławski",1999,NA
"20100",2808000,"Powiat kętrzyński",1999,NA
"20101",2809000,"Powiat lidzbarski",1999,NA
"20102",2810000,"Powiat mrągowski",1999,NA
"20103",2811000,"Powiat nidzicki",1999,NA
"20104",2812000,"Powiat nowomiejski",1999,NA
"20105",2813000,"Powiat olecki",1999,NA
"20106",2814000,"Powiat olsztyński",1999,NA
"20107",2815000,"Powiat ostródzki",1999,NA
"20108",2816000,"Powiat piski",1999,NA
"20109",2817000,"Powiat szczycieński",1999,NA
"20110",2818000,"Powiat gołdapski",1999,NA
"20111",2819000,"Powiat węgorzewski",1999,NA
"20112",3001000,"Powiat chodzieski",1999,NA
"20113",3002000,"Powiat czarnkowsko-trzcianecki",1999,NA
"20114",3003000,"Powiat gnieźnieński",1999,NA
"20115",3004000,"Powiat gostyński",1999,NA
"20116",3005000,"Powiat grodziski",1999,NA
"20117",3006000,"Powiat jarociński",1999,NA
"20118",3007000,"Powiat kaliski",1999,NA
"20119",3008000,"Powiat kępiński",1999,NA
"20120",3009000,"Powiat kolski",1999,NA
"20121",3010000,"Powiat koniński",1999,NA
"20122",3011000,"Powiat kościański",1999,NA
"20123",3012000,"Powiat krotoszyński",1999,NA
"20124",3013000,"Powiat leszczyński",1999,NA
"20125",3014000,"Powiat międzychodzki",1999,NA
"20126",3015000,"Powiat nowotomyski",1999,NA
"20127",3016000,"Powiat obornicki",1999,NA
"20128",3017000,"Powiat ostrowski",1999,NA
"20129",3018000,"Powiat ostrzeszowski",1999,NA
"20130",3019000,"Powiat pilski",1999,NA
"20131",3020000,"Powiat pleszewski",1999,NA
"20132",3021000,"Powiat poznański",1999,NA
"20133",3022000,"Powiat rawicki",1999,NA
"20134",3023000,"Powiat słupecki",1999,NA
"20135",3024000,"Powiat szamotulski",1999,NA
"20136",3025000,"Powiat średzki",1999,NA
"20137",3026000,"Powiat śremski",1999,NA
"20138",3027000,"Powiat turecki",1999,NA
"20139",3028000,"Powiat wągrowiecki",1999,NA
"20140",3029000,"Powiat wolsztyński",1999,NA
"20141",3030000,"Powiat wrzesiński",1999,NA
"20142",3031000,"Powiat złotowski",1999,NA
"20143",3201000,"Powiat białogardzki",1999,NA
"20144",3202000,"Powiat choszczeński",1999,NA
"20145",3203000,"Powiat drawski",1999,NA
"20146",3204000,"Powiat goleniowski",1999,NA
"20147",3205000,"Powiat gryficki",1999,NA
"20148",3206000,"Powiat gryfiński",1999,NA
"20149",3207000,"Powiat kamieński",1999,NA
"20150",3208000,"Powiat kołobrzeski",1999,NA
"20151",3209000,"Powiat koszaliński",1999,NA
"20152",3210000,"Powiat myśliborski",1999,NA
"20153",3211000,"Powiat policki",1999,NA
"20154",3212000,"Powiat pyrzycki",1999,NA
"20155",3213000,"Powiat sławieński",1999,NA
"20156",3214000,"Powiat stargardzki",1999,NA
"20157",3215000,"Powiat szczecinecki",1999,NA
"20158",3216000,"Powiat świdwiński",1999,NA
"20159",3217000,"Powiat wałecki",1999,NA
"20160",3218000,"Powiat łobeski",1999,NA
"20161",201000,"Powiat bolesławiecki",2000,NA
"20162",202000,"Powiat dzierżoniowski",2000,NA
"20163",203000,"Powiat głogowski",2000,NA
"20164",204000,"Powiat górowski",2000,NA
"20165",205000,"Powiat jaworski",2000,NA
"20166",206000,"Powiat jeleniogórski",2000,NA
"20167",207000,"Powiat kamiennogórski",2000,NA
"20168",208000,"Powiat kłodzki",2000,NA
"20169",209000,"Powiat legnicki",2000,NA
"20170",210000,"Powiat lubański",2000,NA
"20171",211000,"Powiat lubiński",2000,NA
"20172",212000,"Powiat lwówecki",2000,NA
"20173",213000,"Powiat milicki",2000,NA
"20174",214000,"Powiat oleśnicki",2000,NA
"20175",215000,"Powiat oławski",2000,NA
"20176",216000,"Powiat polkowicki",2000,NA
"20177",217000,"Powiat strzeliński",2000,NA
"20178",218000,"Powiat średzki",2000,NA
"20179",219000,"Powiat świdnicki",2000,NA
"20180",220000,"Powiat trzebnicki",2000,NA
"20181",221000,"Powiat wałbrzyski",2000,NA
"20182",222000,"Powiat wołowski",2000,NA
"20183",223000,"Powiat wrocławski",2000,NA
"20184",224000,"Powiat ząbkowicki",2000,NA
"20185",225000,"Powiat zgorzelecki",2000,NA
"20186",226000,"Powiat złotoryjski",2000,NA
"20187",401000,"Powiat aleksandrowski",2000,NA
"20188",402000,"Powiat brodnicki",2000,NA
"20189",403000,"Powiat bydgoski",2000,NA
"20190",404000,"Powiat chełmiński",2000,NA
"20191",405000,"Powiat golubsko-dobrzyński",2000,NA
"20192",406000,"Powiat grudziądzki",2000,NA
"20193",407000,"Powiat inowrocławski",2000,NA
"20194",408000,"Powiat lipnowski",2000,NA
"20195",409000,"Powiat mogileński",2000,NA
"20196",410000,"Powiat nakielski",2000,NA
"20197",411000,"Powiat radziejowski",2000,NA
"20198",412000,"Powiat rypiński",2000,NA
"20199",413000,"Powiat sępoleński",2000,NA
"20200",414000,"Powiat świecki",2000,NA
"20201",415000,"Powiat toruński",2000,NA
"20202",416000,"Powiat tucholski",2000,NA
"20203",417000,"Powiat wąbrzeski",2000,NA
"20204",418000,"Powiat włocławski",2000,NA
"20205",419000,"Powiat żniński",2000,NA
"20206",601000,"Powiat bialski",2000,NA
"20207",602000,"Powiat biłgorajski",2000,NA
"20208",603000,"Powiat chełmski",2000,NA
"20209",604000,"Powiat hrubieszowski",2000,NA
"20210",605000,"Powiat janowski",2000,NA
"20211",606000,"Powiat krasnostawski",2000,NA
"20212",607000,"Powiat kraśnicki",2000,NA
"20213",608000,"Powiat lubartowski",2000,NA
"20214",609000,"Powiat lubelski",2000,NA
"20215",610000,"Powiat łęczyński",2000,NA
"20216",611000,"Powiat łukowski",2000,NA
"20217",612000,"Powiat opolski",2000,NA
"20218",613000,"Powiat parczewski",2000,NA
"20219",614000,"Powiat puławski",2000,NA
"20220",615000,"Powiat radzyński",2000,NA
"20221",616000,"Powiat rycki",2000,NA
"20222",617000,"Powiat świdnicki",2000,NA
"20223",618000,"Powiat tomaszowski",2000,NA
"20224",619000,"Powiat włodawski",2000,NA
"20225",620000,"Powiat zamojski",2000,NA
"20226",801000,"Powiat gorzowski",2000,NA
"20227",802000,"Powiat krośnieński",2000,NA
"20228",803000,"Powiat międzyrzecki",2000,NA
"20229",804000,"Powiat nowosolski",2000,NA
"20230",805000,"Powiat słubicki",2000,NA
"20231",806000,"Powiat strzelecko-drezdenecki",2000,NA
"20232",807000,"Powiat sulęciński",2000,NA
"20233",808000,"Powiat świebodziński",2000,NA
"20234",809000,"Powiat zielonogórski",2000,NA
"20235",810000,"Powiat żagański",2000,NA
"20236",811000,"Powiat żarski",2000,NA
"20237",812000,"Powiat wschowski",2000,NA
"20238",1001000,"Powiat bełchatowski",2000,NA
"20239",1002000,"Powiat kutnowski",2000,NA
"20240",1003000,"Powiat łaski",2000,NA
"20241",1004000,"Powiat łęczycki",2000,NA
"20242",1005000,"Powiat łowicki",2000,NA
"20243",1006000,"Powiat łódzki wschodni",2000,NA
"20244",1007000,"Powiat opoczyński",2000,NA
"20245",1008000,"Powiat pabianicki",2000,NA
"20246",1009000,"Powiat pajęczański",2000,NA
"20247",1010000,"Powiat piotrkowski",2000,NA
"20248",1011000,"Powiat poddębicki",2000,NA
"20249",1012000,"Powiat radomszczański",2000,NA
"20250",1013000,"Powiat rawski",2000,NA
"20251",1014000,"Powiat sieradzki",2000,NA
"20252",1015000,"Powiat skierniewicki",2000,NA
"20253",1016000,"Powiat tomaszowski",2000,NA
"20254",1017000,"Powiat wieluński",2000,NA
"20255",1018000,"Powiat wieruszowski",2000,NA
"20256",1019000,"Powiat zduńskowolski",2000,NA
"20257",1020000,"Powiat zgierski",2000,NA
"20258",1021000,"Powiat brzeziński",2000,NA
"20259",1201000,"Powiat bocheński",2000,NA
"20260",1202000,"Powiat brzeski",2000,NA
"20261",1203000,"Powiat chrzanowski",2000,NA
"20262",1204000,"Powiat dąbrowski",2000,NA
"20263",1205000,"Powiat gorlicki",2000,NA
"20264",1206000,"Powiat krakowski",2000,NA
"20265",1207000,"Powiat limanowski",2000,NA
"20266",1208000,"Powiat miechowski",2000,NA
"20267",1209000,"Powiat myślenicki",2000,NA
"20268",1210000,"Powiat nowosądecki",2000,NA
"20269",1211000,"Powiat nowotarski",2000,NA
"20270",1212000,"Powiat olkuski",2000,NA
"20271",1213000,"Powiat oświęcimski",2000,NA
"20272",1214000,"Powiat proszowicki",2000,NA
"20273",1215000,"Powiat suski",2000,NA
"20274",1216000,"Powiat tarnowski",2000,NA
"20275",1217000,"Powiat tatrzański",2000,NA
"20276",1218000,"Powiat wadowicki",2000,NA
"20277",1219000,"Powiat wielicki",2000,NA
"20278",1401000,"Powiat białobrzeski",2000,NA
"20279",1402000,"Powiat ciechanowski",2000,NA
"20280",1403000,"Powiat garwoliński",2000,NA
"20281",1404000,"Powiat gostyniński",2000,NA
"20282",1405000,"Powiat grodziski",2000,NA
"20283",1406000,"Powiat grójecki",2000,NA
"20284",1407000,"Powiat kozienicki",2000,NA
"20285",1408000,"Powiat legionowski",2000,NA
"20286",1409000,"Powiat lipski",2000,NA
"20287",1410000,"Powiat łosicki",2000,NA
"20288",1411000,"Powiat makowski",2000,NA
"20289",1412000,"Powiat miński",2000,NA
"20290",1413000,"Powiat mławski",2000,NA
"20291",1414000,"Powiat nowodworski",2000,NA
"20292",1415000,"Powiat ostrołęcki",2000,NA
"20293",1416000,"Powiat ostrowski",2000,NA
"20294",1417000,"Powiat otwocki",2000,NA
"20295",1418000,"Powiat piaseczyński",2000,NA
"20296",1419000,"Powiat płocki",2000,NA
"20297",1420000,"Powiat płoński",2000,NA
"20298",1421000,"Powiat pruszkowski",2000,NA
"20299",1422000,"Powiat przasnyski",2000,NA
"20300",1423000,"Powiat przysuski",2000,NA
"20301",1424000,"Powiat pułtuski",2000,NA
"20302",1425000,"Powiat radomski",2000,NA
"20303",1426000,"Powiat siedlecki",2000,NA
"20304",1427000,"Powiat sierpecki",2000,NA
"20305",1428000,"Powiat sochaczewski",2000,NA
"20306",1429000,"Powiat sokołowski",2000,NA
"20307",1430000,"Powiat szydłowiecki",2000,NA
"20308",1431000,"Powiat warszawski",2000,NA
"20309",1432000,"Powiat warszawski zachodni",2000,NA
"20310",1433000,"Powiat węgrowski",2000,NA
"20311",1434000,"Powiat wołomiński",2000,NA
"20312",1435000,"Powiat wyszkowski",2000,NA
"20313",1436000,"Powiat zwoleński",2000,NA
"20314",1437000,"Powiat żuromiński",2000,NA
"20315",1438000,"Powiat żyrardowski",2000,NA
"20316",1601000,"Powiat brzeski",2000,NA
"20317",1602000,"Powiat głubczycki",2000,NA
"20318",1603000,"Powiat kędzierzyńsko-kozielski",2000,NA
"20319",1604000,"Powiat kluczborski",2000,NA
"20320",1605000,"Powiat krapkowicki",2000,NA
"20321",1606000,"Powiat namysłowski",2000,NA
"20322",1607000,"Powiat nyski",2000,NA
"20323",1608000,"Powiat oleski",2000,NA
"20324",1609000,"Powiat opolski",2000,NA
"20325",1610000,"Powiat prudnicki",2000,NA
"20326",1611000,"Powiat strzelecki",2000,NA
"20327",1801000,"Powiat bieszczadzki",2000,NA
"20328",1802000,"Powiat brzozowski",2000,NA
"20329",1803000,"Powiat dębicki",2000,NA
"20330",1804000,"Powiat jarosławski",2000,NA
"20331",1805000,"Powiat jasielski",2000,NA
"20332",1806000,"Powiat kolbuszowski",2000,NA
"20333",1807000,"Powiat krośnieński",2000,NA
"20334",1808000,"Powiat leżajski",2000,NA
"20335",1809000,"Powiat lubaczowski",2000,NA
"20336",1810000,"Powiat łańcucki",2000,NA
"20337",1811000,"Powiat mielecki",2000,NA
"20338",1812000,"Powiat niżański",2000,NA
"20339",1813000,"Powiat przemyski",2000,NA
"20340",1814000,"Powiat przeworski",2000,NA
"20341",1815000,"Powiat ropczycko-sędziszowski",2000,NA
"20342",1816000,"Powiat rzeszowski",2000,NA
"20343",1817000,"Powiat sanocki",2000,NA
"20344",1818000,"Powiat stalowowolski",2000,NA
"20345",1819000,"Powiat strzyżowski",2000,NA
"20346",1820000,"Powiat tarnobrzeski",2000,NA
"20347",1821000,"Powiat leski",2000,NA
"20348",2001000,"Powiat augustowski",2000,NA
"20349",2002000,"Powiat białostocki",2000,NA
"20350",2003000,"Powiat bielski",2000,NA
"20351",2004000,"Powiat grajewski",2000,NA
"20352",2005000,"Powiat hajnowski",2000,NA
"20353",2006000,"Powiat kolneński",2000,NA
"20354",2007000,"Powiat łomżyński",2000,NA
"20355",2008000,"Powiat moniecki",2000,NA
"20356",2009000,"Powiat sejneński",2000,NA
"20357",2010000,"Powiat siemiatycki",2000,NA
"20358",2011000,"Powiat sokólski",2000,NA
"20359",2012000,"Powiat suwalski",2000,NA
"20360",2013000,"Powiat wysokomazowiecki",2000,NA
"20361",2014000,"Powiat zambrowski",2000,NA
"20362",2201000,"Powiat bytowski",2000,NA
"20363",2202000,"Powiat chojnicki",2000,NA
"20364",2203000,"Powiat człuchowski",2000,NA
"20365",2204000,"Powiat gdański",2000,NA
"20366",2205000,"Powiat kartuski",2000,NA
"20367",2206000,"Powiat kościerski",2000,NA
"20368",2207000,"Powiat kwidzyński",2000,NA
"20369",2208000,"Powiat lęborski",2000,NA
"20370",2209000,"Powiat malborski",2000,NA
"20371",2210000,"Powiat nowodworski",2000,NA
"20372",2211000,"Powiat pucki",2000,NA
"20373",2212000,"Powiat słupski",2000,NA
"20374",2213000,"Powiat starogardzki",2000,NA
"20375",2214000,"Powiat tczewski",2000,NA
"20376",2215000,"Powiat wejherowski",2000,NA
"20377",2216000,"Powiat sztumski",2000,NA
"20378",2401000,"Powiat będziński",2000,NA
"20379",2402000,"Powiat bielski",2000,NA
"20380",2403000,"Powiat cieszyński",2000,NA
"20381",2404000,"Powiat częstochowski",2000,NA
"20382",2405000,"Powiat gliwicki",2000,NA
"20383",2406000,"Powiat kłobucki",2000,NA
"20384",2407000,"Powiat lubliniecki",2000,NA
"20385",2408000,"Powiat mikołowski",2000,NA
"20386",2409000,"Powiat myszkowski",2000,NA
"20387",2410000,"Powiat pszczyński",2000,NA
"20388",2411000,"Powiat raciborski",2000,NA
"20389",2412000,"Powiat rybnicki",2000,NA
"20390",2413000,"Powiat tarnogórski",2000,NA
"20391",2414000,"Powiat bieruńsko-lędziński",2000,NA
"20392",2415000,"Powiat wodzisławski",2000,NA
"20393",2416000,"Powiat zawierciański",2000,NA
"20394",2417000,"Powiat żywiecki",2000,NA
"20395",2601000,"Powiat buski",2000,NA
"20396",2602000,"Powiat jędrzejowski",2000,NA
"20397",2603000,"Powiat kazimierski",2000,NA
"20398",2604000,"Powiat kielecki",2000,NA
"20399",2605000,"Powiat konecki",2000,NA
"20400",2606000,"Powiat opatowski",2000,NA
"20401",2607000,"Powiat ostrowiecki",2000,NA
"20402",2608000,"Powiat pińczowski",2000,NA
"20403",2609000,"Powiat sandomierski",2000,NA
"20404",2610000,"Powiat skarżyski",2000,NA
"20405",2611000,"Powiat starachowicki",2000,NA
"20406",2612000,"Powiat staszowski",2000,NA
"20407",2613000,"Powiat włoszczowski",2000,NA
"20408",2801000,"Powiat bartoszycki",2000,NA
"20409",2802000,"Powiat braniewski",2000,NA
"20410",2803000,"Powiat działdowski",2000,NA
"20411",2804000,"Powiat elbląski",2000,NA
