"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_od_80_m2_zl"
"8147",1430000,"Powiat szydłowiecki",2016,0
"8148",1432000,"Powiat warszawski zachodni",2016,4293
"8149",1433000,"Powiat węgrowski",2016,0
"8150",1434000,"Powiat wołomiński",2016,3405
"8151",1435000,"Powiat wyszkowski",2016,3801
"8152",1436000,"Powiat zwoleński",2016,0
"8153",1437000,"Powiat żuromiński",2016,2113
"8154",1438000,"Powiat żyrardowski",2016,5002
"8155",1461000,"Powiat m.Ostrołęka",2016,4004
"8156",1462000,"Powiat m.Płock",2016,4301
"8157",1463000,"Powiat m.Radom",2016,3916
"8158",1464000,"Powiat m.Siedlce",2016,3804
"8159",1465000,"Powiat m. st. Warszawa",2016,7888
"8160",1601000,"Powiat brzeski",2016,2000
"8161",1602000,"Powiat głubczycki",2016,881
"8162",1603000,"Powiat kędzierzyńsko-kozielski",2016,1833
"8163",1604000,"Powiat kluczborski",2016,1663
"8164",1605000,"Powiat krapkowicki",2016,1519
"8165",1606000,"Powiat namysłowski",2016,2443
"8166",1607000,"Powiat nyski",2016,1636
"8167",1608000,"Powiat oleski",2016,0
"8168",1609000,"Powiat opolski",2016,2204
"8169",1610000,"Powiat prudnicki",2016,1270
"8170",1611000,"Powiat strzelecki",2016,1854
"8171",1661000,"Powiat m.Opole",2016,3442
"8172",1801000,"Powiat bieszczadzki",2016,0
"8173",1802000,"Powiat brzozowski",2016,0
"8174",1803000,"Powiat dębicki",2016,2184
"8175",1804000,"Powiat jarosławski",2016,2342
"8176",1805000,"Powiat jasielski",2016,1182
"8177",1806000,"Powiat kolbuszowski",2016,0
"8178",1807000,"Powiat krośnieński",2016,0
"8179",1808000,"Powiat leżajski",2016,1639
"8180",1809000,"Powiat lubaczowski",2016,0
"8181",1810000,"Powiat łańcucki",2016,0
"8182",1811000,"Powiat mielecki",2016,0
"8183",1812000,"Powiat niżański",2016,0
"8184",1813000,"Powiat przemyski",2016,0
"8185",1814000,"Powiat przeworski",2016,0
"8186",1815000,"Powiat ropczycko-sędziszowski",2016,0
"8187",1816000,"Powiat rzeszowski",2016,3253
"8188",1817000,"Powiat sanocki",2016,1922
"8189",1818000,"Powiat stalowowolski",2016,2356
"8190",1819000,"Powiat strzyżowski",2016,2017
"8191",1820000,"Powiat tarnobrzeski",2016,0
"8192",1821000,"Powiat leski",2016,0
"8193",1861000,"Powiat m.Krosno",2016,1336
"8194",1862000,"Powiat m.Przemyśl",2016,2217
"8195",1863000,"Powiat m.Rzeszów",2016,3759
"8196",1864000,"Powiat m.Tarnobrzeg",2016,0
"8197",2001000,"Powiat augustowski",2016,3626
"8198",2002000,"Powiat białostocki",2016,3027
"8199",2003000,"Powiat bielski",2016,0
"8200",2004000,"Powiat grajewski",2016,3568
"8201",2005000,"Powiat hajnowski",2016,0
"8202",2006000,"Powiat kolneński",2016,0
"8203",2007000,"Powiat łomżyński",2016,0
"8204",2008000,"Powiat moniecki",2016,0
"8205",2009000,"Powiat sejneński",2016,0
"8206",2010000,"Powiat siemiatycki",2016,0
"8207",2011000,"Powiat sokólski",2016,0
"8208",2012000,"Powiat suwalski",2016,1401
"8209",2013000,"Powiat wysokomazowiecki",2016,0
"8210",2014000,"Powiat zambrowski",2016,0
"8211",2061000,"Powiat m.Białystok",2016,4111
"8212",2062000,"Powiat m.Łomża",2016,3082
"8213",2063000,"Powiat m.Suwałki",2016,0
"8214",2201000,"Powiat bytowski",2016,1528
"8215",2202000,"Powiat chojnicki",2016,2326
"8216",2203000,"Powiat człuchowski",2016,1231
"8217",2204000,"Powiat gdański",2016,3597
"8218",2205000,"Powiat kartuski",2016,3288
"8219",2206000,"Powiat kościerski",2016,1716
"8220",2207000,"Powiat kwidzyński",2016,1548
"8221",2208000,"Powiat lęborski",2016,2625
"8222",2209000,"Powiat malborski",2016,1428
"8223",2210000,"Powiat nowodworski",2016,0
"8224",2211000,"Powiat pucki",2016,3933
"8225",2212000,"Powiat słupski",2016,1562
"8226",2213000,"Powiat starogardzki",2016,1827
"8227",2214000,"Powiat tczewski",2016,2465
"8228",2215000,"Powiat wejherowski",2016,3020
"8229",2216000,"Powiat sztumski",2016,1638
"8230",2261000,"Powiat m.Gdańsk",2016,5725
"8231",2262000,"Powiat m.Gdynia",2016,5983
"8232",2263000,"Powiat m.Słupsk",2016,3038
"8233",2264000,"Powiat m.Sopot",2016,8160
"8234",2401000,"Powiat będziński",2016,2308
"8235",2402000,"Powiat bielski",2016,2403
"8236",2403000,"Powiat cieszyński",2016,2721
"8237",2404000,"Powiat częstochowski",2016,0
"8238",2405000,"Powiat gliwicki",2016,2962
"8239",2406000,"Powiat kłobucki",2016,0
"8240",2407000,"Powiat lubliniecki",2016,2427
"8241",2408000,"Powiat mikołowski",2016,3149
"8242",2409000,"Powiat myszkowski",2016,0
"8243",2410000,"Powiat pszczyński",2016,2009
"8244",2411000,"Powiat raciborski",2016,1612
"8245",2412000,"Powiat rybnicki",2016,1644
"8246",2413000,"Powiat tarnogórski",2016,2534
"8247",2414000,"Powiat bieruńsko-lędziński",2016,2500
"8248",2415000,"Powiat wodzisławski",2016,0
"8249",2416000,"Powiat zawierciański",2016,0
"8250",2417000,"Powiat żywiecki",2016,1064
"8251",2461000,"Powiat m.Bielsko-Biała",2016,3000
"8252",2462000,"Powiat m.Bytom",2016,1346
"8253",2463000,"Powiat m.Chorzów",2016,2012
"8254",2464000,"Powiat m.Częstochowa",2016,3922
"8255",2465000,"Powiat m.Dąbrowa Górnicza",2016,2331
"8256",2466000,"Powiat m.Gliwice",2016,2776
"8257",2467000,"Powiat m.Jastrzębie-Zdrój",2016,2537
"8258",2468000,"Powiat m.Jaworzno",2016,3484
"8259",2469000,"Powiat m.Katowice",2016,3050
"8260",2470000,"Powiat m.Mysłowice",2016,3402
"8261",2471000,"Powiat m.Piekary Śląskie",2016,0
"8262",2472000,"Powiat m.Ruda Śląska",2016,1468
"8263",2473000,"Powiat m.Rybnik",2016,2733
"8264",2474000,"Powiat m.Siemianowice Śląskie",2016,2580
"8265",2475000,"Powiat m.Sosnowiec",2016,2893
"8266",2476000,"Powiat m.Świętochłowice",2016,3370
"8267",2477000,"Powiat m.Tychy",2016,3785
"8268",2478000,"Powiat m.Zabrze",2016,2037
"8269",2479000,"Powiat m.Żory",2016,2607
"8270",2601000,"Powiat buski",2016,0
"8271",2602000,"Powiat jędrzejowski",2016,0
"8272",2603000,"Powiat kazimierski",2016,0
"8273",2604000,"Powiat kielecki",2016,0
"8274",2605000,"Powiat konecki",2016,2375
"8275",2606000,"Powiat opatowski",2016,0
"8276",2607000,"Powiat ostrowiecki",2016,3334
"8277",2608000,"Powiat pińczowski",2016,0
"8278",2609000,"Powiat sandomierski",2016,1647
"8279",2610000,"Powiat skarżyski",2016,2114
"8280",2611000,"Powiat starachowicki",2016,2021
"8281",2612000,"Powiat staszowski",2016,0
"8282",2613000,"Powiat włoszczowski",2016,0
"8283",2661000,"Powiat m.Kielce",2016,4523
"8284",2801000,"Powiat bartoszycki",2016,1368
"8285",2802000,"Powiat braniewski",2016,1168
"8286",2803000,"Powiat działdowski",2016,1511
"8287",2804000,"Powiat elbląski",2016,1391
"8288",2805000,"Powiat ełcki",2016,2674
"8289",2806000,"Powiat giżycki",2016,1930
"8290",2807000,"Powiat iławski",2016,2081
"8291",2808000,"Powiat kętrzyński",2016,1556
"8292",2809000,"Powiat lidzbarski",2016,1016
"8293",2810000,"Powiat mrągowski",2016,2846
"8294",2811000,"Powiat nidzicki",2016,0
"8295",2812000,"Powiat nowomiejski",2016,0
"8296",2813000,"Powiat olecki",2016,2686
"8297",2814000,"Powiat olsztyński",2016,2621
"8298",2815000,"Powiat ostródzki",2016,2642
"8299",2816000,"Powiat piski",2016,1352
"8300",2817000,"Powiat szczycieński",2016,1802
"8301",2818000,"Powiat gołdapski",2016,1903
"8302",2819000,"Powiat węgorzewski",2016,2426
"8303",2861000,"Powiat m.Elbląg",2016,3893
"8304",2862000,"Powiat m.Olsztyn",2016,3880
"8305",3001000,"Powiat chodzieski",2016,1744
"8306",3002000,"Powiat czarnkowsko-trzcianecki",2016,1661
"8307",3003000,"Powiat gnieźnieński",2016,2134
"8308",3004000,"Powiat gostyński",2016,2233
"8309",3005000,"Powiat grodziski",2016,1341
"8310",3006000,"Powiat jarociński",2016,0
"8311",3007000,"Powiat kaliski",2016,0
"8312",3008000,"Powiat kępiński",2016,0
"8313",3009000,"Powiat kolski",2016,0
"8314",3010000,"Powiat koniński",2016,0
"8315",3011000,"Powiat kościański",2016,1764
"8316",3012000,"Powiat krotoszyński",2016,1516
"8317",3013000,"Powiat leszczyński",2016,2104
"8318",3014000,"Powiat międzychodzki",2016,1596
"8319",3015000,"Powiat nowotomyski",2016,2784
"8320",3016000,"Powiat obornicki",2016,3795
"8321",3017000,"Powiat ostrowski",2016,1612
"8322",3018000,"Powiat ostrzeszowski",2016,0
"8323",3019000,"Powiat pilski",2016,2574
"8324",3020000,"Powiat pleszewski",2016,1591
"8325",3021000,"Powiat poznański",2016,3527
"8326",3022000,"Powiat rawicki",2016,2259
"8327",3023000,"Powiat słupecki",2016,0
"8328",3024000,"Powiat szamotulski",2016,2722
"8329",3025000,"Powiat średzki",2016,2143
"8330",3026000,"Powiat śremski",2016,2429
"8331",3027000,"Powiat turecki",2016,0
"8332",3028000,"Powiat wągrowiecki",2016,1699
"8333",3029000,"Powiat wolsztyński",2016,0
"8334",3030000,"Powiat wrzesiński",2016,3083
"8335",3031000,"Powiat złotowski",2016,1702
"8336",3061000,"Powiat m.Kalisz",2016,1983
"8337",3062000,"Powiat m.Konin",2016,2470
"8338",3063000,"Powiat m.Leszno",2016,2752
"8339",3064000,"Powiat m.Poznań",2016,4967
"8340",3201000,"Powiat białogardzki",2016,1550
"8341",3202000,"Powiat choszczeński",2016,1917
"8342",3203000,"Powiat drawski",2016,1680
"8343",3204000,"Powiat goleniowski",2016,2749
"8344",3205000,"Powiat gryficki",2016,1944
"8345",3206000,"Powiat gryfiński",2016,1637
"8346",3207000,"Powiat kamieński",2016,3012
"8347",3208000,"Powiat kołobrzeski",2016,4416
"8348",3209000,"Powiat koszaliński",2016,2353
"8349",3210000,"Powiat myśliborski",2016,1339
"8350",3211000,"Powiat policki",2016,4229
"8351",3212000,"Powiat pyrzycki",2016,2195
"8352",3213000,"Powiat sławieński",2016,1720
"8353",3214000,"Powiat stargardzki",2016,2827
"8354",3215000,"Powiat szczecinecki",2016,1897
"8355",3216000,"Powiat świdwiński",2016,1581
"8356",3217000,"Powiat wałecki",2016,1368
"8357",3218000,"Powiat łobeski",2016,0
"8358",3261000,"Powiat m.Koszalin",2016,2396
"8359",3262000,"Powiat m.Szczecin",2016,3854
"8360",3263000,"Powiat m.Świnoujście",2016,4346
"8361",201000,"Powiat bolesławiecki",2017,2837
"8362",202000,"Powiat dzierżoniowski",2017,1726
"8363",203000,"Powiat głogowski",2017,3381
"8364",204000,"Powiat górowski",2017,0
"8365",205000,"Powiat jaworski",2017,1942
"8366",206000,"Powiat jeleniogórski",2017,1829
"8367",207000,"Powiat kamiennogórski",2017,1492
"8368",208000,"Powiat kłodzki",2017,1636
"8369",209000,"Powiat legnicki",2017,1594
"8370",210000,"Powiat lubański",2017,1722
"8371",211000,"Powiat lubiński",2017,3216
"8372",212000,"Powiat lwówecki",2017,1306
"8373",213000,"Powiat milicki",2017,1546
"8374",214000,"Powiat oleśnicki",2017,3313
"8375",215000,"Powiat oławski",2017,3346
"8376",216000,"Powiat polkowicki",2017,4258
"8377",217000,"Powiat strzeliński",2017,1479
"8378",218000,"Powiat średzki",2017,2592
"8379",219000,"Powiat świdnicki",2017,2565
"8380",220000,"Powiat trzebnicki",2017,2672
"8381",221000,"Powiat wałbrzyski",2017,2208
"8382",222000,"Powiat wołowski",2017,1606
"8383",223000,"Powiat wrocławski",2017,3672
"8384",224000,"Powiat ząbkowicki",2017,1835
"8385",225000,"Powiat zgorzelecki",2017,2114
"8386",226000,"Powiat złotoryjski",2017,1441
"8387",261000,"Powiat m.Jelenia Góra",2017,1763
"8388",262000,"Powiat m.Legnica",2017,2308
"8389",264000,"Powiat m.Wrocław",2017,4871
"8390",265000,"Powiat m.Wałbrzych od 2013",2017,1541
"8391",401000,"Powiat aleksandrowski",2017,3047
"8392",402000,"Powiat brodnicki",2017,2436
"8393",403000,"Powiat bydgoski",2017,4395
"8394",404000,"Powiat chełmiński",2017,1606
"8395",405000,"Powiat golubsko-dobrzyński",2017,0
"8396",406000,"Powiat grudziądzki",2017,0
"8397",407000,"Powiat inowrocławski",2017,3354
"8398",408000,"Powiat lipnowski",2017,0
"8399",409000,"Powiat mogileński",2017,0
"8400",410000,"Powiat nakielski",2017,2255
"8401",411000,"Powiat radziejowski",2017,0
"8402",412000,"Powiat rypiński",2017,1734
"8403",413000,"Powiat sępoleński",2017,0
"8404",414000,"Powiat świecki",2017,2957
"8405",415000,"Powiat toruński",2017,2886
"8406",416000,"Powiat tucholski",2017,0
"8407",417000,"Powiat wąbrzeski",2017,0
"8408",418000,"Powiat włocławski",2017,0
"8409",419000,"Powiat żniński",2017,1832
"8410",461000,"Powiat m.Bydgoszcz",2017,3999
"8411",462000,"Powiat m.Grudziądz",2017,2208
"8412",463000,"Powiat m.Toruń",2017,3983
"8413",464000,"Powiat m.Włocławek",2017,2668
"8414",601000,"Powiat bialski",2017,1132
"8415",602000,"Powiat biłgorajski",2017,3131
"8416",603000,"Powiat chełmski",2017,0
"8417",604000,"Powiat hrubieszowski",2017,0
"8418",605000,"Powiat janowski",2017,0
"8419",606000,"Powiat krasnostawski",2017,0
"8420",607000,"Powiat kraśnicki",2017,3214
"8421",608000,"Powiat lubartowski",2017,0
"8422",609000,"Powiat lubelski",2017,3798
"8423",610000,"Powiat łęczyński",2017,2934
"8424",611000,"Powiat łukowski",2017,2021
"8425",612000,"Powiat opolski",2017,0
"8426",613000,"Powiat parczewski",2017,0
"8427",614000,"Powiat puławski",2017,4148
"8428",615000,"Powiat radzyński",2017,0
"8429",616000,"Powiat rycki",2017,2462
"8430",617000,"Powiat świdnicki",2017,3836
"8431",618000,"Powiat tomaszowski",2017,1576
"8432",619000,"Powiat włodawski",2017,1444
"8433",620000,"Powiat zamojski",2017,0
"8434",661000,"Powiat m.Biała Podlaska",2017,3005
"8435",662000,"Powiat m.Chełm",2017,2567
"8436",663000,"Powiat m.Lublin",2017,5043
"8437",664000,"Powiat m.Zamość",2017,3548
"8438",801000,"Powiat gorzowski",2017,1062
"8439",802000,"Powiat krośnieński",2017,1350
"8440",803000,"Powiat międzyrzecki",2017,1605
"8441",804000,"Powiat nowosolski",2017,1195
"8442",805000,"Powiat słubicki",2017,2477
"8443",806000,"Powiat strzelecko-drezdenecki",2017,2349
"8444",807000,"Powiat sulęciński",2017,1515
"8445",808000,"Powiat świebodziński",2017,2435
"8446",809000,"Powiat zielonogórski",2017,1908
"8447",810000,"Powiat żagański",2017,1776
"8448",811000,"Powiat żarski",2017,2439
"8449",812000,"Powiat wschowski",2017,1807
"8450",861000,"Powiat m.Gorzów Wielkopolski",2017,2481
"8451",862000,"Powiat m.Zielona Góra",2017,3608
"8452",1001000,"Powiat bełchatowski",2017,2723
"8453",1002000,"Powiat kutnowski",2017,2428
"8454",1003000,"Powiat łaski",2017,0
"8455",1004000,"Powiat łęczycki",2017,0
"8456",1005000,"Powiat łowicki",2017,3541
"8457",1006000,"Powiat łódzki wschodni",2017,875
"8458",1007000,"Powiat opoczyński",2017,2517
"8459",1008000,"Powiat pabianicki",2017,3008
"8460",1009000,"Powiat pajęczański",2017,0
"8461",1010000,"Powiat piotrkowski",2017,0
"8462",1011000,"Powiat poddębicki",2017,0
"8463",1012000,"Powiat radomszczański",2017,3244
"8464",1013000,"Powiat rawski",2017,0
"8465",1014000,"Powiat sieradzki",2017,2959
"8466",1015000,"Powiat skierniewicki",2017,0
"8467",1016000,"Powiat tomaszowski",2017,3739
"8468",1017000,"Powiat wieluński",2017,0
"8469",1018000,"Powiat wieruszowski",2017,0
"8470",1019000,"Powiat zduńskowolski",2017,0
"8471",1020000,"Powiat zgierski",2017,3883
"8472",1021000,"Powiat brzeziński",2017,0
"8473",1061000,"Powiat m.Łódź",2017,4103
"8474",1062000,"Powiat m.Piotrków Trybunalski",2017,4273
"8475",1063000,"Powiat m.Skierniewice",2017,2916
"8476",1201000,"Powiat bocheński",2017,4167
"8477",1202000,"Powiat brzeski",2017,0
"8478",1203000,"Powiat chrzanowski",2017,1428
"8479",1204000,"Powiat dąbrowski",2017,0
"8480",1205000,"Powiat gorlicki",2017,0
"8481",1206000,"Powiat krakowski",2017,4223
"8482",1207000,"Powiat limanowski",2017,0
"8483",1208000,"Powiat miechowski",2017,0
"8484",1209000,"Powiat myślenicki",2017,2799
"8485",1210000,"Powiat nowosądecki",2017,4600
"8486",1211000,"Powiat nowotarski",2017,4586
"8487",1212000,"Powiat olkuski",2017,1820
"8488",1213000,"Powiat oświęcimski",2017,1829
"8489",1214000,"Powiat proszowicki",2017,0
"8490",1215000,"Powiat suski",2017,2195
"8491",1216000,"Powiat tarnowski",2017,0
"8492",1217000,"Powiat tatrzański",2017,5224
"8493",1218000,"Powiat wadowicki",2017,3688
"8494",1219000,"Powiat wielicki",2017,3469
"8495",1261000,"Powiat m.Kraków",2017,6544
"8496",1262000,"Powiat m.Nowy Sącz",2017,2998
"8497",1263000,"Powiat m.Tarnów",2017,2917
"8498",1401000,"Powiat białobrzeski",2017,0
"8499",1402000,"Powiat ciechanowski",2017,1467
"8500",1403000,"Powiat garwoliński",2017,0
"8501",1404000,"Powiat gostyniński",2017,0
"8502",1405000,"Powiat grodziski",2017,3689
"8503",1406000,"Powiat grójecki",2017,2550
"8504",1407000,"Powiat kozienicki",2017,0
"8505",1408000,"Powiat legionowski",2017,3804
"8506",1409000,"Powiat lipski",2017,0
"8507",1410000,"Powiat łosicki",2017,0
"8508",1411000,"Powiat makowski",2017,0
"8509",1412000,"Powiat miński",2017,3540
"8510",1413000,"Powiat mławski",2017,2243
"8511",1414000,"Powiat nowodworski",2017,3600
"8512",1415000,"Powiat ostrołęcki",2017,0
"8513",1416000,"Powiat ostrowski",2017,0
"8514",1417000,"Powiat otwocki",2017,3897
"8515",1418000,"Powiat piaseczyński",2017,4577
"8516",1419000,"Powiat płocki",2017,0
"8517",1420000,"Powiat płoński",2017,0
"8518",1421000,"Powiat pruszkowski",2017,4713
"8519",1422000,"Powiat przasnyski",2017,3210
"8520",1423000,"Powiat przysuski",2017,0
"8521",1424000,"Powiat pułtuski",2017,0
"8522",1425000,"Powiat radomski",2017,0
"8523",1426000,"Powiat siedlecki",2017,2786
"8524",1427000,"Powiat sierpecki",2017,0
"8525",1428000,"Powiat sochaczewski",2017,2255
"8526",1429000,"Powiat sokołowski",2017,3410
"8527",1430000,"Powiat szydłowiecki",2017,0
"8528",1432000,"Powiat warszawski zachodni",2017,4317
"8529",1433000,"Powiat węgrowski",2017,2061
"8530",1434000,"Powiat wołomiński",2017,3749
"8531",1435000,"Powiat wyszkowski",2017,3763
"8532",1436000,"Powiat zwoleński",2017,0
"8533",1437000,"Powiat żuromiński",2017,2844
"8534",1438000,"Powiat żyrardowski",2017,4481
"8535",1461000,"Powiat m.Ostrołęka",2017,3744
"8536",1462000,"Powiat m.Płock",2017,4339
"8537",1463000,"Powiat m.Radom",2017,4000
"8538",1464000,"Powiat m.Siedlce",2017,3788
"8539",1465000,"Powiat m. st. Warszawa",2017,8122
"8540",1601000,"Powiat brzeski",2017,1984
"8541",1602000,"Powiat głubczycki",2017,1233
"8542",1603000,"Powiat kędzierzyńsko-kozielski",2017,1541
"8543",1604000,"Powiat kluczborski",2017,2013
"8544",1605000,"Powiat krapkowicki",2017,2663
"8545",1606000,"Powiat namysłowski",2017,1231
"8546",1607000,"Powiat nyski",2017,1743
"8547",1608000,"Powiat oleski",2017,1968
"8548",1609000,"Powiat opolski",2017,2040
"8549",1610000,"Powiat prudnicki",2017,1639
"8550",1611000,"Powiat strzelecki",2017,1735
"8551",1661000,"Powiat m.Opole",2017,3208
"8552",1801000,"Powiat bieszczadzki",2017,0
"8553",1802000,"Powiat brzozowski",2017,0
"8554",1803000,"Powiat dębicki",2017,2881
"8555",1804000,"Powiat jarosławski",2017,3036
"8556",1805000,"Powiat jasielski",2017,1483
"8557",1806000,"Powiat kolbuszowski",2017,0
"8558",1807000,"Powiat krośnieński",2017,816
"8559",1808000,"Powiat leżajski",2017,0
"8560",1809000,"Powiat lubaczowski",2017,0
"8561",1810000,"Powiat łańcucki",2017,2256
"8562",1811000,"Powiat mielecki",2017,3296
"8563",1812000,"Powiat niżański",2017,0
"8564",1813000,"Powiat przemyski",2017,0
"8565",1814000,"Powiat przeworski",2017,0
"8566",1815000,"Powiat ropczycko-sędziszowski",2017,0
"8567",1816000,"Powiat rzeszowski",2017,3478
"8568",1817000,"Powiat sanocki",2017,1304
"8569",1818000,"Powiat stalowowolski",2017,4476
"8570",1819000,"Powiat strzyżowski",2017,0
"8571",1820000,"Powiat tarnobrzeski",2017,0
"8572",1821000,"Powiat leski",2017,0
"8573",1861000,"Powiat m.Krosno",2017,1265
"8574",1862000,"Powiat m.Przemyśl",2017,2742
"8575",1863000,"Powiat m.Rzeszów",2017,4235
"8576",1864000,"Powiat m.Tarnobrzeg",2017,2336
"8577",2001000,"Powiat augustowski",2017,0
"8578",2002000,"Powiat białostocki",2017,2705
"8579",2003000,"Powiat bielski",2017,0
"8580",2004000,"Powiat grajewski",2017,0
"8581",2005000,"Powiat hajnowski",2017,0
"8582",2006000,"Powiat kolneński",2017,0
"8583",2007000,"Powiat łomżyński",2017,0
"8584",2008000,"Powiat moniecki",2017,0
"8585",2009000,"Powiat sejneński",2017,0
"8586",2010000,"Powiat siemiatycki",2017,0
"8587",2011000,"Powiat sokólski",2017,0
"8588",2012000,"Powiat suwalski",2017,0
"8589",2013000,"Powiat wysokomazowiecki",2017,0
"8590",2014000,"Powiat zambrowski",2017,0
"8591",2061000,"Powiat m.Białystok",2017,4688
"8592",2062000,"Powiat m.Łomża",2017,3499
"8593",2063000,"Powiat m.Suwałki",2017,3724
"8594",2201000,"Powiat bytowski",2017,2717
"8595",2202000,"Powiat chojnicki",2017,2908
"8596",2203000,"Powiat człuchowski",2017,1852
"8597",2204000,"Powiat gdański",2017,3708
"8598",2205000,"Powiat kartuski",2017,3464
"8599",2206000,"Powiat kościerski",2017,1181
"8600",2207000,"Powiat kwidzyński",2017,1817
"8601",2208000,"Powiat lęborski",2017,2386
"8602",2209000,"Powiat malborski",2017,1790
"8603",2210000,"Powiat nowodworski",2017,3489
"8604",2211000,"Powiat pucki",2017,3760
"8605",2212000,"Powiat słupski",2017,2870
"8606",2213000,"Powiat starogardzki",2017,2439
"8607",2214000,"Powiat tczewski",2017,2438
"8608",2215000,"Powiat wejherowski",2017,3313
"8609",2216000,"Powiat sztumski",2017,1741
"8610",2261000,"Powiat m.Gdańsk",2017,5854
"8611",2262000,"Powiat m.Gdynia",2017,6039
"8612",2263000,"Powiat m.Słupsk",2017,3052
"8613",2264000,"Powiat m.Sopot",2017,9492
"8614",2401000,"Powiat będziński",2017,3354
"8615",2402000,"Powiat bielski",2017,2083
"8616",2403000,"Powiat cieszyński",2017,2755
"8617",2404000,"Powiat częstochowski",2017,0
"8618",2405000,"Powiat gliwicki",2017,2965
"8619",2406000,"Powiat kłobucki",2017,3550
"8620",2407000,"Powiat lubliniecki",2017,2438
"8621",2408000,"Powiat mikołowski",2017,2986
"8622",2409000,"Powiat myszkowski",2017,0
"8623",2410000,"Powiat pszczyński",2017,1595
"8624",2411000,"Powiat raciborski",2017,1672
"8625",2412000,"Powiat rybnicki",2017,1887
"8626",2413000,"Powiat tarnogórski",2017,2129
"8627",2414000,"Powiat bieruńsko-lędziński",2017,2134
"8628",2415000,"Powiat wodzisławski",2017,1670
"8629",2416000,"Powiat zawierciański",2017,1312
"8630",2417000,"Powiat żywiecki",2017,2120
"8631",2461000,"Powiat m.Bielsko-Biała",2017,3121
"8632",2462000,"Powiat m.Bytom",2017,1474
"8633",2463000,"Powiat m.Chorzów",2017,3527
"8634",2464000,"Powiat m.Częstochowa",2017,3972
"8635",2465000,"Powiat m.Dąbrowa Górnicza",2017,3160
"8636",2466000,"Powiat m.Gliwice",2017,2956
"8637",2467000,"Powiat m.Jastrzębie-Zdrój",2017,2785
"8638",2468000,"Powiat m.Jaworzno",2017,2787
"8639",2469000,"Powiat m.Katowice",2017,3100
"8640",2470000,"Powiat m.Mysłowice",2017,3415
"8641",2471000,"Powiat m.Piekary Śląskie",2017,1459
"8642",2472000,"Powiat m.Ruda Śląska",2017,1701
"8643",2473000,"Powiat m.Rybnik",2017,2076
"8644",2474000,"Powiat m.Siemianowice Śląskie",2017,2496
"8645",2475000,"Powiat m.Sosnowiec",2017,2477
"8646",2476000,"Powiat m.Świętochłowice",2017,3714
"8647",2477000,"Powiat m.Tychy",2017,3894
"8648",2478000,"Powiat m.Zabrze",2017,1909
"8649",2479000,"Powiat m.Żory",2017,2200
"8650",2601000,"Powiat buski",2017,0
"8651",2602000,"Powiat jędrzejowski",2017,0
"8652",2603000,"Powiat kazimierski",2017,0
"8653",2604000,"Powiat kielecki",2017,0
"8654",2605000,"Powiat konecki",2017,2544
"8655",2606000,"Powiat opatowski",2017,0
"8656",2607000,"Powiat ostrowiecki",2017,3249
"8657",2608000,"Powiat pińczowski",2017,0
"8658",2609000,"Powiat sandomierski",2017,0
"8659",2610000,"Powiat skarżyski",2017,2366
"8660",2611000,"Powiat starachowicki",2017,0
"8661",2612000,"Powiat staszowski",2017,1867
"8662",2613000,"Powiat włoszczowski",2017,0
"8663",2661000,"Powiat m.Kielce",2017,3969
"8664",2801000,"Powiat bartoszycki",2017,1857
"8665",2802000,"Powiat braniewski",2017,0
"8666",2803000,"Powiat działdowski",2017,0
"8667",2804000,"Powiat elbląski",2017,1663
"8668",2805000,"Powiat ełcki",2017,3144
"8669",2806000,"Powiat giżycki",2017,2997
"8670",2807000,"Powiat iławski",2017,2139
"8671",2808000,"Powiat kętrzyński",2017,1224
"8672",2809000,"Powiat lidzbarski",2017,1404
"8673",2810000,"Powiat mrągowski",2017,2872
"8674",2811000,"Powiat nidzicki",2017,0
"8675",2812000,"Powiat nowomiejski",2017,0
"8676",2813000,"Powiat olecki",2017,2099
"8677",2814000,"Powiat olsztyński",2017,3002
"8678",2815000,"Powiat ostródzki",2017,2248
"8679",2816000,"Powiat piski",2017,0
"8680",2817000,"Powiat szczycieński",2017,1931
"8681",2818000,"Powiat gołdapski",2017,1873
"8682",2819000,"Powiat węgorzewski",2017,0
"8683",2861000,"Powiat m.Elbląg",2017,3956
"8684",2862000,"Powiat m.Olsztyn",2017,4000
"8685",3001000,"Powiat chodzieski",2017,1402
"8686",3002000,"Powiat czarnkowsko-trzcianecki",2017,1609
"8687",3003000,"Powiat gnieźnieński",2017,2490
"8688",3004000,"Powiat gostyński",2017,2357
"8689",3005000,"Powiat grodziski",2017,1554
"8690",3006000,"Powiat jarociński",2017,2037
"8691",3007000,"Powiat kaliski",2017,0
"8692",3008000,"Powiat kępiński",2017,3131
"8693",3009000,"Powiat kolski",2017,0
"8694",3010000,"Powiat koniński",2017,0
"8695",3011000,"Powiat kościański",2017,1781
"8696",3012000,"Powiat krotoszyński",2017,2727
"8697",3013000,"Powiat leszczyński",2017,2763
"8698",3014000,"Powiat międzychodzki",2017,2050
"8699",3015000,"Powiat nowotomyski",2017,1776
"8700",3016000,"Powiat obornicki",2017,1793
"8701",3017000,"Powiat ostrowski",2017,1663
"8702",3018000,"Powiat ostrzeszowski",2017,0
