"","Kod","Nazwa","rok","POJAZDY_CTAB_samochody_cieZarowe_o_ladownosci_10_ton_i_wiekszej_szt"
"33700",1435000,"Powiat wyszkowski",2003,NA
"33701",1436000,"Powiat zwoleński",2003,NA
"33702",1437000,"Powiat żuromiński",2003,NA
"33703",1438000,"Powiat żyrardowski",2003,NA
"33704",1461000,"Powiat m.Ostrołęka",2003,NA
"33705",1462000,"Powiat m.Płock",2003,NA
"33706",1463000,"Powiat m.Radom",2003,NA
"33707",1464000,"Powiat m.Siedlce",2003,NA
"33708",1465000,"Powiat m. st. Warszawa",2003,NA
"33709",1601000,"Powiat brzeski",2003,NA
"33710",1602000,"Powiat głubczycki",2003,NA
"33711",1603000,"Powiat kędzierzyńsko-kozielski",2003,NA
"33712",1604000,"Powiat kluczborski",2003,NA
"33713",1605000,"Powiat krapkowicki",2003,NA
"33714",1606000,"Powiat namysłowski",2003,NA
"33715",1607000,"Powiat nyski",2003,NA
"33716",1608000,"Powiat oleski",2003,NA
"33717",1609000,"Powiat opolski",2003,NA
"33718",1610000,"Powiat prudnicki",2003,NA
"33719",1611000,"Powiat strzelecki",2003,NA
"33720",1661000,"Powiat m.Opole",2003,NA
"33721",1801000,"Powiat bieszczadzki",2003,NA
"33722",1802000,"Powiat brzozowski",2003,NA
"33723",1803000,"Powiat dębicki",2003,NA
"33724",1804000,"Powiat jarosławski",2003,NA
"33725",1805000,"Powiat jasielski",2003,NA
"33726",1806000,"Powiat kolbuszowski",2003,NA
"33727",1807000,"Powiat krośnieński",2003,NA
"33728",1808000,"Powiat leżajski",2003,NA
"33729",1809000,"Powiat lubaczowski",2003,NA
"33730",1810000,"Powiat łańcucki",2003,NA
"33731",1811000,"Powiat mielecki",2003,NA
"33732",1812000,"Powiat niżański",2003,NA
"33733",1813000,"Powiat przemyski",2003,NA
"33734",1814000,"Powiat przeworski",2003,NA
"33735",1815000,"Powiat ropczycko-sędziszowski",2003,NA
"33736",1816000,"Powiat rzeszowski",2003,NA
"33737",1817000,"Powiat sanocki",2003,NA
"33738",1818000,"Powiat stalowowolski",2003,NA
"33739",1819000,"Powiat strzyżowski",2003,NA
"33740",1820000,"Powiat tarnobrzeski",2003,NA
"33741",1821000,"Powiat leski",2003,NA
"33742",1861000,"Powiat m.Krosno",2003,NA
"33743",1862000,"Powiat m.Przemyśl",2003,NA
"33744",1863000,"Powiat m.Rzeszów",2003,NA
"33745",1864000,"Powiat m.Tarnobrzeg",2003,NA
"33746",2001000,"Powiat augustowski",2003,NA
"33747",2002000,"Powiat białostocki",2003,NA
"33748",2003000,"Powiat bielski",2003,NA
"33749",2004000,"Powiat grajewski",2003,NA
"33750",2005000,"Powiat hajnowski",2003,NA
"33751",2006000,"Powiat kolneński",2003,NA
"33752",2007000,"Powiat łomżyński",2003,NA
"33753",2008000,"Powiat moniecki",2003,NA
"33754",2009000,"Powiat sejneński",2003,NA
"33755",2010000,"Powiat siemiatycki",2003,NA
"33756",2011000,"Powiat sokólski",2003,NA
"33757",2012000,"Powiat suwalski",2003,NA
"33758",2013000,"Powiat wysokomazowiecki",2003,NA
"33759",2014000,"Powiat zambrowski",2003,NA
"33760",2061000,"Powiat m.Białystok",2003,NA
"33761",2062000,"Powiat m.Łomża",2003,NA
"33762",2063000,"Powiat m.Suwałki",2003,NA
"33763",2201000,"Powiat bytowski",2003,NA
"33764",2202000,"Powiat chojnicki",2003,NA
"33765",2203000,"Powiat człuchowski",2003,NA
"33766",2204000,"Powiat gdański",2003,NA
"33767",2205000,"Powiat kartuski",2003,NA
"33768",2206000,"Powiat kościerski",2003,NA
"33769",2207000,"Powiat kwidzyński",2003,NA
"33770",2208000,"Powiat lęborski",2003,NA
"33771",2209000,"Powiat malborski",2003,NA
"33772",2210000,"Powiat nowodworski",2003,NA
"33773",2211000,"Powiat pucki",2003,NA
"33774",2212000,"Powiat słupski",2003,NA
"33775",2213000,"Powiat starogardzki",2003,NA
"33776",2214000,"Powiat tczewski",2003,NA
"33777",2215000,"Powiat wejherowski",2003,NA
"33778",2216000,"Powiat sztumski",2003,NA
"33779",2261000,"Powiat m.Gdańsk",2003,NA
"33780",2262000,"Powiat m.Gdynia",2003,NA
"33781",2263000,"Powiat m.Słupsk",2003,NA
"33782",2264000,"Powiat m.Sopot",2003,NA
"33783",2401000,"Powiat będziński",2003,NA
"33784",2402000,"Powiat bielski",2003,NA
"33785",2403000,"Powiat cieszyński",2003,NA
"33786",2404000,"Powiat częstochowski",2003,NA
"33787",2405000,"Powiat gliwicki",2003,NA
"33788",2406000,"Powiat kłobucki",2003,NA
"33789",2407000,"Powiat lubliniecki",2003,NA
"33790",2408000,"Powiat mikołowski",2003,NA
"33791",2409000,"Powiat myszkowski",2003,NA
"33792",2410000,"Powiat pszczyński",2003,NA
"33793",2411000,"Powiat raciborski",2003,NA
"33794",2412000,"Powiat rybnicki",2003,NA
"33795",2413000,"Powiat tarnogórski",2003,NA
"33796",2414000,"Powiat bieruńsko-lędziński",2003,NA
"33797",2415000,"Powiat wodzisławski",2003,NA
"33798",2416000,"Powiat zawierciański",2003,NA
"33799",2417000,"Powiat żywiecki",2003,NA
"33800",2461000,"Powiat m.Bielsko-Biała",2003,NA
"33801",2462000,"Powiat m.Bytom",2003,NA
"33802",2463000,"Powiat m.Chorzów",2003,NA
"33803",2464000,"Powiat m.Częstochowa",2003,NA
"33804",2465000,"Powiat m.Dąbrowa Górnicza",2003,NA
"33805",2466000,"Powiat m.Gliwice",2003,NA
"33806",2467000,"Powiat m.Jastrzębie-Zdrój",2003,NA
"33807",2468000,"Powiat m.Jaworzno",2003,NA
"33808",2469000,"Powiat m.Katowice",2003,NA
"33809",2470000,"Powiat m.Mysłowice",2003,NA
"33810",2471000,"Powiat m.Piekary Śląskie",2003,NA
"33811",2472000,"Powiat m.Ruda Śląska",2003,NA
"33812",2473000,"Powiat m.Rybnik",2003,NA
"33813",2474000,"Powiat m.Siemianowice Śląskie",2003,NA
"33814",2475000,"Powiat m.Sosnowiec",2003,NA
"33815",2476000,"Powiat m.Świętochłowice",2003,NA
"33816",2477000,"Powiat m.Tychy",2003,NA
"33817",2478000,"Powiat m.Zabrze",2003,NA
"33818",2479000,"Powiat m.Żory",2003,NA
"33819",2601000,"Powiat buski",2003,NA
"33820",2602000,"Powiat jędrzejowski",2003,NA
"33821",2603000,"Powiat kazimierski",2003,NA
"33822",2604000,"Powiat kielecki",2003,NA
"33823",2605000,"Powiat konecki",2003,NA
"33824",2606000,"Powiat opatowski",2003,NA
"33825",2607000,"Powiat ostrowiecki",2003,NA
"33826",2608000,"Powiat pińczowski",2003,NA
"33827",2609000,"Powiat sandomierski",2003,NA
"33828",2610000,"Powiat skarżyski",2003,NA
"33829",2611000,"Powiat starachowicki",2003,NA
"33830",2612000,"Powiat staszowski",2003,NA
"33831",2613000,"Powiat włoszczowski",2003,NA
"33832",2661000,"Powiat m.Kielce",2003,NA
"33833",2801000,"Powiat bartoszycki",2003,NA
"33834",2802000,"Powiat braniewski",2003,NA
"33835",2803000,"Powiat działdowski",2003,NA
"33836",2804000,"Powiat elbląski",2003,NA
"33837",2805000,"Powiat ełcki",2003,NA
"33838",2806000,"Powiat giżycki",2003,NA
"33839",2807000,"Powiat iławski",2003,NA
"33840",2808000,"Powiat kętrzyński",2003,NA
"33841",2809000,"Powiat lidzbarski",2003,NA
"33842",2810000,"Powiat mrągowski",2003,NA
"33843",2811000,"Powiat nidzicki",2003,NA
"33844",2812000,"Powiat nowomiejski",2003,NA
"33845",2813000,"Powiat olecki",2003,NA
"33846",2814000,"Powiat olsztyński",2003,NA
"33847",2815000,"Powiat ostródzki",2003,NA
"33848",2816000,"Powiat piski",2003,NA
"33849",2817000,"Powiat szczycieński",2003,NA
"33850",2818000,"Powiat gołdapski",2003,NA
"33851",2819000,"Powiat węgorzewski",2003,NA
"33852",2861000,"Powiat m.Elbląg",2003,NA
"33853",2862000,"Powiat m.Olsztyn",2003,NA
"33854",3001000,"Powiat chodzieski",2003,NA
"33855",3002000,"Powiat czarnkowsko-trzcianecki",2003,NA
"33856",3003000,"Powiat gnieźnieński",2003,NA
"33857",3004000,"Powiat gostyński",2003,NA
"33858",3005000,"Powiat grodziski",2003,NA
"33859",3006000,"Powiat jarociński",2003,NA
"33860",3007000,"Powiat kaliski",2003,NA
"33861",3008000,"Powiat kępiński",2003,NA
"33862",3009000,"Powiat kolski",2003,NA
"33863",3010000,"Powiat koniński",2003,NA
"33864",3011000,"Powiat kościański",2003,NA
"33865",3012000,"Powiat krotoszyński",2003,NA
"33866",3013000,"Powiat leszczyński",2003,NA
"33867",3014000,"Powiat międzychodzki",2003,NA
"33868",3015000,"Powiat nowotomyski",2003,NA
"33869",3016000,"Powiat obornicki",2003,NA
"33870",3017000,"Powiat ostrowski",2003,NA
"33871",3018000,"Powiat ostrzeszowski",2003,NA
"33872",3019000,"Powiat pilski",2003,NA
"33873",3020000,"Powiat pleszewski",2003,NA
"33874",3021000,"Powiat poznański",2003,NA
"33875",3022000,"Powiat rawicki",2003,NA
"33876",3023000,"Powiat słupecki",2003,NA
"33877",3024000,"Powiat szamotulski",2003,NA
"33878",3025000,"Powiat średzki",2003,NA
"33879",3026000,"Powiat śremski",2003,NA
"33880",3027000,"Powiat turecki",2003,NA
"33881",3028000,"Powiat wągrowiecki",2003,NA
"33882",3029000,"Powiat wolsztyński",2003,NA
"33883",3030000,"Powiat wrzesiński",2003,NA
"33884",3031000,"Powiat złotowski",2003,NA
"33885",3061000,"Powiat m.Kalisz",2003,NA
"33886",3062000,"Powiat m.Konin",2003,NA
"33887",3063000,"Powiat m.Leszno",2003,NA
"33888",3064000,"Powiat m.Poznań",2003,NA
"33889",3201000,"Powiat białogardzki",2003,NA
"33890",3202000,"Powiat choszczeński",2003,NA
"33891",3203000,"Powiat drawski",2003,NA
"33892",3204000,"Powiat goleniowski",2003,NA
"33893",3205000,"Powiat gryficki",2003,NA
"33894",3206000,"Powiat gryfiński",2003,NA
"33895",3207000,"Powiat kamieński",2003,NA
"33896",3208000,"Powiat kołobrzeski",2003,NA
"33897",3209000,"Powiat koszaliński",2003,NA
"33898",3210000,"Powiat myśliborski",2003,NA
"33899",3211000,"Powiat policki",2003,NA
"33900",3212000,"Powiat pyrzycki",2003,NA
"33901",3213000,"Powiat sławieński",2003,NA
"33902",3214000,"Powiat stargardzki",2003,NA
"33903",3215000,"Powiat szczecinecki",2003,NA
"33904",3216000,"Powiat świdwiński",2003,NA
"33905",3217000,"Powiat wałecki",2003,NA
"33906",3218000,"Powiat łobeski",2003,NA
"33907",3261000,"Powiat m.Koszalin",2003,NA
"33908",3262000,"Powiat m.Szczecin",2003,NA
"33909",3263000,"Powiat m.Świnoujście",2003,NA
"33910",201000,"Powiat bolesławiecki",2004,NA
"33911",202000,"Powiat dzierżoniowski",2004,NA
"33912",203000,"Powiat głogowski",2004,NA
"33913",204000,"Powiat górowski",2004,NA
"33914",205000,"Powiat jaworski",2004,NA
"33915",206000,"Powiat jeleniogórski",2004,NA
"33916",207000,"Powiat kamiennogórski",2004,NA
"33917",208000,"Powiat kłodzki",2004,NA
"33918",209000,"Powiat legnicki",2004,NA
"33919",210000,"Powiat lubański",2004,NA
"33920",211000,"Powiat lubiński",2004,NA
"33921",212000,"Powiat lwówecki",2004,NA
"33922",213000,"Powiat milicki",2004,NA
"33923",214000,"Powiat oleśnicki",2004,NA
"33924",215000,"Powiat oławski",2004,NA
"33925",216000,"Powiat polkowicki",2004,NA
"33926",217000,"Powiat strzeliński",2004,NA
"33927",218000,"Powiat średzki",2004,NA
"33928",219000,"Powiat świdnicki",2004,NA
"33929",220000,"Powiat trzebnicki",2004,NA
"33930",221000,"Powiat wałbrzyski",2004,NA
"33931",222000,"Powiat wołowski",2004,NA
"33932",223000,"Powiat wrocławski",2004,NA
"33933",224000,"Powiat ząbkowicki",2004,NA
"33934",225000,"Powiat zgorzelecki",2004,NA
"33935",226000,"Powiat złotoryjski",2004,NA
"33936",261000,"Powiat m.Jelenia Góra",2004,NA
"33937",262000,"Powiat m.Legnica",2004,NA
"33938",263000,"Powiat m.Wałbrzych do 2002",2004,NA
"33939",264000,"Powiat m.Wrocław",2004,NA
"33940",265000,"Powiat m.Wałbrzych od 2013",2004,NA
"33941",401000,"Powiat aleksandrowski",2004,NA
"33942",402000,"Powiat brodnicki",2004,NA
"33943",403000,"Powiat bydgoski",2004,NA
"33944",404000,"Powiat chełmiński",2004,NA
"33945",405000,"Powiat golubsko-dobrzyński",2004,NA
"33946",406000,"Powiat grudziądzki",2004,NA
"33947",407000,"Powiat inowrocławski",2004,NA
"33948",408000,"Powiat lipnowski",2004,NA
"33949",409000,"Powiat mogileński",2004,NA
"33950",410000,"Powiat nakielski",2004,NA
"33951",411000,"Powiat radziejowski",2004,NA
"33952",412000,"Powiat rypiński",2004,NA
"33953",413000,"Powiat sępoleński",2004,NA
"33954",414000,"Powiat świecki",2004,NA
"33955",415000,"Powiat toruński",2004,NA
"33956",416000,"Powiat tucholski",2004,NA
"33957",417000,"Powiat wąbrzeski",2004,NA
"33958",418000,"Powiat włocławski",2004,NA
"33959",419000,"Powiat żniński",2004,NA
"33960",461000,"Powiat m.Bydgoszcz",2004,NA
"33961",462000,"Powiat m.Grudziądz",2004,NA
"33962",463000,"Powiat m.Toruń",2004,NA
"33963",464000,"Powiat m.Włocławek",2004,NA
"33964",601000,"Powiat bialski",2004,NA
"33965",602000,"Powiat biłgorajski",2004,NA
"33966",603000,"Powiat chełmski",2004,NA
"33967",604000,"Powiat hrubieszowski",2004,NA
"33968",605000,"Powiat janowski",2004,NA
"33969",606000,"Powiat krasnostawski",2004,NA
"33970",607000,"Powiat kraśnicki",2004,NA
"33971",608000,"Powiat lubartowski",2004,NA
"33972",609000,"Powiat lubelski",2004,NA
"33973",610000,"Powiat łęczyński",2004,NA
"33974",611000,"Powiat łukowski",2004,NA
"33975",612000,"Powiat opolski",2004,NA
"33976",613000,"Powiat parczewski",2004,NA
"33977",614000,"Powiat puławski",2004,NA
"33978",615000,"Powiat radzyński",2004,NA
"33979",616000,"Powiat rycki",2004,NA
"33980",617000,"Powiat świdnicki",2004,NA
"33981",618000,"Powiat tomaszowski",2004,NA
"33982",619000,"Powiat włodawski",2004,NA
"33983",620000,"Powiat zamojski",2004,NA
"33984",661000,"Powiat m.Biała Podlaska",2004,NA
"33985",662000,"Powiat m.Chełm",2004,NA
"33986",663000,"Powiat m.Lublin",2004,NA
"33987",664000,"Powiat m.Zamość",2004,NA
"33988",801000,"Powiat gorzowski",2004,NA
"33989",802000,"Powiat krośnieński",2004,NA
"33990",803000,"Powiat międzyrzecki",2004,NA
"33991",804000,"Powiat nowosolski",2004,NA
"33992",805000,"Powiat słubicki",2004,NA
"33993",806000,"Powiat strzelecko-drezdenecki",2004,NA
"33994",807000,"Powiat sulęciński",2004,NA
"33995",808000,"Powiat świebodziński",2004,NA
"33996",809000,"Powiat zielonogórski",2004,NA
"33997",810000,"Powiat żagański",2004,NA
"33998",811000,"Powiat żarski",2004,NA
"33999",812000,"Powiat wschowski",2004,NA
"34000",861000,"Powiat m.Gorzów Wielkopolski",2004,NA
"34001",862000,"Powiat m.Zielona Góra",2004,NA
"34002",1001000,"Powiat bełchatowski",2004,NA
"34003",1002000,"Powiat kutnowski",2004,NA
"34004",1003000,"Powiat łaski",2004,NA
"34005",1004000,"Powiat łęczycki",2004,NA
"34006",1005000,"Powiat łowicki",2004,NA
"34007",1006000,"Powiat łódzki wschodni",2004,NA
"34008",1007000,"Powiat opoczyński",2004,NA
"34009",1008000,"Powiat pabianicki",2004,NA
"34010",1009000,"Powiat pajęczański",2004,NA
"34011",1010000,"Powiat piotrkowski",2004,NA
"34012",1011000,"Powiat poddębicki",2004,NA
"34013",1012000,"Powiat radomszczański",2004,NA
"34014",1013000,"Powiat rawski",2004,NA
"34015",1014000,"Powiat sieradzki",2004,NA
"34016",1015000,"Powiat skierniewicki",2004,NA
"34017",1016000,"Powiat tomaszowski",2004,NA
"34018",1017000,"Powiat wieluński",2004,NA
"34019",1018000,"Powiat wieruszowski",2004,NA
"34020",1019000,"Powiat zduńskowolski",2004,NA
"34021",1020000,"Powiat zgierski",2004,NA
"34022",1021000,"Powiat brzeziński",2004,NA
"34023",1061000,"Powiat m.Łódź",2004,NA
"34024",1062000,"Powiat m.Piotrków Trybunalski",2004,NA
"34025",1063000,"Powiat m.Skierniewice",2004,NA
"34026",1201000,"Powiat bocheński",2004,NA
"34027",1202000,"Powiat brzeski",2004,NA
"34028",1203000,"Powiat chrzanowski",2004,NA
"34029",1204000,"Powiat dąbrowski",2004,NA
"34030",1205000,"Powiat gorlicki",2004,NA
"34031",1206000,"Powiat krakowski",2004,NA
"34032",1207000,"Powiat limanowski",2004,NA
"34033",1208000,"Powiat miechowski",2004,NA
"34034",1209000,"Powiat myślenicki",2004,NA
"34035",1210000,"Powiat nowosądecki",2004,NA
"34036",1211000,"Powiat nowotarski",2004,NA
"34037",1212000,"Powiat olkuski",2004,NA
"34038",1213000,"Powiat oświęcimski",2004,NA
"34039",1214000,"Powiat proszowicki",2004,NA
"34040",1215000,"Powiat suski",2004,NA
"34041",1216000,"Powiat tarnowski",2004,NA
"34042",1217000,"Powiat tatrzański",2004,NA
"34043",1218000,"Powiat wadowicki",2004,NA
"34044",1219000,"Powiat wielicki",2004,NA
"34045",1261000,"Powiat m.Kraków",2004,NA
"34046",1262000,"Powiat m.Nowy Sącz",2004,NA
"34047",1263000,"Powiat m.Tarnów",2004,NA
"34048",1401000,"Powiat białobrzeski",2004,NA
"34049",1402000,"Powiat ciechanowski",2004,NA
"34050",1403000,"Powiat garwoliński",2004,NA
"34051",1404000,"Powiat gostyniński",2004,NA
"34052",1405000,"Powiat grodziski",2004,NA
"34053",1406000,"Powiat grójecki",2004,NA
"34054",1407000,"Powiat kozienicki",2004,NA
"34055",1408000,"Powiat legionowski",2004,NA
"34056",1409000,"Powiat lipski",2004,NA
"34057",1410000,"Powiat łosicki",2004,NA
"34058",1411000,"Powiat makowski",2004,NA
"34059",1412000,"Powiat miński",2004,NA
"34060",1413000,"Powiat mławski",2004,NA
"34061",1414000,"Powiat nowodworski",2004,NA
"34062",1415000,"Powiat ostrołęcki",2004,NA
"34063",1416000,"Powiat ostrowski",2004,NA
"34064",1417000,"Powiat otwocki",2004,NA
"34065",1418000,"Powiat piaseczyński",2004,NA
"34066",1419000,"Powiat płocki",2004,NA
"34067",1420000,"Powiat płoński",2004,NA
"34068",1421000,"Powiat pruszkowski",2004,NA
"34069",1422000,"Powiat przasnyski",2004,NA
"34070",1423000,"Powiat przysuski",2004,NA
"34071",1424000,"Powiat pułtuski",2004,NA
"34072",1425000,"Powiat radomski",2004,NA
"34073",1426000,"Powiat siedlecki",2004,NA
"34074",1427000,"Powiat sierpecki",2004,NA
"34075",1428000,"Powiat sochaczewski",2004,NA
"34076",1429000,"Powiat sokołowski",2004,NA
"34077",1430000,"Powiat szydłowiecki",2004,NA
"34078",1432000,"Powiat warszawski zachodni",2004,NA
"34079",1433000,"Powiat węgrowski",2004,NA
"34080",1434000,"Powiat wołomiński",2004,NA
"34081",1435000,"Powiat wyszkowski",2004,NA
"34082",1436000,"Powiat zwoleński",2004,NA
"34083",1437000,"Powiat żuromiński",2004,NA
"34084",1438000,"Powiat żyrardowski",2004,NA
"34085",1461000,"Powiat m.Ostrołęka",2004,NA
"34086",1462000,"Powiat m.Płock",2004,NA
"34087",1463000,"Powiat m.Radom",2004,NA
"34088",1464000,"Powiat m.Siedlce",2004,NA
"34089",1465000,"Powiat m. st. Warszawa",2004,NA
"34090",1601000,"Powiat brzeski",2004,NA
"34091",1602000,"Powiat głubczycki",2004,NA
"34092",1603000,"Powiat kędzierzyńsko-kozielski",2004,NA
"34093",1604000,"Powiat kluczborski",2004,NA
"34094",1605000,"Powiat krapkowicki",2004,NA
"34095",1606000,"Powiat namysłowski",2004,NA
"34096",1607000,"Powiat nyski",2004,NA
"34097",1608000,"Powiat oleski",2004,NA
"34098",1609000,"Powiat opolski",2004,NA
"34099",1610000,"Powiat prudnicki",2004,NA
"34100",1611000,"Powiat strzelecki",2004,NA
"34101",1661000,"Powiat m.Opole",2004,NA
"34102",1801000,"Powiat bieszczadzki",2004,NA
"34103",1802000,"Powiat brzozowski",2004,NA
"34104",1803000,"Powiat dębicki",2004,NA
"34105",1804000,"Powiat jarosławski",2004,NA
"34106",1805000,"Powiat jasielski",2004,NA
"34107",1806000,"Powiat kolbuszowski",2004,NA
"34108",1807000,"Powiat krośnieński",2004,NA
"34109",1808000,"Powiat leżajski",2004,NA
"34110",1809000,"Powiat lubaczowski",2004,NA
"34111",1810000,"Powiat łańcucki",2004,NA
"34112",1811000,"Powiat mielecki",2004,NA
"34113",1812000,"Powiat niżański",2004,NA
"34114",1813000,"Powiat przemyski",2004,NA
"34115",1814000,"Powiat przeworski",2004,NA
"34116",1815000,"Powiat ropczycko-sędziszowski",2004,NA
"34117",1816000,"Powiat rzeszowski",2004,NA
"34118",1817000,"Powiat sanocki",2004,NA
"34119",1818000,"Powiat stalowowolski",2004,NA
"34120",1819000,"Powiat strzyżowski",2004,NA
"34121",1820000,"Powiat tarnobrzeski",2004,NA
"34122",1821000,"Powiat leski",2004,NA
"34123",1861000,"Powiat m.Krosno",2004,NA
"34124",1862000,"Powiat m.Przemyśl",2004,NA
"34125",1863000,"Powiat m.Rzeszów",2004,NA
"34126",1864000,"Powiat m.Tarnobrzeg",2004,NA
"34127",2001000,"Powiat augustowski",2004,NA
"34128",2002000,"Powiat białostocki",2004,NA
"34129",2003000,"Powiat bielski",2004,NA
"34130",2004000,"Powiat grajewski",2004,NA
"34131",2005000,"Powiat hajnowski",2004,NA
"34132",2006000,"Powiat kolneński",2004,NA
"34133",2007000,"Powiat łomżyński",2004,NA
"34134",2008000,"Powiat moniecki",2004,NA
"34135",2009000,"Powiat sejneński",2004,NA
"34136",2010000,"Powiat siemiatycki",2004,NA
"34137",2011000,"Powiat sokólski",2004,NA
"34138",2012000,"Powiat suwalski",2004,NA
"34139",2013000,"Powiat wysokomazowiecki",2004,NA
"34140",2014000,"Powiat zambrowski",2004,NA
"34141",2061000,"Powiat m.Białystok",2004,NA
"34142",2062000,"Powiat m.Łomża",2004,NA
"34143",2063000,"Powiat m.Suwałki",2004,NA
"34144",2201000,"Powiat bytowski",2004,NA
"34145",2202000,"Powiat chojnicki",2004,NA
"34146",2203000,"Powiat człuchowski",2004,NA
"34147",2204000,"Powiat gdański",2004,NA
"34148",2205000,"Powiat kartuski",2004,NA
"34149",2206000,"Powiat kościerski",2004,NA
"34150",2207000,"Powiat kwidzyński",2004,NA
"34151",2208000,"Powiat lęborski",2004,NA
"34152",2209000,"Powiat malborski",2004,NA
"34153",2210000,"Powiat nowodworski",2004,NA
"34154",2211000,"Powiat pucki",2004,NA
"34155",2212000,"Powiat słupski",2004,NA
"34156",2213000,"Powiat starogardzki",2004,NA
"34157",2214000,"Powiat tczewski",2004,NA
"34158",2215000,"Powiat wejherowski",2004,NA
"34159",2216000,"Powiat sztumski",2004,NA
"34160",2261000,"Powiat m.Gdańsk",2004,NA
"34161",2262000,"Powiat m.Gdynia",2004,NA
"34162",2263000,"Powiat m.Słupsk",2004,NA
"34163",2264000,"Powiat m.Sopot",2004,NA
"34164",2401000,"Powiat będziński",2004,NA
"34165",2402000,"Powiat bielski",2004,NA
"34166",2403000,"Powiat cieszyński",2004,NA
"34167",2404000,"Powiat częstochowski",2004,NA
"34168",2405000,"Powiat gliwicki",2004,NA
"34169",2406000,"Powiat kłobucki",2004,NA
"34170",2407000,"Powiat lubliniecki",2004,NA
"34171",2408000,"Powiat mikołowski",2004,NA
"34172",2409000,"Powiat myszkowski",2004,NA
"34173",2410000,"Powiat pszczyński",2004,NA
"34174",2411000,"Powiat raciborski",2004,NA
"34175",2412000,"Powiat rybnicki",2004,NA
"34176",2413000,"Powiat tarnogórski",2004,NA
"34177",2414000,"Powiat bieruńsko-lędziński",2004,NA
"34178",2415000,"Powiat wodzisławski",2004,NA
"34179",2416000,"Powiat zawierciański",2004,NA
"34180",2417000,"Powiat żywiecki",2004,NA
"34181",2461000,"Powiat m.Bielsko-Biała",2004,NA
"34182",2462000,"Powiat m.Bytom",2004,NA
"34183",2463000,"Powiat m.Chorzów",2004,NA
"34184",2464000,"Powiat m.Częstochowa",2004,NA
"34185",2465000,"Powiat m.Dąbrowa Górnicza",2004,NA
"34186",2466000,"Powiat m.Gliwice",2004,NA
"34187",2467000,"Powiat m.Jastrzębie-Zdrój",2004,NA
"34188",2468000,"Powiat m.Jaworzno",2004,NA
"34189",2469000,"Powiat m.Katowice",2004,NA
"34190",2470000,"Powiat m.Mysłowice",2004,NA
"34191",2471000,"Powiat m.Piekary Śląskie",2004,NA
"34192",2472000,"Powiat m.Ruda Śląska",2004,NA
"34193",2473000,"Powiat m.Rybnik",2004,NA
"34194",2474000,"Powiat m.Siemianowice Śląskie",2004,NA
"34195",2475000,"Powiat m.Sosnowiec",2004,NA
"34196",2476000,"Powiat m.Świętochłowice",2004,NA
"34197",2477000,"Powiat m.Tychy",2004,NA
"34198",2478000,"Powiat m.Zabrze",2004,NA
"34199",2479000,"Powiat m.Żory",2004,NA
"34200",2601000,"Powiat buski",2004,NA
"34201",2602000,"Powiat jędrzejowski",2004,NA
"34202",2603000,"Powiat kazimierski",2004,NA
"34203",2604000,"Powiat kielecki",2004,NA
"34204",2605000,"Powiat konecki",2004,NA
"34205",2606000,"Powiat opatowski",2004,NA
"34206",2607000,"Powiat ostrowiecki",2004,NA
"34207",2608000,"Powiat pińczowski",2004,NA
"34208",2609000,"Powiat sandomierski",2004,NA
"34209",2610000,"Powiat skarżyski",2004,NA
"34210",2611000,"Powiat starachowicki",2004,NA
"34211",2612000,"Powiat staszowski",2004,NA
"34212",2613000,"Powiat włoszczowski",2004,NA
"34213",2661000,"Powiat m.Kielce",2004,NA
"34214",2801000,"Powiat bartoszycki",2004,NA
"34215",2802000,"Powiat braniewski",2004,NA
"34216",2803000,"Powiat działdowski",2004,NA
"34217",2804000,"Powiat elbląski",2004,NA
"34218",2805000,"Powiat ełcki",2004,NA
"34219",2806000,"Powiat giżycki",2004,NA
"34220",2807000,"Powiat iławski",2004,NA
"34221",2808000,"Powiat kętrzyński",2004,NA
"34222",2809000,"Powiat lidzbarski",2004,NA
"34223",2810000,"Powiat mrągowski",2004,NA
"34224",2811000,"Powiat nidzicki",2004,NA
"34225",2812000,"Powiat nowomiejski",2004,NA
"34226",2813000,"Powiat olecki",2004,NA
"34227",2814000,"Powiat olsztyński",2004,NA
"34228",2815000,"Powiat ostródzki",2004,NA
"34229",2816000,"Powiat piski",2004,NA
"34230",2817000,"Powiat szczycieński",2004,NA
"34231",2818000,"Powiat gołdapski",2004,NA
"34232",2819000,"Powiat węgorzewski",2004,NA
"34233",2861000,"Powiat m.Elbląg",2004,NA
"34234",2862000,"Powiat m.Olsztyn",2004,NA
"34235",3001000,"Powiat chodzieski",2004,NA
"34236",3002000,"Powiat czarnkowsko-trzcianecki",2004,NA
"34237",3003000,"Powiat gnieźnieński",2004,NA
"34238",3004000,"Powiat gostyński",2004,NA
"34239",3005000,"Powiat grodziski",2004,NA
"34240",3006000,"Powiat jarociński",2004,NA
"34241",3007000,"Powiat kaliski",2004,NA
"34242",3008000,"Powiat kępiński",2004,NA
"34243",3009000,"Powiat kolski",2004,NA
"34244",3010000,"Powiat koniński",2004,NA
"34245",3011000,"Powiat kościański",2004,NA
"34246",3012000,"Powiat krotoszyński",2004,NA
"34247",3013000,"Powiat leszczyński",2004,NA
"34248",3014000,"Powiat międzychodzki",2004,NA
"34249",3015000,"Powiat nowotomyski",2004,NA
