"","Kod","Nazwa","rok","POJAZDY_CTAB_samochody_cieZarowe_o_ladownosci_10_ton_i_wiekszej_szt"
"36335",1402000,"Powiat ciechanowski",2010,NA
"36336",1403000,"Powiat garwoliński",2010,NA
"36337",1404000,"Powiat gostyniński",2010,NA
"36338",1405000,"Powiat grodziski",2010,NA
"36339",1406000,"Powiat grójecki",2010,NA
"36340",1407000,"Powiat kozienicki",2010,NA
"36341",1408000,"Powiat legionowski",2010,NA
"36342",1409000,"Powiat lipski",2010,NA
"36343",1410000,"Powiat łosicki",2010,NA
"36344",1411000,"Powiat makowski",2010,NA
"36345",1412000,"Powiat miński",2010,NA
"36346",1413000,"Powiat mławski",2010,NA
"36347",1414000,"Powiat nowodworski",2010,NA
"36348",1415000,"Powiat ostrołęcki",2010,NA
"36349",1416000,"Powiat ostrowski",2010,NA
"36350",1417000,"Powiat otwocki",2010,NA
"36351",1418000,"Powiat piaseczyński",2010,NA
"36352",1419000,"Powiat płocki",2010,NA
"36353",1420000,"Powiat płoński",2010,NA
"36354",1421000,"Powiat pruszkowski",2010,NA
"36355",1422000,"Powiat przasnyski",2010,NA
"36356",1423000,"Powiat przysuski",2010,NA
"36357",1424000,"Powiat pułtuski",2010,NA
"36358",1425000,"Powiat radomski",2010,NA
"36359",1426000,"Powiat siedlecki",2010,NA
"36360",1427000,"Powiat sierpecki",2010,NA
"36361",1428000,"Powiat sochaczewski",2010,NA
"36362",1429000,"Powiat sokołowski",2010,NA
"36363",1430000,"Powiat szydłowiecki",2010,NA
"36364",1432000,"Powiat warszawski zachodni",2010,NA
"36365",1433000,"Powiat węgrowski",2010,NA
"36366",1434000,"Powiat wołomiński",2010,NA
"36367",1435000,"Powiat wyszkowski",2010,NA
"36368",1436000,"Powiat zwoleński",2010,NA
"36369",1437000,"Powiat żuromiński",2010,NA
"36370",1438000,"Powiat żyrardowski",2010,NA
"36371",1461000,"Powiat m.Ostrołęka",2010,NA
"36372",1462000,"Powiat m.Płock",2010,NA
"36373",1463000,"Powiat m.Radom",2010,NA
"36374",1464000,"Powiat m.Siedlce",2010,NA
"36375",1465000,"Powiat m. st. Warszawa",2010,NA
"36376",1601000,"Powiat brzeski",2010,NA
"36377",1602000,"Powiat głubczycki",2010,NA
"36378",1603000,"Powiat kędzierzyńsko-kozielski",2010,NA
"36379",1604000,"Powiat kluczborski",2010,NA
"36380",1605000,"Powiat krapkowicki",2010,NA
"36381",1606000,"Powiat namysłowski",2010,NA
"36382",1607000,"Powiat nyski",2010,NA
"36383",1608000,"Powiat oleski",2010,NA
"36384",1609000,"Powiat opolski",2010,NA
"36385",1610000,"Powiat prudnicki",2010,NA
"36386",1611000,"Powiat strzelecki",2010,NA
"36387",1661000,"Powiat m.Opole",2010,NA
"36388",1801000,"Powiat bieszczadzki",2010,NA
"36389",1802000,"Powiat brzozowski",2010,NA
"36390",1803000,"Powiat dębicki",2010,NA
"36391",1804000,"Powiat jarosławski",2010,NA
"36392",1805000,"Powiat jasielski",2010,NA
"36393",1806000,"Powiat kolbuszowski",2010,NA
"36394",1807000,"Powiat krośnieński",2010,NA
"36395",1808000,"Powiat leżajski",2010,NA
"36396",1809000,"Powiat lubaczowski",2010,NA
"36397",1810000,"Powiat łańcucki",2010,NA
"36398",1811000,"Powiat mielecki",2010,NA
"36399",1812000,"Powiat niżański",2010,NA
"36400",1813000,"Powiat przemyski",2010,NA
"36401",1814000,"Powiat przeworski",2010,NA
"36402",1815000,"Powiat ropczycko-sędziszowski",2010,NA
"36403",1816000,"Powiat rzeszowski",2010,NA
"36404",1817000,"Powiat sanocki",2010,NA
"36405",1818000,"Powiat stalowowolski",2010,NA
"36406",1819000,"Powiat strzyżowski",2010,NA
"36407",1820000,"Powiat tarnobrzeski",2010,NA
"36408",1821000,"Powiat leski",2010,NA
"36409",1861000,"Powiat m.Krosno",2010,NA
"36410",1862000,"Powiat m.Przemyśl",2010,NA
"36411",1863000,"Powiat m.Rzeszów",2010,NA
"36412",1864000,"Powiat m.Tarnobrzeg",2010,NA
"36413",2001000,"Powiat augustowski",2010,NA
"36414",2002000,"Powiat białostocki",2010,NA
"36415",2003000,"Powiat bielski",2010,NA
"36416",2004000,"Powiat grajewski",2010,NA
"36417",2005000,"Powiat hajnowski",2010,NA
"36418",2006000,"Powiat kolneński",2010,NA
"36419",2007000,"Powiat łomżyński",2010,NA
"36420",2008000,"Powiat moniecki",2010,NA
"36421",2009000,"Powiat sejneński",2010,NA
"36422",2010000,"Powiat siemiatycki",2010,NA
"36423",2011000,"Powiat sokólski",2010,NA
"36424",2012000,"Powiat suwalski",2010,NA
"36425",2013000,"Powiat wysokomazowiecki",2010,NA
"36426",2014000,"Powiat zambrowski",2010,NA
"36427",2061000,"Powiat m.Białystok",2010,NA
"36428",2062000,"Powiat m.Łomża",2010,NA
"36429",2063000,"Powiat m.Suwałki",2010,NA
"36430",2201000,"Powiat bytowski",2010,NA
"36431",2202000,"Powiat chojnicki",2010,NA
"36432",2203000,"Powiat człuchowski",2010,NA
"36433",2204000,"Powiat gdański",2010,NA
"36434",2205000,"Powiat kartuski",2010,NA
"36435",2206000,"Powiat kościerski",2010,NA
"36436",2207000,"Powiat kwidzyński",2010,NA
"36437",2208000,"Powiat lęborski",2010,NA
"36438",2209000,"Powiat malborski",2010,NA
"36439",2210000,"Powiat nowodworski",2010,NA
"36440",2211000,"Powiat pucki",2010,NA
"36441",2212000,"Powiat słupski",2010,NA
"36442",2213000,"Powiat starogardzki",2010,NA
"36443",2214000,"Powiat tczewski",2010,NA
"36444",2215000,"Powiat wejherowski",2010,NA
"36445",2216000,"Powiat sztumski",2010,NA
"36446",2261000,"Powiat m.Gdańsk",2010,NA
"36447",2262000,"Powiat m.Gdynia",2010,NA
"36448",2263000,"Powiat m.Słupsk",2010,NA
"36449",2264000,"Powiat m.Sopot",2010,NA
"36450",2401000,"Powiat będziński",2010,NA
"36451",2402000,"Powiat bielski",2010,NA
"36452",2403000,"Powiat cieszyński",2010,NA
"36453",2404000,"Powiat częstochowski",2010,NA
"36454",2405000,"Powiat gliwicki",2010,NA
"36455",2406000,"Powiat kłobucki",2010,NA
"36456",2407000,"Powiat lubliniecki",2010,NA
"36457",2408000,"Powiat mikołowski",2010,NA
"36458",2409000,"Powiat myszkowski",2010,NA
"36459",2410000,"Powiat pszczyński",2010,NA
"36460",2411000,"Powiat raciborski",2010,NA
"36461",2412000,"Powiat rybnicki",2010,NA
"36462",2413000,"Powiat tarnogórski",2010,NA
"36463",2414000,"Powiat bieruńsko-lędziński",2010,NA
"36464",2415000,"Powiat wodzisławski",2010,NA
"36465",2416000,"Powiat zawierciański",2010,NA
"36466",2417000,"Powiat żywiecki",2010,NA
"36467",2461000,"Powiat m.Bielsko-Biała",2010,NA
"36468",2462000,"Powiat m.Bytom",2010,NA
"36469",2463000,"Powiat m.Chorzów",2010,NA
"36470",2464000,"Powiat m.Częstochowa",2010,NA
"36471",2465000,"Powiat m.Dąbrowa Górnicza",2010,NA
"36472",2466000,"Powiat m.Gliwice",2010,NA
"36473",2467000,"Powiat m.Jastrzębie-Zdrój",2010,NA
"36474",2468000,"Powiat m.Jaworzno",2010,NA
"36475",2469000,"Powiat m.Katowice",2010,NA
"36476",2470000,"Powiat m.Mysłowice",2010,NA
"36477",2471000,"Powiat m.Piekary Śląskie",2010,NA
"36478",2472000,"Powiat m.Ruda Śląska",2010,NA
"36479",2473000,"Powiat m.Rybnik",2010,NA
"36480",2474000,"Powiat m.Siemianowice Śląskie",2010,NA
"36481",2475000,"Powiat m.Sosnowiec",2010,NA
"36482",2476000,"Powiat m.Świętochłowice",2010,NA
"36483",2477000,"Powiat m.Tychy",2010,NA
"36484",2478000,"Powiat m.Zabrze",2010,NA
"36485",2479000,"Powiat m.Żory",2010,NA
"36486",2601000,"Powiat buski",2010,NA
"36487",2602000,"Powiat jędrzejowski",2010,NA
"36488",2603000,"Powiat kazimierski",2010,NA
"36489",2604000,"Powiat kielecki",2010,NA
"36490",2605000,"Powiat konecki",2010,NA
"36491",2606000,"Powiat opatowski",2010,NA
"36492",2607000,"Powiat ostrowiecki",2010,NA
"36493",2608000,"Powiat pińczowski",2010,NA
"36494",2609000,"Powiat sandomierski",2010,NA
"36495",2610000,"Powiat skarżyski",2010,NA
"36496",2611000,"Powiat starachowicki",2010,NA
"36497",2612000,"Powiat staszowski",2010,NA
"36498",2613000,"Powiat włoszczowski",2010,NA
"36499",2661000,"Powiat m.Kielce",2010,NA
"36500",2801000,"Powiat bartoszycki",2010,NA
"36501",2802000,"Powiat braniewski",2010,NA
"36502",2803000,"Powiat działdowski",2010,NA
"36503",2804000,"Powiat elbląski",2010,NA
"36504",2805000,"Powiat ełcki",2010,NA
"36505",2806000,"Powiat giżycki",2010,NA
"36506",2807000,"Powiat iławski",2010,NA
"36507",2808000,"Powiat kętrzyński",2010,NA
"36508",2809000,"Powiat lidzbarski",2010,NA
"36509",2810000,"Powiat mrągowski",2010,NA
"36510",2811000,"Powiat nidzicki",2010,NA
"36511",2812000,"Powiat nowomiejski",2010,NA
"36512",2813000,"Powiat olecki",2010,NA
"36513",2814000,"Powiat olsztyński",2010,NA
"36514",2815000,"Powiat ostródzki",2010,NA
"36515",2816000,"Powiat piski",2010,NA
"36516",2817000,"Powiat szczycieński",2010,NA
"36517",2818000,"Powiat gołdapski",2010,NA
"36518",2819000,"Powiat węgorzewski",2010,NA
"36519",2861000,"Powiat m.Elbląg",2010,NA
"36520",2862000,"Powiat m.Olsztyn",2010,NA
"36521",3001000,"Powiat chodzieski",2010,NA
"36522",3002000,"Powiat czarnkowsko-trzcianecki",2010,NA
"36523",3003000,"Powiat gnieźnieński",2010,NA
"36524",3004000,"Powiat gostyński",2010,NA
"36525",3005000,"Powiat grodziski",2010,NA
"36526",3006000,"Powiat jarociński",2010,NA
"36527",3007000,"Powiat kaliski",2010,NA
"36528",3008000,"Powiat kępiński",2010,NA
"36529",3009000,"Powiat kolski",2010,NA
"36530",3010000,"Powiat koniński",2010,NA
"36531",3011000,"Powiat kościański",2010,NA
"36532",3012000,"Powiat krotoszyński",2010,NA
"36533",3013000,"Powiat leszczyński",2010,NA
"36534",3014000,"Powiat międzychodzki",2010,NA
"36535",3015000,"Powiat nowotomyski",2010,NA
"36536",3016000,"Powiat obornicki",2010,NA
"36537",3017000,"Powiat ostrowski",2010,NA
"36538",3018000,"Powiat ostrzeszowski",2010,NA
"36539",3019000,"Powiat pilski",2010,NA
"36540",3020000,"Powiat pleszewski",2010,NA
"36541",3021000,"Powiat poznański",2010,NA
"36542",3022000,"Powiat rawicki",2010,NA
"36543",3023000,"Powiat słupecki",2010,NA
"36544",3024000,"Powiat szamotulski",2010,NA
"36545",3025000,"Powiat średzki",2010,NA
"36546",3026000,"Powiat śremski",2010,NA
"36547",3027000,"Powiat turecki",2010,NA
"36548",3028000,"Powiat wągrowiecki",2010,NA
"36549",3029000,"Powiat wolsztyński",2010,NA
"36550",3030000,"Powiat wrzesiński",2010,NA
"36551",3031000,"Powiat złotowski",2010,NA
"36552",3061000,"Powiat m.Kalisz",2010,NA
"36553",3062000,"Powiat m.Konin",2010,NA
"36554",3063000,"Powiat m.Leszno",2010,NA
"36555",3064000,"Powiat m.Poznań",2010,NA
"36556",3201000,"Powiat białogardzki",2010,NA
"36557",3202000,"Powiat choszczeński",2010,NA
"36558",3203000,"Powiat drawski",2010,NA
"36559",3204000,"Powiat goleniowski",2010,NA
"36560",3205000,"Powiat gryficki",2010,NA
"36561",3206000,"Powiat gryfiński",2010,NA
"36562",3207000,"Powiat kamieński",2010,NA
"36563",3208000,"Powiat kołobrzeski",2010,NA
"36564",3209000,"Powiat koszaliński",2010,NA
"36565",3210000,"Powiat myśliborski",2010,NA
"36566",3211000,"Powiat policki",2010,NA
"36567",3212000,"Powiat pyrzycki",2010,NA
"36568",3213000,"Powiat sławieński",2010,NA
"36569",3214000,"Powiat stargardzki",2010,NA
"36570",3215000,"Powiat szczecinecki",2010,NA
"36571",3216000,"Powiat świdwiński",2010,NA
"36572",3217000,"Powiat wałecki",2010,NA
"36573",3218000,"Powiat łobeski",2010,NA
"36574",3261000,"Powiat m.Koszalin",2010,NA
"36575",3262000,"Powiat m.Szczecin",2010,NA
"36576",3263000,"Powiat m.Świnoujście",2010,NA
"36577",201000,"Powiat bolesławiecki",2011,NA
"36578",202000,"Powiat dzierżoniowski",2011,NA
"36579",203000,"Powiat głogowski",2011,NA
"36580",204000,"Powiat górowski",2011,NA
"36581",205000,"Powiat jaworski",2011,NA
"36582",206000,"Powiat jeleniogórski",2011,NA
"36583",207000,"Powiat kamiennogórski",2011,NA
"36584",208000,"Powiat kłodzki",2011,NA
"36585",209000,"Powiat legnicki",2011,NA
"36586",210000,"Powiat lubański",2011,NA
"36587",211000,"Powiat lubiński",2011,NA
"36588",212000,"Powiat lwówecki",2011,NA
"36589",213000,"Powiat milicki",2011,NA
"36590",214000,"Powiat oleśnicki",2011,NA
"36591",215000,"Powiat oławski",2011,NA
"36592",216000,"Powiat polkowicki",2011,NA
"36593",217000,"Powiat strzeliński",2011,NA
"36594",218000,"Powiat średzki",2011,NA
"36595",219000,"Powiat świdnicki",2011,NA
"36596",220000,"Powiat trzebnicki",2011,NA
"36597",221000,"Powiat wałbrzyski",2011,NA
"36598",222000,"Powiat wołowski",2011,NA
"36599",223000,"Powiat wrocławski",2011,NA
"36600",224000,"Powiat ząbkowicki",2011,NA
"36601",225000,"Powiat zgorzelecki",2011,NA
"36602",226000,"Powiat złotoryjski",2011,NA
"36603",261000,"Powiat m.Jelenia Góra",2011,NA
"36604",262000,"Powiat m.Legnica",2011,NA
"36605",263000,"Powiat m.Wałbrzych do 2002",2011,NA
"36606",264000,"Powiat m.Wrocław",2011,NA
"36607",265000,"Powiat m.Wałbrzych od 2013",2011,NA
"36608",401000,"Powiat aleksandrowski",2011,NA
"36609",402000,"Powiat brodnicki",2011,NA
"36610",403000,"Powiat bydgoski",2011,NA
"36611",404000,"Powiat chełmiński",2011,NA
"36612",405000,"Powiat golubsko-dobrzyński",2011,NA
"36613",406000,"Powiat grudziądzki",2011,NA
"36614",407000,"Powiat inowrocławski",2011,NA
"36615",408000,"Powiat lipnowski",2011,NA
"36616",409000,"Powiat mogileński",2011,NA
"36617",410000,"Powiat nakielski",2011,NA
"36618",411000,"Powiat radziejowski",2011,NA
"36619",412000,"Powiat rypiński",2011,NA
"36620",413000,"Powiat sępoleński",2011,NA
"36621",414000,"Powiat świecki",2011,NA
"36622",415000,"Powiat toruński",2011,NA
"36623",416000,"Powiat tucholski",2011,NA
"36624",417000,"Powiat wąbrzeski",2011,NA
"36625",418000,"Powiat włocławski",2011,NA
"36626",419000,"Powiat żniński",2011,NA
"36627",461000,"Powiat m.Bydgoszcz",2011,NA
"36628",462000,"Powiat m.Grudziądz",2011,NA
"36629",463000,"Powiat m.Toruń",2011,NA
"36630",464000,"Powiat m.Włocławek",2011,NA
"36631",601000,"Powiat bialski",2011,NA
"36632",602000,"Powiat biłgorajski",2011,NA
"36633",603000,"Powiat chełmski",2011,NA
"36634",604000,"Powiat hrubieszowski",2011,NA
"36635",605000,"Powiat janowski",2011,NA
"36636",606000,"Powiat krasnostawski",2011,NA
"36637",607000,"Powiat kraśnicki",2011,NA
"36638",608000,"Powiat lubartowski",2011,NA
"36639",609000,"Powiat lubelski",2011,NA
"36640",610000,"Powiat łęczyński",2011,NA
"36641",611000,"Powiat łukowski",2011,NA
"36642",612000,"Powiat opolski",2011,NA
"36643",613000,"Powiat parczewski",2011,NA
"36644",614000,"Powiat puławski",2011,NA
"36645",615000,"Powiat radzyński",2011,NA
"36646",616000,"Powiat rycki",2011,NA
"36647",617000,"Powiat świdnicki",2011,NA
"36648",618000,"Powiat tomaszowski",2011,NA
"36649",619000,"Powiat włodawski",2011,NA
"36650",620000,"Powiat zamojski",2011,NA
"36651",661000,"Powiat m.Biała Podlaska",2011,NA
"36652",662000,"Powiat m.Chełm",2011,NA
"36653",663000,"Powiat m.Lublin",2011,NA
"36654",664000,"Powiat m.Zamość",2011,NA
"36655",801000,"Powiat gorzowski",2011,NA
"36656",802000,"Powiat krośnieński",2011,NA
"36657",803000,"Powiat międzyrzecki",2011,NA
"36658",804000,"Powiat nowosolski",2011,NA
"36659",805000,"Powiat słubicki",2011,NA
"36660",806000,"Powiat strzelecko-drezdenecki",2011,NA
"36661",807000,"Powiat sulęciński",2011,NA
"36662",808000,"Powiat świebodziński",2011,NA
"36663",809000,"Powiat zielonogórski",2011,NA
"36664",810000,"Powiat żagański",2011,NA
"36665",811000,"Powiat żarski",2011,NA
"36666",812000,"Powiat wschowski",2011,NA
"36667",861000,"Powiat m.Gorzów Wielkopolski",2011,NA
"36668",862000,"Powiat m.Zielona Góra",2011,NA
"36669",1001000,"Powiat bełchatowski",2011,NA
"36670",1002000,"Powiat kutnowski",2011,NA
"36671",1003000,"Powiat łaski",2011,NA
"36672",1004000,"Powiat łęczycki",2011,NA
"36673",1005000,"Powiat łowicki",2011,NA
"36674",1006000,"Powiat łódzki wschodni",2011,NA
"36675",1007000,"Powiat opoczyński",2011,NA
"36676",1008000,"Powiat pabianicki",2011,NA
"36677",1009000,"Powiat pajęczański",2011,NA
"36678",1010000,"Powiat piotrkowski",2011,NA
"36679",1011000,"Powiat poddębicki",2011,NA
"36680",1012000,"Powiat radomszczański",2011,NA
"36681",1013000,"Powiat rawski",2011,NA
"36682",1014000,"Powiat sieradzki",2011,NA
"36683",1015000,"Powiat skierniewicki",2011,NA
"36684",1016000,"Powiat tomaszowski",2011,NA
"36685",1017000,"Powiat wieluński",2011,NA
"36686",1018000,"Powiat wieruszowski",2011,NA
"36687",1019000,"Powiat zduńskowolski",2011,NA
"36688",1020000,"Powiat zgierski",2011,NA
"36689",1021000,"Powiat brzeziński",2011,NA
"36690",1061000,"Powiat m.Łódź",2011,NA
"36691",1062000,"Powiat m.Piotrków Trybunalski",2011,NA
"36692",1063000,"Powiat m.Skierniewice",2011,NA
"36693",1201000,"Powiat bocheński",2011,NA
"36694",1202000,"Powiat brzeski",2011,NA
"36695",1203000,"Powiat chrzanowski",2011,NA
"36696",1204000,"Powiat dąbrowski",2011,NA
"36697",1205000,"Powiat gorlicki",2011,NA
"36698",1206000,"Powiat krakowski",2011,NA
"36699",1207000,"Powiat limanowski",2011,NA
"36700",1208000,"Powiat miechowski",2011,NA
"36701",1209000,"Powiat myślenicki",2011,NA
"36702",1210000,"Powiat nowosądecki",2011,NA
"36703",1211000,"Powiat nowotarski",2011,NA
"36704",1212000,"Powiat olkuski",2011,NA
"36705",1213000,"Powiat oświęcimski",2011,NA
"36706",1214000,"Powiat proszowicki",2011,NA
"36707",1215000,"Powiat suski",2011,NA
"36708",1216000,"Powiat tarnowski",2011,NA
"36709",1217000,"Powiat tatrzański",2011,NA
"36710",1218000,"Powiat wadowicki",2011,NA
"36711",1219000,"Powiat wielicki",2011,NA
"36712",1261000,"Powiat m.Kraków",2011,NA
"36713",1262000,"Powiat m.Nowy Sącz",2011,NA
"36714",1263000,"Powiat m.Tarnów",2011,NA
"36715",1401000,"Powiat białobrzeski",2011,NA
"36716",1402000,"Powiat ciechanowski",2011,NA
"36717",1403000,"Powiat garwoliński",2011,NA
"36718",1404000,"Powiat gostyniński",2011,NA
"36719",1405000,"Powiat grodziski",2011,NA
"36720",1406000,"Powiat grójecki",2011,NA
"36721",1407000,"Powiat kozienicki",2011,NA
"36722",1408000,"Powiat legionowski",2011,NA
"36723",1409000,"Powiat lipski",2011,NA
"36724",1410000,"Powiat łosicki",2011,NA
"36725",1411000,"Powiat makowski",2011,NA
"36726",1412000,"Powiat miński",2011,NA
"36727",1413000,"Powiat mławski",2011,NA
"36728",1414000,"Powiat nowodworski",2011,NA
"36729",1415000,"Powiat ostrołęcki",2011,NA
"36730",1416000,"Powiat ostrowski",2011,NA
"36731",1417000,"Powiat otwocki",2011,NA
"36732",1418000,"Powiat piaseczyński",2011,NA
"36733",1419000,"Powiat płocki",2011,NA
"36734",1420000,"Powiat płoński",2011,NA
"36735",1421000,"Powiat pruszkowski",2011,NA
"36736",1422000,"Powiat przasnyski",2011,NA
"36737",1423000,"Powiat przysuski",2011,NA
"36738",1424000,"Powiat pułtuski",2011,NA
"36739",1425000,"Powiat radomski",2011,NA
"36740",1426000,"Powiat siedlecki",2011,NA
"36741",1427000,"Powiat sierpecki",2011,NA
"36742",1428000,"Powiat sochaczewski",2011,NA
"36743",1429000,"Powiat sokołowski",2011,NA
"36744",1430000,"Powiat szydłowiecki",2011,NA
"36745",1432000,"Powiat warszawski zachodni",2011,NA
"36746",1433000,"Powiat węgrowski",2011,NA
"36747",1434000,"Powiat wołomiński",2011,NA
"36748",1435000,"Powiat wyszkowski",2011,NA
"36749",1436000,"Powiat zwoleński",2011,NA
"36750",1437000,"Powiat żuromiński",2011,NA
"36751",1438000,"Powiat żyrardowski",2011,NA
"36752",1461000,"Powiat m.Ostrołęka",2011,NA
"36753",1462000,"Powiat m.Płock",2011,NA
"36754",1463000,"Powiat m.Radom",2011,NA
"36755",1464000,"Powiat m.Siedlce",2011,NA
"36756",1465000,"Powiat m. st. Warszawa",2011,NA
"36757",1601000,"Powiat brzeski",2011,NA
"36758",1602000,"Powiat głubczycki",2011,NA
"36759",1603000,"Powiat kędzierzyńsko-kozielski",2011,NA
"36760",1604000,"Powiat kluczborski",2011,NA
"36761",1605000,"Powiat krapkowicki",2011,NA
"36762",1606000,"Powiat namysłowski",2011,NA
"36763",1607000,"Powiat nyski",2011,NA
"36764",1608000,"Powiat oleski",2011,NA
"36765",1609000,"Powiat opolski",2011,NA
"36766",1610000,"Powiat prudnicki",2011,NA
"36767",1611000,"Powiat strzelecki",2011,NA
"36768",1661000,"Powiat m.Opole",2011,NA
"36769",1801000,"Powiat bieszczadzki",2011,NA
"36770",1802000,"Powiat brzozowski",2011,NA
"36771",1803000,"Powiat dębicki",2011,NA
"36772",1804000,"Powiat jarosławski",2011,NA
"36773",1805000,"Powiat jasielski",2011,NA
"36774",1806000,"Powiat kolbuszowski",2011,NA
"36775",1807000,"Powiat krośnieński",2011,NA
"36776",1808000,"Powiat leżajski",2011,NA
"36777",1809000,"Powiat lubaczowski",2011,NA
"36778",1810000,"Powiat łańcucki",2011,NA
"36779",1811000,"Powiat mielecki",2011,NA
"36780",1812000,"Powiat niżański",2011,NA
"36781",1813000,"Powiat przemyski",2011,NA
"36782",1814000,"Powiat przeworski",2011,NA
"36783",1815000,"Powiat ropczycko-sędziszowski",2011,NA
"36784",1816000,"Powiat rzeszowski",2011,NA
"36785",1817000,"Powiat sanocki",2011,NA
"36786",1818000,"Powiat stalowowolski",2011,NA
"36787",1819000,"Powiat strzyżowski",2011,NA
"36788",1820000,"Powiat tarnobrzeski",2011,NA
"36789",1821000,"Powiat leski",2011,NA
"36790",1861000,"Powiat m.Krosno",2011,NA
"36791",1862000,"Powiat m.Przemyśl",2011,NA
"36792",1863000,"Powiat m.Rzeszów",2011,NA
"36793",1864000,"Powiat m.Tarnobrzeg",2011,NA
"36794",2001000,"Powiat augustowski",2011,NA
"36795",2002000,"Powiat białostocki",2011,NA
"36796",2003000,"Powiat bielski",2011,NA
"36797",2004000,"Powiat grajewski",2011,NA
"36798",2005000,"Powiat hajnowski",2011,NA
"36799",2006000,"Powiat kolneński",2011,NA
"36800",2007000,"Powiat łomżyński",2011,NA
"36801",2008000,"Powiat moniecki",2011,NA
"36802",2009000,"Powiat sejneński",2011,NA
"36803",2010000,"Powiat siemiatycki",2011,NA
"36804",2011000,"Powiat sokólski",2011,NA
"36805",2012000,"Powiat suwalski",2011,NA
"36806",2013000,"Powiat wysokomazowiecki",2011,NA
"36807",2014000,"Powiat zambrowski",2011,NA
"36808",2061000,"Powiat m.Białystok",2011,NA
"36809",2062000,"Powiat m.Łomża",2011,NA
"36810",2063000,"Powiat m.Suwałki",2011,NA
"36811",2201000,"Powiat bytowski",2011,NA
"36812",2202000,"Powiat chojnicki",2011,NA
"36813",2203000,"Powiat człuchowski",2011,NA
"36814",2204000,"Powiat gdański",2011,NA
"36815",2205000,"Powiat kartuski",2011,NA
"36816",2206000,"Powiat kościerski",2011,NA
"36817",2207000,"Powiat kwidzyński",2011,NA
"36818",2208000,"Powiat lęborski",2011,NA
"36819",2209000,"Powiat malborski",2011,NA
"36820",2210000,"Powiat nowodworski",2011,NA
"36821",2211000,"Powiat pucki",2011,NA
"36822",2212000,"Powiat słupski",2011,NA
"36823",2213000,"Powiat starogardzki",2011,NA
"36824",2214000,"Powiat tczewski",2011,NA
"36825",2215000,"Powiat wejherowski",2011,NA
"36826",2216000,"Powiat sztumski",2011,NA
"36827",2261000,"Powiat m.Gdańsk",2011,NA
"36828",2262000,"Powiat m.Gdynia",2011,NA
"36829",2263000,"Powiat m.Słupsk",2011,NA
"36830",2264000,"Powiat m.Sopot",2011,NA
"36831",2401000,"Powiat będziński",2011,NA
"36832",2402000,"Powiat bielski",2011,NA
"36833",2403000,"Powiat cieszyński",2011,NA
"36834",2404000,"Powiat częstochowski",2011,NA
"36835",2405000,"Powiat gliwicki",2011,NA
"36836",2406000,"Powiat kłobucki",2011,NA
"36837",2407000,"Powiat lubliniecki",2011,NA
"36838",2408000,"Powiat mikołowski",2011,NA
"36839",2409000,"Powiat myszkowski",2011,NA
"36840",2410000,"Powiat pszczyński",2011,NA
"36841",2411000,"Powiat raciborski",2011,NA
"36842",2412000,"Powiat rybnicki",2011,NA
"36843",2413000,"Powiat tarnogórski",2011,NA
"36844",2414000,"Powiat bieruńsko-lędziński",2011,NA
"36845",2415000,"Powiat wodzisławski",2011,NA
"36846",2416000,"Powiat zawierciański",2011,NA
"36847",2417000,"Powiat żywiecki",2011,NA
"36848",2461000,"Powiat m.Bielsko-Biała",2011,NA
"36849",2462000,"Powiat m.Bytom",2011,NA
"36850",2463000,"Powiat m.Chorzów",2011,NA
"36851",2464000,"Powiat m.Częstochowa",2011,NA
"36852",2465000,"Powiat m.Dąbrowa Górnicza",2011,NA
"36853",2466000,"Powiat m.Gliwice",2011,NA
"36854",2467000,"Powiat m.Jastrzębie-Zdrój",2011,NA
"36855",2468000,"Powiat m.Jaworzno",2011,NA
"36856",2469000,"Powiat m.Katowice",2011,NA
"36857",2470000,"Powiat m.Mysłowice",2011,NA
"36858",2471000,"Powiat m.Piekary Śląskie",2011,NA
"36859",2472000,"Powiat m.Ruda Śląska",2011,NA
"36860",2473000,"Powiat m.Rybnik",2011,NA
"36861",2474000,"Powiat m.Siemianowice Śląskie",2011,NA
"36862",2475000,"Powiat m.Sosnowiec",2011,NA
"36863",2476000,"Powiat m.Świętochłowice",2011,NA
"36864",2477000,"Powiat m.Tychy",2011,NA
"36865",2478000,"Powiat m.Zabrze",2011,NA
"36866",2479000,"Powiat m.Żory",2011,NA
"36867",2601000,"Powiat buski",2011,NA
"36868",2602000,"Powiat jędrzejowski",2011,NA
"36869",2603000,"Powiat kazimierski",2011,NA
"36870",2604000,"Powiat kielecki",2011,NA
"36871",2605000,"Powiat konecki",2011,NA
"36872",2606000,"Powiat opatowski",2011,NA
"36873",2607000,"Powiat ostrowiecki",2011,NA
"36874",2608000,"Powiat pińczowski",2011,NA
"36875",2609000,"Powiat sandomierski",2011,NA
"36876",2610000,"Powiat skarżyski",2011,NA
"36877",2611000,"Powiat starachowicki",2011,NA
"36878",2612000,"Powiat staszowski",2011,NA
"36879",2613000,"Powiat włoszczowski",2011,NA
"36880",2661000,"Powiat m.Kielce",2011,NA
"36881",2801000,"Powiat bartoszycki",2011,NA
"36882",2802000,"Powiat braniewski",2011,NA
"36883",2803000,"Powiat działdowski",2011,NA
"36884",2804000,"Powiat elbląski",2011,NA
"36885",2805000,"Powiat ełcki",2011,NA
