"","Kod","Nazwa","rok","ludnosc_grupy_ekonomiczne_w_wieku_przedprodukcyjnym_proc"
"5463",1213000,"Powiat oświęcimski",2016,17.6
"5464",1214000,"Powiat proszowicki",2016,17.8
"5465",1215000,"Powiat suski",2016,20.1
"5466",1216000,"Powiat tarnowski",2016,19.8
"5467",1217000,"Powiat tatrzański",2016,19.3
"5468",1218000,"Powiat wadowicki",2016,19.8
"5469",1219000,"Powiat wielicki",2016,20.8
"5470",1261000,"Powiat m.Kraków",2016,16.2
"5471",1262000,"Powiat m.Nowy Sącz",2016,18.7
"5472",1263000,"Powiat m.Tarnów",2016,15.7
"5473",1401000,"Powiat białobrzeski",2016,20.4
"5474",1402000,"Powiat ciechanowski",2016,18.2
"5475",1403000,"Powiat garwoliński",2016,21.3
"5476",1404000,"Powiat gostyniński",2016,17
"5477",1405000,"Powiat grodziski",2016,20.6
"5478",1406000,"Powiat grójecki",2016,18.8
"5479",1407000,"Powiat kozienicki",2016,17.5
"5480",1408000,"Powiat legionowski",2016,21
"5481",1409000,"Powiat lipski",2016,16.7
"5482",1410000,"Powiat łosicki",2016,18.3
"5483",1411000,"Powiat makowski",2016,19.2
"5484",1412000,"Powiat miński",2016,20.6
"5485",1413000,"Powiat mławski",2016,18.8
"5486",1414000,"Powiat nowodworski",2016,18.8
"5487",1415000,"Powiat ostrołęcki",2016,20.6
"5488",1416000,"Powiat ostrowski",2016,18.3
"5489",1417000,"Powiat otwocki",2016,19.6
"5490",1418000,"Powiat piaseczyński",2016,22
"5491",1419000,"Powiat płocki",2016,18.8
"5492",1420000,"Powiat płoński",2016,18.7
"5493",1421000,"Powiat pruszkowski",2016,19.5
"5494",1422000,"Powiat przasnyski",2016,20
"5495",1423000,"Powiat przysuski",2016,17.9
"5496",1424000,"Powiat pułtuski",2016,19.2
"5497",1425000,"Powiat radomski",2016,20.3
"5498",1426000,"Powiat siedlecki",2016,20.1
"5499",1427000,"Powiat sierpecki",2016,18.7
"5500",1428000,"Powiat sochaczewski",2016,18.9
"5501",1429000,"Powiat sokołowski",2016,17.4
"5502",1430000,"Powiat szydłowiecki",2016,18.6
"5503",1432000,"Powiat warszawski zachodni",2016,20.1
"5504",1433000,"Powiat węgrowski",2016,18.9
"5505",1434000,"Powiat wołomiński",2016,22
"5506",1435000,"Powiat wyszkowski",2016,20.3
"5507",1436000,"Powiat zwoleński",2016,18.8
"5508",1437000,"Powiat żuromiński",2016,18.7
"5509",1438000,"Powiat żyrardowski",2016,18.8
"5510",1461000,"Powiat m.Ostrołęka",2016,18.2
"5511",1462000,"Powiat m.Płock",2016,17.1
"5512",1463000,"Powiat m.Radom",2016,17.1
"5513",1464000,"Powiat m.Siedlce",2016,19.5
"5514",1465000,"Powiat m. st. Warszawa",2016,17.2
"5515",1601000,"Powiat brzeski",2016,17.4
"5516",1602000,"Powiat głubczycki",2016,15.9
"5517",1603000,"Powiat kędzierzyńsko-kozielski",2016,15.2
"5518",1604000,"Powiat kluczborski",2016,15.7
"5519",1605000,"Powiat krapkowicki",2016,15.5
"5520",1606000,"Powiat namysłowski",2016,17.6
"5521",1607000,"Powiat nyski",2016,15.6
"5522",1608000,"Powiat oleski",2016,16.1
"5523",1609000,"Powiat opolski",2016,15.9
"5524",1610000,"Powiat prudnicki",2016,16.2
"5525",1611000,"Powiat strzelecki",2016,15.9
"5526",1661000,"Powiat m.Opole",2016,15.3
"5527",1801000,"Powiat bieszczadzki",2016,17.4
"5528",1802000,"Powiat brzozowski",2016,19.7
"5529",1803000,"Powiat dębicki",2016,19.2
"5530",1804000,"Powiat jarosławski",2016,18.4
"5531",1805000,"Powiat jasielski",2016,17.6
"5532",1806000,"Powiat kolbuszowski",2016,18.6
"5533",1807000,"Powiat krośnieński",2016,19.2
"5534",1808000,"Powiat leżajski",2016,18.6
"5535",1809000,"Powiat lubaczowski",2016,17.6
"5536",1810000,"Powiat łańcucki",2016,19.8
"5537",1811000,"Powiat mielecki",2016,18.7
"5538",1812000,"Powiat niżański",2016,17.1
"5539",1813000,"Powiat przemyski",2016,18.8
"5540",1814000,"Powiat przeworski",2016,18.8
"5541",1815000,"Powiat ropczycko-sędziszowski",2016,20.3
"5542",1816000,"Powiat rzeszowski",2016,19.9
"5543",1817000,"Powiat sanocki",2016,18
"5544",1818000,"Powiat stalowowolski",2016,16.6
"5545",1819000,"Powiat strzyżowski",2016,18.4
"5546",1820000,"Powiat tarnobrzeski",2016,17.2
"5547",1821000,"Powiat leski",2016,17.2
"5548",1861000,"Powiat m.Krosno",2016,16.6
"5549",1862000,"Powiat m.Przemyśl",2016,16.1
"5550",1863000,"Powiat m.Rzeszów",2016,18
"5551",1864000,"Powiat m.Tarnobrzeg",2016,15.8
"5552",2001000,"Powiat augustowski",2016,17.5
"5553",2002000,"Powiat białostocki",2016,17.9
"5554",2003000,"Powiat bielski",2016,16.1
"5555",2004000,"Powiat grajewski",2016,17.9
"5556",2005000,"Powiat hajnowski",2016,14
"5557",2006000,"Powiat kolneński",2016,18.6
"5558",2007000,"Powiat łomżyński",2016,18.9
"5559",2008000,"Powiat moniecki",2016,16.4
"5560",2009000,"Powiat sejneński",2016,16.9
"5561",2010000,"Powiat siemiatycki",2016,15.3
"5562",2011000,"Powiat sokólski",2016,16.3
"5563",2012000,"Powiat suwalski",2016,19.4
"5564",2013000,"Powiat wysokomazowiecki",2016,18.3
"5565",2014000,"Powiat zambrowski",2016,18.3
"5566",2061000,"Powiat m.Białystok",2016,17.1
"5567",2062000,"Powiat m.Łomża",2016,17.4
"5568",2063000,"Powiat m.Suwałki",2016,18.8
"5569",2201000,"Powiat bytowski",2016,20.8
"5570",2202000,"Powiat chojnicki",2016,21
"5571",2203000,"Powiat człuchowski",2016,19.2
"5572",2204000,"Powiat gdański",2016,22.3
"5573",2205000,"Powiat kartuski",2016,25.6
"5574",2206000,"Powiat kościerski",2016,22.4
"5575",2207000,"Powiat kwidzyński",2016,20.4
"5576",2208000,"Powiat lęborski",2016,19.7
"5577",2209000,"Powiat malborski",2016,18.6
"5578",2210000,"Powiat nowodworski",2016,18.7
"5579",2211000,"Powiat pucki",2016,21.7
"5580",2212000,"Powiat słupski",2016,19.6
"5581",2213000,"Powiat starogardzki",2016,20.7
"5582",2214000,"Powiat tczewski",2016,20
"5583",2215000,"Powiat wejherowski",2016,22.5
"5584",2216000,"Powiat sztumski",2016,19.7
"5585",2261000,"Powiat m.Gdańsk",2016,16.7
"5586",2262000,"Powiat m.Gdynia",2016,16.1
"5587",2263000,"Powiat m.Słupsk",2016,15.9
"5588",2264000,"Powiat m.Sopot",2016,12.3
"5589",2401000,"Powiat będziński",2016,15.9
"5590",2402000,"Powiat bielski",2016,19.2
"5591",2403000,"Powiat cieszyński",2016,18.9
"5592",2404000,"Powiat częstochowski",2016,16.9
"5593",2405000,"Powiat gliwicki",2016,17.6
"5594",2406000,"Powiat kłobucki",2016,17.3
"5595",2407000,"Powiat lubliniecki",2016,17.8
"5596",2408000,"Powiat mikołowski",2016,18.9
"5597",2409000,"Powiat myszkowski",2016,16.8
"5598",2410000,"Powiat pszczyński",2016,20.5
"5599",2411000,"Powiat raciborski",2016,15.9
"5600",2412000,"Powiat rybnicki",2016,19.2
"5601",2413000,"Powiat tarnogórski",2016,16.7
"5602",2414000,"Powiat bieruńsko-lędziński",2016,19.2
"5603",2415000,"Powiat wodzisławski",2016,17.9
"5604",2416000,"Powiat zawierciański",2016,15.9
"5605",2417000,"Powiat żywiecki",2016,18.7
"5606",2461000,"Powiat m.Bielsko-Biała",2016,17
"5607",2462000,"Powiat m.Bytom",2016,15.8
"5608",2463000,"Powiat m.Chorzów",2016,16.9
"5609",2464000,"Powiat m.Częstochowa",2016,15.1
"5610",2465000,"Powiat m.Dąbrowa Górnicza",2016,15.4
"5611",2466000,"Powiat m.Gliwice",2016,15.9
"5612",2467000,"Powiat m.Jastrzębie-Zdrój",2016,17.2
"5613",2468000,"Powiat m.Jaworzno",2016,16
"5614",2469000,"Powiat m.Katowice",2016,14.5
"5615",2470000,"Powiat m.Mysłowice",2016,17.4
"5616",2471000,"Powiat m.Piekary Śląskie",2016,16.2
"5617",2472000,"Powiat m.Ruda Śląska",2016,17.5
"5618",2473000,"Powiat m.Rybnik",2016,18
"5619",2474000,"Powiat m.Siemianowice Śląskie",2016,16.1
"5620",2475000,"Powiat m.Sosnowiec",2016,14.3
"5621",2476000,"Powiat m.Świętochłowice",2016,16.7
"5622",2477000,"Powiat m.Tychy",2016,17
"5623",2478000,"Powiat m.Zabrze",2016,15.6
"5624",2479000,"Powiat m.Żory",2016,19.2
"5625",2601000,"Powiat buski",2016,16.5
"5626",2602000,"Powiat jędrzejowski",2016,17.9
"5627",2603000,"Powiat kazimierski",2016,15.1
"5628",2604000,"Powiat kielecki",2016,19.1
"5629",2605000,"Powiat konecki",2016,16.2
"5630",2606000,"Powiat opatowski",2016,16.7
"5631",2607000,"Powiat ostrowiecki",2016,15.3
"5632",2608000,"Powiat pińczowski",2016,15.8
"5633",2609000,"Powiat sandomierski",2016,16.4
"5634",2610000,"Powiat skarżyski",2016,14.8
"5635",2611000,"Powiat starachowicki",2016,16.1
"5636",2612000,"Powiat staszowski",2016,17.6
"5637",2613000,"Powiat włoszczowski",2016,17.6
"5638",2661000,"Powiat m.Kielce",2016,15.7
"5639",2801000,"Powiat bartoszycki",2016,17.6
"5640",2802000,"Powiat braniewski",2016,17.5
"5641",2803000,"Powiat działdowski",2016,19.6
"5642",2804000,"Powiat elbląski",2016,19.5
"5643",2805000,"Powiat ełcki",2016,19.6
"5644",2806000,"Powiat giżycki",2016,17.7
"5645",2807000,"Powiat iławski",2016,19.9
"5646",2808000,"Powiat kętrzyński",2016,17.1
"5647",2809000,"Powiat lidzbarski",2016,17.9
"5648",2810000,"Powiat mrągowski",2016,18.1
"5649",2811000,"Powiat nidzicki",2016,19
"5650",2812000,"Powiat nowomiejski",2016,21
"5651",2813000,"Powiat olecki",2016,19.5
"5652",2814000,"Powiat olsztyński",2016,19.1
"5653",2815000,"Powiat ostródzki",2016,18.9
"5654",2816000,"Powiat piski",2016,18.7
"5655",2817000,"Powiat szczycieński",2016,18.8
"5656",2818000,"Powiat gołdapski",2016,19.4
"5657",2819000,"Powiat węgorzewski",2016,16.9
"5658",2861000,"Powiat m.Elbląg",2016,16.4
"5659",2862000,"Powiat m.Olsztyn",2016,17
"5660",3001000,"Powiat chodzieski",2016,19.4
"5661",3002000,"Powiat czarnkowsko-trzcianecki",2016,19.8
"5662",3003000,"Powiat gnieźnieński",2016,19.7
"5663",3004000,"Powiat gostyński",2016,19.4
"5664",3005000,"Powiat grodziski",2016,21.2
"5665",3006000,"Powiat jarociński",2016,19.5
"5666",3007000,"Powiat kaliski",2016,19.4
"5667",3008000,"Powiat kępiński",2016,19.5
"5668",3009000,"Powiat kolski",2016,18.3
"5669",3010000,"Powiat koniński",2016,19.7
"5670",3011000,"Powiat kościański",2016,19
"5671",3012000,"Powiat krotoszyński",2016,19.8
"5672",3013000,"Powiat leszczyński",2016,21.6
"5673",3014000,"Powiat międzychodzki",2016,19.3
"5674",3015000,"Powiat nowotomyski",2016,20.7
"5675",3016000,"Powiat obornicki",2016,20.7
"5676",3017000,"Powiat ostrowski",2016,18.5
"5677",3018000,"Powiat ostrzeszowski",2016,19.5
"5678",3019000,"Powiat pilski",2016,18.7
"5679",3020000,"Powiat pleszewski",2016,19.5
"5680",3021000,"Powiat poznański",2016,22.3
"5681",3022000,"Powiat rawicki",2016,20
"5682",3023000,"Powiat słupecki",2016,18.7
"5683",3024000,"Powiat szamotulski",2016,20
"5684",3025000,"Powiat średzki",2016,20.1
"5685",3026000,"Powiat śremski",2016,20.2
"5686",3027000,"Powiat turecki",2016,19.2
"5687",3028000,"Powiat wągrowiecki",2016,20.4
"5688",3029000,"Powiat wolsztyński",2016,20.9
"5689",3030000,"Powiat wrzesiński",2016,19.7
"5690",3031000,"Powiat złotowski",2016,19.5
"5691",3061000,"Powiat m.Kalisz",2016,16.7
"5692",3062000,"Powiat m.Konin",2016,15.6
"5693",3063000,"Powiat m.Leszno",2016,18.1
"5694",3064000,"Powiat m.Poznań",2016,16.2
"5695",3201000,"Powiat białogardzki",2016,18.1
"5696",3202000,"Powiat choszczeński",2016,17.9
"5697",3203000,"Powiat drawski",2016,18.2
"5698",3204000,"Powiat goleniowski",2016,18.9
"5699",3205000,"Powiat gryficki",2016,18.1
"5700",3206000,"Powiat gryfiński",2016,18.1
"5701",3207000,"Powiat kamieński",2016,16.3
"5702",3208000,"Powiat kołobrzeski",2016,16.9
"5703",3209000,"Powiat koszaliński",2016,18.4
"5704",3210000,"Powiat myśliborski",2016,18
"5705",3211000,"Powiat policki",2016,20.1
"5706",3212000,"Powiat pyrzycki",2016,17.9
"5707",3213000,"Powiat sławieński",2016,18.5
"5708",3214000,"Powiat stargardzki",2016,17.8
"5709",3215000,"Powiat szczecinecki",2016,17.6
"5710",3216000,"Powiat świdwiński",2016,17.5
"5711",3217000,"Powiat wałecki",2016,18.1
"5712",3218000,"Powiat łobeski",2016,18.2
"5713",3261000,"Powiat m.Koszalin",2016,15.8
"5714",3262000,"Powiat m.Szczecin",2016,15.7
"5715",3263000,"Powiat m.Świnoujście",2016,14.2
"5716",201000,"Powiat bolesławiecki",2017,17.7
"5717",202000,"Powiat dzierżoniowski",2017,15.5
"5718",203000,"Powiat głogowski",2017,18.3
"5719",204000,"Powiat górowski",2017,18.5
"5720",205000,"Powiat jaworski",2017,16.7
"5721",206000,"Powiat jeleniogórski",2017,15.7
"5722",207000,"Powiat kamiennogórski",2017,16.5
"5723",208000,"Powiat kłodzki",2017,15.3
"5724",209000,"Powiat legnicki",2017,18
"5725",210000,"Powiat lubański",2017,16.2
"5726",211000,"Powiat lubiński",2017,17.4
"5727",212000,"Powiat lwówecki",2017,16.3
"5728",213000,"Powiat milicki",2017,19.7
"5729",214000,"Powiat oleśnicki",2017,18.6
"5730",215000,"Powiat oławski",2017,18.5
"5731",216000,"Powiat polkowicki",2017,19.1
"5732",217000,"Powiat strzeliński",2017,17.4
"5733",218000,"Powiat średzki",2017,18.6
"5734",219000,"Powiat świdnicki",2017,16.5
"5735",220000,"Powiat trzebnicki",2017,18.8
"5736",221000,"Powiat wałbrzyski",2017,15.6
"5737",222000,"Powiat wołowski",2017,16.8
"5738",223000,"Powiat wrocławski",2017,21.5
"5739",224000,"Powiat ząbkowicki",2017,15.9
"5740",225000,"Powiat zgorzelecki",2017,16
"5741",226000,"Powiat złotoryjski",2017,16.7
"5742",261000,"Powiat m.Jelenia Góra",2017,14.4
"5743",262000,"Powiat m.Legnica",2017,16.4
"5744",263000,"Powiat m.Wałbrzych do 2002",2017,NA
"5745",264000,"Powiat m.Wrocław",2017,16.2
"5746",265000,"Powiat m.Wałbrzych od 2013",2017,14.6
"5747",401000,"Powiat aleksandrowski",2017,17.4
"5748",402000,"Powiat brodnicki",2017,20.3
"5749",403000,"Powiat bydgoski",2017,20.4
"5750",404000,"Powiat chełmiński",2017,19.2
"5751",405000,"Powiat golubsko-dobrzyński",2017,19.2
"5752",406000,"Powiat grudziądzki",2017,20.4
"5753",407000,"Powiat inowrocławski",2017,16.9
"5754",408000,"Powiat lipnowski",2017,19.6
"5755",409000,"Powiat mogileński",2017,18
"5756",410000,"Powiat nakielski",2017,19.6
"5757",411000,"Powiat radziejowski",2017,16.9
"5758",412000,"Powiat rypiński",2017,19.3
"5759",413000,"Powiat sępoleński",2017,19.6
"5760",414000,"Powiat świecki",2017,19.2
"5761",415000,"Powiat toruński",2017,21.5
"5762",416000,"Powiat tucholski",2017,20.1
"5763",417000,"Powiat wąbrzeski",2017,18.7
"5764",418000,"Powiat włocławski",2017,17.8
"5765",419000,"Powiat żniński",2017,18.7
"5766",461000,"Powiat m.Bydgoszcz",2017,15.8
"5767",462000,"Powiat m.Grudziądz",2017,17.5
"5768",463000,"Powiat m.Toruń",2017,16.8
"5769",464000,"Powiat m.Włocławek",2017,15.9
"5770",601000,"Powiat bialski",2017,19.1
"5771",602000,"Powiat biłgorajski",2017,17.9
"5772",603000,"Powiat chełmski",2017,18.1
"5773",604000,"Powiat hrubieszowski",2017,16.2
"5774",605000,"Powiat janowski",2017,17.5
"5775",606000,"Powiat krasnostawski",2017,15.7
"5776",607000,"Powiat kraśnicki",2017,16.8
"5777",608000,"Powiat lubartowski",2017,18.6
"5778",609000,"Powiat lubelski",2017,19.7
"5779",610000,"Powiat łęczyński",2017,19.4
"5780",611000,"Powiat łukowski",2017,20.8
"5781",612000,"Powiat opolski",2017,17.3
"5782",613000,"Powiat parczewski",2017,17.8
"5783",614000,"Powiat puławski",2017,16.9
"5784",615000,"Powiat radzyński",2017,19.2
"5785",616000,"Powiat rycki",2017,18
"5786",617000,"Powiat świdnicki",2017,17.2
"5787",618000,"Powiat tomaszowski",2017,16.7
"5788",619000,"Powiat włodawski",2017,17.6
"5789",620000,"Powiat zamojski",2017,17
"5790",661000,"Powiat m.Biała Podlaska",2017,18
"5791",662000,"Powiat m.Chełm",2017,15.5
"5792",663000,"Powiat m.Lublin",2017,16.7
"5793",664000,"Powiat m.Zamość",2017,16.5
"5794",801000,"Powiat gorzowski",2017,19.5
"5795",802000,"Powiat krośnieński",2017,17.4
"5796",803000,"Powiat międzyrzecki",2017,17.8
"5797",804000,"Powiat nowosolski",2017,18.2
"5798",805000,"Powiat słubicki",2017,18.6
"5799",806000,"Powiat strzelecko-drezdenecki",2017,18.6
"5800",807000,"Powiat sulęciński",2017,18.6
"5801",808000,"Powiat świebodziński",2017,18.5
"5802",809000,"Powiat zielonogórski",2017,18.4
"5803",810000,"Powiat żagański",2017,17.4
"5804",811000,"Powiat żarski",2017,17.6
"5805",812000,"Powiat wschowski",2017,19.6
"5806",861000,"Powiat m.Gorzów Wielkopolski",2017,17.3
"5807",862000,"Powiat m.Zielona Góra",2017,17.6
"5808",1001000,"Powiat bełchatowski",2017,18.5
"5809",1002000,"Powiat kutnowski",2017,15.7
"5810",1003000,"Powiat łaski",2017,17
"5811",1004000,"Powiat łęczycki",2017,16.8
"5812",1005000,"Powiat łowicki",2017,17.7
"5813",1006000,"Powiat łódzki wschodni",2017,18.6
"5814",1007000,"Powiat opoczyński",2017,19.2
"5815",1008000,"Powiat pabianicki",2017,16.4
"5816",1009000,"Powiat pajęczański",2017,17.2
"5817",1010000,"Powiat piotrkowski",2017,19.4
"5818",1011000,"Powiat poddębicki",2017,17
"5819",1012000,"Powiat radomszczański",2017,17
"5820",1013000,"Powiat rawski",2017,18.6
"5821",1014000,"Powiat sieradzki",2017,17.8
"5822",1015000,"Powiat skierniewicki",2017,19.3
"5823",1016000,"Powiat tomaszowski",2017,17.9
"5824",1017000,"Powiat wieluński",2017,18
"5825",1018000,"Powiat wieruszowski",2017,18.8
"5826",1019000,"Powiat zduńskowolski",2017,17.9
"5827",1020000,"Powiat zgierski",2017,17.4
"5828",1021000,"Powiat brzeziński",2017,17.6
"5829",1061000,"Powiat m.Łódź",2017,14.7
"5830",1062000,"Powiat m.Piotrków Trybunalski",2017,17.5
"5831",1063000,"Powiat m.Skierniewice",2017,18.4
"5832",1201000,"Powiat bocheński",2017,20.8
"5833",1202000,"Powiat brzeski",2017,19.7
"5834",1203000,"Powiat chrzanowski",2017,16.3
"5835",1204000,"Powiat dąbrowski",2017,18
"5836",1205000,"Powiat gorlicki",2017,19.5
"5837",1206000,"Powiat krakowski",2017,19.8
"5838",1207000,"Powiat limanowski",2017,23.4
"5839",1208000,"Powiat miechowski",2017,17.1
"5840",1209000,"Powiat myślenicki",2017,21.5
"5841",1210000,"Powiat nowosądecki",2017,22.8
"5842",1211000,"Powiat nowotarski",2017,20.3
"5843",1212000,"Powiat olkuski",2017,16.6
"5844",1213000,"Powiat oświęcimski",2017,17.6
"5845",1214000,"Powiat proszowicki",2017,17.8
"5846",1215000,"Powiat suski",2017,20
"5847",1216000,"Powiat tarnowski",2017,19.6
"5848",1217000,"Powiat tatrzański",2017,19.3
"5849",1218000,"Powiat wadowicki",2017,19.8
"5850",1219000,"Powiat wielicki",2017,21.1
"5851",1261000,"Powiat m.Kraków",2017,16.6
"5852",1262000,"Powiat m.Nowy Sącz",2017,18.8
"5853",1263000,"Powiat m.Tarnów",2017,15.7
"5854",1401000,"Powiat białobrzeski",2017,20.4
"5855",1402000,"Powiat ciechanowski",2017,18.2
"5856",1403000,"Powiat garwoliński",2017,21.4
"5857",1404000,"Powiat gostyniński",2017,16.9
"5858",1405000,"Powiat grodziski",2017,20.9
"5859",1406000,"Powiat grójecki",2017,18.9
"5860",1407000,"Powiat kozienicki",2017,17.5
"5861",1408000,"Powiat legionowski",2017,21
"5862",1409000,"Powiat lipski",2017,16.5
"5863",1410000,"Powiat łosicki",2017,18.3
"5864",1411000,"Powiat makowski",2017,19
"5865",1412000,"Powiat miński",2017,20.7
"5866",1413000,"Powiat mławski",2017,18.7
"5867",1414000,"Powiat nowodworski",2017,18.9
"5868",1415000,"Powiat ostrołęcki",2017,20.5
"5869",1416000,"Powiat ostrowski",2017,18.2
"5870",1417000,"Powiat otwocki",2017,19.8
"5871",1418000,"Powiat piaseczyński",2017,22.3
"5872",1419000,"Powiat płocki",2017,18.7
"5873",1420000,"Powiat płoński",2017,18.6
"5874",1421000,"Powiat pruszkowski",2017,19.7
"5875",1422000,"Powiat przasnyski",2017,20
"5876",1423000,"Powiat przysuski",2017,17.7
"5877",1424000,"Powiat pułtuski",2017,19.2
"5878",1425000,"Powiat radomski",2017,20.3
"5879",1426000,"Powiat siedlecki",2017,20
"5880",1427000,"Powiat sierpecki",2017,18.6
"5881",1428000,"Powiat sochaczewski",2017,19
"5882",1429000,"Powiat sokołowski",2017,17.3
"5883",1430000,"Powiat szydłowiecki",2017,18.5
"5884",1432000,"Powiat warszawski zachodni",2017,20.3
"5885",1433000,"Powiat węgrowski",2017,18.9
"5886",1434000,"Powiat wołomiński",2017,22.2
"5887",1435000,"Powiat wyszkowski",2017,20.3
"5888",1436000,"Powiat zwoleński",2017,18.7
"5889",1437000,"Powiat żuromiński",2017,18.5
"5890",1438000,"Powiat żyrardowski",2017,19
"5891",1461000,"Powiat m.Ostrołęka",2017,18.3
"5892",1462000,"Powiat m.Płock",2017,17.2
"5893",1463000,"Powiat m.Radom",2017,17.3
"5894",1464000,"Powiat m.Siedlce",2017,19.9
"5895",1465000,"Powiat m. st. Warszawa",2017,17.6
"5896",1601000,"Powiat brzeski",2017,17.3
"5897",1602000,"Powiat głubczycki",2017,15.8
"5898",1603000,"Powiat kędzierzyńsko-kozielski",2017,15.2
"5899",1604000,"Powiat kluczborski",2017,15.7
"5900",1605000,"Powiat krapkowicki",2017,15.6
"5901",1606000,"Powiat namysłowski",2017,17.6
"5902",1607000,"Powiat nyski",2017,15.5
"5903",1608000,"Powiat oleski",2017,16.1
"5904",1609000,"Powiat opolski",2017,15.9
"5905",1610000,"Powiat prudnicki",2017,16.2
"5906",1611000,"Powiat strzelecki",2017,15.9
"5907",1661000,"Powiat m.Opole",2017,15.7
"5908",1801000,"Powiat bieszczadzki",2017,17.1
"5909",1802000,"Powiat brzozowski",2017,19.5
"5910",1803000,"Powiat dębicki",2017,19.1
"5911",1804000,"Powiat jarosławski",2017,18.1
"5912",1805000,"Powiat jasielski",2017,17.4
"5913",1806000,"Powiat kolbuszowski",2017,18.3
"5914",1807000,"Powiat krośnieński",2017,19.2
"5915",1808000,"Powiat leżajski",2017,18.4
"5916",1809000,"Powiat lubaczowski",2017,17.4
"5917",1810000,"Powiat łańcucki",2017,19.7
"5918",1811000,"Powiat mielecki",2017,18.7
"5919",1812000,"Powiat niżański",2017,17
"5920",1813000,"Powiat przemyski",2017,18.6
"5921",1814000,"Powiat przeworski",2017,18.7
"5922",1815000,"Powiat ropczycko-sędziszowski",2017,20.3
"5923",1816000,"Powiat rzeszowski",2017,20
"5924",1817000,"Powiat sanocki",2017,17.8
"5925",1818000,"Powiat stalowowolski",2017,16.5
"5926",1819000,"Powiat strzyżowski",2017,18.3
"5927",1820000,"Powiat tarnobrzeski",2017,17
"5928",1821000,"Powiat leski",2017,17
"5929",1861000,"Powiat m.Krosno",2017,16.6
"5930",1862000,"Powiat m.Przemyśl",2017,16.1
"5931",1863000,"Powiat m.Rzeszów",2017,18.3
"5932",1864000,"Powiat m.Tarnobrzeg",2017,15.6
"5933",2001000,"Powiat augustowski",2017,17.3
"5934",2002000,"Powiat białostocki",2017,18
"5935",2003000,"Powiat bielski",2017,16.1
"5936",2004000,"Powiat grajewski",2017,17.7
"5937",2005000,"Powiat hajnowski",2017,14.2
"5938",2006000,"Powiat kolneński",2017,18.2
"5939",2007000,"Powiat łomżyński",2017,18.7
"5940",2008000,"Powiat moniecki",2017,16.2
"5941",2009000,"Powiat sejneński",2017,16.8
"5942",2010000,"Powiat siemiatycki",2017,15.3
"5943",2011000,"Powiat sokólski",2017,16.2
"5944",2012000,"Powiat suwalski",2017,19.5
"5945",2013000,"Powiat wysokomazowiecki",2017,18.2
"5946",2014000,"Powiat zambrowski",2017,18.2
"5947",2061000,"Powiat m.Białystok",2017,17.4
"5948",2062000,"Powiat m.Łomża",2017,17.5
"5949",2063000,"Powiat m.Suwałki",2017,18.6
"5950",2201000,"Powiat bytowski",2017,20.8
"5951",2202000,"Powiat chojnicki",2017,21
"5952",2203000,"Powiat człuchowski",2017,19.2
"5953",2204000,"Powiat gdański",2017,22.4
"5954",2205000,"Powiat kartuski",2017,25.8
"5955",2206000,"Powiat kościerski",2017,22.3
"5956",2207000,"Powiat kwidzyński",2017,20.3
"5957",2208000,"Powiat lęborski",2017,19.6
"5958",2209000,"Powiat malborski",2017,18.5
"5959",2210000,"Powiat nowodworski",2017,18.5
"5960",2211000,"Powiat pucki",2017,21.7
"5961",2212000,"Powiat słupski",2017,19.5
"5962",2213000,"Powiat starogardzki",2017,20.7
"5963",2214000,"Powiat tczewski",2017,20
"5964",2215000,"Powiat wejherowski",2017,22.6
"5965",2216000,"Powiat sztumski",2017,19.5
"5966",2261000,"Powiat m.Gdańsk",2017,17.1
"5967",2262000,"Powiat m.Gdynia",2017,16.2
"5968",2263000,"Powiat m.Słupsk",2017,15.9
"5969",2264000,"Powiat m.Sopot",2017,12.5
"5970",2401000,"Powiat będziński",2017,16
"5971",2402000,"Powiat bielski",2017,19.3
"5972",2403000,"Powiat cieszyński",2017,18.9
"5973",2404000,"Powiat częstochowski",2017,16.8
"5974",2405000,"Powiat gliwicki",2017,17.7
"5975",2406000,"Powiat kłobucki",2017,17.2
"5976",2407000,"Powiat lubliniecki",2017,17.8
"5977",2408000,"Powiat mikołowski",2017,19.2
"5978",2409000,"Powiat myszkowski",2017,16.8
"5979",2410000,"Powiat pszczyński",2017,20.5
"5980",2411000,"Powiat raciborski",2017,15.9
"5981",2412000,"Powiat rybnicki",2017,19.3
"5982",2413000,"Powiat tarnogórski",2017,16.9
"5983",2414000,"Powiat bieruńsko-lędziński",2017,19.4
"5984",2415000,"Powiat wodzisławski",2017,18
"5985",2416000,"Powiat zawierciański",2017,15.9
"5986",2417000,"Powiat żywiecki",2017,18.7
"5987",2461000,"Powiat m.Bielsko-Biała",2017,17.2
"5988",2462000,"Powiat m.Bytom",2017,15.9
"5989",2463000,"Powiat m.Chorzów",2017,17.1
"5990",2464000,"Powiat m.Częstochowa",2017,15.2
"5991",2465000,"Powiat m.Dąbrowa Górnicza",2017,15.6
"5992",2466000,"Powiat m.Gliwice",2017,16.2
"5993",2467000,"Powiat m.Jastrzębie-Zdrój",2017,17.2
"5994",2468000,"Powiat m.Jaworzno",2017,16.2
"5995",2469000,"Powiat m.Katowice",2017,14.7
"5996",2470000,"Powiat m.Mysłowice",2017,17.7
