"","Kod","Nazwa","rok","ludnosc_grupy_ekonomiczne_w_wieku_przedprodukcyjnym_proc"
"1",201000,"Powiat bolesławiecki",2002,23.7
"2",202000,"Powiat dzierżoniowski",2002,20.6
"3",203000,"Powiat głogowski",2002,22.8
"4",204000,"Powiat górowski",2002,26.4
"5",205000,"Powiat jaworski",2002,23.1
"6",206000,"Powiat jeleniogórski",2002,21
"7",207000,"Powiat kamiennogórski",2002,22.4
"8",208000,"Powiat kłodzki",2002,21
"9",209000,"Powiat legnicki",2002,23.4
"10",210000,"Powiat lubański",2002,22.8
"11",211000,"Powiat lubiński",2002,21.7
"12",212000,"Powiat lwówecki",2002,23.7
"13",213000,"Powiat milicki",2002,25.1
"14",214000,"Powiat oleśnicki",2002,24.2
"15",215000,"Powiat oławski",2002,22.7
"16",216000,"Powiat polkowicki",2002,26
"17",217000,"Powiat strzeliński",2002,22.7
"18",218000,"Powiat średzki",2002,23.6
"19",219000,"Powiat świdnicki",2002,21.7
"20",220000,"Powiat trzebnicki",2002,24
"21",221000,"Powiat wałbrzyski",2002,21.5
"22",222000,"Powiat wołowski",2002,22.9
"23",223000,"Powiat wrocławski",2002,24.1
"24",224000,"Powiat ząbkowicki",2002,22.3
"25",225000,"Powiat zgorzelecki",2002,22.1
"26",226000,"Powiat złotoryjski",2002,23.6
"27",261000,"Powiat m.Jelenia Góra",2002,18.1
"28",262000,"Powiat m.Legnica",2002,20.7
"29",263000,"Powiat m.Wałbrzych do 2002",2002,18.3
"30",264000,"Powiat m.Wrocław",2002,16.7
"31",265000,"Powiat m.Wałbrzych od 2013",2002,NA
"32",401000,"Powiat aleksandrowski",2002,23.4
"33",402000,"Powiat brodnicki",2002,26.8
"34",403000,"Powiat bydgoski",2002,26.2
"35",404000,"Powiat chełmiński",2002,25.7
"36",405000,"Powiat golubsko-dobrzyński",2002,26.9
"37",406000,"Powiat grudziądzki",2002,27.5
"38",407000,"Powiat inowrocławski",2002,23.3
"39",408000,"Powiat lipnowski",2002,27.4
"40",409000,"Powiat mogileński",2002,25.1
"41",410000,"Powiat nakielski",2002,26.3
"42",411000,"Powiat radziejowski",2002,25
"43",412000,"Powiat rypiński",2002,26
"44",413000,"Powiat sępoleński",2002,26.7
"45",414000,"Powiat świecki",2002,25.1
"46",415000,"Powiat toruński",2002,26.8
"47",416000,"Powiat tucholski",2002,27
"48",417000,"Powiat wąbrzeski",2002,25.6
"49",418000,"Powiat włocławski",2002,24.9
"50",419000,"Powiat żniński",2002,24.9
"51",461000,"Powiat m.Bydgoszcz",2002,19.5
"52",462000,"Powiat m.Grudziądz",2002,21.7
"53",463000,"Powiat m.Toruń",2002,19.8
"54",464000,"Powiat m.Włocławek",2002,21
"55",601000,"Powiat bialski",2002,26.4
"56",602000,"Powiat biłgorajski",2002,25.4
"57",603000,"Powiat chełmski",2002,25.2
"58",604000,"Powiat hrubieszowski",2002,24.2
"59",605000,"Powiat janowski",2002,25
"60",606000,"Powiat krasnostawski",2002,22.3
"61",607000,"Powiat kraśnicki",2002,23.4
"62",608000,"Powiat lubartowski",2002,24.3
"63",609000,"Powiat lubelski",2002,24.6
"64",610000,"Powiat łęczyński",2002,27.4
"65",611000,"Powiat łukowski",2002,27.9
"66",612000,"Powiat opolski",2002,23.9
"67",613000,"Powiat parczewski",2002,25
"68",614000,"Powiat puławski",2002,22.8
"69",615000,"Powiat radzyński",2002,26.4
"70",616000,"Powiat rycki",2002,25.2
"71",617000,"Powiat świdnicki",2002,21.7
"72",618000,"Powiat tomaszowski",2002,25.2
"73",619000,"Powiat włodawski",2002,25.1
"74",620000,"Powiat zamojski",2002,24.9
"75",661000,"Powiat m.Biała Podlaska",2002,25.3
"76",662000,"Powiat m.Chełm",2002,22.7
"77",663000,"Powiat m.Lublin",2002,19.1
"78",664000,"Powiat m.Zamość",2002,24.1
"79",801000,"Powiat gorzowski",2002,25.4
"80",802000,"Powiat krośnieński",2002,24.3
"81",803000,"Powiat międzyrzecki",2002,24.2
"82",804000,"Powiat nowosolski",2002,23.5
"83",805000,"Powiat słubicki",2002,24.4
"84",806000,"Powiat strzelecko-drezdenecki",2002,24.7
"85",807000,"Powiat sulęciński",2002,25.4
"86",808000,"Powiat świebodziński",2002,24.8
"87",809000,"Powiat zielonogórski",2002,25.1
"88",810000,"Powiat żagański",2002,23.9
"89",811000,"Powiat żarski",2002,24.2
"90",812000,"Powiat wschowski",2002,26.5
"91",861000,"Powiat m.Gorzów Wielkopolski",2002,20.6
"92",862000,"Powiat m.Zielona Góra",2002,18.8
"93",1001000,"Powiat bełchatowski",2002,24.8
"94",1002000,"Powiat kutnowski",2002,21.3
"95",1003000,"Powiat łaski",2002,22.8
"96",1004000,"Powiat łęczycki",2002,22.4
"97",1005000,"Powiat łowicki",2002,22.8
"98",1006000,"Powiat łódzki wschodni",2002,21.7
"99",1007000,"Powiat opoczyński",2002,25.7
"100",1008000,"Powiat pabianicki",2002,19.3
"101",1009000,"Powiat pajęczański",2002,24
"102",1010000,"Powiat piotrkowski",2002,24.3
"103",1011000,"Powiat poddębicki",2002,22.4
"104",1012000,"Powiat radomszczański",2002,22.9
"105",1013000,"Powiat rawski",2002,24.4
"106",1014000,"Powiat sieradzki",2002,24.5
"107",1015000,"Powiat skierniewicki",2002,24
"108",1016000,"Powiat tomaszowski",2002,21.9
"109",1017000,"Powiat wieluński",2002,23.8
"110",1018000,"Powiat wieruszowski",2002,24.5
"111",1019000,"Powiat zduńskowolski",2002,23.1
"112",1020000,"Powiat zgierski",2002,20.3
"113",1021000,"Powiat brzeziński",2002,21.7
"114",1061000,"Powiat m.Łódź",2002,15.8
"115",1062000,"Powiat m.Piotrków Trybunalski",2002,20.1
"116",1063000,"Powiat m.Skierniewice",2002,21.8
"117",1201000,"Powiat bocheński",2002,27.2
"118",1202000,"Powiat brzeski",2002,27.1
"119",1203000,"Powiat chrzanowski",2002,21.3
"120",1204000,"Powiat dąbrowski",2002,26.3
"121",1205000,"Powiat gorlicki",2002,26.6
"122",1206000,"Powiat krakowski",2002,24
"123",1207000,"Powiat limanowski",2002,30.2
"124",1208000,"Powiat miechowski",2002,22.1
"125",1209000,"Powiat myślenicki",2002,28
"126",1210000,"Powiat nowosądecki",2002,30.4
"127",1211000,"Powiat nowotarski",2002,28.2
"128",1212000,"Powiat olkuski",2002,22
"129",1213000,"Powiat oświęcimski",2002,22.7
"130",1214000,"Powiat proszowicki",2002,23.6
"131",1215000,"Powiat suski",2002,26.5
"132",1216000,"Powiat tarnowski",2002,28
"133",1217000,"Powiat tatrzański",2002,25.3
"134",1218000,"Powiat wadowicki",2002,25.5
"135",1219000,"Powiat wielicki",2002,24.7
"136",1261000,"Powiat m.Kraków",2002,17.6
"137",1262000,"Powiat m.Nowy Sącz",2002,24.4
"138",1263000,"Powiat m.Tarnów",2002,21.6
"139",1401000,"Powiat białobrzeski",2002,26.9
"140",1402000,"Powiat ciechanowski",2002,25.1
"141",1403000,"Powiat garwoliński",2002,27.3
"142",1404000,"Powiat gostyniński",2002,24.1
"143",1405000,"Powiat grodziski",2002,21.8
"144",1406000,"Powiat grójecki",2002,22.9
"145",1407000,"Powiat kozienicki",2002,25.1
"146",1408000,"Powiat legionowski",2002,21.6
"147",1409000,"Powiat lipski",2002,23.5
"148",1410000,"Powiat łosicki",2002,25.9
"149",1411000,"Powiat makowski",2002,26.3
"150",1412000,"Powiat miński",2002,23.7
"151",1413000,"Powiat mławski",2002,26
"152",1414000,"Powiat nowodworski",2002,23.7
"153",1415000,"Powiat ostrołęcki",2002,28.8
"154",1416000,"Powiat ostrowski",2002,25.7
"155",1417000,"Powiat otwocki",2002,22.6
"156",1418000,"Powiat piaseczyński",2002,22.2
"157",1419000,"Powiat płocki",2002,25.6
"158",1420000,"Powiat płoński",2002,24.5
"159",1421000,"Powiat pruszkowski",2002,20.2
"160",1422000,"Powiat przasnyski",2002,26.7
"161",1423000,"Powiat przysuski",2002,25.7
"162",1424000,"Powiat pułtuski",2002,25.6
"163",1425000,"Powiat radomski",2002,27.3
"164",1426000,"Powiat siedlecki",2002,26.9
"165",1427000,"Powiat sierpecki",2002,26.3
"166",1428000,"Powiat sochaczewski",2002,23.6
"167",1429000,"Powiat sokołowski",2002,24.4
"168",1430000,"Powiat szydłowiecki",2002,25.8
"169",1432000,"Powiat warszawski zachodni",2002,22.1
"170",1433000,"Powiat węgrowski",2002,25.4
"171",1434000,"Powiat wołomiński",2002,24.2
"172",1435000,"Powiat wyszkowski",2002,26.8
"173",1436000,"Powiat zwoleński",2002,25.5
"174",1437000,"Powiat żuromiński",2002,26.5
"175",1438000,"Powiat żyrardowski",2002,21.8
"176",1461000,"Powiat m.Ostrołęka",2002,24.8
"177",1462000,"Powiat m.Płock",2002,20.8
"178",1463000,"Powiat m.Radom",2002,22.1
"179",1464000,"Powiat m.Siedlce",2002,22.9
"180",1465000,"Powiat m. st. Warszawa",2002,15.7
"181",1601000,"Powiat brzeski",2002,23.3
"182",1602000,"Powiat głubczycki",2002,23.1
"183",1603000,"Powiat kędzierzyńsko-kozielski",2002,21.6
"184",1604000,"Powiat kluczborski",2002,23.8
"185",1605000,"Powiat krapkowicki",2002,22.3
"186",1606000,"Powiat namysłowski",2002,23.6
"187",1607000,"Powiat nyski",2002,22.6
"188",1608000,"Powiat oleski",2002,23
"189",1609000,"Powiat opolski",2002,21.9
"190",1610000,"Powiat prudnicki",2002,22.8
"191",1611000,"Powiat strzelecki",2002,22.7
"192",1661000,"Powiat m.Opole",2002,18.1
"193",1801000,"Powiat bieszczadzki",2002,26.5
"194",1802000,"Powiat brzozowski",2002,27.4
"195",1803000,"Powiat dębicki",2002,27
"196",1804000,"Powiat jarosławski",2002,26.1
"197",1805000,"Powiat jasielski",2002,25.7
"198",1806000,"Powiat kolbuszowski",2002,27.4
"199",1807000,"Powiat krośnieński",2002,26
"200",1808000,"Powiat leżajski",2002,27.1
"201",1809000,"Powiat lubaczowski",2002,26.5
"202",1810000,"Powiat łańcucki",2002,26
"203",1811000,"Powiat mielecki",2002,26.2
"204",1812000,"Powiat niżański",2002,27.3
"205",1813000,"Powiat przemyski",2002,27.7
"206",1814000,"Powiat przeworski",2002,26.5
"207",1815000,"Powiat ropczycko-sędziszowski",2002,27.7
"208",1816000,"Powiat rzeszowski",2002,26.6
"209",1817000,"Powiat sanocki",2002,25.4
"210",1818000,"Powiat stalowowolski",2002,24
"211",1819000,"Powiat strzyżowski",2002,26.2
"212",1820000,"Powiat tarnobrzeski",2002,25.7
"213",1821000,"Powiat leski",2002,25.8
"214",1861000,"Powiat m.Krosno",2002,22.1
"215",1862000,"Powiat m.Przemyśl",2002,22.7
"216",1863000,"Powiat m.Rzeszów",2002,20.7
"217",1864000,"Powiat m.Tarnobrzeg",2002,22.9
"218",2001000,"Powiat augustowski",2002,25.6
"219",2002000,"Powiat białostocki",2002,24.3
"220",2003000,"Powiat bielski",2002,22.9
"221",2004000,"Powiat grajewski",2002,26.6
"222",2005000,"Powiat hajnowski",2002,19.7
"223",2006000,"Powiat kolneński",2002,27.8
"224",2007000,"Powiat łomżyński",2002,27.1
"225",2008000,"Powiat moniecki",2002,25.8
"226",2009000,"Powiat sejneński",2002,24.7
"227",2010000,"Powiat siemiatycki",2002,24.1
"228",2011000,"Powiat sokólski",2002,24
"229",2012000,"Powiat suwalski",2002,28.8
"230",2013000,"Powiat wysokomazowiecki",2002,26
"231",2014000,"Powiat zambrowski",2002,26.2
"232",2061000,"Powiat m.Białystok",2002,20.9
"233",2062000,"Powiat m.Łomża",2002,25.5
"234",2063000,"Powiat m.Suwałki",2002,27
"235",2201000,"Powiat bytowski",2002,28.6
"236",2202000,"Powiat chojnicki",2002,27
"237",2203000,"Powiat człuchowski",2002,26.7
"238",2204000,"Powiat gdański",2002,26.5
"239",2205000,"Powiat kartuski",2002,30.9
"240",2206000,"Powiat kościerski",2002,28.2
"241",2207000,"Powiat kwidzyński",2002,26.6
"242",2208000,"Powiat lęborski",2002,26.7
"243",2209000,"Powiat malborski",2002,24.2
"244",2210000,"Powiat nowodworski",2002,25.9
"245",2211000,"Powiat pucki",2002,27.3
"246",2212000,"Powiat słupski",2002,26.5
"247",2213000,"Powiat starogardzki",2002,27.2
"248",2214000,"Powiat tczewski",2002,25.5
"249",2215000,"Powiat wejherowski",2002,27.6
"250",2216000,"Powiat sztumski",2002,27.5
"251",2261000,"Powiat m.Gdańsk",2002,18.2
"252",2262000,"Powiat m.Gdynia",2002,18.7
"253",2263000,"Powiat m.Słupsk",2002,20.3
"254",2264000,"Powiat m.Sopot",2002,15.1
"255",2401000,"Powiat będziński",2002,17.7
"256",2402000,"Powiat bielski",2002,23.9
"257",2403000,"Powiat cieszyński",2002,23.3
"258",2404000,"Powiat częstochowski",2002,22.3
"259",2405000,"Powiat gliwicki",2002,22
"260",2406000,"Powiat kłobucki",2002,23.3
"261",2407000,"Powiat lubliniecki",2002,23.9
"262",2408000,"Powiat mikołowski",2002,22.6
"263",2409000,"Powiat myszkowski",2002,21.2
"264",2410000,"Powiat pszczyński",2002,26.8
"265",2411000,"Powiat raciborski",2002,22.4
"266",2412000,"Powiat rybnicki",2002,24
"267",2413000,"Powiat tarnogórski",2002,21.3
"268",2414000,"Powiat bieruńsko-lędziński",2002,25
"269",2415000,"Powiat wodzisławski",2002,22.9
"270",2416000,"Powiat zawierciański",2002,20
"271",2417000,"Powiat żywiecki",2002,24.8
"272",2461000,"Powiat m.Bielsko-Biała",2002,20
"273",2462000,"Powiat m.Bytom",2002,20.1
"274",2463000,"Powiat m.Chorzów",2002,19.1
"275",2464000,"Powiat m.Częstochowa",2002,18.8
"276",2465000,"Powiat m.Dąbrowa Górnicza",2002,18
"277",2466000,"Powiat m.Gliwice",2002,19.1
"278",2467000,"Powiat m.Jastrzębie-Zdrój",2002,23.2
"279",2468000,"Powiat m.Jaworzno",2002,21.3
"280",2469000,"Powiat m.Katowice",2002,18.5
"281",2470000,"Powiat m.Mysłowice",2002,22
"282",2471000,"Powiat m.Piekary Śląskie",2002,20.3
"283",2472000,"Powiat m.Ruda Śląska",2002,21.4
"284",2473000,"Powiat m.Rybnik",2002,22.4
"285",2474000,"Powiat m.Siemianowice Śląskie",2002,19.4
"286",2475000,"Powiat m.Sosnowiec",2002,17.2
"287",2476000,"Powiat m.Świętochłowice",2002,20.3
"288",2477000,"Powiat m.Tychy",2002,19.9
"289",2478000,"Powiat m.Zabrze",2002,21.1
"290",2479000,"Powiat m.Żory",2002,21.7
"291",2601000,"Powiat buski",2002,21.8
"292",2602000,"Powiat jędrzejowski",2002,23
"293",2603000,"Powiat kazimierski",2002,22.1
"294",2604000,"Powiat kielecki",2002,26.6
"295",2605000,"Powiat konecki",2002,22.6
"296",2606000,"Powiat opatowski",2002,23.1
"297",2607000,"Powiat ostrowiecki",2002,21.6
"298",2608000,"Powiat pińczowski",2002,22.8
"299",2609000,"Powiat sandomierski",2002,23.6
"300",2610000,"Powiat skarżyski",2002,20.9
"301",2611000,"Powiat starachowicki",2002,22.7
"302",2612000,"Powiat staszowski",2002,25.2
"303",2613000,"Powiat włoszczowski",2002,24.2
"304",2661000,"Powiat m.Kielce",2002,19.2
"305",2801000,"Powiat bartoszycki",2002,25.3
"306",2802000,"Powiat braniewski",2002,26.7
"307",2803000,"Powiat działdowski",2002,26.8
"308",2804000,"Powiat elbląski",2002,26.9
"309",2805000,"Powiat ełcki",2002,27
"310",2806000,"Powiat giżycki",2002,24.7
"311",2807000,"Powiat iławski",2002,26.7
"312",2808000,"Powiat kętrzyński",2002,24.4
"313",2809000,"Powiat lidzbarski",2002,25.1
"314",2810000,"Powiat mrągowski",2002,25.9
"315",2811000,"Powiat nidzicki",2002,26.7
"316",2812000,"Powiat nowomiejski",2002,27.9
"317",2813000,"Powiat olecki",2002,27.7
"318",2814000,"Powiat olsztyński",2002,25.6
"319",2815000,"Powiat ostródzki",2002,25.8
"320",2816000,"Powiat piski",2002,27.7
"321",2817000,"Powiat szczycieński",2002,26.7
"322",2818000,"Powiat gołdapski",2002,27.4
"323",2819000,"Powiat węgorzewski",2002,23.3
"324",2861000,"Powiat m.Elbląg",2002,21.7
"325",2862000,"Powiat m.Olsztyn",2002,19.7
"326",3001000,"Powiat chodzieski",2002,24.7
"327",3002000,"Powiat czarnkowsko-trzcianecki",2002,25.5
"328",3003000,"Powiat gnieźnieński",2002,24.5
"329",3004000,"Powiat gostyński",2002,26.2
"330",3005000,"Powiat grodziski",2002,27.6
"331",3006000,"Powiat jarociński",2002,25.3
"332",3007000,"Powiat kaliski",2002,25.4
"333",3008000,"Powiat kępiński",2002,25.4
"334",3009000,"Powiat kolski",2002,24.5
"335",3010000,"Powiat koniński",2002,27.2
"336",3011000,"Powiat kościański",2002,25
"337",3012000,"Powiat krotoszyński",2002,25.9
"338",3013000,"Powiat leszczyński",2002,27.1
"339",3014000,"Powiat międzychodzki",2002,25.6
"340",3015000,"Powiat nowotomyski",2002,25.7
"341",3016000,"Powiat obornicki",2002,25.6
"342",3017000,"Powiat ostrowski",2002,24.5
"343",3018000,"Powiat ostrzeszowski",2002,26
"344",3019000,"Powiat pilski",2002,24.9
"345",3020000,"Powiat pleszewski",2002,25.3
"346",3021000,"Powiat poznański",2002,24.5
"347",3022000,"Powiat rawicki",2002,25.1
"348",3023000,"Powiat słupecki",2002,25.4
"349",3024000,"Powiat szamotulski",2002,24.3
"350",3025000,"Powiat średzki",2002,25.2
"351",3026000,"Powiat śremski",2002,25.7
"352",3027000,"Powiat turecki",2002,25.7
"353",3028000,"Powiat wągrowiecki",2002,26.4
"354",3029000,"Powiat wolsztyński",2002,26.5
"355",3030000,"Powiat wrzesiński",2002,24.7
"356",3031000,"Powiat złotowski",2002,26.9
"357",3061000,"Powiat m.Kalisz",2002,20
"358",3062000,"Powiat m.Konin",2002,21.6
"359",3063000,"Powiat m.Leszno",2002,21.9
"360",3064000,"Powiat m.Poznań",2002,17.4
"361",3201000,"Powiat białogardzki",2002,25.1
"362",3202000,"Powiat choszczeński",2002,25.6
"363",3203000,"Powiat drawski",2002,25.5
"364",3204000,"Powiat goleniowski",2002,24.6
"365",3205000,"Powiat gryficki",2002,25.1
"366",3206000,"Powiat gryfiński",2002,24.9
"367",3207000,"Powiat kamieński",2002,23.5
"368",3208000,"Powiat kołobrzeski",2002,23.2
"369",3209000,"Powiat koszaliński",2002,26.5
"370",3210000,"Powiat myśliborski",2002,24.2
"371",3211000,"Powiat policki",2002,24.6
"372",3212000,"Powiat pyrzycki",2002,24.6
"373",3213000,"Powiat sławieński",2002,25.5
"374",3214000,"Powiat stargardzki",2002,23.9
"375",3215000,"Powiat szczecinecki",2002,25.5
"376",3216000,"Powiat świdwiński",2002,25.3
"377",3217000,"Powiat wałecki",2002,25
"378",3218000,"Powiat łobeski",2002,24.9
"379",3261000,"Powiat m.Koszalin",2002,18.8
"380",3262000,"Powiat m.Szczecin",2002,17.9
"381",3263000,"Powiat m.Świnoujście",2002,19.4
"382",201000,"Powiat bolesławiecki",2003,22.9
"383",202000,"Powiat dzierżoniowski",2003,19.8
"384",203000,"Powiat głogowski",2003,21.8
"385",204000,"Powiat górowski",2003,25.5
"386",205000,"Powiat jaworski",2003,22.1
"387",206000,"Powiat jeleniogórski",2003,20.1
"388",207000,"Powiat kamiennogórski",2003,21.6
"389",208000,"Powiat kłodzki",2003,20.1
"390",209000,"Powiat legnicki",2003,22.5
"391",210000,"Powiat lubański",2003,21.9
"392",211000,"Powiat lubiński",2003,20.9
"393",212000,"Powiat lwówecki",2003,22.7
"394",213000,"Powiat milicki",2003,24.2
"395",214000,"Powiat oleśnicki",2003,23.3
"396",215000,"Powiat oławski",2003,21.7
"397",216000,"Powiat polkowicki",2003,25.1
"398",217000,"Powiat strzeliński",2003,22
"399",218000,"Powiat średzki",2003,22.8
"400",219000,"Powiat świdnicki",2003,20.8
"401",220000,"Powiat trzebnicki",2003,23.1
"402",221000,"Powiat wałbrzyski",2003,18.5
"403",222000,"Powiat wołowski",2003,22
"404",223000,"Powiat wrocławski",2003,23.2
"405",224000,"Powiat ząbkowicki",2003,21.4
"406",225000,"Powiat zgorzelecki",2003,21.4
"407",226000,"Powiat złotoryjski",2003,22.4
"408",261000,"Powiat m.Jelenia Góra",2003,17.2
"409",262000,"Powiat m.Legnica",2003,19.9
"410",263000,"Powiat m.Wałbrzych do 2002",2003,NA
"411",264000,"Powiat m.Wrocław",2003,16
"412",265000,"Powiat m.Wałbrzych od 2013",2003,NA
"413",401000,"Powiat aleksandrowski",2003,22.6
"414",402000,"Powiat brodnicki",2003,25.9
"415",403000,"Powiat bydgoski",2003,25.2
"416",404000,"Powiat chełmiński",2003,24.7
"417",405000,"Powiat golubsko-dobrzyński",2003,26.1
"418",406000,"Powiat grudziądzki",2003,26.6
"419",407000,"Powiat inowrocławski",2003,22.4
"420",408000,"Powiat lipnowski",2003,26.5
"421",409000,"Powiat mogileński",2003,24.3
"422",410000,"Powiat nakielski",2003,25.4
"423",411000,"Powiat radziejowski",2003,24.2
"424",412000,"Powiat rypiński",2003,25.2
"425",413000,"Powiat sępoleński",2003,25.7
"426",414000,"Powiat świecki",2003,24.2
"427",415000,"Powiat toruński",2003,25.9
"428",416000,"Powiat tucholski",2003,26.1
"429",417000,"Powiat wąbrzeski",2003,24.9
"430",418000,"Powiat włocławski",2003,24.2
"431",419000,"Powiat żniński",2003,24.1
"432",461000,"Powiat m.Bydgoszcz",2003,18.7
"433",462000,"Powiat m.Grudziądz",2003,20.8
"434",463000,"Powiat m.Toruń",2003,19
"435",464000,"Powiat m.Włocławek",2003,20.1
"436",601000,"Powiat bialski",2003,25.7
"437",602000,"Powiat biłgorajski",2003,24.6
"438",603000,"Powiat chełmski",2003,24.5
"439",604000,"Powiat hrubieszowski",2003,23.3
"440",605000,"Powiat janowski",2003,24.4
"441",606000,"Powiat krasnostawski",2003,21.5
"442",607000,"Powiat kraśnicki",2003,22.7
"443",608000,"Powiat lubartowski",2003,23.6
"444",609000,"Powiat lubelski",2003,23.9
"445",610000,"Powiat łęczyński",2003,26
"446",611000,"Powiat łukowski",2003,27.1
"447",612000,"Powiat opolski",2003,23.1
"448",613000,"Powiat parczewski",2003,24.2
"449",614000,"Powiat puławski",2003,22.1
"450",615000,"Powiat radzyński",2003,25.6
"451",616000,"Powiat rycki",2003,24.1
"452",617000,"Powiat świdnicki",2003,20.9
"453",618000,"Powiat tomaszowski",2003,24.2
"454",619000,"Powiat włodawski",2003,24
"455",620000,"Powiat zamojski",2003,24.1
"456",661000,"Powiat m.Biała Podlaska",2003,24.1
"457",662000,"Powiat m.Chełm",2003,21.4
"458",663000,"Powiat m.Lublin",2003,18.3
"459",664000,"Powiat m.Zamość",2003,22.9
"460",801000,"Powiat gorzowski",2003,24.5
"461",802000,"Powiat krośnieński",2003,23.2
"462",803000,"Powiat międzyrzecki",2003,23
"463",804000,"Powiat nowosolski",2003,22.8
"464",805000,"Powiat słubicki",2003,23.5
"465",806000,"Powiat strzelecko-drezdenecki",2003,23.8
"466",807000,"Powiat sulęciński",2003,24.5
"467",808000,"Powiat świebodziński",2003,23.9
"468",809000,"Powiat zielonogórski",2003,24.1
"469",810000,"Powiat żagański",2003,23
"470",811000,"Powiat żarski",2003,23.3
"471",812000,"Powiat wschowski",2003,25.4
"472",861000,"Powiat m.Gorzów Wielkopolski",2003,19.6
"473",862000,"Powiat m.Zielona Góra",2003,18.1
"474",1001000,"Powiat bełchatowski",2003,23.5
"475",1002000,"Powiat kutnowski",2003,20.5
"476",1003000,"Powiat łaski",2003,22
"477",1004000,"Powiat łęczycki",2003,21.7
"478",1005000,"Powiat łowicki",2003,22.1
"479",1006000,"Powiat łódzki wschodni",2003,21
"480",1007000,"Powiat opoczyński",2003,24.9
"481",1008000,"Powiat pabianicki",2003,18.7
"482",1009000,"Powiat pajęczański",2003,23.3
"483",1010000,"Powiat piotrkowski",2003,23.7
"484",1011000,"Powiat poddębicki",2003,21.8
"485",1012000,"Powiat radomszczański",2003,22.3
"486",1013000,"Powiat rawski",2003,23.4
"487",1014000,"Powiat sieradzki",2003,23.7
"488",1015000,"Powiat skierniewicki",2003,23.3
"489",1016000,"Powiat tomaszowski",2003,21.2
"490",1017000,"Powiat wieluński",2003,23
"491",1018000,"Powiat wieruszowski",2003,23.9
"492",1019000,"Powiat zduńskowolski",2003,22.3
"493",1020000,"Powiat zgierski",2003,19.6
"494",1021000,"Powiat brzeziński",2003,21.1
"495",1061000,"Powiat m.Łódź",2003,15.2
"496",1062000,"Powiat m.Piotrków Trybunalski",2003,19.4
"497",1063000,"Powiat m.Skierniewice",2003,20.9
"498",1201000,"Powiat bocheński",2003,26.3
"499",1202000,"Powiat brzeski",2003,26.3
"500",1203000,"Powiat chrzanowski",2003,20.4
"501",1204000,"Powiat dąbrowski",2003,25.3
"502",1205000,"Powiat gorlicki",2003,25.7
"503",1206000,"Powiat krakowski",2003,23.2
"504",1207000,"Powiat limanowski",2003,29.5
"505",1208000,"Powiat miechowski",2003,21.4
"506",1209000,"Powiat myślenicki",2003,27.1
"507",1210000,"Powiat nowosądecki",2003,29.7
"508",1211000,"Powiat nowotarski",2003,27.3
"509",1212000,"Powiat olkuski",2003,21.1
"510",1213000,"Powiat oświęcimski",2003,21.9
"511",1214000,"Powiat proszowicki",2003,22.9
"512",1215000,"Powiat suski",2003,25.8
"513",1216000,"Powiat tarnowski",2003,27
"514",1217000,"Powiat tatrzański",2003,24.6
"515",1218000,"Powiat wadowicki",2003,24.8
"516",1219000,"Powiat wielicki",2003,24
"517",1261000,"Powiat m.Kraków",2003,17
"518",1262000,"Powiat m.Nowy Sącz",2003,23.4
"519",1263000,"Powiat m.Tarnów",2003,20.7
"520",1401000,"Powiat białobrzeski",2003,26.3
"521",1402000,"Powiat ciechanowski",2003,24.3
"522",1403000,"Powiat garwoliński",2003,26.4
"523",1404000,"Powiat gostyniński",2003,23.1
"524",1405000,"Powiat grodziski",2003,21.2
"525",1406000,"Powiat grójecki",2003,22.3
"526",1407000,"Powiat kozienicki",2003,24.1
"527",1408000,"Powiat legionowski",2003,20.9
"528",1409000,"Powiat lipski",2003,22.6
"529",1410000,"Powiat łosicki",2003,24.9
"530",1411000,"Powiat makowski",2003,25.4
"531",1412000,"Powiat miński",2003,23.1
"532",1413000,"Powiat mławski",2003,25.3
"533",1414000,"Powiat nowodworski",2003,22.9
"534",1415000,"Powiat ostrołęcki",2003,28
"535",1416000,"Powiat ostrowski",2003,24.8
"536",1417000,"Powiat otwocki",2003,21.8
"537",1418000,"Powiat piaseczyński",2003,21.6
"538",1419000,"Powiat płocki",2003,24.9
"539",1420000,"Powiat płoński",2003,23.8
"540",1421000,"Powiat pruszkowski",2003,19.6
"541",1422000,"Powiat przasnyski",2003,25.9
"542",1423000,"Powiat przysuski",2003,24.9
"543",1424000,"Powiat pułtuski",2003,24.8
"544",1425000,"Powiat radomski",2003,26.5
"545",1426000,"Powiat siedlecki",2003,26.2
"546",1427000,"Powiat sierpecki",2003,25.6
"547",1428000,"Powiat sochaczewski",2003,22.9
"548",1429000,"Powiat sokołowski",2003,23.5
"549",1430000,"Powiat szydłowiecki",2003,24.8
"550",1432000,"Powiat warszawski zachodni",2003,21.3
"551",1433000,"Powiat węgrowski",2003,24.5
"552",1434000,"Powiat wołomiński",2003,23.5
"553",1435000,"Powiat wyszkowski",2003,25.9
"554",1436000,"Powiat zwoleński",2003,24.8
"555",1437000,"Powiat żuromiński",2003,25.7
"556",1438000,"Powiat żyrardowski",2003,21.2
"557",1461000,"Powiat m.Ostrołęka",2003,23.7
"558",1462000,"Powiat m.Płock",2003,20
"559",1463000,"Powiat m.Radom",2003,21.2
"560",1464000,"Powiat m.Siedlce",2003,22
