"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_pierwotny_od_60_do_80_m2_szt"
"16348",208000,"Powiat kłodzki",2018,23
"16349",209000,"Powiat legnicki",2018,0
"16350",210000,"Powiat lubański",2018,0
"16351",211000,"Powiat lubiński",2018,87
"16352",212000,"Powiat lwówecki",2018,0
"16353",213000,"Powiat milicki",2018,0
"16354",214000,"Powiat oleśnicki",2018,48
"16355",215000,"Powiat oławski",2018,39
"16356",216000,"Powiat polkowicki",2018,12
"16357",217000,"Powiat strzeliński",2018,11
"16358",218000,"Powiat średzki",2018,24
"16359",219000,"Powiat świdnicki",2018,93
"16360",220000,"Powiat trzebnicki",2018,45
"16361",221000,"Powiat wałbrzyski",2018,0
"16362",222000,"Powiat wołowski",2018,19
"16363",223000,"Powiat wrocławski",2018,296
"16364",224000,"Powiat ząbkowicki",2018,0
"16365",225000,"Powiat zgorzelecki",2018,0
"16366",226000,"Powiat złotoryjski",2018,0
"16367",261000,"Powiat m.Jelenia Góra",2018,31
"16368",262000,"Powiat m.Legnica",2018,103
"16369",264000,"Powiat m.Wrocław",2018,1633
"16370",265000,"Powiat m.Wałbrzych od 2013",2018,0
"16371",401000,"Powiat aleksandrowski",2018,8
"16372",402000,"Powiat brodnicki",2018,44
"16373",403000,"Powiat bydgoski",2018,28
"16374",404000,"Powiat chełmiński",2018,0
"16375",405000,"Powiat golubsko-dobrzyński",2018,0
"16376",406000,"Powiat grudziądzki",2018,0
"16377",407000,"Powiat inowrocławski",2018,41
"16378",408000,"Powiat lipnowski",2018,0
"16379",409000,"Powiat mogileński",2018,5
"16380",410000,"Powiat nakielski",2018,7
"16381",411000,"Powiat radziejowski",2018,0
"16382",412000,"Powiat rypiński",2018,0
"16383",413000,"Powiat sępoleński",2018,0
"16384",414000,"Powiat świecki",2018,14
"16385",415000,"Powiat toruński",2018,23
"16386",416000,"Powiat tucholski",2018,0
"16387",417000,"Powiat wąbrzeski",2018,0
"16388",418000,"Powiat włocławski",2018,0
"16389",419000,"Powiat żniński",2018,3
"16390",461000,"Powiat m.Bydgoszcz",2018,267
"16391",462000,"Powiat m.Grudziądz",2018,59
"16392",463000,"Powiat m.Toruń",2018,93
"16393",464000,"Powiat m.Włocławek",2018,66
"16394",601000,"Powiat bialski",2018,8
"16395",602000,"Powiat biłgorajski",2018,3
"16396",603000,"Powiat chełmski",2018,0
"16397",604000,"Powiat hrubieszowski",2018,0
"16398",605000,"Powiat janowski",2018,0
"16399",606000,"Powiat krasnostawski",2018,0
"16400",607000,"Powiat kraśnicki",2018,0
"16401",608000,"Powiat lubartowski",2018,7
"16402",609000,"Powiat lubelski",2018,23
"16403",610000,"Powiat łęczyński",2018,0
"16404",611000,"Powiat łukowski",2018,0
"16405",612000,"Powiat opolski",2018,0
"16406",613000,"Powiat parczewski",2018,0
"16407",614000,"Powiat puławski",2018,12
"16408",615000,"Powiat radzyński",2018,11
"16409",616000,"Powiat rycki",2018,3
"16410",617000,"Powiat świdnicki",2018,0
"16411",618000,"Powiat tomaszowski",2018,0
"16412",619000,"Powiat włodawski",2018,4
"16413",620000,"Powiat zamojski",2018,0
"16414",661000,"Powiat m.Biała Podlaska",2018,13
"16415",662000,"Powiat m.Chełm",2018,6
"16416",663000,"Powiat m.Lublin",2018,877
"16417",664000,"Powiat m.Zamość",2018,34
"16418",801000,"Powiat gorzowski",2018,49
"16419",802000,"Powiat krośnieński",2018,15
"16420",803000,"Powiat międzyrzecki",2018,4
"16421",804000,"Powiat nowosolski",2018,9
"16422",805000,"Powiat słubicki",2018,3
"16423",806000,"Powiat strzelecko-drezdenecki",2018,4
"16424",807000,"Powiat sulęciński",2018,0
"16425",808000,"Powiat świebodziński",2018,15
"16426",809000,"Powiat zielonogórski",2018,6
"16427",810000,"Powiat żagański",2018,0
"16428",811000,"Powiat żarski",2018,31
"16429",812000,"Powiat wschowski",2018,0
"16430",861000,"Powiat m.Gorzów Wielkopolski",2018,249
"16431",862000,"Powiat m.Zielona Góra",2018,285
"16432",1001000,"Powiat bełchatowski",2018,0
"16433",1002000,"Powiat kutnowski",2018,33
"16434",1003000,"Powiat łaski",2018,0
"16435",1004000,"Powiat łęczycki",2018,0
"16436",1005000,"Powiat łowicki",2018,3
"16437",1006000,"Powiat łódzki wschodni",2018,0
"16438",1007000,"Powiat opoczyński",2018,0
"16439",1008000,"Powiat pabianicki",2018,21
"16440",1009000,"Powiat pajęczański",2018,0
"16441",1010000,"Powiat piotrkowski",2018,0
"16442",1011000,"Powiat poddębicki",2018,0
"16443",1012000,"Powiat radomszczański",2018,13
"16444",1013000,"Powiat rawski",2018,0
"16445",1014000,"Powiat sieradzki",2018,14
"16446",1015000,"Powiat skierniewicki",2018,0
"16447",1016000,"Powiat tomaszowski",2018,0
"16448",1017000,"Powiat wieluński",2018,14
"16449",1018000,"Powiat wieruszowski",2018,14
"16450",1019000,"Powiat zduńskowolski",2018,0
"16451",1020000,"Powiat zgierski",2018,15
"16452",1021000,"Powiat brzeziński",2018,3
"16453",1061000,"Powiat m.Łódź",2018,869
"16454",1062000,"Powiat m.Piotrków Trybunalski",2018,8
"16455",1063000,"Powiat m.Skierniewice",2018,30
"16456",1201000,"Powiat bocheński",2018,7
"16457",1202000,"Powiat brzeski",2018,0
"16458",1203000,"Powiat chrzanowski",2018,0
"16459",1204000,"Powiat dąbrowski",2018,0
"16460",1205000,"Powiat gorlicki",2018,0
"16461",1206000,"Powiat krakowski",2018,82
"16462",1207000,"Powiat limanowski",2018,0
"16463",1208000,"Powiat miechowski",2018,0
"16464",1209000,"Powiat myślenicki",2018,9
"16465",1210000,"Powiat nowosądecki",2018,5
"16466",1211000,"Powiat nowotarski",2018,25
"16467",1212000,"Powiat olkuski",2018,0
"16468",1213000,"Powiat oświęcimski",2018,44
"16469",1214000,"Powiat proszowicki",2018,0
"16470",1215000,"Powiat suski",2018,0
"16471",1216000,"Powiat tarnowski",2018,0
"16472",1217000,"Powiat tatrzański",2018,12
"16473",1218000,"Powiat wadowicki",2018,6
"16474",1219000,"Powiat wielicki",2018,225
"16475",1261000,"Powiat m.Kraków",2018,1333
"16476",1262000,"Powiat m.Nowy Sącz",2018,18
"16477",1263000,"Powiat m.Tarnów",2018,44
"16478",1401000,"Powiat białobrzeski",2018,0
"16479",1402000,"Powiat ciechanowski",2018,31
"16480",1403000,"Powiat garwoliński",2018,0
"16481",1404000,"Powiat gostyniński",2018,3
"16482",1405000,"Powiat grodziski",2018,13
"16483",1406000,"Powiat grójecki",2018,38
"16484",1407000,"Powiat kozienicki",2018,4
"16485",1408000,"Powiat legionowski",2018,137
"16486",1409000,"Powiat lipski",2018,0
"16487",1410000,"Powiat łosicki",2018,0
"16488",1411000,"Powiat makowski",2018,0
"16489",1412000,"Powiat miński",2018,176
"16490",1413000,"Powiat mławski",2018,34
"16491",1414000,"Powiat nowodworski",2018,33
"16492",1415000,"Powiat ostrołęcki",2018,0
"16493",1416000,"Powiat ostrowski",2018,0
"16494",1417000,"Powiat otwocki",2018,15
"16495",1418000,"Powiat piaseczyński",2018,14
"16496",1419000,"Powiat płocki",2018,4
"16497",1420000,"Powiat płoński",2018,0
"16498",1421000,"Powiat pruszkowski",2018,87
"16499",1422000,"Powiat przasnyski",2018,3
"16500",1423000,"Powiat przysuski",2018,0
"16501",1424000,"Powiat pułtuski",2018,13
"16502",1425000,"Powiat radomski",2018,0
"16503",1426000,"Powiat siedlecki",2018,0
"16504",1427000,"Powiat sierpecki",2018,40
"16505",1428000,"Powiat sochaczewski",2018,0
"16506",1429000,"Powiat sokołowski",2018,4
"16507",1430000,"Powiat szydłowiecki",2018,0
"16508",1432000,"Powiat warszawski zachodni",2018,102
"16509",1433000,"Powiat węgrowski",2018,0
"16510",1434000,"Powiat wołomiński",2018,278
"16511",1435000,"Powiat wyszkowski",2018,13
"16512",1436000,"Powiat zwoleński",2018,0
"16513",1437000,"Powiat żuromiński",2018,0
"16514",1438000,"Powiat żyrardowski",2018,23
"16515",1461000,"Powiat m.Ostrołęka",2018,7
"16516",1462000,"Powiat m.Płock",2018,78
"16517",1463000,"Powiat m.Radom",2018,86
"16518",1464000,"Powiat m.Siedlce",2018,159
"16519",1465000,"Powiat m. st. Warszawa",2018,1884
"16520",1601000,"Powiat brzeski",2018,23
"16521",1602000,"Powiat głubczycki",2018,0
"16522",1603000,"Powiat kędzierzyńsko-kozielski",2018,0
"16523",1604000,"Powiat kluczborski",2018,10
"16524",1605000,"Powiat krapkowicki",2018,0
"16525",1606000,"Powiat namysłowski",2018,24
"16526",1607000,"Powiat nyski",2018,0
"16527",1608000,"Powiat oleski",2018,0
"16528",1609000,"Powiat opolski",2018,0
"16529",1610000,"Powiat prudnicki",2018,0
"16530",1611000,"Powiat strzelecki",2018,0
"16531",1661000,"Powiat m.Opole",2018,209
"16532",1801000,"Powiat bieszczadzki",2018,0
"16533",1802000,"Powiat brzozowski",2018,0
"16534",1803000,"Powiat dębicki",2018,6
"16535",1804000,"Powiat jarosławski",2018,25
"16536",1805000,"Powiat jasielski",2018,0
"16537",1806000,"Powiat kolbuszowski",2018,14
"16538",1807000,"Powiat krośnieński",2018,0
"16539",1808000,"Powiat leżajski",2018,0
"16540",1809000,"Powiat lubaczowski",2018,0
"16541",1810000,"Powiat łańcucki",2018,4
"16542",1811000,"Powiat mielecki",2018,34
"16543",1812000,"Powiat niżański",2018,0
"16544",1813000,"Powiat przemyski",2018,0
"16545",1814000,"Powiat przeworski",2018,0
"16546",1815000,"Powiat ropczycko-sędziszowski",2018,9
"16547",1816000,"Powiat rzeszowski",2018,59
"16548",1817000,"Powiat sanocki",2018,0
"16549",1818000,"Powiat stalowowolski",2018,9
"16550",1819000,"Powiat strzyżowski",2018,6
"16551",1820000,"Powiat tarnobrzeski",2018,7
"16552",1821000,"Powiat leski",2018,0
"16553",1861000,"Powiat m.Krosno",2018,0
"16554",1862000,"Powiat m.Przemyśl",2018,17
"16555",1863000,"Powiat m.Rzeszów",2018,345
"16556",1864000,"Powiat m.Tarnobrzeg",2018,32
"16557",2001000,"Powiat augustowski",2018,9
"16558",2002000,"Powiat białostocki",2018,65
"16559",2003000,"Powiat bielski",2018,13
"16560",2004000,"Powiat grajewski",2018,33
"16561",2005000,"Powiat hajnowski",2018,0
"16562",2006000,"Powiat kolneński",2018,0
"16563",2007000,"Powiat łomżyński",2018,0
"16564",2008000,"Powiat moniecki",2018,0
"16565",2009000,"Powiat sejneński",2018,0
"16566",2010000,"Powiat siemiatycki",2018,14
"16567",2011000,"Powiat sokólski",2018,0
"16568",2012000,"Powiat suwalski",2018,0
"16569",2013000,"Powiat wysokomazowiecki",2018,26
"16570",2014000,"Powiat zambrowski",2018,8
"16571",2061000,"Powiat m.Białystok",2018,275
"16572",2062000,"Powiat m.Łomża",2018,90
"16573",2063000,"Powiat m.Suwałki",2018,114
"16574",2201000,"Powiat bytowski",2018,13
"16575",2202000,"Powiat chojnicki",2018,51
"16576",2203000,"Powiat człuchowski",2018,0
"16577",2204000,"Powiat gdański",2018,135
"16578",2205000,"Powiat kartuski",2018,370
"16579",2206000,"Powiat kościerski",2018,23
"16580",2207000,"Powiat kwidzyński",2018,11
"16581",2208000,"Powiat lęborski",2018,25
"16582",2209000,"Powiat malborski",2018,33
"16583",2210000,"Powiat nowodworski",2018,7
"16584",2211000,"Powiat pucki",2018,115
"16585",2212000,"Powiat słupski",2018,13
"16586",2213000,"Powiat starogardzki",2018,29
"16587",2214000,"Powiat tczewski",2018,54
"16588",2215000,"Powiat wejherowski",2018,161
"16589",2216000,"Powiat sztumski",2018,0
"16590",2261000,"Powiat m.Gdańsk",2018,1376
"16591",2262000,"Powiat m.Gdynia",2018,365
"16592",2263000,"Powiat m.Słupsk",2018,98
"16593",2264000,"Powiat m.Sopot",2018,28
"16594",2401000,"Powiat będziński",2018,13
"16595",2402000,"Powiat bielski",2018,8
"16596",2403000,"Powiat cieszyński",2018,7
"16597",2404000,"Powiat częstochowski",2018,0
"16598",2405000,"Powiat gliwicki",2018,15
"16599",2406000,"Powiat kłobucki",2018,0
"16600",2407000,"Powiat lubliniecki",2018,6
"16601",2408000,"Powiat mikołowski",2018,16
"16602",2409000,"Powiat myszkowski",2018,15
"16603",2410000,"Powiat pszczyński",2018,6
"16604",2411000,"Powiat raciborski",2018,0
"16605",2412000,"Powiat rybnicki",2018,0
"16606",2413000,"Powiat tarnogórski",2018,16
"16607",2414000,"Powiat bieruńsko-lędziński",2018,0
"16608",2415000,"Powiat wodzisławski",2018,0
"16609",2416000,"Powiat zawierciański",2018,0
"16610",2417000,"Powiat żywiecki",2018,3
"16611",2461000,"Powiat m.Bielsko-Biała",2018,39
"16612",2462000,"Powiat m.Bytom",2018,10
"16613",2463000,"Powiat m.Chorzów",2018,59
"16614",2464000,"Powiat m.Częstochowa",2018,39
"16615",2465000,"Powiat m.Dąbrowa Górnicza",2018,11
"16616",2466000,"Powiat m.Gliwice",2018,127
"16617",2467000,"Powiat m.Jastrzębie-Zdrój",2018,0
"16618",2468000,"Powiat m.Jaworzno",2018,10
"16619",2469000,"Powiat m.Katowice",2018,30
"16620",2470000,"Powiat m.Mysłowice",2018,23
"16621",2471000,"Powiat m.Piekary Śląskie",2018,28
"16622",2472000,"Powiat m.Ruda Śląska",2018,5
"16623",2473000,"Powiat m.Rybnik",2018,32
"16624",2474000,"Powiat m.Siemianowice Śląskie",2018,21
"16625",2475000,"Powiat m.Sosnowiec",2018,14
"16626",2476000,"Powiat m.Świętochłowice",2018,0
"16627",2477000,"Powiat m.Tychy",2018,55
"16628",2478000,"Powiat m.Zabrze",2018,28
"16629",2479000,"Powiat m.Żory",2018,19
"16630",2601000,"Powiat buski",2018,3
"16631",2602000,"Powiat jędrzejowski",2018,0
"16632",2603000,"Powiat kazimierski",2018,0
"16633",2604000,"Powiat kielecki",2018,0
"16634",2605000,"Powiat konecki",2018,0
"16635",2606000,"Powiat opatowski",2018,3
"16636",2607000,"Powiat ostrowiecki",2018,0
"16637",2608000,"Powiat pińczowski",2018,0
"16638",2609000,"Powiat sandomierski",2018,0
"16639",2610000,"Powiat skarżyski",2018,0
"16640",2611000,"Powiat starachowicki",2018,4
"16641",2612000,"Powiat staszowski",2018,0
"16642",2613000,"Powiat włoszczowski",2018,0
"16643",2661000,"Powiat m.Kielce",2018,192
"16644",2801000,"Powiat bartoszycki",2018,0
"16645",2802000,"Powiat braniewski",2018,3
"16646",2803000,"Powiat działdowski",2018,39
"16647",2804000,"Powiat elbląski",2018,0
"16648",2805000,"Powiat ełcki",2018,49
"16649",2806000,"Powiat giżycki",2018,34
"16650",2807000,"Powiat iławski",2018,111
"16651",2808000,"Powiat kętrzyński",2018,0
"16652",2809000,"Powiat lidzbarski",2018,0
"16653",2810000,"Powiat mrągowski",2018,0
"16654",2811000,"Powiat nidzicki",2018,12
"16655",2812000,"Powiat nowomiejski",2018,0
"16656",2813000,"Powiat olecki",2018,29
"16657",2814000,"Powiat olsztyński",2018,100
"16658",2815000,"Powiat ostródzki",2018,45
"16659",2816000,"Powiat piski",2018,0
"16660",2817000,"Powiat szczycieński",2018,0
"16661",2818000,"Powiat gołdapski",2018,18
"16662",2819000,"Powiat węgorzewski",2018,3
"16663",2861000,"Powiat m.Elbląg",2018,92
"16664",2862000,"Powiat m.Olsztyn",2018,146
"16665",3001000,"Powiat chodzieski",2018,0
"16666",3002000,"Powiat czarnkowsko-trzcianecki",2018,0
"16667",3003000,"Powiat gnieźnieński",2018,18
"16668",3004000,"Powiat gostyński",2018,21
"16669",3005000,"Powiat grodziski",2018,4
"16670",3006000,"Powiat jarociński",2018,25
"16671",3007000,"Powiat kaliski",2018,0
"16672",3008000,"Powiat kępiński",2018,19
"16673",3009000,"Powiat kolski",2018,0
"16674",3010000,"Powiat koniński",2018,3
"16675",3011000,"Powiat kościański",2018,16
"16676",3012000,"Powiat krotoszyński",2018,24
"16677",3013000,"Powiat leszczyński",2018,9
"16678",3014000,"Powiat międzychodzki",2018,6
"16679",3015000,"Powiat nowotomyski",2018,24
"16680",3016000,"Powiat obornicki",2018,24
"16681",3017000,"Powiat ostrowski",2018,73
"16682",3018000,"Powiat ostrzeszowski",2018,10
"16683",3019000,"Powiat pilski",2018,50
"16684",3020000,"Powiat pleszewski",2018,0
"16685",3021000,"Powiat poznański",2018,952
"16686",3022000,"Powiat rawicki",2018,32
"16687",3023000,"Powiat słupecki",2018,0
"16688",3024000,"Powiat szamotulski",2018,41
"16689",3025000,"Powiat średzki",2018,66
"16690",3026000,"Powiat śremski",2018,23
"16691",3027000,"Powiat turecki",2018,0
"16692",3028000,"Powiat wągrowiecki",2018,8
"16693",3029000,"Powiat wolsztyński",2018,16
"16694",3030000,"Powiat wrzesiński",2018,99
"16695",3031000,"Powiat złotowski",2018,9
"16696",3061000,"Powiat m.Kalisz",2018,61
"16697",3062000,"Powiat m.Konin",2018,23
"16698",3063000,"Powiat m.Leszno",2018,28
"16699",3064000,"Powiat m.Poznań",2018,899
"16700",3201000,"Powiat białogardzki",2018,7
"16701",3202000,"Powiat choszczeński",2018,12
"16702",3203000,"Powiat drawski",2018,0
"16703",3204000,"Powiat goleniowski",2018,0
"16704",3205000,"Powiat gryficki",2018,3
"16705",3206000,"Powiat gryfiński",2018,0
"16706",3207000,"Powiat kamieński",2018,16
"16707",3208000,"Powiat kołobrzeski",2018,48
"16708",3209000,"Powiat koszaliński",2018,19
"16709",3210000,"Powiat myśliborski",2018,15
"16710",3211000,"Powiat policki",2018,44
"16711",3212000,"Powiat pyrzycki",2018,0
"16712",3213000,"Powiat sławieński",2018,0
"16713",3214000,"Powiat stargardzki",2018,56
"16714",3215000,"Powiat szczecinecki",2018,34
"16715",3216000,"Powiat świdwiński",2018,6
"16716",3217000,"Powiat wałecki",2018,4
"16717",3218000,"Powiat łobeski",2018,0
"16718",3261000,"Powiat m.Koszalin",2018,3
"16719",3262000,"Powiat m.Szczecin",2018,516
"16720",3263000,"Powiat m.Świnoujście",2018,18
"16721",201000,"Powiat bolesławiecki",2019,NA
"16722",202000,"Powiat dzierżoniowski",2019,NA
"16723",203000,"Powiat głogowski",2019,NA
"16724",204000,"Powiat górowski",2019,NA
"16725",205000,"Powiat jaworski",2019,NA
"16726",206000,"Powiat jeleniogórski",2019,NA
"16727",207000,"Powiat kamiennogórski",2019,NA
"16728",208000,"Powiat kłodzki",2019,NA
"16729",209000,"Powiat legnicki",2019,NA
"16730",210000,"Powiat lubański",2019,NA
"16731",211000,"Powiat lubiński",2019,NA
"16732",212000,"Powiat lwówecki",2019,NA
"16733",213000,"Powiat milicki",2019,NA
"16734",214000,"Powiat oleśnicki",2019,NA
"16735",215000,"Powiat oławski",2019,NA
"16736",216000,"Powiat polkowicki",2019,NA
"16737",217000,"Powiat strzeliński",2019,NA
"16738",218000,"Powiat średzki",2019,NA
"16739",219000,"Powiat świdnicki",2019,NA
"16740",220000,"Powiat trzebnicki",2019,NA
"16741",221000,"Powiat wałbrzyski",2019,NA
"16742",222000,"Powiat wołowski",2019,NA
"16743",223000,"Powiat wrocławski",2019,NA
"16744",224000,"Powiat ząbkowicki",2019,NA
"16745",225000,"Powiat zgorzelecki",2019,NA
"16746",226000,"Powiat złotoryjski",2019,NA
"16747",261000,"Powiat m.Jelenia Góra",2019,NA
"16748",262000,"Powiat m.Legnica",2019,NA
"16749",264000,"Powiat m.Wrocław",2019,NA
"16750",265000,"Powiat m.Wałbrzych od 2013",2019,NA
"16751",401000,"Powiat aleksandrowski",2019,NA
"16752",402000,"Powiat brodnicki",2019,NA
"16753",403000,"Powiat bydgoski",2019,NA
"16754",404000,"Powiat chełmiński",2019,NA
"16755",405000,"Powiat golubsko-dobrzyński",2019,NA
"16756",406000,"Powiat grudziądzki",2019,NA
"16757",407000,"Powiat inowrocławski",2019,NA
"16758",408000,"Powiat lipnowski",2019,NA
"16759",409000,"Powiat mogileński",2019,NA
"16760",410000,"Powiat nakielski",2019,NA
"16761",411000,"Powiat radziejowski",2019,NA
"16762",412000,"Powiat rypiński",2019,NA
"16763",413000,"Powiat sępoleński",2019,NA
"16764",414000,"Powiat świecki",2019,NA
"16765",415000,"Powiat toruński",2019,NA
"16766",416000,"Powiat tucholski",2019,NA
"16767",417000,"Powiat wąbrzeski",2019,NA
"16768",418000,"Powiat włocławski",2019,NA
"16769",419000,"Powiat żniński",2019,NA
"16770",461000,"Powiat m.Bydgoszcz",2019,NA
"16771",462000,"Powiat m.Grudziądz",2019,NA
"16772",463000,"Powiat m.Toruń",2019,NA
"16773",464000,"Powiat m.Włocławek",2019,NA
"16774",601000,"Powiat bialski",2019,NA
"16775",602000,"Powiat biłgorajski",2019,NA
"16776",603000,"Powiat chełmski",2019,NA
"16777",604000,"Powiat hrubieszowski",2019,NA
"16778",605000,"Powiat janowski",2019,NA
"16779",606000,"Powiat krasnostawski",2019,NA
"16780",607000,"Powiat kraśnicki",2019,NA
"16781",608000,"Powiat lubartowski",2019,NA
"16782",609000,"Powiat lubelski",2019,NA
"16783",610000,"Powiat łęczyński",2019,NA
"16784",611000,"Powiat łukowski",2019,NA
"16785",612000,"Powiat opolski",2019,NA
"16786",613000,"Powiat parczewski",2019,NA
"16787",614000,"Powiat puławski",2019,NA
"16788",615000,"Powiat radzyński",2019,NA
"16789",616000,"Powiat rycki",2019,NA
"16790",617000,"Powiat świdnicki",2019,NA
"16791",618000,"Powiat tomaszowski",2019,NA
"16792",619000,"Powiat włodawski",2019,NA
"16793",620000,"Powiat zamojski",2019,NA
"16794",661000,"Powiat m.Biała Podlaska",2019,NA
"16795",662000,"Powiat m.Chełm",2019,NA
"16796",663000,"Powiat m.Lublin",2019,NA
"16797",664000,"Powiat m.Zamość",2019,NA
"16798",801000,"Powiat gorzowski",2019,NA
"16799",802000,"Powiat krośnieński",2019,NA
"16800",803000,"Powiat międzyrzecki",2019,NA
"16801",804000,"Powiat nowosolski",2019,NA
"16802",805000,"Powiat słubicki",2019,NA
"16803",806000,"Powiat strzelecko-drezdenecki",2019,NA
"16804",807000,"Powiat sulęciński",2019,NA
"16805",808000,"Powiat świebodziński",2019,NA
"16806",809000,"Powiat zielonogórski",2019,NA
"16807",810000,"Powiat żagański",2019,NA
"16808",811000,"Powiat żarski",2019,NA
"16809",812000,"Powiat wschowski",2019,NA
"16810",861000,"Powiat m.Gorzów Wielkopolski",2019,NA
"16811",862000,"Powiat m.Zielona Góra",2019,NA
"16812",1001000,"Powiat bełchatowski",2019,NA
"16813",1002000,"Powiat kutnowski",2019,NA
"16814",1003000,"Powiat łaski",2019,NA
"16815",1004000,"Powiat łęczycki",2019,NA
"16816",1005000,"Powiat łowicki",2019,NA
"16817",1006000,"Powiat łódzki wschodni",2019,NA
"16818",1007000,"Powiat opoczyński",2019,NA
"16819",1008000,"Powiat pabianicki",2019,NA
"16820",1009000,"Powiat pajęczański",2019,NA
"16821",1010000,"Powiat piotrkowski",2019,NA
"16822",1011000,"Powiat poddębicki",2019,NA
"16823",1012000,"Powiat radomszczański",2019,NA
"16824",1013000,"Powiat rawski",2019,NA
"16825",1014000,"Powiat sieradzki",2019,NA
"16826",1015000,"Powiat skierniewicki",2019,NA
"16827",1016000,"Powiat tomaszowski",2019,NA
"16828",1017000,"Powiat wieluński",2019,NA
"16829",1018000,"Powiat wieruszowski",2019,NA
"16830",1019000,"Powiat zduńskowolski",2019,NA
"16831",1020000,"Powiat zgierski",2019,NA
"16832",1021000,"Powiat brzeziński",2019,NA
"16833",1061000,"Powiat m.Łódź",2019,NA
"16834",1062000,"Powiat m.Piotrków Trybunalski",2019,NA
"16835",1063000,"Powiat m.Skierniewice",2019,NA
"16836",1201000,"Powiat bocheński",2019,NA
"16837",1202000,"Powiat brzeski",2019,NA
"16838",1203000,"Powiat chrzanowski",2019,NA
"16839",1204000,"Powiat dąbrowski",2019,NA
"16840",1205000,"Powiat gorlicki",2019,NA
"16841",1206000,"Powiat krakowski",2019,NA
"16842",1207000,"Powiat limanowski",2019,NA
"16843",1208000,"Powiat miechowski",2019,NA
"16844",1209000,"Powiat myślenicki",2019,NA
"16845",1210000,"Powiat nowosądecki",2019,NA
"16846",1211000,"Powiat nowotarski",2019,NA
"16847",1212000,"Powiat olkuski",2019,NA
"16848",1213000,"Powiat oświęcimski",2019,NA
"16849",1214000,"Powiat proszowicki",2019,NA
"16850",1215000,"Powiat suski",2019,NA
"16851",1216000,"Powiat tarnowski",2019,NA
"16852",1217000,"Powiat tatrzański",2019,NA
"16853",1218000,"Powiat wadowicki",2019,NA
"16854",1219000,"Powiat wielicki",2019,NA
"16855",1261000,"Powiat m.Kraków",2019,NA
"16856",1262000,"Powiat m.Nowy Sącz",2019,NA
"16857",1263000,"Powiat m.Tarnów",2019,NA
"16858",1401000,"Powiat białobrzeski",2019,NA
"16859",1402000,"Powiat ciechanowski",2019,NA
"16860",1403000,"Powiat garwoliński",2019,NA
"16861",1404000,"Powiat gostyniński",2019,NA
"16862",1405000,"Powiat grodziski",2019,NA
"16863",1406000,"Powiat grójecki",2019,NA
"16864",1407000,"Powiat kozienicki",2019,NA
"16865",1408000,"Powiat legionowski",2019,NA
"16866",1409000,"Powiat lipski",2019,NA
"16867",1410000,"Powiat łosicki",2019,NA
"16868",1411000,"Powiat makowski",2019,NA
"16869",1412000,"Powiat miński",2019,NA
"16870",1413000,"Powiat mławski",2019,NA
"16871",1414000,"Powiat nowodworski",2019,NA
"16872",1415000,"Powiat ostrołęcki",2019,NA
"16873",1416000,"Powiat ostrowski",2019,NA
"16874",1417000,"Powiat otwocki",2019,NA
"16875",1418000,"Powiat piaseczyński",2019,NA
"16876",1419000,"Powiat płocki",2019,NA
"16877",1420000,"Powiat płoński",2019,NA
"16878",1421000,"Powiat pruszkowski",2019,NA
"16879",1422000,"Powiat przasnyski",2019,NA
"16880",1423000,"Powiat przysuski",2019,NA
"16881",1424000,"Powiat pułtuski",2019,NA
"16882",1425000,"Powiat radomski",2019,NA
"16883",1426000,"Powiat siedlecki",2019,NA
"16884",1427000,"Powiat sierpecki",2019,NA
"16885",1428000,"Powiat sochaczewski",2019,NA
"16886",1429000,"Powiat sokołowski",2019,NA
"16887",1430000,"Powiat szydłowiecki",2019,NA
"16888",1432000,"Powiat warszawski zachodni",2019,NA
"16889",1433000,"Powiat węgrowski",2019,NA
"16890",1434000,"Powiat wołomiński",2019,NA
"16891",1435000,"Powiat wyszkowski",2019,NA
"16892",1436000,"Powiat zwoleński",2019,NA
"16893",1437000,"Powiat żuromiński",2019,NA
"16894",1438000,"Powiat żyrardowski",2019,NA
"16895",1461000,"Powiat m.Ostrołęka",2019,NA
"16896",1462000,"Powiat m.Płock",2019,NA
"16897",1463000,"Powiat m.Radom",2019,NA
"16898",1464000,"Powiat m.Siedlce",2019,NA
"16899",1465000,"Powiat m. st. Warszawa",2019,NA
"16900",1601000,"Powiat brzeski",2019,NA
"16901",1602000,"Powiat głubczycki",2019,NA
"16902",1603000,"Powiat kędzierzyńsko-kozielski",2019,NA
"16903",1604000,"Powiat kluczborski",2019,NA
"16904",1605000,"Powiat krapkowicki",2019,NA
"16905",1606000,"Powiat namysłowski",2019,NA
"16906",1607000,"Powiat nyski",2019,NA
"16907",1608000,"Powiat oleski",2019,NA
"16908",1609000,"Powiat opolski",2019,NA
"16909",1610000,"Powiat prudnicki",2019,NA
"16910",1611000,"Powiat strzelecki",2019,NA
"16911",1661000,"Powiat m.Opole",2019,NA
"16912",1801000,"Powiat bieszczadzki",2019,NA
"16913",1802000,"Powiat brzozowski",2019,NA
"16914",1803000,"Powiat dębicki",2019,NA
"16915",1804000,"Powiat jarosławski",2019,NA
"16916",1805000,"Powiat jasielski",2019,NA
