"","Kod","Nazwa","rok","Budownictwo_mieszkaniowe_wskazniki_mieszkania_na_10_tys_ludnosci"
"3268",2003000,"Powiat bielski",2010,19.6
"3269",2004000,"Powiat grajewski",2010,17.5
"3270",2005000,"Powiat hajnowski",2010,12.9
"3271",2006000,"Powiat kolneński",2010,9.7
"3272",2007000,"Powiat łomżyński",2010,18.6
"3273",2008000,"Powiat moniecki",2010,10.7
"3274",2009000,"Powiat sejneński",2010,25.4
"3275",2010000,"Powiat siemiatycki",2010,13.4
"3276",2011000,"Powiat sokólski",2010,14.5
"3277",2012000,"Powiat suwalski",2010,39.2
"3278",2013000,"Powiat wysokomazowiecki",2010,19.2
"3279",2014000,"Powiat zambrowski",2010,58.8
"3280",2061000,"Powiat m.Białystok",2010,55.5
"3281",2062000,"Powiat m.Łomża",2010,36.2
"3282",2063000,"Powiat m.Suwałki",2010,22.8
"3283",2201000,"Powiat bytowski",2010,20.2
"3284",2202000,"Powiat chojnicki",2010,23.7
"3285",2203000,"Powiat człuchowski",2010,22.2
"3286",2204000,"Powiat gdański",2010,124.1
"3287",2205000,"Powiat kartuski",2010,56.8
"3288",2206000,"Powiat kościerski",2010,34.5
"3289",2207000,"Powiat kwidzyński",2010,38.3
"3290",2208000,"Powiat lęborski",2010,25.1
"3291",2209000,"Powiat malborski",2010,51.7
"3292",2210000,"Powiat nowodworski",2010,66.3
"3293",2211000,"Powiat pucki",2010,73.3
"3294",2212000,"Powiat słupski",2010,35.4
"3295",2213000,"Powiat starogardzki",2010,21.3
"3296",2214000,"Powiat tczewski",2010,26.7
"3297",2215000,"Powiat wejherowski",2010,82.9
"3298",2216000,"Powiat sztumski",2010,20.1
"3299",2261000,"Powiat m.Gdańsk",2010,76.8
"3300",2262000,"Powiat m.Gdynia",2010,44.8
"3301",2263000,"Powiat m.Słupsk",2010,13.3
"3302",2264000,"Powiat m.Sopot",2010,30.8
"3303",2401000,"Powiat będziński",2010,21.4
"3304",2402000,"Powiat bielski",2010,35.6
"3305",2403000,"Powiat cieszyński",2010,35.3
"3306",2404000,"Powiat częstochowski",2010,33.3
"3307",2405000,"Powiat gliwicki",2010,18.5
"3308",2406000,"Powiat kłobucki",2010,20.2
"3309",2407000,"Powiat lubliniecki",2010,26.3
"3310",2408000,"Powiat mikołowski",2010,40.3
"3311",2409000,"Powiat myszkowski",2010,23.8
"3312",2410000,"Powiat pszczyński",2010,28.6
"3313",2411000,"Powiat raciborski",2010,18.2
"3314",2412000,"Powiat rybnicki",2010,30.6
"3315",2413000,"Powiat tarnogórski",2010,32.2
"3316",2414000,"Powiat bieruńsko-lędziński",2010,25.5
"3317",2415000,"Powiat wodzisławski",2010,16.3
"3318",2416000,"Powiat zawierciański",2010,13
"3319",2417000,"Powiat żywiecki",2010,28.1
"3320",2461000,"Powiat m.Bielsko-Biała",2010,32.6
"3321",2462000,"Powiat m.Bytom",2010,5.5
"3322",2463000,"Powiat m.Chorzów",2010,11.8
"3323",2464000,"Powiat m.Częstochowa",2010,24.4
"3324",2465000,"Powiat m.Dąbrowa Górnicza",2010,11.4
"3325",2466000,"Powiat m.Gliwice",2010,16.9
"3326",2467000,"Powiat m.Jastrzębie-Zdrój",2010,11.7
"3327",2468000,"Powiat m.Jaworzno",2010,17.9
"3328",2469000,"Powiat m.Katowice",2010,36.4
"3329",2470000,"Powiat m.Mysłowice",2010,17
"3330",2471000,"Powiat m.Piekary Śląskie",2010,10.1
"3331",2472000,"Powiat m.Ruda Śląska",2010,9.6
"3332",2473000,"Powiat m.Rybnik",2010,26.5
"3333",2474000,"Powiat m.Siemianowice Śląskie",2010,17.3
"3334",2475000,"Powiat m.Sosnowiec",2010,5.5
"3335",2476000,"Powiat m.Świętochłowice",2010,7.1
"3336",2477000,"Powiat m.Tychy",2010,38.7
"3337",2478000,"Powiat m.Zabrze",2010,3.7
"3338",2479000,"Powiat m.Żory",2010,20.7
"3339",2601000,"Powiat buski",2010,11.1
"3340",2602000,"Powiat jędrzejowski",2010,8.1
"3341",2603000,"Powiat kazimierski",2010,8.6
"3342",2604000,"Powiat kielecki",2010,22
"3343",2605000,"Powiat konecki",2010,12
"3344",2606000,"Powiat opatowski",2010,9.7
"3345",2607000,"Powiat ostrowiecki",2010,13.5
"3346",2608000,"Powiat pińczowski",2010,10.1
"3347",2609000,"Powiat sandomierski",2010,7.5
"3348",2610000,"Powiat skarżyski",2010,22.9
"3349",2611000,"Powiat starachowicki",2010,14.8
"3350",2612000,"Powiat staszowski",2010,6.8
"3351",2613000,"Powiat włoszczowski",2010,22.4
"3352",2661000,"Powiat m.Kielce",2010,36.6
"3353",2801000,"Powiat bartoszycki",2010,15.6
"3354",2802000,"Powiat braniewski",2010,11.2
"3355",2803000,"Powiat działdowski",2010,25.9
"3356",2804000,"Powiat elbląski",2010,32.3
"3357",2805000,"Powiat ełcki",2010,58.8
"3358",2806000,"Powiat giżycki",2010,22.6
"3359",2807000,"Powiat iławski",2010,32.9
"3360",2808000,"Powiat kętrzyński",2010,23
"3361",2809000,"Powiat lidzbarski",2010,13.2
"3362",2810000,"Powiat mrągowski",2010,25.5
"3363",2811000,"Powiat nidzicki",2010,16.5
"3364",2812000,"Powiat nowomiejski",2010,15.8
"3365",2813000,"Powiat olecki",2010,18
"3366",2814000,"Powiat olsztyński",2010,58.8
"3367",2815000,"Powiat ostródzki",2010,27.3
"3368",2816000,"Powiat piski",2010,21.2
"3369",2817000,"Powiat szczycieński",2010,38
"3370",2818000,"Powiat gołdapski",2010,31.1
"3371",2819000,"Powiat węgorzewski",2010,13.8
"3372",2861000,"Powiat m.Elbląg",2010,20.8
"3373",2862000,"Powiat m.Olsztyn",2010,56.7
"3374",3001000,"Powiat chodzieski",2010,25.3
"3375",3002000,"Powiat czarnkowsko-trzcianecki",2010,21.7
"3376",3003000,"Powiat gnieźnieński",2010,39.8
"3377",3004000,"Powiat gostyński",2010,15.6
"3378",3005000,"Powiat grodziski",2010,26.2
"3379",3006000,"Powiat jarociński",2010,20.6
"3380",3007000,"Powiat kaliski",2010,19.5
"3381",3008000,"Powiat kępiński",2010,24.8
"3382",3009000,"Powiat kolski",2010,19.9
"3383",3010000,"Powiat koniński",2010,33.8
"3384",3011000,"Powiat kościański",2010,19.8
"3385",3012000,"Powiat krotoszyński",2010,14.9
"3386",3013000,"Powiat leszczyński",2010,36.2
"3387",3014000,"Powiat międzychodzki",2010,34.1
"3388",3015000,"Powiat nowotomyski",2010,29.5
"3389",3016000,"Powiat obornicki",2010,49
"3390",3017000,"Powiat ostrowski",2010,31.1
"3391",3018000,"Powiat ostrzeszowski",2010,28.2
"3392",3019000,"Powiat pilski",2010,15.7
"3393",3020000,"Powiat pleszewski",2010,29.1
"3394",3021000,"Powiat poznański",2010,116.5
"3395",3022000,"Powiat rawicki",2010,29.2
"3396",3023000,"Powiat słupecki",2010,22.4
"3397",3024000,"Powiat szamotulski",2010,34.5
"3398",3025000,"Powiat średzki",2010,32.9
"3399",3026000,"Powiat śremski",2010,27.5
"3400",3027000,"Powiat turecki",2010,16.6
"3401",3028000,"Powiat wągrowiecki",2010,21.2
"3402",3029000,"Powiat wolsztyński",2010,15.3
"3403",3030000,"Powiat wrzesiński",2010,33.9
"3404",3031000,"Powiat złotowski",2010,24.2
"3405",3061000,"Powiat m.Kalisz",2010,18.2
"3406",3062000,"Powiat m.Konin",2010,14.8
"3407",3063000,"Powiat m.Leszno",2010,15.6
"3408",3064000,"Powiat m.Poznań",2010,57.1
"3409",3201000,"Powiat białogardzki",2010,17
"3410",3202000,"Powiat choszczeński",2010,6.5
"3411",3203000,"Powiat drawski",2010,18.6
"3412",3204000,"Powiat goleniowski",2010,31.1
"3413",3205000,"Powiat gryficki",2010,9
"3414",3206000,"Powiat gryfiński",2010,13.7
"3415",3207000,"Powiat kamieński",2010,117.6
"3416",3208000,"Powiat kołobrzeski",2010,72.4
"3417",3209000,"Powiat koszaliński",2010,63.1
"3418",3210000,"Powiat myśliborski",2010,16
"3419",3211000,"Powiat policki",2010,111.3
"3420",3212000,"Powiat pyrzycki",2010,13.4
"3421",3213000,"Powiat sławieński",2010,22.2
"3422",3214000,"Powiat stargardzki",2010,28.7
"3423",3215000,"Powiat szczecinecki",2010,11.8
"3424",3216000,"Powiat świdwiński",2010,14.3
"3425",3217000,"Powiat wałecki",2010,13.9
"3426",3218000,"Powiat łobeski",2010,10.1
"3427",3261000,"Powiat m.Koszalin",2010,35.6
"3428",3262000,"Powiat m.Szczecin",2010,36.8
"3429",3263000,"Powiat m.Świnoujście",2010,77.6
"3430",201000,"Powiat bolesławiecki",2011,22.5
"3431",202000,"Powiat dzierżoniowski",2011,7.2
"3432",203000,"Powiat głogowski",2011,25.9
"3433",204000,"Powiat górowski",2011,17.7
"3434",205000,"Powiat jaworski",2011,14.6
"3435",206000,"Powiat jeleniogórski",2011,32
"3436",207000,"Powiat kamiennogórski",2011,13.1
"3437",208000,"Powiat kłodzki",2011,19.1
"3438",209000,"Powiat legnicki",2011,25.6
"3439",210000,"Powiat lubański",2011,22.9
"3440",211000,"Powiat lubiński",2011,43.5
"3441",212000,"Powiat lwówecki",2011,13.7
"3442",213000,"Powiat milicki",2011,24.8
"3443",214000,"Powiat oleśnicki",2011,43.9
"3444",215000,"Powiat oławski",2011,74.7
"3445",216000,"Powiat polkowicki",2011,22.5
"3446",217000,"Powiat strzeliński",2011,17.5
"3447",218000,"Powiat średzki",2011,44.7
"3448",219000,"Powiat świdnicki",2011,19.8
"3449",220000,"Powiat trzebnicki",2011,58.1
"3450",221000,"Powiat wałbrzyski",2011,6.6
"3451",222000,"Powiat wołowski",2011,35.5
"3452",223000,"Powiat wrocławski",2011,119.1
"3453",224000,"Powiat ząbkowicki",2011,11.6
"3454",225000,"Powiat zgorzelecki",2011,11
"3455",226000,"Powiat złotoryjski",2011,13.6
"3456",261000,"Powiat m.Jelenia Góra",2011,17.5
"3457",262000,"Powiat m.Legnica",2011,26.5
"3458",263000,"Powiat m.Wałbrzych do 2002",2011,NA
"3459",264000,"Powiat m.Wrocław",2011,59.5
"3460",265000,"Powiat m.Wałbrzych od 2013",2011,NA
"3461",401000,"Powiat aleksandrowski",2011,26.1
"3462",402000,"Powiat brodnicki",2011,37.1
"3463",403000,"Powiat bydgoski",2011,66.9
"3464",404000,"Powiat chełmiński",2011,16.7
"3465",405000,"Powiat golubsko-dobrzyński",2011,36.1
"3466",406000,"Powiat grudziądzki",2011,25.6
"3467",407000,"Powiat inowrocławski",2011,24.5
"3468",408000,"Powiat lipnowski",2011,15.1
"3469",409000,"Powiat mogileński",2011,16.6
"3470",410000,"Powiat nakielski",2011,28.8
"3471",411000,"Powiat radziejowski",2011,9.9
"3472",412000,"Powiat rypiński",2011,37.4
"3473",413000,"Powiat sępoleński",2011,13.2
"3474",414000,"Powiat świecki",2011,15.9
"3475",415000,"Powiat toruński",2011,54.4
"3476",416000,"Powiat tucholski",2011,33.5
"3477",417000,"Powiat wąbrzeski",2011,8.2
"3478",418000,"Powiat włocławski",2011,20.3
"3479",419000,"Powiat żniński",2011,22.3
"3480",461000,"Powiat m.Bydgoszcz",2011,23.8
"3481",462000,"Powiat m.Grudziądz",2011,14.3
"3482",463000,"Powiat m.Toruń",2011,66.6
"3483",464000,"Powiat m.Włocławek",2011,20.1
"3484",601000,"Powiat bialski",2011,27.1
"3485",602000,"Powiat biłgorajski",2011,18.8
"3486",603000,"Powiat chełmski",2011,23.7
"3487",604000,"Powiat hrubieszowski",2011,13.1
"3488",605000,"Powiat janowski",2011,9.2
"3489",606000,"Powiat krasnostawski",2011,11.1
"3490",607000,"Powiat kraśnicki",2011,14.1
"3491",608000,"Powiat lubartowski",2011,29
"3492",609000,"Powiat lubelski",2011,61.5
"3493",610000,"Powiat łęczyński",2011,34
"3494",611000,"Powiat łukowski",2011,18.5
"3495",612000,"Powiat opolski",2011,12.6
"3496",613000,"Powiat parczewski",2011,35.7
"3497",614000,"Powiat puławski",2011,30.3
"3498",615000,"Powiat radzyński",2011,12.9
"3499",616000,"Powiat rycki",2011,15.2
"3500",617000,"Powiat świdnicki",2011,17.9
"3501",618000,"Powiat tomaszowski",2011,12.5
"3502",619000,"Powiat włodawski",2011,18.5
"3503",620000,"Powiat zamojski",2011,24
"3504",661000,"Powiat m.Biała Podlaska",2011,70.3
"3505",662000,"Powiat m.Chełm",2011,35.7
"3506",663000,"Powiat m.Lublin",2011,42.8
"3507",664000,"Powiat m.Zamość",2011,44.9
"3508",801000,"Powiat gorzowski",2011,57.5
"3509",802000,"Powiat krośnieński",2011,14.2
"3510",803000,"Powiat międzyrzecki",2011,30.4
"3511",804000,"Powiat nowosolski",2011,21.6
"3512",805000,"Powiat słubicki",2011,21.3
"3513",806000,"Powiat strzelecko-drezdenecki",2011,23.7
"3514",807000,"Powiat sulęciński",2011,24.2
"3515",808000,"Powiat świebodziński",2011,24.1
"3516",809000,"Powiat zielonogórski",2011,48.6
"3517",810000,"Powiat żagański",2011,16
"3518",811000,"Powiat żarski",2011,16.7
"3519",812000,"Powiat wschowski",2011,22.9
"3520",861000,"Powiat m.Gorzów Wielkopolski",2011,50.2
"3521",862000,"Powiat m.Zielona Góra",2011,46.8
"3522",1001000,"Powiat bełchatowski",2011,23.5
"3523",1002000,"Powiat kutnowski",2011,26
"3524",1003000,"Powiat łaski",2011,23
"3525",1004000,"Powiat łęczycki",2011,8.6
"3526",1005000,"Powiat łowicki",2011,13.6
"3527",1006000,"Powiat łódzki wschodni",2011,45.4
"3528",1007000,"Powiat opoczyński",2011,27.7
"3529",1008000,"Powiat pabianicki",2011,25.3
"3530",1009000,"Powiat pajęczański",2011,13
"3531",1010000,"Powiat piotrkowski",2011,34.8
"3532",1011000,"Powiat poddębicki",2011,22.3
"3533",1012000,"Powiat radomszczański",2011,27.5
"3534",1013000,"Powiat rawski",2011,24.3
"3535",1014000,"Powiat sieradzki",2011,11
"3536",1015000,"Powiat skierniewicki",2011,28
"3537",1016000,"Powiat tomaszowski",2011,23.2
"3538",1017000,"Powiat wieluński",2011,20.3
"3539",1018000,"Powiat wieruszowski",2011,19.6
"3540",1019000,"Powiat zduńskowolski",2011,26
"3541",1020000,"Powiat zgierski",2011,30.1
"3542",1021000,"Powiat brzeziński",2011,60
"3543",1061000,"Powiat m.Łódź",2011,21
"3544",1062000,"Powiat m.Piotrków Trybunalski",2011,23.3
"3545",1063000,"Powiat m.Skierniewice",2011,28.4
"3546",1201000,"Powiat bocheński",2011,38.3
"3547",1202000,"Powiat brzeski",2011,23.2
"3548",1203000,"Powiat chrzanowski",2011,15.7
"3549",1204000,"Powiat dąbrowski",2011,16
"3550",1205000,"Powiat gorlicki",2011,26.7
"3551",1206000,"Powiat krakowski",2011,53
"3552",1207000,"Powiat limanowski",2011,19.7
"3553",1208000,"Powiat miechowski",2011,10.3
"3554",1209000,"Powiat myślenicki",2011,32.4
"3555",1210000,"Powiat nowosądecki",2011,24.4
"3556",1211000,"Powiat nowotarski",2011,18.8
"3557",1212000,"Powiat olkuski",2011,18.4
"3558",1213000,"Powiat oświęcimski",2011,18
"3559",1214000,"Powiat proszowicki",2011,22.3
"3560",1215000,"Powiat suski",2011,31.2
"3561",1216000,"Powiat tarnowski",2011,32.4
"3562",1217000,"Powiat tatrzański",2011,52.5
"3563",1218000,"Powiat wadowicki",2011,21
"3564",1219000,"Powiat wielicki",2011,59.3
"3565",1261000,"Powiat m.Kraków",2011,64
"3566",1262000,"Powiat m.Nowy Sącz",2011,38.8
"3567",1263000,"Powiat m.Tarnów",2011,40.7
"3568",1401000,"Powiat białobrzeski",2011,31.3
"3569",1402000,"Powiat ciechanowski",2011,17.8
"3570",1403000,"Powiat garwoliński",2011,33.3
"3571",1404000,"Powiat gostyniński",2011,17.2
"3572",1405000,"Powiat grodziski",2011,88.2
"3573",1406000,"Powiat grójecki",2011,39.2
"3574",1407000,"Powiat kozienicki",2011,25.9
"3575",1408000,"Powiat legionowski",2011,97.4
"3576",1409000,"Powiat lipski",2011,13.2
"3577",1410000,"Powiat łosicki",2011,14.4
"3578",1411000,"Powiat makowski",2011,21.9
"3579",1412000,"Powiat miński",2011,48.6
"3580",1413000,"Powiat mławski",2011,40.8
"3581",1414000,"Powiat nowodworski",2011,61.5
"3582",1415000,"Powiat ostrołęcki",2011,31.7
"3583",1416000,"Powiat ostrowski",2011,13
"3584",1417000,"Powiat otwocki",2011,52.8
"3585",1418000,"Powiat piaseczyński",2011,103.5
"3586",1419000,"Powiat płocki",2011,35.4
"3587",1420000,"Powiat płoński",2011,33.4
"3588",1421000,"Powiat pruszkowski",2011,34
"3589",1422000,"Powiat przasnyski",2011,29.8
"3590",1423000,"Powiat przysuski",2011,14.7
"3591",1424000,"Powiat pułtuski",2011,35.1
"3592",1425000,"Powiat radomski",2011,32.2
"3593",1426000,"Powiat siedlecki",2011,17
"3594",1427000,"Powiat sierpecki",2011,11.9
"3595",1428000,"Powiat sochaczewski",2011,30.6
"3596",1429000,"Powiat sokołowski",2011,23.9
"3597",1430000,"Powiat szydłowiecki",2011,22.3
"3598",1432000,"Powiat warszawski zachodni",2011,87.8
"3599",1433000,"Powiat węgrowski",2011,23.6
"3600",1434000,"Powiat wołomiński",2011,112.8
"3601",1435000,"Powiat wyszkowski",2011,26.3
"3602",1436000,"Powiat zwoleński",2011,31.4
"3603",1437000,"Powiat żuromiński",2011,8.1
"3604",1438000,"Powiat żyrardowski",2011,34.4
"3605",1461000,"Powiat m.Ostrołęka",2011,10.8
"3606",1462000,"Powiat m.Płock",2011,24.7
"3607",1463000,"Powiat m.Radom",2011,20.9
"3608",1464000,"Powiat m.Siedlce",2011,60.2
"3609",1465000,"Powiat m. st. Warszawa",2011,54.9
"3610",1601000,"Powiat brzeski",2011,11.8
"3611",1602000,"Powiat głubczycki",2011,5.6
"3612",1603000,"Powiat kędzierzyńsko-kozielski",2011,9.6
"3613",1604000,"Powiat kluczborski",2011,19.1
"3614",1605000,"Powiat krapkowicki",2011,6.4
"3615",1606000,"Powiat namysłowski",2011,27.6
"3616",1607000,"Powiat nyski",2011,12.1
"3617",1608000,"Powiat oleski",2011,16.8
"3618",1609000,"Powiat opolski",2011,28.7
"3619",1610000,"Powiat prudnicki",2011,8.3
"3620",1611000,"Powiat strzelecki",2011,9.1
"3621",1661000,"Powiat m.Opole",2011,33.5
"3622",1801000,"Powiat bieszczadzki",2011,12
"3623",1802000,"Powiat brzozowski",2011,24.6
"3624",1803000,"Powiat dębicki",2011,24.2
"3625",1804000,"Powiat jarosławski",2011,15.3
"3626",1805000,"Powiat jasielski",2011,12.9
"3627",1806000,"Powiat kolbuszowski",2011,17.7
"3628",1807000,"Powiat krośnieński",2011,18.8
"3629",1808000,"Powiat leżajski",2011,18.5
"3630",1809000,"Powiat lubaczowski",2011,20.1
"3631",1810000,"Powiat łańcucki",2011,23.5
"3632",1811000,"Powiat mielecki",2011,25.5
"3633",1812000,"Powiat niżański",2011,15.3
"3634",1813000,"Powiat przemyski",2011,27.3
"3635",1814000,"Powiat przeworski",2011,18.9
"3636",1815000,"Powiat ropczycko-sędziszowski",2011,12.5
"3637",1816000,"Powiat rzeszowski",2011,38.1
"3638",1817000,"Powiat sanocki",2011,19.8
"3639",1818000,"Powiat stalowowolski",2011,16.8
"3640",1819000,"Powiat strzyżowski",2011,22.8
"3641",1820000,"Powiat tarnobrzeski",2011,18.8
"3642",1821000,"Powiat leski",2011,34.5
"3643",1861000,"Powiat m.Krosno",2011,25.3
"3644",1862000,"Powiat m.Przemyśl",2011,14.5
"3645",1863000,"Powiat m.Rzeszów",2011,87.1
"3646",1864000,"Powiat m.Tarnobrzeg",2011,17
"3647",2001000,"Powiat augustowski",2011,24.8
"3648",2002000,"Powiat białostocki",2011,56.6
"3649",2003000,"Powiat bielski",2011,17.9
"3650",2004000,"Powiat grajewski",2011,7.5
"3651",2005000,"Powiat hajnowski",2011,20.3
"3652",2006000,"Powiat kolneński",2011,12.2
"3653",2007000,"Powiat łomżyński",2011,27.8
"3654",2008000,"Powiat moniecki",2011,13.5
"3655",2009000,"Powiat sejneński",2011,27.5
"3656",2010000,"Powiat siemiatycki",2011,14.4
"3657",2011000,"Powiat sokólski",2011,15.6
"3658",2012000,"Powiat suwalski",2011,27.9
"3659",2013000,"Powiat wysokomazowiecki",2011,12.2
"3660",2014000,"Powiat zambrowski",2011,37.9
"3661",2061000,"Powiat m.Białystok",2011,58.2
"3662",2062000,"Powiat m.Łomża",2011,45
"3663",2063000,"Powiat m.Suwałki",2011,59.7
"3664",2201000,"Powiat bytowski",2011,24.8
"3665",2202000,"Powiat chojnicki",2011,27.6
"3666",2203000,"Powiat człuchowski",2011,19.6
"3667",2204000,"Powiat gdański",2011,112.7
"3668",2205000,"Powiat kartuski",2011,50.8
"3669",2206000,"Powiat kościerski",2011,38.3
"3670",2207000,"Powiat kwidzyński",2011,28.3
"3671",2208000,"Powiat lęborski",2011,24
"3672",2209000,"Powiat malborski",2011,39.8
"3673",2210000,"Powiat nowodworski",2011,39.2
"3674",2211000,"Powiat pucki",2011,73.9
"3675",2212000,"Powiat słupski",2011,30.5
"3676",2213000,"Powiat starogardzki",2011,26.2
"3677",2214000,"Powiat tczewski",2011,35.1
"3678",2215000,"Powiat wejherowski",2011,54.3
"3679",2216000,"Powiat sztumski",2011,11.2
"3680",2261000,"Powiat m.Gdańsk",2011,96
"3681",2262000,"Powiat m.Gdynia",2011,44.2
"3682",2263000,"Powiat m.Słupsk",2011,15.4
"3683",2264000,"Powiat m.Sopot",2011,22.5
"3684",2401000,"Powiat będziński",2011,19.5
"3685",2402000,"Powiat bielski",2011,32.3
"3686",2403000,"Powiat cieszyński",2011,35.9
"3687",2404000,"Powiat częstochowski",2011,34.2
"3688",2405000,"Powiat gliwicki",2011,16.9
"3689",2406000,"Powiat kłobucki",2011,23.8
"3690",2407000,"Powiat lubliniecki",2011,23.6
"3691",2408000,"Powiat mikołowski",2011,32.6
"3692",2409000,"Powiat myszkowski",2011,31.6
"3693",2410000,"Powiat pszczyński",2011,24.7
"3694",2411000,"Powiat raciborski",2011,10.4
"3695",2412000,"Powiat rybnicki",2011,32.4
"3696",2413000,"Powiat tarnogórski",2011,26.1
"3697",2414000,"Powiat bieruńsko-lędziński",2011,50.9
"3698",2415000,"Powiat wodzisławski",2011,17.6
"3699",2416000,"Powiat zawierciański",2011,14.3
"3700",2417000,"Powiat żywiecki",2011,28.7
"3701",2461000,"Powiat m.Bielsko-Biała",2011,40.2
"3702",2462000,"Powiat m.Bytom",2011,6.8
"3703",2463000,"Powiat m.Chorzów",2011,22.3
"3704",2464000,"Powiat m.Częstochowa",2011,14.7
"3705",2465000,"Powiat m.Dąbrowa Górnicza",2011,8.5
"3706",2466000,"Powiat m.Gliwice",2011,15.5
"3707",2467000,"Powiat m.Jastrzębie-Zdrój",2011,11.9
"3708",2468000,"Powiat m.Jaworzno",2011,16.2
"3709",2469000,"Powiat m.Katowice",2011,21.4
"3710",2470000,"Powiat m.Mysłowice",2011,13
"3711",2471000,"Powiat m.Piekary Śląskie",2011,4.8
"3712",2472000,"Powiat m.Ruda Śląska",2011,20
"3713",2473000,"Powiat m.Rybnik",2011,24.8
"3714",2474000,"Powiat m.Siemianowice Śląskie",2011,7
"3715",2475000,"Powiat m.Sosnowiec",2011,8.5
"3716",2476000,"Powiat m.Świętochłowice",2011,1.3
"3717",2477000,"Powiat m.Tychy",2011,18.5
"3718",2478000,"Powiat m.Zabrze",2011,9.1
"3719",2479000,"Powiat m.Żory",2011,24.8
"3720",2601000,"Powiat buski",2011,16.7
"3721",2602000,"Powiat jędrzejowski",2011,12.2
"3722",2603000,"Powiat kazimierski",2011,12.1
"3723",2604000,"Powiat kielecki",2011,28.8
"3724",2605000,"Powiat konecki",2011,18.1
"3725",2606000,"Powiat opatowski",2011,19.6
"3726",2607000,"Powiat ostrowiecki",2011,16.3
"3727",2608000,"Powiat pińczowski",2011,12.4
"3728",2609000,"Powiat sandomierski",2011,28.9
"3729",2610000,"Powiat skarżyski",2011,17.4
"3730",2611000,"Powiat starachowicki",2011,16.6
"3731",2612000,"Powiat staszowski",2011,12.9
"3732",2613000,"Powiat włoszczowski",2011,20.3
"3733",2661000,"Powiat m.Kielce",2011,43.3
"3734",2801000,"Powiat bartoszycki",2011,15.2
"3735",2802000,"Powiat braniewski",2011,14.9
"3736",2803000,"Powiat działdowski",2011,24.8
"3737",2804000,"Powiat elbląski",2011,35.6
"3738",2805000,"Powiat ełcki",2011,38
"3739",2806000,"Powiat giżycki",2011,5.9
"3740",2807000,"Powiat iławski",2011,36.2
"3741",2808000,"Powiat kętrzyński",2011,12.2
"3742",2809000,"Powiat lidzbarski",2011,16.7
"3743",2810000,"Powiat mrągowski",2011,46.3
"3744",2811000,"Powiat nidzicki",2011,20.1
"3745",2812000,"Powiat nowomiejski",2011,24.2
"3746",2813000,"Powiat olecki",2011,16
"3747",2814000,"Powiat olsztyński",2011,63.7
"3748",2815000,"Powiat ostródzki",2011,30
"3749",2816000,"Powiat piski",2011,16.3
"3750",2817000,"Powiat szczycieński",2011,32.1
"3751",2818000,"Powiat gołdapski",2011,10.5
"3752",2819000,"Powiat węgorzewski",2011,25.6
"3753",2861000,"Powiat m.Elbląg",2011,19.8
"3754",2862000,"Powiat m.Olsztyn",2011,54.6
"3755",3001000,"Powiat chodzieski",2011,18.4
"3756",3002000,"Powiat czarnkowsko-trzcianecki",2011,26.7
"3757",3003000,"Powiat gnieźnieński",2011,34.4
"3758",3004000,"Powiat gostyński",2011,12.6
"3759",3005000,"Powiat grodziski",2011,25.7
"3760",3006000,"Powiat jarociński",2011,19.4
"3761",3007000,"Powiat kaliski",2011,24
"3762",3008000,"Powiat kępiński",2011,29.9
"3763",3009000,"Powiat kolski",2011,19.5
"3764",3010000,"Powiat koniński",2011,31
"3765",3011000,"Powiat kościański",2011,19.5
"3766",3012000,"Powiat krotoszyński",2011,25.1
"3767",3013000,"Powiat leszczyński",2011,45.5
"3768",3014000,"Powiat międzychodzki",2011,42.6
"3769",3015000,"Powiat nowotomyski",2011,35.5
"3770",3016000,"Powiat obornicki",2011,42.9
"3771",3017000,"Powiat ostrowski",2011,32.5
"3772",3018000,"Powiat ostrzeszowski",2011,29.4
"3773",3019000,"Powiat pilski",2011,20
"3774",3020000,"Powiat pleszewski",2011,25.5
"3775",3021000,"Powiat poznański",2011,129.5
"3776",3022000,"Powiat rawicki",2011,21.7
"3777",3023000,"Powiat słupecki",2011,21.6
"3778",3024000,"Powiat szamotulski",2011,25.8
"3779",3025000,"Powiat średzki",2011,37.3
"3780",3026000,"Powiat śremski",2011,50.8
"3781",3027000,"Powiat turecki",2011,17.6
"3782",3028000,"Powiat wągrowiecki",2011,30.6
"3783",3029000,"Powiat wolsztyński",2011,22.1
"3784",3030000,"Powiat wrzesiński",2011,37.9
"3785",3031000,"Powiat złotowski",2011,16.1
"3786",3061000,"Powiat m.Kalisz",2011,30.9
"3787",3062000,"Powiat m.Konin",2011,9.4
"3788",3063000,"Powiat m.Leszno",2011,26.1
"3789",3064000,"Powiat m.Poznań",2011,45.3
"3790",3201000,"Powiat białogardzki",2011,17.2
"3791",3202000,"Powiat choszczeński",2011,9.5
"3792",3203000,"Powiat drawski",2011,25.8
"3793",3204000,"Powiat goleniowski",2011,22.5
"3794",3205000,"Powiat gryficki",2011,25.2
"3795",3206000,"Powiat gryfiński",2011,15.8
"3796",3207000,"Powiat kamieński",2011,46.2
"3797",3208000,"Powiat kołobrzeski",2011,45.5
"3798",3209000,"Powiat koszaliński",2011,46.7
"3799",3210000,"Powiat myśliborski",2011,17.2
"3800",3211000,"Powiat policki",2011,110.6
"3801",3212000,"Powiat pyrzycki",2011,18.6
