"","Kod","Nazwa","rok","Budownictwo_mieszkaniowe_wskazniki_mieszkania_na_10_tys_ludnosci"
"1286",1405000,"Powiat grodziski",2005,90.1
"1287",1406000,"Powiat grójecki",2005,31.1
"1288",1407000,"Powiat kozienicki",2005,21.8
"1289",1408000,"Powiat legionowski",2005,111.3
"1290",1409000,"Powiat lipski",2005,14.6
"1291",1410000,"Powiat łosicki",2005,11.5
"1292",1411000,"Powiat makowski",2005,15.9
"1293",1412000,"Powiat miński",2005,62.6
"1294",1413000,"Powiat mławski",2005,15.5
"1295",1414000,"Powiat nowodworski",2005,28
"1296",1415000,"Powiat ostrołęcki",2005,28.6
"1297",1416000,"Powiat ostrowski",2005,19.4
"1298",1417000,"Powiat otwocki",2005,52.7
"1299",1418000,"Powiat piaseczyński",2005,114.3
"1300",1419000,"Powiat płocki",2005,38.6
"1301",1420000,"Powiat płoński",2005,12.8
"1302",1421000,"Powiat pruszkowski",2005,60.8
"1303",1422000,"Powiat przasnyski",2005,17.1
"1304",1423000,"Powiat przysuski",2005,10.2
"1305",1424000,"Powiat pułtuski",2005,15.1
"1306",1425000,"Powiat radomski",2005,20.5
"1307",1426000,"Powiat siedlecki",2005,9.3
"1308",1427000,"Powiat sierpecki",2005,22.9
"1309",1428000,"Powiat sochaczewski",2005,23.7
"1310",1429000,"Powiat sokołowski",2005,26.3
"1311",1430000,"Powiat szydłowiecki",2005,22.4
"1312",1432000,"Powiat warszawski zachodni",2005,61.8
"1313",1433000,"Powiat węgrowski",2005,22
"1314",1434000,"Powiat wołomiński",2005,91.5
"1315",1435000,"Powiat wyszkowski",2005,23.9
"1316",1436000,"Powiat zwoleński",2005,15
"1317",1437000,"Powiat żuromiński",2005,6.9
"1318",1438000,"Powiat żyrardowski",2005,21.7
"1319",1461000,"Powiat m.Ostrołęka",2005,26.8
"1320",1462000,"Powiat m.Płock",2005,31.7
"1321",1463000,"Powiat m.Radom",2005,27.4
"1322",1464000,"Powiat m.Siedlce",2005,26.3
"1323",1465000,"Powiat m. st. Warszawa",2005,85.2
"1324",1601000,"Powiat brzeski",2005,11.9
"1325",1602000,"Powiat głubczycki",2005,11.2
"1326",1603000,"Powiat kędzierzyńsko-kozielski",2005,16.7
"1327",1604000,"Powiat kluczborski",2005,9.2
"1328",1605000,"Powiat krapkowicki",2005,7.9
"1329",1606000,"Powiat namysłowski",2005,9.3
"1330",1607000,"Powiat nyski",2005,10.5
"1331",1608000,"Powiat oleski",2005,8
"1332",1609000,"Powiat opolski",2005,18.2
"1333",1610000,"Powiat prudnicki",2005,8.6
"1334",1611000,"Powiat strzelecki",2005,4.6
"1335",1661000,"Powiat m.Opole",2005,8.9
"1336",1801000,"Powiat bieszczadzki",2005,6.7
"1337",1802000,"Powiat brzozowski",2005,14.7
"1338",1803000,"Powiat dębicki",2005,19.2
"1339",1804000,"Powiat jarosławski",2005,13.4
"1340",1805000,"Powiat jasielski",2005,11.1
"1341",1806000,"Powiat kolbuszowski",2005,12.2
"1342",1807000,"Powiat krośnieński",2005,21
"1343",1808000,"Powiat leżajski",2005,12.3
"1344",1809000,"Powiat lubaczowski",2005,15
"1345",1810000,"Powiat łańcucki",2005,24.3
"1346",1811000,"Powiat mielecki",2005,20.3
"1347",1812000,"Powiat niżański",2005,20.9
"1348",1813000,"Powiat przemyski",2005,21.8
"1349",1814000,"Powiat przeworski",2005,14.1
"1350",1815000,"Powiat ropczycko-sędziszowski",2005,7.5
"1351",1816000,"Powiat rzeszowski",2005,36.3
"1352",1817000,"Powiat sanocki",2005,20.9
"1353",1818000,"Powiat stalowowolski",2005,19.7
"1354",1819000,"Powiat strzyżowski",2005,19.2
"1355",1820000,"Powiat tarnobrzeski",2005,9.1
"1356",1821000,"Powiat leski",2005,14.3
"1357",1861000,"Powiat m.Krosno",2005,26.9
"1358",1862000,"Powiat m.Przemyśl",2005,9.2
"1359",1863000,"Powiat m.Rzeszów",2005,28.7
"1360",1864000,"Powiat m.Tarnobrzeg",2005,27.2
"1361",2001000,"Powiat augustowski",2005,33.4
"1362",2002000,"Powiat białostocki",2005,47.3
"1363",2003000,"Powiat bielski",2005,8.9
"1364",2004000,"Powiat grajewski",2005,14.9
"1365",2005000,"Powiat hajnowski",2005,16.9
"1366",2006000,"Powiat kolneński",2005,8.3
"1367",2007000,"Powiat łomżyński",2005,26.7
"1368",2008000,"Powiat moniecki",2005,12.7
"1369",2009000,"Powiat sejneński",2005,17.7
"1370",2010000,"Powiat siemiatycki",2005,12.9
"1371",2011000,"Powiat sokólski",2005,10.3
"1372",2012000,"Powiat suwalski",2005,22.4
"1373",2013000,"Powiat wysokomazowiecki",2005,5.3
"1374",2014000,"Powiat zambrowski",2005,12.2
"1375",2061000,"Powiat m.Białystok",2005,41.9
"1376",2062000,"Powiat m.Łomża",2005,13.9
"1377",2063000,"Powiat m.Suwałki",2005,31.1
"1378",2201000,"Powiat bytowski",2005,15.7
"1379",2202000,"Powiat chojnicki",2005,21.6
"1380",2203000,"Powiat człuchowski",2005,14.3
"1381",2204000,"Powiat gdański",2005,83.1
"1382",2205000,"Powiat kartuski",2005,28.8
"1383",2206000,"Powiat kościerski",2005,34.4
"1384",2207000,"Powiat kwidzyński",2005,24.6
"1385",2208000,"Powiat lęborski",2005,22.8
"1386",2209000,"Powiat malborski",2005,27.7
"1387",2210000,"Powiat nowodworski",2005,37.1
"1388",2211000,"Powiat pucki",2005,79
"1389",2212000,"Powiat słupski",2005,57.4
"1390",2213000,"Powiat starogardzki",2005,23.7
"1391",2214000,"Powiat tczewski",2005,31.9
"1392",2215000,"Powiat wejherowski",2005,77.2
"1393",2216000,"Powiat sztumski",2005,8.6
"1394",2261000,"Powiat m.Gdańsk",2005,57.5
"1395",2262000,"Powiat m.Gdynia",2005,51.4
"1396",2263000,"Powiat m.Słupsk",2005,21.4
"1397",2264000,"Powiat m.Sopot",2005,57.4
"1398",2401000,"Powiat będziński",2005,14.3
"1399",2402000,"Powiat bielski",2005,38.7
"1400",2403000,"Powiat cieszyński",2005,39.2
"1401",2404000,"Powiat częstochowski",2005,25.5
"1402",2405000,"Powiat gliwicki",2005,18.2
"1403",2406000,"Powiat kłobucki",2005,20.5
"1404",2407000,"Powiat lubliniecki",2005,26.1
"1405",2408000,"Powiat mikołowski",2005,34.7
"1406",2409000,"Powiat myszkowski",2005,30.4
"1407",2410000,"Powiat pszczyński",2005,33.3
"1408",2411000,"Powiat raciborski",2005,7.2
"1409",2412000,"Powiat rybnicki",2005,28.2
"1410",2413000,"Powiat tarnogórski",2005,19.4
"1411",2414000,"Powiat bieruńsko-lędziński",2005,26.1
"1412",2415000,"Powiat wodzisławski",2005,13.9
"1413",2416000,"Powiat zawierciański",2005,15.7
"1414",2417000,"Powiat żywiecki",2005,24.7
"1415",2461000,"Powiat m.Bielsko-Biała",2005,37.5
"1416",2462000,"Powiat m.Bytom",2005,5.3
"1417",2463000,"Powiat m.Chorzów",2005,8.4
"1418",2464000,"Powiat m.Częstochowa",2005,16.9
"1419",2465000,"Powiat m.Dąbrowa Górnicza",2005,9.6
"1420",2466000,"Powiat m.Gliwice",2005,19.4
"1421",2467000,"Powiat m.Jastrzębie-Zdrój",2005,20.9
"1422",2468000,"Powiat m.Jaworzno",2005,13.8
"1423",2469000,"Powiat m.Katowice",2005,9.9
"1424",2470000,"Powiat m.Mysłowice",2005,12.6
"1425",2471000,"Powiat m.Piekary Śląskie",2005,4.3
"1426",2472000,"Powiat m.Ruda Śląska",2005,14.4
"1427",2473000,"Powiat m.Rybnik",2005,15
"1428",2474000,"Powiat m.Siemianowice Śląskie",2005,4.4
"1429",2475000,"Powiat m.Sosnowiec",2005,5.1
"1430",2476000,"Powiat m.Świętochłowice",2005,6.9
"1431",2477000,"Powiat m.Tychy",2005,17.4
"1432",2478000,"Powiat m.Zabrze",2005,14
"1433",2479000,"Powiat m.Żory",2005,17.5
"1434",2601000,"Powiat buski",2005,13.5
"1435",2602000,"Powiat jędrzejowski",2005,8.5
"1436",2603000,"Powiat kazimierski",2005,5.8
"1437",2604000,"Powiat kielecki",2005,19
"1438",2605000,"Powiat konecki",2005,13.1
"1439",2606000,"Powiat opatowski",2005,6.8
"1440",2607000,"Powiat ostrowiecki",2005,10.3
"1441",2608000,"Powiat pińczowski",2005,15.6
"1442",2609000,"Powiat sandomierski",2005,12.8
"1443",2610000,"Powiat skarżyski",2005,9.4
"1444",2611000,"Powiat starachowicki",2005,11.4
"1445",2612000,"Powiat staszowski",2005,14.3
"1446",2613000,"Powiat włoszczowski",2005,19.2
"1447",2661000,"Powiat m.Kielce",2005,34.7
"1448",2801000,"Powiat bartoszycki",2005,15.6
"1449",2802000,"Powiat braniewski",2005,2.3
"1450",2803000,"Powiat działdowski",2005,27.3
"1451",2804000,"Powiat elbląski",2005,25.3
"1452",2805000,"Powiat ełcki",2005,75.5
"1453",2806000,"Powiat giżycki",2005,19.7
"1454",2807000,"Powiat iławski",2005,26.3
"1455",2808000,"Powiat kętrzyński",2005,10.9
"1456",2809000,"Powiat lidzbarski",2005,4.6
"1457",2810000,"Powiat mrągowski",2005,21.7
"1458",2811000,"Powiat nidzicki",2005,17.1
"1459",2812000,"Powiat nowomiejski",2005,12.7
"1460",2813000,"Powiat olecki",2005,23.9
"1461",2814000,"Powiat olsztyński",2005,41.8
"1462",2815000,"Powiat ostródzki",2005,24.4
"1463",2816000,"Powiat piski",2005,19.6
"1464",2817000,"Powiat szczycieński",2005,38.4
"1465",2818000,"Powiat gołdapski",2005,10.7
"1466",2819000,"Powiat węgorzewski",2005,34.1
"1467",2861000,"Powiat m.Elbląg",2005,23.6
"1468",2862000,"Powiat m.Olsztyn",2005,64.4
"1469",3001000,"Powiat chodzieski",2005,15.1
"1470",3002000,"Powiat czarnkowsko-trzcianecki",2005,13.5
"1471",3003000,"Powiat gnieźnieński",2005,19.6
"1472",3004000,"Powiat gostyński",2005,10.3
"1473",3005000,"Powiat grodziski",2005,16.6
"1474",3006000,"Powiat jarociński",2005,16.8
"1475",3007000,"Powiat kaliski",2005,25.6
"1476",3008000,"Powiat kępiński",2005,20.8
"1477",3009000,"Powiat kolski",2005,19.7
"1478",3010000,"Powiat koniński",2005,32.1
"1479",3011000,"Powiat kościański",2005,25.6
"1480",3012000,"Powiat krotoszyński",2005,13.9
"1481",3013000,"Powiat leszczyński",2005,34.8
"1482",3014000,"Powiat międzychodzki",2005,27
"1483",3015000,"Powiat nowotomyski",2005,17.3
"1484",3016000,"Powiat obornicki",2005,22.2
"1485",3017000,"Powiat ostrowski",2005,34.2
"1486",3018000,"Powiat ostrzeszowski",2005,28.1
"1487",3019000,"Powiat pilski",2005,13.7
"1488",3020000,"Powiat pleszewski",2005,19.1
"1489",3021000,"Powiat poznański",2005,101.9
"1490",3022000,"Powiat rawicki",2005,17.9
"1491",3023000,"Powiat słupecki",2005,17.7
"1492",3024000,"Powiat szamotulski",2005,18.8
"1493",3025000,"Powiat średzki",2005,23.8
"1494",3026000,"Powiat śremski",2005,22
"1495",3027000,"Powiat turecki",2005,21.2
"1496",3028000,"Powiat wągrowiecki",2005,21
"1497",3029000,"Powiat wolsztyński",2005,19.2
"1498",3030000,"Powiat wrzesiński",2005,35.6
"1499",3031000,"Powiat złotowski",2005,10.9
"1500",3061000,"Powiat m.Kalisz",2005,47.8
"1501",3062000,"Powiat m.Konin",2005,13.4
"1502",3063000,"Powiat m.Leszno",2005,26.2
"1503",3064000,"Powiat m.Poznań",2005,59.2
"1504",3201000,"Powiat białogardzki",2005,18.4
"1505",3202000,"Powiat choszczeński",2005,4.8
"1506",3203000,"Powiat drawski",2005,24.5
"1507",3204000,"Powiat goleniowski",2005,25.8
"1508",3205000,"Powiat gryficki",2005,27.3
"1509",3206000,"Powiat gryfiński",2005,19.9
"1510",3207000,"Powiat kamieński",2005,96.7
"1511",3208000,"Powiat kołobrzeski",2005,70.8
"1512",3209000,"Powiat koszaliński",2005,38.6
"1513",3210000,"Powiat myśliborski",2005,10.7
"1514",3211000,"Powiat policki",2005,72.3
"1515",3212000,"Powiat pyrzycki",2005,15.5
"1516",3213000,"Powiat sławieński",2005,20.3
"1517",3214000,"Powiat stargardzki",2005,17.6
"1518",3215000,"Powiat szczecinecki",2005,22.1
"1519",3216000,"Powiat świdwiński",2005,11.2
"1520",3217000,"Powiat wałecki",2005,12.6
"1521",3218000,"Powiat łobeski",2005,9.7
"1522",3261000,"Powiat m.Koszalin",2005,29.9
"1523",3262000,"Powiat m.Szczecin",2005,37.3
"1524",3263000,"Powiat m.Świnoujście",2005,55.8
"1525",201000,"Powiat bolesławiecki",2006,18.6
"1526",202000,"Powiat dzierżoniowski",2006,13.4
"1527",203000,"Powiat głogowski",2006,36.2
"1528",204000,"Powiat górowski",2006,4.4
"1529",205000,"Powiat jaworski",2006,9
"1530",206000,"Powiat jeleniogórski",2006,15.7
"1531",207000,"Powiat kamiennogórski",2006,8.6
"1532",208000,"Powiat kłodzki",2006,16.3
"1533",209000,"Powiat legnicki",2006,20.8
"1534",210000,"Powiat lubański",2006,9.3
"1535",211000,"Powiat lubiński",2006,15.6
"1536",212000,"Powiat lwówecki",2006,9.8
"1537",213000,"Powiat milicki",2006,23.9
"1538",214000,"Powiat oleśnicki",2006,13.8
"1539",215000,"Powiat oławski",2006,19.4
"1540",216000,"Powiat polkowicki",2006,11.8
"1541",217000,"Powiat strzeliński",2006,12.9
"1542",218000,"Powiat średzki",2006,27.6
"1543",219000,"Powiat świdnicki",2006,19.9
"1544",220000,"Powiat trzebnicki",2006,33.4
"1545",221000,"Powiat wałbrzyski",2006,9.8
"1546",222000,"Powiat wołowski",2006,14.5
"1547",223000,"Powiat wrocławski",2006,101.9
"1548",224000,"Powiat ząbkowicki",2006,13.9
"1549",225000,"Powiat zgorzelecki",2006,8.1
"1550",226000,"Powiat złotoryjski",2006,10.7
"1551",261000,"Powiat m.Jelenia Góra",2006,31.2
"1552",262000,"Powiat m.Legnica",2006,31.1
"1553",263000,"Powiat m.Wałbrzych do 2002",2006,NA
"1554",264000,"Powiat m.Wrocław",2006,68.9
"1555",265000,"Powiat m.Wałbrzych od 2013",2006,NA
"1556",401000,"Powiat aleksandrowski",2006,25.7
"1557",402000,"Powiat brodnicki",2006,30.1
"1558",403000,"Powiat bydgoski",2006,70.9
"1559",404000,"Powiat chełmiński",2006,12.3
"1560",405000,"Powiat golubsko-dobrzyński",2006,18
"1561",406000,"Powiat grudziądzki",2006,19.8
"1562",407000,"Powiat inowrocławski",2006,12.6
"1563",408000,"Powiat lipnowski",2006,17.5
"1564",409000,"Powiat mogileński",2006,6.8
"1565",410000,"Powiat nakielski",2006,11.3
"1566",411000,"Powiat radziejowski",2006,9.7
"1567",412000,"Powiat rypiński",2006,21.2
"1568",413000,"Powiat sępoleński",2006,10.8
"1569",414000,"Powiat świecki",2006,15.5
"1570",415000,"Powiat toruński",2006,37.3
"1571",416000,"Powiat tucholski",2006,21
"1572",417000,"Powiat wąbrzeski",2006,17.5
"1573",418000,"Powiat włocławski",2006,16.1
"1574",419000,"Powiat żniński",2006,10.9
"1575",461000,"Powiat m.Bydgoszcz",2006,18.7
"1576",462000,"Powiat m.Grudziądz",2006,27.6
"1577",463000,"Powiat m.Toruń",2006,50.2
"1578",464000,"Powiat m.Włocławek",2006,21.2
"1579",601000,"Powiat bialski",2006,16
"1580",602000,"Powiat biłgorajski",2006,15.1
"1581",603000,"Powiat chełmski",2006,11.6
"1582",604000,"Powiat hrubieszowski",2006,10
"1583",605000,"Powiat janowski",2006,10.2
"1584",606000,"Powiat krasnostawski",2006,10.2
"1585",607000,"Powiat kraśnicki",2006,10.2
"1586",608000,"Powiat lubartowski",2006,15.3
"1587",609000,"Powiat lubelski",2006,42.3
"1588",610000,"Powiat łęczyński",2006,16.9
"1589",611000,"Powiat łukowski",2006,20.3
"1590",612000,"Powiat opolski",2006,3.6
"1591",613000,"Powiat parczewski",2006,14.2
"1592",614000,"Powiat puławski",2006,21.6
"1593",615000,"Powiat radzyński",2006,13
"1594",616000,"Powiat rycki",2006,14.4
"1595",617000,"Powiat świdnicki",2006,42.7
"1596",618000,"Powiat tomaszowski",2006,8
"1597",619000,"Powiat włodawski",2006,15.5
"1598",620000,"Powiat zamojski",2006,18.2
"1599",661000,"Powiat m.Biała Podlaska",2006,21.5
"1600",662000,"Powiat m.Chełm",2006,27.8
"1601",663000,"Powiat m.Lublin",2006,39.6
"1602",664000,"Powiat m.Zamość",2006,23.3
"1603",801000,"Powiat gorzowski",2006,42.7
"1604",802000,"Powiat krośnieński",2006,15.8
"1605",803000,"Powiat międzyrzecki",2006,15.8
"1606",804000,"Powiat nowosolski",2006,22
"1607",805000,"Powiat słubicki",2006,20.7
"1608",806000,"Powiat strzelecko-drezdenecki",2006,17.1
"1609",807000,"Powiat sulęciński",2006,15
"1610",808000,"Powiat świebodziński",2006,24.5
"1611",809000,"Powiat zielonogórski",2006,38.8
"1612",810000,"Powiat żagański",2006,24.9
"1613",811000,"Powiat żarski",2006,17.4
"1614",812000,"Powiat wschowski",2006,28.7
"1615",861000,"Powiat m.Gorzów Wielkopolski",2006,46.2
"1616",862000,"Powiat m.Zielona Góra",2006,40.5
"1617",1001000,"Powiat bełchatowski",2006,34.3
"1618",1002000,"Powiat kutnowski",2006,20.5
"1619",1003000,"Powiat łaski",2006,18.5
"1620",1004000,"Powiat łęczycki",2006,5.1
"1621",1005000,"Powiat łowicki",2006,18.3
"1622",1006000,"Powiat łódzki wschodni",2006,25.6
"1623",1007000,"Powiat opoczyński",2006,20.8
"1624",1008000,"Powiat pabianicki",2006,19.5
"1625",1009000,"Powiat pajęczański",2006,7.7
"1626",1010000,"Powiat piotrkowski",2006,27
"1627",1011000,"Powiat poddębicki",2006,17.5
"1628",1012000,"Powiat radomszczański",2006,17.1
"1629",1013000,"Powiat rawski",2006,12.1
"1630",1014000,"Powiat sieradzki",2006,5.2
"1631",1015000,"Powiat skierniewicki",2006,18.5
"1632",1016000,"Powiat tomaszowski",2006,26.2
"1633",1017000,"Powiat wieluński",2006,13.8
"1634",1018000,"Powiat wieruszowski",2006,15.1
"1635",1019000,"Powiat zduńskowolski",2006,23.6
"1636",1020000,"Powiat zgierski",2006,27.4
"1637",1021000,"Powiat brzeziński",2006,23.9
"1638",1061000,"Powiat m.Łódź",2006,15.5
"1639",1062000,"Powiat m.Piotrków Trybunalski",2006,29.9
"1640",1063000,"Powiat m.Skierniewice",2006,19.7
"1641",1201000,"Powiat bocheński",2006,19.5
"1642",1202000,"Powiat brzeski",2006,22.3
"1643",1203000,"Powiat chrzanowski",2006,15
"1644",1204000,"Powiat dąbrowski",2006,13.3
"1645",1205000,"Powiat gorlicki",2006,20.8
"1646",1206000,"Powiat krakowski",2006,36.5
"1647",1207000,"Powiat limanowski",2006,17
"1648",1208000,"Powiat miechowski",2006,3
"1649",1209000,"Powiat myślenicki",2006,24.8
"1650",1210000,"Powiat nowosądecki",2006,11.5
"1651",1211000,"Powiat nowotarski",2006,21.7
"1652",1212000,"Powiat olkuski",2006,18.1
"1653",1213000,"Powiat oświęcimski",2006,24.1
"1654",1214000,"Powiat proszowicki",2006,12.2
"1655",1215000,"Powiat suski",2006,32.3
"1656",1216000,"Powiat tarnowski",2006,21.5
"1657",1217000,"Powiat tatrzański",2006,35.9
"1658",1218000,"Powiat wadowicki",2006,23.7
"1659",1219000,"Powiat wielicki",2006,36.5
"1660",1261000,"Powiat m.Kraków",2006,87.4
"1661",1262000,"Powiat m.Nowy Sącz",2006,29.1
"1662",1263000,"Powiat m.Tarnów",2006,28.4
"1663",1401000,"Powiat białobrzeski",2006,21.2
"1664",1402000,"Powiat ciechanowski",2006,20.4
"1665",1403000,"Powiat garwoliński",2006,33.6
"1666",1404000,"Powiat gostyniński",2006,33.6
"1667",1405000,"Powiat grodziski",2006,65.7
"1668",1406000,"Powiat grójecki",2006,39.7
"1669",1407000,"Powiat kozienicki",2006,23.5
"1670",1408000,"Powiat legionowski",2006,102.8
"1671",1409000,"Powiat lipski",2006,11.2
"1672",1410000,"Powiat łosicki",2006,10.7
"1673",1411000,"Powiat makowski",2006,16.8
"1674",1412000,"Powiat miński",2006,36.6
"1675",1413000,"Powiat mławski",2006,23.3
"1676",1414000,"Powiat nowodworski",2006,26.4
"1677",1415000,"Powiat ostrołęcki",2006,29.2
"1678",1416000,"Powiat ostrowski",2006,17.7
"1679",1417000,"Powiat otwocki",2006,50.8
"1680",1418000,"Powiat piaseczyński",2006,107.7
"1681",1419000,"Powiat płocki",2006,41.4
"1682",1420000,"Powiat płoński",2006,16.8
"1683",1421000,"Powiat pruszkowski",2006,47
"1684",1422000,"Powiat przasnyski",2006,11.9
"1685",1423000,"Powiat przysuski",2006,12.3
"1686",1424000,"Powiat pułtuski",2006,15.9
"1687",1425000,"Powiat radomski",2006,27.5
"1688",1426000,"Powiat siedlecki",2006,10.6
"1689",1427000,"Powiat sierpecki",2006,18.8
"1690",1428000,"Powiat sochaczewski",2006,24.1
"1691",1429000,"Powiat sokołowski",2006,18.7
"1692",1430000,"Powiat szydłowiecki",2006,21
"1693",1432000,"Powiat warszawski zachodni",2006,57.1
"1694",1433000,"Powiat węgrowski",2006,11.1
"1695",1434000,"Powiat wołomiński",2006,105.4
"1696",1435000,"Powiat wyszkowski",2006,21.2
"1697",1436000,"Powiat zwoleński",2006,12.6
"1698",1437000,"Powiat żuromiński",2006,23.2
"1699",1438000,"Powiat żyrardowski",2006,41.3
"1700",1461000,"Powiat m.Ostrołęka",2006,19.2
"1701",1462000,"Powiat m.Płock",2006,35.9
"1702",1463000,"Powiat m.Radom",2006,16.5
"1703",1464000,"Powiat m.Siedlce",2006,33.1
"1704",1465000,"Powiat m. st. Warszawa",2006,80.5
"1705",1601000,"Powiat brzeski",2006,19.5
"1706",1602000,"Powiat głubczycki",2006,3.8
"1707",1603000,"Powiat kędzierzyńsko-kozielski",2006,6.9
"1708",1604000,"Powiat kluczborski",2006,6.6
"1709",1605000,"Powiat krapkowicki",2006,8.8
"1710",1606000,"Powiat namysłowski",2006,6.8
"1711",1607000,"Powiat nyski",2006,7.8
"1712",1608000,"Powiat oleski",2006,8.6
"1713",1609000,"Powiat opolski",2006,18.5
"1714",1610000,"Powiat prudnicki",2006,12.7
"1715",1611000,"Powiat strzelecki",2006,5.3
"1716",1661000,"Powiat m.Opole",2006,30.5
"1717",1801000,"Powiat bieszczadzki",2006,10.8
"1718",1802000,"Powiat brzozowski",2006,15.3
"1719",1803000,"Powiat dębicki",2006,19.8
"1720",1804000,"Powiat jarosławski",2006,14.1
"1721",1805000,"Powiat jasielski",2006,13.5
"1722",1806000,"Powiat kolbuszowski",2006,15.8
"1723",1807000,"Powiat krośnieński",2006,21.8
"1724",1808000,"Powiat leżajski",2006,14.4
"1725",1809000,"Powiat lubaczowski",2006,13.3
"1726",1810000,"Powiat łańcucki",2006,20.8
"1727",1811000,"Powiat mielecki",2006,16
"1728",1812000,"Powiat niżański",2006,22.4
"1729",1813000,"Powiat przemyski",2006,21.7
"1730",1814000,"Powiat przeworski",2006,12.1
"1731",1815000,"Powiat ropczycko-sędziszowski",2006,8.1
"1732",1816000,"Powiat rzeszowski",2006,33.3
"1733",1817000,"Powiat sanocki",2006,13.8
"1734",1818000,"Powiat stalowowolski",2006,17.8
"1735",1819000,"Powiat strzyżowski",2006,22
"1736",1820000,"Powiat tarnobrzeski",2006,15.4
"1737",1821000,"Powiat leski",2006,17.7
"1738",1861000,"Powiat m.Krosno",2006,42.6
"1739",1862000,"Powiat m.Przemyśl",2006,14.1
"1740",1863000,"Powiat m.Rzeszów",2006,62
"1741",1864000,"Powiat m.Tarnobrzeg",2006,26.2
"1742",2001000,"Powiat augustowski",2006,28.8
"1743",2002000,"Powiat białostocki",2006,40.1
"1744",2003000,"Powiat bielski",2006,10.8
"1745",2004000,"Powiat grajewski",2006,9.6
"1746",2005000,"Powiat hajnowski",2006,15.8
"1747",2006000,"Powiat kolneński",2006,6.8
"1748",2007000,"Powiat łomżyński",2006,24.6
"1749",2008000,"Powiat moniecki",2006,8.6
"1750",2009000,"Powiat sejneński",2006,25.8
"1751",2010000,"Powiat siemiatycki",2006,9.1
"1752",2011000,"Powiat sokólski",2006,12.3
"1753",2012000,"Powiat suwalski",2006,23.3
"1754",2013000,"Powiat wysokomazowiecki",2006,7.9
"1755",2014000,"Powiat zambrowski",2006,7.6
"1756",2061000,"Powiat m.Białystok",2006,41.3
"1757",2062000,"Powiat m.Łomża",2006,36.8
"1758",2063000,"Powiat m.Suwałki",2006,19.6
"1759",2201000,"Powiat bytowski",2006,23.8
"1760",2202000,"Powiat chojnicki",2006,16.5
"1761",2203000,"Powiat człuchowski",2006,14.1
"1762",2204000,"Powiat gdański",2006,87.1
"1763",2205000,"Powiat kartuski",2006,21.3
"1764",2206000,"Powiat kościerski",2006,27.1
"1765",2207000,"Powiat kwidzyński",2006,19.7
"1766",2208000,"Powiat lęborski",2006,25.1
"1767",2209000,"Powiat malborski",2006,19.1
"1768",2210000,"Powiat nowodworski",2006,45.4
"1769",2211000,"Powiat pucki",2006,72.9
"1770",2212000,"Powiat słupski",2006,28.1
"1771",2213000,"Powiat starogardzki",2006,23.7
"1772",2214000,"Powiat tczewski",2006,29.8
"1773",2215000,"Powiat wejherowski",2006,66.4
"1774",2216000,"Powiat sztumski",2006,10
"1775",2261000,"Powiat m.Gdańsk",2006,67.7
"1776",2262000,"Powiat m.Gdynia",2006,57.4
"1777",2263000,"Powiat m.Słupsk",2006,39.2
"1778",2264000,"Powiat m.Sopot",2006,60.7
"1779",2401000,"Powiat będziński",2006,28.1
"1780",2402000,"Powiat bielski",2006,36.3
"1781",2403000,"Powiat cieszyński",2006,36.4
"1782",2404000,"Powiat częstochowski",2006,26.6
"1783",2405000,"Powiat gliwicki",2006,13.7
"1784",2406000,"Powiat kłobucki",2006,18.1
"1785",2407000,"Powiat lubliniecki",2006,22.4
"1786",2408000,"Powiat mikołowski",2006,29
"1787",2409000,"Powiat myszkowski",2006,40.9
"1788",2410000,"Powiat pszczyński",2006,26.3
"1789",2411000,"Powiat raciborski",2006,6.3
"1790",2412000,"Powiat rybnicki",2006,23.1
"1791",2413000,"Powiat tarnogórski",2006,19.1
"1792",2414000,"Powiat bieruńsko-lędziński",2006,19.7
"1793",2415000,"Powiat wodzisławski",2006,17
"1794",2416000,"Powiat zawierciański",2006,16.5
"1795",2417000,"Powiat żywiecki",2006,29.8
"1796",2461000,"Powiat m.Bielsko-Biała",2006,29
"1797",2462000,"Powiat m.Bytom",2006,4.3
"1798",2463000,"Powiat m.Chorzów",2006,12.6
"1799",2464000,"Powiat m.Częstochowa",2006,19.7
"1800",2465000,"Powiat m.Dąbrowa Górnicza",2006,6.7
"1801",2466000,"Powiat m.Gliwice",2006,12.9
"1802",2467000,"Powiat m.Jastrzębie-Zdrój",2006,11.5
"1803",2468000,"Powiat m.Jaworzno",2006,9.5
"1804",2469000,"Powiat m.Katowice",2006,13.9
"1805",2470000,"Powiat m.Mysłowice",2006,12.5
"1806",2471000,"Powiat m.Piekary Śląskie",2006,4.4
"1807",2472000,"Powiat m.Ruda Śląska",2006,7.2
"1808",2473000,"Powiat m.Rybnik",2006,20.4
"1809",2474000,"Powiat m.Siemianowice Śląskie",2006,4.6
"1810",2475000,"Powiat m.Sosnowiec",2006,6.3
"1811",2476000,"Powiat m.Świętochłowice",2006,0.7
"1812",2477000,"Powiat m.Tychy",2006,28.4
"1813",2478000,"Powiat m.Zabrze",2006,6.9
"1814",2479000,"Powiat m.Żory",2006,20.9
"1815",2601000,"Powiat buski",2006,12.6
"1816",2602000,"Powiat jędrzejowski",2006,6.4
"1817",2603000,"Powiat kazimierski",2006,5.3
