"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_ogolem_zl"
"3019",1818000,"Powiat stalowowolski",2008,76368889.85
"3020",1819000,"Powiat strzyżowski",2008,48281850.97
"3021",1820000,"Powiat tarnobrzeski",2008,31461231.74
"3022",1821000,"Powiat leski",2008,24737458.17
"3023",2001000,"Powiat augustowski",2008,43265262.81
"3024",2002000,"Powiat białostocki",2008,79453566.56
"3025",2003000,"Powiat bielski",2008,46189370.1
"3026",2004000,"Powiat grajewski",2008,33890928.33
"3027",2005000,"Powiat hajnowski",2008,32279367.42
"3028",2006000,"Powiat kolneński",2008,23569872.43
"3029",2007000,"Powiat łomżyński",2008,19600643.9
"3030",2008000,"Powiat moniecki",2008,25311710.28
"3031",2009000,"Powiat sejneński",2008,15837691.85
"3032",2010000,"Powiat siemiatycki",2008,33375991.87
"3033",2011000,"Powiat sokólski",2008,44084183.03
"3034",2012000,"Powiat suwalski",2008,22564240.66
"3035",2013000,"Powiat wysokomazowiecki",2008,39150649.5
"3036",2014000,"Powiat zambrowski",2008,35711212.01
"3037",2201000,"Powiat bytowski",2008,55850157.07
"3038",2202000,"Powiat chojnicki",2008,72254593.2
"3039",2203000,"Powiat człuchowski",2008,58722178.55
"3040",2204000,"Powiat gdański",2008,39781130.5
"3041",2205000,"Powiat kartuski",2008,76095529.34
"3042",2206000,"Powiat kościerski",2008,59029440.3
"3043",2207000,"Powiat kwidzyński",2008,68831234.67
"3044",2208000,"Powiat lęborski",2008,58750077.65
"3045",2209000,"Powiat malborski",2008,59883961.32
"3046",2210000,"Powiat nowodworski",2008,32176797.93
"3047",2211000,"Powiat pucki",2008,50109130.06
"3048",2212000,"Powiat słupski",2008,65643946.63
"3049",2213000,"Powiat starogardzki",2008,83682979.64
"3050",2214000,"Powiat tczewski",2008,102371575.15
"3051",2215000,"Powiat wejherowski",2008,106318818.41
"3052",2216000,"Powiat sztumski",2008,30514255.24
"3053",2401000,"Powiat będziński",2008,84283424.38
"3054",2402000,"Powiat bielski",2008,70346378.46
"3055",2403000,"Powiat cieszyński",2008,121883402.53
"3056",2404000,"Powiat częstochowski",2008,70912341.71
"3057",2405000,"Powiat gliwicki",2008,53163755.26
"3058",2406000,"Powiat kłobucki",2008,40322257.35
"3059",2407000,"Powiat lubliniecki",2008,69214505.79
"3060",2408000,"Powiat mikołowski",2008,62942271.26
"3061",2409000,"Powiat myszkowski",2008,45560590.33
"3062",2410000,"Powiat pszczyński",2008,64311323.53
"3063",2411000,"Powiat raciborski",2008,118865849.1
"3064",2412000,"Powiat rybnicki",2008,30721808.52
"3065",2413000,"Powiat tarnogórski",2008,116277416.28
"3066",2414000,"Powiat bieruńsko-lędziński",2008,26582813.46
"3067",2415000,"Powiat wodzisławski",2008,102631005.08
"3068",2416000,"Powiat zawierciański",2008,84758515.95
"3069",2417000,"Powiat żywiecki",2008,102114755.17
"3070",2601000,"Powiat buski",2008,76385589.62
"3071",2602000,"Powiat jędrzejowski",2008,66487943.57
"3072",2603000,"Powiat kazimierski",2008,28694769.14
"3073",2604000,"Powiat kielecki",2008,98620798.82
"3074",2605000,"Powiat konecki",2008,57088038.58
"3075",2606000,"Powiat opatowski",2008,60915992.78
"3076",2607000,"Powiat ostrowiecki",2008,95803732.29
"3077",2608000,"Powiat pińczowski",2008,29205405.95
"3078",2609000,"Powiat sandomierski",2008,65027257.54
"3079",2610000,"Powiat skarżyski",2008,73230740.25
"3080",2611000,"Powiat starachowicki",2008,75725462.76
"3081",2612000,"Powiat staszowski",2008,47621277.68
"3082",2613000,"Powiat włoszczowski",2008,29650920.04
"3083",2801000,"Powiat bartoszycki",2008,47066513.97
"3084",2802000,"Powiat braniewski",2008,35501335.42
"3085",2803000,"Powiat działdowski",2008,42753512.08
"3086",2804000,"Powiat elbląski",2008,36182160.87
"3087",2805000,"Powiat ełcki",2008,80247982.36
"3088",2806000,"Powiat giżycki",2008,47349518.66
"3089",2807000,"Powiat iławski",2008,65341530.04
"3090",2808000,"Powiat kętrzyński",2008,55298558.15
"3091",2809000,"Powiat lidzbarski",2008,42013969.24
"3092",2810000,"Powiat mrągowski",2008,47310312.68
"3093",2811000,"Powiat nidzicki",2008,32418819.13
"3094",2812000,"Powiat nowomiejski",2008,26748774.41
"3095",2813000,"Powiat olecki",2008,36390347.03
"3096",2814000,"Powiat olsztyński",2008,86590844.01
"3097",2815000,"Powiat ostródzki",2008,90814501.32
"3098",2816000,"Powiat piski",2008,47541380.31
"3099",2817000,"Powiat szczycieński",2008,68392495.13
"3100",2818000,"Powiat gołdapski",2008,22991002.7
"3101",2819000,"Powiat węgorzewski",2008,32286240.4
"3102",3001000,"Powiat chodzieski",2008,38417866.79
"3103",3002000,"Powiat czarnkowsko-trzcianecki",2008,76795492.16
"3104",3003000,"Powiat gnieźnieński",2008,103261827.46
"3105",3004000,"Powiat gostyński",2008,59620428.45
"3106",3005000,"Powiat grodziski",2008,27885883.16
"3107",3006000,"Powiat jarociński",2008,46708303.5
"3108",3007000,"Powiat kaliski",2008,28281693.35
"3109",3008000,"Powiat kępiński",2008,36224647.2
"3110",3009000,"Powiat kolski",2008,64776348.15
"3111",3010000,"Powiat koniński",2008,54593373.53
"3112",3011000,"Powiat kościański",2008,45326946.48
"3113",3012000,"Powiat krotoszyński",2008,62904605.42
"3114",3013000,"Powiat leszczyński",2008,22132497.02
"3115",3014000,"Powiat międzychodzki",2008,32409797.74
"3116",3015000,"Powiat nowotomyski",2008,47072973.27
"3117",3016000,"Powiat obornicki",2008,34867592.02
"3118",3017000,"Powiat ostrowski",2008,108373786.41
"3119",3018000,"Powiat ostrzeszowski",2008,47749398.84
"3120",3019000,"Powiat pilski",2008,121490555.43
"3121",3020000,"Powiat pleszewski",2008,54518031.87
"3122",3021000,"Powiat poznański",2008,156595876.64
"3123",3022000,"Powiat rawicki",2008,43054741.08
"3124",3023000,"Powiat słupecki",2008,52716343.6
"3125",3024000,"Powiat szamotulski",2008,57473585.6
"3126",3025000,"Powiat średzki",2008,33491061.58
"3127",3026000,"Powiat śremski",2008,43354284.2
"3128",3027000,"Powiat turecki",2008,59659378.5
"3129",3028000,"Powiat wągrowiecki",2008,52131757.69
"3130",3029000,"Powiat wolsztyński",2008,41250494.1
"3131",3030000,"Powiat wrzesiński",2008,50860939.34
"3132",3031000,"Powiat złotowski",2008,46615926.72
"3133",3201000,"Powiat białogardzki",2008,68327527.66
"3134",3202000,"Powiat choszczeński",2008,39534948.09
"3135",3203000,"Powiat drawski",2008,45375493.41
"3136",3204000,"Powiat goleniowski",2008,63344489.02
"3137",3205000,"Powiat gryficki",2008,56860886.77
"3138",3206000,"Powiat gryfiński",2008,62971576.28
"3139",3207000,"Powiat kamieński",2008,46817610.86
"3140",3208000,"Powiat kołobrzeski",2008,66140357.05
"3141",3209000,"Powiat koszaliński",2008,56263813.07
"3142",3210000,"Powiat myśliborski",2008,57349002.39
"3143",3211000,"Powiat policki",2008,57933946.82
"3144",3212000,"Powiat pyrzycki",2008,34360951.62
"3145",3213000,"Powiat sławieński",2008,42107000.79
"3146",3214000,"Powiat stargardzki",2008,128212752.35
"3147",3215000,"Powiat szczecinecki",2008,69989644.55
"3148",3216000,"Powiat świdwiński",2008,49746941.54
"3149",3217000,"Powiat wałecki",2008,38643458.73
"3150",3218000,"Powiat łobeski",2008,32099527.72
"3151",201000,"Powiat bolesławiecki",2009,64798033.26
"3152",202000,"Powiat dzierżoniowski",2009,81242644.08
"3153",203000,"Powiat głogowski",2009,88418332.37
"3154",204000,"Powiat górowski",2009,39783494.56
"3155",205000,"Powiat jaworski",2009,49437654.98
"3156",206000,"Powiat jeleniogórski",2009,59986916.29
"3157",207000,"Powiat kamiennogórski",2009,36597962.2
"3158",208000,"Powiat kłodzki",2009,150314588.73
"3159",209000,"Powiat legnicki",2009,56509583.39
"3160",210000,"Powiat lubański",2009,54611246.79
"3161",211000,"Powiat lubiński",2009,108396199.63
"3162",212000,"Powiat lwówecki",2009,43208817.21
"3163",213000,"Powiat milicki",2009,48294396.19
"3164",214000,"Powiat oleśnicki",2009,105785965.76
"3165",215000,"Powiat oławski",2009,52420474.32
"3166",216000,"Powiat polkowicki",2009,49634277.65
"3167",217000,"Powiat strzeliński",2009,47755338.98
"3168",218000,"Powiat średzki",2009,40424189.82
"3169",219000,"Powiat świdnicki",2009,138019718.27
"3170",220000,"Powiat trzebnicki",2009,63688512.66
"3171",221000,"Powiat wałbrzyski",2009,127444687.68
"3172",222000,"Powiat wołowski",2009,45859622.51
"3173",223000,"Powiat wrocławski",2009,104211438.09
"3174",224000,"Powiat ząbkowicki",2009,79335983.63
"3175",225000,"Powiat zgorzelecki",2009,74583838.58
"3176",226000,"Powiat złotoryjski",2009,37812525.26
"3177",401000,"Powiat aleksandrowski",2009,41932157.27
"3178",402000,"Powiat brodnicki",2009,57812068.02
"3179",403000,"Powiat bydgoski",2009,52479548.36
"3180",404000,"Powiat chełmiński",2009,50300600.77
"3181",405000,"Powiat golubsko-dobrzyński",2009,38591138.89
"3182",406000,"Powiat grudziądzki",2009,19367197.95
"3183",407000,"Powiat inowrocławski",2009,172142465.12
"3184",408000,"Powiat lipnowski",2009,53800526.1
"3185",409000,"Powiat mogileński",2009,48042767.72
"3186",410000,"Powiat nakielski",2009,74940797.64
"3187",411000,"Powiat radziejowski",2009,41746689.09
"3188",412000,"Powiat rypiński",2009,38394742.92
"3189",413000,"Powiat sępoleński",2009,42092304.05
"3190",414000,"Powiat świecki",2009,68401609.24
"3191",415000,"Powiat toruński",2009,65550624.17
"3192",416000,"Powiat tucholski",2009,56873645.78
"3193",417000,"Powiat wąbrzeski",2009,35626744.15
"3194",418000,"Powiat włocławski",2009,66207285.34
"3195",419000,"Powiat żniński",2009,58518470.64
"3196",601000,"Powiat bialski",2009,83532739.4
"3197",602000,"Powiat biłgorajski",2009,80674473.95
"3198",603000,"Powiat chełmski",2009,53598076.81
"3199",604000,"Powiat hrubieszowski",2009,50196030.77
"3200",605000,"Powiat janowski",2009,37066381.3
"3201",606000,"Powiat krasnostawski",2009,59067086.48
"3202",607000,"Powiat kraśnicki",2009,72906625.4
"3203",608000,"Powiat lubartowski",2009,59730129.28
"3204",609000,"Powiat lubelski",2009,91101036.34
"3205",610000,"Powiat łęczyński",2009,38711846.27
"3206",611000,"Powiat łukowski",2009,83555471.79
"3207",612000,"Powiat opolski",2009,39904471.03
"3208",613000,"Powiat parczewski",2009,29744870.62
"3209",614000,"Powiat puławski",2009,94034887.8
"3210",615000,"Powiat radzyński",2009,35273467.73
"3211",616000,"Powiat rycki",2009,47493456.74
"3212",617000,"Powiat świdnicki",2009,58182951.85
"3213",618000,"Powiat tomaszowski",2009,74425379.93
"3214",619000,"Powiat włodawski",2009,42895280.65
"3215",620000,"Powiat zamojski",2009,49222614.44
"3216",801000,"Powiat gorzowski",2009,50700021.77
"3217",802000,"Powiat krośnieński",2009,51045870.97
"3218",803000,"Powiat międzyrzecki",2009,64456067.47
"3219",804000,"Powiat nowosolski",2009,73186817.74
"3220",805000,"Powiat słubicki",2009,56638206.13
"3221",806000,"Powiat strzelecko-drezdenecki",2009,44909173.65
"3222",807000,"Powiat sulęciński",2009,46359732.06
"3223",808000,"Powiat świebodziński",2009,63073260.26
"3224",809000,"Powiat zielonogórski",2009,72448766.01
"3225",810000,"Powiat żagański",2009,74737187.19
"3226",811000,"Powiat żarski",2009,86319779.95
"3227",812000,"Powiat wschowski",2009,32564047.69
"3228",1001000,"Powiat bełchatowski",2009,99819787.22
"3229",1002000,"Powiat kutnowski",2009,103615163.18
"3230",1003000,"Powiat łaski",2009,37284310.12
"3231",1004000,"Powiat łęczycki",2009,45218620.6
"3232",1005000,"Powiat łowicki",2009,65460137.34
"3233",1006000,"Powiat łódzki wschodni",2009,37600352.51
"3234",1007000,"Powiat opoczyński",2009,59740326.92
"3235",1008000,"Powiat pabianicki",2009,74480424.87
"3236",1009000,"Powiat pajęczański",2009,33411803.81
"3237",1010000,"Powiat piotrkowski",2009,50928053.88
"3238",1011000,"Powiat poddębicki",2009,51965412.49
"3239",1012000,"Powiat radomszczański",2009,133195172.82
"3240",1013000,"Powiat rawski",2009,48821734.39
"3241",1014000,"Powiat sieradzki",2009,99434608.64
"3242",1015000,"Powiat skierniewicki",2009,18119934.38
"3243",1016000,"Powiat tomaszowski",2009,129311398.13
"3244",1017000,"Powiat wieluński",2009,59954953.84
"3245",1018000,"Powiat wieruszowski",2009,36802311.61
"3246",1019000,"Powiat zduńskowolski",2009,70678342.84
"3247",1020000,"Powiat zgierski",2009,112354758.67
"3248",1021000,"Powiat brzeziński",2009,24344427.71
"3249",1201000,"Powiat bocheński",2009,83985814.21
"3250",1202000,"Powiat brzeski",2009,60590594.48
"3251",1203000,"Powiat chrzanowski",2009,94936755.45
"3252",1204000,"Powiat dąbrowski",2009,42872484.81
"3253",1205000,"Powiat gorlicki",2009,109179684.81
"3254",1206000,"Powiat krakowski",2009,141509730.54
"3255",1207000,"Powiat limanowski",2009,108863289.69
"3256",1208000,"Powiat miechowski",2009,60119226.81
"3257",1209000,"Powiat myślenicki",2009,93439158.13
"3258",1210000,"Powiat nowosądecki",2009,139737728.51
"3259",1211000,"Powiat nowotarski",2009,142140245.32
"3260",1212000,"Powiat olkuski",2009,82192877.14
"3261",1213000,"Powiat oświęcimski",2009,132895199.49
"3262",1214000,"Powiat proszowicki",2009,31721015.54
"3263",1215000,"Powiat suski",2009,65340433.18
"3264",1216000,"Powiat tarnowski",2009,112091556.5
"3265",1217000,"Powiat tatrzański",2009,77554465.15
"3266",1218000,"Powiat wadowicki",2009,114048077.76
"3267",1219000,"Powiat wielicki",2009,57781240.35
"3268",1401000,"Powiat białobrzeski",2009,22483664.57
"3269",1402000,"Powiat ciechanowski",2009,77953843.45
"3270",1403000,"Powiat garwoliński",2009,98193340.51
"3271",1404000,"Powiat gostyniński",2009,42021037.2
"3272",1405000,"Powiat grodziski",2009,72419307.33
"3273",1406000,"Powiat grójecki",2009,85966617.56
"3274",1407000,"Powiat kozienicki",2009,47296589.61
"3275",1408000,"Powiat legionowski",2009,69241005.3
"3276",1409000,"Powiat lipski",2009,41837680.57
"3277",1410000,"Powiat łosicki",2009,35029309.62
"3278",1411000,"Powiat makowski",2009,42381560.72
"3279",1412000,"Powiat miński",2009,99800053.58
"3280",1413000,"Powiat mławski",2009,50901689.18
"3281",1414000,"Powiat nowodworski",2009,54576552.08
"3282",1415000,"Powiat ostrołęcki",2009,67877582.43
"3283",1416000,"Powiat ostrowski",2009,52592417.9
"3284",1417000,"Powiat otwocki",2009,91050181.47
"3285",1418000,"Powiat piaseczyński",2009,195200741.98
"3286",1419000,"Powiat płocki",2009,76289338.58
"3287",1420000,"Powiat płoński",2009,76027309.79
"3288",1421000,"Powiat pruszkowski",2009,125540908.04
"3289",1422000,"Powiat przasnyski",2009,58465215.63
"3290",1423000,"Powiat przysuski",2009,43672178.4
"3291",1424000,"Powiat pułtuski",2009,59868764.2
"3292",1425000,"Powiat radomski",2009,114117697.63
"3293",1426000,"Powiat siedlecki",2009,33144058.77
"3294",1427000,"Powiat sierpecki",2009,46430508.87
"3295",1428000,"Powiat sochaczewski",2009,71088310.43
"3296",1429000,"Powiat sokołowski",2009,41304184.28
"3297",1430000,"Powiat szydłowiecki",2009,30431561.39
"3298",1431000,"Powiat warszawski",2009,NA
"3299",1432000,"Powiat warszawski zachodni",2009,111461257.75
"3300",1433000,"Powiat węgrowski",2009,55142334.61
"3301",1434000,"Powiat wołomiński",2009,122408335.52
"3302",1435000,"Powiat wyszkowski",2009,62607418.55
"3303",1436000,"Powiat zwoleński",2009,27277285.55
"3304",1437000,"Powiat żuromiński",2009,35217652.49
"3305",1438000,"Powiat żyrardowski",2009,53139892.99
"3306",1601000,"Powiat brzeski",2009,85894810.15
"3307",1602000,"Powiat głubczycki",2009,51235422.67
"3308",1603000,"Powiat kędzierzyńsko-kozielski",2009,78656042.94
"3309",1604000,"Powiat kluczborski",2009,59852675.4
"3310",1605000,"Powiat krapkowicki",2009,48439644.53
"3311",1606000,"Powiat namysłowski",2009,49859637.6
"3312",1607000,"Powiat nyski",2009,112439356.04
"3313",1608000,"Powiat oleski",2009,50665456.09
"3314",1609000,"Powiat opolski",2009,58754938.91
"3315",1610000,"Powiat prudnicki",2009,52069248.07
"3316",1611000,"Powiat strzelecki",2009,66384973.6
"3317",1801000,"Powiat bieszczadzki",2009,30919006.9
"3318",1802000,"Powiat brzozowski",2009,51950330.53
"3319",1803000,"Powiat dębicki",2009,110143561.41
"3320",1804000,"Powiat jarosławski",2009,115084030.32
"3321",1805000,"Powiat jasielski",2009,108796537.31
"3322",1806000,"Powiat kolbuszowski",2009,46144332.76
"3323",1807000,"Powiat krośnieński",2009,71325839.6
"3324",1808000,"Powiat leżajski",2009,70682583.08
"3325",1809000,"Powiat lubaczowski",2009,73839350.25
"3326",1810000,"Powiat łańcucki",2009,65620043.73
"3327",1811000,"Powiat mielecki",2009,121637093.23
"3328",1812000,"Powiat niżański",2009,47109608.8
"3329",1813000,"Powiat przemyski",2009,49415093.57
"3330",1814000,"Powiat przeworski",2009,66883219.15
"3331",1815000,"Powiat ropczycko-sędziszowski",2009,74357414.32
"3332",1816000,"Powiat rzeszowski",2009,105837592.44
"3333",1817000,"Powiat sanocki",2009,121181838.27
"3334",1818000,"Powiat stalowowolski",2009,86311895.14
"3335",1819000,"Powiat strzyżowski",2009,58347523.35
"3336",1820000,"Powiat tarnobrzeski",2009,39275681.5
"3337",1821000,"Powiat leski",2009,29683635.89
"3338",2001000,"Powiat augustowski",2009,63865152.58
"3339",2002000,"Powiat białostocki",2009,95161410.28
"3340",2003000,"Powiat bielski",2009,51284534.83
"3341",2004000,"Powiat grajewski",2009,39295777.31
"3342",2005000,"Powiat hajnowski",2009,36155191.79
"3343",2006000,"Powiat kolneński",2009,35893998.01
"3344",2007000,"Powiat łomżyński",2009,24295610.44
"3345",2008000,"Powiat moniecki",2009,31900797.34
"3346",2009000,"Powiat sejneński",2009,19862248.22
"3347",2010000,"Powiat siemiatycki",2009,42694754.37
"3348",2011000,"Powiat sokólski",2009,67212509.07
"3349",2012000,"Powiat suwalski",2009,26963789.36
"3350",2013000,"Powiat wysokomazowiecki",2009,59163939.12
"3351",2014000,"Powiat zambrowski",2009,40776728.22
"3352",2201000,"Powiat bytowski",2009,74652612.83
"3353",2202000,"Powiat chojnicki",2009,89068206.81
"3354",2203000,"Powiat człuchowski",2009,89174637.14
"3355",2204000,"Powiat gdański",2009,47179467.04
"3356",2205000,"Powiat kartuski",2009,86375435.9
"3357",2206000,"Powiat kościerski",2009,70425592.61
"3358",2207000,"Powiat kwidzyński",2009,88036455.21
"3359",2208000,"Powiat lęborski",2009,63889219.07
"3360",2209000,"Powiat malborski",2009,74719461.64
"3361",2210000,"Powiat nowodworski",2009,41456504.93
"3362",2211000,"Powiat pucki",2009,48907091.04
"3363",2212000,"Powiat słupski",2009,81041877.95
"3364",2213000,"Powiat starogardzki",2009,95109460.24
"3365",2214000,"Powiat tczewski",2009,117399191.9
"3366",2215000,"Powiat wejherowski",2009,117199375.68
"3367",2216000,"Powiat sztumski",2009,38099160.33
"3368",2401000,"Powiat będziński",2009,95971591.08
"3369",2402000,"Powiat bielski",2009,93069413.46
"3370",2403000,"Powiat cieszyński",2009,144302218.66
"3371",2404000,"Powiat częstochowski",2009,87540820
"3372",2405000,"Powiat gliwicki",2009,52720685.56
"3373",2406000,"Powiat kłobucki",2009,49710624.15
"3374",2407000,"Powiat lubliniecki",2009,75274761.35
"3375",2408000,"Powiat mikołowski",2009,72766604.13
"3376",2409000,"Powiat myszkowski",2009,53886288.56
"3377",2410000,"Powiat pszczyński",2009,71475278.46
"3378",2411000,"Powiat raciborski",2009,116420076.88
"3379",2412000,"Powiat rybnicki",2009,32032718.84
"3380",2413000,"Powiat tarnogórski",2009,129813711.96
"3381",2414000,"Powiat bieruńsko-lędziński",2009,30971437.11
"3382",2415000,"Powiat wodzisławski",2009,105690060.09
"3383",2416000,"Powiat zawierciański",2009,93238052.04
"3384",2417000,"Powiat żywiecki",2009,124354074.32
"3385",2601000,"Powiat buski",2009,83180579.32
"3386",2602000,"Powiat jędrzejowski",2009,77358522.27
"3387",2603000,"Powiat kazimierski",2009,35034032.84
"3388",2604000,"Powiat kielecki",2009,127825998.02
"3389",2605000,"Powiat konecki",2009,76642553.26
"3390",2606000,"Powiat opatowski",2009,74422455.91
"3391",2607000,"Powiat ostrowiecki",2009,116192370.56
"3392",2608000,"Powiat pińczowski",2009,36040585.47
"3393",2609000,"Powiat sandomierski",2009,69695549.37
"3394",2610000,"Powiat skarżyski",2009,84135963.82
"3395",2611000,"Powiat starachowicki",2009,79593860.07
"3396",2612000,"Powiat staszowski",2009,68161261.77
"3397",2613000,"Powiat włoszczowski",2009,38420507.95
"3398",2801000,"Powiat bartoszycki",2009,62843145.38
"3399",2802000,"Powiat braniewski",2009,40426701.96
"3400",2803000,"Powiat działdowski",2009,51313901.1
"3401",2804000,"Powiat elbląski",2009,50868952.92
"3402",2805000,"Powiat ełcki",2009,102617721.48
"3403",2806000,"Powiat giżycki",2009,59350336.52
"3404",2807000,"Powiat iławski",2009,82442011.15
"3405",2808000,"Powiat kętrzyński",2009,65963992.34
"3406",2809000,"Powiat lidzbarski",2009,47199059.03
"3407",2810000,"Powiat mrągowski",2009,65827667.98
"3408",2811000,"Powiat nidzicki",2009,36553365.89
"3409",2812000,"Powiat nowomiejski",2009,33086430.26
"3410",2813000,"Powiat olecki",2009,44213181.22
"3411",2814000,"Powiat olsztyński",2009,88760309.07
"3412",2815000,"Powiat ostródzki",2009,103489918.72
"3413",2816000,"Powiat piski",2009,60942261.07
"3414",2817000,"Powiat szczycieński",2009,75098144.93
"3415",2818000,"Powiat gołdapski",2009,33161118.54
"3416",2819000,"Powiat węgorzewski",2009,34978850.03
"3417",3001000,"Powiat chodzieski",2009,40053083.04
"3418",3002000,"Powiat czarnkowsko-trzcianecki",2009,78243931.64
"3419",3003000,"Powiat gnieźnieński",2009,113869221.94
"3420",3004000,"Powiat gostyński",2009,68511164.72
"3421",3005000,"Powiat grodziski",2009,29822000.07
"3422",3006000,"Powiat jarociński",2009,52141285.23
"3423",3007000,"Powiat kaliski",2009,30056997.91
"3424",3008000,"Powiat kępiński",2009,39269580.1
"3425",3009000,"Powiat kolski",2009,68239891.69
"3426",3010000,"Powiat koniński",2009,63914186.45
"3427",3011000,"Powiat kościański",2009,56447378.57
"3428",3012000,"Powiat krotoszyński",2009,71780044.17
"3429",3013000,"Powiat leszczyński",2009,27344623.08
"3430",3014000,"Powiat międzychodzki",2009,35607306.28
"3431",3015000,"Powiat nowotomyski",2009,51572868.51
"3432",3016000,"Powiat obornicki",2009,43352021.52
"3433",3017000,"Powiat ostrowski",2009,116772650.85
"3434",3018000,"Powiat ostrzeszowski",2009,53551684.89
"3435",3019000,"Powiat pilski",2009,122873986.02
"3436",3020000,"Powiat pleszewski",2009,58728104.32
"3437",3021000,"Powiat poznański",2009,164373448.4
"3438",3022000,"Powiat rawicki",2009,53675324.01
"3439",3023000,"Powiat słupecki",2009,59324619.52
"3440",3024000,"Powiat szamotulski",2009,61080739.07
"3441",3025000,"Powiat średzki",2009,39841614.6
"3442",3026000,"Powiat śremski",2009,52041219.26
"3443",3027000,"Powiat turecki",2009,70121945.93
"3444",3028000,"Powiat wągrowiecki",2009,58078355.9
"3445",3029000,"Powiat wolsztyński",2009,49762399.97
"3446",3030000,"Powiat wrzesiński",2009,59795190.98
"3447",3031000,"Powiat złotowski",2009,53875511.79
"3448",3201000,"Powiat białogardzki",2009,52006215.72
"3449",3202000,"Powiat choszczeński",2009,49068502.25
"3450",3203000,"Powiat drawski",2009,63830314.24
"3451",3204000,"Powiat goleniowski",2009,67529675.3
"3452",3205000,"Powiat gryficki",2009,63549127.03
"3453",3206000,"Powiat gryfiński",2009,62373423.17
"3454",3207000,"Powiat kamieński",2009,48841918.33
"3455",3208000,"Powiat kołobrzeski",2009,78020908.81
"3456",3209000,"Powiat koszaliński",2009,64172295.3
"3457",3210000,"Powiat myśliborski",2009,68232314.1
"3458",3211000,"Powiat policki",2009,58300452.01
"3459",3212000,"Powiat pyrzycki",2009,34966233.64
"3460",3213000,"Powiat sławieński",2009,46025384.57
"3461",3214000,"Powiat stargardzki",2009,111124194.01
"3462",3215000,"Powiat szczecinecki",2009,86488031.85
"3463",3216000,"Powiat świdwiński",2009,50229104.51
"3464",3217000,"Powiat wałecki",2009,58146974.11
"3465",3218000,"Powiat łobeski",2009,34469524.15
"3466",201000,"Powiat bolesławiecki",2010,77961590.62
"3467",202000,"Powiat dzierżoniowski",2010,117615679.51
"3468",203000,"Powiat głogowski",2010,93647690.85
"3469",204000,"Powiat górowski",2010,36608851.67
"3470",205000,"Powiat jaworski",2010,59425090.54
"3471",206000,"Powiat jeleniogórski",2010,66697235.06
"3472",207000,"Powiat kamiennogórski",2010,41419210.57
"3473",208000,"Powiat kłodzki",2010,158869269.16
"3474",209000,"Powiat legnicki",2010,57868523.32
"3475",210000,"Powiat lubański",2010,61386600.67
"3476",211000,"Powiat lubiński",2010,127770922.67
"3477",212000,"Powiat lwówecki",2010,48137961.88
"3478",213000,"Powiat milicki",2010,47961316.9
"3479",214000,"Powiat oleśnicki",2010,99485664.22
"3480",215000,"Powiat oławski",2010,59040036.69
"3481",216000,"Powiat polkowicki",2010,55154249.48
"3482",217000,"Powiat strzeliński",2010,51661900.26
"3483",218000,"Powiat średzki",2010,39038132.45
"3484",219000,"Powiat świdnicki",2010,141435733.66
"3485",220000,"Powiat trzebnicki",2010,80135655.26
"3486",221000,"Powiat wałbrzyski",2010,125818638.98
"3487",222000,"Powiat wołowski",2010,74148207.53
"3488",223000,"Powiat wrocławski",2010,76238823.78
"3489",224000,"Powiat ząbkowicki",2010,84696513.17
"3490",225000,"Powiat zgorzelecki",2010,81449833.42
"3491",226000,"Powiat złotoryjski",2010,44387720.86
"3492",401000,"Powiat aleksandrowski",2010,50876517.65
"3493",402000,"Powiat brodnicki",2010,55346703.7
"3494",403000,"Powiat bydgoski",2010,62236531.32
"3495",404000,"Powiat chełmiński",2010,48771731.4
"3496",405000,"Powiat golubsko-dobrzyński",2010,44921509.02
"3497",406000,"Powiat grudziądzki",2010,23471369.7
"3498",407000,"Powiat inowrocławski",2010,186516906.91
"3499",408000,"Powiat lipnowski",2010,90979564.44
"3500",409000,"Powiat mogileński",2010,54028377.2
"3501",410000,"Powiat nakielski",2010,87086918.84
"3502",411000,"Powiat radziejowski",2010,45709261.1
"3503",412000,"Powiat rypiński",2010,43731273.34
"3504",413000,"Powiat sępoleński",2010,42948096.17
"3505",414000,"Powiat świecki",2010,84008642.49
"3506",415000,"Powiat toruński",2010,70413637.95
"3507",416000,"Powiat tucholski",2010,64676348.3
"3508",417000,"Powiat wąbrzeski",2010,29194634.63
"3509",418000,"Powiat włocławski",2010,73335905.85
"3510",419000,"Powiat żniński",2010,64119004.35
"3511",601000,"Powiat bialski",2010,97152677.08
"3512",602000,"Powiat biłgorajski",2010,105005241.67
"3513",603000,"Powiat chełmski",2010,50955816.59
"3514",604000,"Powiat hrubieszowski",2010,54262373.44
"3515",605000,"Powiat janowski",2010,60835156.13
"3516",606000,"Powiat krasnostawski",2010,67940485.16
"3517",607000,"Powiat kraśnicki",2010,94620670.79
"3518",608000,"Powiat lubartowski",2010,67831419.62
"3519",609000,"Powiat lubelski",2010,152215237.81
"3520",610000,"Powiat łęczyński",2010,69289744.17
"3521",611000,"Powiat łukowski",2010,112224079.49
"3522",612000,"Powiat opolski",2010,61206897.14
"3523",613000,"Powiat parczewski",2010,30720129.92
"3524",614000,"Powiat puławski",2010,104647301.21
