"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_ogolem_zl"
"1554",3028000,"Powiat wągrowiecki",2003,1.51262411854257e-316
"1555",3029000,"Powiat wolsztyński",2003,1.36046000230005e-316
"1556",3030000,"Powiat wrzesiński",2003,1.63646009166261e-316
"1557",3031000,"Powiat złotowski",2003,1.4866683798383e-316
"1558",3201000,"Powiat białogardzki",2003,2.21430311509191e-316
"1559",3202000,"Powiat choszczeński",2003,1.21976137106119e-316
"1560",3203000,"Powiat drawski",2003,1.43923876952944e-316
"1561",3204000,"Powiat goleniowski",2003,1.9950241827936e-316
"1562",3205000,"Powiat gryficki",2003,1.79284387436656e-316
"1563",3206000,"Powiat gryfiński",2003,2.23252015536568e-316
"1564",3207000,"Powiat kamieński",2003,1.70731523169025e-316
"1565",3208000,"Powiat kołobrzeski",2003,2.00157435690647e-316
"1566",3209000,"Powiat koszaliński",2003,1.92474981693264e-316
"1567",3210000,"Powiat myśliborski",2003,1.86459322380661e-316
"1568",3211000,"Powiat policki",2003,1.45651817202053e-316
"1569",3212000,"Powiat pyrzycki",2003,1.09169397271734e-316
"1570",3213000,"Powiat sławieński",2003,1.40332330969035e-316
"1571",3214000,"Powiat stargardzki",2003,2.56754182084607e-316
"1572",3215000,"Powiat szczecinecki",2003,2.37955310343674e-316
"1573",3216000,"Powiat świdwiński",2003,1.30960454080294e-316
"1574",3217000,"Powiat wałecki",2003,1.04690040025531e-316
"1575",3218000,"Powiat łobeski",2003,8.80178392725262e-317
"1576",201000,"Powiat bolesławiecki",2004,1.95546968244006e-316
"1577",202000,"Powiat dzierżoniowski",2004,2.51280799343566e-316
"1578",203000,"Powiat głogowski",2004,2.77648534449247e-316
"1579",204000,"Powiat górowski",2004,1.1205925640345e-316
"1580",205000,"Powiat jaworski",2004,1.57260546658402e-316
"1581",206000,"Powiat jeleniogórski",2004,2.05686637968355e-316
"1582",207000,"Powiat kamiennogórski",2004,1.52859177674395e-316
"1583",208000,"Powiat kłodzki",2004,5.71447378228483e-316
"1584",209000,"Powiat legnicki",2004,1.87853585514538e-316
"1585",210000,"Powiat lubański",2004,1.57156768169493e-316
"1586",211000,"Powiat lubiński",2004,2.25469713179086e-316
"1587",212000,"Powiat lwówecki",2004,1.55768883423104e-316
"1588",213000,"Powiat milicki",2004,1.50561056026046e-316
"1589",214000,"Powiat oleśnicki",2004,2.77907242043379e-316
"1590",215000,"Powiat oławski",2004,1.4641217434969e-316
"1591",216000,"Powiat polkowicki",2004,9.97407522402856e-317
"1592",217000,"Powiat strzeliński",2004,1.1420480069905e-316
"1593",218000,"Powiat średzki",2004,1.02661515178149e-316
"1594",219000,"Powiat świdnicki",2004,4.3227962421523e-316
"1595",220000,"Powiat trzebnicki",2004,1.74067409943837e-316
"1596",221000,"Powiat wałbrzyski",2004,4.52617856288911e-316
"1597",222000,"Powiat wołowski",2004,1.39613346878581e-316
"1598",223000,"Powiat wrocławski",2004,1.93833938896089e-316
"1599",224000,"Powiat ząbkowicki",2004,2.28637172975231e-316
"1600",225000,"Powiat zgorzelecki",2004,2.33210738658783e-316
"1601",226000,"Powiat złotoryjski",2004,1.30183723597154e-316
"1602",401000,"Powiat aleksandrowski",2004,1.46185862639956e-316
"1603",402000,"Powiat brodnicki",2004,1.56593869297873e-316
"1604",403000,"Powiat bydgoski",2004,1.46242082369796e-316
"1605",404000,"Powiat chełmiński",2004,1.4610730126161e-316
"1606",405000,"Powiat golubsko-dobrzyński",2004,1.00243177476855e-316
"1607",406000,"Powiat grudziądzki",2004,6.55357822516934e-317
"1608",407000,"Powiat inowrocławski",2004,4.1654259585733e-316
"1609",408000,"Powiat lipnowski",2004,1.36004469071816e-316
"1610",409000,"Powiat mogileński",2004,1.32819919544982e-316
"1611",410000,"Powiat nakielski",2004,1.98042755675943e-316
"1612",411000,"Powiat radziejowski",2004,1.20103746884136e-316
"1613",412000,"Powiat rypiński",2004,1.01548538438419e-316
"1614",413000,"Powiat sępoleński",2004,1.23562236048963e-316
"1615",414000,"Powiat świecki",2004,1.9278072433688e-316
"1616",415000,"Powiat toruński",2004,1.84300838505797e-316
"1617",416000,"Powiat tucholski",2004,1.43959266875156e-316
"1618",417000,"Powiat wąbrzeski",2004,9.42418460679807e-317
"1619",418000,"Powiat włocławski",2004,1.63700079710542e-316
"1620",419000,"Powiat żniński",2004,1.75386491108386e-316
"1621",601000,"Powiat bialski",2004,2.60712962122413e-316
"1622",602000,"Powiat biłgorajski",2004,3.26792478439324e-316
"1623",603000,"Powiat chełmski",2004,1.41519980790478e-316
"1624",604000,"Powiat hrubieszowski",2004,1.60941409829766e-316
"1625",605000,"Powiat janowski",2004,1.29482387531569e-316
"1626",606000,"Powiat krasnostawski",2004,2.49625496625709e-316
"1627",607000,"Powiat kraśnicki",2004,2.4422918812542e-316
"1628",608000,"Powiat lubartowski",2004,1.96954625497542e-316
"1629",609000,"Powiat lubelski",2004,2.73970210775302e-316
"1630",610000,"Powiat łęczyński",2004,1.30209859669819e-316
"1631",611000,"Powiat łukowski",2004,2.71383574552408e-316
"1632",612000,"Powiat opolski",2004,1.28997882055975e-316
"1633",613000,"Powiat parczewski",2004,9.66269529139358e-317
"1634",614000,"Powiat puławski",2004,2.57679379294322e-316
"1635",615000,"Powiat radzyński",2004,1.24166784654528e-316
"1636",616000,"Powiat rycki",2004,1.56852843687454e-316
"1637",617000,"Powiat świdnicki",2004,1.56734426033458e-316
"1638",618000,"Powiat tomaszowski",2004,2.29748632933428e-316
"1639",619000,"Powiat włodawski",2004,1.39640861394398e-316
"1640",620000,"Powiat zamojski",2004,1.46361992102042e-316
"1641",801000,"Powiat gorzowski",2004,1.46863908450995e-316
"1642",802000,"Powiat krośnieński",2004,1.40365769331946e-316
"1643",803000,"Powiat międzyrzecki",2004,1.7471650350803e-316
"1644",804000,"Powiat nowosolski",2004,2.23775453385054e-316
"1645",805000,"Powiat słubicki",2004,1.36903041083877e-316
"1646",806000,"Powiat strzelecko-drezdenecki",2004,1.32712934570031e-316
"1647",807000,"Powiat sulęciński",2004,1.09577535020451e-316
"1648",808000,"Powiat świebodziński",2004,2.06113574914895e-316
"1649",809000,"Powiat zielonogórski",2004,2.10470038272352e-316
"1650",810000,"Powiat żagański",2004,2.24169801761595e-316
"1651",811000,"Powiat żarski",2004,3.10396396153811e-316
"1652",812000,"Powiat wschowski",2004,1.26342985723452e-316
"1653",1001000,"Powiat bełchatowski",2004,2.68490069216226e-316
"1654",1002000,"Powiat kutnowski",2004,3.13266379024595e-316
"1655",1003000,"Powiat łaski",2004,1.14025425225671e-316
"1656",1004000,"Powiat łęczycki",2004,1.64581122273488e-316
"1657",1005000,"Powiat łowicki",2004,2.02026495910177e-316
"1658",1006000,"Powiat łódzki wschodni",2004,1.29723704014967e-316
"1659",1007000,"Powiat opoczyński",2004,1.6944215017176e-316
"1660",1008000,"Powiat pabianicki",2004,2.47258334244011e-316
"1661",1009000,"Powiat pajęczański",2004,9.73423550284574e-317
"1662",1010000,"Powiat piotrkowski",2004,1.56968830538471e-316
"1663",1011000,"Powiat poddębicki",2004,1.26387555385363e-316
"1664",1012000,"Powiat radomszczański",2004,3.3313183968177e-316
"1665",1013000,"Powiat rawski",2004,1.6903544027276e-316
"1666",1014000,"Powiat sieradzki",2004,3.46493726497791e-316
"1667",1015000,"Powiat skierniewicki",2004,5.05238989828511e-317
"1668",1016000,"Powiat tomaszowski",2004,2.73530052632079e-316
"1669",1017000,"Powiat wieluński",2004,1.9080861190494e-316
"1670",1018000,"Powiat wieruszowski",2004,1.03555620836771e-316
"1671",1019000,"Powiat zduńskowolski",2004,1.82672907024719e-316
"1672",1020000,"Powiat zgierski",2004,3.47157597565452e-316
"1673",1021000,"Powiat brzeziński",2004,8.29950098158974e-317
"1674",1201000,"Powiat bocheński",2004,2.33804373354231e-316
"1675",1202000,"Powiat brzeski",2004,1.9820272919141e-316
"1676",1203000,"Powiat chrzanowski",2004,2.40426093113274e-316
"1677",1204000,"Powiat dąbrowski",2004,1.0863776781484e-316
"1678",1205000,"Powiat gorlicki",2004,2.76388232274583e-316
"1679",1206000,"Powiat krakowski",2004,3.68855552643709e-316
"1680",1207000,"Powiat limanowski",2004,2.67340744066932e-316
"1681",1208000,"Powiat miechowski",2004,1.59686186649942e-316
"1682",1209000,"Powiat myślenicki",2004,2.31891687138172e-316
"1683",1210000,"Powiat nowosądecki",2004,3.31082237993936e-316
"1684",1211000,"Powiat nowotarski",2004,3.79676281979536e-316
"1685",1212000,"Powiat olkuski",2004,2.61091490516975e-316
"1686",1213000,"Powiat oświęcimski",2004,4.12905235166082e-316
"1687",1214000,"Powiat proszowicki",2004,1.09230177227486e-316
"1688",1215000,"Powiat suski",2004,2.19346945375121e-316
"1689",1216000,"Powiat tarnowski",2004,2.84368928999078e-316
"1690",1217000,"Powiat tatrzański",2004,1.68663334731595e-316
"1691",1218000,"Powiat wadowicki",2004,3.34226377891597e-316
"1692",1219000,"Powiat wielicki",2004,1.40705474048057e-316
"1693",1401000,"Powiat białobrzeski",2004,8.00611442571065e-317
"1694",1402000,"Powiat ciechanowski",2004,2.50882444094637e-316
"1695",1403000,"Powiat garwoliński",2004,3.11790926083137e-316
"1696",1404000,"Powiat gostyniński",2004,1.30851305097814e-316
"1697",1405000,"Powiat grodziski",2004,2.48299177399448e-316
"1698",1406000,"Powiat grójecki",2004,2.43703151491636e-316
"1699",1407000,"Powiat kozienicki",2004,1.60590944363889e-316
"1700",1408000,"Powiat legionowski",2004,1.60803041804992e-316
"1701",1409000,"Powiat lipski",2004,1.23232980821262e-316
"1702",1410000,"Powiat łosicki",2004,9.66317848759521e-317
"1703",1411000,"Powiat makowski",2004,1.3039984767327e-316
"1704",1412000,"Powiat miński",2004,3.28548442091865e-316
"1705",1413000,"Powiat mławski",2004,1.6082507219214e-316
"1706",1414000,"Powiat nowodworski",2004,1.40980821773141e-316
"1707",1415000,"Powiat ostrołęcki",2004,1.90797050768827e-316
"1708",1416000,"Powiat ostrowski",2004,1.76168058494199e-316
"1709",1417000,"Powiat otwocki",2004,2.91347670475119e-316
"1710",1418000,"Powiat piaseczyński",2004,4.09434982298227e-316
"1711",1419000,"Powiat płocki",2004,2.31553143476329e-316
"1712",1420000,"Powiat płoński",2004,2.09836068057578e-316
"1713",1421000,"Powiat pruszkowski",2004,2.91528785059572e-316
"1714",1422000,"Powiat przasnyski",2004,1.59429776461063e-316
"1715",1423000,"Powiat przysuski",2004,1.45646293548132e-316
"1716",1424000,"Powiat pułtuski",2004,1.78339921666753e-316
"1717",1425000,"Powiat radomski",2004,3.0125170053034e-316
"1718",1426000,"Powiat siedlecki",2004,9.26453025773834e-317
"1719",1427000,"Powiat sierpecki",2004,1.33274257372241e-316
"1720",1428000,"Powiat sochaczewski",2004,2.12608680470879e-316
"1721",1429000,"Powiat sokołowski",2004,1.67833091998354e-316
"1722",1430000,"Powiat szydłowiecki",2004,8.95081339459853e-317
"1723",1431000,"Powiat warszawski",2004,0
"1724",1432000,"Powiat warszawski zachodni",2004,2.23811154568623e-316
"1725",1433000,"Powiat węgrowski",2004,1.7514172604678e-316
"1726",1434000,"Powiat wołomiński",2004,2.96957494384916e-316
"1727",1435000,"Powiat wyszkowski",2004,2.02406620136774e-316
"1728",1436000,"Powiat zwoleński",2004,7.959377297811e-317
"1729",1437000,"Powiat żuromiński",2004,1.0814541657679e-316
"1730",1438000,"Powiat żyrardowski",2004,1.55017113136392e-316
"1731",1601000,"Powiat brzeski",2004,2.61980349198438e-316
"1732",1602000,"Powiat głubczycki",2004,1.77330609780833e-316
"1733",1603000,"Powiat kędzierzyńsko-kozielski",2004,2.26122625870721e-316
"1734",1604000,"Powiat kluczborski",2004,2.27494176806859e-316
"1735",1605000,"Powiat krapkowicki",2004,9.10395645251171e-317
"1736",1606000,"Powiat namysłowski",2004,1.16187609652222e-316
"1737",1607000,"Powiat nyski",2004,3.44263232555046e-316
"1738",1608000,"Powiat oleski",2004,1.66116554784351e-316
"1739",1609000,"Powiat opolski",2004,2.26676952703386e-316
"1740",1610000,"Powiat prudnicki",2004,1.51757045675591e-316
"1741",1611000,"Powiat strzelecki",2004,1.8985221444969e-316
"1742",1801000,"Powiat bieszczadzki",2004,8.18026169642548e-317
"1743",1802000,"Powiat brzozowski",2004,1.41588611449342e-316
"1744",1803000,"Powiat dębicki",2004,3.11709168100063e-316
"1745",1804000,"Powiat jarosławski",2004,3.2661474326389e-316
"1746",1805000,"Powiat jasielski",2004,2.67587327290115e-316
"1747",1806000,"Powiat kolbuszowski",2004,1.28644882033334e-316
"1748",1807000,"Powiat krośnieński",2004,1.78413058204307e-316
"1749",1808000,"Powiat leżajski",2004,1.92116156636659e-316
"1750",1809000,"Powiat lubaczowski",2004,2.59405204942467e-316
"1751",1810000,"Powiat łańcucki",2004,1.55975249702715e-316
"1752",1811000,"Powiat mielecki",2004,3.45995125329321e-316
"1753",1812000,"Powiat niżański",2004,1.28703720311097e-316
"1754",1813000,"Powiat przemyski",2004,9.93611072573648e-317
"1755",1814000,"Powiat przeworski",2004,1.52834894347901e-316
"1756",1815000,"Powiat ropczycko-sędziszowski",2004,1.68671768432169e-316
"1757",1816000,"Powiat rzeszowski",2004,2.64752773866794e-316
"1758",1817000,"Powiat sanocki",2004,2.2734620414593e-316
"1759",1818000,"Powiat stalowowolski",2004,2.57308415044799e-316
"1760",1819000,"Powiat strzyżowski",2004,1.49669094612327e-316
"1761",1820000,"Powiat tarnobrzeski",2004,1.16966563430768e-316
"1762",1821000,"Powiat leski",2004,9.78631397444258e-317
"1763",2001000,"Powiat augustowski",2004,1.60279016018387e-316
"1764",2002000,"Powiat białostocki",2004,2.99704845221745e-316
"1765",2003000,"Powiat bielski",2004,1.77254909042577e-316
"1766",2004000,"Powiat grajewski",2004,1.21308842163533e-316
"1767",2005000,"Powiat hajnowski",2004,1.30346355185795e-316
"1768",2006000,"Powiat kolneński",2004,7.21142268008179e-317
"1769",2007000,"Powiat łomżyński",2004,9.41742430656602e-317
"1770",2008000,"Powiat moniecki",2004,1.0294435787908e-316
"1771",2009000,"Powiat sejneński",2004,6.62135415046584e-317
"1772",2010000,"Powiat siemiatycki",2004,1.26153442379081e-316
"1773",2011000,"Powiat sokólski",2004,1.80425545680825e-316
"1774",2012000,"Powiat suwalski",2004,8.70382207319215e-317
"1775",2013000,"Powiat wysokomazowiecki",2004,1.65805441647165e-316
"1776",2014000,"Powiat zambrowski",2004,1.10415835964376e-316
"1777",2201000,"Powiat bytowski",2004,2.27121424039698e-316
"1778",2202000,"Powiat chojnicki",2004,2.50001184142807e-316
"1779",2203000,"Powiat człuchowski",2004,1.91401233765814e-316
"1780",2204000,"Powiat gdański",2004,1.09459636135384e-316
"1781",2205000,"Powiat kartuski",2004,2.26485774001728e-316
"1782",2206000,"Powiat kościerski",2004,1.99532664978198e-316
"1783",2207000,"Powiat kwidzyński",2004,2.49755613754198e-316
"1784",2208000,"Powiat lęborski",2004,2.05786720846233e-316
"1785",2209000,"Powiat malborski",2004,2.0095298019358e-316
"1786",2210000,"Powiat nowodworski",2004,1.13206580586879e-316
"1787",2211000,"Powiat pucki",2004,1.92951903261195e-316
"1788",2212000,"Powiat słupski",2004,2.07743991546172e-316
"1789",2213000,"Powiat starogardzki",2004,3.07634490143055e-316
"1790",2214000,"Powiat tczewski",2004,3.23768416256229e-316
"1791",2215000,"Powiat wejherowski",2004,3.56630318193166e-316
"1792",2216000,"Powiat sztumski",2004,1.14422673767553e-316
"1793",2401000,"Powiat będziński",2004,2.91823011032983e-316
"1794",2402000,"Powiat bielski",2004,2.08211189902192e-316
"1795",2403000,"Powiat cieszyński",2004,4.4664562040592e-316
"1796",2404000,"Powiat częstochowski",2004,1.93537405636112e-316
"1797",2405000,"Powiat gliwicki",2004,1.61574080651892e-316
"1798",2406000,"Powiat kłobucki",2004,1.36843787790971e-316
"1799",2407000,"Powiat lubliniecki",2004,2.31846593766676e-316
"1800",2408000,"Powiat mikołowski",2004,2.02400508544735e-316
"1801",2409000,"Powiat myszkowski",2004,1.40731911500766e-316
"1802",2410000,"Powiat pszczyński",2004,1.9651301480132e-316
"1803",2411000,"Powiat raciborski",2004,3.93690755403867e-316
"1804",2412000,"Powiat rybnicki",2004,9.03775807882238e-317
"1805",2413000,"Powiat tarnogórski",2004,4.2154506980935e-316
"1806",2414000,"Powiat bieruńsko-lędziński",2004,8.61192141647487e-317
"1807",2415000,"Powiat wodzisławski",2004,3.2990963247141e-316
"1808",2416000,"Powiat zawierciański",2004,3.05790661856058e-316
"1809",2417000,"Powiat żywiecki",2004,3.16478991480113e-316
"1810",2601000,"Powiat buski",2004,2.44696119685991e-316
"1811",2602000,"Powiat jędrzejowski",2004,2.34869331853841e-316
"1812",2603000,"Powiat kazimierski",2004,1.1376343703565e-316
"1813",2604000,"Powiat kielecki",2004,3.04915755588433e-316
"1814",2605000,"Powiat konecki",2004,1.90721947850003e-316
"1815",2606000,"Powiat opatowski",2004,2.02743103544875e-316
"1816",2607000,"Powiat ostrowiecki",2004,3.34420565453039e-316
"1817",2608000,"Powiat pińczowski",2004,1.15092019082569e-316
"1818",2609000,"Powiat sandomierski",2004,2.15126488408651e-316
"1819",2610000,"Powiat skarżyski",2004,2.35917526706089e-316
"1820",2611000,"Powiat starachowicki",2004,2.78068895382041e-316
"1821",2612000,"Powiat staszowski",2004,2.141755602601e-316
"1822",2613000,"Powiat włoszczowski",2004,1.15721532825218e-316
"1823",2801000,"Powiat bartoszycki",2004,1.79168731609621e-316
"1824",2802000,"Powiat braniewski",2004,1.35283014653133e-316
"1825",2803000,"Powiat działdowski",2004,1.58818039200352e-316
"1826",2804000,"Powiat elbląski",2004,1.51337677814744e-316
"1827",2805000,"Powiat ełcki",2004,2.70011964328393e-316
"1828",2806000,"Powiat giżycki",2004,1.7827592040299e-316
"1829",2807000,"Powiat iławski",2004,2.31090994471209e-316
"1830",2808000,"Powiat kętrzyński",2004,2.41108822666637e-316
"1831",2809000,"Powiat lidzbarski",2004,1.26839363596515e-316
"1832",2810000,"Powiat mrągowski",2004,1.56118079140272e-316
"1833",2811000,"Powiat nidzicki",2004,9.80540170660401e-317
"1834",2812000,"Powiat nowomiejski",2004,9.50527905970951e-317
"1835",2813000,"Powiat olecki",2004,1.17567510297774e-316
"1836",2814000,"Powiat olsztyński",2004,2.95423578655585e-316
"1837",2815000,"Powiat ostródzki",2004,2.81564078802386e-316
"1838",2816000,"Powiat piski",2004,1.73825876071555e-316
"1839",2817000,"Powiat szczycieński",2004,1.78663094946354e-316
"1840",2818000,"Powiat gołdapski",2004,7.74813706060335e-317
"1841",2819000,"Powiat węgorzewski",2004,1.0379622586564e-316
"1842",3001000,"Powiat chodzieski",2004,1.40983840514237e-316
"1843",3002000,"Powiat czarnkowsko-trzcianecki",2004,2.85728093709474e-316
"1844",3003000,"Powiat gnieźnieński",2004,3.73166586665031e-316
"1845",3004000,"Powiat gostyński",2004,2.06138500526728e-316
"1846",3005000,"Powiat grodziski",2004,9.70114150369036e-317
"1847",3006000,"Powiat jarociński",2004,1.71771635107307e-316
"1848",3007000,"Powiat kaliski",2004,1.05840284136927e-316
"1849",3008000,"Powiat kępiński",2004,1.20236778999935e-316
"1850",3009000,"Powiat kolski",2004,2.12068152891703e-316
"1851",3010000,"Powiat koniński",2004,1.64578256692742e-316
"1852",3011000,"Powiat kościański",2004,1.68547229304822e-316
"1853",3012000,"Powiat krotoszyński",2004,2.16454279950536e-316
"1854",3013000,"Powiat leszczyński",2004,6.89242227892535e-317
"1855",3014000,"Powiat międzychodzki",2004,1.21602870510686e-316
"1856",3015000,"Powiat nowotomyski",2004,1.47588841091825e-316
"1857",3016000,"Powiat obornicki",2004,1.36559502418354e-316
"1858",3017000,"Powiat ostrowski",2004,3.71141391820101e-316
"1859",3018000,"Powiat ostrzeszowski",2004,1.71115313362715e-316
"1860",3019000,"Powiat pilski",2004,3.89123148152004e-316
"1861",3020000,"Powiat pleszewski",2004,2.37572552747184e-316
"1862",3021000,"Powiat poznański",2004,4.24809924766259e-316
"1863",3022000,"Powiat rawicki",2004,1.37206545610117e-316
"1864",3023000,"Powiat słupecki",2004,1.7764240472861e-316
"1865",3024000,"Powiat szamotulski",2004,2.0335641193434e-316
"1866",3025000,"Powiat średzki",2004,1.41388638379187e-316
"1867",3026000,"Powiat śremski",2004,1.56937506776525e-316
"1868",3027000,"Powiat turecki",2004,2.12090455014957e-316
"1869",3028000,"Powiat wągrowiecki",2004,1.79943974955167e-316
"1870",3029000,"Powiat wolsztyński",2004,1.38048413708005e-316
"1871",3030000,"Powiat wrzesiński",2004,1.78530369151255e-316
"1872",3031000,"Powiat złotowski",2004,1.62932262171653e-316
"1873",3201000,"Powiat białogardzki",2004,1.97219385395835e-316
"1874",3202000,"Powiat choszczeński",2004,1.29417156044349e-316
"1875",3203000,"Powiat drawski",2004,1.61579228815921e-316
"1876",3204000,"Powiat goleniowski",2004,2.19786263606746e-316
"1877",3205000,"Powiat gryficki",2004,2.00837937007946e-316
"1878",3206000,"Powiat gryfiński",2004,2.56904743649521e-316
"1879",3207000,"Powiat kamieński",2004,1.6770500547967e-316
"1880",3208000,"Powiat kołobrzeski",2004,2.17475034396814e-316
"1881",3209000,"Powiat koszaliński",2004,2.16290210630865e-316
"1882",3210000,"Powiat myśliborski",2004,1.96016765385324e-316
"1883",3211000,"Powiat policki",2004,1.55791892060231e-316
"1884",3212000,"Powiat pyrzycki",2004,1.3925261966924e-316
"1885",3213000,"Powiat sławieński",2004,1.59937423971509e-316
"1886",3214000,"Powiat stargardzki",2004,2.97185476036533e-316
"1887",3215000,"Powiat szczecinecki",2004,2.5707612514075e-316
"1888",3216000,"Powiat świdwiński",2004,1.50463646043312e-316
"1889",3217000,"Powiat wałecki",2004,1.13500702806505e-316
"1890",3218000,"Powiat łobeski",2004,1.01846346387762e-316
"1891",201000,"Powiat bolesławiecki",2005,2.3629422705776e-316
"1892",202000,"Powiat dzierżoniowski",2005,2.59967011929009e-316
"1893",203000,"Powiat głogowski",2005,2.77246656512263e-316
"1894",204000,"Powiat górowski",2005,1.19622507182461e-316
"1895",205000,"Powiat jaworski",2005,1.56702094377595e-316
"1896",206000,"Powiat jeleniogórski",2005,2.46091183206214e-316
"1897",207000,"Powiat kamiennogórski",2005,1.22848256843502e-316
"1898",208000,"Powiat kłodzki",2005,6.18254332425854e-316
"1899",209000,"Powiat legnicki",2005,1.70629656714166e-316
"1900",210000,"Powiat lubański",2005,1.83024172876943e-316
"1901",211000,"Powiat lubiński",2005,2.74170228311365e-316
"1902",212000,"Powiat lwówecki",2005,1.65994456341294e-316
"1903",213000,"Powiat milicki",2005,1.52771713233111e-316
"1904",214000,"Powiat oleśnicki",2005,3.40945720081603e-316
"1905",215000,"Powiat oławski",2005,1.65054535975333e-316
"1906",216000,"Powiat polkowicki",2005,1.12595875923368e-316
"1907",217000,"Powiat strzeliński",2005,1.32429607684767e-316
"1908",218000,"Powiat średzki",2005,1.06868775651218e-316
"1909",219000,"Powiat świdnicki",2005,4.82477024856683e-316
"1910",220000,"Powiat trzebnicki",2005,1.73764315492083e-316
"1911",221000,"Powiat wałbrzyski",2005,4.91668123125611e-316
"1912",222000,"Powiat wołowski",2005,1.41821513994791e-316
"1913",223000,"Powiat wrocławski",2005,2.27543415389124e-316
"1914",224000,"Powiat ząbkowicki",2005,2.44564816799952e-316
"1915",225000,"Powiat zgorzelecki",2005,2.51745576777922e-316
"1916",226000,"Powiat złotoryjski",2005,1.56672929682521e-316
"1917",401000,"Powiat aleksandrowski",2005,1.36407972484775e-316
"1918",402000,"Powiat brodnicki",2005,1.71028491206771e-316
"1919",403000,"Powiat bydgoski",2005,1.69439269769045e-316
"1920",404000,"Powiat chełmiński",2005,1.48094922414173e-316
"1921",405000,"Powiat golubsko-dobrzyński",2005,1.09098365453832e-316
"1922",406000,"Powiat grudziądzki",2005,5.77290509817559e-317
"1923",407000,"Powiat inowrocławski",2005,4.46283307245856e-316
"1924",408000,"Powiat lipnowski",2005,1.45636086151889e-316
"1925",409000,"Powiat mogileński",2005,1.50269917962921e-316
"1926",410000,"Powiat nakielski",2005,2.08132327143803e-316
"1927",411000,"Powiat radziejowski",2005,1.32121513288677e-316
"1928",412000,"Powiat rypiński",2005,1.11126124499463e-316
"1929",413000,"Powiat sępoleński",2005,1.38479703372885e-316
"1930",414000,"Powiat świecki",2005,2.68600023525708e-316
"1931",415000,"Powiat toruński",2005,2.34683978186148e-316
"1932",416000,"Powiat tucholski",2005,1.74999286921084e-316
"1933",417000,"Powiat wąbrzeski",2005,1.59166063981939e-316
"1934",418000,"Powiat włocławski",2005,1.80507777966918e-316
"1935",419000,"Powiat żniński",2005,2.01467183955146e-316
"1936",601000,"Powiat bialski",2005,2.65489786412665e-316
"1937",602000,"Powiat biłgorajski",2005,3.17170451173437e-316
"1938",603000,"Powiat chełmski",2005,1.56760774554351e-316
"1939",604000,"Powiat hrubieszowski",2005,1.7123025773522e-316
"1940",605000,"Powiat janowski",2005,1.40837369812871e-316
"1941",606000,"Powiat krasnostawski",2005,2.93656177383343e-316
"1942",607000,"Powiat kraśnicki",2005,2.78000427764841e-316
"1943",608000,"Powiat lubartowski",2005,2.14552137095361e-316
"1944",609000,"Powiat lubelski",2005,3.05084424659267e-316
"1945",610000,"Powiat łęczyński",2005,1.90004880734255e-316
"1946",611000,"Powiat łukowski",2005,3.26821401042232e-316
"1947",612000,"Powiat opolski",2005,1.37685967150216e-316
"1948",613000,"Powiat parczewski",2005,1.05498089329961e-316
"1949",614000,"Powiat puławski",2005,2.99672879174459e-316
"1950",615000,"Powiat radzyński",2005,1.34758578792042e-316
"1951",616000,"Powiat rycki",2005,1.70706805064764e-316
"1952",617000,"Powiat świdnicki",2005,1.82416842681793e-316
"1953",618000,"Powiat tomaszowski",2005,2.36445218459786e-316
"1954",619000,"Powiat włodawski",2005,1.61786064457896e-316
"1955",620000,"Powiat zamojski",2005,1.49611313635046e-316
"1956",801000,"Powiat gorzowski",2005,1.52071849483151e-316
"1957",802000,"Powiat krośnieński",2005,1.69501225601034e-316
"1958",803000,"Powiat międzyrzecki",2005,2.10444257926952e-316
"1959",804000,"Powiat nowosolski",2005,2.62889390461535e-316
"1960",805000,"Powiat słubicki",2005,1.6577060013782e-316
"1961",806000,"Powiat strzelecko-drezdenecki",2005,1.41051260712268e-316
"1962",807000,"Powiat sulęciński",2005,1.47013694332845e-316
"1963",808000,"Powiat świebodziński",2005,2.09871156599746e-316
"1964",809000,"Powiat zielonogórski",2005,2.21214938412856e-316
"1965",810000,"Powiat żagański",2005,2.28499644862054e-316
"1966",811000,"Powiat żarski",2005,3.24959470189971e-316
"1967",812000,"Powiat wschowski",2005,1.26429047018301e-316
"1968",1001000,"Powiat bełchatowski",2005,2.8867386625033e-316
"1969",1002000,"Powiat kutnowski",2005,3.46044867858545e-316
"1970",1003000,"Powiat łaski",2005,1.48869889082958e-316
"1971",1004000,"Powiat łęczycki",2005,1.71319955353222e-316
"1972",1005000,"Powiat łowicki",2005,2.11696427781085e-316
"1973",1006000,"Powiat łódzki wschodni",2005,1.40123533886446e-316
"1974",1007000,"Powiat opoczyński",2005,1.71164403725285e-316
"1975",1008000,"Powiat pabianicki",2005,2.71710260638752e-316
"1976",1009000,"Powiat pajęczański",2005,1.0278010575512e-316
"1977",1010000,"Powiat piotrkowski",2005,1.72570939449805e-316
"1978",1011000,"Powiat poddębicki",2005,1.13013257640318e-316
"1979",1012000,"Powiat radomszczański",2005,3.42036473748583e-316
"1980",1013000,"Powiat rawski",2005,1.81260684604616e-316
"1981",1014000,"Powiat sieradzki",2005,3.72857449790428e-316
"1982",1015000,"Powiat skierniewicki",2005,6.19443004963184e-317
