"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_od_60_do_80_m2_szt"
"6266",1607000,"Powiat nyski",2016,100
"6267",1608000,"Powiat oleski",2016,12
"6268",1609000,"Powiat opolski",2016,22
"6269",1610000,"Powiat prudnicki",2016,28
"6270",1611000,"Powiat strzelecki",2016,26
"6271",1661000,"Powiat m.Opole",2016,224
"6272",1801000,"Powiat bieszczadzki",2016,4
"6273",1802000,"Powiat brzozowski",2016,0
"6274",1803000,"Powiat dębicki",2016,17
"6275",1804000,"Powiat jarosławski",2016,15
"6276",1805000,"Powiat jasielski",2016,9
"6277",1806000,"Powiat kolbuszowski",2016,5
"6278",1807000,"Powiat krośnieński",2016,3
"6279",1808000,"Powiat leżajski",2016,5
"6280",1809000,"Powiat lubaczowski",2016,16
"6281",1810000,"Powiat łańcucki",2016,4
"6282",1811000,"Powiat mielecki",2016,33
"6283",1812000,"Powiat niżański",2016,6
"6284",1813000,"Powiat przemyski",2016,4
"6285",1814000,"Powiat przeworski",2016,17
"6286",1815000,"Powiat ropczycko-sędziszowski",2016,6
"6287",1816000,"Powiat rzeszowski",2016,23
"6288",1817000,"Powiat sanocki",2016,11
"6289",1818000,"Powiat stalowowolski",2016,45
"6290",1819000,"Powiat strzyżowski",2016,4
"6291",1820000,"Powiat tarnobrzeski",2016,9
"6292",1821000,"Powiat leski",2016,0
"6293",1861000,"Powiat m.Krosno",2016,17
"6294",1862000,"Powiat m.Przemyśl",2016,56
"6295",1863000,"Powiat m.Rzeszów",2016,186
"6296",1864000,"Powiat m.Tarnobrzeg",2016,13
"6297",2001000,"Powiat augustowski",2016,17
"6298",2002000,"Powiat białostocki",2016,51
"6299",2003000,"Powiat bielski",2016,0
"6300",2004000,"Powiat grajewski",2016,29
"6301",2005000,"Powiat hajnowski",2016,5
"6302",2006000,"Powiat kolneński",2016,11
"6303",2007000,"Powiat łomżyński",2016,0
"6304",2008000,"Powiat moniecki",2016,4
"6305",2009000,"Powiat sejneński",2016,9
"6306",2010000,"Powiat siemiatycki",2016,5
"6307",2011000,"Powiat sokólski",2016,9
"6308",2012000,"Powiat suwalski",2016,3
"6309",2013000,"Powiat wysokomazowiecki",2016,6
"6310",2014000,"Powiat zambrowski",2016,11
"6311",2061000,"Powiat m.Białystok",2016,488
"6312",2062000,"Powiat m.Łomża",2016,100
"6313",2063000,"Powiat m.Suwałki",2016,13
"6314",2201000,"Powiat bytowski",2016,50
"6315",2202000,"Powiat chojnicki",2016,35
"6316",2203000,"Powiat człuchowski",2016,28
"6317",2204000,"Powiat gdański",2016,151
"6318",2205000,"Powiat kartuski",2016,236
"6319",2206000,"Powiat kościerski",2016,26
"6320",2207000,"Powiat kwidzyński",2016,61
"6321",2208000,"Powiat lęborski",2016,69
"6322",2209000,"Powiat malborski",2016,39
"6323",2210000,"Powiat nowodworski",2016,22
"6324",2211000,"Powiat pucki",2016,102
"6325",2212000,"Powiat słupski",2016,53
"6326",2213000,"Powiat starogardzki",2016,25
"6327",2214000,"Powiat tczewski",2016,112
"6328",2215000,"Powiat wejherowski",2016,233
"6329",2216000,"Powiat sztumski",2016,12
"6330",2261000,"Powiat m.Gdańsk",2016,1537
"6331",2262000,"Powiat m.Gdynia",2016,445
"6332",2263000,"Powiat m.Słupsk",2016,129
"6333",2264000,"Powiat m.Sopot",2016,87
"6334",2401000,"Powiat będziński",2016,72
"6335",2402000,"Powiat bielski",2016,38
"6336",2403000,"Powiat cieszyński",2016,65
"6337",2404000,"Powiat częstochowski",2016,5
"6338",2405000,"Powiat gliwicki",2016,83
"6339",2406000,"Powiat kłobucki",2016,0
"6340",2407000,"Powiat lubliniecki",2016,29
"6341",2408000,"Powiat mikołowski",2016,51
"6342",2409000,"Powiat myszkowski",2016,9
"6343",2410000,"Powiat pszczyński",2016,100
"6344",2411000,"Powiat raciborski",2016,45
"6345",2412000,"Powiat rybnicki",2016,15
"6346",2413000,"Powiat tarnogórski",2016,56
"6347",2414000,"Powiat bieruńsko-lędziński",2016,21
"6348",2415000,"Powiat wodzisławski",2016,39
"6349",2416000,"Powiat zawierciański",2016,16
"6350",2417000,"Powiat żywiecki",2016,20
"6351",2461000,"Powiat m.Bielsko-Biała",2016,153
"6352",2462000,"Powiat m.Bytom",2016,134
"6353",2463000,"Powiat m.Chorzów",2016,57
"6354",2464000,"Powiat m.Częstochowa",2016,96
"6355",2465000,"Powiat m.Dąbrowa Górnicza",2016,100
"6356",2466000,"Powiat m.Gliwice",2016,262
"6357",2467000,"Powiat m.Jastrzębie-Zdrój",2016,36
"6358",2468000,"Powiat m.Jaworzno",2016,87
"6359",2469000,"Powiat m.Katowice",2016,252
"6360",2470000,"Powiat m.Mysłowice",2016,114
"6361",2471000,"Powiat m.Piekary Śląskie",2016,31
"6362",2472000,"Powiat m.Ruda Śląska",2016,106
"6363",2473000,"Powiat m.Rybnik",2016,81
"6364",2474000,"Powiat m.Siemianowice Śląskie",2016,50
"6365",2475000,"Powiat m.Sosnowiec",2016,53
"6366",2476000,"Powiat m.Świętochłowice",2016,75
"6367",2477000,"Powiat m.Tychy",2016,146
"6368",2478000,"Powiat m.Zabrze",2016,135
"6369",2479000,"Powiat m.Żory",2016,49
"6370",2601000,"Powiat buski",2016,5
"6371",2602000,"Powiat jędrzejowski",2016,9
"6372",2603000,"Powiat kazimierski",2016,3
"6373",2604000,"Powiat kielecki",2016,0
"6374",2605000,"Powiat konecki",2016,6
"6375",2606000,"Powiat opatowski",2016,6
"6376",2607000,"Powiat ostrowiecki",2016,9
"6377",2608000,"Powiat pińczowski",2016,4
"6378",2609000,"Powiat sandomierski",2016,9
"6379",2610000,"Powiat skarżyski",2016,33
"6380",2611000,"Powiat starachowicki",2016,23
"6381",2612000,"Powiat staszowski",2016,15
"6382",2613000,"Powiat włoszczowski",2016,6
"6383",2661000,"Powiat m.Kielce",2016,251
"6384",2801000,"Powiat bartoszycki",2016,36
"6385",2802000,"Powiat braniewski",2016,29
"6386",2803000,"Powiat działdowski",2016,28
"6387",2804000,"Powiat elbląski",2016,31
"6388",2805000,"Powiat ełcki",2016,105
"6389",2806000,"Powiat giżycki",2016,43
"6390",2807000,"Powiat iławski",2016,81
"6391",2808000,"Powiat kętrzyński",2016,47
"6392",2809000,"Powiat lidzbarski",2016,25
"6393",2810000,"Powiat mrągowski",2016,39
"6394",2811000,"Powiat nidzicki",2016,20
"6395",2812000,"Powiat nowomiejski",2016,14
"6396",2813000,"Powiat olecki",2016,53
"6397",2814000,"Powiat olsztyński",2016,127
"6398",2815000,"Powiat ostródzki",2016,64
"6399",2816000,"Powiat piski",2016,55
"6400",2817000,"Powiat szczycieński",2016,35
"6401",2818000,"Powiat gołdapski",2016,24
"6402",2819000,"Powiat węgorzewski",2016,19
"6403",2861000,"Powiat m.Elbląg",2016,123
"6404",2862000,"Powiat m.Olsztyn",2016,283
"6405",3001000,"Powiat chodzieski",2016,19
"6406",3002000,"Powiat czarnkowsko-trzcianecki",2016,27
"6407",3003000,"Powiat gnieźnieński",2016,69
"6408",3004000,"Powiat gostyński",2016,23
"6409",3005000,"Powiat grodziski",2016,20
"6410",3006000,"Powiat jarociński",2016,38
"6411",3007000,"Powiat kaliski",2016,9
"6412",3008000,"Powiat kępiński",2016,0
"6413",3009000,"Powiat kolski",2016,6
"6414",3010000,"Powiat koniński",2016,15
"6415",3011000,"Powiat kościański",2016,35
"6416",3012000,"Powiat krotoszyński",2016,49
"6417",3013000,"Powiat leszczyński",2016,30
"6418",3014000,"Powiat międzychodzki",2016,30
"6419",3015000,"Powiat nowotomyski",2016,37
"6420",3016000,"Powiat obornicki",2016,51
"6421",3017000,"Powiat ostrowski",2016,32
"6422",3018000,"Powiat ostrzeszowski",2016,4
"6423",3019000,"Powiat pilski",2016,84
"6424",3020000,"Powiat pleszewski",2016,32
"6425",3021000,"Powiat poznański",2016,544
"6426",3022000,"Powiat rawicki",2016,37
"6427",3023000,"Powiat słupecki",2016,5
"6428",3024000,"Powiat szamotulski",2016,51
"6429",3025000,"Powiat średzki",2016,23
"6430",3026000,"Powiat śremski",2016,19
"6431",3027000,"Powiat turecki",2016,14
"6432",3028000,"Powiat wągrowiecki",2016,42
"6433",3029000,"Powiat wolsztyński",2016,8
"6434",3030000,"Powiat wrzesiński",2016,55
"6435",3031000,"Powiat złotowski",2016,44
"6436",3061000,"Powiat m.Kalisz",2016,99
"6437",3062000,"Powiat m.Konin",2016,51
"6438",3063000,"Powiat m.Leszno",2016,75
"6439",3064000,"Powiat m.Poznań",2016,1133
"6440",3201000,"Powiat białogardzki",2016,36
"6441",3202000,"Powiat choszczeński",2016,33
"6442",3203000,"Powiat drawski",2016,57
"6443",3204000,"Powiat goleniowski",2016,52
"6444",3205000,"Powiat gryficki",2016,37
"6445",3206000,"Powiat gryfiński",2016,81
"6446",3207000,"Powiat kamieński",2016,70
"6447",3208000,"Powiat kołobrzeski",2016,87
"6448",3209000,"Powiat koszaliński",2016,34
"6449",3210000,"Powiat myśliborski",2016,64
"6450",3211000,"Powiat policki",2016,108
"6451",3212000,"Powiat pyrzycki",2016,21
"6452",3213000,"Powiat sławieński",2016,30
"6453",3214000,"Powiat stargardzki",2016,114
"6454",3215000,"Powiat szczecinecki",2016,88
"6455",3216000,"Powiat świdwiński",2016,35
"6456",3217000,"Powiat wałecki",2016,27
"6457",3218000,"Powiat łobeski",2016,32
"6458",3261000,"Powiat m.Koszalin",2016,92
"6459",3262000,"Powiat m.Szczecin",2016,771
"6460",3263000,"Powiat m.Świnoujście",2016,52
"6461",201000,"Powiat bolesławiecki",2017,151
"6462",202000,"Powiat dzierżoniowski",2017,53
"6463",203000,"Powiat głogowski",2017,152
"6464",204000,"Powiat górowski",2017,5
"6465",205000,"Powiat jaworski",2017,30
"6466",206000,"Powiat jeleniogórski",2017,30
"6467",207000,"Powiat kamiennogórski",2017,33
"6468",208000,"Powiat kłodzki",2017,97
"6469",209000,"Powiat legnicki",2017,30
"6470",210000,"Powiat lubański",2017,54
"6471",211000,"Powiat lubiński",2017,163
"6472",212000,"Powiat lwówecki",2017,27
"6473",213000,"Powiat milicki",2017,25
"6474",214000,"Powiat oleśnicki",2017,99
"6475",215000,"Powiat oławski",2017,81
"6476",216000,"Powiat polkowicki",2017,68
"6477",217000,"Powiat strzeliński",2017,28
"6478",218000,"Powiat średzki",2017,31
"6479",219000,"Powiat świdnicki",2017,200
"6480",220000,"Powiat trzebnicki",2017,123
"6481",221000,"Powiat wałbrzyski",2017,43
"6482",222000,"Powiat wołowski",2017,86
"6483",223000,"Powiat wrocławski",2017,273
"6484",224000,"Powiat ząbkowicki",2017,34
"6485",225000,"Powiat zgorzelecki",2017,97
"6486",226000,"Powiat złotoryjski",2017,37
"6487",261000,"Powiat m.Jelenia Góra",2017,202
"6488",262000,"Powiat m.Legnica",2017,202
"6489",264000,"Powiat m.Wrocław",2017,2586
"6490",265000,"Powiat m.Wałbrzych od 2013",2017,107
"6491",401000,"Powiat aleksandrowski",2017,23
"6492",402000,"Powiat brodnicki",2017,58
"6493",403000,"Powiat bydgoski",2017,68
"6494",404000,"Powiat chełmiński",2017,29
"6495",405000,"Powiat golubsko-dobrzyński",2017,9
"6496",406000,"Powiat grudziądzki",2017,10
"6497",407000,"Powiat inowrocławski",2017,149
"6498",408000,"Powiat lipnowski",2017,7
"6499",409000,"Powiat mogileński",2017,15
"6500",410000,"Powiat nakielski",2017,41
"6501",411000,"Powiat radziejowski",2017,13
"6502",412000,"Powiat rypiński",2017,6
"6503",413000,"Powiat sępoleński",2017,13
"6504",414000,"Powiat świecki",2017,34
"6505",415000,"Powiat toruński",2017,46
"6506",416000,"Powiat tucholski",2017,10
"6507",417000,"Powiat wąbrzeski",2017,12
"6508",418000,"Powiat włocławski",2017,6
"6509",419000,"Powiat żniński",2017,20
"6510",461000,"Powiat m.Bydgoszcz",2017,578
"6511",462000,"Powiat m.Grudziądz",2017,94
"6512",463000,"Powiat m.Toruń",2017,270
"6513",464000,"Powiat m.Włocławek",2017,124
"6514",601000,"Powiat bialski",2017,3
"6515",602000,"Powiat biłgorajski",2017,15
"6516",603000,"Powiat chełmski",2017,8
"6517",604000,"Powiat hrubieszowski",2017,16
"6518",605000,"Powiat janowski",2017,3
"6519",606000,"Powiat krasnostawski",2017,6
"6520",607000,"Powiat kraśnicki",2017,24
"6521",608000,"Powiat lubartowski",2017,21
"6522",609000,"Powiat lubelski",2017,36
"6523",610000,"Powiat łęczyński",2017,17
"6524",611000,"Powiat łukowski",2017,17
"6525",612000,"Powiat opolski",2017,9
"6526",613000,"Powiat parczewski",2017,14
"6527",614000,"Powiat puławski",2017,82
"6528",615000,"Powiat radzyński",2017,13
"6529",616000,"Powiat rycki",2017,23
"6530",617000,"Powiat świdnicki",2017,21
"6531",618000,"Powiat tomaszowski",2017,28
"6532",619000,"Powiat włodawski",2017,12
"6533",620000,"Powiat zamojski",2017,7
"6534",661000,"Powiat m.Biała Podlaska",2017,32
"6535",662000,"Powiat m.Chełm",2017,59
"6536",663000,"Powiat m.Lublin",2017,755
"6537",664000,"Powiat m.Zamość",2017,71
"6538",801000,"Powiat gorzowski",2017,88
"6539",802000,"Powiat krośnieński",2017,30
"6540",803000,"Powiat międzyrzecki",2017,53
"6541",804000,"Powiat nowosolski",2017,47
"6542",805000,"Powiat słubicki",2017,81
"6543",806000,"Powiat strzelecko-drezdenecki",2017,34
"6544",807000,"Powiat sulęciński",2017,23
"6545",808000,"Powiat świebodziński",2017,67
"6546",809000,"Powiat zielonogórski",2017,38
"6547",810000,"Powiat żagański",2017,71
"6548",811000,"Powiat żarski",2017,99
"6549",812000,"Powiat wschowski",2017,16
"6550",861000,"Powiat m.Gorzów Wielkopolski",2017,240
"6551",862000,"Powiat m.Zielona Góra",2017,249
"6552",1001000,"Powiat bełchatowski",2017,120
"6553",1002000,"Powiat kutnowski",2017,26
"6554",1003000,"Powiat łaski",2017,11
"6555",1004000,"Powiat łęczycki",2017,4
"6556",1005000,"Powiat łowicki",2017,18
"6557",1006000,"Powiat łódzki wschodni",2017,7
"6558",1007000,"Powiat opoczyński",2017,8
"6559",1008000,"Powiat pabianicki",2017,55
"6560",1009000,"Powiat pajęczański",2017,0
"6561",1010000,"Powiat piotrkowski",2017,6
"6562",1011000,"Powiat poddębicki",2017,14
"6563",1012000,"Powiat radomszczański",2017,27
"6564",1013000,"Powiat rawski",2017,8
"6565",1014000,"Powiat sieradzki",2017,39
"6566",1015000,"Powiat skierniewicki",2017,0
"6567",1016000,"Powiat tomaszowski",2017,37
"6568",1017000,"Powiat wieluński",2017,6
"6569",1018000,"Powiat wieruszowski",2017,12
"6570",1019000,"Powiat zduńskowolski",2017,38
"6571",1020000,"Powiat zgierski",2017,76
"6572",1021000,"Powiat brzeziński",2017,10
"6573",1061000,"Powiat m.Łódź",2017,1071
"6574",1062000,"Powiat m.Piotrków Trybunalski",2017,69
"6575",1063000,"Powiat m.Skierniewice",2017,47
"6576",1201000,"Powiat bocheński",2017,33
"6577",1202000,"Powiat brzeski",2017,11
"6578",1203000,"Powiat chrzanowski",2017,68
"6579",1204000,"Powiat dąbrowski",2017,0
"6580",1205000,"Powiat gorlicki",2017,13
"6581",1206000,"Powiat krakowski",2017,95
"6582",1207000,"Powiat limanowski",2017,7
"6583",1208000,"Powiat miechowski",2017,6
"6584",1209000,"Powiat myślenicki",2017,43
"6585",1210000,"Powiat nowosądecki",2017,14
"6586",1211000,"Powiat nowotarski",2017,24
"6587",1212000,"Powiat olkuski",2017,29
"6588",1213000,"Powiat oświęcimski",2017,42
"6589",1214000,"Powiat proszowicki",2017,3
"6590",1215000,"Powiat suski",2017,0
"6591",1216000,"Powiat tarnowski",2017,0
"6592",1217000,"Powiat tatrzański",2017,18
"6593",1218000,"Powiat wadowicki",2017,24
"6594",1219000,"Powiat wielicki",2017,181
"6595",1261000,"Powiat m.Kraków",2017,1625
"6596",1262000,"Powiat m.Nowy Sącz",2017,54
"6597",1263000,"Powiat m.Tarnów",2017,80
"6598",1401000,"Powiat białobrzeski",2017,7
"6599",1402000,"Powiat ciechanowski",2017,76
"6600",1403000,"Powiat garwoliński",2017,4
"6601",1404000,"Powiat gostyniński",2017,26
"6602",1405000,"Powiat grodziski",2017,23
"6603",1406000,"Powiat grójecki",2017,44
"6604",1407000,"Powiat kozienicki",2017,7
"6605",1408000,"Powiat legionowski",2017,112
"6606",1409000,"Powiat lipski",2017,0
"6607",1410000,"Powiat łosicki",2017,0
"6608",1411000,"Powiat makowski",2017,4
"6609",1412000,"Powiat miński",2017,86
"6610",1413000,"Powiat mławski",2017,66
"6611",1414000,"Powiat nowodworski",2017,75
"6612",1415000,"Powiat ostrołęcki",2017,0
"6613",1416000,"Powiat ostrowski",2017,0
"6614",1417000,"Powiat otwocki",2017,56
"6615",1418000,"Powiat piaseczyński",2017,92
"6616",1419000,"Powiat płocki",2017,6
"6617",1420000,"Powiat płoński",2017,18
"6618",1421000,"Powiat pruszkowski",2017,240
"6619",1422000,"Powiat przasnyski",2017,40
"6620",1423000,"Powiat przysuski",2017,0
"6621",1424000,"Powiat pułtuski",2017,17
"6622",1425000,"Powiat radomski",2017,20
"6623",1426000,"Powiat siedlecki",2017,3
"6624",1427000,"Powiat sierpecki",2017,13
"6625",1428000,"Powiat sochaczewski",2017,32
"6626",1429000,"Powiat sokołowski",2017,25
"6627",1430000,"Powiat szydłowiecki",2017,17
"6628",1432000,"Powiat warszawski zachodni",2017,126
"6629",1433000,"Powiat węgrowski",2017,14
"6630",1434000,"Powiat wołomiński",2017,524
"6631",1435000,"Powiat wyszkowski",2017,37
"6632",1436000,"Powiat zwoleński",2017,0
"6633",1437000,"Powiat żuromiński",2017,14
"6634",1438000,"Powiat żyrardowski",2017,43
"6635",1461000,"Powiat m.Ostrołęka",2017,40
"6636",1462000,"Powiat m.Płock",2017,140
"6637",1463000,"Powiat m.Radom",2017,202
"6638",1464000,"Powiat m.Siedlce",2017,124
"6639",1465000,"Powiat m. st. Warszawa",2017,4694
"6640",1601000,"Powiat brzeski",2017,109
"6641",1602000,"Powiat głubczycki",2017,28
"6642",1603000,"Powiat kędzierzyńsko-kozielski",2017,50
"6643",1604000,"Powiat kluczborski",2017,59
"6644",1605000,"Powiat krapkowicki",2017,16
"6645",1606000,"Powiat namysłowski",2017,53
"6646",1607000,"Powiat nyski",2017,104
"6647",1608000,"Powiat oleski",2017,10
"6648",1609000,"Powiat opolski",2017,41
"6649",1610000,"Powiat prudnicki",2017,29
"6650",1611000,"Powiat strzelecki",2017,36
"6651",1661000,"Powiat m.Opole",2017,304
"6652",1801000,"Powiat bieszczadzki",2017,22
"6653",1802000,"Powiat brzozowski",2017,4
"6654",1803000,"Powiat dębicki",2017,23
"6655",1804000,"Powiat jarosławski",2017,52
"6656",1805000,"Powiat jasielski",2017,9
"6657",1806000,"Powiat kolbuszowski",2017,5
"6658",1807000,"Powiat krośnieński",2017,6
"6659",1808000,"Powiat leżajski",2017,7
"6660",1809000,"Powiat lubaczowski",2017,11
"6661",1810000,"Powiat łańcucki",2017,17
"6662",1811000,"Powiat mielecki",2017,32
"6663",1812000,"Powiat niżański",2017,9
"6664",1813000,"Powiat przemyski",2017,3
"6665",1814000,"Powiat przeworski",2017,12
"6666",1815000,"Powiat ropczycko-sędziszowski",2017,6
"6667",1816000,"Powiat rzeszowski",2017,42
"6668",1817000,"Powiat sanocki",2017,21
"6669",1818000,"Powiat stalowowolski",2017,99
"6670",1819000,"Powiat strzyżowski",2017,3
"6671",1820000,"Powiat tarnobrzeski",2017,10
"6672",1821000,"Powiat leski",2017,7
"6673",1861000,"Powiat m.Krosno",2017,12
"6674",1862000,"Powiat m.Przemyśl",2017,50
"6675",1863000,"Powiat m.Rzeszów",2017,198
"6676",1864000,"Powiat m.Tarnobrzeg",2017,15
"6677",2001000,"Powiat augustowski",2017,12
"6678",2002000,"Powiat białostocki",2017,40
"6679",2003000,"Powiat bielski",2017,0
"6680",2004000,"Powiat grajewski",2017,16
"6681",2005000,"Powiat hajnowski",2017,8
"6682",2006000,"Powiat kolneński",2017,3
"6683",2007000,"Powiat łomżyński",2017,0
"6684",2008000,"Powiat moniecki",2017,0
"6685",2009000,"Powiat sejneński",2017,9
"6686",2010000,"Powiat siemiatycki",2017,0
"6687",2011000,"Powiat sokólski",2017,12
"6688",2012000,"Powiat suwalski",2017,4
"6689",2013000,"Powiat wysokomazowiecki",2017,7
"6690",2014000,"Powiat zambrowski",2017,10
"6691",2061000,"Powiat m.Białystok",2017,653
"6692",2062000,"Powiat m.Łomża",2017,84
"6693",2063000,"Powiat m.Suwałki",2017,108
"6694",2201000,"Powiat bytowski",2017,39
"6695",2202000,"Powiat chojnicki",2017,71
"6696",2203000,"Powiat człuchowski",2017,32
"6697",2204000,"Powiat gdański",2017,159
"6698",2205000,"Powiat kartuski",2017,359
"6699",2206000,"Powiat kościerski",2017,28
"6700",2207000,"Powiat kwidzyński",2017,61
"6701",2208000,"Powiat lęborski",2017,75
"6702",2209000,"Powiat malborski",2017,51
"6703",2210000,"Powiat nowodworski",2017,15
"6704",2211000,"Powiat pucki",2017,146
"6705",2212000,"Powiat słupski",2017,48
"6706",2213000,"Powiat starogardzki",2017,62
"6707",2214000,"Powiat tczewski",2017,95
"6708",2215000,"Powiat wejherowski",2017,319
"6709",2216000,"Powiat sztumski",2017,17
"6710",2261000,"Powiat m.Gdańsk",2017,1885
"6711",2262000,"Powiat m.Gdynia",2017,694
"6712",2263000,"Powiat m.Słupsk",2017,154
"6713",2264000,"Powiat m.Sopot",2017,98
"6714",2401000,"Powiat będziński",2017,75
"6715",2402000,"Powiat bielski",2017,42
"6716",2403000,"Powiat cieszyński",2017,88
"6717",2404000,"Powiat częstochowski",2017,7
"6718",2405000,"Powiat gliwicki",2017,77
"6719",2406000,"Powiat kłobucki",2017,16
"6720",2407000,"Powiat lubliniecki",2017,18
"6721",2408000,"Powiat mikołowski",2017,57
"6722",2409000,"Powiat myszkowski",2017,5
"6723",2410000,"Powiat pszczyński",2017,78
"6724",2411000,"Powiat raciborski",2017,50
"6725",2412000,"Powiat rybnicki",2017,26
"6726",2413000,"Powiat tarnogórski",2017,100
"6727",2414000,"Powiat bieruńsko-lędziński",2017,19
"6728",2415000,"Powiat wodzisławski",2017,45
"6729",2416000,"Powiat zawierciański",2017,27
"6730",2417000,"Powiat żywiecki",2017,17
"6731",2461000,"Powiat m.Bielsko-Biała",2017,219
"6732",2462000,"Powiat m.Bytom",2017,190
"6733",2463000,"Powiat m.Chorzów",2017,155
"6734",2464000,"Powiat m.Częstochowa",2017,144
"6735",2465000,"Powiat m.Dąbrowa Górnicza",2017,82
"6736",2466000,"Powiat m.Gliwice",2017,288
"6737",2467000,"Powiat m.Jastrzębie-Zdrój",2017,33
"6738",2468000,"Powiat m.Jaworzno",2017,68
"6739",2469000,"Powiat m.Katowice",2017,311
"6740",2470000,"Powiat m.Mysłowice",2017,101
"6741",2471000,"Powiat m.Piekary Śląskie",2017,29
"6742",2472000,"Powiat m.Ruda Śląska",2017,69
"6743",2473000,"Powiat m.Rybnik",2017,132
"6744",2474000,"Powiat m.Siemianowice Śląskie",2017,77
"6745",2475000,"Powiat m.Sosnowiec",2017,82
"6746",2476000,"Powiat m.Świętochłowice",2017,90
"6747",2477000,"Powiat m.Tychy",2017,172
"6748",2478000,"Powiat m.Zabrze",2017,174
"6749",2479000,"Powiat m.Żory",2017,79
"6750",2601000,"Powiat buski",2017,8
"6751",2602000,"Powiat jędrzejowski",2017,7
"6752",2603000,"Powiat kazimierski",2017,4
"6753",2604000,"Powiat kielecki",2017,3
"6754",2605000,"Powiat konecki",2017,6
"6755",2606000,"Powiat opatowski",2017,0
"6756",2607000,"Powiat ostrowiecki",2017,11
"6757",2608000,"Powiat pińczowski",2017,3
"6758",2609000,"Powiat sandomierski",2017,7
"6759",2610000,"Powiat skarżyski",2017,18
"6760",2611000,"Powiat starachowicki",2017,39
"6761",2612000,"Powiat staszowski",2017,21
"6762",2613000,"Powiat włoszczowski",2017,0
"6763",2661000,"Powiat m.Kielce",2017,225
"6764",2801000,"Powiat bartoszycki",2017,33
"6765",2802000,"Powiat braniewski",2017,28
"6766",2803000,"Powiat działdowski",2017,31
"6767",2804000,"Powiat elbląski",2017,24
"6768",2805000,"Powiat ełcki",2017,129
"6769",2806000,"Powiat giżycki",2017,90
"6770",2807000,"Powiat iławski",2017,74
"6771",2808000,"Powiat kętrzyński",2017,51
"6772",2809000,"Powiat lidzbarski",2017,38
"6773",2810000,"Powiat mrągowski",2017,35
"6774",2811000,"Powiat nidzicki",2017,11
"6775",2812000,"Powiat nowomiejski",2017,14
"6776",2813000,"Powiat olecki",2017,39
"6777",2814000,"Powiat olsztyński",2017,110
"6778",2815000,"Powiat ostródzki",2017,93
"6779",2816000,"Powiat piski",2017,50
"6780",2817000,"Powiat szczycieński",2017,45
"6781",2818000,"Powiat gołdapski",2017,16
"6782",2819000,"Powiat węgorzewski",2017,20
"6783",2861000,"Powiat m.Elbląg",2017,240
"6784",2862000,"Powiat m.Olsztyn",2017,428
"6785",3001000,"Powiat chodzieski",2017,31
"6786",3002000,"Powiat czarnkowsko-trzcianecki",2017,39
"6787",3003000,"Powiat gnieźnieński",2017,63
"6788",3004000,"Powiat gostyński",2017,37
"6789",3005000,"Powiat grodziski",2017,16
"6790",3006000,"Powiat jarociński",2017,42
"6791",3007000,"Powiat kaliski",2017,0
"6792",3008000,"Powiat kępiński",2017,12
"6793",3009000,"Powiat kolski",2017,5
"6794",3010000,"Powiat koniński",2017,8
"6795",3011000,"Powiat kościański",2017,41
"6796",3012000,"Powiat krotoszyński",2017,43
"6797",3013000,"Powiat leszczyński",2017,49
"6798",3014000,"Powiat międzychodzki",2017,21
"6799",3015000,"Powiat nowotomyski",2017,15
"6800",3016000,"Powiat obornicki",2017,37
"6801",3017000,"Powiat ostrowski",2017,84
"6802",3018000,"Powiat ostrzeszowski",2017,13
"6803",3019000,"Powiat pilski",2017,111
"6804",3020000,"Powiat pleszewski",2017,24
"6805",3021000,"Powiat poznański",2017,345
"6806",3022000,"Powiat rawicki",2017,49
"6807",3023000,"Powiat słupecki",2017,6
"6808",3024000,"Powiat szamotulski",2017,94
"6809",3025000,"Powiat średzki",2017,46
"6810",3026000,"Powiat śremski",2017,30
"6811",3027000,"Powiat turecki",2017,40
"6812",3028000,"Powiat wągrowiecki",2017,35
"6813",3029000,"Powiat wolsztyński",2017,26
"6814",3030000,"Powiat wrzesiński",2017,144
"6815",3031000,"Powiat złotowski",2017,66
"6816",3061000,"Powiat m.Kalisz",2017,134
"6817",3062000,"Powiat m.Konin",2017,66
"6818",3063000,"Powiat m.Leszno",2017,102
"6819",3064000,"Powiat m.Poznań",2017,1193
"6820",3201000,"Powiat białogardzki",2017,42
"6821",3202000,"Powiat choszczeński",2017,38
"6822",3203000,"Powiat drawski",2017,44
"6823",3204000,"Powiat goleniowski",2017,66
"6824",3205000,"Powiat gryficki",2017,45
"6825",3206000,"Powiat gryfiński",2017,62
"6826",3207000,"Powiat kamieński",2017,66
"6827",3208000,"Powiat kołobrzeski",2017,98
"6828",3209000,"Powiat koszaliński",2017,56
"6829",3210000,"Powiat myśliborski",2017,41
"6830",3211000,"Powiat policki",2017,82
"6831",3212000,"Powiat pyrzycki",2017,20
"6832",3213000,"Powiat sławieński",2017,39
"6833",3214000,"Powiat stargardzki",2017,143
"6834",3215000,"Powiat szczecinecki",2017,102
"6835",3216000,"Powiat świdwiński",2017,46
"6836",3217000,"Powiat wałecki",2017,33
"6837",3218000,"Powiat łobeski",2017,36
"6838",3261000,"Powiat m.Koszalin",2017,111
"6839",3262000,"Powiat m.Szczecin",2017,871
