"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_od_60_do_80_m2_szt"
"6840",3263000,"Powiat m.Świnoujście",2017,54
"6841",201000,"Powiat bolesławiecki",2018,151
"6842",202000,"Powiat dzierżoniowski",2018,52
"6843",203000,"Powiat głogowski",2018,144
"6844",204000,"Powiat górowski",2018,10
"6845",205000,"Powiat jaworski",2018,43
"6846",206000,"Powiat jeleniogórski",2018,38
"6847",207000,"Powiat kamiennogórski",2018,26
"6848",208000,"Powiat kłodzki",2018,138
"6849",209000,"Powiat legnicki",2018,37
"6850",210000,"Powiat lubański",2018,67
"6851",211000,"Powiat lubiński",2018,210
"6852",212000,"Powiat lwówecki",2018,20
"6853",213000,"Powiat milicki",2018,13
"6854",214000,"Powiat oleśnicki",2018,116
"6855",215000,"Powiat oławski",2018,82
"6856",216000,"Powiat polkowicki",2018,59
"6857",217000,"Powiat strzeliński",2018,34
"6858",218000,"Powiat średzki",2018,49
"6859",219000,"Powiat świdnicki",2018,258
"6860",220000,"Powiat trzebnicki",2018,100
"6861",221000,"Powiat wałbrzyski",2018,59
"6862",222000,"Powiat wołowski",2018,91
"6863",223000,"Powiat wrocławski",2018,437
"6864",224000,"Powiat ząbkowicki",2018,37
"6865",225000,"Powiat zgorzelecki",2018,84
"6866",226000,"Powiat złotoryjski",2018,31
"6867",261000,"Powiat m.Jelenia Góra",2018,162
"6868",262000,"Powiat m.Legnica",2018,299
"6869",264000,"Powiat m.Wrocław",2018,2983
"6870",265000,"Powiat m.Wałbrzych od 2013",2018,135
"6871",401000,"Powiat aleksandrowski",2018,22
"6872",402000,"Powiat brodnicki",2018,75
"6873",403000,"Powiat bydgoski",2018,80
"6874",404000,"Powiat chełmiński",2018,13
"6875",405000,"Powiat golubsko-dobrzyński",2018,7
"6876",406000,"Powiat grudziądzki",2018,11
"6877",407000,"Powiat inowrocławski",2018,137
"6878",408000,"Powiat lipnowski",2018,5
"6879",409000,"Powiat mogileński",2018,21
"6880",410000,"Powiat nakielski",2018,41
"6881",411000,"Powiat radziejowski",2018,16
"6882",412000,"Powiat rypiński",2018,8
"6883",413000,"Powiat sępoleński",2018,10
"6884",414000,"Powiat świecki",2018,44
"6885",415000,"Powiat toruński",2018,48
"6886",416000,"Powiat tucholski",2018,14
"6887",417000,"Powiat wąbrzeski",2018,8
"6888",418000,"Powiat włocławski",2018,9
"6889",419000,"Powiat żniński",2018,22
"6890",461000,"Powiat m.Bydgoszcz",2018,668
"6891",462000,"Powiat m.Grudziądz",2018,158
"6892",463000,"Powiat m.Toruń",2018,322
"6893",464000,"Powiat m.Włocławek",2018,149
"6894",601000,"Powiat bialski",2018,16
"6895",602000,"Powiat biłgorajski",2018,16
"6896",603000,"Powiat chełmski",2018,8
"6897",604000,"Powiat hrubieszowski",2018,14
"6898",605000,"Powiat janowski",2018,7
"6899",606000,"Powiat krasnostawski",2018,4
"6900",607000,"Powiat kraśnicki",2018,14
"6901",608000,"Powiat lubartowski",2018,18
"6902",609000,"Powiat lubelski",2018,50
"6903",610000,"Powiat łęczyński",2018,32
"6904",611000,"Powiat łukowski",2018,13
"6905",612000,"Powiat opolski",2018,11
"6906",613000,"Powiat parczewski",2018,11
"6907",614000,"Powiat puławski",2018,51
"6908",615000,"Powiat radzyński",2018,24
"6909",616000,"Powiat rycki",2018,15
"6910",617000,"Powiat świdnicki",2018,18
"6911",618000,"Powiat tomaszowski",2018,18
"6912",619000,"Powiat włodawski",2018,15
"6913",620000,"Powiat zamojski",2018,5
"6914",661000,"Powiat m.Biała Podlaska",2018,31
"6915",662000,"Powiat m.Chełm",2018,60
"6916",663000,"Powiat m.Lublin",2018,1227
"6917",664000,"Powiat m.Zamość",2018,87
"6918",801000,"Powiat gorzowski",2018,108
"6919",802000,"Powiat krośnieński",2018,63
"6920",803000,"Powiat międzyrzecki",2018,56
"6921",804000,"Powiat nowosolski",2018,45
"6922",805000,"Powiat słubicki",2018,38
"6923",806000,"Powiat strzelecko-drezdenecki",2018,30
"6924",807000,"Powiat sulęciński",2018,33
"6925",808000,"Powiat świebodziński",2018,61
"6926",809000,"Powiat zielonogórski",2018,63
"6927",810000,"Powiat żagański",2018,60
"6928",811000,"Powiat żarski",2018,99
"6929",812000,"Powiat wschowski",2018,24
"6930",861000,"Powiat m.Gorzów Wielkopolski",2018,398
"6931",862000,"Powiat m.Zielona Góra",2018,525
"6932",1001000,"Powiat bełchatowski",2018,126
"6933",1002000,"Powiat kutnowski",2018,59
"6934",1003000,"Powiat łaski",2018,12
"6935",1004000,"Powiat łęczycki",2018,7
"6936",1005000,"Powiat łowicki",2018,17
"6937",1006000,"Powiat łódzki wschodni",2018,3
"6938",1007000,"Powiat opoczyński",2018,19
"6939",1008000,"Powiat pabianicki",2018,63
"6940",1009000,"Powiat pajęczański",2018,0
"6941",1010000,"Powiat piotrkowski",2018,0
"6942",1011000,"Powiat poddębicki",2018,9
"6943",1012000,"Powiat radomszczański",2018,35
"6944",1013000,"Powiat rawski",2018,0
"6945",1014000,"Powiat sieradzki",2018,51
"6946",1015000,"Powiat skierniewicki",2018,0
"6947",1016000,"Powiat tomaszowski",2018,34
"6948",1017000,"Powiat wieluński",2018,17
"6949",1018000,"Powiat wieruszowski",2018,25
"6950",1019000,"Powiat zduńskowolski",2018,28
"6951",1020000,"Powiat zgierski",2018,69
"6952",1021000,"Powiat brzeziński",2018,10
"6953",1061000,"Powiat m.Łódź",2018,1418
"6954",1062000,"Powiat m.Piotrków Trybunalski",2018,47
"6955",1063000,"Powiat m.Skierniewice",2018,59
"6956",1201000,"Powiat bocheński",2018,18
"6957",1202000,"Powiat brzeski",2018,6
"6958",1203000,"Powiat chrzanowski",2018,79
"6959",1204000,"Powiat dąbrowski",2018,0
"6960",1205000,"Powiat gorlicki",2018,10
"6961",1206000,"Powiat krakowski",2018,132
"6962",1207000,"Powiat limanowski",2018,5
"6963",1208000,"Powiat miechowski",2018,0
"6964",1209000,"Powiat myślenicki",2018,24
"6965",1210000,"Powiat nowosądecki",2018,30
"6966",1211000,"Powiat nowotarski",2018,39
"6967",1212000,"Powiat olkuski",2018,43
"6968",1213000,"Powiat oświęcimski",2018,88
"6969",1214000,"Powiat proszowicki",2018,0
"6970",1215000,"Powiat suski",2018,3
"6971",1216000,"Powiat tarnowski",2018,0
"6972",1217000,"Powiat tatrzański",2018,49
"6973",1218000,"Powiat wadowicki",2018,29
"6974",1219000,"Powiat wielicki",2018,255
"6975",1261000,"Powiat m.Kraków",2018,1890
"6976",1262000,"Powiat m.Nowy Sącz",2018,76
"6977",1263000,"Powiat m.Tarnów",2018,123
"6978",1401000,"Powiat białobrzeski",2018,3
"6979",1402000,"Powiat ciechanowski",2018,59
"6980",1403000,"Powiat garwoliński",2018,0
"6981",1404000,"Powiat gostyniński",2018,15
"6982",1405000,"Powiat grodziski",2018,31
"6983",1406000,"Powiat grójecki",2018,64
"6984",1407000,"Powiat kozienicki",2018,15
"6985",1408000,"Powiat legionowski",2018,213
"6986",1409000,"Powiat lipski",2018,0
"6987",1410000,"Powiat łosicki",2018,0
"6988",1411000,"Powiat makowski",2018,9
"6989",1412000,"Powiat miński",2018,214
"6990",1413000,"Powiat mławski",2018,64
"6991",1414000,"Powiat nowodworski",2018,68
"6992",1415000,"Powiat ostrołęcki",2018,0
"6993",1416000,"Powiat ostrowski",2018,7
"6994",1417000,"Powiat otwocki",2018,62
"6995",1418000,"Powiat piaseczyński",2018,99
"6996",1419000,"Powiat płocki",2018,12
"6997",1420000,"Powiat płoński",2018,30
"6998",1421000,"Powiat pruszkowski",2018,151
"6999",1422000,"Powiat przasnyski",2018,15
"7000",1423000,"Powiat przysuski",2018,5
"7001",1424000,"Powiat pułtuski",2018,35
"7002",1425000,"Powiat radomski",2018,12
"7003",1426000,"Powiat siedlecki",2018,0
"7004",1427000,"Powiat sierpecki",2018,48
"7005",1428000,"Powiat sochaczewski",2018,37
"7006",1429000,"Powiat sokołowski",2018,8
"7007",1430000,"Powiat szydłowiecki",2018,6
"7008",1432000,"Powiat warszawski zachodni",2018,142
"7009",1433000,"Powiat węgrowski",2018,4
"7010",1434000,"Powiat wołomiński",2018,398
"7011",1435000,"Powiat wyszkowski",2018,25
"7012",1436000,"Powiat zwoleński",2018,0
"7013",1437000,"Powiat żuromiński",2018,11
"7014",1438000,"Powiat żyrardowski",2018,42
"7015",1461000,"Powiat m.Ostrołęka",2018,26
"7016",1462000,"Powiat m.Płock",2018,145
"7017",1463000,"Powiat m.Radom",2018,201
"7018",1464000,"Powiat m.Siedlce",2018,215
"7019",1465000,"Powiat m. st. Warszawa",2018,4816
"7020",1601000,"Powiat brzeski",2018,98
"7021",1602000,"Powiat głubczycki",2018,27
"7022",1603000,"Powiat kędzierzyńsko-kozielski",2018,52
"7023",1604000,"Powiat kluczborski",2018,60
"7024",1605000,"Powiat krapkowicki",2018,16
"7025",1606000,"Powiat namysłowski",2018,58
"7026",1607000,"Powiat nyski",2018,95
"7027",1608000,"Powiat oleski",2018,10
"7028",1609000,"Powiat opolski",2018,47
"7029",1610000,"Powiat prudnicki",2018,36
"7030",1611000,"Powiat strzelecki",2018,25
"7031",1661000,"Powiat m.Opole",2018,373
"7032",1801000,"Powiat bieszczadzki",2018,12
"7033",1802000,"Powiat brzozowski",2018,7
"7034",1803000,"Powiat dębicki",2018,19
"7035",1804000,"Powiat jarosławski",2018,61
"7036",1805000,"Powiat jasielski",2018,14
"7037",1806000,"Powiat kolbuszowski",2018,18
"7038",1807000,"Powiat krośnieński",2018,3
"7039",1808000,"Powiat leżajski",2018,10
"7040",1809000,"Powiat lubaczowski",2018,10
"7041",1810000,"Powiat łańcucki",2018,10
"7042",1811000,"Powiat mielecki",2018,61
"7043",1812000,"Powiat niżański",2018,7
"7044",1813000,"Powiat przemyski",2018,6
"7045",1814000,"Powiat przeworski",2018,11
"7046",1815000,"Powiat ropczycko-sędziszowski",2018,13
"7047",1816000,"Powiat rzeszowski",2018,71
"7048",1817000,"Powiat sanocki",2018,23
"7049",1818000,"Powiat stalowowolski",2018,64
"7050",1819000,"Powiat strzyżowski",2018,9
"7051",1820000,"Powiat tarnobrzeski",2018,14
"7052",1821000,"Powiat leski",2018,4
"7053",1861000,"Powiat m.Krosno",2018,17
"7054",1862000,"Powiat m.Przemyśl",2018,79
"7055",1863000,"Powiat m.Rzeszów",2018,599
"7056",1864000,"Powiat m.Tarnobrzeg",2018,46
"7057",2001000,"Powiat augustowski",2018,32
"7058",2002000,"Powiat białostocki",2018,98
"7059",2003000,"Powiat bielski",2018,15
"7060",2004000,"Powiat grajewski",2018,46
"7061",2005000,"Powiat hajnowski",2018,10
"7062",2006000,"Powiat kolneński",2018,7
"7063",2007000,"Powiat łomżyński",2018,0
"7064",2008000,"Powiat moniecki",2018,5
"7065",2009000,"Powiat sejneński",2018,3
"7066",2010000,"Powiat siemiatycki",2018,21
"7067",2011000,"Powiat sokólski",2018,10
"7068",2012000,"Powiat suwalski",2018,7
"7069",2013000,"Powiat wysokomazowiecki",2018,32
"7070",2014000,"Powiat zambrowski",2018,18
"7071",2061000,"Powiat m.Białystok",2018,558
"7072",2062000,"Powiat m.Łomża",2018,139
"7073",2063000,"Powiat m.Suwałki",2018,160
"7074",2201000,"Powiat bytowski",2018,71
"7075",2202000,"Powiat chojnicki",2018,103
"7076",2203000,"Powiat człuchowski",2018,39
"7077",2204000,"Powiat gdański",2018,258
"7078",2205000,"Powiat kartuski",2018,439
"7079",2206000,"Powiat kościerski",2018,44
"7080",2207000,"Powiat kwidzyński",2018,57
"7081",2208000,"Powiat lęborski",2018,115
"7082",2209000,"Powiat malborski",2018,77
"7083",2210000,"Powiat nowodworski",2018,21
"7084",2211000,"Powiat pucki",2018,185
"7085",2212000,"Powiat słupski",2018,63
"7086",2213000,"Powiat starogardzki",2018,56
"7087",2214000,"Powiat tczewski",2018,140
"7088",2215000,"Powiat wejherowski",2018,283
"7089",2216000,"Powiat sztumski",2018,20
"7090",2261000,"Powiat m.Gdańsk",2018,2097
"7091",2262000,"Powiat m.Gdynia",2018,730
"7092",2263000,"Powiat m.Słupsk",2018,272
"7093",2264000,"Powiat m.Sopot",2018,73
"7094",2401000,"Powiat będziński",2018,93
"7095",2402000,"Powiat bielski",2018,21
"7096",2403000,"Powiat cieszyński",2018,65
"7097",2404000,"Powiat częstochowski",2018,7
"7098",2405000,"Powiat gliwicki",2018,90
"7099",2406000,"Powiat kłobucki",2018,3
"7100",2407000,"Powiat lubliniecki",2018,16
"7101",2408000,"Powiat mikołowski",2018,54
"7102",2409000,"Powiat myszkowski",2018,26
"7103",2410000,"Powiat pszczyński",2018,81
"7104",2411000,"Powiat raciborski",2018,53
"7105",2412000,"Powiat rybnicki",2018,21
"7106",2413000,"Powiat tarnogórski",2018,81
"7107",2414000,"Powiat bieruńsko-lędziński",2018,21
"7108",2415000,"Powiat wodzisławski",2018,34
"7109",2416000,"Powiat zawierciański",2018,39
"7110",2417000,"Powiat żywiecki",2018,20
"7111",2461000,"Powiat m.Bielsko-Biała",2018,174
"7112",2462000,"Powiat m.Bytom",2018,216
"7113",2463000,"Powiat m.Chorzów",2018,137
"7114",2464000,"Powiat m.Częstochowa",2018,136
"7115",2465000,"Powiat m.Dąbrowa Górnicza",2018,57
"7116",2466000,"Powiat m.Gliwice",2018,379
"7117",2467000,"Powiat m.Jastrzębie-Zdrój",2018,59
"7118",2468000,"Powiat m.Jaworzno",2018,74
"7119",2469000,"Powiat m.Katowice",2018,386
"7120",2470000,"Powiat m.Mysłowice",2018,94
"7121",2471000,"Powiat m.Piekary Śląskie",2018,73
"7122",2472000,"Powiat m.Ruda Śląska",2018,88
"7123",2473000,"Powiat m.Rybnik",2018,148
"7124",2474000,"Powiat m.Siemianowice Śląskie",2018,74
"7125",2475000,"Powiat m.Sosnowiec",2018,70
"7126",2476000,"Powiat m.Świętochłowice",2018,31
"7127",2477000,"Powiat m.Tychy",2018,167
"7128",2478000,"Powiat m.Zabrze",2018,202
"7129",2479000,"Powiat m.Żory",2018,77
"7130",2601000,"Powiat buski",2018,11
"7131",2602000,"Powiat jędrzejowski",2018,17
"7132",2603000,"Powiat kazimierski",2018,3
"7133",2604000,"Powiat kielecki",2018,6
"7134",2605000,"Powiat konecki",2018,12
"7135",2606000,"Powiat opatowski",2018,7
"7136",2607000,"Powiat ostrowiecki",2018,9
"7137",2608000,"Powiat pińczowski",2018,4
"7138",2609000,"Powiat sandomierski",2018,9
"7139",2610000,"Powiat skarżyski",2018,25
"7140",2611000,"Powiat starachowicki",2018,29
"7141",2612000,"Powiat staszowski",2018,14
"7142",2613000,"Powiat włoszczowski",2018,3
"7143",2661000,"Powiat m.Kielce",2018,358
"7144",2801000,"Powiat bartoszycki",2018,29
"7145",2802000,"Powiat braniewski",2018,29
"7146",2803000,"Powiat działdowski",2018,67
"7147",2804000,"Powiat elbląski",2018,22
"7148",2805000,"Powiat ełcki",2018,136
"7149",2806000,"Powiat giżycki",2018,107
"7150",2807000,"Powiat iławski",2018,160
"7151",2808000,"Powiat kętrzyński",2018,42
"7152",2809000,"Powiat lidzbarski",2018,42
"7153",2810000,"Powiat mrągowski",2018,24
"7154",2811000,"Powiat nidzicki",2018,35
"7155",2812000,"Powiat nowomiejski",2018,10
"7156",2813000,"Powiat olecki",2018,58
"7157",2814000,"Powiat olsztyński",2018,163
"7158",2815000,"Powiat ostródzki",2018,116
"7159",2816000,"Powiat piski",2018,38
"7160",2817000,"Powiat szczycieński",2018,32
"7161",2818000,"Powiat gołdapski",2018,31
"7162",2819000,"Powiat węgorzewski",2018,14
"7163",2861000,"Powiat m.Elbląg",2018,209
"7164",2862000,"Powiat m.Olsztyn",2018,407
"7165",3001000,"Powiat chodzieski",2018,19
"7166",3002000,"Powiat czarnkowsko-trzcianecki",2018,31
"7167",3003000,"Powiat gnieźnieński",2018,59
"7168",3004000,"Powiat gostyński",2018,47
"7169",3005000,"Powiat grodziski",2018,22
"7170",3006000,"Powiat jarociński",2018,51
"7171",3007000,"Powiat kaliski",2018,5
"7172",3008000,"Powiat kępiński",2018,28
"7173",3009000,"Powiat kolski",2018,8
"7174",3010000,"Powiat koniński",2018,13
"7175",3011000,"Powiat kościański",2018,36
"7176",3012000,"Powiat krotoszyński",2018,45
"7177",3013000,"Powiat leszczyński",2018,43
"7178",3014000,"Powiat międzychodzki",2018,29
"7179",3015000,"Powiat nowotomyski",2018,62
"7180",3016000,"Powiat obornicki",2018,65
"7181",3017000,"Powiat ostrowski",2018,132
"7182",3018000,"Powiat ostrzeszowski",2018,19
"7183",3019000,"Powiat pilski",2018,140
"7184",3020000,"Powiat pleszewski",2018,14
"7185",3021000,"Powiat poznański",2018,1264
"7186",3022000,"Powiat rawicki",2018,49
"7187",3023000,"Powiat słupecki",2018,10
"7188",3024000,"Powiat szamotulski",2018,86
"7189",3025000,"Powiat średzki",2018,92
"7190",3026000,"Powiat śremski",2018,53
"7191",3027000,"Powiat turecki",2018,28
"7192",3028000,"Powiat wągrowiecki",2018,33
"7193",3029000,"Powiat wolsztyński",2018,32
"7194",3030000,"Powiat wrzesiński",2018,133
"7195",3031000,"Powiat złotowski",2018,52
"7196",3061000,"Powiat m.Kalisz",2018,154
"7197",3062000,"Powiat m.Konin",2018,67
"7198",3063000,"Powiat m.Leszno",2018,87
"7199",3064000,"Powiat m.Poznań",2018,1449
"7200",3201000,"Powiat białogardzki",2018,53
"7201",3202000,"Powiat choszczeński",2018,58
"7202",3203000,"Powiat drawski",2018,46
"7203",3204000,"Powiat goleniowski",2018,79
"7204",3205000,"Powiat gryficki",2018,50
"7205",3206000,"Powiat gryfiński",2018,79
"7206",3207000,"Powiat kamieński",2018,49
"7207",3208000,"Powiat kołobrzeski",2018,148
"7208",3209000,"Powiat koszaliński",2018,56
"7209",3210000,"Powiat myśliborski",2018,59
"7210",3211000,"Powiat policki",2018,108
"7211",3212000,"Powiat pyrzycki",2018,20
"7212",3213000,"Powiat sławieński",2018,49
"7213",3214000,"Powiat stargardzki",2018,196
"7214",3215000,"Powiat szczecinecki",2018,119
"7215",3216000,"Powiat świdwiński",2018,67
"7216",3217000,"Powiat wałecki",2018,42
"7217",3218000,"Powiat łobeski",2018,25
"7218",3261000,"Powiat m.Koszalin",2018,122
"7219",3262000,"Powiat m.Szczecin",2018,950
"7220",3263000,"Powiat m.Świnoujście",2018,51
"7221",201000,"Powiat bolesławiecki",2019,NA
"7222",202000,"Powiat dzierżoniowski",2019,NA
"7223",203000,"Powiat głogowski",2019,NA
"7224",204000,"Powiat górowski",2019,NA
"7225",205000,"Powiat jaworski",2019,NA
"7226",206000,"Powiat jeleniogórski",2019,NA
"7227",207000,"Powiat kamiennogórski",2019,NA
"7228",208000,"Powiat kłodzki",2019,NA
"7229",209000,"Powiat legnicki",2019,NA
"7230",210000,"Powiat lubański",2019,NA
"7231",211000,"Powiat lubiński",2019,NA
"7232",212000,"Powiat lwówecki",2019,NA
"7233",213000,"Powiat milicki",2019,NA
"7234",214000,"Powiat oleśnicki",2019,NA
"7235",215000,"Powiat oławski",2019,NA
"7236",216000,"Powiat polkowicki",2019,NA
"7237",217000,"Powiat strzeliński",2019,NA
"7238",218000,"Powiat średzki",2019,NA
"7239",219000,"Powiat świdnicki",2019,NA
"7240",220000,"Powiat trzebnicki",2019,NA
"7241",221000,"Powiat wałbrzyski",2019,NA
"7242",222000,"Powiat wołowski",2019,NA
"7243",223000,"Powiat wrocławski",2019,NA
"7244",224000,"Powiat ząbkowicki",2019,NA
"7245",225000,"Powiat zgorzelecki",2019,NA
"7246",226000,"Powiat złotoryjski",2019,NA
"7247",261000,"Powiat m.Jelenia Góra",2019,NA
"7248",262000,"Powiat m.Legnica",2019,NA
"7249",264000,"Powiat m.Wrocław",2019,NA
"7250",265000,"Powiat m.Wałbrzych od 2013",2019,NA
"7251",401000,"Powiat aleksandrowski",2019,NA
"7252",402000,"Powiat brodnicki",2019,NA
"7253",403000,"Powiat bydgoski",2019,NA
"7254",404000,"Powiat chełmiński",2019,NA
"7255",405000,"Powiat golubsko-dobrzyński",2019,NA
"7256",406000,"Powiat grudziądzki",2019,NA
"7257",407000,"Powiat inowrocławski",2019,NA
"7258",408000,"Powiat lipnowski",2019,NA
"7259",409000,"Powiat mogileński",2019,NA
"7260",410000,"Powiat nakielski",2019,NA
"7261",411000,"Powiat radziejowski",2019,NA
"7262",412000,"Powiat rypiński",2019,NA
"7263",413000,"Powiat sępoleński",2019,NA
"7264",414000,"Powiat świecki",2019,NA
"7265",415000,"Powiat toruński",2019,NA
"7266",416000,"Powiat tucholski",2019,NA
"7267",417000,"Powiat wąbrzeski",2019,NA
"7268",418000,"Powiat włocławski",2019,NA
"7269",419000,"Powiat żniński",2019,NA
"7270",461000,"Powiat m.Bydgoszcz",2019,NA
"7271",462000,"Powiat m.Grudziądz",2019,NA
"7272",463000,"Powiat m.Toruń",2019,NA
"7273",464000,"Powiat m.Włocławek",2019,NA
"7274",601000,"Powiat bialski",2019,NA
"7275",602000,"Powiat biłgorajski",2019,NA
"7276",603000,"Powiat chełmski",2019,NA
"7277",604000,"Powiat hrubieszowski",2019,NA
"7278",605000,"Powiat janowski",2019,NA
"7279",606000,"Powiat krasnostawski",2019,NA
"7280",607000,"Powiat kraśnicki",2019,NA
"7281",608000,"Powiat lubartowski",2019,NA
"7282",609000,"Powiat lubelski",2019,NA
"7283",610000,"Powiat łęczyński",2019,NA
"7284",611000,"Powiat łukowski",2019,NA
"7285",612000,"Powiat opolski",2019,NA
"7286",613000,"Powiat parczewski",2019,NA
"7287",614000,"Powiat puławski",2019,NA
"7288",615000,"Powiat radzyński",2019,NA
"7289",616000,"Powiat rycki",2019,NA
"7290",617000,"Powiat świdnicki",2019,NA
"7291",618000,"Powiat tomaszowski",2019,NA
"7292",619000,"Powiat włodawski",2019,NA
"7293",620000,"Powiat zamojski",2019,NA
"7294",661000,"Powiat m.Biała Podlaska",2019,NA
"7295",662000,"Powiat m.Chełm",2019,NA
"7296",663000,"Powiat m.Lublin",2019,NA
"7297",664000,"Powiat m.Zamość",2019,NA
"7298",801000,"Powiat gorzowski",2019,NA
"7299",802000,"Powiat krośnieński",2019,NA
"7300",803000,"Powiat międzyrzecki",2019,NA
"7301",804000,"Powiat nowosolski",2019,NA
"7302",805000,"Powiat słubicki",2019,NA
"7303",806000,"Powiat strzelecko-drezdenecki",2019,NA
"7304",807000,"Powiat sulęciński",2019,NA
"7305",808000,"Powiat świebodziński",2019,NA
"7306",809000,"Powiat zielonogórski",2019,NA
"7307",810000,"Powiat żagański",2019,NA
"7308",811000,"Powiat żarski",2019,NA
"7309",812000,"Powiat wschowski",2019,NA
"7310",861000,"Powiat m.Gorzów Wielkopolski",2019,NA
"7311",862000,"Powiat m.Zielona Góra",2019,NA
"7312",1001000,"Powiat bełchatowski",2019,NA
"7313",1002000,"Powiat kutnowski",2019,NA
"7314",1003000,"Powiat łaski",2019,NA
"7315",1004000,"Powiat łęczycki",2019,NA
"7316",1005000,"Powiat łowicki",2019,NA
"7317",1006000,"Powiat łódzki wschodni",2019,NA
"7318",1007000,"Powiat opoczyński",2019,NA
"7319",1008000,"Powiat pabianicki",2019,NA
"7320",1009000,"Powiat pajęczański",2019,NA
"7321",1010000,"Powiat piotrkowski",2019,NA
"7322",1011000,"Powiat poddębicki",2019,NA
"7323",1012000,"Powiat radomszczański",2019,NA
"7324",1013000,"Powiat rawski",2019,NA
"7325",1014000,"Powiat sieradzki",2019,NA
"7326",1015000,"Powiat skierniewicki",2019,NA
"7327",1016000,"Powiat tomaszowski",2019,NA
"7328",1017000,"Powiat wieluński",2019,NA
"7329",1018000,"Powiat wieruszowski",2019,NA
"7330",1019000,"Powiat zduńskowolski",2019,NA
"7331",1020000,"Powiat zgierski",2019,NA
"7332",1021000,"Powiat brzeziński",2019,NA
"7333",1061000,"Powiat m.Łódź",2019,NA
"7334",1062000,"Powiat m.Piotrków Trybunalski",2019,NA
"7335",1063000,"Powiat m.Skierniewice",2019,NA
"7336",1201000,"Powiat bocheński",2019,NA
"7337",1202000,"Powiat brzeski",2019,NA
"7338",1203000,"Powiat chrzanowski",2019,NA
"7339",1204000,"Powiat dąbrowski",2019,NA
"7340",1205000,"Powiat gorlicki",2019,NA
"7341",1206000,"Powiat krakowski",2019,NA
"7342",1207000,"Powiat limanowski",2019,NA
"7343",1208000,"Powiat miechowski",2019,NA
"7344",1209000,"Powiat myślenicki",2019,NA
"7345",1210000,"Powiat nowosądecki",2019,NA
"7346",1211000,"Powiat nowotarski",2019,NA
"7347",1212000,"Powiat olkuski",2019,NA
"7348",1213000,"Powiat oświęcimski",2019,NA
"7349",1214000,"Powiat proszowicki",2019,NA
"7350",1215000,"Powiat suski",2019,NA
"7351",1216000,"Powiat tarnowski",2019,NA
"7352",1217000,"Powiat tatrzański",2019,NA
"7353",1218000,"Powiat wadowicki",2019,NA
"7354",1219000,"Powiat wielicki",2019,NA
"7355",1261000,"Powiat m.Kraków",2019,NA
"7356",1262000,"Powiat m.Nowy Sącz",2019,NA
"7357",1263000,"Powiat m.Tarnów",2019,NA
"7358",1401000,"Powiat białobrzeski",2019,NA
"7359",1402000,"Powiat ciechanowski",2019,NA
"7360",1403000,"Powiat garwoliński",2019,NA
"7361",1404000,"Powiat gostyniński",2019,NA
"7362",1405000,"Powiat grodziski",2019,NA
"7363",1406000,"Powiat grójecki",2019,NA
"7364",1407000,"Powiat kozienicki",2019,NA
"7365",1408000,"Powiat legionowski",2019,NA
"7366",1409000,"Powiat lipski",2019,NA
"7367",1410000,"Powiat łosicki",2019,NA
"7368",1411000,"Powiat makowski",2019,NA
"7369",1412000,"Powiat miński",2019,NA
"7370",1413000,"Powiat mławski",2019,NA
"7371",1414000,"Powiat nowodworski",2019,NA
"7372",1415000,"Powiat ostrołęcki",2019,NA
"7373",1416000,"Powiat ostrowski",2019,NA
"7374",1417000,"Powiat otwocki",2019,NA
"7375",1418000,"Powiat piaseczyński",2019,NA
"7376",1419000,"Powiat płocki",2019,NA
"7377",1420000,"Powiat płoński",2019,NA
"7378",1421000,"Powiat pruszkowski",2019,NA
"7379",1422000,"Powiat przasnyski",2019,NA
"7380",1423000,"Powiat przysuski",2019,NA
"7381",1424000,"Powiat pułtuski",2019,NA
"7382",1425000,"Powiat radomski",2019,NA
"7383",1426000,"Powiat siedlecki",2019,NA
"7384",1427000,"Powiat sierpecki",2019,NA
"7385",1428000,"Powiat sochaczewski",2019,NA
"7386",1429000,"Powiat sokołowski",2019,NA
"7387",1430000,"Powiat szydłowiecki",2019,NA
"7388",1432000,"Powiat warszawski zachodni",2019,NA
"7389",1433000,"Powiat węgrowski",2019,NA
"7390",1434000,"Powiat wołomiński",2019,NA
"7391",1435000,"Powiat wyszkowski",2019,NA
"7392",1436000,"Powiat zwoleński",2019,NA
"7393",1437000,"Powiat żuromiński",2019,NA
"7394",1438000,"Powiat żyrardowski",2019,NA
"7395",1461000,"Powiat m.Ostrołęka",2019,NA
"7396",1462000,"Powiat m.Płock",2019,NA
"7397",1463000,"Powiat m.Radom",2019,NA
"7398",1464000,"Powiat m.Siedlce",2019,NA
"7399",1465000,"Powiat m. st. Warszawa",2019,NA
"7400",1601000,"Powiat brzeski",2019,NA
"7401",1602000,"Powiat głubczycki",2019,NA
"7402",1603000,"Powiat kędzierzyńsko-kozielski",2019,NA
"7403",1604000,"Powiat kluczborski",2019,NA
"7404",1605000,"Powiat krapkowicki",2019,NA
"7405",1606000,"Powiat namysłowski",2019,NA
"7406",1607000,"Powiat nyski",2019,NA
"7407",1608000,"Powiat oleski",2019,NA
"7408",1609000,"Powiat opolski",2019,NA
"7409",1610000,"Powiat prudnicki",2019,NA
