"","Kod","Nazwa","rok","Liczba_ludnosci_na_1_miejsce_w_kinach_stalych_ogolem_osoba"
"598",1864000,"Powiat m.Tarnobrzeg",2003,202
"599",2001000,"Powiat augustowski",2003,174
"600",2002000,"Powiat białostocki",2003,477
"601",2003000,"Powiat bielski",2003,191
"602",2004000,"Powiat grajewski",2003,0
"603",2005000,"Powiat hajnowski",2003,240
"604",2006000,"Powiat kolneński",2003,145
"605",2007000,"Powiat łomżyński",2003,0
"606",2008000,"Powiat moniecki",2003,0
"607",2009000,"Powiat sejneński",2003,0
"608",2010000,"Powiat siemiatycki",2003,172
"609",2011000,"Powiat sokólski",2003,134
"610",2012000,"Powiat suwalski",2003,0
"611",2013000,"Powiat wysokomazowiecki",2003,127
"612",2014000,"Powiat zambrowski",2003,150
"613",2061000,"Powiat m.Białystok",2003,173
"614",2062000,"Powiat m.Łomża",2003,322
"615",2063000,"Powiat m.Suwałki",2003,231
"616",2201000,"Powiat bytowski",2003,125
"617",2202000,"Powiat chojnicki",2003,227
"618",2203000,"Powiat człuchowski",2003,241
"619",2204000,"Powiat gdański",2003,0
"620",2205000,"Powiat kartuski",2003,0
"621",2206000,"Powiat kościerski",2003,0
"622",2207000,"Powiat kwidzyński",2003,225
"623",2208000,"Powiat lęborski",2003,249
"624",2209000,"Powiat malborski",2003,280
"625",2210000,"Powiat nowodworski",2003,0
"626",2211000,"Powiat pucki",2003,121
"627",2212000,"Powiat słupski",2003,301
"628",2213000,"Powiat starogardzki",2003,356
"629",2214000,"Powiat tczewski",2003,346
"630",2215000,"Powiat wejherowski",2003,0
"631",2216000,"Powiat sztumski",2003,202
"632",2261000,"Powiat m.Gdańsk",2003,60
"633",2262000,"Powiat m.Gdynia",2003,118
"634",2263000,"Powiat m.Słupsk",2003,147
"635",2264000,"Powiat m.Sopot",2003,55
"636",2401000,"Powiat będziński",2003,0
"637",2402000,"Powiat bielski",2003,405
"638",2403000,"Powiat cieszyński",2003,202
"639",2404000,"Powiat częstochowski",2003,608
"640",2405000,"Powiat gliwicki",2003,612
"641",2406000,"Powiat kłobucki",2003,174
"642",2407000,"Powiat lubliniecki",2003,260
"643",2408000,"Powiat mikołowski",2003,452
"644",2409000,"Powiat myszkowski",2003,160
"645",2410000,"Powiat pszczyński",2003,599
"646",2411000,"Powiat raciborski",2003,114
"647",2412000,"Powiat rybnicki",2003,0
"648",2413000,"Powiat tarnogórski",2003,175
"649",2414000,"Powiat bieruńsko-lędziński",2003,159
"650",2415000,"Powiat wodzisławski",2003,130
"651",2416000,"Powiat zawierciański",2003,233
"652",2417000,"Powiat żywiecki",2003,387
"653",2461000,"Powiat m.Bielsko-Biała",2003,2648
"654",2462000,"Powiat m.Bytom",2003,0
"655",2463000,"Powiat m.Chorzów",2003,228
"656",2464000,"Powiat m.Częstochowa",2003,252
"657",2465000,"Powiat m.Dąbrowa Górnicza",2003,498
"658",2466000,"Powiat m.Gliwice",2003,199
"659",2467000,"Powiat m.Jastrzębie-Zdrój",2003,112
"660",2468000,"Powiat m.Jaworzno",2003,0
"661",2469000,"Powiat m.Katowice",2003,51
"662",2470000,"Powiat m.Mysłowice",2003,124
"663",2471000,"Powiat m.Piekary Śląskie",2003,0
"664",2472000,"Powiat m.Ruda Śląska",2003,77
"665",2473000,"Powiat m.Rybnik",2003,80
"666",2474000,"Powiat m.Siemianowice Śląskie",2003,0
"667",2475000,"Powiat m.Sosnowiec",2003,403
"668",2476000,"Powiat m.Świętochłowice",2003,0
"669",2477000,"Powiat m.Tychy",2003,232
"670",2478000,"Powiat m.Zabrze",2003,56
"671",2479000,"Powiat m.Żory",2003,211
"672",2601000,"Powiat buski",2003,216
"673",2602000,"Powiat jędrzejowski",2003,172
"674",2603000,"Powiat kazimierski",2003,104
"675",2604000,"Powiat kielecki",2003,464
"676",2605000,"Powiat konecki",2003,112
"677",2606000,"Powiat opatowski",2003,0
"678",2607000,"Powiat ostrowiecki",2003,251
"679",2608000,"Powiat pińczowski",2003,254
"680",2609000,"Powiat sandomierski",2003,424
"681",2610000,"Powiat skarżyski",2003,81
"682",2611000,"Powiat starachowicki",2003,173
"683",2612000,"Powiat staszowski",2003,149
"684",2613000,"Powiat włoszczowski",2003,173
"685",2661000,"Powiat m.Kielce",2003,79
"686",2801000,"Powiat bartoszycki",2003,0
"687",2802000,"Powiat braniewski",2003,0
"688",2803000,"Powiat działdowski",2003,263
"689",2804000,"Powiat elbląski",2003,321
"690",2805000,"Powiat ełcki",2003,215
"691",2806000,"Powiat giżycki",2003,102
"692",2807000,"Powiat iławski",2003,194
"693",2808000,"Powiat kętrzyński",2003,236
"694",2809000,"Powiat lidzbarski",2003,145
"695",2810000,"Powiat mrągowski",2003,394
"696",2811000,"Powiat nidzicki",2003,97
"697",2812000,"Powiat nowomiejski",2003,181
"698",2813000,"Powiat olecki",2003,100
"699",2814000,"Powiat olsztyński",2003,208
"700",2815000,"Powiat ostródzki",2003,152
"701",2816000,"Powiat piski",2003,343
"702",2817000,"Powiat szczycieński",2003,540
"703",2818000,"Powiat gołdapski",2003,0
"704",2819000,"Powiat węgorzewski",2003,171
"705",2861000,"Powiat m.Elbląg",2003,282
"706",2862000,"Powiat m.Olsztyn",2003,137
"707",3001000,"Powiat chodzieski",2003,83
"708",3002000,"Powiat czarnkowsko-trzcianecki",2003,147
"709",3003000,"Powiat gnieźnieński",2003,686
"710",3004000,"Powiat gostyński",2003,169
"711",3005000,"Powiat grodziski",2003,0
"712",3006000,"Powiat jarociński",2003,363
"713",3007000,"Powiat kaliski",2003,0
"714",3008000,"Powiat kępiński",2003,238
"715",3009000,"Powiat kolski",2003,156
"716",3010000,"Powiat koniński",2003,729
"717",3011000,"Powiat kościański",2003,503
"718",3012000,"Powiat krotoszyński",2003,104
"719",3013000,"Powiat leszczyński",2003,0
"720",3014000,"Powiat międzychodzki",2003,0
"721",3015000,"Powiat nowotomyski",2003,185
"722",3016000,"Powiat obornicki",2003,0
"723",3017000,"Powiat ostrowski",2003,396
"724",3018000,"Powiat ostrzeszowski",2003,181
"725",3019000,"Powiat pilski",2003,123
"726",3020000,"Powiat pleszewski",2003,279
"727",3021000,"Powiat poznański",2003,1272
"728",3022000,"Powiat rawicki",2003,489
"729",3023000,"Powiat słupecki",2003,142
"730",3024000,"Powiat szamotulski",2003,465
"731",3025000,"Powiat średzki",2003,201
"732",3026000,"Powiat śremski",2003,354
"733",3027000,"Powiat turecki",2003,279
"734",3028000,"Powiat wągrowiecki",2003,224
"735",3029000,"Powiat wolsztyński",2003,0
"736",3030000,"Powiat wrzesiński",2003,318
"737",3031000,"Powiat złotowski",2003,219
"738",3061000,"Powiat m.Kalisz",2003,142
"739",3062000,"Powiat m.Konin",2003,96
"740",3063000,"Powiat m.Leszno",2003,147
"741",3064000,"Powiat m.Poznań",2003,50
"742",3201000,"Powiat białogardzki",2003,140
"743",3202000,"Powiat choszczeński",2003,83
"744",3203000,"Powiat drawski",2003,111
"745",3204000,"Powiat goleniowski",2003,136
"746",3205000,"Powiat gryficki",2003,75
"747",3206000,"Powiat gryfiński",2003,597
"748",3207000,"Powiat kamieński",2003,168
"749",3208000,"Powiat kołobrzeski",2003,173
"750",3209000,"Powiat koszaliński",2003,91
"751",3210000,"Powiat myśliborski",2003,0
"752",3211000,"Powiat policki",2003,245
"753",3212000,"Powiat pyrzycki",2003,0
"754",3213000,"Powiat sławieński",2003,110
"755",3214000,"Powiat stargardzki",2003,404
"756",3215000,"Powiat szczecinecki",2003,246
"757",3216000,"Powiat świdwiński",2003,90
"758",3217000,"Powiat wałecki",2003,133
"759",3218000,"Powiat łobeski",2003,0
"760",3261000,"Powiat m.Koszalin",2003,137
"761",3262000,"Powiat m.Szczecin",2003,170
"762",3263000,"Powiat m.Świnoujście",2003,106
"763",201000,"Powiat bolesławiecki",2004,151
"764",202000,"Powiat dzierżoniowski",2004,161
"765",203000,"Powiat głogowski",2004,174
"766",204000,"Powiat górowski",2004,0
"767",205000,"Powiat jaworski",2004,105
"768",206000,"Powiat jeleniogórski",2004,0
"769",207000,"Powiat kamiennogórski",2004,134
"770",208000,"Powiat kłodzki",2004,105
"771",209000,"Powiat legnicki",2004,0
"772",210000,"Powiat lubański",2004,87
"773",211000,"Powiat lubiński",2004,191
"774",212000,"Powiat lwówecki",2004,0
"775",213000,"Powiat milicki",2004,0
"776",214000,"Powiat oleśnicki",2004,382
"777",215000,"Powiat oławski",2004,210
"778",216000,"Powiat polkowicki",2004,205
"779",217000,"Powiat strzeliński",2004,0
"780",218000,"Powiat średzki",2004,0
"781",219000,"Powiat świdnicki",2004,118
"782",220000,"Powiat trzebnicki",2004,172
"783",221000,"Powiat wałbrzyski",2004,119
"784",222000,"Powiat wołowski",2004,0
"785",223000,"Powiat wrocławski",2004,0
"786",224000,"Powiat ząbkowicki",2004,166
"787",225000,"Powiat zgorzelecki",2004,123
"788",226000,"Powiat złotoryjski",2004,153
"789",261000,"Powiat m.Jelenia Góra",2004,70
"790",262000,"Powiat m.Legnica",2004,144
"791",263000,"Powiat m.Wałbrzych do 2002",2004,NA
"792",264000,"Powiat m.Wrocław",2004,101
"793",265000,"Powiat m.Wałbrzych od 2013",2004,NA
"794",401000,"Powiat aleksandrowski",2004,0
"795",402000,"Powiat brodnicki",2004,346
"796",403000,"Powiat bydgoski",2004,325
"797",404000,"Powiat chełmiński",2004,0
"798",405000,"Powiat golubsko-dobrzyński",2004,177
"799",406000,"Powiat grudziądzki",2004,0
"800",407000,"Powiat inowrocławski",2004,437
"801",408000,"Powiat lipnowski",2004,265
"802",409000,"Powiat mogileński",2004,172
"803",410000,"Powiat nakielski",2004,211
"804",411000,"Powiat radziejowski",2004,0
"805",412000,"Powiat rypiński",2004,131
"806",413000,"Powiat sępoleński",2004,72
"807",414000,"Powiat świecki",2004,264
"808",415000,"Powiat toruński",2004,0
"809",416000,"Powiat tucholski",2004,0
"810",417000,"Powiat wąbrzeski",2004,105
"811",418000,"Powiat włocławski",2004,0
"812",419000,"Powiat żniński",2004,184
"813",461000,"Powiat m.Bydgoszcz",2004,121
"814",462000,"Powiat m.Grudziądz",2004,312
"815",463000,"Powiat m.Toruń",2004,463
"816",464000,"Powiat m.Włocławek",2004,344
"817",601000,"Powiat bialski",2004,228
"818",602000,"Powiat biłgorajski",2004,328
"819",603000,"Powiat chełmski",2004,0
"820",604000,"Powiat hrubieszowski",2004,174
"821",605000,"Powiat janowski",2004,208
"822",606000,"Powiat krasnostawski",2004,362
"823",607000,"Powiat kraśnicki",2004,202
"824",608000,"Powiat lubartowski",2004,464
"825",609000,"Powiat lubelski",2004,586
"826",610000,"Powiat łęczyński",2004,0
"827",611000,"Powiat łukowski",2004,518
"828",612000,"Powiat opolski",2004,153
"829",613000,"Powiat parczewski",2004,0
"830",614000,"Powiat puławski",2004,166
"831",615000,"Powiat radzyński",2004,309
"832",616000,"Powiat rycki",2004,94
"833",617000,"Powiat świdnicki",2004,108
"834",618000,"Powiat tomaszowski",2004,0
"835",619000,"Powiat włodawski",2004,135
"836",620000,"Powiat zamojski",2004,684
"837",661000,"Powiat m.Biała Podlaska",2004,206
"838",662000,"Powiat m.Chełm",2004,324
"839",663000,"Powiat m.Lublin",2004,177
"840",664000,"Powiat m.Zamość",2004,201
"841",801000,"Powiat gorzowski",2004,0
"842",802000,"Powiat krośnieński",2004,0
"843",803000,"Powiat międzyrzecki",2004,108
"844",804000,"Powiat nowosolski",2004,192
"845",805000,"Powiat słubicki",2004,130
"846",806000,"Powiat strzelecko-drezdenecki",2004,305
"847",807000,"Powiat sulęciński",2004,123
"848",808000,"Powiat świebodziński",2004,102
"849",809000,"Powiat zielonogórski",2004,526
"850",810000,"Powiat żagański",2004,826
"851",811000,"Powiat żarski",2004,239
"852",812000,"Powiat wschowski",2004,200
"853",861000,"Powiat m.Gorzów Wielkopolski",2004,207
"854",862000,"Powiat m.Zielona Góra",2004,123
"855",1001000,"Powiat bełchatowski",2004,468
"856",1002000,"Powiat kutnowski",2004,265
"857",1003000,"Powiat łaski",2004,0
"858",1004000,"Powiat łęczycki",2004,144
"859",1005000,"Powiat łowicki",2004,1478
"860",1006000,"Powiat łódzki wschodni",2004,511
"861",1007000,"Powiat opoczyński",2004,208
"862",1008000,"Powiat pabianicki",2004,341
"863",1009000,"Powiat pajęczański",2004,139
"864",1010000,"Powiat piotrkowski",2004,322
"865",1011000,"Powiat poddębicki",2004,0
"866",1012000,"Powiat radomszczański",2004,146
"867",1013000,"Powiat rawski",2004,828
"868",1014000,"Powiat sieradzki",2004,0
"869",1015000,"Powiat skierniewicki",2004,0
"870",1016000,"Powiat tomaszowski",2004,450
"871",1017000,"Powiat wieluński",2004,136
"872",1018000,"Powiat wieruszowski",2004,327
"873",1019000,"Powiat zduńskowolski",2004,0
"874",1020000,"Powiat zgierski",2004,349
"875",1021000,"Powiat brzeziński",2004,0
"876",1061000,"Powiat m.Łódź",2004,171
"877",1062000,"Powiat m.Piotrków Trybunalski",2004,123
"878",1063000,"Powiat m.Skierniewice",2004,147
"879",1201000,"Powiat bocheński",2004,834
"880",1202000,"Powiat brzeski",2004,227
"881",1203000,"Powiat chrzanowski",2004,218
"882",1204000,"Powiat dąbrowski",2004,289
"883",1205000,"Powiat gorlicki",2004,187
"884",1206000,"Powiat krakowski",2004,646
"885",1207000,"Powiat limanowski",2004,302
"886",1208000,"Powiat miechowski",2004,0
"887",1209000,"Powiat myślenicki",2004,287
"888",1210000,"Powiat nowosądecki",2004,226
"889",1211000,"Powiat nowotarski",2004,332
"890",1212000,"Powiat olkuski",2004,104
"891",1213000,"Powiat oświęcimski",2004,152
"892",1214000,"Powiat proszowicki",2004,138
"893",1215000,"Powiat suski",2004,0
"894",1216000,"Powiat tarnowski",2004,660
"895",1217000,"Powiat tatrzański",2004,85
"896",1218000,"Powiat wadowicki",2004,436
"897",1219000,"Powiat wielicki",2004,0
"898",1261000,"Powiat m.Kraków",2004,72
"899",1262000,"Powiat m.Nowy Sącz",2004,80
"900",1263000,"Powiat m.Tarnów",2004,128
"901",1401000,"Powiat białobrzeski",2004,0
"902",1402000,"Powiat ciechanowski",2004,237
"903",1403000,"Powiat garwoliński",2004,355
"904",1404000,"Powiat gostyniński",2004,121
"905",1405000,"Powiat grodziski",2004,237
"906",1406000,"Powiat grójecki",2004,187
"907",1407000,"Powiat kozienicki",2004,0
"908",1408000,"Powiat legionowski",2004,0
"909",1409000,"Powiat lipski",2004,174
"910",1410000,"Powiat łosicki",2004,129
"911",1411000,"Powiat makowski",2004,180
"912",1412000,"Powiat miński",2004,251
"913",1413000,"Powiat mławski",2004,215
"914",1414000,"Powiat nowodworski",2004,472
"915",1415000,"Powiat ostrołęcki",2004,0
"916",1416000,"Powiat ostrowski",2004,377
"917",1417000,"Powiat otwocki",2004,599
"918",1418000,"Powiat piaseczyński",2004,750
"919",1419000,"Powiat płocki",2004,0
"920",1420000,"Powiat płoński",2004,200
"921",1421000,"Powiat pruszkowski",2004,63
"922",1422000,"Powiat przasnyski",2004,0
"923",1423000,"Powiat przysuski",2004,198
"924",1424000,"Powiat pułtuski",2004,221
"925",1425000,"Powiat radomski",2004,0
"926",1426000,"Powiat siedlecki",2004,0
"927",1427000,"Powiat sierpecki",2004,0
"928",1428000,"Powiat sochaczewski",2004,149
"929",1429000,"Powiat sokołowski",2004,164
"930",1430000,"Powiat szydłowiecki",2004,0
"931",1432000,"Powiat warszawski zachodni",2004,0
"932",1433000,"Powiat węgrowski",2004,229
"933",1434000,"Powiat wołomiński",2004,474
"934",1435000,"Powiat wyszkowski",2004,358
"935",1436000,"Powiat zwoleński",2004,0
"936",1437000,"Powiat żuromiński",2004,202
"937",1438000,"Powiat żyrardowski",2004,0
"938",1461000,"Powiat m.Ostrołęka",2004,141
"939",1462000,"Powiat m.Płock",2004,219
"940",1463000,"Powiat m.Radom",2004,329
"941",1464000,"Powiat m.Siedlce",2004,175
"942",1465000,"Powiat m. st. Warszawa",2004,56
"943",1601000,"Powiat brzeski",2004,419
"944",1602000,"Powiat głubczycki",2004,170
"945",1603000,"Powiat kędzierzyńsko-kozielski",2004,343
"946",1604000,"Powiat kluczborski",2004,236
"947",1605000,"Powiat krapkowicki",2004,116
"948",1606000,"Powiat namysłowski",2004,0
"949",1607000,"Powiat nyski",2004,163
"950",1608000,"Powiat oleski",2004,126
"951",1609000,"Powiat opolski",2004,270
"952",1610000,"Powiat prudnicki",2004,0
"953",1611000,"Powiat strzelecki",2004,0
"954",1661000,"Powiat m.Opole",2004,96
"955",1801000,"Powiat bieszczadzki",2004,92
"956",1802000,"Powiat brzozowski",2004,220
"957",1803000,"Powiat dębicki",2004,248
"958",1804000,"Powiat jarosławski",2004,255
"959",1805000,"Powiat jasielski",2004,582
"960",1806000,"Powiat kolbuszowski",2004,945
"961",1807000,"Powiat krośnieński",2004,212
"962",1808000,"Powiat leżajski",2004,96
"963",1809000,"Powiat lubaczowski",2004,141
"964",1810000,"Powiat łańcucki",2004,193
"965",1811000,"Powiat mielecki",2004,465
"966",1812000,"Powiat niżański",2004,111
"967",1813000,"Powiat przemyski",2004,318
"968",1814000,"Powiat przeworski",2004,177
"969",1815000,"Powiat ropczycko-sędziszowski",2004,258
"970",1816000,"Powiat rzeszowski",2004,0
"971",1817000,"Powiat sanocki",2004,201
"972",1818000,"Powiat stalowowolski",2004,99
"973",1819000,"Powiat strzyżowski",2004,203
"974",1820000,"Powiat tarnobrzeski",2004,244
"975",1821000,"Powiat leski",2004,71
"976",1861000,"Powiat m.Krosno",2004,62
"977",1862000,"Powiat m.Przemyśl",2004,118
"978",1863000,"Powiat m.Rzeszów",2004,93
"979",1864000,"Powiat m.Tarnobrzeg",2004,201
"980",2001000,"Powiat augustowski",2004,174
"981",2002000,"Powiat białostocki",2004,478
"982",2003000,"Powiat bielski",2004,188
"983",2004000,"Powiat grajewski",2004,0
"984",2005000,"Powiat hajnowski",2004,239
"985",2006000,"Powiat kolneński",2004,144
"986",2007000,"Powiat łomżyński",2004,0
"987",2008000,"Powiat moniecki",2004,0
"988",2009000,"Powiat sejneński",2004,0
"989",2010000,"Powiat siemiatycki",2004,173
"990",2011000,"Powiat sokólski",2004,132
"991",2012000,"Powiat suwalski",2004,0
"992",2013000,"Powiat wysokomazowiecki",2004,127
"993",2014000,"Powiat zambrowski",2004,150
"994",2061000,"Powiat m.Białystok",2004,175
"995",2062000,"Powiat m.Łomża",2004,161
"996",2063000,"Powiat m.Suwałki",2004,323
"997",2201000,"Powiat bytowski",2004,125
"998",2202000,"Powiat chojnicki",2004,227
"999",2203000,"Powiat człuchowski",2004,247
"1000",2204000,"Powiat gdański",2004,0
"1001",2205000,"Powiat kartuski",2004,0
"1002",2206000,"Powiat kościerski",2004,0
"1003",2207000,"Powiat kwidzyński",2004,226
"1004",2208000,"Powiat lęborski",2004,249
"1005",2209000,"Powiat malborski",2004,281
"1006",2210000,"Powiat nowodworski",2004,0
"1007",2211000,"Powiat pucki",2004,123
"1008",2212000,"Powiat słupski",2004,301
"1009",2213000,"Powiat starogardzki",2004,357
"1010",2214000,"Powiat tczewski",2004,347
"1011",2215000,"Powiat wejherowski",2004,0
"1012",2216000,"Powiat sztumski",2004,136
"1013",2261000,"Powiat m.Gdańsk",2004,59
"1014",2262000,"Powiat m.Gdynia",2004,118
"1015",2263000,"Powiat m.Słupsk",2004,149
"1016",2264000,"Powiat m.Sopot",2004,54
"1017",2401000,"Powiat będziński",2004,0
"1018",2402000,"Powiat bielski",2004,408
"1019",2403000,"Powiat cieszyński",2004,244
"1020",2404000,"Powiat częstochowski",2004,535
"1021",2405000,"Powiat gliwicki",2004,609
"1022",2406000,"Powiat kłobucki",2004,174
"1023",2407000,"Powiat lubliniecki",2004,260
"1024",2408000,"Powiat mikołowski",2004,453
"1025",2409000,"Powiat myszkowski",2004,160
"1026",2410000,"Powiat pszczyński",2004,602
"1027",2411000,"Powiat raciborski",2004,87
"1028",2412000,"Powiat rybnicki",2004,0
"1029",2413000,"Powiat tarnogórski",2004,175
"1030",2414000,"Powiat bieruńsko-lędziński",2004,159
"1031",2415000,"Powiat wodzisławski",2004,130
"1032",2416000,"Powiat zawierciański",2004,232
"1033",2417000,"Powiat żywiecki",2004,388
"1034",2461000,"Powiat m.Bielsko-Biała",2004,2642
"1035",2462000,"Powiat m.Bytom",2004,0
"1036",2463000,"Powiat m.Chorzów",2004,226
"1037",2464000,"Powiat m.Częstochowa",2004,251
"1038",2465000,"Powiat m.Dąbrowa Górnicza",2004,495
"1039",2466000,"Powiat m.Gliwice",2004,199
"1040",2467000,"Powiat m.Jastrzębie-Zdrój",2004,126
"1041",2468000,"Powiat m.Jaworzno",2004,185
"1042",2469000,"Powiat m.Katowice",2004,56
"1043",2470000,"Powiat m.Mysłowice",2004,124
"1044",2471000,"Powiat m.Piekary Śląskie",2004,0
"1045",2472000,"Powiat m.Ruda Śląska",2004,76
"1046",2473000,"Powiat m.Rybnik",2004,81
"1047",2474000,"Powiat m.Siemianowice Śląskie",2004,0
"1048",2475000,"Powiat m.Sosnowiec",2004,400
"1049",2476000,"Powiat m.Świętochłowice",2004,0
