"","Kod","Nazwa","rok","SKOLARYZACJA_CTAB_wspolczynnik_skolaryzacji_netto_gimnazja_proc"
"23233",464000,"Powiat m.Włocławek",2016,94.9
"23234",601000,"Powiat bialski",2016,86.28
"23235",602000,"Powiat biłgorajski",2016,92.96
"23236",603000,"Powiat chełmski",2016,83.92
"23237",604000,"Powiat hrubieszowski",2016,87.43
"23238",605000,"Powiat janowski",2016,91.08
"23239",606000,"Powiat krasnostawski",2016,91.33
"23240",607000,"Powiat kraśnicki",2016,89.71
"23241",608000,"Powiat lubartowski",2016,93.19
"23242",609000,"Powiat lubelski",2016,71.49
"23243",610000,"Powiat łęczyński",2016,92.74
"23244",611000,"Powiat łukowski",2016,95.36
"23245",612000,"Powiat opolski",2016,89.97
"23246",613000,"Powiat parczewski",2016,89.61
"23247",614000,"Powiat puławski",2016,94.86
"23248",615000,"Powiat radzyński",2016,95.58
"23249",616000,"Powiat rycki",2016,97.64
"23250",617000,"Powiat świdnicki",2016,89.09
"23251",618000,"Powiat tomaszowski",2016,91.23
"23252",619000,"Powiat włodawski",2016,88.85
"23253",620000,"Powiat zamojski",2016,80.41
"23254",661000,"Powiat m.Biała Podlaska",2016,112.14
"23255",662000,"Powiat m.Chełm",2016,101.79
"23256",663000,"Powiat m.Lublin",2016,105.23
"23257",664000,"Powiat m.Zamość",2016,114.96
"23258",801000,"Powiat gorzowski",2016,78.95
"23259",802000,"Powiat krośnieński",2016,84.73
"23260",803000,"Powiat międzyrzecki",2016,86.86
"23261",804000,"Powiat nowosolski",2016,85.66
"23262",805000,"Powiat słubicki",2016,87.84
"23263",806000,"Powiat strzelecko-drezdenecki",2016,84.7
"23264",807000,"Powiat sulęciński",2016,89.18
"23265",808000,"Powiat świebodziński",2016,90.71
"23266",809000,"Powiat zielonogórski",2016,77.43
"23267",810000,"Powiat żagański",2016,83.85
"23268",811000,"Powiat żarski",2016,89.41
"23269",812000,"Powiat wschowski",2016,88.62
"23270",861000,"Powiat m.Gorzów Wielkopolski",2016,101.58
"23271",862000,"Powiat m.Zielona Góra",2016,101.76
"23272",1001000,"Powiat bełchatowski",2016,95.53
"23273",1002000,"Powiat kutnowski",2016,93.7
"23274",1003000,"Powiat łaski",2016,90.52
"23275",1004000,"Powiat łęczycki",2016,93.28
"23276",1005000,"Powiat łowicki",2016,96.44
"23277",1006000,"Powiat łódzki wschodni",2016,89.3
"23278",1007000,"Powiat opoczyński",2016,96.72
"23279",1008000,"Powiat pabianicki",2016,88.51
"23280",1009000,"Powiat pajęczański",2016,93.94
"23281",1010000,"Powiat piotrkowski",2016,89.08
"23282",1011000,"Powiat poddębicki",2016,94.86
"23283",1012000,"Powiat radomszczański",2016,91.89
"23284",1013000,"Powiat rawski",2016,97.7
"23285",1014000,"Powiat sieradzki",2016,93.77
"23286",1015000,"Powiat skierniewicki",2016,80.41
"23287",1016000,"Powiat tomaszowski",2016,94.51
"23288",1017000,"Powiat wieluński",2016,94.84
"23289",1018000,"Powiat wieruszowski",2016,94.49
"23290",1019000,"Powiat zduńskowolski",2016,94.93
"23291",1020000,"Powiat zgierski",2016,85.21
"23292",1021000,"Powiat brzeziński",2016,88.12
"23293",1061000,"Powiat m.Łódź",2016,94.01
"23294",1062000,"Powiat m.Piotrków Trybunalski",2016,96.35
"23295",1063000,"Powiat m.Skierniewice",2016,111.37
"23296",1201000,"Powiat bocheński",2016,95.3
"23297",1202000,"Powiat brzeski",2016,93.17
"23298",1203000,"Powiat chrzanowski",2016,91.53
"23299",1204000,"Powiat dąbrowski",2016,87.33
"23300",1205000,"Powiat gorlicki",2016,92.34
"23301",1206000,"Powiat krakowski",2016,82.08
"23302",1207000,"Powiat limanowski",2016,95.02
"23303",1208000,"Powiat miechowski",2016,92.79
"23304",1209000,"Powiat myślenicki",2016,96.17
"23305",1210000,"Powiat nowosądecki",2016,89.85
"23306",1211000,"Powiat nowotarski",2016,90.75
"23307",1212000,"Powiat olkuski",2016,95.75
"23308",1213000,"Powiat oświęcimski",2016,97.22
"23309",1214000,"Powiat proszowicki",2016,92.99
"23310",1215000,"Powiat suski",2016,93.13
"23311",1216000,"Powiat tarnowski",2016,82.7
"23312",1217000,"Powiat tatrzański",2016,84.5
"23313",1218000,"Powiat wadowicki",2016,95.62
"23314",1219000,"Powiat wielicki",2016,91.48
"23315",1261000,"Powiat m.Kraków",2016,99.75
"23316",1262000,"Powiat m.Nowy Sącz",2016,108.02
"23317",1263000,"Powiat m.Tarnów",2016,114.7
"23318",1401000,"Powiat białobrzeski",2016,91.86
"23319",1402000,"Powiat ciechanowski",2016,95.8
"23320",1403000,"Powiat garwoliński",2016,96.85
"23321",1404000,"Powiat gostyniński",2016,88.27
"23322",1405000,"Powiat grodziski",2016,99.43
"23323",1406000,"Powiat grójecki",2016,94.1
"23324",1407000,"Powiat kozienicki",2016,90.65
"23325",1408000,"Powiat legionowski",2016,91.32
"23326",1409000,"Powiat lipski",2016,94.94
"23327",1410000,"Powiat łosicki",2016,94.61
"23328",1411000,"Powiat makowski",2016,92.48
"23329",1412000,"Powiat miński",2016,97.67
"23330",1413000,"Powiat mławski",2016,91.81
"23331",1414000,"Powiat nowodworski",2016,93.02
"23332",1415000,"Powiat ostrołęcki",2016,84.35
"23333",1416000,"Powiat ostrowski",2016,96.08
"23334",1417000,"Powiat otwocki",2016,93.4
"23335",1418000,"Powiat piaseczyński",2016,94.61
"23336",1419000,"Powiat płocki",2016,84.35
"23337",1420000,"Powiat płoński",2016,95.37
"23338",1421000,"Powiat pruszkowski",2016,86.43
"23339",1422000,"Powiat przasnyski",2016,94.34
"23340",1423000,"Powiat przysuski",2016,95.81
"23341",1424000,"Powiat pułtuski",2016,96.34
"23342",1425000,"Powiat radomski",2016,84.44
"23343",1426000,"Powiat siedlecki",2016,88.2
"23344",1427000,"Powiat sierpecki",2016,93.23
"23345",1428000,"Powiat sochaczewski",2016,96.89
"23346",1429000,"Powiat sokołowski",2016,93.69
"23347",1430000,"Powiat szydłowiecki",2016,87.47
"23348",1432000,"Powiat warszawski zachodni",2016,80.26
"23349",1433000,"Powiat węgrowski",2016,96.32
"23350",1434000,"Powiat wołomiński",2016,94.25
"23351",1435000,"Powiat wyszkowski",2016,96.27
"23352",1436000,"Powiat zwoleński",2016,84.19
"23353",1437000,"Powiat żuromiński",2016,94.55
"23354",1438000,"Powiat żyrardowski",2016,92.68
"23355",1461000,"Powiat m.Ostrołęka",2016,115.48
"23356",1462000,"Powiat m.Płock",2016,105
"23357",1463000,"Powiat m.Radom",2016,100.43
"23358",1464000,"Powiat m.Siedlce",2016,105.36
"23359",1465000,"Powiat m. st. Warszawa",2016,102.5
"23360",1601000,"Powiat brzeski",2016,84.41
"23361",1602000,"Powiat głubczycki",2016,87.08
"23362",1603000,"Powiat kędzierzyńsko-kozielski",2016,86.09
"23363",1604000,"Powiat kluczborski",2016,91.42
"23364",1605000,"Powiat krapkowicki",2016,86.8
"23365",1606000,"Powiat namysłowski",2016,89.24
"23366",1607000,"Powiat nyski",2016,86.62
"23367",1608000,"Powiat oleski",2016,91.39
"23368",1609000,"Powiat opolski",2016,81.72
"23369",1610000,"Powiat prudnicki",2016,87.62
"23370",1611000,"Powiat strzelecki",2016,90.98
"23371",1661000,"Powiat m.Opole",2016,103.58
"23372",1801000,"Powiat bieszczadzki",2016,90.34
"23373",1802000,"Powiat brzozowski",2016,93.83
"23374",1803000,"Powiat dębicki",2016,91.75
"23375",1804000,"Powiat jarosławski",2016,90.49
"23376",1805000,"Powiat jasielski",2016,94.26
"23377",1806000,"Powiat kolbuszowski",2016,82.41
"23378",1807000,"Powiat krośnieński",2016,82.22
"23379",1808000,"Powiat leżajski",2016,88.13
"23380",1809000,"Powiat lubaczowski",2016,89.83
"23381",1810000,"Powiat łańcucki",2016,92.59
"23382",1811000,"Powiat mielecki",2016,92.95
"23383",1812000,"Powiat niżański",2016,83.41
"23384",1813000,"Powiat przemyski",2016,77.98
"23385",1814000,"Powiat przeworski",2016,91.67
"23386",1815000,"Powiat ropczycko-sędziszowski",2016,90.89
"23387",1816000,"Powiat rzeszowski",2016,82.4
"23388",1817000,"Powiat sanocki",2016,88.19
"23389",1818000,"Powiat stalowowolski",2016,89.07
"23390",1819000,"Powiat strzyżowski",2016,92.46
"23391",1820000,"Powiat tarnobrzeski",2016,79.95
"23392",1821000,"Powiat leski",2016,87.4
"23393",1861000,"Powiat m.Krosno",2016,120.51
"23394",1862000,"Powiat m.Przemyśl",2016,109.5
"23395",1863000,"Powiat m.Rzeszów",2016,109.71
"23396",1864000,"Powiat m.Tarnobrzeg",2016,104.51
"23397",2001000,"Powiat augustowski",2016,90.2
"23398",2002000,"Powiat białostocki",2016,74.14
"23399",2003000,"Powiat bielski",2016,89.45
"23400",2004000,"Powiat grajewski",2016,86.16
"23401",2005000,"Powiat hajnowski",2016,91.47
"23402",2006000,"Powiat kolneński",2016,90.79
"23403",2007000,"Powiat łomżyński",2016,68.09
"23404",2008000,"Powiat moniecki",2016,85.56
"23405",2009000,"Powiat sejneński",2016,86.93
"23406",2010000,"Powiat siemiatycki",2016,88.15
"23407",2011000,"Powiat sokólski",2016,88.9
"23408",2012000,"Powiat suwalski",2016,78.05
"23409",2013000,"Powiat wysokomazowiecki",2016,87.88
"23410",2014000,"Powiat zambrowski",2016,88.11
"23411",2061000,"Powiat m.Białystok",2016,100.2
"23412",2062000,"Powiat m.Łomża",2016,115
"23413",2063000,"Powiat m.Suwałki",2016,96.77
"23414",2201000,"Powiat bytowski",2016,88.78
"23415",2202000,"Powiat chojnicki",2016,94.03
"23416",2203000,"Powiat człuchowski",2016,86.78
"23417",2204000,"Powiat gdański",2016,85.31
"23418",2205000,"Powiat kartuski",2016,91.59
"23419",2206000,"Powiat kościerski",2016,92.46
"23420",2207000,"Powiat kwidzyński",2016,85.55
"23421",2208000,"Powiat lęborski",2016,90.69
"23422",2209000,"Powiat malborski",2016,97.94
"23423",2210000,"Powiat nowodworski",2016,85.37
"23424",2211000,"Powiat pucki",2016,87
"23425",2212000,"Powiat słupski",2016,79.09
"23426",2213000,"Powiat starogardzki",2016,90.58
"23427",2214000,"Powiat tczewski",2016,89.84
"23428",2215000,"Powiat wejherowski",2016,92.98
"23429",2216000,"Powiat sztumski",2016,73.46
"23430",2261000,"Powiat m.Gdańsk",2016,96.59
"23431",2262000,"Powiat m.Gdynia",2016,94.68
"23432",2263000,"Powiat m.Słupsk",2016,100.89
"23433",2264000,"Powiat m.Sopot",2016,90.61
"23434",2401000,"Powiat będziński",2016,83.04
"23435",2402000,"Powiat bielski",2016,86.72
"23436",2403000,"Powiat cieszyński",2016,92.73
"23437",2404000,"Powiat częstochowski",2016,86.33
"23438",2405000,"Powiat gliwicki",2016,88.89
"23439",2406000,"Powiat kłobucki",2016,90.38
"23440",2407000,"Powiat lubliniecki",2016,90.5
"23441",2408000,"Powiat mikołowski",2016,91.23
"23442",2409000,"Powiat myszkowski",2016,91.3
"23443",2410000,"Powiat pszczyński",2016,95.3
"23444",2411000,"Powiat raciborski",2016,92.22
"23445",2412000,"Powiat rybnicki",2016,87.88
"23446",2413000,"Powiat tarnogórski",2016,87.76
"23447",2414000,"Powiat bieruńsko-lędziński",2016,91.12
"23448",2415000,"Powiat wodzisławski",2016,95.66
"23449",2416000,"Powiat zawierciański",2016,92.02
"23450",2417000,"Powiat żywiecki",2016,96.54
"23451",2461000,"Powiat m.Bielsko-Biała",2016,99.5
"23452",2462000,"Powiat m.Bytom",2016,79.07
"23453",2463000,"Powiat m.Chorzów",2016,105.51
"23454",2464000,"Powiat m.Częstochowa",2016,97.1
"23455",2465000,"Powiat m.Dąbrowa Górnicza",2016,90.34
"23456",2466000,"Powiat m.Gliwice",2016,92.64
"23457",2467000,"Powiat m.Jastrzębie-Zdrój",2016,88.16
"23458",2468000,"Powiat m.Jaworzno",2016,90.67
"23459",2469000,"Powiat m.Katowice",2016,88.91
"23460",2470000,"Powiat m.Mysłowice",2016,91.29
"23461",2471000,"Powiat m.Piekary Śląskie",2016,83.94
"23462",2472000,"Powiat m.Ruda Śląska",2016,85.48
"23463",2473000,"Powiat m.Rybnik",2016,91.73
"23464",2474000,"Powiat m.Siemianowice Śląskie",2016,87.04
"23465",2475000,"Powiat m.Sosnowiec",2016,93.92
"23466",2476000,"Powiat m.Świętochłowice",2016,91.68
"23467",2477000,"Powiat m.Tychy",2016,93.47
"23468",2478000,"Powiat m.Zabrze",2016,92.72
"23469",2479000,"Powiat m.Żory",2016,96.79
"23470",2601000,"Powiat buski",2016,92.81
"23471",2602000,"Powiat jędrzejowski",2016,92.72
"23472",2603000,"Powiat kazimierski",2016,90.83
"23473",2604000,"Powiat kielecki",2016,84.89
"23474",2605000,"Powiat konecki",2016,91.08
"23475",2606000,"Powiat opatowski",2016,88.74
"23476",2607000,"Powiat ostrowiecki",2016,88.01
"23477",2608000,"Powiat pińczowski",2016,94.86
"23478",2609000,"Powiat sandomierski",2016,90.89
"23479",2610000,"Powiat skarżyski",2016,86.47
"23480",2611000,"Powiat starachowicki",2016,92.37
"23481",2612000,"Powiat staszowski",2016,94.18
"23482",2613000,"Powiat włoszczowski",2016,95.95
"23483",2661000,"Powiat m.Kielce",2016,102.74
"23484",2801000,"Powiat bartoszycki",2016,88.63
"23485",2802000,"Powiat braniewski",2016,85.21
"23486",2803000,"Powiat działdowski",2016,91.96
"23487",2804000,"Powiat elbląski",2016,76.54
"23488",2805000,"Powiat ełcki",2016,85.27
"23489",2806000,"Powiat giżycki",2016,90.91
"23490",2807000,"Powiat iławski",2016,90.18
"23491",2808000,"Powiat kętrzyński",2016,85.83
"23492",2809000,"Powiat lidzbarski",2016,86
"23493",2810000,"Powiat mrągowski",2016,84.05
"23494",2811000,"Powiat nidzicki",2016,87.24
"23495",2812000,"Powiat nowomiejski",2016,91.14
"23496",2813000,"Powiat olecki",2016,86.24
"23497",2814000,"Powiat olsztyński",2016,71.14
"23498",2815000,"Powiat ostródzki",2016,85.85
"23499",2816000,"Powiat piski",2016,84.13
"23500",2817000,"Powiat szczycieński",2016,89.63
"23501",2818000,"Powiat gołdapski",2016,86.67
"23502",2819000,"Powiat węgorzewski",2016,86.11
"23503",2861000,"Powiat m.Elbląg",2016,87.51
"23504",2862000,"Powiat m.Olsztyn",2016,108.97
"23505",3001000,"Powiat chodzieski",2016,94.19
"23506",3002000,"Powiat czarnkowsko-trzcianecki",2016,93.47
"23507",3003000,"Powiat gnieźnieński",2016,93.96
"23508",3004000,"Powiat gostyński",2016,95.1
"23509",3005000,"Powiat grodziski",2016,94.25
"23510",3006000,"Powiat jarociński",2016,98.74
"23511",3007000,"Powiat kaliski",2016,90.01
"23512",3008000,"Powiat kępiński",2016,96.43
"23513",3009000,"Powiat kolski",2016,93.8
"23514",3010000,"Powiat koniński",2016,85.14
"23515",3011000,"Powiat kościański",2016,95.44
"23516",3012000,"Powiat krotoszyński",2016,92.74
"23517",3013000,"Powiat leszczyński",2016,81.99
"23518",3014000,"Powiat międzychodzki",2016,91.91
"23519",3015000,"Powiat nowotomyski",2016,95.82
"23520",3016000,"Powiat obornicki",2016,88.47
"23521",3017000,"Powiat ostrowski",2016,94.24
"23522",3018000,"Powiat ostrzeszowski",2016,94.98
"23523",3019000,"Powiat pilski",2016,89.73
"23524",3020000,"Powiat pleszewski",2016,92.35
"23525",3021000,"Powiat poznański",2016,83.87
"23526",3022000,"Powiat rawicki",2016,97.26
"23527",3023000,"Powiat słupecki",2016,93.17
"23528",3024000,"Powiat szamotulski",2016,96.31
"23529",3025000,"Powiat średzki",2016,94.32
"23530",3026000,"Powiat śremski",2016,94.02
"23531",3027000,"Powiat turecki",2016,95.34
"23532",3028000,"Powiat wągrowiecki",2016,94.34
"23533",3029000,"Powiat wolsztyński",2016,97.41
"23534",3030000,"Powiat wrzesiński",2016,93.5
"23535",3031000,"Powiat złotowski",2016,86.91
"23536",3061000,"Powiat m.Kalisz",2016,98.38
"23537",3062000,"Powiat m.Konin",2016,119.51
"23538",3063000,"Powiat m.Leszno",2016,109.95
"23539",3064000,"Powiat m.Poznań",2016,105.78
"23540",3201000,"Powiat białogardzki",2016,80.85
"23541",3202000,"Powiat choszczeński",2016,86.01
"23542",3203000,"Powiat drawski",2016,84.49
"23543",3204000,"Powiat goleniowski",2016,87.53
"23544",3205000,"Powiat gryficki",2016,86.47
"23545",3206000,"Powiat gryfiński",2016,83.89
"23546",3207000,"Powiat kamieński",2016,77.89
"23547",3208000,"Powiat kołobrzeski",2016,88.59
"23548",3209000,"Powiat koszaliński",2016,67.48
"23549",3210000,"Powiat myśliborski",2016,87.56
"23550",3211000,"Powiat policki",2016,57.35
"23551",3212000,"Powiat pyrzycki",2016,88.15
"23552",3213000,"Powiat sławieński",2016,85.22
"23553",3214000,"Powiat stargardzki",2016,86.82
"23554",3215000,"Powiat szczecinecki",2016,83.46
"23555",3216000,"Powiat świdwiński",2016,81.15
"23556",3217000,"Powiat wałecki",2016,88.84
"23557",3218000,"Powiat łobeski",2016,79.55
"23558",3261000,"Powiat m.Koszalin",2016,104.42
"23559",3262000,"Powiat m.Szczecin",2016,96.41
"23560",3263000,"Powiat m.Świnoujście",2016,90.84
"23561",201000,"Powiat bolesławiecki",2017,88.98
"23562",202000,"Powiat dzierżoniowski",2017,85.93
"23563",203000,"Powiat głogowski",2017,89.92
"23564",204000,"Powiat górowski",2017,80.99
"23565",205000,"Powiat jaworski",2017,84.49
"23566",206000,"Powiat jeleniogórski",2017,62.74
"23567",207000,"Powiat kamiennogórski",2017,83.86
"23568",208000,"Powiat kłodzki",2017,80.91
"23569",209000,"Powiat legnicki",2017,71.9
"23570",210000,"Powiat lubański",2017,85.67
"23571",211000,"Powiat lubiński",2017,96.84
"23572",212000,"Powiat lwówecki",2017,79.75
"23573",213000,"Powiat milicki",2017,93.16
"23574",214000,"Powiat oleśnicki",2017,87.75
"23575",215000,"Powiat oławski",2017,89.51
"23576",216000,"Powiat polkowicki",2017,84.1
"23577",217000,"Powiat strzeliński",2017,88.21
"23578",218000,"Powiat średzki",2017,76.02
"23579",219000,"Powiat świdnicki",2017,84.8
"23580",220000,"Powiat trzebnicki",2017,82.41
"23581",221000,"Powiat wałbrzyski",2017,75.08
"23582",222000,"Powiat wołowski",2017,90.61
"23583",223000,"Powiat wrocławski",2017,71.68
"23584",224000,"Powiat ząbkowicki",2017,81.56
"23585",225000,"Powiat zgorzelecki",2017,86.37
"23586",226000,"Powiat złotoryjski",2017,80.18
"23587",261000,"Powiat m.Jelenia Góra",2017,106.64
"23588",262000,"Powiat m.Legnica",2017,92.94
"23589",264000,"Powiat m.Wrocław",2017,97.8
"23590",265000,"Powiat m.Wałbrzych od 2013",2017,77.57
"23591",401000,"Powiat aleksandrowski",2017,86.5
"23592",402000,"Powiat brodnicki",2017,89.48
"23593",403000,"Powiat bydgoski",2017,74.65
"23594",404000,"Powiat chełmiński",2017,82.42
"23595",405000,"Powiat golubsko-dobrzyński",2017,82.4
"23596",406000,"Powiat grudziądzki",2017,74.52
"23597",407000,"Powiat inowrocławski",2017,88.25
"23598",408000,"Powiat lipnowski",2017,84.2
"23599",409000,"Powiat mogileński",2017,87.13
"23600",410000,"Powiat nakielski",2017,86.94
"23601",411000,"Powiat radziejowski",2017,94.53
"23602",412000,"Powiat rypiński",2017,88.32
"23603",413000,"Powiat sępoleński",2017,83.96
"23604",414000,"Powiat świecki",2017,85.6
"23605",415000,"Powiat toruński",2017,71.98
"23606",416000,"Powiat tucholski",2017,88.28
"23607",417000,"Powiat wąbrzeski",2017,81.48
"23608",418000,"Powiat włocławski",2017,77.77
"23609",419000,"Powiat żniński",2017,89.23
"23610",461000,"Powiat m.Bydgoszcz",2017,93.08
"23611",462000,"Powiat m.Grudziądz",2017,90.49
"23612",463000,"Powiat m.Toruń",2017,98.4
"23613",464000,"Powiat m.Włocławek",2017,93.04
"23614",601000,"Powiat bialski",2017,83.93
"23615",602000,"Powiat biłgorajski",2017,91.87
"23616",603000,"Powiat chełmski",2017,80.32
"23617",604000,"Powiat hrubieszowski",2017,85.46
"23618",605000,"Powiat janowski",2017,90.11
"23619",606000,"Powiat krasnostawski",2017,87.94
"23620",607000,"Powiat kraśnicki",2017,88.72
"23621",608000,"Powiat lubartowski",2017,91.21
"23622",609000,"Powiat lubelski",2017,69.07
"23623",610000,"Powiat łęczyński",2017,90.43
"23624",611000,"Powiat łukowski",2017,94.39
"23625",612000,"Powiat opolski",2017,88.64
"23626",613000,"Powiat parczewski",2017,86.5
"23627",614000,"Powiat puławski",2017,93.88
"23628",615000,"Powiat radzyński",2017,92.5
"23629",616000,"Powiat rycki",2017,96.61
"23630",617000,"Powiat świdnicki",2017,86.86
"23631",618000,"Powiat tomaszowski",2017,90.37
"23632",619000,"Powiat włodawski",2017,86.65
"23633",620000,"Powiat zamojski",2017,78.53
"23634",661000,"Powiat m.Biała Podlaska",2017,105.13
"23635",662000,"Powiat m.Chełm",2017,102.99
"23636",663000,"Powiat m.Lublin",2017,104.73
"23637",664000,"Powiat m.Zamość",2017,115.57
"23638",801000,"Powiat gorzowski",2017,76.18
"23639",802000,"Powiat krośnieński",2017,84.79
"23640",803000,"Powiat międzyrzecki",2017,85.32
"23641",804000,"Powiat nowosolski",2017,82.07
"23642",805000,"Powiat słubicki",2017,82.97
"23643",806000,"Powiat strzelecko-drezdenecki",2017,81.68
"23644",807000,"Powiat sulęciński",2017,84.86
"23645",808000,"Powiat świebodziński",2017,87.16
"23646",809000,"Powiat zielonogórski",2017,77.09
"23647",810000,"Powiat żagański",2017,80.66
"23648",811000,"Powiat żarski",2017,84.72
"23649",812000,"Powiat wschowski",2017,84.68
"23650",861000,"Powiat m.Gorzów Wielkopolski",2017,95.64
"23651",862000,"Powiat m.Zielona Góra",2017,99.01
"23652",1001000,"Powiat bełchatowski",2017,93.56
"23653",1002000,"Powiat kutnowski",2017,91.4
"23654",1003000,"Powiat łaski",2017,90.32
"23655",1004000,"Powiat łęczycki",2017,91.6
"23656",1005000,"Powiat łowicki",2017,91.64
"23657",1006000,"Powiat łódzki wschodni",2017,88.65
"23658",1007000,"Powiat opoczyński",2017,94.77
"23659",1008000,"Powiat pabianicki",2017,86.15
"23660",1009000,"Powiat pajęczański",2017,92.52
"23661",1010000,"Powiat piotrkowski",2017,86.49
"23662",1011000,"Powiat poddębicki",2017,94.46
"23663",1012000,"Powiat radomszczański",2017,90.09
"23664",1013000,"Powiat rawski",2017,95.3
"23665",1014000,"Powiat sieradzki",2017,92.3
"23666",1015000,"Powiat skierniewicki",2017,78.38
"23667",1016000,"Powiat tomaszowski",2017,92.36
"23668",1017000,"Powiat wieluński",2017,93.45
"23669",1018000,"Powiat wieruszowski",2017,93.23
"23670",1019000,"Powiat zduńskowolski",2017,89.14
"23671",1020000,"Powiat zgierski",2017,82.74
"23672",1021000,"Powiat brzeziński",2017,85.79
"23673",1061000,"Powiat m.Łódź",2017,91.89
"23674",1062000,"Powiat m.Piotrków Trybunalski",2017,95.51
"23675",1063000,"Powiat m.Skierniewice",2017,107.94
"23676",1201000,"Powiat bocheński",2017,92.92
"23677",1202000,"Powiat brzeski",2017,92.38
"23678",1203000,"Powiat chrzanowski",2017,89.12
"23679",1204000,"Powiat dąbrowski",2017,85.92
"23680",1205000,"Powiat gorlicki",2017,91.54
"23681",1206000,"Powiat krakowski",2017,79.61
"23682",1207000,"Powiat limanowski",2017,94.07
"23683",1208000,"Powiat miechowski",2017,92.46
"23684",1209000,"Powiat myślenicki",2017,95.59
"23685",1210000,"Powiat nowosądecki",2017,88.64
"23686",1211000,"Powiat nowotarski",2017,89.73
"23687",1212000,"Powiat olkuski",2017,95.38
"23688",1213000,"Powiat oświęcimski",2017,95.84
"23689",1214000,"Powiat proszowicki",2017,92.14
"23690",1215000,"Powiat suski",2017,92.97
"23691",1216000,"Powiat tarnowski",2017,80.64
"23692",1217000,"Powiat tatrzański",2017,83.35
"23693",1218000,"Powiat wadowicki",2017,94
"23694",1219000,"Powiat wielicki",2017,90.01
"23695",1261000,"Powiat m.Kraków",2017,98.89
"23696",1262000,"Powiat m.Nowy Sącz",2017,103.62
"23697",1263000,"Powiat m.Tarnów",2017,116.75
"23698",1401000,"Powiat białobrzeski",2017,93.03
"23699",1402000,"Powiat ciechanowski",2017,91.95
"23700",1403000,"Powiat garwoliński",2017,96.02
"23701",1404000,"Powiat gostyniński",2017,85.2
"23702",1405000,"Powiat grodziski",2017,96.66
"23703",1406000,"Powiat grójecki",2017,93
"23704",1407000,"Powiat kozienicki",2017,89.72
"23705",1408000,"Powiat legionowski",2017,89.51
"23706",1409000,"Powiat lipski",2017,96.25
"23707",1410000,"Powiat łosicki",2017,93.09
"23708",1411000,"Powiat makowski",2017,90.57
"23709",1412000,"Powiat miński",2017,96.83
"23710",1413000,"Powiat mławski",2017,90.59
"23711",1414000,"Powiat nowodworski",2017,89.86
"23712",1415000,"Powiat ostrołęcki",2017,82.56
"23713",1416000,"Powiat ostrowski",2017,94.04
"23714",1417000,"Powiat otwocki",2017,92.11
"23715",1418000,"Powiat piaseczyński",2017,94.68
"23716",1419000,"Powiat płocki",2017,80.04
"23717",1420000,"Powiat płoński",2017,93.24
"23718",1421000,"Powiat pruszkowski",2017,85.72
"23719",1422000,"Powiat przasnyski",2017,93.15
"23720",1423000,"Powiat przysuski",2017,95.12
"23721",1424000,"Powiat pułtuski",2017,95.41
"23722",1425000,"Powiat radomski",2017,83.14
"23723",1426000,"Powiat siedlecki",2017,86.37
"23724",1427000,"Powiat sierpecki",2017,91.64
"23725",1428000,"Powiat sochaczewski",2017,93.96
"23726",1429000,"Powiat sokołowski",2017,91.92
"23727",1430000,"Powiat szydłowiecki",2017,84.65
"23728",1432000,"Powiat warszawski zachodni",2017,78.37
"23729",1433000,"Powiat węgrowski",2017,94.91
"23730",1434000,"Powiat wołomiński",2017,93.89
"23731",1435000,"Powiat wyszkowski",2017,94.67
"23732",1436000,"Powiat zwoleński",2017,92.36
"23733",1437000,"Powiat żuromiński",2017,93.41
"23734",1438000,"Powiat żyrardowski",2017,90.3
"23735",1461000,"Powiat m.Ostrołęka",2017,113.43
"23736",1462000,"Powiat m.Płock",2017,105.4
"23737",1463000,"Powiat m.Radom",2017,98.76
"23738",1464000,"Powiat m.Siedlce",2017,101.62
"23739",1465000,"Powiat m. st. Warszawa",2017,99.36
"23740",1601000,"Powiat brzeski",2017,81.17
"23741",1602000,"Powiat głubczycki",2017,86.34
"23742",1603000,"Powiat kędzierzyńsko-kozielski",2017,85.42
"23743",1604000,"Powiat kluczborski",2017,88.76
"23744",1605000,"Powiat krapkowicki",2017,85.78
"23745",1606000,"Powiat namysłowski",2017,84.59
"23746",1607000,"Powiat nyski",2017,85.3
"23747",1608000,"Powiat oleski",2017,89.78
"23748",1609000,"Powiat opolski",2017,81.42
"23749",1610000,"Powiat prudnicki",2017,84.2
"23750",1611000,"Powiat strzelecki",2017,87.74
"23751",1661000,"Powiat m.Opole",2017,96
"23752",1801000,"Powiat bieszczadzki",2017,85.98
"23753",1802000,"Powiat brzozowski",2017,92.42
"23754",1803000,"Powiat dębicki",2017,90.92
"23755",1804000,"Powiat jarosławski",2017,90.15
"23756",1805000,"Powiat jasielski",2017,93.53
"23757",1806000,"Powiat kolbuszowski",2017,81.3
"23758",1807000,"Powiat krośnieński",2017,80.45
"23759",1808000,"Powiat leżajski",2017,86.91
"23760",1809000,"Powiat lubaczowski",2017,88.35
"23761",1810000,"Powiat łańcucki",2017,91.6
"23762",1811000,"Powiat mielecki",2017,92.3
"23763",1812000,"Powiat niżański",2017,81.91
"23764",1813000,"Powiat przemyski",2017,76.63
"23765",1814000,"Powiat przeworski",2017,90.82
"23766",1815000,"Powiat ropczycko-sędziszowski",2017,90.62
