"","Kod","Nazwa","rok","SKOLARYZACJA_CTAB_wspolczynnik_skolaryzacji_netto_gimnazja_proc"
"19293",2604000,"Powiat kielecki",2005,94.06
"19294",2605000,"Powiat konecki",2005,98.49
"19295",2606000,"Powiat opatowski",2005,98.31
"19296",2607000,"Powiat ostrowiecki",2005,97.25
"19297",2608000,"Powiat pińczowski",2005,99.22
"19298",2609000,"Powiat sandomierski",2005,95.83
"19299",2610000,"Powiat skarżyski",2005,95.93
"19300",2611000,"Powiat starachowicki",2005,97.45
"19301",2612000,"Powiat staszowski",2005,97.93
"19302",2613000,"Powiat włoszczowski",2005,97.35
"19303",2661000,"Powiat m.Kielce",2005,100.87
"19304",2801000,"Powiat bartoszycki",2005,95.27
"19305",2802000,"Powiat braniewski",2005,94.02
"19306",2803000,"Powiat działdowski",2005,98.43
"19307",2804000,"Powiat elbląski",2005,87.01
"19308",2805000,"Powiat ełcki",2005,92.32
"19309",2806000,"Powiat giżycki",2005,94.51
"19310",2807000,"Powiat iławski",2005,95.85
"19311",2808000,"Powiat kętrzyński",2005,94.28
"19312",2809000,"Powiat lidzbarski",2005,96.12
"19313",2810000,"Powiat mrągowski",2005,96.46
"19314",2811000,"Powiat nidzicki",2005,94.62
"19315",2812000,"Powiat nowomiejski",2005,94.22
"19316",2813000,"Powiat olecki",2005,93.46
"19317",2814000,"Powiat olsztyński",2005,85.36
"19318",2815000,"Powiat ostródzki",2005,96.12
"19319",2816000,"Powiat piski",2005,92.99
"19320",2817000,"Powiat szczycieński",2005,95.99
"19321",2818000,"Powiat gołdapski",2005,90.08
"19322",2819000,"Powiat węgorzewski",2005,96.68
"19323",2861000,"Powiat m.Elbląg",2005,94.94
"19324",2862000,"Powiat m.Olsztyn",2005,103.96
"19325",3001000,"Powiat chodzieski",2005,97.59
"19326",3002000,"Powiat czarnkowsko-trzcianecki",2005,97.04
"19327",3003000,"Powiat gnieźnieński",2005,97.71
"19328",3004000,"Powiat gostyński",2005,98.92
"19329",3005000,"Powiat grodziski",2005,95.75
"19330",3006000,"Powiat jarociński",2005,98.54
"19331",3007000,"Powiat kaliski",2005,95.08
"19332",3008000,"Powiat kępiński",2005,97.77
"19333",3009000,"Powiat kolski",2005,97.46
"19334",3010000,"Powiat koniński",2005,94.67
"19335",3011000,"Powiat kościański",2005,96.41
"19336",3012000,"Powiat krotoszyński",2005,95.34
"19337",3013000,"Powiat leszczyński",2005,92.15
"19338",3014000,"Powiat międzychodzki",2005,96
"19339",3015000,"Powiat nowotomyski",2005,97.64
"19340",3016000,"Powiat obornicki",2005,96.71
"19341",3017000,"Powiat ostrowski",2005,97.01
"19342",3018000,"Powiat ostrzeszowski",2005,96.48
"19343",3019000,"Powiat pilski",2005,96.98
"19344",3020000,"Powiat pleszewski",2005,95.65
"19345",3021000,"Powiat poznański",2005,90.76
"19346",3022000,"Powiat rawicki",2005,98.29
"19347",3023000,"Powiat słupecki",2005,96.98
"19348",3024000,"Powiat szamotulski",2005,96.63
"19349",3025000,"Powiat średzki",2005,96.23
"19350",3026000,"Powiat śremski",2005,97.39
"19351",3027000,"Powiat turecki",2005,97.77
"19352",3028000,"Powiat wągrowiecki",2005,98.36
"19353",3029000,"Powiat wolsztyński",2005,97.24
"19354",3030000,"Powiat wrzesiński",2005,98.61
"19355",3031000,"Powiat złotowski",2005,93.14
"19356",3061000,"Powiat m.Kalisz",2005,100.03
"19357",3062000,"Powiat m.Konin",2005,104.48
"19358",3063000,"Powiat m.Leszno",2005,106.96
"19359",3064000,"Powiat m.Poznań",2005,100.82
"19360",3201000,"Powiat białogardzki",2005,93.87
"19361",3202000,"Powiat choszczeński",2005,96.19
"19362",3203000,"Powiat drawski",2005,97.06
"19363",3204000,"Powiat goleniowski",2005,93.71
"19364",3205000,"Powiat gryficki",2005,95.19
"19365",3206000,"Powiat gryfiński",2005,91.35
"19366",3207000,"Powiat kamieński",2005,90.92
"19367",3208000,"Powiat kołobrzeski",2005,99.1
"19368",3209000,"Powiat koszaliński",2005,79.55
"19369",3210000,"Powiat myśliborski",2005,95.08
"19370",3211000,"Powiat policki",2005,77.1
"19371",3212000,"Powiat pyrzycki",2005,92.31
"19372",3213000,"Powiat sławieński",2005,92.88
"19373",3214000,"Powiat stargardzki",2005,95.83
"19374",3215000,"Powiat szczecinecki",2005,95.61
"19375",3216000,"Powiat świdwiński",2005,94.77
"19376",3217000,"Powiat wałecki",2005,96.29
"19377",3218000,"Powiat łobeski",2005,92.62
"19378",3261000,"Powiat m.Koszalin",2005,105.36
"19379",3262000,"Powiat m.Szczecin",2005,99.04
"19380",3263000,"Powiat m.Świnoujście",2005,94.85
"19381",201000,"Powiat bolesławiecki",2006,98.4
"19382",202000,"Powiat dzierżoniowski",2006,92.13
"19383",203000,"Powiat głogowski",2006,96.81
"19384",204000,"Powiat górowski",2006,94.71
"19385",205000,"Powiat jaworski",2006,93.47
"19386",206000,"Powiat jeleniogórski",2006,78.6
"19387",207000,"Powiat kamiennogórski",2006,95.49
"19388",208000,"Powiat kłodzki",2006,93.53
"19389",209000,"Powiat legnicki",2006,91.98
"19390",210000,"Powiat lubański",2006,95.46
"19391",211000,"Powiat lubiński",2006,98.53
"19392",212000,"Powiat lwówecki",2006,93.67
"19393",213000,"Powiat milicki",2006,96.11
"19394",214000,"Powiat oleśnicki",2006,95.48
"19395",215000,"Powiat oławski",2006,96.43
"19396",216000,"Powiat polkowicki",2006,95.15
"19397",217000,"Powiat strzeliński",2006,97.26
"19398",218000,"Powiat średzki",2006,88.36
"19399",219000,"Powiat świdnicki",2006,94.73
"19400",220000,"Powiat trzebnicki",2006,93.23
"19401",221000,"Powiat wałbrzyski",2006,92.95
"19402",222000,"Powiat wołowski",2006,94.09
"19403",223000,"Powiat wrocławski",2006,86.41
"19404",224000,"Powiat ząbkowicki",2006,92.18
"19405",225000,"Powiat zgorzelecki",2006,94.19
"19406",226000,"Powiat złotoryjski",2006,94.06
"19407",261000,"Powiat m.Jelenia Góra",2006,107.9
"19408",262000,"Powiat m.Legnica",2006,96.61
"19409",264000,"Powiat m.Wrocław",2006,97.59
"19410",265000,"Powiat m.Wałbrzych od 2013",2006,NA
"19411",401000,"Powiat aleksandrowski",2006,94.29
"19412",402000,"Powiat brodnicki",2006,96.7
"19413",403000,"Powiat bydgoski",2006,89.99
"19414",404000,"Powiat chełmiński",2006,94.75
"19415",405000,"Powiat golubsko-dobrzyński",2006,94.26
"19416",406000,"Powiat grudziądzki",2006,87.16
"19417",407000,"Powiat inowrocławski",2006,97
"19418",408000,"Powiat lipnowski",2006,97.48
"19419",409000,"Powiat mogileński",2006,95.53
"19420",410000,"Powiat nakielski",2006,95.44
"19421",411000,"Powiat radziejowski",2006,98.65
"19422",412000,"Powiat rypiński",2006,95.81
"19423",413000,"Powiat sępoleński",2006,92.07
"19424",414000,"Powiat świecki",2006,97.07
"19425",415000,"Powiat toruński",2006,84.94
"19426",416000,"Powiat tucholski",2006,95.84
"19427",417000,"Powiat wąbrzeski",2006,94.4
"19428",418000,"Powiat włocławski",2006,89.04
"19429",419000,"Powiat żniński",2006,99.07
"19430",461000,"Powiat m.Bydgoszcz",2006,98.15
"19431",462000,"Powiat m.Grudziądz",2006,99.15
"19432",463000,"Powiat m.Toruń",2006,100.15
"19433",464000,"Powiat m.Włocławek",2006,98.97
"19434",601000,"Powiat bialski",2006,93.95
"19435",602000,"Powiat biłgorajski",2006,97.47
"19436",603000,"Powiat chełmski",2006,91.37
"19437",604000,"Powiat hrubieszowski",2006,96.92
"19438",605000,"Powiat janowski",2006,96.04
"19439",606000,"Powiat krasnostawski",2006,97.43
"19440",607000,"Powiat kraśnicki",2006,95.28
"19441",608000,"Powiat lubartowski",2006,97.74
"19442",609000,"Powiat lubelski",2006,86.44
"19443",610000,"Powiat łęczyński",2006,96.19
"19444",611000,"Powiat łukowski",2006,97.96
"19445",612000,"Powiat opolski",2006,87.04
"19446",613000,"Powiat parczewski",2006,97.39
"19447",614000,"Powiat puławski",2006,98.27
"19448",615000,"Powiat radzyński",2006,99.47
"19449",616000,"Powiat rycki",2006,101.69
"19450",617000,"Powiat świdnicki",2006,93.78
"19451",618000,"Powiat tomaszowski",2006,97.57
"19452",619000,"Powiat włodawski",2006,96.36
"19453",620000,"Powiat zamojski",2006,89.18
"19454",661000,"Powiat m.Biała Podlaska",2006,108.48
"19455",662000,"Powiat m.Chełm",2006,105.34
"19456",663000,"Powiat m.Lublin",2006,100.94
"19457",664000,"Powiat m.Zamość",2006,110.6
"19458",801000,"Powiat gorzowski",2006,81.96
"19459",802000,"Powiat krośnieński",2006,93.82
"19460",803000,"Powiat międzyrzecki",2006,93.16
"19461",804000,"Powiat nowosolski",2006,93.58
"19462",805000,"Powiat słubicki",2006,96.33
"19463",806000,"Powiat strzelecko-drezdenecki",2006,94.76
"19464",807000,"Powiat sulęciński",2006,96.58
"19465",808000,"Powiat świebodziński",2006,95.51
"19466",809000,"Powiat zielonogórski",2006,80.04
"19467",810000,"Powiat żagański",2006,94.36
"19468",811000,"Powiat żarski",2006,95.62
"19469",812000,"Powiat wschowski",2006,93.32
"19470",861000,"Powiat m.Gorzów Wielkopolski",2006,102.51
"19471",862000,"Powiat m.Zielona Góra",2006,111.54
"19472",1001000,"Powiat bełchatowski",2006,97.06
"19473",1002000,"Powiat kutnowski",2006,97.33
"19474",1003000,"Powiat łaski",2006,97.83
"19475",1004000,"Powiat łęczycki",2006,96.49
"19476",1005000,"Powiat łowicki",2006,96.93
"19477",1006000,"Powiat łódzki wschodni",2006,97.3
"19478",1007000,"Powiat opoczyński",2006,99.15
"19479",1008000,"Powiat pabianicki",2006,92.34
"19480",1009000,"Powiat pajęczański",2006,99.4
"19481",1010000,"Powiat piotrkowski",2006,93.08
"19482",1011000,"Powiat poddębicki",2006,96.19
"19483",1012000,"Powiat radomszczański",2006,96.64
"19484",1013000,"Powiat rawski",2006,98.82
"19485",1014000,"Powiat sieradzki",2006,96.23
"19486",1015000,"Powiat skierniewicki",2006,87.26
"19487",1016000,"Powiat tomaszowski",2006,96.34
"19488",1017000,"Powiat wieluński",2006,98.06
"19489",1018000,"Powiat wieruszowski",2006,98.94
"19490",1019000,"Powiat zduńskowolski",2006,97.29
"19491",1020000,"Powiat zgierski",2006,92.9
"19492",1021000,"Powiat brzeziński",2006,92.17
"19493",1061000,"Powiat m.Łódź",2006,95.53
"19494",1062000,"Powiat m.Piotrków Trybunalski",2006,101.8
"19495",1063000,"Powiat m.Skierniewice",2006,108.64
"19496",1201000,"Powiat bocheński",2006,97.32
"19497",1202000,"Powiat brzeski",2006,96.13
"19498",1203000,"Powiat chrzanowski",2006,95.93
"19499",1204000,"Powiat dąbrowski",2006,91.92
"19500",1205000,"Powiat gorlicki",2006,95.89
"19501",1206000,"Powiat krakowski",2006,89.7
"19502",1207000,"Powiat limanowski",2006,97.64
"19503",1208000,"Powiat miechowski",2006,95.21
"19504",1209000,"Powiat myślenicki",2006,97.97
"19505",1210000,"Powiat nowosądecki",2006,96.92
"19506",1211000,"Powiat nowotarski",2006,91.7
"19507",1212000,"Powiat olkuski",2006,97.87
"19508",1213000,"Powiat oświęcimski",2006,99.51
"19509",1214000,"Powiat proszowicki",2006,97.63
"19510",1215000,"Powiat suski",2006,98.98
"19511",1216000,"Powiat tarnowski",2006,91.56
"19512",1217000,"Powiat tatrzański",2006,86.71
"19513",1218000,"Powiat wadowicki",2006,99.1
"19514",1219000,"Powiat wielicki",2006,94.07
"19515",1261000,"Powiat m.Kraków",2006,98.99
"19516",1262000,"Powiat m.Nowy Sącz",2006,101.2
"19517",1263000,"Powiat m.Tarnów",2006,102.2
"19518",1401000,"Powiat białobrzeski",2006,96.86
"19519",1402000,"Powiat ciechanowski",2006,97.87
"19520",1403000,"Powiat garwoliński",2006,98.05
"19521",1404000,"Powiat gostyniński",2006,94.78
"19522",1405000,"Powiat grodziski",2006,103.65
"19523",1406000,"Powiat grójecki",2006,97.08
"19524",1407000,"Powiat kozienicki",2006,96.8
"19525",1408000,"Powiat legionowski",2006,90.8
"19526",1409000,"Powiat lipski",2006,95.93
"19527",1410000,"Powiat łosicki",2006,98.25
"19528",1411000,"Powiat makowski",2006,97.28
"19529",1412000,"Powiat miński",2006,99.2
"19530",1413000,"Powiat mławski",2006,97.19
"19531",1414000,"Powiat nowodworski",2006,95.95
"19532",1415000,"Powiat ostrołęcki",2006,89.93
"19533",1416000,"Powiat ostrowski",2006,99.5
"19534",1417000,"Powiat otwocki",2006,91.94
"19535",1418000,"Powiat piaseczyński",2006,91.17
"19536",1419000,"Powiat płocki",2006,93.68
"19537",1420000,"Powiat płoński",2006,98.61
"19538",1421000,"Powiat pruszkowski",2006,87.85
"19539",1422000,"Powiat przasnyski",2006,97.42
"19540",1423000,"Powiat przysuski",2006,99.91
"19541",1424000,"Powiat pułtuski",2006,98.31
"19542",1425000,"Powiat radomski",2006,91.97
"19543",1426000,"Powiat siedlecki",2006,91.09
"19544",1427000,"Powiat sierpecki",2006,97.28
"19545",1428000,"Powiat sochaczewski",2006,100.17
"19546",1429000,"Powiat sokołowski",2006,97.17
"19547",1430000,"Powiat szydłowiecki",2006,94.86
"19548",1432000,"Powiat warszawski zachodni",2006,81.58
"19549",1433000,"Powiat węgrowski",2006,97.07
"19550",1434000,"Powiat wołomiński",2006,94.18
"19551",1435000,"Powiat wyszkowski",2006,95.55
"19552",1436000,"Powiat zwoleński",2006,92.85
"19553",1437000,"Powiat żuromiński",2006,99.16
"19554",1438000,"Powiat żyrardowski",2006,94.27
"19555",1461000,"Powiat m.Ostrołęka",2006,111.8
"19556",1462000,"Powiat m.Płock",2006,102.55
"19557",1463000,"Powiat m.Radom",2006,102.67
"19558",1464000,"Powiat m.Siedlce",2006,104.43
"19559",1465000,"Powiat m. st. Warszawa",2006,97.36
"19560",1601000,"Powiat brzeski",2006,91.8
"19561",1602000,"Powiat głubczycki",2006,91.96
"19562",1603000,"Powiat kędzierzyńsko-kozielski",2006,89.63
"19563",1604000,"Powiat kluczborski",2006,92.45
"19564",1605000,"Powiat krapkowicki",2006,91.14
"19565",1606000,"Powiat namysłowski",2006,90.71
"19566",1607000,"Powiat nyski",2006,93.54
"19567",1608000,"Powiat oleski",2006,92.28
"19568",1609000,"Powiat opolski",2006,87.19
"19569",1610000,"Powiat prudnicki",2006,91.74
"19570",1611000,"Powiat strzelecki",2006,89.59
"19571",1661000,"Powiat m.Opole",2006,95.4
"19572",1801000,"Powiat bieszczadzki",2006,93.88
"19573",1802000,"Powiat brzozowski",2006,98.21
"19574",1803000,"Powiat dębicki",2006,97.1
"19575",1804000,"Powiat jarosławski",2006,95.85
"19576",1805000,"Powiat jasielski",2006,95.81
"19577",1806000,"Powiat kolbuszowski",2006,92.21
"19578",1807000,"Powiat krośnieński",2006,91.55
"19579",1808000,"Powiat leżajski",2006,92.61
"19580",1809000,"Powiat lubaczowski",2006,96.75
"19581",1810000,"Powiat łańcucki",2006,96.78
"19582",1811000,"Powiat mielecki",2006,94.55
"19583",1812000,"Powiat niżański",2006,89.86
"19584",1813000,"Powiat przemyski",2006,91.08
"19585",1814000,"Powiat przeworski",2006,99.87
"19586",1815000,"Powiat ropczycko-sędziszowski",2006,95.64
"19587",1816000,"Powiat rzeszowski",2006,88.85
"19588",1817000,"Powiat sanocki",2006,94.2
"19589",1818000,"Powiat stalowowolski",2006,96.27
"19590",1819000,"Powiat strzyżowski",2006,96.3
"19591",1820000,"Powiat tarnobrzeski",2006,94.5
"19592",1821000,"Powiat leski",2006,96.53
"19593",1861000,"Powiat m.Krosno",2006,112.56
"19594",1862000,"Powiat m.Przemyśl",2006,102.66
"19595",1863000,"Powiat m.Rzeszów",2006,105.48
"19596",1864000,"Powiat m.Tarnobrzeg",2006,97.79
"19597",2001000,"Powiat augustowski",2006,96.38
"19598",2002000,"Powiat białostocki",2006,83.74
"19599",2003000,"Powiat bielski",2006,94.7
"19600",2004000,"Powiat grajewski",2006,94.77
"19601",2005000,"Powiat hajnowski",2006,96.72
"19602",2006000,"Powiat kolneński",2006,96.94
"19603",2007000,"Powiat łomżyński",2006,87.96
"19604",2008000,"Powiat moniecki",2006,92.94
"19605",2009000,"Powiat sejneński",2006,97.43
"19606",2010000,"Powiat siemiatycki",2006,94.97
"19607",2011000,"Powiat sokólski",2006,96.11
"19608",2012000,"Powiat suwalski",2006,82.45
"19609",2013000,"Powiat wysokomazowiecki",2006,95.76
"19610",2014000,"Powiat zambrowski",2006,91.79
"19611",2061000,"Powiat m.Białystok",2006,101.29
"19612",2062000,"Powiat m.Łomża",2006,100.22
"19613",2063000,"Powiat m.Suwałki",2006,101.52
"19614",2201000,"Powiat bytowski",2006,94.69
"19615",2202000,"Powiat chojnicki",2006,99.03
"19616",2203000,"Powiat człuchowski",2006,94.37
"19617",2204000,"Powiat gdański",2006,91.09
"19618",2205000,"Powiat kartuski",2006,95.77
"19619",2206000,"Powiat kościerski",2006,96.98
"19620",2207000,"Powiat kwidzyński",2006,94.51
"19621",2208000,"Powiat lęborski",2006,95.34
"19622",2209000,"Powiat malborski",2006,99.23
"19623",2210000,"Powiat nowodworski",2006,94.62
"19624",2211000,"Powiat pucki",2006,88.28
"19625",2212000,"Powiat słupski",2006,90.96
"19626",2213000,"Powiat starogardzki",2006,96.29
"19627",2214000,"Powiat tczewski",2006,92.83
"19628",2215000,"Powiat wejherowski",2006,95.27
"19629",2216000,"Powiat sztumski",2006,87.9
"19630",2261000,"Powiat m.Gdańsk",2006,96.31
"19631",2262000,"Powiat m.Gdynia",2006,100.05
"19632",2263000,"Powiat m.Słupsk",2006,100.72
"19633",2264000,"Powiat m.Sopot",2006,88.64
"19634",2401000,"Powiat będziński",2006,91.06
"19635",2402000,"Powiat bielski",2006,93.73
"19636",2403000,"Powiat cieszyński",2006,97.01
"19637",2404000,"Powiat częstochowski",2006,95.14
"19638",2405000,"Powiat gliwicki",2006,92.67
"19639",2406000,"Powiat kłobucki",2006,97.48
"19640",2407000,"Powiat lubliniecki",2006,94.29
"19641",2408000,"Powiat mikołowski",2006,96.02
"19642",2409000,"Powiat myszkowski",2006,98.51
"19643",2410000,"Powiat pszczyński",2006,96.91
"19644",2411000,"Powiat raciborski",2006,93.67
"19645",2412000,"Powiat rybnicki",2006,97.52
"19646",2413000,"Powiat tarnogórski",2006,93.84
"19647",2414000,"Powiat bieruńsko-lędziński",2006,96.46
"19648",2415000,"Powiat wodzisławski",2006,95.87
"19649",2416000,"Powiat zawierciański",2006,97.22
"19650",2417000,"Powiat żywiecki",2006,97.77
"19651",2461000,"Powiat m.Bielsko-Biała",2006,96.89
"19652",2462000,"Powiat m.Bytom",2006,88.88
"19653",2463000,"Powiat m.Chorzów",2006,98.82
"19654",2464000,"Powiat m.Częstochowa",2006,97.8
"19655",2465000,"Powiat m.Dąbrowa Górnicza",2006,96.29
"19656",2466000,"Powiat m.Gliwice",2006,93.26
"19657",2467000,"Powiat m.Jastrzębie-Zdrój",2006,93.7
"19658",2468000,"Powiat m.Jaworzno",2006,95.77
"19659",2469000,"Powiat m.Katowice",2006,93.66
"19660",2470000,"Powiat m.Mysłowice",2006,95.85
"19661",2471000,"Powiat m.Piekary Śląskie",2006,89.53
"19662",2472000,"Powiat m.Ruda Śląska",2006,90.2
"19663",2473000,"Powiat m.Rybnik",2006,96.64
"19664",2474000,"Powiat m.Siemianowice Śląskie",2006,93.18
"19665",2475000,"Powiat m.Sosnowiec",2006,94.98
"19666",2476000,"Powiat m.Świętochłowice",2006,87.85
"19667",2477000,"Powiat m.Tychy",2006,96.99
"19668",2478000,"Powiat m.Zabrze",2006,89.01
"19669",2479000,"Powiat m.Żory",2006,97.64
"19670",2601000,"Powiat buski",2006,99.76
"19671",2602000,"Powiat jędrzejowski",2006,96.02
"19672",2603000,"Powiat kazimierski",2006,95.92
"19673",2604000,"Powiat kielecki",2006,93.69
"19674",2605000,"Powiat konecki",2006,98.57
"19675",2606000,"Powiat opatowski",2006,97.19
"19676",2607000,"Powiat ostrowiecki",2006,97.29
"19677",2608000,"Powiat pińczowski",2006,99.78
"19678",2609000,"Powiat sandomierski",2006,96.9
"19679",2610000,"Powiat skarżyski",2006,94.66
"19680",2611000,"Powiat starachowicki",2006,97.41
"19681",2612000,"Powiat staszowski",2006,98.48
"19682",2613000,"Powiat włoszczowski",2006,97.4
"19683",2661000,"Powiat m.Kielce",2006,101.64
"19684",2801000,"Powiat bartoszycki",2006,94.56
"19685",2802000,"Powiat braniewski",2006,93.58
"19686",2803000,"Powiat działdowski",2006,97.58
"19687",2804000,"Powiat elbląski",2006,89.41
"19688",2805000,"Powiat ełcki",2006,91.32
"19689",2806000,"Powiat giżycki",2006,94.16
"19690",2807000,"Powiat iławski",2006,94.9
"19691",2808000,"Powiat kętrzyński",2006,95.05
"19692",2809000,"Powiat lidzbarski",2006,96.08
"19693",2810000,"Powiat mrągowski",2006,96
"19694",2811000,"Powiat nidzicki",2006,95.3
"19695",2812000,"Powiat nowomiejski",2006,94.39
"19696",2813000,"Powiat olecki",2006,92.31
"19697",2814000,"Powiat olsztyński",2006,84.99
"19698",2815000,"Powiat ostródzki",2006,94.47
"19699",2816000,"Powiat piski",2006,92.74
"19700",2817000,"Powiat szczycieński",2006,96.13
"19701",2818000,"Powiat gołdapski",2006,91.74
"19702",2819000,"Powiat węgorzewski",2006,95.73
"19703",2861000,"Powiat m.Elbląg",2006,93.14
"19704",2862000,"Powiat m.Olsztyn",2006,105.42
"19705",3001000,"Powiat chodzieski",2006,96.65
"19706",3002000,"Powiat czarnkowsko-trzcianecki",2006,97.49
"19707",3003000,"Powiat gnieźnieński",2006,97.22
"19708",3004000,"Powiat gostyński",2006,98.45
"19709",3005000,"Powiat grodziski",2006,95.78
"19710",3006000,"Powiat jarociński",2006,100.3
"19711",3007000,"Powiat kaliski",2006,94.67
"19712",3008000,"Powiat kępiński",2006,98.17
"19713",3009000,"Powiat kolski",2006,97.48
"19714",3010000,"Powiat koniński",2006,93.38
"19715",3011000,"Powiat kościański",2006,96.33
"19716",3012000,"Powiat krotoszyński",2006,95.05
"19717",3013000,"Powiat leszczyński",2006,90.83
"19718",3014000,"Powiat międzychodzki",2006,93.97
"19719",3015000,"Powiat nowotomyski",2006,97.06
"19720",3016000,"Powiat obornicki",2006,95.35
"19721",3017000,"Powiat ostrowski",2006,97.01
"19722",3018000,"Powiat ostrzeszowski",2006,96.94
"19723",3019000,"Powiat pilski",2006,96.96
"19724",3020000,"Powiat pleszewski",2006,94.94
"19725",3021000,"Powiat poznański",2006,89.52
"19726",3022000,"Powiat rawicki",2006,98.51
"19727",3023000,"Powiat słupecki",2006,97.46
"19728",3024000,"Powiat szamotulski",2006,96.09
"19729",3025000,"Powiat średzki",2006,96.21
"19730",3026000,"Powiat śremski",2006,96.9
"19731",3027000,"Powiat turecki",2006,97.13
"19732",3028000,"Powiat wągrowiecki",2006,98.35
"19733",3029000,"Powiat wolsztyński",2006,96.78
"19734",3030000,"Powiat wrzesiński",2006,98.39
"19735",3031000,"Powiat złotowski",2006,93.84
"19736",3061000,"Powiat m.Kalisz",2006,98.36
"19737",3062000,"Powiat m.Konin",2006,106.02
"19738",3063000,"Powiat m.Leszno",2006,107.88
"19739",3064000,"Powiat m.Poznań",2006,102
"19740",3201000,"Powiat białogardzki",2006,91.32
"19741",3202000,"Powiat choszczeński",2006,95.92
"19742",3203000,"Powiat drawski",2006,94.63
"19743",3204000,"Powiat goleniowski",2006,93.47
"19744",3205000,"Powiat gryficki",2006,95.02
"19745",3206000,"Powiat gryfiński",2006,90.62
"19746",3207000,"Powiat kamieński",2006,89.86
"19747",3208000,"Powiat kołobrzeski",2006,98.45
"19748",3209000,"Powiat koszaliński",2006,77.75
"19749",3210000,"Powiat myśliborski",2006,93.51
"19750",3211000,"Powiat policki",2006,75.15
"19751",3212000,"Powiat pyrzycki",2006,93.8
"19752",3213000,"Powiat sławieński",2006,93.28
"19753",3214000,"Powiat stargardzki",2006,95.4
"19754",3215000,"Powiat szczecinecki",2006,94.58
"19755",3216000,"Powiat świdwiński",2006,93.48
"19756",3217000,"Powiat wałecki",2006,95.7
"19757",3218000,"Powiat łobeski",2006,91.2
"19758",3261000,"Powiat m.Koszalin",2006,107.32
"19759",3262000,"Powiat m.Szczecin",2006,100.18
"19760",3263000,"Powiat m.Świnoujście",2006,95.21
"19761",201000,"Powiat bolesławiecki",2007,96.56
"19762",202000,"Powiat dzierżoniowski",2007,92.05
"19763",203000,"Powiat głogowski",2007,97.59
"19764",204000,"Powiat górowski",2007,95.92
"19765",205000,"Powiat jaworski",2007,93.18
"19766",206000,"Powiat jeleniogórski",2007,78.01
"19767",207000,"Powiat kamiennogórski",2007,95.49
"19768",208000,"Powiat kłodzki",2007,93.15
"19769",209000,"Powiat legnicki",2007,89.7
"19770",210000,"Powiat lubański",2007,95.48
"19771",211000,"Powiat lubiński",2007,98.56
"19772",212000,"Powiat lwówecki",2007,93.98
"19773",213000,"Powiat milicki",2007,96.74
"19774",214000,"Powiat oleśnicki",2007,94.84
"19775",215000,"Powiat oławski",2007,94.66
"19776",216000,"Powiat polkowicki",2007,90.76
"19777",217000,"Powiat strzeliński",2007,97.68
"19778",218000,"Powiat średzki",2007,86.83
"19779",219000,"Powiat świdnicki",2007,93.89
"19780",220000,"Powiat trzebnicki",2007,92.32
"19781",221000,"Powiat wałbrzyski",2007,92.45
"19782",222000,"Powiat wołowski",2007,93.36
"19783",223000,"Powiat wrocławski",2007,83.68
"19784",224000,"Powiat ząbkowicki",2007,92.63
"19785",225000,"Powiat zgorzelecki",2007,72.29
"19786",226000,"Powiat złotoryjski",2007,93.01
"19787",261000,"Powiat m.Jelenia Góra",2007,108.4
"19788",262000,"Powiat m.Legnica",2007,98.05
"19789",264000,"Powiat m.Wrocław",2007,97.14
"19790",265000,"Powiat m.Wałbrzych od 2013",2007,NA
"19791",401000,"Powiat aleksandrowski",2007,94.05
"19792",402000,"Powiat brodnicki",2007,96.9
"19793",403000,"Powiat bydgoski",2007,87.56
"19794",404000,"Powiat chełmiński",2007,93.94
"19795",405000,"Powiat golubsko-dobrzyński",2007,92.76
"19796",406000,"Powiat grudziądzki",2007,86.4
"19797",407000,"Powiat inowrocławski",2007,95.58
"19798",408000,"Powiat lipnowski",2007,96.67
"19799",409000,"Powiat mogileński",2007,94.39
"19800",410000,"Powiat nakielski",2007,95.18
"19801",411000,"Powiat radziejowski",2007,98.26
"19802",412000,"Powiat rypiński",2007,95.55
"19803",413000,"Powiat sępoleński",2007,91.15
"19804",414000,"Powiat świecki",2007,96.39
"19805",415000,"Powiat toruński",2007,85.53
"19806",416000,"Powiat tucholski",2007,95.77
"19807",417000,"Powiat wąbrzeski",2007,94.29
"19808",418000,"Powiat włocławski",2007,89.35
"19809",419000,"Powiat żniński",2007,98.09
"19810",461000,"Powiat m.Bydgoszcz",2007,97.6
"19811",462000,"Powiat m.Grudziądz",2007,99.91
"19812",463000,"Powiat m.Toruń",2007,99.45
"19813",464000,"Powiat m.Włocławek",2007,97.89
"19814",601000,"Powiat bialski",2007,94.05
"19815",602000,"Powiat biłgorajski",2007,97.55
"19816",603000,"Powiat chełmski",2007,92.44
"19817",604000,"Powiat hrubieszowski",2007,97.39
"19818",605000,"Powiat janowski",2007,95.45
"19819",606000,"Powiat krasnostawski",2007,97.19
"19820",607000,"Powiat kraśnicki",2007,96.04
"19821",608000,"Powiat lubartowski",2007,98.84
"19822",609000,"Powiat lubelski",2007,84.09
"19823",610000,"Powiat łęczyński",2007,96.54
"19824",611000,"Powiat łukowski",2007,98.51
"19825",612000,"Powiat opolski",2007,96.63
"19826",613000,"Powiat parczewski",2007,96.29
"19827",614000,"Powiat puławski",2007,97.41
