"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_ogolem_szt"
"19575",1804000,"Powiat jarosławski",2016,108
"19576",1805000,"Powiat jasielski",2016,75
"19577",1806000,"Powiat kolbuszowski",2016,10
"19578",1807000,"Powiat krośnieński",2016,18
"19579",1808000,"Powiat leżajski",2016,43
"19580",1809000,"Powiat lubaczowski",2016,37
"19581",1810000,"Powiat łańcucki",2016,27
"19582",1811000,"Powiat mielecki",2016,148
"19583",1812000,"Powiat niżański",2016,18
"19584",1813000,"Powiat przemyski",2016,38
"19585",1814000,"Powiat przeworski",2016,39
"19586",1815000,"Powiat ropczycko-sędziszowski",2016,31
"19587",1816000,"Powiat rzeszowski",2016,50
"19588",1817000,"Powiat sanocki",2016,47
"19589",1818000,"Powiat stalowowolski",2016,308
"19590",1819000,"Powiat strzyżowski",2016,16
"19591",1820000,"Powiat tarnobrzeski",2016,41
"19592",1821000,"Powiat leski",2016,26
"19593",1861000,"Powiat m.Krosno",2016,81
"19594",1862000,"Powiat m.Przemyśl",2016,170
"19595",1863000,"Powiat m.Rzeszów",2016,586
"19596",1864000,"Powiat m.Tarnobrzeg",2016,47
"19597",2001000,"Powiat augustowski",2016,85
"19598",2002000,"Powiat białostocki",2016,143
"19599",2003000,"Powiat bielski",2016,0
"19600",2004000,"Powiat grajewski",2016,26
"19601",2005000,"Powiat hajnowski",2016,38
"19602",2006000,"Powiat kolneński",2016,49
"19603",2007000,"Powiat łomżyński",2016,4
"19604",2008000,"Powiat moniecki",2016,19
"19605",2009000,"Powiat sejneński",2016,32
"19606",2010000,"Powiat siemiatycki",2016,9
"19607",2011000,"Powiat sokólski",2016,35
"19608",2012000,"Powiat suwalski",2016,19
"19609",2013000,"Powiat wysokomazowiecki",2016,33
"19610",2014000,"Powiat zambrowski",2016,61
"19611",2061000,"Powiat m.Białystok",2016,1216
"19612",2062000,"Powiat m.Łomża",2016,164
"19613",2063000,"Powiat m.Suwałki",2016,31
"19614",2201000,"Powiat bytowski",2016,224
"19615",2202000,"Powiat chojnicki",2016,153
"19616",2203000,"Powiat człuchowski",2016,160
"19617",2204000,"Powiat gdański",2016,360
"19618",2205000,"Powiat kartuski",2016,100
"19619",2206000,"Powiat kościerski",2016,84
"19620",2207000,"Powiat kwidzyński",2016,230
"19621",2208000,"Powiat lęborski",2016,329
"19622",2209000,"Powiat malborski",2016,197
"19623",2210000,"Powiat nowodworski",2016,93
"19624",2211000,"Powiat pucki",2016,222
"19625",2212000,"Powiat słupski",2016,210
"19626",2213000,"Powiat starogardzki",2016,211
"19627",2214000,"Powiat tczewski",2016,405
"19628",2215000,"Powiat wejherowski",2016,612
"19629",2216000,"Powiat sztumski",2016,72
"19630",2261000,"Powiat m.Gdańsk",2016,2908
"19631",2262000,"Powiat m.Gdynia",2016,1247
"19632",2263000,"Powiat m.Słupsk",2016,505
"19633",2264000,"Powiat m.Sopot",2016,402
"19634",2401000,"Powiat będziński",2016,338
"19635",2402000,"Powiat bielski",2016,140
"19636",2403000,"Powiat cieszyński",2016,219
"19637",2404000,"Powiat częstochowski",2016,73
"19638",2405000,"Powiat gliwicki",2016,303
"19639",2406000,"Powiat kłobucki",2016,20
"19640",2407000,"Powiat lubliniecki",2016,51
"19641",2408000,"Powiat mikołowski",2016,113
"19642",2409000,"Powiat myszkowski",2016,52
"19643",2410000,"Powiat pszczyński",2016,233
"19644",2411000,"Powiat raciborski",2016,221
"19645",2412000,"Powiat rybnicki",2016,69
"19646",2413000,"Powiat tarnogórski",2016,181
"19647",2414000,"Powiat bieruńsko-lędziński",2016,85
"19648",2415000,"Powiat wodzisławski",2016,199
"19649",2416000,"Powiat zawierciański",2016,95
"19650",2417000,"Powiat żywiecki",2016,76
"19651",2461000,"Powiat m.Bielsko-Biała",2016,544
"19652",2462000,"Powiat m.Bytom",2016,892
"19653",2463000,"Powiat m.Chorzów",2016,388
"19654",2464000,"Powiat m.Częstochowa",2016,560
"19655",2465000,"Powiat m.Dąbrowa Górnicza",2016,314
"19656",2466000,"Powiat m.Gliwice",2016,928
"19657",2467000,"Powiat m.Jastrzębie-Zdrój",2016,121
"19658",2468000,"Powiat m.Jaworzno",2016,323
"19659",2469000,"Powiat m.Katowice",2016,1286
"19660",2470000,"Powiat m.Mysłowice",2016,383
"19661",2471000,"Powiat m.Piekary Śląskie",2016,185
"19662",2472000,"Powiat m.Ruda Śląska",2016,569
"19663",2473000,"Powiat m.Rybnik",2016,308
"19664",2474000,"Powiat m.Siemianowice Śląskie",2016,276
"19665",2475000,"Powiat m.Sosnowiec",2016,333
"19666",2476000,"Powiat m.Świętochłowice",2016,167
"19667",2477000,"Powiat m.Tychy",2016,588
"19668",2478000,"Powiat m.Zabrze",2016,715
"19669",2479000,"Powiat m.Żory",2016,156
"19670",2601000,"Powiat buski",2016,43
"19671",2602000,"Powiat jędrzejowski",2016,71
"19672",2603000,"Powiat kazimierski",2016,19
"19673",2604000,"Powiat kielecki",2016,6
"19674",2605000,"Powiat konecki",2016,50
"19675",2606000,"Powiat opatowski",2016,15
"19676",2607000,"Powiat ostrowiecki",2016,87
"19677",2608000,"Powiat pińczowski",2016,36
"19678",2609000,"Powiat sandomierski",2016,49
"19679",2610000,"Powiat skarżyski",2016,137
"19680",2611000,"Powiat starachowicki",2016,178
"19681",2612000,"Powiat staszowski",2016,38
"19682",2613000,"Powiat włoszczowski",2016,33
"19683",2661000,"Powiat m.Kielce",2016,650
"19684",2801000,"Powiat bartoszycki",2016,160
"19685",2802000,"Powiat braniewski",2016,116
"19686",2803000,"Powiat działdowski",2016,131
"19687",2804000,"Powiat elbląski",2016,109
"19688",2805000,"Powiat ełcki",2016,345
"19689",2806000,"Powiat giżycki",2016,209
"19690",2807000,"Powiat iławski",2016,311
"19691",2808000,"Powiat kętrzyński",2016,224
"19692",2809000,"Powiat lidzbarski",2016,120
"19693",2810000,"Powiat mrągowski",2016,176
"19694",2811000,"Powiat nidzicki",2016,66
"19695",2812000,"Powiat nowomiejski",2016,51
"19696",2813000,"Powiat olecki",2016,120
"19697",2814000,"Powiat olsztyński",2016,288
"19698",2815000,"Powiat ostródzki",2016,265
"19699",2816000,"Powiat piski",2016,163
"19700",2817000,"Powiat szczycieński",2016,144
"19701",2818000,"Powiat gołdapski",2016,87
"19702",2819000,"Powiat węgorzewski",2016,57
"19703",2861000,"Powiat m.Elbląg",2016,476
"19704",2862000,"Powiat m.Olsztyn",2016,1048
"19705",3001000,"Powiat chodzieski",2016,76
"19706",3002000,"Powiat czarnkowsko-trzcianecki",2016,118
"19707",3003000,"Powiat gnieźnieński",2016,248
"19708",3004000,"Powiat gostyński",2016,46
"19709",3005000,"Powiat grodziski",2016,42
"19710",3006000,"Powiat jarociński",2016,77
"19711",3007000,"Powiat kaliski",2016,19
"19712",3008000,"Powiat kępiński",2016,6
"19713",3009000,"Powiat kolski",2016,60
"19714",3010000,"Powiat koniński",2016,42
"19715",3011000,"Powiat kościański",2016,76
"19716",3012000,"Powiat krotoszyński",2016,166
"19717",3013000,"Powiat leszczyński",2016,47
"19718",3014000,"Powiat międzychodzki",2016,79
"19719",3015000,"Powiat nowotomyski",2016,159
"19720",3016000,"Powiat obornicki",2016,92
"19721",3017000,"Powiat ostrowski",2016,129
"19722",3018000,"Powiat ostrzeszowski",2016,24
"19723",3019000,"Powiat pilski",2016,328
"19724",3020000,"Powiat pleszewski",2016,95
"19725",3021000,"Powiat poznański",2016,701
"19726",3022000,"Powiat rawicki",2016,54
"19727",3023000,"Powiat słupecki",2016,46
"19728",3024000,"Powiat szamotulski",2016,118
"19729",3025000,"Powiat średzki",2016,58
"19730",3026000,"Powiat śremski",2016,59
"19731",3027000,"Powiat turecki",2016,151
"19732",3028000,"Powiat wągrowiecki",2016,148
"19733",3029000,"Powiat wolsztyński",2016,32
"19734",3030000,"Powiat wrzesiński",2016,121
"19735",3031000,"Powiat złotowski",2016,142
"19736",3061000,"Powiat m.Kalisz",2016,289
"19737",3062000,"Powiat m.Konin",2016,243
"19738",3063000,"Powiat m.Leszno",2016,159
"19739",3064000,"Powiat m.Poznań",2016,2831
"19740",3201000,"Powiat białogardzki",2016,154
"19741",3202000,"Powiat choszczeński",2016,147
"19742",3203000,"Powiat drawski",2016,177
"19743",3204000,"Powiat goleniowski",2016,272
"19744",3205000,"Powiat gryficki",2016,177
"19745",3206000,"Powiat gryfiński",2016,233
"19746",3207000,"Powiat kamieński",2016,217
"19747",3208000,"Powiat kołobrzeski",2016,385
"19748",3209000,"Powiat koszaliński",2016,199
"19749",3210000,"Powiat myśliborski",2016,178
"19750",3211000,"Powiat policki",2016,307
"19751",3212000,"Powiat pyrzycki",2016,98
"19752",3213000,"Powiat sławieński",2016,184
"19753",3214000,"Powiat stargardzki",2016,504
"19754",3215000,"Powiat szczecinecki",2016,261
"19755",3216000,"Powiat świdwiński",2016,154
"19756",3217000,"Powiat wałecki",2016,147
"19757",3218000,"Powiat łobeski",2016,113
"19758",3261000,"Powiat m.Koszalin",2016,581
"19759",3262000,"Powiat m.Szczecin",2016,2008
"19760",3263000,"Powiat m.Świnoujście",2016,226
"19761",201000,"Powiat bolesławiecki",2017,576
"19762",202000,"Powiat dzierżoniowski",2017,323
"19763",203000,"Powiat głogowski",2017,430
"19764",204000,"Powiat górowski",2017,0
"19765",205000,"Powiat jaworski",2017,134
"19766",206000,"Powiat jeleniogórski",2017,165
"19767",207000,"Powiat kamiennogórski",2017,127
"19768",208000,"Powiat kłodzki",2017,500
"19769",209000,"Powiat legnicki",2017,98
"19770",210000,"Powiat lubański",2017,240
"19771",211000,"Powiat lubiński",2017,500
"19772",212000,"Powiat lwówecki",2017,108
"19773",213000,"Powiat milicki",2017,73
"19774",214000,"Powiat oleśnicki",2017,367
"19775",215000,"Powiat oławski",2017,211
"19776",216000,"Powiat polkowicki",2017,185
"19777",217000,"Powiat strzeliński",2017,95
"19778",218000,"Powiat średzki",2017,76
"19779",219000,"Powiat świdnicki",2017,794
"19780",220000,"Powiat trzebnicki",2017,252
"19781",221000,"Powiat wałbrzyski",2017,302
"19782",222000,"Powiat wołowski",2017,306
"19783",223000,"Powiat wrocławski",2017,446
"19784",224000,"Powiat ząbkowicki",2017,202
"19785",225000,"Powiat zgorzelecki",2017,379
"19786",226000,"Powiat złotoryjski",2017,139
"19787",261000,"Powiat m.Jelenia Góra",2017,864
"19788",262000,"Powiat m.Legnica",2017,666
"19789",264000,"Powiat m.Wrocław",2017,5565
"19790",265000,"Powiat m.Wałbrzych od 2013",2017,680
"19791",401000,"Powiat aleksandrowski",2017,173
"19792",402000,"Powiat brodnicki",2017,135
"19793",403000,"Powiat bydgoski",2017,147
"19794",404000,"Powiat chełmiński",2017,110
"19795",405000,"Powiat golubsko-dobrzyński",2017,81
"19796",406000,"Powiat grudziądzki",2017,55
"19797",407000,"Powiat inowrocławski",2017,566
"19798",408000,"Powiat lipnowski",2017,49
"19799",409000,"Powiat mogileński",2017,54
"19800",410000,"Powiat nakielski",2017,181
"19801",411000,"Powiat radziejowski",2017,51
"19802",412000,"Powiat rypiński",2017,34
"19803",413000,"Powiat sępoleński",2017,59
"19804",414000,"Powiat świecki",2017,140
"19805",415000,"Powiat toruński",2017,127
"19806",416000,"Powiat tucholski",2017,38
"19807",417000,"Powiat wąbrzeski",2017,68
"19808",418000,"Powiat włocławski",2017,41
"19809",419000,"Powiat żniński",2017,116
"19810",461000,"Powiat m.Bydgoszcz",2017,2070
"19811",462000,"Powiat m.Grudziądz",2017,400
"19812",463000,"Powiat m.Toruń",2017,1067
"19813",464000,"Powiat m.Włocławek",2017,527
"19814",601000,"Powiat bialski",2017,16
"19815",602000,"Powiat biłgorajski",2017,61
"19816",603000,"Powiat chełmski",2017,27
"19817",604000,"Powiat hrubieszowski",2017,87
"19818",605000,"Powiat janowski",2017,17
"19819",606000,"Powiat krasnostawski",2017,23
"19820",607000,"Powiat kraśnicki",2017,114
"19821",608000,"Powiat lubartowski",2017,84
"19822",609000,"Powiat lubelski",2017,102
"19823",610000,"Powiat łęczyński",2017,50
"19824",611000,"Powiat łukowski",2017,71
"19825",612000,"Powiat opolski",2017,67
"19826",613000,"Powiat parczewski",2017,76
"19827",614000,"Powiat puławski",2017,181
"19828",615000,"Powiat radzyński",2017,81
"19829",616000,"Powiat rycki",2017,66
"19830",617000,"Powiat świdnicki",2017,140
"19831",618000,"Powiat tomaszowski",2017,59
"19832",619000,"Powiat włodawski",2017,59
"19833",620000,"Powiat zamojski",2017,17
"19834",661000,"Powiat m.Biała Podlaska",2017,115
"19835",662000,"Powiat m.Chełm",2017,239
"19836",663000,"Powiat m.Lublin",2017,1510
"19837",664000,"Powiat m.Zamość",2017,203
"19838",801000,"Powiat gorzowski",2017,283
"19839",802000,"Powiat krośnieński",2017,139
"19840",803000,"Powiat międzyrzecki",2017,181
"19841",804000,"Powiat nowosolski",2017,210
"19842",805000,"Powiat słubicki",2017,187
"19843",806000,"Powiat strzelecko-drezdenecki",2017,161
"19844",807000,"Powiat sulęciński",2017,97
"19845",808000,"Powiat świebodziński",2017,175
"19846",809000,"Powiat zielonogórski",2017,163
"19847",810000,"Powiat żagański",2017,312
"19848",811000,"Powiat żarski",2017,485
"19849",812000,"Powiat wschowski",2017,49
"19850",861000,"Powiat m.Gorzów Wielkopolski",2017,760
"19851",862000,"Powiat m.Zielona Góra",2017,1078
"19852",1001000,"Powiat bełchatowski",2017,318
"19853",1002000,"Powiat kutnowski",2017,136
"19854",1003000,"Powiat łaski",2017,60
"19855",1004000,"Powiat łęczycki",2017,39
"19856",1005000,"Powiat łowicki",2017,52
"19857",1006000,"Powiat łódzki wschodni",2017,43
"19858",1007000,"Powiat opoczyński",2017,67
"19859",1008000,"Powiat pabianicki",2017,240
"19860",1009000,"Powiat pajęczański",2017,4
"19861",1010000,"Powiat piotrkowski",2017,21
"19862",1011000,"Powiat poddębicki",2017,28
"19863",1012000,"Powiat radomszczański",2017,89
"19864",1013000,"Powiat rawski",2017,52
"19865",1014000,"Powiat sieradzki",2017,105
"19866",1015000,"Powiat skierniewicki",2017,5
"19867",1016000,"Powiat tomaszowski",2017,229
"19868",1017000,"Powiat wieluński",2017,30
"19869",1018000,"Powiat wieruszowski",2017,18
"19870",1019000,"Powiat zduńskowolski",2017,163
"19871",1020000,"Powiat zgierski",2017,348
"19872",1021000,"Powiat brzeziński",2017,35
"19873",1061000,"Powiat m.Łódź",2017,3534
"19874",1062000,"Powiat m.Piotrków Trybunalski",2017,254
"19875",1063000,"Powiat m.Skierniewice",2017,126
"19876",1201000,"Powiat bocheński",2017,72
"19877",1202000,"Powiat brzeski",2017,40
"19878",1203000,"Powiat chrzanowski",2017,314
"19879",1204000,"Powiat dąbrowski",2017,17
"19880",1205000,"Powiat gorlicki",2017,62
"19881",1206000,"Powiat krakowski",2017,162
"19882",1207000,"Powiat limanowski",2017,35
"19883",1208000,"Powiat miechowski",2017,25
"19884",1209000,"Powiat myślenicki",2017,47
"19885",1210000,"Powiat nowosądecki",2017,61
"19886",1211000,"Powiat nowotarski",2017,98
"19887",1212000,"Powiat olkuski",2017,135
"19888",1213000,"Powiat oświęcimski",2017,300
"19889",1214000,"Powiat proszowicki",2017,14
"19890",1215000,"Powiat suski",2017,36
"19891",1216000,"Powiat tarnowski",2017,5
"19892",1217000,"Powiat tatrzański",2017,113
"19893",1218000,"Powiat wadowicki",2017,101
"19894",1219000,"Powiat wielicki",2017,141
"19895",1261000,"Powiat m.Kraków",2017,4040
"19896",1262000,"Powiat m.Nowy Sącz",2017,232
"19897",1263000,"Powiat m.Tarnów",2017,366
"19898",1401000,"Powiat białobrzeski",2017,23
"19899",1402000,"Powiat ciechanowski",2017,109
"19900",1403000,"Powiat garwoliński",2017,10
"19901",1404000,"Powiat gostyniński",2017,60
"19902",1405000,"Powiat grodziski",2017,144
"19903",1406000,"Powiat grójecki",2017,84
"19904",1407000,"Powiat kozienicki",2017,77
"19905",1408000,"Powiat legionowski",2017,337
"19906",1409000,"Powiat lipski",2017,5
"19907",1410000,"Powiat łosicki",2017,6
"19908",1411000,"Powiat makowski",2017,12
"19909",1412000,"Powiat miński",2017,182
"19910",1413000,"Powiat mławski",2017,126
"19911",1414000,"Powiat nowodworski",2017,224
"19912",1415000,"Powiat ostrołęcki",2017,0
"19913",1416000,"Powiat ostrowski",2017,34
"19914",1417000,"Powiat otwocki",2017,144
"19915",1418000,"Powiat piaseczyński",2017,519
"19916",1419000,"Powiat płocki",2017,32
"19917",1420000,"Powiat płoński",2017,109
"19918",1421000,"Powiat pruszkowski",2017,380
"19919",1422000,"Powiat przasnyski",2017,77
"19920",1423000,"Powiat przysuski",2017,18
"19921",1424000,"Powiat pułtuski",2017,56
"19922",1425000,"Powiat radomski",2017,92
"19923",1426000,"Powiat siedlecki",2017,13
"19924",1427000,"Powiat sierpecki",2017,35
"19925",1428000,"Powiat sochaczewski",2017,153
"19926",1429000,"Powiat sokołowski",2017,127
"19927",1430000,"Powiat szydłowiecki",2017,50
"19928",1432000,"Powiat warszawski zachodni",2017,162
"19929",1433000,"Powiat węgrowski",2017,27
"19930",1434000,"Powiat wołomiński",2017,592
"19931",1435000,"Powiat wyszkowski",2017,51
"19932",1436000,"Powiat zwoleński",2017,14
"19933",1437000,"Powiat żuromiński",2017,34
"19934",1438000,"Powiat żyrardowski",2017,151
"19935",1461000,"Powiat m.Ostrołęka",2017,117
"19936",1462000,"Powiat m.Płock",2017,377
"19937",1463000,"Powiat m.Radom",2017,596
"19938",1464000,"Powiat m.Siedlce",2017,388
"19939",1465000,"Powiat m. st. Warszawa",2017,13766
"19940",1601000,"Powiat brzeski",2017,400
"19941",1602000,"Powiat głubczycki",2017,122
"19942",1603000,"Powiat kędzierzyńsko-kozielski",2017,276
"19943",1604000,"Powiat kluczborski",2017,196
"19944",1605000,"Powiat krapkowicki",2017,96
"19945",1606000,"Powiat namysłowski",2017,151
"19946",1607000,"Powiat nyski",2017,423
"19947",1608000,"Powiat oleski",2017,36
"19948",1609000,"Powiat opolski",2017,148
"19949",1610000,"Powiat prudnicki",2017,127
"19950",1611000,"Powiat strzelecki",2017,128
"19951",1661000,"Powiat m.Opole",2017,718
"19952",1801000,"Powiat bieszczadzki",2017,46
"19953",1802000,"Powiat brzozowski",2017,24
"19954",1803000,"Powiat dębicki",2017,95
"19955",1804000,"Powiat jarosławski",2017,192
"19956",1805000,"Powiat jasielski",2017,75
"19957",1806000,"Powiat kolbuszowski",2017,12
"19958",1807000,"Powiat krośnieński",2017,22
"19959",1808000,"Powiat leżajski",2017,53
"19960",1809000,"Powiat lubaczowski",2017,32
"19961",1810000,"Powiat łańcucki",2017,60
"19962",1811000,"Powiat mielecki",2017,149
"19963",1812000,"Powiat niżański",2017,35
"19964",1813000,"Powiat przemyski",2017,34
"19965",1814000,"Powiat przeworski",2017,25
"19966",1815000,"Powiat ropczycko-sędziszowski",2017,23
"19967",1816000,"Powiat rzeszowski",2017,59
"19968",1817000,"Powiat sanocki",2017,88
"19969",1818000,"Powiat stalowowolski",2017,307
"19970",1819000,"Powiat strzyżowski",2017,14
"19971",1820000,"Powiat tarnobrzeski",2017,46
"19972",1821000,"Powiat leski",2017,20
"19973",1861000,"Powiat m.Krosno",2017,86
"19974",1862000,"Powiat m.Przemyśl",2017,165
"19975",1863000,"Powiat m.Rzeszów",2017,488
"19976",1864000,"Powiat m.Tarnobrzeg",2017,78
"19977",2001000,"Powiat augustowski",2017,71
"19978",2002000,"Powiat białostocki",2017,161
"19979",2003000,"Powiat bielski",2017,0
"19980",2004000,"Powiat grajewski",2017,53
"19981",2005000,"Powiat hajnowski",2017,54
"19982",2006000,"Powiat kolneński",2017,40
"19983",2007000,"Powiat łomżyński",2017,4
"19984",2008000,"Powiat moniecki",2017,27
"19985",2009000,"Powiat sejneński",2017,21
"19986",2010000,"Powiat siemiatycki",2017,5
"19987",2011000,"Powiat sokólski",2017,33
"19988",2012000,"Powiat suwalski",2017,16
"19989",2013000,"Powiat wysokomazowiecki",2017,27
"19990",2014000,"Powiat zambrowski",2017,70
"19991",2061000,"Powiat m.Białystok",2017,1354
"19992",2062000,"Powiat m.Łomża",2017,168
"19993",2063000,"Powiat m.Suwałki",2017,174
"19994",2201000,"Powiat bytowski",2017,207
"19995",2202000,"Powiat chojnicki",2017,227
"19996",2203000,"Powiat człuchowski",2017,172
"19997",2204000,"Powiat gdański",2017,445
"19998",2205000,"Powiat kartuski",2017,124
"19999",2206000,"Powiat kościerski",2017,78
"20000",2207000,"Powiat kwidzyński",2017,215
"20001",2208000,"Powiat lęborski",2017,353
"20002",2209000,"Powiat malborski",2017,218
"20003",2210000,"Powiat nowodworski",2017,140
"20004",2211000,"Powiat pucki",2017,262
"20005",2212000,"Powiat słupski",2017,241
"20006",2213000,"Powiat starogardzki",2017,215
"20007",2214000,"Powiat tczewski",2017,449
"20008",2215000,"Powiat wejherowski",2017,696
"20009",2216000,"Powiat sztumski",2017,81
"20010",2261000,"Powiat m.Gdańsk",2017,3114
"20011",2262000,"Powiat m.Gdynia",2017,1668
"20012",2263000,"Powiat m.Słupsk",2017,695
"20013",2264000,"Powiat m.Sopot",2017,367
"20014",2401000,"Powiat będziński",2017,356
"20015",2402000,"Powiat bielski",2017,137
"20016",2403000,"Powiat cieszyński",2017,208
"20017",2404000,"Powiat częstochowski",2017,64
"20018",2405000,"Powiat gliwicki",2017,303
"20019",2406000,"Powiat kłobucki",2017,25
"20020",2407000,"Powiat lubliniecki",2017,58
"20021",2408000,"Powiat mikołowski",2017,166
"20022",2409000,"Powiat myszkowski",2017,52
"20023",2410000,"Powiat pszczyński",2017,247
"20024",2411000,"Powiat raciborski",2017,247
"20025",2412000,"Powiat rybnicki",2017,98
"20026",2413000,"Powiat tarnogórski",2017,299
"20027",2414000,"Powiat bieruńsko-lędziński",2017,92
"20028",2415000,"Powiat wodzisławski",2017,204
"20029",2416000,"Powiat zawierciański",2017,206
"20030",2417000,"Powiat żywiecki",2017,55
"20031",2461000,"Powiat m.Bielsko-Biała",2017,624
"20032",2462000,"Powiat m.Bytom",2017,1041
"20033",2463000,"Powiat m.Chorzów",2017,424
"20034",2464000,"Powiat m.Częstochowa",2017,569
"20035",2465000,"Powiat m.Dąbrowa Górnicza",2017,314
"20036",2466000,"Powiat m.Gliwice",2017,964
"20037",2467000,"Powiat m.Jastrzębie-Zdrój",2017,139
"20038",2468000,"Powiat m.Jaworzno",2017,357
"20039",2469000,"Powiat m.Katowice",2017,1509
"20040",2470000,"Powiat m.Mysłowice",2017,411
"20041",2471000,"Powiat m.Piekary Śląskie",2017,177
"20042",2472000,"Powiat m.Ruda Śląska",2017,610
"20043",2473000,"Powiat m.Rybnik",2017,391
"20044",2474000,"Powiat m.Siemianowice Śląskie",2017,330
"20045",2475000,"Powiat m.Sosnowiec",2017,405
"20046",2476000,"Powiat m.Świętochłowice",2017,191
"20047",2477000,"Powiat m.Tychy",2017,636
"20048",2478000,"Powiat m.Zabrze",2017,899
"20049",2479000,"Powiat m.Żory",2017,180
"20050",2601000,"Powiat buski",2017,42
"20051",2602000,"Powiat jędrzejowski",2017,16
"20052",2603000,"Powiat kazimierski",2017,14
"20053",2604000,"Powiat kielecki",2017,4
"20054",2605000,"Powiat konecki",2017,52
"20055",2606000,"Powiat opatowski",2017,18
"20056",2607000,"Powiat ostrowiecki",2017,87
"20057",2608000,"Powiat pińczowski",2017,31
"20058",2609000,"Powiat sandomierski",2017,52
"20059",2610000,"Powiat skarżyski",2017,147
"20060",2611000,"Powiat starachowicki",2017,193
"20061",2612000,"Powiat staszowski",2017,64
"20062",2613000,"Powiat włoszczowski",2017,42
"20063",2661000,"Powiat m.Kielce",2017,807
"20064",2801000,"Powiat bartoszycki",2017,145
"20065",2802000,"Powiat braniewski",2017,138
"20066",2803000,"Powiat działdowski",2017,135
"20067",2804000,"Powiat elbląski",2017,108
"20068",2805000,"Powiat ełcki",2017,415
"20069",2806000,"Powiat giżycki",2017,354
"20070",2807000,"Powiat iławski",2017,353
"20071",2808000,"Powiat kętrzyński",2017,271
"20072",2809000,"Powiat lidzbarski",2017,148
"20073",2810000,"Powiat mrągowski",2017,157
"20074",2811000,"Powiat nidzicki",2017,69
"20075",2812000,"Powiat nowomiejski",2017,52
"20076",2813000,"Powiat olecki",2017,124
"20077",2814000,"Powiat olsztyński",2017,341
"20078",2815000,"Powiat ostródzki",2017,330
"20079",2816000,"Powiat piski",2017,195
"20080",2817000,"Powiat szczycieński",2017,155
"20081",2818000,"Powiat gołdapski",2017,81
"20082",2819000,"Powiat węgorzewski",2017,71
"20083",2861000,"Powiat m.Elbląg",2017,700
"20084",2862000,"Powiat m.Olsztyn",2017,1190
"20085",3001000,"Powiat chodzieski",2017,82
"20086",3002000,"Powiat czarnkowsko-trzcianecki",2017,132
"20087",3003000,"Powiat gnieźnieński",2017,231
"20088",3004000,"Powiat gostyński",2017,82
"20089",3005000,"Powiat grodziski",2017,81
"20090",3006000,"Powiat jarociński",2017,86
"20091",3007000,"Powiat kaliski",2017,7
"20092",3008000,"Powiat kępiński",2017,41
"20093",3009000,"Powiat kolski",2017,72
"20094",3010000,"Powiat koniński",2017,54
"20095",3011000,"Powiat kościański",2017,113
"20096",3012000,"Powiat krotoszyński",2017,98
"20097",3013000,"Powiat leszczyński",2017,66
"20098",3014000,"Powiat międzychodzki",2017,72
"20099",3015000,"Powiat nowotomyski",2017,145
"20100",3016000,"Powiat obornicki",2017,100
"20101",3017000,"Powiat ostrowski",2017,397
"20102",3018000,"Powiat ostrzeszowski",2017,21
"20103",3019000,"Powiat pilski",2017,369
"20104",3020000,"Powiat pleszewski",2017,61
"20105",3021000,"Powiat poznański",2017,283
"20106",3022000,"Powiat rawicki",2017,81
"20107",3023000,"Powiat słupecki",2017,60
"20108",3024000,"Powiat szamotulski",2017,145
"20109",3025000,"Powiat średzki",2017,72
"20110",3026000,"Powiat śremski",2017,102
"20111",3027000,"Powiat turecki",2017,120
"20112",3028000,"Powiat wągrowiecki",2017,99
"20113",3029000,"Powiat wolsztyński",2017,86
"20114",3030000,"Powiat wrzesiński",2017,143
"20115",3031000,"Powiat złotowski",2017,154
"20116",3061000,"Powiat m.Kalisz",2017,416
"20117",3062000,"Powiat m.Konin",2017,241
"20118",3063000,"Powiat m.Leszno",2017,206
"20119",3064000,"Powiat m.Poznań",2017,2987
"20120",3201000,"Powiat białogardzki",2017,165
"20121",3202000,"Powiat choszczeński",2017,126
"20122",3203000,"Powiat drawski",2017,165
"20123",3204000,"Powiat goleniowski",2017,266
"20124",3205000,"Powiat gryficki",2017,182
"20125",3206000,"Powiat gryfiński",2017,257
"20126",3207000,"Powiat kamieński",2017,250
"20127",3208000,"Powiat kołobrzeski",2017,247
"20128",3209000,"Powiat koszaliński",2017,230
"20129",3210000,"Powiat myśliborski",2017,172
"20130",3211000,"Powiat policki",2017,221
"20131",3212000,"Powiat pyrzycki",2017,100
"20132",3213000,"Powiat sławieński",2017,301
"20133",3214000,"Powiat stargardzki",2017,535
"20134",3215000,"Powiat szczecinecki",2017,346
"20135",3216000,"Powiat świdwiński",2017,146
"20136",3217000,"Powiat wałecki",2017,177
"20137",3218000,"Powiat łobeski",2017,121
"20138",3261000,"Powiat m.Koszalin",2017,663
"20139",3262000,"Powiat m.Szczecin",2017,2266
"20140",3263000,"Powiat m.Świnoujście",2017,258
"20141",201000,"Powiat bolesławiecki",2018,521
"20142",202000,"Powiat dzierżoniowski",2018,403
"20143",203000,"Powiat głogowski",2018,379
"20144",204000,"Powiat górowski",2018,31
"20145",205000,"Powiat jaworski",2018,135
"20146",206000,"Powiat jeleniogórski",2018,152
"20147",207000,"Powiat kamiennogórski",2018,152
