"","Kod","Nazwa","rok","Lozka_w_szpitalach_ogolnych_wskazniki_loZka_w_szpitalach_ogolnych"
"3792",1435000,"Powiat wyszkowski",2015,215
"3793",1436000,"Powiat zwoleński",2015,35
"3794",1437000,"Powiat żuromiński",2015,151
"3795",1438000,"Powiat żyrardowski",2015,297
"3796",1461000,"Powiat m.Ostrołęka",2015,528
"3797",1462000,"Powiat m.Płock",2015,1224
"3798",1463000,"Powiat m.Radom",2015,1430
"3799",1464000,"Powiat m.Siedlce",2015,784
"3800",1465000,"Powiat m. st. Warszawa",2015,12044
"3801",1601000,"Powiat brzeski",2015,270
"3802",1602000,"Powiat głubczycki",2015,136
"3803",1603000,"Powiat kędzierzyńsko-kozielski",2015,381
"3804",1604000,"Powiat kluczborski",2015,176
"3805",1605000,"Powiat krapkowicki",2015,119
"3806",1606000,"Powiat namysłowski",2015,198
"3807",1607000,"Powiat nyski",2015,1101
"3808",1608000,"Powiat oleski",2015,199
"3809",1609000,"Powiat opolski",2015,257
"3810",1610000,"Powiat prudnicki",2015,179
"3811",1611000,"Powiat strzelecki",2015,199
"3812",1661000,"Powiat m.Opole",2015,1389
"3813",1801000,"Powiat bieszczadzki",2015,124
"3814",1802000,"Powiat brzozowski",2015,492
"3815",1803000,"Powiat dębicki",2015,516
"3816",1804000,"Powiat jarosławski",2015,285
"3817",1805000,"Powiat jasielski",2015,404
"3818",1806000,"Powiat kolbuszowski",2015,201
"3819",1808000,"Powiat leżajski",2015,425
"3820",1809000,"Powiat lubaczowski",2015,248
"3821",1810000,"Powiat łańcucki",2015,257
"3822",1811000,"Powiat mielecki",2015,550
"3823",1812000,"Powiat niżański",2015,230
"3824",1813000,"Powiat przemyski",2015,0
"3825",1814000,"Powiat przeworski",2015,300
"3826",1815000,"Powiat ropczycko-sędziszowski",2015,81
"3827",1816000,"Powiat rzeszowski",2015,204
"3828",1817000,"Powiat sanocki",2015,420
"3829",1818000,"Powiat stalowowolski",2015,561
"3830",1819000,"Powiat strzyżowski",2015,123
"3831",1820000,"Powiat tarnobrzeski",2015,277
"3832",1821000,"Powiat leski",2015,165
"3833",1861000,"Powiat m.Krosno",2015,664
"3834",1862000,"Powiat m.Przemyśl",2015,1014
"3835",1863000,"Powiat m.Rzeszów",2015,2325
"3836",1864000,"Powiat m.Tarnobrzeg",2015,383
"3837",2001000,"Powiat augustowski",2015,328
"3838",2002000,"Powiat białostocki",2015,129
"3839",2003000,"Powiat bielski",2015,247
"3840",2004000,"Powiat grajewski",2015,262
"3841",2005000,"Powiat hajnowski",2015,333
"3842",2006000,"Powiat kolneński",2015,139
"3843",2008000,"Powiat moniecki",2015,216
"3844",2009000,"Powiat sejneński",2015,88
"3845",2010000,"Powiat siemiatycki",2015,153
"3846",2011000,"Powiat sokólski",2015,214
"3847",2013000,"Powiat wysokomazowiecki",2015,166
"3848",2014000,"Powiat zambrowski",2015,98
"3849",2061000,"Powiat m.Białystok",2015,2475
"3850",2062000,"Powiat m.Łomża",2015,591
"3851",2063000,"Powiat m.Suwałki",2015,494
"3852",2201000,"Powiat bytowski",2015,218
"3853",2202000,"Powiat chojnicki",2015,443
"3854",2203000,"Powiat człuchowski",2015,198
"3855",2205000,"Powiat kartuski",2015,225
"3856",2206000,"Powiat kościerski",2015,528
"3857",2207000,"Powiat kwidzyński",2015,304
"3858",2208000,"Powiat lęborski",2015,256
"3859",2209000,"Powiat malborski",2015,168
"3860",2210000,"Powiat nowodworski",2015,325
"3861",2211000,"Powiat pucki",2015,283
"3862",2213000,"Powiat starogardzki",2015,322
"3863",2214000,"Powiat tczewski",2015,252
"3864",2215000,"Powiat wejherowski",2015,482
"3865",2216000,"Powiat sztumski",2015,256
"3866",2261000,"Powiat m.Gdańsk",2015,3101
"3867",2262000,"Powiat m.Gdynia",2015,1051
"3868",2263000,"Powiat m.Słupsk",2015,685
"3869",2264000,"Powiat m.Sopot",2015,409
"3870",2401000,"Powiat będziński",2015,444
"3871",2402000,"Powiat bielski",2015,746
"3872",2403000,"Powiat cieszyński",2015,1778
"3873",2404000,"Powiat częstochowski",2015,147
"3874",2405000,"Powiat gliwicki",2015,489
"3875",2406000,"Powiat kłobucki",2015,98
"3876",2407000,"Powiat lubliniecki",2015,349
"3877",2408000,"Powiat mikołowski",2015,338
"3878",2409000,"Powiat myszkowski",2015,222
"3879",2410000,"Powiat pszczyński",2015,455
"3880",2411000,"Powiat raciborski",2015,433
"3881",2413000,"Powiat tarnogórski",2015,1133
"3882",2414000,"Powiat bieruńsko-lędziński",2015,40
"3883",2415000,"Powiat wodzisławski",2015,754
"3884",2416000,"Powiat zawierciański",2015,376
"3885",2417000,"Powiat żywiecki",2015,403
"3886",2461000,"Powiat m.Bielsko-Biała",2015,1255
"3887",2462000,"Powiat m.Bytom",2015,1244
"3888",2463000,"Powiat m.Chorzów",2015,910
"3889",2464000,"Powiat m.Częstochowa",2015,1703
"3890",2465000,"Powiat m.Dąbrowa Górnicza",2015,473
"3891",2466000,"Powiat m.Gliwice",2015,1153
"3892",2467000,"Powiat m.Jastrzębie-Zdrój",2015,595
"3893",2468000,"Powiat m.Jaworzno",2015,397
"3894",2469000,"Powiat m.Katowice",2015,3541
"3895",2470000,"Powiat m.Mysłowice",2015,230
"3896",2471000,"Powiat m.Piekary Śląskie",2015,441
"3897",2472000,"Powiat m.Ruda Śląska",2015,460
"3898",2473000,"Powiat m.Rybnik",2015,696
"3899",2474000,"Powiat m.Siemianowice Śląskie",2015,420
"3900",2475000,"Powiat m.Sosnowiec",2015,1444
"3901",2476000,"Powiat m.Świętochłowice",2015,269
"3902",2477000,"Powiat m.Tychy",2015,569
"3903",2478000,"Powiat m.Zabrze",2015,1314
"3904",2479000,"Powiat m.Żory",2015,207
"3905",2601000,"Powiat buski",2015,538
"3906",2602000,"Powiat jędrzejowski",2015,180
"3907",2603000,"Powiat kazimierski",2015,57
"3908",2604000,"Powiat kielecki",2015,442
"3909",2605000,"Powiat konecki",2015,612
"3910",2606000,"Powiat opatowski",2015,153
"3911",2607000,"Powiat ostrowiecki",2015,451
"3912",2608000,"Powiat pińczowski",2015,168
"3913",2609000,"Powiat sandomierski",2015,464
"3914",2610000,"Powiat skarżyski",2015,335
"3915",2611000,"Powiat starachowicki",2015,439
"3916",2612000,"Powiat staszowski",2015,362
"3917",2613000,"Powiat włoszczowski",2015,271
"3918",2661000,"Powiat m.Kielce",2015,1841
"3919",2801000,"Powiat bartoszycki",2015,303
"3920",2802000,"Powiat braniewski",2015,94
"3921",2803000,"Powiat działdowski",2015,326
"3922",2804000,"Powiat elbląski",2015,45
"3923",2805000,"Powiat ełcki",2015,449
"3924",2806000,"Powiat giżycki",2015,243
"3925",2807000,"Powiat iławski",2015,248
"3926",2808000,"Powiat kętrzyński",2015,159
"3927",2809000,"Powiat lidzbarski",2015,87
"3928",2810000,"Powiat mrągowski",2015,140
"3929",2811000,"Powiat nidzicki",2015,89
"3930",2812000,"Powiat nowomiejski",2015,149
"3931",2813000,"Powiat olecki",2015,124
"3932",2814000,"Powiat olsztyński",2015,482
"3933",2815000,"Powiat ostródzki",2015,315
"3934",2816000,"Powiat piski",2015,178
"3935",2817000,"Powiat szczycieński",2015,137
"3936",2818000,"Powiat gołdapski",2015,54
"3937",2819000,"Powiat węgorzewski",2015,89
"3938",2861000,"Powiat m.Elbląg",2015,1173
"3939",2862000,"Powiat m.Olsztyn",2015,1784
"3940",3001000,"Powiat chodzieski",2015,195
"3941",3002000,"Powiat czarnkowsko-trzcianecki",2015,303
"3942",3003000,"Powiat gnieźnieński",2015,296
"3943",3004000,"Powiat gostyński",2015,165
"3944",3005000,"Powiat grodziski",2015,115
"3945",3006000,"Powiat jarociński",2015,174
"3946",3007000,"Powiat kaliski",2015,147
"3947",3008000,"Powiat kępiński",2015,259
"3948",3009000,"Powiat kolski",2015,224
"3949",3011000,"Powiat kościański",2015,237
"3950",3012000,"Powiat krotoszyński",2015,231
"3951",3013000,"Powiat leszczyński",2015,214
"3952",3014000,"Powiat międzychodzki",2015,151
"3953",3015000,"Powiat nowotomyski",2015,192
"3954",3016000,"Powiat obornicki",2015,375
"3955",3017000,"Powiat ostrowski",2015,499
"3956",3018000,"Powiat ostrzeszowski",2015,0
"3957",3019000,"Powiat pilski",2015,760
"3958",3020000,"Powiat pleszewski",2015,301
"3959",3021000,"Powiat poznański",2015,336
"3960",3022000,"Powiat rawicki",2015,155
"3961",3023000,"Powiat słupecki",2015,243
"3962",3024000,"Powiat szamotulski",2015,187
"3963",3025000,"Powiat średzki",2015,138
"3964",3026000,"Powiat śremski",2015,362
"3965",3027000,"Powiat turecki",2015,199
"3966",3028000,"Powiat wągrowiecki",2015,175
"3967",3029000,"Powiat wolsztyński",2015,177
"3968",3030000,"Powiat wrzesiński",2015,236
"3969",3031000,"Powiat złotowski",2015,308
"3970",3061000,"Powiat m.Kalisz",2015,840
"3971",3062000,"Powiat m.Konin",2015,884
"3972",3063000,"Powiat m.Leszno",2015,538
"3973",3064000,"Powiat m.Poznań",2015,6140
"3974",3201000,"Powiat białogardzki",2015,344
"3975",3202000,"Powiat choszczeński",2015,387
"3976",3203000,"Powiat drawski",2015,287
"3977",3204000,"Powiat goleniowski",2015,236
"3978",3205000,"Powiat gryficki",2015,367
"3979",3206000,"Powiat gryfiński",2015,81
"3980",3207000,"Powiat kamieński",2015,98
"3981",3208000,"Powiat kołobrzeski",2015,425
"3982",3210000,"Powiat myśliborski",2015,251
"3983",3211000,"Powiat policki",2015,180
"3984",3212000,"Powiat pyrzycki",2015,87
"3985",3213000,"Powiat sławieński",2015,161
"3986",3214000,"Powiat stargardzki",2015,296
"3987",3215000,"Powiat szczecinecki",2015,220
"3988",3216000,"Powiat świdwiński",2015,104
"3989",3217000,"Powiat wałecki",2015,300
"3990",3218000,"Powiat łobeski",2015,10
"3991",3261000,"Powiat m.Koszalin",2015,788
"3992",3262000,"Powiat m.Szczecin",2015,3529
"3993",3263000,"Powiat m.Świnoujście",2015,117
"3994",201000,"Powiat bolesławiecki",2016,173
"3995",202000,"Powiat dzierżoniowski",2016,201
"3996",203000,"Powiat głogowski",2016,200
"3997",204000,"Powiat górowski",2016,22
"3998",205000,"Powiat jaworski",2016,84
"3999",206000,"Powiat jeleniogórski",2016,777
"4000",207000,"Powiat kamiennogórski",2016,396
"4001",208000,"Powiat kłodzki",2016,1111
"4002",210000,"Powiat lubański",2016,258
"4003",211000,"Powiat lubiński",2016,795
"4004",212000,"Powiat lwówecki",2016,391
"4005",213000,"Powiat milicki",2016,374
"4006",214000,"Powiat oleśnicki",2016,239
"4007",215000,"Powiat oławski",2016,269
"4008",217000,"Powiat strzeliński",2016,121
"4009",218000,"Powiat średzki",2016,16
"4010",219000,"Powiat świdnicki",2016,491
"4011",220000,"Powiat trzebnicki",2016,440
"4012",221000,"Powiat wałbrzyski",2016,114
"4013",222000,"Powiat wołowski",2016,156
"4014",223000,"Powiat wrocławski",2016,44
"4015",224000,"Powiat ząbkowicki",2016,85
"4016",225000,"Powiat zgorzelecki",2016,579
"4017",226000,"Powiat złotoryjski",2016,235
"4018",261000,"Powiat m.Jelenia Góra",2016,636
"4019",262000,"Powiat m.Legnica",2016,574
"4020",264000,"Powiat m.Wrocław",2016,5287
"4021",265000,"Powiat m.Wałbrzych od 2013",2016,831
"4022",401000,"Powiat aleksandrowski",2016,210
"4023",402000,"Powiat brodnicki",2016,186
"4024",403000,"Powiat bydgoski",2016,45
"4025",404000,"Powiat chełmiński",2016,149
"4026",405000,"Powiat golubsko-dobrzyński",2016,221
"4027",406000,"Powiat grudziądzki",2016,35
"4028",407000,"Powiat inowrocławski",2016,503
"4029",408000,"Powiat lipnowski",2016,306
"4030",409000,"Powiat mogileński",2016,122
"4031",410000,"Powiat nakielski",2016,185
"4032",411000,"Powiat radziejowski",2016,264
"4033",412000,"Powiat rypiński",2016,201
"4034",413000,"Powiat sępoleński",2016,147
"4035",414000,"Powiat świecki",2016,304
"4036",415000,"Powiat toruński",2016,114
"4037",416000,"Powiat tucholski",2016,134
"4038",417000,"Powiat wąbrzeski",2016,112
"4039",419000,"Powiat żniński",2016,178
"4040",461000,"Powiat m.Bydgoszcz",2016,3417
"4041",462000,"Powiat m.Grudziądz",2016,1039
"4042",463000,"Powiat m.Toruń",2016,1337
"4043",464000,"Powiat m.Włocławek",2016,651
"4044",601000,"Powiat bialski",2016,152
"4045",602000,"Powiat biłgorajski",2016,321
"4046",603000,"Powiat chełmski",2016,46
"4047",604000,"Powiat hrubieszowski",2016,355
"4048",605000,"Powiat janowski",2016,298
"4049",606000,"Powiat krasnostawski",2016,290
"4050",607000,"Powiat kraśnicki",2016,326
"4051",608000,"Powiat lubartowski",2016,264
"4052",609000,"Powiat lubelski",2016,190
"4053",610000,"Powiat łęczyński",2016,207
"4054",611000,"Powiat łukowski",2016,519
"4055",612000,"Powiat opolski",2016,277
"4056",613000,"Powiat parczewski",2016,224
"4057",614000,"Powiat puławski",2016,546
"4058",615000,"Powiat radzyński",2016,295
"4059",616000,"Powiat rycki",2016,149
"4060",617000,"Powiat świdnicki",2016,226
"4061",618000,"Powiat tomaszowski",2016,444
"4062",619000,"Powiat włodawski",2016,263
"4063",620000,"Powiat zamojski",2016,59
"4064",661000,"Powiat m.Biała Podlaska",2016,623
"4065",662000,"Powiat m.Chełm",2016,597
"4066",663000,"Powiat m.Lublin",2016,3796
"4067",664000,"Powiat m.Zamość",2016,789
"4068",801000,"Powiat gorzowski",2016,158
"4069",802000,"Powiat krośnieński",2016,0
"4070",803000,"Powiat międzyrzecki",2016,246
"4071",804000,"Powiat nowosolski",2016,491
"4072",805000,"Powiat słubicki",2016,155
"4073",806000,"Powiat strzelecko-drezdenecki",2016,141
"4074",807000,"Powiat sulęciński",2016,415
"4075",808000,"Powiat świebodziński",2016,195
"4076",809000,"Powiat zielonogórski",2016,237
"4077",810000,"Powiat żagański",2016,148
"4078",811000,"Powiat żarski",2016,362
"4079",812000,"Powiat wschowski",2016,79
"4080",861000,"Powiat m.Gorzów Wielkopolski",2016,886
"4081",862000,"Powiat m.Zielona Góra",2016,834
"4082",1001000,"Powiat bełchatowski",2016,770
"4083",1002000,"Powiat kutnowski",2016,354
"4084",1003000,"Powiat łaski",2016,167
"4085",1004000,"Powiat łęczycki",2016,243
"4086",1005000,"Powiat łowicki",2016,215
"4087",1006000,"Powiat łódzki wschodni",2016,24
"4088",1007000,"Powiat opoczyński",2016,212
"4089",1008000,"Powiat pabianicki",2016,401
"4090",1009000,"Powiat pajęczański",2016,28
"4091",1010000,"Powiat piotrkowski",2016,52
"4092",1011000,"Powiat poddębicki",2016,287
"4093",1012000,"Powiat radomszczański",2016,461
"4094",1013000,"Powiat rawski",2016,68
"4095",1014000,"Powiat sieradzki",2016,788
"4096",1016000,"Powiat tomaszowski",2016,488
"4097",1017000,"Powiat wieluński",2016,307
"4098",1018000,"Powiat wieruszowski",2016,42
"4099",1019000,"Powiat zduńskowolski",2016,161
"4100",1020000,"Powiat zgierski",2016,793
"4101",1021000,"Powiat brzeziński",2016,189
"4102",1061000,"Powiat m.Łódź",2016,5920
"4103",1062000,"Powiat m.Piotrków Trybunalski",2016,500
"4104",1063000,"Powiat m.Skierniewice",2016,307
"4105",1201000,"Powiat bocheński",2016,218
"4106",1202000,"Powiat brzeski",2016,275
"4107",1203000,"Powiat chrzanowski",2016,545
"4108",1204000,"Powiat dąbrowski",2016,263
"4109",1205000,"Powiat gorlicki",2016,470
"4110",1206000,"Powiat krakowski",2016,354
"4111",1207000,"Powiat limanowski",2016,459
"4112",1208000,"Powiat miechowski",2016,315
"4113",1209000,"Powiat myślenicki",2016,291
"4114",1210000,"Powiat nowosądecki",2016,259
"4115",1211000,"Powiat nowotarski",2016,731
"4116",1212000,"Powiat olkuski",2016,483
"4117",1213000,"Powiat oświęcimski",2016,491
"4118",1214000,"Powiat proszowicki",2016,264
"4119",1215000,"Powiat suski",2016,381
"4120",1216000,"Powiat tarnowski",2016,154
"4121",1217000,"Powiat tatrzański",2016,725
"4122",1218000,"Powiat wadowicki",2016,271
"4123",1219000,"Powiat wielicki",2016,0
"4124",1261000,"Powiat m.Kraków",2016,6146
"4125",1262000,"Powiat m.Nowy Sącz",2016,754
"4126",1263000,"Powiat m.Tarnów",2016,1070
"4127",1402000,"Powiat ciechanowski",2016,592
"4128",1403000,"Powiat garwoliński",2016,301
"4129",1404000,"Powiat gostyniński",2016,352
"4130",1405000,"Powiat grodziski",2016,291
"4131",1406000,"Powiat grójecki",2016,375
"4132",1407000,"Powiat kozienicki",2016,397
"4133",1408000,"Powiat legionowski",2016,164
"4134",1409000,"Powiat lipski",2016,234
"4135",1410000,"Powiat łosicki",2016,123
"4136",1411000,"Powiat makowski",2016,219
"4137",1412000,"Powiat miński",2016,391
"4138",1413000,"Powiat mławski",2016,203
"4139",1414000,"Powiat nowodworski",2016,160
"4140",1416000,"Powiat ostrowski",2016,231
"4141",1417000,"Powiat otwocki",2016,1226
"4142",1418000,"Powiat piaseczyński",2016,748
"4143",1420000,"Powiat płoński",2016,275
"4144",1421000,"Powiat pruszkowski",2016,463
"4145",1422000,"Powiat przasnyski",2016,307
"4146",1423000,"Powiat przysuski",2016,53
"4147",1424000,"Powiat pułtuski",2016,237
"4148",1425000,"Powiat radomski",2016,239
"4149",1427000,"Powiat sierpecki",2016,194
"4150",1428000,"Powiat sochaczewski",2016,349
"4151",1429000,"Powiat sokołowski",2016,239
"4152",1432000,"Powiat warszawski zachodni",2016,119
"4153",1433000,"Powiat węgrowski",2016,172
"4154",1434000,"Powiat wołomiński",2016,342
"4155",1435000,"Powiat wyszkowski",2016,219
"4156",1436000,"Powiat zwoleński",2016,35
"4157",1437000,"Powiat żuromiński",2016,151
"4158",1438000,"Powiat żyrardowski",2016,297
"4159",1461000,"Powiat m.Ostrołęka",2016,528
"4160",1462000,"Powiat m.Płock",2016,1224
"4161",1463000,"Powiat m.Radom",2016,1519
"4162",1464000,"Powiat m.Siedlce",2016,781
"4163",1465000,"Powiat m. st. Warszawa",2016,12490
"4164",1601000,"Powiat brzeski",2016,270
"4165",1602000,"Powiat głubczycki",2016,136
"4166",1603000,"Powiat kędzierzyńsko-kozielski",2016,413
"4167",1604000,"Powiat kluczborski",2016,215
"4168",1605000,"Powiat krapkowicki",2016,143
"4169",1606000,"Powiat namysłowski",2016,198
"4170",1607000,"Powiat nyski",2016,1124
"4171",1608000,"Powiat oleski",2016,201
"4172",1609000,"Powiat opolski",2016,257
"4173",1610000,"Powiat prudnicki",2016,179
"4174",1611000,"Powiat strzelecki",2016,199
"4175",1661000,"Powiat m.Opole",2016,1406
"4176",1801000,"Powiat bieszczadzki",2016,139
"4177",1802000,"Powiat brzozowski",2016,502
"4178",1803000,"Powiat dębicki",2016,516
"4179",1804000,"Powiat jarosławski",2016,305
"4180",1805000,"Powiat jasielski",2016,411
"4181",1806000,"Powiat kolbuszowski",2016,201
"4182",1808000,"Powiat leżajski",2016,415
"4183",1809000,"Powiat lubaczowski",2016,259
"4184",1810000,"Powiat łańcucki",2016,274
"4185",1811000,"Powiat mielecki",2016,543
"4186",1812000,"Powiat niżański",2016,230
"4187",1813000,"Powiat przemyski",2016,0
"4188",1814000,"Powiat przeworski",2016,300
"4189",1815000,"Powiat ropczycko-sędziszowski",2016,81
"4190",1816000,"Powiat rzeszowski",2016,246
"4191",1817000,"Powiat sanocki",2016,362
"4192",1818000,"Powiat stalowowolski",2016,567
"4193",1819000,"Powiat strzyżowski",2016,123
"4194",1820000,"Powiat tarnobrzeski",2016,277
"4195",1821000,"Powiat leski",2016,175
"4196",1861000,"Powiat m.Krosno",2016,682
"4197",1862000,"Powiat m.Przemyśl",2016,1018
"4198",1863000,"Powiat m.Rzeszów",2016,2329
"4199",1864000,"Powiat m.Tarnobrzeg",2016,387
"4200",2001000,"Powiat augustowski",2016,326
"4201",2002000,"Powiat białostocki",2016,105
"4202",2003000,"Powiat bielski",2016,247
"4203",2004000,"Powiat grajewski",2016,272
"4204",2005000,"Powiat hajnowski",2016,351
"4205",2006000,"Powiat kolneński",2016,139
"4206",2008000,"Powiat moniecki",2016,216
"4207",2009000,"Powiat sejneński",2016,88
"4208",2010000,"Powiat siemiatycki",2016,142
"4209",2011000,"Powiat sokólski",2016,210
"4210",2013000,"Powiat wysokomazowiecki",2016,172
"4211",2014000,"Powiat zambrowski",2016,116
"4212",2061000,"Powiat m.Białystok",2016,2535
"4213",2062000,"Powiat m.Łomża",2016,607
"4214",2063000,"Powiat m.Suwałki",2016,499
"4215",2201000,"Powiat bytowski",2016,242
"4216",2202000,"Powiat chojnicki",2016,491
"4217",2203000,"Powiat człuchowski",2016,223
"4218",2205000,"Powiat kartuski",2016,225
"4219",2206000,"Powiat kościerski",2016,526
"4220",2207000,"Powiat kwidzyński",2016,323
"4221",2208000,"Powiat lęborski",2016,291
"4222",2209000,"Powiat malborski",2016,168
"4223",2210000,"Powiat nowodworski",2016,112
"4224",2211000,"Powiat pucki",2016,244
"4225",2213000,"Powiat starogardzki",2016,334
"4226",2214000,"Powiat tczewski",2016,260
"4227",2215000,"Powiat wejherowski",2016,486
"4228",2216000,"Powiat sztumski",2016,263
"4229",2261000,"Powiat m.Gdańsk",2016,3077
"4230",2262000,"Powiat m.Gdynia",2016,892
"4231",2263000,"Powiat m.Słupsk",2016,699
"4232",2264000,"Powiat m.Sopot",2016,263
"4233",2401000,"Powiat będziński",2016,440
"4234",2402000,"Powiat bielski",2016,596
"4235",2403000,"Powiat cieszyński",2016,1743
"4236",2404000,"Powiat częstochowski",2016,167
"4237",2405000,"Powiat gliwicki",2016,507
"4238",2406000,"Powiat kłobucki",2016,98
"4239",2407000,"Powiat lubliniecki",2016,354
"4240",2408000,"Powiat mikołowski",2016,338
"4241",2409000,"Powiat myszkowski",2016,216
"4242",2410000,"Powiat pszczyński",2016,440
"4243",2411000,"Powiat raciborski",2016,433
"4244",2413000,"Powiat tarnogórski",2016,1098
"4245",2414000,"Powiat bieruńsko-lędziński",2016,47
"4246",2415000,"Powiat wodzisławski",2016,627
"4247",2416000,"Powiat zawierciański",2016,369
"4248",2417000,"Powiat żywiecki",2016,409
"4249",2461000,"Powiat m.Bielsko-Biała",2016,1246
"4250",2462000,"Powiat m.Bytom",2016,1258
"4251",2463000,"Powiat m.Chorzów",2016,910
"4252",2464000,"Powiat m.Częstochowa",2016,1740
"4253",2465000,"Powiat m.Dąbrowa Górnicza",2016,493
"4254",2466000,"Powiat m.Gliwice",2016,1161
"4255",2467000,"Powiat m.Jastrzębie-Zdrój",2016,621
"4256",2468000,"Powiat m.Jaworzno",2016,400
"4257",2469000,"Powiat m.Katowice",2016,3647
"4258",2470000,"Powiat m.Mysłowice",2016,230
"4259",2471000,"Powiat m.Piekary Śląskie",2016,435
"4260",2472000,"Powiat m.Ruda Śląska",2016,459
"4261",2473000,"Powiat m.Rybnik",2016,696
"4262",2474000,"Powiat m.Siemianowice Śląskie",2016,462
"4263",2475000,"Powiat m.Sosnowiec",2016,1451
"4264",2476000,"Powiat m.Świętochłowice",2016,289
"4265",2477000,"Powiat m.Tychy",2016,589
"4266",2478000,"Powiat m.Zabrze",2016,1240
"4267",2479000,"Powiat m.Żory",2016,209
"4268",2601000,"Powiat buski",2016,523
"4269",2602000,"Powiat jędrzejowski",2016,176
"4270",2603000,"Powiat kazimierski",2016,57
"4271",2604000,"Powiat kielecki",2016,444
"4272",2605000,"Powiat konecki",2016,612
"4273",2606000,"Powiat opatowski",2016,153
"4274",2607000,"Powiat ostrowiecki",2016,447
"4275",2608000,"Powiat pińczowski",2016,173
"4276",2609000,"Powiat sandomierski",2016,474
"4277",2610000,"Powiat skarżyski",2016,335
"4278",2611000,"Powiat starachowicki",2016,440
"4279",2612000,"Powiat staszowski",2016,362
"4280",2613000,"Powiat włoszczowski",2016,271
"4281",2661000,"Powiat m.Kielce",2016,1845
"4282",2801000,"Powiat bartoszycki",2016,303
"4283",2802000,"Powiat braniewski",2016,99
"4284",2803000,"Powiat działdowski",2016,326
"4285",2804000,"Powiat elbląski",2016,45
"4286",2805000,"Powiat ełcki",2016,449
"4287",2806000,"Powiat giżycki",2016,243
"4288",2807000,"Powiat iławski",2016,346
"4289",2808000,"Powiat kętrzyński",2016,151
"4290",2809000,"Powiat lidzbarski",2016,108
"4291",2810000,"Powiat mrągowski",2016,142
"4292",2811000,"Powiat nidzicki",2016,89
"4293",2812000,"Powiat nowomiejski",2016,139
"4294",2813000,"Powiat olecki",2016,124
"4295",2814000,"Powiat olsztyński",2016,487
"4296",2815000,"Powiat ostródzki",2016,314
"4297",2816000,"Powiat piski",2016,178
"4298",2817000,"Powiat szczycieński",2016,137
"4299",2818000,"Powiat gołdapski",2016,54
"4300",2819000,"Powiat węgorzewski",2016,89
"4301",2861000,"Powiat m.Elbląg",2016,1148
"4302",2862000,"Powiat m.Olsztyn",2016,1786
"4303",3001000,"Powiat chodzieski",2016,205
"4304",3002000,"Powiat czarnkowsko-trzcianecki",2016,311
"4305",3003000,"Powiat gnieźnieński",2016,296
"4306",3004000,"Powiat gostyński",2016,165
"4307",3005000,"Powiat grodziski",2016,123
"4308",3006000,"Powiat jarociński",2016,174
"4309",3007000,"Powiat kaliski",2016,147
"4310",3008000,"Powiat kępiński",2016,253
"4311",3009000,"Powiat kolski",2016,224
"4312",3011000,"Powiat kościański",2016,237
"4313",3012000,"Powiat krotoszyński",2016,231
"4314",3013000,"Powiat leszczyński",2016,134
"4315",3014000,"Powiat międzychodzki",2016,158
"4316",3015000,"Powiat nowotomyski",2016,205
"4317",3016000,"Powiat obornicki",2016,363
"4318",3017000,"Powiat ostrowski",2016,519
"4319",3018000,"Powiat ostrzeszowski",2016,0
"4320",3019000,"Powiat pilski",2016,632
"4321",3020000,"Powiat pleszewski",2016,348
"4322",3021000,"Powiat poznański",2016,358
"4323",3022000,"Powiat rawicki",2016,155
"4324",3023000,"Powiat słupecki",2016,243
"4325",3024000,"Powiat szamotulski",2016,187
"4326",3025000,"Powiat średzki",2016,150
"4327",3026000,"Powiat śremski",2016,394
"4328",3027000,"Powiat turecki",2016,199
"4329",3028000,"Powiat wągrowiecki",2016,173
"4330",3029000,"Powiat wolsztyński",2016,177
"4331",3030000,"Powiat wrzesiński",2016,245
"4332",3031000,"Powiat złotowski",2016,308
"4333",3061000,"Powiat m.Kalisz",2016,853
"4334",3062000,"Powiat m.Konin",2016,885
"4335",3063000,"Powiat m.Leszno",2016,522
"4336",3064000,"Powiat m.Poznań",2016,5848
"4337",3201000,"Powiat białogardzki",2016,241
"4338",3202000,"Powiat choszczeński",2016,387
"4339",3203000,"Powiat drawski",2016,271
"4340",3204000,"Powiat goleniowski",2016,236
"4341",3205000,"Powiat gryficki",2016,367
"4342",3206000,"Powiat gryfiński",2016,81
"4343",3207000,"Powiat kamieński",2016,93
"4344",3208000,"Powiat kołobrzeski",2016,425
"4345",3210000,"Powiat myśliborski",2016,230
"4346",3211000,"Powiat policki",2016,182
"4347",3212000,"Powiat pyrzycki",2016,87
"4348",3213000,"Powiat sławieński",2016,161
"4349",3214000,"Powiat stargardzki",2016,312
"4350",3215000,"Powiat szczecinecki",2016,223
"4351",3216000,"Powiat świdwiński",2016,104
"4352",3217000,"Powiat wałecki",2016,305
"4353",3218000,"Powiat łobeski",2016,10
"4354",3261000,"Powiat m.Koszalin",2016,767
"4355",3262000,"Powiat m.Szczecin",2016,3574
"4356",3263000,"Powiat m.Świnoujście",2016,117
"4357",201000,"Powiat bolesławiecki",2017,173
"4358",202000,"Powiat dzierżoniowski",2017,201
"4359",203000,"Powiat głogowski",2017,192
"4360",204000,"Powiat górowski",2017,0
"4361",205000,"Powiat jaworski",2017,84
"4362",206000,"Powiat jeleniogórski",2017,768
