"","Kod","Nazwa","rok","Lozka_w_szpitalach_ogolnych_wskazniki_loZka_w_szpitalach_ogolnych"
"1134",417000,"Powiat wąbrzeski",2008,128
"1135",419000,"Powiat żniński",2008,170
"1136",461000,"Powiat m.Bydgoszcz",2008,2989
"1137",462000,"Powiat m.Grudziądz",2008,844
"1138",463000,"Powiat m.Toruń",2008,1216
"1139",464000,"Powiat m.Włocławek",2008,713
"1140",601000,"Powiat bialski",2008,148
"1141",602000,"Powiat biłgorajski",2008,379
"1142",603000,"Powiat chełmski",2008,44
"1143",604000,"Powiat hrubieszowski",2008,384
"1144",605000,"Powiat janowski",2008,289
"1145",606000,"Powiat krasnostawski",2008,365
"1146",607000,"Powiat kraśnicki",2008,410
"1147",608000,"Powiat lubartowski",2008,329
"1148",609000,"Powiat lubelski",2008,226
"1149",610000,"Powiat łęczyński",2008,52
"1150",611000,"Powiat łukowski",2008,535
"1151",612000,"Powiat opolski",2008,282
"1152",613000,"Powiat parczewski",2008,230
"1153",614000,"Powiat puławski",2008,564
"1154",615000,"Powiat radzyński",2008,285
"1155",616000,"Powiat rycki",2008,89
"1156",617000,"Powiat świdnicki",2008,256
"1157",618000,"Powiat tomaszowski",2008,482
"1158",619000,"Powiat włodawski",2008,285
"1159",620000,"Powiat zamojski",2008,73
"1160",661000,"Powiat m.Biała Podlaska",2008,602
"1161",662000,"Powiat m.Chełm",2008,602
"1162",663000,"Powiat m.Lublin",2008,3763
"1163",664000,"Powiat m.Zamość",2008,763
"1164",801000,"Powiat gorzowski",2008,161
"1165",802000,"Powiat krośnieński",2008,169
"1166",803000,"Powiat międzyrzecki",2008,260
"1167",804000,"Powiat nowosolski",2008,475
"1168",805000,"Powiat słubicki",2008,158
"1169",806000,"Powiat strzelecko-drezdenecki",2008,132
"1170",807000,"Powiat sulęciński",2008,339
"1171",808000,"Powiat świebodziński",2008,250
"1172",809000,"Powiat zielonogórski",2008,220
"1173",810000,"Powiat żagański",2008,176
"1174",811000,"Powiat żarski",2008,190
"1175",812000,"Powiat wschowski",2008,86
"1176",861000,"Powiat m.Gorzów Wielkopolski",2008,998
"1177",862000,"Powiat m.Zielona Góra",2008,831
"1178",1001000,"Powiat bełchatowski",2008,855
"1179",1002000,"Powiat kutnowski",2008,456
"1180",1003000,"Powiat łaski",2008,331
"1181",1004000,"Powiat łęczycki",2008,264
"1182",1005000,"Powiat łowicki",2008,223
"1183",1006000,"Powiat łódzki wschodni",2008,292
"1184",1007000,"Powiat opoczyński",2008,266
"1185",1008000,"Powiat pabianicki",2008,574
"1186",1009000,"Powiat pajęczański",2008,68
"1187",1010000,"Powiat piotrkowski",2008,0
"1188",1011000,"Powiat poddębicki",2008,138
"1189",1012000,"Powiat radomszczański",2008,325
"1190",1013000,"Powiat rawski",2008,167
"1191",1014000,"Powiat sieradzki",2008,783
"1192",1016000,"Powiat tomaszowski",2008,443
"1193",1017000,"Powiat wieluński",2008,342
"1194",1018000,"Powiat wieruszowski",2008,78
"1195",1019000,"Powiat zduńskowolski",2008,213
"1196",1020000,"Powiat zgierski",2008,972
"1197",1021000,"Powiat brzeziński",2008,181
"1198",1061000,"Powiat m.Łódź",2008,5744
"1199",1062000,"Powiat m.Piotrków Trybunalski",2008,573
"1200",1063000,"Powiat m.Skierniewice",2008,384
"1201",1201000,"Powiat bocheński",2008,215
"1202",1202000,"Powiat brzeski",2008,377
"1203",1203000,"Powiat chrzanowski",2008,570
"1204",1204000,"Powiat dąbrowski",2008,269
"1205",1205000,"Powiat gorlicki",2008,534
"1206",1206000,"Powiat krakowski",2008,343
"1207",1207000,"Powiat limanowski",2008,406
"1208",1208000,"Powiat miechowski",2008,338
"1209",1209000,"Powiat myślenicki",2008,328
"1210",1210000,"Powiat nowosądecki",2008,222
"1211",1211000,"Powiat nowotarski",2008,708
"1212",1212000,"Powiat olkuski",2008,527
"1213",1213000,"Powiat oświęcimski",2008,499
"1214",1214000,"Powiat proszowicki",2008,298
"1215",1215000,"Powiat suski",2008,444
"1216",1216000,"Powiat tarnowski",2008,117
"1217",1217000,"Powiat tatrzański",2008,697
"1218",1218000,"Powiat wadowicki",2008,319
"1219",1219000,"Powiat wielicki",2008,10
"1220",1261000,"Powiat m.Kraków",2008,5619
"1221",1262000,"Powiat m.Nowy Sącz",2008,622
"1222",1263000,"Powiat m.Tarnów",2008,1074
"1223",1402000,"Powiat ciechanowski",2008,828
"1224",1403000,"Powiat garwoliński",2008,207
"1225",1404000,"Powiat gostyniński",2008,357
"1226",1405000,"Powiat grodziski",2008,278
"1227",1406000,"Powiat grójecki",2008,423
"1228",1407000,"Powiat kozienicki",2008,392
"1229",1408000,"Powiat legionowski",2008,0
"1230",1409000,"Powiat lipski",2008,239
"1231",1410000,"Powiat łosicki",2008,119
"1232",1411000,"Powiat makowski",2008,257
"1233",1412000,"Powiat miński",2008,449
"1234",1413000,"Powiat mławski",2008,179
"1235",1414000,"Powiat nowodworski",2008,165
"1236",1416000,"Powiat ostrowski",2008,228
"1237",1417000,"Powiat otwocki",2008,1135
"1238",1418000,"Powiat piaseczyński",2008,600
"1239",1420000,"Powiat płoński",2008,261
"1240",1421000,"Powiat pruszkowski",2008,365
"1241",1422000,"Powiat przasnyski",2008,297
"1242",1423000,"Powiat przysuski",2008,58
"1243",1424000,"Powiat pułtuski",2008,150
"1244",1425000,"Powiat radomski",2008,240
"1245",1427000,"Powiat sierpecki",2008,200
"1246",1428000,"Powiat sochaczewski",2008,363
"1247",1429000,"Powiat sokołowski",2008,285
"1248",1432000,"Powiat warszawski zachodni",2008,150
"1249",1433000,"Powiat węgrowski",2008,177
"1250",1434000,"Powiat wołomiński",2008,448
"1251",1435000,"Powiat wyszkowski",2008,224
"1252",1436000,"Powiat zwoleński",2008,45
"1253",1437000,"Powiat żuromiński",2008,168
"1254",1438000,"Powiat żyrardowski",2008,322
"1255",1461000,"Powiat m.Ostrołęka",2008,529
"1256",1462000,"Powiat m.Płock",2008,1112
"1257",1463000,"Powiat m.Radom",2008,1533
"1258",1464000,"Powiat m.Siedlce",2008,799
"1259",1465000,"Powiat m. st. Warszawa",2008,10646
"1260",1601000,"Powiat brzeski",2008,274
"1261",1602000,"Powiat głubczycki",2008,154
"1262",1603000,"Powiat kędzierzyńsko-kozielski",2008,395
"1263",1604000,"Powiat kluczborski",2008,171
"1264",1605000,"Powiat krapkowicki",2008,159
"1265",1606000,"Powiat namysłowski",2008,229
"1266",1607000,"Powiat nyski",2008,902
"1267",1608000,"Powiat oleski",2008,241
"1268",1609000,"Powiat opolski",2008,287
"1269",1610000,"Powiat prudnicki",2008,189
"1270",1611000,"Powiat strzelecki",2008,199
"1271",1661000,"Powiat m.Opole",2008,1248
"1272",1801000,"Powiat bieszczadzki",2008,140
"1273",1802000,"Powiat brzozowski",2008,394
"1274",1803000,"Powiat dębicki",2008,603
"1275",1804000,"Powiat jarosławski",2008,348
"1276",1805000,"Powiat jasielski",2008,413
"1277",1806000,"Powiat kolbuszowski",2008,219
"1278",1808000,"Powiat leżajski",2008,414
"1279",1809000,"Powiat lubaczowski",2008,260
"1280",1810000,"Powiat łańcucki",2008,293
"1281",1811000,"Powiat mielecki",2008,527
"1282",1812000,"Powiat niżański",2008,222
"1283",1813000,"Powiat przemyski",2008,0
"1284",1814000,"Powiat przeworski",2008,325
"1285",1815000,"Powiat ropczycko-sędziszowski",2008,51
"1286",1816000,"Powiat rzeszowski",2008,120
"1287",1817000,"Powiat sanocki",2008,407
"1288",1818000,"Powiat stalowowolski",2008,658
"1289",1819000,"Powiat strzyżowski",2008,131
"1290",1820000,"Powiat tarnobrzeski",2008,289
"1291",1821000,"Powiat leski",2008,171
"1292",1861000,"Powiat m.Krosno",2008,715
"1293",1862000,"Powiat m.Przemyśl",2008,735
"1294",1863000,"Powiat m.Rzeszów",2008,1960
"1295",1864000,"Powiat m.Tarnobrzeg",2008,349
"1296",2001000,"Powiat augustowski",2008,193
"1297",2002000,"Powiat białostocki",2008,129
"1298",2003000,"Powiat bielski",2008,234
"1299",2004000,"Powiat grajewski",2008,266
"1300",2005000,"Powiat hajnowski",2008,319
"1301",2006000,"Powiat kolneński",2008,159
"1302",2008000,"Powiat moniecki",2008,198
"1303",2009000,"Powiat sejneński",2008,87
"1304",2010000,"Powiat siemiatycki",2008,152
"1305",2011000,"Powiat sokólski",2008,379
"1306",2013000,"Powiat wysokomazowiecki",2008,173
"1307",2014000,"Powiat zambrowski",2008,104
"1308",2061000,"Powiat m.Białystok",2008,2564
"1309",2062000,"Powiat m.Łomża",2008,628
"1310",2063000,"Powiat m.Suwałki",2008,541
"1311",2201000,"Powiat bytowski",2008,245
"1312",2202000,"Powiat chojnicki",2008,397
"1313",2203000,"Powiat człuchowski",2008,153
"1314",2205000,"Powiat kartuski",2008,259
"1315",2206000,"Powiat kościerski",2008,385
"1316",2207000,"Powiat kwidzyński",2008,335
"1317",2208000,"Powiat lęborski",2008,313
"1318",2209000,"Powiat malborski",2008,164
"1319",2210000,"Powiat nowodworski",2008,172
"1320",2211000,"Powiat pucki",2008,161
"1321",2213000,"Powiat starogardzki",2008,305
"1322",2214000,"Powiat tczewski",2008,256
"1323",2215000,"Powiat wejherowski",2008,507
"1324",2216000,"Powiat sztumski",2008,257
"1325",2261000,"Powiat m.Gdańsk",2008,2926
"1326",2262000,"Powiat m.Gdynia",2008,955
"1327",2263000,"Powiat m.Słupsk",2008,690
"1328",2264000,"Powiat m.Sopot",2008,239
"1329",2401000,"Powiat będziński",2008,634
"1330",2402000,"Powiat bielski",2008,644
"1331",2403000,"Powiat cieszyński",2008,1545
"1332",2404000,"Powiat częstochowski",2008,176
"1333",2405000,"Powiat gliwicki",2008,552
"1334",2406000,"Powiat kłobucki",2008,120
"1335",2407000,"Powiat lubliniecki",2008,375
"1336",2408000,"Powiat mikołowski",2008,422
"1337",2409000,"Powiat myszkowski",2008,250
"1338",2410000,"Powiat pszczyński",2008,520
"1339",2411000,"Powiat raciborski",2008,369
"1340",2413000,"Powiat tarnogórski",2008,1233
"1341",2414000,"Powiat bieruńsko-lędziński",2008,50
"1342",2415000,"Powiat wodzisławski",2008,916
"1343",2416000,"Powiat zawierciański",2008,434
"1344",2417000,"Powiat żywiecki",2008,374
"1345",2461000,"Powiat m.Bielsko-Biała",2008,1212
"1346",2462000,"Powiat m.Bytom",2008,1652
"1347",2463000,"Powiat m.Chorzów",2008,853
"1348",2464000,"Powiat m.Częstochowa",2008,1851
"1349",2465000,"Powiat m.Dąbrowa Górnicza",2008,473
"1350",2466000,"Powiat m.Gliwice",2008,993
"1351",2467000,"Powiat m.Jastrzębie-Zdrój",2008,656
"1352",2468000,"Powiat m.Jaworzno",2008,365
"1353",2469000,"Powiat m.Katowice",2008,3699
"1354",2470000,"Powiat m.Mysłowice",2008,322
"1355",2471000,"Powiat m.Piekary Śląskie",2008,412
"1356",2472000,"Powiat m.Ruda Śląska",2008,516
"1357",2473000,"Powiat m.Rybnik",2008,766
"1358",2474000,"Powiat m.Siemianowice Śląskie",2008,312
"1359",2475000,"Powiat m.Sosnowiec",2008,1689
"1360",2476000,"Powiat m.Świętochłowice",2008,257
"1361",2477000,"Powiat m.Tychy",2008,874
"1362",2478000,"Powiat m.Zabrze",2008,1267
"1363",2479000,"Powiat m.Żory",2008,166
"1364",2601000,"Powiat buski",2008,535
"1365",2602000,"Powiat jędrzejowski",2008,216
"1366",2603000,"Powiat kazimierski",2008,57
"1367",2604000,"Powiat kielecki",2008,458
"1368",2605000,"Powiat konecki",2008,582
"1369",2606000,"Powiat opatowski",2008,167
"1370",2607000,"Powiat ostrowiecki",2008,495
"1371",2608000,"Powiat pińczowski",2008,139
"1372",2609000,"Powiat sandomierski",2008,526
"1373",2610000,"Powiat skarżyski",2008,403
"1374",2611000,"Powiat starachowicki",2008,433
"1375",2612000,"Powiat staszowski",2008,303
"1376",2613000,"Powiat włoszczowski",2008,325
"1377",2661000,"Powiat m.Kielce",2008,1599
"1378",2801000,"Powiat bartoszycki",2008,344
"1379",2802000,"Powiat braniewski",2008,96
"1380",2803000,"Powiat działdowski",2008,344
"1381",2804000,"Powiat elbląski",2008,50
"1382",2805000,"Powiat ełcki",2008,302
"1383",2806000,"Powiat giżycki",2008,237
"1384",2807000,"Powiat iławski",2008,367
"1385",2808000,"Powiat kętrzyński",2008,182
"1386",2809000,"Powiat lidzbarski",2008,148
"1387",2810000,"Powiat mrągowski",2008,152
"1388",2811000,"Powiat nidzicki",2008,88
"1389",2812000,"Powiat nowomiejski",2008,141
"1390",2813000,"Powiat olecki",2008,123
"1391",2814000,"Powiat olsztyński",2008,475
"1392",2815000,"Powiat ostródzki",2008,354
"1393",2816000,"Powiat piski",2008,210
"1394",2817000,"Powiat szczycieński",2008,152
"1395",2818000,"Powiat gołdapski",2008,66
"1396",2819000,"Powiat węgorzewski",2008,89
"1397",2861000,"Powiat m.Elbląg",2008,960
"1398",2862000,"Powiat m.Olsztyn",2008,1273
"1399",3001000,"Powiat chodzieski",2008,347
"1400",3002000,"Powiat czarnkowsko-trzcianecki",2008,313
"1401",3003000,"Powiat gnieźnieński",2008,386
"1402",3004000,"Powiat gostyński",2008,277
"1403",3005000,"Powiat grodziski",2008,127
"1404",3006000,"Powiat jarociński",2008,191
"1405",3007000,"Powiat kaliski",2008,144
"1406",3008000,"Powiat kępiński",2008,253
"1407",3009000,"Powiat kolski",2008,254
"1408",3011000,"Powiat kościański",2008,258
"1409",3012000,"Powiat krotoszyński",2008,285
"1410",3013000,"Powiat leszczyński",2008,80
"1411",3014000,"Powiat międzychodzki",2008,160
"1412",3015000,"Powiat nowotomyski",2008,151
"1413",3016000,"Powiat obornicki",2008,401
"1414",3017000,"Powiat ostrowski",2008,523
"1415",3018000,"Powiat ostrzeszowski",2008,118
"1416",3019000,"Powiat pilski",2008,787
"1417",3020000,"Powiat pleszewski",2008,271
"1418",3021000,"Powiat poznański",2008,352
"1419",3022000,"Powiat rawicki",2008,155
"1420",3023000,"Powiat słupecki",2008,250
"1421",3024000,"Powiat szamotulski",2008,230
"1422",3025000,"Powiat średzki",2008,156
"1423",3026000,"Powiat śremski",2008,423
"1424",3027000,"Powiat turecki",2008,220
"1425",3028000,"Powiat wągrowiecki",2008,227
"1426",3029000,"Powiat wolsztyński",2008,179
"1427",3030000,"Powiat wrzesiński",2008,206
"1428",3031000,"Powiat złotowski",2008,330
"1429",3061000,"Powiat m.Kalisz",2008,869
"1430",3062000,"Powiat m.Konin",2008,802
"1431",3063000,"Powiat m.Leszno",2008,520
"1432",3064000,"Powiat m.Poznań",2008,5796
"1433",3201000,"Powiat białogardzki",2008,275
"1434",3202000,"Powiat choszczeński",2008,352
"1435",3203000,"Powiat drawski",2008,156
"1436",3204000,"Powiat goleniowski",2008,283
"1437",3205000,"Powiat gryficki",2008,464
"1438",3206000,"Powiat gryfiński",2008,101
"1439",3207000,"Powiat kamieński",2008,97
"1440",3208000,"Powiat kołobrzeski",2008,424
"1441",3210000,"Powiat myśliborski",2008,261
"1442",3211000,"Powiat policki",2008,110
"1443",3212000,"Powiat pyrzycki",2008,155
"1444",3213000,"Powiat sławieński",2008,200
"1445",3214000,"Powiat stargardzki",2008,344
"1446",3215000,"Powiat szczecinecki",2008,194
"1447",3216000,"Powiat świdwiński",2008,143
"1448",3217000,"Powiat wałecki",2008,0
"1449",3218000,"Powiat łobeski",2008,61
"1450",3261000,"Powiat m.Koszalin",2008,797
"1451",3262000,"Powiat m.Szczecin",2008,3437
"1452",3263000,"Powiat m.Świnoujście",2008,117
"1453",201000,"Powiat bolesławiecki",2009,192
"1454",202000,"Powiat dzierżoniowski",2009,249
"1455",203000,"Powiat głogowski",2009,308
"1456",204000,"Powiat górowski",2009,106
"1457",205000,"Powiat jaworski",2009,86
"1458",206000,"Powiat jeleniogórski",2009,662
"1459",207000,"Powiat kamiennogórski",2009,445
"1460",208000,"Powiat kłodzki",2009,762
"1461",210000,"Powiat lubański",2009,243
"1462",211000,"Powiat lubiński",2009,704
"1463",212000,"Powiat lwówecki",2009,258
"1464",213000,"Powiat milicki",2009,208
"1465",214000,"Powiat oleśnicki",2009,306
"1466",215000,"Powiat oławski",2009,261
"1467",217000,"Powiat strzeliński",2009,121
"1468",218000,"Powiat średzki",2009,106
"1469",219000,"Powiat świdnicki",2009,523
"1470",220000,"Powiat trzebnicki",2009,390
"1471",221000,"Powiat wałbrzyski",2009,877
"1472",222000,"Powiat wołowski",2009,158
"1473",223000,"Powiat wrocławski",2009,0
"1474",224000,"Powiat ząbkowicki",2009,103
"1475",225000,"Powiat zgorzelecki",2009,555
"1476",226000,"Powiat złotoryjski",2009,263
"1477",261000,"Powiat m.Jelenia Góra",2009,544
"1478",262000,"Powiat m.Legnica",2009,647
"1479",264000,"Powiat m.Wrocław",2009,4830
"1480",265000,"Powiat m.Wałbrzych od 2013",2009,NA
"1481",401000,"Powiat aleksandrowski",2009,217
"1482",402000,"Powiat brodnicki",2009,0
"1483",403000,"Powiat bydgoski",2009,0
"1484",404000,"Powiat chełmiński",2009,185
"1485",405000,"Powiat golubsko-dobrzyński",2009,225
"1486",406000,"Powiat grudziądzki",2009,43
"1487",407000,"Powiat inowrocławski",2009,565
"1488",408000,"Powiat lipnowski",2009,365
"1489",409000,"Powiat mogileński",2009,132
"1490",410000,"Powiat nakielski",2009,252
"1491",411000,"Powiat radziejowski",2009,278
"1492",412000,"Powiat rypiński",2009,175
"1493",413000,"Powiat sępoleński",2009,153
"1494",414000,"Powiat świecki",2009,304
"1495",415000,"Powiat toruński",2009,121
"1496",416000,"Powiat tucholski",2009,117
"1497",417000,"Powiat wąbrzeski",2009,128
"1498",419000,"Powiat żniński",2009,170
"1499",461000,"Powiat m.Bydgoszcz",2009,2891
"1500",462000,"Powiat m.Grudziądz",2009,852
"1501",463000,"Powiat m.Toruń",2009,1203
"1502",464000,"Powiat m.Włocławek",2009,662
"1503",601000,"Powiat bialski",2009,148
"1504",602000,"Powiat biłgorajski",2009,379
"1505",603000,"Powiat chełmski",2009,44
"1506",604000,"Powiat hrubieszowski",2009,413
"1507",605000,"Powiat janowski",2009,294
"1508",606000,"Powiat krasnostawski",2009,354
"1509",607000,"Powiat kraśnicki",2009,400
"1510",608000,"Powiat lubartowski",2009,329
"1511",609000,"Powiat lubelski",2009,182
"1512",610000,"Powiat łęczyński",2009,123
"1513",611000,"Powiat łukowski",2009,543
"1514",612000,"Powiat opolski",2009,282
"1515",613000,"Powiat parczewski",2009,242
"1516",614000,"Powiat puławski",2009,546
"1517",615000,"Powiat radzyński",2009,285
"1518",616000,"Powiat rycki",2009,63
"1519",617000,"Powiat świdnicki",2009,256
"1520",618000,"Powiat tomaszowski",2009,482
"1521",619000,"Powiat włodawski",2009,260
"1522",620000,"Powiat zamojski",2009,73
"1523",661000,"Powiat m.Biała Podlaska",2009,602
"1524",662000,"Powiat m.Chełm",2009,614
"1525",663000,"Powiat m.Lublin",2009,3816
"1526",664000,"Powiat m.Zamość",2009,747
"1527",801000,"Powiat gorzowski",2009,161
"1528",802000,"Powiat krośnieński",2009,169
"1529",803000,"Powiat międzyrzecki",2009,260
"1530",804000,"Powiat nowosolski",2009,474
"1531",805000,"Powiat słubicki",2009,160
"1532",806000,"Powiat strzelecko-drezdenecki",2009,131
"1533",807000,"Powiat sulęciński",2009,351
"1534",808000,"Powiat świebodziński",2009,205
"1535",809000,"Powiat zielonogórski",2009,222
"1536",810000,"Powiat żagański",2009,176
"1537",811000,"Powiat żarski",2009,183
"1538",812000,"Powiat wschowski",2009,87
"1539",861000,"Powiat m.Gorzów Wielkopolski",2009,947
"1540",862000,"Powiat m.Zielona Góra",2009,831
"1541",1001000,"Powiat bełchatowski",2009,869
"1542",1002000,"Powiat kutnowski",2009,470
"1543",1003000,"Powiat łaski",2009,331
"1544",1004000,"Powiat łęczycki",2009,224
"1545",1005000,"Powiat łowicki",2009,223
"1546",1006000,"Powiat łódzki wschodni",2009,292
"1547",1007000,"Powiat opoczyński",2009,230
"1548",1008000,"Powiat pabianicki",2009,434
"1549",1009000,"Powiat pajęczański",2009,68
"1550",1010000,"Powiat piotrkowski",2009,28
"1551",1011000,"Powiat poddębicki",2009,135
"1552",1012000,"Powiat radomszczański",2009,325
"1553",1013000,"Powiat rawski",2009,167
"1554",1014000,"Powiat sieradzki",2009,796
"1555",1016000,"Powiat tomaszowski",2009,442
"1556",1017000,"Powiat wieluński",2009,342
"1557",1018000,"Powiat wieruszowski",2009,70
"1558",1019000,"Powiat zduńskowolski",2009,213
"1559",1020000,"Powiat zgierski",2009,953
"1560",1021000,"Powiat brzeziński",2009,181
"1561",1061000,"Powiat m.Łódź",2009,5873
"1562",1062000,"Powiat m.Piotrków Trybunalski",2009,572
"1563",1063000,"Powiat m.Skierniewice",2009,386
"1564",1201000,"Powiat bocheński",2009,211
"1565",1202000,"Powiat brzeski",2009,307
"1566",1203000,"Powiat chrzanowski",2009,564
"1567",1204000,"Powiat dąbrowski",2009,269
"1568",1205000,"Powiat gorlicki",2009,517
"1569",1206000,"Powiat krakowski",2009,351
"1570",1207000,"Powiat limanowski",2009,406
"1571",1208000,"Powiat miechowski",2009,308
"1572",1209000,"Powiat myślenicki",2009,314
"1573",1210000,"Powiat nowosądecki",2009,203
"1574",1211000,"Powiat nowotarski",2009,753
"1575",1212000,"Powiat olkuski",2009,521
"1576",1213000,"Powiat oświęcimski",2009,512
"1577",1214000,"Powiat proszowicki",2009,274
"1578",1215000,"Powiat suski",2009,412
"1579",1216000,"Powiat tarnowski",2009,117
"1580",1217000,"Powiat tatrzański",2009,718
"1581",1218000,"Powiat wadowicki",2009,319
"1582",1219000,"Powiat wielicki",2009,10
"1583",1261000,"Powiat m.Kraków",2009,5618
"1584",1262000,"Powiat m.Nowy Sącz",2009,620
"1585",1263000,"Powiat m.Tarnów",2009,1063
"1586",1402000,"Powiat ciechanowski",2009,694
"1587",1403000,"Powiat garwoliński",2009,285
"1588",1404000,"Powiat gostyniński",2009,357
"1589",1405000,"Powiat grodziski",2009,352
"1590",1406000,"Powiat grójecki",2009,431
"1591",1407000,"Powiat kozienicki",2009,383
"1592",1408000,"Powiat legionowski",2009,0
"1593",1409000,"Powiat lipski",2009,236
"1594",1410000,"Powiat łosicki",2009,123
"1595",1411000,"Powiat makowski",2009,257
"1596",1412000,"Powiat miński",2009,402
"1597",1413000,"Powiat mławski",2009,176
"1598",1414000,"Powiat nowodworski",2009,165
"1599",1416000,"Powiat ostrowski",2009,236
"1600",1417000,"Powiat otwocki",2009,1112
"1601",1418000,"Powiat piaseczyński",2009,721
"1602",1420000,"Powiat płoński",2009,284
"1603",1421000,"Powiat pruszkowski",2009,411
"1604",1422000,"Powiat przasnyski",2009,307
"1605",1423000,"Powiat przysuski",2009,58
"1606",1424000,"Powiat pułtuski",2009,150
"1607",1425000,"Powiat radomski",2009,256
"1608",1427000,"Powiat sierpecki",2009,195
"1609",1428000,"Powiat sochaczewski",2009,349
"1610",1429000,"Powiat sokołowski",2009,275
"1611",1432000,"Powiat warszawski zachodni",2009,152
"1612",1433000,"Powiat węgrowski",2009,177
"1613",1434000,"Powiat wołomiński",2009,346
"1614",1435000,"Powiat wyszkowski",2009,237
"1615",1436000,"Powiat zwoleński",2009,45
"1616",1437000,"Powiat żuromiński",2009,168
"1617",1438000,"Powiat żyrardowski",2009,322
"1618",1461000,"Powiat m.Ostrołęka",2009,488
"1619",1462000,"Powiat m.Płock",2009,1116
"1620",1463000,"Powiat m.Radom",2009,1502
"1621",1464000,"Powiat m.Siedlce",2009,799
"1622",1465000,"Powiat m. st. Warszawa",2009,10543
"1623",1601000,"Powiat brzeski",2009,278
"1624",1602000,"Powiat głubczycki",2009,154
"1625",1603000,"Powiat kędzierzyńsko-kozielski",2009,405
"1626",1604000,"Powiat kluczborski",2009,171
"1627",1605000,"Powiat krapkowicki",2009,161
"1628",1606000,"Powiat namysłowski",2009,229
"1629",1607000,"Powiat nyski",2009,893
"1630",1608000,"Powiat oleski",2009,241
"1631",1609000,"Powiat opolski",2009,287
"1632",1610000,"Powiat prudnicki",2009,189
"1633",1611000,"Powiat strzelecki",2009,199
"1634",1661000,"Powiat m.Opole",2009,1244
"1635",1801000,"Powiat bieszczadzki",2009,140
"1636",1802000,"Powiat brzozowski",2009,391
"1637",1803000,"Powiat dębicki",2009,603
"1638",1804000,"Powiat jarosławski",2009,318
"1639",1805000,"Powiat jasielski",2009,413
"1640",1806000,"Powiat kolbuszowski",2009,201
"1641",1808000,"Powiat leżajski",2009,414
"1642",1809000,"Powiat lubaczowski",2009,230
"1643",1810000,"Powiat łańcucki",2009,293
"1644",1811000,"Powiat mielecki",2009,544
"1645",1812000,"Powiat niżański",2009,222
"1646",1813000,"Powiat przemyski",2009,0
"1647",1814000,"Powiat przeworski",2009,334
"1648",1815000,"Powiat ropczycko-sędziszowski",2009,77
"1649",1816000,"Powiat rzeszowski",2009,120
"1650",1817000,"Powiat sanocki",2009,421
"1651",1818000,"Powiat stalowowolski",2009,658
"1652",1819000,"Powiat strzyżowski",2009,131
"1653",1820000,"Powiat tarnobrzeski",2009,290
"1654",1821000,"Powiat leski",2009,171
"1655",1861000,"Powiat m.Krosno",2009,697
"1656",1862000,"Powiat m.Przemyśl",2009,735
"1657",1863000,"Powiat m.Rzeszów",2009,1950
"1658",1864000,"Powiat m.Tarnobrzeg",2009,364
"1659",2001000,"Powiat augustowski",2009,195
"1660",2002000,"Powiat białostocki",2009,131
"1661",2003000,"Powiat bielski",2009,249
"1662",2004000,"Powiat grajewski",2009,285
"1663",2005000,"Powiat hajnowski",2009,334
"1664",2006000,"Powiat kolneński",2009,170
"1665",2008000,"Powiat moniecki",2009,218
"1666",2009000,"Powiat sejneński",2009,87
"1667",2010000,"Powiat siemiatycki",2009,150
"1668",2011000,"Powiat sokólski",2009,363
"1669",2013000,"Powiat wysokomazowiecki",2009,182
"1670",2014000,"Powiat zambrowski",2009,104
"1671",2061000,"Powiat m.Białystok",2009,2553
"1672",2062000,"Powiat m.Łomża",2009,621
"1673",2063000,"Powiat m.Suwałki",2009,588
"1674",2201000,"Powiat bytowski",2009,225
"1675",2202000,"Powiat chojnicki",2009,412
"1676",2203000,"Powiat człuchowski",2009,153
"1677",2205000,"Powiat kartuski",2009,374
"1678",2206000,"Powiat kościerski",2009,382
"1679",2207000,"Powiat kwidzyński",2009,345
"1680",2208000,"Powiat lęborski",2009,313
"1681",2209000,"Powiat malborski",2009,164
"1682",2210000,"Powiat nowodworski",2009,212
"1683",2211000,"Powiat pucki",2009,158
"1684",2213000,"Powiat starogardzki",2009,292
"1685",2214000,"Powiat tczewski",2009,257
"1686",2215000,"Powiat wejherowski",2009,520
"1687",2216000,"Powiat sztumski",2009,257
"1688",2261000,"Powiat m.Gdańsk",2009,3012
"1689",2262000,"Powiat m.Gdynia",2009,963
"1690",2263000,"Powiat m.Słupsk",2009,671
"1691",2264000,"Powiat m.Sopot",2009,165
"1692",2401000,"Powiat będziński",2009,625
"1693",2402000,"Powiat bielski",2009,652
"1694",2403000,"Powiat cieszyński",2009,1520
"1695",2404000,"Powiat częstochowski",2009,176
"1696",2405000,"Powiat gliwicki",2009,552
"1697",2406000,"Powiat kłobucki",2009,120
"1698",2407000,"Powiat lubliniecki",2009,375
"1699",2408000,"Powiat mikołowski",2009,392
"1700",2409000,"Powiat myszkowski",2009,250
"1701",2410000,"Powiat pszczyński",2009,518
"1702",2411000,"Powiat raciborski",2009,428
"1703",2413000,"Powiat tarnogórski",2009,1236
"1704",2414000,"Powiat bieruńsko-lędziński",2009,40
"1705",2415000,"Powiat wodzisławski",2009,902
"1706",2416000,"Powiat zawierciański",2009,434
"1707",2417000,"Powiat żywiecki",2009,374
