"","Kod","Nazwa","rok","Ludnosc_wg_grup_wieku_i_plci_ogolem_ogolem_osoba"
"7182",2801000,"Powiat bartoszycki",2013,60205
"7183",2802000,"Powiat braniewski",2013,42740
"7184",2803000,"Powiat działdowski",2013,66485
"7185",2804000,"Powiat elbląski",2013,58260
"7186",2805000,"Powiat ełcki",2013,89477
"7187",2806000,"Powiat giżycki",2013,57616
"7188",2807000,"Powiat iławski",2013,93134
"7189",2808000,"Powiat kętrzyński",2013,65509
"7190",2809000,"Powiat lidzbarski",2013,42582
"7191",2810000,"Powiat mrągowski",2013,51069
"7192",2811000,"Powiat nidzicki",2013,33903
"7193",2812000,"Powiat nowomiejski",2013,44265
"7194",2813000,"Powiat olecki",2013,34887
"7195",2814000,"Powiat olsztyński",2013,122483
"7196",2815000,"Powiat ostródzki",2013,106727
"7197",2816000,"Powiat piski",2013,57819
"7198",2817000,"Powiat szczycieński",2013,71027
"7199",2818000,"Powiat gołdapski",2013,27460
"7200",2819000,"Powiat węgorzewski",2013,23693
"7201",2861000,"Powiat m.Elbląg",2013,122899
"7202",2862000,"Powiat m.Olsztyn",2013,174675
"7203",3001000,"Powiat chodzieski",2013,47639
"7204",3002000,"Powiat czarnkowsko-trzcianecki",2013,88081
"7205",3003000,"Powiat gnieźnieński",2013,144955
"7206",3004000,"Powiat gostyński",2013,76239
"7207",3005000,"Powiat grodziski",2013,50971
"7208",3006000,"Powiat jarociński",2013,71632
"7209",3007000,"Powiat kaliski",2013,82585
"7210",3008000,"Powiat kępiński",2013,56392
"7211",3009000,"Powiat kolski",2013,89077
"7212",3010000,"Powiat koniński",2013,128698
"7213",3011000,"Powiat kościański",2013,78981
"7214",3012000,"Powiat krotoszyński",2013,77958
"7215",3013000,"Powiat leszczyński",2013,54039
"7216",3014000,"Powiat międzychodzki",2013,37094
"7217",3015000,"Powiat nowotomyski",2013,74336
"7218",3016000,"Powiat obornicki",2013,59101
"7219",3017000,"Powiat ostrowski",2013,161216
"7220",3018000,"Powiat ostrzeszowski",2013,55454
"7221",3019000,"Powiat pilski",2013,138218
"7222",3020000,"Powiat pleszewski",2013,63296
"7223",3021000,"Powiat poznański",2013,352395
"7224",3022000,"Powiat rawicki",2013,60393
"7225",3023000,"Powiat słupecki",2013,59651
"7226",3024000,"Powiat szamotulski",2013,89608
"7227",3025000,"Powiat średzki",2013,56925
"7228",3026000,"Powiat śremski",2013,60725
"7229",3027000,"Powiat turecki",2013,84420
"7230",3028000,"Powiat wągrowiecki",2013,69837
"7231",3029000,"Powiat wolsztyński",2013,56780
"7232",3030000,"Powiat wrzesiński",2013,76481
"7233",3031000,"Powiat złotowski",2013,70001
"7234",3061000,"Powiat m.Kalisz",2013,103997
"7235",3062000,"Powiat m.Konin",2013,77224
"7236",3063000,"Powiat m.Leszno",2013,64589
"7237",3064000,"Powiat m.Poznań",2013,548028
"7238",3201000,"Powiat białogardzki",2013,48899
"7239",3202000,"Powiat choszczeński",2013,49929
"7240",3203000,"Powiat drawski",2013,58403
"7241",3204000,"Powiat goleniowski",2013,82270
"7242",3205000,"Powiat gryficki",2013,61672
"7243",3206000,"Powiat gryfiński",2013,83880
"7244",3207000,"Powiat kamieński",2013,47947
"7245",3208000,"Powiat kołobrzeski",2013,79624
"7246",3209000,"Powiat koszaliński",2013,65981
"7247",3210000,"Powiat myśliborski",2013,67698
"7248",3211000,"Powiat policki",2013,74483
"7249",3212000,"Powiat pyrzycki",2013,40532
"7250",3213000,"Powiat sławieński",2013,57855
"7251",3214000,"Powiat stargardzki",2013,120726
"7252",3215000,"Powiat szczecinecki",2013,79104
"7253",3216000,"Powiat świdwiński",2013,48582
"7254",3217000,"Powiat wałecki",2013,54597
"7255",3218000,"Powiat łobeski",2013,37966
"7256",3261000,"Powiat m.Koszalin",2013,109170
"7257",3262000,"Powiat m.Szczecin",2013,408172
"7258",3263000,"Powiat m.Świnoujście",2013,41371
"7259",201000,"Powiat bolesławiecki",2014,90346
"7260",202000,"Powiat dzierżoniowski",2014,104075
"7261",203000,"Powiat głogowski",2014,90222
"7262",204000,"Powiat górowski",2014,36236
"7263",205000,"Powiat jaworski",2014,51796
"7264",206000,"Powiat jeleniogórski",2014,64969
"7265",207000,"Powiat kamiennogórski",2014,44700
"7266",208000,"Powiat kłodzki",2014,163672
"7267",209000,"Powiat legnicki",2014,55026
"7268",210000,"Powiat lubański",2014,55900
"7269",211000,"Powiat lubiński",2014,106433
"7270",212000,"Powiat lwówecki",2014,47014
"7271",213000,"Powiat milicki",2014,37266
"7272",214000,"Powiat oleśnicki",2014,106311
"7273",215000,"Powiat oławski",2014,75953
"7274",216000,"Powiat polkowicki",2014,63201
"7275",217000,"Powiat strzeliński",2014,44274
"7276",218000,"Powiat średzki",2014,52725
"7277",219000,"Powiat świdnicki",2014,160438
"7278",220000,"Powiat trzebnicki",2014,83358
"7279",221000,"Powiat wałbrzyski",2014,57492
"7280",222000,"Powiat wołowski",2014,47439
"7281",223000,"Powiat wrocławski",2014,130968
"7282",224000,"Powiat ząbkowicki",2014,67458
"7283",225000,"Powiat zgorzelecki",2014,92389
"7284",226000,"Powiat złotoryjski",2014,44867
"7285",261000,"Powiat m.Jelenia Góra",2014,81408
"7286",262000,"Powiat m.Legnica",2014,101343
"7287",263000,"Powiat m.Wałbrzych do 2002",2014,NA
"7288",264000,"Powiat m.Wrocław",2014,634487
"7289",265000,"Powiat m.Wałbrzych od 2013",2014,116691
"7290",401000,"Powiat aleksandrowski",2014,55711
"7291",402000,"Powiat brodnicki",2014,78397
"7292",403000,"Powiat bydgoski",2014,111734
"7293",404000,"Powiat chełmiński",2014,52559
"7294",405000,"Powiat golubsko-dobrzyński",2014,45441
"7295",406000,"Powiat grudziądzki",2014,40207
"7296",407000,"Powiat inowrocławski",2014,163167
"7297",408000,"Powiat lipnowski",2014,67041
"7298",409000,"Powiat mogileński",2014,46408
"7299",410000,"Powiat nakielski",2014,86936
"7300",411000,"Powiat radziejowski",2014,41510
"7301",412000,"Powiat rypiński",2014,44652
"7302",413000,"Powiat sępoleński",2014,41542
"7303",414000,"Powiat świecki",2014,99852
"7304",415000,"Powiat toruński",2014,102167
"7305",416000,"Powiat tucholski",2014,48381
"7306",417000,"Powiat wąbrzeski",2014,34857
"7307",418000,"Powiat włocławski",2014,86809
"7308",419000,"Powiat żniński",2014,70696
"7309",461000,"Powiat m.Bydgoszcz",2014,357652
"7310",462000,"Powiat m.Grudziądz",2014,97176
"7311",463000,"Powiat m.Toruń",2014,203158
"7312",464000,"Powiat m.Włocławek",2014,113939
"7313",601000,"Powiat bialski",2014,112901
"7314",602000,"Powiat biłgorajski",2014,102941
"7315",603000,"Powiat chełmski",2014,79619
"7316",604000,"Powiat hrubieszowski",2014,66512
"7317",605000,"Powiat janowski",2014,47106
"7318",606000,"Powiat krasnostawski",2014,65991
"7319",607000,"Powiat kraśnicki",2014,98182
"7320",608000,"Powiat lubartowski",2014,89749
"7321",609000,"Powiat lubelski",2014,150359
"7322",610000,"Powiat łęczyński",2014,57544
"7323",611000,"Powiat łukowski",2014,108911
"7324",612000,"Powiat opolski",2014,61542
"7325",613000,"Powiat parczewski",2014,35810
"7326",614000,"Powiat puławski",2014,115777
"7327",615000,"Powiat radzyński",2014,60606
"7328",616000,"Powiat rycki",2014,57724
"7329",617000,"Powiat świdnicki",2014,72750
"7330",618000,"Powiat tomaszowski",2014,86385
"7331",619000,"Powiat włodawski",2014,39457
"7332",620000,"Powiat zamojski",2014,108777
"7333",661000,"Powiat m.Biała Podlaska",2014,57471
"7334",662000,"Powiat m.Chełm",2014,64855
"7335",663000,"Powiat m.Lublin",2014,341722
"7336",664000,"Powiat m.Zamość",2014,65055
"7337",801000,"Powiat gorzowski",2014,70791
"7338",802000,"Powiat krośnieński",2014,56235
"7339",803000,"Powiat międzyrzecki",2014,58640
"7340",804000,"Powiat nowosolski",2014,87524
"7341",805000,"Powiat słubicki",2014,47278
"7342",806000,"Powiat strzelecko-drezdenecki",2014,50212
"7343",807000,"Powiat sulęciński",2014,35761
"7344",808000,"Powiat świebodziński",2014,56415
"7345",809000,"Powiat zielonogórski",2014,94934
"7346",810000,"Powiat żagański",2014,81462
"7347",811000,"Powiat żarski",2014,98625
"7348",812000,"Powiat wschowski",2014,39365
"7349",861000,"Powiat m.Gorzów Wielkopolski",2014,124145
"7350",862000,"Powiat m.Zielona Góra",2014,118920
"7351",1001000,"Powiat bełchatowski",2014,113238
"7352",1002000,"Powiat kutnowski",2014,99967
"7353",1003000,"Powiat łaski",2014,50551
"7354",1004000,"Powiat łęczycki",2014,51323
"7355",1005000,"Powiat łowicki",2014,79951
"7356",1006000,"Powiat łódzki wschodni",2014,70132
"7357",1007000,"Powiat opoczyński",2014,77771
"7358",1008000,"Powiat pabianicki",2014,119582
"7359",1009000,"Powiat pajęczański",2014,52293
"7360",1010000,"Powiat piotrkowski",2014,91534
"7361",1011000,"Powiat poddębicki",2014,41788
"7362",1012000,"Powiat radomszczański",2014,115832
"7363",1013000,"Powiat rawski",2014,49419
"7364",1014000,"Powiat sieradzki",2014,119622
"7365",1015000,"Powiat skierniewicki",2014,38198
"7366",1016000,"Powiat tomaszowski",2014,119273
"7367",1017000,"Powiat wieluński",2014,77513
"7368",1018000,"Powiat wieruszowski",2014,42196
"7369",1019000,"Powiat zduńskowolski",2014,67748
"7370",1020000,"Powiat zgierski",2014,164988
"7371",1021000,"Powiat brzeziński",2014,30945
"7372",1061000,"Powiat m.Łódź",2014,706004
"7373",1062000,"Powiat m.Piotrków Trybunalski",2014,75608
"7374",1063000,"Powiat m.Skierniewice",2014,48660
"7375",1201000,"Powiat bocheński",2014,105083
"7376",1202000,"Powiat brzeski",2014,92908
"7377",1203000,"Powiat chrzanowski",2014,126845
"7378",1204000,"Powiat dąbrowski",2014,59471
"7379",1205000,"Powiat gorlicki",2014,109181
"7380",1206000,"Powiat krakowski",2014,268517
"7381",1207000,"Powiat limanowski",2014,129073
"7382",1208000,"Powiat miechowski",2014,49824
"7383",1209000,"Powiat myślenicki",2014,124482
"7384",1210000,"Powiat nowosądecki",2014,211830
"7385",1211000,"Powiat nowotarski",2014,190128
"7386",1212000,"Powiat olkuski",2014,113650
"7387",1213000,"Powiat oświęcimski",2014,154977
"7388",1214000,"Powiat proszowicki",2014,43892
"7389",1215000,"Powiat suski",2014,84140
"7390",1216000,"Powiat tarnowski",2014,200085
"7391",1217000,"Powiat tatrzański",2014,67851
"7392",1218000,"Powiat wadowicki",2014,159233
"7393",1219000,"Powiat wielicki",2014,120064
"7394",1261000,"Powiat m.Kraków",2014,761873
"7395",1262000,"Powiat m.Nowy Sącz",2014,83853
"7396",1263000,"Powiat m.Tarnów",2014,111376
"7397",1401000,"Powiat białobrzeski",2014,33599
"7398",1402000,"Powiat ciechanowski",2014,90703
"7399",1403000,"Powiat garwoliński",2014,108654
"7400",1404000,"Powiat gostyniński",2014,46221
"7401",1405000,"Powiat grodziski",2014,89663
"7402",1406000,"Powiat grójecki",2014,98670
"7403",1407000,"Powiat kozienicki",2014,61722
"7404",1408000,"Powiat legionowski",2014,112226
"7405",1409000,"Powiat lipski",2014,35309
"7406",1410000,"Powiat łosicki",2014,31973
"7407",1411000,"Powiat makowski",2014,46365
"7408",1412000,"Powiat miński",2014,150889
"7409",1413000,"Powiat mławski",2014,73887
"7410",1414000,"Powiat nowodworski",2014,78693
"7411",1415000,"Powiat ostrołęcki",2014,88413
"7412",1416000,"Powiat ostrowski",2014,74348
"7413",1417000,"Powiat otwocki",2014,122854
"7414",1418000,"Powiat piaseczyński",2014,174085
"7415",1419000,"Powiat płocki",2014,111149
"7416",1420000,"Powiat płoński",2014,88583
"7417",1421000,"Powiat pruszkowski",2014,159515
"7418",1422000,"Powiat przasnyski",2014,53439
"7419",1423000,"Powiat przysuski",2014,42888
"7420",1424000,"Powiat pułtuski",2014,51436
"7421",1425000,"Powiat radomski",2014,151321
"7422",1426000,"Powiat siedlecki",2014,81590
"7423",1427000,"Powiat sierpecki",2014,53259
"7424",1428000,"Powiat sochaczewski",2014,85100
"7425",1429000,"Powiat sokołowski",2014,55424
"7426",1430000,"Powiat szydłowiecki",2014,40339
"7427",1431000,"Powiat warszawski",2014,NA
"7428",1432000,"Powiat warszawski zachodni",2014,111899
"7429",1433000,"Powiat węgrowski",2014,67360
"7430",1434000,"Powiat wołomiński",2014,231757
"7431",1435000,"Powiat wyszkowski",2014,73892
"7432",1436000,"Powiat zwoleński",2014,36919
"7433",1437000,"Powiat żuromiński",2014,39866
"7434",1438000,"Powiat żyrardowski",2014,76420
"7435",1461000,"Powiat m.Ostrołęka",2014,52611
"7436",1462000,"Powiat m.Płock",2014,122224
"7437",1463000,"Powiat m.Radom",2014,217201
"7438",1464000,"Powiat m.Siedlce",2014,76603
"7439",1465000,"Powiat m. st. Warszawa",2014,1735442
"7440",1601000,"Powiat brzeski",2014,91543
"7441",1602000,"Powiat głubczycki",2014,47262
"7442",1603000,"Powiat kędzierzyńsko-kozielski",2014,96715
"7443",1604000,"Powiat kluczborski",2014,66977
"7444",1605000,"Powiat krapkowicki",2014,64850
"7445",1606000,"Powiat namysłowski",2014,42809
"7446",1607000,"Powiat nyski",2014,139967
"7447",1608000,"Powiat oleski",2014,65547
"7448",1609000,"Powiat opolski",2014,133203
"7449",1610000,"Powiat prudnicki",2014,56608
"7450",1611000,"Powiat strzelecki",2014,75803
"7451",1661000,"Powiat m.Opole",2014,119574
"7452",1801000,"Powiat bieszczadzki",2014,22155
"7453",1802000,"Powiat brzozowski",2014,66220
"7454",1803000,"Powiat dębicki",2014,135115
"7455",1804000,"Powiat jarosławski",2014,121795
"7456",1805000,"Powiat jasielski",2014,115185
"7457",1806000,"Powiat kolbuszowski",2014,62656
"7458",1807000,"Powiat krośnieński",2014,112064
"7459",1808000,"Powiat leżajski",2014,69856
"7460",1809000,"Powiat lubaczowski",2014,56895
"7461",1810000,"Powiat łańcucki",2014,80028
"7462",1811000,"Powiat mielecki",2014,136313
"7463",1812000,"Powiat niżański",2014,67353
"7464",1813000,"Powiat przemyski",2014,74067
"7465",1814000,"Powiat przeworski",2014,79027
"7466",1815000,"Powiat ropczycko-sędziszowski",2014,73680
"7467",1816000,"Powiat rzeszowski",2014,166643
"7468",1817000,"Powiat sanocki",2014,95826
"7469",1818000,"Powiat stalowowolski",2014,108280
"7470",1819000,"Powiat strzyżowski",2014,61912
"7471",1820000,"Powiat tarnobrzeski",2014,53798
"7472",1821000,"Powiat leski",2014,26821
"7473",1861000,"Powiat m.Krosno",2014,46934
"7474",1862000,"Powiat m.Przemyśl",2014,63441
"7475",1863000,"Powiat m.Rzeszów",2014,185123
"7476",1864000,"Powiat m.Tarnobrzeg",2014,48000
"7477",2001000,"Powiat augustowski",2014,59374
"7478",2002000,"Powiat białostocki",2014,145230
"7479",2003000,"Powiat bielski",2014,57144
"7480",2004000,"Powiat grajewski",2014,48643
"7481",2005000,"Powiat hajnowski",2014,44957
"7482",2006000,"Powiat kolneński",2014,39369
"7483",2007000,"Powiat łomżyński",2014,51610
"7484",2008000,"Powiat moniecki",2014,41817
"7485",2009000,"Powiat sejneński",2014,20778
"7486",2010000,"Powiat siemiatycki",2014,46479
"7487",2011000,"Powiat sokólski",2014,70060
"7488",2012000,"Powiat suwalski",2014,35929
"7489",2013000,"Powiat wysokomazowiecki",2014,58519
"7490",2014000,"Powiat zambrowski",2014,44455
"7491",2061000,"Powiat m.Białystok",2014,295459
"7492",2062000,"Powiat m.Łomża",2014,62779
"7493",2063000,"Powiat m.Suwałki",2014,69316
"7494",2201000,"Powiat bytowski",2014,78631
"7495",2202000,"Powiat chojnicki",2014,96345
"7496",2203000,"Powiat człuchowski",2014,57028
"7497",2204000,"Powiat gdański",2014,107382
"7498",2205000,"Powiat kartuski",2014,127098
"7499",2206000,"Powiat kościerski",2014,71394
"7500",2207000,"Powiat kwidzyński",2014,83627
"7501",2208000,"Powiat lęborski",2014,66256
"7502",2209000,"Powiat malborski",2014,64257
"7503",2210000,"Powiat nowodworski",2014,36254
"7504",2211000,"Powiat pucki",2014,82414
"7505",2212000,"Powiat słupski",2014,97727
"7506",2213000,"Powiat starogardzki",2014,127297
"7507",2214000,"Powiat tczewski",2014,116040
"7508",2215000,"Powiat wejherowski",2014,207676
"7509",2216000,"Powiat sztumski",2014,42482
"7510",2261000,"Powiat m.Gdańsk",2014,461489
"7511",2262000,"Powiat m.Gdynia",2014,247820
"7512",2263000,"Powiat m.Słupsk",2014,93206
"7513",2264000,"Powiat m.Sopot",2014,37654
"7514",2401000,"Powiat będziński",2014,150737
"7515",2402000,"Powiat bielski",2014,161359
"7516",2403000,"Powiat cieszyński",2014,177708
"7517",2404000,"Powiat częstochowski",2014,135760
"7518",2405000,"Powiat gliwicki",2014,115128
"7519",2406000,"Powiat kłobucki",2014,85396
"7520",2407000,"Powiat lubliniecki",2014,76980
"7521",2408000,"Powiat mikołowski",2014,96107
"7522",2409000,"Powiat myszkowski",2014,71977
"7523",2410000,"Powiat pszczyński",2014,109409
"7524",2411000,"Powiat raciborski",2014,109362
"7525",2412000,"Powiat rybnicki",2014,77150
"7526",2413000,"Powiat tarnogórski",2014,138502
"7527",2414000,"Powiat bieruńsko-lędziński",2014,58815
"7528",2415000,"Powiat wodzisławski",2014,158029
"7529",2416000,"Powiat zawierciański",2014,121012
"7530",2417000,"Powiat żywiecki",2014,153189
"7531",2461000,"Powiat m.Bielsko-Biała",2014,173013
"7532",2462000,"Powiat m.Bytom",2014,172306
"7533",2463000,"Powiat m.Chorzów",2014,110337
"7534",2464000,"Powiat m.Częstochowa",2014,230123
"7535",2465000,"Powiat m.Dąbrowa Górnicza",2014,123376
"7536",2466000,"Powiat m.Gliwice",2014,184415
"7537",2467000,"Powiat m.Jastrzębie-Zdrój",2014,90794
"7538",2468000,"Powiat m.Jaworzno",2014,93331
"7539",2469000,"Powiat m.Katowice",2014,301834
"7540",2470000,"Powiat m.Mysłowice",2014,75037
"7541",2471000,"Powiat m.Piekary Śląskie",2014,56755
"7542",2472000,"Powiat m.Ruda Śląska",2014,140669
"7543",2473000,"Powiat m.Rybnik",2014,140052
"7544",2474000,"Powiat m.Siemianowice Śląskie",2014,68634
"7545",2475000,"Powiat m.Sosnowiec",2014,209274
"7546",2476000,"Powiat m.Świętochłowice",2014,51494
"7547",2477000,"Powiat m.Tychy",2014,128621
"7548",2478000,"Powiat m.Zabrze",2014,177188
"7549",2479000,"Powiat m.Żory",2014,62051
"7550",2601000,"Powiat buski",2014,73450
"7551",2602000,"Powiat jędrzejowski",2014,87635
"7552",2603000,"Powiat kazimierski",2014,34689
"7553",2604000,"Powiat kielecki",2014,208066
"7554",2605000,"Powiat konecki",2014,82925
"7555",2606000,"Powiat opatowski",2014,54248
"7556",2607000,"Powiat ostrowiecki",2014,113678
"7557",2608000,"Powiat pińczowski",2014,40350
"7558",2609000,"Powiat sandomierski",2014,79625
"7559",2610000,"Powiat skarżyski",2014,77647
"7560",2611000,"Powiat starachowicki",2014,92540
"7561",2612000,"Powiat staszowski",2014,73320
"7562",2613000,"Powiat włoszczowski",2014,46146
"7563",2661000,"Powiat m.Kielce",2014,198857
"7564",2801000,"Powiat bartoszycki",2014,59830
"7565",2802000,"Powiat braniewski",2014,42469
"7566",2803000,"Powiat działdowski",2014,66286
"7567",2804000,"Powiat elbląski",2014,58174
"7568",2805000,"Powiat ełcki",2014,89883
"7569",2806000,"Powiat giżycki",2014,57562
"7570",2807000,"Powiat iławski",2014,93052
"7571",2808000,"Powiat kętrzyński",2014,65040
"7572",2809000,"Powiat lidzbarski",2014,42506
"7573",2810000,"Powiat mrągowski",2014,50901
"7574",2811000,"Powiat nidzicki",2014,33859
"7575",2812000,"Powiat nowomiejski",2014,44291
"7576",2813000,"Powiat olecki",2014,34805
"7577",2814000,"Powiat olsztyński",2014,123049
"7578",2815000,"Powiat ostródzki",2014,106442
"7579",2816000,"Powiat piski",2014,57771
"7580",2817000,"Powiat szczycieński",2014,70891
"7581",2818000,"Powiat gołdapski",2014,27353
"7582",2819000,"Powiat węgorzewski",2014,23604
"7583",2861000,"Powiat m.Elbląg",2014,122368
"7584",2862000,"Powiat m.Olsztyn",2014,173831
"7585",3001000,"Powiat chodzieski",2014,47622
"7586",3002000,"Powiat czarnkowsko-trzcianecki",2014,88045
"7587",3003000,"Powiat gnieźnieński",2014,145075
"7588",3004000,"Powiat gostyński",2014,76193
"7589",3005000,"Powiat grodziski",2014,51217
"7590",3006000,"Powiat jarociński",2014,71775
"7591",3007000,"Powiat kaliski",2014,82814
"7592",3008000,"Powiat kępiński",2014,56491
"7593",3009000,"Powiat kolski",2014,88848
"7594",3010000,"Powiat koniński",2014,128984
"7595",3011000,"Powiat kościański",2014,79023
"7596",3012000,"Powiat krotoszyński",2014,77909
"7597",3013000,"Powiat leszczyński",2014,54422
"7598",3014000,"Powiat międzychodzki",2014,37126
"7599",3015000,"Powiat nowotomyski",2014,74538
"7600",3016000,"Powiat obornicki",2014,59283
"7601",3017000,"Powiat ostrowski",2014,161403
"7602",3018000,"Powiat ostrzeszowski",2014,55405
"7603",3019000,"Powiat pilski",2014,137840
"7604",3020000,"Powiat pleszewski",2014,63282
"7605",3021000,"Powiat poznański",2014,358894
"7606",3022000,"Powiat rawicki",2014,60469
"7607",3023000,"Powiat słupecki",2014,59698
"7608",3024000,"Powiat szamotulski",2014,89922
"7609",3025000,"Powiat średzki",2014,57156
"7610",3026000,"Powiat śremski",2014,60795
"7611",3027000,"Powiat turecki",2014,84441
"7612",3028000,"Powiat wągrowiecki",2014,69887
"7613",3029000,"Powiat wolsztyński",2014,56979
"7614",3030000,"Powiat wrzesiński",2014,76829
"7615",3031000,"Powiat złotowski",2014,69998
"7616",3061000,"Powiat m.Kalisz",2014,103373
"7617",3062000,"Powiat m.Konin",2014,76547
"7618",3063000,"Powiat m.Leszno",2014,64616
"7619",3064000,"Powiat m.Poznań",2014,545680
"7620",3201000,"Powiat białogardzki",2014,48679
"7621",3202000,"Powiat choszczeński",2014,49709
"7622",3203000,"Powiat drawski",2014,58264
"7623",3204000,"Powiat goleniowski",2014,82507
"7624",3205000,"Powiat gryficki",2014,61517
"7625",3206000,"Powiat gryfiński",2014,83688
"7626",3207000,"Powiat kamieński",2014,47751
"7627",3208000,"Powiat kołobrzeski",2014,79567
"7628",3209000,"Powiat koszaliński",2014,65962
"7629",3210000,"Powiat myśliborski",2014,67417
"7630",3211000,"Powiat policki",2014,75386
"7631",3212000,"Powiat pyrzycki",2014,40488
"7632",3213000,"Powiat sławieński",2014,57489
"7633",3214000,"Powiat stargardzki",2014,120593
"7634",3215000,"Powiat szczecinecki",2014,78858
"7635",3216000,"Powiat świdwiński",2014,48343
"7636",3217000,"Powiat wałecki",2014,54348
"7637",3218000,"Powiat łobeski",2014,37804
"7638",3261000,"Powiat m.Koszalin",2014,108605
"7639",3262000,"Powiat m.Szczecin",2014,407180
"7640",3263000,"Powiat m.Świnoujście",2014,41276
"7641",201000,"Powiat bolesławiecki",2015,90199
"7642",202000,"Powiat dzierżoniowski",2015,103349
"7643",203000,"Powiat głogowski",2015,90205
"7644",204000,"Powiat górowski",2015,35940
"7645",205000,"Powiat jaworski",2015,51451
"7646",206000,"Powiat jeleniogórski",2015,64599
"7647",207000,"Powiat kamiennogórski",2015,44402
"7648",208000,"Powiat kłodzki",2015,162465
"7649",209000,"Powiat legnicki",2015,55051
"7650",210000,"Powiat lubański",2015,55533
"7651",211000,"Powiat lubiński",2015,106319
"7652",212000,"Powiat lwówecki",2015,46677
"7653",213000,"Powiat milicki",2015,37213
"7654",214000,"Powiat oleśnicki",2015,106486
"7655",215000,"Powiat oławski",2015,76064
"7656",216000,"Powiat polkowicki",2015,63057
"7657",217000,"Powiat strzeliński",2015,44165
"7658",218000,"Powiat średzki",2015,52837
"7659",219000,"Powiat świdnicki",2015,159633
"7660",220000,"Powiat trzebnicki",2015,83699
"7661",221000,"Powiat wałbrzyski",2015,57023
"7662",222000,"Powiat wołowski",2015,47194
"7663",223000,"Powiat wrocławski",2015,134145
"7664",224000,"Powiat ząbkowicki",2015,66971
"7665",225000,"Powiat zgorzelecki",2015,91824
"7666",226000,"Powiat złotoryjski",2015,44598
"7667",261000,"Powiat m.Jelenia Góra",2015,81010
"7668",262000,"Powiat m.Legnica",2015,100886
"7669",263000,"Powiat m.Wałbrzych do 2002",2015,NA
"7670",264000,"Powiat m.Wrocław",2015,635759
"7671",265000,"Powiat m.Wałbrzych od 2013",2015,115453
"7672",401000,"Powiat aleksandrowski",2015,55573
"7673",402000,"Powiat brodnicki",2015,78431
"7674",403000,"Powiat bydgoski",2015,112992
"7675",404000,"Powiat chełmiński",2015,52361
"7676",405000,"Powiat golubsko-dobrzyński",2015,45342
"7677",406000,"Powiat grudziądzki",2015,40346
"7678",407000,"Powiat inowrocławski",2015,162545
"7679",408000,"Powiat lipnowski",2015,66823
"7680",409000,"Powiat mogileński",2015,46254
"7681",410000,"Powiat nakielski",2015,86841
"7682",411000,"Powiat radziejowski",2015,41373
"7683",412000,"Powiat rypiński",2015,44384
"7684",413000,"Powiat sępoleński",2015,41501
"7685",414000,"Powiat świecki",2015,99764
"7686",415000,"Powiat toruński",2015,103397
"7687",416000,"Powiat tucholski",2015,48381
"7688",417000,"Powiat wąbrzeski",2015,34844
"7689",418000,"Powiat włocławski",2015,86758
"7690",419000,"Powiat żniński",2015,70606
"7691",461000,"Powiat m.Bydgoszcz",2015,355645
"7692",462000,"Powiat m.Grudziądz",2015,96319
"7693",463000,"Powiat m.Toruń",2015,202689
"7694",464000,"Powiat m.Włocławek",2015,113041
"7695",601000,"Powiat bialski",2015,112507
"7696",602000,"Powiat biłgorajski",2015,102647
"7697",603000,"Powiat chełmski",2015,79377
"7698",604000,"Powiat hrubieszowski",2015,65939
"7699",605000,"Powiat janowski",2015,46895
"7700",606000,"Powiat krasnostawski",2015,65422
"7701",607000,"Powiat kraśnicki",2015,97569
"7702",608000,"Powiat lubartowski",2015,89502
"7703",609000,"Powiat lubelski",2015,151178
"7704",610000,"Powiat łęczyński",2015,57401
"7705",611000,"Powiat łukowski",2015,108597
"7706",612000,"Powiat opolski",2015,60964
"7707",613000,"Powiat parczewski",2015,35628
"7708",614000,"Powiat puławski",2015,115206
"7709",615000,"Powiat radzyński",2015,60287
"7710",616000,"Powiat rycki",2015,57388
"7711",617000,"Powiat świdnicki",2015,72642
"7712",618000,"Powiat tomaszowski",2015,85705
"7713",619000,"Powiat włodawski",2015,39280
"7714",620000,"Powiat zamojski",2015,108393
"7715",661000,"Powiat m.Biała Podlaska",2015,57414
"7716",662000,"Powiat m.Chełm",2015,64270
"7717",663000,"Powiat m.Lublin",2015,340727
"7718",664000,"Powiat m.Zamość",2015,64788
"7719",801000,"Powiat gorzowski",2015,70929
"7720",802000,"Powiat krośnieński",2015,55943
"7721",803000,"Powiat międzyrzecki",2015,58496
"7722",804000,"Powiat nowosolski",2015,87339
"7723",805000,"Powiat słubicki",2015,47275
"7724",806000,"Powiat strzelecko-drezdenecki",2015,50061
"7725",807000,"Powiat sulęciński",2015,35596
"7726",808000,"Powiat świebodziński",2015,56290
"7727",809000,"Powiat zielonogórski",2015,75219
"7728",810000,"Powiat żagański",2015,80997
"7729",811000,"Powiat żarski",2015,98160
"7730",812000,"Powiat wschowski",2015,39297
"7731",861000,"Powiat m.Gorzów Wielkopolski",2015,123762
"7732",862000,"Powiat m.Zielona Góra",2015,138711
"7733",1001000,"Powiat bełchatowski",2015,112916
"7734",1002000,"Powiat kutnowski",2015,99258
"7735",1003000,"Powiat łaski",2015,50282
"7736",1004000,"Powiat łęczycki",2015,51062
"7737",1005000,"Powiat łowicki",2015,79631
