"","Kod","Nazwa","rok","Ludnosc_wg_grup_wieku_i_plci_ogolem_ogolem_osoba"
"1633",1013000,"Powiat rawski",1999,50492
"1634",1014000,"Powiat sieradzki",1999,123209
"1635",1015000,"Powiat skierniewicki",1999,38982
"1636",1016000,"Powiat tomaszowski",1999,123018
"1637",1017000,"Powiat wieluński",1999,79430
"1638",1018000,"Powiat wieruszowski",1999,42688
"1639",1019000,"Powiat zduńskowolski",1999,68175
"1640",1020000,"Powiat zgierski",1999,159847
"1641",1021000,"Powiat brzeziński",1999,NA
"1642",1061000,"Powiat m.Łódź",1999,805311
"1643",1062000,"Powiat m.Piotrków Trybunalski",1999,81639
"1644",1063000,"Powiat m.Skierniewice",1999,48077
"1645",1201000,"Powiat bocheński",1999,97048
"1646",1202000,"Powiat brzeski",1999,88622
"1647",1203000,"Powiat chrzanowski",1999,129753
"1648",1204000,"Powiat dąbrowski",1999,58317
"1649",1205000,"Powiat gorlicki",1999,105933
"1650",1206000,"Powiat krakowski",1999,236184
"1651",1207000,"Powiat limanowski",1999,116774
"1652",1208000,"Powiat miechowski",1999,52333
"1653",1209000,"Powiat myślenicki",1999,111924
"1654",1210000,"Powiat nowosądecki",1999,188925
"1655",1211000,"Powiat nowotarski",1999,176391
"1656",1212000,"Powiat olkuski",1999,122079
"1657",1213000,"Powiat oświęcimski",1999,151768
"1658",1214000,"Powiat proszowicki",1999,43691
"1659",1215000,"Powiat suski",1999,80514
"1660",1216000,"Powiat tarnowski",1999,179676
"1661",1217000,"Powiat tatrzański",1999,65081
"1662",1218000,"Powiat wadowicki",1999,152785
"1663",1219000,"Powiat wielicki",1999,100380
"1664",1261000,"Powiat m.Kraków",1999,755355
"1665",1262000,"Powiat m.Nowy Sącz",1999,83899
"1666",1263000,"Powiat m.Tarnów",1999,120433
"1667",1401000,"Powiat białobrzeski",1999,33583
"1668",1402000,"Powiat ciechanowski",1999,91888
"1669",1403000,"Powiat garwoliński",1999,105769
"1670",1404000,"Powiat gostyniński",1999,47743
"1671",1405000,"Powiat grodziski",1999,72959
"1672",1406000,"Powiat grójecki",1999,107437
"1673",1407000,"Powiat kozienicki",1999,62617
"1674",1408000,"Powiat legionowski",1999,89375
"1675",1409000,"Powiat lipski",1999,39308
"1676",1410000,"Powiat łosicki",1999,34026
"1677",1411000,"Powiat makowski",1999,47953
"1678",1412000,"Powiat miński",1999,153574
"1679",1413000,"Powiat mławski",1999,74137
"1680",1414000,"Powiat nowodworski",1999,74697
"1681",1415000,"Powiat ostrołęcki",1999,82815
"1682",1416000,"Powiat ostrowski",1999,76435
"1683",1417000,"Powiat otwocki",1999,112926
"1684",1418000,"Powiat piaseczyński",1999,116844
"1685",1419000,"Powiat płocki",1999,104792
"1686",1420000,"Powiat płoński",1999,88624
"1687",1421000,"Powiat pruszkowski",1999,139179
"1688",1422000,"Powiat przasnyski",1999,53681
"1689",1423000,"Powiat przysuski",1999,45246
"1690",1424000,"Powiat pułtuski",1999,51323
"1691",1425000,"Powiat radomski",1999,140965
"1692",1426000,"Powiat siedlecki",1999,80806
"1693",1427000,"Powiat sierpecki",1999,54585
"1694",1428000,"Powiat sochaczewski",1999,83316
"1695",1429000,"Powiat sokołowski",1999,59055
"1696",1430000,"Powiat szydłowiecki",1999,43862
"1697",1431000,"Powiat warszawski",1999,1677316
"1698",1432000,"Powiat warszawski zachodni",1999,92792
"1699",1433000,"Powiat węgrowski",1999,69261
"1700",1434000,"Powiat wołomiński",1999,189718
"1701",1435000,"Powiat wyszkowski",1999,70910
"1702",1436000,"Powiat zwoleński",1999,37763
"1703",1437000,"Powiat żuromiński",1999,41106
"1704",1438000,"Powiat żyrardowski",1999,74844
"1705",1461000,"Powiat m.Ostrołęka",1999,54008
"1706",1462000,"Powiat m.Płock",1999,128654
"1707",1463000,"Powiat m.Radom",1999,230704
"1708",1464000,"Powiat m.Siedlce",1999,76056
"1709",1465000,"Powiat m. st. Warszawa",1999,NA
"1710",1601000,"Powiat brzeski",1999,92852
"1711",1602000,"Powiat głubczycki",1999,52184
"1712",1603000,"Powiat kędzierzyńsko-kozielski",1999,106152
"1713",1604000,"Powiat kluczborski",1999,72087
"1714",1605000,"Powiat krapkowicki",1999,71232
"1715",1606000,"Powiat namysłowski",1999,44511
"1716",1607000,"Powiat nyski",1999,149047
"1717",1608000,"Powiat oleski",1999,70667
"1718",1609000,"Powiat opolski",1999,137434
"1719",1610000,"Powiat prudnicki",1999,62684
"1720",1611000,"Powiat strzelecki",1999,84386
"1721",1661000,"Powiat m.Opole",1999,130969
"1722",1801000,"Powiat bieszczadzki",1999,48900
"1723",1802000,"Powiat brzozowski",1999,64870
"1724",1803000,"Powiat dębicki",1999,131226
"1725",1804000,"Powiat jarosławski",1999,121628
"1726",1805000,"Powiat jasielski",1999,123355
"1727",1806000,"Powiat kolbuszowski",1999,60439
"1728",1807000,"Powiat krośnieński",1999,108371
"1729",1808000,"Powiat leżajski",1999,68751
"1730",1809000,"Powiat lubaczowski",1999,57827
"1731",1810000,"Powiat łańcucki",1999,76802
"1732",1811000,"Powiat mielecki",1999,132674
"1733",1812000,"Powiat niżański",1999,66852
"1734",1813000,"Powiat przemyski",1999,71141
"1735",1814000,"Powiat przeworski",1999,78856
"1736",1815000,"Powiat ropczycko-sędziszowski",1999,70249
"1737",1816000,"Powiat rzeszowski",1999,167214
"1738",1817000,"Powiat sanocki",1999,94617
"1739",1818000,"Powiat stalowowolski",1999,110857
"1740",1819000,"Powiat strzyżowski",1999,61745
"1741",1820000,"Powiat tarnobrzeski",1999,53977
"1742",1821000,"Powiat leski",1999,NA
"1743",1861000,"Powiat m.Krosno",1999,48836
"1744",1862000,"Powiat m.Przemyśl",1999,68558
"1745",1863000,"Powiat m.Rzeszów",1999,160601
"1746",1864000,"Powiat m.Tarnobrzeg",1999,50425
"1747",2001000,"Powiat augustowski",1999,59297
"1748",2002000,"Powiat białostocki",1999,139590
"1749",2003000,"Powiat bielski",1999,62814
"1750",2004000,"Powiat grajewski",1999,50977
"1751",2005000,"Powiat hajnowski",1999,51452
"1752",2006000,"Powiat kolneński",1999,40489
"1753",2007000,"Powiat łomżyński",1999,51211
"1754",2008000,"Powiat moniecki",1999,44653
"1755",2009000,"Powiat sejneński",1999,21762
"1756",2010000,"Powiat siemiatycki",1999,51048
"1757",2011000,"Powiat sokólski",1999,76059
"1758",2012000,"Powiat suwalski",1999,35589
"1759",2013000,"Powiat wysokomazowiecki",1999,60837
"1760",2014000,"Powiat zambrowski",1999,45515
"1761",2061000,"Powiat m.Białystok",1999,288756
"1762",2062000,"Powiat m.Łomża",1999,63608
"1763",2063000,"Powiat m.Suwałki",1999,68612
"1764",2201000,"Powiat bytowski",1999,74395
"1765",2202000,"Powiat chojnicki",1999,89246
"1766",2203000,"Powiat człuchowski",1999,56710
"1767",2204000,"Powiat gdański",1999,77372
"1768",2205000,"Powiat kartuski",1999,100443
"1769",2206000,"Powiat kościerski",1999,64506
"1770",2207000,"Powiat kwidzyński",1999,78914
"1771",2208000,"Powiat lęborski",1999,63050
"1772",2209000,"Powiat malborski",1999,104854
"1773",2210000,"Powiat nowodworski",1999,35416
"1774",2211000,"Powiat pucki",1999,70268
"1775",2212000,"Powiat słupski",1999,90811
"1776",2213000,"Powiat starogardzki",1999,119357
"1777",2214000,"Powiat tczewski",1999,111001
"1778",2215000,"Powiat wejherowski",1999,169359
"1779",2216000,"Powiat sztumski",1999,NA
"1780",2261000,"Powiat m.Gdańsk",1999,464358
"1781",2262000,"Powiat m.Gdynia",1999,252985
"1782",2263000,"Powiat m.Słupsk",1999,100318
"1783",2264000,"Powiat m.Sopot",1999,42867
"1784",2401000,"Powiat będziński",1999,147483
"1785",2402000,"Powiat bielski",1999,144922
"1786",2403000,"Powiat cieszyński",1999,168094
"1787",2404000,"Powiat częstochowski",1999,133999
"1788",2405000,"Powiat gliwicki",1999,118862
"1789",2406000,"Powiat kłobucki",1999,85015
"1790",2407000,"Powiat lubliniecki",1999,77163
"1791",2408000,"Powiat mikołowski",1999,90426
"1792",2409000,"Powiat myszkowski",1999,72572
"1793",2410000,"Powiat pszczyński",1999,102606
"1794",2411000,"Powiat raciborski",1999,116304
"1795",2412000,"Powiat rybnicki",1999,72925
"1796",2413000,"Powiat tarnogórski",1999,141096
"1797",2414000,"Powiat bieruńsko-lędziński",1999,53852
"1798",2415000,"Powiat wodzisławski",1999,155782
"1799",2416000,"Powiat zawierciański",1999,127011
"1800",2417000,"Powiat żywiecki",1999,148179
"1801",2461000,"Powiat m.Bielsko-Biała",1999,178936
"1802",2462000,"Powiat m.Bytom",1999,197660
"1803",2463000,"Powiat m.Chorzów",1999,119501
"1804",2464000,"Powiat m.Częstochowa",1999,254071
"1805",2465000,"Powiat m.Dąbrowa Górnicza",1999,133487
"1806",2466000,"Powiat m.Gliwice",1999,206552
"1807",2467000,"Powiat m.Jastrzębie-Zdrój",1999,98002
"1808",2468000,"Powiat m.Jaworzno",1999,97271
"1809",2469000,"Powiat m.Katowice",1999,333244
"1810",2470000,"Powiat m.Mysłowice",1999,76231
"1811",2471000,"Powiat m.Piekary Śląskie",1999,61753
"1812",2472000,"Powiat m.Ruda Śląska",1999,154903
"1813",2473000,"Powiat m.Rybnik",1999,143557
"1814",2474000,"Powiat m.Siemianowice Śląskie",1999,75218
"1815",2475000,"Powiat m.Sosnowiec",1999,235662
"1816",2476000,"Powiat m.Świętochłowice",1999,57174
"1817",2477000,"Powiat m.Tychy",1999,135306
"1818",2478000,"Powiat m.Zabrze",1999,198354
"1819",2479000,"Powiat m.Żory",1999,63683
"1820",2601000,"Powiat buski",1999,75789
"1821",2602000,"Powiat jędrzejowski",1999,91680
"1822",2603000,"Powiat kazimierski",1999,37331
"1823",2604000,"Powiat kielecki",1999,192963
"1824",2605000,"Powiat konecki",1999,86027
"1825",2606000,"Powiat opatowski",1999,58941
"1826",2607000,"Powiat ostrowiecki",1999,119204
"1827",2608000,"Powiat pińczowski",1999,43716
"1828",2609000,"Powiat sandomierski",1999,83558
"1829",2610000,"Powiat skarżyski",1999,79242
"1830",2611000,"Powiat starachowicki",1999,96737
"1831",2612000,"Powiat staszowski",1999,75240
"1832",2613000,"Powiat włoszczowski",1999,47848
"1833",2661000,"Powiat m.Kielce",1999,214242
"1834",2801000,"Powiat bartoszycki",1999,62890
"1835",2802000,"Powiat braniewski",1999,44546
"1836",2803000,"Powiat działdowski",1999,65694
"1837",2804000,"Powiat elbląski",1999,56389
"1838",2805000,"Powiat ełcki",1999,83469
"1839",2806000,"Powiat giżycki",1999,85378
"1840",2807000,"Powiat iławski",1999,88517
"1841",2808000,"Powiat kętrzyński",1999,68371
"1842",2809000,"Powiat lidzbarski",1999,43694
"1843",2810000,"Powiat mrągowski",1999,50339
"1844",2811000,"Powiat nidzicki",1999,34093
"1845",2812000,"Powiat nowomiejski",1999,42937
"1846",2813000,"Powiat olecki",1999,57296
"1847",2814000,"Powiat olsztyński",1999,109630
"1848",2815000,"Powiat ostródzki",1999,105302
"1849",2816000,"Powiat piski",1999,57725
"1850",2817000,"Powiat szczycieński",1999,69212
"1851",2818000,"Powiat gołdapski",1999,NA
"1852",2819000,"Powiat węgorzewski",1999,NA
"1853",2861000,"Powiat m.Elbląg",1999,128159
"1854",2862000,"Powiat m.Olsztyn",1999,171131
"1855",3001000,"Powiat chodzieski",1999,46303
"1856",3002000,"Powiat czarnkowsko-trzcianecki",1999,85724
"1857",3003000,"Powiat gnieźnieński",1999,138956
"1858",3004000,"Powiat gostyński",1999,75360
"1859",3005000,"Powiat grodziski",1999,48643
"1860",3006000,"Powiat jarociński",1999,70053
"1861",3007000,"Powiat kaliski",1999,79703
"1862",3008000,"Powiat kępiński",1999,54763
"1863",3009000,"Powiat kolski",1999,89947
"1864",3010000,"Powiat koniński",1999,119928
"1865",3011000,"Powiat kościański",1999,77286
"1866",3012000,"Powiat krotoszyński",1999,76796
"1867",3013000,"Powiat leszczyński",1999,47639
"1868",3014000,"Powiat międzychodzki",1999,36155
"1869",3015000,"Powiat nowotomyski",1999,70963
"1870",3016000,"Powiat obornicki",1999,54902
"1871",3017000,"Powiat ostrowski",1999,159398
"1872",3018000,"Powiat ostrzeszowski",1999,54185
"1873",3019000,"Powiat pilski",1999,136442
"1874",3020000,"Powiat pleszewski",1999,61888
"1875",3021000,"Powiat poznański",1999,256850
"1876",3022000,"Powiat rawicki",1999,58760
"1877",3023000,"Powiat słupecki",1999,58358
"1878",3024000,"Powiat szamotulski",1999,84759
"1879",3025000,"Powiat średzki",1999,54065
"1880",3026000,"Powiat śremski",1999,57653
"1881",3027000,"Powiat turecki",1999,83837
"1882",3028000,"Powiat wągrowiecki",1999,66657
"1883",3029000,"Powiat wolsztyński",1999,53959
"1884",3030000,"Powiat wrzesiński",1999,73244
"1885",3031000,"Powiat złotowski",1999,68304
"1886",3061000,"Powiat m.Kalisz",1999,108583
"1887",3062000,"Powiat m.Konin",1999,82585
"1888",3063000,"Powiat m.Leszno",1999,62844
"1889",3064000,"Powiat m.Poznań",1999,584257
"1890",3201000,"Powiat białogardzki",1999,48432
"1891",3202000,"Powiat choszczeński",1999,50412
"1892",3203000,"Powiat drawski",1999,58889
"1893",3204000,"Powiat goleniowski",1999,81040
"1894",3205000,"Powiat gryficki",1999,73253
"1895",3206000,"Powiat gryfiński",1999,82727
"1896",3207000,"Powiat kamieński",1999,47989
"1897",3208000,"Powiat kołobrzeski",1999,74495
"1898",3209000,"Powiat koszaliński",1999,62100
"1899",3210000,"Powiat myśliborski",1999,68474
"1900",3211000,"Powiat policki",1999,58060
"1901",3212000,"Powiat pyrzycki",1999,40226
"1902",3213000,"Powiat sławieński",1999,57778
"1903",3214000,"Powiat stargardzki",1999,141221
"1904",3215000,"Powiat szczecinecki",1999,77785
"1905",3216000,"Powiat świdwiński",1999,49780
"1906",3217000,"Powiat wałecki",1999,55432
"1907",3218000,"Powiat łobeski",1999,NA
"1908",3261000,"Powiat m.Koszalin",1999,109941
"1909",3262000,"Powiat m.Szczecin",1999,416791
"1910",3263000,"Powiat m.Świnoujście",1999,42100
"1911",201000,"Powiat bolesławiecki",2000,88005
"1912",202000,"Powiat dzierżoniowski",2000,107424
"1913",203000,"Powiat głogowski",2000,88092
"1914",204000,"Powiat górowski",2000,36924
"1915",205000,"Powiat jaworski",2000,53116
"1916",206000,"Powiat jeleniogórski",2000,63967
"1917",207000,"Powiat kamiennogórski",2000,47361
"1918",208000,"Powiat kłodzki",2000,171621
"1919",209000,"Powiat legnicki",2000,53070
"1920",210000,"Powiat lubański",2000,58227
"1921",211000,"Powiat lubiński",2000,106437
"1922",212000,"Powiat lwówecki",2000,49064
"1923",213000,"Powiat milicki",2000,36879
"1924",214000,"Powiat oleśnicki",2000,102772
"1925",215000,"Powiat oławski",2000,70382
"1926",216000,"Powiat polkowicki",2000,61072
"1927",217000,"Powiat strzeliński",2000,44786
"1928",218000,"Powiat średzki",2000,48421
"1929",219000,"Powiat świdnicki",2000,162536
"1930",220000,"Powiat trzebnicki",2000,75481
"1931",221000,"Powiat wałbrzyski",2000,60084
"1932",222000,"Powiat wołowski",2000,47894
"1933",223000,"Powiat wrocławski",2000,94925
"1934",224000,"Powiat ząbkowicki",2000,70877
"1935",225000,"Powiat zgorzelecki",2000,96479
"1936",226000,"Powiat złotoryjski",2000,46464
"1937",261000,"Powiat m.Jelenia Góra",2000,90130
"1938",262000,"Powiat m.Legnica",2000,107416
"1939",263000,"Powiat m.Wałbrzych do 2002",2000,131675
"1940",264000,"Powiat m.Wrocław",2000,640614
"1941",265000,"Powiat m.Wałbrzych od 2013",2000,NA
"1942",401000,"Powiat aleksandrowski",2000,55327
"1943",402000,"Powiat brodnicki",2000,74695
"1944",403000,"Powiat bydgoski",2000,86399
"1945",404000,"Powiat chełmiński",2000,51244
"1946",405000,"Powiat golubsko-dobrzyński",2000,44823
"1947",406000,"Powiat grudziądzki",2000,38499
"1948",407000,"Powiat inowrocławski",2000,166441
"1949",408000,"Powiat lipnowski",2000,66732
"1950",409000,"Powiat mogileński",2000,47425
"1951",410000,"Powiat nakielski",2000,83618
"1952",411000,"Powiat radziejowski",2000,43061
"1953",412000,"Powiat rypiński",2000,44693
"1954",413000,"Powiat sępoleński",2000,40698
"1955",414000,"Powiat świecki",2000,96851
"1956",415000,"Powiat toruński",2000,81385
"1957",416000,"Powiat tucholski",2000,47012
"1958",417000,"Powiat wąbrzeski",2000,34802
"1959",418000,"Powiat włocławski",2000,85776
"1960",419000,"Powiat żniński",2000,69755
"1961",461000,"Powiat m.Bydgoszcz",2000,375676
"1962",462000,"Powiat m.Grudziądz",2000,100878
"1963",463000,"Powiat m.Toruń",2000,210194
"1964",464000,"Powiat m.Włocławek",2000,121833
"1965",601000,"Powiat bialski",2000,116064
"1966",602000,"Powiat biłgorajski",2000,105448
"1967",603000,"Powiat chełmski",2000,75034
"1968",604000,"Powiat hrubieszowski",2000,71650
"1969",605000,"Powiat janowski",2000,49012
"1970",606000,"Powiat krasnostawski",2000,79162
"1971",607000,"Powiat kraśnicki",2000,101415
"1972",608000,"Powiat lubartowski",2000,91538
"1973",609000,"Powiat lubelski",2000,135685
"1974",610000,"Powiat łęczyński",2000,57094
"1975",611000,"Powiat łukowski",2000,109445
"1976",612000,"Powiat opolski",2000,64408
"1977",613000,"Powiat parczewski",2000,37828
"1978",614000,"Powiat puławski",2000,118633
"1979",615000,"Powiat radzyński",2000,62466
"1980",616000,"Powiat rycki",2000,61565
"1981",617000,"Powiat świdnicki",2000,72533
"1982",618000,"Powiat tomaszowski",2000,90892
"1983",619000,"Powiat włodawski",2000,41206
"1984",620000,"Powiat zamojski",2000,112142
"1985",661000,"Powiat m.Biała Podlaska",2000,57901
"1986",662000,"Powiat m.Chełm",2000,69012
"1987",663000,"Powiat m.Lublin",2000,358933
"1988",664000,"Powiat m.Zamość",2000,67134
"1989",801000,"Powiat gorzowski",2000,62450
"1990",802000,"Powiat krośnieński",2000,58243
"1991",803000,"Powiat międzyrzecki",2000,58641
"1992",804000,"Powiat nowosolski",2000,125538
"1993",805000,"Powiat słubicki",2000,46523
"1994",806000,"Powiat strzelecko-drezdenecki",2000,50595
"1995",807000,"Powiat sulęciński",2000,35433
"1996",808000,"Powiat świebodziński",2000,56227
"1997",809000,"Powiat zielonogórski",2000,87290
"1998",810000,"Powiat żagański",2000,83304
"1999",811000,"Powiat żarski",2000,100358
"2000",812000,"Powiat wschowski",2000,NA
"2001",861000,"Powiat m.Gorzów Wielkopolski",2000,125767
"2002",862000,"Powiat m.Zielona Góra",2000,118103
"2003",1001000,"Powiat bełchatowski",2000,112087
"2004",1002000,"Powiat kutnowski",2000,108209
"2005",1003000,"Powiat łaski",2000,51745
"2006",1004000,"Powiat łęczycki",2000,55271
"2007",1005000,"Powiat łowicki",2000,84562
"2008",1006000,"Powiat łódzki wschodni",2000,93130
"2009",1007000,"Powiat opoczyński",2000,79658
"2010",1008000,"Powiat pabianicki",2000,120498
"2011",1009000,"Powiat pajęczański",2000,54597
"2012",1010000,"Powiat piotrkowski",2000,90516
"2013",1011000,"Powiat poddębicki",2000,43521
"2014",1012000,"Powiat radomszczański",2000,120720
"2015",1013000,"Powiat rawski",2000,50371
"2016",1014000,"Powiat sieradzki",2000,123093
"2017",1015000,"Powiat skierniewicki",2000,38817
"2018",1016000,"Powiat tomaszowski",2000,122735
"2019",1017000,"Powiat wieluński",2000,79441
"2020",1018000,"Powiat wieruszowski",2000,42580
"2021",1019000,"Powiat zduńskowolski",2000,68295
"2022",1020000,"Powiat zgierski",2000,159888
"2023",1021000,"Powiat brzeziński",2000,NA
"2024",1061000,"Powiat m.Łódź",2000,798418
"2025",1062000,"Powiat m.Piotrków Trybunalski",2000,81238
"2026",1063000,"Powiat m.Skierniewice",2000,48434
"2027",1201000,"Powiat bocheński",2000,97328
"2028",1202000,"Powiat brzeski",2000,88845
"2029",1203000,"Powiat chrzanowski",2000,129394
"2030",1204000,"Powiat dąbrowski",2000,58327
"2031",1205000,"Powiat gorlicki",2000,106034
"2032",1206000,"Powiat krakowski",2000,237052
"2033",1207000,"Powiat limanowski",2000,117595
"2034",1208000,"Powiat miechowski",2000,51989
"2035",1209000,"Powiat myślenicki",2000,112820
"2036",1210000,"Powiat nowosądecki",2000,190869
"2037",1211000,"Powiat nowotarski",2000,177409
"2038",1212000,"Powiat olkuski",2000,121796
"2039",1213000,"Powiat oświęcimski",2000,151842
"2040",1214000,"Powiat proszowicki",2000,43636
"2041",1215000,"Powiat suski",2000,80645
"2042",1216000,"Powiat tarnowski",2000,180414
"2043",1217000,"Powiat tatrzański",2000,64920
"2044",1218000,"Powiat wadowicki",2000,153328
"2045",1219000,"Powiat wielicki",2000,100989
"2046",1261000,"Powiat m.Kraków",2000,758715
"2047",1262000,"Powiat m.Nowy Sącz",2000,84370
"2048",1263000,"Powiat m.Tarnów",2000,120822
"2049",1401000,"Powiat białobrzeski",2000,33654
"2050",1402000,"Powiat ciechanowski",2000,91916
"2051",1403000,"Powiat garwoliński",2000,106214
"2052",1404000,"Powiat gostyniński",2000,47904
"2053",1405000,"Powiat grodziski",2000,73343
"2054",1406000,"Powiat grójecki",2000,107195
"2055",1407000,"Powiat kozienicki",2000,62483
"2056",1408000,"Powiat legionowski",2000,90355
"2057",1409000,"Powiat lipski",2000,39034
"2058",1410000,"Powiat łosicki",2000,33751
"2059",1411000,"Powiat makowski",2000,47680
"2060",1412000,"Powiat miński",2000,154411
"2061",1413000,"Powiat mławski",2000,73965
"2062",1414000,"Powiat nowodworski",2000,74946
"2063",1415000,"Powiat ostrołęcki",2000,83111
"2064",1416000,"Powiat ostrowski",2000,76421
"2065",1417000,"Powiat otwocki",2000,113261
"2066",1418000,"Powiat piaseczyński",2000,118897
"2067",1419000,"Powiat płocki",2000,104927
"2068",1420000,"Powiat płoński",2000,88681
"2069",1421000,"Powiat pruszkowski",2000,140321
"2070",1422000,"Powiat przasnyski",2000,53654
"2071",1423000,"Powiat przysuski",2000,45045
"2072",1424000,"Powiat pułtuski",2000,51240
"2073",1425000,"Powiat radomski",2000,141807
"2074",1426000,"Powiat siedlecki",2000,80790
"2075",1427000,"Powiat sierpecki",2000,54626
"2076",1428000,"Powiat sochaczewski",2000,83383
"2077",1429000,"Powiat sokołowski",2000,58800
"2078",1430000,"Powiat szydłowiecki",2000,41246
"2079",1431000,"Powiat warszawski",2000,1672418
"2080",1432000,"Powiat warszawski zachodni",2000,93943
"2081",1433000,"Powiat węgrowski",2000,69167
"2082",1434000,"Powiat wołomiński",2000,191771
"2083",1435000,"Powiat wyszkowski",2000,71120
"2084",1436000,"Powiat zwoleński",2000,37665
"2085",1437000,"Powiat żuromiński",2000,41062
"2086",1438000,"Powiat żyrardowski",2000,74962
"2087",1461000,"Powiat m.Ostrołęka",2000,54315
"2088",1462000,"Powiat m.Płock",2000,128580
"2089",1463000,"Powiat m.Radom",2000,230492
"2090",1464000,"Powiat m.Siedlce",2000,76454
"2091",1465000,"Powiat m. st. Warszawa",2000,NA
"2092",1601000,"Powiat brzeski",2000,92992
"2093",1602000,"Powiat głubczycki",2000,52081
"2094",1603000,"Powiat kędzierzyńsko-kozielski",2000,105625
"2095",1604000,"Powiat kluczborski",2000,71900
"2096",1605000,"Powiat krapkowicki",2000,70843
"2097",1606000,"Powiat namysłowski",2000,44553
"2098",1607000,"Powiat nyski",2000,148570
"2099",1608000,"Powiat oleski",2000,70339
"2100",1609000,"Powiat opolski",2000,137068
"2101",1610000,"Powiat prudnicki",2000,62345
"2102",1611000,"Powiat strzelecki",2000,83855
"2103",1661000,"Powiat m.Opole",2000,130427
"2104",1801000,"Powiat bieszczadzki",2000,48865
"2105",1802000,"Powiat brzozowski",2000,65143
"2106",1803000,"Powiat dębicki",2000,131480
"2107",1804000,"Powiat jarosławski",2000,121792
"2108",1805000,"Powiat jasielski",2000,123571
"2109",1806000,"Powiat kolbuszowski",2000,60788
"2110",1807000,"Powiat krośnieński",2000,108640
"2111",1808000,"Powiat leżajski",2000,68870
"2112",1809000,"Powiat lubaczowski",2000,57670
"2113",1810000,"Powiat łańcucki",2000,76944
"2114",1811000,"Powiat mielecki",2000,132732
"2115",1812000,"Powiat niżański",2000,66998
"2116",1813000,"Powiat przemyski",2000,71180
"2117",1814000,"Powiat przeworski",2000,78983
"2118",1815000,"Powiat ropczycko-sędziszowski",2000,70508
"2119",1816000,"Powiat rzeszowski",2000,168105
"2120",1817000,"Powiat sanocki",2000,94500
"2121",1818000,"Powiat stalowowolski",2000,110953
"2122",1819000,"Powiat strzyżowski",2000,61803
"2123",1820000,"Powiat tarnobrzeski",2000,54010
"2124",1821000,"Powiat leski",2000,NA
"2125",1861000,"Powiat m.Krosno",2000,48531
"2126",1862000,"Powiat m.Przemyśl",2000,68220
"2127",1863000,"Powiat m.Rzeszów",2000,160779
"2128",1864000,"Powiat m.Tarnobrzeg",2000,50310
"2129",2001000,"Powiat augustowski",2000,59308
"2130",2002000,"Powiat białostocki",2000,139645
"2131",2003000,"Powiat bielski",2000,62320
"2132",2004000,"Powiat grajewski",2000,50964
"2133",2005000,"Powiat hajnowski",2000,50910
"2134",2006000,"Powiat kolneński",2000,40479
"2135",2007000,"Powiat łomżyński",2000,50977
"2136",2008000,"Powiat moniecki",2000,44499
"2137",2009000,"Powiat sejneński",2000,21736
"2138",2010000,"Powiat siemiatycki",2000,50865
"2139",2011000,"Powiat sokólski",2000,75555
"2140",2012000,"Powiat suwalski",2000,35425
"2141",2013000,"Powiat wysokomazowiecki",2000,60593
"2142",2014000,"Powiat zambrowski",2000,45485
"2143",2061000,"Powiat m.Białystok",2000,289233
"2144",2062000,"Powiat m.Łomża",2000,63805
"2145",2063000,"Powiat m.Suwałki",2000,68889
"2146",2201000,"Powiat bytowski",2000,74736
"2147",2202000,"Powiat chojnicki",2000,89780
"2148",2203000,"Powiat człuchowski",2000,56779
"2149",2204000,"Powiat gdański",2000,78224
"2150",2205000,"Powiat kartuski",2000,101666
"2151",2206000,"Powiat kościerski",2000,64764
"2152",2207000,"Powiat kwidzyński",2000,79366
"2153",2208000,"Powiat lęborski",2000,63349
"2154",2209000,"Powiat malborski",2000,105017
"2155",2210000,"Powiat nowodworski",2000,35532
"2156",2211000,"Powiat pucki",2000,70588
"2157",2212000,"Powiat słupski",2000,91076
"2158",2213000,"Powiat starogardzki",2000,119913
"2159",2214000,"Powiat tczewski",2000,111245
"2160",2215000,"Powiat wejherowski",2000,171133
"2161",2216000,"Powiat sztumski",2000,NA
"2162",2261000,"Powiat m.Gdańsk",2000,462995
"2163",2262000,"Powiat m.Gdynia",2000,253387
"2164",2263000,"Powiat m.Słupsk",2000,100386
"2165",2264000,"Powiat m.Sopot",2000,42348
"2166",2401000,"Powiat będziński",2000,146749
"2167",2402000,"Powiat bielski",2000,145772
"2168",2403000,"Powiat cieszyński",2000,168729
"2169",2404000,"Powiat częstochowski",2000,134074
"2170",2405000,"Powiat gliwicki",2000,118136
"2171",2406000,"Powiat kłobucki",2000,85018
"2172",2407000,"Powiat lubliniecki",2000,77217
"2173",2408000,"Powiat mikołowski",2000,90463
"2174",2409000,"Powiat myszkowski",2000,72448
"2175",2410000,"Powiat pszczyński",2000,102882
"2176",2411000,"Powiat raciborski",2000,115473
"2177",2412000,"Powiat rybnicki",2000,72810
"2178",2413000,"Powiat tarnogórski",2000,140315
"2179",2414000,"Powiat bieruńsko-lędziński",2000,55426
"2180",2415000,"Powiat wodzisławski",2000,155458
"2181",2416000,"Powiat zawierciański",2000,126788
"2182",2417000,"Powiat żywiecki",2000,148675
"2183",2461000,"Powiat m.Bielsko-Biała",2000,178611
"2184",2462000,"Powiat m.Bytom",2000,195807
"2185",2463000,"Powiat m.Chorzów",2000,118708
