"","Kod","Nazwa","rok","SCIEZKI_ROWEROWE_CTAB_scieZki_rowerowe_na_10_tys_km2_km"
"3886",1434000,"Powiat wołomiński",2012,222.2
"3887",1435000,"Powiat wyszkowski",2012,224.8
"3888",1436000,"Powiat zwoleński",2012,26.2
"3889",1437000,"Powiat żuromiński",2012,86.8
"3890",1438000,"Powiat żyrardowski",2012,131.4
"3891",1461000,"Powiat m.Ostrołęka",2012,5623.5
"3892",1462000,"Powiat m.Płock",2012,1453.9
"3893",1463000,"Powiat m.Radom",2012,3237.9
"3894",1464000,"Powiat m.Siedlce",2012,8411.8
"3895",1465000,"Powiat m. st. Warszawa",2012,6153.8
"3896",1601000,"Powiat brzeski",2012,26.3
"3897",1602000,"Powiat głubczycki",2012,0
"3898",1603000,"Powiat kędzierzyńsko-kozielski",2012,284.7
"3899",1604000,"Powiat kluczborski",2012,47
"3900",1605000,"Powiat krapkowicki",2012,1154.4
"3901",1606000,"Powiat namysłowski",2012,42.8
"3902",1607000,"Powiat nyski",2012,554.8
"3903",1608000,"Powiat oleski",2012,26.7
"3904",1609000,"Powiat opolski",2012,162.6
"3905",1610000,"Powiat prudnicki",2012,227.5
"3906",1611000,"Powiat strzelecki",2012,1014.4
"3907",1661000,"Powiat m.Opole",2012,3407.6
"3908",1802000,"Powiat brzozowski",2012,0
"3909",1803000,"Powiat dębicki",2012,531.2
"3910",1804000,"Powiat jarosławski",2012,0
"3911",1805000,"Powiat jasielski",2012,0
"3912",1806000,"Powiat kolbuszowski",2012,755.3
"3913",1807000,"Powiat krośnieński",2012,0
"3914",1808000,"Powiat leżajski",2012,54.8
"3915",1809000,"Powiat lubaczowski",2012,51.2
"3916",1810000,"Powiat łańcucki",2012,0
"3917",1811000,"Powiat mielecki",2012,283.9
"3918",1812000,"Powiat niżański",2012,21.6
"3919",1813000,"Powiat przemyski",2012,11.6
"3920",1815000,"Powiat ropczycko-sędziszowski",2012,36.5
"3921",1816000,"Powiat rzeszowski",2012,39.7
"3922",1818000,"Powiat stalowowolski",2012,400.4
"3923",1819000,"Powiat strzyżowski",2012,0
"3924",1820000,"Powiat tarnobrzeski",2012,0
"3925",1821000,"Powiat leski",2012,299.4
"3926",1861000,"Powiat m.Krosno",2012,3126.4
"3927",1862000,"Powiat m.Przemyśl",2012,2382.5
"3928",1863000,"Powiat m.Rzeszów",2012,7047.1
"3929",1864000,"Powiat m.Tarnobrzeg",2012,1171
"3930",2001000,"Powiat augustowski",2012,108.5
"3931",2002000,"Powiat białostocki",2012,102.1
"3932",2003000,"Powiat bielski",2012,94.6
"3933",2004000,"Powiat grajewski",2012,44.4
"3934",2005000,"Powiat hajnowski",2012,71.4
"3935",2006000,"Powiat kolneński",2012,23.4
"3936",2007000,"Powiat łomżyński",2012,0
"3937",2008000,"Powiat moniecki",2012,0
"3938",2009000,"Powiat sejneński",2012,0
"3939",2010000,"Powiat siemiatycki",2012,18.5
"3940",2011000,"Powiat sokólski",2012,1.5
"3941",2012000,"Powiat suwalski",2012,5.4
"3942",2013000,"Powiat wysokomazowiecki",2012,0
"3943",2014000,"Powiat zambrowski",2012,35.5
"3944",2061000,"Powiat m.Białystok",2012,7363.2
"3945",2062000,"Powiat m.Łomża",2012,6030
"3946",2063000,"Powiat m.Suwałki",2012,6777.6
"3947",2201000,"Powiat bytowski",2012,109.9
"3948",2202000,"Powiat chojnicki",2012,211.8
"3949",2203000,"Powiat człuchowski",2012,214.6
"3950",2204000,"Powiat gdański",2012,359.1
"3951",2205000,"Powiat kartuski",2012,0
"3952",2206000,"Powiat kościerski",2012,199
"3953",2207000,"Powiat kwidzyński",2012,393
"3954",2208000,"Powiat lęborski",2012,262
"3955",2209000,"Powiat malborski",2012,598.9
"3956",2210000,"Powiat nowodworski",2012,43.2
"3957",2211000,"Powiat pucki",2012,1078.4
"3958",2212000,"Powiat słupski",2012,142.3
"3959",2213000,"Powiat starogardzki",2012,195.5
"3960",2214000,"Powiat tczewski",2012,195.1
"3961",2215000,"Powiat wejherowski",2012,230.3
"3962",2216000,"Powiat sztumski",2012,157.4
"3963",2261000,"Powiat m.Gdańsk",2012,4676.3
"3964",2262000,"Powiat m.Gdynia",2012,2797.1
"3965",2263000,"Powiat m.Słupsk",2012,6604.9
"3966",2264000,"Powiat m.Sopot",2012,9317.1
"3967",2401000,"Powiat będziński",2012,1027.1
"3968",2402000,"Powiat bielski",2012,261.6
"3969",2403000,"Powiat cieszyński",2012,403.9
"3970",2404000,"Powiat częstochowski",2012,106.4
"3971",2405000,"Powiat gliwicki",2012,168.6
"3972",2406000,"Powiat kłobucki",2012,38.3
"3973",2407000,"Powiat lubliniecki",2012,358.8
"3974",2408000,"Powiat mikołowski",2012,0
"3975",2409000,"Powiat myszkowski",2012,37.6
"3976",2410000,"Powiat pszczyński",2012,63.7
"3977",2411000,"Powiat raciborski",2012,152.6
"3978",2412000,"Powiat rybnicki",2012,67.1
"3979",2413000,"Powiat tarnogórski",2012,178.5
"3980",2414000,"Powiat bieruńsko-lędziński",2012,1068.6
"3981",2415000,"Powiat wodzisławski",2012,453.4
"3982",2416000,"Powiat zawierciański",2012,212.5
"3983",2417000,"Powiat żywiecki",2012,13.5
"3984",2461000,"Powiat m.Bielsko-Biała",2012,1469.8
"3985",2462000,"Powiat m.Bytom",2012,4363.5
"3986",2463000,"Powiat m.Chorzów",2012,4272
"3987",2464000,"Powiat m.Częstochowa",2012,2235.3
"3988",2465000,"Powiat m.Dąbrowa Górnicza",2012,280.8
"3989",2466000,"Powiat m.Gliwice",2012,7006.3
"3990",2467000,"Powiat m.Jastrzębie-Zdrój",2012,1968.8
"3991",2468000,"Powiat m.Jaworzno",2012,550.5
"3992",2469000,"Powiat m.Katowice",2012,3286
"3993",2470000,"Powiat m.Mysłowice",2012,137.2
"3994",2471000,"Powiat m.Piekary Śląskie",2012,675.3
"3995",2472000,"Powiat m.Ruda Śląska",2012,604.7
"3996",2473000,"Powiat m.Rybnik",2012,4367.8
"3997",2474000,"Powiat m.Siemianowice Śląskie",2012,588.2
"3998",2475000,"Powiat m.Sosnowiec",2012,1240.9
"3999",2476000,"Powiat m.Świętochłowice",2012,3456
"4000",2477000,"Powiat m.Tychy",2012,3422.6
"4001",2478000,"Powiat m.Zabrze",2012,1293.5
"4002",2479000,"Powiat m.Żory",2012,154.7
"4003",2601000,"Powiat buski",2012,31
"4004",2602000,"Powiat jędrzejowski",2012,33.4
"4005",2603000,"Powiat kazimierski",2012,0
"4006",2604000,"Powiat kielecki",2012,106
"4007",2605000,"Powiat konecki",2012,27.2
"4008",2606000,"Powiat opatowski",2012,0
"4009",2607000,"Powiat ostrowiecki",2012,528.6
"4010",2609000,"Powiat sandomierski",2012,10.4
"4011",2610000,"Powiat skarżyski",2012,88.5
"4012",2611000,"Powiat starachowicki",2012,89.8
"4013",2612000,"Powiat staszowski",2012,116.8
"4014",2613000,"Powiat włoszczowski",2012,5.5
"4015",2661000,"Powiat m.Kielce",2012,1705.4
"4016",2801000,"Powiat bartoszycki",2012,29.8
"4017",2802000,"Powiat braniewski",2012,13.3
"4018",2803000,"Powiat działdowski",2012,16.8
"4019",2804000,"Powiat elbląski",2012,23.3
"4020",2805000,"Powiat ełcki",2012,98.9
"4021",2806000,"Powiat giżycki",2012,73.2
"4022",2807000,"Powiat iławski",2012,191.3
"4023",2808000,"Powiat kętrzyński",2012,29.7
"4024",2809000,"Powiat lidzbarski",2012,135.1
"4025",2810000,"Powiat mrągowski",2012,72.3
"4026",2811000,"Powiat nidzicki",2012,124.9
"4027",2812000,"Powiat nowomiejski",2012,21.6
"4028",2813000,"Powiat olecki",2012,32
"4029",2814000,"Powiat olsztyński",2012,29.6
"4030",2815000,"Powiat ostródzki",2012,22.6
"4031",2816000,"Powiat piski",2012,243.4
"4032",2817000,"Powiat szczycieński",2012,89
"4033",2818000,"Powiat gołdapski",2012,32.4
"4034",2819000,"Powiat węgorzewski",2012,51.9
"4035",2861000,"Powiat m.Elbląg",2012,4497.6
"4036",2862000,"Powiat m.Olsztyn",2012,4528.5
"4037",3001000,"Powiat chodzieski",2012,110.9
"4038",3002000,"Powiat czarnkowsko-trzcianecki",2012,126.2
"4039",3003000,"Powiat gnieźnieński",2012,222.3
"4040",3004000,"Powiat gostyński",2012,244.4
"4041",3005000,"Powiat grodziski",2012,272.6
"4042",3006000,"Powiat jarociński",2012,168.6
"4043",3007000,"Powiat kaliski",2012,0
"4044",3008000,"Powiat kępiński",2012,220.3
"4045",3009000,"Powiat kolski",2012,22.8
"4046",3010000,"Powiat koniński",2012,176.8
"4047",3011000,"Powiat kościański",2012,440.2
"4048",3012000,"Powiat krotoszyński",2012,21
"4049",3013000,"Powiat leszczyński",2012,470.3
"4050",3014000,"Powiat międzychodzki",2012,70.6
"4051",3015000,"Powiat nowotomyski",2012,315.7
"4052",3016000,"Powiat obornicki",2012,130.8
"4053",3017000,"Powiat ostrowski",2012,332.7
"4054",3018000,"Powiat ostrzeszowski",2012,82.8
"4055",3019000,"Powiat pilski",2012,361.9
"4056",3020000,"Powiat pleszewski",2012,336.6
"4057",3021000,"Powiat poznański",2012,558.5
"4058",3022000,"Powiat rawicki",2012,86.7
"4059",3023000,"Powiat słupecki",2012,70.4
"4060",3024000,"Powiat szamotulski",2012,197.4
"4061",3025000,"Powiat średzki",2012,107.4
"4062",3026000,"Powiat śremski",2012,179.4
"4063",3027000,"Powiat turecki",2012,149.6
"4064",3028000,"Powiat wągrowiecki",2012,123.1
"4065",3029000,"Powiat wolsztyński",2012,391.3
"4066",3030000,"Powiat wrzesiński",2012,109.4
"4067",3031000,"Powiat złotowski",2012,98.2
"4068",3061000,"Powiat m.Kalisz",2012,3658.9
"4069",3062000,"Powiat m.Konin",2012,3138.7
"4070",3063000,"Powiat m.Leszno",2012,10263.7
"4071",3064000,"Powiat m.Poznań",2012,4608.5
"4072",3201000,"Powiat białogardzki",2012,33.1
"4073",3202000,"Powiat choszczeński",2012,27.1
"4074",3203000,"Powiat drawski",2012,5.7
"4075",3204000,"Powiat goleniowski",2012,27.9
"4076",3205000,"Powiat gryficki",2012,233.9
"4077",3206000,"Powiat gryfiński",2012,95.2
"4078",3207000,"Powiat kamieński",2012,354.8
"4079",3208000,"Powiat kołobrzeski",2012,736.9
"4080",3209000,"Powiat koszaliński",2012,208.7
"4081",3210000,"Powiat myśliborski",2012,88.8
"4082",3211000,"Powiat policki",2012,347.2
"4083",3212000,"Powiat pyrzycki",2012,78.5
"4084",3213000,"Powiat sławieński",2012,88.2
"4085",3214000,"Powiat stargardzki",2012,275
"4086",3215000,"Powiat szczecinecki",2012,109.3
"4087",3216000,"Powiat świdwiński",2012,266.2
"4088",3217000,"Powiat wałecki",2012,64.3
"4089",3218000,"Powiat łobeski",2012,0
"4090",3261000,"Powiat m.Koszalin",2012,3589.6
"4091",3262000,"Powiat m.Szczecin",2012,2894.7
"4092",3263000,"Powiat m.Świnoujście",2012,1130.7
"4093",201000,"Powiat bolesławiecki",2013,107.4
"4094",202000,"Powiat dzierżoniowski",2013,727.3
"4095",203000,"Powiat głogowski",2013,284.3
"4096",204000,"Powiat górowski",2013,21.7
"4097",205000,"Powiat jaworski",2013,0
"4098",208000,"Powiat kłodzki",2013,48.1
"4099",209000,"Powiat legnicki",2013,142.5
"4100",211000,"Powiat lubiński",2013,469.4
"4101",212000,"Powiat lwówecki",2013,241
"4102",213000,"Powiat milicki",2013,116.1
"4103",214000,"Powiat oleśnicki",2013,100.1
"4104",215000,"Powiat oławski",2013,261.4
"4105",216000,"Powiat polkowicki",2013,123.2
"4106",217000,"Powiat strzeliński",2013,32.2
"4107",218000,"Powiat średzki",2013,146.3
"4108",219000,"Powiat świdnicki",2013,205.1
"4109",220000,"Powiat trzebnicki",2013,112.2
"4110",221000,"Powiat wałbrzyski",2013,188.3
"4111",222000,"Powiat wołowski",2013,475.6
"4112",223000,"Powiat wrocławski",2013,104.7
"4113",224000,"Powiat ząbkowicki",2013,149.7
"4114",225000,"Powiat zgorzelecki",2013,261.1
"4115",226000,"Powiat złotoryjski",2013,347.3
"4116",261000,"Powiat m.Jelenia Góra",2013,3790.5
"4117",262000,"Powiat m.Legnica",2013,5116.4
"4118",264000,"Powiat m.Wrocław",2013,7181.9
"4119",265000,"Powiat m.Wałbrzych od 2013",2013,920.9
"4120",401000,"Powiat aleksandrowski",2013,415.1
"4121",402000,"Powiat brodnicki",2013,39.4
"4122",403000,"Powiat bydgoski",2013,677.8
"4123",404000,"Powiat chełmiński",2013,390.9
"4124",405000,"Powiat golubsko-dobrzyński",2013,334.5
"4125",406000,"Powiat grudziądzki",2013,105.8
"4126",407000,"Powiat inowrocławski",2013,294.7
"4127",408000,"Powiat lipnowski",2013,0
"4128",409000,"Powiat mogileński",2013,118.5
"4129",410000,"Powiat nakielski",2013,8
"4130",411000,"Powiat radziejowski",2013,107
"4131",412000,"Powiat rypiński",2013,59.7
"4132",413000,"Powiat sępoleński",2013,174.4
"4133",414000,"Powiat świecki",2013,96.3
"4134",415000,"Powiat toruński",2013,387.7
"4135",416000,"Powiat tucholski",2013,101.4
"4136",417000,"Powiat wąbrzeski",2013,185.3
"4137",418000,"Powiat włocławski",2013,97.7
"4138",419000,"Powiat żniński",2013,80.2
"4139",461000,"Powiat m.Bydgoszcz",2013,4352.8
"4140",462000,"Powiat m.Grudziądz",2013,7046.4
"4141",463000,"Powiat m.Toruń",2013,6800.9
"4142",464000,"Powiat m.Włocławek",2013,4447.3
"4143",601000,"Powiat bialski",2013,98
"4144",602000,"Powiat biłgorajski",2013,127.3
"4145",603000,"Powiat chełmski",2013,16.4
"4146",604000,"Powiat hrubieszowski",2013,16.6
"4147",605000,"Powiat janowski",2013,25.1
"4148",606000,"Powiat krasnostawski",2013,10.7
"4149",607000,"Powiat kraśnicki",2013,75.6
"4150",608000,"Powiat lubartowski",2013,180
"4151",609000,"Powiat lubelski",2013,9.5
"4152",610000,"Powiat łęczyński",2013,124.1
"4153",611000,"Powiat łukowski",2013,258.9
"4154",612000,"Powiat opolski",2013,4.9
"4155",613000,"Powiat parczewski",2013,0
"4156",614000,"Powiat puławski",2013,119.9
"4157",615000,"Powiat radzyński",2013,38.3
"4158",616000,"Powiat rycki",2013,239.2
"4159",617000,"Powiat świdnicki",2013,185.8
"4160",618000,"Powiat tomaszowski",2013,215.6
"4161",619000,"Powiat włodawski",2013,153.6
"4162",620000,"Powiat zamojski",2013,16.6
"4163",661000,"Powiat m.Biała Podlaska",2013,1356.3
"4164",662000,"Powiat m.Chełm",2013,1729
"4165",663000,"Powiat m.Lublin",2013,5370.6
"4166",664000,"Powiat m.Zamość",2013,10613.1
"4167",801000,"Powiat gorzowski",2013,585.6
"4168",802000,"Powiat krośnieński",2013,219.9
"4169",803000,"Powiat międzyrzecki",2013,120.4
"4170",804000,"Powiat nowosolski",2013,561.8
"4171",805000,"Powiat słubicki",2013,290.2
"4172",806000,"Powiat strzelecko-drezdenecki",2013,204.3
"4173",807000,"Powiat sulęciński",2013,282.7
"4174",808000,"Powiat świebodziński",2013,253.1
"4175",809000,"Powiat zielonogórski",2013,266.3
"4176",810000,"Powiat żagański",2013,99
"4177",811000,"Powiat żarski",2013,364
"4178",812000,"Powiat wschowski",2013,43.3
"4179",861000,"Powiat m.Gorzów Wielkopolski",2013,2274.8
"4180",862000,"Powiat m.Zielona Góra",2013,1285.6
"4181",1001000,"Powiat bełchatowski",2013,1010.7
"4182",1002000,"Powiat kutnowski",2013,197.3
"4183",1003000,"Powiat łaski",2013,153.7
"4184",1004000,"Powiat łęczycki",2013,18.1
"4185",1005000,"Powiat łowicki",2013,49.6
"4186",1006000,"Powiat łódzki wschodni",2013,416.2
"4187",1007000,"Powiat opoczyński",2013,96.1
"4188",1008000,"Powiat pabianicki",2013,170.7
"4189",1009000,"Powiat pajęczański",2013,130.6
"4190",1010000,"Powiat piotrkowski",2013,63.7
"4191",1011000,"Powiat poddębicki",2013,270.1
"4192",1012000,"Powiat radomszczański",2013,62.4
"4193",1013000,"Powiat rawski",2013,29.4
"4194",1014000,"Powiat sieradzki",2013,87.2
"4195",1015000,"Powiat skierniewicki",2013,88.9
"4196",1016000,"Powiat tomaszowski",2013,293.7
"4197",1017000,"Powiat wieluński",2013,55
"4198",1018000,"Powiat wieruszowski",2013,254.7
"4199",1019000,"Powiat zduńskowolski",2013,945.2
"4200",1020000,"Powiat zgierski",2013,170.7
"4201",1021000,"Powiat brzeziński",2013,0
"4202",1061000,"Powiat m.Łódź",2013,3000.9
"4203",1062000,"Powiat m.Piotrków Trybunalski",2013,3108.3
"4204",1063000,"Powiat m.Skierniewice",2013,5608.8
"4205",1201000,"Powiat bocheński",2013,50.9
"4206",1202000,"Powiat brzeski",2013,6.8
"4207",1203000,"Powiat chrzanowski",2013,75.3
"4208",1204000,"Powiat dąbrowski",2013,94.3
"4209",1205000,"Powiat gorlicki",2013,0
"4210",1206000,"Powiat krakowski",2013,5.7
"4211",1208000,"Powiat miechowski",2013,7.4
"4212",1209000,"Powiat myślenicki",2013,66.9
"4213",1210000,"Powiat nowosądecki",2013,26.5
"4214",1211000,"Powiat nowotarski",2013,124.1
"4215",1212000,"Powiat olkuski",2013,0
"4216",1213000,"Powiat oświęcimski",2013,416.7
"4217",1214000,"Powiat proszowicki",2013,0
"4218",1215000,"Powiat suski",2013,23.3
"4219",1216000,"Powiat tarnowski",2013,36.8
"4220",1217000,"Powiat tatrzański",2013,29.7
"4221",1218000,"Powiat wadowicki",2013,27.9
"4222",1219000,"Powiat wielicki",2013,170.4
"4223",1261000,"Powiat m.Kraków",2013,4436.3
"4224",1262000,"Powiat m.Nowy Sącz",2013,1389.4
"4225",1263000,"Powiat m.Tarnów",2013,7363.9
"4226",1401000,"Powiat białobrzeski",2013,115.8
"4227",1402000,"Powiat ciechanowski",2013,67
"4228",1403000,"Powiat garwoliński",2013,54.5
"4229",1404000,"Powiat gostyniński",2013,229.3
"4230",1405000,"Powiat grodziski",2013,163.5
"4231",1406000,"Powiat grójecki",2013,72.6
"4232",1407000,"Powiat kozienicki",2013,64.4
"4233",1408000,"Powiat legionowski",2013,817.2
"4234",1409000,"Powiat lipski",2013,0
"4235",1410000,"Powiat łosicki",2013,19.4
"4236",1411000,"Powiat makowski",2013,16.9
"4237",1412000,"Powiat miński",2013,76.5
"4238",1413000,"Powiat mławski",2013,120.2
"4239",1414000,"Powiat nowodworski",2013,526.8
"4240",1415000,"Powiat ostrołęcki",2013,116.3
"4241",1416000,"Powiat ostrowski",2013,37.8
"4242",1417000,"Powiat otwocki",2013,477.3
"4243",1418000,"Powiat piaseczyński",2013,381.6
"4244",1419000,"Powiat płocki",2013,88.5
"4245",1420000,"Powiat płoński",2013,143.5
"4246",1421000,"Powiat pruszkowski",2013,1035.3
"4247",1422000,"Powiat przasnyski",2013,203.5
"4248",1423000,"Powiat przysuski",2013,21.2
"4249",1424000,"Powiat pułtuski",2013,13.3
"4250",1425000,"Powiat radomski",2013,17
"4251",1426000,"Powiat siedlecki",2013,56.1
"4252",1427000,"Powiat sierpecki",2013,12.9
"4253",1428000,"Powiat sochaczewski",2013,137.5
"4254",1429000,"Powiat sokołowski",2013,59.2
"4255",1430000,"Powiat szydłowiecki",2013,0
"4256",1432000,"Powiat warszawski zachodni",2013,80.6
"4257",1433000,"Powiat węgrowski",2013,22.9
"4258",1434000,"Powiat wołomiński",2013,317.6
"4259",1435000,"Powiat wyszkowski",2013,417.6
"4260",1436000,"Powiat zwoleński",2013,26.2
"4261",1437000,"Powiat żuromiński",2013,99.2
"4262",1438000,"Powiat żyrardowski",2013,225.3
"4263",1461000,"Powiat m.Ostrołęka",2013,5728.3
"4264",1462000,"Powiat m.Płock",2013,2998.6
"4265",1463000,"Powiat m.Radom",2013,3184.3
"4266",1464000,"Powiat m.Siedlce",2013,8506
"4267",1465000,"Powiat m. st. Warszawa",2013,6952.3
"4268",1601000,"Powiat brzeski",2013,70.8
"4269",1602000,"Powiat głubczycki",2013,31.2
"4270",1603000,"Powiat kędzierzyńsko-kozielski",2013,348.7
"4271",1604000,"Powiat kluczborski",2013,47
"4272",1605000,"Powiat krapkowicki",2013,314.6
"4273",1606000,"Powiat namysłowski",2013,61.5
"4274",1607000,"Powiat nyski",2013,683.9
"4275",1608000,"Powiat oleski",2013,56.5
"4276",1609000,"Powiat opolski",2013,155.7
"4277",1610000,"Powiat prudnicki",2013,316.7
"4278",1611000,"Powiat strzelecki",2013,395
"4279",1661000,"Powiat m.Opole",2013,3873.6
"4280",1802000,"Powiat brzozowski",2013,0
"4281",1803000,"Powiat dębicki",2013,167.2
"4282",1804000,"Powiat jarosławski",2013,124.4
"4283",1805000,"Powiat jasielski",2013,0
"4284",1806000,"Powiat kolbuszowski",2013,19.4
"4285",1807000,"Powiat krośnieński",2013,0
"4286",1808000,"Powiat leżajski",2013,54.8
"4287",1809000,"Powiat lubaczowski",2013,85.6
"4288",1810000,"Powiat łańcucki",2013,0
"4289",1811000,"Powiat mielecki",2013,555.4
"4290",1812000,"Powiat niżański",2013,21.6
"4291",1813000,"Powiat przemyski",2013,11.6
"4292",1815000,"Powiat ropczycko-sędziszowski",2013,85.7
"4293",1816000,"Powiat rzeszowski",2013,39.7
"4294",1818000,"Powiat stalowowolski",2013,425.6
"4295",1819000,"Powiat strzyżowski",2013,0
"4296",1820000,"Powiat tarnobrzeski",2013,0
"4297",1821000,"Powiat leski",2013,51.5
"4298",1861000,"Powiat m.Krosno",2013,3126.4
"4299",1862000,"Powiat m.Przemyśl",2013,4180.2
"4300",1863000,"Powiat m.Rzeszów",2013,8207.3
"4301",1864000,"Powiat m.Tarnobrzeg",2013,1171
"4302",2001000,"Powiat augustowski",2013,75.9
"4303",2002000,"Powiat białostocki",2013,98.4
"4304",2003000,"Powiat bielski",2013,105.4
"4305",2004000,"Powiat grajewski",2013,13.4
"4306",2005000,"Powiat hajnowski",2013,66.5
"4307",2006000,"Powiat kolneński",2013,42.5
"4308",2007000,"Powiat łomżyński",2013,0
"4309",2008000,"Powiat moniecki",2013,0
"4310",2009000,"Powiat sejneński",2013,0
"4311",2010000,"Powiat siemiatycki",2013,11
"4312",2011000,"Powiat sokólski",2013,3.4
"4313",2012000,"Powiat suwalski",2013,0
"4314",2013000,"Powiat wysokomazowiecki",2013,9.3
"4315",2014000,"Powiat zambrowski",2013,46.4
"4316",2061000,"Powiat m.Białystok",2013,8988.5
"4317",2062000,"Powiat m.Łomża",2013,4530.1
"4318",2063000,"Powiat m.Suwałki",2013,5907.5
"4319",2201000,"Powiat bytowski",2013,151.9
"4320",2202000,"Powiat chojnicki",2013,328.4
"4321",2203000,"Powiat człuchowski",2013,173.3
"4322",2204000,"Powiat gdański",2013,574.5
"4323",2205000,"Powiat kartuski",2013,63.4
"4324",2206000,"Powiat kościerski",2013,141.5
"4325",2207000,"Powiat kwidzyński",2013,365.4
"4326",2208000,"Powiat lęborski",2013,308.8
"4327",2209000,"Powiat malborski",2013,584.7
"4328",2210000,"Powiat nowodworski",2013,43.2
"4329",2211000,"Powiat pucki",2013,1649.9
"4330",2212000,"Powiat słupski",2013,185.7
"4331",2213000,"Powiat starogardzki",2013,185.1
"4332",2214000,"Powiat tczewski",2013,375.8
"4333",2215000,"Powiat wejherowski",2013,400.7
"4334",2216000,"Powiat sztumski",2013,693.8
"4335",2261000,"Powiat m.Gdańsk",2013,5642.1
"4336",2262000,"Powiat m.Gdynia",2013,3366.9
"4337",2263000,"Powiat m.Słupsk",2013,7045.2
"4338",2264000,"Powiat m.Sopot",2013,10185.2
"4339",2401000,"Powiat będziński",2013,708.5
"4340",2402000,"Powiat bielski",2013,283.4
"4341",2403000,"Powiat cieszyński",2013,154.7
"4342",2404000,"Powiat częstochowski",2013,152.4
"4343",2405000,"Powiat gliwicki",2013,124.9
"4344",2406000,"Powiat kłobucki",2013,40.5
"4345",2407000,"Powiat lubliniecki",2013,405
"4346",2408000,"Powiat mikołowski",2013,90.1
"4347",2409000,"Powiat myszkowski",2013,235.8
"4348",2410000,"Powiat pszczyński",2013,127.4
"4349",2411000,"Powiat raciborski",2013,343.9
"4350",2412000,"Powiat rybnicki",2013,67.1
"4351",2413000,"Powiat tarnogórski",2013,178.5
"4352",2414000,"Powiat bieruńsko-lędziński",2013,1934.9
"4353",2415000,"Powiat wodzisławski",2013,505.7
"4354",2416000,"Powiat zawierciański",2013,220.5
"4355",2417000,"Powiat żywiecki",2013,13.5
"4356",2461000,"Powiat m.Bielsko-Biała",2013,1911.5
"4357",2462000,"Powiat m.Bytom",2013,4363.5
"4358",2463000,"Powiat m.Chorzów",2013,4933.8
"4359",2464000,"Powiat m.Częstochowa",2013,2805.1
"4360",2465000,"Powiat m.Dąbrowa Górnicza",2013,317.9
"4361",2466000,"Powiat m.Gliwice",2013,784.3
"4362",2467000,"Powiat m.Jastrzębie-Zdrój",2013,1968.8
"4363",2468000,"Powiat m.Jaworzno",2013,793
"4364",2469000,"Powiat m.Katowice",2013,3401.4
"4365",2470000,"Powiat m.Mysłowice",2013,137.2
"4366",2471000,"Powiat m.Piekary Śląskie",2013,675.3
"4367",2472000,"Powiat m.Ruda Śląska",2013,1775.4
"4368",2473000,"Powiat m.Rybnik",2013,4367.8
"4369",2474000,"Powiat m.Siemianowice Śląskie",2013,902
"4370",2475000,"Powiat m.Sosnowiec",2013,1240.9
"4371",2476000,"Powiat m.Świętochłowice",2013,3456
"4372",2477000,"Powiat m.Tychy",2013,3789.3
"4373",2478000,"Powiat m.Zabrze",2013,1293.5
"4374",2479000,"Powiat m.Żory",2013,201.1
"4375",2601000,"Powiat buski",2013,31
"4376",2602000,"Powiat jędrzejowski",2013,54.1
"4377",2603000,"Powiat kazimierski",2013,18.9
"4378",2604000,"Powiat kielecki",2013,166.5
"4379",2605000,"Powiat konecki",2013,144.8
"4380",2606000,"Powiat opatowski",2013,0
"4381",2607000,"Powiat ostrowiecki",2013,499.4
"4382",2609000,"Powiat sandomierski",2013,10.4
"4383",2610000,"Powiat skarżyski",2013,88.5
"4384",2611000,"Powiat starachowicki",2013,89.8
"4385",2612000,"Powiat staszowski",2013,95.2
"4386",2613000,"Powiat włoszczowski",2013,65
"4387",2661000,"Powiat m.Kielce",2013,1705.4
"4388",2801000,"Powiat bartoszycki",2013,24.5
"4389",2802000,"Powiat braniewski",2013,13.3
"4390",2803000,"Powiat działdowski",2013,50.3
"4391",2804000,"Powiat elbląski",2013,33.9
"4392",2805000,"Powiat ełcki",2013,98.9
"4393",2806000,"Powiat giżycki",2013,102.7
"4394",2807000,"Powiat iławski",2013,292.4
"4395",2808000,"Powiat kętrzyński",2013,47
"4396",2809000,"Powiat lidzbarski",2013,227
"4397",2810000,"Powiat mrągowski",2013,94.8
"4398",2811000,"Powiat nidzicki",2013,91.6
"4399",2812000,"Powiat nowomiejski",2013,76.4
"4400",2813000,"Powiat olecki",2013,46.9
"4401",2814000,"Powiat olsztyński",2013,53.9
"4402",2815000,"Powiat ostródzki",2013,50.4
"4403",2816000,"Powiat piski",2013,94.1
"4404",2817000,"Powiat szczycieński",2013,57.9
"4405",2818000,"Powiat gołdapski",2013,82.9
"4406",2819000,"Powiat węgorzewski",2013,51.9
"4407",2861000,"Powiat m.Elbląg",2013,4522.7
"4408",2862000,"Powiat m.Olsztyn",2013,4754.9
"4409",3001000,"Powiat chodzieski",2013,89
"4410",3002000,"Powiat czarnkowsko-trzcianecki",2013,166.7
"4411",3003000,"Powiat gnieźnieński",2013,318.7
"4412",3004000,"Powiat gostyński",2013,307.3
"4413",3005000,"Powiat grodziski",2013,643.4
"4414",3006000,"Powiat jarociński",2013,218
"4415",3007000,"Powiat kaliski",2013,12.9
"4416",3008000,"Powiat kępiński",2013,271.3
