"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_od_60_do_80_m2_zl"
"25798",3014000,"Powiat międzychodzki",2017,2596
"25799",3015000,"Powiat nowotomyski",2017,3274
"25800",3016000,"Powiat obornicki",2017,2517
"25801",3017000,"Powiat ostrowski",2017,2728
"25802",3018000,"Powiat ostrzeszowski",2017,2367
"25803",3019000,"Powiat pilski",2017,2639
"25804",3020000,"Powiat pleszewski",2017,3258
"25805",3021000,"Powiat poznański",2017,4046
"25806",3022000,"Powiat rawicki",2017,2356
"25807",3023000,"Powiat słupecki",2017,2198
"25808",3024000,"Powiat szamotulski",2017,3114
"25809",3025000,"Powiat średzki",2017,2848
"25810",3026000,"Powiat śremski",2017,2899
"25811",3027000,"Powiat turecki",2017,2574
"25812",3028000,"Powiat wągrowiecki",2017,2548
"25813",3029000,"Powiat wolsztyński",2017,3482
"25814",3030000,"Powiat wrzesiński",2017,2723
"25815",3031000,"Powiat złotowski",2017,2343
"25816",3061000,"Powiat m.Kalisz",2017,2468
"25817",3062000,"Powiat m.Konin",2017,2861
"25818",3063000,"Powiat m.Leszno",2017,3253
"25819",3064000,"Powiat m.Poznań",2017,4931
"25820",3201000,"Powiat białogardzki",2017,1790
"25821",3202000,"Powiat choszczeński",2017,2417
"25822",3203000,"Powiat drawski",2017,2283
"25823",3204000,"Powiat goleniowski",2017,2794
"25824",3205000,"Powiat gryficki",2017,2069
"25825",3206000,"Powiat gryfiński",2017,2615
"25826",3207000,"Powiat kamieński",2017,2815
"25827",3208000,"Powiat kołobrzeski",2017,3648
"25828",3209000,"Powiat koszaliński",2017,2044
"25829",3210000,"Powiat myśliborski",2017,2217
"25830",3211000,"Powiat policki",2017,4056
"25831",3212000,"Powiat pyrzycki",2017,2062
"25832",3213000,"Powiat sławieński",2017,2005
"25833",3214000,"Powiat stargardzki",2017,2937
"25834",3215000,"Powiat szczecinecki",2017,2034
"25835",3216000,"Powiat świdwiński",2017,1816
"25836",3217000,"Powiat wałecki",2017,2050
"25837",3218000,"Powiat łobeski",2017,1400
"25838",3261000,"Powiat m.Koszalin",2017,3473
"25839",3262000,"Powiat m.Szczecin",2017,3992
"25840",3263000,"Powiat m.Świnoujście",2017,5213
"25841",201000,"Powiat bolesławiecki",2018,2962
"25842",202000,"Powiat dzierżoniowski",2018,2075
"25843",203000,"Powiat głogowski",2018,3239
"25844",204000,"Powiat górowski",2018,2047
"25845",205000,"Powiat jaworski",2018,2685
"25846",206000,"Powiat jeleniogórski",2018,1978
"25847",207000,"Powiat kamiennogórski",2018,1743
"25848",208000,"Powiat kłodzki",2018,2083
"25849",209000,"Powiat legnicki",2018,2387
"25850",210000,"Powiat lubański",2018,2104
"25851",211000,"Powiat lubiński",2018,3235
"25852",212000,"Powiat lwówecki",2018,1242
"25853",213000,"Powiat milicki",2018,2764
"25854",214000,"Powiat oleśnicki",2018,3366
"25855",215000,"Powiat oławski",2018,3778
"25856",216000,"Powiat polkowicki",2018,2965
"25857",217000,"Powiat strzeliński",2018,3012
"25858",218000,"Powiat średzki",2018,3754
"25859",219000,"Powiat świdnicki",2018,2795
"25860",220000,"Powiat trzebnicki",2018,3619
"25861",221000,"Powiat wałbrzyski",2018,1392
"25862",222000,"Powiat wołowski",2018,2408
"25863",223000,"Powiat wrocławski",2018,4956
"25864",224000,"Powiat ząbkowicki",2018,2113
"25865",225000,"Powiat zgorzelecki",2018,2508
"25866",226000,"Powiat złotoryjski",2018,2126
"25867",261000,"Powiat m.Jelenia Góra",2018,2576
"25868",262000,"Powiat m.Legnica",2018,2638
"25869",264000,"Powiat m.Wrocław",2018,5356
"25870",265000,"Powiat m.Wałbrzych od 2013",2018,2150
"25871",401000,"Powiat aleksandrowski",2018,2760
"25872",402000,"Powiat brodnicki",2018,2151
"25873",403000,"Powiat bydgoski",2018,2975
"25874",404000,"Powiat chełmiński",2018,3223
"25875",405000,"Powiat golubsko-dobrzyński",2018,2092
"25876",406000,"Powiat grudziądzki",2018,1829
"25877",407000,"Powiat inowrocławski",2018,3043
"25878",408000,"Powiat lipnowski",2018,2471
"25879",409000,"Powiat mogileński",2018,2515
"25880",410000,"Powiat nakielski",2018,2694
"25881",411000,"Powiat radziejowski",2018,2081
"25882",412000,"Powiat rypiński",2018,2636
"25883",413000,"Powiat sępoleński",2018,2111
"25884",414000,"Powiat świecki",2018,2502
"25885",415000,"Powiat toruński",2018,2607
"25886",416000,"Powiat tucholski",2018,2294
"25887",417000,"Powiat wąbrzeski",2018,1341
"25888",418000,"Powiat włocławski",2018,1494
"25889",419000,"Powiat żniński",2018,2475
"25890",461000,"Powiat m.Bydgoszcz",2018,4017
"25891",462000,"Powiat m.Grudziądz",2018,2848
"25892",463000,"Powiat m.Toruń",2018,4101
"25893",464000,"Powiat m.Włocławek",2018,2751
"25894",601000,"Powiat bialski",2018,2421
"25895",602000,"Powiat biłgorajski",2018,3718
"25896",603000,"Powiat chełmski",2018,1953
"25897",604000,"Powiat hrubieszowski",2018,2620
"25898",605000,"Powiat janowski",2018,2584
"25899",606000,"Powiat krasnostawski",2018,1983
"25900",607000,"Powiat kraśnicki",2018,2523
"25901",608000,"Powiat lubartowski",2018,3148
"25902",609000,"Powiat lubelski",2018,4274
"25903",610000,"Powiat łęczyński",2018,3331
"25904",611000,"Powiat łukowski",2018,3387
"25905",612000,"Powiat opolski",2018,2797
"25906",613000,"Powiat parczewski",2018,3110
"25907",614000,"Powiat puławski",2018,3864
"25908",615000,"Powiat radzyński",2018,2865
"25909",616000,"Powiat rycki",2018,2561
"25910",617000,"Powiat świdnicki",2018,3804
"25911",618000,"Powiat tomaszowski",2018,2167
"25912",619000,"Powiat włodawski",2018,2162
"25913",620000,"Powiat zamojski",2018,1778
"25914",661000,"Powiat m.Biała Podlaska",2018,3076
"25915",662000,"Powiat m.Chełm",2018,2824
"25916",663000,"Powiat m.Lublin",2018,4928
"25917",664000,"Powiat m.Zamość",2018,3273
"25918",801000,"Powiat gorzowski",2018,2603
"25919",802000,"Powiat krośnieński",2018,2444
"25920",803000,"Powiat międzyrzecki",2018,2235
"25921",804000,"Powiat nowosolski",2018,2158
"25922",805000,"Powiat słubicki",2018,2643
"25923",806000,"Powiat strzelecko-drezdenecki",2018,2707
"25924",807000,"Powiat sulęciński",2018,1960
"25925",808000,"Powiat świebodziński",2018,2865
"25926",809000,"Powiat zielonogórski",2018,2496
"25927",810000,"Powiat żagański",2018,2137
"25928",811000,"Powiat żarski",2018,2604
"25929",812000,"Powiat wschowski",2018,2117
"25930",861000,"Powiat m.Gorzów Wielkopolski",2018,3005
"25931",862000,"Powiat m.Zielona Góra",2018,3521
"25932",1001000,"Powiat bełchatowski",2018,2751
"25933",1002000,"Powiat kutnowski",2018,3059
"25934",1003000,"Powiat łaski",2018,2699
"25935",1004000,"Powiat łęczycki",2018,2676
"25936",1005000,"Powiat łowicki",2018,2934
"25937",1006000,"Powiat łódzki wschodni",2018,2719
"25938",1007000,"Powiat opoczyński",2018,3379
"25939",1008000,"Powiat pabianicki",2018,3076
"25940",1009000,"Powiat pajęczański",2018,0
"25941",1010000,"Powiat piotrkowski",2018,0
"25942",1011000,"Powiat poddębicki",2018,2897
"25943",1012000,"Powiat radomszczański",2018,2852
"25944",1013000,"Powiat rawski",2018,0
"25945",1014000,"Powiat sieradzki",2018,2883
"25946",1015000,"Powiat skierniewicki",2018,0
"25947",1016000,"Powiat tomaszowski",2018,3086
"25948",1017000,"Powiat wieluński",2018,2693
"25949",1018000,"Powiat wieruszowski",2018,2638
"25950",1019000,"Powiat zduńskowolski",2018,2762
"25951",1020000,"Powiat zgierski",2018,3112
"25952",1021000,"Powiat brzeziński",2018,3039
"25953",1061000,"Powiat m.Łódź",2018,4038
"25954",1062000,"Powiat m.Piotrków Trybunalski",2018,2894
"25955",1063000,"Powiat m.Skierniewice",2018,3582
"25956",1201000,"Powiat bocheński",2018,3473
"25957",1202000,"Powiat brzeski",2018,1985
"25958",1203000,"Powiat chrzanowski",2018,2928
"25959",1204000,"Powiat dąbrowski",2018,0
"25960",1205000,"Powiat gorlicki",2018,2231
"25961",1206000,"Powiat krakowski",2018,4462
"25962",1207000,"Powiat limanowski",2018,3024
"25963",1208000,"Powiat miechowski",2018,0
"25964",1209000,"Powiat myślenicki",2018,3618
"25965",1210000,"Powiat nowosądecki",2018,3800
"25966",1211000,"Powiat nowotarski",2018,3912
"25967",1212000,"Powiat olkuski",2018,2658
"25968",1213000,"Powiat oświęcimski",2018,3078
"25969",1214000,"Powiat proszowicki",2018,0
"25970",1215000,"Powiat suski",2018,0
"25971",1216000,"Powiat tarnowski",2018,0
"25972",1217000,"Powiat tatrzański",2018,6198
"25973",1218000,"Powiat wadowicki",2018,3659
"25974",1219000,"Powiat wielicki",2018,4671
"25975",1261000,"Powiat m.Kraków",2018,6061
"25976",1262000,"Powiat m.Nowy Sącz",2018,3504
"25977",1263000,"Powiat m.Tarnów",2018,3043
"25978",1401000,"Powiat białobrzeski",2018,3181
"25979",1402000,"Powiat ciechanowski",2018,2515
"25980",1403000,"Powiat garwoliński",2018,0
"25981",1404000,"Powiat gostyniński",2018,2125
"25982",1405000,"Powiat grodziski",2018,4505
"25983",1406000,"Powiat grójecki",2018,4495
"25984",1407000,"Powiat kozienicki",2018,2632
"25985",1408000,"Powiat legionowski",2018,5008
"25986",1409000,"Powiat lipski",2018,0
"25987",1410000,"Powiat łosicki",2018,0
"25988",1411000,"Powiat makowski",2018,2006
"25989",1412000,"Powiat miński",2018,4145
"25990",1413000,"Powiat mławski",2018,2893
"25991",1414000,"Powiat nowodworski",2018,3566
"25992",1415000,"Powiat ostrołęcki",2018,0
"25993",1416000,"Powiat ostrowski",2018,3917
"25994",1417000,"Powiat otwocki",2018,5443
"25995",1418000,"Powiat piaseczyński",2018,5589
"25996",1419000,"Powiat płocki",2018,2011
"25997",1420000,"Powiat płoński",2018,2715
"25998",1421000,"Powiat pruszkowski",2018,5482
"25999",1422000,"Powiat przasnyski",2018,2577
"26000",1423000,"Powiat przysuski",2018,2313
"26001",1424000,"Powiat pułtuski",2018,2500
"26002",1425000,"Powiat radomski",2018,2212
"26003",1426000,"Powiat siedlecki",2018,0
"26004",1427000,"Powiat sierpecki",2018,2434
"26005",1428000,"Powiat sochaczewski",2018,3320
"26006",1429000,"Powiat sokołowski",2018,3308
"26007",1430000,"Powiat szydłowiecki",2018,1835
"26008",1432000,"Powiat warszawski zachodni",2018,5387
"26009",1433000,"Powiat węgrowski",2018,2516
"26010",1434000,"Powiat wołomiński",2018,5253
"26011",1435000,"Powiat wyszkowski",2018,3914
"26012",1436000,"Powiat zwoleński",2018,0
"26013",1437000,"Powiat żuromiński",2018,2424
"26014",1438000,"Powiat żyrardowski",2018,2835
"26015",1461000,"Powiat m.Ostrołęka",2018,3135
"26016",1462000,"Powiat m.Płock",2018,3506
"26017",1463000,"Powiat m.Radom",2018,2929
"26018",1464000,"Powiat m.Siedlce",2018,3985
"26019",1465000,"Powiat m. st. Warszawa",2018,7929
"26020",1601000,"Powiat brzeski",2018,2160
"26021",1602000,"Powiat głubczycki",2018,1605
"26022",1603000,"Powiat kędzierzyńsko-kozielski",2018,2279
"26023",1604000,"Powiat kluczborski",2018,2364
"26024",1605000,"Powiat krapkowicki",2018,2844
"26025",1606000,"Powiat namysłowski",2018,2714
"26026",1607000,"Powiat nyski",2018,2417
"26027",1608000,"Powiat oleski",2018,2397
"26028",1609000,"Powiat opolski",2018,2341
"26029",1610000,"Powiat prudnicki",2018,1537
"26030",1611000,"Powiat strzelecki",2018,2435
"26031",1661000,"Powiat m.Opole",2018,4315
"26032",1801000,"Powiat bieszczadzki",2018,1698
"26033",1802000,"Powiat brzozowski",2018,2366
"26034",1803000,"Powiat dębicki",2018,3063
"26035",1804000,"Powiat jarosławski",2018,2621
"26036",1805000,"Powiat jasielski",2018,2500
"26037",1806000,"Powiat kolbuszowski",2018,2888
"26038",1807000,"Powiat krośnieński",2018,1439
"26039",1808000,"Powiat leżajski",2018,2042
"26040",1809000,"Powiat lubaczowski",2018,2214
"26041",1810000,"Powiat łańcucki",2018,2975
"26042",1811000,"Powiat mielecki",2018,3142
"26043",1812000,"Powiat niżański",2018,2476
"26044",1813000,"Powiat przemyski",2018,2602
"26045",1814000,"Powiat przeworski",2018,2851
"26046",1815000,"Powiat ropczycko-sędziszowski",2018,2820
"26047",1816000,"Powiat rzeszowski",2018,2972
"26048",1817000,"Powiat sanocki",2018,3285
"26049",1818000,"Powiat stalowowolski",2018,3076
"26050",1819000,"Powiat strzyżowski",2018,1750
"26051",1820000,"Powiat tarnobrzeski",2018,2516
"26052",1821000,"Powiat leski",2018,1407
"26053",1861000,"Powiat m.Krosno",2018,2968
"26054",1862000,"Powiat m.Przemyśl",2018,2702
"26055",1863000,"Powiat m.Rzeszów",2018,4327
"26056",1864000,"Powiat m.Tarnobrzeg",2018,2453
"26057",2001000,"Powiat augustowski",2018,3471
"26058",2002000,"Powiat białostocki",2018,2979
"26059",2003000,"Powiat bielski",2018,0
"26060",2004000,"Powiat grajewski",2018,2329
"26061",2005000,"Powiat hajnowski",2018,1740
"26062",2006000,"Powiat kolneński",2018,2813
"26063",2007000,"Powiat łomżyński",2018,0
"26064",2008000,"Powiat moniecki",2018,1658
"26065",2009000,"Powiat sejneński",2018,2524
"26066",2010000,"Powiat siemiatycki",2018,3360
"26067",2011000,"Powiat sokólski",2018,2581
"26068",2012000,"Powiat suwalski",2018,1412
"26069",2013000,"Powiat wysokomazowiecki",2018,4509
"26070",2014000,"Powiat zambrowski",2018,2885
"26071",2061000,"Powiat m.Białystok",2018,4112
"26072",2062000,"Powiat m.Łomża",2018,3650
"26073",2063000,"Powiat m.Suwałki",2018,3055
"26074",2201000,"Powiat bytowski",2018,2368
"26075",2202000,"Powiat chojnicki",2018,2986
"26076",2203000,"Powiat człuchowski",2018,1894
"26077",2204000,"Powiat gdański",2018,4697
"26078",2205000,"Powiat kartuski",2018,4163
"26079",2206000,"Powiat kościerski",2018,2705
"26080",2207000,"Powiat kwidzyński",2018,2653
"26081",2208000,"Powiat lęborski",2018,2976
"26082",2209000,"Powiat malborski",2018,2609
"26083",2210000,"Powiat nowodworski",2018,2512
"26084",2211000,"Powiat pucki",2018,4747
"26085",2212000,"Powiat słupski",2018,2977
"26086",2213000,"Powiat starogardzki",2018,2690
"26087",2214000,"Powiat tczewski",2018,3908
"26088",2215000,"Powiat wejherowski",2018,4459
"26089",2216000,"Powiat sztumski",2018,2423
"26090",2261000,"Powiat m.Gdańsk",2018,6178
"26091",2262000,"Powiat m.Gdynia",2018,5847
"26092",2263000,"Powiat m.Słupsk",2018,3036
"26093",2264000,"Powiat m.Sopot",2018,10700
"26094",2401000,"Powiat będziński",2018,2627
"26095",2402000,"Powiat bielski",2018,2821
"26096",2403000,"Powiat cieszyński",2018,3203
"26097",2404000,"Powiat częstochowski",2018,1179
"26098",2405000,"Powiat gliwicki",2018,2788
"26099",2406000,"Powiat kłobucki",2018,2406
"26100",2407000,"Powiat lubliniecki",2018,2704
"26101",2408000,"Powiat mikołowski",2018,3020
"26102",2409000,"Powiat myszkowski",2018,2128
"26103",2410000,"Powiat pszczyński",2018,2553
"26104",2411000,"Powiat raciborski",2018,2220
"26105",2412000,"Powiat rybnicki",2018,1980
"26106",2413000,"Powiat tarnogórski",2018,2679
"26107",2414000,"Powiat bieruńsko-lędziński",2018,2990
"26108",2415000,"Powiat wodzisławski",2018,1979
"26109",2416000,"Powiat zawierciański",2018,2005
"26110",2417000,"Powiat żywiecki",2018,2871
"26111",2461000,"Powiat m.Bielsko-Biała",2018,3957
"26112",2462000,"Powiat m.Bytom",2018,2023
"26113",2463000,"Powiat m.Chorzów",2018,3141
"26114",2464000,"Powiat m.Częstochowa",2018,3471
"26115",2465000,"Powiat m.Dąbrowa Górnicza",2018,3002
"26116",2466000,"Powiat m.Gliwice",2018,3128
"26117",2467000,"Powiat m.Jastrzębie-Zdrój",2018,2099
"26118",2468000,"Powiat m.Jaworzno",2018,3174
"26119",2469000,"Powiat m.Katowice",2018,3861
"26120",2470000,"Powiat m.Mysłowice",2018,2701
"26121",2471000,"Powiat m.Piekary Śląskie",2018,2329
"26122",2472000,"Powiat m.Ruda Śląska",2018,2409
"26123",2473000,"Powiat m.Rybnik",2018,2739
"26124",2474000,"Powiat m.Siemianowice Śląskie",2018,2343
"26125",2475000,"Powiat m.Sosnowiec",2018,2628
"26126",2476000,"Powiat m.Świętochłowice",2018,2498
"26127",2477000,"Powiat m.Tychy",2018,4290
"26128",2478000,"Powiat m.Zabrze",2018,2500
"26129",2479000,"Powiat m.Żory",2018,2822
"26130",2601000,"Powiat buski",2018,2756
"26131",2602000,"Powiat jędrzejowski",2018,2411
"26132",2603000,"Powiat kazimierski",2018,529
"26133",2604000,"Powiat kielecki",2018,2386
"26134",2605000,"Powiat konecki",2018,2443
"26135",2606000,"Powiat opatowski",2018,1738
"26136",2607000,"Powiat ostrowiecki",2018,1892
"26137",2608000,"Powiat pińczowski",2018,2679
"26138",2609000,"Powiat sandomierski",2018,2662
"26139",2610000,"Powiat skarżyski",2018,2504
"26140",2611000,"Powiat starachowicki",2018,3060
"26141",2612000,"Powiat staszowski",2018,2467
"26142",2613000,"Powiat włoszczowski",2018,1601
"26143",2661000,"Powiat m.Kielce",2018,4062
"26144",2801000,"Powiat bartoszycki",2018,1568
"26145",2802000,"Powiat braniewski",2018,2259
"26146",2803000,"Powiat działdowski",2018,2399
"26147",2804000,"Powiat elbląski",2018,2405
"26148",2805000,"Powiat ełcki",2018,2977
"26149",2806000,"Powiat giżycki",2018,2791
"26150",2807000,"Powiat iławski",2018,2466
"26151",2808000,"Powiat kętrzyński",2018,1681
"26152",2809000,"Powiat lidzbarski",2018,2642
"26153",2810000,"Powiat mrągowski",2018,2995
"26154",2811000,"Powiat nidzicki",2018,2174
"26155",2812000,"Powiat nowomiejski",2018,2312
"26156",2813000,"Powiat olecki",2018,2414
"26157",2814000,"Powiat olsztyński",2018,2727
"26158",2815000,"Powiat ostródzki",2018,2439
"26159",2816000,"Powiat piski",2018,1941
"26160",2817000,"Powiat szczycieński",2018,2404
"26161",2818000,"Powiat gołdapski",2018,2329
"26162",2819000,"Powiat węgorzewski",2018,2673
"26163",2861000,"Powiat m.Elbląg",2018,3323
"26164",2862000,"Powiat m.Olsztyn",2018,4230
"26165",3001000,"Powiat chodzieski",2018,2339
"26166",3002000,"Powiat czarnkowsko-trzcianecki",2018,2203
"26167",3003000,"Powiat gnieźnieński",2018,2817
"26168",3004000,"Powiat gostyński",2018,2294
"26169",3005000,"Powiat grodziski",2018,2786
"26170",3006000,"Powiat jarociński",2018,2385
"26171",3007000,"Powiat kaliski",2018,1081
"26172",3008000,"Powiat kępiński",2018,2901
"26173",3009000,"Powiat kolski",2018,2186
"26174",3010000,"Powiat koniński",2018,2361
"26175",3011000,"Powiat kościański",2018,1666
"26176",3012000,"Powiat krotoszyński",2018,2681
"26177",3013000,"Powiat leszczyński",2018,2696
"26178",3014000,"Powiat międzychodzki",2018,2338
"26179",3015000,"Powiat nowotomyski",2018,2969
"26180",3016000,"Powiat obornicki",2018,2999
"26181",3017000,"Powiat ostrowski",2018,2651
"26182",3018000,"Powiat ostrzeszowski",2018,3135
"26183",3019000,"Powiat pilski",2018,3406
"26184",3020000,"Powiat pleszewski",2018,3344
"26185",3021000,"Powiat poznański",2018,4345
"26186",3022000,"Powiat rawicki",2018,2524
"26187",3023000,"Powiat słupecki",2018,1870
"26188",3024000,"Powiat szamotulski",2018,3049
"26189",3025000,"Powiat średzki",2018,2687
"26190",3026000,"Powiat śremski",2018,2827
"26191",3027000,"Powiat turecki",2018,2770
"26192",3028000,"Powiat wągrowiecki",2018,2619
"26193",3029000,"Powiat wolsztyński",2018,3466
"26194",3030000,"Powiat wrzesiński",2018,3307
"26195",3031000,"Powiat złotowski",2018,2376
"26196",3061000,"Powiat m.Kalisz",2018,2900
"26197",3062000,"Powiat m.Konin",2018,2953
"26198",3063000,"Powiat m.Leszno",2018,3543
"26199",3064000,"Powiat m.Poznań",2018,5313
"26200",3201000,"Powiat białogardzki",2018,1908
"26201",3202000,"Powiat choszczeński",2018,1717
"26202",3203000,"Powiat drawski",2018,2034
"26203",3204000,"Powiat goleniowski",2018,2917
"26204",3205000,"Powiat gryficki",2018,2148
"26205",3206000,"Powiat gryfiński",2018,2639
"26206",3207000,"Powiat kamieński",2018,3127
"26207",3208000,"Powiat kołobrzeski",2018,4307
"26208",3209000,"Powiat koszaliński",2018,2042
"26209",3210000,"Powiat myśliborski",2018,1836
"26210",3211000,"Powiat policki",2018,4609
"26211",3212000,"Powiat pyrzycki",2018,2010
"26212",3213000,"Powiat sławieński",2018,2423
"26213",3214000,"Powiat stargardzki",2018,3130
"26214",3215000,"Powiat szczecinecki",2018,2017
"26215",3216000,"Powiat świdwiński",2018,1846
"26216",3217000,"Powiat wałecki",2018,2110
"26217",3218000,"Powiat łobeski",2018,1402
"26218",3261000,"Powiat m.Koszalin",2018,3744
"26219",3262000,"Powiat m.Szczecin",2018,4319
"26220",3263000,"Powiat m.Świnoujście",2018,6157
"26221",201000,"Powiat bolesławiecki",2019,NA
"26222",202000,"Powiat dzierżoniowski",2019,NA
"26223",203000,"Powiat głogowski",2019,NA
"26224",204000,"Powiat górowski",2019,NA
"26225",205000,"Powiat jaworski",2019,NA
"26226",206000,"Powiat jeleniogórski",2019,NA
"26227",207000,"Powiat kamiennogórski",2019,NA
"26228",208000,"Powiat kłodzki",2019,NA
"26229",209000,"Powiat legnicki",2019,NA
"26230",210000,"Powiat lubański",2019,NA
"26231",211000,"Powiat lubiński",2019,NA
"26232",212000,"Powiat lwówecki",2019,NA
"26233",213000,"Powiat milicki",2019,NA
"26234",214000,"Powiat oleśnicki",2019,NA
"26235",215000,"Powiat oławski",2019,NA
"26236",216000,"Powiat polkowicki",2019,NA
"26237",217000,"Powiat strzeliński",2019,NA
"26238",218000,"Powiat średzki",2019,NA
"26239",219000,"Powiat świdnicki",2019,NA
"26240",220000,"Powiat trzebnicki",2019,NA
"26241",221000,"Powiat wałbrzyski",2019,NA
"26242",222000,"Powiat wołowski",2019,NA
"26243",223000,"Powiat wrocławski",2019,NA
"26244",224000,"Powiat ząbkowicki",2019,NA
"26245",225000,"Powiat zgorzelecki",2019,NA
"26246",226000,"Powiat złotoryjski",2019,NA
"26247",261000,"Powiat m.Jelenia Góra",2019,NA
"26248",262000,"Powiat m.Legnica",2019,NA
"26249",264000,"Powiat m.Wrocław",2019,NA
"26250",265000,"Powiat m.Wałbrzych od 2013",2019,NA
"26251",401000,"Powiat aleksandrowski",2019,NA
"26252",402000,"Powiat brodnicki",2019,NA
"26253",403000,"Powiat bydgoski",2019,NA
"26254",404000,"Powiat chełmiński",2019,NA
"26255",405000,"Powiat golubsko-dobrzyński",2019,NA
"26256",406000,"Powiat grudziądzki",2019,NA
"26257",407000,"Powiat inowrocławski",2019,NA
"26258",408000,"Powiat lipnowski",2019,NA
"26259",409000,"Powiat mogileński",2019,NA
"26260",410000,"Powiat nakielski",2019,NA
"26261",411000,"Powiat radziejowski",2019,NA
"26262",412000,"Powiat rypiński",2019,NA
"26263",413000,"Powiat sępoleński",2019,NA
"26264",414000,"Powiat świecki",2019,NA
"26265",415000,"Powiat toruński",2019,NA
"26266",416000,"Powiat tucholski",2019,NA
"26267",417000,"Powiat wąbrzeski",2019,NA
"26268",418000,"Powiat włocławski",2019,NA
"26269",419000,"Powiat żniński",2019,NA
"26270",461000,"Powiat m.Bydgoszcz",2019,NA
"26271",462000,"Powiat m.Grudziądz",2019,NA
"26272",463000,"Powiat m.Toruń",2019,NA
"26273",464000,"Powiat m.Włocławek",2019,NA
"26274",601000,"Powiat bialski",2019,NA
"26275",602000,"Powiat biłgorajski",2019,NA
"26276",603000,"Powiat chełmski",2019,NA
"26277",604000,"Powiat hrubieszowski",2019,NA
"26278",605000,"Powiat janowski",2019,NA
"26279",606000,"Powiat krasnostawski",2019,NA
"26280",607000,"Powiat kraśnicki",2019,NA
"26281",608000,"Powiat lubartowski",2019,NA
"26282",609000,"Powiat lubelski",2019,NA
"26283",610000,"Powiat łęczyński",2019,NA
"26284",611000,"Powiat łukowski",2019,NA
"26285",612000,"Powiat opolski",2019,NA
"26286",613000,"Powiat parczewski",2019,NA
"26287",614000,"Powiat puławski",2019,NA
"26288",615000,"Powiat radzyński",2019,NA
"26289",616000,"Powiat rycki",2019,NA
"26290",617000,"Powiat świdnicki",2019,NA
"26291",618000,"Powiat tomaszowski",2019,NA
"26292",619000,"Powiat włodawski",2019,NA
"26293",620000,"Powiat zamojski",2019,NA
"26294",661000,"Powiat m.Biała Podlaska",2019,NA
"26295",662000,"Powiat m.Chełm",2019,NA
"26296",663000,"Powiat m.Lublin",2019,NA
"26297",664000,"Powiat m.Zamość",2019,NA
"26298",801000,"Powiat gorzowski",2019,NA
"26299",802000,"Powiat krośnieński",2019,NA
"26300",803000,"Powiat międzyrzecki",2019,NA
"26301",804000,"Powiat nowosolski",2019,NA
"26302",805000,"Powiat słubicki",2019,NA
"26303",806000,"Powiat strzelecko-drezdenecki",2019,NA
"26304",807000,"Powiat sulęciński",2019,NA
"26305",808000,"Powiat świebodziński",2019,NA
"26306",809000,"Powiat zielonogórski",2019,NA
"26307",810000,"Powiat żagański",2019,NA
"26308",811000,"Powiat żarski",2019,NA
"26309",812000,"Powiat wschowski",2019,NA
"26310",861000,"Powiat m.Gorzów Wielkopolski",2019,NA
"26311",862000,"Powiat m.Zielona Góra",2019,NA
"26312",1001000,"Powiat bełchatowski",2019,NA
"26313",1002000,"Powiat kutnowski",2019,NA
"26314",1003000,"Powiat łaski",2019,NA
"26315",1004000,"Powiat łęczycki",2019,NA
"26316",1005000,"Powiat łowicki",2019,NA
"26317",1006000,"Powiat łódzki wschodni",2019,NA
"26318",1007000,"Powiat opoczyński",2019,NA
"26319",1008000,"Powiat pabianicki",2019,NA
"26320",1009000,"Powiat pajęczański",2019,NA
"26321",1010000,"Powiat piotrkowski",2019,NA
"26322",1011000,"Powiat poddębicki",2019,NA
"26323",1012000,"Powiat radomszczański",2019,NA
"26324",1013000,"Powiat rawski",2019,NA
"26325",1014000,"Powiat sieradzki",2019,NA
"26326",1015000,"Powiat skierniewicki",2019,NA
"26327",1016000,"Powiat tomaszowski",2019,NA
"26328",1017000,"Powiat wieluński",2019,NA
"26329",1018000,"Powiat wieruszowski",2019,NA
"26330",1019000,"Powiat zduńskowolski",2019,NA
"26331",1020000,"Powiat zgierski",2019,NA
"26332",1021000,"Powiat brzeziński",2019,NA
"26333",1061000,"Powiat m.Łódź",2019,NA
"26334",1062000,"Powiat m.Piotrków Trybunalski",2019,NA
"26335",1063000,"Powiat m.Skierniewice",2019,NA
"26336",1201000,"Powiat bocheński",2019,NA
"26337",1202000,"Powiat brzeski",2019,NA
"26338",1203000,"Powiat chrzanowski",2019,NA
"26339",1204000,"Powiat dąbrowski",2019,NA
"26340",1205000,"Powiat gorlicki",2019,NA
"26341",1206000,"Powiat krakowski",2019,NA
"26342",1207000,"Powiat limanowski",2019,NA
"26343",1208000,"Powiat miechowski",2019,NA
"26344",1209000,"Powiat myślenicki",2019,NA
"26345",1210000,"Powiat nowosądecki",2019,NA
"26346",1211000,"Powiat nowotarski",2019,NA
"26347",1212000,"Powiat olkuski",2019,NA
"26348",1213000,"Powiat oświęcimski",2019,NA
"26349",1214000,"Powiat proszowicki",2019,NA
"26350",1215000,"Powiat suski",2019,NA
"26351",1216000,"Powiat tarnowski",2019,NA
"26352",1217000,"Powiat tatrzański",2019,NA
"26353",1218000,"Powiat wadowicki",2019,NA
