"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_od_60_do_80_m2_zl"
"25247",1430000,"Powiat szydłowiecki",2016,1970
"25248",1432000,"Powiat warszawski zachodni",2016,4427
"25249",1433000,"Powiat węgrowski",2016,3333
"25250",1434000,"Powiat wołomiński",2016,4455
"25251",1435000,"Powiat wyszkowski",2016,3707
"25252",1436000,"Powiat zwoleński",2016,0
"25253",1437000,"Powiat żuromiński",2016,2827
"25254",1438000,"Powiat żyrardowski",2016,2868
"25255",1461000,"Powiat m.Ostrołęka",2016,2894
"25256",1462000,"Powiat m.Płock",2016,3192
"25257",1463000,"Powiat m.Radom",2016,2873
"25258",1464000,"Powiat m.Siedlce",2016,3760
"25259",1465000,"Powiat m. st. Warszawa",2016,7153
"25260",1601000,"Powiat brzeski",2016,2250
"25261",1602000,"Powiat głubczycki",2016,1609
"25262",1603000,"Powiat kędzierzyńsko-kozielski",2016,2336
"25263",1604000,"Powiat kluczborski",2016,2179
"25264",1605000,"Powiat krapkowicki",2016,2410
"25265",1606000,"Powiat namysłowski",2016,2999
"25266",1607000,"Powiat nyski",2016,2125
"25267",1608000,"Powiat oleski",2016,2481
"25268",1609000,"Powiat opolski",2016,2425
"25269",1610000,"Powiat prudnicki",2016,1448
"25270",1611000,"Powiat strzelecki",2016,2131
"25271",1661000,"Powiat m.Opole",2016,3948
"25272",1801000,"Powiat bieszczadzki",2016,1107
"25273",1802000,"Powiat brzozowski",2016,0
"25274",1803000,"Powiat dębicki",2016,2503
"25275",1804000,"Powiat jarosławski",2016,2427
"25276",1805000,"Powiat jasielski",2016,2342
"25277",1806000,"Powiat kolbuszowski",2016,2310
"25278",1807000,"Powiat krośnieński",2016,1732
"25279",1808000,"Powiat leżajski",2016,2308
"25280",1809000,"Powiat lubaczowski",2016,2314
"25281",1810000,"Powiat łańcucki",2016,2520
"25282",1811000,"Powiat mielecki",2016,2893
"25283",1812000,"Powiat niżański",2016,2228
"25284",1813000,"Powiat przemyski",2016,1462
"25285",1814000,"Powiat przeworski",2016,2751
"25286",1815000,"Powiat ropczycko-sędziszowski",2016,2878
"25287",1816000,"Powiat rzeszowski",2016,2956
"25288",1817000,"Powiat sanocki",2016,2729
"25289",1818000,"Powiat stalowowolski",2016,2598
"25290",1819000,"Powiat strzyżowski",2016,2686
"25291",1820000,"Powiat tarnobrzeski",2016,1972
"25292",1821000,"Powiat leski",2016,0
"25293",1861000,"Powiat m.Krosno",2016,2317
"25294",1862000,"Powiat m.Przemyśl",2016,2283
"25295",1863000,"Powiat m.Rzeszów",2016,4227
"25296",1864000,"Powiat m.Tarnobrzeg",2016,1997
"25297",2001000,"Powiat augustowski",2016,3068
"25298",2002000,"Powiat białostocki",2016,2222
"25299",2003000,"Powiat bielski",2016,0
"25300",2004000,"Powiat grajewski",2016,2431
"25301",2005000,"Powiat hajnowski",2016,1977
"25302",2006000,"Powiat kolneński",2016,2646
"25303",2007000,"Powiat łomżyński",2016,0
"25304",2008000,"Powiat moniecki",2016,2153
"25305",2009000,"Powiat sejneński",2016,2823
"25306",2010000,"Powiat siemiatycki",2016,2144
"25307",2011000,"Powiat sokólski",2016,2384
"25308",2012000,"Powiat suwalski",2016,0
"25309",2013000,"Powiat wysokomazowiecki",2016,4549
"25310",2014000,"Powiat zambrowski",2016,3175
"25311",2061000,"Powiat m.Białystok",2016,3834
"25312",2062000,"Powiat m.Łomża",2016,2943
"25313",2063000,"Powiat m.Suwałki",2016,2738
"25314",2201000,"Powiat bytowski",2016,2412
"25315",2202000,"Powiat chojnicki",2016,2857
"25316",2203000,"Powiat człuchowski",2016,2281
"25317",2204000,"Powiat gdański",2016,4010
"25318",2205000,"Powiat kartuski",2016,3242
"25319",2206000,"Powiat kościerski",2016,2223
"25320",2207000,"Powiat kwidzyński",2016,2406
"25321",2208000,"Powiat lęborski",2016,2526
"25322",2209000,"Powiat malborski",2016,2554
"25323",2210000,"Powiat nowodworski",2016,2488
"25324",2211000,"Powiat pucki",2016,4105
"25325",2212000,"Powiat słupski",2016,2429
"25326",2213000,"Powiat starogardzki",2016,3278
"25327",2214000,"Powiat tczewski",2016,3476
"25328",2215000,"Powiat wejherowski",2016,4220
"25329",2216000,"Powiat sztumski",2016,1442
"25330",2261000,"Powiat m.Gdańsk",2016,4915
"25331",2262000,"Powiat m.Gdynia",2016,5271
"25332",2263000,"Powiat m.Słupsk",2016,2987
"25333",2264000,"Powiat m.Sopot",2016,9470
"25334",2401000,"Powiat będziński",2016,2416
"25335",2402000,"Powiat bielski",2016,2870
"25336",2403000,"Powiat cieszyński",2016,2998
"25337",2404000,"Powiat częstochowski",2016,1655
"25338",2405000,"Powiat gliwicki",2016,2662
"25339",2406000,"Powiat kłobucki",2016,0
"25340",2407000,"Powiat lubliniecki",2016,1623
"25341",2408000,"Powiat mikołowski",2016,2698
"25342",2409000,"Powiat myszkowski",2016,2194
"25343",2410000,"Powiat pszczyński",2016,2189
"25344",2411000,"Powiat raciborski",2016,1950
"25345",2412000,"Powiat rybnicki",2016,1855
"25346",2413000,"Powiat tarnogórski",2016,2512
"25347",2414000,"Powiat bieruńsko-lędziński",2016,2489
"25348",2415000,"Powiat wodzisławski",2016,1984
"25349",2416000,"Powiat zawierciański",2016,2014
"25350",2417000,"Powiat żywiecki",2016,2719
"25351",2461000,"Powiat m.Bielsko-Biała",2016,3370
"25352",2462000,"Powiat m.Bytom",2016,1904
"25353",2463000,"Powiat m.Chorzów",2016,2584
"25354",2464000,"Powiat m.Częstochowa",2016,2983
"25355",2465000,"Powiat m.Dąbrowa Górnicza",2016,2568
"25356",2466000,"Powiat m.Gliwice",2016,3114
"25357",2467000,"Powiat m.Jastrzębie-Zdrój",2016,2005
"25358",2468000,"Powiat m.Jaworzno",2016,2881
"25359",2469000,"Powiat m.Katowice",2016,3279
"25360",2470000,"Powiat m.Mysłowice",2016,3947
"25361",2471000,"Powiat m.Piekary Śląskie",2016,2280
"25362",2472000,"Powiat m.Ruda Śląska",2016,2182
"25363",2473000,"Powiat m.Rybnik",2016,2537
"25364",2474000,"Powiat m.Siemianowice Śląskie",2016,2561
"25365",2475000,"Powiat m.Sosnowiec",2016,2552
"25366",2476000,"Powiat m.Świętochłowice",2016,2417
"25367",2477000,"Powiat m.Tychy",2016,3317
"25368",2478000,"Powiat m.Zabrze",2016,2446
"25369",2479000,"Powiat m.Żory",2016,2295
"25370",2601000,"Powiat buski",2016,2920
"25371",2602000,"Powiat jędrzejowski",2016,2590
"25372",2603000,"Powiat kazimierski",2016,962
"25373",2604000,"Powiat kielecki",2016,0
"25374",2605000,"Powiat konecki",2016,2602
"25375",2606000,"Powiat opatowski",2016,2063
"25376",2607000,"Powiat ostrowiecki",2016,2177
"25377",2608000,"Powiat pińczowski",2016,1967
"25378",2609000,"Powiat sandomierski",2016,2156
"25379",2610000,"Powiat skarżyski",2016,2323
"25380",2611000,"Powiat starachowicki",2016,2516
"25381",2612000,"Powiat staszowski",2016,2097
"25382",2613000,"Powiat włoszczowski",2016,2145
"25383",2661000,"Powiat m.Kielce",2016,3762
"25384",2801000,"Powiat bartoszycki",2016,1837
"25385",2802000,"Powiat braniewski",2016,2129
"25386",2803000,"Powiat działdowski",2016,2332
"25387",2804000,"Powiat elbląski",2016,1928
"25388",2805000,"Powiat ełcki",2016,2596
"25389",2806000,"Powiat giżycki",2016,2584
"25390",2807000,"Powiat iławski",2016,2826
"25391",2808000,"Powiat kętrzyński",2016,1696
"25392",2809000,"Powiat lidzbarski",2016,2150
"25393",2810000,"Powiat mrągowski",2016,2626
"25394",2811000,"Powiat nidzicki",2016,2229
"25395",2812000,"Powiat nowomiejski",2016,1865
"25396",2813000,"Powiat olecki",2016,2322
"25397",2814000,"Powiat olsztyński",2016,2562
"25398",2815000,"Powiat ostródzki",2016,2515
"25399",2816000,"Powiat piski",2016,2073
"25400",2817000,"Powiat szczycieński",2016,2240
"25401",2818000,"Powiat gołdapski",2016,1841
"25402",2819000,"Powiat węgorzewski",2016,2558
"25403",2861000,"Powiat m.Elbląg",2016,2877
"25404",2862000,"Powiat m.Olsztyn",2016,3947
"25405",3001000,"Powiat chodzieski",2016,2240
"25406",3002000,"Powiat czarnkowsko-trzcianecki",2016,2029
"25407",3003000,"Powiat gnieźnieński",2016,2743
"25408",3004000,"Powiat gostyński",2016,2160
"25409",3005000,"Powiat grodziski",2016,1979
"25410",3006000,"Powiat jarociński",2016,2771
"25411",3007000,"Powiat kaliski",2016,1692
"25412",3008000,"Powiat kępiński",2016,0
"25413",3009000,"Powiat kolski",2016,2160
"25414",3010000,"Powiat koniński",2016,1846
"25415",3011000,"Powiat kościański",2016,1587
"25416",3012000,"Powiat krotoszyński",2016,2423
"25417",3013000,"Powiat leszczyński",2016,2219
"25418",3014000,"Powiat międzychodzki",2016,2153
"25419",3015000,"Powiat nowotomyski",2016,2659
"25420",3016000,"Powiat obornicki",2016,2757
"25421",3017000,"Powiat ostrowski",2016,2291
"25422",3018000,"Powiat ostrzeszowski",2016,3045
"25423",3019000,"Powiat pilski",2016,2706
"25424",3020000,"Powiat pleszewski",2016,2051
"25425",3021000,"Powiat poznański",2016,3765
"25426",3022000,"Powiat rawicki",2016,2406
"25427",3023000,"Powiat słupecki",2016,1974
"25428",3024000,"Powiat szamotulski",2016,3003
"25429",3025000,"Powiat średzki",2016,2937
"25430",3026000,"Powiat śremski",2016,2654
"25431",3027000,"Powiat turecki",2016,2483
"25432",3028000,"Powiat wągrowiecki",2016,2919
"25433",3029000,"Powiat wolsztyński",2016,2234
"25434",3030000,"Powiat wrzesiński",2016,2939
"25435",3031000,"Powiat złotowski",2016,1905
"25436",3061000,"Powiat m.Kalisz",2016,2711
"25437",3062000,"Powiat m.Konin",2016,2961
"25438",3063000,"Powiat m.Leszno",2016,3344
"25439",3064000,"Powiat m.Poznań",2016,4710
"25440",3201000,"Powiat białogardzki",2016,2264
"25441",3202000,"Powiat choszczeński",2016,2052
"25442",3203000,"Powiat drawski",2016,1889
"25443",3204000,"Powiat goleniowski",2016,2685
"25444",3205000,"Powiat gryficki",2016,1797
"25445",3206000,"Powiat gryfiński",2016,2496
"25446",3207000,"Powiat kamieński",2016,2408
"25447",3208000,"Powiat kołobrzeski",2016,3701
"25448",3209000,"Powiat koszaliński",2016,1721
"25449",3210000,"Powiat myśliborski",2016,1977
"25450",3211000,"Powiat policki",2016,3776
"25451",3212000,"Powiat pyrzycki",2016,2070
"25452",3213000,"Powiat sławieński",2016,2627
"25453",3214000,"Powiat stargardzki",2016,3125
"25454",3215000,"Powiat szczecinecki",2016,2096
"25455",3216000,"Powiat świdwiński",2016,1794
"25456",3217000,"Powiat wałecki",2016,2425
"25457",3218000,"Powiat łobeski",2016,1727
"25458",3261000,"Powiat m.Koszalin",2016,3345
"25459",3262000,"Powiat m.Szczecin",2016,3759
"25460",3263000,"Powiat m.Świnoujście",2016,4632
"25461",201000,"Powiat bolesławiecki",2017,2995
"25462",202000,"Powiat dzierżoniowski",2017,2027
"25463",203000,"Powiat głogowski",2017,3254
"25464",204000,"Powiat górowski",2017,0
"25465",205000,"Powiat jaworski",2017,2246
"25466",206000,"Powiat jeleniogórski",2017,1700
"25467",207000,"Powiat kamiennogórski",2017,1351
"25468",208000,"Powiat kłodzki",2017,2063
"25469",209000,"Powiat legnicki",2017,2079
"25470",210000,"Powiat lubański",2017,2222
"25471",211000,"Powiat lubiński",2017,2968
"25472",212000,"Powiat lwówecki",2017,1607
"25473",213000,"Powiat milicki",2017,2209
"25474",214000,"Powiat oleśnicki",2017,3256
"25475",215000,"Powiat oławski",2017,3571
"25476",216000,"Powiat polkowicki",2017,3030
"25477",217000,"Powiat strzeliński",2017,2936
"25478",218000,"Powiat średzki",2017,3876
"25479",219000,"Powiat świdnicki",2017,2802
"25480",220000,"Powiat trzebnicki",2017,3999
"25481",221000,"Powiat wałbrzyski",2017,1266
"25482",222000,"Powiat wołowski",2017,2569
"25483",223000,"Powiat wrocławski",2017,4373
"25484",224000,"Powiat ząbkowicki",2017,1711
"25485",225000,"Powiat zgorzelecki",2017,2547
"25486",226000,"Powiat złotoryjski",2017,2208
"25487",261000,"Powiat m.Jelenia Góra",2017,2417
"25488",262000,"Powiat m.Legnica",2017,2500
"25489",264000,"Powiat m.Wrocław",2017,4942
"25490",265000,"Powiat m.Wałbrzych od 2013",2017,1882
"25491",401000,"Powiat aleksandrowski",2017,3670
"25492",402000,"Powiat brodnicki",2017,2027
"25493",403000,"Powiat bydgoski",2017,3352
"25494",404000,"Powiat chełmiński",2017,2756
"25495",405000,"Powiat golubsko-dobrzyński",2017,2796
"25496",406000,"Powiat grudziądzki",2017,1236
"25497",407000,"Powiat inowrocławski",2017,2808
"25498",408000,"Powiat lipnowski",2017,1606
"25499",409000,"Powiat mogileński",2017,2402
"25500",410000,"Powiat nakielski",2017,2756
"25501",411000,"Powiat radziejowski",2017,1932
"25502",412000,"Powiat rypiński",2017,2009
"25503",413000,"Powiat sępoleński",2017,1773
"25504",414000,"Powiat świecki",2017,2629
"25505",415000,"Powiat toruński",2017,2294
"25506",416000,"Powiat tucholski",2017,2367
"25507",417000,"Powiat wąbrzeski",2017,2141
"25508",418000,"Powiat włocławski",2017,1711
"25509",419000,"Powiat żniński",2017,2311
"25510",461000,"Powiat m.Bydgoszcz",2017,3702
"25511",462000,"Powiat m.Grudziądz",2017,2527
"25512",463000,"Powiat m.Toruń",2017,3937
"25513",464000,"Powiat m.Włocławek",2017,2469
"25514",601000,"Powiat bialski",2017,2322
"25515",602000,"Powiat biłgorajski",2017,2888
"25516",603000,"Powiat chełmski",2017,1952
"25517",604000,"Powiat hrubieszowski",2017,2003
"25518",605000,"Powiat janowski",2017,2536
"25519",606000,"Powiat krasnostawski",2017,2759
"25520",607000,"Powiat kraśnicki",2017,2484
"25521",608000,"Powiat lubartowski",2017,3234
"25522",609000,"Powiat lubelski",2017,3598
"25523",610000,"Powiat łęczyński",2017,3112
"25524",611000,"Powiat łukowski",2017,3413
"25525",612000,"Powiat opolski",2017,2829
"25526",613000,"Powiat parczewski",2017,2860
"25527",614000,"Powiat puławski",2017,3472
"25528",615000,"Powiat radzyński",2017,2568
"25529",616000,"Powiat rycki",2017,2504
"25530",617000,"Powiat świdnicki",2017,4130
"25531",618000,"Powiat tomaszowski",2017,2097
"25532",619000,"Powiat włodawski",2017,1191
"25533",620000,"Powiat zamojski",2017,1969
"25534",661000,"Powiat m.Biała Podlaska",2017,3416
"25535",662000,"Powiat m.Chełm",2017,2429
"25536",663000,"Powiat m.Lublin",2017,4874
"25537",664000,"Powiat m.Zamość",2017,2940
"25538",801000,"Powiat gorzowski",2017,2540
"25539",802000,"Powiat krośnieński",2017,2178
"25540",803000,"Powiat międzyrzecki",2017,2415
"25541",804000,"Powiat nowosolski",2017,2325
"25542",805000,"Powiat słubicki",2017,2660
"25543",806000,"Powiat strzelecko-drezdenecki",2017,2394
"25544",807000,"Powiat sulęciński",2017,2450
"25545",808000,"Powiat świebodziński",2017,2289
"25546",809000,"Powiat zielonogórski",2017,2125
"25547",810000,"Powiat żagański",2017,2035
"25548",811000,"Powiat żarski",2017,2294
"25549",812000,"Powiat wschowski",2017,1988
"25550",861000,"Powiat m.Gorzów Wielkopolski",2017,2763
"25551",862000,"Powiat m.Zielona Góra",2017,3851
"25552",1001000,"Powiat bełchatowski",2017,2471
"25553",1002000,"Powiat kutnowski",2017,2834
"25554",1003000,"Powiat łaski",2017,2620
"25555",1004000,"Powiat łęczycki",2017,2756
"25556",1005000,"Powiat łowicki",2017,2933
"25557",1006000,"Powiat łódzki wschodni",2017,2827
"25558",1007000,"Powiat opoczyński",2017,2878
"25559",1008000,"Powiat pabianicki",2017,2637
"25560",1009000,"Powiat pajęczański",2017,0
"25561",1010000,"Powiat piotrkowski",2017,1722
"25562",1011000,"Powiat poddębicki",2017,1400
"25563",1012000,"Powiat radomszczański",2017,2744
"25564",1013000,"Powiat rawski",2017,2629
"25565",1014000,"Powiat sieradzki",2017,2530
"25566",1015000,"Powiat skierniewicki",2017,0
"25567",1016000,"Powiat tomaszowski",2017,2757
"25568",1017000,"Powiat wieluński",2017,2615
"25569",1018000,"Powiat wieruszowski",2017,2706
"25570",1019000,"Powiat zduńskowolski",2017,2436
"25571",1020000,"Powiat zgierski",2017,2907
"25572",1021000,"Powiat brzeziński",2017,2873
"25573",1061000,"Powiat m.Łódź",2017,4021
"25574",1062000,"Powiat m.Piotrków Trybunalski",2017,3726
"25575",1063000,"Powiat m.Skierniewice",2017,3432
"25576",1201000,"Powiat bocheński",2017,3204
"25577",1202000,"Powiat brzeski",2017,3243
"25578",1203000,"Powiat chrzanowski",2017,2716
"25579",1204000,"Powiat dąbrowski",2017,0
"25580",1205000,"Powiat gorlicki",2017,2446
"25581",1206000,"Powiat krakowski",2017,4065
"25582",1207000,"Powiat limanowski",2017,3215
"25583",1208000,"Powiat miechowski",2017,3257
"25584",1209000,"Powiat myślenicki",2017,3543
"25585",1210000,"Powiat nowosądecki",2017,3648
"25586",1211000,"Powiat nowotarski",2017,3756
"25587",1212000,"Powiat olkuski",2017,2596
"25588",1213000,"Powiat oświęcimski",2017,2596
"25589",1214000,"Powiat proszowicki",2017,0
"25590",1215000,"Powiat suski",2017,0
"25591",1216000,"Powiat tarnowski",2017,0
"25592",1217000,"Powiat tatrzański",2017,8018
"25593",1218000,"Powiat wadowicki",2017,3785
"25594",1219000,"Powiat wielicki",2017,4195
"25595",1261000,"Powiat m.Kraków",2017,5903
"25596",1262000,"Powiat m.Nowy Sącz",2017,3012
"25597",1263000,"Powiat m.Tarnów",2017,2745
"25598",1401000,"Powiat białobrzeski",2017,2706
"25599",1402000,"Powiat ciechanowski",2017,2273
"25600",1403000,"Powiat garwoliński",2017,3288
"25601",1404000,"Powiat gostyniński",2017,1794
"25602",1405000,"Powiat grodziski",2017,4399
"25603",1406000,"Powiat grójecki",2017,3183
"25604",1407000,"Powiat kozienicki",2017,2666
"25605",1408000,"Powiat legionowski",2017,4866
"25606",1409000,"Powiat lipski",2017,0
"25607",1410000,"Powiat łosicki",2017,0
"25608",1411000,"Powiat makowski",2017,2102
"25609",1412000,"Powiat miński",2017,3951
"25610",1413000,"Powiat mławski",2017,2432
"25611",1414000,"Powiat nowodworski",2017,3699
"25612",1415000,"Powiat ostrołęcki",2017,0
"25613",1416000,"Powiat ostrowski",2017,0
"25614",1417000,"Powiat otwocki",2017,5217
"25615",1418000,"Powiat piaseczyński",2017,5421
"25616",1419000,"Powiat płocki",2017,3581
"25617",1420000,"Powiat płoński",2017,3056
"25618",1421000,"Powiat pruszkowski",2017,4839
"25619",1422000,"Powiat przasnyski",2017,2849
"25620",1423000,"Powiat przysuski",2017,0
"25621",1424000,"Powiat pułtuski",2017,2508
"25622",1425000,"Powiat radomski",2017,1741
"25623",1426000,"Powiat siedlecki",2017,1241
"25624",1427000,"Powiat sierpecki",2017,1573
"25625",1428000,"Powiat sochaczewski",2017,3116
"25626",1429000,"Powiat sokołowski",2017,3299
"25627",1430000,"Powiat szydłowiecki",2017,2937
"25628",1432000,"Powiat warszawski zachodni",2017,4894
"25629",1433000,"Powiat węgrowski",2017,2271
"25630",1434000,"Powiat wołomiński",2017,4935
"25631",1435000,"Powiat wyszkowski",2017,3811
"25632",1436000,"Powiat zwoleński",2017,0
"25633",1437000,"Powiat żuromiński",2017,2687
"25634",1438000,"Powiat żyrardowski",2017,3331
"25635",1461000,"Powiat m.Ostrołęka",2017,2789
"25636",1462000,"Powiat m.Płock",2017,3401
"25637",1463000,"Powiat m.Radom",2017,2862
"25638",1464000,"Powiat m.Siedlce",2017,4090
"25639",1465000,"Powiat m. st. Warszawa",2017,7504
"25640",1601000,"Powiat brzeski",2017,2540
"25641",1602000,"Powiat głubczycki",2017,1807
"25642",1603000,"Powiat kędzierzyńsko-kozielski",2017,2488
"25643",1604000,"Powiat kluczborski",2017,2008
"25644",1605000,"Powiat krapkowicki",2017,2617
"25645",1606000,"Powiat namysłowski",2017,3110
"25646",1607000,"Powiat nyski",2017,2143
"25647",1608000,"Powiat oleski",2017,2379
"25648",1609000,"Powiat opolski",2017,2127
"25649",1610000,"Powiat prudnicki",2017,1656
"25650",1611000,"Powiat strzelecki",2017,1953
"25651",1661000,"Powiat m.Opole",2017,4032
"25652",1801000,"Powiat bieszczadzki",2017,1579
"25653",1802000,"Powiat brzozowski",2017,2697
"25654",1803000,"Powiat dębicki",2017,2641
"25655",1804000,"Powiat jarosławski",2017,2567
"25656",1805000,"Powiat jasielski",2017,2224
"25657",1806000,"Powiat kolbuszowski",2017,2310
"25658",1807000,"Powiat krośnieński",2017,0
"25659",1808000,"Powiat leżajski",2017,1133
"25660",1809000,"Powiat lubaczowski",2017,1517
"25661",1810000,"Powiat łańcucki",2017,3134
"25662",1811000,"Powiat mielecki",2017,3146
"25663",1812000,"Powiat niżański",2017,2159
"25664",1813000,"Powiat przemyski",2017,2465
"25665",1814000,"Powiat przeworski",2017,2545
"25666",1815000,"Powiat ropczycko-sędziszowski",2017,2398
"25667",1816000,"Powiat rzeszowski",2017,3051
"25668",1817000,"Powiat sanocki",2017,2769
"25669",1818000,"Powiat stalowowolski",2017,2729
"25670",1819000,"Powiat strzyżowski",2017,0
"25671",1820000,"Powiat tarnobrzeski",2017,2110
"25672",1821000,"Powiat leski",2017,2163
"25673",1861000,"Powiat m.Krosno",2017,2137
"25674",1862000,"Powiat m.Przemyśl",2017,2658
"25675",1863000,"Powiat m.Rzeszów",2017,4351
"25676",1864000,"Powiat m.Tarnobrzeg",2017,2370
"25677",2001000,"Powiat augustowski",2017,3385
"25678",2002000,"Powiat białostocki",2017,2581
"25679",2003000,"Powiat bielski",2017,0
"25680",2004000,"Powiat grajewski",2017,2498
"25681",2005000,"Powiat hajnowski",2017,1907
"25682",2006000,"Powiat kolneński",2017,2106
"25683",2007000,"Powiat łomżyński",2017,0
"25684",2008000,"Powiat moniecki",2017,0
"25685",2009000,"Powiat sejneński",2017,2001
"25686",2010000,"Powiat siemiatycki",2017,0
"25687",2011000,"Powiat sokólski",2017,1533
"25688",2012000,"Powiat suwalski",2017,840
"25689",2013000,"Powiat wysokomazowiecki",2017,3425
"25690",2014000,"Powiat zambrowski",2017,2778
"25691",2061000,"Powiat m.Białystok",2017,3879
"25692",2062000,"Powiat m.Łomża",2017,3112
"25693",2063000,"Powiat m.Suwałki",2017,2869
"25694",2201000,"Powiat bytowski",2017,2556
"25695",2202000,"Powiat chojnicki",2017,3037
"25696",2203000,"Powiat człuchowski",2017,2153
"25697",2204000,"Powiat gdański",2017,4137
"25698",2205000,"Powiat kartuski",2017,3595
"25699",2206000,"Powiat kościerski",2017,2515
"25700",2207000,"Powiat kwidzyński",2017,2375
"25701",2208000,"Powiat lęborski",2017,2852
"25702",2209000,"Powiat malborski",2017,2183
"25703",2210000,"Powiat nowodworski",2017,3034
"25704",2211000,"Powiat pucki",2017,4482
"25705",2212000,"Powiat słupski",2017,2829
"25706",2213000,"Powiat starogardzki",2017,3024
"25707",2214000,"Powiat tczewski",2017,3525
"25708",2215000,"Powiat wejherowski",2017,4056
"25709",2216000,"Powiat sztumski",2017,2033
"25710",2261000,"Powiat m.Gdańsk",2017,5513
"25711",2262000,"Powiat m.Gdynia",2017,5641
"25712",2263000,"Powiat m.Słupsk",2017,2867
"25713",2264000,"Powiat m.Sopot",2017,8953
"25714",2401000,"Powiat będziński",2017,2698
"25715",2402000,"Powiat bielski",2017,2504
"25716",2403000,"Powiat cieszyński",2017,3089
"25717",2404000,"Powiat częstochowski",2017,1778
"25718",2405000,"Powiat gliwicki",2017,2755
"25719",2406000,"Powiat kłobucki",2017,3603
"25720",2407000,"Powiat lubliniecki",2017,2297
"25721",2408000,"Powiat mikołowski",2017,3068
"25722",2409000,"Powiat myszkowski",2017,2270
"25723",2410000,"Powiat pszczyński",2017,2364
"25724",2411000,"Powiat raciborski",2017,1767
"25725",2412000,"Powiat rybnicki",2017,2010
"25726",2413000,"Powiat tarnogórski",2017,2420
"25727",2414000,"Powiat bieruńsko-lędziński",2017,2829
"25728",2415000,"Powiat wodzisławski",2017,1972
"25729",2416000,"Powiat zawierciański",2017,2047
"25730",2417000,"Powiat żywiecki",2017,2206
"25731",2461000,"Powiat m.Bielsko-Biała",2017,3608
"25732",2462000,"Powiat m.Bytom",2017,1936
"25733",2463000,"Powiat m.Chorzów",2017,2756
"25734",2464000,"Powiat m.Częstochowa",2017,3143
"25735",2465000,"Powiat m.Dąbrowa Górnicza",2017,2558
"25736",2466000,"Powiat m.Gliwice",2017,3016
"25737",2467000,"Powiat m.Jastrzębie-Zdrój",2017,1901
"25738",2468000,"Powiat m.Jaworzno",2017,3076
"25739",2469000,"Powiat m.Katowice",2017,3333
"25740",2470000,"Powiat m.Mysłowice",2017,2718
"25741",2471000,"Powiat m.Piekary Śląskie",2017,2264
"25742",2472000,"Powiat m.Ruda Śląska",2017,2448
"25743",2473000,"Powiat m.Rybnik",2017,2314
"25744",2474000,"Powiat m.Siemianowice Śląskie",2017,2691
"25745",2475000,"Powiat m.Sosnowiec",2017,2661
"25746",2476000,"Powiat m.Świętochłowice",2017,2397
"25747",2477000,"Powiat m.Tychy",2017,3571
"25748",2478000,"Powiat m.Zabrze",2017,2491
"25749",2479000,"Powiat m.Żory",2017,2226
"25750",2601000,"Powiat buski",2017,2121
"25751",2602000,"Powiat jędrzejowski",2017,2405
"25752",2603000,"Powiat kazimierski",2017,2648
"25753",2604000,"Powiat kielecki",2017,1994
"25754",2605000,"Powiat konecki",2017,1911
"25755",2606000,"Powiat opatowski",2017,0
"25756",2607000,"Powiat ostrowiecki",2017,2003
"25757",2608000,"Powiat pińczowski",2017,851
"25758",2609000,"Powiat sandomierski",2017,2329
"25759",2610000,"Powiat skarżyski",2017,2244
"25760",2611000,"Powiat starachowicki",2017,2850
"25761",2612000,"Powiat staszowski",2017,2164
"25762",2613000,"Powiat włoszczowski",2017,0
"25763",2661000,"Powiat m.Kielce",2017,3842
"25764",2801000,"Powiat bartoszycki",2017,1738
"25765",2802000,"Powiat braniewski",2017,2540
"25766",2803000,"Powiat działdowski",2017,2080
"25767",2804000,"Powiat elbląski",2017,1986
"25768",2805000,"Powiat ełcki",2017,2496
"25769",2806000,"Powiat giżycki",2017,2730
"25770",2807000,"Powiat iławski",2017,2880
"25771",2808000,"Powiat kętrzyński",2017,2028
"25772",2809000,"Powiat lidzbarski",2017,2306
"25773",2810000,"Powiat mrągowski",2017,2540
"25774",2811000,"Powiat nidzicki",2017,2326
"25775",2812000,"Powiat nowomiejski",2017,1888
"25776",2813000,"Powiat olecki",2017,2223
"25777",2814000,"Powiat olsztyński",2017,2765
"25778",2815000,"Powiat ostródzki",2017,2531
"25779",2816000,"Powiat piski",2017,2416
"25780",2817000,"Powiat szczycieński",2017,2458
"25781",2818000,"Powiat gołdapski",2017,1548
"25782",2819000,"Powiat węgorzewski",2017,2715
"25783",2861000,"Powiat m.Elbląg",2017,3025
"25784",2862000,"Powiat m.Olsztyn",2017,3891
"25785",3001000,"Powiat chodzieski",2017,2508
"25786",3002000,"Powiat czarnkowsko-trzcianecki",2017,1867
"25787",3003000,"Powiat gnieźnieński",2017,2771
"25788",3004000,"Powiat gostyński",2017,2388
"25789",3005000,"Powiat grodziski",2017,2727
"25790",3006000,"Powiat jarociński",2017,2644
"25791",3007000,"Powiat kaliski",2017,0
"25792",3008000,"Powiat kępiński",2017,2581
"25793",3009000,"Powiat kolski",2017,2210
"25794",3010000,"Powiat koniński",2017,2535
"25795",3011000,"Powiat kościański",2017,1890
"25796",3012000,"Powiat krotoszyński",2017,2688
"25797",3013000,"Powiat leszczyński",2017,2421
