"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_od_80_m2_szt"
"27163",1604000,"Powiat kluczborski",2016,9
"27164",1605000,"Powiat krapkowicki",2016,4
"27165",1606000,"Powiat namysłowski",2016,17
"27166",1607000,"Powiat nyski",2016,41
"27167",1608000,"Powiat oleski",2016,0
"27168",1609000,"Powiat opolski",2016,8
"27169",1610000,"Powiat prudnicki",2016,11
"27170",1611000,"Powiat strzelecki",2016,4
"27171",1661000,"Powiat m.Opole",2016,55
"27172",1801000,"Powiat bieszczadzki",2016,0
"27173",1802000,"Powiat brzozowski",2016,0
"27174",1803000,"Powiat dębicki",2016,3
"27175",1804000,"Powiat jarosławski",2016,10
"27176",1805000,"Powiat jasielski",2016,5
"27177",1806000,"Powiat kolbuszowski",2016,0
"27178",1807000,"Powiat krośnieński",2016,0
"27179",1808000,"Powiat leżajski",2016,3
"27180",1809000,"Powiat lubaczowski",2016,0
"27181",1810000,"Powiat łańcucki",2016,0
"27182",1811000,"Powiat mielecki",2016,0
"27183",1812000,"Powiat niżański",2016,0
"27184",1813000,"Powiat przemyski",2016,0
"27185",1814000,"Powiat przeworski",2016,0
"27186",1815000,"Powiat ropczycko-sędziszowski",2016,0
"27187",1816000,"Powiat rzeszowski",2016,3
"27188",1817000,"Powiat sanocki",2016,5
"27189",1818000,"Powiat stalowowolski",2016,4
"27190",1819000,"Powiat strzyżowski",2016,4
"27191",1820000,"Powiat tarnobrzeski",2016,0
"27192",1821000,"Powiat leski",2016,0
"27193",1861000,"Powiat m.Krosno",2016,6
"27194",1862000,"Powiat m.Przemyśl",2016,15
"27195",1863000,"Powiat m.Rzeszów",2016,22
"27196",1864000,"Powiat m.Tarnobrzeg",2016,0
"27197",2001000,"Powiat augustowski",2016,0
"27198",2002000,"Powiat białostocki",2016,0
"27199",2003000,"Powiat bielski",2016,0
"27200",2004000,"Powiat grajewski",2016,0
"27201",2005000,"Powiat hajnowski",2016,0
"27202",2006000,"Powiat kolneński",2016,0
"27203",2007000,"Powiat łomżyński",2016,0
"27204",2008000,"Powiat moniecki",2016,0
"27205",2009000,"Powiat sejneński",2016,0
"27206",2010000,"Powiat siemiatycki",2016,0
"27207",2011000,"Powiat sokólski",2016,0
"27208",2012000,"Powiat suwalski",2016,3
"27209",2013000,"Powiat wysokomazowiecki",2016,0
"27210",2014000,"Powiat zambrowski",2016,0
"27211",2061000,"Powiat m.Białystok",2016,55
"27212",2062000,"Powiat m.Łomża",2016,5
"27213",2063000,"Powiat m.Suwałki",2016,0
"27214",2201000,"Powiat bytowski",2016,22
"27215",2202000,"Powiat chojnicki",2016,13
"27216",2203000,"Powiat człuchowski",2016,11
"27217",2204000,"Powiat gdański",2016,33
"27218",2205000,"Powiat kartuski",2016,12
"27219",2206000,"Powiat kościerski",2016,6
"27220",2207000,"Powiat kwidzyński",2016,18
"27221",2208000,"Powiat lęborski",2016,29
"27222",2209000,"Powiat malborski",2016,7
"27223",2210000,"Powiat nowodworski",2016,0
"27224",2211000,"Powiat pucki",2016,23
"27225",2212000,"Powiat słupski",2016,15
"27226",2213000,"Powiat starogardzki",2016,12
"27227",2214000,"Powiat tczewski",2016,22
"27228",2215000,"Powiat wejherowski",2016,48
"27229",2216000,"Powiat sztumski",2016,4
"27230",2261000,"Powiat m.Gdańsk",2016,224
"27231",2262000,"Powiat m.Gdynia",2016,119
"27232",2263000,"Powiat m.Słupsk",2016,31
"27233",2264000,"Powiat m.Sopot",2016,97
"27234",2401000,"Powiat będziński",2016,7
"27235",2402000,"Powiat bielski",2016,12
"27236",2403000,"Powiat cieszyński",2016,30
"27237",2404000,"Powiat częstochowski",2016,0
"27238",2405000,"Powiat gliwicki",2016,14
"27239",2406000,"Powiat kłobucki",2016,0
"27240",2407000,"Powiat lubliniecki",2016,4
"27241",2408000,"Powiat mikołowski",2016,7
"27242",2409000,"Powiat myszkowski",2016,0
"27243",2410000,"Powiat pszczyński",2016,21
"27244",2411000,"Powiat raciborski",2016,24
"27245",2412000,"Powiat rybnicki",2016,3
"27246",2413000,"Powiat tarnogórski",2016,23
"27247",2414000,"Powiat bieruńsko-lędziński",2016,0
"27248",2415000,"Powiat wodzisławski",2016,0
"27249",2416000,"Powiat zawierciański",2016,0
"27250",2417000,"Powiat żywiecki",2016,10
"27251",2461000,"Powiat m.Bielsko-Biała",2016,63
"27252",2462000,"Powiat m.Bytom",2016,85
"27253",2463000,"Powiat m.Chorzów",2016,35
"27254",2464000,"Powiat m.Częstochowa",2016,27
"27255",2465000,"Powiat m.Dąbrowa Górnicza",2016,9
"27256",2466000,"Powiat m.Gliwice",2016,106
"27257",2467000,"Powiat m.Jastrzębie-Zdrój",2016,6
"27258",2468000,"Powiat m.Jaworzno",2016,5
"27259",2469000,"Powiat m.Katowice",2016,121
"27260",2470000,"Powiat m.Mysłowice",2016,24
"27261",2471000,"Powiat m.Piekary Śląskie",2016,0
"27262",2472000,"Powiat m.Ruda Śląska",2016,14
"27263",2473000,"Powiat m.Rybnik",2016,20
"27264",2474000,"Powiat m.Siemianowice Śląskie",2016,7
"27265",2475000,"Powiat m.Sosnowiec",2016,11
"27266",2476000,"Powiat m.Świętochłowice",2016,5
"27267",2477000,"Powiat m.Tychy",2016,21
"27268",2478000,"Powiat m.Zabrze",2016,38
"27269",2479000,"Powiat m.Żory",2016,7
"27270",2601000,"Powiat buski",2016,0
"27271",2602000,"Powiat jędrzejowski",2016,0
"27272",2603000,"Powiat kazimierski",2016,0
"27273",2604000,"Powiat kielecki",2016,0
"27274",2605000,"Powiat konecki",2016,0
"27275",2606000,"Powiat opatowski",2016,0
"27276",2607000,"Powiat ostrowiecki",2016,0
"27277",2608000,"Powiat pińczowski",2016,0
"27278",2609000,"Powiat sandomierski",2016,4
"27279",2610000,"Powiat skarżyski",2016,5
"27280",2611000,"Powiat starachowicki",2016,4
"27281",2612000,"Powiat staszowski",2016,0
"27282",2613000,"Powiat włoszczowski",2016,0
"27283",2661000,"Powiat m.Kielce",2016,18
"27284",2801000,"Powiat bartoszycki",2016,9
"27285",2802000,"Powiat braniewski",2016,7
"27286",2803000,"Powiat działdowski",2016,6
"27287",2804000,"Powiat elbląski",2016,5
"27288",2805000,"Powiat ełcki",2016,30
"27289",2806000,"Powiat giżycki",2016,18
"27290",2807000,"Powiat iławski",2016,14
"27291",2808000,"Powiat kętrzyński",2016,5
"27292",2809000,"Powiat lidzbarski",2016,4
"27293",2810000,"Powiat mrągowski",2016,4
"27294",2811000,"Powiat nidzicki",2016,0
"27295",2812000,"Powiat nowomiejski",2016,0
"27296",2813000,"Powiat olecki",2016,0
"27297",2814000,"Powiat olsztyński",2016,11
"27298",2815000,"Powiat ostródzki",2016,15
"27299",2816000,"Powiat piski",2016,6
"27300",2817000,"Powiat szczycieński",2016,6
"27301",2818000,"Powiat gołdapski",2016,4
"27302",2819000,"Powiat węgorzewski",2016,4
"27303",2861000,"Powiat m.Elbląg",2016,19
"27304",2862000,"Powiat m.Olsztyn",2016,60
"27305",3001000,"Powiat chodzieski",2016,9
"27306",3002000,"Powiat czarnkowsko-trzcianecki",2016,12
"27307",3003000,"Powiat gnieźnieński",2016,8
"27308",3004000,"Powiat gostyński",2016,0
"27309",3005000,"Powiat grodziski",2016,3
"27310",3006000,"Powiat jarociński",2016,0
"27311",3007000,"Powiat kaliski",2016,0
"27312",3008000,"Powiat kępiński",2016,0
"27313",3009000,"Powiat kolski",2016,0
"27314",3010000,"Powiat koniński",2016,0
"27315",3011000,"Powiat kościański",2016,10
"27316",3012000,"Powiat krotoszyński",2016,18
"27317",3013000,"Powiat leszczyński",2016,6
"27318",3014000,"Powiat międzychodzki",2016,5
"27319",3015000,"Powiat nowotomyski",2016,7
"27320",3016000,"Powiat obornicki",2016,0
"27321",3017000,"Powiat ostrowski",2016,11
"27322",3018000,"Powiat ostrzeszowski",2016,0
"27323",3019000,"Powiat pilski",2016,32
"27324",3020000,"Powiat pleszewski",2016,13
"27325",3021000,"Powiat poznański",2016,153
"27326",3022000,"Powiat rawicki",2016,5
"27327",3023000,"Powiat słupecki",2016,0
"27328",3024000,"Powiat szamotulski",2016,19
"27329",3025000,"Powiat średzki",2016,8
"27330",3026000,"Powiat śremski",2016,4
"27331",3027000,"Powiat turecki",2016,0
"27332",3028000,"Powiat wągrowiecki",2016,4
"27333",3029000,"Powiat wolsztyński",2016,0
"27334",3030000,"Powiat wrzesiński",2016,6
"27335",3031000,"Powiat złotowski",2016,10
"27336",3061000,"Powiat m.Kalisz",2016,17
"27337",3062000,"Powiat m.Konin",2016,5
"27338",3063000,"Powiat m.Leszno",2016,17
"27339",3064000,"Powiat m.Poznań",2016,286
"27340",3201000,"Powiat białogardzki",2016,9
"27341",3202000,"Powiat choszczeński",2016,8
"27342",3203000,"Powiat drawski",2016,12
"27343",3204000,"Powiat goleniowski",2016,20
"27344",3205000,"Powiat gryficki",2016,11
"27345",3206000,"Powiat gryfiński",2016,7
"27346",3207000,"Powiat kamieński",2016,15
"27347",3208000,"Powiat kołobrzeski",2016,29
"27348",3209000,"Powiat koszaliński",2016,11
"27349",3210000,"Powiat myśliborski",2016,12
"27350",3211000,"Powiat policki",2016,59
"27351",3212000,"Powiat pyrzycki",2016,3
"27352",3213000,"Powiat sławieński",2016,14
"27353",3214000,"Powiat stargardzki",2016,27
"27354",3215000,"Powiat szczecinecki",2016,18
"27355",3216000,"Powiat świdwiński",2016,8
"27356",3217000,"Powiat wałecki",2016,12
"27357",3218000,"Powiat łobeski",2016,0
"27358",3261000,"Powiat m.Koszalin",2016,38
"27359",3262000,"Powiat m.Szczecin",2016,240
"27360",3263000,"Powiat m.Świnoujście",2016,14
"27361",201000,"Powiat bolesławiecki",2017,48
"27362",202000,"Powiat dzierżoniowski",2017,21
"27363",203000,"Powiat głogowski",2017,33
"27364",204000,"Powiat górowski",2017,0
"27365",205000,"Powiat jaworski",2017,20
"27366",206000,"Powiat jeleniogórski",2017,21
"27367",207000,"Powiat kamiennogórski",2017,10
"27368",208000,"Powiat kłodzki",2017,51
"27369",209000,"Powiat legnicki",2017,7
"27370",210000,"Powiat lubański",2017,23
"27371",211000,"Powiat lubiński",2017,22
"27372",212000,"Powiat lwówecki",2017,8
"27373",213000,"Powiat milicki",2017,6
"27374",214000,"Powiat oleśnicki",2017,19
"27375",215000,"Powiat oławski",2017,23
"27376",216000,"Powiat polkowicki",2017,7
"27377",217000,"Powiat strzeliński",2017,9
"27378",218000,"Powiat średzki",2017,6
"27379",219000,"Powiat świdnicki",2017,68
"27380",220000,"Powiat trzebnicki",2017,24
"27381",221000,"Powiat wałbrzyski",2017,28
"27382",222000,"Powiat wołowski",2017,16
"27383",223000,"Powiat wrocławski",2017,80
"27384",224000,"Powiat ząbkowicki",2017,25
"27385",225000,"Powiat zgorzelecki",2017,20
"27386",226000,"Powiat złotoryjski",2017,13
"27387",261000,"Powiat m.Jelenia Góra",2017,147
"27388",262000,"Powiat m.Legnica",2017,83
"27389",264000,"Powiat m.Wrocław",2017,553
"27390",265000,"Powiat m.Wałbrzych od 2013",2017,37
"27391",401000,"Powiat aleksandrowski",2017,4
"27392",402000,"Powiat brodnicki",2017,7
"27393",403000,"Powiat bydgoski",2017,6
"27394",404000,"Powiat chełmiński",2017,8
"27395",405000,"Powiat golubsko-dobrzyński",2017,0
"27396",406000,"Powiat grudziądzki",2017,0
"27397",407000,"Powiat inowrocławski",2017,11
"27398",408000,"Powiat lipnowski",2017,0
"27399",409000,"Powiat mogileński",2017,0
"27400",410000,"Powiat nakielski",2017,9
"27401",411000,"Powiat radziejowski",2017,0
"27402",412000,"Powiat rypiński",2017,7
"27403",413000,"Powiat sępoleński",2017,0
"27404",414000,"Powiat świecki",2017,4
"27405",415000,"Powiat toruński",2017,5
"27406",416000,"Powiat tucholski",2017,0
"27407",417000,"Powiat wąbrzeski",2017,0
"27408",418000,"Powiat włocławski",2017,0
"27409",419000,"Powiat żniński",2017,6
"27410",461000,"Powiat m.Bydgoszcz",2017,127
"27411",462000,"Powiat m.Grudziądz",2017,22
"27412",463000,"Powiat m.Toruń",2017,80
"27413",464000,"Powiat m.Włocławek",2017,20
"27414",601000,"Powiat bialski",2017,3
"27415",602000,"Powiat biłgorajski",2017,5
"27416",603000,"Powiat chełmski",2017,0
"27417",604000,"Powiat hrubieszowski",2017,0
"27418",605000,"Powiat janowski",2017,0
"27419",606000,"Powiat krasnostawski",2017,0
"27420",607000,"Powiat kraśnicki",2017,4
"27421",608000,"Powiat lubartowski",2017,0
"27422",609000,"Powiat lubelski",2017,14
"27423",610000,"Powiat łęczyński",2017,3
"27424",611000,"Powiat łukowski",2017,3
"27425",612000,"Powiat opolski",2017,0
"27426",613000,"Powiat parczewski",2017,0
"27427",614000,"Powiat puławski",2017,7
"27428",615000,"Powiat radzyński",2017,0
"27429",616000,"Powiat rycki",2017,4
"27430",617000,"Powiat świdnicki",2017,3
"27431",618000,"Powiat tomaszowski",2017,5
"27432",619000,"Powiat włodawski",2017,4
"27433",620000,"Powiat zamojski",2017,0
"27434",661000,"Powiat m.Biała Podlaska",2017,0
"27435",662000,"Powiat m.Chełm",2017,8
"27436",663000,"Powiat m.Lublin",2017,74
"27437",664000,"Powiat m.Zamość",2017,10
"27438",801000,"Powiat gorzowski",2017,14
"27439",802000,"Powiat krośnieński",2017,5
"27440",803000,"Powiat międzyrzecki",2017,13
"27441",804000,"Powiat nowosolski",2017,7
"27442",805000,"Powiat słubicki",2017,21
"27443",806000,"Powiat strzelecko-drezdenecki",2017,10
"27444",807000,"Powiat sulęciński",2017,10
"27445",808000,"Powiat świebodziński",2017,11
"27446",809000,"Powiat zielonogórski",2017,6
"27447",810000,"Powiat żagański",2017,32
"27448",811000,"Powiat żarski",2017,40
"27449",812000,"Powiat wschowski",2017,7
"27450",861000,"Powiat m.Gorzów Wielkopolski",2017,44
"27451",862000,"Powiat m.Zielona Góra",2017,73
"27452",1001000,"Powiat bełchatowski",2017,4
"27453",1002000,"Powiat kutnowski",2017,3
"27454",1003000,"Powiat łaski",2017,0
"27455",1004000,"Powiat łęczycki",2017,0
"27456",1005000,"Powiat łowicki",2017,3
"27457",1006000,"Powiat łódzki wschodni",2017,5
"27458",1007000,"Powiat opoczyński",2017,3
"27459",1008000,"Powiat pabianicki",2017,21
"27460",1009000,"Powiat pajęczański",2017,0
"27461",1010000,"Powiat piotrkowski",2017,0
"27462",1011000,"Powiat poddębicki",2017,0
"27463",1012000,"Powiat radomszczański",2017,0
"27464",1013000,"Powiat rawski",2017,0
"27465",1014000,"Powiat sieradzki",2017,7
"27466",1015000,"Powiat skierniewicki",2017,0
"27467",1016000,"Powiat tomaszowski",2017,9
"27468",1017000,"Powiat wieluński",2017,0
"27469",1018000,"Powiat wieruszowski",2017,0
"27470",1019000,"Powiat zduńskowolski",2017,0
"27471",1020000,"Powiat zgierski",2017,9
"27472",1021000,"Powiat brzeziński",2017,0
"27473",1061000,"Powiat m.Łódź",2017,180
"27474",1062000,"Powiat m.Piotrków Trybunalski",2017,11
"27475",1063000,"Powiat m.Skierniewice",2017,6
"27476",1201000,"Powiat bocheński",2017,3
"27477",1202000,"Powiat brzeski",2017,0
"27478",1203000,"Powiat chrzanowski",2017,6
"27479",1204000,"Powiat dąbrowski",2017,0
"27480",1205000,"Powiat gorlicki",2017,0
"27481",1206000,"Powiat krakowski",2017,27
"27482",1207000,"Powiat limanowski",2017,0
"27483",1208000,"Powiat miechowski",2017,0
"27484",1209000,"Powiat myślenicki",2017,6
"27485",1210000,"Powiat nowosądecki",2017,3
"27486",1211000,"Powiat nowotarski",2017,7
"27487",1212000,"Powiat olkuski",2017,3
"27488",1213000,"Powiat oświęcimski",2017,10
"27489",1214000,"Powiat proszowicki",2017,0
"27490",1215000,"Powiat suski",2017,5
"27491",1216000,"Powiat tarnowski",2017,0
"27492",1217000,"Powiat tatrzański",2017,8
"27493",1218000,"Powiat wadowicki",2017,6
"27494",1219000,"Powiat wielicki",2017,13
"27495",1261000,"Powiat m.Kraków",2017,321
"27496",1262000,"Powiat m.Nowy Sącz",2017,34
"27497",1263000,"Powiat m.Tarnów",2017,23
"27498",1401000,"Powiat białobrzeski",2017,0
"27499",1402000,"Powiat ciechanowski",2017,5
"27500",1403000,"Powiat garwoliński",2017,0
"27501",1404000,"Powiat gostyniński",2017,0
"27502",1405000,"Powiat grodziski",2017,45
"27503",1406000,"Powiat grójecki",2017,0
"27504",1407000,"Powiat kozienicki",2017,0
"27505",1408000,"Powiat legionowski",2017,34
"27506",1409000,"Powiat lipski",2017,0
"27507",1410000,"Powiat łosicki",2017,0
"27508",1411000,"Powiat makowski",2017,0
"27509",1412000,"Powiat miński",2017,11
"27510",1413000,"Powiat mławski",2017,6
"27511",1414000,"Powiat nowodworski",2017,8
"27512",1415000,"Powiat ostrołęcki",2017,0
"27513",1416000,"Powiat ostrowski",2017,0
"27514",1417000,"Powiat otwocki",2017,19
"27515",1418000,"Powiat piaseczyński",2017,85
"27516",1419000,"Powiat płocki",2017,0
"27517",1420000,"Powiat płoński",2017,0
"27518",1421000,"Powiat pruszkowski",2017,52
"27519",1422000,"Powiat przasnyski",2017,0
"27520",1423000,"Powiat przysuski",2017,0
"27521",1424000,"Powiat pułtuski",2017,0
"27522",1425000,"Powiat radomski",2017,0
"27523",1426000,"Powiat siedlecki",2017,5
"27524",1427000,"Powiat sierpecki",2017,0
"27525",1428000,"Powiat sochaczewski",2017,5
"27526",1429000,"Powiat sokołowski",2017,3
"27527",1430000,"Powiat szydłowiecki",2017,0
"27528",1432000,"Powiat warszawski zachodni",2017,56
"27529",1433000,"Powiat węgrowski",2017,3
"27530",1434000,"Powiat wołomiński",2017,56
"27531",1435000,"Powiat wyszkowski",2017,0
"27532",1436000,"Powiat zwoleński",2017,0
"27533",1437000,"Powiat żuromiński",2017,0
"27534",1438000,"Powiat żyrardowski",2017,0
"27535",1461000,"Powiat m.Ostrołęka",2017,3
"27536",1462000,"Powiat m.Płock",2017,14
"27537",1463000,"Powiat m.Radom",2017,12
"27538",1464000,"Powiat m.Siedlce",2017,12
"27539",1465000,"Powiat m. st. Warszawa",2017,1508
"27540",1601000,"Powiat brzeski",2017,43
"27541",1602000,"Powiat głubczycki",2017,19
"27542",1603000,"Powiat kędzierzyńsko-kozielski",2017,16
"27543",1604000,"Powiat kluczborski",2017,16
"27544",1605000,"Powiat krapkowicki",2017,4
"27545",1606000,"Powiat namysłowski",2017,14
"27546",1607000,"Powiat nyski",2017,38
"27547",1608000,"Powiat oleski",2017,3
"27548",1609000,"Powiat opolski",2017,8
"27549",1610000,"Powiat prudnicki",2017,11
"27550",1611000,"Powiat strzelecki",2017,5
"27551",1661000,"Powiat m.Opole",2017,70
"27552",1801000,"Powiat bieszczadzki",2017,0
"27553",1802000,"Powiat brzozowski",2017,0
"27554",1803000,"Powiat dębicki",2017,0
"27555",1804000,"Powiat jarosławski",2017,11
"27556",1805000,"Powiat jasielski",2017,6
"27557",1806000,"Powiat kolbuszowski",2017,0
"27558",1807000,"Powiat krośnieński",2017,4
"27559",1808000,"Powiat leżajski",2017,0
"27560",1809000,"Powiat lubaczowski",2017,0
"27561",1810000,"Powiat łańcucki",2017,16
"27562",1811000,"Powiat mielecki",2017,0
"27563",1812000,"Powiat niżański",2017,0
"27564",1813000,"Powiat przemyski",2017,0
"27565",1814000,"Powiat przeworski",2017,0
"27566",1815000,"Powiat ropczycko-sędziszowski",2017,0
"27567",1816000,"Powiat rzeszowski",2017,7
"27568",1817000,"Powiat sanocki",2017,4
"27569",1818000,"Powiat stalowowolski",2017,4
"27570",1819000,"Powiat strzyżowski",2017,0
"27571",1820000,"Powiat tarnobrzeski",2017,0
"27572",1821000,"Powiat leski",2017,0
"27573",1861000,"Powiat m.Krosno",2017,4
"27574",1862000,"Powiat m.Przemyśl",2017,15
"27575",1863000,"Powiat m.Rzeszów",2017,9
"27576",1864000,"Powiat m.Tarnobrzeg",2017,3
"27577",2001000,"Powiat augustowski",2017,0
"27578",2002000,"Powiat białostocki",2017,5
"27579",2003000,"Powiat bielski",2017,0
"27580",2004000,"Powiat grajewski",2017,0
"27581",2005000,"Powiat hajnowski",2017,0
"27582",2006000,"Powiat kolneński",2017,0
"27583",2007000,"Powiat łomżyński",2017,0
"27584",2008000,"Powiat moniecki",2017,0
"27585",2009000,"Powiat sejneński",2017,0
"27586",2010000,"Powiat siemiatycki",2017,0
"27587",2011000,"Powiat sokólski",2017,0
"27588",2012000,"Powiat suwalski",2017,0
"27589",2013000,"Powiat wysokomazowiecki",2017,0
"27590",2014000,"Powiat zambrowski",2017,0
"27591",2061000,"Powiat m.Białystok",2017,50
"27592",2062000,"Powiat m.Łomża",2017,0
"27593",2063000,"Powiat m.Suwałki",2017,5
"27594",2201000,"Powiat bytowski",2017,18
"27595",2202000,"Powiat chojnicki",2017,16
"27596",2203000,"Powiat człuchowski",2017,18
"27597",2204000,"Powiat gdański",2017,65
"27598",2205000,"Powiat kartuski",2017,15
"27599",2206000,"Powiat kościerski",2017,0
"27600",2207000,"Powiat kwidzyński",2017,17
"27601",2208000,"Powiat lęborski",2017,27
"27602",2209000,"Powiat malborski",2017,10
"27603",2210000,"Powiat nowodworski",2017,5
"27604",2211000,"Powiat pucki",2017,26
"27605",2212000,"Powiat słupski",2017,12
"27606",2213000,"Powiat starogardzki",2017,8
"27607",2214000,"Powiat tczewski",2017,45
"27608",2215000,"Powiat wejherowski",2017,59
"27609",2216000,"Powiat sztumski",2017,4
"27610",2261000,"Powiat m.Gdańsk",2017,288
"27611",2262000,"Powiat m.Gdynia",2017,192
"27612",2263000,"Powiat m.Słupsk",2017,59
"27613",2264000,"Powiat m.Sopot",2017,100
"27614",2401000,"Powiat będziński",2017,16
"27615",2402000,"Powiat bielski",2017,14
"27616",2403000,"Powiat cieszyński",2017,26
"27617",2404000,"Powiat częstochowski",2017,0
"27618",2405000,"Powiat gliwicki",2017,12
"27619",2406000,"Powiat kłobucki",2017,0
"27620",2407000,"Powiat lubliniecki",2017,6
"27621",2408000,"Powiat mikołowski",2017,8
"27622",2409000,"Powiat myszkowski",2017,0
"27623",2410000,"Powiat pszczyński",2017,23
"27624",2411000,"Powiat raciborski",2017,16
"27625",2412000,"Powiat rybnicki",2017,4
"27626",2413000,"Powiat tarnogórski",2017,30
"27627",2414000,"Powiat bieruńsko-lędziński",2017,0
"27628",2415000,"Powiat wodzisławski",2017,7
"27629",2416000,"Powiat zawierciański",2017,3
"27630",2417000,"Powiat żywiecki",2017,4
"27631",2461000,"Powiat m.Bielsko-Biała",2017,90
"27632",2462000,"Powiat m.Bytom",2017,79
"27633",2463000,"Powiat m.Chorzów",2017,28
"27634",2464000,"Powiat m.Częstochowa",2017,22
"27635",2465000,"Powiat m.Dąbrowa Górnicza",2017,23
"27636",2466000,"Powiat m.Gliwice",2017,101
"27637",2467000,"Powiat m.Jastrzębie-Zdrój",2017,3
"27638",2468000,"Powiat m.Jaworzno",2017,8
"27639",2469000,"Powiat m.Katowice",2017,118
"27640",2470000,"Powiat m.Mysłowice",2017,18
"27641",2471000,"Powiat m.Piekary Śląskie",2017,6
"27642",2472000,"Powiat m.Ruda Śląska",2017,12
"27643",2473000,"Powiat m.Rybnik",2017,27
"27644",2474000,"Powiat m.Siemianowice Śląskie",2017,10
"27645",2475000,"Powiat m.Sosnowiec",2017,9
"27646",2476000,"Powiat m.Świętochłowice",2017,3
"27647",2477000,"Powiat m.Tychy",2017,39
"27648",2478000,"Powiat m.Zabrze",2017,51
"27649",2479000,"Powiat m.Żory",2017,6
"27650",2601000,"Powiat buski",2017,0
"27651",2602000,"Powiat jędrzejowski",2017,0
"27652",2603000,"Powiat kazimierski",2017,0
"27653",2604000,"Powiat kielecki",2017,0
"27654",2605000,"Powiat konecki",2017,0
"27655",2606000,"Powiat opatowski",2017,0
"27656",2607000,"Powiat ostrowiecki",2017,3
"27657",2608000,"Powiat pińczowski",2017,0
"27658",2609000,"Powiat sandomierski",2017,0
"27659",2610000,"Powiat skarżyski",2017,3
"27660",2611000,"Powiat starachowicki",2017,0
"27661",2612000,"Powiat staszowski",2017,3
"27662",2613000,"Powiat włoszczowski",2017,0
"27663",2661000,"Powiat m.Kielce",2017,40
"27664",2801000,"Powiat bartoszycki",2017,3
"27665",2802000,"Powiat braniewski",2017,0
"27666",2803000,"Powiat działdowski",2017,0
"27667",2804000,"Powiat elbląski",2017,10
"27668",2805000,"Powiat ełcki",2017,40
"27669",2806000,"Powiat giżycki",2017,26
"27670",2807000,"Powiat iławski",2017,10
"27671",2808000,"Powiat kętrzyński",2017,21
"27672",2809000,"Powiat lidzbarski",2017,8
"27673",2810000,"Powiat mrągowski",2017,6
"27674",2811000,"Powiat nidzicki",2017,0
"27675",2812000,"Powiat nowomiejski",2017,0
"27676",2813000,"Powiat olecki",2017,8
"27677",2814000,"Powiat olsztyński",2017,22
"27678",2815000,"Powiat ostródzki",2017,12
"27679",2816000,"Powiat piski",2017,0
"27680",2817000,"Powiat szczycieński",2017,9
"27681",2818000,"Powiat gołdapski",2017,4
"27682",2819000,"Powiat węgorzewski",2017,0
"27683",2861000,"Powiat m.Elbląg",2017,36
"27684",2862000,"Powiat m.Olsztyn",2017,78
"27685",3001000,"Powiat chodzieski",2017,4
"27686",3002000,"Powiat czarnkowsko-trzcianecki",2017,12
"27687",3003000,"Powiat gnieźnieński",2017,20
"27688",3004000,"Powiat gostyński",2017,14
"27689",3005000,"Powiat grodziski",2017,6
"27690",3006000,"Powiat jarociński",2017,8
"27691",3007000,"Powiat kaliski",2017,0
"27692",3008000,"Powiat kępiński",2017,5
"27693",3009000,"Powiat kolski",2017,0
"27694",3010000,"Powiat koniński",2017,0
"27695",3011000,"Powiat kościański",2017,29
"27696",3012000,"Powiat krotoszyński",2017,15
"27697",3013000,"Powiat leszczyński",2017,25
"27698",3014000,"Powiat międzychodzki",2017,6
"27699",3015000,"Powiat nowotomyski",2017,5
"27700",3016000,"Powiat obornicki",2017,8
"27701",3017000,"Powiat ostrowski",2017,22
"27702",3018000,"Powiat ostrzeszowski",2017,0
"27703",3019000,"Powiat pilski",2017,35
"27704",3020000,"Powiat pleszewski",2017,3
"27705",3021000,"Powiat poznański",2017,78
"27706",3022000,"Powiat rawicki",2017,6
"27707",3023000,"Powiat słupecki",2017,3
"27708",3024000,"Powiat szamotulski",2017,18
"27709",3025000,"Powiat średzki",2017,0
"27710",3026000,"Powiat śremski",2017,13
"27711",3027000,"Powiat turecki",2017,0
"27712",3028000,"Powiat wągrowiecki",2017,6
"27713",3029000,"Powiat wolsztyński",2017,10
"27714",3030000,"Powiat wrzesiński",2017,0
"27715",3031000,"Powiat złotowski",2017,13
"27716",3061000,"Powiat m.Kalisz",2017,16
"27717",3062000,"Powiat m.Konin",2017,12
"27718",3063000,"Powiat m.Leszno",2017,35
"27719",3064000,"Powiat m.Poznań",2017,310
"27720",3201000,"Powiat białogardzki",2017,15
"27721",3202000,"Powiat choszczeński",2017,8
"27722",3203000,"Powiat drawski",2017,16
"27723",3204000,"Powiat goleniowski",2017,23
"27724",3205000,"Powiat gryficki",2017,8
"27725",3206000,"Powiat gryfiński",2017,20
"27726",3207000,"Powiat kamieński",2017,17
"27727",3208000,"Powiat kołobrzeski",2017,13
"27728",3209000,"Powiat koszaliński",2017,13
"27729",3210000,"Powiat myśliborski",2017,10
"27730",3211000,"Powiat policki",2017,36
"27731",3212000,"Powiat pyrzycki",2017,5
"27732",3213000,"Powiat sławieński",2017,19
"27733",3214000,"Powiat stargardzki",2017,30
"27734",3215000,"Powiat szczecinecki",2017,29
"27735",3216000,"Powiat świdwiński",2017,13
"27736",3217000,"Powiat wałecki",2017,19
