"","Kod","Nazwa","rok","ludnosc_grupy_ekonomiczne_w_wieku_produkcyjnym_proc"
"10719",461000,"Powiat m.Bydgoszcz",2012,63.5
"10720",462000,"Powiat m.Grudziądz",2012,63.7
"10721",463000,"Powiat m.Toruń",2012,65
"10722",464000,"Powiat m.Włocławek",2012,64.1
"10723",601000,"Powiat bialski",2012,61.4
"10724",602000,"Powiat biłgorajski",2012,62.8
"10725",603000,"Powiat chełmski",2012,63.3
"10726",604000,"Powiat hrubieszowski",2012,62.3
"10727",605000,"Powiat janowski",2012,61.6
"10728",606000,"Powiat krasnostawski",2012,61.2
"10729",607000,"Powiat kraśnicki",2012,62.1
"10730",608000,"Powiat lubartowski",2012,62.3
"10731",609000,"Powiat lubelski",2012,62.7
"10732",610000,"Powiat łęczyński",2012,66.6
"10733",611000,"Powiat łukowski",2012,61.5
"10734",612000,"Powiat opolski",2012,62.4
"10735",613000,"Powiat parczewski",2012,62.2
"10736",614000,"Powiat puławski",2012,61.3
"10737",615000,"Powiat radzyński",2012,61.8
"10738",616000,"Powiat rycki",2012,63.2
"10739",617000,"Powiat świdnicki",2012,63
"10740",618000,"Powiat tomaszowski",2012,62.7
"10741",619000,"Powiat włodawski",2012,63.9
"10742",620000,"Powiat zamojski",2012,61.6
"10743",661000,"Powiat m.Biała Podlaska",2012,66.9
"10744",662000,"Powiat m.Chełm",2012,65.9
"10745",663000,"Powiat m.Lublin",2012,64.3
"10746",664000,"Powiat m.Zamość",2012,65.9
"10747",801000,"Powiat gorzowski",2012,65.5
"10748",802000,"Powiat krośnieński",2012,65.8
"10749",803000,"Powiat międzyrzecki",2012,65.4
"10750",804000,"Powiat nowosolski",2012,63.8
"10751",805000,"Powiat słubicki",2012,65.7
"10752",806000,"Powiat strzelecko-drezdenecki",2012,64.2
"10753",807000,"Powiat sulęciński",2012,65.2
"10754",808000,"Powiat świebodziński",2012,64.7
"10755",809000,"Powiat zielonogórski",2012,66.1
"10756",810000,"Powiat żagański",2012,64.7
"10757",811000,"Powiat żarski",2012,65
"10758",812000,"Powiat wschowski",2012,64
"10759",861000,"Powiat m.Gorzów Wielkopolski",2012,64.8
"10760",862000,"Powiat m.Zielona Góra",2012,64.3
"10761",1001000,"Powiat bełchatowski",2012,67.5
"10762",1002000,"Powiat kutnowski",2012,63.8
"10763",1003000,"Powiat łaski",2012,63.5
"10764",1004000,"Powiat łęczycki",2012,61.8
"10765",1005000,"Powiat łowicki",2012,62.4
"10766",1006000,"Powiat łódzki wschodni",2012,63.8
"10767",1007000,"Powiat opoczyński",2012,62.3
"10768",1008000,"Powiat pabianicki",2012,62.9
"10769",1009000,"Powiat pajęczański",2012,62.4
"10770",1010000,"Powiat piotrkowski",2012,61.9
"10771",1011000,"Powiat poddębicki",2012,62.4
"10772",1012000,"Powiat radomszczański",2012,62.4
"10773",1013000,"Powiat rawski",2012,63.2
"10774",1014000,"Powiat sieradzki",2012,62.8
"10775",1015000,"Powiat skierniewicki",2012,61.1
"10776",1016000,"Powiat tomaszowski",2012,62.2
"10777",1017000,"Powiat wieluński",2012,62.6
"10778",1018000,"Powiat wieruszowski",2012,63.1
"10779",1019000,"Powiat zduńskowolski",2012,63.2
"10780",1020000,"Powiat zgierski",2012,63.1
"10781",1021000,"Powiat brzeziński",2012,63.2
"10782",1061000,"Powiat m.Łódź",2012,62.5
"10783",1062000,"Powiat m.Piotrków Trybunalski",2012,62.9
"10784",1063000,"Powiat m.Skierniewice",2012,64.4
"10785",1201000,"Powiat bocheński",2012,63.2
"10786",1202000,"Powiat brzeski",2012,63.1
"10787",1203000,"Powiat chrzanowski",2012,64.4
"10788",1204000,"Powiat dąbrowski",2012,64.2
"10789",1205000,"Powiat gorlicki",2012,62.8
"10790",1206000,"Powiat krakowski",2012,63.8
"10791",1207000,"Powiat limanowski",2012,61.2
"10792",1208000,"Powiat miechowski",2012,61.4
"10793",1209000,"Powiat myślenicki",2012,63.6
"10794",1210000,"Powiat nowosądecki",2012,62
"10795",1211000,"Powiat nowotarski",2012,62.8
"10796",1212000,"Powiat olkuski",2012,64.1
"10797",1213000,"Powiat oświęcimski",2012,63.5
"10798",1214000,"Powiat proszowicki",2012,62.9
"10799",1215000,"Powiat suski",2012,62.1
"10800",1216000,"Powiat tarnowski",2012,63
"10801",1217000,"Powiat tatrzański",2012,62.7
"10802",1218000,"Powiat wadowicki",2012,63.4
"10803",1219000,"Powiat wielicki",2012,64
"10804",1261000,"Powiat m.Kraków",2012,64.1
"10805",1262000,"Powiat m.Nowy Sącz",2012,63.5
"10806",1263000,"Powiat m.Tarnów",2012,63.6
"10807",1401000,"Powiat białobrzeski",2012,62.5
"10808",1402000,"Powiat ciechanowski",2012,64.6
"10809",1403000,"Powiat garwoliński",2012,62.1
"10810",1404000,"Powiat gostyniński",2012,63.4
"10811",1405000,"Powiat grodziski",2012,62.8
"10812",1406000,"Powiat grójecki",2012,63.1
"10813",1407000,"Powiat kozienicki",2012,63.9
"10814",1408000,"Powiat legionowski",2012,63.7
"10815",1409000,"Powiat lipski",2012,62.3
"10816",1410000,"Powiat łosicki",2012,61.4
"10817",1411000,"Powiat makowski",2012,62.2
"10818",1412000,"Powiat miński",2012,62.8
"10819",1413000,"Powiat mławski",2012,62.9
"10820",1414000,"Powiat nowodworski",2012,64.6
"10821",1415000,"Powiat ostrołęcki",2012,63
"10822",1416000,"Powiat ostrowski",2012,62.2
"10823",1417000,"Powiat otwocki",2012,62.4
"10824",1418000,"Powiat piaseczyński",2012,63.1
"10825",1419000,"Powiat płocki",2012,63.3
"10826",1420000,"Powiat płoński",2012,63.1
"10827",1421000,"Powiat pruszkowski",2012,62.7
"10828",1422000,"Powiat przasnyski",2012,62.7
"10829",1423000,"Powiat przysuski",2012,61.8
"10830",1424000,"Powiat pułtuski",2012,63.1
"10831",1425000,"Powiat radomski",2012,63.7
"10832",1426000,"Powiat siedlecki",2012,61.5
"10833",1427000,"Powiat sierpecki",2012,63
"10834",1428000,"Powiat sochaczewski",2012,63.7
"10835",1429000,"Powiat sokołowski",2012,61.6
"10836",1430000,"Powiat szydłowiecki",2012,63.2
"10837",1432000,"Powiat warszawski zachodni",2012,63.2
"10838",1433000,"Powiat węgrowski",2012,62.4
"10839",1434000,"Powiat wołomiński",2012,63.7
"10840",1435000,"Powiat wyszkowski",2012,63.4
"10841",1436000,"Powiat zwoleński",2012,62.5
"10842",1437000,"Powiat żuromiński",2012,61.8
"10843",1438000,"Powiat żyrardowski",2012,63
"10844",1461000,"Powiat m.Ostrołęka",2012,66.5
"10845",1462000,"Powiat m.Płock",2012,64
"10846",1463000,"Powiat m.Radom",2012,63.8
"10847",1464000,"Powiat m.Siedlce",2012,64.6
"10848",1465000,"Powiat m. st. Warszawa",2012,62.3
"10849",1601000,"Powiat brzeski",2012,64.2
"10850",1602000,"Powiat głubczycki",2012,63.9
"10851",1603000,"Powiat kędzierzyńsko-kozielski",2012,64.3
"10852",1604000,"Powiat kluczborski",2012,65.4
"10853",1605000,"Powiat krapkowicki",2012,66.2
"10854",1606000,"Powiat namysłowski",2012,64.9
"10855",1607000,"Powiat nyski",2012,64.8
"10856",1608000,"Powiat oleski",2012,65
"10857",1609000,"Powiat opolski",2012,66.7
"10858",1610000,"Powiat prudnicki",2012,63.7
"10859",1611000,"Powiat strzelecki",2012,66.1
"10860",1661000,"Powiat m.Opole",2012,65.1
"10861",1801000,"Powiat bieszczadzki",2012,65.9
"10862",1802000,"Powiat brzozowski",2012,62.5
"10863",1803000,"Powiat dębicki",2012,64
"10864",1804000,"Powiat jarosławski",2012,63.8
"10865",1805000,"Powiat jasielski",2012,63.9
"10866",1806000,"Powiat kolbuszowski",2012,63.6
"10867",1807000,"Powiat krośnieński",2012,62.8
"10868",1808000,"Powiat leżajski",2012,63.6
"10869",1809000,"Powiat lubaczowski",2012,63.8
"10870",1810000,"Powiat łańcucki",2012,62.1
"10871",1811000,"Powiat mielecki",2012,63.8
"10872",1812000,"Powiat niżański",2012,65.1
"10873",1813000,"Powiat przemyski",2012,63.9
"10874",1814000,"Powiat przeworski",2012,62.8
"10875",1815000,"Powiat ropczycko-sędziszowski",2012,63
"10876",1816000,"Powiat rzeszowski",2012,62.9
"10877",1817000,"Powiat sanocki",2012,64.3
"10878",1818000,"Powiat stalowowolski",2012,65.1
"10879",1819000,"Powiat strzyżowski",2012,63
"10880",1820000,"Powiat tarnobrzeski",2012,64.4
"10881",1821000,"Powiat leski",2012,64.5
"10882",1861000,"Powiat m.Krosno",2012,63.8
"10883",1862000,"Powiat m.Przemyśl",2012,63.4
"10884",1863000,"Powiat m.Rzeszów",2012,65.6
"10885",1864000,"Powiat m.Tarnobrzeg",2012,64.3
"10886",2001000,"Powiat augustowski",2012,62.8
"10887",2002000,"Powiat białostocki",2012,63.9
"10888",2003000,"Powiat bielski",2012,60
"10889",2004000,"Powiat grajewski",2012,64.1
"10890",2005000,"Powiat hajnowski",2012,60.2
"10891",2006000,"Powiat kolneński",2012,62.9
"10892",2007000,"Powiat łomżyński",2012,62.3
"10893",2008000,"Powiat moniecki",2012,62.7
"10894",2009000,"Powiat sejneński",2012,62.4
"10895",2010000,"Powiat siemiatycki",2012,61
"10896",2011000,"Powiat sokólski",2012,62.3
"10897",2012000,"Powiat suwalski",2012,61.9
"10898",2013000,"Powiat wysokomazowiecki",2012,61.4
"10899",2014000,"Powiat zambrowski",2012,63.3
"10900",2061000,"Powiat m.Białystok",2012,65.6
"10901",2062000,"Powiat m.Łomża",2012,67.4
"10902",2063000,"Powiat m.Suwałki",2012,66.2
"10903",2201000,"Powiat bytowski",2012,64.5
"10904",2202000,"Powiat chojnicki",2012,63.2
"10905",2203000,"Powiat człuchowski",2012,65
"10906",2204000,"Powiat gdański",2012,65.3
"10907",2205000,"Powiat kartuski",2012,62
"10908",2206000,"Powiat kościerski",2012,62.8
"10909",2207000,"Powiat kwidzyński",2012,65.1
"10910",2208000,"Powiat lęborski",2012,64.6
"10911",2209000,"Powiat malborski",2012,64.7
"10912",2210000,"Powiat nowodworski",2012,65.1
"10913",2211000,"Powiat pucki",2012,64.1
"10914",2212000,"Powiat słupski",2012,65.7
"10915",2213000,"Powiat starogardzki",2012,64.1
"10916",2214000,"Powiat tczewski",2012,64.1
"10917",2215000,"Powiat wejherowski",2012,64.2
"10918",2216000,"Powiat sztumski",2012,65.8
"10919",2261000,"Powiat m.Gdańsk",2012,63.4
"10920",2262000,"Powiat m.Gdynia",2012,62.6
"10921",2263000,"Powiat m.Słupsk",2012,64.3
"10922",2264000,"Powiat m.Sopot",2012,61.1
"10923",2401000,"Powiat będziński",2012,63.7
"10924",2402000,"Powiat bielski",2012,63.9
"10925",2403000,"Powiat cieszyński",2012,63.2
"10926",2404000,"Powiat częstochowski",2012,63.9
"10927",2405000,"Powiat gliwicki",2012,64.9
"10928",2406000,"Powiat kłobucki",2012,63.4
"10929",2407000,"Powiat lubliniecki",2012,64.8
"10930",2408000,"Powiat mikołowski",2012,64.7
"10931",2409000,"Powiat myszkowski",2012,63.7
"10932",2410000,"Powiat pszczyński",2012,65.8
"10933",2411000,"Powiat raciborski",2012,66.1
"10934",2412000,"Powiat rybnicki",2012,64.7
"10935",2413000,"Powiat tarnogórski",2012,64.3
"10936",2414000,"Powiat bieruńsko-lędziński",2012,66.2
"10937",2415000,"Powiat wodzisławski",2012,63.6
"10938",2416000,"Powiat zawierciański",2012,63.2
"10939",2417000,"Powiat żywiecki",2012,63.1
"10940",2461000,"Powiat m.Bielsko-Biała",2012,62.8
"10941",2462000,"Powiat m.Bytom",2012,63.9
"10942",2463000,"Powiat m.Chorzów",2012,62.2
"10943",2464000,"Powiat m.Częstochowa",2012,63.7
"10944",2465000,"Powiat m.Dąbrowa Górnicza",2012,66.3
"10945",2466000,"Powiat m.Gliwice",2012,64.6
"10946",2467000,"Powiat m.Jastrzębie-Zdrój",2012,62.5
"10947",2468000,"Powiat m.Jaworzno",2012,65.5
"10948",2469000,"Powiat m.Katowice",2012,63.8
"10949",2470000,"Powiat m.Mysłowice",2012,65.9
"10950",2471000,"Powiat m.Piekary Śląskie",2012,64.6
"10951",2472000,"Powiat m.Ruda Śląska",2012,64.7
"10952",2473000,"Powiat m.Rybnik",2012,65.2
"10953",2474000,"Powiat m.Siemianowice Śląskie",2012,64.2
"10954",2475000,"Powiat m.Sosnowiec",2012,65.1
"10955",2476000,"Powiat m.Świętochłowice",2012,64.3
"10956",2477000,"Powiat m.Tychy",2012,66.5
"10957",2478000,"Powiat m.Zabrze",2012,65.2
"10958",2479000,"Powiat m.Żory",2012,66.8
"10959",2601000,"Powiat buski",2012,61.9
"10960",2602000,"Powiat jędrzejowski",2012,62.4
"10961",2603000,"Powiat kazimierski",2012,62.7
"10962",2604000,"Powiat kielecki",2012,64.8
"10963",2605000,"Powiat konecki",2012,62.8
"10964",2606000,"Powiat opatowski",2012,62.9
"10965",2607000,"Powiat ostrowiecki",2012,63.5
"10966",2608000,"Powiat pińczowski",2012,62
"10967",2609000,"Powiat sandomierski",2012,62.4
"10968",2610000,"Powiat skarżyski",2012,63.5
"10969",2611000,"Powiat starachowicki",2012,62.3
"10970",2612000,"Powiat staszowski",2012,63.3
"10971",2613000,"Powiat włoszczowski",2012,62.2
"10972",2661000,"Powiat m.Kielce",2012,63.7
"10973",2801000,"Powiat bartoszycki",2012,65.3
"10974",2802000,"Powiat braniewski",2012,65.8
"10975",2803000,"Powiat działdowski",2012,64.1
"10976",2804000,"Powiat elbląski",2012,65
"10977",2805000,"Powiat ełcki",2012,65.3
"10978",2806000,"Powiat giżycki",2012,64.8
"10979",2807000,"Powiat iławski",2012,64.3
"10980",2808000,"Powiat kętrzyński",2012,65.2
"10981",2809000,"Powiat lidzbarski",2012,64.7
"10982",2810000,"Powiat mrągowski",2012,65.6
"10983",2811000,"Powiat nidzicki",2012,64.2
"10984",2812000,"Powiat nowomiejski",2012,62.4
"10985",2813000,"Powiat olecki",2012,64.1
"10986",2814000,"Powiat olsztyński",2012,66.4
"10987",2815000,"Powiat ostródzki",2012,64.4
"10988",2816000,"Powiat piski",2012,64.5
"10989",2817000,"Powiat szczycieński",2012,64.9
"10990",2818000,"Powiat gołdapski",2012,64.5
"10991",2819000,"Powiat węgorzewski",2012,65
"10992",2861000,"Powiat m.Elbląg",2012,65
"10993",2862000,"Powiat m.Olsztyn",2012,65.8
"10994",3001000,"Powiat chodzieski",2012,64.2
"10995",3002000,"Powiat czarnkowsko-trzcianecki",2012,63.9
"10996",3003000,"Powiat gnieźnieński",2012,64.2
"10997",3004000,"Powiat gostyński",2012,64.2
"10998",3005000,"Powiat grodziski",2012,64.4
"10999",3006000,"Powiat jarociński",2012,63.9
"11000",3007000,"Powiat kaliski",2012,63.3
"11001",3008000,"Powiat kępiński",2012,64.2
"11002",3009000,"Powiat kolski",2012,63
"11003",3010000,"Powiat koniński",2012,64.2
"11004",3011000,"Powiat kościański",2012,64.6
"11005",3012000,"Powiat krotoszyński",2012,63.6
"11006",3013000,"Powiat leszczyński",2012,64
"11007",3014000,"Powiat międzychodzki",2012,64.2
"11008",3015000,"Powiat nowotomyski",2012,63.9
"11009",3016000,"Powiat obornicki",2012,64.7
"11010",3017000,"Powiat ostrowski",2012,64.2
"11011",3018000,"Powiat ostrzeszowski",2012,63.6
"11012",3019000,"Powiat pilski",2012,64.8
"11013",3020000,"Powiat pleszewski",2012,63.8
"11014",3021000,"Powiat poznański",2012,65
"11015",3022000,"Powiat rawicki",2012,63.2
"11016",3023000,"Powiat słupecki",2012,63.9
"11017",3024000,"Powiat szamotulski",2012,64.6
"11018",3025000,"Powiat średzki",2012,64.9
"11019",3026000,"Powiat śremski",2012,64.7
"11020",3027000,"Powiat turecki",2012,63.6
"11021",3028000,"Powiat wągrowiecki",2012,64
"11022",3029000,"Powiat wolsztyński",2012,63.6
"11023",3030000,"Powiat wrzesiński",2012,64.3
"11024",3031000,"Powiat złotowski",2012,64.7
"11025",3061000,"Powiat m.Kalisz",2012,62
"11026",3062000,"Powiat m.Konin",2012,63.7
"11027",3063000,"Powiat m.Leszno",2012,63.9
"11028",3064000,"Powiat m.Poznań",2012,64
"11029",3201000,"Powiat białogardzki",2012,64.8
"11030",3202000,"Powiat choszczeński",2012,65.3
"11031",3203000,"Powiat drawski",2012,64.8
"11032",3204000,"Powiat goleniowski",2012,65.2
"11033",3205000,"Powiat gryficki",2012,65.3
"11034",3206000,"Powiat gryfiński",2012,65.7
"11035",3207000,"Powiat kamieński",2012,66.4
"11036",3208000,"Powiat kołobrzeski",2012,64.7
"11037",3209000,"Powiat koszaliński",2012,66.3
"11038",3210000,"Powiat myśliborski",2012,65
"11039",3211000,"Powiat policki",2012,67.8
"11040",3212000,"Powiat pyrzycki",2012,64.9
"11041",3213000,"Powiat sławieński",2012,64.5
"11042",3214000,"Powiat stargardzki",2012,65.5
"11043",3215000,"Powiat szczecinecki",2012,64.5
"11044",3216000,"Powiat świdwiński",2012,65.2
"11045",3217000,"Powiat wałecki",2012,64.9
"11046",3218000,"Powiat łobeski",2012,64.5
"11047",3261000,"Powiat m.Koszalin",2012,64
"11048",3262000,"Powiat m.Szczecin",2012,64.2
"11049",3263000,"Powiat m.Świnoujście",2012,64.9
"11050",201000,"Powiat bolesławiecki",2013,64.3
"11051",202000,"Powiat dzierżoniowski",2013,63.7
"11052",203000,"Powiat głogowski",2013,64.6
"11053",204000,"Powiat górowski",2013,63.7
"11054",205000,"Powiat jaworski",2013,64.8
"11055",206000,"Powiat jeleniogórski",2013,65.2
"11056",207000,"Powiat kamiennogórski",2013,63.9
"11057",208000,"Powiat kłodzki",2013,63.9
"11058",209000,"Powiat legnicki",2013,65.1
"11059",210000,"Powiat lubański",2013,64.4
"11060",211000,"Powiat lubiński",2013,64
"11061",212000,"Powiat lwówecki",2013,65.2
"11062",213000,"Powiat milicki",2013,62.9
"11063",214000,"Powiat oleśnicki",2013,64.3
"11064",215000,"Powiat oławski",2013,64.1
"11065",216000,"Powiat polkowicki",2013,64.9
"11066",217000,"Powiat strzeliński",2013,64.5
"11067",218000,"Powiat średzki",2013,65.6
"11068",219000,"Powiat świdnicki",2013,64.3
"11069",220000,"Powiat trzebnicki",2013,64.8
"11070",221000,"Powiat wałbrzyski",2013,64.1
"11071",222000,"Powiat wołowski",2013,65.1
"11072",223000,"Powiat wrocławski",2013,65.2
"11073",224000,"Powiat ząbkowicki",2013,64.3
"11074",225000,"Powiat zgorzelecki",2013,64.7
"11075",226000,"Powiat złotoryjski",2013,66.2
"11076",261000,"Powiat m.Jelenia Góra",2013,62.6
"11077",262000,"Powiat m.Legnica",2013,64.1
"11078",263000,"Powiat m.Wałbrzych do 2002",2013,NA
"11079",264000,"Powiat m.Wrocław",2013,63.6
"11080",265000,"Powiat m.Wałbrzych od 2013",2013,63.4
"11081",401000,"Powiat aleksandrowski",2013,63
"11082",402000,"Powiat brodnicki",2013,63.6
"11083",403000,"Powiat bydgoski",2013,64.8
"11084",404000,"Powiat chełmiński",2013,64.1
"11085",405000,"Powiat golubsko-dobrzyński",2013,63.5
"11086",406000,"Powiat grudziądzki",2013,63.8
"11087",407000,"Powiat inowrocławski",2013,64.7
"11088",408000,"Powiat lipnowski",2013,63.4
"11089",409000,"Powiat mogileński",2013,63.9
"11090",410000,"Powiat nakielski",2013,64.3
"11091",411000,"Powiat radziejowski",2013,63.9
"11092",412000,"Powiat rypiński",2013,62.9
"11093",413000,"Powiat sępoleński",2013,63.2
"11094",414000,"Powiat świecki",2013,64.3
"11095",415000,"Powiat toruński",2013,64.6
"11096",416000,"Powiat tucholski",2013,63.5
"11097",417000,"Powiat wąbrzeski",2013,63.5
"11098",418000,"Powiat włocławski",2013,63.9
"11099",419000,"Powiat żniński",2013,63.7
"11100",461000,"Powiat m.Bydgoszcz",2013,62.7
"11101",462000,"Powiat m.Grudziądz",2013,62.9
"11102",463000,"Powiat m.Toruń",2013,64.1
"11103",464000,"Powiat m.Włocławek",2013,63.2
"11104",601000,"Powiat bialski",2013,61.6
"11105",602000,"Powiat biłgorajski",2013,62.6
"11106",603000,"Powiat chełmski",2013,63.4
"11107",604000,"Powiat hrubieszowski",2013,62.3
"11108",605000,"Powiat janowski",2013,61.9
"11109",606000,"Powiat krasnostawski",2013,61.1
"11110",607000,"Powiat kraśnicki",2013,62
"11111",608000,"Powiat lubartowski",2013,62.3
"11112",609000,"Powiat lubelski",2013,62.8
"11113",610000,"Powiat łęczyński",2013,66.4
"11114",611000,"Powiat łukowski",2013,61.5
"11115",612000,"Powiat opolski",2013,62.6
"11116",613000,"Powiat parczewski",2013,62
"11117",614000,"Powiat puławski",2013,60.9
"11118",615000,"Powiat radzyński",2013,61.9
"11119",616000,"Powiat rycki",2013,62.8
"11120",617000,"Powiat świdnicki",2013,62.5
"11121",618000,"Powiat tomaszowski",2013,62.8
"11122",619000,"Powiat włodawski",2013,63.4
"11123",620000,"Powiat zamojski",2013,61.9
"11124",661000,"Powiat m.Biała Podlaska",2013,66
"11125",662000,"Powiat m.Chełm",2013,65.1
"11126",663000,"Powiat m.Lublin",2013,63.3
"11127",664000,"Powiat m.Zamość",2013,65
"11128",801000,"Powiat gorzowski",2013,65.2
"11129",802000,"Powiat krośnieński",2013,65.3
"11130",803000,"Powiat międzyrzecki",2013,65.2
"11131",804000,"Powiat nowosolski",2013,63.2
"11132",805000,"Powiat słubicki",2013,65.4
"11133",806000,"Powiat strzelecko-drezdenecki",2013,63.9
"11134",807000,"Powiat sulęciński",2013,65
"11135",808000,"Powiat świebodziński",2013,64.2
"11136",809000,"Powiat zielonogórski",2013,65.7
"11137",810000,"Powiat żagański",2013,64.5
"11138",811000,"Powiat żarski",2013,64.7
"11139",812000,"Powiat wschowski",2013,63.7
"11140",861000,"Powiat m.Gorzów Wielkopolski",2013,63.7
"11141",862000,"Powiat m.Zielona Góra",2013,63
"11142",1001000,"Powiat bełchatowski",2013,66.8
"11143",1002000,"Powiat kutnowski",2013,63.4
"11144",1003000,"Powiat łaski",2013,63.3
"11145",1004000,"Powiat łęczycki",2013,61.8
"11146",1005000,"Powiat łowicki",2013,62.1
"11147",1006000,"Powiat łódzki wschodni",2013,63.5
"11148",1007000,"Powiat opoczyński",2013,62.2
"11149",1008000,"Powiat pabianicki",2013,62.4
"11150",1009000,"Powiat pajęczański",2013,62.4
"11151",1010000,"Powiat piotrkowski",2013,61.8
"11152",1011000,"Powiat poddębicki",2013,62.4
"11153",1012000,"Powiat radomszczański",2013,62.1
"11154",1013000,"Powiat rawski",2013,62.9
"11155",1014000,"Powiat sieradzki",2013,62.8
"11156",1015000,"Powiat skierniewicki",2013,61.2
"11157",1016000,"Powiat tomaszowski",2013,61.7
"11158",1017000,"Powiat wieluński",2013,62.3
"11159",1018000,"Powiat wieruszowski",2013,63.1
"11160",1019000,"Powiat zduńskowolski",2013,62.8
"11161",1020000,"Powiat zgierski",2013,62.6
"11162",1021000,"Powiat brzeziński",2013,63
"11163",1061000,"Powiat m.Łódź",2013,61.6
"11164",1062000,"Powiat m.Piotrków Trybunalski",2013,62.1
"11165",1063000,"Powiat m.Skierniewice",2013,63.7
"11166",1201000,"Powiat bocheński",2013,63
"11167",1202000,"Powiat brzeski",2013,63.1
"11168",1203000,"Powiat chrzanowski",2013,63.9
"11169",1204000,"Powiat dąbrowski",2013,64.5
"11170",1205000,"Powiat gorlicki",2013,62.7
"11171",1206000,"Powiat krakowski",2013,63.5
"11172",1207000,"Powiat limanowski",2013,61.3
"11173",1208000,"Powiat miechowski",2013,61.3
"11174",1209000,"Powiat myślenicki",2013,63.6
"11175",1210000,"Powiat nowosądecki",2013,62.1
"11176",1211000,"Powiat nowotarski",2013,62.9
"11177",1212000,"Powiat olkuski",2013,63.5
"11178",1213000,"Powiat oświęcimski",2013,63.2
"11179",1214000,"Powiat proszowicki",2013,62.8
"11180",1215000,"Powiat suski",2013,62.3
"11181",1216000,"Powiat tarnowski",2013,63.3
"11182",1217000,"Powiat tatrzański",2013,62.5
"11183",1218000,"Powiat wadowicki",2013,63.3
"11184",1219000,"Powiat wielicki",2013,63.8
"11185",1261000,"Powiat m.Kraków",2013,63.4
"11186",1262000,"Powiat m.Nowy Sącz",2013,63
"11187",1263000,"Powiat m.Tarnów",2013,62.8
"11188",1401000,"Powiat białobrzeski",2013,62.5
"11189",1402000,"Powiat ciechanowski",2013,64.3
"11190",1403000,"Powiat garwoliński",2013,62.2
"11191",1404000,"Powiat gostyniński",2013,62.9
"11192",1405000,"Powiat grodziski",2013,62.2
"11193",1406000,"Powiat grójecki",2013,62.7
"11194",1407000,"Powiat kozienicki",2013,63.4
"11195",1408000,"Powiat legionowski",2013,62.8
"11196",1409000,"Powiat lipski",2013,62.2
"11197",1410000,"Powiat łosicki",2013,61.5
"11198",1411000,"Powiat makowski",2013,62.1
"11199",1412000,"Powiat miński",2013,62.5
"11200",1413000,"Powiat mławski",2013,62.9
"11201",1414000,"Powiat nowodworski",2013,64.2
"11202",1415000,"Powiat ostrołęcki",2013,63.4
"11203",1416000,"Powiat ostrowski",2013,62.2
"11204",1417000,"Powiat otwocki",2013,62
"11205",1418000,"Powiat piaseczyński",2013,62.6
"11206",1419000,"Powiat płocki",2013,63.3
"11207",1420000,"Powiat płoński",2013,62.9
"11208",1421000,"Powiat pruszkowski",2013,62
"11209",1422000,"Powiat przasnyski",2013,62.6
"11210",1423000,"Powiat przysuski",2013,62
"11211",1424000,"Powiat pułtuski",2013,63.1
"11212",1425000,"Powiat radomski",2013,63.7
"11213",1426000,"Powiat siedlecki",2013,61.7
"11214",1427000,"Powiat sierpecki",2013,62.9
"11215",1428000,"Powiat sochaczewski",2013,63.3
"11216",1429000,"Powiat sokołowski",2013,61.5
"11217",1430000,"Powiat szydłowiecki",2013,63.2
"11218",1432000,"Powiat warszawski zachodni",2013,62.7
"11219",1433000,"Powiat węgrowski",2013,62.1
"11220",1434000,"Powiat wołomiński",2013,63.3
"11221",1435000,"Powiat wyszkowski",2013,63.2
"11222",1436000,"Powiat zwoleński",2013,62.7
"11223",1437000,"Powiat żuromiński",2013,62
"11224",1438000,"Powiat żyrardowski",2013,62.6
"11225",1461000,"Powiat m.Ostrołęka",2013,65.4
"11226",1462000,"Powiat m.Płock",2013,63.1
"11227",1463000,"Powiat m.Radom",2013,63.2
"11228",1464000,"Powiat m.Siedlce",2013,63.5
"11229",1465000,"Powiat m. st. Warszawa",2013,61.6
"11230",1601000,"Powiat brzeski",2013,63.9
"11231",1602000,"Powiat głubczycki",2013,63.6
"11232",1603000,"Powiat kędzierzyńsko-kozielski",2013,64
"11233",1604000,"Powiat kluczborski",2013,65.1
"11234",1605000,"Powiat krapkowicki",2013,66
"11235",1606000,"Powiat namysłowski",2013,64.4
"11236",1607000,"Powiat nyski",2013,64.4
"11237",1608000,"Powiat oleski",2013,64.7
"11238",1609000,"Powiat opolski",2013,66.4
"11239",1610000,"Powiat prudnicki",2013,63.6
"11240",1611000,"Powiat strzelecki",2013,65.7
"11241",1661000,"Powiat m.Opole",2013,64
"11242",1801000,"Powiat bieszczadzki",2013,66
"11243",1802000,"Powiat brzozowski",2013,62.7
"11244",1803000,"Powiat dębicki",2013,63.9
"11245",1804000,"Powiat jarosławski",2013,63.6
"11246",1805000,"Powiat jasielski",2013,63.8
"11247",1806000,"Powiat kolbuszowski",2013,64
"11248",1807000,"Powiat krośnieński",2013,62.6
"11249",1808000,"Powiat leżajski",2013,63.5
"11250",1809000,"Powiat lubaczowski",2013,64.1
"11251",1810000,"Powiat łańcucki",2013,62.1
"11252",1811000,"Powiat mielecki",2013,63.6
"11253",1812000,"Powiat niżański",2013,65.4
"11254",1813000,"Powiat przemyski",2013,64.2
"11255",1814000,"Powiat przeworski",2013,62.9
