"","Kod","Nazwa","rok","ludnosc_grupy_ekonomiczne_w_wieku_produkcyjnym_proc"
"8548",1428000,"Powiat sochaczewski",2006,63.4
"8549",1429000,"Powiat sokołowski",2006,59.2
"8550",1430000,"Powiat szydłowiecki",2006,61.5
"8551",1432000,"Powiat warszawski zachodni",2006,65.3
"8552",1433000,"Powiat węgrowski",2006,60
"8553",1434000,"Powiat wołomiński",2006,64
"8554",1435000,"Powiat wyszkowski",2006,61.9
"8555",1436000,"Powiat zwoleński",2006,59.6
"8556",1437000,"Powiat żuromiński",2006,59
"8557",1438000,"Powiat żyrardowski",2006,64
"8558",1461000,"Powiat m.Ostrołęka",2006,67.6
"8559",1462000,"Powiat m.Płock",2006,67.2
"8560",1463000,"Powiat m.Radom",2006,65.1
"8561",1464000,"Powiat m.Siedlce",2006,67
"8562",1465000,"Powiat m. st. Warszawa",2006,65.4
"8563",1601000,"Powiat brzeski",2006,64.5
"8564",1602000,"Powiat głubczycki",2006,63.6
"8565",1603000,"Powiat kędzierzyńsko-kozielski",2006,64.5
"8566",1604000,"Powiat kluczborski",2006,64.3
"8567",1605000,"Powiat krapkowicki",2006,65.3
"8568",1606000,"Powiat namysłowski",2006,64.6
"8569",1607000,"Powiat nyski",2006,64.9
"8570",1608000,"Powiat oleski",2006,64
"8571",1609000,"Powiat opolski",2006,65.7
"8572",1610000,"Powiat prudnicki",2006,62.8
"8573",1611000,"Powiat strzelecki",2006,64.9
"8574",1661000,"Powiat m.Opole",2006,68.1
"8575",1801000,"Powiat bieszczadzki",2006,64.2
"8576",1802000,"Powiat brzozowski",2006,60.1
"8577",1803000,"Powiat dębicki",2006,62.5
"8578",1804000,"Powiat jarosławski",2006,62.4
"8579",1805000,"Powiat jasielski",2006,61.8
"8580",1806000,"Powiat kolbuszowski",2006,61.2
"8581",1807000,"Powiat krośnieński",2006,61.2
"8582",1808000,"Powiat leżajski",2006,61.7
"8583",1809000,"Powiat lubaczowski",2006,61.4
"8584",1810000,"Powiat łańcucki",2006,60.6
"8585",1811000,"Powiat mielecki",2006,62.5
"8586",1812000,"Powiat niżański",2006,61.9
"8587",1813000,"Powiat przemyski",2006,60.5
"8588",1814000,"Powiat przeworski",2006,60.5
"8589",1815000,"Powiat ropczycko-sędziszowski",2006,61.2
"8590",1816000,"Powiat rzeszowski",2006,60.8
"8591",1817000,"Powiat sanocki",2006,63.9
"8592",1818000,"Powiat stalowowolski",2006,65
"8593",1819000,"Powiat strzyżowski",2006,60.4
"8594",1820000,"Powiat tarnobrzeski",2006,63.3
"8595",1821000,"Powiat leski",2006,63.5
"8596",1861000,"Powiat m.Krosno",2006,66.1
"8597",1862000,"Powiat m.Przemyśl",2006,64.3
"8598",1863000,"Powiat m.Rzeszów",2006,67
"8599",1864000,"Powiat m.Tarnobrzeg",2006,66.5
"8600",2001000,"Powiat augustowski",2006,60.3
"8601",2002000,"Powiat białostocki",2006,61.9
"8602",2003000,"Powiat bielski",2006,57.9
"8603",2004000,"Powiat grajewski",2006,62.2
"8604",2005000,"Powiat hajnowski",2006,58.8
"8605",2006000,"Powiat kolneński",2006,59.5
"8606",2007000,"Powiat łomżyński",2006,58.3
"8607",2008000,"Powiat moniecki",2006,59.3
"8608",2009000,"Powiat sejneński",2006,60.1
"8609",2010000,"Powiat siemiatycki",2006,58.3
"8610",2011000,"Powiat sokólski",2006,59.7
"8611",2012000,"Powiat suwalski",2006,57.8
"8612",2013000,"Powiat wysokomazowiecki",2006,59
"8613",2014000,"Powiat zambrowski",2006,61.5
"8614",2061000,"Powiat m.Białystok",2006,66.7
"8615",2062000,"Powiat m.Łomża",2006,66.9
"8616",2063000,"Powiat m.Suwałki",2006,65.5
"8617",2201000,"Powiat bytowski",2006,63.6
"8618",2202000,"Powiat chojnicki",2006,62.6
"8619",2203000,"Powiat człuchowski",2006,64.7
"8620",2204000,"Powiat gdański",2006,65.6
"8621",2205000,"Powiat kartuski",2006,60.9
"8622",2206000,"Powiat kościerski",2006,62.1
"8623",2207000,"Powiat kwidzyński",2006,64.8
"8624",2208000,"Powiat lęborski",2006,64
"8625",2209000,"Powiat malborski",2006,64.7
"8626",2210000,"Powiat nowodworski",2006,64.5
"8627",2211000,"Powiat pucki",2006,64.1
"8628",2212000,"Powiat słupski",2006,65.1
"8629",2213000,"Powiat starogardzki",2006,63.2
"8630",2214000,"Powiat tczewski",2006,64.4
"8631",2215000,"Powiat wejherowski",2006,63.9
"8632",2216000,"Powiat sztumski",2006,64.7
"8633",2261000,"Powiat m.Gdańsk",2006,65.8
"8634",2262000,"Powiat m.Gdynia",2006,65.4
"8635",2263000,"Powiat m.Słupsk",2006,66.8
"8636",2264000,"Powiat m.Sopot",2006,63.5
"8637",2401000,"Powiat będziński",2006,66
"8638",2402000,"Powiat bielski",2006,63.8
"8639",2403000,"Powiat cieszyński",2006,63.7
"8640",2404000,"Powiat częstochowski",2006,62.7
"8641",2405000,"Powiat gliwicki",2006,65.2
"8642",2406000,"Powiat kłobucki",2006,62.4
"8643",2407000,"Powiat lubliniecki",2006,64.1
"8644",2408000,"Powiat mikołowski",2006,65.2
"8645",2409000,"Powiat myszkowski",2006,64.1
"8646",2410000,"Powiat pszczyński",2006,65.3
"8647",2411000,"Powiat raciborski",2006,65
"8648",2412000,"Powiat rybnicki",2006,64.2
"8649",2413000,"Powiat tarnogórski",2006,65.1
"8650",2414000,"Powiat bieruńsko-lędziński",2006,65.4
"8651",2415000,"Powiat wodzisławski",2006,64
"8652",2416000,"Powiat zawierciański",2006,64.3
"8653",2417000,"Powiat żywiecki",2006,62
"8654",2461000,"Powiat m.Bielsko-Biała",2006,65.5
"8655",2462000,"Powiat m.Bytom",2006,65.1
"8656",2463000,"Powiat m.Chorzów",2006,63.4
"8657",2464000,"Powiat m.Częstochowa",2006,66
"8658",2465000,"Powiat m.Dąbrowa Górnicza",2006,69.4
"8659",2466000,"Powiat m.Gliwice",2006,66.8
"8660",2467000,"Powiat m.Jastrzębie-Zdrój",2006,66.5
"8661",2468000,"Powiat m.Jaworzno",2006,65.8
"8662",2469000,"Powiat m.Katowice",2006,65
"8663",2470000,"Powiat m.Mysłowice",2006,66.9
"8664",2471000,"Powiat m.Piekary Śląskie",2006,65.5
"8665",2472000,"Powiat m.Ruda Śląska",2006,65.7
"8666",2473000,"Powiat m.Rybnik",2006,66.4
"8667",2474000,"Powiat m.Siemianowice Śląskie",2006,66.3
"8668",2475000,"Powiat m.Sosnowiec",2006,68.5
"8669",2476000,"Powiat m.Świętochłowice",2006,66.1
"8670",2477000,"Powiat m.Tychy",2006,69.3
"8671",2478000,"Powiat m.Zabrze",2006,66
"8672",2479000,"Powiat m.Żory",2006,72.1
"8673",2601000,"Powiat buski",2006,60.9
"8674",2602000,"Powiat jędrzejowski",2006,62.1
"8675",2603000,"Powiat kazimierski",2006,60.3
"8676",2604000,"Powiat kielecki",2006,62.2
"8677",2605000,"Powiat konecki",2006,62.2
"8678",2606000,"Powiat opatowski",2006,60.8
"8679",2607000,"Powiat ostrowiecki",2006,64
"8680",2608000,"Powiat pińczowski",2006,60.5
"8681",2609000,"Powiat sandomierski",2006,61.2
"8682",2610000,"Powiat skarżyski",2006,63.7
"8683",2611000,"Powiat starachowicki",2006,62.1
"8684",2612000,"Powiat staszowski",2006,61.9
"8685",2613000,"Powiat włoszczowski",2006,60.3
"8686",2661000,"Powiat m.Kielce",2006,67.2
"8687",2801000,"Powiat bartoszycki",2006,64.4
"8688",2802000,"Powiat braniewski",2006,64.1
"8689",2803000,"Powiat działdowski",2006,62.9
"8690",2804000,"Powiat elbląski",2006,63.1
"8691",2805000,"Powiat ełcki",2006,64.4
"8692",2806000,"Powiat giżycki",2006,63.9
"8693",2807000,"Powiat iławski",2006,63.6
"8694",2808000,"Powiat kętrzyński",2006,64.5
"8695",2809000,"Powiat lidzbarski",2006,63.2
"8696",2810000,"Powiat mrągowski",2006,64.9
"8697",2811000,"Powiat nidzicki",2006,63
"8698",2812000,"Powiat nowomiejski",2006,61.4
"8699",2813000,"Powiat olecki",2006,62.2
"8700",2814000,"Powiat olsztyński",2006,65.2
"8701",2815000,"Powiat ostródzki",2006,63.9
"8702",2816000,"Powiat piski",2006,62.2
"8703",2817000,"Powiat szczycieński",2006,63.4
"8704",2818000,"Powiat gołdapski",2006,62.5
"8705",2819000,"Powiat węgorzewski",2006,64.1
"8706",2861000,"Powiat m.Elbląg",2006,66.6
"8707",2862000,"Powiat m.Olsztyn",2006,68.2
"8708",3001000,"Powiat chodzieski",2006,64.7
"8709",3002000,"Powiat czarnkowsko-trzcianecki",2006,63.9
"8710",3003000,"Powiat gnieźnieński",2006,65.3
"8711",3004000,"Powiat gostyński",2006,63
"8712",3005000,"Powiat grodziski",2006,63.4
"8713",3006000,"Powiat jarociński",2006,63.7
"8714",3007000,"Powiat kaliski",2006,61.9
"8715",3008000,"Powiat kępiński",2006,63.5
"8716",3009000,"Powiat kolski",2006,62.7
"8717",3010000,"Powiat koniński",2006,62
"8718",3011000,"Powiat kościański",2006,64.3
"8719",3012000,"Powiat krotoszyński",2006,63.1
"8720",3013000,"Powiat leszczyński",2006,63.6
"8721",3014000,"Powiat międzychodzki",2006,64.9
"8722",3015000,"Powiat nowotomyski",2006,64.4
"8723",3016000,"Powiat obornicki",2006,65.4
"8724",3017000,"Powiat ostrowski",2006,64
"8725",3018000,"Powiat ostrzeszowski",2006,62.9
"8726",3019000,"Powiat pilski",2006,65.2
"8727",3020000,"Powiat pleszewski",2006,63.6
"8728",3021000,"Powiat poznański",2006,66.4
"8729",3022000,"Powiat rawicki",2006,63.7
"8730",3023000,"Powiat słupecki",2006,63.2
"8731",3024000,"Powiat szamotulski",2006,65.1
"8732",3025000,"Powiat średzki",2006,64.8
"8733",3026000,"Powiat śremski",2006,65.1
"8734",3027000,"Powiat turecki",2006,62.5
"8735",3028000,"Powiat wągrowiecki",2006,64
"8736",3029000,"Powiat wolsztyński",2006,63.5
"8737",3030000,"Powiat wrzesiński",2006,64.7
"8738",3031000,"Powiat złotowski",2006,63.9
"8739",3061000,"Powiat m.Kalisz",2006,64.8
"8740",3062000,"Powiat m.Konin",2006,66.4
"8741",3063000,"Powiat m.Leszno",2006,66
"8742",3064000,"Powiat m.Poznań",2006,67.2
"8743",3201000,"Powiat białogardzki",2006,64.2
"8744",3202000,"Powiat choszczeński",2006,64.4
"8745",3203000,"Powiat drawski",2006,65.1
"8746",3204000,"Powiat goleniowski",2006,65.5
"8747",3205000,"Powiat gryficki",2006,65.2
"8748",3206000,"Powiat gryfiński",2006,65.9
"8749",3207000,"Powiat kamieński",2006,66.4
"8750",3208000,"Powiat kołobrzeski",2006,65.7
"8751",3209000,"Powiat koszaliński",2006,65.2
"8752",3210000,"Powiat myśliborski",2006,65.2
"8753",3211000,"Powiat policki",2006,69.5
"8754",3212000,"Powiat pyrzycki",2006,64.5
"8755",3213000,"Powiat sławieński",2006,63.9
"8756",3214000,"Powiat stargardzki",2006,65.9
"8757",3215000,"Powiat szczecinecki",2006,63.5
"8758",3216000,"Powiat świdwiński",2006,64.6
"8759",3217000,"Powiat wałecki",2006,65
"8760",3218000,"Powiat łobeski",2006,63.6
"8761",3261000,"Powiat m.Koszalin",2006,67.3
"8762",3262000,"Powiat m.Szczecin",2006,66.6
"8763",3263000,"Powiat m.Świnoujście",2006,67.5
"8764",201000,"Powiat bolesławiecki",2007,65.3
"8765",202000,"Powiat dzierżoniowski",2007,64.7
"8766",203000,"Powiat głogowski",2007,68.6
"8767",204000,"Powiat górowski",2007,63.1
"8768",205000,"Powiat jaworski",2007,65.9
"8769",206000,"Powiat jeleniogórski",2007,66.4
"8770",207000,"Powiat kamiennogórski",2007,64.5
"8771",208000,"Powiat kłodzki",2007,65.1
"8772",209000,"Powiat legnicki",2007,65.4
"8773",210000,"Powiat lubański",2007,65.1
"8774",211000,"Powiat lubiński",2007,67.6
"8775",212000,"Powiat lwówecki",2007,65
"8776",213000,"Powiat milicki",2007,64.3
"8777",214000,"Powiat oleśnicki",2007,65.4
"8778",215000,"Powiat oławski",2007,66.8
"8779",216000,"Powiat polkowicki",2007,65.4
"8780",217000,"Powiat strzeliński",2007,64.7
"8781",218000,"Powiat średzki",2007,65.4
"8782",219000,"Powiat świdnicki",2007,65.7
"8783",220000,"Powiat trzebnicki",2007,65.7
"8784",221000,"Powiat wałbrzyski",2007,65.1
"8785",222000,"Powiat wołowski",2007,64.7
"8786",223000,"Powiat wrocławski",2007,66.4
"8787",224000,"Powiat ząbkowicki",2007,65
"8788",225000,"Powiat zgorzelecki",2007,65.8
"8789",226000,"Powiat złotoryjski",2007,66.7
"8790",261000,"Powiat m.Jelenia Góra",2007,65.7
"8791",262000,"Powiat m.Legnica",2007,66.7
"8792",263000,"Powiat m.Wałbrzych do 2002",2007,NA
"8793",264000,"Powiat m.Wrocław",2007,66.8
"8794",265000,"Powiat m.Wałbrzych od 2013",2007,NA
"8795",401000,"Powiat aleksandrowski",2007,63.3
"8796",402000,"Powiat brodnicki",2007,62.5
"8797",403000,"Powiat bydgoski",2007,64.7
"8798",404000,"Powiat chełmiński",2007,64
"8799",405000,"Powiat golubsko-dobrzyński",2007,62.2
"8800",406000,"Powiat grudziądzki",2007,63.4
"8801",407000,"Powiat inowrocławski",2007,65.4
"8802",408000,"Powiat lipnowski",2007,61.9
"8803",409000,"Powiat mogileński",2007,64
"8804",410000,"Powiat nakielski",2007,64.3
"8805",411000,"Powiat radziejowski",2007,62.1
"8806",412000,"Powiat rypiński",2007,61.8
"8807",413000,"Powiat sępoleński",2007,63.3
"8808",414000,"Powiat świecki",2007,64.8
"8809",415000,"Powiat toruński",2007,64.4
"8810",416000,"Powiat tucholski",2007,63
"8811",417000,"Powiat wąbrzeski",2007,63.1
"8812",418000,"Powiat włocławski",2007,62.4
"8813",419000,"Powiat żniński",2007,64.6
"8814",461000,"Powiat m.Bydgoszcz",2007,65.2
"8815",462000,"Powiat m.Grudziądz",2007,64.9
"8816",463000,"Powiat m.Toruń",2007,67.4
"8817",464000,"Powiat m.Włocławek",2007,66.4
"8818",601000,"Powiat bialski",2007,58.9
"8819",602000,"Powiat biłgorajski",2007,61.6
"8820",603000,"Powiat chełmski",2007,60.8
"8821",604000,"Powiat hrubieszowski",2007,60.9
"8822",605000,"Powiat janowski",2007,59.8
"8823",606000,"Powiat krasnostawski",2007,60.2
"8824",607000,"Powiat kraśnicki",2007,61.4
"8825",608000,"Powiat lubartowski",2007,61.5
"8826",609000,"Powiat lubelski",2007,61.5
"8827",610000,"Powiat łęczyński",2007,66
"8828",611000,"Powiat łukowski",2007,60.1
"8829",612000,"Powiat opolski",2007,61.5
"8830",613000,"Powiat parczewski",2007,60.6
"8831",614000,"Powiat puławski",2007,61.5
"8832",615000,"Powiat radzyński",2007,60.7
"8833",616000,"Powiat rycki",2007,62.2
"8834",617000,"Powiat świdnicki",2007,64.1
"8835",618000,"Powiat tomaszowski",2007,61.1
"8836",619000,"Powiat włodawski",2007,62.8
"8837",620000,"Powiat zamojski",2007,59.4
"8838",661000,"Powiat m.Biała Podlaska",2007,67.8
"8839",662000,"Powiat m.Chełm",2007,67.1
"8840",663000,"Powiat m.Lublin",2007,66.8
"8841",664000,"Powiat m.Zamość",2007,66.7
"8842",801000,"Powiat gorzowski",2007,65.3
"8843",802000,"Powiat krośnieński",2007,66.2
"8844",803000,"Powiat międzyrzecki",2007,66.1
"8845",804000,"Powiat nowosolski",2007,64.8
"8846",805000,"Powiat słubicki",2007,66.2
"8847",806000,"Powiat strzelecko-drezdenecki",2007,64.6
"8848",807000,"Powiat sulęciński",2007,64.3
"8849",808000,"Powiat świebodziński",2007,64.8
"8850",809000,"Powiat zielonogórski",2007,66.3
"8851",810000,"Powiat żagański",2007,65.2
"8852",811000,"Powiat żarski",2007,65.3
"8853",812000,"Powiat wschowski",2007,64.5
"8854",861000,"Powiat m.Gorzów Wielkopolski",2007,67.5
"8855",862000,"Powiat m.Zielona Góra",2007,66.9
"8856",1001000,"Powiat bełchatowski",2007,67.8
"8857",1002000,"Powiat kutnowski",2007,64.1
"8858",1003000,"Powiat łaski",2007,63.3
"8859",1004000,"Powiat łęczycki",2007,61.5
"8860",1005000,"Powiat łowicki",2007,62.3
"8861",1006000,"Powiat łódzki wschodni",2007,64.7
"8862",1007000,"Powiat opoczyński",2007,61.3
"8863",1008000,"Powiat pabianicki",2007,64.4
"8864",1009000,"Powiat pajęczański",2007,61.3
"8865",1010000,"Powiat piotrkowski",2007,60.8
"8866",1011000,"Powiat poddębicki",2007,61.6
"8867",1012000,"Powiat radomszczański",2007,62
"8868",1013000,"Powiat rawski",2007,62.5
"8869",1014000,"Powiat sieradzki",2007,62.2
"8870",1015000,"Powiat skierniewicki",2007,59.2
"8871",1016000,"Powiat tomaszowski",2007,63.2
"8872",1017000,"Powiat wieluński",2007,62.1
"8873",1018000,"Powiat wieruszowski",2007,62.5
"8874",1019000,"Powiat zduńskowolski",2007,63.9
"8875",1020000,"Powiat zgierski",2007,64.5
"8876",1021000,"Powiat brzeziński",2007,63.8
"8877",1061000,"Powiat m.Łódź",2007,65.4
"8878",1062000,"Powiat m.Piotrków Trybunalski",2007,65.7
"8879",1063000,"Powiat m.Skierniewice",2007,66.9
"8880",1201000,"Powiat bocheński",2007,62.3
"8881",1202000,"Powiat brzeski",2007,62.1
"8882",1203000,"Powiat chrzanowski",2007,64.9
"8883",1204000,"Powiat dąbrowski",2007,62.2
"8884",1205000,"Powiat gorlicki",2007,61.9
"8885",1206000,"Powiat krakowski",2007,63.6
"8886",1207000,"Powiat limanowski",2007,59.2
"8887",1208000,"Powiat miechowski",2007,60.9
"8888",1209000,"Powiat myślenicki",2007,62.2
"8889",1210000,"Powiat nowosądecki",2007,60.1
"8890",1211000,"Powiat nowotarski",2007,61.4
"8891",1212000,"Powiat olkuski",2007,64.8
"8892",1213000,"Powiat oświęcimski",2007,63.8
"8893",1214000,"Powiat proszowicki",2007,62
"8894",1215000,"Powiat suski",2007,61
"8895",1216000,"Powiat tarnowski",2007,60.9
"8896",1217000,"Powiat tatrzański",2007,61.8
"8897",1218000,"Powiat wadowicki",2007,62.8
"8898",1219000,"Powiat wielicki",2007,63.8
"8899",1261000,"Powiat m.Kraków",2007,66.3
"8900",1262000,"Powiat m.Nowy Sącz",2007,64.8
"8901",1263000,"Powiat m.Tarnów",2007,64.9
"8902",1401000,"Powiat białobrzeski",2007,60.6
"8903",1402000,"Powiat ciechanowski",2007,64
"8904",1403000,"Powiat garwoliński",2007,60.6
"8905",1404000,"Powiat gostyniński",2007,62.9
"8906",1405000,"Powiat grodziski",2007,63.7
"8907",1406000,"Powiat grójecki",2007,62.8
"8908",1407000,"Powiat kozienicki",2007,63
"8909",1408000,"Powiat legionowski",2007,66.8
"8910",1409000,"Powiat lipski",2007,60.8
"8911",1410000,"Powiat łosicki",2007,59
"8912",1411000,"Powiat makowski",2007,60.1
"8913",1412000,"Powiat miński",2007,63
"8914",1413000,"Powiat mławski",2007,61.4
"8915",1414000,"Powiat nowodworski",2007,64.6
"8916",1415000,"Powiat ostrołęcki",2007,59.5
"8917",1416000,"Powiat ostrowski",2007,60.7
"8918",1417000,"Powiat otwocki",2007,63.2
"8919",1418000,"Powiat piaseczyński",2007,65.2
"8920",1419000,"Powiat płocki",2007,61.5
"8921",1420000,"Powiat płoński",2007,61.9
"8922",1421000,"Powiat pruszkowski",2007,64.8
"8923",1422000,"Powiat przasnyski",2007,60.5
"8924",1423000,"Powiat przysuski",2007,58.9
"8925",1424000,"Powiat pułtuski",2007,62.2
"8926",1425000,"Powiat radomski",2007,62.4
"8927",1426000,"Powiat siedlecki",2007,59.1
"8928",1427000,"Powiat sierpecki",2007,60.7
"8929",1428000,"Powiat sochaczewski",2007,63.6
"8930",1429000,"Powiat sokołowski",2007,59.7
"8931",1430000,"Powiat szydłowiecki",2007,62.1
"8932",1432000,"Powiat warszawski zachodni",2007,65.3
"8933",1433000,"Powiat węgrowski",2007,60.5
"8934",1434000,"Powiat wołomiński",2007,64.2
"8935",1435000,"Powiat wyszkowski",2007,62.3
"8936",1436000,"Powiat zwoleński",2007,60.3
"8937",1437000,"Powiat żuromiński",2007,59.5
"8938",1438000,"Powiat żyrardowski",2007,64.1
"8939",1461000,"Powiat m.Ostrołęka",2007,67.7
"8940",1462000,"Powiat m.Płock",2007,66.8
"8941",1463000,"Powiat m.Radom",2007,65.2
"8942",1464000,"Powiat m.Siedlce",2007,67.1
"8943",1465000,"Powiat m. st. Warszawa",2007,65.2
"8944",1601000,"Powiat brzeski",2007,64.8
"8945",1602000,"Powiat głubczycki",2007,64
"8946",1603000,"Powiat kędzierzyńsko-kozielski",2007,64.8
"8947",1604000,"Powiat kluczborski",2007,64.8
"8948",1605000,"Powiat krapkowicki",2007,65.7
"8949",1606000,"Powiat namysłowski",2007,65.1
"8950",1607000,"Powiat nyski",2007,65.3
"8951",1608000,"Powiat oleski",2007,64.5
"8952",1609000,"Powiat opolski",2007,66.3
"8953",1610000,"Powiat prudnicki",2007,63.1
"8954",1611000,"Powiat strzelecki",2007,65.4
"8955",1661000,"Powiat m.Opole",2007,67.9
"8956",1801000,"Powiat bieszczadzki",2007,64.8
"8957",1802000,"Powiat brzozowski",2007,60.8
"8958",1803000,"Powiat dębicki",2007,63.1
"8959",1804000,"Powiat jarosławski",2007,62.9
"8960",1805000,"Powiat jasielski",2007,62.4
"8961",1806000,"Powiat kolbuszowski",2007,61.9
"8962",1807000,"Powiat krośnieński",2007,61.7
"8963",1808000,"Powiat leżajski",2007,62.4
"8964",1809000,"Powiat lubaczowski",2007,62
"8965",1810000,"Powiat łańcucki",2007,61.1
"8966",1811000,"Powiat mielecki",2007,63
"8967",1812000,"Powiat niżański",2007,62.7
"8968",1813000,"Powiat przemyski",2007,61.2
"8969",1814000,"Powiat przeworski",2007,61.1
"8970",1815000,"Powiat ropczycko-sędziszowski",2007,61.8
"8971",1816000,"Powiat rzeszowski",2007,61.5
"8972",1817000,"Powiat sanocki",2007,64.5
"8973",1818000,"Powiat stalowowolski",2007,65.4
"8974",1819000,"Powiat strzyżowski",2007,61.1
"8975",1820000,"Powiat tarnobrzeski",2007,64
"8976",1821000,"Powiat leski",2007,64
"8977",1861000,"Powiat m.Krosno",2007,66.2
"8978",1862000,"Powiat m.Przemyśl",2007,64.5
"8979",1863000,"Powiat m.Rzeszów",2007,66.9
"8980",1864000,"Powiat m.Tarnobrzeg",2007,66.3
"8981",2001000,"Powiat augustowski",2007,61
"8982",2002000,"Powiat białostocki",2007,62.5
"8983",2003000,"Powiat bielski",2007,58.4
"8984",2004000,"Powiat grajewski",2007,62.7
"8985",2005000,"Powiat hajnowski",2007,59.1
"8986",2006000,"Powiat kolneński",2007,60.1
"8987",2007000,"Powiat łomżyński",2007,59.1
"8988",2008000,"Powiat moniecki",2007,60.2
"8989",2009000,"Powiat sejneński",2007,60.5
"8990",2010000,"Powiat siemiatycki",2007,59
"8991",2011000,"Powiat sokólski",2007,60.2
"8992",2012000,"Powiat suwalski",2007,58.7
"8993",2013000,"Powiat wysokomazowiecki",2007,59.4
"8994",2014000,"Powiat zambrowski",2007,62
"8995",2061000,"Powiat m.Białystok",2007,66.8
"8996",2062000,"Powiat m.Łomża",2007,67.1
"8997",2063000,"Powiat m.Suwałki",2007,65.9
"8998",2201000,"Powiat bytowski",2007,64
"8999",2202000,"Powiat chojnicki",2007,62.9
"9000",2203000,"Powiat człuchowski",2007,65.1
"9001",2204000,"Powiat gdański",2007,65.8
"9002",2205000,"Powiat kartuski",2007,61.4
"9003",2206000,"Powiat kościerski",2007,62.4
"9004",2207000,"Powiat kwidzyński",2007,65.1
"9005",2208000,"Powiat lęborski",2007,64.3
"9006",2209000,"Powiat malborski",2007,65
"9007",2210000,"Powiat nowodworski",2007,64.9
"9008",2211000,"Powiat pucki",2007,64.1
"9009",2212000,"Powiat słupski",2007,65.4
"9010",2213000,"Powiat starogardzki",2007,63.6
"9011",2214000,"Powiat tczewski",2007,64.5
"9012",2215000,"Powiat wejherowski",2007,64.2
"9013",2216000,"Powiat sztumski",2007,65
"9014",2261000,"Powiat m.Gdańsk",2007,65.6
"9015",2262000,"Powiat m.Gdynia",2007,65
"9016",2263000,"Powiat m.Słupsk",2007,66.6
"9017",2264000,"Powiat m.Sopot",2007,63.5
"9018",2401000,"Powiat będziński",2007,65.9
"9019",2402000,"Powiat bielski",2007,64.1
"9020",2403000,"Powiat cieszyński",2007,63.8
"9021",2404000,"Powiat częstochowski",2007,63.2
"9022",2405000,"Powiat gliwicki",2007,65.4
"9023",2406000,"Powiat kłobucki",2007,62.8
"9024",2407000,"Powiat lubliniecki",2007,64.3
"9025",2408000,"Powiat mikołowski",2007,65.2
"9026",2409000,"Powiat myszkowski",2007,64.3
"9027",2410000,"Powiat pszczyński",2007,65.6
"9028",2411000,"Powiat raciborski",2007,65.5
"9029",2412000,"Powiat rybnicki",2007,64.7
"9030",2413000,"Powiat tarnogórski",2007,65.2
"9031",2414000,"Powiat bieruńsko-lędziński",2007,65.9
"9032",2415000,"Powiat wodzisławski",2007,64.2
"9033",2416000,"Powiat zawierciański",2007,64.4
"9034",2417000,"Powiat żywiecki",2007,62.2
"9035",2461000,"Powiat m.Bielsko-Biała",2007,65.4
"9036",2462000,"Powiat m.Bytom",2007,65.1
"9037",2463000,"Powiat m.Chorzów",2007,63.3
"9038",2464000,"Powiat m.Częstochowa",2007,65.9
"9039",2465000,"Powiat m.Dąbrowa Górnicza",2007,69.3
"9040",2466000,"Powiat m.Gliwice",2007,66.8
"9041",2467000,"Powiat m.Jastrzębie-Zdrój",2007,66
"9042",2468000,"Powiat m.Jaworzno",2007,66
"9043",2469000,"Powiat m.Katowice",2007,64.8
"9044",2470000,"Powiat m.Mysłowice",2007,67
"9045",2471000,"Powiat m.Piekary Śląskie",2007,65.5
"9046",2472000,"Powiat m.Ruda Śląska",2007,65.8
"9047",2473000,"Powiat m.Rybnik",2007,66.5
"9048",2474000,"Powiat m.Siemianowice Śląskie",2007,66.1
"9049",2475000,"Powiat m.Sosnowiec",2007,68.4
"9050",2476000,"Powiat m.Świętochłowice",2007,65.9
"9051",2477000,"Powiat m.Tychy",2007,69.3
"9052",2478000,"Powiat m.Zabrze",2007,66.2
"9053",2479000,"Powiat m.Żory",2007,71.7
"9054",2601000,"Powiat buski",2007,61.2
"9055",2602000,"Powiat jędrzejowski",2007,62.5
"9056",2603000,"Powiat kazimierski",2007,60.8
"9057",2604000,"Powiat kielecki",2007,62.8
"9058",2605000,"Powiat konecki",2007,62.5
"9059",2606000,"Powiat opatowski",2007,61.3
"9060",2607000,"Powiat ostrowiecki",2007,64.2
"9061",2608000,"Powiat pińczowski",2007,60.9
"9062",2609000,"Powiat sandomierski",2007,61.6
"9063",2610000,"Powiat skarżyski",2007,63.9
"9064",2611000,"Powiat starachowicki",2007,62.3
"9065",2612000,"Powiat staszowski",2007,62.3
"9066",2613000,"Powiat włoszczowski",2007,60.7
"9067",2661000,"Powiat m.Kielce",2007,67
"9068",2801000,"Powiat bartoszycki",2007,64.7
"9069",2802000,"Powiat braniewski",2007,64.5
"9070",2803000,"Powiat działdowski",2007,63.2
"9071",2804000,"Powiat elbląski",2007,63.5
"9072",2805000,"Powiat ełcki",2007,64.9
"9073",2806000,"Powiat giżycki",2007,64.1
"9074",2807000,"Powiat iławski",2007,63.8
"9075",2808000,"Powiat kętrzyński",2007,64.9
"9076",2809000,"Powiat lidzbarski",2007,63.7
"9077",2810000,"Powiat mrągowski",2007,65.2
"9078",2811000,"Powiat nidzicki",2007,63.2
"9079",2812000,"Powiat nowomiejski",2007,62
"9080",2813000,"Powiat olecki",2007,62.6
"9081",2814000,"Powiat olsztyński",2007,65.6
