"","Kod","Nazwa","rok","Osoby_w_zamachach_samobojczych_liczba_prob_zachowan_samobojczych_na_100_tys_ludnosci_ogolem_osoba"
"2088",1609000,"Powiat opolski",2019,NA
"2089",1610000,"Powiat prudnicki",2019,NA
"2090",1611000,"Powiat strzelecki",2019,NA
"2091",1661000,"Powiat m.Opole",2019,NA
"2092",1801000,"Powiat bieszczadzki",2019,NA
"2093",1802000,"Powiat brzozowski",2019,NA
"2094",1803000,"Powiat dębicki",2019,NA
"2095",1804000,"Powiat jarosławski",2019,NA
"2096",1805000,"Powiat jasielski",2019,NA
"2097",1806000,"Powiat kolbuszowski",2019,NA
"2098",1807000,"Powiat krośnieński",2019,NA
"2099",1808000,"Powiat leżajski",2019,NA
"2100",1809000,"Powiat lubaczowski",2019,NA
"2101",1810000,"Powiat łańcucki",2019,NA
"2102",1811000,"Powiat mielecki",2019,NA
"2103",1812000,"Powiat niżański",2019,NA
"2104",1813000,"Powiat przemyski",2019,NA
"2105",1814000,"Powiat przeworski",2019,NA
"2106",1815000,"Powiat ropczycko-sędziszowski",2019,NA
"2107",1816000,"Powiat rzeszowski",2019,NA
"2108",1817000,"Powiat sanocki",2019,NA
"2109",1818000,"Powiat stalowowolski",2019,NA
"2110",1819000,"Powiat strzyżowski",2019,NA
"2111",1820000,"Powiat tarnobrzeski",2019,NA
"2112",1821000,"Powiat leski",2019,NA
"2113",1861000,"Powiat m.Krosno",2019,NA
"2114",1862000,"Powiat m.Przemyśl",2019,NA
"2115",1863000,"Powiat m.Rzeszów",2019,NA
"2116",1864000,"Powiat m.Tarnobrzeg",2019,NA
"2117",2001000,"Powiat augustowski",2019,NA
"2118",2002000,"Powiat białostocki",2019,NA
"2119",2003000,"Powiat bielski",2019,NA
"2120",2004000,"Powiat grajewski",2019,NA
"2121",2005000,"Powiat hajnowski",2019,NA
"2122",2006000,"Powiat kolneński",2019,NA
"2123",2007000,"Powiat łomżyński",2019,NA
"2124",2008000,"Powiat moniecki",2019,NA
"2125",2009000,"Powiat sejneński",2019,NA
"2126",2010000,"Powiat siemiatycki",2019,NA
"2127",2011000,"Powiat sokólski",2019,NA
"2128",2012000,"Powiat suwalski",2019,NA
"2129",2013000,"Powiat wysokomazowiecki",2019,NA
"2130",2014000,"Powiat zambrowski",2019,NA
"2131",2061000,"Powiat m.Białystok",2019,NA
"2132",2062000,"Powiat m.Łomża",2019,NA
"2133",2063000,"Powiat m.Suwałki",2019,NA
"2134",2201000,"Powiat bytowski",2019,NA
"2135",2202000,"Powiat chojnicki",2019,NA
"2136",2203000,"Powiat człuchowski",2019,NA
"2137",2204000,"Powiat gdański",2019,NA
"2138",2205000,"Powiat kartuski",2019,NA
"2139",2206000,"Powiat kościerski",2019,NA
"2140",2207000,"Powiat kwidzyński",2019,NA
"2141",2208000,"Powiat lęborski",2019,NA
"2142",2209000,"Powiat malborski",2019,NA
"2143",2210000,"Powiat nowodworski",2019,NA
"2144",2211000,"Powiat pucki",2019,NA
"2145",2212000,"Powiat słupski",2019,NA
"2146",2213000,"Powiat starogardzki",2019,NA
"2147",2214000,"Powiat tczewski",2019,NA
"2148",2215000,"Powiat wejherowski",2019,NA
"2149",2216000,"Powiat sztumski",2019,NA
"2150",2261000,"Powiat m.Gdańsk",2019,NA
"2151",2262000,"Powiat m.Gdynia",2019,NA
"2152",2263000,"Powiat m.Słupsk",2019,NA
"2153",2264000,"Powiat m.Sopot",2019,NA
"2154",2401000,"Powiat będziński",2019,NA
"2155",2402000,"Powiat bielski",2019,NA
"2156",2403000,"Powiat cieszyński",2019,NA
"2157",2404000,"Powiat częstochowski",2019,NA
"2158",2405000,"Powiat gliwicki",2019,NA
"2159",2406000,"Powiat kłobucki",2019,NA
"2160",2407000,"Powiat lubliniecki",2019,NA
"2161",2408000,"Powiat mikołowski",2019,NA
"2162",2409000,"Powiat myszkowski",2019,NA
"2163",2410000,"Powiat pszczyński",2019,NA
"2164",2411000,"Powiat raciborski",2019,NA
"2165",2412000,"Powiat rybnicki",2019,NA
"2166",2413000,"Powiat tarnogórski",2019,NA
"2167",2414000,"Powiat bieruńsko-lędziński",2019,NA
"2168",2415000,"Powiat wodzisławski",2019,NA
"2169",2416000,"Powiat zawierciański",2019,NA
"2170",2417000,"Powiat żywiecki",2019,NA
"2171",2461000,"Powiat m.Bielsko-Biała",2019,NA
"2172",2462000,"Powiat m.Bytom",2019,NA
"2173",2463000,"Powiat m.Chorzów",2019,NA
"2174",2464000,"Powiat m.Częstochowa",2019,NA
"2175",2465000,"Powiat m.Dąbrowa Górnicza",2019,NA
"2176",2466000,"Powiat m.Gliwice",2019,NA
"2177",2467000,"Powiat m.Jastrzębie-Zdrój",2019,NA
"2178",2468000,"Powiat m.Jaworzno",2019,NA
"2179",2469000,"Powiat m.Katowice",2019,NA
"2180",2470000,"Powiat m.Mysłowice",2019,NA
"2181",2471000,"Powiat m.Piekary Śląskie",2019,NA
"2182",2472000,"Powiat m.Ruda Śląska",2019,NA
"2183",2473000,"Powiat m.Rybnik",2019,NA
"2184",2474000,"Powiat m.Siemianowice Śląskie",2019,NA
"2185",2475000,"Powiat m.Sosnowiec",2019,NA
"2186",2476000,"Powiat m.Świętochłowice",2019,NA
"2187",2477000,"Powiat m.Tychy",2019,NA
"2188",2478000,"Powiat m.Zabrze",2019,NA
"2189",2479000,"Powiat m.Żory",2019,NA
"2190",2601000,"Powiat buski",2019,NA
"2191",2602000,"Powiat jędrzejowski",2019,NA
"2192",2603000,"Powiat kazimierski",2019,NA
"2193",2604000,"Powiat kielecki",2019,NA
"2194",2605000,"Powiat konecki",2019,NA
"2195",2606000,"Powiat opatowski",2019,NA
"2196",2607000,"Powiat ostrowiecki",2019,NA
"2197",2608000,"Powiat pińczowski",2019,NA
"2198",2609000,"Powiat sandomierski",2019,NA
"2199",2610000,"Powiat skarżyski",2019,NA
"2200",2611000,"Powiat starachowicki",2019,NA
"2201",2612000,"Powiat staszowski",2019,NA
"2202",2613000,"Powiat włoszczowski",2019,NA
"2203",2661000,"Powiat m.Kielce",2019,NA
"2204",2801000,"Powiat bartoszycki",2019,NA
"2205",2802000,"Powiat braniewski",2019,NA
"2206",2803000,"Powiat działdowski",2019,NA
"2207",2804000,"Powiat elbląski",2019,NA
"2208",2805000,"Powiat ełcki",2019,NA
"2209",2806000,"Powiat giżycki",2019,NA
"2210",2807000,"Powiat iławski",2019,NA
"2211",2808000,"Powiat kętrzyński",2019,NA
"2212",2809000,"Powiat lidzbarski",2019,NA
"2213",2810000,"Powiat mrągowski",2019,NA
"2214",2811000,"Powiat nidzicki",2019,NA
"2215",2812000,"Powiat nowomiejski",2019,NA
"2216",2813000,"Powiat olecki",2019,NA
"2217",2814000,"Powiat olsztyński",2019,NA
"2218",2815000,"Powiat ostródzki",2019,NA
"2219",2816000,"Powiat piski",2019,NA
"2220",2817000,"Powiat szczycieński",2019,NA
"2221",2818000,"Powiat gołdapski",2019,NA
"2222",2819000,"Powiat węgorzewski",2019,NA
"2223",2861000,"Powiat m.Elbląg",2019,NA
"2224",2862000,"Powiat m.Olsztyn",2019,NA
"2225",3001000,"Powiat chodzieski",2019,NA
"2226",3002000,"Powiat czarnkowsko-trzcianecki",2019,NA
"2227",3003000,"Powiat gnieźnieński",2019,NA
"2228",3004000,"Powiat gostyński",2019,NA
"2229",3005000,"Powiat grodziski",2019,NA
"2230",3006000,"Powiat jarociński",2019,NA
"2231",3007000,"Powiat kaliski",2019,NA
"2232",3008000,"Powiat kępiński",2019,NA
"2233",3009000,"Powiat kolski",2019,NA
"2234",3010000,"Powiat koniński",2019,NA
"2235",3011000,"Powiat kościański",2019,NA
"2236",3012000,"Powiat krotoszyński",2019,NA
"2237",3013000,"Powiat leszczyński",2019,NA
"2238",3014000,"Powiat międzychodzki",2019,NA
"2239",3015000,"Powiat nowotomyski",2019,NA
"2240",3016000,"Powiat obornicki",2019,NA
"2241",3017000,"Powiat ostrowski",2019,NA
"2242",3018000,"Powiat ostrzeszowski",2019,NA
"2243",3019000,"Powiat pilski",2019,NA
"2244",3020000,"Powiat pleszewski",2019,NA
"2245",3021000,"Powiat poznański",2019,NA
"2246",3022000,"Powiat rawicki",2019,NA
"2247",3023000,"Powiat słupecki",2019,NA
"2248",3024000,"Powiat szamotulski",2019,NA
"2249",3025000,"Powiat średzki",2019,NA
"2250",3026000,"Powiat śremski",2019,NA
"2251",3027000,"Powiat turecki",2019,NA
"2252",3028000,"Powiat wągrowiecki",2019,NA
"2253",3029000,"Powiat wolsztyński",2019,NA
"2254",3030000,"Powiat wrzesiński",2019,NA
"2255",3031000,"Powiat złotowski",2019,NA
"2256",3061000,"Powiat m.Kalisz",2019,NA
"2257",3062000,"Powiat m.Konin",2019,NA
"2258",3063000,"Powiat m.Leszno",2019,NA
"2259",3064000,"Powiat m.Poznań",2019,NA
"2260",3201000,"Powiat białogardzki",2019,NA
"2261",3202000,"Powiat choszczeński",2019,NA
"2262",3203000,"Powiat drawski",2019,NA
"2263",3204000,"Powiat goleniowski",2019,NA
"2264",3205000,"Powiat gryficki",2019,NA
"2265",3206000,"Powiat gryfiński",2019,NA
"2266",3207000,"Powiat kamieński",2019,NA
"2267",3208000,"Powiat kołobrzeski",2019,NA
"2268",3209000,"Powiat koszaliński",2019,NA
"2269",3210000,"Powiat myśliborski",2019,NA
"2270",3211000,"Powiat policki",2019,NA
"2271",3212000,"Powiat pyrzycki",2019,NA
"2272",3213000,"Powiat sławieński",2019,NA
"2273",3214000,"Powiat stargardzki",2019,NA
"2274",3215000,"Powiat szczecinecki",2019,NA
"2275",3216000,"Powiat świdwiński",2019,NA
"2276",3217000,"Powiat wałecki",2019,NA
"2277",3218000,"Powiat łobeski",2019,NA
"2278",3261000,"Powiat m.Koszalin",2019,NA
"2279",3262000,"Powiat m.Szczecin",2019,NA
"2280",3263000,"Powiat m.Świnoujście",2019,NA
